sl_100_5400_20300321 Coordinates.csv
2030/03/21 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:17 2024,
Start: 2030/03/21 07:47:00.00, Stop: 2030/03/21 09:17:00.00,
TIME_UNITS,STARLINK-4506 - X-Coordinate,STARLINK-1284 - X-Coordinate,STARLINK-32202 - X-Coordinate,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-30147 - X-Coordinate,STARLINK-5837 - X-Coordinate,STARLINK-31387 - X-Coordinate,STARLINK-3808 - X-Coordinate,STARLINK-30261 - X-Coordinate,STARLINK-2569 - X-Coordinate,STARLINK-30827 - X-Coordinate,STARLINK-31488 - X-Coordinate,STARLINK-2476 - X-Coordinate,STARLINK-3913 - X-Coordinate,STARLINK-5970 - X-Coordinate,STARLINK-31998 - X-Coordinate,STARLINK-30986 - X-Coordinate,STARLINK-3610 - X-Coordinate,STARLINK-31216 - X-Coordinate,STARLINK-1405 - X-Coordinate,STARLINK-31773 - X-Coordinate,STARLINK-3963 - X-Coordinate,STARLINK-31984 - X-Coordinate,STARLINK-4626 - X-Coordinate,STARLINK-3157 - X-Coordinate,STARLINK-5239 - X-Coordinate,STARLINK-4603 - X-Coordinate,STARLINK-31316 - X-Coordinate,STARLINK-5337 - X-Coordinate,STARLINK-6330 - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-5155 - X-Coordinate,STARLINK-6196 - X-Coordinate,STARLINK-4129 - X-Coordinate,STARLINK-31245 - X-Coordinate,STARLINK-6066 - X-Coordinate,STARLINK-32106 - X-Coordinate,STARLINK-4779 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-4780 - X-Coordinate,STARLINK-4464 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-31441 - X-Coordinate,STARLINK-2356 - X-Coordinate,STARLINK-31962 - X-Coordinate,STARLINK-3810 - X-Coordinate,STARLINK-30563 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-31981 - X-Coordinate,STARLINK-3795 - X-Coordinate,STARLINK-5426 - X-Coordinate,STARLINK-31312 - X-Coordinate,STARLINK-4322 - X-Coordinate,STARLINK-5553 - X-Coordinate,STARLINK-4013 - X-Coordinate,STARLINK-3507 - X-Coordinate,STARLINK-31085 - X-Coordinate,STARLINK-4643 - X-Coordinate,STARLINK-5096 - X-Coordinate,STARLINK-31068 - X-Coordinate,STARLINK-5792 - X-Coordinate,STARLINK-4777 - X-Coordinate,STARLINK-31741 - X-Coordinate,STARLINK-30960 - X-Coordinate,STARLINK-31361 - X-Coordinate,STARLINK-2564 - X-Coordinate,STARLINK-3569 - X-Coordinate,STARLINK-31586 - X-Coordinate,STARLINK-2693 - X-Coordinate,STARLINK-3587 - X-Coordinate,STARLINK-32252 - X-Coordinate,STARLINK-1008 - X-Coordinate,STARLINK-30939 - X-Coordinate,STARLINK-5618 - X-Coordinate,STARLINK-6073 - X-Coordinate,STARLINK-3634 - X-Coordinate,STARLINK-2128 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-30382 - X-Coordinate,STARLINK-3622 - X-Coordinate,STARLINK-3554 - X-Coordinate,STARLINK-31916 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-31355 - X-Coordinate,STARLINK-31575 - X-Coordinate,STARLINK-5773 - X-Coordinate,STARLINK-2612 - X-Coordinate,STARLINK-2343 - X-Coordinate,STARLINK-6035 - X-Coordinate,STARLINK-3574 - X-Coordinate,STARLINK-31180 - X-Coordinate,STARLINK-31448 - X-Coordinate,STARLINK-31918 - X-Coordinate,STARLINK-31460 - X-Coordinate,STARLINK-6173 - X-Coordinate,STARLINK-1007 - X-Coordinate,STARLINK-3043 - X-Coordinate,STARLINK-4402 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4506 - Y-Coordinate,STARLINK-1284 - Y-Coordinate,STARLINK-32202 - Y-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-30147 - Y-Coordinate,STARLINK-5837 - Y-Coordinate,STARLINK-31387 - Y-Coordinate,STARLINK-3808 - Y-Coordinate,STARLINK-30261 - Y-Coordinate,STARLINK-2569 - Y-Coordinate,STARLINK-30827 - Y-Coordinate,STARLINK-31488 - Y-Coordinate,STARLINK-2476 - Y-Coordinate,STARLINK-3913 - Y-Coordinate,STARLINK-5970 - Y-Coordinate,STARLINK-31998 - Y-Coordinate,STARLINK-30986 - Y-Coordinate,STARLINK-3610 - Y-Coordinate,STARLINK-31216 - Y-Coordinate,STARLINK-1405 - Y-Coordinate,STARLINK-31773 - Y-Coordinate,STARLINK-3963 - Y-Coordinate,STARLINK-31984 - Y-Coordinate,STARLINK-4626 - Y-Coordinate,STARLINK-3157 - Y-Coordinate,STARLINK-5239 - Y-Coordinate,STARLINK-4603 - Y-Coordinate,STARLINK-31316 - Y-Coordinate,STARLINK-5337 - Y-Coordinate,STARLINK-6330 - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-5155 - Y-Coordinate,STARLINK-6196 - Y-Coordinate,STARLINK-4129 - Y-Coordinate,STARLINK-31245 - Y-Coordinate,STARLINK-6066 - Y-Coordinate,STARLINK-32106 - Y-Coordinate,STARLINK-4779 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-4780 - Y-Coordinate,STARLINK-4464 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-31441 - Y-Coordinate,STARLINK-2356 - Y-Coordinate,STARLINK-31962 - Y-Coordinate,STARLINK-3810 - Y-Coordinate,STARLINK-30563 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-31981 - Y-Coordinate,STARLINK-3795 - Y-Coordinate,STARLINK-5426 - Y-Coordinate,STARLINK-31312 - Y-Coordinate,STARLINK-4322 - Y-Coordinate,STARLINK-5553 - Y-Coordinate,STARLINK-4013 - Y-Coordinate,STARLINK-3507 - Y-Coordinate,STARLINK-31085 - Y-Coordinate,STARLINK-4643 - Y-Coordinate,STARLINK-5096 - Y-Coordinate,STARLINK-31068 - Y-Coordinate,STARLINK-5792 - Y-Coordinate,STARLINK-4777 - Y-Coordinate,STARLINK-31741 - Y-Coordinate,STARLINK-30960 - Y-Coordinate,STARLINK-31361 - Y-Coordinate,STARLINK-2564 - Y-Coordinate,STARLINK-3569 - Y-Coordinate,STARLINK-31586 - Y-Coordinate,STARLINK-2693 - Y-Coordinate,STARLINK-3587 - Y-Coordinate,STARLINK-32252 - Y-Coordinate,STARLINK-1008 - Y-Coordinate,STARLINK-30939 - Y-Coordinate,STARLINK-5618 - Y-Coordinate,STARLINK-6073 - Y-Coordinate,STARLINK-3634 - Y-Coordinate,STARLINK-2128 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-30382 - Y-Coordinate,STARLINK-3622 - Y-Coordinate,STARLINK-3554 - Y-Coordinate,STARLINK-31916 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-31355 - Y-Coordinate,STARLINK-31575 - Y-Coordinate,STARLINK-5773 - Y-Coordinate,STARLINK-2612 - Y-Coordinate,STARLINK-2343 - Y-Coordinate,STARLINK-6035 - Y-Coordinate,STARLINK-3574 - Y-Coordinate,STARLINK-31180 - Y-Coordinate,STARLINK-31448 - Y-Coordinate,STARLINK-31918 - Y-Coordinate,STARLINK-31460 - Y-Coordinate,STARLINK-6173 - Y-Coordinate,STARLINK-1007 - Y-Coordinate,STARLINK-3043 - Y-Coordinate,STARLINK-4402 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4506 - Z-Coordinate,STARLINK-1284 - Z-Coordinate,STARLINK-32202 - Z-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-30147 - Z-Coordinate,STARLINK-5837 - Z-Coordinate,STARLINK-31387 - Z-Coordinate,STARLINK-3808 - Z-Coordinate,STARLINK-30261 - Z-Coordinate,STARLINK-2569 - Z-Coordinate,STARLINK-30827 - Z-Coordinate,STARLINK-31488 - Z-Coordinate,STARLINK-2476 - Z-Coordinate,STARLINK-3913 - Z-Coordinate,STARLINK-5970 - Z-Coordinate,STARLINK-31998 - Z-Coordinate,STARLINK-30986 - Z-Coordinate,STARLINK-3610 - Z-Coordinate,STARLINK-31216 - Z-Coordinate,STARLINK-1405 - Z-Coordinate,STARLINK-31773 - Z-Coordinate,STARLINK-3963 - Z-Coordinate,STARLINK-31984 - Z-Coordinate,STARLINK-4626 - Z-Coordinate,STARLINK-3157 - Z-Coordinate,STARLINK-5239 - Z-Coordinate,STARLINK-4603 - Z-Coordinate,STARLINK-31316 - Z-Coordinate,STARLINK-5337 - Z-Coordinate,STARLINK-6330 - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-5155 - Z-Coordinate,STARLINK-6196 - Z-Coordinate,STARLINK-4129 - Z-Coordinate,STARLINK-31245 - Z-Coordinate,STARLINK-6066 - Z-Coordinate,STARLINK-32106 - Z-Coordinate,STARLINK-4779 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-4780 - Z-Coordinate,STARLINK-4464 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-31441 - Z-Coordinate,STARLINK-2356 - Z-Coordinate,STARLINK-31962 - Z-Coordinate,STARLINK-3810 - Z-Coordinate,STARLINK-30563 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-31981 - Z-Coordinate,STARLINK-3795 - Z-Coordinate,STARLINK-5426 - Z-Coordinate,STARLINK-31312 - Z-Coordinate,STARLINK-4322 - Z-Coordinate,STARLINK-5553 - Z-Coordinate,STARLINK-4013 - Z-Coordinate,STARLINK-3507 - Z-Coordinate,STARLINK-31085 - Z-Coordinate,STARLINK-4643 - Z-Coordinate,STARLINK-5096 - Z-Coordinate,STARLINK-31068 - Z-Coordinate,STARLINK-5792 - Z-Coordinate,STARLINK-4777 - Z-Coordinate,STARLINK-31741 - Z-Coordinate,STARLINK-30960 - Z-Coordinate,STARLINK-31361 - Z-Coordinate,STARLINK-2564 - Z-Coordinate,STARLINK-3569 - Z-Coordinate,STARLINK-31586 - Z-Coordinate,STARLINK-2693 - Z-Coordinate,STARLINK-3587 - Z-Coordinate,STARLINK-32252 - Z-Coordinate,STARLINK-1008 - Z-Coordinate,STARLINK-30939 - Z-Coordinate,STARLINK-5618 - Z-Coordinate,STARLINK-6073 - Z-Coordinate,STARLINK-3634 - Z-Coordinate,STARLINK-2128 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-30382 - Z-Coordinate,STARLINK-3622 - Z-Coordinate,STARLINK-3554 - Z-Coordinate,STARLINK-31916 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-31355 - Z-Coordinate,STARLINK-31575 - Z-Coordinate,STARLINK-5773 - Z-Coordinate,STARLINK-2612 - Z-Coordinate,STARLINK-2343 - Z-Coordinate,STARLINK-6035 - Z-Coordinate,STARLINK-3574 - Z-Coordinate,STARLINK-31180 - Z-Coordinate,STARLINK-31448 - Z-Coordinate,STARLINK-31918 - Z-Coordinate,STARLINK-31460 - Z-Coordinate,STARLINK-6173 - Z-Coordinate,STARLINK-1007 - Z-Coordinate,STARLINK-3043 - Z-Coordinate,STARLINK-4402 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3345.0091,301.9104,6202.1266,-4299.2133,-1173.7846,4386.5696,2320.0622,-5171.9121,2854.4749,-3922.8236,-6526.0014,-1385.1027,4443.2324,3856.7661,4381.2388,-4548.8529,971.9902,5344.8281,0.0000,-3681.3969,2170.1512,5597.4615,-4763.1458,-1540.8215,224.1399,5088.8067,4552.4958,3362.8248,-4160.6519,6473.9737,5977.2785,2531.7488,-2315.3364,3011.8177,-6429.2352,1777.5137,4067.2397,-3157.6544,-187.9767,-2228.7500,-5610.0666,4249.9990,-5620.5835,-4608.7080,5006.9083,4768.6279,-328.1191,2998.7932,5881.1259,5620.2788,-3098.7777,4401.2212,-4601.5049,3215.4948,-4004.3042,5255.6530,3790.1294,-5536.8904,4946.4089,-2011.6158,-1540.6650,-4005.5183,3275.2309,5426.7398,-5539.1427,3492.9410,6632.6763,-3747.5620,4839.5610,-3409.8336,-5825.6505,0.0000,3651.7424,4692.0111,3574.5813,-1691.6338,-6242.4385,-6473.2044,-1095.0235,6894.4693,2705.2500,-3852.9931,-4296.5865,837.4108,1963.5371,5753.4537,-5885.4703,3337.0914,5461.6290,-256.5751,1563.8506,-5137.3164,547.5232,-5038.3287,-4014.9863,-4099.2052,-4159.2143,0.0000,-4149.6443,1052.5053,39397.0832,30925.1228,44679.4597,40625.6248,32893.2112,35549.1750,41232.5404,39615.5243,-62375059.2538,-62356861.9899,-62348447.9877,-62351954.4973,40395.5055,-62358245.5407,3180.4822,5436.8113,-1152.5263,782.9830,4932.9382,1724.7794,5227.6877,4134.1692,-6058.5297,1621.1858,1737.8135,-4507.9944,-1002.0028,-1691.0595,-3881.3475,2192.5303,5347.0465,-1268.3376,0.0000,5069.0797,3484.9117,9.5482,667.2671,972.6363,-6571.7473,1755.7477,-1381.4696,-4251.3894,628.0944,-516.4908,-2882.4528,-6146.5407,-1235.9476,4567.4808,-1041.6764,6630.4800,-4574.2019,5937.4212,6934.5022,-3677.9470,4053.5313,2786.0233,2432.0105,-212.1992,-2619.2198,1678.8305,4589.6980,-3712.7400,-2507.2294,-2475.8723,3120.4651,-2661.2052,5032.2635,810.1202,-3095.0736,2070.9015,-1571.5022,1291.3610,-2045.1631,-5760.9191,-5591.9088,-4160.1615,4133.1736,-3979.6668,1178.6057,-2577.0213,1426.6792,2361.0495,-1097.7727,-5050.8944,-2082.0866,0.0000,-3923.4095,-4986.5492,5581.0081,5267.5052,2030.9288,1938.6308,5288.3631,-329.2870,-6112.0316,-1551.7411,4885.7979,5723.9100,4147.8587,1840.3317,3430.7174,-3945.7896,255.4429,-6133.8144,-205.6095,4474.2347,-5846.0335,-1056.4437,-1956.8406,-5320.3934,-3921.4948,0.0000,4781.7179,766.1474,-333545.8378,-369210.6564,-348410.2544,-347076.4140,-350805.9954,-351793.2671,-355737.7964,-352683.9069,345262703.4715,345257210.3372,345277101.8111,345263419.0618,-352129.0522,345268429.8785,5140.4400,4254.4427,2520.1708,-5126.6200,-4572.0254,-5099.4729,-3674.1192,-1887.6587,-1675.3306,5465.4964,1315.9758,-4825.6649,5224.4173,-5455.3984,3855.9194,-4355.4020,4256.8531,-4186.0280,0.0000,-2806.7871,-5452.8591,4023.0498,-4856.5941,6589.1740,2068.6477,-4357.1171,5002.6436,4178.5233,5503.8902,-2414.4772,2008.9908,1801.4932,-6423.5626,4198.2458,-1963.0834,-946.0490,2970.7014,1087.5560,-424.0294,5390.6554,-323.7810,4692.0985,-2971.3266,-5086.7523,-3698.8795,4536.4365,5103.0350,-4844.0404,-2527.7585,-2563.7592,5293.8359,-4614.1716,-46.1392,6079.1150,-4751.7056,3911.3334,5470.3527,3798.6847,4418.7447,3242.5183,-3639.4159,-3835.1310,-4438.6685,-686.7622,-4038.5064,5064.2354,1354.5956,-5227.7719,4660.8593,2941.3368,2949.8951,0.0000,-4297.9771,-357.3377,1719.2066,4186.9690,2065.4109,1164.3881,4279.2272,692.7599,1714.0138,5486.1654,-2102.9802,3606.7364,-5120.2913,-3074.2862,-362.1938,4651.9227,3856.3866,-3020.7339,-6755.0851,-923.6377,-3554.0512,4474.9223,-5159.1590,1346.9398,3924.8399,0.0000,-2902.6740,6783.7512,-77029.5040,-81284.9896,-77081.9844,-78944.3554,-73815.3521,-80929.0444,-88150.3129,-77933.6581,37498414.6463,37531769.2029,37501261.9575,37497593.0693,-79437.2672,37508508.5993,
300.000,-1333.8125,1849.4092,5005.4912,-4382.7290,866.8882,5429.5264,4119.7004,-4508.4368,1473.2055,-2628.1638,-5529.6316,-3303.7064,3153.2370,3167.6596,2792.6082,-2751.7432,2943.8404,5601.0250,0.0000,-1989.6158,3972.3740,4447.0851,-5116.5559,-446.3049,-1026.7247,4536.1426,3037.1880,1327.5161,-2333.8124,5551.2809,5390.7603,1061.6606,-3921.9684,3708.5492,-5801.8178,3195.6675,2197.7766,-1769.5447,1307.1527,-4138.9048,-5643.9716,5341.0178,-4133.1561,-3740.5810,3280.2396,4984.7834,1523.4767,897.9183,5653.7125,5379.8050,-1103.1494,4089.7309,-3249.9023,4679.3206,-2303.2628,4747.7409,2700.3936,-4265.2814,3537.7799,-3465.8532,-3073.1617,-5547.5665,4950.0875,4117.2243,-5454.4239,2678.1790,6901.6215,-1967.1466,5078.7771,-3980.1350,-6669.3616,0.0000,1670.3757,3509.3578,4214.8332,-1203.2467,-6040.0017,-6084.1750,725.5118,6336.2667,1244.9646,-4688.3353,-3183.8707,2355.1078,3317.8967,6595.0953,-4756.7876,1420.4780,6131.9952,-1605.6972,3376.3808,-3896.7837,-1336.5678,-5582.3754,-5297.7680,-5076.2829,-5663.6023,0.0000,-2831.3612,1257.1547,46311.2301,38618.1933,52147.1045,48105.6795,40239.1072,43049.0019,48564.1753,47011.6056,-69898245.0062,-69879950.9615,-69871912.1132,-69874858.6816,47781.0427,-69881507.2060,3926.7124,4200.0841,-2292.3543,2816.8380,5443.8216,2748.0699,4778.7507,5200.7045,-6741.3218,3371.0444,3062.9439,-4544.6991,-2725.1244,-3681.2518,-3560.7849,3229.0815,5255.0079,-2922.9975,0.0000,5058.7507,2304.1370,-1547.7029,2531.2269,-1043.3199,-6812.1185,-158.5745,-2870.0509,-4861.8708,1569.9917,-2067.3834,-4332.2664,-5892.4206,109.9306,2723.3675,363.7345,6117.3144,-5056.8750,5953.0879,6732.0989,-2872.3818,3531.2738,967.6667,3658.6696,1752.0394,-3436.9786,-490.4627,5260.2593,-4046.2717,-3826.5558,-3829.7802,3982.0320,-4428.2949,5784.7574,1933.5899,-2386.7083,219.5844,-3459.2728,2918.3155,-3645.8543,-5758.0132,-4255.6292,-3125.9279,3632.7516,-4910.1350,3075.8691,-4448.9814,234.3294,3605.2736,-2927.3472,-3398.1567,-954.4175,0.0000,-4196.3938,-5492.8059,5384.8450,6417.6032,3289.5739,3098.4519,4485.3379,-1806.2393,-5913.7063,411.9623,6018.1047,6061.5615,2476.4163,664.6201,4519.2921,-4924.1344,-1251.5895,-5032.0429,946.6322,5010.2460,-5134.6973,941.7212,-409.7012,-4578.6124,-2795.5013,0.0000,4369.9016,2946.4484,-332638.0989,-368453.8360,-347574.0866,-346303.9090,-349874.9868,-350853.9939,-354767.0102,-351258.0084,343819957.6024,343814043.3799,343834837.7965,343821142.8211,-351176.2698,343825645.1540,5524.8144,5164.3964,3975.6036,-4269.9569,-4027.9850,-3343.6475,-2528.2053,-97.1706,-156.6672,5442.6451,2712.1741,-3735.2727,5537.8267,-4889.5513,5349.1790,-5145.3279,3375.5704,-2788.2931,0.0000,-4193.5914,-5049.7465,5032.2394,-3758.8630,6740.3393,292.4880,-5231.0253,5494.3904,4628.2495,6329.6537,-3596.1206,521.5317,3399.7943,-5722.5108,5134.9849,-3534.7416,599.1493,3983.0389,2793.9522,1115.6638,4710.4242,1906.0009,4287.8977,-3984.5210,-5486.8198,-4800.4156,4587.7185,4152.4968,-5391.4795,-796.9082,-813.1031,5503.3807,-3376.4685,-1579.9196,4727.1161,-6099.2704,4959.5390,5244.6860,4475.5055,4728.2047,1615.4986,-4397.7985,-2739.0592,-3130.9851,-2171.6525,-3027.1428,4188.3639,-451.6468,-5484.6371,3465.7429,4286.3221,1270.0698,0.0000,-5177.1024,-2131.8110,-410.4014,2356.5900,287.6054,-653.9965,5178.3582,2163.6667,3326.1886,5021.1719,-616.0909,2052.9876,-5489.5695,-1410.0276,-1873.3193,4698.3050,2372.7205,-4350.1332,-5985.3290,-2644.5513,-4354.5066,3806.2499,-4281.4360,-471.1717,2865.7786,0.0000,-4627.7438,6121.9449,-77155.2419,-81415.4186,-77156.6001,-79219.8836,-73894.7673,-80747.5874,-88314.8581,-77945.9121,37504852.1482,37538375.7122,37508328.4282,37504174.2996,-79542.1521,37515093.1623,
600.000,794.7523,3261.4209,3289.3519,-4041.5702,2800.1998,5859.2459,5484.7258,-3390.1865,-51.4766,-1123.6487,-3983.6140,-4850.1337,1599.3757,2215.8656,896.8378,-666.2656,4613.8530,5320.5773,0.0000,-69.6036,5389.2055,2882.6444,-4978.5031,781.9963,-2171.0439,3585.3693,1255.9426,-837.2026,-298.8132,4102.4875,4285.6023,-547.1650,-5171.4607,4092.3268,-4584.1492,4308.6209,91.9853,-170.6380,2687.1825,-5643.6677,-5044.9439,5942.5213,-2228.8338,-2547.6743,1206.7638,4732.7291,3190.6339,-1297.0043,4858.3149,4542.6064,981.7050,3406.8182,-1555.6435,5599.7927,-397.6598,3804.7242,1388.0131,-2587.5802,1818.2224,-4560.6316,-4334.8416,-6551.0632,6118.8582,2366.8528,-4871.9779,1616.1788,6485.2107,-18.5218,4821.9595,-4176.7064,-6830.9107,0.0000,-488.9564,1951.5242,4411.6218,-623.4125,-5228.9798,-5070.8826,2511.7242,5166.2793,-370.7181,-5100.0360,-1754.1362,3608.4836,4389.8911,6738.6530,-3135.6093,-612.1377,6141.6731,-2836.8547,4782.2906,-2244.6912,-3116.2561,-5589.4168,-6058.9188,-5536.9988,-6621.4888,0.0000,-1190.3690,1238.8077,53204.7811,46293.6034,59591.4166,55570.5511,47564.0073,50542.6504,55872.7992,54424.5867,-77388160.8110,-77369750.7499,-77362133.0844,-77364520.4969,55144.3345,-77371496.7131,4343.1164,2578.3278,-3237.1277,4530.6155,5436.9261,3512.9890,3860.2839,5741.0330,-6761.0082,4823.1096,4110.4927,-4134.0649,-4221.5554,-5309.9804,-2950.8103,3966.6793,4677.7257,-4263.8779,0.0000,4574.7795,937.9747,-2997.3715,4110.0187,-2893.3984,-6368.3655,-2088.9672,-4122.7886,-5028.0244,2429.8510,-3450.3791,-5358.7705,-5066.8428,1381.6525,609.4614,1768.7099,5007.3515,-5058.4081,5366.9489,5881.1913,-1832.1916,2644.6633,-917.0136,4549.5548,3570.4988,-3944.1739,-2605.2446,5434.8975,-4019.8068,-4750.5816,-4747.0602,4501.7051,-5741.9172,5958.0044,2903.6229,-1347.8761,-1687.4233,-5017.7750,4287.1111,-4929.5212,-5193.0468,-2512.0949,-1815.0669,2801.8227,-5346.2067,4663.9988,-5832.9504,-986.3329,4535.5970,-4429.3640,-1374.4325,256.2052,0.0000,-4103.0898,-5455.8057,4613.3448,6911.4955,4212.9535,3948.6741,3276.8157,-3129.1408,-5145.0959,2303.7251,6538.4061,5782.8562,589.1939,-565.1544,5164.1536,-5471.0382,-2596.1735,-3431.6058,2069.2234,5063.8703,-3942.3010,2822.9015,1138.2431,-3363.9040,-1426.6984,0.0000,3565.9014,4815.8311,-331588.4513,-367535.8536,-346584.6166,-345388.2717,-348790.8612,-349755.5665,-353643.6081,-349669.6321,342213305.6469,342206972.1161,342228648.7898,342214977.1731,-350068.6188,342218951.2196,5313.5554,5517.4623,4979.1487,-2916.3311,-3033.4498,-1231.8886,-1095.3254,1703.9240,1378.9797,4836.0635,3811.2807,-2212.0345,5260.0010,-3792.3107,6289.2770,-5319.4616,2128.8817,-1088.7337,0.0000,-5119.1147,-4082.0631,5494.6763,-2241.9117,6143.2305,-1515.5359,-5544.9540,5392.4371,4563.9984,6479.2793,-4392.7363,-1021.7494,4626.9648,-4412.6540,5514.6316,-4706.6704,2080.0078,4544.8331,4185.1009,2536.6199,3519.3590,3931.0030,3422.4630,-4548.1362,-5284.9397,-5348.3657,4118.2763,2746.5787,-5329.8466,1021.4842,1035.8564,5112.8790,-1773.9711,-2936.1169,2869.0201,-6799.5814,5463.6000,4436.1593,4654.0534,4534.2572,-186.0733,-4668.8278,-1349.7565,-1482.4928,-3406.6102,-1695.0043,2811.1374,-2209.2795,-5135.6945,1879.7406,5138.9108,-550.3764,0.0000,-5488.6645,-3670.5991,-2494.5193,274.9084,-1521.6892,-2400.0949,5514.3572,3403.1349,4577.2701,4008.3490,939.5864,268.3764,-5258.6984,415.7775,-3174.1691,4247.1199,607.4052,-5196.3964,-4578.6740,-4075.4868,-4675.7446,2710.6481,-2924.2001,-2237.0601,1500.4445,0.0000,-5865.5923,4801.1490,-77281.0790,-81545.6781,-77235.6972,-79496.5533,-73977.0182,-80561.5467,-88474.8438,-78083.3724,37511294.2334,37544977.1027,37515402.7140,37510772.3731,-79646.9765,37521677.6780,
