sl_100_86400_20300107 Coordinates.csv
2030/01/07 07:47:00.0000 UTC

Generated: Tue Oct  8 21:54:00 2024,
Start: 2030/01/07 07:47:00.00, Stop: 2030/01/08 07:47:00.00,
TIME_UNITS,STARLINK-31292 - X-Coordinate,STARLINK-5132 - X-Coordinate,STARLINK-1293 - X-Coordinate,STARLINK-3393 - X-Coordinate,STARLINK-4553 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-4186 - X-Coordinate,STARLINK-31937 - X-Coordinate,STARLINK-31267 - X-Coordinate,STARLINK-32098 - X-Coordinate,STARLINK-1653 - X-Coordinate,STARLINK-4760 - X-Coordinate,STARLINK-5968 - X-Coordinate,STARLINK-6165 - X-Coordinate,STARLINK-4365 - X-Coordinate,STARLINK-31313 - X-Coordinate,STARLINK-31719 - X-Coordinate,STARLINK-30226 - X-Coordinate,STARLINK-5126 - X-Coordinate,STARLINK-5347 - X-Coordinate,STARLINK-4564 - X-Coordinate,STARLINK-3591 - X-Coordinate,STARLINK-3311 - X-Coordinate,STARLINK-4596 - X-Coordinate,STARLINK-2509 - X-Coordinate,STARLINK-30508 - X-Coordinate,STARLINK-3154 - X-Coordinate,STARLINK-31095 - X-Coordinate,STARLINK-31666 - X-Coordinate,STARLINK-5959 - X-Coordinate,STARLINK-4791 - X-Coordinate,STARLINK-3955 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-4286 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-5198 - X-Coordinate,STARLINK-31432 - X-Coordinate,STARLINK-31925 - X-Coordinate,STARLINK-4159 - X-Coordinate,STARLINK-31720 - X-Coordinate,STARLINK-11119 [DTC] - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-31679 - X-Coordinate,STARLINK-31178 - X-Coordinate,STARLINK-2510 - X-Coordinate,STARLINK-5585 - X-Coordinate,STARLINK-2534 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-5037 - X-Coordinate,STARLINK-4565 - X-Coordinate,STARLINK-5027 - X-Coordinate,STARLINK-31437 - X-Coordinate,STARLINK-31181 - X-Coordinate,STARLINK-3267 - X-Coordinate,STARLINK-3285 - X-Coordinate,STARLINK-2723 - X-Coordinate,STARLINK-4279 - X-Coordinate,STARLINK-2054 - X-Coordinate,STARLINK-6186 - X-Coordinate,STARLINK-31546 - X-Coordinate,STARLINK-32315 - X-Coordinate,STARLINK-30284 - X-Coordinate,STARLINK-31493 - X-Coordinate,STARLINK-31841 - X-Coordinate,STARLINK-5006 - X-Coordinate,STARLINK-30818 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-4215 - X-Coordinate,STARLINK-3136 - X-Coordinate,STARLINK-31578 - X-Coordinate,STARLINK-4495 - X-Coordinate,STARLINK-4779 - X-Coordinate,STARLINK-30870 - X-Coordinate,STARLINK-2160 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-5754 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-30442 - X-Coordinate,STARLINK-31730 - X-Coordinate,STARLINK-5431 - X-Coordinate,STARLINK-4154 - X-Coordinate,STARLINK-5761 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-5080 - X-Coordinate,STARLINK-4477 - X-Coordinate,STARLINK-2663 - X-Coordinate,STARLINK-1444 - X-Coordinate,STARLINK-32137 - X-Coordinate,STARLINK-3842 - X-Coordinate,STARLINK-1010 - X-Coordinate,STARLINK-1286 - X-Coordinate,STARLINK-2466 - X-Coordinate,STARLINK-2689 - X-Coordinate,STARLINK-3734 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-4311 - X-Coordinate,STARLINK-3935 - X-Coordinate,STARLINK-2618 - X-Coordinate,STARLINK-4689 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31292 - Y-Coordinate,STARLINK-5132 - Y-Coordinate,STARLINK-1293 - Y-Coordinate,STARLINK-3393 - Y-Coordinate,STARLINK-4553 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-4186 - Y-Coordinate,STARLINK-31937 - Y-Coordinate,STARLINK-31267 - Y-Coordinate,STARLINK-32098 - Y-Coordinate,STARLINK-1653 - Y-Coordinate,STARLINK-4760 - Y-Coordinate,STARLINK-5968 - Y-Coordinate,STARLINK-6165 - Y-Coordinate,STARLINK-4365 - Y-Coordinate,STARLINK-31313 - Y-Coordinate,STARLINK-31719 - Y-Coordinate,STARLINK-30226 - Y-Coordinate,STARLINK-5126 - Y-Coordinate,STARLINK-5347 - Y-Coordinate,STARLINK-4564 - Y-Coordinate,STARLINK-3591 - Y-Coordinate,STARLINK-3311 - Y-Coordinate,STARLINK-4596 - Y-Coordinate,STARLINK-2509 - Y-Coordinate,STARLINK-30508 - Y-Coordinate,STARLINK-3154 - Y-Coordinate,STARLINK-31095 - Y-Coordinate,STARLINK-31666 - Y-Coordinate,STARLINK-5959 - Y-Coordinate,STARLINK-4791 - Y-Coordinate,STARLINK-3955 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-4286 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-5198 - Y-Coordinate,STARLINK-31432 - Y-Coordinate,STARLINK-31925 - Y-Coordinate,STARLINK-4159 - Y-Coordinate,STARLINK-31720 - Y-Coordinate,STARLINK-11119 [DTC] - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-31679 - Y-Coordinate,STARLINK-31178 - Y-Coordinate,STARLINK-2510 - Y-Coordinate,STARLINK-5585 - Y-Coordinate,STARLINK-2534 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-5037 - Y-Coordinate,STARLINK-4565 - Y-Coordinate,STARLINK-5027 - Y-Coordinate,STARLINK-31437 - Y-Coordinate,STARLINK-31181 - Y-Coordinate,STARLINK-3267 - Y-Coordinate,STARLINK-3285 - Y-Coordinate,STARLINK-2723 - Y-Coordinate,STARLINK-4279 - Y-Coordinate,STARLINK-2054 - Y-Coordinate,STARLINK-6186 - Y-Coordinate,STARLINK-31546 - Y-Coordinate,STARLINK-32315 - Y-Coordinate,STARLINK-30284 - Y-Coordinate,STARLINK-31493 - Y-Coordinate,STARLINK-31841 - Y-Coordinate,STARLINK-5006 - Y-Coordinate,STARLINK-30818 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-4215 - Y-Coordinate,STARLINK-3136 - Y-Coordinate,STARLINK-31578 - Y-Coordinate,STARLINK-4495 - Y-Coordinate,STARLINK-4779 - Y-Coordinate,STARLINK-30870 - Y-Coordinate,STARLINK-2160 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-5754 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-30442 - Y-Coordinate,STARLINK-31730 - Y-Coordinate,STARLINK-5431 - Y-Coordinate,STARLINK-4154 - Y-Coordinate,STARLINK-5761 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-5080 - Y-Coordinate,STARLINK-4477 - Y-Coordinate,STARLINK-2663 - Y-Coordinate,STARLINK-1444 - Y-Coordinate,STARLINK-32137 - Y-Coordinate,STARLINK-3842 - Y-Coordinate,STARLINK-1010 - Y-Coordinate,STARLINK-1286 - Y-Coordinate,STARLINK-2466 - Y-Coordinate,STARLINK-2689 - Y-Coordinate,STARLINK-3734 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-4311 - Y-Coordinate,STARLINK-3935 - Y-Coordinate,STARLINK-2618 - Y-Coordinate,STARLINK-4689 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31292 - Z-Coordinate,STARLINK-5132 - Z-Coordinate,STARLINK-1293 - Z-Coordinate,STARLINK-3393 - Z-Coordinate,STARLINK-4553 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-4186 - Z-Coordinate,STARLINK-31937 - Z-Coordinate,STARLINK-31267 - Z-Coordinate,STARLINK-32098 - Z-Coordinate,STARLINK-1653 - Z-Coordinate,STARLINK-4760 - Z-Coordinate,STARLINK-5968 - Z-Coordinate,STARLINK-6165 - Z-Coordinate,STARLINK-4365 - Z-Coordinate,STARLINK-31313 - Z-Coordinate,STARLINK-31719 - Z-Coordinate,STARLINK-30226 - Z-Coordinate,STARLINK-5126 - Z-Coordinate,STARLINK-5347 - Z-Coordinate,STARLINK-4564 - Z-Coordinate,STARLINK-3591 - Z-Coordinate,STARLINK-3311 - Z-Coordinate,STARLINK-4596 - Z-Coordinate,STARLINK-2509 - Z-Coordinate,STARLINK-30508 - Z-Coordinate,STARLINK-3154 - Z-Coordinate,STARLINK-31095 - Z-Coordinate,STARLINK-31666 - Z-Coordinate,STARLINK-5959 - Z-Coordinate,STARLINK-4791 - Z-Coordinate,STARLINK-3955 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-4286 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-5198 - Z-Coordinate,STARLINK-31432 - Z-Coordinate,STARLINK-31925 - Z-Coordinate,STARLINK-4159 - Z-Coordinate,STARLINK-31720 - Z-Coordinate,STARLINK-11119 [DTC] - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-31679 - Z-Coordinate,STARLINK-31178 - Z-Coordinate,STARLINK-2510 - Z-Coordinate,STARLINK-5585 - Z-Coordinate,STARLINK-2534 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-5037 - Z-Coordinate,STARLINK-4565 - Z-Coordinate,STARLINK-5027 - Z-Coordinate,STARLINK-31437 - Z-Coordinate,STARLINK-31181 - Z-Coordinate,STARLINK-3267 - Z-Coordinate,STARLINK-3285 - Z-Coordinate,STARLINK-2723 - Z-Coordinate,STARLINK-4279 - Z-Coordinate,STARLINK-2054 - Z-Coordinate,STARLINK-6186 - Z-Coordinate,STARLINK-31546 - Z-Coordinate,STARLINK-32315 - Z-Coordinate,STARLINK-30284 - Z-Coordinate,STARLINK-31493 - Z-Coordinate,STARLINK-31841 - Z-Coordinate,STARLINK-5006 - Z-Coordinate,STARLINK-30818 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-4215 - Z-Coordinate,STARLINK-3136 - Z-Coordinate,STARLINK-31578 - Z-Coordinate,STARLINK-4495 - Z-Coordinate,STARLINK-4779 - Z-Coordinate,STARLINK-30870 - Z-Coordinate,STARLINK-2160 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-5754 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-30442 - Z-Coordinate,STARLINK-31730 - Z-Coordinate,STARLINK-5431 - Z-Coordinate,STARLINK-4154 - Z-Coordinate,STARLINK-5761 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-5080 - Z-Coordinate,STARLINK-4477 - Z-Coordinate,STARLINK-2663 - Z-Coordinate,STARLINK-1444 - Z-Coordinate,STARLINK-32137 - Z-Coordinate,STARLINK-3842 - Z-Coordinate,STARLINK-1010 - Z-Coordinate,STARLINK-1286 - Z-Coordinate,STARLINK-2466 - Z-Coordinate,STARLINK-2689 - Z-Coordinate,STARLINK-3734 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-4311 - Z-Coordinate,STARLINK-3935 - Z-Coordinate,STARLINK-2618 - Z-Coordinate,STARLINK-4689 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3882.8747,-4959.9235,-1142.9002,5058.0452,815.8079,-6176.4390,-6216.9392,5170.4590,-6668.3899,1864.5073,2848.2117,-5808.3472,-4341.7039,-6913.6123,-4045.5892,-2367.7612,3429.3228,5340.9479,-3791.8148,4087.8139,2416.4704,4221.4437,2647.7201,-6513.7990,4040.0115,-4526.2993,-5061.8385,4755.1158,0.0000,6580.0628,-1628.1871,-5595.2335,-4952.4285,5991.6054,4215.1596,-3873.6169,2284.4126,0.0000,6313.7146,2408.1392,-4681.9765,0.0000,-3935.6122,2819.2646,-4367.5596,6347.2302,-5168.7457,6558.6968,-6090.9778,2851.0219,2321.9486,6324.1961,-2912.2202,-1611.4564,-1872.2996,-5288.9396,4323.0577,4561.3943,6785.9561,-5352.9251,-6687.3068,-2011.6653,-2666.7573,4215.6569,0.0000,2543.7792,5204.9167,3414.7695,-325.8055,3192.3808,-3999.2164,-1729.6727,3764.3878,3768.6962,-4158.1332,169.3299,1156.7218,4523.5947,6918.3929,-6412.8272,-4511.6486,-844.7524,5777.3878,-1639.1593,0.0000,2453.6642,-2303.5137,0.0000,347.4918,-1734.3163,-3859.1658,4031.5457,5836.7975,-2390.3970,-1076.0023,-5217.5215,6267.0728,-1548.7768,3571.3801,-4726.1187,112233.5095,83264.4339,103274.9812,103124.3886,97024.7187,96995.3281,95042.0857,96522.2469,46203547.5726,46179214.8044,46217974.1540,46224323.1606,98144.9159,46223921.2154,4915.4661,-3084.6105,-6362.0471,3498.3554,-4118.8920,-3088.3437,-2801.9707,-283.6881,-1450.4971,6590.1988,-3575.1359,2489.4338,2620.4266,264.6674,3732.1580,6278.9442,3775.2102,-4153.0631,-5492.2743,4812.7950,6204.7978,3616.2254,-3526.7066,670.0456,-5111.6807,3774.6336,-2975.9607,2250.6349,0.0000,2171.6382,4859.2207,3982.9512,-3852.2126,-1010.4528,1542.9597,-1926.3415,3434.4910,0.0000,2489.3288,5429.9678,1782.0293,0.0000,-1430.2535,4109.1764,-3445.3969,574.8588,1020.8389,-1812.0038,261.2101,5066.0736,-3518.7441,1619.5745,-5350.5833,-6056.4050,4119.3244,3933.9921,-2535.9026,4485.3936,-940.6304,2311.0067,616.5355,-6202.4479,-5124.2716,2944.7233,0.0000,-4271.7714,1639.7433,-2885.2885,-4282.7054,4534.0567,4112.4490,3742.0349,4796.6257,-4998.9948,-3919.6330,5194.4548,-5030.6546,-2042.5551,274.3035,-2111.0263,-4559.2615,5372.8038,-3251.0998,6207.3728,0.0000,-4050.5227,-5955.4101,0.0000,6184.2398,3910.1001,-1792.9086,-431.4119,-3522.4016,5685.5173,4297.3814,-4214.9171,2740.3448,-4532.6485,-5293.0959,3027.6338,366069.8387,376250.7727,365003.5909,368949.0032,374963.6399,372296.7660,365531.5748,367733.3106,299057078.4459,299053681.1557,299050486.4974,299047229.4296,367497.4406,299055563.4809,-2849.1771,3692.4617,2488.7552,-3042.4495,-5490.5834,387.3788,1112.6284,-4458.2743,-31.3460,6.6197,5055.5848,-2697.6017,-4726.2348,473.2688,4188.0607,-1385.0631,-4473.4622,-1374.7901,-1705.9998,2854.8037,1972.8862,-4080.1926,5299.5340,-2191.8545,1749.7417,-3666.2046,3639.0874,-4425.3746,0.0000,396.3290,-4490.1981,388.2368,-2786.8021,3263.4456,-5019.6721,-5377.5067,-5499.9561,0.0000,332.1670,-3540.3513,4612.3186,0.0000,-5385.9291,-4637.4302,3631.6238,-2065.2382,4483.5596,-1139.8803,3262.7142,-3737.5952,-5464.0393,2299.0973,3113.4468,2807.4846,-5225.0474,-2085.7520,4700.0658,2504.7249,-954.5966,-3768.6044,-1270.2433,-1891.7317,3765.1886,-4520.9836,0.0000,-4822.4352,-4291.1769,5116.5928,-5372.4484,-4127.2626,-3722.0203,5505.0785,3043.3866,2984.0013,-3637.7248,-4461.1997,-4581.7673,-4823.5257,330.4164,-319.6374,-2542.8378,-4260.4541,1993.0363,-2111.7896,0.0000,-5038.6686,-2215.2987,0.0000,2845.8169,5376.8335,-5418.6505,-5385.9838,784.8142,-3073.1835,5279.5692,-1612.7084,-1070.9681,-4894.1192,2696.1743,-4023.4244,-48372.9332,-55336.5883,-49516.0228,-51069.7688,-46146.0197,-53547.5460,-60478.7916,-50990.5156,-86642839.7120,-86661358.1044,-86660403.7043,-86653513.4699,-51794.6674,-86642828.3407,
3600.000,-5938.7079,6628.0272,2665.1655,-6348.2624,3487.6269,5383.5121,5045.9133,-5136.8144,5600.6008,-3886.0803,1915.2772,2120.1935,2036.5352,5299.5368,6406.7008,-237.9011,-6479.2047,-2166.6438,4130.1764,-5991.8367,-3443.5958,-4094.3721,-541.5529,3681.8580,-44.5522,3170.8140,6663.1183,-5097.1222,0.0000,-5238.7810,-617.6255,2981.9051,5022.1476,-2688.3828,-6433.2926,4538.2426,-5683.6473,0.0000,-5515.7157,-4377.3863,2972.6018,0.0000,4450.0274,-6036.4677,4786.3251,-5701.2526,3086.6783,-3935.4626,6551.8296,-3980.5370,1757.4331,-6755.8834,4745.0497,4140.8375,-2574.3084,1951.9965,-4032.7479,-5718.7040,-4526.4739,2123.1048,5506.4527,3504.6178,4882.4404,-6546.4196,0.0000,-3002.1561,-4756.5590,1083.1542,4121.5232,-5525.0845,-434.5364,-2047.1744,-4083.3822,-2016.2967,6161.0952,-4367.2438,3070.5628,-4599.5127,-5852.0032,5341.2248,5694.6430,-1184.0985,-4430.1871,-1282.1243,0.0000,1985.0709,4019.2253,0.0000,-2277.3309,-1342.2666,4680.2262,-3063.3677,-3896.0363,859.0348,-3342.5036,5743.2439,-2697.6050,4818.6374,-2393.5091,612.0789,17727.0976,-12657.3414,6913.8851,5312.6641,1258.3854,2607.8197,-400.5796,4232.9740,-32822898.7390,-32844350.3397,-32801521.1281,-32795401.2225,2819.3670,-32802710.6743,-3345.9844,1918.5174,6137.6623,-2115.0496,4180.1586,739.3378,180.6001,4145.9413,-1480.1882,-4362.0238,4511.1520,-3694.1316,-5768.3894,-2516.9687,-2423.0421,-6362.7019,-1028.4893,4994.5540,2229.5267,-3415.0570,-3262.7217,710.1619,6421.6762,-2627.6979,4321.3190,-6156.9856,1762.1155,2145.2400,0.0000,-1443.2192,-6774.1902,-4396.8942,-227.1392,3205.4054,1591.2482,-2467.6662,-715.1876,0.0000,831.6586,-5304.8728,-5623.6569,0.0000,-3254.7193,-969.0987,-2019.2812,1702.7288,-4595.2440,3101.9927,-1994.3167,-1111.9293,5100.8385,608.6305,4710.0062,2873.4591,-4134.0692,-4155.8704,5481.1492,-3234.4153,2479.5983,-4654.9732,-3042.4366,2586.2680,1558.5144,163.3079,0.0000,6231.0375,2421.7409,4921.8866,4830.5063,-4147.3662,-5097.4521,-5511.5274,-477.9587,6618.3319,2582.0742,-3523.7562,4800.1109,4993.1574,1961.6660,-1292.9355,3392.3491,-6796.8219,5040.0571,-6282.6642,0.0000,4194.1367,4688.2740,0.0000,-6153.7959,-6179.8595,-2576.1842,5137.3260,4365.6861,-6698.1721,-3709.5685,2579.4175,-3012.7707,4702.1286,6320.5084,-4100.7930,384269.8756,385952.1882,376910.7340,379915.4061,388500.2437,383154.3727,379503.7067,380780.7824,300862402.0904,300849380.8725,300855659.0406,300855500.5081,380783.0550,300862056.8642,-923.3167,439.9942,1798.8309,-1515.1551,4241.6107,-4284.0406,-4726.0095,1740.4499,-3617.5775,-3588.9894,-4753.0826,5376.7852,3243.8104,-3706.8088,978.0615,-2533.8756,1705.9841,4233.2583,5028.5582,696.8243,-5083.5091,5486.5210,-2480.1523,5202.8816,-5188.5263,413.9302,521.5543,4065.8529,0.0000,4315.6516,316.3868,-4378.1635,4661.1869,-5495.8113,1164.2144,4558.9289,3783.4212,0.0000,-3886.9275,-698.7543,-2457.0098,0.0000,4000.5198,2975.8237,-4154.6435,-3079.9336,-4165.9769,4730.6676,973.0872,5523.2145,4286.1472,1376.9220,1450.3876,-4673.9917,4887.8081,5154.0122,-1008.5929,2008.7012,4594.7439,4675.9773,-2682.1711,5195.1252,-4625.9012,1986.1007,0.0000,162.5030,4422.1622,-4574.1560,2623.7094,105.0487,4522.0822,-3591.5774,-5445.8711,514.3489,-1108.9474,3910.5630,3879.1073,1319.5159,3144.0505,3924.8128,-1916.5174,294.6902,1699.1703,-2136.0291,0.0000,5109.7027,-2747.5551,0.0000,1846.7214,-2713.7869,4332.3905,3089.8459,3578.3258,-1357.0550,-4768.7707,-2824.5726,5606.3511,1219.6298,1554.0869,5506.3876,-46954.2523,-54044.9219,-47994.1693,-51701.6143,-44612.6782,-48734.4668,-59597.7904,-51497.3946,-86596162.4193,-86613630.4307,-86609535.1588,-86601637.3293,-50437.3497,-86593047.3853,
7200.000,5551.3012,-5393.1135,-3597.1311,4642.1593,-5869.3499,-3102.4170,-2644.0625,3020.4287,-2238.3559,5071.3102,-5110.2146,2298.0552,217.3203,-1970.0754,-4078.4846,3349.7160,6076.8320,-2092.8304,-4079.6506,5745.8487,4529.4608,3769.4548,-1093.1161,181.0067,-4716.8056,-748.1417,-5334.5169,4271.3923,0.0000,2014.1869,2386.6113,1480.1390,-4108.1394,-1025.8779,4565.6739,-4440.8179,6740.8396,0.0000,2525.0568,4528.9150,-440.4764,0.0000,-3761.4077,6466.5910,-3076.1134,1185.5488,-803.4540,-331.1108,-4054.1410,4967.4127,-4248.2275,4613.5402,-4496.4469,-5931.6000,5596.7734,2478.2350,2041.3693,4520.2382,580.4597,1182.9226,-1655.6729,-4678.0656,-6115.4671,5989.6255,0.0000,1926.8625,3681.0021,-4117.3868,-5448.9817,5318.7560,4350.9719,4115.1994,3929.9208,-638.9437,-4598.7921,6700.6690,-5836.7753,2984.7056,2766.2415,-1925.3983,-4623.4743,2554.3661,1111.9842,4066.0710,0.0000,-5269.3172,-4080.5630,0.0000,3577.0768,3064.0368,-4533.2526,1189.5738,-408.4706,1458.0136,6169.1034,-4190.8584,-1531.4816,-5318.1833,-229.9240,3333.8800,-79046.6237,-107991.3504,-90001.5398,-95350.3912,-94971.0883,-90793.6975,-96569.2560,-94216.6548,-109630477.5714,-109646884.9150,-109603044.4206,-109600189.1480,-92901.6972,-109610962.8115,154.1808,258.4384,-3151.2261,-740.6524,-3627.5640,2849.3821,3501.4458,-5692.1876,4563.9438,103.1719,-4433.3874,4763.5208,6920.8418,4708.4805,-270.3083,3768.5553,-1764.8266,-4912.1928,2325.7694,554.9125,-848.8893,-4725.5991,-6529.5610,4867.0741,-2396.3347,6173.5969,420.3390,-5301.5564,0.0000,-1316.9376,4899.3715,3979.8798,4395.4910,-5393.6878,-3276.2332,5216.1738,-1225.8982,0.0000,-4552.4611,2687.5081,6617.7158,0.0000,5673.6000,-1865.6166,5874.9448,-3851.7407,6760.0080,-4431.2564,3165.6714,-2913.7320,-5421.6714,-2980.4434,-1325.8256,967.7968,3775.4890,4093.7984,-5628.4625,-88.3621,-4303.3255,6241.4109,4723.7589,2250.9772,2007.4538,-2656.3738,0.0000,-4829.4773,-5561.5122,-5393.8180,-3739.2011,1931.4627,4870.5767,5474.2094,-4133.9139,-5823.0947,627.1760,1287.1167,-3616.2330,-5477.1137,-4257.8461,4903.1232,-239.2207,5139.2347,-5266.3546,2869.7974,0.0000,-4014.1937,-166.9886,0.0000,2648.7872,5891.5707,5168.8733,-6359.6165,-4109.9355,4647.9203,2864.7076,865.6266,-503.7308,-2750.9229,-4909.2328,4950.3949,378238.5773,371533.6038,364661.4695,367527.2386,377429.5466,367317.0318,368967.1950,369475.7318,282138642.0018,282117291.1339,282135444.3480,282138453.2535,369711.6331,282139234.3741,4046.9390,-4327.9020,-5021.6413,4983.5006,-319.8630,5474.3709,5328.8890,2248.8459,4543.9544,4593.8770,875.4992,-4387.1351,206.8361,4686.0641,-5594.1270,4627.6147,2427.3360,-4379.6437,-5042.6404,-3847.4363,5189.2766,-3314.9888,-1963.2319,-4897.0158,4179.3871,3065.2645,-4383.2665,-936.1975,0.0000,-6517.0091,4073.2663,5402.5231,-3309.1806,4172.7719,3693.5591,-805.2017,495.4055,0.0000,4357.9268,4465.5773,-1584.1457,0.0000,379.3218,982.8420,466.4687,5338.9734,1261.8662,-5282.5038,-4634.9389,-3821.1080,-348.6527,-4222.0309,-4990.8963,3319.5682,-1465.7151,-4992.0234,-3391.3211,-5183.1061,-5389.5894,-2795.7255,4641.6327,-4379.2159,2478.9263,1965.0208,0.0000,4561.3619,-1915.5967,456.5191,1880.9188,3953.2646,-2015.8460,-732.6481,3727.9074,-3726.6185,4919.5391,-564.8346,-673.3085,2978.4311,-4724.7483,-4239.8712,5102.1616,3828.9686,-4362.7012,4560.0041,0.0000,-1973.3526,5371.9649,0.0000,-5171.8547,-1803.9897,-392.6015,1870.9466,-5487.4215,4858.7535,1156.0833,5398.1027,-6736.7065,3304.8971,-4899.5229,-3471.7933,-45588.5885,-52699.3537,-47122.5780,-49338.8772,-43470.7437,-48263.5816,-58089.7940,-47840.5314,-86549247.1476,-86565764.0867,-86557000.2348,-86547607.4872,-49075.5277,-86543230.1874,
