sl_100_5400_20300804 Coordinates.csv
2030/08/04 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:14 2024,
Start: 2030/08/04 07:47:00.00, Stop: 2030/08/04 09:17:00.00,
TIME_UNITS,STARLINK-1525 - X-Coordinate,STARLINK-1728 - X-Coordinate,STARLINK-4258 - X-Coordinate,STARLINK-3578 - X-Coordinate,STARLINK-31880 - X-Coordinate,STARLINK-1108 - X-Coordinate,STARLINK-6034 - X-Coordinate,STARLINK-6301 - X-Coordinate,STARLINK-6275 - X-Coordinate,STARLINK-3398 - X-Coordinate,STARLINK-30973 - X-Coordinate,STARLINK-5219 - X-Coordinate,STARLINK-2525 - X-Coordinate,STARLINK-11135 [DTC] - X-Coordinate,STARLINK-6112 - X-Coordinate,STARLINK-30829 - X-Coordinate,STARLINK-2003 - X-Coordinate,STARLINK-5960 - X-Coordinate,STARLINK-4688 - X-Coordinate,STARLINK-31865 - X-Coordinate,STARLINK-4486 - X-Coordinate,STARLINK-1404 - X-Coordinate,STARLINK-3757 - X-Coordinate,STARLINK-31688 - X-Coordinate,STARLINK-5831 - X-Coordinate,STARLINK-4366 - X-Coordinate,STARLINK-1694 - X-Coordinate,STARLINK-1700 - X-Coordinate,STARLINK-31885 - X-Coordinate,STARLINK-31551 - X-Coordinate,STARLINK-3874 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-5282 - X-Coordinate,STARLINK-30137 - X-Coordinate,STARLINK-5657 - X-Coordinate,STARLINK-3784 - X-Coordinate,STARLINK-4259 - X-Coordinate,STARLINK-4304 - X-Coordinate,STARLINK-4422 - X-Coordinate,STARLINK-5085 - X-Coordinate,STARLINK-31309 - X-Coordinate,STARLINK-32247 - X-Coordinate,STARLINK-5548 - X-Coordinate,STARLINK-30522 - X-Coordinate,STARLINK-5768 - X-Coordinate,STARLINK-1637 - X-Coordinate,STARLINK-5736 - X-Coordinate,STARLINK-5884 - X-Coordinate,STARLINK-1459 - X-Coordinate,STARLINK-1053 - X-Coordinate,STARLINK-5013 - X-Coordinate,STARLINK-32129 - X-Coordinate,STARLINK-30067 - X-Coordinate,STARLINK-3105 - X-Coordinate,STARLINK-4439 - X-Coordinate,STARLINK-4023 - X-Coordinate,STARLINK-5372 - X-Coordinate,STARLINK-2473 - X-Coordinate,STARLINK-5000 - X-Coordinate,STARLINK-4645 - X-Coordinate,STARLINK-3202 - X-Coordinate,STARLINK-3545 - X-Coordinate,STARLINK-3618 - X-Coordinate,STARLINK-30601 - X-Coordinate,STARLINK-4018 - X-Coordinate,STARLINK-5412 - X-Coordinate,STARLINK-2162 - X-Coordinate,STARLINK-32011 - X-Coordinate,STARLINK-5780 - X-Coordinate,STARLINK-1477 - X-Coordinate,STARLINK-30945 - X-Coordinate,STARLINK-5539 - X-Coordinate,STARLINK-30809 - X-Coordinate,STARLINK-30965 - X-Coordinate,STARLINK-5580 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-31082 - X-Coordinate,STARLINK-31500 - X-Coordinate,STARLINK-31969 - X-Coordinate,STARLINK-31830 - X-Coordinate,STARLINK-4153 - X-Coordinate,STARLINK-31788 - X-Coordinate,STARLINK-5645 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-31726 - X-Coordinate,STARLINK-5359 - X-Coordinate,STARLINK-30262 - X-Coordinate,STARLINK-31266 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-4425 - X-Coordinate,STARLINK-31306 - X-Coordinate,STARLINK-30157 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-31392 - X-Coordinate,STARLINK-30461 - X-Coordinate,STARLINK-3641 - X-Coordinate,STARLINK-31439 - X-Coordinate,STARLINK-30296 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-4690 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1525 - Y-Coordinate,STARLINK-1728 - Y-Coordinate,STARLINK-4258 - Y-Coordinate,STARLINK-3578 - Y-Coordinate,STARLINK-31880 - Y-Coordinate,STARLINK-1108 - Y-Coordinate,STARLINK-6034 - Y-Coordinate,STARLINK-6301 - Y-Coordinate,STARLINK-6275 - Y-Coordinate,STARLINK-3398 - Y-Coordinate,STARLINK-30973 - Y-Coordinate,STARLINK-5219 - Y-Coordinate,STARLINK-2525 - Y-Coordinate,STARLINK-11135 [DTC] - Y-Coordinate,STARLINK-6112 - Y-Coordinate,STARLINK-30829 - Y-Coordinate,STARLINK-2003 - Y-Coordinate,STARLINK-5960 - Y-Coordinate,STARLINK-4688 - Y-Coordinate,STARLINK-31865 - Y-Coordinate,STARLINK-4486 - Y-Coordinate,STARLINK-1404 - Y-Coordinate,STARLINK-3757 - Y-Coordinate,STARLINK-31688 - Y-Coordinate,STARLINK-5831 - Y-Coordinate,STARLINK-4366 - Y-Coordinate,STARLINK-1694 - Y-Coordinate,STARLINK-1700 - Y-Coordinate,STARLINK-31885 - Y-Coordinate,STARLINK-31551 - Y-Coordinate,STARLINK-3874 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-5282 - Y-Coordinate,STARLINK-30137 - Y-Coordinate,STARLINK-5657 - Y-Coordinate,STARLINK-3784 - Y-Coordinate,STARLINK-4259 - Y-Coordinate,STARLINK-4304 - Y-Coordinate,STARLINK-4422 - Y-Coordinate,STARLINK-5085 - Y-Coordinate,STARLINK-31309 - Y-Coordinate,STARLINK-32247 - Y-Coordinate,STARLINK-5548 - Y-Coordinate,STARLINK-30522 - Y-Coordinate,STARLINK-5768 - Y-Coordinate,STARLINK-1637 - Y-Coordinate,STARLINK-5736 - Y-Coordinate,STARLINK-5884 - Y-Coordinate,STARLINK-1459 - Y-Coordinate,STARLINK-1053 - Y-Coordinate,STARLINK-5013 - Y-Coordinate,STARLINK-32129 - Y-Coordinate,STARLINK-30067 - Y-Coordinate,STARLINK-3105 - Y-Coordinate,STARLINK-4439 - Y-Coordinate,STARLINK-4023 - Y-Coordinate,STARLINK-5372 - Y-Coordinate,STARLINK-2473 - Y-Coordinate,STARLINK-5000 - Y-Coordinate,STARLINK-4645 - Y-Coordinate,STARLINK-3202 - Y-Coordinate,STARLINK-3545 - Y-Coordinate,STARLINK-3618 - Y-Coordinate,STARLINK-30601 - Y-Coordinate,STARLINK-4018 - Y-Coordinate,STARLINK-5412 - Y-Coordinate,STARLINK-2162 - Y-Coordinate,STARLINK-32011 - Y-Coordinate,STARLINK-5780 - Y-Coordinate,STARLINK-1477 - Y-Coordinate,STARLINK-30945 - Y-Coordinate,STARLINK-5539 - Y-Coordinate,STARLINK-30809 - Y-Coordinate,STARLINK-30965 - Y-Coordinate,STARLINK-5580 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-31082 - Y-Coordinate,STARLINK-31500 - Y-Coordinate,STARLINK-31969 - Y-Coordinate,STARLINK-31830 - Y-Coordinate,STARLINK-4153 - Y-Coordinate,STARLINK-31788 - Y-Coordinate,STARLINK-5645 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-31726 - Y-Coordinate,STARLINK-5359 - Y-Coordinate,STARLINK-30262 - Y-Coordinate,STARLINK-31266 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-31306 - Y-Coordinate,STARLINK-30157 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-31392 - Y-Coordinate,STARLINK-30461 - Y-Coordinate,STARLINK-3641 - Y-Coordinate,STARLINK-31439 - Y-Coordinate,STARLINK-30296 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-4690 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1525 - Z-Coordinate,STARLINK-1728 - Z-Coordinate,STARLINK-4258 - Z-Coordinate,STARLINK-3578 - Z-Coordinate,STARLINK-31880 - Z-Coordinate,STARLINK-1108 - Z-Coordinate,STARLINK-6034 - Z-Coordinate,STARLINK-6301 - Z-Coordinate,STARLINK-6275 - Z-Coordinate,STARLINK-3398 - Z-Coordinate,STARLINK-30973 - Z-Coordinate,STARLINK-5219 - Z-Coordinate,STARLINK-2525 - Z-Coordinate,STARLINK-11135 [DTC] - Z-Coordinate,STARLINK-6112 - Z-Coordinate,STARLINK-30829 - Z-Coordinate,STARLINK-2003 - Z-Coordinate,STARLINK-5960 - Z-Coordinate,STARLINK-4688 - Z-Coordinate,STARLINK-31865 - Z-Coordinate,STARLINK-4486 - Z-Coordinate,STARLINK-1404 - Z-Coordinate,STARLINK-3757 - Z-Coordinate,STARLINK-31688 - Z-Coordinate,STARLINK-5831 - Z-Coordinate,STARLINK-4366 - Z-Coordinate,STARLINK-1694 - Z-Coordinate,STARLINK-1700 - Z-Coordinate,STARLINK-31885 - Z-Coordinate,STARLINK-31551 - Z-Coordinate,STARLINK-3874 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-5282 - Z-Coordinate,STARLINK-30137 - Z-Coordinate,STARLINK-5657 - Z-Coordinate,STARLINK-3784 - Z-Coordinate,STARLINK-4259 - Z-Coordinate,STARLINK-4304 - Z-Coordinate,STARLINK-4422 - Z-Coordinate,STARLINK-5085 - Z-Coordinate,STARLINK-31309 - Z-Coordinate,STARLINK-32247 - Z-Coordinate,STARLINK-5548 - Z-Coordinate,STARLINK-30522 - Z-Coordinate,STARLINK-5768 - Z-Coordinate,STARLINK-1637 - Z-Coordinate,STARLINK-5736 - Z-Coordinate,STARLINK-5884 - Z-Coordinate,STARLINK-1459 - Z-Coordinate,STARLINK-1053 - Z-Coordinate,STARLINK-5013 - Z-Coordinate,STARLINK-32129 - Z-Coordinate,STARLINK-30067 - Z-Coordinate,STARLINK-3105 - Z-Coordinate,STARLINK-4439 - Z-Coordinate,STARLINK-4023 - Z-Coordinate,STARLINK-5372 - Z-Coordinate,STARLINK-2473 - Z-Coordinate,STARLINK-5000 - Z-Coordinate,STARLINK-4645 - Z-Coordinate,STARLINK-3202 - Z-Coordinate,STARLINK-3545 - Z-Coordinate,STARLINK-3618 - Z-Coordinate,STARLINK-30601 - Z-Coordinate,STARLINK-4018 - Z-Coordinate,STARLINK-5412 - Z-Coordinate,STARLINK-2162 - Z-Coordinate,STARLINK-32011 - Z-Coordinate,STARLINK-5780 - Z-Coordinate,STARLINK-1477 - Z-Coordinate,STARLINK-30945 - Z-Coordinate,STARLINK-5539 - Z-Coordinate,STARLINK-30809 - Z-Coordinate,STARLINK-30965 - Z-Coordinate,STARLINK-5580 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-31082 - Z-Coordinate,STARLINK-31500 - Z-Coordinate,STARLINK-31969 - Z-Coordinate,STARLINK-31830 - Z-Coordinate,STARLINK-4153 - Z-Coordinate,STARLINK-31788 - Z-Coordinate,STARLINK-5645 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-31726 - Z-Coordinate,STARLINK-5359 - Z-Coordinate,STARLINK-30262 - Z-Coordinate,STARLINK-31266 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-31306 - Z-Coordinate,STARLINK-30157 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-31392 - Z-Coordinate,STARLINK-30461 - Z-Coordinate,STARLINK-3641 - Z-Coordinate,STARLINK-31439 - Z-Coordinate,STARLINK-30296 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-4690 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4603.3554,4278.7358,495.6743,1405.8661,5477.1576,0.0000,-1012.7874,5107.9918,-1991.6965,-4004.6601,3031.3126,-5122.6329,-6441.8733,1026.6431,-1874.5395,5888.3157,1895.9150,6371.1898,-4936.6575,-2418.3150,3580.0785,-635.0485,-1362.4222,-4076.4437,2249.4835,-1203.4127,-3110.6102,-1367.2792,3110.8732,4496.3170,-1611.2459,-2730.9006,5154.2341,429.7794,5048.1771,-2015.7400,-4249.1974,5180.3895,1331.3524,3109.6761,5144.8459,0.0000,-5807.1067,-4628.9103,-620.3312,-6590.9013,5090.1743,583.1444,0.0000,-3204.9030,4176.8736,146.5431,-5074.4048,-4308.1103,288.7951,-894.1234,4922.7752,4643.6275,-612.6547,5314.1296,4964.2259,-4747.7644,73.3596,5743.8567,-4440.2413,-4273.6256,4871.0155,0.0000,-6447.0344,4216.6417,0.0000,-2471.3127,-651.2292,4805.1945,-1682.4767,-2203.7356,-4514.6187,4475.7806,2071.5170,690.7753,-706.4596,3585.0983,-4224.0953,-4341.2551,5035.3049,5692.9648,5699.7078,-1201.9547,3862.1769,3164.2135,-4681.1054,3756.3873,-3161.0304,-2166.5107,-3725.2595,5251.8144,5563.0916,4242.0114,-1261.3911,-2762.1733,167351.9969,199551.7844,175392.5909,177143.9002,185078.5074,183900.2891,183014.3247,180817.1054,-246824913.9062,-246775433.8473,-246788979.6313,-246822187.2613,180837.6306,-246814591.7926,531.9953,643.5662,5452.3047,-4095.1222,-3617.5957,0.0000,783.2157,-1161.4429,-1929.0035,-618.9468,-4934.2013,-4124.2167,2299.5073,3937.3601,-4718.7736,2116.4518,6059.4371,345.0182,-43.1416,6239.0360,2612.4363,-4067.3668,-4482.4396,333.4414,-4596.6987,-346.1181,-3982.1124,4773.9158,5512.2071,3792.8696,-4798.5898,6089.6693,-3765.7546,-5244.9416,2640.7628,-4776.2440,330.7238,2973.4859,-4275.9353,-6044.7481,967.2371,0.0000,-3139.6633,4328.6006,6051.3875,-1124.8619,-2057.4509,6897.8569,0.0000,4021.9702,4743.7716,-4148.8144,0.2131,87.0307,3777.4556,-4574.8021,-1435.0621,4247.1967,4193.6581,1099.7686,3701.8233,458.0689,5848.8977,-616.7062,4443.1947,-1167.7823,1618.0400,0.0000,-1730.9519,-207.2415,0.0000,-3083.0070,-6155.8099,1776.9936,-6605.0489,1408.4283,-2421.9981,4399.0317,-6254.5082,-4175.9410,6490.4160,2431.0795,4606.8658,4970.5829,-1147.5764,-542.4996,688.6435,-5237.0223,-5774.8315,-974.5947,-468.6538,4585.8339,5283.6146,6373.0261,-5724.9365,-3744.0132,-867.3561,-3644.0464,6083.9420,-5104.9855,318840.9505,325860.4726,327733.0601,323268.1700,319812.2053,322772.7081,329402.9263,327465.5967,244161884.7062,244174274.7751,244151126.0578,244152630.8485,326309.4757,244148927.5354,5104.5823,-5313.1048,-4332.6482,5328.6385,-1611.8398,0.0000,6749.9180,-4515.4296,6359.5042,5283.6888,3791.6548,-1959.1924,-801.1016,-5378.1152,-4690.9391,-2743.6338,-2543.2138,-2681.2750,-4850.6747,1437.8582,-5274.6755,5468.0926,4949.1059,-5447.9359,-4618.0941,-6828.4446,4581.9413,4780.9078,-2169.1537,3465.8176,-4701.7336,67.8844,2570.3626,-4562.3366,-4037.4462,4470.7668,5393.3877,-3424.9182,5267.7836,1449.8344,-4419.9621,0.0000,-2112.7902,2810.7804,3297.4900,1182.7136,4205.7325,589.6788,0.0000,4530.3606,2794.6732,5392.4897,-4728.5217,-5391.2697,-5776.5698,-5193.2182,-4666.4754,2149.3586,-5468.6546,4255.2899,3002.6125,4972.7785,3698.3606,-3423.7230,2858.3965,5263.9960,4580.3713,0.0000,1691.0373,5455.2136,0.0000,-5736.5992,3045.4411,-4679.9744,1449.5508,-6434.7071,4585.3111,-2635.7808,1193.7751,-5377.2984,2195.4403,5307.5393,2946.8577,2015.3757,4403.2817,-3938.0079,3652.7260,-4189.6005,-22.2256,6084.9594,5011.7329,-3602.4514,3139.3702,-998.2040,115.1310,2422.2009,3838.3251,3930.3886,3041.4025,-3724.7987,-53617.3529,-60814.8207,-54554.2668,-56937.3946,-51472.7076,-58020.0305,-65767.2727,-58408.7146,143542412.3303,143529415.2992,143535253.7210,143523849.5292,-57014.7603,143530456.3163,
300.000,-3438.5896,3868.8474,1991.7167,-775.4525,4627.7757,0.0000,-3165.9108,4053.3977,-3948.9088,-3828.7398,1159.4790,-5275.3353,-5904.0865,3116.6589,-3810.5654,6679.3178,3239.2643,6680.6172,-3877.9006,-979.0510,4100.0704,-2738.4003,-2865.5781,-3795.3198,379.8235,768.5059,-3788.3828,648.0549,4578.3822,4975.6231,-2909.1847,-1452.8270,3595.3532,-1668.5259,5193.0258,-3125.6819,-3448.7096,4944.7062,-407.1526,2174.5130,4873.9444,0.0000,-4692.0668,-3684.3600,1207.7303,-6145.0619,3632.6583,1162.3140,0.0000,-1158.5139,4870.2483,-1969.3440,-4873.2526,-4573.0676,-445.9785,-2594.6863,3904.0016,4860.9474,1549.8118,4509.3835,6110.9576,-5164.1523,1524.7730,4460.2219,-2766.2466,-5213.3155,6012.0590,0.0000,-6183.8812,4263.5942,0.0000,-2453.9601,-2259.7656,5514.1699,-2314.4277,-1798.3823,-5548.3472,5781.5865,396.8929,-1481.0969,529.2355,4120.7080,-4092.4776,-2827.4202,4732.1459,4675.7368,5041.6246,-2966.0764,3148.1206,1370.9145,-5435.9730,5335.1080,-2221.5691,-534.6665,-4781.7608,3733.7558,5589.9830,2353.0102,-31.1041,-3535.9600,160548.7998,192574.8314,168500.7327,170280.4286,178189.5725,176865.3599,176106.5384,174197.7685,-252096283.5860,-252047384.5908,-252060441.7236,-252093961.1435,173901.6016,-252086039.8441,2333.9794,-1499.7726,4170.0887,-4066.2658,-4923.6183,0.0000,345.0333,-3032.8076,-1275.1963,1594.4751,-4755.5159,-2608.0995,3392.0983,3396.5892,-3854.1644,990.2360,5967.1266,-1270.2292,1758.6094,6774.4778,508.0982,-3523.9534,-2955.7286,2479.1268,-5540.2192,-1486.1049,-2021.2263,4221.1632,4829.9250,1840.1621,-3191.8379,6233.8664,-4272.7578,-4819.0882,583.3208,-3061.4946,2362.9254,1177.8190,-5291.2237,-5645.3121,-1169.5342,0.0000,-3030.4407,5696.7269,5354.2143,214.1502,-3581.2731,6314.8126,0.0000,4201.6324,3003.5929,-4362.1275,2126.8262,2138.6170,1799.1556,-3288.9646,-3332.9589,2647.4485,3955.0787,-712.7238,2876.2178,2328.5911,6395.6351,-1964.7986,4689.1514,627.9100,225.8291,0.0000,-44.6415,-2317.0970,0.0000,-993.3260,-5109.7657,-200.7601,-6540.7013,3467.4608,-605.3711,3375.9183,-6148.2989,-3909.4571,6856.3286,314.1119,5494.8402,5177.2959,-3184.1096,-2330.2588,-1252.3319,-4038.3338,-5821.0834,257.8751,1316.9566,3712.0979,6373.1545,6329.7239,-4590.8208,-4274.1242,-2757.9599,-4066.8116,6780.7128,-3401.8450,322153.5041,329921.7374,331588.8360,327205.4610,323517.6702,326593.9480,333075.1819,331406.3784,238715151.1870,238728386.1245,238705068.9051,238705369.3301,330027.4715,238702185.8602,5500.0567,-5452.7377,-5233.3619,5477.5863,-73.8808,0.0000,6089.5934,-4712.0143,5560.8550,5209.4561,4891.9582,-3531.2937,1015.5227,-4922.3816,-4290.4764,-1033.0642,-810.8098,-1281.4906,-5456.1747,-100.8367,-5513.0329,5190.2437,5430.0015,-5085.0360,-4083.4586,-6737.5178,5298.3760,5409.6991,-677.7234,4296.2149,-5392.6031,1882.9322,4017.9282,-4743.9760,-4631.4544,5263.5672,5456.8929,-4645.0191,4434.4014,3417.4938,-4670.9345,0.0000,-4107.6133,1434.8778,4210.9527,2874.6412,4668.9296,2647.3955,0.0000,5287.6235,3872.5397,4839.4475,-4453.7354,-4705.4586,-6655.2028,-5581.3392,-4660.4253,3681.3129,-5460.8718,5166.8926,1333.2219,3926.0512,2166.4503,-4620.4925,4238.1727,4448.0346,3340.3458,0.0000,3025.2106,4904.3130,0.0000,-6443.4937,4044.1602,-4207.5099,-669.9638,-5744.0265,4016.8825,-1221.4342,2617.1464,-5418.0709,429.1565,5463.3671,914.2310,3576.1439,3680.3233,-4574.1256,4393.4524,-4617.4567,-2119.3552,6783.1436,3997.8796,-2422.4917,1499.2005,-2443.3306,1643.0093,3902.5543,2757.4169,4961.7957,1380.8608,-4846.8986,-53725.6448,-60935.9063,-54649.0598,-57209.4019,-51564.8787,-57838.2101,-65927.2642,-58245.1088,143539989.0091,143526727.3337,143532473.7898,143521779.4888,-57123.2936,143527974.5750,
600.000,-1977.9751,3125.2954,3345.2347,-2881.1275,3292.8269,0.0000,-4953.1841,2641.7830,-5518.6917,-3289.1339,-853.0299,-4923.3481,-4765.6088,4878.2554,-5383.8568,6778.9821,4240.9473,6343.2920,-2482.1238,559.9277,4270.4645,-4570.7162,-4121.8856,-3178.6318,-1500.8144,2704.0602,-4134.8937,2625.7655,5545.4271,4991.7650,-3972.3518,7.0704,1659.6513,-3620.0276,4890.0708,-3973.0176,-2357.7432,4255.6201,-2068.4418,980.4145,4158.7541,0.0000,-3092.2043,-2395.9246,2948.1294,-5062.6633,1846.8004,1658.2246,0.0000,1015.1889,5124.0731,-3864.0714,-4244.3146,-4431.0819,-1041.7003,-4087.6283,2547.6825,4571.4409,3564.7132,3297.4261,6636.1588,-5098.8852,2803.0757,2712.1383,-795.8995,-5664.0301,6560.8461,0.0000,-5324.2862,3938.9246,0.0000,-2274.5206,-3681.1325,5725.1353,-2721.4428,-1286.2480,-6058.8917,6489.5582,-1343.4245,-3508.9304,1706.6846,4297.0037,-3547.9145,-1007.2572,3975.6539,3238.8403,3900.5409,-4459.7257,2091.0763,-619.2939,-5673.0515,6393.1154,-1077.6136,1173.1278,-5366.5304,1826.2278,5068.1432,214.1596,1186.7178,-4010.9348,153682.0084,185514.2985,161534.2010,163345.4870,171224.6831,169737.2617,169124.3242,167472.1794,-257247482.2978,-257199183.7059,-257211755.3501,-257245517.8953,166889.2228,-257237316.2181,3941.9602,-3503.8112,2517.3050,-3687.8304,-5712.0345,0.0000,-216.8460,-4634.1500,-563.8290,3633.3581,-4154.8766,-802.1179,4152.9348,2549.1420,-2653.8040,-226.5544,5264.7656,-2750.2074,3426.8158,6626.5674,-1635.9697,-2678.7816,-1159.7840,4367.5598,-5967.5927,-2384.0974,142.1418,3300.6754,3629.5388,-306.1880,-1295.0227,5694.8477,-4392.1454,-3977.7602,-1538.1668,-1052.5340,4179.7801,-765.6150,-5815.3845,-4696.8281,-3199.3922,0.0000,-2540.2377,6508.2629,4163.2848,1562.3650,-4793.3541,5087.7443,0.0000,4012.6799,962.0136,-4174.6197,4046.2388,3957.5451,-400.5256,-1730.9429,-4929.3597,728.1757,3386.2998,-2492.5771,1774.8096,3939.8775,6319.1606,-3150.2530,4510.0508,2325.0651,-1153.9240,0.0000,1671.0849,-4183.7676,0.0000,1204.2741,-3579.2873,-2137.1039,-5814.4762,5181.4359,1243.2905,2017.3998,-5391.5832,-3304.3711,6532.0818,-1821.7548,5807.8838,4898.9438,-4883.7734,-3925.6960,-3092.1620,-2459.9285,-5291.4854,1380.2123,2937.3642,2502.0694,6824.9136,5648.5448,-2982.1157,-4416.5350,-4351.0483,-4127.6220,6805.8804,-1359.6513,325321.8128,333833.5722,335296.9184,331010.1021,327077.9253,330277.0846,336601.2044,335110.2644,233154632.9419,233168698.1059,233145222.9067,233144297.1457,333598.0302,233141655.7029,5298.8589,-4990.0786,-5586.9826,5025.1325,1472.5956,0.0000,4763.1067,-4401.7156,4170.5103,4509.7399,5467.1402,-4714.2722,2721.0675,-3896.2084,-3427.5584,793.1071,1012.0361,256.2744,-5476.6108,-1628.3307,-5152.1806,4337.1867,5301.2383,-4150.3705,-3104.8699,-5932.1642,5421.2749,5451.1939,894.3869,4645.9671,-5502.1315,3472.0158,5026.0777,-4425.8896,-4741.1444,5472.9448,4923.4018,-5358.8811,3123.7850,5022.0663,-4405.2010,0.0000,-5663.6131,-94.5929,4671.5485,4239.0806,4629.7015,4423.3042,0.0000,5460.7974,4532.2143,3740.6571,-3703.7723,-3510.2810,-6817.7963,-5384.9560,-4156.6832,4768.2396,-4866.8934,5517.9889,-481.9796,2452.2910,401.5897,-5275.1501,5158.5374,3146.3379,1735.0565,0.0000,4028.9146,3822.1915,0.0000,-6473.7370,4603.9797,-3286.5887,-2718.9034,-4444.3382,3008.6020,331.1243,3729.7508,-4858.0976,-1383.9738,5015.2877,-1217.2086,4748.8045,2538.3750,-4723.9013,4637.8118,-4526.1075,-3991.2134,6756.9100,2545.4459,-983.6315,-302.8549,-3612.1801,2986.9272,4957.5517,1366.1184,5440.2846,-428.3957,-5443.4322,-53834.2725,-61056.7094,-54748.5241,-57480.9604,-51659.8056,-57653.1153,-66082.7894,-57997.5110,143537560.0153,143524039.1755,143529692.6490,143519729.5335,-57231.7876,143525492.5938,
