sl_100_86400_20301206 Coordinates.csv
2030/12/06 07:47:00.0000 UTC

Generated: Tue Oct  8 21:54:48 2024,
Start: 2030/12/06 07:47:00.00, Stop: 2030/12/07 07:47:00.00,
TIME_UNITS,STARLINK-31785 - X-Coordinate,STARLINK-1923 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-4490 - X-Coordinate,STARLINK-2533 - X-Coordinate,STARLINK-3955 - X-Coordinate,STARLINK-30389 - X-Coordinate,STARLINK-1323 - X-Coordinate,STARLINK-30824 - X-Coordinate,STARLINK-31669 - X-Coordinate,STARLINK-3566 - X-Coordinate,STARLINK-30306 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-4028 - X-Coordinate,STARLINK-11123 [DTC] - X-Coordinate,STARLINK-31551 - X-Coordinate,STARLINK-30525 - X-Coordinate,STARLINK-31406 - X-Coordinate,STARLINK-2753 - X-Coordinate,STARLINK-4664 - X-Coordinate,STARLINK-3074 - X-Coordinate,STARLINK-5141 - X-Coordinate,STARLINK-2213 - X-Coordinate,STARLINK-31149 - X-Coordinate,STARLINK-30360 - X-Coordinate,STARLINK-30446 - X-Coordinate,STARLINK-4794 - X-Coordinate,STARLINK-2152 - X-Coordinate,STARLINK-4047 - X-Coordinate,STARLINK-4451 - X-Coordinate,STARLINK-6267 - X-Coordinate,STARLINK-1479 - X-Coordinate,STARLINK-3197 - X-Coordinate,STARLINK-5029 - X-Coordinate,STARLINK-1227 - X-Coordinate,STARLINK-5455 - X-Coordinate,STARLINK-1228 - X-Coordinate,STARLINK-2706 - X-Coordinate,STARLINK-31341 - X-Coordinate,STARLINK-5010 - X-Coordinate,STARLINK-5842 - X-Coordinate,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-31460 - X-Coordinate,STARLINK-5255 - X-Coordinate,STARLINK-6204 - X-Coordinate,STARLINK-31657 - X-Coordinate,STARLINK-5364 - X-Coordinate,STARLINK-5654 - X-Coordinate,STARLINK-4144 - X-Coordinate,STARLINK-6303 - X-Coordinate,STARLINK-3576 - X-Coordinate,STARLINK-4033 - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-4180 - X-Coordinate,STARLINK-2585 - X-Coordinate,STARLINK-30355 - X-Coordinate,STARLINK-32023 - X-Coordinate,STARLINK-4330 - X-Coordinate,STARLINK-3968 - X-Coordinate,STARLINK-30350 - X-Coordinate,STARLINK-30815 - X-Coordinate,STARLINK-30498 - X-Coordinate,STARLINK-1490 - X-Coordinate,STARLINK-6310 - X-Coordinate,STARLINK-1283 - X-Coordinate,STARLINK-4692 - X-Coordinate,STARLINK-2291 - X-Coordinate,STARLINK-30502 - X-Coordinate,STARLINK-31627 - X-Coordinate,STARLINK-30772 - X-Coordinate,STARLINK-2682 - X-Coordinate,STARLINK-3249 - X-Coordinate,STARLINK-30541 - X-Coordinate,STARLINK-30876 - X-Coordinate,STARLINK-5012 - X-Coordinate,STARLINK-5192 - X-Coordinate,STARLINK-6113 - X-Coordinate,STARLINK-1273 - X-Coordinate,STARLINK-5740 - X-Coordinate,STARLINK-5755 - X-Coordinate,STARLINK-5885 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-3624 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-4605 - X-Coordinate,STARLINK-4510 - X-Coordinate,STARLINK-3507 - X-Coordinate,STARLINK-5183 - X-Coordinate,STARLINK-31725 - X-Coordinate,STARLINK-3558 - X-Coordinate,STARLINK-5347 - X-Coordinate,STARLINK-3943 - X-Coordinate,STARLINK-1760 - X-Coordinate,STARLINK-5728 - X-Coordinate,STARLINK-31003 - X-Coordinate,STARLINK-11190 [DTC] - X-Coordinate,STARLINK-30049 - X-Coordinate,STARLINK-30262 - X-Coordinate,STARLINK-31290 - X-Coordinate,STARLINK-30569 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31785 - Y-Coordinate,STARLINK-1923 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-4490 - Y-Coordinate,STARLINK-2533 - Y-Coordinate,STARLINK-3955 - Y-Coordinate,STARLINK-30389 - Y-Coordinate,STARLINK-1323 - Y-Coordinate,STARLINK-30824 - Y-Coordinate,STARLINK-31669 - Y-Coordinate,STARLINK-3566 - Y-Coordinate,STARLINK-30306 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-4028 - Y-Coordinate,STARLINK-11123 [DTC] - Y-Coordinate,STARLINK-31551 - Y-Coordinate,STARLINK-30525 - Y-Coordinate,STARLINK-31406 - Y-Coordinate,STARLINK-2753 - Y-Coordinate,STARLINK-4664 - Y-Coordinate,STARLINK-3074 - Y-Coordinate,STARLINK-5141 - Y-Coordinate,STARLINK-2213 - Y-Coordinate,STARLINK-31149 - Y-Coordinate,STARLINK-30360 - Y-Coordinate,STARLINK-30446 - Y-Coordinate,STARLINK-4794 - Y-Coordinate,STARLINK-2152 - Y-Coordinate,STARLINK-4047 - Y-Coordinate,STARLINK-4451 - Y-Coordinate,STARLINK-6267 - Y-Coordinate,STARLINK-1479 - Y-Coordinate,STARLINK-3197 - Y-Coordinate,STARLINK-5029 - Y-Coordinate,STARLINK-1227 - Y-Coordinate,STARLINK-5455 - Y-Coordinate,STARLINK-1228 - Y-Coordinate,STARLINK-2706 - Y-Coordinate,STARLINK-31341 - Y-Coordinate,STARLINK-5010 - Y-Coordinate,STARLINK-5842 - Y-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-31460 - Y-Coordinate,STARLINK-5255 - Y-Coordinate,STARLINK-6204 - Y-Coordinate,STARLINK-31657 - Y-Coordinate,STARLINK-5364 - Y-Coordinate,STARLINK-5654 - Y-Coordinate,STARLINK-4144 - Y-Coordinate,STARLINK-6303 - Y-Coordinate,STARLINK-3576 - Y-Coordinate,STARLINK-4033 - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-4180 - Y-Coordinate,STARLINK-2585 - Y-Coordinate,STARLINK-30355 - Y-Coordinate,STARLINK-32023 - Y-Coordinate,STARLINK-4330 - Y-Coordinate,STARLINK-3968 - Y-Coordinate,STARLINK-30350 - Y-Coordinate,STARLINK-30815 - Y-Coordinate,STARLINK-30498 - Y-Coordinate,STARLINK-1490 - Y-Coordinate,STARLINK-6310 - Y-Coordinate,STARLINK-1283 - Y-Coordinate,STARLINK-4692 - Y-Coordinate,STARLINK-2291 - Y-Coordinate,STARLINK-30502 - Y-Coordinate,STARLINK-31627 - Y-Coordinate,STARLINK-30772 - Y-Coordinate,STARLINK-2682 - Y-Coordinate,STARLINK-3249 - Y-Coordinate,STARLINK-30541 - Y-Coordinate,STARLINK-30876 - Y-Coordinate,STARLINK-5012 - Y-Coordinate,STARLINK-5192 - Y-Coordinate,STARLINK-6113 - Y-Coordinate,STARLINK-1273 - Y-Coordinate,STARLINK-5740 - Y-Coordinate,STARLINK-5755 - Y-Coordinate,STARLINK-5885 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-3624 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-4605 - Y-Coordinate,STARLINK-4510 - Y-Coordinate,STARLINK-3507 - Y-Coordinate,STARLINK-5183 - Y-Coordinate,STARLINK-31725 - Y-Coordinate,STARLINK-3558 - Y-Coordinate,STARLINK-5347 - Y-Coordinate,STARLINK-3943 - Y-Coordinate,STARLINK-1760 - Y-Coordinate,STARLINK-5728 - Y-Coordinate,STARLINK-31003 - Y-Coordinate,STARLINK-11190 [DTC] - Y-Coordinate,STARLINK-30049 - Y-Coordinate,STARLINK-30262 - Y-Coordinate,STARLINK-31290 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31785 - Z-Coordinate,STARLINK-1923 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-4490 - Z-Coordinate,STARLINK-2533 - Z-Coordinate,STARLINK-3955 - Z-Coordinate,STARLINK-30389 - Z-Coordinate,STARLINK-1323 - Z-Coordinate,STARLINK-30824 - Z-Coordinate,STARLINK-31669 - Z-Coordinate,STARLINK-3566 - Z-Coordinate,STARLINK-30306 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-4028 - Z-Coordinate,STARLINK-11123 [DTC] - Z-Coordinate,STARLINK-31551 - Z-Coordinate,STARLINK-30525 - Z-Coordinate,STARLINK-31406 - Z-Coordinate,STARLINK-2753 - Z-Coordinate,STARLINK-4664 - Z-Coordinate,STARLINK-3074 - Z-Coordinate,STARLINK-5141 - Z-Coordinate,STARLINK-2213 - Z-Coordinate,STARLINK-31149 - Z-Coordinate,STARLINK-30360 - Z-Coordinate,STARLINK-30446 - Z-Coordinate,STARLINK-4794 - Z-Coordinate,STARLINK-2152 - Z-Coordinate,STARLINK-4047 - Z-Coordinate,STARLINK-4451 - Z-Coordinate,STARLINK-6267 - Z-Coordinate,STARLINK-1479 - Z-Coordinate,STARLINK-3197 - Z-Coordinate,STARLINK-5029 - Z-Coordinate,STARLINK-1227 - Z-Coordinate,STARLINK-5455 - Z-Coordinate,STARLINK-1228 - Z-Coordinate,STARLINK-2706 - Z-Coordinate,STARLINK-31341 - Z-Coordinate,STARLINK-5010 - Z-Coordinate,STARLINK-5842 - Z-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-31460 - Z-Coordinate,STARLINK-5255 - Z-Coordinate,STARLINK-6204 - Z-Coordinate,STARLINK-31657 - Z-Coordinate,STARLINK-5364 - Z-Coordinate,STARLINK-5654 - Z-Coordinate,STARLINK-4144 - Z-Coordinate,STARLINK-6303 - Z-Coordinate,STARLINK-3576 - Z-Coordinate,STARLINK-4033 - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-4180 - Z-Coordinate,STARLINK-2585 - Z-Coordinate,STARLINK-30355 - Z-Coordinate,STARLINK-32023 - Z-Coordinate,STARLINK-4330 - Z-Coordinate,STARLINK-3968 - Z-Coordinate,STARLINK-30350 - Z-Coordinate,STARLINK-30815 - Z-Coordinate,STARLINK-30498 - Z-Coordinate,STARLINK-1490 - Z-Coordinate,STARLINK-6310 - Z-Coordinate,STARLINK-1283 - Z-Coordinate,STARLINK-4692 - Z-Coordinate,STARLINK-2291 - Z-Coordinate,STARLINK-30502 - Z-Coordinate,STARLINK-31627 - Z-Coordinate,STARLINK-30772 - Z-Coordinate,STARLINK-2682 - Z-Coordinate,STARLINK-3249 - Z-Coordinate,STARLINK-30541 - Z-Coordinate,STARLINK-30876 - Z-Coordinate,STARLINK-5012 - Z-Coordinate,STARLINK-5192 - Z-Coordinate,STARLINK-6113 - Z-Coordinate,STARLINK-1273 - Z-Coordinate,STARLINK-5740 - Z-Coordinate,STARLINK-5755 - Z-Coordinate,STARLINK-5885 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-3624 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-4605 - Z-Coordinate,STARLINK-4510 - Z-Coordinate,STARLINK-3507 - Z-Coordinate,STARLINK-5183 - Z-Coordinate,STARLINK-31725 - Z-Coordinate,STARLINK-3558 - Z-Coordinate,STARLINK-5347 - Z-Coordinate,STARLINK-3943 - Z-Coordinate,STARLINK-1760 - Z-Coordinate,STARLINK-5728 - Z-Coordinate,STARLINK-31003 - Z-Coordinate,STARLINK-11190 [DTC] - Z-Coordinate,STARLINK-30049 - Z-Coordinate,STARLINK-30262 - Z-Coordinate,STARLINK-31290 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4612.0496,0.0000,4185.7991,2225.2583,1730.4367,-257.2396,-3810.0106,4489.5571,-1800.0637,-1450.7567,5990.6862,-6641.0224,-4980.3515,-3074.2875,-1881.2005,5282.3270,2011.7964,1780.8101,-4920.9971,6351.0653,-2232.0755,3335.8488,4554.6843,3585.0550,5061.9585,1022.0591,-6167.9613,4295.7257,-565.8549,2209.8858,-1457.9558,4987.3182,-370.7600,4790.8954,4067.7508,-791.1926,6340.6435,5822.4766,6051.1234,-2577.6045,-630.9077,795.9625,-2178.9956,3854.9239,-6810.8571,5844.8490,-2911.4224,-6414.9356,-1041.3805,5519.7547,-28.2976,1535.8538,-5980.6348,-3062.5890,30.2088,-749.2001,3559.8868,-1473.4937,-6896.1998,4541.0569,4916.0004,-2548.7406,0.0000,2520.1362,-6442.5404,6644.3824,-4925.2424,-5313.0108,-6132.4872,1179.6270,-4073.4775,2940.5656,-3438.7310,5241.3213,3910.6361,770.6469,-2965.8588,864.4770,-3631.1909,4986.3403,1357.4584,-1794.4164,-2379.1013,6476.9266,-2171.7497,-688.7152,2111.2453,-3066.5620,-5130.1962,-1115.3834,-6217.3077,-2467.3155,3118.5181,1154.2287,3852.1209,5493.3619,4489.1399,-386.2823,0.0000,1198.3424,376094.1798,358216.1805,364196.3751,367556.6793,366721.3903,364608.0782,359482.4138,365041.3236,-270045025.8496,-270063250.4802,-270061175.7955,-270049680.1384,363345.0148,-270055375.1976,-2021.6015,0.0000,-5336.9420,4509.7204,-6174.6106,4183.1227,-5247.3797,4732.7020,6611.8126,-6179.0980,2354.6892,-28.6719,-1863.7395,4563.6586,3584.8787,3665.9171,6265.8324,3806.7557,2158.7183,51.3380,4597.1582,3972.0247,-3241.8305,3536.7992,-511.9087,6611.4102,-2561.6668,1293.8417,6514.8977,6461.7430,6582.0119,-3785.3242,-6482.9050,-783.1955,876.5345,-6849.3597,-2648.8062,3412.7796,-2179.9456,-5997.2272,-2302.5117,-4124.3627,4381.7027,2091.5477,76.7659,568.8514,5017.3048,531.3167,5207.5105,-2867.1325,5980.8422,3949.9076,2533.3055,-5343.7083,6050.3382,-5022.8382,-4170.5766,-1663.5928,-192.5133,3833.7373,4647.6664,-5930.6658,0.0000,4664.6148,1880.5488,894.2609,-4430.7159,3213.9463,2557.2383,4847.2120,3941.0655,-5769.0440,5942.2126,4371.4574,-1223.6605,-6453.1490,5412.9256,-6685.2921,5235.4879,-4785.7602,-262.9653,1529.3749,-3400.1049,1954.6566,4306.8465,-6794.7610,-5225.3869,-2763.3183,-1401.0903,-4138.8103,-2372.1722,4990.3710,5893.3119,5798.7541,5266.7977,-1416.8021,5169.0351,5022.6894,0.0000,-5135.0904,-136814.8519,-131108.6409,-135307.9519,-131347.8437,-122626.4170,-125475.4083,-129447.2080,-129886.6853,-15970185.8575,-15944293.2002,-15937198.6764,-15955261.3690,-129765.8840,-15953485.0129,-4478.2693,0.0000,-834.9935,4696.7048,2385.1557,5436.3838,2432.6868,1599.5408,1097.1869,-2153.4982,-2550.2058,-1961.2055,-4104.9237,-4197.9624,-5388.7830,2303.3069,-2144.5544,5339.7724,-4125.2281,-2724.6454,4688.3200,4560.7960,4007.4730,-4571.0281,-4708.7787,1699.5772,669.2206,5192.0673,-2196.5653,1005.6911,1599.6864,-2745.4519,2407.0145,4826.4853,-5515.1909,797.9112,-102.5888,-1580.2260,2337.5976,-2040.3900,6484.4313,-5264.1211,-4801.2341,-5322.2447,1217.7512,3413.0738,3766.5625,2524.5299,-4423.4220,-3022.5801,3462.4297,5404.2488,2481.6175,3154.4064,-3147.2558,4640.2908,4036.0196,6553.5398,-350.1165,-3582.9585,-667.9142,-2400.7633,0.0000,-4438.8071,-528.2755,-1707.2485,-1335.3725,3010.3093,1666.4715,4648.4308,3870.9288,-2371.1674,-799.2530,1162.0014,5457.1371,2310.1856,-3126.8085,-1526.2028,-2722.0950,301.9390,-6804.9707,-6471.7303,5481.2428,1440.9114,-4929.3724,174.5700,3853.3337,5512.5989,4022.2601,-5419.3748,-1948.2206,4065.6099,1368.6914,3584.0337,-2290.1964,3633.7318,1116.2708,4570.5486,0.0000,-4435.8720,112615.0288,110690.3588,111785.7701,108999.2412,114717.8007,108716.7472,100506.0660,108624.3378,-8935327.5263,-8973485.8301,-8923783.0143,-8936704.5971,109277.8334,-8940926.9331,
3600.000,3291.0781,0.0000,-1129.6524,-5137.0481,1511.0383,-3650.4640,4855.0319,-4264.7321,-441.7793,4215.0759,-4358.2625,4557.9669,4327.2662,1901.2677,-2368.8158,-6484.4186,-4110.9177,-5753.7375,379.8653,-6513.6336,-1291.4773,-6258.4457,-4088.4834,-6430.5450,-4028.9760,-3184.6822,4602.4547,-6331.2845,-1072.2477,312.7075,-767.3189,-906.3935,1894.7935,-1619.2690,-4627.6425,1040.1155,-4139.7959,-6106.5318,-2656.7058,3680.5608,4943.9690,3261.4372,129.4913,-6408.4003,5795.9485,-3605.6153,-1174.6368,3951.8516,-1008.6440,-4538.4707,-1759.6099,-5368.0023,2740.7900,4747.0766,-2070.5595,4586.3244,1183.4405,-3052.0153,5186.0399,-5085.1840,-5139.1621,4729.0529,0.0000,-5286.2826,3367.4238,-6349.6677,5384.6543,1683.9828,4845.8408,-5223.8277,-308.7235,378.7512,988.2599,-5425.3969,-2681.7576,1838.6848,-921.1015,1427.4382,1726.1226,-2559.1938,-4322.6600,-686.0430,5896.1688,-6528.8547,173.3304,2445.6533,-355.0453,5865.7944,3843.6254,4879.2449,6708.7698,-1657.1621,-3931.0224,-4099.1533,-5626.5183,-1174.9761,-5615.4913,-4134.6637,0.0000,3093.2117,399551.2415,376156.5273,383282.6251,383932.9417,387171.2308,385129.0214,380343.7606,382637.1958,-256629897.3509,-256646476.2686,-256653454.9119,-256640559.4800,384137.0167,-256640258.0254,-3080.4506,0.0000,4824.4823,-4473.4696,4051.6158,-5000.2583,1805.0626,-590.3690,-6455.1588,4693.6431,766.7455,-2690.0894,-3282.9060,-6647.8038,-5616.5547,-1348.4031,-5338.6855,-2665.1475,-4240.1356,1596.7973,-2001.5168,-1862.5332,5536.7306,-443.8879,4366.7212,-5767.3093,-721.3766,1647.8407,-6426.9378,-5417.7185,-6564.9941,4098.4127,6380.4532,4274.5856,3298.5732,4527.1238,3683.4911,-1827.0173,4321.4424,2439.9492,2291.6493,5542.8021,-6766.3036,533.1942,-289.1057,3524.7567,-4988.4227,-3289.4402,-6810.8851,5183.3233,-6643.3724,-3240.5386,-2182.6861,4916.2570,-6311.0833,4435.4739,4017.1999,-1507.9022,-1589.6977,77.6463,-2165.8970,4800.0590,0.0000,-1487.3084,-3412.5710,696.9188,2104.4820,-4771.0515,-3880.2490,-3306.3427,-4138.5146,4410.6120,-6218.3307,-1277.1096,5379.0963,4073.4245,-4972.7137,4639.4560,-6647.3057,5568.8491,-3622.1600,-5355.5642,1363.0743,330.0725,-6733.2483,4666.6578,6799.0129,-281.8962,-3830.4143,3955.1708,192.9301,-3817.7429,-2443.4729,-3014.2966,-3750.1086,3941.1174,-3213.6970,-4182.8797,0.0000,4572.6989,-37180.4207,-35850.4573,-40087.2328,-36437.4578,-26755.8971,-34067.2821,-33488.9221,-34491.6307,-85389819.7058,-85368150.3905,-85358888.8708,-85368331.9103,-34407.8712,-85374227.9945,4993.7918,0.0000,4693.8765,-1016.2296,-5312.4488,-2986.2777,-4607.2707,-5163.2313,2502.5564,-2264.4089,5311.7249,4453.3418,3937.7544,253.5656,2860.3631,1668.9367,-1582.8578,-2469.5661,5254.8565,-1671.3689,-6528.1841,-2275.6632,111.1978,2149.8135,3557.0900,2056.9786,-4838.6488,-2101.0128,-2269.6324,4250.7628,2073.9357,5382.4733,1909.4438,-5108.8021,3911.2624,-5169.5084,-4072.5096,-2729.2022,-4603.1369,5209.3951,-4271.2966,1980.6895,1064.2210,2474.9527,3753.5613,-4563.6968,-4656.8709,-4632.6256,575.8990,-581.0895,747.5959,-2824.6171,-6017.4132,1093.7304,-1542.2235,-2595.4769,-5379.4959,-6039.2181,4266.0700,4708.4941,-3890.8094,-1420.1895,0.0000,4187.2460,4715.4294,-2663.0007,-3503.8732,-4703.6166,2892.7750,-2898.2412,-5479.6958,5273.8769,-2855.6534,-4114.5876,-3253.0401,-5262.6075,4708.7314,4905.0433,-909.7429,3200.2518,4038.3281,4259.0550,-3282.3992,2257.0005,1464.0072,-4355.3389,552.2806,-3615.9296,-3890.3089,2865.1327,-1744.5631,-5507.0066,-4998.5854,-4692.8399,-1447.6616,-5347.5328,2494.7848,-3436.7688,0.0000,4108.4657,113548.6309,111431.9656,112382.3956,108784.5064,115570.1660,112457.4915,101186.6845,111145.7997,-8973505.6983,-9013268.0376,-8966781.3570,-8975238.5020,110204.3359,-8981687.1122,
7200.000,-1552.1487,0.0000,-3332.7496,5444.2190,-5118.7402,5271.2903,-5214.7876,2882.9072,3136.1464,-4901.5789,2128.9591,-1357.2976,-2181.4035,16.9480,4338.8175,4782.9586,4956.4232,6338.8737,3577.5003,3705.7754,5274.8698,6744.4729,1620.0904,6101.7755,2389.5255,4607.1843,-1038.5592,5552.7012,2889.6637,-1008.2826,3241.4754,-3739.6571,-3194.5968,-1072.6192,4199.7379,-2507.2439,-260.9892,4228.3936,-1581.4510,-4532.8139,-6413.8540,-4654.4724,1625.2166,6237.0666,-1921.8554,587.9884,4814.2907,-623.9063,2405.5620,1659.8436,3009.2243,6417.0963,1854.8151,-4634.2802,3443.2665,-6264.8580,-5297.6669,4023.3876,-1552.4983,4936.0783,3444.9483,-5194.8787,0.0000,6639.3658,1847.7462,3401.7253,-3367.5304,2303.4219,-772.8860,6682.9530,4478.6625,-4392.5462,2426.1916,4467.5445,1053.4077,-4881.3743,4725.1979,-4361.8985,1039.6235,-1320.4456,3247.7001,1320.4739,-6781.4861,4208.3904,1432.3257,-4270.7538,-1793.3856,-6485.4382,-1129.3660,-6120.9523,-4784.0659,5467.7604,4166.0267,6295.8748,5420.3000,-3008.5968,5167.8955,6448.2116,0.0000,-6013.0971,396735.4207,370302.8766,377940.6721,376374.1247,382814.2835,380869.8710,376292.5980,381734.1171,-225689991.5351,-225703483.6052,-225719543.8884,-225708612.9709,380331.6556,-225699858.8706,6450.8587,0.0000,-3054.8401,2553.9155,-1065.8067,4139.2709,2265.9860,-4488.9048,4125.1166,23.2726,-4508.8960,5334.4327,6346.8352,5759.4410,4682.0607,-2056.7505,2168.2130,797.0388,5355.3426,-3013.3047,345.6449,-420.1611,-5225.8669,-2272.4907,-6499.3049,2480.1766,4763.7909,-3217.5258,3420.2088,315.7610,4162.6961,-3993.7182,-3466.4032,-6534.6544,-5476.4513,-230.5944,-4165.8781,-1190.6092,-5631.5819,2244.5528,-2533.8647,-3797.4159,5715.8947,-2165.1051,1673.2042,-6431.8876,4207.7194,5721.9595,5368.9269,-5525.8214,4294.0735,1802.5324,2805.2161,-2121.0087,3021.1823,-2597.4914,-3389.9634,5333.3506,3906.6011,-3833.5654,-2304.7085,-1437.2009,0.0000,-1418.2138,4364.4091,-2752.6676,2312.1699,5567.0587,4116.1288,933.1564,4011.4516,-2394.3656,4456.6051,-2742.8072,-6612.0980,-798.1998,3781.0631,-1318.3049,5577.9603,-4888.5663,6032.7091,6709.0106,340.1275,-3063.1450,6066.3519,-300.4454,-4751.0290,2246.6452,6577.2545,-2822.8660,2466.1583,2509.9605,-2482.1268,-108.8329,499.5922,-5528.6949,-333.7893,2158.3951,0.0000,-3185.4270,65410.3228,60333.4324,57561.2178,63297.7412,71010.1944,59087.6540,64549.2621,63422.5371,-148947926.1553,-148928815.8941,-148922059.0401,-148927623.6297,63076.0520,-148933253.3845,-1163.2335,0.0000,-5127.8513,-3363.9799,4408.4806,-1525.7465,3951.8950,4074.6401,-4621.2941,4558.6232,-4803.5567,-4202.8126,-212.2153,3823.9090,2145.9348,-4431.9748,4305.5719,-2341.2471,-2095.8112,4983.4610,4493.5424,-1464.9723,-4184.9007,1943.8811,-246.6769,-4509.9975,4605.2059,-2457.3263,5236.5000,-6825.4794,-4498.3360,-4100.4297,-5081.0019,1755.1282,171.1727,6459.6711,5449.6077,5349.2115,3548.5302,-4604.1092,-619.2535,3028.7737,3404.3269,1968.0756,-6438.8921,2109.0504,2641.9814,3827.8341,3612.8662,3799.1663,-4512.7709,-1694.5275,6081.0076,-4690.5350,5038.0804,-1197.0822,2614.9965,1844.1689,-5484.1254,-3013.4505,5378.1776,4274.2086,0.0000,-1299.6432,-4785.9297,5348.1250,5372.0899,3363.6720,-5428.9564,-1032.7340,3313.5012,-4746.1856,4682.6625,4516.0376,-1367.2958,4803.3168,-3353.6948,-5199.3805,3963.8349,-4718.5616,1080.9377,749.2864,-1134.2897,-4563.0637,2935.2396,5315.5455,-4575.4734,-665.4810,-39.0848,1493.7072,4360.6169,3369.1258,4768.6196,2858.9140,4252.9582,2416.7445,-4620.3744,-361.8835,0.0000,-1069.8759,114421.3972,112002.3102,112386.5090,111968.4133,116052.6755,110641.8864,102465.2009,110026.9108,-9012188.7909,-9052525.3361,-9010277.0422,-9018963.4426,111122.0410,-9022422.3658,
