sl_100_5400_20300105 Coordinates.csv
2030/01/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:50 2024,
Start: 2030/01/05 07:47:00.00, Stop: 2030/01/05 09:17:00.00,
TIME_UNITS,STARLINK-31003 - X-Coordinate,STARLINK-30944 - X-Coordinate,STARLINK-1183 - X-Coordinate,STARLINK-3050 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-6191 - X-Coordinate,STARLINK-4254 - X-Coordinate,STARLINK-4434 - X-Coordinate,STARLINK-4265 - X-Coordinate,STARLINK-1265 - X-Coordinate,STARLINK-3391 - X-Coordinate,STARLINK-30132 - X-Coordinate,STARLINK-6298 - X-Coordinate,STARLINK-31978 - X-Coordinate,STARLINK-5194 - X-Coordinate,STARLINK-5664 - X-Coordinate,STARLINK-3156 - X-Coordinate,STARLINK-31631 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-4771 - X-Coordinate,STARLINK-5748 - X-Coordinate,STARLINK-32250 - X-Coordinate,STARLINK-31064 - X-Coordinate,STARLINK-5433 - X-Coordinate,STARLINK-5845 - X-Coordinate,STARLINK-31166 - X-Coordinate,STARLINK-30590 - X-Coordinate,STARLINK-3298 - X-Coordinate,STARLINK-31517 - X-Coordinate,STARLINK-30595 - X-Coordinate,STARLINK-30067 - X-Coordinate,STARLINK-3195 - X-Coordinate,STARLINK-1474 - X-Coordinate,STARLINK-4146 - X-Coordinate,STARLINK-2492 - X-Coordinate,STARLINK-3821 - X-Coordinate,STARLINK-5757 - X-Coordinate,STARLINK-2062 - X-Coordinate,STARLINK-30186 - X-Coordinate,STARLINK-31176 - X-Coordinate,STARLINK-1773 - X-Coordinate,STARLINK-5081 - X-Coordinate,STARLINK-30259 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-5196 - X-Coordinate,STARLINK-30107 - X-Coordinate,STARLINK-11199 [DTC] - X-Coordinate,STARLINK-6325 - X-Coordinate,STARLINK-2493 - X-Coordinate,STARLINK-4253 - X-Coordinate,STARLINK-6093 - X-Coordinate,STARLINK-4536 - X-Coordinate,STARLINK-31738 - X-Coordinate,STARLINK-5460 - X-Coordinate,STARLINK-3445 - X-Coordinate,STARLINK-3772 - X-Coordinate,STARLINK-30790 - X-Coordinate,STARLINK-6377 - X-Coordinate,STARLINK-3349 - X-Coordinate,STARLINK-2502 - X-Coordinate,STARLINK-31470 - X-Coordinate,STARLINK-31273 - X-Coordinate,STARLINK-31578 - X-Coordinate,STARLINK-6258 - X-Coordinate,STARLINK-5531 - X-Coordinate,STARLINK-6068 - X-Coordinate,STARLINK-5880 - X-Coordinate,STARLINK-31489 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-3919 - X-Coordinate,STARLINK-6251 - X-Coordinate,STARLINK-3645 - X-Coordinate,STARLINK-31664 - X-Coordinate,STARLINK-2585 - X-Coordinate,STARLINK-3648 - X-Coordinate,STARLINK-4266 - X-Coordinate,STARLINK-30598 - X-Coordinate,STARLINK-31798 - X-Coordinate,STARLINK-5201 - X-Coordinate,STARLINK-3321 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-1568 - X-Coordinate,STARLINK-4664 - X-Coordinate,STARLINK-3111 - X-Coordinate,STARLINK-2728 - X-Coordinate,STARLINK-3153 - X-Coordinate,STARLINK-2210 - X-Coordinate,STARLINK-4157 - X-Coordinate,STARLINK-1502 - X-Coordinate,STARLINK-30091 - X-Coordinate,STARLINK-2550 - X-Coordinate,STARLINK-30232 - X-Coordinate,STARLINK-5356 - X-Coordinate,STARLINK-32075 - X-Coordinate,STARLINK-31565 - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-31242 - X-Coordinate,STARLINK-3781 - X-Coordinate,STARLINK-31854 - X-Coordinate,STARLINK-1011 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31003 - Y-Coordinate,STARLINK-30944 - Y-Coordinate,STARLINK-1183 - Y-Coordinate,STARLINK-3050 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-6191 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,STARLINK-4434 - Y-Coordinate,STARLINK-4265 - Y-Coordinate,STARLINK-1265 - Y-Coordinate,STARLINK-3391 - Y-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-6298 - Y-Coordinate,STARLINK-31978 - Y-Coordinate,STARLINK-5194 - Y-Coordinate,STARLINK-5664 - Y-Coordinate,STARLINK-3156 - Y-Coordinate,STARLINK-31631 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-4771 - Y-Coordinate,STARLINK-5748 - Y-Coordinate,STARLINK-32250 - Y-Coordinate,STARLINK-31064 - Y-Coordinate,STARLINK-5433 - Y-Coordinate,STARLINK-5845 - Y-Coordinate,STARLINK-31166 - Y-Coordinate,STARLINK-30590 - Y-Coordinate,STARLINK-3298 - Y-Coordinate,STARLINK-31517 - Y-Coordinate,STARLINK-30595 - Y-Coordinate,STARLINK-30067 - Y-Coordinate,STARLINK-3195 - Y-Coordinate,STARLINK-1474 - Y-Coordinate,STARLINK-4146 - Y-Coordinate,STARLINK-2492 - Y-Coordinate,STARLINK-3821 - Y-Coordinate,STARLINK-5757 - Y-Coordinate,STARLINK-2062 - Y-Coordinate,STARLINK-30186 - Y-Coordinate,STARLINK-31176 - Y-Coordinate,STARLINK-1773 - Y-Coordinate,STARLINK-5081 - Y-Coordinate,STARLINK-30259 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-5196 - Y-Coordinate,STARLINK-30107 - Y-Coordinate,STARLINK-11199 [DTC] - Y-Coordinate,STARLINK-6325 - Y-Coordinate,STARLINK-2493 - Y-Coordinate,STARLINK-4253 - Y-Coordinate,STARLINK-6093 - Y-Coordinate,STARLINK-4536 - Y-Coordinate,STARLINK-31738 - Y-Coordinate,STARLINK-5460 - Y-Coordinate,STARLINK-3445 - Y-Coordinate,STARLINK-3772 - Y-Coordinate,STARLINK-30790 - Y-Coordinate,STARLINK-6377 - Y-Coordinate,STARLINK-3349 - Y-Coordinate,STARLINK-2502 - Y-Coordinate,STARLINK-31470 - Y-Coordinate,STARLINK-31273 - Y-Coordinate,STARLINK-31578 - Y-Coordinate,STARLINK-6258 - Y-Coordinate,STARLINK-5531 - Y-Coordinate,STARLINK-6068 - Y-Coordinate,STARLINK-5880 - Y-Coordinate,STARLINK-31489 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-3919 - Y-Coordinate,STARLINK-6251 - Y-Coordinate,STARLINK-3645 - Y-Coordinate,STARLINK-31664 - Y-Coordinate,STARLINK-2585 - Y-Coordinate,STARLINK-3648 - Y-Coordinate,STARLINK-4266 - Y-Coordinate,STARLINK-30598 - Y-Coordinate,STARLINK-31798 - Y-Coordinate,STARLINK-5201 - Y-Coordinate,STARLINK-3321 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-1568 - Y-Coordinate,STARLINK-4664 - Y-Coordinate,STARLINK-3111 - Y-Coordinate,STARLINK-2728 - Y-Coordinate,STARLINK-3153 - Y-Coordinate,STARLINK-2210 - Y-Coordinate,STARLINK-4157 - Y-Coordinate,STARLINK-1502 - Y-Coordinate,STARLINK-30091 - Y-Coordinate,STARLINK-2550 - Y-Coordinate,STARLINK-30232 - Y-Coordinate,STARLINK-5356 - Y-Coordinate,STARLINK-32075 - Y-Coordinate,STARLINK-31565 - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-31242 - Y-Coordinate,STARLINK-3781 - Y-Coordinate,STARLINK-31854 - Y-Coordinate,STARLINK-1011 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31003 - Z-Coordinate,STARLINK-30944 - Z-Coordinate,STARLINK-1183 - Z-Coordinate,STARLINK-3050 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-6191 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,STARLINK-4434 - Z-Coordinate,STARLINK-4265 - Z-Coordinate,STARLINK-1265 - Z-Coordinate,STARLINK-3391 - Z-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-6298 - Z-Coordinate,STARLINK-31978 - Z-Coordinate,STARLINK-5194 - Z-Coordinate,STARLINK-5664 - Z-Coordinate,STARLINK-3156 - Z-Coordinate,STARLINK-31631 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-4771 - Z-Coordinate,STARLINK-5748 - Z-Coordinate,STARLINK-32250 - Z-Coordinate,STARLINK-31064 - Z-Coordinate,STARLINK-5433 - Z-Coordinate,STARLINK-5845 - Z-Coordinate,STARLINK-31166 - Z-Coordinate,STARLINK-30590 - Z-Coordinate,STARLINK-3298 - Z-Coordinate,STARLINK-31517 - Z-Coordinate,STARLINK-30595 - Z-Coordinate,STARLINK-30067 - Z-Coordinate,STARLINK-3195 - Z-Coordinate,STARLINK-1474 - Z-Coordinate,STARLINK-4146 - Z-Coordinate,STARLINK-2492 - Z-Coordinate,STARLINK-3821 - Z-Coordinate,STARLINK-5757 - Z-Coordinate,STARLINK-2062 - Z-Coordinate,STARLINK-30186 - Z-Coordinate,STARLINK-31176 - Z-Coordinate,STARLINK-1773 - Z-Coordinate,STARLINK-5081 - Z-Coordinate,STARLINK-30259 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-5196 - Z-Coordinate,STARLINK-30107 - Z-Coordinate,STARLINK-11199 [DTC] - Z-Coordinate,STARLINK-6325 - Z-Coordinate,STARLINK-2493 - Z-Coordinate,STARLINK-4253 - Z-Coordinate,STARLINK-6093 - Z-Coordinate,STARLINK-4536 - Z-Coordinate,STARLINK-31738 - Z-Coordinate,STARLINK-5460 - Z-Coordinate,STARLINK-3445 - Z-Coordinate,STARLINK-3772 - Z-Coordinate,STARLINK-30790 - Z-Coordinate,STARLINK-6377 - Z-Coordinate,STARLINK-3349 - Z-Coordinate,STARLINK-2502 - Z-Coordinate,STARLINK-31470 - Z-Coordinate,STARLINK-31273 - Z-Coordinate,STARLINK-31578 - Z-Coordinate,STARLINK-6258 - Z-Coordinate,STARLINK-5531 - Z-Coordinate,STARLINK-6068 - Z-Coordinate,STARLINK-5880 - Z-Coordinate,STARLINK-31489 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-3919 - Z-Coordinate,STARLINK-6251 - Z-Coordinate,STARLINK-3645 - Z-Coordinate,STARLINK-31664 - Z-Coordinate,STARLINK-2585 - Z-Coordinate,STARLINK-3648 - Z-Coordinate,STARLINK-4266 - Z-Coordinate,STARLINK-30598 - Z-Coordinate,STARLINK-31798 - Z-Coordinate,STARLINK-5201 - Z-Coordinate,STARLINK-3321 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-1568 - Z-Coordinate,STARLINK-4664 - Z-Coordinate,STARLINK-3111 - Z-Coordinate,STARLINK-2728 - Z-Coordinate,STARLINK-3153 - Z-Coordinate,STARLINK-2210 - Z-Coordinate,STARLINK-4157 - Z-Coordinate,STARLINK-1502 - Z-Coordinate,STARLINK-30091 - Z-Coordinate,STARLINK-2550 - Z-Coordinate,STARLINK-30232 - Z-Coordinate,STARLINK-5356 - Z-Coordinate,STARLINK-32075 - Z-Coordinate,STARLINK-31565 - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-31242 - Z-Coordinate,STARLINK-3781 - Z-Coordinate,STARLINK-31854 - Z-Coordinate,STARLINK-1011 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6667.6463,4593.9086,344.8365,2664.0422,-3762.6771,4166.4979,-1367.1733,-70.3479,-543.7046,5216.4884,-4414.3679,2791.5036,-4196.8997,198.0156,-1674.2855,4377.8423,-4250.6746,1488.5951,-6102.4501,537.5533,-6632.1150,-4065.7446,-6261.8962,5220.2208,-3944.9424,2791.6529,-4036.2687,-5552.2923,3894.0849,-1585.4913,1366.0643,-6028.5379,5443.6035,-2296.7496,3420.6106,-2696.1524,-5007.2818,923.9732,-5940.4817,4484.1669,-5526.8385,-2717.5391,5786.7416,5410.4353,-4307.1959,-4960.3266,-912.0558,-5487.0477,-84.8557,-3765.9841,-5337.6822,-5465.0785,-5162.5409,5120.1396,-3995.1872,-4365.9873,-4006.5781,3166.8952,4626.3894,-2846.5823,1391.3529,2853.4592,5672.0802,-1848.8255,-5382.0023,4601.6747,5137.7344,-5142.5324,-6573.7000,3115.7709,-1795.3199,3864.1482,2117.9357,-6455.9501,-416.9658,-2539.6178,6164.8519,140.3941,-5435.4431,-4090.3321,1988.9604,1295.6964,-1081.9631,-5381.4040,3911.3749,6390.3418,-2051.6498,6790.5065,-6419.1346,-5743.8877,-1346.1329,2124.0498,-5953.2697,3578.7916,2444.2092,-3017.1983,-4684.5873,-6119.7879,-2203.1306,-3564.1315,-39707.5827,-64495.6477,-52763.5361,-52785.4495,-58682.9848,-58799.8468,-60979.7521,-58019.6862,48094239.7329,48069789.0560,48113656.5386,48103647.0581,-57813.8628,48112976.3708,1482.1464,2328.1506,-5945.4859,4082.4479,-5739.1809,3954.2873,5910.3866,4586.9854,4106.7313,2608.2410,4874.5534,6043.8995,-4147.0776,-4039.9939,-6685.0344,3578.0672,3229.4350,-4877.8141,362.2489,6115.8314,1856.0600,4269.0020,-2158.1806,931.7097,-5662.0085,6224.0969,5593.0186,3204.2511,4769.8806,-4117.9185,4914.8749,-3122.7517,-4274.5892,3677.0534,-2508.4956,-6119.1269,-993.6748,4075.9542,-3096.8875,4329.3994,-3210.5154,1085.4754,-1895.0182,-3441.0412,2210.4234,1025.8164,-3974.3285,1034.7627,-6278.1677,4410.3019,-4318.9057,3984.0075,-1175.4799,-3279.6038,-1290.5580,-2113.9638,4469.9640,-3959.3037,1904.2273,4440.9713,-4965.3936,4223.4334,2047.6927,6133.6760,2902.7261,-5257.0996,-811.6434,450.8306,-71.1995,3917.2697,-4831.8437,-1420.5006,5595.2869,411.6031,-4682.1859,3279.6970,2493.9403,6065.1947,-3781.7934,-5553.0175,4839.2822,-6238.1088,-4976.3976,3298.7950,1945.0387,-2475.1328,5043.0790,-324.4974,650.3606,3433.8151,4999.4213,5747.0106,2911.2218,-3277.4211,-5481.3155,-4766.4650,1774.9954,-695.7511,4630.6335,2558.0231,355452.2058,348306.8368,349709.7678,353648.9960,359861.0899,357201.2604,350502.3600,351634.4630,296905427.5025,296898423.8752,296891469.7468,296899926.3812,352363.6077,296898254.0523,1083.1055,-4706.6202,3386.8885,-4978.5627,390.9292,-3876.3024,3292.9408,-5185.0832,5487.1548,-3505.1320,2097.4008,1845.7339,3621.4693,-5391.9090,-117.4362,3979.5319,-4279.9095,-4521.7498,3131.6693,-3162.7539,-603.7586,3519.1177,1674.4656,-4411.8254,23.4496,-534.6650,-897.2825,-2545.6357,-2840.1037,5195.2343,4685.8586,576.9302,-311.1346,-5379.3134,5451.0781,1652.6695,-4697.5523,-5351.1925,1556.5351,-3017.5852,2612.8139,-6304.7051,3269.5583,-2371.4465,-4946.8556,4714.9407,5370.3139,-4163.4760,2887.0033,3710.0502,-431.7742,1379.1608,4244.4766,-3373.6308,5439.1879,-4897.1101,-3448.8624,-4723.4578,4747.7221,4425.5886,-4490.1260,-4556.9204,-3219.3396,-2605.5812,3108.7880,110.4333,4547.5611,4492.4640,1506.0860,4742.0710,4643.5481,-5501.8119,-3267.9251,2211.5529,-5045.9745,5501.3376,-1973.5014,3077.6121,1972.7289,-370.1873,-4471.1852,2283.9311,4660.7856,-2819.4843,5303.3439,-942.6685,4089.8770,1148.4294,-2485.1023,1713.0979,4468.7638,3246.4721,-1929.8266,4802.9142,3265.2531,-4029.9618,4591.6504,2509.9008,4463.6231,-5302.3985,-105917.4661,-107629.4847,-106780.8600,-108325.7021,-103407.3138,-110816.6793,-117740.1409,-110685.3163,-88993242.1228,-89010467.1902,-89005341.9030,-88991336.6640,-109056.9117,-88989387.1800,
300.000,6440.8102,5167.0210,-1035.9001,4096.8734,-4526.7024,4831.8814,256.6289,-549.4362,1634.2063,4873.8670,-3618.9588,4228.8046,-4845.1529,-1980.7458,-2758.9165,5806.5698,-3796.4824,-486.0827,-6474.8410,1835.7223,-6030.8747,-2237.0804,-6795.9380,4381.9822,-4980.7686,3980.1903,-2508.8421,-4069.9440,5184.8348,-3154.7753,3386.4793,-6136.2946,4494.9357,-747.8271,2325.1086,-3861.9738,-5358.4426,2868.1699,-6065.5248,5043.9147,-6470.0279,-3064.0437,5540.2872,3922.7169,-2391.8357,-4259.4516,-2928.4296,-3875.4899,-1424.8616,-1895.2725,-5944.7082,-4761.8681,-5835.7824,3612.6974,-4802.3055,-5695.3283,-2099.0343,1383.0373,4278.8799,-824.1276,-773.3866,3645.0067,6535.5951,-37.2437,-4825.1489,3883.9963,4930.3546,-4362.8938,-6635.5317,3808.9932,-3592.0757,2978.8638,3452.3668,-6607.8323,-2311.9607,-848.5203,6832.9221,1854.9514,-5481.0031,-4797.0049,3107.3223,-187.4380,-2535.9409,-3826.0344,4144.2384,5862.5424,-130.7320,6690.7637,-5360.2816,-4350.2895,87.6980,3832.0222,-4607.6047,2834.9262,471.8089,-2953.3177,-3531.7078,-6584.4874,-382.8429,-2701.0026,-47171.4697,-72072.1976,-60247.4100,-60325.8384,-66116.4047,-66194.3852,-68377.2189,-65886.5005,41602702.2996,41578357.5285,41622711.2400,41611934.9968,-65217.2241,41621423.1296,-125.2934,259.7191,-6534.2288,4526.4902,-4697.4801,2015.0092,5177.7520,2685.7124,4022.2553,786.0876,5871.7926,5454.7956,-2243.1975,-4009.2996,-6085.0732,2328.9556,4885.9295,-5558.2683,1754.9771,4941.7183,3241.8297,4470.4537,-701.0288,-897.1476,-4535.0411,5184.5635,6050.1898,3876.4332,4217.8796,-2604.3507,4301.1246,-1809.2670,-5054.2212,5034.5889,-4303.5488,-5704.2871,1087.4087,3052.2004,-1411.5876,2508.2695,-2247.0118,3081.6321,-3622.5512,-4055.9345,2377.0816,3057.1866,-3084.9878,1607.1227,-6656.1573,4517.1142,-2877.2055,4981.0672,717.1318,-3226.2057,660.1683,-773.1199,4999.3072,-5134.7540,-147.0572,4378.5874,-4950.6345,2320.4352,524.5626,5819.6706,4536.9567,-5373.7902,-2863.5134,2471.3676,1174.7946,1956.1273,-3642.9549,-3390.7868,4136.8562,1705.7628,-5084.3775,4590.2463,1084.8750,5136.9288,-2263.9960,-4487.7287,3145.3912,-5602.5582,-3514.5509,3929.5045,-221.2816,-3561.9391,4568.3888,-1533.7664,1869.8285,4416.8923,6053.1029,5437.0201,4007.9343,-5008.5369,-5384.6179,-3081.1943,3624.3262,589.0010,5627.9906,4411.3881,354666.0529,346930.9449,348341.8717,352265.7416,358640.1801,355847.9725,349308.3866,350398.4043,297887938.3695,297880122.8519,297874010.7351,297881966.6046,351111.4096,297880861.5301,2510.2773,-4679.9405,1789.4429,-3357.0258,2158.1317,-4540.7038,4554.2636,-6358.0824,5331.6303,-4683.8766,324.6781,341.1003,4404.9267,-5043.1375,1683.6167,2947.5147,-2918.2226,-3913.5590,1483.9852,-4462.6677,943.1736,4704.2838,148.8938,-5251.6928,-1505.8644,-2028.7281,-2344.9928,-3999.7455,-1135.5600,5451.5651,4245.5991,2338.2507,1489.7685,-4671.0773,4877.7388,-150.0704,-4269.1681,-5344.1873,2914.3965,-4029.0054,895.6979,-5425.2544,1994.2591,-3861.1811,-6045.7995,4517.1426,5232.3761,-5560.9396,1206.7018,4834.7550,-1931.7096,-432.4572,3390.9569,-4990.9975,4871.4262,-3803.5458,-4305.2014,-4442.2888,5405.8086,5247.5244,-4651.9619,-5298.7312,-1930.0772,-3737.5105,1793.3274,2196.8104,3904.3461,4657.0035,-320.1685,5402.7195,4686.3823,-5181.2404,-4176.6068,444.9759,-4043.8665,5068.8903,-482.3409,4053.1858,3540.7171,-2139.4944,-5274.3976,3788.4799,5372.0992,-4209.9785,5475.2535,874.3481,5045.6135,-669.2390,-3948.7354,3042.7556,3186.9550,1965.3829,-3218.7553,3677.5288,4177.0034,-5464.5158,4535.6170,752.1258,3797.1666,-4538.9809,-105849.0808,-107560.1871,-106659.9936,-108417.0348,-103294.9012,-110451.4717,-117722.6086,-110492.8321,-88989489.0406,-89006631.1532,-89001144.0864,-88987857.5598,-108975.0929,-88985386.6707,
600.000,5594.3340,5292.9161,-2291.3560,5090.6692,-4852.8018,5073.1967,1895.5280,-880.3581,3645.8844,4067.2486,-2464.6513,5249.3180,-5065.0407,-3940.6533,-3584.4676,6672.8025,-2983.8700,-2388.3608,-6196.5512,2998.7966,-4836.1449,-164.0196,-6640.5155,3151.3063,-5539.1564,4785.9972,-725.0711,-2170.9840,5917.8764,-4443.7054,5081.8206,-5618.6330,3090.2754,832.1070,1050.0264,-4640.0989,-5230.4255,4539.6988,-5607.3120,5151.8612,-6764.2853,-3168.4896,4767.4041,2019.6063,-225.8532,-3186.9509,-4652.6709,-1882.2487,-2609.9069,184.9541,-5975.0292,-3578.6595,-5929.4632,1717.6598,-5170.0086,-6468.7550,18.7368,-506.5004,3560.6934,1298.6457,-2863.2007,4122.2908,6741.3777,1803.9697,-3800.5954,2756.3200,4277.9767,-3185.6191,-5983.3951,4181.7445,-5067.6008,1848.5243,4474.4263,-6080.2907,-3950.2347,885.9997,6838.7344,3412.7624,-5009.8802,-5045.0453,3969.8080,-1689.5519,-3788.6202,-1881.3558,4020.3256,4746.4094,1834.9168,5917.8440,-3778.3156,-2523.2889,1479.0062,5157.8554,-2806.2147,1840.7339,-1568.3127,-2657.7287,-2054.5246,-6313.2796,1448.9506,-1616.5712,-54621.2815,-79613.8744,-67706.2889,-67847.6265,-73524.0955,-73554.3165,-75750.0866,-73678.2807,35091198.1831,35066976.1265,35111797.4760,35100311.0866,-72593.5596,35109899.4926,-1742.7951,-1820.4343,-6461.6064,4549.8992,-3166.7806,-118.4629,3959.5629,481.4385,3592.6379,-1149.3513,6279.5334,4333.5479,-119.1732,-3607.0789,-4867.7953,880.7827,6029.9336,-5702.6118,2953.9141,3291.2752,4318.8927,4268.9473,825.7151,-2674.8046,-2954.2513,3615.7150,5943.2509,4205.0106,3229.0580,-863.0939,3311.2507,-284.1019,-5346.2368,5920.9195,-5689.2326,-4713.8826,3048.3814,1763.5785,434.7280,434.6534,-1068.9258,4743.9153,-4983.9894,-4296.2455,2380.3356,4801.3270,-1922.4688,2090.5456,-6375.3960,4220.9414,-1136.5858,5483.0379,2511.8190,-2908.4368,2513.3291,605.2003,5084.1029,-5844.9269,-2205.8385,3933.0054,-4481.7000,188.9067,-1033.3299,4963.3248,5708.3092,-4972.2190,-4627.2444,4262.2462,2298.1449,-192.4627,-2140.1515,-5036.1247,2268.4024,2819.1738,-5015.4745,5480.3027,-424.7057,3703.0113,-493.7361,-2961.1555,1154.1686,-4392.9311,-1734.6214,4216.4106,-2361.1327,-4302.9436,3667.5864,-2596.4470,2947.1278,4995.7123,6499.6356,4616.1011,4742.3000,-6221.5877,-4778.5343,-1061.6796,5123.2056,1798.8329,6072.2747,5828.9446,353722.8740,345393.4990,346818.8026,350717.3750,357262.0690,354325.7666,347959.1372,349040.3370,298728530.9240,298719908.0038,298714660.9806,298722077.9717,349703.6576,298721549.7357,3666.5735,-4162.5543,-6.2803,-1381.7475,3688.0848,-4719.4674,5322.3145,-6851.1583,4593.0841,-5334.1602,-1483.2693,-1200.4439,4715.5339,-4109.2143,3301.0323,1597.8122,-1231.7467,-2865.1870,-326.9512,-5280.5187,2388.1451,5372.0320,-1393.3477,-5522.7481,-2871.8169,-3297.0965,-3544.2752,-5020.0012,699.3322,5096.1978,3350.6594,3835.7983,3130.6452,-3458.7023,3778.0018,-1936.4693,-3385.3913,-4730.7973,3952.6925,-4608.4682,-918.4305,-3971.5051,503.6481,-4920.7676,-6497.5326,3834.2602,4488.1850,-6373.6145,-603.9573,5431.9820,-3220.1968,-2197.2192,2151.1815,-6080.5811,3769.8336,-2296.1979,-4699.6611,-3685.7647,5477.9318,5497.5775,-4295.9944,-5451.3191,-425.2323,-4467.0448,279.8675,4053.2037,2839.7084,4304.5476,-2109.2543,5477.2082,4229.8088,-4292.9013,-4616.1008,-1371.2640,-2602.5916,4085.5413,1060.4090,4570.1803,4725.8146,-3677.3959,-5502.4273,4857.7584,5502.6892,-5146.9516,5047.1938,2596.9823,5432.9631,-2414.1396,-4987.1130,4043.1052,1550.5271,474.1436,-4158.9808,2141.0375,4622.3226,-6316.3439,3965.5201,-1096.5644,2700.7216,-3279.9610,-105780.8330,-107491.9680,-106543.4601,-108510.1882,-103185.3616,-110081.1625,-117700.4619,-110187.2098,-88985733.8465,-89002794.1200,-88996934.1423,-88984368.3061,-108893.1992,-88981385.9045,
