sl_100_5400_20300819 Coordinates.csv
2030/08/19 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:45 2024,
Start: 2030/08/19 07:47:00.00, Stop: 2030/08/19 09:17:00.00,
TIME_UNITS,STARLINK-2416 - X-Coordinate,STARLINK-30602 - X-Coordinate,STARLINK-31444 - X-Coordinate,STARLINK-1876 - X-Coordinate,STARLINK-5006 - X-Coordinate,STARLINK-6176 - X-Coordinate,STARLINK-1657 - X-Coordinate,STARLINK-4429 - X-Coordinate,STARLINK-4663 - X-Coordinate,STARLINK-4677 - X-Coordinate,STARLINK-30296 - X-Coordinate,STARLINK-2526 - X-Coordinate,STARLINK-5672 - X-Coordinate,STARLINK-4513 - X-Coordinate,STARLINK-11093 [DTC] - X-Coordinate,STARLINK-31075 - X-Coordinate,STARLINK-31074 - X-Coordinate,STARLINK-30036 - X-Coordinate,STARLINK-5065 - X-Coordinate,STARLINK-31330 - X-Coordinate,STARLINK-30120 - X-Coordinate,STARLINK-3703 - X-Coordinate,STARLINK-6225 - X-Coordinate,STARLINK-1712 - X-Coordinate,STARLINK-1282 - X-Coordinate,STARLINK-2699 - X-Coordinate,STARLINK-4492 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-30083 - X-Coordinate,STARLINK-30189 - X-Coordinate,STARLINK-5821 - X-Coordinate,STARLINK-1965 - X-Coordinate,STARLINK-3391 - X-Coordinate,STARLINK-6068 - X-Coordinate,STARLINK-2065 - X-Coordinate,STARLINK-5000 - X-Coordinate,STARLINK-32031 - X-Coordinate,STARLINK-31489 - X-Coordinate,STARLINK-30556 - X-Coordinate,STARLINK-3656 - X-Coordinate,STARLINK-3759 - X-Coordinate,STARLINK-1456 - X-Coordinate,STARLINK-30085 - X-Coordinate,STARLINK-11193 [DTC] - X-Coordinate,STARLINK-5837 - X-Coordinate,STARLINK-30983 - X-Coordinate,STARLINK-4700 - X-Coordinate,STARLINK-30702 - X-Coordinate,STARLINK-30752 - X-Coordinate,STARLINK-4538 - X-Coordinate,STARLINK-3893 - X-Coordinate,STARLINK-2531 - X-Coordinate,STARLINK-3105 - X-Coordinate,STARLINK-4770 - X-Coordinate,STARLINK-4479 - X-Coordinate,STARLINK-4769 - X-Coordinate,STARLINK-3957 - X-Coordinate,STARLINK-2497 - X-Coordinate,STARLINK-5441 - X-Coordinate,STARLINK-31420 - X-Coordinate,STARLINK-5655 - X-Coordinate,STARLINK-1678 - X-Coordinate,STARLINK-31872 - X-Coordinate,STARLINK-30152 - X-Coordinate,STARLINK-3636 - X-Coordinate,STARLINK-3647 - X-Coordinate,STARLINK-31544 - X-Coordinate,STARLINK-3873 - X-Coordinate,STARLINK-30846 - X-Coordinate,STARLINK-5053 - X-Coordinate,STARLINK-31321 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-1987 - X-Coordinate,STARLINK-31428 - X-Coordinate,STARLINK-3716 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-31669 - X-Coordinate,STARLINK-31771 - X-Coordinate,STARLINK-31808 - X-Coordinate,STARLINK-5008 - X-Coordinate,STARLINK-6294 - X-Coordinate,STARLINK-5882 - X-Coordinate,STARLINK-3892 - X-Coordinate,STARLINK-30576 - X-Coordinate,STARLINK-5015 - X-Coordinate,STARLINK-5126 - X-Coordinate,STARLINK-1020 - X-Coordinate,STARLINK-4032 - X-Coordinate,STARLINK-31079 - X-Coordinate,STARLINK-3242 - X-Coordinate,STARLINK-4129 - X-Coordinate,STARLINK-31195 - X-Coordinate,STARLINK-30755 - X-Coordinate,STARLINK-1694 - X-Coordinate,STARLINK-5607 - X-Coordinate,STARLINK-5983 - X-Coordinate,STARLINK-2674 - X-Coordinate,STARLINK-5827 - X-Coordinate,STARLINK-1079 - X-Coordinate,STARLINK-5263 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2416 - Y-Coordinate,STARLINK-30602 - Y-Coordinate,STARLINK-31444 - Y-Coordinate,STARLINK-1876 - Y-Coordinate,STARLINK-5006 - Y-Coordinate,STARLINK-6176 - Y-Coordinate,STARLINK-1657 - Y-Coordinate,STARLINK-4429 - Y-Coordinate,STARLINK-4663 - Y-Coordinate,STARLINK-4677 - Y-Coordinate,STARLINK-30296 - Y-Coordinate,STARLINK-2526 - Y-Coordinate,STARLINK-5672 - Y-Coordinate,STARLINK-4513 - Y-Coordinate,STARLINK-11093 [DTC] - Y-Coordinate,STARLINK-31075 - Y-Coordinate,STARLINK-31074 - Y-Coordinate,STARLINK-30036 - Y-Coordinate,STARLINK-5065 - Y-Coordinate,STARLINK-31330 - Y-Coordinate,STARLINK-30120 - Y-Coordinate,STARLINK-3703 - Y-Coordinate,STARLINK-6225 - Y-Coordinate,STARLINK-1712 - Y-Coordinate,STARLINK-1282 - Y-Coordinate,STARLINK-2699 - Y-Coordinate,STARLINK-4492 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-30083 - Y-Coordinate,STARLINK-30189 - Y-Coordinate,STARLINK-5821 - Y-Coordinate,STARLINK-1965 - Y-Coordinate,STARLINK-3391 - Y-Coordinate,STARLINK-6068 - Y-Coordinate,STARLINK-2065 - Y-Coordinate,STARLINK-5000 - Y-Coordinate,STARLINK-32031 - Y-Coordinate,STARLINK-31489 - Y-Coordinate,STARLINK-30556 - Y-Coordinate,STARLINK-3656 - Y-Coordinate,STARLINK-3759 - Y-Coordinate,STARLINK-1456 - Y-Coordinate,STARLINK-30085 - Y-Coordinate,STARLINK-11193 [DTC] - Y-Coordinate,STARLINK-5837 - Y-Coordinate,STARLINK-30983 - Y-Coordinate,STARLINK-4700 - Y-Coordinate,STARLINK-30702 - Y-Coordinate,STARLINK-30752 - Y-Coordinate,STARLINK-4538 - Y-Coordinate,STARLINK-3893 - Y-Coordinate,STARLINK-2531 - Y-Coordinate,STARLINK-3105 - Y-Coordinate,STARLINK-4770 - Y-Coordinate,STARLINK-4479 - Y-Coordinate,STARLINK-4769 - Y-Coordinate,STARLINK-3957 - Y-Coordinate,STARLINK-2497 - Y-Coordinate,STARLINK-5441 - Y-Coordinate,STARLINK-31420 - Y-Coordinate,STARLINK-5655 - Y-Coordinate,STARLINK-1678 - Y-Coordinate,STARLINK-31872 - Y-Coordinate,STARLINK-30152 - Y-Coordinate,STARLINK-3636 - Y-Coordinate,STARLINK-3647 - Y-Coordinate,STARLINK-31544 - Y-Coordinate,STARLINK-3873 - Y-Coordinate,STARLINK-30846 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,STARLINK-31321 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-1987 - Y-Coordinate,STARLINK-31428 - Y-Coordinate,STARLINK-3716 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-31669 - Y-Coordinate,STARLINK-31771 - Y-Coordinate,STARLINK-31808 - Y-Coordinate,STARLINK-5008 - Y-Coordinate,STARLINK-6294 - Y-Coordinate,STARLINK-5882 - Y-Coordinate,STARLINK-3892 - Y-Coordinate,STARLINK-30576 - Y-Coordinate,STARLINK-5015 - Y-Coordinate,STARLINK-5126 - Y-Coordinate,STARLINK-1020 - Y-Coordinate,STARLINK-4032 - Y-Coordinate,STARLINK-31079 - Y-Coordinate,STARLINK-3242 - Y-Coordinate,STARLINK-4129 - Y-Coordinate,STARLINK-31195 - Y-Coordinate,STARLINK-30755 - Y-Coordinate,STARLINK-1694 - Y-Coordinate,STARLINK-5607 - Y-Coordinate,STARLINK-5983 - Y-Coordinate,STARLINK-2674 - Y-Coordinate,STARLINK-5827 - Y-Coordinate,STARLINK-1079 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2416 - Z-Coordinate,STARLINK-30602 - Z-Coordinate,STARLINK-31444 - Z-Coordinate,STARLINK-1876 - Z-Coordinate,STARLINK-5006 - Z-Coordinate,STARLINK-6176 - Z-Coordinate,STARLINK-1657 - Z-Coordinate,STARLINK-4429 - Z-Coordinate,STARLINK-4663 - Z-Coordinate,STARLINK-4677 - Z-Coordinate,STARLINK-30296 - Z-Coordinate,STARLINK-2526 - Z-Coordinate,STARLINK-5672 - Z-Coordinate,STARLINK-4513 - Z-Coordinate,STARLINK-11093 [DTC] - Z-Coordinate,STARLINK-31075 - Z-Coordinate,STARLINK-31074 - Z-Coordinate,STARLINK-30036 - Z-Coordinate,STARLINK-5065 - Z-Coordinate,STARLINK-31330 - Z-Coordinate,STARLINK-30120 - Z-Coordinate,STARLINK-3703 - Z-Coordinate,STARLINK-6225 - Z-Coordinate,STARLINK-1712 - Z-Coordinate,STARLINK-1282 - Z-Coordinate,STARLINK-2699 - Z-Coordinate,STARLINK-4492 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-30083 - Z-Coordinate,STARLINK-30189 - Z-Coordinate,STARLINK-5821 - Z-Coordinate,STARLINK-1965 - Z-Coordinate,STARLINK-3391 - Z-Coordinate,STARLINK-6068 - Z-Coordinate,STARLINK-2065 - Z-Coordinate,STARLINK-5000 - Z-Coordinate,STARLINK-32031 - Z-Coordinate,STARLINK-31489 - Z-Coordinate,STARLINK-30556 - Z-Coordinate,STARLINK-3656 - Z-Coordinate,STARLINK-3759 - Z-Coordinate,STARLINK-1456 - Z-Coordinate,STARLINK-30085 - Z-Coordinate,STARLINK-11193 [DTC] - Z-Coordinate,STARLINK-5837 - Z-Coordinate,STARLINK-30983 - Z-Coordinate,STARLINK-4700 - Z-Coordinate,STARLINK-30702 - Z-Coordinate,STARLINK-30752 - Z-Coordinate,STARLINK-4538 - Z-Coordinate,STARLINK-3893 - Z-Coordinate,STARLINK-2531 - Z-Coordinate,STARLINK-3105 - Z-Coordinate,STARLINK-4770 - Z-Coordinate,STARLINK-4479 - Z-Coordinate,STARLINK-4769 - Z-Coordinate,STARLINK-3957 - Z-Coordinate,STARLINK-2497 - Z-Coordinate,STARLINK-5441 - Z-Coordinate,STARLINK-31420 - Z-Coordinate,STARLINK-5655 - Z-Coordinate,STARLINK-1678 - Z-Coordinate,STARLINK-31872 - Z-Coordinate,STARLINK-30152 - Z-Coordinate,STARLINK-3636 - Z-Coordinate,STARLINK-3647 - Z-Coordinate,STARLINK-31544 - Z-Coordinate,STARLINK-3873 - Z-Coordinate,STARLINK-30846 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,STARLINK-31321 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-1987 - Z-Coordinate,STARLINK-31428 - Z-Coordinate,STARLINK-3716 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-31669 - Z-Coordinate,STARLINK-31771 - Z-Coordinate,STARLINK-31808 - Z-Coordinate,STARLINK-5008 - Z-Coordinate,STARLINK-6294 - Z-Coordinate,STARLINK-5882 - Z-Coordinate,STARLINK-3892 - Z-Coordinate,STARLINK-30576 - Z-Coordinate,STARLINK-5015 - Z-Coordinate,STARLINK-5126 - Z-Coordinate,STARLINK-1020 - Z-Coordinate,STARLINK-4032 - Z-Coordinate,STARLINK-31079 - Z-Coordinate,STARLINK-3242 - Z-Coordinate,STARLINK-4129 - Z-Coordinate,STARLINK-31195 - Z-Coordinate,STARLINK-30755 - Z-Coordinate,STARLINK-1694 - Z-Coordinate,STARLINK-5607 - Z-Coordinate,STARLINK-5983 - Z-Coordinate,STARLINK-2674 - Z-Coordinate,STARLINK-5827 - Z-Coordinate,STARLINK-1079 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4008.3981,-6844.1164,0.0000,-1151.1374,-3969.5928,4401.5577,-2274.7409,-875.4592,-3557.6307,-5774.5157,-1827.1131,-6887.7756,-5613.5324,-5256.9907,2989.0329,-1907.8065,-513.4795,4522.5924,6085.0229,-3159.0263,-3332.7997,953.8254,-6835.0327,-682.3910,886.6490,2828.1350,-4612.8699,-4342.5399,-5161.7013,-1607.1627,-4911.7046,4144.2203,4242.0612,-6332.5240,6509.6091,2266.0684,-2193.2341,2534.6372,-4014.5857,6678.3196,-821.0136,-627.5670,-6530.9560,0.0000,6032.8659,-822.0338,5266.6413,1382.7422,-4004.4399,-3623.6097,3379.9655,-1326.9205,-958.0547,1852.6496,-4049.6850,-3922.6912,-2866.9772,-3487.8068,-2835.2023,-3279.4556,2439.0893,296.9463,-6436.3093,5722.5028,-6004.1181,-474.8049,5005.8306,-2928.7131,-2618.4413,3480.6580,5704.5750,-4485.4332,1421.0917,120.1232,-2849.8229,-5483.3188,423.9635,5006.4335,-1238.0772,0.0000,4429.3860,-1914.5331,-4943.4419,-6117.9667,4873.3689,5401.3050,1596.7652,4836.0956,1314.0425,1675.7944,4421.7841,-701.5225,1370.6254,3923.2595,-6768.5395,-1215.9850,-964.1240,-5457.5540,0.0000,-3030.3109,-248539.4165,-235307.6316,-249595.7751,-246768.6752,-238210.8270,-240127.3244,-242643.7613,-244866.7135,-264713860.3958,-264690609.7556,-264720225.1506,-264722756.8615,-243973.6231,-264714121.0787,3653.3252,1026.7316,0.0000,5167.9517,2328.1044,-5329.3922,6465.9664,-3902.6732,-2678.7479,3603.9134,-6586.2605,768.4291,562.9707,-108.3103,5994.6451,-4954.0138,6568.9369,5068.0770,3214.8033,-3730.4268,5978.4832,-4526.8008,347.1536,-6680.4160,-6795.2285,3107.3655,4435.5084,-600.4481,3394.1225,-6491.8880,-4347.9467,5319.6892,-310.8471,-254.8573,-1239.0292,-4715.4278,-6110.9144,4621.3561,2836.4680,-1630.1863,-4635.3775,-5562.6016,-2193.8309,0.0000,3421.8025,-5013.5860,-2360.6763,-3999.2906,5357.9587,5175.0539,5110.6324,6640.5687,4014.8612,-3738.9836,617.6266,-4480.1576,4088.6769,3330.0522,-3621.6800,-2426.5198,6303.6526,-6486.2016,-2134.1881,1156.0312,-130.0640,-5425.2822,-1.9451,3159.8185,-4756.7594,-4313.2035,-2.3530,4460.1095,-4239.5981,6702.7221,5338.9669,-1287.3267,-4950.9637,380.8104,5028.2962,0.0000,-2559.5723,-2325.9236,443.4869,-175.6832,-4852.2406,1575.9183,-3838.0040,-3992.9301,5015.9259,-5343.8419,-2027.6492,5233.8739,4991.3207,-3378.2067,701.9177,-6734.6648,-6637.5896,102.7207,0.0000,2995.6250,-311409.6655,-298186.0165,-294865.2355,-298803.0823,-300183.8053,-297582.6432,-291409.2804,-294951.4659,223665574.0221,223701744.5075,223674509.8301,223681975.2616,-294960.0881,223682997.8114,-3926.7857,588.1067,0.0000,-4151.5621,-5166.0691,208.1813,107.8498,-5671.4583,-5301.7025,-1170.3222,-253.6313,-8.9216,3959.9795,4468.2654,806.2488,4404.4205,-1007.3354,-1294.9945,-986.5079,4754.5361,-1204.9264,5089.2121,-1123.0626,1535.2869,770.7589,-5424.9843,2553.3964,5202.5078,-3081.8505,1709.6989,2224.2107,-199.6601,5427.4210,-2950.9000,1460.1745,4513.3535,-2095.3984,-4389.7660,-4778.8200,-678.2070,5025.0715,-3571.2653,-767.3119,0.0000,127.3145,4714.3235,3788.9740,-5419.1395,-1292.8397,-2743.7227,-3184.8552,-1059.4607,5516.8581,-5433.5032,-5423.6985,-3519.4506,-4708.5846,-4654.6434,5133.4031,5426.8397,1427.6424,2236.5036,-1117.6548,-3761.9384,-3397.8286,4202.8178,-4628.8773,4993.5927,4236.9081,4091.9208,-3794.0870,2423.1376,5234.2862,-1210.2758,-3097.3496,3985.4701,-4514.6164,-4629.2623,-4502.3685,0.0000,4670.3554,-6292.5429,-4750.0272,-3197.8830,-1045.1439,-3969.4766,-5518.2605,-2821.3542,-4588.5573,-4022.6668,-4899.3076,-4338.2517,-4612.1981,4440.1954,1334.7262,1112.2762,-1529.9803,-4242.8310,0.0000,-5420.0384,116736.6453,112243.7556,117996.6601,115558.8219,121051.6882,114570.4272,106768.3839,113933.1157,130686893.8927,130666357.0309,130711157.9363,130694074.2428,115524.5180,130697558.0469,
300.000,5500.4894,-6421.8031,0.0000,702.7046,-1995.1864,3003.8849,-1008.3622,-592.4104,-4109.5077,-5098.9438,-2880.0640,-6414.2018,-4586.0979,-5941.5739,4019.6549,-3855.6536,1077.1277,5258.8546,5811.6205,-4909.8070,-1719.0937,-1121.3994,-6186.7082,-1852.4602,-390.5380,4488.5787,-3943.5590,-3795.0857,-3493.3564,-2954.5273,-6066.3867,4853.4555,4326.9274,-5181.3368,6313.3886,1068.4929,-3118.1169,3991.3751,-3511.0715,6228.9342,-2500.4492,-2167.2406,-6848.7992,0.0000,5449.3526,-2869.5708,5197.8606,-795.7492,-3013.5982,-1954.1936,3962.5741,2.1829,1185.7546,-277.7641,-3348.7962,-4286.2130,-788.4836,-2710.0866,-4657.4354,-4340.7290,3854.7087,-1046.8651,-6367.4905,6400.5027,-4943.9377,-2088.0603,4902.9901,-1789.7989,-4459.1670,2679.4914,6284.9582,-3465.9626,-303.2647,1647.2228,-1849.0336,-4716.5067,-1699.8632,5088.4460,919.7824,0.0000,3360.8088,-2394.7468,-3691.0034,-6460.1529,3974.7400,4730.3701,-478.1366,4284.7971,3189.3463,413.4134,2702.5036,1402.8829,3243.9494,1947.6800,-6761.0772,-2684.3960,-2097.7390,-4655.3041,0.0000,-1750.7431,-241797.9943,-229155.3084,-243290.6693,-240458.6644,-231866.1189,-233957.2097,-236309.1021,-238409.3797,-269534436.9573,-269511719.2370,-269540208.4839,-269543215.9627,-237678.0645,-269534675.0742,2914.9415,2472.1086,0.0000,4380.7871,2428.2805,-5983.8130,6507.4396,-5553.1848,-588.9110,4610.7995,-5861.3515,1922.2156,2367.2388,1509.0792,5322.0793,-4421.7340,6102.6123,3594.7662,2352.7474,-3069.6406,6206.9101,-3977.9051,1834.8937,-5824.5641,-6411.6105,1800.4014,5592.3735,1514.7251,4348.0147,-5445.5172,-3259.5712,4243.0710,-2400.1523,518.9473,-2466.7035,-6014.0966,-4855.2016,3043.0694,4634.7250,-2755.7839,-3319.3651,-5944.6586,-720.8616,0.0000,3596.7876,-4355.0832,-3935.4656,-4139.5169,6084.9517,5137.7753,3454.8367,6274.5489,4315.5462,-4231.2007,2693.3434,-2695.1630,4193.0006,5041.5383,-2868.1850,-513.3247,5733.9605,-5653.4899,-501.8020,-551.2165,1326.0496,-5922.8977,-2136.7001,4855.1394,-4045.0735,-5762.4660,-1482.5396,5740.1796,-5288.2102,6599.3470,6381.0341,479.8758,-5121.2612,-1748.5385,4942.7846,0.0000,-4371.6244,-190.9620,2112.9192,1521.7593,-5654.4878,-228.1615,-4446.0824,-5258.1587,3958.9574,-6381.9578,-3240.1111,4802.3990,3931.5961,-3913.9000,1333.1587,-6380.0060,-5736.7405,2057.6335,0.0000,4643.1541,-316545.8350,-303145.4418,-299802.0745,-303650.7240,-305265.0067,-302589.0343,-296527.1182,-299593.5227,217832284.5745,217868863.8707,217841207.7460,217848172.2271,-300041.4770,217849789.1480,-2463.4655,-954.8998,0.0000,-5058.5373,-6164.4856,1722.1117,1896.9436,-4118.0632,-5540.9272,645.9760,-2037.4898,-1795.2672,4567.2915,3172.3742,-1030.7682,3630.5169,-2458.4395,-2693.1723,-3007.8505,3604.9212,-2613.9997,5496.6769,-2543.9696,3171.6964,2501.8510,-4867.4011,823.6070,5439.0543,-4069.4574,3040.1070,759.7307,-1994.6312,4804.5568,-4666.1874,-359.5966,3234.2694,-3641.4418,-4676.3067,-3631.0865,1138.3560,5489.4027,-2009.8678,778.7339,0.0000,2334.4082,4565.4719,2279.1778,-5431.9484,531.6534,-4151.4677,-4478.4306,-2762.5554,5239.5178,-5380.7649,-5265.6850,-4713.3888,-5376.4487,-3485.1685,4196.8625,5195.8281,-104.8937,3751.0449,-2543.6132,-2636.5465,-4627.8871,2813.2248,-4227.9819,4091.9218,3347.7125,2666.4543,-2286.2634,973.2221,4399.3817,341.9338,-1436.8642,5011.1761,-3994.1468,-4206.3714,-4670.6602,0.0000,4194.1667,-6550.3842,-5395.4102,-1903.5917,766.4445,-4999.0401,-5266.1137,-1123.6158,-4700.5047,-2575.1683,-5464.8640,-4655.8523,-4699.0069,5233.2349,-791.9568,-429.1234,-3168.0993,-4678.9715,0.0000,-4785.5914,116786.3079,112361.7022,118085.2181,115473.1011,121143.7518,114937.8600,106794.4085,113997.0910,130683595.8927,130662844.8200,130708059.8876,130691183.8455,115601.1827,130694127.4536,
600.000,6383.1929,-5378.8019,0.0000,2519.0014,190.9181,1300.1863,381.5858,-187.6274,-4316.7902,-3908.4665,-3659.4540,-5305.2309,-3138.0797,-6053.4829,4629.0082,-5420.1330,2574.2057,5504.6011,4969.9911,-6148.2581,78.6530,-3106.4734,-4943.5464,-2871.9467,-1656.2420,5718.3050,-2885.5650,-2911.8587,-1482.8996,-4041.1352,-6628.9499,5061.0783,4031.6839,-3528.3440,5450.0505,-199.7116,-3761.8372,5086.3528,-2689.0400,5152.7506,-3973.4376,-3442.9057,-6503.5356,0.0000,4288.4392,-4649.6281,4630.1816,-2889.4663,-1702.7589,-61.2306,4200.1298,1360.9062,3196.6390,-2364.2659,-2356.5812,-4276.3883,1379.5220,-1677.1011,-6015.3615,-4996.7278,4893.4549,-2324.9433,-5677.3297,6474.6134,-3413.8468,-3465.3238,4341.7513,-493.5997,-5856.3377,1639.1253,6233.8101,-2094.5583,-1959.7916,3008.8319,-670.6070,-3519.3657,-3628.8266,4694.8377,2990.6047,0.0000,2005.1208,-2719.9184,-2106.1496,-6177.6917,2680.2706,3627.0015,-2483.6538,3309.8553,4778.8984,-862.0467,740.5569,3380.5836,4827.0238,-228.8100,-6060.4615,-3896.6020,-3055.5510,-3436.9217,0.0000,-344.8444,-234950.2794,-222902.5278,-236878.1021,-234041.7832,-225415.8165,-227700.2651,-229867.1284,-231812.0350,-274226496.0298,-274204318.9078,-274231672.9202,-274235096.9415,-231276.7186,-274226715.1520,1885.1084,3688.2211,0.0000,3166.7460,2361.0315,-6064.4392,5890.7640,-6600.7280,1546.9364,5162.0569,-4528.0575,2906.2349,3970.1022,2946.6040,4071.8754,-3489.9300,4976.3869,1758.0864,1218.5400,-2132.1033,5855.3555,-3086.2232,3169.3261,-4385.2282,-5390.4927,359.8461,6181.6806,3491.4517,4915.2263,-3865.8820,-1861.3658,2697.7878,-4235.5626,1300.4781,-3438.1395,-6722.0084,-3093.1040,1187.5120,5951.5426,-3618.2024,-1713.3804,-5670.7065,829.4528,0.0000,3351.4837,-3318.0830,-5101.0505,-3923.7071,6179.8354,4622.6306,1446.1776,5277.9407,4241.4397,-4351.2154,4503.3866,-630.1260,3932.5133,6200.8521,-1874.8164,1420.1658,4601.9391,-4260.0573,1201.9656,-2183.6621,2696.2613,-5842.4482,-4047.5967,6008.1113,-2966.3439,-6628.6421,-2787.7580,6418.7532,-5838.2101,5818.7617,6751.0151,2238.4386,-4782.1499,-3690.6237,4409.3132,0.0000,-5771.8183,1946.1969,3614.4459,3054.0666,-5908.6908,-2046.4229,-4667.3200,-5983.4044,2556.3089,-6785.9113,-4185.5926,3928.7310,2530.4872,-4104.7760,1838.3302,-5405.9194,-4258.3736,3836.7269,0.0000,5848.6949,-321534.5575,-307976.8470,-304604.4447,-308348.2617,-310209.5846,-307456.2999,-301508.9374,-304125.8827,211895137.3785,211932110.6797,211904076.6769,211910525.6761,-304988.5102,211912724.1076,-708.0331,-2396.2724,0.0000,-5375.9878,-6502.1961,3050.0887,3475.7979,-2125.7596,-5186.7352,2392.2184,-3594.4341,-3389.3999,4678.0800,1532.6591,-2748.2008,2462.7612,-3614.6021,-3801.0680,-4710.3529,2050.7283,-3745.4738,5303.5849,-3693.0357,4461.9142,3960.5980,-3773.9377,-995.9723,5061.8787,-4616.7718,4040.8050,-786.2967,-3558.3799,3660.6743,-5895.6046,-2138.3909,1606.0659,-4779.2406,-4447.4308,-2080.7964,2831.5558,5356.0089,-204.3123,2241.2695,0.0000,4291.7646,3928.6492,522.6247,-4850.7986,2296.0901,-5107.0186,-5288.0749,-4160.0898,4392.8433,-4733.2983,-4511.8623,-5400.6319,-5453.3375,-1903.9515,2804.3593,4374.9569,-1626.1032,4852.6708,-3690.3486,-1230.3761,-5356.7723,1115.8730,-3352.2228,2685.0029,2093.6051,950.5335,-524.8512,-588.3114,3084.8378,1855.4965,386.7480,5493.9678,-3004.1040,-3313.4538,-4324.6845,0.0000,3268.8362,-6123.6413,-5449.4071,-403.0213,2496.6612,-5484.1227,-4446.1060,697.4461,-4308.4988,-847.5001,-5440.1661,-4454.6079,-4283.9021,5439.7700,-2833.9960,-1924.6189,-4459.6986,-4611.2549,0.0000,-3631.5073,116835.7988,112481.1831,118168.9803,115387.9284,121232.9674,115308.2930,106824.7862,114177.8558,130680302.4556,130659333.9021,130704951.2226,130688307.8921,115677.7810,130690696.6613,
