sl_100_5400_20300714 Coordinates.csv
2030/07/14 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:30 2024,
Start: 2030/07/14 07:47:00.00, Stop: 2030/07/14 09:17:00.00,
TIME_UNITS,STARLINK-2722 - X-Coordinate,STARLINK-32233 - X-Coordinate,STARLINK-31455 - X-Coordinate,STARLINK-4505 - X-Coordinate,STARLINK-4314 - X-Coordinate,STARLINK-2663 - X-Coordinate,STARLINK-5131 - X-Coordinate,STARLINK-4723 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-3517 - X-Coordinate,STARLINK-1444 - X-Coordinate,STARLINK-3567 - X-Coordinate,STARLINK-2009 - X-Coordinate,STARLINK-4730 - X-Coordinate,STARLINK-3542 - X-Coordinate,STARLINK-3394 - X-Coordinate,STARLINK-4554 - X-Coordinate,STARLINK-3342 - X-Coordinate,STARLINK-4550 - X-Coordinate,STARLINK-31259 - X-Coordinate,STARLINK-4176 - X-Coordinate,STARLINK-1212 - X-Coordinate,STARLINK-31556 - X-Coordinate,STARLINK-5796 - X-Coordinate,STARLINK-5177 - X-Coordinate,STARLINK-3102 - X-Coordinate,STARLINK-30991 - X-Coordinate,STARLINK-30388 - X-Coordinate,STARLINK-4666 - X-Coordinate,STARLINK-30853 - X-Coordinate,STARLINK-3629 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-2748 - X-Coordinate,STARLINK-6373 - X-Coordinate,STARLINK-1297 - X-Coordinate,STARLINK-3134 - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-30331 - X-Coordinate,STARLINK-31391 - X-Coordinate,STARLINK-3330 - X-Coordinate,STARLINK-31626 - X-Coordinate,STARLINK-6212 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-5892 - X-Coordinate,STARLINK-5181 - X-Coordinate,STARLINK-31333 - X-Coordinate,STARLINK-31104 - X-Coordinate,STARLINK-5890 - X-Coordinate,STARLINK-31274 - X-Coordinate,STARLINK-11120 [DTC] - X-Coordinate,STARLINK-2126 - X-Coordinate,STARLINK-5951 - X-Coordinate,STARLINK-5712 - X-Coordinate,STARLINK-4159 - X-Coordinate,STARLINK-5803 - X-Coordinate,STARLINK-3889 - X-Coordinate,STARLINK-31432 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-3151 - X-Coordinate,STARLINK-30564 - X-Coordinate,STARLINK-3660 - X-Coordinate,STARLINK-3991 - X-Coordinate,STARLINK-32144 - X-Coordinate,STARLINK-5052 - X-Coordinate,STARLINK-1669 - X-Coordinate,STARLINK-1664 - X-Coordinate,STARLINK-3753 - X-Coordinate,STARLINK-3388 - X-Coordinate,STARLINK-31321 - X-Coordinate,STARLINK-5743 - X-Coordinate,STARLINK-5456 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-31487 - X-Coordinate,STARLINK-4254 - X-Coordinate,STARLINK-5328 - X-Coordinate,STARLINK-2017 - X-Coordinate,STARLINK-5798 - X-Coordinate,STARLINK-31514 - X-Coordinate,STARLINK-4517 - X-Coordinate,STARLINK-5245 - X-Coordinate,STARLINK-5769 - X-Coordinate,STARLINK-3112 - X-Coordinate,STARLINK-31178 - X-Coordinate,STARLINK-4387 - X-Coordinate,STARLINK-6272 - X-Coordinate,STARLINK-30975 - X-Coordinate,STARLINK-3611 - X-Coordinate,STARLINK-1795 - X-Coordinate,STARLINK-1305 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-30257 - X-Coordinate,STARLINK-5170 - X-Coordinate,STARLINK-30125 - X-Coordinate,STARLINK-1683 - X-Coordinate,STARLINK-3196 - X-Coordinate,STARLINK-5402 - X-Coordinate,STARLINK-31867 - X-Coordinate,STARLINK-31410 - X-Coordinate,STARLINK-3084 - X-Coordinate,STARLINK-11213 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2722 - Y-Coordinate,STARLINK-32233 - Y-Coordinate,STARLINK-31455 - Y-Coordinate,STARLINK-4505 - Y-Coordinate,STARLINK-4314 - Y-Coordinate,STARLINK-2663 - Y-Coordinate,STARLINK-5131 - Y-Coordinate,STARLINK-4723 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-3517 - Y-Coordinate,STARLINK-1444 - Y-Coordinate,STARLINK-3567 - Y-Coordinate,STARLINK-2009 - Y-Coordinate,STARLINK-4730 - Y-Coordinate,STARLINK-3542 - Y-Coordinate,STARLINK-3394 - Y-Coordinate,STARLINK-4554 - Y-Coordinate,STARLINK-3342 - Y-Coordinate,STARLINK-4550 - Y-Coordinate,STARLINK-31259 - Y-Coordinate,STARLINK-4176 - Y-Coordinate,STARLINK-1212 - Y-Coordinate,STARLINK-31556 - Y-Coordinate,STARLINK-5796 - Y-Coordinate,STARLINK-5177 - Y-Coordinate,STARLINK-3102 - Y-Coordinate,STARLINK-30991 - Y-Coordinate,STARLINK-30388 - Y-Coordinate,STARLINK-4666 - Y-Coordinate,STARLINK-30853 - Y-Coordinate,STARLINK-3629 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-2748 - Y-Coordinate,STARLINK-6373 - Y-Coordinate,STARLINK-1297 - Y-Coordinate,STARLINK-3134 - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-30331 - Y-Coordinate,STARLINK-31391 - Y-Coordinate,STARLINK-3330 - Y-Coordinate,STARLINK-31626 - Y-Coordinate,STARLINK-6212 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-5892 - Y-Coordinate,STARLINK-5181 - Y-Coordinate,STARLINK-31333 - Y-Coordinate,STARLINK-31104 - Y-Coordinate,STARLINK-5890 - Y-Coordinate,STARLINK-31274 - Y-Coordinate,STARLINK-11120 [DTC] - Y-Coordinate,STARLINK-2126 - Y-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-5712 - Y-Coordinate,STARLINK-4159 - Y-Coordinate,STARLINK-5803 - Y-Coordinate,STARLINK-3889 - Y-Coordinate,STARLINK-31432 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-3151 - Y-Coordinate,STARLINK-30564 - Y-Coordinate,STARLINK-3660 - Y-Coordinate,STARLINK-3991 - Y-Coordinate,STARLINK-32144 - Y-Coordinate,STARLINK-5052 - Y-Coordinate,STARLINK-1669 - Y-Coordinate,STARLINK-1664 - Y-Coordinate,STARLINK-3753 - Y-Coordinate,STARLINK-3388 - Y-Coordinate,STARLINK-31321 - Y-Coordinate,STARLINK-5743 - Y-Coordinate,STARLINK-5456 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-31487 - Y-Coordinate,STARLINK-4254 - Y-Coordinate,STARLINK-5328 - Y-Coordinate,STARLINK-2017 - Y-Coordinate,STARLINK-5798 - Y-Coordinate,STARLINK-31514 - Y-Coordinate,STARLINK-4517 - Y-Coordinate,STARLINK-5245 - Y-Coordinate,STARLINK-5769 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,STARLINK-31178 - Y-Coordinate,STARLINK-4387 - Y-Coordinate,STARLINK-6272 - Y-Coordinate,STARLINK-30975 - Y-Coordinate,STARLINK-3611 - Y-Coordinate,STARLINK-1795 - Y-Coordinate,STARLINK-1305 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-30257 - Y-Coordinate,STARLINK-5170 - Y-Coordinate,STARLINK-30125 - Y-Coordinate,STARLINK-1683 - Y-Coordinate,STARLINK-3196 - Y-Coordinate,STARLINK-5402 - Y-Coordinate,STARLINK-31867 - Y-Coordinate,STARLINK-31410 - Y-Coordinate,STARLINK-3084 - Y-Coordinate,STARLINK-11213 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2722 - Z-Coordinate,STARLINK-32233 - Z-Coordinate,STARLINK-31455 - Z-Coordinate,STARLINK-4505 - Z-Coordinate,STARLINK-4314 - Z-Coordinate,STARLINK-2663 - Z-Coordinate,STARLINK-5131 - Z-Coordinate,STARLINK-4723 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-3517 - Z-Coordinate,STARLINK-1444 - Z-Coordinate,STARLINK-3567 - Z-Coordinate,STARLINK-2009 - Z-Coordinate,STARLINK-4730 - Z-Coordinate,STARLINK-3542 - Z-Coordinate,STARLINK-3394 - Z-Coordinate,STARLINK-4554 - Z-Coordinate,STARLINK-3342 - Z-Coordinate,STARLINK-4550 - Z-Coordinate,STARLINK-31259 - Z-Coordinate,STARLINK-4176 - Z-Coordinate,STARLINK-1212 - Z-Coordinate,STARLINK-31556 - Z-Coordinate,STARLINK-5796 - Z-Coordinate,STARLINK-5177 - Z-Coordinate,STARLINK-3102 - Z-Coordinate,STARLINK-30991 - Z-Coordinate,STARLINK-30388 - Z-Coordinate,STARLINK-4666 - Z-Coordinate,STARLINK-30853 - Z-Coordinate,STARLINK-3629 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-2748 - Z-Coordinate,STARLINK-6373 - Z-Coordinate,STARLINK-1297 - Z-Coordinate,STARLINK-3134 - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-30331 - Z-Coordinate,STARLINK-31391 - Z-Coordinate,STARLINK-3330 - Z-Coordinate,STARLINK-31626 - Z-Coordinate,STARLINK-6212 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-5892 - Z-Coordinate,STARLINK-5181 - Z-Coordinate,STARLINK-31333 - Z-Coordinate,STARLINK-31104 - Z-Coordinate,STARLINK-5890 - Z-Coordinate,STARLINK-31274 - Z-Coordinate,STARLINK-11120 [DTC] - Z-Coordinate,STARLINK-2126 - Z-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-5712 - Z-Coordinate,STARLINK-4159 - Z-Coordinate,STARLINK-5803 - Z-Coordinate,STARLINK-3889 - Z-Coordinate,STARLINK-31432 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-3151 - Z-Coordinate,STARLINK-30564 - Z-Coordinate,STARLINK-3660 - Z-Coordinate,STARLINK-3991 - Z-Coordinate,STARLINK-32144 - Z-Coordinate,STARLINK-5052 - Z-Coordinate,STARLINK-1669 - Z-Coordinate,STARLINK-1664 - Z-Coordinate,STARLINK-3753 - Z-Coordinate,STARLINK-3388 - Z-Coordinate,STARLINK-31321 - Z-Coordinate,STARLINK-5743 - Z-Coordinate,STARLINK-5456 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-31487 - Z-Coordinate,STARLINK-4254 - Z-Coordinate,STARLINK-5328 - Z-Coordinate,STARLINK-2017 - Z-Coordinate,STARLINK-5798 - Z-Coordinate,STARLINK-31514 - Z-Coordinate,STARLINK-4517 - Z-Coordinate,STARLINK-5245 - Z-Coordinate,STARLINK-5769 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,STARLINK-31178 - Z-Coordinate,STARLINK-4387 - Z-Coordinate,STARLINK-6272 - Z-Coordinate,STARLINK-30975 - Z-Coordinate,STARLINK-3611 - Z-Coordinate,STARLINK-1795 - Z-Coordinate,STARLINK-1305 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-30257 - Z-Coordinate,STARLINK-5170 - Z-Coordinate,STARLINK-30125 - Z-Coordinate,STARLINK-1683 - Z-Coordinate,STARLINK-3196 - Z-Coordinate,STARLINK-5402 - Z-Coordinate,STARLINK-31867 - Z-Coordinate,STARLINK-31410 - Z-Coordinate,STARLINK-3084 - Z-Coordinate,STARLINK-11213 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5821.9900,3340.8138,3574.1168,1038.0365,5383.3215,-4912.7420,-5536.4097,717.6123,4399.9780,2241.1934,0.0000,-3094.8487,-2999.3263,4152.9548,4685.8056,-4205.5730,-5672.4212,-350.7654,5197.3967,-5441.4295,1811.3610,-5944.5032,-1113.6172,3274.1279,-4840.3656,-3952.2960,-3900.9008,-5076.4052,4197.4070,-703.9523,-4135.4750,-3944.5566,4595.0913,-177.3485,5581.3891,-6290.0349,1583.1978,4794.4763,-6104.0236,-4214.1755,3599.7747,-6342.4314,4375.9625,-1914.6334,3031.1304,-5498.9995,-4095.3561,-4112.5372,-3627.1442,-1896.1669,0.0000,-2801.8168,-4934.8078,-6521.4183,6720.8811,5412.1878,0.0000,-5342.8433,3763.2494,-2538.9198,-6068.3470,3221.2222,-2616.5024,-3488.0151,-4514.6348,-4268.4348,5657.0431,-4661.3030,-3081.5951,-1465.2167,-348.8283,-4970.5297,877.5924,-3954.1225,-2229.1518,3590.5866,-4952.5465,-5050.3819,2972.7172,-1647.7917,3195.2388,6156.4154,-2554.7002,-1675.2934,-3129.5250,1683.7431,3378.7563,-510.4064,-1212.3055,-603.1235,940.8768,-3162.0178,-2652.2092,5036.6940,1487.6118,4234.5872,6204.2438,-1573.7151,6906.8837,6185.7095,186229.1104,222793.8931,198627.8781,198745.4349,204998.6399,204928.0447,206408.7469,204838.4362,-221524364.5652,-221506927.1224,-221540035.5097,-221527656.4139,203307.8025,-221525476.4190,3396.6788,5273.7895,3581.6097,4082.6881,2021.4997,-4577.3647,4119.4936,-4298.5385,-205.9944,3582.2570,0.0000,-3850.2773,6205.3011,-626.7526,2164.8012,-2198.0120,-853.9814,-4503.8230,-4353.6993,1845.6176,-3709.6495,-2552.5747,5701.2963,1145.4729,-1961.5139,1533.6184,4896.1727,708.5189,1790.7129,-6536.2587,-516.8281,-4840.2207,185.1906,5085.2593,1869.1542,2720.5451,5806.0282,1662.2987,-1107.1967,1309.6864,3239.0501,968.3554,-1536.8054,2587.3448,6173.2615,-3156.6923,3562.8300,-5438.2634,4207.5216,3529.9838,0.0000,-4421.5607,-1103.1199,1886.5844,1600.5114,-2021.2759,0.0000,2204.2064,-5416.0913,-5674.9609,-2216.6651,-6101.3617,-5462.5921,-5940.8104,-3503.1380,483.4322,527.2462,-2366.9289,5937.9000,4811.7109,-3659.5222,3974.6631,4922.9386,-1799.0416,-846.6898,2249.9382,1931.7704,386.8632,3228.8456,-4575.1454,-5879.9113,-2050.7402,-4350.4002,-6573.7247,5435.0453,-6661.8704,-2385.7357,-4735.6082,5441.1797,4921.3251,6411.5336,2665.5021,-5021.1921,-687.0343,6725.9014,-4404.4155,-2479.4920,-5569.8281,708.8540,-1351.8195,-279041.1821,-275171.3384,-268488.3983,-273206.5034,-279174.0749,-276043.4437,-269481.7909,-270709.1014,267418108.6388,267442065.2650,267436314.6337,267441930.6823,-271622.2092,267434392.5741,1424.2689,-2197.4747,4582.2039,5446.4603,3860.6997,368.9151,383.2432,5298.5784,-5295.6399,-5407.5003,0.0000,-4826.8655,502.6980,-5499.0839,-4527.8448,4948.7921,-3949.7171,5210.5810,-1281.1046,3697.1089,5516.9940,2372.3041,3524.9424,-6014.4935,4488.8079,-5520.3329,2974.4639,-4654.7481,5239.8559,2022.2736,5459.7990,-2828.8524,-4937.7064,-4708.3691,-3361.1595,-765.1320,3442.0518,4681.6710,-2672.6145,-5291.3949,-4773.0461,-2598.8499,5053.9241,-6176.7633,-325.1149,-2554.7795,4054.0359,1188.2913,-3834.8318,-5303.1996,0.0000,-4549.1042,4707.2816,-1299.3579,502.2043,3748.8314,0.0000,3542.6548,2043.3908,2895.6630,2363.1822,-212.4805,2974.7526,-392.1869,-3848.4177,5102.2905,3854.3135,4413.6148,1463.2341,-4686.2123,-5889.7441,-2282.9770,4636.6857,-5373.0819,-6531.7903,-5374.3263,4428.6496,4583.5899,5245.1691,-4896.1031,-1755.8704,-2360.3702,-4265.8678,1280.3982,-2936.2788,-580.7166,-5520.3599,5007.7037,3961.0800,4619.6035,-2405.5744,5501.9887,3928.5769,-4269.9355,-243.6685,-3235.5598,-1100.2984,3560.8765,-149.6299,2320.6186,-125553.2996,-130953.4836,-125909.9382,-128219.6203,-122807.7703,-129443.6500,-137108.8202,-128453.6818,153837908.1369,153872744.5699,153853046.3425,153840749.3207,-128360.7776,153850195.4396,
300.000,5839.5762,4571.2080,5074.3211,2953.7258,6062.6040,-5408.0693,-4627.1589,-1420.6110,3526.4097,3709.6667,0.0000,-4853.5444,-1704.3832,3377.8624,4365.1000,-5577.4120,-6486.3884,-2321.7442,3895.6931,-5161.7377,-196.5278,-5620.6202,846.2631,4930.8783,-4411.9828,-1973.8193,-2040.9294,-4332.5979,5406.4166,-2276.2468,-3940.1279,-5218.6427,5225.6357,1956.0911,4992.3460,-5312.7851,1985.1796,5413.6158,-6616.9038,-2849.7108,5249.3243,-5282.6932,4278.6361,249.4580,3920.9346,-6425.0899,-3040.0685,-4972.1273,-2405.0329,203.5613,0.0000,-4599.8018,-5230.7129,-5536.3918,6849.4695,3823.3322,0.0000,-5293.0330,2231.4791,-3928.1367,-5654.6005,2026.5693,-3421.9358,-4396.5824,-5887.6280,-4451.2485,6386.0959,-5979.9572,-1640.2466,652.6892,-1586.7019,-3425.4711,2962.0442,-4152.0786,-2803.7402,4192.0854,-3583.4056,-4900.8375,4724.4000,-3532.8765,1860.9843,6006.4218,-4008.6759,-1059.1839,-1818.8536,179.0668,1931.4867,-2262.3490,563.2035,1560.8106,2428.9904,-1749.9439,-4446.6031,5442.0056,2595.6391,2375.2559,5688.8120,-3396.1671,6661.1998,4986.1482,192066.7497,228521.3447,204370.7678,204542.9947,210692.8818,210531.0245,212073.3259,210546.1202,-227309831.7491,-227292135.3238,-227325425.2883,-227313661.9512,208962.9822,-227310866.0619,1965.7587,4766.2236,2096.6619,3035.8968,2815.5981,-3363.0341,4934.2067,-3874.0227,-2193.9143,1964.0786,0.0000,-3242.2561,6302.7592,-2658.0868,144.8159,-853.3239,522.5121,-4836.5434,-4868.7565,3677.0435,-4507.0586,-984.2592,5172.1505,215.5187,26.0132,2048.4892,5277.1657,2731.6156,212.9020,-6470.7186,1658.8590,-4296.6147,-1671.7002,4813.1223,135.2456,3617.8570,4323.7251,-366.7044,486.2015,2996.4057,2331.8191,2467.6251,-3490.6973,2371.8885,5257.0655,-2180.7158,5211.9545,-4047.8445,5670.3443,4236.8651,0.0000,-3434.2892,1014.1760,2882.2896,96.2240,-3027.8879,0.0000,3751.6713,-5450.9774,-5493.2055,-672.2882,-6401.7228,-3898.9008,-5123.0851,-2688.1268,2535.1612,-898.3396,-1204.4205,5871.0240,5193.3995,-1926.4079,4429.6743,4422.8278,364.8109,1264.1643,146.3737,3575.3896,2490.6116,2188.4319,-4548.9689,-6657.4692,-3348.2763,-2702.5227,-5915.8660,6490.1843,-6823.5187,-3997.1738,-3533.7315,4652.9582,4972.3335,5386.3537,4281.5126,-4434.4206,-2418.2500,6189.1367,-4976.6089,-3595.1360,-5387.6965,61.9281,-2447.9691,-275183.6388,-270512.7614,-264078.7265,-268735.3941,-274907.4568,-271620.6003,-265240.3871,-266601.6966,262518358.7454,262542792.4886,262536030.4079,262542045.8561,-267327.3526,262534642.1352,3076.8599,-397.1327,4057.9084,5428.4725,1823.3307,2153.1430,-1425.8780,5480.4265,-5495.0393,-5429.3875,0.0000,-3691.4523,2257.3200,-5422.6594,-5298.4280,3898.0049,-2480.5645,4335.1618,-2956.9530,2557.8179,5208.9141,3859.0775,4322.4524,-4883.3689,5286.0098,-6352.7303,3999.6271,-4659.0515,4361.4685,531.2043,5376.2564,-1130.4841,-3927.0244,-4590.0237,-4583.5136,-2500.8044,5039.6918,4270.3643,-1261.8732,-5511.4750,-3637.6940,-3732.9111,4072.1211,-6544.1788,-2100.1651,-820.5230,3084.7251,2600.9670,-2760.2821,-5117.3363,0.0000,-3890.6406,4398.3901,-2971.8673,-1041.7053,4860.1341,0.0000,1972.9941,3598.6586,1207.6282,3855.9322,1591.4800,4312.2521,1418.7165,-2357.9634,4273.9982,2361.1348,3102.9210,3114.9900,-4456.5836,-6478.8651,-3791.4696,4263.1920,-5510.8709,-6236.5032,-5407.5010,4715.8746,4055.7707,4436.6040,-3800.0197,-244.5452,-610.8059,-4503.1592,3389.8553,-1584.0074,967.7431,-5279.5431,5490.8528,4977.6828,4332.4860,-3588.7542,5097.9861,2875.1142,-2932.3564,1562.8687,-4171.3802,732.9995,2375.4147,1956.1584,3819.9691,-125521.8741,-130929.2673,-125845.3585,-128336.1586,-122741.7722,-129105.4610,-137113.3830,-127964.8795,153837009.4465,153871781.4076,153852682.4930,153840081.9496,-128312.5579,153849304.2416,
600.000,5291.9259,5274.1770,6079.6064,4601.3119,6067.5873,-5335.1422,-3246.7198,-3429.4015,2354.7760,4847.3101,0.0000,-6123.6683,-217.1089,2326.4192,3657.6420,-6397.5204,-6678.6307,-4037.6604,2186.8070,-4381.2132,-2157.0383,-4760.0820,2744.8280,6106.8958,-3593.9264,191.2111,29.7676,-3210.5518,6114.5040,-3617.7098,-3407.2440,-5951.4672,5331.7664,3903.1254,3914.2796,-3793.9195,2251.1145,5538.9388,-6437.2057,-1245.9440,6352.1851,-3720.7971,3790.3253,2400.3105,4437.3337,-6685.3578,-1699.4836,-5369.8229,-957.1990,2257.0198,0.0000,-5959.4751,-5056.1746,-3996.0761,6314.5095,1859.2554,0.0000,-4700.7447,449.8834,-4905.5042,-4695.7842,612.7005,-3911.1518,-4877.7913,-6663.6247,-4188.5031,6476.7500,-6691.1950,-2.3006,2693.2329,-2736.6285,-1499.1572,4747.2115,-3999.5826,-3173.3010,4424.0314,-1896.9032,-4294.1845,6003.8342,-5047.7662,347.2121,5258.7282,-5051.0827,-372.3251,-346.3838,-1352.5861,339.0266,-3831.5980,2320.5478,3555.6803,3713.1645,-210.4044,-5797.7549,5259.8472,3459.8033,277.0886,4564.2039,-4855.4018,5739.3066,3254.3389,197825.7924,234150.4736,210024.5458,210259.3740,216297.6214,216031.2581,217649.5042,216049.5019,-232986956.0790,-232969015.4998,-233002439.3133,-232991313.3205,214527.5107,-232987912.9379,310.2228,3715.5228,433.5915,1738.8126,3324.7522,-1766.3423,5269.7695,-3116.7840,-3989.6292,188.4685,0.0000,-2352.2931,5783.9628,-4446.1328,-1913.4869,536.9564,1822.1564,-4728.9041,-4925.2400,5123.7877,-4904.9439,716.4911,4144.4324,-675.1708,2038.0128,2439.8748,5183.0847,4504.6815,-1345.3710,-5764.7060,3669.7933,-3324.0124,-3320.1366,4119.6689,-1650.5099,4179.2734,2397.2344,-2340.0258,2016.3617,4424.7778,1222.4219,3761.1962,-5075.2362,2003.4560,3801.3430,-988.6439,6320.9112,-2252.1458,6539.0187,4525.6879,0.0000,-2151.8311,3020.1007,3624.4152,-1427.2409,-3784.5507,0.0000,4887.0716,-4971.8778,-4759.2428,975.2447,-6068.9142,-1914.7742,-3782.7764,-1628.8859,4287.4905,-2207.7635,46.6419,5223.7901,5101.1029,-42.6531,4454.1456,3514.5190,2488.6245,3221.7465,-1955.0520,4904.3191,4334.6809,972.7354,-4107.4174,-6784.2604,-4304.7481,-779.1215,-4592.1960,6913.3251,-6313.5915,-5245.1064,-2026.5578,3427.9203,4549.8871,3844.9517,5498.5307,-3439.9525,-3852.7274,5025.3297,-5103.0495,-4335.9975,-4669.9299,-617.1027,-3325.7645,-271203.3644,-265734.8132,-259552.0893,-264134.5865,-270521.1843,-267065.6344,-260880.8514,-262433.1326,257493475.6886,257518400.7670,257510616.6375,257516992.6370,-262914.7709,257509762.3539,4393.7443,1452.2472,3079.6535,4819.4390,-409.6140,3684.9646,-3081.0271,5059.0792,-5096.8365,-4854.3112,0.0000,-2156.8296,3767.7443,-4764.3775,-5487.2644,2416.8664,-749.4712,2989.4877,-4312.1105,1132.8550,4334.8450,4925.3946,4629.4126,-3233.1659,5507.5310,-6516.3190,4596.5694,-4163.8173,3020.4202,-1018.0925,4703.1000,693.1333,-2461.6256,-3981.3301,-5282.7114,-3964.6928,6098.8699,3397.2568,294.9278,-5132.7642,-2090.1903,-4466.2109,2641.4506,-6224.2163,-3645.8634,1005.4052,1762.3112,3733.6142,-1365.9706,-4312.7018,0.0000,-2816.5894,3614.7666,-4323.7371,-2473.8800,5441.7961,0.0000,177.7154,4764.0562,-614.1030,4926.4802,3222.6476,5150.0805,3075.4120,-610.2799,2934.6428,608.0165,1447.3000,4420.7154,-3738.7867,-6380.8981,-4863.5250,3411.3531,-5054.8806,-5282.5735,-4841.2044,4496.3297,3075.0859,3134.8565,-2291.9859,1293.1319,1204.9823,-4186.7805,5131.6006,-61.4823,2410.7972,-4466.8292,5382.6134,5440.5280,3550.1989,-4384.9379,4138.1949,1510.5432,-1238.6415,3198.9924,-4657.8806,2481.9809,920.3050,3853.4021,4875.5014,-125490.5360,-130904.8098,-125785.3794,-128452.4799,-122678.4869,-128763.6925,-137113.4109,-127503.2509,153836116.0355,153870814.8730,153852314.5155,153839434.0894,-128264.2415,153848412.7638,
