sl_100_5400_20300919 Coordinates.csv
2030/09/19 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:59 2024,
Start: 2030/09/19 07:47:00.00, Stop: 2030/09/19 09:17:00.00,
TIME_UNITS,STARLINK-30132 - X-Coordinate,STARLINK-5556 - X-Coordinate,STARLINK-1355 - X-Coordinate,STARLINK-2439 - X-Coordinate,STARLINK-31147 - X-Coordinate,STARLINK-30502 - X-Coordinate,STARLINK-30185 - X-Coordinate,STARLINK-31873 - X-Coordinate,STARLINK-2190 - X-Coordinate,STARLINK-2468 - X-Coordinate,STARLINK-30550 - X-Coordinate,STARLINK-6097 - X-Coordinate,STARLINK-2184 - X-Coordinate,STARLINK-31542 - X-Coordinate,STARLINK-30206 - X-Coordinate,STARLINK-3793 - X-Coordinate,STARLINK-1186 - X-Coordinate,STARLINK-32033 - X-Coordinate,STARLINK-30204 - X-Coordinate,STARLINK-3230 - X-Coordinate,STARLINK-5074 - X-Coordinate,STARLINK-4267 - X-Coordinate,STARLINK-4778 - X-Coordinate,STARLINK-4605 - X-Coordinate,STARLINK-5985 - X-Coordinate,STARLINK-30867 - X-Coordinate,STARLINK-2510 - X-Coordinate,STARLINK-5889 - X-Coordinate,STARLINK-1293 - X-Coordinate,STARLINK-6141 - X-Coordinate,STARLINK-3240 - X-Coordinate,STARLINK-5407 - X-Coordinate,STARLINK-30879 - X-Coordinate,STARLINK-3245 - X-Coordinate,STARLINK-2616 - X-Coordinate,STARLINK-30843 - X-Coordinate,STARLINK-1303 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-4749 - X-Coordinate,STARLINK-1225 - X-Coordinate,STARLINK-2164 - X-Coordinate,STARLINK-3368 - X-Coordinate,STARLINK-3855 - X-Coordinate,STARLINK-2412 - X-Coordinate,STARLINK-1534 - X-Coordinate,STARLINK-1134 - X-Coordinate,STARLINK-30212 - X-Coordinate,STARLINK-6237 - X-Coordinate,STARLINK-3155 - X-Coordinate,STARLINK-3924 - X-Coordinate,STARLINK-30809 - X-Coordinate,STARLINK-1219 - X-Coordinate,STARLINK-3876 - X-Coordinate,STARLINK-31252 - X-Coordinate,STARLINK-3995 - X-Coordinate,STARLINK-6123 - X-Coordinate,STARLINK-1221 - X-Coordinate,STARLINK-30314 - X-Coordinate,STARLINK-5586 - X-Coordinate,STARLINK-2099 - X-Coordinate,STARLINK-11173 [DTC] - X-Coordinate,STARLINK-3659 - X-Coordinate,STARLINK-5970 - X-Coordinate,STARLINK-6075 - X-Coordinate,STARLINK-6267 - X-Coordinate,STARLINK-4632 - X-Coordinate,STARLINK-5738 - X-Coordinate,STARLINK-5543 - X-Coordinate,STARLINK-6055 - X-Coordinate,STARLINK-4478 - X-Coordinate,STARLINK-30861 - X-Coordinate,STARLINK-30492 - X-Coordinate,STARLINK-4059 - X-Coordinate,STARLINK-2427 - X-Coordinate,STARLINK-2106 - X-Coordinate,STARLINK-32097 - X-Coordinate,STARLINK-1789 - X-Coordinate,STARLINK-31478 - X-Coordinate,STARLINK-4141 - X-Coordinate,STARLINK-4064 - X-Coordinate,STARLINK-3561 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-4556 - X-Coordinate,STARLINK-4675 - X-Coordinate,STARLINK-11092 [DTC] - X-Coordinate,STARLINK-2293 - X-Coordinate,STARLINK-31829 - X-Coordinate,STARLINK-1976 - X-Coordinate,STARLINK-2486 - X-Coordinate,STARLINK-31023 - X-Coordinate,STARLINK-5683 - X-Coordinate,STARLINK-3124 - X-Coordinate,STARLINK-2491 - X-Coordinate,STARLINK-1053 - X-Coordinate,STARLINK-32242 - X-Coordinate,STARLINK-31204 - X-Coordinate,STARLINK-31340 - X-Coordinate,STARLINK-1008 - X-Coordinate,STARLINK-4017 - X-Coordinate,STARLINK-3760 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30132 - Y-Coordinate,STARLINK-5556 - Y-Coordinate,STARLINK-1355 - Y-Coordinate,STARLINK-2439 - Y-Coordinate,STARLINK-31147 - Y-Coordinate,STARLINK-30502 - Y-Coordinate,STARLINK-30185 - Y-Coordinate,STARLINK-31873 - Y-Coordinate,STARLINK-2190 - Y-Coordinate,STARLINK-2468 - Y-Coordinate,STARLINK-30550 - Y-Coordinate,STARLINK-6097 - Y-Coordinate,STARLINK-2184 - Y-Coordinate,STARLINK-31542 - Y-Coordinate,STARLINK-30206 - Y-Coordinate,STARLINK-3793 - Y-Coordinate,STARLINK-1186 - Y-Coordinate,STARLINK-32033 - Y-Coordinate,STARLINK-30204 - Y-Coordinate,STARLINK-3230 - Y-Coordinate,STARLINK-5074 - Y-Coordinate,STARLINK-4267 - Y-Coordinate,STARLINK-4778 - Y-Coordinate,STARLINK-4605 - Y-Coordinate,STARLINK-5985 - Y-Coordinate,STARLINK-30867 - Y-Coordinate,STARLINK-2510 - Y-Coordinate,STARLINK-5889 - Y-Coordinate,STARLINK-1293 - Y-Coordinate,STARLINK-6141 - Y-Coordinate,STARLINK-3240 - Y-Coordinate,STARLINK-5407 - Y-Coordinate,STARLINK-30879 - Y-Coordinate,STARLINK-3245 - Y-Coordinate,STARLINK-2616 - Y-Coordinate,STARLINK-30843 - Y-Coordinate,STARLINK-1303 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-4749 - Y-Coordinate,STARLINK-1225 - Y-Coordinate,STARLINK-2164 - Y-Coordinate,STARLINK-3368 - Y-Coordinate,STARLINK-3855 - Y-Coordinate,STARLINK-2412 - Y-Coordinate,STARLINK-1534 - Y-Coordinate,STARLINK-1134 - Y-Coordinate,STARLINK-30212 - Y-Coordinate,STARLINK-6237 - Y-Coordinate,STARLINK-3155 - Y-Coordinate,STARLINK-3924 - Y-Coordinate,STARLINK-30809 - Y-Coordinate,STARLINK-1219 - Y-Coordinate,STARLINK-3876 - Y-Coordinate,STARLINK-31252 - Y-Coordinate,STARLINK-3995 - Y-Coordinate,STARLINK-6123 - Y-Coordinate,STARLINK-1221 - Y-Coordinate,STARLINK-30314 - Y-Coordinate,STARLINK-5586 - Y-Coordinate,STARLINK-2099 - Y-Coordinate,STARLINK-11173 [DTC] - Y-Coordinate,STARLINK-3659 - Y-Coordinate,STARLINK-5970 - Y-Coordinate,STARLINK-6075 - Y-Coordinate,STARLINK-6267 - Y-Coordinate,STARLINK-4632 - Y-Coordinate,STARLINK-5738 - Y-Coordinate,STARLINK-5543 - Y-Coordinate,STARLINK-6055 - Y-Coordinate,STARLINK-4478 - Y-Coordinate,STARLINK-30861 - Y-Coordinate,STARLINK-30492 - Y-Coordinate,STARLINK-4059 - Y-Coordinate,STARLINK-2427 - Y-Coordinate,STARLINK-2106 - Y-Coordinate,STARLINK-32097 - Y-Coordinate,STARLINK-1789 - Y-Coordinate,STARLINK-31478 - Y-Coordinate,STARLINK-4141 - Y-Coordinate,STARLINK-4064 - Y-Coordinate,STARLINK-3561 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-4556 - Y-Coordinate,STARLINK-4675 - Y-Coordinate,STARLINK-11092 [DTC] - Y-Coordinate,STARLINK-2293 - Y-Coordinate,STARLINK-31829 - Y-Coordinate,STARLINK-1976 - Y-Coordinate,STARLINK-2486 - Y-Coordinate,STARLINK-31023 - Y-Coordinate,STARLINK-5683 - Y-Coordinate,STARLINK-3124 - Y-Coordinate,STARLINK-2491 - Y-Coordinate,STARLINK-1053 - Y-Coordinate,STARLINK-32242 - Y-Coordinate,STARLINK-31204 - Y-Coordinate,STARLINK-31340 - Y-Coordinate,STARLINK-1008 - Y-Coordinate,STARLINK-4017 - Y-Coordinate,STARLINK-3760 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30132 - Z-Coordinate,STARLINK-5556 - Z-Coordinate,STARLINK-1355 - Z-Coordinate,STARLINK-2439 - Z-Coordinate,STARLINK-31147 - Z-Coordinate,STARLINK-30502 - Z-Coordinate,STARLINK-30185 - Z-Coordinate,STARLINK-31873 - Z-Coordinate,STARLINK-2190 - Z-Coordinate,STARLINK-2468 - Z-Coordinate,STARLINK-30550 - Z-Coordinate,STARLINK-6097 - Z-Coordinate,STARLINK-2184 - Z-Coordinate,STARLINK-31542 - Z-Coordinate,STARLINK-30206 - Z-Coordinate,STARLINK-3793 - Z-Coordinate,STARLINK-1186 - Z-Coordinate,STARLINK-32033 - Z-Coordinate,STARLINK-30204 - Z-Coordinate,STARLINK-3230 - Z-Coordinate,STARLINK-5074 - Z-Coordinate,STARLINK-4267 - Z-Coordinate,STARLINK-4778 - Z-Coordinate,STARLINK-4605 - Z-Coordinate,STARLINK-5985 - Z-Coordinate,STARLINK-30867 - Z-Coordinate,STARLINK-2510 - Z-Coordinate,STARLINK-5889 - Z-Coordinate,STARLINK-1293 - Z-Coordinate,STARLINK-6141 - Z-Coordinate,STARLINK-3240 - Z-Coordinate,STARLINK-5407 - Z-Coordinate,STARLINK-30879 - Z-Coordinate,STARLINK-3245 - Z-Coordinate,STARLINK-2616 - Z-Coordinate,STARLINK-30843 - Z-Coordinate,STARLINK-1303 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-4749 - Z-Coordinate,STARLINK-1225 - Z-Coordinate,STARLINK-2164 - Z-Coordinate,STARLINK-3368 - Z-Coordinate,STARLINK-3855 - Z-Coordinate,STARLINK-2412 - Z-Coordinate,STARLINK-1534 - Z-Coordinate,STARLINK-1134 - Z-Coordinate,STARLINK-30212 - Z-Coordinate,STARLINK-6237 - Z-Coordinate,STARLINK-3155 - Z-Coordinate,STARLINK-3924 - Z-Coordinate,STARLINK-30809 - Z-Coordinate,STARLINK-1219 - Z-Coordinate,STARLINK-3876 - Z-Coordinate,STARLINK-31252 - Z-Coordinate,STARLINK-3995 - Z-Coordinate,STARLINK-6123 - Z-Coordinate,STARLINK-1221 - Z-Coordinate,STARLINK-30314 - Z-Coordinate,STARLINK-5586 - Z-Coordinate,STARLINK-2099 - Z-Coordinate,STARLINK-11173 [DTC] - Z-Coordinate,STARLINK-3659 - Z-Coordinate,STARLINK-5970 - Z-Coordinate,STARLINK-6075 - Z-Coordinate,STARLINK-6267 - Z-Coordinate,STARLINK-4632 - Z-Coordinate,STARLINK-5738 - Z-Coordinate,STARLINK-5543 - Z-Coordinate,STARLINK-6055 - Z-Coordinate,STARLINK-4478 - Z-Coordinate,STARLINK-30861 - Z-Coordinate,STARLINK-30492 - Z-Coordinate,STARLINK-4059 - Z-Coordinate,STARLINK-2427 - Z-Coordinate,STARLINK-2106 - Z-Coordinate,STARLINK-32097 - Z-Coordinate,STARLINK-1789 - Z-Coordinate,STARLINK-31478 - Z-Coordinate,STARLINK-4141 - Z-Coordinate,STARLINK-4064 - Z-Coordinate,STARLINK-3561 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-4556 - Z-Coordinate,STARLINK-4675 - Z-Coordinate,STARLINK-11092 [DTC] - Z-Coordinate,STARLINK-2293 - Z-Coordinate,STARLINK-31829 - Z-Coordinate,STARLINK-1976 - Z-Coordinate,STARLINK-2486 - Z-Coordinate,STARLINK-31023 - Z-Coordinate,STARLINK-5683 - Z-Coordinate,STARLINK-3124 - Z-Coordinate,STARLINK-2491 - Z-Coordinate,STARLINK-1053 - Z-Coordinate,STARLINK-32242 - Z-Coordinate,STARLINK-31204 - Z-Coordinate,STARLINK-31340 - Z-Coordinate,STARLINK-1008 - Z-Coordinate,STARLINK-4017 - Z-Coordinate,STARLINK-3760 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2684.2748,-728.6559,4655.9733,-6345.1133,-1524.8025,-4721.8135,-2372.6410,-5942.2079,-5329.4143,-5301.3662,4299.8530,-4418.0179,4696.5475,2584.4670,3341.0326,812.7897,-4618.6141,1087.0396,4682.1596,4264.2527,-1665.2433,4394.2744,-4095.0314,6878.7988,-438.5750,5229.2460,5775.4632,4300.9310,6330.1432,4367.1764,-3901.5053,-2574.2829,-1758.6295,-4249.3832,-4237.8535,-539.3000,-2741.4540,3815.3487,0.0000,1975.3395,-2923.6270,5991.9053,-558.5540,3233.6709,2475.0546,-6500.0874,-4681.5982,5477.5840,606.0659,4844.1146,-2598.3977,3565.2349,1207.9053,0.0000,-2292.9439,2407.9759,0.0000,0.0000,86.3589,4083.2057,0.0000,4316.9529,4030.1380,-4669.1532,5667.2011,2187.1840,5854.0136,-5016.1805,-4809.2323,3089.9946,-6237.2430,240.1984,-5944.1946,1781.7998,-1669.8685,-4268.1913,4944.6796,0.0000,1902.8018,-3896.1995,601.5062,-4069.7373,6722.2065,-3444.8077,-6221.9426,5102.7340,-2431.1380,513.8527,-3636.4010,-3367.9004,-2036.0665,-3884.2807,-4169.3800,-4420.6077,6304.1520,1494.6005,1068.9002,-3374.3441,4427.1885,5989.8459,-307721.1407,-301439.1172,-312146.1854,-307648.7812,-299512.8667,-302560.1319,-307787.8888,-306675.5311,-295892637.2164,-295872974.7349,-295866221.7368,-295886339.3833,-307157.7915,-295880540.4245,5593.7052,-6227.9358,-4025.7675,-2292.6673,6452.0070,2512.0965,-5264.4272,-3089.6092,-1429.3122,3856.1779,4484.0086,-3439.1011,3578.1197,6289.4106,4867.6114,4276.9025,4195.3697,5992.6103,-2394.1036,4.5413,6669.8301,4581.6815,-1415.4557,-168.2167,-2554.3885,-2423.9852,2867.5729,4703.3726,-305.1956,-3914.2237,-2378.1023,-4936.8254,-4730.1882,115.5300,2713.6732,5998.8272,-5605.9378,-2132.9029,0.0000,-6447.0396,2943.9900,1592.4081,-5171.9754,2837.7389,3404.3113,-1262.0853,5012.1790,-3816.4361,-4601.1274,399.7707,4592.4289,-2335.2042,4960.3713,0.0000,6468.7959,5192.3550,0.0000,0.0000,6756.9709,-1728.4648,0.0000,4227.7487,5553.5355,4067.1883,-2888.4199,-6239.8574,-3556.2965,-1968.2361,559.8689,-4042.7639,-2702.9310,6304.1969,3214.1754,4222.5140,4010.0692,-2639.3458,3427.7776,0.0000,-3681.9745,2781.0859,5783.0666,-2849.9046,-157.0666,-2332.4970,758.3546,3171.8588,5009.9321,-6049.0603,-2427.3106,-4521.2446,-6582.8188,4830.0227,-494.3222,-4041.7749,-2006.3227,6402.8103,4764.8489,-2695.9247,721.7115,-3074.3124,-231961.3829,-198074.1424,-216175.4900,-218250.2312,-215194.4932,-213882.8152,-209831.6465,-212529.5685,168197774.8061,168225219.4471,168222414.6941,168218600.1839,-213593.3507,168213817.1292,3025.6550,-2838.5082,-3094.7448,1555.3616,-1991.7399,-4374.0269,3787.5020,1411.7448,3970.2229,1915.0189,-2796.7178,-4054.7624,-3564.4135,-561.9857,3530.5338,-5369.8655,-2949.7679,-2838.3700,4463.5190,5354.5665,897.1130,2664.1606,5334.6316,-444.6328,6426.8070,3841.4396,-1561.6195,-2786.9023,2799.8821,3638.2079,-5149.0877,-4132.7184,-4658.6311,5443.4386,-4750.8320,-3408.8428,2970.3357,5305.3303,0.0000,1024.9818,-5500.6131,-3087.2749,-4485.6464,5341.1040,-5235.6262,314.9005,-917.7581,-1911.8964,5099.3711,4851.8771,4439.2736,-5389.3408,4715.4410,0.0000,-743.9592,3864.2757,0.0000,0.0000,1378.2988,-5279.0965,0.0000,3310.6749,1459.3618,-3153.1540,2741.2958,1697.0141,968.2093,-4326.8394,-4998.3548,-4639.0958,-1332.0161,2714.2295,-1476.0412,-5151.8361,5358.8415,-4611.8978,3289.6560,0.0000,5515.0046,-4999.0907,3702.2218,-4781.6675,-1479.6321,5509.4097,2483.3801,-2690.0975,4058.7779,3104.2622,-5322.3750,-4048.9941,-187.8003,-3059.3320,-5438.4210,-3346.1429,-1995.7805,1947.3519,-4530.6471,-5334.0800,5228.7216,1419.2480,155552.7983,151929.7380,155088.6979,152546.3396,158108.4622,151761.4557,143841.4535,153924.3430,93562549.1667,93526060.5188,93576204.9048,93548650.2893,152603.2280,93558848.8876,
300.000,3846.1816,-2299.0677,2951.7562,-6823.8961,180.3601,-3153.5453,-4170.9004,-6083.2124,-4614.2573,-3874.5433,4585.0167,-4947.1544,5990.5274,3894.8440,4986.9731,2866.0295,-2939.8439,2491.7180,3172.9761,4559.8762,-898.6151,5579.2657,-5090.7590,6617.1808,-2508.0171,3668.3847,6389.1599,4056.7764,5274.9955,3413.5889,-4121.5214,-4401.5010,-3720.6764,-4416.0351,-3840.6787,1166.2734,-4131.3824,3154.0792,0.0000,613.2517,-1342.0362,5342.2450,-2264.1862,4083.9000,3761.3729,-6280.7611,-3213.1567,3992.8435,-1186.8416,5608.2930,-928.8674,2633.8143,3007.5325,0.0000,-974.2880,3743.7341,0.0000,0.0000,1616.3289,2558.7079,0.0000,5639.7179,4593.1214,-3776.5442,5132.3326,2678.0323,4600.5554,-3284.6616,-3076.6587,1035.5268,-6282.2949,1874.3997,-4730.3757,3742.4802,502.6185,-5711.8449,4867.4591,0.0000,-149.7432,-1988.4599,1964.9977,-4204.8561,5976.7024,-4339.8210,-5094.5124,4954.3289,-1327.1497,-981.9045,-5058.1649,-5060.7977,-3353.7379,-2157.6277,-4551.3269,-4587.0221,6090.4342,3040.8535,3148.9589,-4113.4774,3891.1437,5456.7020,-302677.1203,-297106.7824,-307632.7444,-303182.7899,-294894.9099,-298138.1734,-303160.8469,-301920.8484,-299494214.5941,-299474962.0984,-299467957.8779,-299488340.8336,-302582.5136,-299482214.8911,4072.2746,-5184.2812,-4397.0576,-1157.1698,6100.4378,3957.5520,-4811.8941,-1418.5547,392.4989,4405.3990,2806.9633,-1423.1974,2764.6465,5511.3278,4128.3285,4240.1553,4527.1224,6135.1746,-3923.6619,-2056.9179,6215.7708,3925.3685,387.8874,-1360.7653,-2951.6986,-3748.9025,1759.8834,3372.2139,-1607.9917,-5466.8003,-237.7260,-4317.3537,-3908.0094,2202.0845,4506.7157,6466.3439,-5387.8779,-4074.8684,0.0000,-6215.4115,4398.4809,-10.4604,-5639.8168,824.9234,1610.3721,38.7830,5655.0010,-4693.5308,-5389.8695,-1322.8810,5748.7404,-4205.2618,5188.0343,0.0000,6370.0047,3628.2240,0.0000,0.0000,6106.0230,-3269.6610,0.0000,3581.1978,5265.3533,5531.1284,-4452.9784,-6256.0961,-4566.7547,-1786.5158,1390.9024,-4201.7698,-1054.0770,5394.3701,3966.0071,3946.0915,4150.0721,-1522.6626,1633.0336,0.0000,-4392.9366,3696.1945,4503.8139,-767.4947,-1382.6252,-350.1773,1974.5756,1438.1270,6234.0604,-5105.7957,-950.0707,-3645.6943,-5777.4734,4886.6809,1586.4501,-2245.0848,-3253.3751,6131.9862,4148.3752,-643.7878,-1374.8032,-4176.7522,-238428.6979,-204331.6113,-222477.4370,-224468.7455,-221601.7209,-220318.5197,-216274.8752,-219373.4177,161695842.9441,161723159.8900,161721107.9344,161716123.8557,-220026.5568,161711898.9330,4031.2696,-3901.5432,-4407.7544,-243.3858,-3267.8293,-4704.6155,2675.9506,2794.8118,4973.8318,3491.3108,-4186.7111,-4614.2776,-2005.6257,994.2051,2330.7244,-4646.4944,-4302.2937,-1131.4893,4702.0027,4674.1819,2928.4899,947.1698,4602.4822,1368.4447,5747.0677,4521.9572,272.2150,-4536.2966,4190.4712,2472.8406,-5509.0574,-3171.8092,-4249.7172,4833.9605,-3581.5897,-2170.7072,1302.4034,4551.4245,0.0000,2734.4340,-5130.8791,-4409.5131,-3199.4456,5447.8374,-5327.9194,2112.4645,-2365.6330,-3204.3252,4135.9593,3740.4578,3695.2510,-4752.5978,3516.9746,0.0000,-2481.1856,4527.2265,0.0000,0.0000,2764.3672,-5504.1688,0.0000,1695.1935,-653.0704,-1849.0142,1352.5809,-556.1924,2409.7396,-5811.8906,-6086.0388,-5356.4320,-2724.1925,3812.0725,-3123.8665,-4238.5235,5486.6843,-3390.8709,4542.2772,0.0000,5317.7761,-5504.0317,4830.9644,-5411.7394,-3128.8908,5358.0203,3946.1682,-4090.6076,2625.1395,4407.7565,-4577.6100,-3044.7020,-1705.1751,-4388.0676,-4896.1130,-4583.0864,-216.5181,446.9168,-4152.7978,-5456.7256,5515.4704,-393.8965,155531.9051,151890.8894,155090.5230,152380.0070,158115.6274,152046.5214,143786.5083,154101.9225,93558076.3378,93521387.1656,93571329.2531,93544007.3168,152597.0451,93554127.5508,
600.000,4669.4944,-3676.7847,936.1430,-6626.7381,1894.2997,-1303.0568,-5550.5948,-5628.8326,-3459.7605,-2031.8624,4438.0647,-5038.3448,6678.4728,4816.8420,6131.6013,4622.2700,-950.6208,3613.4852,1381.3647,4438.6487,-2.8262,6196.1768,-5609.8660,5689.0849,-4299.1882,1768.0151,6281.9031,3453.2067,3712.9446,2148.6289,-3989.8867,-5796.8100,-5320.2920,-4195.5304,-3101.9185,2740.2235,-5099.2615,2225.8819,0.0000,-841.3050,329.5982,4195.3150,-3713.9101,4576.7868,4691.9172,-5356.6203,-1417.8358,2115.3219,-2828.3572,5832.3415,802.1562,1488.3464,4490.7856,0.0000,467.2095,4753.3894,0.0000,0.0000,3013.2168,819.9411,0.0000,6387.9855,4709.0008,-2537.2847,4109.3388,2855.8704,2889.3979,-1215.9099,-1057.1289,-1131.8832,-5733.2082,3355.0340,-3035.8346,5319.1776,2622.6262,-6568.4068,4339.0366,0.0000,-2163.4547,97.6070,3181.7249,-3980.3584,4634.7102,-4856.1529,-3428.4035,4275.0627,-119.5991,-2420.4511,-5998.6186,-6263.1419,-4356.6637,-192.8386,-4524.6565,-4335.8056,5269.0984,4278.4358,4888.8149,-4494.4542,3024.1395,4369.5128,-297497.2278,-292645.2353,-302983.1628,-298589.1406,-290143.5914,-293600.8677,-298398.6997,-297064.5447,-302952936.2377,-302934084.7006,-302926862.2801,-302947452.9169,-297872.5333,-302941033.8212,2156.1308,-3642.9770,-4374.5942,95.6727,5172.7155,5053.8515,-3911.8705,416.0956,2211.0783,4536.4068,819.2430,731.3922,1695.8864,4166.8134,3001.3036,3833.0870,4452.4924,5616.2401,-5102.9035,-3888.0878,5136.7118,2882.6291,2115.8670,-2432.0937,-3120.5946,-4750.5760,450.1465,1668.4875,-2796.9264,-6479.3703,1926.4368,-3309.8806,-2737.3100,4053.7733,5843.3657,6314.3339,-4643.5270,-5608.4814,0.0000,-5351.2247,5449.2649,-1651.5781,-5560.5724,-1248.7464,-322.2819,1359.9361,5765.0371,-5148.2993,-5672.7833,-2879.5693,6359.5142,-5662.6795,4941.0612,0.0000,5646.4100,1725.8533,0.0000,0.0000,4859.5104,-4530.1186,0.0000,2592.4301,4451.8274,6457.3534,-5577.0761,-5561.1666,-5153.0644,-1330.6604,2158.5419,-3998.8895,718.0966,3963.3102,4357.5212,3321.4758,3937.6789,-286.1336,-354.1148,0.0000,-4720.5984,4305.2525,2794.7290,1399.5093,-2504.0411,1638.8190,3023.9426,-491.0833,6834.7381,-3657.0531,578.1935,-2447.4717,-4398.2776,4501.1947,3486.6121,-200.9460,-4173.1470,5248.6655,3119.9370,1454.0991,-3353.5770,-4860.6750,-244785.0671,-210495.8617,-228680.6029,-230574.6593,-227909.1156,-226662.0968,-222617.9479,-226163.6241,155116838.6150,155144014.9557,155142723.5518,155136551.4755,-226361.8014,155132904.4406,4600.1408,-4538.6189,-5241.1767,-2016.0094,-4192.8127,-4527.6913,1274.8760,3866.9813,5414.2132,4676.8209,-5105.7242,-4676.7535,-228.6993,2438.6353,875.7831,-3422.5169,-5189.1527,708.4251,4430.6050,3475.6556,4646.0917,-873.3060,3366.1169,3032.4074,4453.8872,4717.8570,2072.8316,-5806.2702,5131.9622,1039.4023,-5268.9517,-1871.6988,-3373.8542,3702.7537,-2027.2949,-698.9250,-506.1998,3299.1666,0.0000,4136.3993,-4203.3621,-5259.4853,-1561.3538,4954.4933,-4796.6615,3651.9906,-3559.0196,-4155.8417,2723.6431,2218.1300,2549.9716,-3594.6298,1945.4665,0.0000,-3949.7204,4700.7156,0.0000,0.0000,3849.7449,-5132.3151,0.0000,-105.0096,-2698.0739,-348.1951,-181.2907,-2747.0845,3591.4322,-6671.3650,-6532.5326,-5490.6484,-3824.2784,4490.5428,-4435.4602,-2864.9139,5020.3553,-1788.2185,5293.1928,0.0000,4544.8721,-5418.9899,5434.4885,-5455.2558,-4436.7095,4627.8218,4950.2361,-4983.4320,905.7048,5216.1075,-3334.3585,-1715.7687,-3036.9564,-5243.9997,-3816.8574,-5315.3547,1586.1598,-1102.9523,-3275.5936,-4979.6851,5202.5706,-2163.9672,155510.7270,151852.0238,155087.5162,152214.6687,158119.9498,152334.1629,143735.8818,154160.3566,93553601.6361,93516716.5762,93566448.8163,93539383.9210,152590.7776,93549406.1265,
