sl_100_86400_20300211 Coordinates.csv
2030/02/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:54:48 2024,
Start: 2030/02/11 07:47:00.00, Stop: 2030/02/12 07:47:00.00,
TIME_UNITS,STARLINK-1015 - X-Coordinate,STARLINK-4029 - X-Coordinate,STARLINK-5358 - X-Coordinate,STARLINK-2588 - X-Coordinate,STARLINK-5637 - X-Coordinate,STARLINK-4424 - X-Coordinate,STARLINK-5979 - X-Coordinate,STARLINK-30231 - X-Coordinate,STARLINK-31639 - X-Coordinate,STARLINK-4487 - X-Coordinate,STARLINK-5471 - X-Coordinate,STARLINK-2304 - X-Coordinate,STARLINK-1279 - X-Coordinate,STARLINK-1822 - X-Coordinate,STARLINK-3149 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-5939 - X-Coordinate,STARLINK-1675 - X-Coordinate,STARLINK-31519 - X-Coordinate,STARLINK-4531 - X-Coordinate,STARLINK-3270 - X-Coordinate,STARLINK-31911 - X-Coordinate,STARLINK-6085 - X-Coordinate,STARLINK-3654 - X-Coordinate,STARLINK-5779 - X-Coordinate,STARLINK-31770 - X-Coordinate,STARLINK-3948 - X-Coordinate,STARLINK-4658 - X-Coordinate,STARLINK-1007 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-3634 - X-Coordinate,STARLINK-5495 - X-Coordinate,STARLINK-1352 - X-Coordinate,STARLINK-3391 - X-Coordinate,STARLINK-5586 - X-Coordinate,STARLINK-6279 - X-Coordinate,STARLINK-5490 - X-Coordinate,STARLINK-6099 - X-Coordinate,STARLINK-4181 - X-Coordinate,STARLINK-5872 - X-Coordinate,STARLINK-30966 - X-Coordinate,STARLINK-6119 - X-Coordinate,STARLINK-5056 - X-Coordinate,STARLINK-4385 - X-Coordinate,STARLINK-5887 - X-Coordinate,STARLINK-30530 - X-Coordinate,STARLINK-4663 - X-Coordinate,STARLINK-5009 - X-Coordinate,STARLINK-3311 - X-Coordinate,STARLINK-3798 - X-Coordinate,STARLINK-6327 - X-Coordinate,STARLINK-31513 - X-Coordinate,STARLINK-1814 - X-Coordinate,STARLINK-30332 - X-Coordinate,STARLINK-31980 - X-Coordinate,STARLINK-5029 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-1547 - X-Coordinate,STARLINK-30936 - X-Coordinate,STARLINK-5064 - X-Coordinate,STARLINK-31652 - X-Coordinate,STARLINK-31825 - X-Coordinate,STARLINK-5199 - X-Coordinate,STARLINK-31040 - X-Coordinate,STARLINK-30246 - X-Coordinate,STARLINK-5089 - X-Coordinate,STARLINK-2320 - X-Coordinate,STARLINK-5808 - X-Coordinate,STARLINK-6241 - X-Coordinate,STARLINK-3592 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-5737 - X-Coordinate,STARLINK-6215 - X-Coordinate,STARLINK-31778 - X-Coordinate,STARLINK-1177 - X-Coordinate,STARLINK-30603 - X-Coordinate,STARLINK-3128 - X-Coordinate,STARLINK-31465 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-4567 - X-Coordinate,STARLINK-2538 - X-Coordinate,STARLINK-30343 - X-Coordinate,STARLINK-3941 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-4306 - X-Coordinate,STARLINK-2130 - X-Coordinate,STARLINK-31598 - X-Coordinate,STARLINK-6277 - X-Coordinate,STARLINK-3312 - X-Coordinate,STARLINK-2171 - X-Coordinate,STARLINK-4008 - X-Coordinate,STARLINK-30470 - X-Coordinate,STARLINK-5028 - X-Coordinate,STARLINK-6089 - X-Coordinate,STARLINK-30949 - X-Coordinate,STARLINK-30895 - X-Coordinate,STARLINK-30295 - X-Coordinate,STARLINK-3796 - X-Coordinate,STARLINK-6126 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1015 - Y-Coordinate,STARLINK-4029 - Y-Coordinate,STARLINK-5358 - Y-Coordinate,STARLINK-2588 - Y-Coordinate,STARLINK-5637 - Y-Coordinate,STARLINK-4424 - Y-Coordinate,STARLINK-5979 - Y-Coordinate,STARLINK-30231 - Y-Coordinate,STARLINK-31639 - Y-Coordinate,STARLINK-4487 - Y-Coordinate,STARLINK-5471 - Y-Coordinate,STARLINK-2304 - Y-Coordinate,STARLINK-1279 - Y-Coordinate,STARLINK-1822 - Y-Coordinate,STARLINK-3149 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-5939 - Y-Coordinate,STARLINK-1675 - Y-Coordinate,STARLINK-31519 - Y-Coordinate,STARLINK-4531 - Y-Coordinate,STARLINK-3270 - Y-Coordinate,STARLINK-31911 - Y-Coordinate,STARLINK-6085 - Y-Coordinate,STARLINK-3654 - Y-Coordinate,STARLINK-5779 - Y-Coordinate,STARLINK-31770 - Y-Coordinate,STARLINK-3948 - Y-Coordinate,STARLINK-4658 - Y-Coordinate,STARLINK-1007 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-3634 - Y-Coordinate,STARLINK-5495 - Y-Coordinate,STARLINK-1352 - Y-Coordinate,STARLINK-3391 - Y-Coordinate,STARLINK-5586 - Y-Coordinate,STARLINK-6279 - Y-Coordinate,STARLINK-5490 - Y-Coordinate,STARLINK-6099 - Y-Coordinate,STARLINK-4181 - Y-Coordinate,STARLINK-5872 - Y-Coordinate,STARLINK-30966 - Y-Coordinate,STARLINK-6119 - Y-Coordinate,STARLINK-5056 - Y-Coordinate,STARLINK-4385 - Y-Coordinate,STARLINK-5887 - Y-Coordinate,STARLINK-30530 - Y-Coordinate,STARLINK-4663 - Y-Coordinate,STARLINK-5009 - Y-Coordinate,STARLINK-3311 - Y-Coordinate,STARLINK-3798 - Y-Coordinate,STARLINK-6327 - Y-Coordinate,STARLINK-31513 - Y-Coordinate,STARLINK-1814 - Y-Coordinate,STARLINK-30332 - Y-Coordinate,STARLINK-31980 - Y-Coordinate,STARLINK-5029 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-1547 - Y-Coordinate,STARLINK-30936 - Y-Coordinate,STARLINK-5064 - Y-Coordinate,STARLINK-31652 - Y-Coordinate,STARLINK-31825 - Y-Coordinate,STARLINK-5199 - Y-Coordinate,STARLINK-31040 - Y-Coordinate,STARLINK-30246 - Y-Coordinate,STARLINK-5089 - Y-Coordinate,STARLINK-2320 - Y-Coordinate,STARLINK-5808 - Y-Coordinate,STARLINK-6241 - Y-Coordinate,STARLINK-3592 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-5737 - Y-Coordinate,STARLINK-6215 - Y-Coordinate,STARLINK-31778 - Y-Coordinate,STARLINK-1177 - Y-Coordinate,STARLINK-30603 - Y-Coordinate,STARLINK-3128 - Y-Coordinate,STARLINK-31465 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-4567 - Y-Coordinate,STARLINK-2538 - Y-Coordinate,STARLINK-30343 - Y-Coordinate,STARLINK-3941 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-4306 - Y-Coordinate,STARLINK-2130 - Y-Coordinate,STARLINK-31598 - Y-Coordinate,STARLINK-6277 - Y-Coordinate,STARLINK-3312 - Y-Coordinate,STARLINK-2171 - Y-Coordinate,STARLINK-4008 - Y-Coordinate,STARLINK-30470 - Y-Coordinate,STARLINK-5028 - Y-Coordinate,STARLINK-6089 - Y-Coordinate,STARLINK-30949 - Y-Coordinate,STARLINK-30895 - Y-Coordinate,STARLINK-30295 - Y-Coordinate,STARLINK-3796 - Y-Coordinate,STARLINK-6126 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1015 - Z-Coordinate,STARLINK-4029 - Z-Coordinate,STARLINK-5358 - Z-Coordinate,STARLINK-2588 - Z-Coordinate,STARLINK-5637 - Z-Coordinate,STARLINK-4424 - Z-Coordinate,STARLINK-5979 - Z-Coordinate,STARLINK-30231 - Z-Coordinate,STARLINK-31639 - Z-Coordinate,STARLINK-4487 - Z-Coordinate,STARLINK-5471 - Z-Coordinate,STARLINK-2304 - Z-Coordinate,STARLINK-1279 - Z-Coordinate,STARLINK-1822 - Z-Coordinate,STARLINK-3149 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-5939 - Z-Coordinate,STARLINK-1675 - Z-Coordinate,STARLINK-31519 - Z-Coordinate,STARLINK-4531 - Z-Coordinate,STARLINK-3270 - Z-Coordinate,STARLINK-31911 - Z-Coordinate,STARLINK-6085 - Z-Coordinate,STARLINK-3654 - Z-Coordinate,STARLINK-5779 - Z-Coordinate,STARLINK-31770 - Z-Coordinate,STARLINK-3948 - Z-Coordinate,STARLINK-4658 - Z-Coordinate,STARLINK-1007 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-3634 - Z-Coordinate,STARLINK-5495 - Z-Coordinate,STARLINK-1352 - Z-Coordinate,STARLINK-3391 - Z-Coordinate,STARLINK-5586 - Z-Coordinate,STARLINK-6279 - Z-Coordinate,STARLINK-5490 - Z-Coordinate,STARLINK-6099 - Z-Coordinate,STARLINK-4181 - Z-Coordinate,STARLINK-5872 - Z-Coordinate,STARLINK-30966 - Z-Coordinate,STARLINK-6119 - Z-Coordinate,STARLINK-5056 - Z-Coordinate,STARLINK-4385 - Z-Coordinate,STARLINK-5887 - Z-Coordinate,STARLINK-30530 - Z-Coordinate,STARLINK-4663 - Z-Coordinate,STARLINK-5009 - Z-Coordinate,STARLINK-3311 - Z-Coordinate,STARLINK-3798 - Z-Coordinate,STARLINK-6327 - Z-Coordinate,STARLINK-31513 - Z-Coordinate,STARLINK-1814 - Z-Coordinate,STARLINK-30332 - Z-Coordinate,STARLINK-31980 - Z-Coordinate,STARLINK-5029 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-1547 - Z-Coordinate,STARLINK-30936 - Z-Coordinate,STARLINK-5064 - Z-Coordinate,STARLINK-31652 - Z-Coordinate,STARLINK-31825 - Z-Coordinate,STARLINK-5199 - Z-Coordinate,STARLINK-31040 - Z-Coordinate,STARLINK-30246 - Z-Coordinate,STARLINK-5089 - Z-Coordinate,STARLINK-2320 - Z-Coordinate,STARLINK-5808 - Z-Coordinate,STARLINK-6241 - Z-Coordinate,STARLINK-3592 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-5737 - Z-Coordinate,STARLINK-6215 - Z-Coordinate,STARLINK-31778 - Z-Coordinate,STARLINK-1177 - Z-Coordinate,STARLINK-30603 - Z-Coordinate,STARLINK-3128 - Z-Coordinate,STARLINK-31465 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-4567 - Z-Coordinate,STARLINK-2538 - Z-Coordinate,STARLINK-30343 - Z-Coordinate,STARLINK-3941 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-4306 - Z-Coordinate,STARLINK-2130 - Z-Coordinate,STARLINK-31598 - Z-Coordinate,STARLINK-6277 - Z-Coordinate,STARLINK-3312 - Z-Coordinate,STARLINK-2171 - Z-Coordinate,STARLINK-4008 - Z-Coordinate,STARLINK-30470 - Z-Coordinate,STARLINK-5028 - Z-Coordinate,STARLINK-6089 - Z-Coordinate,STARLINK-30949 - Z-Coordinate,STARLINK-30895 - Z-Coordinate,STARLINK-30295 - Z-Coordinate,STARLINK-3796 - Z-Coordinate,STARLINK-6126 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4873.5160,-4507.0260,-5011.1855,-6235.7214,-5078.5901,-3453.6596,2144.1297,-6566.9176,4242.2872,5986.2122,2262.4245,1673.7985,1880.3036,273.1767,-5252.3189,3423.6555,-5966.9417,-5478.9009,498.4037,-2149.7258,1660.8301,3547.1028,-1229.0693,-2094.8538,2431.1567,3595.9453,-3280.1142,-4065.2390,-2840.7343,0.0000,-4191.4651,4368.7622,-5623.0932,4812.0667,-1680.8343,3293.3243,4896.9874,-1001.4020,3861.8295,479.3853,-5924.4278,-2839.7756,6155.0335,0.0000,5883.9849,5561.8728,3441.6567,-6161.5740,-4295.6145,2271.9685,3135.8463,2.3225,2534.8336,-1536.6464,5826.0279,-4656.0591,3364.2614,3163.9903,-6349.2332,-4924.0588,-4747.1443,1713.6187,4071.2917,-55.2381,-469.4313,-39.7767,4661.6149,-5428.5837,3312.4955,6184.9215,-4023.9020,3892.8877,3642.8709,-5924.4068,686.3008,-496.9917,-1945.8009,-3143.3975,5833.0041,3098.4383,6876.0305,529.2997,-6584.3349,-199.2639,-6480.7616,-399.6773,-5984.1421,2443.3570,-5058.2667,2237.8927,2037.1064,2746.1391,4094.0555,-3327.4604,782.6831,-2775.5023,2260.2458,2684.7559,-4407.2506,6169.4984,363537.5047,336536.3199,358303.7874,355921.5406,347504.5112,348993.8908,351155.0937,351429.9611,2093704.7433,2079117.9741,2123185.5488,2110722.4390,352646.6321,2112391.0776,127.8599,-2026.5969,-3122.8391,1714.5970,-1677.5468,1508.3235,226.0861,-6.1323,-3444.7960,3004.5629,-4514.5335,-5966.5426,-6075.2673,-4157.2231,-3757.9439,-2680.8087,1577.8861,-1755.4081,4326.4107,-5342.1128,-3875.4170,3362.3155,-4461.6842,5422.6318,6166.7093,-5586.2724,-5474.8853,-1105.6405,3024.2247,0.0000,3122.9969,-4862.3382,3022.1623,4500.5550,-3875.5754,-5991.1510,1013.6120,-4978.7294,4306.7127,-6847.0578,3322.8683,4463.4642,-302.3642,0.0000,-3549.9698,3182.8032,5935.1100,2383.3699,4366.9798,6467.2574,-2899.6761,5271.2323,5666.8318,4837.0844,-1732.1998,595.5723,3392.6643,-3639.0757,-819.8955,4787.9778,-4256.0322,3904.3629,1176.5638,-6672.5393,-6648.1971,6389.6127,5107.3922,-2991.0644,-4504.9851,-2683.5253,1243.2512,1937.2990,4503.2275,278.8046,6740.3717,-6780.5698,5294.8808,3165.3241,554.2855,2776.0456,711.6676,4231.6358,1812.0170,-4556.1463,-469.1822,-1395.5582,3214.7090,-6109.2613,4743.1093,-6532.1537,5774.3583,-4433.9370,-3010.8666,5581.7306,-5551.2779,5986.9805,-6468.8337,-6168.5308,-5317.0195,-1464.1014,137193.4308,113037.0200,122675.5886,126018.0949,127644.0971,125340.0883,118701.4843,121774.4049,331992321.0146,331966995.9655,331989422.2372,331994774.2913,122073.9052,331990771.8618,-4913.2093,4769.2317,-3633.1722,-1341.2897,4412.9860,5801.3263,-6598.2425,-2131.7919,4111.4247,1575.5606,4660.1574,2820.4412,2684.8640,-5534.6312,-2454.5661,5294.2702,2843.9657,3824.4216,4929.6373,-3670.8938,5420.8492,4877.8087,-4997.3249,-3773.4795,-1933.9753,1922.9730,-2395.3772,5461.4611,5496.1065,0.0000,-4506.6687,2149.5567,2900.7418,-1961.0073,-5466.8467,945.2455,-4631.1315,4692.9405,3783.3939,538.6877,1338.9986,-4429.9625,-3156.6570,0.0000,-960.3673,2632.0664,1061.4827,-2068.1051,-3210.2140,-810.0236,-5428.1799,4470.8466,2867.9185,-4540.6598,-3244.0426,4967.4610,4916.4508,-4902.9706,1673.9595,-396.3200,2704.5255,5324.0002,-5362.2630,1759.9483,-1898.0965,2685.6280,-445.9302,-2392.7112,4212.2275,1612.5058,-5473.5963,5215.2951,-3782.9009,-3570.7117,705.8047,-842.6872,4027.1038,5275.9748,3568.6793,5286.6029,225.9979,-5422.2352,1146.9108,-5200.0247,-2460.3235,6787.0251,361.3027,-1859.3538,-186.1495,-184.0604,3188.4975,-4517.5205,4688.6936,-2344.2809,-4041.8646,-2073.0668,977.5817,1178.2188,232.5513,-2795.9543,156048.6151,152526.5032,155872.7915,154169.3881,159195.4899,151930.0582,144858.2758,154857.5554,-33844344.8603,-33860170.6258,-33847383.5750,-33830358.9679,153556.8362,-33836233.0413,
3600.000,-2672.1076,6785.2364,5015.4108,2050.4381,6697.4343,-1221.3366,-4610.0711,4360.6662,-3529.6506,-4736.2472,-471.0397,1929.6884,1273.4772,3782.2582,6162.8840,-1935.3051,2448.4852,6836.1213,-4709.4874,4828.4698,2759.9261,-6363.6389,4736.0734,-334.4749,-3767.6371,-156.2344,4768.7978,5666.1914,-630.4374,0.0000,-65.3109,-2972.6579,2481.5717,-5644.8283,5201.4419,-871.7037,-4919.1750,4764.1253,-5114.4322,1274.6658,4293.2589,-1355.6070,-3768.5670,0.0000,-5462.7183,-1343.1159,-4892.1585,5350.8099,3381.0539,-3340.2947,-1168.8597,-3939.2325,-4607.9574,-3083.9363,-5301.1953,1770.1993,-6360.9210,1401.1966,5270.7739,2686.7423,4949.7582,-5256.1867,-4045.1411,1607.4543,2342.6719,-2270.3914,-5337.7494,3641.3570,377.6972,-4884.9284,3431.0714,-6427.6703,-6166.1602,6227.6919,-3269.7641,2190.3276,-605.7640,-906.5348,-6679.2361,-5232.5339,-5653.4367,-4371.6211,4157.1756,4115.0216,6621.5569,-3162.7121,3081.5221,778.0698,2649.9765,-175.7080,-3839.1437,1653.1402,-1173.9510,1881.4236,2183.3201,-645.2113,650.0176,-613.2109,4651.6924,-3324.2353,316407.8438,296466.2600,316163.4829,313120.1626,304976.1150,309264.2347,308650.8698,311595.0873,-83972351.0923,-83979848.0809,-83941987.9819,-83962382.9135,310634.2486,-83954690.8812,3661.5180,33.6358,-871.8183,-3593.5575,1812.7423,1416.1998,-4043.4863,-2842.4954,5861.8062,10.2339,6802.3248,3674.0443,4164.4281,4362.0356,2412.5116,6143.3456,-4332.7330,-825.1948,-4566.0256,1645.9299,4617.9054,-2277.5642,980.5436,-6896.3165,-5213.2735,5294.7917,1556.8500,-2419.6646,-5556.6773,0.0000,-4283.9715,5753.9405,-2388.3909,-2957.5126,1336.7946,6272.9958,3515.7645,3535.4562,-386.9275,5656.7278,-4904.2265,-5331.3716,3378.1416,0.0000,882.5230,-2341.8310,-4228.1490,-3728.8468,-5926.4668,-3961.4654,6150.2166,-3882.1423,-1959.0577,-3193.5549,4380.7954,-4394.1090,-2184.5080,4375.6917,-1719.5398,-5031.0133,4255.5588,-767.5875,3538.0452,6174.5646,4109.9498,-6489.2045,-2423.8923,-1649.0329,5248.3484,4470.5014,-5102.4529,1022.0281,-3082.9812,-3009.0753,-4397.3488,5398.1401,-6829.9009,-4859.9002,1364.7601,1849.1507,1027.3858,-4459.7473,-3724.3810,2513.1229,-1030.1022,-2598.2421,-4046.3890,4420.7592,-5522.0584,5675.9778,-5635.0014,3960.3976,5799.7347,-6307.1477,6480.5375,-5206.0214,5599.8285,5899.2872,2902.4817,3872.3155,223918.5807,193705.4962,205293.6666,206938.4519,211938.6361,208172.3365,203520.9467,206641.9248,321238936.7092,321207654.7716,321242658.8280,321234438.2469,206414.5497,321237586.3559,5218.1814,-1114.7525,4694.0453,5136.4436,264.4607,-6673.4731,3242.4278,4523.8197,121.6155,-4998.5538,-917.8120,-5405.9425,-5363.8773,3814.5180,-1976.5314,-2365.8301,-4637.1730,-624.0204,-588.1167,4528.7984,-4287.4208,-1460.5090,4779.0195,558.2825,-2508.2072,-4454.5135,4605.0882,-3126.6187,-4039.5685,0.0000,5396.1105,2328.6513,-6116.9810,-2577.9433,4328.7023,2736.8591,3146.6238,-3569.0495,-4645.6220,3706.0897,2331.8240,4150.2070,4712.6071,0.0000,-4191.8385,-6384.8994,2524.5188,-2315.7323,-1106.1523,4551.2193,2896.9591,-4160.2198,-4662.9926,5150.1762,-373.7859,-4943.3502,-1379.3120,5100.7496,3607.1108,-3855.3264,2324.2863,-4297.3261,4205.8443,2630.4430,5052.4677,902.6046,3685.6703,5293.8531,-4620.0347,2050.0492,3124.9161,-1970.5866,532.0155,211.0440,-4052.5823,-3606.9522,-1052.8492,-4843.6803,799.0392,-3823.1063,3843.6830,2915.1551,-4105.4130,4943.1781,-1824.2598,-5620.2503,-4521.0890,5144.7078,-3259.4711,-3935.1645,1102.5893,5387.7740,-3593.8282,-2092.6697,971.0440,4497.4980,-4022.4154,3378.1626,-4209.1652,4676.4840,156161.7144,152567.2234,156353.7097,152606.7651,159711.9089,155720.3093,144775.0465,152430.6662,-33772888.8431,-33788386.0470,-33768464.1486,-33760668.8058,153924.6633,-33762706.7970,
7200.000,755.8225,-5789.4678,-4331.5541,3534.8975,-4906.5747,5907.3733,3048.7619,-1076.9131,919.6855,2438.9531,-1286.0982,-5569.1866,-4874.3684,-5802.4945,-4599.0323,199.9130,1687.9551,-5499.4914,4766.9711,-6175.9094,-5325.8399,6247.2046,-6515.0919,2470.0920,4084.7915,-3804.3676,-5164.8797,-5355.2074,2852.7766,0.0000,3753.0126,-401.1313,1858.9498,4278.5696,-6868.3663,-2513.8431,3248.5611,-6725.2725,5487.4891,-3560.0773,-720.0181,4572.6657,800.9247,0.0000,872.0394,-2257.7840,5136.6806,-1959.5648,-700.5928,4301.6196,-429.7257,6499.6485,5696.0388,6407.6086,2480.0867,673.8283,6097.5001,-4824.5139,-208.5919,1465.1768,-3174.4810,6644.0888,3200.9837,-3258.2839,-4624.1582,3970.1220,4859.3630,-741.8805,-3635.8270,1517.9308,-2229.1300,5503.5166,6181.2562,-4126.7222,5286.3297,-3885.6676,2688.5272,3774.5062,4163.1160,4963.1968,2318.8635,5786.9384,-317.1495,-6681.2919,-4035.9806,3031.1633,1841.4488,-4688.3038,1152.4953,-2958.0220,4221.3724,-5363.4736,-1407.9187,953.0065,-4020.1995,4410.9142,-4050.5012,-2748.5051,-3968.6609,-183.9036,249081.9314,237607.8220,254029.7333,247970.4947,242785.0975,252066.1645,246220.3709,248024.6383,-164323560.7508,-164322914.4995,-164296752.0559,-164311045.2739,248870.9649,-164306822.6934,-6484.7534,1653.9038,4565.8733,4405.4229,-903.0197,-1040.3872,5898.1497,5513.5463,-5254.7240,-3966.8308,-5800.9361,-707.3854,-1633.7859,-3771.9613,508.8162,-6480.3604,5965.3547,2940.8779,1055.5825,2092.7448,-4340.5350,584.3565,1758.0945,5740.6553,1630.8488,-3970.2031,2958.1484,4183.1978,6275.6218,0.0000,5062.4759,-4402.9371,2684.2639,-587.3809,562.1846,-4420.3169,-5948.1443,-1617.6306,-3318.2783,-2089.6488,5146.6436,5027.4008,-6001.6802,0.0000,915.9540,-1894.0335,681.9301,4070.3327,5014.4773,-347.0492,-6729.5100,2017.0872,-2218.4035,1414.3836,-5228.9311,6676.7675,287.9877,-4533.4249,4199.1554,3861.7994,-1452.0808,-1578.7933,-6032.6842,-2892.1736,-406.3463,4082.3832,-1573.0025,5959.2311,-5392.1847,-5067.6506,6418.5941,-2807.1695,590.7381,4490.4887,146.6144,-1355.4854,5854.8283,5630.3276,-2882.1688,-4443.5931,-3438.5090,3445.8363,5227.6473,-793.7737,2614.7566,6144.4632,4033.0169,-1662.9196,4937.7626,-2893.8171,2774.3462,-3333.5352,-6770.8613,4473.5966,-4921.6603,3391.6077,-3260.6893,-3043.5413,1308.6442,-5853.5496,295577.2296,261637.0929,274751.0254,274253.3901,282725.8286,276669.2418,274769.0669,277186.0733,288558221.5763,288523115.2901,288567323.1256,288547475.9368,277496.8774,288556541.2318,-2296.1444,-3324.8060,-2907.2456,-3426.4523,-4833.3176,3457.0413,2008.2418,-4015.8541,-4294.1721,5056.9408,-3470.5195,3848.8547,4602.1223,232.6801,5116.6716,-2242.8462,2783.8811,-2988.6911,-4424.1091,-2026.1406,225.9357,-2905.6764,-904.0354,2982.1164,5309.5489,4189.6425,-3324.5721,-1231.1776,-78.1261,0.0000,-2813.8605,-5282.1791,6196.4687,5336.9747,-445.0693,-4673.2326,780.9700,210.7593,2583.6174,-5516.9105,-4581.7617,-1181.3976,-3358.9096,0.0000,6811.2608,6265.8584,-4625.7574,5231.6586,4696.4369,-5392.5156,1470.2189,1232.6819,3064.6050,-1817.0858,3724.1636,1329.3689,-3142.5139,-1848.1040,-5117.3952,5491.5622,-5993.8591,68.3975,29.9204,-5360.5393,-5149.5596,-3961.2606,-4686.7443,-2842.9250,2586.5711,-4486.9796,1208.8284,-2841.8465,3034.8074,3261.8764,4286.0462,5465.6484,-2573.5458,1362.6846,-4642.4289,-1009.2070,-5541.8295,1471.9149,4523.1123,-1598.5215,5000.2847,1160.8631,5148.7481,-4693.1070,4724.3143,5519.1314,-4715.9547,-2779.9762,248.0003,5163.3515,2700.7942,-4111.4922,4560.9573,-5468.2330,5491.9480,-3706.2639,156240.2821,152608.0231,156171.3384,154134.1266,159823.2931,154957.0145,145300.2445,155831.3727,-33700754.8824,-33716443.5549,-33688585.7898,-33693214.4180,154280.1792,-33689162.0205,
