sl_100_5400_20301130 Coordinates.csv
2030/11/30 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:44 2024,
Start: 2030/11/30 07:47:00.00, Stop: 2030/11/30 09:17:00.00,
TIME_UNITS,STARLINK-31490 - X-Coordinate,STARLINK-31633 - X-Coordinate,STARLINK-32211 - X-Coordinate,STARLINK-1784 - X-Coordinate,STARLINK-31859 - X-Coordinate,STARLINK-2755 - X-Coordinate,STARLINK-3518 - X-Coordinate,STARLINK-31975 - X-Coordinate,STARLINK-4252 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-5117 - X-Coordinate,STARLINK-31708 - X-Coordinate,STARLINK-3938 - X-Coordinate,STARLINK-31608 - X-Coordinate,STARLINK-1728 - X-Coordinate,STARLINK-5057 - X-Coordinate,STARLINK-5941 - X-Coordinate,STARLINK-2442 - X-Coordinate,STARLINK-31504 - X-Coordinate,STARLINK-1476 - X-Coordinate,STARLINK-1976 - X-Coordinate,STARLINK-5708 - X-Coordinate,STARLINK-4201 - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-6221 - X-Coordinate,STARLINK-30493 - X-Coordinate,STARLINK-30192 - X-Coordinate,STARLINK-31141 - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-30328 - X-Coordinate,STARLINK-2174 - X-Coordinate,STARLINK-31489 - X-Coordinate,STARLINK-5978 - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-30957 - X-Coordinate,STARLINK-31763 - X-Coordinate,STARLINK-1276 - X-Coordinate,STARLINK-6105 - X-Coordinate,STARLINK-32024 - X-Coordinate,STARLINK-31254 - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-1938 - X-Coordinate,STARLINK-4294 - X-Coordinate,STARLINK-11081 [DTC] - X-Coordinate,STARLINK-31519 - X-Coordinate,STARLINK-5880 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-2178 - X-Coordinate,STARLINK-2486 - X-Coordinate,STARLINK-4273 - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-31724 - X-Coordinate,STARLINK-31496 - X-Coordinate,STARLINK-31675 - X-Coordinate,STARLINK-5881 - X-Coordinate,STARLINK-5528 - X-Coordinate,STARLINK-30978 - X-Coordinate,STARLINK-30475 - X-Coordinate,STARLINK-30196 - X-Coordinate,STARLINK-5283 - X-Coordinate,STARLINK-1067 - X-Coordinate,STARLINK-5937 - X-Coordinate,STARLINK-31912 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-1066 - X-Coordinate,STARLINK-3154 - X-Coordinate,STARLINK-1054 - X-Coordinate,STARLINK-6191 - X-Coordinate,STARLINK-4143 - X-Coordinate,STARLINK-4199 - X-Coordinate,STARLINK-31389 - X-Coordinate,STARLINK-4155 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-30147 - X-Coordinate,STARLINK-31499 - X-Coordinate,STARLINK-1899 - X-Coordinate,STARLINK-3707 - X-Coordinate,STARLINK-5199 - X-Coordinate,STARLINK-1485 - X-Coordinate,STARLINK-2092 - X-Coordinate,STARLINK-3770 - X-Coordinate,STARLINK-6057 - X-Coordinate,STARLINK-1240 - X-Coordinate,STARLINK-1888 - X-Coordinate,STARLINK-30934 - X-Coordinate,STARLINK-5163 - X-Coordinate,STARLINK-31551 - X-Coordinate,STARLINK-32270 - X-Coordinate,STARLINK-4676 - X-Coordinate,STARLINK-4042 - X-Coordinate,STARLINK-3356 - X-Coordinate,STARLINK-1734 - X-Coordinate,STARLINK-4494 - X-Coordinate,STARLINK-31233 - X-Coordinate,STARLINK-4256 - X-Coordinate,STARLINK-5863 - X-Coordinate,STARLINK-30807 - X-Coordinate,STARLINK-3113 - X-Coordinate,STARLINK-1654 - X-Coordinate,STARLINK-30358 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31490 - Y-Coordinate,STARLINK-31633 - Y-Coordinate,STARLINK-32211 - Y-Coordinate,STARLINK-1784 - Y-Coordinate,STARLINK-31859 - Y-Coordinate,STARLINK-2755 - Y-Coordinate,STARLINK-3518 - Y-Coordinate,STARLINK-31975 - Y-Coordinate,STARLINK-4252 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-5117 - Y-Coordinate,STARLINK-31708 - Y-Coordinate,STARLINK-3938 - Y-Coordinate,STARLINK-31608 - Y-Coordinate,STARLINK-1728 - Y-Coordinate,STARLINK-5057 - Y-Coordinate,STARLINK-5941 - Y-Coordinate,STARLINK-2442 - Y-Coordinate,STARLINK-31504 - Y-Coordinate,STARLINK-1476 - Y-Coordinate,STARLINK-1976 - Y-Coordinate,STARLINK-5708 - Y-Coordinate,STARLINK-4201 - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-6221 - Y-Coordinate,STARLINK-30493 - Y-Coordinate,STARLINK-30192 - Y-Coordinate,STARLINK-31141 - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-30328 - Y-Coordinate,STARLINK-2174 - Y-Coordinate,STARLINK-31489 - Y-Coordinate,STARLINK-5978 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-30957 - Y-Coordinate,STARLINK-31763 - Y-Coordinate,STARLINK-1276 - Y-Coordinate,STARLINK-6105 - Y-Coordinate,STARLINK-32024 - Y-Coordinate,STARLINK-31254 - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-1938 - Y-Coordinate,STARLINK-4294 - Y-Coordinate,STARLINK-11081 [DTC] - Y-Coordinate,STARLINK-31519 - Y-Coordinate,STARLINK-5880 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-2178 - Y-Coordinate,STARLINK-2486 - Y-Coordinate,STARLINK-4273 - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-31724 - Y-Coordinate,STARLINK-31496 - Y-Coordinate,STARLINK-31675 - Y-Coordinate,STARLINK-5881 - Y-Coordinate,STARLINK-5528 - Y-Coordinate,STARLINK-30978 - Y-Coordinate,STARLINK-30475 - Y-Coordinate,STARLINK-30196 - Y-Coordinate,STARLINK-5283 - Y-Coordinate,STARLINK-1067 - Y-Coordinate,STARLINK-5937 - Y-Coordinate,STARLINK-31912 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-1066 - Y-Coordinate,STARLINK-3154 - Y-Coordinate,STARLINK-1054 - Y-Coordinate,STARLINK-6191 - Y-Coordinate,STARLINK-4143 - Y-Coordinate,STARLINK-4199 - Y-Coordinate,STARLINK-31389 - Y-Coordinate,STARLINK-4155 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-30147 - Y-Coordinate,STARLINK-31499 - Y-Coordinate,STARLINK-1899 - Y-Coordinate,STARLINK-3707 - Y-Coordinate,STARLINK-5199 - Y-Coordinate,STARLINK-1485 - Y-Coordinate,STARLINK-2092 - Y-Coordinate,STARLINK-3770 - Y-Coordinate,STARLINK-6057 - Y-Coordinate,STARLINK-1240 - Y-Coordinate,STARLINK-1888 - Y-Coordinate,STARLINK-30934 - Y-Coordinate,STARLINK-5163 - Y-Coordinate,STARLINK-31551 - Y-Coordinate,STARLINK-32270 - Y-Coordinate,STARLINK-4676 - Y-Coordinate,STARLINK-4042 - Y-Coordinate,STARLINK-3356 - Y-Coordinate,STARLINK-1734 - Y-Coordinate,STARLINK-4494 - Y-Coordinate,STARLINK-31233 - Y-Coordinate,STARLINK-4256 - Y-Coordinate,STARLINK-5863 - Y-Coordinate,STARLINK-30807 - Y-Coordinate,STARLINK-3113 - Y-Coordinate,STARLINK-1654 - Y-Coordinate,STARLINK-30358 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31490 - Z-Coordinate,STARLINK-31633 - Z-Coordinate,STARLINK-32211 - Z-Coordinate,STARLINK-1784 - Z-Coordinate,STARLINK-31859 - Z-Coordinate,STARLINK-2755 - Z-Coordinate,STARLINK-3518 - Z-Coordinate,STARLINK-31975 - Z-Coordinate,STARLINK-4252 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-5117 - Z-Coordinate,STARLINK-31708 - Z-Coordinate,STARLINK-3938 - Z-Coordinate,STARLINK-31608 - Z-Coordinate,STARLINK-1728 - Z-Coordinate,STARLINK-5057 - Z-Coordinate,STARLINK-5941 - Z-Coordinate,STARLINK-2442 - Z-Coordinate,STARLINK-31504 - Z-Coordinate,STARLINK-1476 - Z-Coordinate,STARLINK-1976 - Z-Coordinate,STARLINK-5708 - Z-Coordinate,STARLINK-4201 - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-6221 - Z-Coordinate,STARLINK-30493 - Z-Coordinate,STARLINK-30192 - Z-Coordinate,STARLINK-31141 - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-30328 - Z-Coordinate,STARLINK-2174 - Z-Coordinate,STARLINK-31489 - Z-Coordinate,STARLINK-5978 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-30957 - Z-Coordinate,STARLINK-31763 - Z-Coordinate,STARLINK-1276 - Z-Coordinate,STARLINK-6105 - Z-Coordinate,STARLINK-32024 - Z-Coordinate,STARLINK-31254 - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-1938 - Z-Coordinate,STARLINK-4294 - Z-Coordinate,STARLINK-11081 [DTC] - Z-Coordinate,STARLINK-31519 - Z-Coordinate,STARLINK-5880 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-2178 - Z-Coordinate,STARLINK-2486 - Z-Coordinate,STARLINK-4273 - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-31724 - Z-Coordinate,STARLINK-31496 - Z-Coordinate,STARLINK-31675 - Z-Coordinate,STARLINK-5881 - Z-Coordinate,STARLINK-5528 - Z-Coordinate,STARLINK-30978 - Z-Coordinate,STARLINK-30475 - Z-Coordinate,STARLINK-30196 - Z-Coordinate,STARLINK-5283 - Z-Coordinate,STARLINK-1067 - Z-Coordinate,STARLINK-5937 - Z-Coordinate,STARLINK-31912 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-1066 - Z-Coordinate,STARLINK-3154 - Z-Coordinate,STARLINK-1054 - Z-Coordinate,STARLINK-6191 - Z-Coordinate,STARLINK-4143 - Z-Coordinate,STARLINK-4199 - Z-Coordinate,STARLINK-31389 - Z-Coordinate,STARLINK-4155 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-30147 - Z-Coordinate,STARLINK-31499 - Z-Coordinate,STARLINK-1899 - Z-Coordinate,STARLINK-3707 - Z-Coordinate,STARLINK-5199 - Z-Coordinate,STARLINK-1485 - Z-Coordinate,STARLINK-2092 - Z-Coordinate,STARLINK-3770 - Z-Coordinate,STARLINK-6057 - Z-Coordinate,STARLINK-1240 - Z-Coordinate,STARLINK-1888 - Z-Coordinate,STARLINK-30934 - Z-Coordinate,STARLINK-5163 - Z-Coordinate,STARLINK-31551 - Z-Coordinate,STARLINK-32270 - Z-Coordinate,STARLINK-4676 - Z-Coordinate,STARLINK-4042 - Z-Coordinate,STARLINK-3356 - Z-Coordinate,STARLINK-1734 - Z-Coordinate,STARLINK-4494 - Z-Coordinate,STARLINK-31233 - Z-Coordinate,STARLINK-4256 - Z-Coordinate,STARLINK-5863 - Z-Coordinate,STARLINK-30807 - Z-Coordinate,STARLINK-3113 - Z-Coordinate,STARLINK-1654 - Z-Coordinate,STARLINK-30358 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3605.0884,6438.0866,8.4597,970.4779,-6665.3829,-6068.6049,-1117.0268,5105.3990,-6454.8794,4377.1075,-3736.8653,-6348.4533,4076.7084,4307.1097,-6627.6392,-5715.0048,6447.7129,748.7792,5902.4400,5620.2161,3420.5985,5697.1652,-5701.9640,1444.1159,-3458.6331,6647.2215,-2502.6520,-5527.4918,6318.2001,48.5648,3410.2560,-1109.0277,5137.0297,-3809.3760,-3970.5570,3943.3012,126.2153,1252.5381,-4663.0186,-5987.2578,-2744.9648,-2039.1016,5003.7789,5401.4869,3801.6087,-4881.3031,4694.2845,-4052.7866,-1618.1364,0.0000,912.8702,-1060.3049,-881.7762,94.0269,1230.3421,3293.9665,-549.6433,-448.0382,5108.6191,6281.9533,3462.7017,-2607.5226,-2803.7647,-4275.0475,-5816.2147,795.0675,-1049.7509,-3076.2029,-6492.9728,-3845.7630,-2975.2432,1246.6526,-4611.5557,-4975.7554,1470.7928,0.0000,3389.8072,-3179.8519,-2057.7457,-1810.7058,3077.9914,-1271.1188,4390.8707,6581.9669,-4753.2644,-6205.9624,-3941.1085,3794.3258,-1081.0503,-967.9603,-2721.1668,-3732.3482,1035.7827,-5295.3531,-5109.2035,2566.6735,-4838.4073,-5542.8787,4686.3359,-1321.9823,258199.3283,236811.1519,247789.7417,251512.4908,251547.9692,249166.9938,243660.9860,248871.6766,-278710843.5981,-278696803.6948,-278715242.8897,-278696820.4526,247467.0171,-278702244.1259,-5485.2321,-1997.3641,6758.5288,5922.4583,869.6241,-3149.4344,6698.7641,3523.8142,-2193.0607,5010.6029,-1734.2828,-1746.5157,1684.9499,5190.9888,-1372.4086,3128.1387,2338.9053,-4763.1198,-926.1405,-1443.6000,2978.9598,-922.3170,-3409.9550,3838.7182,-5334.0473,-1465.2233,-6474.2182,677.2841,2308.7844,5153.0454,3520.6902,-6719.9369,2428.3148,-2177.0414,-4228.0952,3147.4703,-5377.4899,-6073.4004,-3113.1067,-1256.3473,-1231.8418,6208.1004,3378.6835,2118.7315,4028.1431,-3519.5802,-2455.3302,4865.5455,3902.5455,0.0000,2221.7734,5690.6669,-4109.9052,-5162.0730,4962.1500,-5466.6052,-5571.3656,5479.0407,491.9868,2429.4255,-4931.3801,4346.1192,4551.4329,-5223.1853,-1933.5184,4099.1727,4098.4431,4133.4728,1630.4784,1906.7488,3892.6307,4028.3511,-4951.4005,-3.9734,5002.0665,0.0000,2679.5110,-6076.9143,-4505.9941,4827.3326,2828.7912,-6815.3411,1278.8801,1972.0650,1277.6267,2863.8592,5032.3206,1565.5029,4067.3188,-4666.8605,-6175.7007,2838.3646,4331.2217,-2244.7625,-1233.0734,5266.8323,1624.3914,-4026.8618,-3709.5439,-6256.2469,273729.0216,275353.2420,264645.9393,268243.1260,276997.1879,274393.4863,270951.3446,269725.0589,-2914633.7032,-2899011.3075,-2878872.8093,-2904759.9822,270244.6920,-2900656.8964,-1835.2332,1183.7022,2.9748,3318.8126,-669.1670,1072.4952,1250.5139,-2766.2543,-1192.1894,1820.6183,5493.1663,-1721.5845,5278.1874,-933.6021,988.9558,-2189.8864,905.4909,-4911.0555,3215.9633,-3806.0533,-5094.0638,3802.4839,1849.0815,-5440.6764,-2887.7918,612.1644,-494.9775,-3745.5092,1640.3415,-4614.7315,4811.4424,767.7358,3983.5833,-5141.7868,3789.0202,-4551.1471,4340.9225,3035.7954,3973.7945,3054.2487,-6245.3885,2150.8410,3217.7503,3404.2616,-3999.4339,-3404.1800,4305.9874,2553.0407,5422.0870,0.0000,6460.8696,-3601.6360,-5359.7035,4401.6348,-4668.6889,2696.1302,4093.6398,4087.3546,-4596.0131,-1578.2284,3273.9152,-4703.2805,-4108.6265,-1672.3443,3239.8750,-5512.2852,-5460.0199,4616.6517,-1702.2070,5390.9847,-4769.3425,5447.9447,1062.0030,4626.0400,4391.5244,0.0000,5384.9938,756.0082,-4672.2849,-4256.9978,5458.9559,-119.3575,-5082.3719,155.1921,4721.2191,603.5259,2403.4143,-5462.1448,-5471.6860,-4966.7011,1053.2895,5101.5104,5256.0839,-3634.7535,-4471.7224,3748.7636,4682.3572,-973.9069,3307.2612,2473.9169,-70475.7939,-69340.9648,-67433.8279,-70201.9445,-64492.9195,-70521.4364,-78710.6588,-70967.2305,-2803854.4334,-2842064.3314,-2809698.5550,-2813243.5760,-69939.6001,-2816023.1853,
300.000,2092.6762,5409.4708,1222.9223,2210.9582,-6267.7943,-6572.6026,83.6260,5354.6900,-6314.2625,5400.5314,-4392.5050,-5925.0836,5224.0633,5175.8706,-6281.4587,-4321.9880,6461.7835,-1230.7100,5926.4997,5812.8931,5066.2021,5727.1377,-5661.1294,3448.7079,-4325.5717,5883.1195,-3737.4257,-5609.7483,5751.7538,2130.7610,3960.1614,-2520.6139,4185.3228,-4051.5347,-5521.1389,5275.6931,-1455.5176,-594.8401,-6009.8400,-5240.7883,-4444.8856,-899.2312,6171.8422,6410.4196,4630.7007,-5200.9873,4518.4226,-2403.9922,545.8085,0.0000,3012.2878,902.6826,-2817.4050,-1956.0484,3176.3759,1446.8057,-2380.9324,1443.6809,4798.1554,6631.1254,2600.0946,-720.0768,-1271.4894,-4250.3366,-5252.0865,2890.8089,945.8642,-1435.2596,-6289.0214,-2326.2360,-1956.3696,3304.0855,-5337.2276,-4817.9862,2753.6890,0.0000,4906.0835,-4001.7218,-3900.7126,-496.7965,4600.5803,-1810.3155,5424.5282,6553.4460,-3224.1570,-5530.1945,-2149.5537,4541.8548,1096.2527,-2576.9173,-3806.6659,-1812.4072,3055.1999,-4831.8751,-6122.4010,2683.7147,-4125.5522,-5780.7312,2935.4769,-2756.4884,252216.5696,230886.6740,241922.6840,245536.0130,245813.6962,243399.9847,237961.8105,242800.5933,-278576408.2994,-278562085.9224,-278581375.1075,-278562193.3927,241745.1393,-278567759.8834,-5507.0430,-3285.2066,6398.4830,4614.8675,2349.4699,-2044.9422,6883.6908,1643.8367,-2622.2604,4294.2918,339.3444,-313.6086,6.6686,4330.4476,-43.8094,3840.1912,735.7524,-4020.0362,-2688.6579,-3006.2674,1861.6709,-2778.3961,-1911.9926,3051.3265,-5410.9764,-2542.0339,-5525.9410,2570.2377,1400.7239,5185.8827,1490.6151,-5965.2330,1048.4874,-3.9845,-3221.2495,1511.8852,-6056.0746,-5566.6625,-2192.6637,327.0976,-164.4301,6811.8596,2498.6119,971.3558,2100.9076,-1571.2108,-4179.3450,4981.6588,4205.0012,0.0000,1697.9936,5154.5247,-3077.1311,-5356.3631,4035.1871,-5605.5341,-4572.9631,5927.1754,-1646.2184,1883.3071,-6128.8921,5328.5799,5808.0570,-4156.1736,-261.1702,3741.1780,4770.0319,5418.8400,2851.7169,3470.3618,5458.3678,3582.5643,-3487.9152,2143.3985,3420.0529,0.0000,1275.5098,-5035.8268,-4357.0967,5998.8817,1353.8958,-6319.8385,-407.6331,703.5698,2717.4800,3877.9952,5399.0330,-458.6067,4119.1842,-3283.0112,-5620.5156,3771.7202,4307.0204,-422.3820,200.1176,3661.3600,3610.2537,-2697.3096,-4158.6824,-5114.6818,279196.6632,280457.7683,269820.7300,273389.3198,282229.3279,279410.3381,276178.8116,274768.2146,-9001373.2488,-8985886.1714,-8965964.2103,-8990831.0964,275426.4506,-8987457.1374,-3429.3925,2601.4357,-1806.5263,4562.7673,895.7289,-738.8812,-563.9757,-3843.0378,1054.9214,28.0975,5267.3861,-3335.4767,4477.4072,895.9582,2701.2503,-3718.4275,2354.5403,-5449.1961,1926.7392,-2304.5662,-4169.4431,2696.3264,3439.0908,-5021.4633,-856.6902,2366.9430,-1982.8535,-2637.3528,3585.2422,-4051.5361,5409.1097,2237.1352,5431.8445,-5410.5662,2675.9546,-4005.7253,3002.2345,4038.3746,2515.3985,4376.5344,-5316.1147,383.9374,1582.3146,1801.9204,-4562.5571,-4276.6955,2957.9729,3998.7251,5410.2100,0.0000,5964.8116,-4370.3658,-5384.0698,3678.3087,-4643.3806,3803.5689,4637.7124,3120.0650,-4661.6910,546.4659,1654.7575,-4346.7723,-3178.0257,-3610.8755,4514.8584,-5046.1886,-4904.6790,4055.9212,96.2375,5480.3464,-3623.0875,4870.9658,2496.0825,4284.7698,5212.6624,0.0000,4689.4458,2492.1315,-3486.8727,-2908.4893,4928.8402,-2212.2727,-4140.7922,1939.4146,5359.1250,-1217.3880,3583.2353,-5083.2999,-5429.4738,-5474.0975,-773.8113,5522.2668,4426.5775,-4771.9500,-3176.0194,5266.8762,4234.3020,-2685.3535,4551.9783,3636.7981,-70405.8355,-69277.0406,-67337.0811,-70258.1576,-64386.4459,-70131.8236,-78657.2765,-71153.9693,-2807508.0058,-2845506.2461,-2813679.6731,-2816377.7762,-69841.7673,-2819711.5838,
600.000,335.5240,3832.6412,2327.9181,3276.2070,-5208.7916,-6427.3968,1282.2659,5086.2481,-5485.5547,5881.9635,-4658.7500,-4901.0752,5877.1142,5511.0221,-5298.5927,-2481.7967,5856.3225,-3117.1612,5349.9009,5450.5421,6199.4225,5218.1877,-5079.3422,5108.3803,-4750.0167,4507.6541,-4632.5546,-5111.7715,4615.1950,3994.0358,4170.5619,-3700.7560,2854.8705,-3926.0975,-6534.4769,6087.6879,-2864.4243,-2411.7918,-6745.9558,-3983.8715,-5719.1170,327.1112,6701.5349,6726.3605,5035.4794,-5053.2505,3905.9862,-482.5574,2645.1579,0.0000,4812.5963,2799.2255,-4489.3793,-3787.6222,4832.3615,-559.4962,-4012.5228,3169.4877,4059.3779,6297.7585,1490.7916,1212.0038,365.7067,-3835.0965,-4204.8879,4700.2387,2819.9574,313.6970,-5455.4822,-617.6064,-777.3608,5030.8761,-5546.1051,-4206.6270,3806.0264,0.0000,5959.1006,-4448.6771,-5322.1462,838.8233,5690.0118,-2193.2825,5930.0819,5866.6417,-1394.2056,-4284.2292,-123.7566,4873.4657,3161.2474,-3973.9314,-4506.3279,265.8806,4753.9665,-3908.0613,-6537.4774,2597.5015,-3053.1633,-5465.6699,870.2987,-3949.2412,246114.6579,224854.7780,235947.0857,239433.6803,239968.6096,237523.8484,232152.1207,236548.6141,-278309059.2980,-278294447.0544,-278314581.1731,-278294734.5822,235914.7050,-278300359.1103,-4985.2763,-4266.9814,5355.6431,2851.6951,3590.9219,-729.8118,6380.7155,-422.0507,-2749.5462,3147.4992,2355.7941,1186.2054,-1632.9269,3009.8821,1318.7226,4204.7931,-959.1027,-2926.3091,-4158.6800,-4253.7542,597.8037,-4347.1483,-193.9240,2003.4649,-4952.2144,-3383.3634,-4043.3931,4171.3703,305.8820,4750.9203,-685.2667,-4610.2832,-492.1823,2166.9701,-1927.6960,-247.1528,-6151.4988,-4541.5953,-1078.7497,1918.2027,855.2959,6726.5551,1379.5347,-259.9245,-32.1598,541.4822,-5456.0495,4621.9773,4143.7768,0.0000,1076.8215,4128.0016,-1779.6777,-5029.3324,2757.3077,-5232.1321,-3165.6621,5802.3668,-3629.4779,1135.6601,-6696.9997,5824.6804,6463.4434,-2642.3912,1474.1815,3068.9939,5014.8222,6199.8237,3788.7422,4730.3266,6468.0447,2832.7243,-1660.0841,4066.1864,1507.8000,0.0000,-209.1308,-3479.1648,-3791.3751,6518.9630,-210.8792,-5173.6054,-2015.3175,-657.4231,3928.3911,4509.1265,5249.0521,-2408.2841,3821.7805,-1609.6782,-4479.8720,4392.2958,3898.8336,1477.7602,1580.4484,1671.9230,5251.0934,-1077.9252,-4229.9112,-3468.8448,284532.1413,285433.4541,274876.0432,278413.0601,287339.6457,284284.2261,281286.1000,279721.9224,-15083624.5551,-15068259.4807,-15048585.9131,-15072375.4444,280487.0923,-15069766.5682,-4637.9208,3729.6843,-3407.5717,5302.9747,2356.8813,-2470.8101,-2317.4146,-4483.3333,3188.2945,-1767.5014,4463.3668,-4572.6137,3187.3978,2624.1868,4112.3781,-4839.2507,3549.7970,-5393.2856,417.7519,-556.9945,-2777.1494,1299.1543,4655.1615,-4037.7832,1264.2719,3857.0623,-3260.8666,-1218.4337,5144.8058,-3052.4067,5413.2754,3458.4529,6301.6386,-5057.3574,1276.1220,-3005.7220,1339.7763,4603.7481,780.8742,5211.2281,-3819.2636,-1425.0368,-229.2079,-11.2637,-4616.5849,-4688.6040,1278.9220,4996.7574,4806.3266,0.0000,4822.4196,-4648.3761,-4803.0549,2535.8197,-4120.1017,4503.3358,4686.8157,1807.1458,-4220.1186,2612.1349,-147.2468,-3522.1126,-1878.0585,-5167.0655,5307.1468,-4037.2819,-3819.7924,3059.1355,1884.2298,4974.5387,-2073.1203,3764.3512,3652.8958,3457.6405,5448.6194,0.0000,3487.1918,3957.5094,-1908.0988,-1213.8006,3859.7099,-4068.7750,-2737.9743,3510.3318,5396.4790,-2903.9816,4361.9689,-4137.7830,-4800.4751,-5385.0342,-2514.3813,5352.8818,3115.4962,-5370.4472,-1535.7794,6227.8578,3332.6372,-4108.0190,5288.1997,4397.5008,-70335.6486,-69213.2129,-67245.0545,-70312.0252,-64282.6257,-69740.6128,-78599.4795,-71243.3029,-2811166.9330,-2848942.6290,-2817661.9282,-2819544.6041,-69743.8858,-2823399.8191,
