sl_20_5400_20300630 Coordinates.csv
2030/06/30 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:56 2024,
Start: 2030/06/30 07:47:00.00, Stop: 2030/06/30 09:17:00.00,
TIME_UNITS,STARLINK-31185 - X-Coordinate,STARLINK-5126 - X-Coordinate,STARLINK-30314 - X-Coordinate,STARLINK-31039 - X-Coordinate,STARLINK-30967 - X-Coordinate,STARLINK-2582 - X-Coordinate,STARLINK-2270 - X-Coordinate,STARLINK-5124 - X-Coordinate,STARLINK-3355 - X-Coordinate,STARLINK-11242 [DTC] - X-Coordinate,STARLINK-6294 - X-Coordinate,STARLINK-6068 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-30255 - X-Coordinate,STARLINK-6088 - X-Coordinate,STARLINK-31293 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-30399 - X-Coordinate,STARLINK-1028 - X-Coordinate,STARLINK-3074 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31185 - Y-Coordinate,STARLINK-5126 - Y-Coordinate,STARLINK-30314 - Y-Coordinate,STARLINK-31039 - Y-Coordinate,STARLINK-30967 - Y-Coordinate,STARLINK-2582 - Y-Coordinate,STARLINK-2270 - Y-Coordinate,STARLINK-5124 - Y-Coordinate,STARLINK-3355 - Y-Coordinate,STARLINK-11242 [DTC] - Y-Coordinate,STARLINK-6294 - Y-Coordinate,STARLINK-6068 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-30255 - Y-Coordinate,STARLINK-6088 - Y-Coordinate,STARLINK-31293 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-30399 - Y-Coordinate,STARLINK-1028 - Y-Coordinate,STARLINK-3074 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31185 - Z-Coordinate,STARLINK-5126 - Z-Coordinate,STARLINK-30314 - Z-Coordinate,STARLINK-31039 - Z-Coordinate,STARLINK-30967 - Z-Coordinate,STARLINK-2582 - Z-Coordinate,STARLINK-2270 - Z-Coordinate,STARLINK-5124 - Z-Coordinate,STARLINK-3355 - Z-Coordinate,STARLINK-11242 [DTC] - Z-Coordinate,STARLINK-6294 - Z-Coordinate,STARLINK-6068 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-30255 - Z-Coordinate,STARLINK-6088 - Z-Coordinate,STARLINK-31293 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-30399 - Z-Coordinate,STARLINK-1028 - Z-Coordinate,STARLINK-3074 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,4873.6496,-4350.3222,0.0000,2811.7934,4521.7297,-3706.1437,3440.2261,2345.4120,2809.6559,0.0000,-3577.3270,-5790.5638,656.8760,1489.1743,66.7730,2745.2551,103.9544,6727.0802,3579.2792,-3891.0606,-257368.0123,-255684.4035,-260830.3560,-260658.1076,-257843.3932,-258038.1231,-254451.9667,-256883.0789,-255913275.7621,-255855298.3928,-255878355.6575,-255888929.8924,-258008.7625,-255899440.5170,2383.0613,-1472.2530,0.0000,6292.6564,-3628.8112,-3516.6743,5841.4718,4902.1873,-5303.2027,0.0000,5938.1533,-3820.4066,5202.0548,-6548.6754,-6514.4905,5552.6912,5977.0475,1177.4494,2013.5533,5657.2363,266037.6388,274362.7513,275293.8609,271477.2680,262418.4433,267680.9676,271265.8953,270184.4908,235282846.4079,235278903.6158,235260886.6942,235273469.6316,270410.8229,235270716.8846,-4189.0404,5117.1391,0.0000,344.9411,3792.4413,4597.1337,-1348.1693,-4263.9055,3409.4589,0.0000,43.9851,-851.7771,4188.4732,1860.9951,1695.0640,2866.6921,-3459.8784,4.7657,5390.0957,-1046.3105,149439.1613,151917.5370,152947.5569,149311.2617,156145.7907,151979.7342,141444.8644,151850.2046,155132134.4486,155127159.7817,155134240.3619,155116139.0203,150513.7067,155123255.1903,
3000.000,5971.8912,-5462.7550,0.0000,3731.8214,3638.0188,-5334.8601,4161.5952,3300.4523,1028.7322,0.0000,-2121.1939,-6052.3794,2336.0147,-190.1328,-1524.2968,3521.8424,1526.1720,6583.4272,4280.8742,-2990.5979,-262694.9822,-261059.7565,-266360.6654,-265950.5903,-263451.3019,-263812.4838,-260085.4321,-262903.2378,-260988001.7769,-260930169.9073,-260952727.6503,-260963979.0772,-263658.9210,-260974222.1112,748.8288,156.6657,0.0000,5402.9981,-5253.7743,-2734.0194,4627.2326,3168.8486,-5006.8470,0.0000,6409.3916,-3253.7464,5632.6356,-6205.0906,-5812.1938,4023.2529,4854.0162,-73.1814,-68.8436,5471.2357,260879.7473,269006.4860,269874.5618,266175.6636,256898.4404,262541.4485,265715.3767,264424.0402,229640427.4331,229637504.1165,229619056.9935,229631633.3306,264912.3728,229628367.1046,-3278.5569,4175.0407,0.0000,2115.2168,2680.8551,3365.5255,-3010.1185,-5175.5444,4635.4831,0.0000,1566.6693,1267.5719,2807.5335,3162.4380,3030.6912,4238.4518,-4671.8570,1805.4672,5252.7536,-3061.7763,149418.2807,151901.3690,152891.4989,149172.6962,156108.0490,152189.7029,141398.6096,151994.3715,155132582.1053,155127223.7543,155134248.9360,155116092.9846,150481.8649,155123523.9674,
3300.000,6486.1981,-6051.4979,0.0000,4300.2011,2427.0743,-6422.0143,4500.5195,3984.4454,-885.8400,0.0000,-446.4684,-5717.6610,3735.9853,-1877.1801,-2982.5946,3982.6622,2844.0257,5761.8243,4587.6091,-1754.4533,-267925.5015,-266331.8304,-271773.4146,-271095.3493,-268941.1728,-269483.4570,-265599.4722,-268855.6247,-265938343.4765,-265880682.0438,-265902735.5782,-265914681.4310,-269191.9473,-265924621.9930,-932.3913,1731.3150,0.0000,3962.9826,-6365.5240,-1713.0359,2940.3105,1131.8705,-4252.8181,0.0000,6266.8847,-2347.4732,5471.7033,-5285.5447,-4502.5379,2073.1707,3270.4891,-1336.7793,-2121.3689,4754.0718,255638.3089,263531.8424,264335.4162,260750.5788,251262.2093,257318.6229,260047.6201,258567.2974,223888577.6472,223886670.5659,223867808.8549,223880346.8657,259295.8971,223876583.7062,-2005.2149,2776.0027,0.0000,3655.6978,1282.0101,1764.8544,-4347.3087,-5528.8922,5359.4585,0.0000,2921.4183,3254.3001,1095.9694,4130.4812,4012.4854,5135.3291,-5379.4831,3403.7692,4515.8751,-4751.6343,149403.3216,151880.2523,152830.7707,149057.1595,156067.5819,152369.3901,141356.5389,152016.9479,155133025.3709,155127287.2767,155134254.7978,155116059.4738,150449.9407,155123792.4494,
3600.000,6357.6814,-6046.6250,0.0000,4476.7717,992.9987,-6857.6050,4438.5473,4333.1926,-2746.3735,0.0000,1294.9836,-4834.6592,4718.8604,-3418.5890,-4162.5648,4090.6296,3933.1551,4351.8952,4458.4397,-292.2489,-273061.7741,-271497.5964,-277066.2286,-276090.3392,-274310.6196,-275046.7936,-270991.6525,-274705.6144,-270761941.7822,-270704475.6086,-270726020.7701,-270738676.3139,-274605.3768,-270748280.9600,-2502.4965,3104.8934,0.0000,2111.8025,-6857.9133,-538.7557,944.8353,-1003.6882,-3124.1490,0.0000,5532.0624,-1170.7294,4722.8585,-3883.4970,-2728.6013,-95.0650,1389.3847,-2500.3961,-3929.3759,3594.7494,250317.3337,257942.2951,258678.8251,255198.0530,245512.2678,252013.7590,254265.2205,252634.4127,218030038.4861,218029143.7298,218009882.9484,218022349.5590,253563.8899,218018108.0157,-509.6614,1072.9815,0.0000,4799.1389,-254.1940,-29.4073,-5216.1965,-5286.2207,5503.2043,0.0000,3963.0359,4900.6594,-744.6755,4663.2350,4525.9925,5457.1147,-5507.0318,4620.5549,3263.3054,-5937.1120,149395.4697,151854.8225,152765.4271,148970.4246,156024.4034,152509.1374,141318.6411,151913.6939,155133464.1665,155127350.3581,155134258.0156,155116038.7817,150417.9340,155124060.6361,
3900.000,5591.6701,-5437.1569,0.0000,4256.7195,-539.6690,-6599.0206,3992.0982,4308.8699,-4366.7025,0.0000,2942.0661,-3505.1301,5194.3967,-4671.2998,-4943.6814,3838.4451,4685.9295,2504.0980,3892.9535,1258.3174,-278107.2740,-276554.1153,-282236.7819,-280936.2008,-279557.3098,-280497.0151,-276259.5971,-280418.0998,-275456498.0251,-275399251.7983,-275420284.9356,-275433663.4131,-279896.7977,-275442900.2150,-3816.3777,4154.2458,0.0000,31.9858,-6686.0516,690.3375,-1162.7527,-3024.6404,-1735.7607,0.0000,4282.7255,175.9390,3453.9210,-2136.3313,-681.3171,-2255.8852,-600.1454,-3457.0761,-5306.6178,2123.0150,244920.7163,252241.1431,252907.2394,249513.0520,239651.1850,246625.2375,248370.8220,246643.4971,212067602.2260,212067715.2197,212048070.7728,212060431.6819,247718.8969,212055732.2054,1042.4169,-747.5526,0.0000,5421.5992,-1763.2065,-1820.4695,-5523.8554,-4473.5322,5051.1616,0.0000,4580.0149,6034.8778,-2497.7457,4704.7482,4511.4304,5167.9026,-5040.9333,5319.6715,1637.8679,-6493.4120,149396.2092,151825.6103,152695.5317,148918.2277,155978.5264,152598.7389,141284.9066,151690.9854,155133898.4150,155127413.0077,155134258.6577,155116031.1867,150385.8449,155124328.5276,
4200.000,4258.3703,-4273.6665,0.0000,3669.3796,-2036.6641,-5675.3110,3209.3958,3904.1678,-5580.8105,0.0000,4339.3916,-1872.1200,5127.9933,-5515.8075,-5242.5976,3248.8140,5021.8800,413.1027,2933.3670,2744.4232,-283067.1465,-281498.5456,-287282.7993,-285636.9623,-284678.9663,-285827.4446,-281400.9902,-285960.4038,-280019775.0413,-279962773.2958,-279983291.2607,-279997403.8420,-285063.8527,-280006242.4616,-4755.3555,4790.9382,0.0000,-2068.9478,-5870.3496,1870.2395,-3173.0523,-4730.6715,-222.7056,0.0000,2644.4421,1569.2035,1790.8609,-211.6208,1421.3065,-4184.2054,-2501.5284,-4115.4151,-6114.8510,494.4938,239451.9213,246431.5572,247023.1599,243690.3301,233681.5799,241147.8481,242367.1174,240609.2447,206004110.6532,206005226.1632,205985213.3249,205997433.1249,241763.5140,205992297.9632,2478.7458,-2486.3183,0.0000,5455.6884,-3083.6726,-3412.1786,-5237.4408,-3177.9355,4052.0305,0.0000,4706.4130,6538.9892,-3957.4572,4250.7546,3970.4940,4299.9548,-4031.1000,5423.0205,-174.7611,-6362.1668,149407.3932,151793.0619,152621.1565,148905.2605,155929.9626,152628.9443,141255.3274,151365.0098,155134328.0410,155127475.2348,155134256.7919,155116036.9535,150353.6734,155124596.1239,
4500.000,2486.5486,-2664.1535,0.0000,2774.3088,-3365.6392,-4183.5337,2165.2007,3144.3736,-6260.0376,0.0000,5351.9011,-104.1426,4542.0475,-5867.5856,-5022.0601,2372.5642,4896.3947,-1703.0251,1662.2086,4012.9543,-287948.6850,-286328.1465,-292202.0570,-290199.9915,-289673.3683,-291030.6527,-286413.5764,-291304.7497,-284449598.2382,-284392865.3366,-284412865.4727,-284427721.2118,-290104.2394,-284436132.9701,-5237.8466,4968.3908,0.0000,-3979.3038,-4493.7999,2899.9075,-4884.2384,-5954.1793,1272.8748,0.0000,777.6403,2874.2744,-95.0994,1709.0464,3357.4361,-5678.9700,-4129.9295,-4408.0649,-6278.1356,-1125.7372,233913.3860,240516.6162,241029.1356,237725.8466,227606.1202,235572.9119,236256.8462,234541.9074,199842453.7088,199844565.8490,199824199.7469,199836242.0435,235700.3866,199830695.1376,3639.8307,-3953.4376,0.0000,4897.6476,-4074.7969,-4630.7739,-4387.4799,-1538.7713,2613.7309,0.0000,4328.7660,6360.6996,-4953.2222,3349.0714,2966.1627,2950.2337,-2585.8920,4919.0420,-1967.4601,-5557.0950,149431.3024,151757.5545,152542.3818,148933.9542,155878.7231,152593.4725,141229.8969,150959.9821,155134752.9713,155127537.0483,155134252.4854,155116056.3350,150321.4195,155124863.4249,
4800.000,450.8618,-763.6349,0.0000,1655.2353,-4407.6075,-2277.8705,953.9034,2086.8646,-6327.1778,0.0000,5877.9232,1622.3508,3511.0781,-5685.7144,-4295.7236,1284.7077,4306.7587,-3625.6317,195.5595,4926.0923,-292761.7739,-291040.2780,-296992.3833,-294634.8044,-294538.3523,-296099.3052,-291295.1624,-296430.0212,-288743856.6303,-288687416.7448,-288706896.8771,-288722502.6709,-295015.7118,-288730460.6144,-5226.1493,4684.4012,0.0000,-5504.5740,-2693.0299,3689.4799,-6122.1468,-6577.1262,2615.0331,0.0000,-1138.2048,3957.8989,-2005.4330,3447.2424,4924.9010,-6584.4834,-5330.2263,-4298.6008,-5789.9418,-2579.6263,228305.4453,234499.3348,234927.7637,231618.2988,221427.5213,229889.6318,230042.7935,228446.7114,193585568.1120,193588670.3509,193567965.9495,193579793.4817,229532.2078,193573860.3612,4396.8415,-4989.3320,0.0000,3807.7707,-4631.2280,-5343.7604,-3064.8350,266.9798,891.9956,0.0000,3487.4742,5518.5182,-5369.2259,2094.6361,1615.5273,1269.8217,-860.9718,3863.9694,-3535.7619,-4162.6989,149470.6418,151719.4096,152459.2962,149003.5602,155824.8176,152490.7891,141208.6104,150505.7091,155135173.1346,155127598.4573,155134245.8053,155116089.5739,150289.0832,155125130.4308,
5100.000,-1645.6657,1241.1732,0.0000,412.4270,-5067.2130,-153.1755,-318.5835,817.6090,-5765.7208,0.0000,5859.5477,3140.5632,2151.8739,-4977.8019,-3128.1214,78.5144,3294.5475,-5158.1812,-1327.5139,5376.4101,-297518.9511,-295632.3987,-301651.6594,-298950.9692,-299271.8130,-301027.1005,-296043.6171,-301322.7098,-292900503.8451,-292844380.9397,-292863339.3622,-292879699.9156,-299796.0811,-292887178.8779,-4728.8335,3979.1647,0.0000,-6487.4716,-644.3893,4167.5898,-6758.2302,-6542.9713,3686.3904,0.0000,-2921.8435,4701.9995,-3735.1079,4844.3842,5962.5854,-6807.2123,-5992.1058,-3786.1681,-4712.2250,-3731.4252,222624.5498,228382.6842,228721.6882,225370.0350,215148.5450,224087.3935,223727.7886,222323.7150,187236435.9595,187240521.1279,187219493.2132,187231067.9728,223261.7176,187224775.6504,4665.8848,-5481.8219,0.0000,2304.1283,-4693.9507,-5473.8774,-1411.4707,2043.7691,-926.4833,0.0000,2272.5641,4099.9405,-5157.2645,619.5862,76.2506,-552.9322,957.1840,2375.7682,-4701.4540,-2326.0227,149528.3624,151678.9026,152371.9963,149110.0792,155768.2550,152324.6888,141191.4646,150034.8784,155135588.4618,155127659.4707,155134236.8183,155116136.9036,150256.6645,155125397.1414,
5400.000,-3592.0561,3150.2592,0.0000,-846.0208,-5281.1173,1975.0141,-1543.6831,-555.3343,-4622.7976,0.0000,5289.2524,4309.5603,610.2214,-3800.4636,-1629.3908,-1142.1000,1943.6162,-6146.7171,-2758.1010,5299.8994,-302234.3048,-300102.0638,-306177.8208,-303156.0127,-303871.7046,-305809.3661,-300656.8732,-305977.0987,-296917559.0983,-296861776.9109,-296880212.3748,-296897330.1691,-304443.2168,-296904306.8285,-3798.8215,2929.5292,0.0000,-6824.6713,1453.3392,4287.3812,-6723.5229,-5862.0696,4398.3562,0.0000,-4407.4814,5016.7651,-5094.1920,5776.3619,6367.3306,-6325.8769,-6060.5464,-2907.2406,-3166.9846,-4480.5119,216860.7612,222169.6090,222413.5990,218986.8574,208771.9980,218158.0344,217314.7036,216168.0475,180798083.3048,180803143.6038,180781806.7683,180793090.1193,216891.7016,180786466.9845,4417.1592,-5377.7673,0.0000,549.9959,-4256.2778,-5007.0266,394.4155,3598.9503,-2644.6033,0.0000,814.1623,2252.7563,-4341.9461,-920.7084,-1471.9482,-2313.8023,2671.5541,621.1660,-5332.6615,-241.7647,149607.1062,151636.2712,152280.5867,149247.1520,155709.0434,152103.3018,141178.4578,149580.4032,155135998.8855,155127720.0972,155134225.5909,155116198.5501,150224.1635,155125663.5568,
