sl_20_5400_20300630 Coordinates.csv
2030/06/30 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:56 2024,
Start: 2030/06/30 07:47:00.00, Stop: 2030/06/30 09:17:00.00,
TIME_UNITS,STARLINK-31185 - X-Coordinate,STARLINK-5126 - X-Coordinate,STARLINK-30314 - X-Coordinate,STARLINK-31039 - X-Coordinate,STARLINK-30967 - X-Coordinate,STARLINK-2582 - X-Coordinate,STARLINK-2270 - X-Coordinate,STARLINK-5124 - X-Coordinate,STARLINK-3355 - X-Coordinate,STARLINK-11242 [DTC] - X-Coordinate,STARLINK-6294 - X-Coordinate,STARLINK-6068 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-30255 - X-Coordinate,STARLINK-6088 - X-Coordinate,STARLINK-31293 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-30399 - X-Coordinate,STARLINK-1028 - X-Coordinate,STARLINK-3074 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31185 - Y-Coordinate,STARLINK-5126 - Y-Coordinate,STARLINK-30314 - Y-Coordinate,STARLINK-31039 - Y-Coordinate,STARLINK-30967 - Y-Coordinate,STARLINK-2582 - Y-Coordinate,STARLINK-2270 - Y-Coordinate,STARLINK-5124 - Y-Coordinate,STARLINK-3355 - Y-Coordinate,STARLINK-11242 [DTC] - Y-Coordinate,STARLINK-6294 - Y-Coordinate,STARLINK-6068 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-30255 - Y-Coordinate,STARLINK-6088 - Y-Coordinate,STARLINK-31293 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-30399 - Y-Coordinate,STARLINK-1028 - Y-Coordinate,STARLINK-3074 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31185 - Z-Coordinate,STARLINK-5126 - Z-Coordinate,STARLINK-30314 - Z-Coordinate,STARLINK-31039 - Z-Coordinate,STARLINK-30967 - Z-Coordinate,STARLINK-2582 - Z-Coordinate,STARLINK-2270 - Z-Coordinate,STARLINK-5124 - Z-Coordinate,STARLINK-3355 - Z-Coordinate,STARLINK-11242 [DTC] - Z-Coordinate,STARLINK-6294 - Z-Coordinate,STARLINK-6068 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-30255 - Z-Coordinate,STARLINK-6088 - Z-Coordinate,STARLINK-31293 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-30399 - Z-Coordinate,STARLINK-1028 - Z-Coordinate,STARLINK-3074 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5613.7866,4971.7463,0.0000,-4485.2147,-3020.5600,5066.7593,-4872.2555,-3640.3137,-781.0848,0.0000,1387.9984,6635.2110,-1910.5904,971.0161,1503.4027,-4041.5592,-1948.1825,-6762.2744,-4026.1545,2152.5500,-205062.1871,-203118.8549,-206182.5269,-207154.8702,-202479.5347,-201811.4807,-198806.1222,-202326.7616,-205061104.0398,-205002948.6197,-205030200.4390,-205035746.0173,-202317.9003,-205046903.5601,-593.4632,-315.1445,0.0000,-5089.1475,5348.9327,2198.0654,-4359.8717,-3387.3914,5500.6216,0.0000,-6730.5968,2104.1282,-5008.5633,6339.4036,6272.9739,-4322.7277,-5180.4939,678.3493,-671.7163,-6201.3325,308091.1778,316464.7724,318304.2918,313738.4641,306479.5754,309499.4106,315542.8590,315051.4789,280714698.0143,280701546.5373,280688110.5599,280699607.9034,314201.0212,280701839.8753,3871.6892,-4754.8259,0.0000,-1265.7828,-3220.2840,-4104.1339,2228.8595,4782.2857,-4105.5273,0.0000,-930.4996,-633.6962,-4054.3661,-2747.7549,-1938.9727,-3415.7325,4120.7781,-673.1491,-5423.4305,2258.7015,149782.4900,151640.6012,153237.2484,150979.4496,156359.9662,149664.2811,142052.1370,149178.1346,155127921.8689,155126562.1753,155134029.6000,155117057.6452,150796.5702,155120822.9105,
300.000,-6125.9644,5496.5619,0.0000,-4971.0840,-1682.2421,6249.6263,-5079.7085,-4049.8988,934.8586,0.0000,-198.7243,6313.2936,-3601.0190,2477.0646,2885.8248,-4346.0028,-3017.1401,-6117.0165,-4190.1983,1172.3675,-211251.0951,-209313.2189,-212656.3013,-213561.8568,-209034.0540,-208414.7702,-205395.6703,-208462.1248,-211139741.0232,-211081504.7410,-211108324.0297,-211114314.9609,-208903.1360,-211125567.9967,1226.4184,-2083.6877,0.0000,-3777.3933,6444.1005,1027.8158,-2803.7119,-1341.8537,4582.0629,0.0000,-6513.6704,1347.6807,-5029.9694,5270.0640,5162.5017,-2523.1830,-3544.5576,1837.9031,1499.5875,-5470.2138,303846.5738,312406.1653,314062.9428,309540.5727,302109.9168,305300.4694,311155.4531,310788.4616,276171505.6373,276159372.0696,276145364.1767,276157059.6871,309868.0241,276158736.2461,2801.2788,-3586.9988,0.0000,-2942.2587,-1931.7089,-2687.5385,3744.6844,5419.9906,-5085.3427,0.0000,-2375.7439,-2683.2468,-2625.7016,-3844.4981,-3225.4332,-4630.8209,5091.3690,-2422.9006,-5125.1333,4106.6584,149735.5295,151731.3823,153224.2279,150782.7268,156347.5685,149922.7700,141967.4378,149253.3956,155128405.1954,155126630.6372,155134065.7473,155116915.9241,150765.4711,155121094.3448,
600.000,-6038.9327,5498.0284,0.0000,-4987.7529,-199.5163,6805.8397,-4816.1763,-4116.3256,2600.0266,0.0000,-1787.4949,5373.7130,-4881.8958,3782.6164,3995.1081,-4254.0433,-3840.5587,-4839.4321,-3972.7380,24.4787,-217349.0751,-215417.1294,-219035.9629,-219864.2400,-215494.2514,-214933.4164,-211890.1783,-214538.4643,-217117749.2989,-217059457.2356,-217085834.2700,-217092302.0709,-215395.6228,-217103607.1998,2901.7177,-3614.8993,0.0000,-2069.8444,6916.2834,-216.0868,-945.1107,837.6028,3246.6819,0.0000,-5674.8170,423.9071,-4529.7764,3713.3460,3509.7030,-448.8738,-1568.7048,2835.4117,3502.8089,-4206.8432,299487.8975,308173.8870,309682.5368,305214.0000,297603.8603,300980.1996,306629.8904,306340.3607,271496704.4928,271485591.7634,271471027.5692,271482907.1451,305397.0433,271484022.2347,1419.7655,-2027.8695,0.0000,-4299.7631,-436.4869,-976.7797,4855.4370,5470.6661,-5516.6848,0.0000,-3567.0803,-4452.7602,-888.7984,-4538.0325,-4136.5484,-5329.6976,5510.4388,-3901.7154,-4244.5782,5517.0756,149690.1106,151801.5610,153206.4436,150585.8620,156332.2675,150184.8059,141887.1015,149437.7610,155128884.9209,155126698.5601,155134098.5436,155116782.9445,150734.2894,155121365.4838,
900.000,-5352.4715,4961.5098,0.0000,-4548.0950,1298.4142,6674.7934,-4119.5890,-3833.4819,4051.4887,0.0000,-3235.2363,3920.7107,-5624.9638,4770.0278,4723.4296,-3783.7808,-4340.4335,-3063.4753,-3385.7517,-1189.9033,-223354.3803,-221434.5725,-225318.7337,-226057.6213,-221857.3077,-221365.4651,-218286.7298,-220581.2319,-222992279.9572,-222933957.2586,-222959882.8968,-222966857.8875,-221792.4702,-222978172.1866,4273.8814,-4765.4734,0.0000,-130.5017,6717.9515,-1427.1335,1035.9858,2931.6853,1632.0139,0.0000,-4300.8184,-596.1068,-3544.7442,1820.3603,1491.8497,1687.4048,546.9130,3585.4013,5127.7674,-2550.4869,295017.9801,303777.1772,305164.9862,300760.8283,292963.4125,296542.2492,301968.2648,301704.7389,266692522.7541,266682433.1017,266667328.3013,266679375.3920,300790.0631,266679925.8668,-119.4365,-247.1853,0.0000,-5191.9135,1105.4652,841.0232,5441.2859,4928.7851,-5353.4853,0.0000,-4377.6588,-5758.4316,952.5841,-4755.9940,-4566.8713,-5435.1308,5332.7116,-4945.0061,-2881.1627,6340.2881,149646.4457,151853.7686,153183.8701,150389.6652,156314.0881,150449.4375,141811.1010,149716.5902,155129360.9511,155126765.9545,155134128.0621,155116659.2705,150703.0252,155121636.3275,
1200.000,-4126.5517,3925.6743,0.0000,-3706.0597,2681.0671,5866.5343,-3066.0260,-3223.2456,5142.5273,0.0000,-4409.2402,2107.6822,-5762.0903,5347.3517,4998.3180,-2985.1895,-4464.3529,-974.3708,-2474.6402,-2355.8722,-229265.4318,-227366.6006,-231501.8762,-232137.4113,-228120.4467,-227709.0573,-224582.4574,-226612.1005,-228760533.4113,-228702205.2680,-228727670.9457,-228735182.1332,-228090.8301,-228746463.2909,5216.7215,-5432.6325,0.0000,1850.9324,5867.5368,-2503.2286,2944.2145,4729.7779,-101.6948,0.0000,-2528.7277,-1626.0603,-2164.5205,-227.7860,-676.1995,3664.8692,2590.0274,4023.1213,6204.9978,-676.8481,290439.7767,299224.7388,300512.2606,296183.0546,288190.6411,291990.5390,297172.7304,296881.6041,261761250.2519,261752185.2245,261736555.5728,261748751.3011,296049.1283,261748736.8279,-1645.4029,1560.5135,0.0000,-5522.9326,2528.9096,2566.5445,5439.1631,3852.7822,-4613.2461,0.0000,-4721.4203,-6465.3288,2681.8161,-4475.6044,-4466.7248,-4935.4943,4577.2949,-5437.1941,-1189.4325,6489.2299,149604.7846,151890.6739,153156.4906,150195.1788,156293.0538,150715.3803,141739.4110,150068.1769,155129833.1933,155126832.8305,155134154.3753,155116545.4200,150671.6784,155121906.8761,
1500.000,-2476.1931,2480.5241,0.0000,-2549.8322,3827.9633,4461.2446,-1761.1890,-2334.1523,5757.3321,0.0000,-5198.9954,120.4759,-5291.5046,5456.7116,4789.5088,-1934.8350,-4191.0766,1211.0353,-1315.7117,-3355.6126,-235080.8489,-233212.3477,-237582.6954,-238098.8118,-234280.9367,-233962.4130,-230774.5444,-232647.2223,-234419760.7320,-234361452.3589,-234386450.0845,-234394525.0548,-234287.8981,-234405731.4980,5647.9807,-5563.4666,0.0000,3677.5655,4447.7988,-3355.0141,4588.1118,6051.2895,-1787.1380,0.0000,-531.9395,-2571.4684,-523.8790,-2237.1554,-2764.7522,5277.1989,4357.5763,4109.4685,6623.9706,1220.8641,285756.3743,294524.2700,295726.3862,291482.5187,283287.6737,287329.2724,292245.5002,291873.9780,256705237.3820,256697197.8375,256681059.1285,256693382.4136,291176.3433,256692805.3728,-2988.9397,3197.3798,0.0000,-5257.4280,3681.2422,4010.4921,4849.3235,2358.9843,-3375.2662,0.0000,-4561.9148,-6500.6929,4095.3273,-3725.9587,-3847.6615,-3885.9579,3325.7260,-5323.9508,638.0287,5948.2014,149565.4224,151914.6772,153124.2978,150003.7456,156269.1868,150980.9074,141672.0082,150464.8741,155130301.5561,155126899.1980,155134177.5552,155116441.8700,150640.2491,155122177.1294,
1800.000,-560.4368,759.7376,0.0000,-1192.5488,4638.9896,2600.9433,-329.7793,-1238.0878,5823.5108,0.0000,-5526.3309,-1841.6770,-4276.2409,5080.1980,4112.2942,-728.9078,-3533.8756,3266.6050,-10.5437,-4080.2551,-240799.4871,-238969.7988,-243558.5389,-243936.8113,-240336.0914,-240123.8004,-236860.2250,-238695.6529,-239967264.9573,-239909001.5732,-239933523.9230,-239942188.7422,-240380.9148,-239953279.7543,5536.0984,-5158.8187,0.0000,5164.5962,2597.4924,-3912.8924,5799.3506,6764.2449,-3265.8444,0.0000,1496.7037,-3338.0782,1210.5265,-4019.1083,-4553.3027,6353.9369,5676.0810,3834.0903,6345.0937,2951.8511,280971.0015,289682.4293,290809.4449,286660.8019,278256.6973,282562.9288,287188.8457,286688.3724,251526893.9857,251519880.0925,251503248.1389,251515675.8197,286173.8712,251514541.2051,-4001.5072,4484.2888,0.0000,-4423.9100,4439.0311,5014.6799,3735.3071,609.2588,-1772.5840,0.0000,-3915.9897,-5860.8725,5026.9155,-2585.1872,-2781.2010,-2402.7860,1713.4378,-4617.7997,2392.5671,4774.4134,149528.7105,151927.8204,153087.2931,149817.0952,156242.5079,151243.7065,141608.8710,150874.7662,155130765.9502,155126965.0672,155134197.6732,155116349.0611,150608.7372,155122447.0874,
2100.000,1433.2490,-1071.8784,0.0000,238.5253,5042.8928,474.5666,1096.2936,-24.9948,5321.0244,0.0000,-5353.1548,-3585.8515,-2835.3648,4242.6840,3027.0158,525.0583,-2541.0165,4979.9427,1322.5154,-4441.8402,-246420.4887,-244636.2995,-249426.7983,-249646.2126,-246283.2715,-246191.4800,-242836.7861,-244758.1161,-245400402.3779,-245342209.1850,-245366249.2972,-245375528.4199,-246367.1670,-245386464.2529,4901.6847,-4271.4068,0.0000,6157.8445,497.3985,-4132.1641,6450.2185,6799.0248,-4403.0508,0.0000,3363.2906,-3841.1207,2857.2626,-5407.9657,-5853.7092,6778.9017,6419.1092,3216.6422,5403.6939,4346.9136,276087.0372,284704.9718,285763.5738,281719.0886,273099.9564,277696.2200,282005.0950,281335.0594,246228688.2004,246222699.4394,246205590.0528,246218097.0104,281043.9327,246216412.3289,-4571.5402,5280.6281,0.0000,-3111.9075,4721.2310,5469.3476,2217.3125,-1206.5749,21.8996,0.0000,-2852.1145,-4611.6741,5367.2525,-1172.6446,-1390.9228,-651.0160,-84.7539,-3396.8188,3873.6799,3092.2617,149495.0707,151931.7954,153045.4869,149637.4499,156213.0368,151500.6972,141549.9796,151263.8948,155131226.2874,155127030.4477,155134214.8001,155116267.4011,150577.1429,155122716.7503,
2400.000,3307.3497,-2834.3645,0.0000,1613.5807,5003.2714,-1701.6232,2389.9546,1204.1396,4286.1677,0.0000,-4686.0910,-4944.2402,-1129.5729,3011.0023,1634.4026,1717.3267,-1292.9300,6174.2669,2558.8964,-4384.1687,-251943.3503,-250208.8720,-255184.9099,-255221.7170,-252119.8861,-252163.6137,-248701.5683,-250826.3267,-250716583.7965,-250658485.9607,-250682037.5285,-250691953.7141,-252243.9887,-250702695.6937,3813.9765,-2998.7728,0.0000,6549.9724,-1647.6374,-3996.0544,6467.5681,6155.4433,-5100.1346,0.0000,4891.2420,-4014.7085,4239.1058,-6276.6497,-6530.2872,6503.4616,6519.8300,2306.0417,3905.3709,5275.2665,271108.0176,279596.9248,280590.9642,276657.9810,267819.7527,272733.9836,276696.6320,275828.0220,240813145.2834,240808180.4502,240790609.4210,240803168.7016,275788.8055,240800943.8725,-4636.4181,5499.5389,0.0000,-1462.8187,4497.7232,5324.9048,459.4283,-2891.6795,1813.9859,0.0000,-1483.4329,-2882.1182,5076.4291,363.3313,161.5070,1173.6135,-1873.7808,-1796.5031,4912.2939,1080.5745,149465.0134,151927.9893,152998.8987,149467.6470,156180.7920,151747.8091,141495.3162,151598.9492,155131682.4817,155127095.3493,155134229.0064,155116197.2696,150545.4660,155122986.1179,
