sl_100_86400_20300421 Coordinates.csv
2030/04/21 07:47:00.0000 UTC

Generated: Tue Oct  8 21:53:45 2024,
Start: 2030/04/21 07:47:00.00, Stop: 2030/04/22 07:47:00.00,
TIME_UNITS,STARLINK-4131 - X-Coordinate,STARLINK-30390 - X-Coordinate,STARLINK-6248 - X-Coordinate,STARLINK-6374 - X-Coordinate,STARLINK-30092 - X-Coordinate,STARLINK-2053 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-31075 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-4186 - X-Coordinate,STARLINK-4130 - X-Coordinate,STARLINK-30461 - X-Coordinate,STARLINK-3579 - X-Coordinate,STARLINK-30312 - X-Coordinate,STARLINK-30898 - X-Coordinate,STARLINK-31309 - X-Coordinate,STARLINK-3552 - X-Coordinate,STARLINK-5054 - X-Coordinate,STARLINK-4374 - X-Coordinate,STARLINK-5907 - X-Coordinate,STARLINK-30477 - X-Coordinate,STARLINK-3355 - X-Coordinate,STARLINK-3298 - X-Coordinate,STARLINK-1062 - X-Coordinate,STARLINK-30455 - X-Coordinate,STARLINK-1973 - X-Coordinate,STARLINK-30556 - X-Coordinate,STARLINK-31466 - X-Coordinate,STARLINK-1179 - X-Coordinate,STARLINK-4547 - X-Coordinate,STARLINK-31533 - X-Coordinate,STARLINK-30261 - X-Coordinate,STARLINK-31172 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-6080 - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-31029 - X-Coordinate,STARLINK-30375 - X-Coordinate,STARLINK-6278 - X-Coordinate,STARLINK-2123 - X-Coordinate,STARLINK-1995 - X-Coordinate,STARLINK-31751 - X-Coordinate,STARLINK-30101 - X-Coordinate,STARLINK-11288 [DTC] - X-Coordinate,STARLINK-30299 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-6192 - X-Coordinate,STARLINK-5410 - X-Coordinate,STARLINK-3726 - X-Coordinate,STARLINK-30611 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-4564 - X-Coordinate,STARLINK-30496 - X-Coordinate,STARLINK-4063 - X-Coordinate,STARLINK-5735 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-5665 - X-Coordinate,STARLINK-1660 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-31424 - X-Coordinate,STARLINK-30275 - X-Coordinate,STARLINK-4797 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-5003 - X-Coordinate,STARLINK-3903 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-30282 - X-Coordinate,STARLINK-31030 - X-Coordinate,STARLINK-31722 - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-30814 - X-Coordinate,STARLINK-3860 - X-Coordinate,STARLINK-5187 - X-Coordinate,STARLINK-31307 - X-Coordinate,STARLINK-4616 - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-5300 - X-Coordinate,STARLINK-30182 - X-Coordinate,STARLINK-30487 - X-Coordinate,STARLINK-31591 - X-Coordinate,STARLINK-3890 - X-Coordinate,STARLINK-3553 - X-Coordinate,STARLINK-30883 - X-Coordinate,STARLINK-2005 - X-Coordinate,STARLINK-3999 - X-Coordinate,STARLINK-31983 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-2495 - X-Coordinate,STARLINK-31120 - X-Coordinate,STARLINK-1687 - X-Coordinate,STARLINK-31217 - X-Coordinate,STARLINK-5621 - X-Coordinate,STARLINK-5143 - X-Coordinate,STARLINK-30484 - X-Coordinate,STARLINK-4041 - X-Coordinate,STARLINK-32026 - X-Coordinate,STARLINK-3997 - X-Coordinate,STARLINK-2374 - X-Coordinate,STARLINK-1522 - X-Coordinate,STARLINK-5108 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4131 - Y-Coordinate,STARLINK-30390 - Y-Coordinate,STARLINK-6248 - Y-Coordinate,STARLINK-6374 - Y-Coordinate,STARLINK-30092 - Y-Coordinate,STARLINK-2053 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-31075 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-4186 - Y-Coordinate,STARLINK-4130 - Y-Coordinate,STARLINK-30461 - Y-Coordinate,STARLINK-3579 - Y-Coordinate,STARLINK-30312 - Y-Coordinate,STARLINK-30898 - Y-Coordinate,STARLINK-31309 - Y-Coordinate,STARLINK-3552 - Y-Coordinate,STARLINK-5054 - Y-Coordinate,STARLINK-4374 - Y-Coordinate,STARLINK-5907 - Y-Coordinate,STARLINK-30477 - Y-Coordinate,STARLINK-3355 - Y-Coordinate,STARLINK-3298 - Y-Coordinate,STARLINK-1062 - Y-Coordinate,STARLINK-30455 - Y-Coordinate,STARLINK-1973 - Y-Coordinate,STARLINK-30556 - Y-Coordinate,STARLINK-31466 - Y-Coordinate,STARLINK-1179 - Y-Coordinate,STARLINK-4547 - Y-Coordinate,STARLINK-31533 - Y-Coordinate,STARLINK-30261 - Y-Coordinate,STARLINK-31172 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-6080 - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-31029 - Y-Coordinate,STARLINK-30375 - Y-Coordinate,STARLINK-6278 - Y-Coordinate,STARLINK-2123 - Y-Coordinate,STARLINK-1995 - Y-Coordinate,STARLINK-31751 - Y-Coordinate,STARLINK-30101 - Y-Coordinate,STARLINK-11288 [DTC] - Y-Coordinate,STARLINK-30299 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-6192 - Y-Coordinate,STARLINK-5410 - Y-Coordinate,STARLINK-3726 - Y-Coordinate,STARLINK-30611 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-4564 - Y-Coordinate,STARLINK-30496 - Y-Coordinate,STARLINK-4063 - Y-Coordinate,STARLINK-5735 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-5665 - Y-Coordinate,STARLINK-1660 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-31424 - Y-Coordinate,STARLINK-30275 - Y-Coordinate,STARLINK-4797 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-5003 - Y-Coordinate,STARLINK-3903 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-30282 - Y-Coordinate,STARLINK-31030 - Y-Coordinate,STARLINK-31722 - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-30814 - Y-Coordinate,STARLINK-3860 - Y-Coordinate,STARLINK-5187 - Y-Coordinate,STARLINK-31307 - Y-Coordinate,STARLINK-4616 - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-5300 - Y-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-30487 - Y-Coordinate,STARLINK-31591 - Y-Coordinate,STARLINK-3890 - Y-Coordinate,STARLINK-3553 - Y-Coordinate,STARLINK-30883 - Y-Coordinate,STARLINK-2005 - Y-Coordinate,STARLINK-3999 - Y-Coordinate,STARLINK-31983 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-2495 - Y-Coordinate,STARLINK-31120 - Y-Coordinate,STARLINK-1687 - Y-Coordinate,STARLINK-31217 - Y-Coordinate,STARLINK-5621 - Y-Coordinate,STARLINK-5143 - Y-Coordinate,STARLINK-30484 - Y-Coordinate,STARLINK-4041 - Y-Coordinate,STARLINK-32026 - Y-Coordinate,STARLINK-3997 - Y-Coordinate,STARLINK-2374 - Y-Coordinate,STARLINK-1522 - Y-Coordinate,STARLINK-5108 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4131 - Z-Coordinate,STARLINK-30390 - Z-Coordinate,STARLINK-6248 - Z-Coordinate,STARLINK-6374 - Z-Coordinate,STARLINK-30092 - Z-Coordinate,STARLINK-2053 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-31075 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-4186 - Z-Coordinate,STARLINK-4130 - Z-Coordinate,STARLINK-30461 - Z-Coordinate,STARLINK-3579 - Z-Coordinate,STARLINK-30312 - Z-Coordinate,STARLINK-30898 - Z-Coordinate,STARLINK-31309 - Z-Coordinate,STARLINK-3552 - Z-Coordinate,STARLINK-5054 - Z-Coordinate,STARLINK-4374 - Z-Coordinate,STARLINK-5907 - Z-Coordinate,STARLINK-30477 - Z-Coordinate,STARLINK-3355 - Z-Coordinate,STARLINK-3298 - Z-Coordinate,STARLINK-1062 - Z-Coordinate,STARLINK-30455 - Z-Coordinate,STARLINK-1973 - Z-Coordinate,STARLINK-30556 - Z-Coordinate,STARLINK-31466 - Z-Coordinate,STARLINK-1179 - Z-Coordinate,STARLINK-4547 - Z-Coordinate,STARLINK-31533 - Z-Coordinate,STARLINK-30261 - Z-Coordinate,STARLINK-31172 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-6080 - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-31029 - Z-Coordinate,STARLINK-30375 - Z-Coordinate,STARLINK-6278 - Z-Coordinate,STARLINK-2123 - Z-Coordinate,STARLINK-1995 - Z-Coordinate,STARLINK-31751 - Z-Coordinate,STARLINK-30101 - Z-Coordinate,STARLINK-11288 [DTC] - Z-Coordinate,STARLINK-30299 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-6192 - Z-Coordinate,STARLINK-5410 - Z-Coordinate,STARLINK-3726 - Z-Coordinate,STARLINK-30611 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-4564 - Z-Coordinate,STARLINK-30496 - Z-Coordinate,STARLINK-4063 - Z-Coordinate,STARLINK-5735 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-5665 - Z-Coordinate,STARLINK-1660 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-31424 - Z-Coordinate,STARLINK-30275 - Z-Coordinate,STARLINK-4797 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-5003 - Z-Coordinate,STARLINK-3903 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-30282 - Z-Coordinate,STARLINK-31030 - Z-Coordinate,STARLINK-31722 - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-30814 - Z-Coordinate,STARLINK-3860 - Z-Coordinate,STARLINK-5187 - Z-Coordinate,STARLINK-31307 - Z-Coordinate,STARLINK-4616 - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-5300 - Z-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-30487 - Z-Coordinate,STARLINK-31591 - Z-Coordinate,STARLINK-3890 - Z-Coordinate,STARLINK-3553 - Z-Coordinate,STARLINK-30883 - Z-Coordinate,STARLINK-2005 - Z-Coordinate,STARLINK-3999 - Z-Coordinate,STARLINK-31983 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-2495 - Z-Coordinate,STARLINK-31120 - Z-Coordinate,STARLINK-1687 - Z-Coordinate,STARLINK-31217 - Z-Coordinate,STARLINK-5621 - Z-Coordinate,STARLINK-5143 - Z-Coordinate,STARLINK-30484 - Z-Coordinate,STARLINK-4041 - Z-Coordinate,STARLINK-32026 - Z-Coordinate,STARLINK-3997 - Z-Coordinate,STARLINK-2374 - Z-Coordinate,STARLINK-1522 - Z-Coordinate,STARLINK-5108 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4029.6028,5239.3525,-6785.2871,1854.7981,438.2598,-3519.9673,857.2717,1044.8343,2216.0820,-4113.8759,3050.2363,-4975.1815,3794.3468,-1103.6377,4160.1487,-3883.1420,-615.4814,4527.0242,-5047.8549,-1996.0321,4583.1143,3176.2442,5854.1076,-253.0281,-4066.4014,2062.6311,-5664.9354,-166.3301,3592.9259,674.4887,3044.8963,-5556.2897,0.0000,3917.7946,-3738.0095,-4325.9782,4547.7985,6154.1428,824.9380,2274.6173,-1242.9371,4994.2219,-5017.9235,3719.6853,5293.5007,467.5690,6230.4762,-1523.3608,-2501.1608,4552.3287,3381.0545,3222.3873,-3674.2860,-633.7342,4865.7824,-1159.2442,5618.0556,5506.8059,-4135.4445,29.4327,3923.6447,6705.9340,-4386.2491,-5149.1426,-4121.2528,-6676.8199,5347.6352,-4235.2885,-4175.0480,4617.9282,2304.5317,3786.9924,4349.3112,2478.2213,-3370.7485,6300.1684,4922.9977,-1271.2467,2739.9407,-4919.1608,3570.5394,5165.9038,-5656.6739,4229.2571,-6280.4061,-3179.8326,-4689.7014,-6508.3030,-5781.6617,1065.7118,4075.9093,-2429.8705,4013.3540,-5943.3478,6579.5908,-1106.9021,-3013.1076,-3712.8069,2786.2791,-4032.5269,-110955.8025,-112857.7213,-104435.0861,-108744.5323,-113603.6846,-110732.9857,-103886.4887,-106448.6236,-114490122.6580,-114463161.9613,-114483055.6115,-114472331.4595,-106431.0106,-114476278.0354,-1024.8365,-975.0059,-448.0424,-5959.5459,-6854.4643,5544.9352,6445.7571,5619.7101,-3623.0623,964.1828,-6065.3000,484.1706,1623.0043,4937.5166,-3244.0587,4647.9311,-4258.9233,-3889.6159,4703.0663,-5237.8716,-2341.9364,-5843.6166,3634.6071,-4953.1081,2804.5839,-5937.0910,-2725.4153,-5883.4900,2059.3835,-5539.7164,-5054.1886,862.0623,0.0000,-5725.1998,-3404.9299,0.6466,-110.1060,-3104.7074,6655.8640,4831.4368,-6141.3703,318.2014,-4173.2350,-5460.3460,-4309.2202,6224.5936,-2963.8402,-4144.5623,3161.8061,-2965.0121,-1056.5850,-5621.6581,5772.9015,6747.1491,4728.5900,-6649.8089,-2018.9554,-1106.6129,4811.2603,-6170.2280,5229.4940,-1209.6312,-2329.5322,-184.1488,-3629.9921,-9.4999,-4224.0334,3984.6366,2768.7554,4829.5056,-5344.6280,-1813.9844,-3981.3188,4319.5718,-2665.1410,1254.6527,3992.5384,-6237.1618,5785.2417,-1586.8588,5687.6603,-4123.4003,1030.1644,4078.2175,-276.9607,-2847.5853,-4002.5324,-1324.6725,2583.0714,4195.0944,-5250.6747,-262.1102,-5038.6663,2876.5293,-142.1273,3992.4880,-4312.9656,2195.5775,2970.7134,947.1448,-301369.3602,-331240.5619,-311665.6726,-312530.2336,-319624.7116,-319137.1467,-319674.9055,-315636.4875,335268873.6134,335227523.5718,335258837.3921,335247172.8287,-316962.0091,335256858.9137,-5505.8364,-4404.0344,1273.3318,-3044.5304,905.2771,-1547.4559,-2439.5920,-3881.3210,5358.8144,-5474.0808,-1159.0375,4657.7084,5508.7677,-4712.8584,4341.6536,3188.3261,-5384.3937,-3448.3189,321.0343,4065.1559,-4561.4715,-1863.6146,-213.7900,-4822.7354,4735.5613,2764.9554,-2781.4703,-3402.8725,-5470.9569,4031.7734,-3402.2867,-4007.2851,0.0000,-40.7143,4701.1178,-5321.7383,5213.6019,-310.7204,-1680.9325,4340.2913,2896.5481,-4608.7347,-1936.3049,831.0559,1173.7822,-2812.5883,629.0218,-5258.9320,5348.1759,-4169.3795,5955.2750,-2515.4751,1379.7018,1600.0301,1419.7141,240.8996,3520.3414,3920.0597,-2826.1436,-2708.6964,2099.1315,1105.1467,-4817.7713,-4597.5519,-4150.3982,1512.4846,-405.3371,-3511.2312,4613.2296,995.0206,3601.5468,5464.2472,3580.2238,4639.0865,5323.1154,2432.2752,2813.2011,-2802.1989,2481.1964,4401.4600,-1545.4500,-1852.4660,3689.7903,-3407.5528,2812.3995,-5313.8240,3129.9201,-1176.4038,-2797.7621,-5373.7494,1372.7598,6468.9644,2483.9960,-2034.4615,-2010.1355,5476.5473,-4455.9514,-4979.9466,5395.2631,5504.8713,-137152.7938,-144438.4097,-138203.8263,-140192.9446,-134986.0800,-141973.0123,-149314.0415,-141815.2821,92534735.3994,92561696.0538,92561757.6925,92537396.1114,-140590.0748,92543755.0438,
3600.000,-3320.1008,-3005.3169,6231.1368,1706.1132,1782.1049,-252.3334,-976.1683,-4244.6227,2246.4923,2269.8144,-1160.8020,4005.3954,-5477.1544,-2885.4142,435.2601,1858.2763,4657.3565,-432.1150,4267.0865,4977.4911,-1576.5289,-1584.0080,-5308.4205,3004.8516,3471.9243,-435.2134,6541.4052,3266.7792,-5324.3253,1310.7224,-519.8639,5574.5291,0.0000,-1354.7238,6024.4976,5184.9185,-5653.1006,-3963.4374,-3213.7547,-4175.7198,2940.6352,-4254.0632,5085.2549,178.9547,-2300.9932,-2943.6044,-3757.7206,4945.4111,-1213.4683,-110.4566,1557.3222,-1964.5800,1734.9874,-1403.1232,-5263.6420,2963.5366,-5158.0260,-1861.3836,4193.1577,3008.1964,-4166.1316,-5531.2361,6765.3833,6464.9843,4099.1734,4442.9510,-2595.5411,-440.0668,1661.2336,-4474.9776,-676.5130,-1182.9159,-3612.5686,-5940.9026,4940.1695,-4568.2049,-5188.2998,3690.3385,-4934.2654,6760.4729,-4583.5153,-1679.0341,5447.5524,-4042.8442,6543.9051,6391.9608,6127.8255,5578.6053,2303.2939,-4848.3017,-169.8239,2257.3507,-2761.0804,4640.3935,-6149.8704,-2782.0007,5661.4373,2112.5499,-6077.8398,2642.4480,-34016.1697,-27662.7028,-20921.1511,-23710.0497,-31742.2305,-26304.4206,-22473.2498,-24196.2432,-197418209.8829,-197381666.4330,-197409934.2588,-197395246.9055,-24422.2853,-197403327.3129,5012.6326,4557.1349,-1790.2005,4793.3589,6122.1931,-4384.5857,-6371.8630,-2918.0593,4866.9559,-4866.3907,5964.6266,-4663.9778,2159.8316,-5341.7931,4264.9683,-6567.7710,2336.2055,4113.2422,-1501.3943,4692.2232,5488.4715,6219.1757,-1233.1857,6081.7101,-5827.2421,6632.2368,1155.1796,5942.3236,2023.1832,6762.6147,6777.1680,-3969.7051,0.0000,5920.9239,87.2246,-3758.0248,3283.9774,4616.4392,-4291.0308,-824.7178,6079.2325,4215.7985,131.0484,4431.5910,5079.2859,-2992.7715,4404.0801,1008.3642,-6071.7312,4200.9002,-1354.3803,6436.6422,-6412.7855,-4777.5204,-1593.7162,4023.9981,4629.1103,3716.7703,-5085.2441,5824.2496,-1637.5926,2590.4832,585.3359,-2263.8736,-784.3312,-2867.0077,5345.8824,-4055.1848,-6137.1211,-1228.1743,6765.4913,5288.3200,5843.9367,-1577.5983,-1720.5447,2250.6677,-4042.0535,3569.8700,-4578.5264,-661.6420,-4250.1577,4238.7376,-4128.3785,557.2224,-1414.2384,425.7401,3006.9472,-988.3852,-3675.8518,-1865.0963,5204.2880,-4285.0810,6033.1653,-4814.7145,1797.6975,-5356.8812,3889.3041,-6197.8241,193.7045,-4972.6571,-319505.7698,-347645.4698,-329135.5082,-331325.8168,-336759.3360,-333970.1931,-336592.0566,-334764.2105,294177552.7089,294137715.5293,294160217.1886,294161081.8645,-333576.6441,294165220.0470,3368.5181,4227.6758,2408.0085,4713.3071,2700.5638,5110.7457,-2594.2792,4590.6755,-4263.9631,4341.4948,-3248.2270,-3001.9273,-3586.1590,3294.7143,-5330.8620,549.8766,4496.7712,5499.4753,-5230.1031,-1104.8734,3816.8606,-2560.3179,4210.5743,1324.0192,-960.1205,1731.0046,-1769.2371,-454.4862,3808.0086,68.2751,-413.3405,883.9472,0.0000,-3359.2000,-3389.7738,2435.6499,-2291.6508,-3259.3455,4354.1911,-5421.3639,1441.4096,3210.6719,4511.6954,-4973.4202,-4116.3129,5394.0350,-3813.2700,4640.7836,-2579.7788,5393.7607,-6628.1673,-1745.2289,2128.0355,-4878.5145,-4228.4041,-4549.9687,-207.4962,-5456.4665,-2199.7736,-1557.6097,-5213.8239,3206.8047,1307.3482,846.2248,5459.4444,-4361.3288,-3364.8836,5419.6083,-2462.9821,-4916.5815,823.8046,-4275.0578,643.7392,-2943.4681,-4425.5251,-4619.4512,2189.2946,4678.8793,1357.7231,-152.7588,-2906.7871,5118.1476,-156.6861,5414.9190,1615.3556,2310.4873,1123.0675,-3664.3117,5380.8858,4523.3028,-4362.9425,-4955.8096,1905.6862,-1738.5014,-2515.1981,-3294.0075,563.5838,684.8097,-2978.4869,-3987.3460,-137306.0329,-144505.4408,-138294.4488,-142089.9515,-134991.8278,-138734.5575,-149819.2487,-139385.2132,92603681.8509,92626290.6702,92629394.6481,92600540.9065,-140691.8325,92610299.6399,
7200.000,2117.1301,605.8555,-3313.2342,-5162.8375,-4023.1593,4810.9379,1476.2687,6485.7571,-4903.9402,-727.7920,-2096.9849,-1932.6598,5409.6838,5326.6029,-4347.0086,1196.7599,-6821.2956,-3856.8124,547.6348,-5911.5174,-1208.3700,-1379.2226,3268.7054,-4055.5878,-1344.9697,-1961.3005,-4371.1445,-4749.5262,5317.8902,-2723.3741,-2361.8967,-3481.8317,0.0000,-2263.0405,-6414.6164,-4033.6823,4784.0265,-61.4212,5379.8411,5583.4941,-3754.8332,2222.3158,-3794.8081,-4969.9609,-1814.1468,5394.9253,-227.9007,-6676.2082,3317.0439,-3865.5762,-6062.4495,-538.0192,1229.7847,4098.2018,4691.5906,-4438.3683,2769.4054,-1727.1127,-1593.9324,-4680.8276,3973.6539,1789.5773,-6149.1195,-4924.1181,-3833.1197,-722.4831,-1834.5672,4895.0020,1026.3043,3081.7416,-1582.9976,-778.3554,1035.6022,6631.8487,-5159.5637,1779.5481,3321.8386,-5792.3758,5259.4303,-4688.3909,4222.3266,-2970.8037,-2647.7277,3318.1747,-3700.1029,-6188.3341,-5062.3043,-1487.5658,1884.9085,6855.0884,-4330.7183,-2612.6496,-235.6649,-1248.5045,2762.5275,4678.9072,-5538.3536,1025.8252,6057.7812,-1236.3259,45231.7997,58615.5137,63964.9982,61858.3820,51984.6278,61280.2822,60764.5870,59010.7691,-266873253.9413,-266827461.5551,-266860238.8134,-266849843.7072,59177.3008,-266857247.8169,-6492.8974,-6744.2295,3968.1634,-2948.1703,-3173.1667,1936.7256,3035.2675,-5.6081,-4775.4862,6854.4878,-3593.7776,6504.9780,-4210.8297,4398.1661,-4684.5551,5495.4630,-693.3715,-4126.9946,-1068.7752,-2569.0867,-6749.5735,-4164.4987,-2629.0580,-4735.1056,5720.7951,-4207.7915,1490.6694,-2839.8400,-4298.6028,-4783.1569,-5055.0584,5259.6745,0.0000,-4538.6878,2569.8829,5105.8089,-4568.7781,-5043.0478,680.6618,-2796.4248,-3122.5759,-6388.2023,4345.5456,-1521.2194,-4917.9970,-899.7899,-5122.7337,1359.0870,5228.9905,-4926.9168,492.0915,-4830.0760,5215.0137,1637.1195,-2465.5577,933.9327,-5468.0133,-5843.5994,3297.3630,-1909.9404,-2981.5883,-3795.9327,994.5673,3407.4048,4784.6248,5447.1821,-4677.5261,3590.1860,6555.5371,-3766.5936,-4743.2913,-6849.3533,-5153.2501,-1184.3723,4490.4409,-5548.5107,1441.6824,-251.2390,1114.7571,2500.4300,410.2380,-3844.3441,5239.7584,-5024.7856,2965.1923,1463.5567,-372.3858,3841.0047,4773.9797,7.4656,-3519.0571,6405.3249,-4650.5139,5183.2977,-3351.9752,4904.4034,-1805.0057,4827.5728,-2334.9650,6785.1035,-318480.6560,-342321.1146,-325900.4011,-331605.7825,-333029.4953,-326520.5726,-332897.5284,-328336.6559,233009375.6583,232974389.5623,232986244.2823,233000335.6050,-329319.1997,232997257.8812,938.9330,-1383.5712,-4604.1163,-3587.2472,-4667.9262,-4320.1249,6056.1485,-2378.4702,89.3426,-489.5777,5477.7422,-856.3535,-718.4301,195.2242,2423.4707,-3914.3824,-663.4343,-3948.8227,6790.4893,-2549.9889,-487.6850,5323.4090,-5474.7030,2977.6958,-3522.3539,-5070.5359,5081.0138,3935.2832,501.1218,-4150.5034,3891.7709,2791.5278,0.0000,4725.4439,-89.5060,2143.6759,-2062.8514,4698.7185,-4291.8323,2897.2118,-4890.8750,685.3988,-3616.1311,4154.9755,4520.7312,-4119.1473,4651.7246,-825.8660,-2579.2720,-2769.0703,3326.1360,4956.9965,-4479.3233,5380.9687,4462.0059,4995.1710,-3248.8664,3131.1528,5887.6147,4442.1328,4735.4525,-5486.9973,2993.9980,3421.8447,-3127.3579,4081.5593,4611.3039,-3048.8813,-1575.9804,4678.7325,-4684.5327,297.5908,-4479.5110,-1020.5158,352.2144,3633.8379,-5923.3733,-3840.1822,-4279.9494,-4241.0843,5419.2068,-4850.8871,-3509.5557,-3141.9057,-5004.4767,2432.6414,-4708.5554,5329.4879,-4645.4327,-751.6584,3858.6912,379.1894,-5106.6185,4382.3089,5325.2887,-1147.1606,3672.7021,4348.9095,-1919.8273,-143.5345,-137485.1239,-144483.6480,-139012.1735,-140693.2934,-135367.8946,-140367.0759,-149691.5784,-142296.0737,92673031.2047,92690703.2151,92695830.8934,92665930.7580,-140778.1995,92676818.5561,
