sl_100_5400_20300320 Coordinates.csv
2030/03/20 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:50 2024,
Start: 2030/03/20 07:47:00.00, Stop: 2030/03/20 09:17:00.00,
TIME_UNITS,STARLINK-4136 - X-Coordinate,STARLINK-3597 - X-Coordinate,STARLINK-30273 - X-Coordinate,STARLINK-3312 - X-Coordinate,STARLINK-30250 - X-Coordinate,STARLINK-1029 - X-Coordinate,STARLINK-5885 - X-Coordinate,STARLINK-5502 - X-Coordinate,STARLINK-1465 - X-Coordinate,STARLINK-4787 - X-Coordinate,STARLINK-4667 - X-Coordinate,STARLINK-3283 - X-Coordinate,STARLINK-30966 - X-Coordinate,STARLINK-4059 - X-Coordinate,STARLINK-4560 - X-Coordinate,STARLINK-4542 - X-Coordinate,STARLINK-31845 - X-Coordinate,STARLINK-3296 - X-Coordinate,STARLINK-6328 - X-Coordinate,STARLINK-2193 - X-Coordinate,STARLINK-3350 - X-Coordinate,STARLINK-31920 - X-Coordinate,STARLINK-1585 - X-Coordinate,STARLINK-5873 - X-Coordinate,STARLINK-30827 - X-Coordinate,STARLINK-5500 - X-Coordinate,STARLINK-5263 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-31719 - X-Coordinate,STARLINK-4595 - X-Coordinate,STARLINK-3539 - X-Coordinate,STARLINK-6089 - X-Coordinate,STARLINK-1742 - X-Coordinate,STARLINK-30860 - X-Coordinate,STARLINK-5175 - X-Coordinate,STARLINK-5908 - X-Coordinate,STARLINK-1653 - X-Coordinate,STARLINK-3167 - X-Coordinate,STARLINK-5536 - X-Coordinate,STARLINK-1212 - X-Coordinate,STARLINK-1146 - X-Coordinate,STARLINK-4788 - X-Coordinate,STARLINK-31646 - X-Coordinate,STARLINK-5390 - X-Coordinate,STARLINK-5838 - X-Coordinate,STARLINK-30362 - X-Coordinate,STARLINK-6081 - X-Coordinate,STARLINK-31458 - X-Coordinate,STARLINK-5402 - X-Coordinate,STARLINK-5145 - X-Coordinate,STARLINK-4480 - X-Coordinate,STARLINK-2190 - X-Coordinate,STARLINK-1948 - X-Coordinate,STARLINK-2485 - X-Coordinate,STARLINK-3777 - X-Coordinate,STARLINK-4086 - X-Coordinate,STARLINK-11162 [DTC] - X-Coordinate,STARLINK-1578 - X-Coordinate,STARLINK-3459 - X-Coordinate,STARLINK-4394 - X-Coordinate,STARLINK-32242 - X-Coordinate,STARLINK-2470 - X-Coordinate,STARLINK-5963 - X-Coordinate,STARLINK-4707 - X-Coordinate,STARLINK-2569 - X-Coordinate,STARLINK-4507 - X-Coordinate,STARLINK-4676 - X-Coordinate,STARLINK-31535 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-31208 - X-Coordinate,STARLINK-1053 - X-Coordinate,STARLINK-4425 - X-Coordinate,STARLINK-4027 - X-Coordinate,STARLINK-11111 [DTC] - X-Coordinate,STARLINK-3670 - X-Coordinate,STARLINK-1138 - X-Coordinate,STARLINK-30777 - X-Coordinate,STARLINK-5309 - X-Coordinate,STARLINK-2547 - X-Coordinate,STARLINK-32247 - X-Coordinate,STARLINK-5072 - X-Coordinate,STARLINK-2140 - X-Coordinate,STARLINK-6345 - X-Coordinate,STARLINK-2756 - X-Coordinate,STARLINK-11079 [DTC] - X-Coordinate,STARLINK-5708 - X-Coordinate,STARLINK-3046 - X-Coordinate,STARLINK-31183 - X-Coordinate,STARLINK-1360 - X-Coordinate,STARLINK-3300 - X-Coordinate,STARLINK-31376 - X-Coordinate,STARLINK-30084 - X-Coordinate,STARLINK-4558 - X-Coordinate,STARLINK-3797 - X-Coordinate,STARLINK-4597 - X-Coordinate,STARLINK-31299 - X-Coordinate,STARLINK-11235 [DTC] - X-Coordinate,STARLINK-4621 - X-Coordinate,STARLINK-5492 - X-Coordinate,STARLINK-3562 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4136 - Y-Coordinate,STARLINK-3597 - Y-Coordinate,STARLINK-30273 - Y-Coordinate,STARLINK-3312 - Y-Coordinate,STARLINK-30250 - Y-Coordinate,STARLINK-1029 - Y-Coordinate,STARLINK-5885 - Y-Coordinate,STARLINK-5502 - Y-Coordinate,STARLINK-1465 - Y-Coordinate,STARLINK-4787 - Y-Coordinate,STARLINK-4667 - Y-Coordinate,STARLINK-3283 - Y-Coordinate,STARLINK-30966 - Y-Coordinate,STARLINK-4059 - Y-Coordinate,STARLINK-4560 - Y-Coordinate,STARLINK-4542 - Y-Coordinate,STARLINK-31845 - Y-Coordinate,STARLINK-3296 - Y-Coordinate,STARLINK-6328 - Y-Coordinate,STARLINK-2193 - Y-Coordinate,STARLINK-3350 - Y-Coordinate,STARLINK-31920 - Y-Coordinate,STARLINK-1585 - Y-Coordinate,STARLINK-5873 - Y-Coordinate,STARLINK-30827 - Y-Coordinate,STARLINK-5500 - Y-Coordinate,STARLINK-5263 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-31719 - Y-Coordinate,STARLINK-4595 - Y-Coordinate,STARLINK-3539 - Y-Coordinate,STARLINK-6089 - Y-Coordinate,STARLINK-1742 - Y-Coordinate,STARLINK-30860 - Y-Coordinate,STARLINK-5175 - Y-Coordinate,STARLINK-5908 - Y-Coordinate,STARLINK-1653 - Y-Coordinate,STARLINK-3167 - Y-Coordinate,STARLINK-5536 - Y-Coordinate,STARLINK-1212 - Y-Coordinate,STARLINK-1146 - Y-Coordinate,STARLINK-4788 - Y-Coordinate,STARLINK-31646 - Y-Coordinate,STARLINK-5390 - Y-Coordinate,STARLINK-5838 - Y-Coordinate,STARLINK-30362 - Y-Coordinate,STARLINK-6081 - Y-Coordinate,STARLINK-31458 - Y-Coordinate,STARLINK-5402 - Y-Coordinate,STARLINK-5145 - Y-Coordinate,STARLINK-4480 - Y-Coordinate,STARLINK-2190 - Y-Coordinate,STARLINK-1948 - Y-Coordinate,STARLINK-2485 - Y-Coordinate,STARLINK-3777 - Y-Coordinate,STARLINK-4086 - Y-Coordinate,STARLINK-11162 [DTC] - Y-Coordinate,STARLINK-1578 - Y-Coordinate,STARLINK-3459 - Y-Coordinate,STARLINK-4394 - Y-Coordinate,STARLINK-32242 - Y-Coordinate,STARLINK-2470 - Y-Coordinate,STARLINK-5963 - Y-Coordinate,STARLINK-4707 - Y-Coordinate,STARLINK-2569 - Y-Coordinate,STARLINK-4507 - Y-Coordinate,STARLINK-4676 - Y-Coordinate,STARLINK-31535 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-31208 - Y-Coordinate,STARLINK-1053 - Y-Coordinate,STARLINK-4425 - Y-Coordinate,STARLINK-4027 - Y-Coordinate,STARLINK-11111 [DTC] - Y-Coordinate,STARLINK-3670 - Y-Coordinate,STARLINK-1138 - Y-Coordinate,STARLINK-30777 - Y-Coordinate,STARLINK-5309 - Y-Coordinate,STARLINK-2547 - Y-Coordinate,STARLINK-32247 - Y-Coordinate,STARLINK-5072 - Y-Coordinate,STARLINK-2140 - Y-Coordinate,STARLINK-6345 - Y-Coordinate,STARLINK-2756 - Y-Coordinate,STARLINK-11079 [DTC] - Y-Coordinate,STARLINK-5708 - Y-Coordinate,STARLINK-3046 - Y-Coordinate,STARLINK-31183 - Y-Coordinate,STARLINK-1360 - Y-Coordinate,STARLINK-3300 - Y-Coordinate,STARLINK-31376 - Y-Coordinate,STARLINK-30084 - Y-Coordinate,STARLINK-4558 - Y-Coordinate,STARLINK-3797 - Y-Coordinate,STARLINK-4597 - Y-Coordinate,STARLINK-31299 - Y-Coordinate,STARLINK-11235 [DTC] - Y-Coordinate,STARLINK-4621 - Y-Coordinate,STARLINK-5492 - Y-Coordinate,STARLINK-3562 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4136 - Z-Coordinate,STARLINK-3597 - Z-Coordinate,STARLINK-30273 - Z-Coordinate,STARLINK-3312 - Z-Coordinate,STARLINK-30250 - Z-Coordinate,STARLINK-1029 - Z-Coordinate,STARLINK-5885 - Z-Coordinate,STARLINK-5502 - Z-Coordinate,STARLINK-1465 - Z-Coordinate,STARLINK-4787 - Z-Coordinate,STARLINK-4667 - Z-Coordinate,STARLINK-3283 - Z-Coordinate,STARLINK-30966 - Z-Coordinate,STARLINK-4059 - Z-Coordinate,STARLINK-4560 - Z-Coordinate,STARLINK-4542 - Z-Coordinate,STARLINK-31845 - Z-Coordinate,STARLINK-3296 - Z-Coordinate,STARLINK-6328 - Z-Coordinate,STARLINK-2193 - Z-Coordinate,STARLINK-3350 - Z-Coordinate,STARLINK-31920 - Z-Coordinate,STARLINK-1585 - Z-Coordinate,STARLINK-5873 - Z-Coordinate,STARLINK-30827 - Z-Coordinate,STARLINK-5500 - Z-Coordinate,STARLINK-5263 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-31719 - Z-Coordinate,STARLINK-4595 - Z-Coordinate,STARLINK-3539 - Z-Coordinate,STARLINK-6089 - Z-Coordinate,STARLINK-1742 - Z-Coordinate,STARLINK-30860 - Z-Coordinate,STARLINK-5175 - Z-Coordinate,STARLINK-5908 - Z-Coordinate,STARLINK-1653 - Z-Coordinate,STARLINK-3167 - Z-Coordinate,STARLINK-5536 - Z-Coordinate,STARLINK-1212 - Z-Coordinate,STARLINK-1146 - Z-Coordinate,STARLINK-4788 - Z-Coordinate,STARLINK-31646 - Z-Coordinate,STARLINK-5390 - Z-Coordinate,STARLINK-5838 - Z-Coordinate,STARLINK-30362 - Z-Coordinate,STARLINK-6081 - Z-Coordinate,STARLINK-31458 - Z-Coordinate,STARLINK-5402 - Z-Coordinate,STARLINK-5145 - Z-Coordinate,STARLINK-4480 - Z-Coordinate,STARLINK-2190 - Z-Coordinate,STARLINK-1948 - Z-Coordinate,STARLINK-2485 - Z-Coordinate,STARLINK-3777 - Z-Coordinate,STARLINK-4086 - Z-Coordinate,STARLINK-11162 [DTC] - Z-Coordinate,STARLINK-1578 - Z-Coordinate,STARLINK-3459 - Z-Coordinate,STARLINK-4394 - Z-Coordinate,STARLINK-32242 - Z-Coordinate,STARLINK-2470 - Z-Coordinate,STARLINK-5963 - Z-Coordinate,STARLINK-4707 - Z-Coordinate,STARLINK-2569 - Z-Coordinate,STARLINK-4507 - Z-Coordinate,STARLINK-4676 - Z-Coordinate,STARLINK-31535 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-31208 - Z-Coordinate,STARLINK-1053 - Z-Coordinate,STARLINK-4425 - Z-Coordinate,STARLINK-4027 - Z-Coordinate,STARLINK-11111 [DTC] - Z-Coordinate,STARLINK-3670 - Z-Coordinate,STARLINK-1138 - Z-Coordinate,STARLINK-30777 - Z-Coordinate,STARLINK-5309 - Z-Coordinate,STARLINK-2547 - Z-Coordinate,STARLINK-32247 - Z-Coordinate,STARLINK-5072 - Z-Coordinate,STARLINK-2140 - Z-Coordinate,STARLINK-6345 - Z-Coordinate,STARLINK-2756 - Z-Coordinate,STARLINK-11079 [DTC] - Z-Coordinate,STARLINK-5708 - Z-Coordinate,STARLINK-3046 - Z-Coordinate,STARLINK-31183 - Z-Coordinate,STARLINK-1360 - Z-Coordinate,STARLINK-3300 - Z-Coordinate,STARLINK-31376 - Z-Coordinate,STARLINK-30084 - Z-Coordinate,STARLINK-4558 - Z-Coordinate,STARLINK-3797 - Z-Coordinate,STARLINK-4597 - Z-Coordinate,STARLINK-31299 - Z-Coordinate,STARLINK-11235 [DTC] - Z-Coordinate,STARLINK-4621 - Z-Coordinate,STARLINK-5492 - Z-Coordinate,STARLINK-3562 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4252.1300,-3984.2528,-6084.2721,-1760.3499,3553.3732,-4932.8770,-5966.9376,-507.1805,2534.3611,-4269.4406,4890.6929,-6372.3479,-5159.1862,-729.8592,1659.4339,1647.7516,-5579.2976,-6761.8365,-3575.9129,3721.4987,4457.9768,0.0000,-2135.7100,-547.1927,-3727.4869,-1175.9290,-2993.9288,-3656.5434,-5176.5118,-5213.5734,-3154.5877,-3990.1990,4086.1992,-5514.8460,4676.7662,-4911.8771,-3475.9990,-3715.2020,5912.0872,4656.6318,4704.9024,6122.1559,5602.4408,-2953.7637,6064.7093,-4518.0272,4316.9069,3664.6046,-2439.5533,4826.0430,5123.7776,1615.0611,2163.0175,6568.8831,133.3251,-4029.5771,0.0000,-1157.6643,3703.4673,3581.6560,5118.1010,-801.7273,-1808.9656,-2341.3669,-5103.8732,4426.3830,6104.1816,-2755.7680,3322.9412,-4342.9215,-4125.5130,4900.3042,5630.2884,6433.8203,5005.8651,-2275.1713,-5301.8435,4330.9708,-2538.9305,0.0000,-4937.6000,4458.3804,-1676.7156,3322.3086,-3565.8732,-4600.2384,4721.6306,-5275.2707,-3027.5358,2238.9409,-4329.3223,-2317.7312,12.4222,4622.3933,5066.9036,-5191.2353,5641.0237,2281.3452,-6045.8667,-4005.3798,118211.7781,108167.7792,125392.7391,121365.7833,113571.7588,116207.8793,121823.4674,121471.0828,-60613364.9325,-60608652.2212,-60586689.3313,-60590081.2671,121048.8143,-60596360.7823,1626.6955,-2141.9598,545.2306,5778.0305,-3645.1872,4681.1796,-3495.1199,-3858.4106,6356.1484,431.2393,3376.1350,-56.1829,315.1725,5168.9437,-2395.8029,5389.8985,3755.4346,-652.9596,-5233.5860,-5089.0703,99.1154,0.0000,-4469.7742,-2472.7898,-3968.4210,2082.5244,6124.9189,3555.8138,487.1209,73.8088,-3065.4053,5247.3109,137.4471,3144.7821,-4283.1427,4867.9710,2212.1430,-1995.7771,218.5384,-831.2620,87.1255,-655.5255,-3454.7521,6213.2150,-3133.4933,2296.4441,-3514.9775,-4657.3729,5977.7213,1151.9574,4403.4027,6013.8859,-5640.2760,23.0506,-6364.0963,-3171.7761,0.0000,-6514.6620,-1788.3103,4348.4081,3177.2792,4664.2320,-4889.7190,-4646.7110,-411.0184,1121.3344,2589.1577,4163.1147,-3204.2220,2520.2527,-1143.6249,-3475.5211,-3508.8433,188.6414,1488.2822,-6367.0102,-2747.6414,5420.0794,-5342.3265,0.0000,2413.6633,5270.0844,5192.0104,-5767.6285,3310.7887,3319.3944,-4806.1491,1604.7648,3317.7384,6134.0850,2810.1450,5618.4954,4394.5697,3728.8479,4690.9435,3378.0181,1211.4313,-647.1040,-2498.6577,-1205.4630,-323610.1390,-355389.3529,-337302.6810,-335902.2798,-339499.7717,-340531.4101,-344574.3176,-339284.2179,345298876.2668,345265112.3294,345311779.6474,345308602.9274,-340952.0796,345301222.8350,-5180.7979,5166.3285,3059.0673,3339.5143,-4694.2368,22.2084,552.8533,5738.8063,-876.5798,-5317.5556,-3552.8291,-2670.6441,4554.8798,-4540.2596,6265.5046,3929.1958,1292.2455,-1269.1311,2767.7716,-2724.3411,-5302.6483,0.0000,4780.3341,-6456.2800,-4215.0129,-6531.2373,-1022.8854,4584.6508,-4354.7064,-4531.0365,5290.0023,-2070.9218,5426.9910,2754.2895,2672.4043,-561.2732,-5436.1585,-5383.3578,3581.8513,-5022.5691,-4814.6146,-3148.7615,1821.3902,729.1388,1127.3503,-4721.1173,4142.9852,-3226.7372,2460.6998,4800.5861,1264.4290,-2785.0063,-3489.7850,1053.7468,-2553.6804,4598.8240,0.0000,-23.2935,5463.5986,3863.9079,3375.2702,-4698.7491,4553.1122,4528.5950,4656.6721,5178.4798,1909.0965,-4644.4490,-5201.8824,4587.2942,-5372.4493,-3468.7505,-1983.1476,1913.8816,-4339.6223,1341.7751,-3383.1960,267.9429,-3008.9566,0.0000,-4251.0982,380.7134,-4282.0899,1571.1773,4647.7402,3951.2595,1665.0611,-4172.2256,-4945.1794,2251.2117,-4444.7666,3284.9235,5325.8338,3513.7212,185.2465,-2893.8557,-3534.4153,-6507.0161,2152.4136,5477.8992,-45430.3894,-50266.7072,-44696.7836,-46554.8536,-41428.0155,-48545.8601,-55763.4294,-47485.7852,35599171.2837,35583733.3520,35606807.1825,35609223.6671,-47050.7771,35610249.7794,
300.000,-4035.9091,-5338.1523,-6401.0017,-81.6588,1987.0293,-3844.8517,-5571.2941,-1913.6343,3614.4245,-3348.1661,6136.8594,-5414.2076,-4469.9770,809.4742,3322.2833,3260.5154,-4321.4660,-6220.5194,-5066.0805,2047.2455,4933.3598,0.0000,-3986.0456,-2376.3668,-5331.0446,852.9375,-1631.7244,-2221.0026,-5168.5736,-4054.1789,-3992.0718,-2808.0658,3912.3419,-4907.8529,3049.7617,-4101.6161,-2021.2048,-4176.4708,6302.5556,4891.8758,3684.1532,6428.0758,4244.2147,-1380.5378,5295.3488,-3324.7668,2474.7935,1714.3709,-625.8039,4180.5143,5908.8788,2674.3301,431.7492,5918.2050,-1161.9413,-4203.1659,0.0000,-2304.8909,2461.0905,3784.4881,4946.8759,875.6138,-2142.0923,-4108.3661,-4133.2456,5391.1943,5847.6461,-804.2667,3483.6508,-2891.5776,-4939.1492,5816.0249,5116.3010,5617.4115,6087.1395,-3212.3069,-5331.4966,4645.6904,-3362.8337,0.0000,-3204.4753,5091.8674,-371.0265,1856.8434,-2832.1898,-3767.4300,3658.2893,-3952.8688,-1965.8397,3149.9652,-3326.3066,-365.9921,2038.2715,4671.3645,5591.1199,-4491.5208,6473.7921,521.7908,-6768.6430,-4175.2978,124912.7896,115598.2891,132612.5976,128596.7498,120671.4547,123461.4257,128909.5748,128749.9735,-68137701.9649,-68132249.3261,-68111417.1293,-68115033.2487,128188.5084,-68120763.9911,3600.4915,-677.4175,1944.4672,5154.1044,-5067.2411,5321.3205,-3779.7148,-4973.3797,5798.2513,2414.3611,2513.6533,1286.8777,2361.9696,6042.2382,-3375.3317,5528.8236,4403.1186,633.7663,-4504.0509,-5091.0899,-1863.1022,0.0000,-4280.5645,-1234.4550,-2830.3882,2906.7730,6117.1228,5085.0751,2529.8539,1743.6083,-1059.3153,6284.5260,-2038.9858,4686.0570,-4609.8274,4946.6539,3842.4469,144.2625,-1545.2608,-2749.3523,-1798.0689,-2055.6963,-4113.1545,6410.6205,-4436.5920,4077.9797,-4508.2307,-5046.1105,5843.7994,-833.6572,3470.7258,4685.9992,-5142.1415,-1233.9338,-6708.2430,-1124.7295,0.0000,-5924.1130,-3583.9470,5391.8715,1386.4932,5569.2220,-3091.9974,-4485.6526,1402.9670,-611.6186,1102.6630,5102.0558,-4778.4385,4145.1290,772.6781,-3522.0008,-4659.2870,-1131.6588,112.4955,-5304.1692,-763.5075,4823.4079,-3747.6479,0.0000,2542.8432,4152.1870,4026.8241,-5746.6368,5029.1754,5017.2985,-4662.5401,3238.7522,5001.0636,4854.7030,4611.9452,5470.4189,3613.5420,1901.8629,3543.3310,4919.6628,-92.4800,762.3120,-1087.7149,968.3322,-321092.9724,-352956.3134,-334775.6189,-333439.0119,-336875.8297,-337901.9872,-341910.3482,-336843.4129,343894637.2509,343860735.7561,343907920.7160,343904562.1541,-338307.0858,343896935.3435,-4279.0708,4268.2740,1396.4753,4587.0400,-4280.4746,-1780.7504,-1683.8122,4440.8684,938.9802,-5445.1840,-1987.1641,-4096.5368,4679.8406,-3270.0643,5034.3908,2456.5009,2968.1403,-2945.8060,1383.2704,-4131.6148,-4493.3289,0.0000,3634.5869,-6397.1602,-3312.1778,-6260.5806,-2731.0032,4031.2612,-3588.4660,-5314.3866,5501.7257,-587.1954,5168.6062,1367.5983,4096.3904,-2622.8957,-5260.7486,-5413.1646,2396.9071,-4012.8498,-5340.4541,-1504.9021,3416.9557,2197.6886,-415.2494,-4504.5154,4657.2834,-4139.7066,3629.3099,5429.3639,-553.9151,-4175.2144,-4695.4172,2771.4912,-820.0906,5338.4844,0.0000,-1843.2076,5278.9401,1819.9491,4610.3733,-3561.6281,5807.7066,3256.9464,5370.1266,4271.6363,3488.6291,-4452.1560,-3658.0247,4551.2042,-4710.9202,-1372.4894,-203.7657,3496.0641,-3005.0385,3005.5919,-4254.8959,-1843.0545,-4323.9657,0.0000,-5617.3045,2144.7300,-5635.9748,3204.7055,3462.8358,2906.6418,3605.2004,-4658.3738,-3968.2897,3766.8392,-3749.4334,4201.1513,5519.1472,4706.7973,1967.4825,-1529.6026,-1961.7535,-6864.3451,676.0164,5397.6974,-45574.8996,-50401.7267,-44785.1663,-46844.3101,-41521.2467,-48378.3299,-55941.9095,-48019.5561,35605657.8374,35590197.7299,35613932.3982,35616338.6705,-47169.5433,35616847.3140,
600.000,-3462.9563,-6174.2562,-6063.6695,1643.6421,261.0979,-2340.3087,-4581.9435,-3078.9019,4341.2446,-2138.5216,6770.4527,-3932.6966,-3382.5434,2236.7162,4663.2732,4523.3176,-2606.0703,-5067.8581,-6055.3985,139.2290,4965.6077,0.0000,-5421.3967,-4009.7550,-6411.7205,2761.0733,-79.8038,-598.2517,-4657.8938,-2530.7990,-4486.5071,-1355.9429,3389.0448,-3833.7800,1096.6307,-2849.8092,-405.1057,-4269.9156,6092.2000,4677.6313,2316.8809,6101.4205,2434.3616,345.3178,4007.3376,-1847.5824,405.6994,-426.7714,1272.9441,3172.0577,6098.1730,3504.5418,-1376.3159,4609.6948,-2329.3713,-4014.7676,0.0000,-3212.0809,1018.3307,3534.7675,4325.9939,2422.0574,-2332.7259,-5448.8212,-2799.5137,5850.8737,5028.8290,1206.3045,3335.5906,-1177.9676,-5295.8196,6107.4224,4095.9024,4200.1281,6539.9463,-3860.2515,-4867.1918,4506.3753,-3860.4547,0.0000,-1135.8332,5237.2977,1032.9549,172.4217,-1833.2913,-2594.7104,2191.2580,-2273.3182,-733.2249,3789.1910,-2019.6751,1642.4542,3886.3646,4302.1779,5572.1503,-3349.8221,6622.3504,-1351.2442,-6821.5405,-3987.9402,131560.6111,122974.8923,139773.5940,135776.8221,127714.6193,130673.3460,135937.1266,135939.3090,-75629610.5339,-75623416.9172,-75603738.9219,-75607586.3005,135270.4533,-75612736.1073,5203.4266,813.1035,3128.3038,4050.2119,-6021.6613,5419.4233,-3633.2833,-5617.8690,4653.4714,4177.0478,1423.9332,2545.4401,4192.3852,6334.4411,-3928.0888,5127.5148,4630.1613,1889.6463,-3346.7677,-4616.0339,-3616.1129,0.0000,-3699.5145,58.5597,-1444.2018,3512.4885,5512.2806,6123.9320,4297.0026,3285.3764,1032.4516,6703.7483,-4001.3582,5763.4459,-4514.2820,4546.4745,5112.5832,2256.2286,-3139.7912,-4370.7737,-3527.7980,-3235.9345,-4383.5155,5993.7553,-5310.2963,5484.1114,-5110.0064,-4944.0940,5163.7737,-2766.0037,2180.8150,2877.7718,-4186.1835,-2385.6164,-6369.0080,1044.2038,0.0000,-4657.0392,-5042.8113,5835.9153,-570.6404,5881.7993,-976.4340,-3909.2734,3117.9303,-2247.7151,-526.2561,5559.0556,-5849.3923,5373.7794,2579.0958,-3168.0803,-5345.5065,-2368.5250,-1242.4037,-3702.2010,1313.6334,3720.5213,-1730.1629,0.0000,2487.7330,2605.8035,2495.0664,-5158.2202,6202.1543,6221.8198,-4080.0452,4592.2572,6142.4718,3087.5843,5948.0438,4822.0289,2529.8131,-136.8311,2025.5712,5955.6454,-1364.2971,2011.4543,424.1965,3038.1054,-318438.5773,-350367.1348,-332100.6274,-330838.1075,-334104.1798,-335119.0867,-339099.1375,-334360.1885,342326457.5700,342292435.0505,342340095.5597,342336523.1662,-335512.6116,342328704.4093,-2912.9501,2901.3011,-422.2152,5337.7034,-3407.6701,-3382.0158,-3740.7884,2669.3058,2652.3776,-4966.3921,-207.8804,-5080.3594,4295.5497,-1647.8635,3261.0603,713.9722,4314.3773,-4304.4790,-150.2994,-5085.0340,-3203.0466,0.0000,2092.3620,-5657.2158,-2047.7165,-5329.1363,-4142.0996,3033.0076,-2412.5425,-5524.5504,5112.9639,960.0702,4324.9933,-166.2392,5072.4910,-4404.8181,-4496.2663,-4841.5428,953.7320,-2567.9097,-5245.2222,301.3542,4629.9689,3429.2650,-1913.1602,-3805.3723,4675.2986,-4573.4162,4405.6028,5471.4043,-2311.4619,-5097.4965,-5408.8741,4154.3035,1004.2162,5497.2095,0.0000,-3437.2360,4507.7089,-427.3780,5346.5511,-1997.8000,6439.5038,1631.9414,5507.5111,2902.9733,4689.4445,-3760.2559,-1726.5350,4000.5483,-3532.3338,870.4808,1597.5129,4666.7169,-1328.4550,4342.0199,-4658.2664,-3757.8780,-5114.4460,0.0000,-6388.5135,3677.0187,-6389.7370,4480.9411,1873.5884,1548.6109,5160.5088,-4643.1284,-2518.5201,4874.9106,-2631.5747,4663.4681,5116.5369,5389.8034,3536.5813,5.5164,-163.2074,-6489.0015,-874.1942,4731.5379,-45719.5036,-50536.5209,-44878.0531,-47134.9427,-41617.3398,-48206.2343,-56115.8547,-48487.6983,35612149.4078,35596663.0937,35621061.0958,35623455.8587,-47288.2740,35623444.8056,
