sl_100_5400_20300917 Coordinates.csv
2030/09/17 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:27 2024,
Start: 2030/09/17 07:47:00.00, Stop: 2030/09/17 09:17:00.00,
TIME_UNITS,STARLINK-30436 - X-Coordinate,STARLINK-2663 - X-Coordinate,STARLINK-5745 - X-Coordinate,STARLINK-30193 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-30921 - X-Coordinate,STARLINK-5781 - X-Coordinate,STARLINK-5467 - X-Coordinate,STARLINK-4474 - X-Coordinate,STARLINK-31076 - X-Coordinate,STARLINK-31520 - X-Coordinate,STARLINK-30774 - X-Coordinate,STARLINK-5692 - X-Coordinate,STARLINK-31487 - X-Coordinate,STARLINK-2333 - X-Coordinate,STARLINK-3700 - X-Coordinate,STARLINK-3078 - X-Coordinate,STARLINK-31346 - X-Coordinate,STARLINK-3690 - X-Coordinate,STARLINK-31282 - X-Coordinate,STARLINK-5400 - X-Coordinate,STARLINK-1861 - X-Coordinate,STARLINK-3831 - X-Coordinate,STARLINK-5547 - X-Coordinate,STARLINK-31530 - X-Coordinate,STARLINK-31782 - X-Coordinate,STARLINK-32180 - X-Coordinate,STARLINK-2494 - X-Coordinate,STARLINK-31857 - X-Coordinate,STARLINK-30595 - X-Coordinate,STARLINK-5803 - X-Coordinate,STARLINK-3096 - X-Coordinate,STARLINK-2410 - X-Coordinate,STARLINK-2627 - X-Coordinate,STARLINK-11193 [DTC] - X-Coordinate,STARLINK-31027 - X-Coordinate,STARLINK-32145 - X-Coordinate,STARLINK-5197 - X-Coordinate,STARLINK-31742 - X-Coordinate,STARLINK-1566 - X-Coordinate,STARLINK-1509 - X-Coordinate,STARLINK-31982 - X-Coordinate,STARLINK-30881 - X-Coordinate,STARLINK-30596 - X-Coordinate,STARLINK-6196 - X-Coordinate,STARLINK-31717 - X-Coordinate,STARLINK-30711 - X-Coordinate,STARLINK-4532 - X-Coordinate,STARLINK-6234 - X-Coordinate,STARLINK-31167 - X-Coordinate,STARLINK-1984 - X-Coordinate,STARLINK-6036 - X-Coordinate,STARLINK-31772 - X-Coordinate,STARLINK-30216 - X-Coordinate,STARLINK-6320 - X-Coordinate,STARLINK-2370 - X-Coordinate,STARLINK-31492 - X-Coordinate,STARLINK-4015 - X-Coordinate,STARLINK-4059 - X-Coordinate,STARLINK-30373 - X-Coordinate,STARLINK-3909 - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-30138 - X-Coordinate,STARLINK-5376 - X-Coordinate,STARLINK-1788 - X-Coordinate,STARLINK-32029 - X-Coordinate,STARLINK-32090 - X-Coordinate,STARLINK-31010 - X-Coordinate,STARLINK-31162 - X-Coordinate,STARLINK-30333 - X-Coordinate,STARLINK-4267 - X-Coordinate,STARLINK-5757 - X-Coordinate,STARLINK-3195 - X-Coordinate,STARLINK-3286 - X-Coordinate,STARLINK-5619 - X-Coordinate,STARLINK-6106 - X-Coordinate,STARLINK-2115 - X-Coordinate,STARLINK-1411 - X-Coordinate,STARLINK-30486 - X-Coordinate,STARLINK-4322 - X-Coordinate,STARLINK-6220 - X-Coordinate,STARLINK-4409 - X-Coordinate,STARLINK-30352 - X-Coordinate,STARLINK-5762 - X-Coordinate,STARLINK-31179 - X-Coordinate,STARLINK-3625 - X-Coordinate,STARLINK-3254 - X-Coordinate,STARLINK-3283 - X-Coordinate,STARLINK-3259 - X-Coordinate,STARLINK-30968 - X-Coordinate,STARLINK-30504 - X-Coordinate,STARLINK-4047 - X-Coordinate,STARLINK-3112 - X-Coordinate,STARLINK-1355 - X-Coordinate,STARLINK-30142 - X-Coordinate,STARLINK-31148 - X-Coordinate,STARLINK-1780 - X-Coordinate,STARLINK-1759 - X-Coordinate,STARLINK-30979 - X-Coordinate,STARLINK-31754 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30436 - Y-Coordinate,STARLINK-2663 - Y-Coordinate,STARLINK-5745 - Y-Coordinate,STARLINK-30193 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-30921 - Y-Coordinate,STARLINK-5781 - Y-Coordinate,STARLINK-5467 - Y-Coordinate,STARLINK-4474 - Y-Coordinate,STARLINK-31076 - Y-Coordinate,STARLINK-31520 - Y-Coordinate,STARLINK-30774 - Y-Coordinate,STARLINK-5692 - Y-Coordinate,STARLINK-31487 - Y-Coordinate,STARLINK-2333 - Y-Coordinate,STARLINK-3700 - Y-Coordinate,STARLINK-3078 - Y-Coordinate,STARLINK-31346 - Y-Coordinate,STARLINK-3690 - Y-Coordinate,STARLINK-31282 - Y-Coordinate,STARLINK-5400 - Y-Coordinate,STARLINK-1861 - Y-Coordinate,STARLINK-3831 - Y-Coordinate,STARLINK-5547 - Y-Coordinate,STARLINK-31530 - Y-Coordinate,STARLINK-31782 - Y-Coordinate,STARLINK-32180 - Y-Coordinate,STARLINK-2494 - Y-Coordinate,STARLINK-31857 - Y-Coordinate,STARLINK-30595 - Y-Coordinate,STARLINK-5803 - Y-Coordinate,STARLINK-3096 - Y-Coordinate,STARLINK-2410 - Y-Coordinate,STARLINK-2627 - Y-Coordinate,STARLINK-11193 [DTC] - Y-Coordinate,STARLINK-31027 - Y-Coordinate,STARLINK-32145 - Y-Coordinate,STARLINK-5197 - Y-Coordinate,STARLINK-31742 - Y-Coordinate,STARLINK-1566 - Y-Coordinate,STARLINK-1509 - Y-Coordinate,STARLINK-31982 - Y-Coordinate,STARLINK-30881 - Y-Coordinate,STARLINK-30596 - Y-Coordinate,STARLINK-6196 - Y-Coordinate,STARLINK-31717 - Y-Coordinate,STARLINK-30711 - Y-Coordinate,STARLINK-4532 - Y-Coordinate,STARLINK-6234 - Y-Coordinate,STARLINK-31167 - Y-Coordinate,STARLINK-1984 - Y-Coordinate,STARLINK-6036 - Y-Coordinate,STARLINK-31772 - Y-Coordinate,STARLINK-30216 - Y-Coordinate,STARLINK-6320 - Y-Coordinate,STARLINK-2370 - Y-Coordinate,STARLINK-31492 - Y-Coordinate,STARLINK-4015 - Y-Coordinate,STARLINK-4059 - Y-Coordinate,STARLINK-30373 - Y-Coordinate,STARLINK-3909 - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-30138 - Y-Coordinate,STARLINK-5376 - Y-Coordinate,STARLINK-1788 - Y-Coordinate,STARLINK-32029 - Y-Coordinate,STARLINK-32090 - Y-Coordinate,STARLINK-31010 - Y-Coordinate,STARLINK-31162 - Y-Coordinate,STARLINK-30333 - Y-Coordinate,STARLINK-4267 - Y-Coordinate,STARLINK-5757 - Y-Coordinate,STARLINK-3195 - Y-Coordinate,STARLINK-3286 - Y-Coordinate,STARLINK-5619 - Y-Coordinate,STARLINK-6106 - Y-Coordinate,STARLINK-2115 - Y-Coordinate,STARLINK-1411 - Y-Coordinate,STARLINK-30486 - Y-Coordinate,STARLINK-4322 - Y-Coordinate,STARLINK-6220 - Y-Coordinate,STARLINK-4409 - Y-Coordinate,STARLINK-30352 - Y-Coordinate,STARLINK-5762 - Y-Coordinate,STARLINK-31179 - Y-Coordinate,STARLINK-3625 - Y-Coordinate,STARLINK-3254 - Y-Coordinate,STARLINK-3283 - Y-Coordinate,STARLINK-3259 - Y-Coordinate,STARLINK-30968 - Y-Coordinate,STARLINK-30504 - Y-Coordinate,STARLINK-4047 - Y-Coordinate,STARLINK-3112 - Y-Coordinate,STARLINK-1355 - Y-Coordinate,STARLINK-30142 - Y-Coordinate,STARLINK-31148 - Y-Coordinate,STARLINK-1780 - Y-Coordinate,STARLINK-1759 - Y-Coordinate,STARLINK-30979 - Y-Coordinate,STARLINK-31754 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30436 - Z-Coordinate,STARLINK-2663 - Z-Coordinate,STARLINK-5745 - Z-Coordinate,STARLINK-30193 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-30921 - Z-Coordinate,STARLINK-5781 - Z-Coordinate,STARLINK-5467 - Z-Coordinate,STARLINK-4474 - Z-Coordinate,STARLINK-31076 - Z-Coordinate,STARLINK-31520 - Z-Coordinate,STARLINK-30774 - Z-Coordinate,STARLINK-5692 - Z-Coordinate,STARLINK-31487 - Z-Coordinate,STARLINK-2333 - Z-Coordinate,STARLINK-3700 - Z-Coordinate,STARLINK-3078 - Z-Coordinate,STARLINK-31346 - Z-Coordinate,STARLINK-3690 - Z-Coordinate,STARLINK-31282 - Z-Coordinate,STARLINK-5400 - Z-Coordinate,STARLINK-1861 - Z-Coordinate,STARLINK-3831 - Z-Coordinate,STARLINK-5547 - Z-Coordinate,STARLINK-31530 - Z-Coordinate,STARLINK-31782 - Z-Coordinate,STARLINK-32180 - Z-Coordinate,STARLINK-2494 - Z-Coordinate,STARLINK-31857 - Z-Coordinate,STARLINK-30595 - Z-Coordinate,STARLINK-5803 - Z-Coordinate,STARLINK-3096 - Z-Coordinate,STARLINK-2410 - Z-Coordinate,STARLINK-2627 - Z-Coordinate,STARLINK-11193 [DTC] - Z-Coordinate,STARLINK-31027 - Z-Coordinate,STARLINK-32145 - Z-Coordinate,STARLINK-5197 - Z-Coordinate,STARLINK-31742 - Z-Coordinate,STARLINK-1566 - Z-Coordinate,STARLINK-1509 - Z-Coordinate,STARLINK-31982 - Z-Coordinate,STARLINK-30881 - Z-Coordinate,STARLINK-30596 - Z-Coordinate,STARLINK-6196 - Z-Coordinate,STARLINK-31717 - Z-Coordinate,STARLINK-30711 - Z-Coordinate,STARLINK-4532 - Z-Coordinate,STARLINK-6234 - Z-Coordinate,STARLINK-31167 - Z-Coordinate,STARLINK-1984 - Z-Coordinate,STARLINK-6036 - Z-Coordinate,STARLINK-31772 - Z-Coordinate,STARLINK-30216 - Z-Coordinate,STARLINK-6320 - Z-Coordinate,STARLINK-2370 - Z-Coordinate,STARLINK-31492 - Z-Coordinate,STARLINK-4015 - Z-Coordinate,STARLINK-4059 - Z-Coordinate,STARLINK-30373 - Z-Coordinate,STARLINK-3909 - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-30138 - Z-Coordinate,STARLINK-5376 - Z-Coordinate,STARLINK-1788 - Z-Coordinate,STARLINK-32029 - Z-Coordinate,STARLINK-32090 - Z-Coordinate,STARLINK-31010 - Z-Coordinate,STARLINK-31162 - Z-Coordinate,STARLINK-30333 - Z-Coordinate,STARLINK-4267 - Z-Coordinate,STARLINK-5757 - Z-Coordinate,STARLINK-3195 - Z-Coordinate,STARLINK-3286 - Z-Coordinate,STARLINK-5619 - Z-Coordinate,STARLINK-6106 - Z-Coordinate,STARLINK-2115 - Z-Coordinate,STARLINK-1411 - Z-Coordinate,STARLINK-30486 - Z-Coordinate,STARLINK-4322 - Z-Coordinate,STARLINK-6220 - Z-Coordinate,STARLINK-4409 - Z-Coordinate,STARLINK-30352 - Z-Coordinate,STARLINK-5762 - Z-Coordinate,STARLINK-31179 - Z-Coordinate,STARLINK-3625 - Z-Coordinate,STARLINK-3254 - Z-Coordinate,STARLINK-3283 - Z-Coordinate,STARLINK-3259 - Z-Coordinate,STARLINK-30968 - Z-Coordinate,STARLINK-30504 - Z-Coordinate,STARLINK-4047 - Z-Coordinate,STARLINK-3112 - Z-Coordinate,STARLINK-1355 - Z-Coordinate,STARLINK-30142 - Z-Coordinate,STARLINK-31148 - Z-Coordinate,STARLINK-1780 - Z-Coordinate,STARLINK-1759 - Z-Coordinate,STARLINK-30979 - Z-Coordinate,STARLINK-31754 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2589.5596,2620.3658,5671.3742,-43.8415,5162.4794,5662.7401,5031.4036,2012.3048,-5389.4481,-6826.2134,3694.3716,-42.2064,2001.4906,-4820.3576,95.8707,4488.3657,-3505.2314,3415.0863,1417.4143,5996.2837,-2054.8614,-5888.5375,3275.6803,-4355.7750,5558.4354,4278.2935,4202.8362,-1938.6416,6267.5541,4357.2469,-5334.5931,-4628.7513,4080.8533,1114.3613,0.0000,4474.2275,5229.1383,3678.5871,-398.2172,-3445.0011,0.0000,-4596.8637,3630.1517,4602.6188,3274.6328,-4216.9902,-5247.9638,-5522.6351,-5384.9751,1272.1135,0.0000,-5369.1044,-5340.8788,-288.9299,2523.0334,6541.1512,-4777.0214,4229.5476,-4601.0886,-6584.3794,-2528.3629,758.9522,1942.7165,-4304.2355,3081.5893,-6308.9532,-3022.1658,1423.5819,420.7096,6894.2137,-6699.7372,3397.8720,-4544.8522,-952.2965,-1227.3125,1468.1350,-3967.1675,5228.2402,-2683.2501,-2805.9021,5323.5814,-3859.4746,-4538.5338,-5789.9060,-3120.7259,1352.3662,6287.6000,3618.5100,4283.3348,6581.9109,-5757.8150,-4427.4803,-1960.3455,-152.7934,-1201.2645,3159.1996,-6649.0641,-6650.5228,4288.5666,-5006.8445,-194913.4637,-184115.9577,-203139.2157,-198719.1708,-190486.8630,-193483.1503,-198574.8654,-198947.0008,-294312958.7219,-294290645.7196,-294280952.0094,-294291523.8707,-198071.2593,-294297344.8481,6163.0591,-3237.7258,-868.3531,-6837.5137,3667.1914,3662.9375,1277.0344,1742.1237,3767.3630,-591.0456,-1975.8280,6763.4353,-4661.4601,-3404.2889,-4829.9718,-81.4801,-3718.2612,2960.2921,-4475.4983,-1625.5664,6390.0518,57.1165,-3313.5163,2715.5716,3981.3379,-4399.5035,-736.9758,-4711.2551,1723.8536,-4892.9179,-2167.9300,-5194.3692,311.5996,-5038.5473,0.0000,-3458.0532,4328.4758,-2800.3331,5209.4721,5418.4891,0.0000,-2749.2132,-3628.1448,2043.5216,1391.0627,-541.6719,-3897.8203,-1010.8629,74.8858,4856.9236,0.0000,-2040.1286,-527.5292,-5855.6037,5574.9396,995.9794,-992.7402,833.2748,-1582.5563,-916.6541,3395.8104,-4989.5613,-5187.2417,2882.3434,3035.5665,-77.4696,5184.0852,6490.0510,-6728.5379,-712.0658,-1289.4571,3798.3890,1513.6158,5385.9172,3390.7107,6530.3590,-1249.2953,4004.1618,4803.5163,-2361.5208,3607.1763,1542.8232,5234.8305,-46.9887,5555.1945,6714.1579,-666.9342,-5759.2551,308.9565,-2165.1261,1130.9979,3232.7863,5210.1474,4554.0049,4959.4490,-5882.3746,1802.8179,-1503.0611,-2716.0427,4516.9476,-338416.7776,-308051.7500,-323270.6113,-325490.3170,-322707.8473,-321295.8197,-317069.0302,-320089.3718,172332226.0206,172349808.2687,172355517.8858,172353828.7750,-320848.0853,172343272.5824,-1693.9798,-5270.5784,-3885.4567,1045.6455,-2780.4720,-798.2843,-4590.3617,-6424.0682,2039.8276,-701.5322,5359.5531,970.5011,-4538.0455,3421.2446,4824.3775,-5219.8217,-4717.6627,5145.1909,-5025.3937,-2780.8583,1788.2093,2921.4634,5064.6378,-4635.2954,363.7413,-2929.9258,-5313.8161,4633.3328,-1892.9083,1878.7757,3843.3212,-323.5099,5421.6574,-4586.4903,0.0000,-3939.6642,773.8335,-5116.3762,4346.2090,-2000.7266,0.0000,-4244.3142,4636.6345,-4657.0330,5937.6654,-5250.9363,-2038.7280,-3943.7402,-4360.7201,4676.1741,0.0000,-3880.3194,4166.0093,3679.5456,3202.4384,694.5593,-4707.8414,-5409.8454,4903.1794,-1862.6589,5387.8868,-4244.9163,-4158.0531,4527.1321,-5367.7031,-2393.1495,-3245.7419,-2120.1377,-700.4614,9.9805,942.1393,-4705.7058,4805.5700,4239.1102,5932.2381,-1768.4201,5399.5921,1998.8609,4193.9435,5878.0917,-2630.3702,-5559.2810,-105.2031,3782.4124,2645.6595,-629.7185,-2749.5388,-1207.1432,-5421.0442,399.6061,-3558.9976,-4193.1920,-4087.8383,5154.8052,4672.1383,1811.1856,-197.3009,1044.8975,-4721.2725,-194.8774,143797.0829,138364.8866,144707.3332,142171.2690,147728.2267,141372.7243,133460.6136,140850.4898,96270555.3304,96231624.5989,96277936.0471,96260906.6716,142222.1243,96263374.7323,
300.000,-1179.7680,1138.3899,5711.2667,-1551.1575,5135.8374,5855.0664,5010.8232,3890.4172,-3960.0892,-6770.9572,2892.8876,1475.3843,-145.0770,-5124.9285,-1684.9870,3596.1018,-4909.2027,4013.5902,-185.3242,5790.4209,-357.1951,-4785.7231,1232.2652,-2835.8361,6219.8746,2440.4323,4153.1248,-3751.6517,6754.6007,2852.5191,-5238.8940,-4918.2226,4171.8855,-799.2113,0.0000,4032.0028,5890.3821,2963.8605,1608.2374,-1879.8039,0.0000,-4437.5056,1803.3231,4291.5884,2376.2613,-3759.3379,-5331.2193,-6387.9463,-4640.5473,3293.9678,0.0000,-6439.9243,-6127.3409,-2099.3210,3740.3878,6550.1130,-5748.9780,3975.3875,-5763.4002,-6865.9118,-474.6316,-790.5411,249.4634,-3251.1583,4736.6800,-5377.0204,-1674.6997,2975.8565,-1104.8175,6410.4174,-6350.4161,4735.1045,-2943.1323,473.9691,-379.0610,2985.1153,-4718.5520,6136.6432,-1134.6226,-857.1641,6081.4579,-2229.1897,-3206.0720,-6131.7114,-1271.2807,2437.7351,6509.2850,2575.3059,4707.9351,5883.1607,-4541.2040,-2557.4043,-89.7011,1832.8239,855.8076,1824.2672,-5951.6264,-6322.8678,2905.2627,-3695.1778,-187648.9517,-177561.5646,-196374.8178,-191998.9480,-183621.4213,-186814.0339,-191701.5164,-192074.3989,-298005141.0630,-297983147.3065,-297973418.0128,-297984279.8896,-191249.3285,-297989619.4925,6790.8603,-4742.3626,-2737.2399,-6724.2654,1997.6549,2326.9675,-874.3275,832.8003,4330.2353,921.1784,-3927.6293,6647.7654,-5011.8719,-1422.9973,-5475.8593,-2051.8507,-3892.2371,880.4049,-5571.9534,-3293.6486,6202.1487,1474.1279,-3954.2343,4245.6036,2607.5714,-4964.5265,-2815.1006,-4659.0200,222.9957,-5126.8365,-121.5554,-4592.5966,-1850.7677,-4312.1013,0.0000,-5012.0451,3302.4742,-4627.7379,5558.0411,5386.3963,0.0000,-756.7770,-4777.5972,-6.7976,-561.1973,1610.2434,-2357.1162,361.8968,2065.8240,4133.4952,0.0000,-1615.2791,983.4581,-6094.2815,4059.6972,-250.2342,602.3284,-1325.3796,-95.6725,612.4550,4152.5424,-5870.8222,-6130.5532,4660.4115,1796.8751,1266.8254,6314.6276,6272.9366,-6629.7411,-2160.4445,18.5519,2113.4491,2912.2999,6286.7074,5055.2647,6239.4617,742.3973,3112.1904,5991.5814,-1503.4866,3306.8725,305.0603,5973.0556,1771.6481,5637.6800,5976.8058,-2013.9265,-6378.6320,-1722.1582,-3504.1906,2737.6089,3839.7466,4685.1038,3710.3829,5423.0354,-6668.4302,2862.4987,-172.0636,-4357.5206,5375.5954,-342388.9594,-311926.8349,-327239.1385,-329374.1352,-326785.1094,-325394.5763,-321182.6549,-323805.2370,165863992.3101,165881396.1889,165887885.2341,165885875.6359,-324949.8058,165875030.0257,-175.9863,-4619.4641,-2809.9645,-498.9890,-4180.6700,-2538.7678,-4706.1771,-5703.3941,3596.2057,849.0177,4743.2431,-584.6806,-4603.2120,4269.0140,3716.5402,-5500.9995,-3017.9112,5478.1613,-4026.0024,-1392.8165,3103.3087,4255.2490,5494.9140,-4665.5265,-1185.2599,-3955.7742,-4611.3518,3415.5677,-378.5922,3464.8276,4522.0730,1786.5577,5032.2258,-5332.8331,0.0000,-2470.5600,-1051.8982,-4164.5180,3566.9500,-3563.5488,0.0000,-5142.3547,4664.7422,-5349.9863,6475.1589,-5377.9080,-3595.1754,-2474.4038,-4714.0514,4375.8520,0.0000,-1986.8129,2771.3586,2527.0873,4148.2570,-1149.3565,-3542.1172,-5503.5268,3810.1353,-358.5375,5429.8984,-2896.2922,-3212.3200,3880.0156,-4675.1639,-3877.2334,-1963.7404,-647.6140,862.0834,-1515.7008,2659.6456,-4607.7795,5374.2049,2858.5827,4745.5034,-258.6128,4863.1379,220.1259,3270.3053,6707.2880,-570.7654,-6566.1294,1425.3160,2667.7811,3765.0240,-2380.2166,-1043.7478,608.2930,-4763.8422,-1140.4657,-4356.8869,-5134.2340,-5074.4060,5495.1124,4211.2363,304.6183,-1976.7467,2745.9153,-4542.2763,-1725.6706,143813.4404,138392.9022,144757.2545,142052.6386,147783.3711,141705.6234,133453.3791,141168.8961,96266097.2414,96227050.4603,96273050.9601,96255832.4222,142263.7845,96258706.0132,
600.000,344.7702,-420.8469,5218.7891,-2911.8219,4638.4070,5450.3289,4550.4354,5400.2596,-2116.8458,-6045.0999,1843.6697,2849.0459,-2270.2889,-4948.5811,-3262.1575,2397.3242,-5796.5080,4263.7706,-1731.6305,4999.1032,1399.1526,-3148.9295,-923.9586,-1071.5827,6260.9248,342.5962,3724.0378,-5170.2267,6535.9963,1028.0509,-4674.9367,-4728.1370,3883.4207,-2667.1892,0.0000,3210.0977,5950.3355,1999.3225,3430.1407,-82.8379,0.0000,-3876.7102,-175.1543,3601.2007,1310.2727,-2962.3894,-4900.5892,-6611.2093,-3486.5827,4995.2043,0.0000,-6846.8914,-6286.1592,-3687.8273,4630.8603,5827.6305,-6135.9326,3389.0414,-6372.1254,-6472.9600,1606.0299,-2218.3545,-1441.7240,-1912.9991,5937.8848,-3883.5078,-175.8152,4239.4637,-2523.9613,5303.8501,-5369.9164,5648.4759,-1064.5670,1823.5741,447.2130,4208.9859,-5028.7005,6424.2379,495.6978,1139.5138,6216.3913,-310.7830,-1551.6359,-5892.9733,723.0671,3303.5502,6080.9258,1268.1528,4714.1788,4612.5128,-2893.0894,-432.1045,1822.7545,3663.6311,2811.9735,314.3436,-4651.1364,-5371.6467,1276.9080,-1982.9490,-180304.0523,-170926.3608,-189524.0786,-185200.3882,-176672.3751,-180079.5415,-184742.8050,-185068.8994,-301555184.4364,-301533499.0687,-301523766.8936,-301534916.0616,-184342.5182,-301539754.2908,6748.5059,-5761.5218,-4324.5892,-5954.1312,103.1430,723.4488,-2943.3546,-89.7696,4494.7549,2350.4900,-5479.4705,5857.3881,-4894.4272,714.0582,-5587.1497,-3846.0889,-3706.5465,-1277.6653,-6131.3799,-4613.3105,5434.1553,2768.2908,-4258.5094,5393.9660,961.3611,-5057.6038,-4589.3492,-4173.0554,-1297.4400,-4860.2432,1952.2131,-3510.7997,-3809.0916,-3205.8545,0.0000,-6051.1290,1925.6188,-5992.6730,5364.3423,4802.4805,0.0000,1335.1570,-5500.0143,-2078.2967,-2496.7557,3605.3950,-549.1549,1671.0954,3878.9442,3039.3039,0.0000,-1050.8522,2362.8685,-5756.9498,2154.5446,-1482.0697,2099.2291,-3361.0610,1362.7083,2077.9673,4544.2351,-6093.2662,-6494.6347,5984.8200,426.8922,2518.5533,6802.8179,5461.5640,-5840.4854,-3413.8477,1353.6470,253.9715,4058.1017,6577.1775,6222.9054,5341.5651,2628.0804,1908.2686,6609.1257,-399.7733,2676.3150,-887.2268,6139.8758,3398.5036,5196.5281,4632.0315,-3147.4953,-6362.9141,-3559.7940,-4515.1168,4107.5446,4121.7967,3740.6497,2548.0202,5395.5739,-6803.4648,3656.3882,1205.5027,-5602.5826,5680.7125,-346203.8531,-315663.2652,-331061.8688,-333098.0979,-330715.4376,-329353.4625,-325149.0805,-327460.3983,159316698.5018,159333912.9301,159341182.9309,159338820.5809,-328906.5077,159327723.6425,1361.1481,-3427.1025,-1433.2704,-1989.8742,-5131.0777,-3990.5703,-4318.6904,-4379.9522,4759.5890,2306.7589,3591.3933,-2074.5384,-4149.3186,4637.8544,2193.1809,-5183.1592,-998.2483,5204.9768,-2585.8158,152.8167,4088.0425,5058.1094,5325.8345,-4193.8953,-2602.5669,-4533.9158,-3390.5397,1825.4378,1179.2475,4660.7487,4715.4537,3707.7142,4072.4401,-5503.1744,0.0000,-732.2278,-2760.1056,-2760.3733,2383.1830,-4709.9104,0.0000,-5467.7213,4191.1315,-5453.5414,6319.2830,-4885.5080,-4752.9770,-731.8211,-4563.3013,3593.4727,0.0000,119.5835,1062.0917,1103.0595,4645.4425,-2854.5514,-1971.5920,-5006.1646,2305.6818,1184.4720,4872.1874,-1188.2304,-1921.9161,2808.7394,-3474.8441,-4912.4685,-461.1409,893.0736,2325.7879,-2879.0626,4086.5856,-4018.5077,5331.5465,1170.7964,3054.4405,1279.0097,3780.7973,-1582.7138,1994.8724,6820.6382,1549.5883,-6876.1469,2802.8220,1265.7808,4475.7031,-3870.0837,775.7196,2357.7803,-3594.1303,-2558.8935,-4675.0235,-5520.0883,-5513.2922,5235.5552,3297.6894,-1234.7762,-3541.0016,4148.3362,-3878.0053,-3056.2148,143829.5987,138421.0764,144802.3489,141934.9756,147835.6764,142041.1327,133450.4695,141571.3745,96261635.7150,96222479.6432,96268162.3109,96250763.8451,142305.3651,96254037.1988,
