sl_100_5400_20300225 Coordinates.csv
2030/02/25 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:49 2024,
Start: 2030/02/25 07:47:00.00, Stop: 2030/02/25 09:17:00.00,
TIME_UNITS,STARLINK-2105 - X-Coordinate,STARLINK-3846 - X-Coordinate,STARLINK-5267 - X-Coordinate,STARLINK-1978 - X-Coordinate,STARLINK-31618 - X-Coordinate,STARLINK-5758 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-3299 - X-Coordinate,STARLINK-5279 - X-Coordinate,STARLINK-3242 - X-Coordinate,STARLINK-2017 - X-Coordinate,STARLINK-4142 - X-Coordinate,STARLINK-4215 - X-Coordinate,STARLINK-2533 - X-Coordinate,STARLINK-32186 - X-Coordinate,STARLINK-30131 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-5205 - X-Coordinate,STARLINK-5954 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-2622 - X-Coordinate,STARLINK-4782 - X-Coordinate,STARLINK-3876 - X-Coordinate,STARLINK-4278 - X-Coordinate,STARLINK-3127 - X-Coordinate,STARLINK-4619 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-5037 - X-Coordinate,STARLINK-4311 - X-Coordinate,STARLINK-31705 - X-Coordinate,STARLINK-5892 - X-Coordinate,STARLINK-2119 - X-Coordinate,STARLINK-31624 - X-Coordinate,STARLINK-31549 - X-Coordinate,STARLINK-2029 - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-1656 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-5023 - X-Coordinate,STARLINK-4548 - X-Coordinate,STARLINK-31853 - X-Coordinate,STARLINK-30211 - X-Coordinate,STARLINK-5472 - X-Coordinate,STARLINK-31708 - X-Coordinate,STARLINK-31378 - X-Coordinate,STARLINK-1697 - X-Coordinate,STARLINK-30856 - X-Coordinate,STARLINK-11148 [DTC] - X-Coordinate,STARLINK-5096 - X-Coordinate,STARLINK-30393 - X-Coordinate,STARLINK-31578 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-4050 - X-Coordinate,STARLINK-4719 - X-Coordinate,STARLINK-4217 - X-Coordinate,STARLINK-3129 - X-Coordinate,STARLINK-3624 - X-Coordinate,STARLINK-4721 - X-Coordinate,STARLINK-2709 - X-Coordinate,STARLINK-30575 - X-Coordinate,STARLINK-31950 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-2102 - X-Coordinate,STARLINK-4194 - X-Coordinate,STARLINK-30287 - X-Coordinate,STARLINK-2515 - X-Coordinate,STARLINK-5648 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-1980 - X-Coordinate,STARLINK-11168 [DTC] - X-Coordinate,STARLINK-4447 - X-Coordinate,STARLINK-5571 - X-Coordinate,STARLINK-30113 - X-Coordinate,STARLINK-31474 - X-Coordinate,STARLINK-4218 - X-Coordinate,STARLINK-31135 - X-Coordinate,STARLINK-11137 [DTC] - X-Coordinate,STARLINK-3818 - X-Coordinate,STARLINK-30877 - X-Coordinate,STARLINK-31247 - X-Coordinate,STARLINK-31726 - X-Coordinate,STARLINK-4749 - X-Coordinate,STARLINK-2236 - X-Coordinate,STARLINK-3786 - X-Coordinate,STARLINK-31208 - X-Coordinate,STARLINK-31369 - X-Coordinate,STARLINK-30852 - X-Coordinate,STARLINK-31417 - X-Coordinate,STARLINK-5578 - X-Coordinate,STARLINK-2615 - X-Coordinate,STARLINK-32134 - X-Coordinate,STARLINK-6378 - X-Coordinate,STARLINK-3451 - X-Coordinate,STARLINK-2693 - X-Coordinate,STARLINK-2163 - X-Coordinate,STARLINK-1031 - X-Coordinate,STARLINK-1465 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2105 - Y-Coordinate,STARLINK-3846 - Y-Coordinate,STARLINK-5267 - Y-Coordinate,STARLINK-1978 - Y-Coordinate,STARLINK-31618 - Y-Coordinate,STARLINK-5758 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-3299 - Y-Coordinate,STARLINK-5279 - Y-Coordinate,STARLINK-3242 - Y-Coordinate,STARLINK-2017 - Y-Coordinate,STARLINK-4142 - Y-Coordinate,STARLINK-4215 - Y-Coordinate,STARLINK-2533 - Y-Coordinate,STARLINK-32186 - Y-Coordinate,STARLINK-30131 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-5205 - Y-Coordinate,STARLINK-5954 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-2622 - Y-Coordinate,STARLINK-4782 - Y-Coordinate,STARLINK-3876 - Y-Coordinate,STARLINK-4278 - Y-Coordinate,STARLINK-3127 - Y-Coordinate,STARLINK-4619 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-5037 - Y-Coordinate,STARLINK-4311 - Y-Coordinate,STARLINK-31705 - Y-Coordinate,STARLINK-5892 - Y-Coordinate,STARLINK-2119 - Y-Coordinate,STARLINK-31624 - Y-Coordinate,STARLINK-31549 - Y-Coordinate,STARLINK-2029 - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-1656 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-5023 - Y-Coordinate,STARLINK-4548 - Y-Coordinate,STARLINK-31853 - Y-Coordinate,STARLINK-30211 - Y-Coordinate,STARLINK-5472 - Y-Coordinate,STARLINK-31708 - Y-Coordinate,STARLINK-31378 - Y-Coordinate,STARLINK-1697 - Y-Coordinate,STARLINK-30856 - Y-Coordinate,STARLINK-11148 [DTC] - Y-Coordinate,STARLINK-5096 - Y-Coordinate,STARLINK-30393 - Y-Coordinate,STARLINK-31578 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-4050 - Y-Coordinate,STARLINK-4719 - Y-Coordinate,STARLINK-4217 - Y-Coordinate,STARLINK-3129 - Y-Coordinate,STARLINK-3624 - Y-Coordinate,STARLINK-4721 - Y-Coordinate,STARLINK-2709 - Y-Coordinate,STARLINK-30575 - Y-Coordinate,STARLINK-31950 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-2102 - Y-Coordinate,STARLINK-4194 - Y-Coordinate,STARLINK-30287 - Y-Coordinate,STARLINK-2515 - Y-Coordinate,STARLINK-5648 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-1980 - Y-Coordinate,STARLINK-11168 [DTC] - Y-Coordinate,STARLINK-4447 - Y-Coordinate,STARLINK-5571 - Y-Coordinate,STARLINK-30113 - Y-Coordinate,STARLINK-31474 - Y-Coordinate,STARLINK-4218 - Y-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-11137 [DTC] - Y-Coordinate,STARLINK-3818 - Y-Coordinate,STARLINK-30877 - Y-Coordinate,STARLINK-31247 - Y-Coordinate,STARLINK-31726 - Y-Coordinate,STARLINK-4749 - Y-Coordinate,STARLINK-2236 - Y-Coordinate,STARLINK-3786 - Y-Coordinate,STARLINK-31208 - Y-Coordinate,STARLINK-31369 - Y-Coordinate,STARLINK-30852 - Y-Coordinate,STARLINK-31417 - Y-Coordinate,STARLINK-5578 - Y-Coordinate,STARLINK-2615 - Y-Coordinate,STARLINK-32134 - Y-Coordinate,STARLINK-6378 - Y-Coordinate,STARLINK-3451 - Y-Coordinate,STARLINK-2693 - Y-Coordinate,STARLINK-2163 - Y-Coordinate,STARLINK-1031 - Y-Coordinate,STARLINK-1465 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2105 - Z-Coordinate,STARLINK-3846 - Z-Coordinate,STARLINK-5267 - Z-Coordinate,STARLINK-1978 - Z-Coordinate,STARLINK-31618 - Z-Coordinate,STARLINK-5758 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-3299 - Z-Coordinate,STARLINK-5279 - Z-Coordinate,STARLINK-3242 - Z-Coordinate,STARLINK-2017 - Z-Coordinate,STARLINK-4142 - Z-Coordinate,STARLINK-4215 - Z-Coordinate,STARLINK-2533 - Z-Coordinate,STARLINK-32186 - Z-Coordinate,STARLINK-30131 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-5205 - Z-Coordinate,STARLINK-5954 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-2622 - Z-Coordinate,STARLINK-4782 - Z-Coordinate,STARLINK-3876 - Z-Coordinate,STARLINK-4278 - Z-Coordinate,STARLINK-3127 - Z-Coordinate,STARLINK-4619 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-5037 - Z-Coordinate,STARLINK-4311 - Z-Coordinate,STARLINK-31705 - Z-Coordinate,STARLINK-5892 - Z-Coordinate,STARLINK-2119 - Z-Coordinate,STARLINK-31624 - Z-Coordinate,STARLINK-31549 - Z-Coordinate,STARLINK-2029 - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-1656 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-5023 - Z-Coordinate,STARLINK-4548 - Z-Coordinate,STARLINK-31853 - Z-Coordinate,STARLINK-30211 - Z-Coordinate,STARLINK-5472 - Z-Coordinate,STARLINK-31708 - Z-Coordinate,STARLINK-31378 - Z-Coordinate,STARLINK-1697 - Z-Coordinate,STARLINK-30856 - Z-Coordinate,STARLINK-11148 [DTC] - Z-Coordinate,STARLINK-5096 - Z-Coordinate,STARLINK-30393 - Z-Coordinate,STARLINK-31578 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-4050 - Z-Coordinate,STARLINK-4719 - Z-Coordinate,STARLINK-4217 - Z-Coordinate,STARLINK-3129 - Z-Coordinate,STARLINK-3624 - Z-Coordinate,STARLINK-4721 - Z-Coordinate,STARLINK-2709 - Z-Coordinate,STARLINK-30575 - Z-Coordinate,STARLINK-31950 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-2102 - Z-Coordinate,STARLINK-4194 - Z-Coordinate,STARLINK-30287 - Z-Coordinate,STARLINK-2515 - Z-Coordinate,STARLINK-5648 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-1980 - Z-Coordinate,STARLINK-11168 [DTC] - Z-Coordinate,STARLINK-4447 - Z-Coordinate,STARLINK-5571 - Z-Coordinate,STARLINK-30113 - Z-Coordinate,STARLINK-31474 - Z-Coordinate,STARLINK-4218 - Z-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-11137 [DTC] - Z-Coordinate,STARLINK-3818 - Z-Coordinate,STARLINK-30877 - Z-Coordinate,STARLINK-31247 - Z-Coordinate,STARLINK-31726 - Z-Coordinate,STARLINK-4749 - Z-Coordinate,STARLINK-2236 - Z-Coordinate,STARLINK-3786 - Z-Coordinate,STARLINK-31208 - Z-Coordinate,STARLINK-31369 - Z-Coordinate,STARLINK-30852 - Z-Coordinate,STARLINK-31417 - Z-Coordinate,STARLINK-5578 - Z-Coordinate,STARLINK-2615 - Z-Coordinate,STARLINK-32134 - Z-Coordinate,STARLINK-6378 - Z-Coordinate,STARLINK-3451 - Z-Coordinate,STARLINK-2693 - Z-Coordinate,STARLINK-2163 - Z-Coordinate,STARLINK-1031 - Z-Coordinate,STARLINK-1465 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4441.6038,5048.9576,-1101.0958,2922.6224,39.5035,6680.6603,-4885.0002,2837.4134,-6470.2591,-1246.2362,-6855.9256,-1517.3660,-4615.0121,-4177.9075,-4120.7056,-4430.2402,5852.0143,-931.6374,4946.7401,-953.7298,-5918.7216,3363.2664,-4518.0391,2550.5777,526.2852,1524.6928,3784.1499,-4283.8746,639.4051,-1581.1447,2930.4410,-2495.4629,-4319.2210,5175.4974,1680.5741,-512.1738,1560.2655,-1948.4521,-2175.5524,3691.4939,-1843.8085,4304.1237,-6558.8499,5064.0735,1534.3162,-3240.5232,-5314.8563,-4753.5222,6148.3333,-1223.5455,-6018.4150,3339.9508,-1524.4365,-6326.5705,-639.2552,-4340.5209,-3411.7712,4345.2037,-414.6757,1816.3476,0.0000,3222.7421,-2342.3558,-4086.3412,-4312.4713,5030.7636,2166.4078,1059.3211,5729.0676,2315.7357,-3306.2727,-2996.4377,-5963.0717,-1225.6907,-4407.5951,-5533.2237,1427.5188,4084.9968,3819.0698,3775.7988,-6002.6554,4987.4674,-6385.3113,4315.3276,0.0000,-4672.5521,2327.8341,1825.0704,1698.5608,1455.7116,-4444.6299,-1467.8835,3751.7406,5886.5038,-75.1225,2097.2131,-2281.9469,2753.7103,-150.0797,-3863.7437,-305467.3306,-327089.9935,-306957.3944,-310097.6493,-318666.5379,-316651.4220,-312979.6934,-312093.3671,-20521327.5456,-20559731.3998,-20553114.1537,-20531758.8738,-312329.7030,-20531690.9637,-4341.3130,-984.0685,-2177.0208,-6188.5301,6027.9033,-1322.5259,1518.0976,1483.1244,1872.7402,4324.7677,-545.5418,-5514.5091,3579.7572,4215.1270,4688.8883,4920.4243,-520.9506,-4381.3525,845.9865,4762.5310,-3286.8730,-4645.4034,4142.9563,4195.9686,4189.6821,-3844.6788,1722.3375,-2652.3185,-6884.0901,4043.1740,270.9740,-6183.2883,-5214.4868,-4138.7181,6557.2702,-6503.3210,3967.5848,4356.4693,5463.5247,5695.7487,-3659.0003,-4771.1593,-719.7582,-2998.6538,-6562.3924,-2577.7896,-1831.3380,2031.1801,2875.7251,-4544.5774,1002.4083,3549.9869,5150.3387,2004.9755,5743.4855,-105.7072,-2394.7476,-629.3380,-6672.7577,4519.6141,0.0000,5441.2706,-5876.5086,-2851.6762,4820.0737,390.1647,6455.9054,-5526.4352,-1798.0500,-6157.3408,-4367.6860,3609.9604,-2795.2386,-4004.8132,-3425.4338,1471.1860,5140.2146,4653.3885,-5434.6672,4849.5548,3387.3715,4752.4504,-157.7038,3376.0901,0.0000,-2060.9687,5264.2039,-5740.2035,5081.0179,-6751.5574,-907.2831,6689.1395,-4132.6294,-423.8534,6759.4676,-4644.3627,6163.7918,4057.5638,4887.0622,-1517.7025,-136855.8938,-140994.4419,-136493.5116,-133757.4464,-134156.8073,-136068.5395,-141980.4083,-137000.7936,340278651.0529,340253056.7856,340277432.6855,340282666.6029,-138344.8309,340291276.8312,-2911.7363,-4559.9049,6489.2950,-1054.3734,3193.9054,1337.5342,-4583.4937,5926.4953,-1483.6497,5203.8823,-486.5562,-3770.9258,3689.7110,-3471.8348,2834.1741,1684.7405,3624.1508,-5005.1252,-4416.5121,4900.9942,1512.1130,3686.1653,2928.2718,4853.5277,5516.0538,5513.3698,-5508.8042,-4715.9250,236.9773,5363.4614,6254.9548,-1427.1431,-1630.2339,-1826.5090,-815.3211,2004.3722,-5046.8540,-5041.1569,3616.1671,842.6643,5444.3555,-2343.0452,1576.3604,-3409.5377,-1489.9938,-5509.5019,3829.4072,4202.3171,1092.6913,-5072.7099,2783.7064,-4907.1899,4351.3120,1629.1867,-3658.0061,5377.0022,-5558.5988,5317.5678,1741.6124,4859.8891,0.0000,-2214.0579,2816.6146,4637.7922,-2010.2475,4696.7884,1054.4881,4017.9209,-3213.8081,-2162.8062,-4229.3567,4937.8480,-1502.0868,-5518.3454,-4093.0705,-3551.1314,-4265.9701,3040.0887,-493.5459,-2583.2061,-29.1776,-170.0160,-2332.5189,4010.3684,0.0000,-4550.7111,-3821.2283,3165.2412,-4035.2685,-389.3821,5125.2309,1051.5807,4004.7655,-3259.2090,-1285.7365,-4609.2749,1631.8437,-4825.0268,-4876.0146,5501.8215,-142969.9425,-148872.2067,-142820.7836,-144584.2816,-139522.1583,-146731.4626,-153857.3765,-144039.4363,-8240505.8668,-8257482.6244,-8256181.3021,-8262721.9942,-145153.1634,-8252776.5578,
300.000,-5668.6707,5366.0150,-3167.5250,1557.1882,1766.6243,5778.9167,-4309.9956,4011.1341,-5437.6223,895.5668,-6482.7634,-3096.2106,-4174.6717,-3541.5634,-2424.3822,-2969.9765,4815.5387,-2925.0067,4094.7455,1041.3062,-5798.6328,2507.8049,-3902.4702,4383.1059,2630.9928,-581.0252,4677.8489,-5729.9122,-4.1087,593.6033,4597.6210,-3648.9229,-4899.0972,3758.3536,3024.1584,-2044.0188,3155.8769,-330.2862,-391.0698,4638.9701,-3636.5987,3526.5236,-5938.7065,4429.9979,42.2388,-4542.2879,-4721.5001,-4699.7303,6100.6793,-3161.9063,-4766.9043,3939.7997,602.8107,-5878.1768,970.0914,-4727.2571,-4577.7414,3284.2262,-1619.7401,3696.7734,0.0000,3894.7483,-3962.9942,-5079.6589,-2773.2092,5798.8895,3128.7239,-969.6468,4269.6478,556.0227,-4931.4039,-1939.9784,-6530.6544,-1074.4650,-5809.9621,-5371.7385,3160.7921,4436.2010,2679.0354,4236.2637,-5106.6685,5747.6254,-5493.5037,4858.6551,0.0000,-5938.3374,3907.5313,270.3089,2851.9490,-96.1580,-3930.4632,134.0740,3033.2832,4680.7370,1466.2279,827.1402,-819.9412,4564.3346,1697.5869,-4579.0051,-302373.6177,-323974.0551,-303956.9576,-307114.6088,-315741.9873,-313588.3369,-310052.4859,-308853.9435,-27945795.2589,-27983343.7899,-27977091.3236,-27955574.3738,-309360.6738,-27956109.1031,-3659.0539,-2744.9143,-1585.4915,-6161.6225,6311.8483,-2703.2581,3528.2104,2933.7956,2866.1623,4023.0286,692.4500,-5676.5360,5067.6999,5581.9525,4831.6079,5187.5502,-2251.3361,-4487.5669,-1053.9131,4082.9501,-3741.2275,-5966.0728,5422.4338,3813.0402,4050.0861,-4373.5431,-215.6606,-1534.2151,-6661.3764,4119.8550,1231.5750,-5744.8678,-4922.4841,-4632.7042,5670.2025,-5624.0283,2430.1757,3290.1991,4972.1005,4931.2698,-2408.5004,-5829.2799,617.2403,-4679.2889,-6900.3655,-875.1281,-0.1779,3786.4618,1494.8294,-4604.8014,2197.4086,1535.9966,5029.8207,3487.0618,4782.7147,1917.2027,-600.7067,-2525.4532,-5819.0262,4431.9873,0.0000,3975.0328,-5495.0181,-923.7424,5041.2676,-1271.5509,5482.0480,-5069.7352,-2836.1056,-6006.2942,-3933.7625,5235.4111,-1686.2777,-5618.3508,-2110.0619,3305.7534,3886.2575,2959.3265,-5944.8984,3217.3098,4257.9085,3409.1962,1183.6286,1333.4724,0.0000,-779.1496,5203.6070,-6540.7615,3452.7897,-6655.2989,1193.4522,6465.4248,-5609.8212,-1785.2127,6164.0899,-5926.8645,5877.1829,3574.0802,3886.2822,509.0286,-142999.2533,-147726.6056,-143144.1878,-140468.0142,-140672.6216,-142638.6985,-148453.1730,-143344.5351,339751179.0912,339725042.0717,339749500.8125,339755369.2626,-144856.8879,339763864.6708,-1230.4630,-3304.1712,5960.5795,-2752.4678,1899.0943,2728.1958,-4018.0538,4553.0531,-3131.7611,5508.1724,-2247.9627,-2260.6340,2155.2150,-1887.2887,4213.0309,3303.1321,4401.9660,-4051.6409,-5178.7087,5462.5624,-728.2123,2151.6744,1245.0623,3733.5686,4993.9257,5295.2265,-5070.1438,-3526.3326,-1876.5942,5503.0013,5015.8820,392.5730,485.5772,-3417.5110,-2281.9124,3277.6064,-5270.9161,-6104.6864,4770.9718,-983.8558,5235.4978,-584.6490,3215.5359,-2174.3258,40.2181,-5109.1750,4893.4101,2827.6397,2789.9624,-4083.8083,4170.3353,-5473.8528,4702.6666,100.6884,-4792.8692,4664.1423,-5192.3354,5511.8997,3348.7775,3749.4013,0.0000,-3733.4716,1441.4891,4437.5729,-3573.4892,3507.3149,2758.8152,4599.3292,-4485.4278,-3402.7961,-2845.1279,3904.2596,323.3841,-3905.3735,-3113.9444,-2365.7849,-4643.2233,4372.1468,1347.7186,-4020.2238,-1822.6490,-1688.7235,-3830.7253,4550.3880,0.0000,-3302.8546,-2318.6054,1862.9653,-4993.6967,-1889.6090,5473.4263,2482.1121,2559.1944,-4512.8863,-2686.8379,-3375.7025,3258.6074,-3703.1934,-5449.5238,5126.8810,-142934.9902,-148890.0847,-142808.2171,-144776.3640,-139515.6024,-146466.5468,-153939.0819,-144430.1349,-8234002.8841,-8251163.5260,-8249959.1308,-8256372.2812,-145173.7164,-8246253.6498,
600.000,-6310.8022,5168.7694,-4926.4728,11.5675,3298.2233,4319.8683,-3344.7934,4665.3637,-3856.6300,2961.0228,-5462.6694,-4339.0792,-3340.0316,-2566.3697,-458.2067,-1180.4248,3332.9301,-4582.1510,2840.7234,2961.8739,-5052.6072,1416.5053,-2889.8084,5768.9723,4472.0268,-2609.2705,5152.6492,-6610.3623,-671.9112,2708.8400,5733.0810,-4426.4923,-4988.0682,1944.0311,4081.5775,-3398.9463,4439.1029,1375.3927,1466.9115,5117.8201,-5082.7892,2391.1602,-4702.8318,3359.9557,-1454.4402,-5429.5829,-3678.7643,-4148.7992,5452.0585,-4769.1079,-3004.4443,4210.7084,2680.5971,-4834.5060,2524.4850,-4691.9889,-5340.6493,1947.8600,-2700.7472,5188.7857,0.0000,4183.6560,-5189.1948,-5590.0171,-916.9429,6010.3765,3806.9742,-2924.8579,2372.8999,-1281.8642,-6056.4509,-726.0382,-6399.1848,-751.5637,-6653.4000,-4661.0797,4606.3806,4390.1492,1226.2080,4271.3645,-3687.6365,5952.3255,-4041.0127,4945.8122,0.0000,-6604.4194,5080.9204,-1294.3713,3751.0231,-1656.0780,-3073.2160,1745.0764,2035.8825,2992.0220,2887.6420,-489.9189,761.2658,5907.0304,3414.4750,-4887.4985,-299164.1884,-320718.1045,-300822.4230,-303994.0151,-312681.2840,-310373.5348,-306991.2233,-305524.2502,-35357018.4127,-35393700.6646,-35387809.7622,-35366154.7106,-306255.9329,-35367285.6255,-2615.7902,-4203.9632,-909.8945,-5541.6072,5963.4797,-3849.0996,5186.8318,4086.1648,3607.7780,3377.2717,1886.1828,-5274.7937,6039.5533,6375.4022,4523.8989,4949.5352,-3794.7885,-4150.1669,-2875.4954,3050.1302,-3779.7480,-6663.2469,6125.5269,3090.9509,3570.0996,-4521.2708,-2100.5106,-301.8549,-5755.2940,3847.7464,2121.9042,-4706.0393,-4127.9989,-4692.9447,4202.4181,-4181.2811,659.4684,1949.8736,4026.0485,3652.2730,-960.2223,-6283.1456,1924.8377,-5870.2762,-6559.3959,874.0034,1866.8146,5100.4399,-64.3235,-4251.0541,3200.6700,-622.8039,4463.1068,4614.8089,3363.2179,3727.2372,1214.3536,-4202.1362,-4390.1659,3937.2377,0.0000,2063.3502,-4589.8526,1074.7360,4762.8566,-2774.5771,3950.2837,-4157.9754,-3630.5179,-5294.0178,-3139.7192,6325.1927,-392.8081,-6623.3137,-618.5798,4776.8951,2270.9553,952.9071,-5799.9648,1212.3472,4718.7459,1718.1624,2443.2478,-845.9080,0.0000,546.5249,4644.1717,-6674.8181,1465.7552,-5915.2398,3192.7742,5623.0056,-6512.3632,-3004.2290,4963.9779,-6619.3204,4987.2577,2771.2042,2546.8407,2458.4538,-149074.9362,-154389.6120,-149732.3086,-147128.1810,-147126.8657,-149147.7747,-154864.0159,-149734.5942,339061738.3071,339035079.3366,339059618.6157,339066141.8590,-151305.2869,339074486.1277,586.8599,-1685.9203,4796.7103,-4155.1575,391.1229,3827.6428,-3010.9681,2651.0411,-4439.9098,5211.2615,-3764.9568,-499.5691,387.7632,-95.5908,5126.0734,4552.0872,4703.1960,-2622.3559,-5325.3824,5432.8202,-2890.7943,375.3061,-579.6418,2209.7786,3941.9422,4502.1460,-4083.0202,-1954.4320,-3788.2544,5047.1528,3237.2132,2168.0472,2549.9816,-4633.8431,-3491.9539,4183.1603,-4848.2242,-6520.3469,5409.5097,-2700.7946,4438.6417,1238.9558,4487.5255,-692.6423,1566.0417,-4153.8952,5404.0530,1111.2870,4180.8847,-2655.9528,5064.6047,-5452.5502,4547.3134,-1439.0789,-5395.0620,3448.6954,-4275.5070,5108.7104,4593.6844,2229.2564,0.0000,-4811.9278,-88.4284,3736.9808,-4727.1870,1936.6743,4162.2481,4685.3858,-5252.1448,-4277.7245,-1154.8238,2431.1920,2111.3512,-1873.8114,-1800.0550,-904.9213,-4502.0907,5229.6141,3026.5168,-4974.8687,-3417.7298,-3023.4846,-4895.3958,4573.1479,0.0000,-1687.2692,-565.1758,349.9802,-5364.3942,-3186.3364,5214.7702,3646.2871,832.4191,-5243.0480,-3794.1063,-1771.3348,4511.4440,-2176.1697,-5434.7140,4195.2573,-142902.2143,-148907.4054,-142800.0507,-144969.7813,-139511.8555,-146196.8270,-154016.1718,-144880.4707,-8227505.3734,-8244844.1855,-8243736.0505,-8250005.6447,-145194.1659,-8239730.6743,
