sl_100_5400_20300502 Coordinates.csv
2030/05/02 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:22 2024,
Start: 2030/05/02 07:47:00.00, Stop: 2030/05/02 09:17:00.00,
TIME_UNITS,STARLINK-1801 - X-Coordinate,STARLINK-1151 - X-Coordinate,STARLINK-5118 - X-Coordinate,STARLINK-11226 [DTC] - X-Coordinate,STARLINK-30874 - X-Coordinate,STARLINK-3266 - X-Coordinate,STARLINK-1372 - X-Coordinate,STARLINK-4467 - X-Coordinate,STARLINK-4720 - X-Coordinate,STARLINK-31589 - X-Coordinate,STARLINK-5545 - X-Coordinate,STARLINK-2691 - X-Coordinate,STARLINK-5150 - X-Coordinate,STARLINK-5829 - X-Coordinate,STARLINK-4772 - X-Coordinate,STARLINK-3740 - X-Coordinate,STARLINK-2372 - X-Coordinate,STARLINK-3886 - X-Coordinate,STARLINK-2623 - X-Coordinate,STARLINK-5136 - X-Coordinate,STARLINK-4579 - X-Coordinate,STARLINK-5876 - X-Coordinate,STARLINK-3568 - X-Coordinate,STARLINK-3960 - X-Coordinate,STARLINK-30431 - X-Coordinate,STARLINK-30452 - X-Coordinate,STARLINK-31556 - X-Coordinate,STARLINK-31726 - X-Coordinate,STARLINK-2582 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-31703 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-31905 - X-Coordinate,STARLINK-31152 - X-Coordinate,STARLINK-5846 - X-Coordinate,STARLINK-6355 - X-Coordinate,STARLINK-2516 - X-Coordinate,STARLINK-6082 - X-Coordinate,STARLINK-6309 - X-Coordinate,STARLINK-31877 - X-Coordinate,STARLINK-5894 - X-Coordinate,STARLINK-3915 - X-Coordinate,STARLINK-11082 [DTC] - X-Coordinate,STARLINK-30415 - X-Coordinate,STARLINK-30945 - X-Coordinate,STARLINK-5739 - X-Coordinate,STARLINK-2097 - X-Coordinate,STARLINK-3091 - X-Coordinate,STARLINK-1817 - X-Coordinate,STARLINK-4612 - X-Coordinate,STARLINK-6273 - X-Coordinate,STARLINK-31305 - X-Coordinate,STARLINK-30476 - X-Coordinate,STARLINK-5554 - X-Coordinate,STARLINK-4655 - X-Coordinate,STARLINK-30403 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-1591 - X-Coordinate,STARLINK-30428 - X-Coordinate,STARLINK-30432 - X-Coordinate,STARLINK-6263 - X-Coordinate,STARLINK-1971 - X-Coordinate,STARLINK-3089 - X-Coordinate,STARLINK-31477 - X-Coordinate,STARLINK-2546 - X-Coordinate,STARLINK-6325 - X-Coordinate,STARLINK-5867 - X-Coordinate,STARLINK-6172 - X-Coordinate,STARLINK-6258 - X-Coordinate,STARLINK-4391 - X-Coordinate,STARLINK-3991 - X-Coordinate,STARLINK-3560 - X-Coordinate,STARLINK-3111 - X-Coordinate,STARLINK-1991 - X-Coordinate,STARLINK-30286 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-4411 - X-Coordinate,STARLINK-5753 - X-Coordinate,STARLINK-2410 - X-Coordinate,STARLINK-30876 - X-Coordinate,STARLINK-2241 - X-Coordinate,STARLINK-5833 - X-Coordinate,STARLINK-5612 - X-Coordinate,STARLINK-1271 - X-Coordinate,STARLINK-5911 - X-Coordinate,STARLINK-31225 - X-Coordinate,STARLINK-31452 - X-Coordinate,STARLINK-5605 - X-Coordinate,STARLINK-31458 - X-Coordinate,STARLINK-4727 - X-Coordinate,STARLINK-2400 - X-Coordinate,STARLINK-4032 - X-Coordinate,STARLINK-31737 - X-Coordinate,STARLINK-3317 - X-Coordinate,STARLINK-3265 - X-Coordinate,STARLINK-30381 - X-Coordinate,STARLINK-3542 - X-Coordinate,STARLINK-3507 - X-Coordinate,STARLINK-30556 - X-Coordinate,STARLINK-3506 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1801 - Y-Coordinate,STARLINK-1151 - Y-Coordinate,STARLINK-5118 - Y-Coordinate,STARLINK-11226 [DTC] - Y-Coordinate,STARLINK-30874 - Y-Coordinate,STARLINK-3266 - Y-Coordinate,STARLINK-1372 - Y-Coordinate,STARLINK-4467 - Y-Coordinate,STARLINK-4720 - Y-Coordinate,STARLINK-31589 - Y-Coordinate,STARLINK-5545 - Y-Coordinate,STARLINK-2691 - Y-Coordinate,STARLINK-5150 - Y-Coordinate,STARLINK-5829 - Y-Coordinate,STARLINK-4772 - Y-Coordinate,STARLINK-3740 - Y-Coordinate,STARLINK-2372 - Y-Coordinate,STARLINK-3886 - Y-Coordinate,STARLINK-2623 - Y-Coordinate,STARLINK-5136 - Y-Coordinate,STARLINK-4579 - Y-Coordinate,STARLINK-5876 - Y-Coordinate,STARLINK-3568 - Y-Coordinate,STARLINK-3960 - Y-Coordinate,STARLINK-30431 - Y-Coordinate,STARLINK-30452 - Y-Coordinate,STARLINK-31556 - Y-Coordinate,STARLINK-31726 - Y-Coordinate,STARLINK-2582 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-31703 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-31905 - Y-Coordinate,STARLINK-31152 - Y-Coordinate,STARLINK-5846 - Y-Coordinate,STARLINK-6355 - Y-Coordinate,STARLINK-2516 - Y-Coordinate,STARLINK-6082 - Y-Coordinate,STARLINK-6309 - Y-Coordinate,STARLINK-31877 - Y-Coordinate,STARLINK-5894 - Y-Coordinate,STARLINK-3915 - Y-Coordinate,STARLINK-11082 [DTC] - Y-Coordinate,STARLINK-30415 - Y-Coordinate,STARLINK-30945 - Y-Coordinate,STARLINK-5739 - Y-Coordinate,STARLINK-2097 - Y-Coordinate,STARLINK-3091 - Y-Coordinate,STARLINK-1817 - Y-Coordinate,STARLINK-4612 - Y-Coordinate,STARLINK-6273 - Y-Coordinate,STARLINK-31305 - Y-Coordinate,STARLINK-30476 - Y-Coordinate,STARLINK-5554 - Y-Coordinate,STARLINK-4655 - Y-Coordinate,STARLINK-30403 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-1591 - Y-Coordinate,STARLINK-30428 - Y-Coordinate,STARLINK-30432 - Y-Coordinate,STARLINK-6263 - Y-Coordinate,STARLINK-1971 - Y-Coordinate,STARLINK-3089 - Y-Coordinate,STARLINK-31477 - Y-Coordinate,STARLINK-2546 - Y-Coordinate,STARLINK-6325 - Y-Coordinate,STARLINK-5867 - Y-Coordinate,STARLINK-6172 - Y-Coordinate,STARLINK-6258 - Y-Coordinate,STARLINK-4391 - Y-Coordinate,STARLINK-3991 - Y-Coordinate,STARLINK-3560 - Y-Coordinate,STARLINK-3111 - Y-Coordinate,STARLINK-1991 - Y-Coordinate,STARLINK-30286 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-4411 - Y-Coordinate,STARLINK-5753 - Y-Coordinate,STARLINK-2410 - Y-Coordinate,STARLINK-30876 - Y-Coordinate,STARLINK-2241 - Y-Coordinate,STARLINK-5833 - Y-Coordinate,STARLINK-5612 - Y-Coordinate,STARLINK-1271 - Y-Coordinate,STARLINK-5911 - Y-Coordinate,STARLINK-31225 - Y-Coordinate,STARLINK-31452 - Y-Coordinate,STARLINK-5605 - Y-Coordinate,STARLINK-31458 - Y-Coordinate,STARLINK-4727 - Y-Coordinate,STARLINK-2400 - Y-Coordinate,STARLINK-4032 - Y-Coordinate,STARLINK-31737 - Y-Coordinate,STARLINK-3317 - Y-Coordinate,STARLINK-3265 - Y-Coordinate,STARLINK-30381 - Y-Coordinate,STARLINK-3542 - Y-Coordinate,STARLINK-3507 - Y-Coordinate,STARLINK-30556 - Y-Coordinate,STARLINK-3506 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1801 - Z-Coordinate,STARLINK-1151 - Z-Coordinate,STARLINK-5118 - Z-Coordinate,STARLINK-11226 [DTC] - Z-Coordinate,STARLINK-30874 - Z-Coordinate,STARLINK-3266 - Z-Coordinate,STARLINK-1372 - Z-Coordinate,STARLINK-4467 - Z-Coordinate,STARLINK-4720 - Z-Coordinate,STARLINK-31589 - Z-Coordinate,STARLINK-5545 - Z-Coordinate,STARLINK-2691 - Z-Coordinate,STARLINK-5150 - Z-Coordinate,STARLINK-5829 - Z-Coordinate,STARLINK-4772 - Z-Coordinate,STARLINK-3740 - Z-Coordinate,STARLINK-2372 - Z-Coordinate,STARLINK-3886 - Z-Coordinate,STARLINK-2623 - Z-Coordinate,STARLINK-5136 - Z-Coordinate,STARLINK-4579 - Z-Coordinate,STARLINK-5876 - Z-Coordinate,STARLINK-3568 - Z-Coordinate,STARLINK-3960 - Z-Coordinate,STARLINK-30431 - Z-Coordinate,STARLINK-30452 - Z-Coordinate,STARLINK-31556 - Z-Coordinate,STARLINK-31726 - Z-Coordinate,STARLINK-2582 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-31703 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-31905 - Z-Coordinate,STARLINK-31152 - Z-Coordinate,STARLINK-5846 - Z-Coordinate,STARLINK-6355 - Z-Coordinate,STARLINK-2516 - Z-Coordinate,STARLINK-6082 - Z-Coordinate,STARLINK-6309 - Z-Coordinate,STARLINK-31877 - Z-Coordinate,STARLINK-5894 - Z-Coordinate,STARLINK-3915 - Z-Coordinate,STARLINK-11082 [DTC] - Z-Coordinate,STARLINK-30415 - Z-Coordinate,STARLINK-30945 - Z-Coordinate,STARLINK-5739 - Z-Coordinate,STARLINK-2097 - Z-Coordinate,STARLINK-3091 - Z-Coordinate,STARLINK-1817 - Z-Coordinate,STARLINK-4612 - Z-Coordinate,STARLINK-6273 - Z-Coordinate,STARLINK-31305 - Z-Coordinate,STARLINK-30476 - Z-Coordinate,STARLINK-5554 - Z-Coordinate,STARLINK-4655 - Z-Coordinate,STARLINK-30403 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-1591 - Z-Coordinate,STARLINK-30428 - Z-Coordinate,STARLINK-30432 - Z-Coordinate,STARLINK-6263 - Z-Coordinate,STARLINK-1971 - Z-Coordinate,STARLINK-3089 - Z-Coordinate,STARLINK-31477 - Z-Coordinate,STARLINK-2546 - Z-Coordinate,STARLINK-6325 - Z-Coordinate,STARLINK-5867 - Z-Coordinate,STARLINK-6172 - Z-Coordinate,STARLINK-6258 - Z-Coordinate,STARLINK-4391 - Z-Coordinate,STARLINK-3991 - Z-Coordinate,STARLINK-3560 - Z-Coordinate,STARLINK-3111 - Z-Coordinate,STARLINK-1991 - Z-Coordinate,STARLINK-30286 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-4411 - Z-Coordinate,STARLINK-5753 - Z-Coordinate,STARLINK-2410 - Z-Coordinate,STARLINK-30876 - Z-Coordinate,STARLINK-2241 - Z-Coordinate,STARLINK-5833 - Z-Coordinate,STARLINK-5612 - Z-Coordinate,STARLINK-1271 - Z-Coordinate,STARLINK-5911 - Z-Coordinate,STARLINK-31225 - Z-Coordinate,STARLINK-31452 - Z-Coordinate,STARLINK-5605 - Z-Coordinate,STARLINK-31458 - Z-Coordinate,STARLINK-4727 - Z-Coordinate,STARLINK-2400 - Z-Coordinate,STARLINK-4032 - Z-Coordinate,STARLINK-31737 - Z-Coordinate,STARLINK-3317 - Z-Coordinate,STARLINK-3265 - Z-Coordinate,STARLINK-30381 - Z-Coordinate,STARLINK-3542 - Z-Coordinate,STARLINK-3507 - Z-Coordinate,STARLINK-30556 - Z-Coordinate,STARLINK-3506 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3685.0762,-2781.3983,-5163.4942,0.0000,-384.8295,3837.2032,6138.0359,-94.1261,-1514.2044,3564.8818,710.7554,-3453.4151,1136.1040,-6028.6718,1752.4318,3475.9592,-2547.7348,-6669.3855,4803.5924,-5862.9235,-5232.1511,563.1415,4298.7146,4724.1685,-2183.7850,6045.7698,-6486.1536,1806.1514,-6192.4560,-4677.2114,0.0000,3631.3389,6116.2095,5954.5514,-2507.0661,4672.8549,5667.4190,-6226.7076,5424.4341,3375.4764,-2714.6148,1184.9725,1581.3781,-2643.6983,0.0000,-5286.8857,1805.0697,2399.1116,-2193.9135,-5094.7685,-6618.6316,3563.5304,-4998.2505,-2698.4770,4333.7218,-1215.8023,6523.9063,-2789.4912,4970.2955,-2565.1552,-3726.8363,4961.1138,-2516.8357,-1816.1784,5762.3477,4050.2189,3584.1574,-149.1165,6806.8978,4761.2119,-3247.7602,-1839.7477,-1206.4128,-4236.3119,-124.6630,5033.6701,-2220.3852,-3919.8579,-4734.7698,-2996.7709,-3581.4281,-4843.3358,297.2001,-4227.2900,755.6800,-4424.0975,4659.5294,2128.9249,2775.3975,-4736.7485,-594.1877,4988.9788,-6795.6481,3085.3133,-4218.2640,-4733.5207,6617.2027,1057.7982,533.8109,711.6543,-202974.3294,-205118.1809,-200451.8358,-204576.3758,-208068.2363,-205308.8219,-198498.2735,-200231.8695,-131083788.4740,-131063178.2480,-131075842.5274,-131075707.4232,-201501.5759,-131081117.2047,2191.7134,-3175.5908,2013.0686,0.0000,6050.9704,1588.5384,2753.9052,1469.7017,-6714.2562,3809.5430,6232.6787,-1956.5178,-5787.4907,-3436.9792,-6245.6094,3665.6762,-4668.9752,1061.4350,-226.7126,707.3336,4236.7629,1647.9141,1054.6851,-1562.2161,5688.2670,-3282.1632,1229.2815,4784.0293,-2923.9004,-3285.9428,0.0000,5473.1456,-517.9003,3388.9511,1753.7801,-4619.6813,-2489.6949,-2688.6969,-560.2798,4959.2068,4452.7817,5089.0063,4213.8563,-5860.3467,0.0000,-372.3902,6451.0704,61.6202,3648.6318,-4674.3395,1781.5256,3435.7561,699.9029,-360.1014,4390.0859,6688.4183,1822.8776,5908.6209,4520.7241,4414.4285,-4108.8538,1103.2172,-497.7795,5027.3951,-2907.4496,5656.1170,2895.6297,6322.1423,217.0554,-1699.5363,-5711.4064,-3703.3938,6646.4258,-2194.3601,-5080.9931,4775.6948,207.1278,-3263.5693,836.4221,-5845.6505,5668.3057,1888.9875,2901.0429,-2176.7248,5365.8409,-5045.5864,2537.1057,1299.2878,-5958.9454,-3030.3775,6642.4756,4120.0706,227.0644,5140.7255,5286.4576,2480.7974,1681.8175,5069.1678,-5635.2817,-6599.6960,340428.7487,314388.5514,335308.3807,333665.9144,325801.7549,326816.7390,327547.3516,329088.6562,328423388.5825,328404409.3024,328447882.7062,328449578.0952,329751.0730,328442526.8160,-5392.7430,-5192.6801,4109.9760,0.0000,2816.5263,-5512.3972,962.9861,-6738.2948,-493.0111,4423.1521,2984.6253,5273.2568,-3635.8147,20.0785,2189.6701,4544.8783,4238.7849,-885.4763,4603.7912,3613.3452,1557.3677,-6789.4617,5289.3447,4752.6802,3098.6277,-864.9764,-1638.6954,4464.2643,650.5732,-3854.2677,0.0000,-1462.3550,2978.1652,-582.3887,6226.0926,2079.5490,2979.4637,1335.4000,-4262.2749,-3240.6245,-4609.3541,-4514.5278,4939.5232,2559.8897,0.0000,-4473.9632,-1032.5683,6513.2410,5475.6331,-127.7289,928.7829,-4585.7293,4680.6302,6362.6725,-3138.4577,-1273.3818,-1411.3096,-2352.9149,-1600.4107,4665.0918,4135.0354,4666.1190,-6442.9595,-4246.6012,2350.9984,-285.2537,5200.4152,2799.9524,-1184.3907,4749.5089,2106.1211,-5526.8893,1445.8605,-4996.0786,4717.9039,51.9530,-6577.9821,-4689.2016,-4832.7299,-2203.8620,1295.0950,-4631.0023,6294.1845,-5000.3488,4355.9040,728.1867,-4297.0916,-6484.9179,1491.4483,4009.2821,-1768.3023,2320.8927,228.3838,-3237.7466,1276.2214,-4346.2470,-735.9491,-4480.3348,-3898.3694,1690.7297,124943.1942,118073.9274,124345.5080,122312.3401,127546.2035,120604.7157,113221.3522,120814.0875,109146524.6378,109130573.5878,109138184.1182,109144767.9183,121948.9574,109153155.8449,
300.000,4967.7316,-3866.3909,-5189.3549,0.0000,1288.7781,4340.1758,6550.8479,-1656.9351,-2635.1071,5169.3687,1467.0870,-4382.8459,-552.0761,-5490.0476,262.5473,5149.3579,-4259.4307,-6359.3689,3599.0571,-5973.5180,-4826.3913,-86.3917,5182.1626,3122.9905,-492.9024,4869.5831,-5513.2435,3788.5760,-6550.1366,-6010.3633,0.0000,4274.2966,6242.2640,6511.7499,-2500.2848,3015.6514,5507.2678,-6792.6068,5485.7175,4328.9078,-2513.9651,2931.6336,3562.2476,-3800.1247,0.0000,-5608.0197,2830.3607,2675.8389,-113.1599,-5671.9610,-6102.7885,4806.0400,-4579.3931,-4341.1499,4586.0559,396.7253,6329.9358,-1228.1148,5519.2400,-732.0189,-4623.1866,5956.1352,-3586.0219,-38.4579,5421.6096,4395.5284,2982.3221,1490.9926,6778.4800,3242.1685,-3938.2986,-3692.6980,-10.5527,-5593.2459,-2243.6327,5190.1303,-256.8938,-5227.3772,-3370.2704,-4068.3742,-2162.3483,-5513.5059,1939.0944,-5580.5458,1428.7011,-5230.1627,5812.7595,3664.2298,1361.8091,-4602.6488,733.9173,5117.6664,-6449.4888,4523.4281,-3260.4499,-3166.1217,6395.6247,2478.6251,-901.4267,-624.5797,-210261.4188,-211756.0977,-207230.8123,-211295.7245,-215000.4828,-212127.1728,-205466.1527,-207082.3959,-138222466.8054,-138201180.0563,-138214850.7847,-138214874.6046,-208418.6047,-138219859.8765,552.8129,-1250.2530,3670.9518,0.0000,6403.8292,-523.9945,1597.7899,2968.5426,-6236.8024,2539.6987,6724.9073,42.8337,-6449.6741,-3637.7598,-5740.2296,2971.2394,-4460.0130,2242.1702,-1983.6372,2515.3935,3349.4843,3665.9547,-772.3734,-2899.9051,5198.4840,-4359.4286,2641.7045,4154.6883,-1756.9727,-2406.9374,0.0000,4156.9839,-2224.7777,1979.0503,3752.0955,-5219.9557,-3896.5596,-1276.7458,-2527.4799,3233.2601,5814.9606,5348.7072,4047.4195,-4439.0757,0.0000,1628.0772,5515.1752,-2084.7520,4278.3550,-3581.4526,3200.2692,1641.8828,2791.8395,-1443.1720,2667.1467,6367.0889,173.3744,5653.2246,2924.0830,5452.3572,-2212.8895,-420.1703,1322.4234,5930.2740,-4178.8183,5078.7670,1012.0353,6604.1377,-1298.2899,-647.6902,-4329.0333,-2599.9932,6900.7720,-836.0813,-4898.6202,4069.1897,-909.5383,-1606.7817,2459.9197,-4435.1425,5753.9237,3099.3578,1433.3994,-808.5186,3731.9142,-3646.8197,892.1792,-176.6023,-6603.3306,-1105.3631,5978.2373,2533.2002,1723.1696,4835.0559,6039.6166,3929.8717,373.1411,3603.2117,-6369.8086,-5962.5154,336174.7839,310070.8889,330919.8308,329240.3816,321408.3506,322540.6346,323174.4015,324438.6319,325483329.1044,325464781.7602,325508306.9322,325509881.4816,325401.4100,325502399.0625,-4741.1742,-5317.2314,2689.6977,0.0000,1432.3724,-5340.3005,-865.2435,-5999.6266,1320.7784,3691.4126,961.4723,4935.4465,-2467.2840,-2194.3896,3717.9675,3295.6605,2872.9944,945.0863,5236.1016,2438.5576,3632.8160,-5973.2727,4487.8080,5400.8624,4408.5065,-2317.8804,-2984.6451,3805.1436,-1165.1893,-2365.5456,0.0000,-3121.5652,1631.9596,968.2761,5275.2997,3336.8164,1310.0240,-200.8230,-3378.6587,-4159.9022,-2878.9938,-3235.0906,3950.9423,3703.5297,0.0000,-3741.3292,-2744.6718,6057.7484,5458.2310,1671.0622,-617.7074,-4442.6770,4315.5540,5196.3486,-4446.2205,-2674.5607,-2791.7003,-3844.5843,-2950.3174,4192.7397,4646.4426,3461.0656,-5785.5593,-3380.2724,601.2929,1824.1619,6191.6601,1421.5384,357.6201,6095.3647,3649.8960,-5219.7539,-362.7880,-3966.2863,4367.1790,2148.6587,-6881.9266,-4253.5389,-5391.3863,-3434.9476,2969.3902,-2906.4149,6504.6319,-3975.9845,5686.9965,2209.1978,-3466.7490,-5899.5276,-55.6381,5026.4633,-3368.1139,3822.5299,-1320.5111,-1603.5375,-540.5268,-4688.7578,-2477.1551,-5269.3221,-2416.3754,3308.7898,125039.8063,118146.3897,124443.1694,122215.9831,127641.2443,120964.9810,113236.5559,121240.8588,109151224.2595,109135334.1251,109143346.5810,109149991.3493,122021.3399,109158074.1638,
600.000,5785.5796,-4583.5045,-4720.4891,0.0000,2809.6265,4467.9161,6279.4394,-3098.6379,-3506.2020,6263.0853,2061.8698,-4862.8647,-2165.8708,-4370.4440,-1290.8297,6279.1363,-5511.1672,-5382.3883,2037.8018,-5520.4547,-3856.4140,-806.4742,5585.2393,1236.6157,1284.9526,3214.4806,-3977.0780,5378.9969,-6250.5903,-6736.6804,0.0000,4488.9072,5742.0759,6424.8131,-2308.1884,1047.8574,4798.5434,-6694.7235,5041.6664,4882.3940,-2095.6809,4362.6557,5137.6347,-4622.1564,0.0000,-5418.0265,3588.0531,2759.5092,1959.9159,-5696.7725,-4989.1210,5577.6053,-3749.8414,-5476.4451,4431.1496,1994.2804,5532.7343,485.6313,5551.8431,1144.8778,-5113.5508,6374.9960,-4351.3553,1716.7200,4534.8792,4315.7201,2152.1989,2973.1529,6085.7497,1334.3041,-4274.4167,-5201.8679,1190.4073,-6410.2876,-4142.2416,4836.1138,1778.4553,-6054.2704,-1696.9430,-4778.5114,-493.9138,-5650.2657,3442.3345,-6393.5946,2031.0486,-5503.5514,6392.8350,4876.7766,-196.2922,-4061.7977,2024.9361,4764.0906,-5440.0656,5478.8079,-1968.1708,-1312.2327,5533.8116,3698.5478,-2219.8281,-1932.9848,-217458.8434,-218302.9413,-213915.8784,-217907.7028,-221836.7381,-218842.1692,-212339.1954,-213923.6205,-145295256.1545,-145273303.7234,-145287992.5888,-145288176.3469,-215241.7712,-145292710.4604,-1099.8202,782.6120,4943.2018,0.0000,6069.4304,-2566.4156,264.5684,4082.3141,-5129.6472,1048.2838,6536.6318,2006.1292,-6496.9697,-3417.0203,-4668.1419,2003.4766,-3814.6969,3199.3991,-3564.2129,4062.6794,2132.6873,5277.9160,-2488.1191,-3999.5736,4208.9446,-5035.6081,3812.1170,3134.0660,-400.1787,-1312.7351,0.0000,2377.0361,-3691.9057,363.5675,5358.2918,-5334.8595,-4897.0476,261.8885,-4233.1511,1179.7494,6579.5612,5102.7142,3479.8616,-2586.7862,0.0000,3452.9426,3991.9237,-4003.5176,4546.3315,-2117.6300,4312.1655,-296.6846,4608.5605,-2433.4256,662.0008,5434.7966,-1516.3827,4872.6909,1026.0496,5988.8608,-111.0644,-1867.3823,2962.4623,6250.7176,-5020.5928,3973.4921,-1009.3754,6247.5798,-2689.9772,397.6946,-2502.3384,-1290.9883,6466.2832,564.3044,-4285.0177,2926.4107,-1843.1483,174.1193,3875.9543,-2591.8919,5266.9471,3966.6297,-116.7416,599.3027,1733.6338,-1851.5305,-813.9930,-1573.7349,-6549.4715,953.0541,4727.4870,665.2615,3055.2328,4040.0753,6186.0449,5029.0091,-1000.0604,1798.9098,-6467.8375,-4726.0938,331761.3794,305614.5958,326384.4071,324665.2558,316869.4024,318134.0491,318654.2679,319713.9438,322388132.0885,322370029.8757,322413577.0776,322415013.1946,320906.6984,322407131.5270,-3573.7446,-4812.6427,977.7539,0.0000,-122.2652,-4590.6532,-2595.2849,-4611.2363,2990.9804,2548.9954,-1163.9351,3990.0492,-1034.0930,-4174.9234,4833.2708,1672.7231,1182.1569,2668.8334,5239.1171,1001.8825,5315.5434,-4540.0368,3199.7813,5459.5553,5226.8677,-3522.8874,-3992.8295,2713.1236,-2853.3844,-619.2812,0.0000,-4416.0569,102.6145,2412.5763,3763.2123,4230.6108,-503.4362,-1715.3854,-2131.8118,-4612.1860,-844.0369,-1605.3631,2491.7109,4448.7057,0.0000,-2609.1032,-4143.0157,4959.3620,4859.3237,3289.3748,-2097.6497,-3785.3467,3479.6069,3473.1693,-5276.7855,-3787.6343,-3871.7759,-4927.5940,-3981.1554,3269.2574,4658.4424,1880.8581,-4511.5725,-2135.3427,-1214.5703,3740.5224,6527.0140,-110.0966,1860.9426,6792.0448,4797.4006,-4348.2070,-2132.2293,-2507.9370,3550.3965,4015.6879,-6457.6851,-3362.4433,-5345.5417,-4298.1840,4311.0709,-874.6162,6023.6368,-2520.5430,6416.1946,3433.9727,-2248.2332,-4689.0117,-1596.2739,5500.5046,-4602.7415,4904.6161,-2719.9578,211.5016,-2298.1979,-4520.9151,-3945.8418,-5475.0615,-668.3192,4559.7039,125135.4387,118219.1913,124536.1540,122118.7969,127733.3552,121329.3742,113256.1705,121724.0507,109155926.7611,109140095.2495,109148521.1438,109155232.1775,122093.6565,109162992.2653,
