sl_100_5400_20300421 Coordinates.csv
2030/04/21 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:39 2024,
Start: 2030/04/21 07:47:00.00, Stop: 2030/04/21 09:17:00.00,
TIME_UNITS,STARLINK-5607 - X-Coordinate,STARLINK-4279 - X-Coordinate,STARLINK-31234 - X-Coordinate,STARLINK-5304 - X-Coordinate,STARLINK-30574 - X-Coordinate,STARLINK-5373 - X-Coordinate,STARLINK-30565 - X-Coordinate,STARLINK-3136 - X-Coordinate,STARLINK-5971 - X-Coordinate,STARLINK-5580 - X-Coordinate,STARLINK-31452 - X-Coordinate,STARLINK-31362 - X-Coordinate,STARLINK-30255 - X-Coordinate,STARLINK-1580 - X-Coordinate,STARLINK-31444 - X-Coordinate,STARLINK-3851 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-32098 - X-Coordinate,STARLINK-2464 - X-Coordinate,STARLINK-6364 - X-Coordinate,STARLINK-5668 - X-Coordinate,STARLINK-30344 - X-Coordinate,STARLINK-5377 - X-Coordinate,STARLINK-3005 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-31306 - X-Coordinate,STARLINK-2295 - X-Coordinate,STARLINK-6294 - X-Coordinate,STARLINK-2304 - X-Coordinate,STARLINK-4347 - X-Coordinate,STARLINK-2013 - X-Coordinate,STARLINK-3393 - X-Coordinate,STARLINK-2477 - X-Coordinate,STARLINK-4626 - X-Coordinate,STARLINK-2419 - X-Coordinate,STARLINK-1805 - X-Coordinate,STARLINK-4749 - X-Coordinate,STARLINK-31150 - X-Coordinate,STARLINK-2385 - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-30306 - X-Coordinate,STARLINK-1453 - X-Coordinate,STARLINK-31796 - X-Coordinate,STARLINK-31597 - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-3775 - X-Coordinate,STARLINK-4784 - X-Coordinate,STARLINK-3824 - X-Coordinate,STARLINK-5695 - X-Coordinate,STARLINK-3801 - X-Coordinate,STARLINK-4598 - X-Coordinate,STARLINK-3328 - X-Coordinate,STARLINK-30227 - X-Coordinate,STARLINK-1644 - X-Coordinate,STARLINK-5984 - X-Coordinate,STARLINK-31691 - X-Coordinate,STARLINK-5730 - X-Coordinate,STARLINK-31135 - X-Coordinate,STARLINK-5070 - X-Coordinate,STARLINK-1813 - X-Coordinate,STARLINK-4589 - X-Coordinate,STARLINK-5504 - X-Coordinate,STARLINK-32016 - X-Coordinate,STARLINK-2485 - X-Coordinate,STARLINK-4090 - X-Coordinate,STARLINK-5360 - X-Coordinate,STARLINK-30262 - X-Coordinate,STARLINK-31845 - X-Coordinate,STARLINK-30458 - X-Coordinate,STARLINK-31739 - X-Coordinate,STARLINK-1263 - X-Coordinate,STARLINK-2429 - X-Coordinate,STARLINK-31117 - X-Coordinate,STARLINK-5186 - X-Coordinate,STARLINK-1132 - X-Coordinate,STARLINK-3720 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-3162 - X-Coordinate,STARLINK-5496 - X-Coordinate,STARLINK-31057 - X-Coordinate,STARLINK-3258 - X-Coordinate,STARLINK-32247 - X-Coordinate,STARLINK-11092 [DTC] - X-Coordinate,STARLINK-6117 - X-Coordinate,STARLINK-5885 - X-Coordinate,STARLINK-31331 - X-Coordinate,STARLINK-11266 [DTC] - X-Coordinate,STARLINK-30556 - X-Coordinate,STARLINK-1336 - X-Coordinate,STARLINK-4056 - X-Coordinate,STARLINK-31926 - X-Coordinate,STARLINK-31822 - X-Coordinate,STARLINK-30610 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-4571 - X-Coordinate,STARLINK-5856 - X-Coordinate,STARLINK-31889 - X-Coordinate,STARLINK-6247 - X-Coordinate,STARLINK-1413 - X-Coordinate,STARLINK-5467 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5607 - Y-Coordinate,STARLINK-4279 - Y-Coordinate,STARLINK-31234 - Y-Coordinate,STARLINK-5304 - Y-Coordinate,STARLINK-30574 - Y-Coordinate,STARLINK-5373 - Y-Coordinate,STARLINK-30565 - Y-Coordinate,STARLINK-3136 - Y-Coordinate,STARLINK-5971 - Y-Coordinate,STARLINK-5580 - Y-Coordinate,STARLINK-31452 - Y-Coordinate,STARLINK-31362 - Y-Coordinate,STARLINK-30255 - Y-Coordinate,STARLINK-1580 - Y-Coordinate,STARLINK-31444 - Y-Coordinate,STARLINK-3851 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-32098 - Y-Coordinate,STARLINK-2464 - Y-Coordinate,STARLINK-6364 - Y-Coordinate,STARLINK-5668 - Y-Coordinate,STARLINK-30344 - Y-Coordinate,STARLINK-5377 - Y-Coordinate,STARLINK-3005 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-31306 - Y-Coordinate,STARLINK-2295 - Y-Coordinate,STARLINK-6294 - Y-Coordinate,STARLINK-2304 - Y-Coordinate,STARLINK-4347 - Y-Coordinate,STARLINK-2013 - Y-Coordinate,STARLINK-3393 - Y-Coordinate,STARLINK-2477 - Y-Coordinate,STARLINK-4626 - Y-Coordinate,STARLINK-2419 - Y-Coordinate,STARLINK-1805 - Y-Coordinate,STARLINK-4749 - Y-Coordinate,STARLINK-31150 - Y-Coordinate,STARLINK-2385 - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-30306 - Y-Coordinate,STARLINK-1453 - Y-Coordinate,STARLINK-31796 - Y-Coordinate,STARLINK-31597 - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-3775 - Y-Coordinate,STARLINK-4784 - Y-Coordinate,STARLINK-3824 - Y-Coordinate,STARLINK-5695 - Y-Coordinate,STARLINK-3801 - Y-Coordinate,STARLINK-4598 - Y-Coordinate,STARLINK-3328 - Y-Coordinate,STARLINK-30227 - Y-Coordinate,STARLINK-1644 - Y-Coordinate,STARLINK-5984 - Y-Coordinate,STARLINK-31691 - Y-Coordinate,STARLINK-5730 - Y-Coordinate,STARLINK-31135 - Y-Coordinate,STARLINK-5070 - Y-Coordinate,STARLINK-1813 - Y-Coordinate,STARLINK-4589 - Y-Coordinate,STARLINK-5504 - Y-Coordinate,STARLINK-32016 - Y-Coordinate,STARLINK-2485 - Y-Coordinate,STARLINK-4090 - Y-Coordinate,STARLINK-5360 - Y-Coordinate,STARLINK-30262 - Y-Coordinate,STARLINK-31845 - Y-Coordinate,STARLINK-30458 - Y-Coordinate,STARLINK-31739 - Y-Coordinate,STARLINK-1263 - Y-Coordinate,STARLINK-2429 - Y-Coordinate,STARLINK-31117 - Y-Coordinate,STARLINK-5186 - Y-Coordinate,STARLINK-1132 - Y-Coordinate,STARLINK-3720 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-3162 - Y-Coordinate,STARLINK-5496 - Y-Coordinate,STARLINK-31057 - Y-Coordinate,STARLINK-3258 - Y-Coordinate,STARLINK-32247 - Y-Coordinate,STARLINK-11092 [DTC] - Y-Coordinate,STARLINK-6117 - Y-Coordinate,STARLINK-5885 - Y-Coordinate,STARLINK-31331 - Y-Coordinate,STARLINK-11266 [DTC] - Y-Coordinate,STARLINK-30556 - Y-Coordinate,STARLINK-1336 - Y-Coordinate,STARLINK-4056 - Y-Coordinate,STARLINK-31926 - Y-Coordinate,STARLINK-31822 - Y-Coordinate,STARLINK-30610 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-4571 - Y-Coordinate,STARLINK-5856 - Y-Coordinate,STARLINK-31889 - Y-Coordinate,STARLINK-6247 - Y-Coordinate,STARLINK-1413 - Y-Coordinate,STARLINK-5467 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5607 - Z-Coordinate,STARLINK-4279 - Z-Coordinate,STARLINK-31234 - Z-Coordinate,STARLINK-5304 - Z-Coordinate,STARLINK-30574 - Z-Coordinate,STARLINK-5373 - Z-Coordinate,STARLINK-30565 - Z-Coordinate,STARLINK-3136 - Z-Coordinate,STARLINK-5971 - Z-Coordinate,STARLINK-5580 - Z-Coordinate,STARLINK-31452 - Z-Coordinate,STARLINK-31362 - Z-Coordinate,STARLINK-30255 - Z-Coordinate,STARLINK-1580 - Z-Coordinate,STARLINK-31444 - Z-Coordinate,STARLINK-3851 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-32098 - Z-Coordinate,STARLINK-2464 - Z-Coordinate,STARLINK-6364 - Z-Coordinate,STARLINK-5668 - Z-Coordinate,STARLINK-30344 - Z-Coordinate,STARLINK-5377 - Z-Coordinate,STARLINK-3005 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-31306 - Z-Coordinate,STARLINK-2295 - Z-Coordinate,STARLINK-6294 - Z-Coordinate,STARLINK-2304 - Z-Coordinate,STARLINK-4347 - Z-Coordinate,STARLINK-2013 - Z-Coordinate,STARLINK-3393 - Z-Coordinate,STARLINK-2477 - Z-Coordinate,STARLINK-4626 - Z-Coordinate,STARLINK-2419 - Z-Coordinate,STARLINK-1805 - Z-Coordinate,STARLINK-4749 - Z-Coordinate,STARLINK-31150 - Z-Coordinate,STARLINK-2385 - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-30306 - Z-Coordinate,STARLINK-1453 - Z-Coordinate,STARLINK-31796 - Z-Coordinate,STARLINK-31597 - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-3775 - Z-Coordinate,STARLINK-4784 - Z-Coordinate,STARLINK-3824 - Z-Coordinate,STARLINK-5695 - Z-Coordinate,STARLINK-3801 - Z-Coordinate,STARLINK-4598 - Z-Coordinate,STARLINK-3328 - Z-Coordinate,STARLINK-30227 - Z-Coordinate,STARLINK-1644 - Z-Coordinate,STARLINK-5984 - Z-Coordinate,STARLINK-31691 - Z-Coordinate,STARLINK-5730 - Z-Coordinate,STARLINK-31135 - Z-Coordinate,STARLINK-5070 - Z-Coordinate,STARLINK-1813 - Z-Coordinate,STARLINK-4589 - Z-Coordinate,STARLINK-5504 - Z-Coordinate,STARLINK-32016 - Z-Coordinate,STARLINK-2485 - Z-Coordinate,STARLINK-4090 - Z-Coordinate,STARLINK-5360 - Z-Coordinate,STARLINK-30262 - Z-Coordinate,STARLINK-31845 - Z-Coordinate,STARLINK-30458 - Z-Coordinate,STARLINK-31739 - Z-Coordinate,STARLINK-1263 - Z-Coordinate,STARLINK-2429 - Z-Coordinate,STARLINK-31117 - Z-Coordinate,STARLINK-5186 - Z-Coordinate,STARLINK-1132 - Z-Coordinate,STARLINK-3720 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-3162 - Z-Coordinate,STARLINK-5496 - Z-Coordinate,STARLINK-31057 - Z-Coordinate,STARLINK-3258 - Z-Coordinate,STARLINK-32247 - Z-Coordinate,STARLINK-11092 [DTC] - Z-Coordinate,STARLINK-6117 - Z-Coordinate,STARLINK-5885 - Z-Coordinate,STARLINK-31331 - Z-Coordinate,STARLINK-11266 [DTC] - Z-Coordinate,STARLINK-30556 - Z-Coordinate,STARLINK-1336 - Z-Coordinate,STARLINK-4056 - Z-Coordinate,STARLINK-31926 - Z-Coordinate,STARLINK-31822 - Z-Coordinate,STARLINK-30610 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-4571 - Z-Coordinate,STARLINK-5856 - Z-Coordinate,STARLINK-31889 - Z-Coordinate,STARLINK-6247 - Z-Coordinate,STARLINK-1413 - Z-Coordinate,STARLINK-5467 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2616.4933,-4520.7159,-4782.9002,-2183.7807,5626.9086,2344.7082,288.6100,110.3624,4071.5596,-2383.0739,-5106.4949,2979.7147,6302.6874,5188.2622,0.0000,-2910.0548,6562.9371,316.3136,-4943.4742,-5049.9858,-6394.5241,-2952.6848,3222.3971,1469.4113,138.6062,-3058.6488,-3221.0698,-3049.0636,5078.9826,-6157.5816,-5741.8500,-64.2575,-2240.3950,3266.9752,4424.5082,-6763.6849,0.0000,-3336.8635,-4068.4949,209.1191,184.3350,-1708.4513,3198.6456,-2167.8461,-2024.6491,-5372.5988,1703.0826,3777.3080,-5449.2375,1806.4426,4783.6811,-1675.8652,-5173.4488,-4913.2592,-1784.1729,-638.4549,6762.4770,3799.7463,1268.4272,604.8461,6219.1147,-1340.7328,-6550.2189,-2071.0517,-4859.4549,-4177.1584,4873.1943,-6052.0997,0.0000,3973.2157,5001.9297,-2491.0794,3133.6778,2933.2473,-5963.1315,-879.4648,-817.9557,-2026.3532,137.2844,-3666.1545,-3403.4834,0.0000,474.2616,817.2231,5972.0735,-513.2248,-2835.7322,-5664.9354,-1380.2022,617.9673,5454.1036,6691.8494,6076.7301,-3650.2465,-1531.5566,-4106.5832,2452.5615,4777.0536,-3494.8625,-4706.6870,-110955.8025,-112857.7213,-104435.0861,-108744.5323,-113603.6846,-110732.9857,-103886.4887,-106448.6236,-114490122.6580,-114463161.9613,-114483055.6115,-114472331.4595,-106431.0106,-114476278.0354,6152.5726,-3886.7134,-1501.5133,-6537.7561,-2620.8984,5359.8705,-6437.6641,5426.3625,5358.2093,504.6664,-1947.3902,-5213.0088,-358.2295,-2241.2789,0.0000,-5083.1898,-691.6296,5824.0076,264.3397,-2631.8621,-1235.2676,6246.4578,6078.5209,5878.0024,4078.7338,6008.6680,-2531.1012,4175.2640,-4029.5984,-2888.6462,-2770.4472,5342.6987,-6236.9265,-5852.8964,-638.2516,99.0565,0.0000,-3825.1292,-724.4066,6914.3294,5178.8719,-5148.6905,5172.7097,4574.5379,-5921.7328,-3432.0028,-4318.1260,3118.8159,4050.7842,-4316.4599,-153.2109,-5963.6469,-188.1430,3575.4369,-24.7687,-4933.7161,-1284.0368,-1249.0464,2064.3227,4652.9506,-1257.1505,-6779.4530,-1897.8064,3574.9464,-235.8659,5422.4022,-1398.9164,3186.3051,0.0000,5543.9777,769.8460,3586.5616,-4067.9631,-5887.1505,-3268.5048,-5039.2120,6764.0424,4337.0474,-6481.8722,1852.0723,2336.3377,0.0000,4290.8184,-6772.2577,3502.2463,4256.1506,-4645.0356,-2725.4153,-3871.7923,-5286.5532,-1048.9559,129.4522,-29.2483,-3551.0836,3509.0853,-2187.7980,-4437.0012,1740.2550,3690.0450,-1473.1563,-301369.3602,-331240.5619,-311665.6726,-312530.2336,-319624.7116,-319137.1467,-319674.9055,-315636.4875,335268873.6134,335227523.5718,335258837.3921,335247172.8287,-316962.0091,335256858.9137,1854.9010,-3421.4329,-4597.6481,797.2047,-3115.2541,-3755.5436,2265.2728,4265.4901,-1575.7407,-6536.0382,4073.9953,-3362.4336,-2965.8779,-3608.0439,0.0000,3629.3108,-1561.6795,-3599.0725,-4586.9952,3907.5041,2233.9928,-107.6512,944.6908,-3322.7422,5425.4118,-1403.0828,5373.2415,-4624.6344,2059.6348,-1342.2861,-2669.9010,4284.6520,-65.8544,-1390.3307,5327.8203,-473.7790,0.0000,4472.9621,5484.8736,-395.5155,-4597.2907,-4241.0377,2951.5829,4543.6288,-2692.1129,2595.7223,-5109.2957,-4867.2264,-1280.7182,4986.0261,-4979.6036,3032.5798,-4576.6795,-3209.0146,6694.7271,4632.2174,-12.5811,-5310.7457,6497.0059,5064.6080,-2728.8871,272.9164,-905.1960,5194.7220,4868.1986,1051.0181,4537.2615,-391.5657,0.0000,807.6334,4606.3032,5319.3862,4631.0045,2065.5627,1131.1935,-4547.4060,-1175.8684,4956.4170,2480.4080,5472.6957,5510.4044,0.0000,-5187.4858,-1244.1440,-476.3554,-5326.5250,3875.1871,-2781.4703,-5402.1462,-4412.2192,-3970.3547,-1392.0822,-3347.1655,-4691.2815,-5714.1458,-5149.5785,4487.6224,-4730.6493,-4643.8348,-4899.2790,-137152.7938,-144438.4097,-138203.8263,-140192.9446,-134986.0800,-141973.0123,-149314.0415,-141815.2821,92534735.3994,92561696.0538,92561757.6925,92537396.1114,-140590.0748,92543755.0438,
300.000,-2112.5335,-4626.5396,-5023.6757,-3450.5597,5172.7519,4128.9615,-1059.4231,1696.1840,5297.3186,-1453.6790,-5041.8672,2013.8582,5357.9761,3529.0182,0.0000,-3632.1693,5720.3779,2126.6786,-5483.3771,-5164.8810,-5932.2114,-1448.1633,4490.2334,702.1015,2298.3416,-1976.2169,-4229.7881,-1058.3064,3591.5942,-6014.2949,-5453.1175,1522.1307,-3277.8501,3242.1555,3350.2284,-6264.5205,0.0000,-4970.2794,-4331.8043,820.9430,2247.6249,-2880.2126,4783.2028,-282.7613,-2988.4799,-6351.9986,-428.2694,4103.2471,-4498.8598,-325.5772,3697.9343,-2723.9719,-5336.8588,-3217.4329,-3493.3482,-2736.6325,6146.9883,3066.4270,3259.8388,2527.3742,4991.5361,-2751.0874,-6779.9900,98.2248,-5564.0357,-2921.0021,3785.6949,-5089.2817,0.0000,4877.3365,4156.3437,-1036.5632,1086.9146,1895.3039,-5997.6435,-2371.5418,473.9937,-636.0571,-1504.7264,-2473.5417,-1979.4966,0.0000,2522.1262,-692.8062,5550.4159,1482.9527,-3568.9270,-6574.2620,-3411.7605,-905.3966,5395.9254,6687.2499,6376.6242,-5074.7590,-2765.4527,-3158.0897,657.2891,5349.5788,-2700.2984,-6073.7561,-104743.7515,-105933.7336,-97659.9324,-101919.9871,-106980.4686,-103977.4525,-97294.8185,-99529.8660,-121781931.5415,-121754189.3680,-121774914.6081,-121763573.4165,-99784.7057,-121768010.2713,6606.9814,-2076.2575,661.3535,-5578.7830,-4268.3158,4936.4735,-5589.5512,6035.2715,4436.9906,2493.7879,167.8768,-6340.6777,-1988.5554,-3177.6091,0.0000,-3374.4957,-2178.0581,6046.9428,2025.3547,-571.1080,491.9883,6558.7936,5265.6225,4630.6826,3939.9978,6583.0086,-574.8963,4993.1655,-4507.1686,-3322.1209,-1143.9180,6005.3938,-5482.3981,-4917.6143,-2511.7620,1313.9402,0.0000,-2517.7800,1417.9188,6657.9514,4565.4199,-3548.6074,4504.9096,5510.9940,-4543.5007,-2511.7788,-4126.8518,1046.6796,5236.0047,-4112.7214,-1970.8286,-4588.5214,1876.2878,4091.2783,-1282.2912,-4383.9054,-2690.3990,-3302.2845,1240.2547,4963.3578,-2377.4094,-6219.5154,-705.3546,4065.5121,1511.9712,6261.2149,-3285.6115,4046.0221,0.0000,4730.7075,-1122.2652,5036.6891,-4228.4820,-6624.5630,-1884.3515,-3624.8168,6276.4885,5647.8939,-5710.6323,3671.7426,3972.9214,0.0000,4466.1897,-6891.4656,3770.4720,4816.8419,-2811.4784,-1690.6852,-3175.1174,-6115.6538,-2966.8234,-1405.1486,-1756.2033,-1988.7353,4699.1778,-466.9209,-5518.1475,-310.6095,5322.2018,-913.1888,-303590.1374,-333423.8427,-313892.6814,-314804.9271,-321828.9951,-321249.6834,-321852.3987,-318098.5809,332689787.9227,332648438.6065,332679131.9605,332668347.1653,-319126.4757,332677728.2660,-255.7408,-4641.2152,-4538.0575,2257.0352,-1802.0362,-2626.9885,3776.9229,2895.3462,-51.3601,-6349.3123,4583.7860,-1757.6563,-3998.4169,-4734.6635,0.0000,4782.7827,-2921.8445,-2421.9184,-3371.8729,4547.6854,3456.6807,-1628.6533,-598.4894,-5082.5116,5029.6192,409.6833,5237.9409,-4697.0931,3609.4752,901.9289,-4091.8472,2925.2689,1758.2479,-3493.1505,5552.4909,-2243.7340,0.0000,3839.9644,5137.5555,1722.7485,-4700.3559,-5151.0765,1597.8293,3979.4045,-4105.2172,870.2123,-5516.8747,-5454.5255,258.4142,5452.1006,-5490.3135,4366.7531,-3967.2167,-4488.0821,5845.6493,4416.3611,-1541.7291,-4887.9519,5994.9856,4082.7185,-4140.8769,-1265.8980,915.1926,5245.5019,3762.0422,-492.6339,4600.6287,-2163.7083,0.0000,-1013.7486,5317.5560,4576.1710,5360.9269,289.3714,2822.1056,-5299.5331,-2864.0577,3899.6171,3645.7590,5217.7817,5264.4559,0.0000,-4385.7598,293.5369,1757.7306,-4620.3475,4896.1228,-1077.8415,-4935.0494,-3092.2536,-2946.7137,150.2630,-2091.4024,-4269.7382,-4190.8280,-6162.4747,3869.5024,-4416.8717,-3430.3406,-3252.7101,-137164.4256,-144446.9923,-138186.2990,-140371.2805,-134971.7549,-141694.5843,-149380.9370,-142071.6735,92540461.5269,92567086.9073,92567445.0869,92542579.2532,-140599.1426,92549301.4071,
600.000,-1389.7845,-4313.3854,-4793.5388,-4405.0473,4234.1369,5506.1712,-2339.2428,3085.7515,6003.8254,-455.5396,-4507.1594,864.3032,3922.5794,1491.5859,0.0000,-4043.9553,4289.6711,3706.0790,-5464.1676,-4817.0265,-4901.4583,212.0436,5329.8701,-74.1911,4212.6991,-689.6113,-4841.1544,1018.3375,1711.7076,-5219.6655,-4654.9867,2925.0027,-3963.9328,2807.5565,2001.6898,-5105.3237,0.0000,-6098.6935,-4213.2782,1371.4108,4107.5491,-3817.9549,5859.0748,1604.8136,-3689.0321,-6687.4732,-2529.7014,4082.2926,-3105.4526,-2438.4755,2292.1127,-3548.4575,-5014.0650,-1185.8687,-4778.6370,-4559.9489,4920.1242,2047.6500,4943.7850,4174.8835,3273.2157,-3904.7866,-6325.1397,2242.8601,-5737.9293,-1376.6898,2349.2811,-3595.1759,0.0000,5294.6248,2933.8001,477.3069,-1076.8194,670.2144,-5448.5183,-3671.8702,1750.0465,777.5671,-3032.9347,-1080.4358,-405.1289,0.0000,4281.7209,-2138.5166,4537.1803,3300.4396,-3965.4310,-6813.1648,-5094.7571,-2308.3305,4814.3546,6004.4156,6071.2187,-6030.5119,-3738.4858,-1953.8487,-1177.5097,5446.0086,-1672.4835,-6825.9722,-98486.8701,-98967.3736,-90841.0489,-95039.1314,-100311.2795,-97166.0022,-90658.6250,-92571.2708,-129015697.6400,-128987168.5806,-129008702.9845,-128996791.3644,-93094.4185,-129001697.4548,6387.9120,-35.3733,2749.7283,-4076.4271,-5494.5277,4061.7054,-4178.0920,6060.3605,3081.4296,4265.8979,2277.5412,-6825.0881,-3463.6586,-3823.1641,0.0000,-1325.8936,-3467.2151,5678.4198,3541.9332,1556.0527,2198.5473,6236.4239,3941.8320,2854.1035,3446.0539,6493.6627,1411.5919,5371.3054,-4551.5334,-3381.2401,628.9071,6072.4647,-4099.7319,-3450.5392,-4174.6513,2416.0766,0.0000,-983.5609,3402.5199,5716.9518,3552.4712,-1610.9216,3379.2648,5911.2456,-2693.9558,-1347.6489,-3585.3557,-1131.0055,5909.5270,-3547.7850,-3631.8235,-2759.5479,3742.9876,4243.2523,-2469.3598,-3426.7882,-3845.0003,-4998.0862,365.4914,4818.9463,-3307.0810,-5049.8119,568.8529,4161.0864,3076.6711,6493.4569,-4858.9982,4514.0721,0.0000,3429.2363,-2935.9578,6006.0596,-4029.4180,-6695.6044,-285.0568,-1872.4878,5173.0947,6410.0823,-4404.2774,5143.4424,5245.5165,0.0000,4211.4398,-6342.0924,3606.9900,4928.5133,-668.8985,-496.1412,-2201.3658,-6353.3161,-4568.5163,-2798.7969,-3296.8424,-266.6419,5330.0477,1350.3476,-6050.4111,-2314.0110,6416.7990,-303.3370,-305684.6559,-335461.0317,-315982.2314,-316947.1862,-323894.8714,-323210.5681,-323892.8964,-320484.6494,329952127.4959,329910801.1209,329940849.8282,329930985.4755,-321151.6543,329940025.9675,-2339.1307,-5352.6794,-3965.5649,3475.6922,-296.8310,-1219.4979,4866.1981,1211.7274,1478.5563,-5498.1283,4578.6501,39.5425,-4611.1585,-5303.8423,0.0000,5415.7737,-3948.3625,-976.3655,-1766.2837,4696.3324,4301.7688,-2973.6659,-2077.9423,-6294.7934,4062.7098,2177.5977,4499.7323,-4268.6605,4750.6356,3049.3785,-5072.7370,1241.6812,3367.3927,-5208.5641,5190.2854,-3757.4652,0.0000,2765.8052,4226.4136,3655.9928,-4300.2329,-5500.2483,59.7918,2965.3313,-5056.5159,-950.4355,-5328.3244,-5452.9966,1769.5516,5312.0839,-5408.7019,5226.7749,-2929.4354,-5275.1571,4372.4851,3700.3386,-2902.3610,-3875.5690,4854.7441,2659.4089,-5105.5176,-2668.2711,2635.1805,4660.7729,2245.2443,-1983.3944,4144.4255,-3696.0401,0.0000,-2723.5919,5438.7753,3333.7212,5514.1691,-1518.3333,4205.5636,-5464.2835,-4243.5072,2418.7195,4422.5099,4384.0361,4445.3137,0.0000,-3076.4461,1799.7509,3803.8757,-3399.9341,5332.0560,744.4674,-3907.1850,-1438.6114,-1592.9634,1675.7966,-612.1401,-3390.1758,-2208.8214,-6520.7395,2807.7991,-3633.5005,-1842.1654,-1260.8540,-137176.2779,-144455.0558,-138173.2587,-140550.3919,-134960.1955,-141411.7647,-149443.2430,-142219.8046,92546191.4734,92572476.2234,92573122.8200,92547775.9125,-140608.1035,92554847.5923,
