sl_100_5400_20300223 Coordinates.csv
2030/02/23 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:30 2024,
Start: 2030/02/23 07:47:00.00, Stop: 2030/02/23 09:17:00.00,
TIME_UNITS,STARLINK-31416 - X-Coordinate,STARLINK-4033 - X-Coordinate,STARLINK-2628 - X-Coordinate,STARLINK-5728 - X-Coordinate,STARLINK-4763 - X-Coordinate,STARLINK-31823 - X-Coordinate,STARLINK-1453 - X-Coordinate,STARLINK-4721 - X-Coordinate,STARLINK-11240 [DTC] - X-Coordinate,STARLINK-31123 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-30558 - X-Coordinate,STARLINK-31162 - X-Coordinate,STARLINK-32189 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-4539 - X-Coordinate,STARLINK-1524 - X-Coordinate,STARLINK-30588 - X-Coordinate,STARLINK-1350 - X-Coordinate,STARLINK-4430 - X-Coordinate,STARLINK-5779 - X-Coordinate,STARLINK-5917 - X-Coordinate,STARLINK-4770 - X-Coordinate,STARLINK-5870 - X-Coordinate,STARLINK-31604 - X-Coordinate,STARLINK-3868 - X-Coordinate,STARLINK-30833 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-5690 - X-Coordinate,STARLINK-4593 - X-Coordinate,STARLINK-31251 - X-Coordinate,STARLINK-31481 - X-Coordinate,STARLINK-3617 - X-Coordinate,STARLINK-2506 - X-Coordinate,STARLINK-5692 - X-Coordinate,STARLINK-30605 - X-Coordinate,STARLINK-31222 - X-Coordinate,STARLINK-3397 - X-Coordinate,STARLINK-3704 - X-Coordinate,STARLINK-5580 - X-Coordinate,STARLINK-11092 [DTC] - X-Coordinate,STARLINK-31297 - X-Coordinate,STARLINK-31553 - X-Coordinate,STARLINK-31970 - X-Coordinate,STARLINK-5264 - X-Coordinate,STARLINK-30563 - X-Coordinate,STARLINK-30144 - X-Coordinate,STARLINK-31664 - X-Coordinate,STARLINK-2047 - X-Coordinate,STARLINK-31075 - X-Coordinate,STARLINK-6036 - X-Coordinate,STARLINK-5144 - X-Coordinate,STARLINK-31855 - X-Coordinate,STARLINK-4573 - X-Coordinate,STARLINK-2179 - X-Coordinate,STARLINK-3836 - X-Coordinate,STARLINK-5511 - X-Coordinate,STARLINK-5023 - X-Coordinate,STARLINK-1147 - X-Coordinate,STARLINK-2437 - X-Coordinate,STARLINK-1274 - X-Coordinate,STARLINK-6234 - X-Coordinate,STARLINK-2265 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-4756 - X-Coordinate,STARLINK-30602 - X-Coordinate,STARLINK-6148 - X-Coordinate,STARLINK-31349 - X-Coordinate,STARLINK-31733 - X-Coordinate,STARLINK-3593 - X-Coordinate,STARLINK-4574 - X-Coordinate,STARLINK-6176 - X-Coordinate,STARLINK-30879 - X-Coordinate,STARLINK-3182 - X-Coordinate,STARLINK-3690 - X-Coordinate,STARLINK-30573 - X-Coordinate,STARLINK-4517 - X-Coordinate,STARLINK-31286 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-30056 - X-Coordinate,STARLINK-5567 - X-Coordinate,STARLINK-6198 - X-Coordinate,STARLINK-4138 - X-Coordinate,STARLINK-30596 - X-Coordinate,STARLINK-3723 - X-Coordinate,STARLINK-31605 - X-Coordinate,STARLINK-4353 - X-Coordinate,STARLINK-4209 - X-Coordinate,STARLINK-31989 - X-Coordinate,STARLINK-2059 - X-Coordinate,STARLINK-4355 - X-Coordinate,STARLINK-31497 - X-Coordinate,STARLINK-31552 - X-Coordinate,STARLINK-5595 - X-Coordinate,STARLINK-31925 - X-Coordinate,STARLINK-5065 - X-Coordinate,STARLINK-3158 - X-Coordinate,STARLINK-4258 - X-Coordinate,STARLINK-5019 - X-Coordinate,STARLINK-2592 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31416 - Y-Coordinate,STARLINK-4033 - Y-Coordinate,STARLINK-2628 - Y-Coordinate,STARLINK-5728 - Y-Coordinate,STARLINK-4763 - Y-Coordinate,STARLINK-31823 - Y-Coordinate,STARLINK-1453 - Y-Coordinate,STARLINK-4721 - Y-Coordinate,STARLINK-11240 [DTC] - Y-Coordinate,STARLINK-31123 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-30558 - Y-Coordinate,STARLINK-31162 - Y-Coordinate,STARLINK-32189 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-4539 - Y-Coordinate,STARLINK-1524 - Y-Coordinate,STARLINK-30588 - Y-Coordinate,STARLINK-1350 - Y-Coordinate,STARLINK-4430 - Y-Coordinate,STARLINK-5779 - Y-Coordinate,STARLINK-5917 - Y-Coordinate,STARLINK-4770 - Y-Coordinate,STARLINK-5870 - Y-Coordinate,STARLINK-31604 - Y-Coordinate,STARLINK-3868 - Y-Coordinate,STARLINK-30833 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-5690 - Y-Coordinate,STARLINK-4593 - Y-Coordinate,STARLINK-31251 - Y-Coordinate,STARLINK-31481 - Y-Coordinate,STARLINK-3617 - Y-Coordinate,STARLINK-2506 - Y-Coordinate,STARLINK-5692 - Y-Coordinate,STARLINK-30605 - Y-Coordinate,STARLINK-31222 - Y-Coordinate,STARLINK-3397 - Y-Coordinate,STARLINK-3704 - Y-Coordinate,STARLINK-5580 - Y-Coordinate,STARLINK-11092 [DTC] - Y-Coordinate,STARLINK-31297 - Y-Coordinate,STARLINK-31553 - Y-Coordinate,STARLINK-31970 - Y-Coordinate,STARLINK-5264 - Y-Coordinate,STARLINK-30563 - Y-Coordinate,STARLINK-30144 - Y-Coordinate,STARLINK-31664 - Y-Coordinate,STARLINK-2047 - Y-Coordinate,STARLINK-31075 - Y-Coordinate,STARLINK-6036 - Y-Coordinate,STARLINK-5144 - Y-Coordinate,STARLINK-31855 - Y-Coordinate,STARLINK-4573 - Y-Coordinate,STARLINK-2179 - Y-Coordinate,STARLINK-3836 - Y-Coordinate,STARLINK-5511 - Y-Coordinate,STARLINK-5023 - Y-Coordinate,STARLINK-1147 - Y-Coordinate,STARLINK-2437 - Y-Coordinate,STARLINK-1274 - Y-Coordinate,STARLINK-6234 - Y-Coordinate,STARLINK-2265 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-4756 - Y-Coordinate,STARLINK-30602 - Y-Coordinate,STARLINK-6148 - Y-Coordinate,STARLINK-31349 - Y-Coordinate,STARLINK-31733 - Y-Coordinate,STARLINK-3593 - Y-Coordinate,STARLINK-4574 - Y-Coordinate,STARLINK-6176 - Y-Coordinate,STARLINK-30879 - Y-Coordinate,STARLINK-3182 - Y-Coordinate,STARLINK-3690 - Y-Coordinate,STARLINK-30573 - Y-Coordinate,STARLINK-4517 - Y-Coordinate,STARLINK-31286 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-30056 - Y-Coordinate,STARLINK-5567 - Y-Coordinate,STARLINK-6198 - Y-Coordinate,STARLINK-4138 - Y-Coordinate,STARLINK-30596 - Y-Coordinate,STARLINK-3723 - Y-Coordinate,STARLINK-31605 - Y-Coordinate,STARLINK-4353 - Y-Coordinate,STARLINK-4209 - Y-Coordinate,STARLINK-31989 - Y-Coordinate,STARLINK-2059 - Y-Coordinate,STARLINK-4355 - Y-Coordinate,STARLINK-31497 - Y-Coordinate,STARLINK-31552 - Y-Coordinate,STARLINK-5595 - Y-Coordinate,STARLINK-31925 - Y-Coordinate,STARLINK-5065 - Y-Coordinate,STARLINK-3158 - Y-Coordinate,STARLINK-4258 - Y-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-2592 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31416 - Z-Coordinate,STARLINK-4033 - Z-Coordinate,STARLINK-2628 - Z-Coordinate,STARLINK-5728 - Z-Coordinate,STARLINK-4763 - Z-Coordinate,STARLINK-31823 - Z-Coordinate,STARLINK-1453 - Z-Coordinate,STARLINK-4721 - Z-Coordinate,STARLINK-11240 [DTC] - Z-Coordinate,STARLINK-31123 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-30558 - Z-Coordinate,STARLINK-31162 - Z-Coordinate,STARLINK-32189 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-4539 - Z-Coordinate,STARLINK-1524 - Z-Coordinate,STARLINK-30588 - Z-Coordinate,STARLINK-1350 - Z-Coordinate,STARLINK-4430 - Z-Coordinate,STARLINK-5779 - Z-Coordinate,STARLINK-5917 - Z-Coordinate,STARLINK-4770 - Z-Coordinate,STARLINK-5870 - Z-Coordinate,STARLINK-31604 - Z-Coordinate,STARLINK-3868 - Z-Coordinate,STARLINK-30833 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-5690 - Z-Coordinate,STARLINK-4593 - Z-Coordinate,STARLINK-31251 - Z-Coordinate,STARLINK-31481 - Z-Coordinate,STARLINK-3617 - Z-Coordinate,STARLINK-2506 - Z-Coordinate,STARLINK-5692 - Z-Coordinate,STARLINK-30605 - Z-Coordinate,STARLINK-31222 - Z-Coordinate,STARLINK-3397 - Z-Coordinate,STARLINK-3704 - Z-Coordinate,STARLINK-5580 - Z-Coordinate,STARLINK-11092 [DTC] - Z-Coordinate,STARLINK-31297 - Z-Coordinate,STARLINK-31553 - Z-Coordinate,STARLINK-31970 - Z-Coordinate,STARLINK-5264 - Z-Coordinate,STARLINK-30563 - Z-Coordinate,STARLINK-30144 - Z-Coordinate,STARLINK-31664 - Z-Coordinate,STARLINK-2047 - Z-Coordinate,STARLINK-31075 - Z-Coordinate,STARLINK-6036 - Z-Coordinate,STARLINK-5144 - Z-Coordinate,STARLINK-31855 - Z-Coordinate,STARLINK-4573 - Z-Coordinate,STARLINK-2179 - Z-Coordinate,STARLINK-3836 - Z-Coordinate,STARLINK-5511 - Z-Coordinate,STARLINK-5023 - Z-Coordinate,STARLINK-1147 - Z-Coordinate,STARLINK-2437 - Z-Coordinate,STARLINK-1274 - Z-Coordinate,STARLINK-6234 - Z-Coordinate,STARLINK-2265 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-4756 - Z-Coordinate,STARLINK-30602 - Z-Coordinate,STARLINK-6148 - Z-Coordinate,STARLINK-31349 - Z-Coordinate,STARLINK-31733 - Z-Coordinate,STARLINK-3593 - Z-Coordinate,STARLINK-4574 - Z-Coordinate,STARLINK-6176 - Z-Coordinate,STARLINK-30879 - Z-Coordinate,STARLINK-3182 - Z-Coordinate,STARLINK-3690 - Z-Coordinate,STARLINK-30573 - Z-Coordinate,STARLINK-4517 - Z-Coordinate,STARLINK-31286 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-30056 - Z-Coordinate,STARLINK-5567 - Z-Coordinate,STARLINK-6198 - Z-Coordinate,STARLINK-4138 - Z-Coordinate,STARLINK-30596 - Z-Coordinate,STARLINK-3723 - Z-Coordinate,STARLINK-31605 - Z-Coordinate,STARLINK-4353 - Z-Coordinate,STARLINK-4209 - Z-Coordinate,STARLINK-31989 - Z-Coordinate,STARLINK-2059 - Z-Coordinate,STARLINK-4355 - Z-Coordinate,STARLINK-31497 - Z-Coordinate,STARLINK-31552 - Z-Coordinate,STARLINK-5595 - Z-Coordinate,STARLINK-31925 - Z-Coordinate,STARLINK-5065 - Z-Coordinate,STARLINK-3158 - Z-Coordinate,STARLINK-4258 - Z-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-2592 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5214.0597,-2268.9276,5810.1528,2198.7617,-2820.4742,4055.4333,5197.4558,0.0000,4997.7327,-2186.8352,-4143.8698,2504.8614,-5635.8923,-604.2200,-5133.0703,2356.1568,2805.8710,-3268.2878,-1108.8035,298.9717,748.5473,4970.3902,3745.5353,-1611.6736,730.1085,-3822.6849,-1586.0627,3457.3971,-4760.4702,4339.8982,-1987.0773,-6008.4086,4044.3196,-2765.7081,-4505.8366,-1921.9573,2648.4744,4453.3143,-6174.3885,-4753.6446,-2826.8727,-376.1608,0.0000,-4173.2140,6522.2223,-6228.3899,1460.5892,-1888.5090,4053.3121,-1241.6183,-944.8309,6731.4369,-6045.7447,3082.7448,4425.0144,1849.2861,-2737.0060,-3114.7636,-3806.7126,5027.7013,-590.6037,-6508.9681,-3708.2907,-4748.3168,-1684.5105,-3982.4934,5676.8514,-4977.6414,-3553.0178,-4949.0263,4104.4445,1110.5204,-4534.8232,6582.1926,-6332.4929,-1859.1172,3938.4829,5184.6963,4724.8065,-4924.7452,4626.8045,3965.8144,1522.6679,-5449.7616,275.9803,-5767.0240,-2685.5192,-4469.9211,4758.9137,-1934.4889,511.5579,5464.3941,-6260.6629,947.0655,-3698.2764,-772.0006,-3690.9618,-1201.5880,2224.3086,-6147.5555,-205055.6377,-221886.4228,-210349.2338,-213390.6013,-221966.3557,-220021.6903,-216553.9837,-216965.0889,-17170691.2298,-17204954.4246,-17194575.5090,-17180982.5094,-215779.4264,-17175165.3027,-1822.9003,3457.1924,639.8359,6560.9332,4150.1467,3325.8294,903.6170,0.0000,-3336.6751,-4376.3763,130.7358,-6325.3356,3027.4861,-4074.9174,2864.7129,4959.4064,4583.8970,-5461.7925,5750.2724,2482.1666,-5337.2547,1556.2846,1845.1469,4809.6105,-4005.9963,-2341.8195,4947.4380,2196.2518,4838.8765,-5227.5126,-4961.3817,-2457.8274,4464.8334,6278.4943,2373.5723,4748.5768,-4036.3986,-1647.6192,1035.9223,-2903.9688,2899.1188,5407.9904,0.0000,5330.5319,-895.6847,-1517.7320,4993.4582,-6533.7574,-4219.6166,6591.6202,2370.4900,-1427.8740,-64.1601,-5134.5727,-3358.4722,-3714.7130,4272.1803,-3240.7386,-5313.1593,-4481.7688,6797.6115,2131.1906,4977.8466,-1871.2833,-6658.4483,5528.5041,3659.6898,883.2843,3513.5457,-1545.3035,-1229.6263,-6013.9627,-4980.4937,1491.2052,-549.6451,5382.9947,-2674.4717,-1656.3335,-3572.9931,-1344.2459,3567.7766,-2179.7151,-6672.3410,3206.5400,4538.2342,-3213.6024,3224.3406,4332.1274,759.7148,4827.6182,1268.1319,2140.1806,-2013.1250,-6825.6301,-3757.9270,4053.7171,-5306.6324,-4005.5687,3318.4874,1049.1998,-263410.5052,-285969.0432,-273557.5125,-270724.1448,-270834.7151,-272809.8125,-278846.4597,-276491.4449,339317502.3435,339296817.7540,339320155.8249,339334681.2019,-275235.9960,339333852.3029,3921.0807,-5505.2121,3658.3491,-129.1127,4723.9459,-4369.8171,4413.1986,0.0000,-2703.2405,4902.5628,-5533.4917,1441.9793,2263.9286,-5437.5062,3587.4462,-4185.9754,4081.1536,-2676.2870,-3630.4798,-6390.9051,4328.7715,-4604.4966,-5440.5491,-4728.1013,5430.6691,5217.3635,-4503.8143,5419.8972,1218.7040,-1147.1501,-4252.4067,1807.8066,-3252.9336,-419.9519,4529.9921,-4383.3818,-4857.2463,-5013.5773,-2867.8281,4178.6677,-5398.9387,4201.3636,0.0000,467.4928,2102.2461,-2266.9048,-4571.9677,358.2237,3690.9528,-1655.0491,6428.8783,-435.1796,3109.4741,3052.7627,-4114.2434,5486.3269,-4727.5647,5142.3015,2240.2898,1580.5752,466.4989,1027.8366,-2910.2360,4682.2080,1.2023,1339.6448,1419.3278,-4514.0056,4617.8493,-4550.4770,-5424.0579,-3238.1962,1306.7962,619.2982,-2635.7722,3682.7416,4919.2712,4105.0345,-3636.0642,4698.5163,3731.0939,-5278.9324,-697.9979,2633.0670,5042.3811,37.1425,5486.4445,-2992.2233,-4880.6267,4483.3303,-6796.5900,3458.6677,1695.5807,-912.1546,4276.3042,-5602.8041,2455.8678,-5589.0532,5661.2916,-2479.3023,-113291.1168,-115925.8952,-114428.1222,-116182.4981,-111123.9533,-118341.6753,-125460.5634,-116185.1651,-11986843.1443,-12005988.0491,-12006072.8519,-11993377.8282,-116757.2378,-11998246.7432,
300.000,3775.6923,-303.1316,6521.5592,3514.1675,-1758.4865,5487.1480,6111.0692,0.0000,4543.4887,-4052.6679,-3825.1964,845.3405,-5007.1982,-2728.0779,-3439.1482,4028.1526,4475.8461,-4260.3561,205.2815,-775.2710,-1175.4405,3755.6175,4237.5944,474.2720,-1443.2729,-4115.8369,-210.8182,4569.3741,-3249.4215,3376.9154,-3702.1068,-6656.7690,4370.7736,-1565.2910,-3589.5872,87.3447,537.3346,2856.8876,-6337.2013,-3936.6301,-1118.2015,1554.9944,0.0000,-2833.3284,6555.0616,-5654.2246,3292.9882,-3219.9191,3396.1537,410.9626,1270.1386,6034.6126,-6349.5108,2127.4599,3988.5179,-47.4799,-810.2850,-3905.2282,-4346.7935,3645.7879,661.5013,-5507.4604,-1992.8328,-5481.6107,-2762.5333,-2729.7338,6485.0205,-4081.8481,-1979.1507,-6062.1258,2899.9633,-517.4304,-5254.2224,6340.5262,-6779.2111,-230.0116,3412.7547,4864.5549,3911.5866,-5421.6354,5056.8172,1982.9984,224.6570,-3925.0954,2211.5728,-6178.7554,-4117.4455,-3837.1079,5641.7567,60.7744,-1522.5916,6475.1423,-6769.8133,321.6068,-5284.8455,747.6739,-4237.1070,-3207.9187,2361.8844,-4961.7755,-199485.9657,-215967.8671,-204483.3196,-207544.4477,-216171.8320,-214091.0066,-210755.3609,-211119.5022,-24574993.8850,-24608435.1282,-24598343.9192,-24585728.4377,-209940.3772,-24579441.4534,-3357.9823,4380.8826,-739.3032,5792.6262,5647.1954,1884.0479,-590.6251,0.0000,-4671.6870,-4132.5685,2270.2370,-6300.6612,4514.4142,-3783.9204,3608.0517,4864.1454,4293.6521,-3896.7353,6562.5979,498.1921,-5850.5562,192.3659,-284.0258,5280.3104,-4191.2337,-196.5577,6067.1077,342.7127,5483.5247,-5966.3921,-4960.7587,-1021.3568,2708.8336,6544.7374,4255.6624,4310.0723,-4151.6424,-3047.9584,2417.9649,-1392.0323,4263.1716,5810.6087,0.0000,6070.7333,-2170.4352,-26.6338,3867.0899,-5700.3669,-5628.2679,6213.0561,2319.1787,-2510.3704,1648.7039,-6227.8132,-4958.0896,-4696.3610,5208.9240,-1221.1350,-3837.4270,-4924.1253,6428.7983,3398.6363,4980.2458,107.0351,-6022.8790,6383.7641,2364.4698,2871.1383,4964.4143,-157.7183,-3041.4512,-6617.1647,-3483.7919,184.6412,728.8169,6285.0385,-4515.6620,-3588.8483,-5188.0452,708.7265,1586.8069,-2355.8030,-6429.0943,3867.9283,4956.4438,-1688.2377,3981.5265,5586.8943,-918.7958,4399.4931,235.8617,1002.1754,-539.2859,-6833.8459,-2511.8681,2658.9614,-3793.7468,-3253.3336,1233.1548,2216.5076,-267520.6016,-290628.1449,-278147.5572,-275373.1680,-275287.4121,-277321.6378,-283256.2234,-280671.2166,338863603.2541,338842375.5018,338865902.8571,338880172.7499,-279686.5234,338880030.0037,4509.8578,-5303.3558,2121.6208,1403.5240,3540.4143,-3596.4071,3104.7474,0.0000,-964.7651,3806.4550,-5293.8825,2816.1234,792.8939,-4977.6127,4749.4546,-2788.3279,2665.0161,-3788.1634,-2086.2100,-6800.6756,3491.9705,-5848.1706,-5384.8880,-4469.2286,5140.9513,5507.1661,-3226.3381,5016.5068,2628.4413,671.3872,-2884.1626,283.1965,-4521.3685,1391.2692,3933.8471,-5184.3266,-5420.2293,-5498.7293,-1182.1957,5569.2596,-5110.4612,3297.8308,0.0000,-1090.7122,330.6927,-3778.9005,-4708.6295,1870.6973,2162.4341,-2995.5179,6391.1700,-2200.7295,1793.1233,1380.5918,-2699.3155,5026.8167,-4505.4656,5467.6881,3753.9821,3208.7177,2231.2118,2461.4542,-4270.2385,4233.8169,1798.8058,-193.0388,-114.1145,-4585.7221,4212.1732,-3287.3974,-5488.3272,-1954.2012,2705.6341,2380.0624,-918.6054,2542.5907,3853.2567,3154.8178,-2466.3249,4272.2564,4467.1556,-6235.0277,-2441.9915,4063.4099,4081.8375,1591.9188,3866.4401,-1322.4661,-3790.1441,5269.9039,-6759.3713,1871.2097,167.2298,1213.2967,3444.7257,-6387.5739,3929.0194,-5277.9097,6394.1555,-3939.6016,-113368.2151,-116029.4290,-114470.9725,-116430.3131,-111172.9053,-118132.5032,-125597.9980,-115873.5992,-11980462.1853,-11999707.1436,-11999871.4493,-11987235.4173,-116833.4252,-11991765.3532,
600.000,1968.3552,1663.4850,6587.2778,4499.6898,-559.8041,6375.0493,6423.8513,0.0000,3573.1203,-5505.9494,-3186.7550,-917.2188,-3866.0624,-4568.4819,-1398.6674,5280.8423,5653.2375,-4871.6408,1475.8602,-1676.1099,-2963.0394,2208.0045,4358.1812,2499.5816,-3454.0056,-4056.8176,1151.4910,5248.1692,-1404.1534,2067.0536,-5016.1942,-6600.2153,4299.3636,-191.1890,-2345.7725,2114.7330,-1635.7487,1010.0177,-5866.8158,-2777.8760,668.1961,3310.2153,0.0000,-1191.1473,5935.5339,-4510.4599,4831.7833,-4239.3590,2425.2106,2049.0638,3355.3901,4728.4733,-6009.1049,957.4937,3183.3198,-1905.4679,1171.5214,-4353.7982,-4493.5577,1883.1331,1870.8552,-3967.0606,-48.6633,-5717.6287,-3579.5226,-1212.1196,6656.3385,-2803.7934,-236.1686,-6581.8023,1459.0062,-2077.5626,-5470.7790,5435.3497,-6542.2436,1399.7274,2581.4294,4077.7991,2745.2618,-5432.6632,5040.2147,-203.5090,-1122.4889,-1989.3059,3889.7904,-5901.9181,-5130.6542,-2833.9042,5976.6691,2076.7368,-3348.1878,6812.5959,-6579.3845,-352.6397,-6333.7020,2254.8427,-4404.2718,-4919.6436,2343.0670,-3243.3701,-193835.3634,-209950.0270,-198527.3518,-201605.1992,-210285.2356,-208052.7450,-204866.7506,-205109.2628,-31967664.6332,-32000273.5881,-31990469.8666,-31978766.5552,-204009.6227,-31972089.2080,-4582.2447,4916.8096,-2021.6366,4454.9493,6583.6813,283.4969,-1993.8269,0.0000,-5459.3783,-3521.6527,4188.1776,-5687.0592,5528.7354,-3158.7738,4042.5159,4309.4438,3571.9236,-1948.1003,6720.4975,-1583.2780,-5818.6981,-1252.2367,-2368.6961,5281.0573,-3995.0477,1964.8952,6585.7783,-1510.2078,5609.1694,-6108.0629,-4474.9838,520.3402,660.1830,6152.6021,5710.1087,3463.7545,-3904.4809,-4196.9588,3544.1687,308.8473,5214.0807,5656.8657,0.0000,6188.3470,-3225.1578,1505.1034,2403.1508,-4278.7657,-6470.8849,5239.7357,2114.9204,-3365.6260,3176.6947,-6642.5696,-6053.1854,-5250.7314,5679.0041,906.6394,-1964.7952,-4908.4558,5401.4916,4359.0769,4516.5022,2052.7500,-4769.5717,6624.2314,835.9321,4580.7564,5930.9522,1211.1038,-4586.1042,-6582.3569,-1625.4664,-1168.0259,1923.3442,6545.9431,-5889.0964,-5145.0094,-6298.9031,2675.5661,-553.5750,-2376.0902,-5544.8360,4178.9475,4894.3941,41.7540,4258.4430,6276.1753,-2469.8678,3579.1336,-905.7783,-218.5276,988.5611,-6148.4520,-1039.6436,1052.2812,-1890.1956,-2244.6302,-980.3485,3188.5501,-271514.2671,-295162.5301,-282614.8104,-279911.6330,-279618.3631,-281712.7436,-287543.8180,-284653.1440,338248159.3116,338226408.2986,338250125.8226,338264100.9939,-284013.2047,338264664.3679,4582.3181,-4523.9527,354.3023,2784.9543,1971.7994,-2420.2316,1456.5072,0.0000,893.9056,2302.4929,-4484.9063,3891.5035,-768.5764,-3960.2395,5393.7466,-1088.5764,940.3372,-4490.2662,-314.4060,-6464.4624,2278.7111,-6473.6385,-4735.9517,-3733.1375,4267.1230,5195.5170,-1595.0423,4044.6879,3752.2324,2416.6027,-1193.1609,-1274.4164,-5288.7112,3049.5019,2895.7229,-5384.4888,-5383.5636,-5390.3940,632.6479,6372.8534,-4231.0965,2030.2627,0.0000,-2524.5227,-1476.6111,-4863.1658,-4340.9289,3171.8203,401.1429,-4012.3165,5667.9238,-3727.0168,273.4462,-453.3844,-992.9709,4018.2598,-3802.4185,5183.1840,4861.9281,4491.1763,3746.9984,3630.6103,-5158.7006,3331.8844,3398.1652,-1705.1739,-1635.1991,-4133.5412,3330.7453,-1667.3979,-4961.9461,-459.7619,3805.6992,3868.0878,899.1904,1112.2746,2359.8679,1850.0702,-1034.5289,3390.6613,4725.7010,-6532.7226,-3918.7399,5043.0493,2657.5454,2949.6529,1829.1313,490.5646,-2281.2684,5477.5431,-6002.5611,72.8267,-1380.1744,3209.6289,2221.2419,-6499.5001,4978.5006,-4414.8468,6444.2408,-4936.8372,-113445.5741,-116133.0585,-114518.2353,-116679.4984,-111224.6867,-117918.5352,-125730.8345,-115632.8013,-11974086.2607,-11993425.8877,-11993667.9592,-11981130.4029,-116909.5272,-11985283.8865,
