sl_100_5400_20301209 Coordinates.csv
2030/12/09 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:24 2024,
Start: 2030/12/09 07:47:00.00, Stop: 2030/12/09 09:17:00.00,
TIME_UNITS,STARLINK-3910 - X-Coordinate,STARLINK-30809 - X-Coordinate,STARLINK-5908 - X-Coordinate,STARLINK-31949 - X-Coordinate,STARLINK-31201 - X-Coordinate,STARLINK-2422 - X-Coordinate,STARLINK-3598 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-31601 - X-Coordinate,STARLINK-30578 - X-Coordinate,STARLINK-32173 - X-Coordinate,STARLINK-3574 - X-Coordinate,STARLINK-3519 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-32278 - X-Coordinate,STARLINK-2435 - X-Coordinate,STARLINK-31836 - X-Coordinate,STARLINK-4409 - X-Coordinate,STARLINK-31671 - X-Coordinate,STARLINK-4060 - X-Coordinate,STARLINK-3449 - X-Coordinate,STARLINK-4349 - X-Coordinate,STARLINK-31177 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-5266 - X-Coordinate,STARLINK-32167 - X-Coordinate,STARLINK-30818 - X-Coordinate,STARLINK-5159 - X-Coordinate,STARLINK-4517 - X-Coordinate,STARLINK-5108 - X-Coordinate,STARLINK-5744 - X-Coordinate,STARLINK-3526 - X-Coordinate,STARLINK-4337 - X-Coordinate,STARLINK-3506 - X-Coordinate,STARLINK-31113 - X-Coordinate,STARLINK-3245 - X-Coordinate,STARLINK-30110 - X-Coordinate,STARLINK-31415 - X-Coordinate,STARLINK-31785 - X-Coordinate,STARLINK-4176 - X-Coordinate,STARLINK-3203 - X-Coordinate,STARLINK-2329 - X-Coordinate,STARLINK-2643 - X-Coordinate,STARLINK-5945 - X-Coordinate,STARLINK-5136 - X-Coordinate,STARLINK-2639 - X-Coordinate,STARLINK-1728 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-31203 - X-Coordinate,STARLINK-5057 - X-Coordinate,STARLINK-1752 - X-Coordinate,STARLINK-30348 - X-Coordinate,STARLINK-4343 - X-Coordinate,STARLINK-30586 - X-Coordinate,STARLINK-30266 - X-Coordinate,STARLINK-2475 - X-Coordinate,STARLINK-31292 - X-Coordinate,STARLINK-31664 - X-Coordinate,STARLINK-30598 - X-Coordinate,STARLINK-5607 - X-Coordinate,STARLINK-30958 - X-Coordinate,STARLINK-1491 - X-Coordinate,STARLINK-1185 - X-Coordinate,STARLINK-4432 - X-Coordinate,STARLINK-31956 - X-Coordinate,STARLINK-32166 - X-Coordinate,STARLINK-31325 - X-Coordinate,STARLINK-1792 - X-Coordinate,STARLINK-6376 - X-Coordinate,STARLINK-1734 - X-Coordinate,STARLINK-30614 - X-Coordinate,STARLINK-1660 - X-Coordinate,STARLINK-4368 - X-Coordinate,STARLINK-3651 - X-Coordinate,STARLINK-30416 - X-Coordinate,STARLINK-30517 - X-Coordinate,STARLINK-5975 - X-Coordinate,STARLINK-31974 - X-Coordinate,STARLINK-31568 - X-Coordinate,STARLINK-1526 - X-Coordinate,STARLINK-5409 - X-Coordinate,STARLINK-3660 - X-Coordinate,STARLINK-11265 [DTC] - X-Coordinate,STARLINK-2480 - X-Coordinate,STARLINK-1012 - X-Coordinate,STARLINK-4168 - X-Coordinate,STARLINK-31088 - X-Coordinate,STARLINK-5851 - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-31003 - X-Coordinate,STARLINK-1509 - X-Coordinate,STARLINK-31538 - X-Coordinate,STARLINK-4338 - X-Coordinate,STARLINK-3511 - X-Coordinate,STARLINK-31115 - X-Coordinate,STARLINK-31914 - X-Coordinate,STARLINK-5834 - X-Coordinate,STARLINK-5481 - X-Coordinate,STARLINK-1021 - X-Coordinate,STARLINK-32120 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3910 - Y-Coordinate,STARLINK-30809 - Y-Coordinate,STARLINK-5908 - Y-Coordinate,STARLINK-31949 - Y-Coordinate,STARLINK-31201 - Y-Coordinate,STARLINK-2422 - Y-Coordinate,STARLINK-3598 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-31601 - Y-Coordinate,STARLINK-30578 - Y-Coordinate,STARLINK-32173 - Y-Coordinate,STARLINK-3574 - Y-Coordinate,STARLINK-3519 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-32278 - Y-Coordinate,STARLINK-2435 - Y-Coordinate,STARLINK-31836 - Y-Coordinate,STARLINK-4409 - Y-Coordinate,STARLINK-31671 - Y-Coordinate,STARLINK-4060 - Y-Coordinate,STARLINK-3449 - Y-Coordinate,STARLINK-4349 - Y-Coordinate,STARLINK-31177 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-5266 - Y-Coordinate,STARLINK-32167 - Y-Coordinate,STARLINK-30818 - Y-Coordinate,STARLINK-5159 - Y-Coordinate,STARLINK-4517 - Y-Coordinate,STARLINK-5108 - Y-Coordinate,STARLINK-5744 - Y-Coordinate,STARLINK-3526 - Y-Coordinate,STARLINK-4337 - Y-Coordinate,STARLINK-3506 - Y-Coordinate,STARLINK-31113 - Y-Coordinate,STARLINK-3245 - Y-Coordinate,STARLINK-30110 - Y-Coordinate,STARLINK-31415 - Y-Coordinate,STARLINK-31785 - Y-Coordinate,STARLINK-4176 - Y-Coordinate,STARLINK-3203 - Y-Coordinate,STARLINK-2329 - Y-Coordinate,STARLINK-2643 - Y-Coordinate,STARLINK-5945 - Y-Coordinate,STARLINK-5136 - Y-Coordinate,STARLINK-2639 - Y-Coordinate,STARLINK-1728 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-31203 - Y-Coordinate,STARLINK-5057 - Y-Coordinate,STARLINK-1752 - Y-Coordinate,STARLINK-30348 - Y-Coordinate,STARLINK-4343 - Y-Coordinate,STARLINK-30586 - Y-Coordinate,STARLINK-30266 - Y-Coordinate,STARLINK-2475 - Y-Coordinate,STARLINK-31292 - Y-Coordinate,STARLINK-31664 - Y-Coordinate,STARLINK-30598 - Y-Coordinate,STARLINK-5607 - Y-Coordinate,STARLINK-30958 - Y-Coordinate,STARLINK-1491 - Y-Coordinate,STARLINK-1185 - Y-Coordinate,STARLINK-4432 - Y-Coordinate,STARLINK-31956 - Y-Coordinate,STARLINK-32166 - Y-Coordinate,STARLINK-31325 - Y-Coordinate,STARLINK-1792 - Y-Coordinate,STARLINK-6376 - Y-Coordinate,STARLINK-1734 - Y-Coordinate,STARLINK-30614 - Y-Coordinate,STARLINK-1660 - Y-Coordinate,STARLINK-4368 - Y-Coordinate,STARLINK-3651 - Y-Coordinate,STARLINK-30416 - Y-Coordinate,STARLINK-30517 - Y-Coordinate,STARLINK-5975 - Y-Coordinate,STARLINK-31974 - Y-Coordinate,STARLINK-31568 - Y-Coordinate,STARLINK-1526 - Y-Coordinate,STARLINK-5409 - Y-Coordinate,STARLINK-3660 - Y-Coordinate,STARLINK-11265 [DTC] - Y-Coordinate,STARLINK-2480 - Y-Coordinate,STARLINK-1012 - Y-Coordinate,STARLINK-4168 - Y-Coordinate,STARLINK-31088 - Y-Coordinate,STARLINK-5851 - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-31003 - Y-Coordinate,STARLINK-1509 - Y-Coordinate,STARLINK-31538 - Y-Coordinate,STARLINK-4338 - Y-Coordinate,STARLINK-3511 - Y-Coordinate,STARLINK-31115 - Y-Coordinate,STARLINK-31914 - Y-Coordinate,STARLINK-5834 - Y-Coordinate,STARLINK-5481 - Y-Coordinate,STARLINK-1021 - Y-Coordinate,STARLINK-32120 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3910 - Z-Coordinate,STARLINK-30809 - Z-Coordinate,STARLINK-5908 - Z-Coordinate,STARLINK-31949 - Z-Coordinate,STARLINK-31201 - Z-Coordinate,STARLINK-2422 - Z-Coordinate,STARLINK-3598 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-31601 - Z-Coordinate,STARLINK-30578 - Z-Coordinate,STARLINK-32173 - Z-Coordinate,STARLINK-3574 - Z-Coordinate,STARLINK-3519 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-32278 - Z-Coordinate,STARLINK-2435 - Z-Coordinate,STARLINK-31836 - Z-Coordinate,STARLINK-4409 - Z-Coordinate,STARLINK-31671 - Z-Coordinate,STARLINK-4060 - Z-Coordinate,STARLINK-3449 - Z-Coordinate,STARLINK-4349 - Z-Coordinate,STARLINK-31177 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-5266 - Z-Coordinate,STARLINK-32167 - Z-Coordinate,STARLINK-30818 - Z-Coordinate,STARLINK-5159 - Z-Coordinate,STARLINK-4517 - Z-Coordinate,STARLINK-5108 - Z-Coordinate,STARLINK-5744 - Z-Coordinate,STARLINK-3526 - Z-Coordinate,STARLINK-4337 - Z-Coordinate,STARLINK-3506 - Z-Coordinate,STARLINK-31113 - Z-Coordinate,STARLINK-3245 - Z-Coordinate,STARLINK-30110 - Z-Coordinate,STARLINK-31415 - Z-Coordinate,STARLINK-31785 - Z-Coordinate,STARLINK-4176 - Z-Coordinate,STARLINK-3203 - Z-Coordinate,STARLINK-2329 - Z-Coordinate,STARLINK-2643 - Z-Coordinate,STARLINK-5945 - Z-Coordinate,STARLINK-5136 - Z-Coordinate,STARLINK-2639 - Z-Coordinate,STARLINK-1728 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-31203 - Z-Coordinate,STARLINK-5057 - Z-Coordinate,STARLINK-1752 - Z-Coordinate,STARLINK-30348 - Z-Coordinate,STARLINK-4343 - Z-Coordinate,STARLINK-30586 - Z-Coordinate,STARLINK-30266 - Z-Coordinate,STARLINK-2475 - Z-Coordinate,STARLINK-31292 - Z-Coordinate,STARLINK-31664 - Z-Coordinate,STARLINK-30598 - Z-Coordinate,STARLINK-5607 - Z-Coordinate,STARLINK-30958 - Z-Coordinate,STARLINK-1491 - Z-Coordinate,STARLINK-1185 - Z-Coordinate,STARLINK-4432 - Z-Coordinate,STARLINK-31956 - Z-Coordinate,STARLINK-32166 - Z-Coordinate,STARLINK-31325 - Z-Coordinate,STARLINK-1792 - Z-Coordinate,STARLINK-6376 - Z-Coordinate,STARLINK-1734 - Z-Coordinate,STARLINK-30614 - Z-Coordinate,STARLINK-1660 - Z-Coordinate,STARLINK-4368 - Z-Coordinate,STARLINK-3651 - Z-Coordinate,STARLINK-30416 - Z-Coordinate,STARLINK-30517 - Z-Coordinate,STARLINK-5975 - Z-Coordinate,STARLINK-31974 - Z-Coordinate,STARLINK-31568 - Z-Coordinate,STARLINK-1526 - Z-Coordinate,STARLINK-5409 - Z-Coordinate,STARLINK-3660 - Z-Coordinate,STARLINK-11265 [DTC] - Z-Coordinate,STARLINK-2480 - Z-Coordinate,STARLINK-1012 - Z-Coordinate,STARLINK-4168 - Z-Coordinate,STARLINK-31088 - Z-Coordinate,STARLINK-5851 - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-31003 - Z-Coordinate,STARLINK-1509 - Z-Coordinate,STARLINK-31538 - Z-Coordinate,STARLINK-4338 - Z-Coordinate,STARLINK-3511 - Z-Coordinate,STARLINK-31115 - Z-Coordinate,STARLINK-31914 - Z-Coordinate,STARLINK-5834 - Z-Coordinate,STARLINK-5481 - Z-Coordinate,STARLINK-1021 - Z-Coordinate,STARLINK-32120 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6050.3960,2238.7204,3328.6442,-4805.1005,5621.3817,5770.4308,6236.1758,242.8170,4107.7650,-6817.4002,1280.6294,4633.7116,0.0000,-4025.1533,6431.1397,-3639.2958,3275.8567,-5480.3001,3133.2658,4511.7230,2693.0427,-3206.1378,955.8499,-3385.8695,2395.4873,1306.7362,-3586.4189,-3044.7492,2746.3581,1591.3859,-2201.4132,-1217.7009,-4361.3862,1050.1723,-4347.6339,6854.9130,-6195.8685,-3380.4650,-3411.6028,3156.3870,-2351.1729,-3021.0955,144.2886,-1829.6466,2606.3711,-5658.0659,-4375.0883,820.8024,4870.0772,1567.9331,1784.8801,6633.6090,-5676.4354,-4227.6528,5522.2112,1732.0754,-2420.4807,661.2781,5858.1762,-5944.3463,-1444.5774,-6797.3516,968.3283,2057.0975,-119.1274,-3124.4634,-943.0374,0.0000,607.4063,2778.8023,3446.8554,4241.6701,-2891.4298,2622.0003,-913.3087,1018.5039,2229.3737,5793.7714,-5315.9156,2202.5495,4730.1998,216.4333,-4804.8177,663.6632,5944.3410,6189.5380,-5809.6521,4966.0694,-4946.1168,3127.2401,0.0000,-576.1489,2446.7713,-5514.6235,-5025.2525,4941.0672,-2429.6253,-5402.8593,1619.6520,0.0000,227052.6914,207745.5271,221907.7100,225073.2063,223804.8371,221834.8340,216918.2612,222560.5589,-265355092.3121,-265409213.7704,-265372515.0231,-265366738.5350,220794.6499,-265372255.0539,-1610.7809,-4622.8619,1471.1495,3774.9927,-3642.9509,847.4229,240.3562,5988.3210,-1946.7691,460.7889,6319.0860,-3624.2737,0.0000,4980.4852,2258.7620,-4247.0549,-4326.7545,3017.4497,4251.4930,-2483.4517,-5185.3462,-354.8219,6443.2754,-3651.6586,111.5216,-3821.6188,-5743.2281,-5996.3329,-5344.9588,6242.4489,-4812.9467,-4816.2547,-2666.1859,-6362.5430,2957.2574,645.1302,66.4507,-5129.7978,2966.1817,2687.0791,3525.9644,3825.7419,4768.9216,5390.9465,4850.3468,1490.3848,-357.3855,-4285.9432,4632.7425,5120.1749,-6023.6267,-1561.4286,-3487.3237,5174.9761,-3615.3506,3775.3541,-6420.0071,6202.6269,-1915.5160,-1405.7634,5962.1121,-901.3330,-6436.1634,2900.3019,5244.9160,4322.4979,-5100.7397,0.0000,6887.8581,6357.4291,3246.2218,-660.1488,2672.0618,6140.5452,-5925.0045,6551.5748,5474.5564,1448.3403,-3405.1822,-4848.1598,2051.9192,-4992.0629,1366.6466,-5667.3794,-3375.2729,294.3365,3315.7483,-4543.6623,-3381.2918,-4051.4063,0.0000,6762.2161,216.5142,1855.9482,3254.5342,-696.2006,4745.8680,-1138.5080,-4103.2828,0.0000,-300465.1900,-290857.0174,-311234.0854,-307105.6469,-298433.8653,-301394.3948,-305614.3632,-305635.8974,-22233634.0975,-22210397.3435,-22211625.8579,-22223115.8143,-305738.6522,-22222551.7549,2923.4792,4598.0819,5892.6329,3047.2273,-1261.9876,-3476.0876,-2891.0922,-3304.2034,-5152.7274,1239.9509,2105.3414,3531.5947,0.0000,2330.6350,-75.2620,-3872.2987,-4150.6076,-2998.2343,-4339.9930,4576.3396,3667.9119,-6126.9447,1619.2217,4744.7202,6460.3893,5348.3444,1501.5215,1610.4583,-3270.3618,2446.7363,-4466.0925,4792.9099,4666.7128,2281.6877,-4399.1273,628.3662,2911.8207,2966.4337,-4997.5187,5501.6124,5381.8284,4751.1318,4780.4338,-3960.4569,-4208.2116,3579.5969,5236.7260,5332.8941,-812.7661,-4309.4526,2827.0333,1235.4895,1926.1601,-1919.8882,-1757.2064,5491.4529,-508.9889,-2743.6154,3170.2903,-3299.0158,-3228.1638,-59.9045,1561.1375,5892.5053,4260.1422,4296.6237,4464.2924,0.0000,-62.5063,-58.7212,4882.1335,-5335.4711,5701.6901,-1743.2929,3168.1316,-1996.6903,-3585.9458,-3202.5639,2612.9215,3960.4783,4528.1654,4717.4838,-4419.4540,3679.4465,844.6655,-2935.2721,-1754.9483,-1756.7982,-3476.5048,4638.3881,0.0000,-408.3056,6469.7232,-3524.6083,3453.6753,-4632.1397,-4440.3985,-4208.1585,-5274.0713,0.0000,149351.3450,147019.1017,152846.8295,150051.7233,155776.4237,149788.7135,141566.7959,149893.3311,-11811464.4169,-11799184.2416,-11791967.5543,-11806577.4801,150338.7647,-11811413.9245,
300.000,6099.9348,383.8396,5045.3935,-3045.0002,4735.2660,4875.6367,6684.1491,1626.4807,2444.4164,-6655.6396,2380.9838,2850.0906,0.0000,-3187.7717,6513.6268,-5173.0040,1296.0313,-4558.6295,4874.7815,4276.8731,859.8112,-4819.4408,2416.2398,-5090.1685,2792.7195,-870.9641,-4549.4673,-4176.3316,1731.1018,2635.2983,-3782.3125,-2675.0001,-2603.9011,-172.9851,-2640.3410,6462.7180,-6437.7738,-4327.9801,-2558.8408,4286.4401,-764.1096,-926.5706,1954.4232,-171.3042,3958.4266,-4196.3697,-3736.6935,-1089.4086,5795.7354,3278.6253,193.7130,5701.0419,-4613.4311,-2559.9399,4706.6688,3553.6554,-3668.9780,2333.6597,4492.7531,-4871.3642,143.7059,-6621.9338,-409.3503,2446.0368,1928.8407,-1117.3105,-2988.2918,0.0000,2063.6028,3735.0215,3960.3048,3245.7487,-4479.4112,3472.9273,-2357.7658,2575.2261,3568.8305,6499.0077,-5502.6689,1022.4751,5647.9896,-1593.1601,-3213.4877,-972.9224,5239.8213,6660.9951,-4432.9022,3882.4626,-5224.3821,1472.7125,0.0000,949.1981,4144.9406,-5565.0241,-4340.0332,4503.9625,-320.0804,-5041.1497,-552.4677,0.0000,233080.7527,213871.6354,228165.5934,231225.5540,230185.1396,228216.6407,223333.8263,228806.0567,-264801397.1086,-264855990.6813,-264819407.4985,-264813355.8710,227195.1720,-264818613.0185,-3003.7484,-5580.1333,755.9338,4586.1241,-4892.4746,-774.4058,-1077.7281,4840.8649,-3321.4612,1965.0416,5194.6843,-4088.0727,0.0000,5998.3830,1007.1300,-3713.5419,-4369.8110,2009.4452,3229.9662,-4259.1731,-4868.1353,-1284.6760,5510.6088,-2941.6067,-2017.0707,-4183.0139,-4377.6532,-5510.9383,-6410.1821,5013.4948,-3370.1149,-3322.5593,-2150.3857,-6820.7138,4264.4146,-602.9313,1744.4172,-3453.4640,4757.5569,827.7936,4890.2216,4092.2702,3639.7645,6289.0474,3239.0975,2635.2679,1728.5223,-5030.5343,3415.1172,5267.6939,-5447.3777,-2909.6701,-3343.6548,5611.3911,-4942.1117,2587.5768,-5467.0583,6257.0700,-3281.8925,-369.0630,6652.1067,339.5821,-5860.1909,4645.1035,4557.6910,4344.2544,-4868.5592,0.0000,6407.9660,5552.5273,1172.9127,-2604.8739,3261.7222,4933.8701,-6175.2027,6406.3061,3981.7540,-164.7999,-1552.0009,-6059.6821,192.2118,-3961.4378,2718.2539,-4705.5929,-4367.1075,-1027.8001,4326.5661,-4446.7115,-1417.5377,-5342.1896,0.0000,6631.9310,1303.1001,3390.3915,4898.2321,-2797.2209,5066.6268,930.2162,-4106.4494,0.0000,-295624.5415,-286376.1547,-306532.2265,-302450.4223,-293655.9716,-296836.7668,-300835.9637,-301115.8150,-28024353.1192,-28001922.1448,-28002178.3542,-28013130.0268,-301008.8085,-28013355.4602,1244.2800,4031.4953,4688.2197,4036.4490,287.7641,-4662.2359,-1203.4938,-4556.8727,-5495.7818,-296.5011,3649.5629,4713.7032,0.0000,570.2034,1731.4591,-2389.6539,-5089.9788,-4830.8270,-3539.1393,3326.1894,4809.6882,-4801.5227,2969.8501,3574.3102,5970.3115,5163.9455,2866.8957,-190.7497,-1643.6614,3921.7560,-4721.4570,5426.3326,6038.4107,518.0019,-4673.8585,2375.3833,1552.4236,3982.3747,-4027.8149,5329.1774,4737.5349,5358.8868,5341.7400,-2916.1863,-4676.3611,4740.0195,5453.2059,4583.6212,750.7722,-2955.6244,4209.3571,2641.4471,3948.1568,-3210.4383,-237.2557,5300.1923,-2002.3281,-1348.8297,4131.0333,-4933.3872,-1941.7369,1738.5629,3202.6526,4455.2488,4601.2108,5174.1395,3770.9146,0.0000,-1585.7256,-1841.3594,5401.9766,-5438.2375,4165.1429,-3351.0571,1521.4431,-506.7461,-4383.4570,-1909.0824,3736.8133,2511.4877,3894.5088,5383.1230,-5174.2313,4794.0829,-971.7654,-1252.5715,-3077.2092,-3683.2677,-4322.4267,4124.6428,0.0000,1147.1241,5389.4506,-1949.0965,2229.1750,-4271.1682,-4729.3212,-4681.4939,-5487.0716,0.0000,149345.3432,147011.4217,152859.1823,149913.1330,155799.0699,150095.1076,141537.4427,149517.7391,-11814449.1473,-11802618.9544,-11795250.7650,-11809432.3562,150353.3464,-11814660.1229,
600.000,5549.0627,-1481.9447,6257.7347,-972.5926,3362.7192,3501.0080,6458.7029,2891.5460,568.7966,-5851.5614,3272.3549,766.8503,0.0000,-2024.5484,5924.4747,-6155.9126,-834.0385,-3107.2472,6127.3076,3647.6638,-1089.5657,-5880.5300,3647.4319,-6278.2079,2977.3227,-2939.4984,-5098.5409,-4893.9203,556.3944,3458.9083,-5030.3568,-3917.0206,-598.4847,-1372.3209,-692.2547,5431.1665,-6038.8538,-4874.2092,-1477.8084,5036.0731,857.3875,1267.9625,3597.6140,1478.9132,4967.0985,-2320.2779,-2772.8528,-2859.5448,6120.5277,4636.3751,-1455.0020,4213.6956,-3075.8125,-630.4982,3414.4745,5047.4988,-4572.3669,3756.0000,2703.5322,-3331.5546,1700.4479,-5772.1605,-1777.7427,2504.5497,3795.6493,1020.2287,-4724.0609,0.0000,3333.5186,4342.7785,4122.6394,1973.0745,-5608.7588,4013.7747,-3537.7071,3876.7884,4600.1126,6534.0865,-5163.5397,-242.8431,6029.1733,-3282.2603,-1293.8485,-2551.8382,4001.4918,6455.0530,-2617.4753,2377.7529,-5036.1597,-294.1966,0.0000,2388.0859,5356.1207,-5048.1503,-3250.8871,3648.1355,1818.9867,-4235.8510,-2672.1584,0.0000,239000.9096,219901.8357,234322.0046,237259.5748,236462.0365,234499.9963,229646.0377,234842.6965,-264121359.0103,-264176405.3457,-264139964.4027,-264133708.3007,233494.4163,-264138624.7941,-4085.3746,-6016.7584,24.4997,4971.3275,-5643.5827,-2358.5742,-2273.4638,3217.8215,-4411.8582,3282.5769,3524.4717,-4189.0234,0.0000,6388.9624,-368.3233,-2817.2829,-4019.0520,840.8353,1916.1544,-5593.2967,-4109.4890,-2136.2162,3991.7927,-1975.3106,-3915.7098,-4147.2623,-2580.2128,-4475.7769,-6813.7436,3283.0646,-1630.5617,-1531.2322,-1323.2476,-6577.3830,5183.9606,-1817.4754,3233.4089,-1424.9140,6041.6071,-1079.7390,5787.5362,3994.6577,2169.3344,6591.7035,1335.5750,3564.4657,3658.2982,-5312.6414,1834.7387,4907.9124,-4352.4015,-4000.4854,-2788.0173,5535.5981,-5765.0708,1192.5641,-3966.8923,5678.1649,-4368.5279,763.8091,6703.1050,1565.5719,-4653.0656,5896.6982,3434.4500,3979.0453,-4182.1704,0.0000,5301.3739,4193.3540,-1017.2328,-4312.9674,3445.6504,3226.4652,-5781.8127,5639.2296,2114.9323,-1742.9352,476.7994,-6593.3669,-1660.0903,-2576.2863,3823.5359,-3282.8643,-4928.2716,-2231.0453,4944.3559,-3939.2893,695.0502,-6134.7788,0.0000,5818.1931,2314.6668,4553.4400,6055.6998,-4613.2086,4944.2533,2926.2193,-3757.6710,0.0000,-290668.3893,-281767.0318,-301694.7931,-297665.1544,-288745.1821,-292167.0790,-295923.0081,-296463.1316,-33801488.0253,-33779877.9479,-33779170.7989,-33789577.2060,-296145.0190,-33790577.0140,-569.3769,3026.9236,2982.2335,4573.9003,1805.0544,-5318.9519,616.1240,-5303.9018,-5236.2176,-1801.3866,4776.9026,5376.3200,0.0000,-1254.4789,3343.0337,-636.3573,-5462.0096,-6149.1053,-2343.5269,1713.9285,5429.9681,-2961.3312,3970.5247,2012.9540,4832.8323,4370.5343,3925.6612,-1971.4148,166.1820,4969.6178,-4470.8805,5473.1710,6762.5828,-1303.3992,-4432.5509,3865.8302,20.6041,4551.4325,-2589.7189,4577.3155,3569.2930,5362.8187,5287.1990,-1560.1117,-4644.5077,5377.5399,5062.3772,3336.1503,2227.9496,-1277.3027,5132.9175,3763.6732,5547.9877,-4160.5538,1309.2507,4531.8655,-3276.5445,198.0821,4649.6929,-6043.3508,-447.2905,3344.4843,4463.8987,2532.2373,4412.0499,5478.8378,2658.7879,0.0000,-2937.9506,-3427.5331,5311.4929,-4939.2620,2183.3376,-4595.6070,-299.1424,1037.6856,-4708.8694,-396.7893,4443.0489,757.3928,2831.9042,5458.9321,-5309.7329,5363.7728,-2682.2127,568.8070,-4067.9715,-5220.1828,-4705.3908,3165.3717,0.0000,2572.2213,3731.6927,-152.7832,764.0598,-3428.5519,-4514.3269,-4656.8235,-5100.1864,0.0000,149340.1176,147003.8436,152866.6839,149776.9246,155818.9414,150402.8162,141512.3706,149203.1029,-11817433.7957,-11806054.1681,-11798540.4431,-11812336.3200,150367.8477,-11817906.1438,
