sl_100_5400_20300303 Coordinates.csv
2030/03/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:14 2024,
Start: 2030/03/03 07:47:00.00, Stop: 2030/03/03 09:17:00.00,
TIME_UNITS,STARLINK-1524 - X-Coordinate,STARLINK-2308 - X-Coordinate,STARLINK-5837 - X-Coordinate,STARLINK-5920 - X-Coordinate,STARLINK-5910 - X-Coordinate,STARLINK-4647 - X-Coordinate,STARLINK-30146 - X-Coordinate,STARLINK-4296 - X-Coordinate,STARLINK-4185 - X-Coordinate,STARLINK-31674 - X-Coordinate,STARLINK-2515 - X-Coordinate,STARLINK-31752 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-3419 - X-Coordinate,STARLINK-31055 - X-Coordinate,STARLINK-5590 - X-Coordinate,STARLINK-4559 - X-Coordinate,STARLINK-5822 - X-Coordinate,STARLINK-32286 - X-Coordinate,STARLINK-3334 - X-Coordinate,STARLINK-31696 - X-Coordinate,STARLINK-5382 - X-Coordinate,STARLINK-31757 - X-Coordinate,STARLINK-31661 - X-Coordinate,STARLINK-30218 - X-Coordinate,STARLINK-3552 - X-Coordinate,STARLINK-5419 - X-Coordinate,STARLINK-32048 - X-Coordinate,STARLINK-5331 - X-Coordinate,STARLINK-6221 - X-Coordinate,STARLINK-5402 - X-Coordinate,STARLINK-3605 - X-Coordinate,STARLINK-32163 - X-Coordinate,STARLINK-31916 - X-Coordinate,STARLINK-4049 - X-Coordinate,STARLINK-32016 - X-Coordinate,STARLINK-32237 - X-Coordinate,STARLINK-31882 - X-Coordinate,STARLINK-4730 - X-Coordinate,STARLINK-31215 - X-Coordinate,STARLINK-4095 - X-Coordinate,STARLINK-30861 - X-Coordinate,STARLINK-30394 - X-Coordinate,STARLINK-5192 - X-Coordinate,STARLINK-3450 - X-Coordinate,STARLINK-6354 - X-Coordinate,STARLINK-3808 - X-Coordinate,STARLINK-1899 - X-Coordinate,STARLINK-1027 - X-Coordinate,STARLINK-31872 - X-Coordinate,STARLINK-6274 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-5325 - X-Coordinate,STARLINK-3925 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-31817 - X-Coordinate,STARLINK-3651 - X-Coordinate,STARLINK-30911 - X-Coordinate,STARLINK-31189 - X-Coordinate,STARLINK-31459 - X-Coordinate,STARLINK-4079 - X-Coordinate,STARLINK-30918 - X-Coordinate,STARLINK-2235 - X-Coordinate,STARLINK-1805 - X-Coordinate,STARLINK-30947 - X-Coordinate,STARLINK-31921 - X-Coordinate,STARLINK-5898 - X-Coordinate,STARLINK-31943 - X-Coordinate,STARLINK-31168 - X-Coordinate,STARLINK-1610 - X-Coordinate,STARLINK-2640 - X-Coordinate,STARLINK-6165 - X-Coordinate,STARLINK-5416 - X-Coordinate,STARLINK-5108 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-31721 - X-Coordinate,STARLINK-4268 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-5805 - X-Coordinate,STARLINK-6053 - X-Coordinate,STARLINK-31336 - X-Coordinate,STARLINK-4435 - X-Coordinate,STARLINK-4119 - X-Coordinate,STARLINK-4392 - X-Coordinate,STARLINK-6273 - X-Coordinate,STARLINK-2634 - X-Coordinate,STARLINK-4343 - X-Coordinate,STARLINK-31475 - X-Coordinate,STARLINK-6141 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-2025 - X-Coordinate,STARLINK-31473 - X-Coordinate,STARLINK-31977 - X-Coordinate,STARLINK-32275 - X-Coordinate,STARLINK-30563 - X-Coordinate,STARLINK-2559 - X-Coordinate,STARLINK-31020 - X-Coordinate,STARLINK-3817 - X-Coordinate,STARLINK-30412 - X-Coordinate,STARLINK-3564 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1524 - Y-Coordinate,STARLINK-2308 - Y-Coordinate,STARLINK-5837 - Y-Coordinate,STARLINK-5920 - Y-Coordinate,STARLINK-5910 - Y-Coordinate,STARLINK-4647 - Y-Coordinate,STARLINK-30146 - Y-Coordinate,STARLINK-4296 - Y-Coordinate,STARLINK-4185 - Y-Coordinate,STARLINK-31674 - Y-Coordinate,STARLINK-2515 - Y-Coordinate,STARLINK-31752 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-3419 - Y-Coordinate,STARLINK-31055 - Y-Coordinate,STARLINK-5590 - Y-Coordinate,STARLINK-4559 - Y-Coordinate,STARLINK-5822 - Y-Coordinate,STARLINK-32286 - Y-Coordinate,STARLINK-3334 - Y-Coordinate,STARLINK-31696 - Y-Coordinate,STARLINK-5382 - Y-Coordinate,STARLINK-31757 - Y-Coordinate,STARLINK-31661 - Y-Coordinate,STARLINK-30218 - Y-Coordinate,STARLINK-3552 - Y-Coordinate,STARLINK-5419 - Y-Coordinate,STARLINK-32048 - Y-Coordinate,STARLINK-5331 - Y-Coordinate,STARLINK-6221 - Y-Coordinate,STARLINK-5402 - Y-Coordinate,STARLINK-3605 - Y-Coordinate,STARLINK-32163 - Y-Coordinate,STARLINK-31916 - Y-Coordinate,STARLINK-4049 - Y-Coordinate,STARLINK-32016 - Y-Coordinate,STARLINK-32237 - Y-Coordinate,STARLINK-31882 - Y-Coordinate,STARLINK-4730 - Y-Coordinate,STARLINK-31215 - Y-Coordinate,STARLINK-4095 - Y-Coordinate,STARLINK-30861 - Y-Coordinate,STARLINK-30394 - Y-Coordinate,STARLINK-5192 - Y-Coordinate,STARLINK-3450 - Y-Coordinate,STARLINK-6354 - Y-Coordinate,STARLINK-3808 - Y-Coordinate,STARLINK-1899 - Y-Coordinate,STARLINK-1027 - Y-Coordinate,STARLINK-31872 - Y-Coordinate,STARLINK-6274 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-5325 - Y-Coordinate,STARLINK-3925 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-31817 - Y-Coordinate,STARLINK-3651 - Y-Coordinate,STARLINK-30911 - Y-Coordinate,STARLINK-31189 - Y-Coordinate,STARLINK-31459 - Y-Coordinate,STARLINK-4079 - Y-Coordinate,STARLINK-30918 - Y-Coordinate,STARLINK-2235 - Y-Coordinate,STARLINK-1805 - Y-Coordinate,STARLINK-30947 - Y-Coordinate,STARLINK-31921 - Y-Coordinate,STARLINK-5898 - Y-Coordinate,STARLINK-31943 - Y-Coordinate,STARLINK-31168 - Y-Coordinate,STARLINK-1610 - Y-Coordinate,STARLINK-2640 - Y-Coordinate,STARLINK-6165 - Y-Coordinate,STARLINK-5416 - Y-Coordinate,STARLINK-5108 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-31721 - Y-Coordinate,STARLINK-4268 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-5805 - Y-Coordinate,STARLINK-6053 - Y-Coordinate,STARLINK-31336 - Y-Coordinate,STARLINK-4435 - Y-Coordinate,STARLINK-4119 - Y-Coordinate,STARLINK-4392 - Y-Coordinate,STARLINK-6273 - Y-Coordinate,STARLINK-2634 - Y-Coordinate,STARLINK-4343 - Y-Coordinate,STARLINK-31475 - Y-Coordinate,STARLINK-6141 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-2025 - Y-Coordinate,STARLINK-31473 - Y-Coordinate,STARLINK-31977 - Y-Coordinate,STARLINK-32275 - Y-Coordinate,STARLINK-30563 - Y-Coordinate,STARLINK-2559 - Y-Coordinate,STARLINK-31020 - Y-Coordinate,STARLINK-3817 - Y-Coordinate,STARLINK-30412 - Y-Coordinate,STARLINK-3564 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1524 - Z-Coordinate,STARLINK-2308 - Z-Coordinate,STARLINK-5837 - Z-Coordinate,STARLINK-5920 - Z-Coordinate,STARLINK-5910 - Z-Coordinate,STARLINK-4647 - Z-Coordinate,STARLINK-30146 - Z-Coordinate,STARLINK-4296 - Z-Coordinate,STARLINK-4185 - Z-Coordinate,STARLINK-31674 - Z-Coordinate,STARLINK-2515 - Z-Coordinate,STARLINK-31752 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-3419 - Z-Coordinate,STARLINK-31055 - Z-Coordinate,STARLINK-5590 - Z-Coordinate,STARLINK-4559 - Z-Coordinate,STARLINK-5822 - Z-Coordinate,STARLINK-32286 - Z-Coordinate,STARLINK-3334 - Z-Coordinate,STARLINK-31696 - Z-Coordinate,STARLINK-5382 - Z-Coordinate,STARLINK-31757 - Z-Coordinate,STARLINK-31661 - Z-Coordinate,STARLINK-30218 - Z-Coordinate,STARLINK-3552 - Z-Coordinate,STARLINK-5419 - Z-Coordinate,STARLINK-32048 - Z-Coordinate,STARLINK-5331 - Z-Coordinate,STARLINK-6221 - Z-Coordinate,STARLINK-5402 - Z-Coordinate,STARLINK-3605 - Z-Coordinate,STARLINK-32163 - Z-Coordinate,STARLINK-31916 - Z-Coordinate,STARLINK-4049 - Z-Coordinate,STARLINK-32016 - Z-Coordinate,STARLINK-32237 - Z-Coordinate,STARLINK-31882 - Z-Coordinate,STARLINK-4730 - Z-Coordinate,STARLINK-31215 - Z-Coordinate,STARLINK-4095 - Z-Coordinate,STARLINK-30861 - Z-Coordinate,STARLINK-30394 - Z-Coordinate,STARLINK-5192 - Z-Coordinate,STARLINK-3450 - Z-Coordinate,STARLINK-6354 - Z-Coordinate,STARLINK-3808 - Z-Coordinate,STARLINK-1899 - Z-Coordinate,STARLINK-1027 - Z-Coordinate,STARLINK-31872 - Z-Coordinate,STARLINK-6274 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-5325 - Z-Coordinate,STARLINK-3925 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-31817 - Z-Coordinate,STARLINK-3651 - Z-Coordinate,STARLINK-30911 - Z-Coordinate,STARLINK-31189 - Z-Coordinate,STARLINK-31459 - Z-Coordinate,STARLINK-4079 - Z-Coordinate,STARLINK-30918 - Z-Coordinate,STARLINK-2235 - Z-Coordinate,STARLINK-1805 - Z-Coordinate,STARLINK-30947 - Z-Coordinate,STARLINK-31921 - Z-Coordinate,STARLINK-5898 - Z-Coordinate,STARLINK-31943 - Z-Coordinate,STARLINK-31168 - Z-Coordinate,STARLINK-1610 - Z-Coordinate,STARLINK-2640 - Z-Coordinate,STARLINK-6165 - Z-Coordinate,STARLINK-5416 - Z-Coordinate,STARLINK-5108 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-31721 - Z-Coordinate,STARLINK-4268 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-5805 - Z-Coordinate,STARLINK-6053 - Z-Coordinate,STARLINK-31336 - Z-Coordinate,STARLINK-4435 - Z-Coordinate,STARLINK-4119 - Z-Coordinate,STARLINK-4392 - Z-Coordinate,STARLINK-6273 - Z-Coordinate,STARLINK-2634 - Z-Coordinate,STARLINK-4343 - Z-Coordinate,STARLINK-31475 - Z-Coordinate,STARLINK-6141 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-2025 - Z-Coordinate,STARLINK-31473 - Z-Coordinate,STARLINK-31977 - Z-Coordinate,STARLINK-32275 - Z-Coordinate,STARLINK-30563 - Z-Coordinate,STARLINK-2559 - Z-Coordinate,STARLINK-31020 - Z-Coordinate,STARLINK-3817 - Z-Coordinate,STARLINK-30412 - Z-Coordinate,STARLINK-3564 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3843.7706,601.1948,-5989.7482,4948.3397,-1126.2993,2797.0405,-2347.3843,97.6590,-1184.8231,599.4998,2580.3869,0.0000,-4755.1576,4849.7528,5578.2920,1468.8818,1859.0473,-2533.4756,0.0000,-3522.1968,-1534.7032,-1596.3428,-3191.1747,-4283.5346,4125.9255,-4821.3450,5018.4058,-4719.4166,4790.0877,-1053.0258,6311.7121,-104.4956,3037.6576,2776.7167,178.0249,2092.2788,0.0000,-5244.1528,-3037.8552,4763.3025,5944.3552,-1122.0241,-77.5261,543.2449,1842.5067,4033.8291,5707.5675,0.0000,-22.1790,-4433.3471,-2116.8784,-5742.9812,2892.1128,-289.0202,4852.2173,952.5888,-5962.1162,1913.8820,-3688.5688,-5363.7240,1883.2156,5047.7269,-2539.2612,-3558.7652,-5031.9147,4477.6662,5429.1942,3888.2196,-1570.8093,-2262.7484,-3799.6015,6417.7457,-1991.4791,4672.4568,-2284.6511,-3303.6734,3972.6172,325.0438,3267.5753,-3981.1080,2229.2626,933.6801,-3129.3286,-1442.3945,-2043.2864,4098.2292,6006.0360,-897.2998,332.7803,2512.9735,6242.4488,867.2968,-2277.6062,-5059.9559,-3653.5275,-2857.6108,-2042.2315,4722.2874,-4031.9497,5132.6368,-219828.9761,-242913.1015,-221639.4695,-225053.8919,-233544.6905,-231335.1183,-227089.0979,-227026.3799,-30759190.4296,-30798627.2248,-30798494.2584,-30775490.7887,-226809.5217,-30777263.8448,5001.9399,5537.1336,-3488.6769,-2242.7574,5399.6504,4669.1583,5047.0997,4246.7807,-4088.8877,5244.4875,5389.2019,0.0000,-3030.9783,-1235.4156,1372.0349,-5312.0879,-5697.6421,4603.8038,0.0000,-3103.5849,3942.7978,6453.9749,2592.0997,-2710.2116,-4945.5539,-1223.7795,966.7931,-2581.5874,-233.1801,2300.9002,2806.7411,6858.1549,2636.9435,-4805.6405,-4257.3713,5399.8301,0.0000,2052.8659,-6196.6829,-4900.2940,2926.8710,4954.4880,-6875.3136,-4166.1449,6609.2259,5455.9429,-96.2009,0.0000,6372.8828,3375.6501,1252.5949,2520.4207,-3958.5309,6193.6399,4394.5898,6500.0624,3468.0494,3976.5710,5585.7010,-891.6950,-3941.9840,1578.2609,4847.4089,-3991.0132,2266.8990,-3874.4461,3716.3337,-4025.3572,-6112.5010,5909.1130,3796.8100,-2154.9426,4761.7489,-4075.0076,4048.7357,5797.8691,1150.4301,1168.2858,-3870.2479,767.6800,-6189.7955,-357.1411,-6153.9097,-2962.6193,-4957.1177,632.2004,3472.6908,4952.0873,-6082.4167,-6434.4730,1951.3881,-5768.1676,-4537.0791,-1449.0823,-4868.2820,-4080.8878,-4707.6586,-2787.9228,-915.9922,-1160.0357,327684.8541,303210.4119,312947.2874,315376.1971,314126.6909,312416.4507,306913.0545,311653.0480,342679480.0686,342634673.1491,342663319.8391,342665733.4694,310597.8370,342673952.7986,-2415.7836,3755.4763,-300.9821,-4201.1395,-4201.7558,-4275.7896,4090.7623,5377.3264,5429.2717,-4305.3476,3253.4448,0.0000,3812.3619,-4730.6668,-3720.7014,-4201.3863,-3425.6385,-4518.7219,0.0000,5109.3499,5347.8648,-2002.3881,5439.0087,4597.8035,1772.4468,4757.8984,-4723.6348,4146.6168,4976.6007,-6508.8704,244.0822,405.1135,-5256.4644,3984.4175,-5397.6944,-3717.3230,0.0000,-3819.1395,-481.1638,635.6899,1905.8710,4699.5215,-749.9722,-5481.6143,603.5703,1374.6141,3839.2172,0.0000,-2515.0310,-4035.8682,6468.0399,2917.4175,-4927.2346,3060.1244,-1592.5109,1780.2477,-254.9944,-5269.0305,-1307.5040,-4106.3973,5321.7684,4456.2773,-4228.3916,-4184.1126,-4201.6482,3374.7291,-2249.1598,3789.4133,2618.7098,-2344.8598,-4253.4243,-1518.7394,-4616.7918,3016.8591,4953.5686,1365.0480,5485.5726,-6826.1122,4715.6638,-5654.1731,1863.9343,6860.0528,476.9539,-6079.2706,4362.0808,5448.2657,94.5809,-4615.3478,-3266.8855,439.2236,-2178.1932,-3325.4621,-4532.0634,4309.4476,-3031.4362,-4794.3578,4651.5614,4176.7274,-5476.5021,4429.9020,-41367.4658,-48036.8699,-42074.7182,-43864.7462,-38789.9706,-45974.4504,-53122.3322,-43017.8900,3112919.6933,3109689.3064,3115156.2822,3094811.2726,-44415.5985,3105162.0185,
300.000,4324.9422,2012.8354,-5361.2894,5477.9031,702.8415,3586.2799,-747.4983,2174.4464,-3245.4565,2529.9149,4052.7643,0.0000,-6055.5352,5043.0299,6481.1936,-620.4746,153.6310,-436.3587,0.0000,-4046.1241,307.6343,109.4165,-1547.4759,-5415.9990,2424.1801,-4192.5422,5071.1024,-4468.9789,5910.2674,1141.7051,6559.4725,1100.0174,4522.6174,692.8359,-1877.0903,3077.9156,0.0000,-3749.9252,-4014.9841,3546.6981,5771.9208,1028.8503,-1574.6147,-1530.5178,2949.4961,4582.8755,4536.9253,0.0000,1281.9856,-2613.8233,-481.7845,-4279.3410,1122.3642,1139.3621,5133.7394,2410.9516,-5117.3230,3886.2756,-2054.4006,-5958.1634,230.8141,5825.3577,-1445.2323,-4000.6827,-3518.0484,2631.5338,4988.5048,2764.3792,-2970.7673,-1139.3326,-3123.5867,5313.1796,136.8494,2983.5446,-133.9539,-1949.8781,4227.8337,-1715.0605,1528.2839,-2122.3493,1098.3139,792.9557,-4096.7866,-1524.1690,-3628.7793,4036.2930,5486.1325,1274.1884,-1365.1875,1035.7239,5796.5823,-841.4896,-4175.7107,-4397.9992,-4138.3544,-3695.6330,-3969.4359,2916.8855,-4496.8006,5407.9004,-226789.8406,-249249.9796,-228125.3052,-231549.9498,-240119.1740,-237764.9616,-233665.2129,-233295.4082,-38233368.2849,-38271924.8167,-38272414.0534,-38249005.9876,-233339.9984,-38251350.8101,3433.7239,4212.1264,-3630.9535,-3393.4431,6068.5372,2856.3584,6122.5570,3558.0850,-3742.0610,4298.5502,5219.5873,0.0000,-2087.1834,-3062.4710,83.6980,-5079.1115,-5102.8091,5053.1611,0.0000,-1037.6242,4940.1339,6121.7995,4037.1311,-929.9156,-5399.4246,765.7257,-1179.3055,-602.7217,-1261.9922,2461.0145,1280.5433,6635.8893,1067.8362,-5042.3337,-4606.7814,3805.7608,0.0000,3493.8868,-5472.1711,-5806.2975,1427.6261,5083.0835,-6685.7715,-4567.1034,6106.7791,5138.3670,-1595.4039,0.0000,6683.3218,4404.0961,2741.4636,3720.0395,-3248.2891,5218.0854,2936.0563,5557.3940,4361.2060,3490.1863,5914.0544,974.6721,-5151.9481,-296.0467,6132.3386,-2038.5639,3723.1630,-4639.2362,2585.3833,-5550.1303,-4882.9270,6624.0889,5369.8926,-3409.0389,5094.3224,-4432.0425,4107.4367,6525.6658,-1014.1302,153.7195,-5110.5068,1688.2999,-6751.3011,1909.2094,-5417.6451,-4807.8650,-3531.3427,-1552.0366,3682.2305,4920.6318,-6476.1638,-6755.8863,455.1553,-6331.5191,-3645.4786,464.5093,-3183.0186,-2173.3525,-3884.6400,-3570.9553,1175.9504,-2889.9228,323033.2684,298108.0538,307968.4146,310335.2538,309274.4994,307524.5554,302103.8996,307112.2951,341927571.5750,341882223.2775,341910756.2974,341914045.4102,305754.0587,341922033.8091,-3891.8045,4827.7535,-2496.8892,-2369.8079,-3278.3945,-5185.8888,3113.7823,5437.7798,4803.5899,-4639.1317,1627.3349,0.0000,2310.0627,-3550.9402,-2193.9937,-4674.0720,-4647.7358,-4722.9127,0.0000,5539.1057,4691.8943,-3276.4879,5271.8632,4081.8103,3093.0238,5403.6686,-4617.2526,5076.5872,3359.4538,-6434.9940,1755.8526,-1409.7932,-4713.2001,4556.4272,-4748.2002,-4838.1513,0.0000,-4476.1497,1329.9675,-916.8798,3485.9846,4582.5287,797.6243,-4949.7366,-1214.1022,-752.8229,4916.3519,0.0000,-780.5964,-4595.0004,6335.6253,3958.8775,-6042.7065,4387.9554,-3230.8178,3099.0825,1550.7129,-4466.6799,-2708.1652,-3157.1403,4563.4313,3718.2340,-2849.7206,-5093.3960,-4677.0080,4240.6666,-4099.0979,2694.2384,3741.0285,-581.3870,-2887.9672,-2881.2059,-4688.5705,4354.8293,5408.4522,-180.7226,5319.3176,-6715.3053,4410.2202,-6407.9306,68.1443,6617.3183,-1333.9479,-4730.7325,4704.3457,5308.6022,-2124.1367,-4559.7245,-1990.1975,-1103.7705,-3704.6007,-2067.4114,-3947.0754,5166.4278,-4358.0952,-5424.4586,4139.8500,5121.8772,-5048.1383,3121.1883,-41267.8394,-47931.3662,-41928.1546,-43921.8876,-38649.1336,-45574.5706,-53069.0545,-43181.6608,3119735.2479,3116099.8073,3121502.3793,3101295.2073,-44301.4815,3111776.4473,
600.000,4387.4592,3257.4921,-4167.7454,5449.9965,2440.4098,4079.0241,898.3574,4049.5312,-4979.1926,4227.7117,5088.8157,0.0000,-6722.0987,4762.6130,6723.7217,-2663.9783,-1604.6975,1697.1262,0.0000,-4234.7687,2082.3525,1830.7063,213.5119,-6030.7482,442.6289,-3195.7610,4683.2216,-3803.1476,6438.9789,3214.7509,6172.7268,2208.9526,5527.9635,-1467.6861,-3722.0254,3807.9575,0.0000,-1891.2498,-4605.7956,1968.6734,5045.1315,3074.2388,-2925.5063,-3431.3915,3772.4289,4668.6291,2936.7815,0.0000,2446.1214,-546.9817,1144.2107,-2403.4306,-802.0614,2499.3828,4893.0305,3652.1291,-3750.4424,5463.3983,-192.6539,-5964.8378,-1404.2226,6061.1363,-239.4319,-4081.7796,-1688.3038,515.4090,4079.4314,1377.8936,-4105.5612,99.7487,-2160.3893,3693.8150,2245.8808,979.4598,2037.3029,-394.7886,4115.0246,-3527.1906,-329.8833,-79.7655,-144.9278,473.8502,-4670.6527,-1373.5847,-4895.1857,3622.6124,4384.9796,3315.5497,-2913.0294,-552.4259,4792.1556,-2441.7549,-5651.5523,-3325.9056,-4239.5255,-4226.8586,-5517.7209,824.4616,-4558.6429,5164.2895,-233652.7419,-255478.6587,-234509.2172,-237939.4164,-246589.5834,-244075.0983,-240139.3705,-239475.7246,-45689385.4896,-45727047.9869,-45728150.5519,-45704374.1223,-239767.0555,-45707277.2239,1483.8590,2454.6751,-3348.5970,-4161.7628,6170.9161,767.4135,6611.9944,2565.6329,-3075.8141,2951.5146,4518.3568,0.0000,-952.2945,-4559.5505,-1188.7824,-4397.2752,-4035.7308,5058.6119,0.0000,1122.4392,5466.4718,5217.4951,5107.0582,914.6663,-5293.6600,2707.8866,-3209.0046,1464.1666,-2119.6167,2459.7633,-386.1998,5739.8628,-576.5978,-4812.9843,-4541.0469,1836.7190,0.0000,4616.4772,-4195.7783,-6137.5166,-245.5910,4761.5002,-5841.8370,-4565.3109,4984.7719,4286.5098,-2982.0106,0.0000,6310.8285,5039.5465,4010.0722,4594.9004,-2277.7883,3745.0069,1138.9340,4049.5480,4832.3631,2701.4927,5659.2686,2718.7612,-5876.2759,-2116.5260,6810.8518,132.3024,4858.2981,-4972.4161,1153.0374,-6494.0500,-3167.0223,6626.8228,6387.5925,-4361.5038,4977.4509,-4391.4363,3798.3771,6585.8268,-3065.1560,-961.3655,-5884.5597,2517.6327,-6617.1586,3963.5950,-4136.1802,-6137.7369,-1790.0073,-3576.0114,3466.0896,4435.2564,-6245.9271,-6422.8485,-1121.9961,-6226.5076,-2418.6544,2363.9230,-1152.8908,-63.6397,-2724.3841,-4053.9967,3127.7985,-4305.0499,318232.4970,292873.8467,302850.9634,305143.8888,304282.9289,302494.4047,297155.5034,302337.0061,341012660.0515,340966791.6772,340995198.5018,340999391.8832,300772.9382,341007115.6186,-4918.8631,5334.0358,-4426.4300,-277.4419,-2004.4241,-5539.9196,1800.3265,4897.7395,3657.7066,-4450.7933,-182.8820,0.0000,546.8549,-1983.8261,-423.1594,-4646.9987,-5367.2385,-4422.1755,0.0000,5379.1721,3509.8537,-4201.8435,4513.5904,3112.7553,4044.4452,5460.2237,-4023.1234,5430.2186,1380.1495,-5690.3041,3077.7605,-3069.7871,-3593.1294,4619.9062,-3579.3076,-5431.0017,0.0000,-4627.7552,2997.6290,-2368.3649,4686.7653,3973.4997,2259.1080,-3883.4265,-2899.3366,-2799.4528,5455.9583,0.0000,1040.4650,-4651.9350,5524.5942,4574.0100,-6519.2572,5242.8494,-4493.1578,4067.4315,3187.9955,-3174.6749,-3804.7265,-1852.1844,3307.8120,2579.9652,-1163.7908,-5424.5565,-4653.5827,4629.5736,-5515.1396,1288.3426,4445.4124,1249.5460,-1202.4135,-3936.2358,-4257.8775,5219.4283,5250.4403,-1706.1269,4569.9669,-5889.4811,3631.2447,-6486.4343,-1735.2761,5669.9708,-3001.3571,-2873.1586,4539.5936,4581.1993,-4116.2551,-3994.5660,-498.4723,-2528.0889,-4828.3256,-565.8958,-2916.1483,5439.6360,-5191.7836,-5471.1648,3184.6224,5510.5722,-4064.2195,1470.9491,-41168.3895,-47825.5614,-41786.0821,-43980.3863,-38511.1761,-45169.9983,-53011.2406,-43435.1915,3126547.2417,3122510.1635,3127846.3309,3107796.0118,-44187.3371,3118390.9143,
