sl_100_5400_20300101 Coordinates.csv
2030/01/01 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:56 2024,
Start: 2030/01/01 07:47:00.00, Stop: 2030/01/01 09:17:00.00,
TIME_UNITS,STARLINK-2509 - X-Coordinate,STARLINK-3546 - X-Coordinate,STARLINK-11126 [DTC] - X-Coordinate,STARLINK-3161 - X-Coordinate,STARLINK-3073 - X-Coordinate,STARLINK-31565 - X-Coordinate,STARLINK-6111 - X-Coordinate,STARLINK-4677 - X-Coordinate,STARLINK-1993 - X-Coordinate,STARLINK-5151 - X-Coordinate,STARLINK-4053 - X-Coordinate,STARLINK-4454 - X-Coordinate,STARLINK-3388 - X-Coordinate,STARLINK-30924 - X-Coordinate,STARLINK-11115 [DTC] - X-Coordinate,STARLINK-2561 - X-Coordinate,STARLINK-4118 - X-Coordinate,STARLINK-2433 - X-Coordinate,STARLINK-6341 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-30126 - X-Coordinate,STARLINK-31440 - X-Coordinate,STARLINK-30463 - X-Coordinate,STARLINK-4441 - X-Coordinate,STARLINK-2741 - X-Coordinate,STARLINK-5104 - X-Coordinate,STARLINK-5725 - X-Coordinate,STARLINK-5026 - X-Coordinate,STARLINK-3515 - X-Coordinate,STARLINK-1199 - X-Coordinate,STARLINK-1710 - X-Coordinate,STARLINK-30109 - X-Coordinate,STARLINK-1531 - X-Coordinate,STARLINK-1464 - X-Coordinate,STARLINK-30197 - X-Coordinate,STARLINK-3374 - X-Coordinate,STARLINK-30428 - X-Coordinate,STARLINK-3317 - X-Coordinate,STARLINK-3737 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-4703 - X-Coordinate,STARLINK-31742 - X-Coordinate,STARLINK-31898 - X-Coordinate,STARLINK-5074 - X-Coordinate,STARLINK-3813 - X-Coordinate,STARLINK-4410 - X-Coordinate,STARLINK-4751 - X-Coordinate,STARLINK-1656 - X-Coordinate,STARLINK-2636 - X-Coordinate,STARLINK-32096 - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-5209 - X-Coordinate,STARLINK-3262 - X-Coordinate,STARLINK-5577 - X-Coordinate,STARLINK-6366 - X-Coordinate,STARLINK-31732 - X-Coordinate,STARLINK-3739 - X-Coordinate,STARLINK-5238 - X-Coordinate,STARLINK-6167 - X-Coordinate,STARLINK-30404 - X-Coordinate,STARLINK-2733 - X-Coordinate,STARLINK-31209 - X-Coordinate,STARLINK-30610 - X-Coordinate,STARLINK-3995 - X-Coordinate,STARLINK-30133 - X-Coordinate,STARLINK-4547 - X-Coordinate,STARLINK-32198 - X-Coordinate,STARLINK-5600 - X-Coordinate,STARLINK-30844 - X-Coordinate,STARLINK-1888 - X-Coordinate,STARLINK-6100 - X-Coordinate,STARLINK-3726 - X-Coordinate,STARLINK-1829 - X-Coordinate,STARLINK-5248 - X-Coordinate,STARLINK-5780 - X-Coordinate,STARLINK-2244 - X-Coordinate,STARLINK-31633 - X-Coordinate,STARLINK-32127 - X-Coordinate,STARLINK-30260 - X-Coordinate,STARLINK-30911 - X-Coordinate,STARLINK-4364 - X-Coordinate,STARLINK-5819 - X-Coordinate,STARLINK-4156 - X-Coordinate,STARLINK-31586 - X-Coordinate,STARLINK-6094 - X-Coordinate,STARLINK-2609 - X-Coordinate,STARLINK-31028 - X-Coordinate,STARLINK-31549 - X-Coordinate,STARLINK-4676 - X-Coordinate,STARLINK-2061 - X-Coordinate,STARLINK-4104 - X-Coordinate,STARLINK-30397 - X-Coordinate,STARLINK-31008 - X-Coordinate,STARLINK-2523 - X-Coordinate,STARLINK-31265 - X-Coordinate,STARLINK-5837 - X-Coordinate,STARLINK-4755 - X-Coordinate,STARLINK-31086 - X-Coordinate,STARLINK-4018 - X-Coordinate,STARLINK-1480 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2509 - Y-Coordinate,STARLINK-3546 - Y-Coordinate,STARLINK-11126 [DTC] - Y-Coordinate,STARLINK-3161 - Y-Coordinate,STARLINK-3073 - Y-Coordinate,STARLINK-31565 - Y-Coordinate,STARLINK-6111 - Y-Coordinate,STARLINK-4677 - Y-Coordinate,STARLINK-1993 - Y-Coordinate,STARLINK-5151 - Y-Coordinate,STARLINK-4053 - Y-Coordinate,STARLINK-4454 - Y-Coordinate,STARLINK-3388 - Y-Coordinate,STARLINK-30924 - Y-Coordinate,STARLINK-11115 [DTC] - Y-Coordinate,STARLINK-2561 - Y-Coordinate,STARLINK-4118 - Y-Coordinate,STARLINK-2433 - Y-Coordinate,STARLINK-6341 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-30126 - Y-Coordinate,STARLINK-31440 - Y-Coordinate,STARLINK-30463 - Y-Coordinate,STARLINK-4441 - Y-Coordinate,STARLINK-2741 - Y-Coordinate,STARLINK-5104 - Y-Coordinate,STARLINK-5725 - Y-Coordinate,STARLINK-5026 - Y-Coordinate,STARLINK-3515 - Y-Coordinate,STARLINK-1199 - Y-Coordinate,STARLINK-1710 - Y-Coordinate,STARLINK-30109 - Y-Coordinate,STARLINK-1531 - Y-Coordinate,STARLINK-1464 - Y-Coordinate,STARLINK-30197 - Y-Coordinate,STARLINK-3374 - Y-Coordinate,STARLINK-30428 - Y-Coordinate,STARLINK-3317 - Y-Coordinate,STARLINK-3737 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-4703 - Y-Coordinate,STARLINK-31742 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-5074 - Y-Coordinate,STARLINK-3813 - Y-Coordinate,STARLINK-4410 - Y-Coordinate,STARLINK-4751 - Y-Coordinate,STARLINK-1656 - Y-Coordinate,STARLINK-2636 - Y-Coordinate,STARLINK-32096 - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-5209 - Y-Coordinate,STARLINK-3262 - Y-Coordinate,STARLINK-5577 - Y-Coordinate,STARLINK-6366 - Y-Coordinate,STARLINK-31732 - Y-Coordinate,STARLINK-3739 - Y-Coordinate,STARLINK-5238 - Y-Coordinate,STARLINK-6167 - Y-Coordinate,STARLINK-30404 - Y-Coordinate,STARLINK-2733 - Y-Coordinate,STARLINK-31209 - Y-Coordinate,STARLINK-30610 - Y-Coordinate,STARLINK-3995 - Y-Coordinate,STARLINK-30133 - Y-Coordinate,STARLINK-4547 - Y-Coordinate,STARLINK-32198 - Y-Coordinate,STARLINK-5600 - Y-Coordinate,STARLINK-30844 - Y-Coordinate,STARLINK-1888 - Y-Coordinate,STARLINK-6100 - Y-Coordinate,STARLINK-3726 - Y-Coordinate,STARLINK-1829 - Y-Coordinate,STARLINK-5248 - Y-Coordinate,STARLINK-5780 - Y-Coordinate,STARLINK-2244 - Y-Coordinate,STARLINK-31633 - Y-Coordinate,STARLINK-32127 - Y-Coordinate,STARLINK-30260 - Y-Coordinate,STARLINK-30911 - Y-Coordinate,STARLINK-4364 - Y-Coordinate,STARLINK-5819 - Y-Coordinate,STARLINK-4156 - Y-Coordinate,STARLINK-31586 - Y-Coordinate,STARLINK-6094 - Y-Coordinate,STARLINK-2609 - Y-Coordinate,STARLINK-31028 - Y-Coordinate,STARLINK-31549 - Y-Coordinate,STARLINK-4676 - Y-Coordinate,STARLINK-2061 - Y-Coordinate,STARLINK-4104 - Y-Coordinate,STARLINK-30397 - Y-Coordinate,STARLINK-31008 - Y-Coordinate,STARLINK-2523 - Y-Coordinate,STARLINK-31265 - Y-Coordinate,STARLINK-5837 - Y-Coordinate,STARLINK-4755 - Y-Coordinate,STARLINK-31086 - Y-Coordinate,STARLINK-4018 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2509 - Z-Coordinate,STARLINK-3546 - Z-Coordinate,STARLINK-11126 [DTC] - Z-Coordinate,STARLINK-3161 - Z-Coordinate,STARLINK-3073 - Z-Coordinate,STARLINK-31565 - Z-Coordinate,STARLINK-6111 - Z-Coordinate,STARLINK-4677 - Z-Coordinate,STARLINK-1993 - Z-Coordinate,STARLINK-5151 - Z-Coordinate,STARLINK-4053 - Z-Coordinate,STARLINK-4454 - Z-Coordinate,STARLINK-3388 - Z-Coordinate,STARLINK-30924 - Z-Coordinate,STARLINK-11115 [DTC] - Z-Coordinate,STARLINK-2561 - Z-Coordinate,STARLINK-4118 - Z-Coordinate,STARLINK-2433 - Z-Coordinate,STARLINK-6341 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-30126 - Z-Coordinate,STARLINK-31440 - Z-Coordinate,STARLINK-30463 - Z-Coordinate,STARLINK-4441 - Z-Coordinate,STARLINK-2741 - Z-Coordinate,STARLINK-5104 - Z-Coordinate,STARLINK-5725 - Z-Coordinate,STARLINK-5026 - Z-Coordinate,STARLINK-3515 - Z-Coordinate,STARLINK-1199 - Z-Coordinate,STARLINK-1710 - Z-Coordinate,STARLINK-30109 - Z-Coordinate,STARLINK-1531 - Z-Coordinate,STARLINK-1464 - Z-Coordinate,STARLINK-30197 - Z-Coordinate,STARLINK-3374 - Z-Coordinate,STARLINK-30428 - Z-Coordinate,STARLINK-3317 - Z-Coordinate,STARLINK-3737 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-4703 - Z-Coordinate,STARLINK-31742 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-5074 - Z-Coordinate,STARLINK-3813 - Z-Coordinate,STARLINK-4410 - Z-Coordinate,STARLINK-4751 - Z-Coordinate,STARLINK-1656 - Z-Coordinate,STARLINK-2636 - Z-Coordinate,STARLINK-32096 - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-5209 - Z-Coordinate,STARLINK-3262 - Z-Coordinate,STARLINK-5577 - Z-Coordinate,STARLINK-6366 - Z-Coordinate,STARLINK-31732 - Z-Coordinate,STARLINK-3739 - Z-Coordinate,STARLINK-5238 - Z-Coordinate,STARLINK-6167 - Z-Coordinate,STARLINK-30404 - Z-Coordinate,STARLINK-2733 - Z-Coordinate,STARLINK-31209 - Z-Coordinate,STARLINK-30610 - Z-Coordinate,STARLINK-3995 - Z-Coordinate,STARLINK-30133 - Z-Coordinate,STARLINK-4547 - Z-Coordinate,STARLINK-32198 - Z-Coordinate,STARLINK-5600 - Z-Coordinate,STARLINK-30844 - Z-Coordinate,STARLINK-1888 - Z-Coordinate,STARLINK-6100 - Z-Coordinate,STARLINK-3726 - Z-Coordinate,STARLINK-1829 - Z-Coordinate,STARLINK-5248 - Z-Coordinate,STARLINK-5780 - Z-Coordinate,STARLINK-2244 - Z-Coordinate,STARLINK-31633 - Z-Coordinate,STARLINK-32127 - Z-Coordinate,STARLINK-30260 - Z-Coordinate,STARLINK-30911 - Z-Coordinate,STARLINK-4364 - Z-Coordinate,STARLINK-5819 - Z-Coordinate,STARLINK-4156 - Z-Coordinate,STARLINK-31586 - Z-Coordinate,STARLINK-6094 - Z-Coordinate,STARLINK-2609 - Z-Coordinate,STARLINK-31028 - Z-Coordinate,STARLINK-31549 - Z-Coordinate,STARLINK-4676 - Z-Coordinate,STARLINK-2061 - Z-Coordinate,STARLINK-4104 - Z-Coordinate,STARLINK-30397 - Z-Coordinate,STARLINK-31008 - Z-Coordinate,STARLINK-2523 - Z-Coordinate,STARLINK-31265 - Z-Coordinate,STARLINK-5837 - Z-Coordinate,STARLINK-4755 - Z-Coordinate,STARLINK-31086 - Z-Coordinate,STARLINK-4018 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,306.3750,4340.5215,0.0000,1355.5472,-4448.5587,1195.1593,1765.9197,5705.9509,-3901.2597,3955.5123,3555.4369,785.5123,-6051.7071,-2483.1411,-4761.6162,-3184.1887,-4824.4302,6380.5753,2408.7079,-4273.6320,6521.8716,208.3183,-5979.7972,-1233.9981,3668.2076,-4625.5613,4872.5203,-5540.6982,-3163.6561,6091.9250,5535.8736,5562.9770,1809.2597,269.2144,-4505.3341,-4185.3789,-1818.6489,-3191.2048,396.0163,-3236.4073,-5233.3051,-2918.4881,1721.9994,-1130.5336,-3151.5046,3563.9276,-2934.0556,-4747.2635,287.6921,1266.2876,4552.2904,4011.0708,-2232.7069,1793.4838,5784.5860,3691.6660,-430.6415,3230.0383,-2455.7807,5563.5099,-1487.9778,-4809.3666,3157.2672,-4810.7434,-6841.4798,6645.1727,-2405.3571,-3736.5860,-4165.9707,-4396.4981,6330.2539,-515.0944,112.6956,4056.3961,5321.5603,-2778.0079,5116.9914,2829.8588,-2981.5921,-6424.2023,-612.8975,2406.5441,-490.6745,1416.5969,-4934.7862,3360.8731,-1109.0531,4846.8931,-4258.8664,3744.7960,-3993.9240,4849.3391,4484.8797,-3004.0199,-2629.6312,-2471.9551,-4668.3184,4966.0445,2378.7020,5989.3369,-300426.3735,-319369.1095,-304514.6647,-304279.2015,-309749.1208,-310042.1894,-312673.1747,-310663.6235,51682982.9762,51653376.9142,51704035.6945,51690817.3724,-309389.4144,51692263.9440,-6453.3684,-1269.3271,0.0000,3938.4012,-2961.4778,5586.4463,4972.3082,-2517.5058,-3979.8102,3460.5364,2131.0024,4344.4951,-612.6988,-4338.3171,-4794.6006,2663.0372,-1912.4988,358.9181,-2205.3005,-425.6485,2250.9848,5212.4381,3447.6371,-3889.3022,4629.5466,3002.4842,1625.4462,-4000.4445,-5936.3020,3044.7369,3912.3107,-1176.9450,6609.9400,-4182.9446,-3242.3017,1212.2052,5026.7145,3013.3166,4095.4675,4049.8621,-4351.6959,-6116.9171,-5855.6958,-6614.5736,3637.9772,-1381.3396,5272.3414,-3870.6180,-5145.6541,5921.9590,2781.9968,-4624.8113,-3489.1749,5902.0926,1150.8265,-2977.1696,-6456.9710,-2916.7138,-5222.9024,45.9168,6341.8668,-2202.1988,4071.9702,2673.0061,952.9455,-1398.8117,-6338.0887,-5081.3001,-3878.4412,-1530.9033,709.6721,5022.1416,5190.8523,-1325.7857,776.4393,3868.2613,-2820.8923,-4040.2105,-5350.3765,-390.7099,-694.7751,-2323.1078,-4330.8061,-3873.0218,1390.1425,3679.6021,-5218.7479,-2059.6304,-1739.2003,-1984.1382,1352.9640,-1754.1099,-4818.6916,3376.2355,-4661.0155,-425.8348,3858.0536,3968.4870,-3535.4330,-2257.0207,138684.2537,141129.3234,127964.4917,131879.0408,138467.2057,135832.0672,129291.6798,131498.5791,292577921.1364,292566607.0513,292555240.6206,292554716.9482,130933.7484,292562738.4405,1944.4522,-5186.0347,0.0000,-5514.7949,-4454.6270,-3767.7275,4464.7835,-2975.7366,4000.9640,-4310.6576,5520.6056,5338.2270,3152.6413,-4654.9533,116.5299,5512.9589,-4543.9971,2554.2451,6113.8692,5411.1449,442.4804,-4369.1369,-477.8440,5497.5976,-3387.0143,-4234.3306,4614.3560,-1181.1975,1533.8247,-1070.0893,-1316.0801,-3971.2563,643.1559,5468.0972,-4159.8320,5372.5243,4364.6016,-5226.0623,5498.6158,4374.0462,-162.6825,576.1377,3031.0501,1749.6635,4921.2448,5774.3521,3332.6358,-3203.0576,-4589.9311,3144.1776,4392.9211,-3160.9484,5515.9644,-3220.5504,-3636.9747,-4732.1930,-2407.2458,-5370.3646,-3809.0279,-3945.8635,2244.0216,-4312.9086,-4647.7249,4160.1489,-379.6974,-1184.6032,626.5450,-2867.7956,-3795.5626,5058.9314,-2470.5707,-4450.6848,4343.3812,-5447.6560,-4319.0854,4684.0515,-3563.9241,-4677.2711,-3222.9950,-2401.9789,-6865.6086,6075.5113,-5347.9774,5415.8072,4657.3134,4401.0073,4416.0905,-4350.6902,5136.0758,-5367.2661,-5462.1030,-4614.4931,1836.1495,5076.3436,-4234.4719,6458.2062,-2865.7521,1830.0992,5424.9258,2560.1247,-141067.0637,-144518.7062,-138669.2649,-140195.2877,-135285.0129,-142710.6607,-149619.7836,-139764.7069,-93435347.0081,-93450970.7855,-93430223.1256,-93436128.1523,-140938.4956,-93425310.5767,
300.000,-1029.4537,4270.1694,0.0000,3257.4540,-3672.2261,2834.5725,3733.7137,5544.6693,-4211.3915,5503.4675,4611.7270,455.5246,-6648.7907,-4246.6165,-5346.7014,-1633.0269,-6037.0494,5502.0410,237.0187,-3828.9441,6784.3538,1866.2358,-5031.5991,-108.2980,4121.9802,-4978.3011,5573.3256,-5958.0637,-3917.9299,6090.0856,5699.9845,4353.0225,2844.8996,-1842.4154,-5859.0419,-2918.8375,316.8230,-2135.2088,2528.7207,-2356.1666,-5701.3053,-4080.6718,169.0985,-1635.8630,-1075.4518,1884.0842,-1961.1665,-5973.4657,-1348.7021,2784.5075,5777.3824,3278.6572,-3882.9440,2660.8590,5281.0073,1689.0277,-1675.0361,1321.3456,-4246.9448,4418.5548,-17.3847,-6062.9107,4824.3873,-4611.5229,-6220.0200,5761.7770,-3360.4860,-5216.0725,-5656.5590,-5532.0379,6695.0829,1314.8524,1769.4103,2837.1033,4886.7889,-1671.5454,4533.2719,1767.4939,-4069.5875,-5580.8679,1246.4835,2263.7971,-2437.2295,-569.0416,-4368.5663,3863.2074,-2944.0556,4247.0438,-5467.4600,2218.5856,-2813.4157,4193.1099,2833.5729,-1900.6290,-3997.9639,-4075.1343,-4109.2508,6007.2645,796.2072,4627.4096,-303432.6400,-322104.0843,-307259.3169,-307081.2642,-312433.7987,-312697.6154,-315320.1756,-312940.2307,45285436.1377,45255863.1104,45306830.2510,45293816.7619,-312046.3706,45294663.6217,-5661.9353,-3262.1195,0.0000,2890.1270,-1351.7505,4345.2459,4460.4725,-3909.7919,-2060.2937,2667.4878,263.6757,5866.5052,706.1062,-3105.7824,-3657.6039,4172.4950,-613.5929,-1025.2000,-2364.6741,1706.3791,760.9393,5790.5191,4625.3910,-2152.5390,2858.9739,4209.5969,-342.9630,-2425.3152,-4705.7387,1671.6500,2513.6512,-2849.5680,5792.2687,-4408.9219,-1858.4880,2977.8330,5044.2750,4752.1437,3733.0723,5580.6393,-3168.6258,-5030.5703,-6600.1775,-5643.4770,4049.4810,-109.2391,6382.6359,-3098.5845,-5880.3113,4688.9591,1186.9876,-5864.8884,-2077.8820,6310.5485,-795.2254,-3727.0913,-5453.2047,-3952.7032,-4738.8928,-1521.4367,5772.2926,-1004.5393,2817.1565,4332.5886,2377.2548,-2466.8278,-5417.5097,-4304.2222,-2746.5323,62.5303,-880.1846,4048.7444,3994.3705,-3126.6834,-1307.0802,5421.1096,-4543.4586,-5557.1779,-3742.6290,978.0585,-1972.3437,-4249.3993,-3365.0527,-4671.7823,3410.3378,1647.8297,-4126.0543,-3992.8990,-181.1966,-3552.6787,3183.7905,-3729.2454,-5363.5002,5037.9100,-3020.2381,-1632.5366,5161.2201,2758.7598,-4897.9796,-3166.5729,132352.7310,134385.8611,121348.5231,125252.3713,131994.6725,129225.4270,122843.6427,125076.3498,293639596.5675,293627522.9116,293617355.1400,293616297.3279,124427.9872,293624480.5274,3517.1449,-4296.7279,0.0000,-5365.9912,-5753.6548,-4462.4574,3736.1170,-1303.3856,5005.9551,-2964.2798,5131.9013,3661.9262,1505.9797,-4355.9155,1918.9203,5249.0113,-3277.8941,4000.9644,6509.7640,5491.3296,-1101.3996,-3046.4798,1066.3699,6496.4025,-4605.0489,-2413.9298,4063.1689,-2594.4525,3173.8513,-2768.8510,-2983.0137,-4586.5992,2387.6358,4964.6526,-3212.8393,5519.3181,4698.1794,-4407.5959,5181.1911,3056.6933,-1957.4455,2069.5791,1696.6113,3677.8556,5460.6673,6660.3536,1721.5942,-1573.1158,-3349.8065,4099.1844,3604.4563,-1517.3375,5310.3188,-1226.2040,-4415.4447,-5305.1078,-3891.4033,-5514.4880,-2704.4601,-4968.9663,3756.8879,-2966.9227,-4114.8305,2755.5318,-1880.7129,-2873.1718,2382.6790,-1502.0092,-2693.3297,4084.2886,-1031.4161,-5213.2902,5168.7447,-5482.8309,-4689.3091,3531.0075,-2376.0826,-3491.7701,-4164.2779,-3885.5084,-6522.7743,4993.5249,-5507.4215,4919.6709,4156.2211,5152.2085,4719.3393,-3559.6730,4200.2509,-5406.1303,-5437.0468,-4048.7322,3143.5948,4149.7883,-4633.3414,5363.0358,-1160.7379,296.6436,4793.9845,4005.8251,-141130.4480,-144545.9986,-138662.2014,-140401.0039,-135286.5679,-142459.9030,-149716.6733,-139530.0798,-93431796.4857,-93447410.4007,-93426008.6441,-93432383.9884,-140970.9014,-93421611.2296,
600.000,-2294.3256,3816.0333,0.0000,4861.8338,-2585.6292,4224.7323,5332.8824,4839.6321,-4149.3674,6471.1068,5254.7636,24.5285,-6569.9172,-5599.0513,-5376.3734,35.7505,-6655.7498,4085.2061,-1956.1716,-3064.2490,6386.7653,3301.8722,-3586.4675,947.0888,4198.8728,-4849.2325,5760.5611,-5817.5429,-4313.9111,5494.9089,5318.9005,2749.8373,3619.9497,-3753.7215,-6654.9242,-1412.6808,2427.2953,-907.4386,4408.7058,-1263.1093,-5589.3687,-4842.2619,-1384.8022,-2022.6154,1106.5643,-50.0339,-810.8517,-6598.4797,-2820.0036,4056.7517,6455.1865,2232.0264,-5180.9037,3244.1579,4300.3329,-486.3945,-2795.1551,-690.5853,-5613.8892,2848.1339,1492.2741,-6695.1237,6040.7399,-3978.3818,-4990.9553,4297.9949,-3990.9893,-6182.3934,-6576.5897,-6134.7922,6383.1623,3043.8817,3285.5138,1388.3965,4014.5771,-420.6108,3513.8941,559.8238,-4801.8505,-4187.4144,3023.2784,1956.1314,-4170.2061,-2465.6144,-3418.8347,3995.3345,-4521.6509,3251.3461,-6154.5027,509.2166,-1404.5147,3167.8356,880.3619,-644.8762,-4999.9238,-5195.7920,-3110.9212,6375.0466,-822.2869,2799.2226,-306307.7425,-324695.3124,-309869.2482,-309755.6046,-314983.1466,-315209.6945,-317832.8450,-315018.0904,38866172.3394,38836648.6657,38887879.7287,38875103.7914,-314566.5926,38875343.7275,-4275.0431,-4912.2441,0.0000,1609.4263,440.3947,2691.0989,3549.1193,-4900.7935,79.3219,1628.8286,-1594.7488,6748.3433,1935.8733,-1596.9802,-2113.9842,5304.1955,711.3913,-2348.2139,-2369.1670,3682.1998,-813.6485,5785.6688,5360.2139,-131.5565,780.1401,4968.0052,-2255.1024,-598.8084,-2992.6337,104.9313,840.1195,-4281.8781,4384.5110,-4246.9382,-324.5633,4486.5775,4612.2998,6012.4712,3051.6970,6522.3741,-1637.9904,-3419.7143,-6674.5058,-4092.4201,4115.8265,1095.3939,6849.6537,-2034.4058,-6049.6216,2994.9192,-493.5429,-6508.0337,-507.6804,6086.6488,-2689.2868,-4131.4571,-3915.3706,-4652.0217,-3816.3482,-2978.9593,4642.8962,263.6950,1327.1913,5543.6942,3587.8366,-3319.7714,-3923.0938,-3121.8703,-1363.6635,1611.1166,-2371.0208,2684.9441,2412.6565,-4652.8682,-3278.4699,6379.1659,-5799.1032,-6497.7189,-1775.5766,2289.1295,-2961.2520,-5735.7679,-2118.1017,-5032.7187,5100.9177,-567.5968,-2669.0806,-5517.7092,1354.8460,-4800.0296,4729.1780,-5343.0596,-5391.9942,6184.4575,-1095.6044,-2725.6847,5890.8417,1243.1808,-5803.7192,-3803.7162,125953.6054,127588.6844,114679.2563,118562.9533,125466.7805,122551.1802,116342.2463,118571.0881,294561391.2081,294548560.7262,294539607.9079,294538029.2621,117868.4189,294546339.0272,4681.8813,-2937.8341,0.0000,-4639.1660,-6445.7711,-4661.6378,2604.6508,509.9766,5459.2250,-1281.5441,4188.7839,1593.7143,-307.5738,-3570.4369,3499.4310,4417.3003,-1655.7493,5010.1732,6211.5376,4979.5649,-2526.4412,-1379.2322,2495.5905,6776.5880,-5304.4432,-337.3276,3072.6347,-3730.4626,4469.0789,-4166.5847,-4327.2664,-4712.6359,3870.7459,3921.5083,-1922.6069,5073.4282,4523.0194,-3095.6898,4295.2821,1390.7030,-3531.2629,3328.3286,171.1248,5212.6543,5404.9078,6834.1171,-76.7916,226.8522,-1746.4300,4594.6450,2427.1445,291.8663,4529.7122,898.0376,-4721.4910,-5251.8910,-4954.6840,-5065.1208,-1308.1868,-5435.4162,4860.1406,-1288.2753,-3143.2274,1052.0372,-3179.2127,-4249.2756,3869.3484,24.9722,-1291.2323,2662.4741,523.1342,-5368.9267,5401.8231,-4929.8519,-4551.1176,1954.2593,-923.9463,-1910.2540,-4658.4015,-4942.3321,-5483.6816,3379.3604,-5070.7340,3869.2592,3209.9189,5281.7332,4517.0149,-2370.7400,2808.6122,-4844.4237,-4823.7446,-3047.7853,4099.8025,2753.2387,-4513.6521,3695.1302,681.7852,-1273.2714,3643.8060,5015.6117,-141193.6832,-144572.6786,-138659.4283,-140608.5411,-135290.9697,-142203.9962,-149808.9164,-139400.9758,-93428241.0923,-93443848.7736,-93421788.6380,-93428622.8999,-141003.2020,-93417911.6170,
