sl_20_5400_20300211 Coordinates.csv
2030/02/11 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:58 2024,
Start: 2030/02/11 07:47:00.00, Stop: 2030/02/11 09:17:00.00,
TIME_UNITS,STARLINK-4277 - X-Coordinate,STARLINK-32212 - X-Coordinate,STARLINK-3328 - X-Coordinate,STARLINK-31616 - X-Coordinate,STARLINK-30415 - X-Coordinate,STARLINK-30380 - X-Coordinate,STARLINK-4742 - X-Coordinate,STARLINK-5740 - X-Coordinate,STARLINK-1666 - X-Coordinate,STARLINK-11161 [DTC] - X-Coordinate,STARLINK-3362 - X-Coordinate,STARLINK-1699 - X-Coordinate,STARLINK-30527 - X-Coordinate,STARLINK-30488 - X-Coordinate,STARLINK-2225 - X-Coordinate,STARLINK-5483 - X-Coordinate,STARLINK-5086 - X-Coordinate,STARLINK-4607 - X-Coordinate,STARLINK-30609 - X-Coordinate,STARLINK-30429 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4277 - Y-Coordinate,STARLINK-32212 - Y-Coordinate,STARLINK-3328 - Y-Coordinate,STARLINK-31616 - Y-Coordinate,STARLINK-30415 - Y-Coordinate,STARLINK-30380 - Y-Coordinate,STARLINK-4742 - Y-Coordinate,STARLINK-5740 - Y-Coordinate,STARLINK-1666 - Y-Coordinate,STARLINK-11161 [DTC] - Y-Coordinate,STARLINK-3362 - Y-Coordinate,STARLINK-1699 - Y-Coordinate,STARLINK-30527 - Y-Coordinate,STARLINK-30488 - Y-Coordinate,STARLINK-2225 - Y-Coordinate,STARLINK-5483 - Y-Coordinate,STARLINK-5086 - Y-Coordinate,STARLINK-4607 - Y-Coordinate,STARLINK-30609 - Y-Coordinate,STARLINK-30429 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4277 - Z-Coordinate,STARLINK-32212 - Z-Coordinate,STARLINK-3328 - Z-Coordinate,STARLINK-31616 - Z-Coordinate,STARLINK-30415 - Z-Coordinate,STARLINK-30380 - Z-Coordinate,STARLINK-4742 - Z-Coordinate,STARLINK-5740 - Z-Coordinate,STARLINK-1666 - Z-Coordinate,STARLINK-11161 [DTC] - Z-Coordinate,STARLINK-3362 - Z-Coordinate,STARLINK-1699 - Z-Coordinate,STARLINK-30527 - Z-Coordinate,STARLINK-30488 - Z-Coordinate,STARLINK-2225 - Z-Coordinate,STARLINK-5483 - Z-Coordinate,STARLINK-5086 - Z-Coordinate,STARLINK-4607 - Z-Coordinate,STARLINK-30609 - Z-Coordinate,STARLINK-30429 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5998.0283,3799.0132,4358.0470,53.2201,5102.4563,806.1542,5008.2202,4946.4525,4689.0846,3713.1578,-122.6979,0.0000,-3644.0059,-5542.5891,4084.5456,-97.9184,-5682.2609,-4257.1064,-2437.4417,314.2811,363537.5047,336536.3199,358303.7874,355921.5406,347504.5112,348993.8908,351155.0937,351429.9611,2093704.7433,2079117.9741,2123185.5488,2110722.4390,352646.6321,2112391.0776,-1076.6654,-2582.1444,1423.0169,-4005.0201,743.5829,-5229.0633,-4460.6031,2619.7496,-27.9560,-1411.8856,-6866.3825,0.0000,5726.0187,-4138.3359,-3032.2221,-6561.0509,3517.5407,5376.4667,-6135.6141,-6541.5141,137193.4308,113037.0200,122675.5886,126018.0949,127644.0971,125340.0883,118701.4843,121774.4049,331992321.0146,331966995.9655,331989422.2372,331994774.2913,122073.9052,331990771.8618,3207.8096,-5109.3219,-5165.0568,5200.2303,4612.4498,-4464.5048,-1662.4620,-4087.5442,5028.7177,-5297.5376,-900.4261,0.0000,-795.7444,-151.5656,-4369.8384,2273.7268,1644.0977,-978.0365,2083.2384,2229.1045,156048.6151,152526.5032,155872.7915,154169.3881,159195.4899,151930.0582,144858.2758,154857.5554,-33844344.8603,-33860170.6258,-33847383.5750,-33830358.9679,153556.8362,-33836233.0413,
300.000,4695.6712,1932.3843,4081.4376,-2125.8887,5458.2962,-1308.0035,3612.7647,6100.5826,5239.0217,2750.7102,-1324.6287,0.0000,-2278.6642,-6140.0010,2134.1063,-769.5470,-4891.8406,-3257.7288,-3635.0454,-1259.0745,360471.5442,333986.9947,355631.2340,353216.2333,344789.2881,346396.8933,348452.7464,349010.4628,-5154440.6787,-5168490.3060,-5124716.8890,-5138356.3268,349975.1002,-5135837.0010,-2272.4065,-3649.1683,-706.6908,-3500.2487,-1308.6323,-4892.7278,-4892.2386,1087.1301,-1894.1532,-3395.0369,-6275.2821,0.0000,6395.6916,-2721.0216,-3713.5662,-5533.9781,4841.9610,6053.4421,-4851.1398,-6761.1915,144864.4603,120126.6634,129942.0169,133232.8794,135059.5178,132670.0479,126158.4695,129525.3117,331961743.2157,331935847.1701,331959369.1994,331963883.6138,129482.1425,331960231.3513,4492.3190,-5491.4193,-5526.6870,5129.9745,4045.8391,-4719.8516,-3282.8646,-3103.7334,4032.6126,-4974.9960,-2619.6516,0.0000,760.8404,-1668.9253,-5160.6944,4118.4572,121.5786,837.3480,3340.0732,764.3129,156059.3968,152529.9417,155938.6479,154028.4558,159254.6606,152246.0543,144827.4260,155103.0329,-33838413.0670,-33854194.2499,-33840863.1012,-33824299.2899,153587.9578,-33830106.5627,
600.000,2933.0630,-104.6496,3459.5443,-4070.2319,5318.0136,-3307.0001,1838.8077,6674.6800,5296.2737,1532.8768,-2424.9080,0.0000,-675.2841,-6149.0149,-43.4315,-1416.9174,-3617.3646,-1927.2910,-4511.1645,-2702.5211,357243.0756,331289.4500,352801.2622,350354.0303,341918.4144,343658.9905,345592.7740,346492.5889,-12400244.7703,-12413746.5040,-12370306.8960,-12385054.3388,347147.9922,-12381724.8094,-3289.0660,-4404.5164,-2780.3588,-2650.3318,-3216.3978,-4125.2731,-4868.6681,-523.2503,-3541.1264,-5013.3692,-5066.1678,0.0000,6419.5671,-1026.0019,-4051.2896,-3950.5202,5685.5174,6135.3446,-3094.1734,-6323.6072,152466.0141,127159.5811,137149.3017,140376.1195,142414.4143,139935.2835,133555.7825,137226.7828,331772938.8531,331746484.7257,331771100.0389,331774692.1002,136831.9770,331771460.5970,5286.8378,-5271.8067,-5292.0930,4417.5721,3044.2530,-4468.9750,-4548.8605,-1787.5639,2595.0844,-4044.0156,-4057.9681,0.0000,2232.2789,-3006.6252,-5344.5172,5524.6053,-1414.2606,2562.7257,4237.8730,-782.8210,156069.9287,152533.3679,155999.9437,153885.8713,159310.8225,152566.7557,144801.0101,155233.8983,-33832477.3888,-33848216.8698,-33834331.3583,-33818296.7069,153618.9942,-33823979.9553,
900.000,891.3749,-2105.7577,2551.8966,-5550.8593,4686.0646,-4995.0644,-142.6488,6607.0583,4841.3004,187.2471,-3331.1699,0.0000,1016.1459,-5578.2523,-2209.3878,-1992.3740,-1975.0226,-381.7480,-4989.3574,-3889.7648,353853.6961,328444.9278,349815.1815,347335.4864,338893.2239,340783.0161,342576.5007,343855.3241,-19640253.8772,-19653197.2547,-19610131.5924,-19625907.6224,344166.5835,-19621818.5335,-4032.8294,-4768.7095,-4589.5252,-1545.5258,-4797.5123,-2998.9775,-4406.1752,-2066.7978,-4811.6359,-6077.6834,-3362.3279,0.0000,5801.9975,790.9141,-4010.7940,-1976.2465,5975.7801,5625.2403,-1036.6452,-5267.5586,159994.6309,134132.6929,144294.3005,147443.5450,149705.5563,147132.0880,140890.0447,144850.6798,331425995.5917,331398996.5034,331424700.8661,331427293.6752,144120.1428,331424547.2217,5504.9263,-4474.2978,-4486.4449,3151.9133,1715.2522,-3738.6238,-5324.6280,-279.7528,873.3482,-2617.7127,-5061.9045,0.0000,3453.8949,-4021.0528,-4899.8855,6342.7362,-2795.5582,4012.6295,4680.2871,-2245.7105,156080.2117,152536.7831,156056.6210,153742.1406,159364.0012,152891.5881,144778.9981,155240.6739,-33826537.7396,-33842238.4776,-33827788.5993,-33812349.3523,153649.9453,-33817853.2190,
1200.000,-1221.8367,-3870.8768,1439.8702,-6391.7958,3612.3219,-6205.2845,-2137.5346,5898.3361,3904.5779,-1149.5229,-3965.5250,0.0000,2634.2154,-4491.0131,-4127.1072,-2447.8017,-118.7407,1238.4884,-5027.4577,-4719.2267,350305.0774,325454.7335,346674.3666,344161.0348,335715.1195,337772.0431,339405.3246,341075.3634,-26871017.0570,-26883391.9088,-26840740.7291,-26857456.1859,341032.2182,-26852667.0695,-4430.8520,-4695.4392,-5950.4689,-299.0530,-5903.4568,-1616.2929,-3559.7269,-3407.0250,-5589.2731,-6459.6395,-1335.2845,0.0000,4612.0903,2559.7945,-3590.7705,184.2728,5694.8029,4584.0787,1120.1866,-3693.1161,167446.8870,141042.9452,151373.9006,154430.8307,156929.7407,154256.6948,148157.9101,152368.2895,330921076.4701,330893545.7425,330920333.1094,330921858.7719,151343.4015,330919654.2290,5122.8366,-3185.6675,-3196.1522,1491.2664,201.7404,-2606.7895,-5527.3074,1258.0631,-944.0474,-870.1902,-5524.8363,0.0000,4289.0649,-4603.6523,-3878.6534,6486.0393,-3871.7379,5031.3257,4619.8817,-3467.1510,156090.2468,152540.1886,156108.6308,153597.9215,159414.2208,153219.7654,144761.3619,155123.3851,-33820594.0346,-33836259.0651,-33821235.1065,-33806454.4173,153680.8111,-33811726.3539,
1500.000,-3193.8134,-5226.0892,219.8420,-6491.6799,2188.5978,-6816.2811,-3947.6013,4612.3066,2565.3114,-2345.2029,-4270.7305,0.0000,4021.5141,-2997.8664,-5587.5146,-2738.3493,1774.4277,2781.3645,-4621.0940,-5122.3503,346598.9640,322320.2363,343380.2576,340830.9397,332385.5732,334629.3947,336080.7168,338128.9592,-34089087.7241,-34100884.1776,-34058688.3268,-34076245.8921,337746.3083,-34070823.6691,-4438.3309,-4177.6144,-6722.9950,964.1034,-6433.6146,-100.9022,-2416.2375,-4427.5872,-5809.2813,-6108.0910,812.8125,0.0000,2975.6004,4112.3744,-2824.2302,2308.9856,4879.3289,3123.1102,3165.5479,-1751.7494,174819.3972,147887.3127,158385.0208,161333.6075,164083.7935,161305.2614,155356.0668,159752.4650,330258419.8240,330230370.9743,330258233.4433,330258633.9551,158498.5443,330257019.9266,4182.0210,-1546.7378,-1560.0666,-356.3090,-1333.4819,-1194.6821,-5135.3569,2660.7835,-2658.1705,984.2628,-5397.8001,0.0000,4644.5111,-4692.2474,-2400.2949,5939.2102,-4525.8673,5509.5546,4063.1097,-4316.2758,156100.0350,152543.5855,156155.9330,153454.0692,159461.5042,153550.2204,144748.0752,154892.1221,-33814646.1912,-33830278.6243,-33814671.1910,-33800608.3018,153711.5915,-33805599.3600,
1800.000,-4828.0876,-6041.0542,-1004.6685,-5836.6149,540.9627,-6764.8359,-5389.8155,2870.2267,944.8482,-3284.8858,-4215.0266,0.0000,5039.8684,-1245.2210,-6432.1412,-2826.8265,3521.1835,4097.4417,-3804.2110,-5068.6802,342737.1732,319042.8676,339934.3583,337345.2394,328906.1249,331358.6484,332604.2205,334993.9547,-41291025.2922,-41302233.7755,-41260534.3135,-41278830.2268,334310.3329,-41272847.5821,-4043.6797,-3250.1851,-6825.4291,2119.4545,-6344.4942,1413.0028,-1085.6627,-5042.2819,-5463.5958,-5056.6138,2869.2306,0.0000,1061.2680,5297.8045,-1776.8479,4181.2513,3615.7334,1391.5976,4899.7915,368.6134,182108.8165,154662.7997,165324.6123,168147.4882,171164.5710,168273.8523,162481.2384,166979.9139,329438339.1739,329409785.9096,329438713.6814,329437941.4927,165582.3931,329436957.8137,2784.8131,262.5539,245.0470,-2159.2972,-2725.4525,346.0105,-4190.6640,3777.7990,-4081.8616,2717.5832,-4694.3221,0.0000,4480.5791,-4277.3964,-638.5475,4760.0437,-4687.0775,5396.0471,3069.6456,-4702.3912,156109.5772,152546.9750,156198.4961,153311.6962,159505.8727,153881.5117,144739.1138,154566.6539,-33808694.1282,-33824297.1469,-33808097.1930,-33794806.7981,153742.2865,-33799472.2373,
2100.000,-5964.3536,-6242.0493,-2131.3958,-4502.0336,-1181.4482,-6052.9073,-6314.7486,839.1149,-804.4997,-3881.8024,-3795.4385,0.0000,5584.0295,598.9089,-6571.0313,-2688.4349,4949.5036,5054.3200,-2646.5227,-4567.5565,338721.5937,315624.1213,336338.2362,333703.6792,325278.3816,327963.6241,328977.4502,331651.7791,-48473396.8141,-48484008.0603,-48442846.1601,-48461771.9659,330725.8380,-48455305.6968,-3271.1709,-1988.9188,-6243.9065,3054.9988,-5652.9453,2792.4138,309.2761,-5202.0345,-4599.6933,-3420.6056,4631.4180,0.0000,-936.7464,5997.1128,-542.2621,5612.1136,2030.6272,-438.6260,6154.0459,2461.8785,189311.8420,161366.4409,172189.6596,174868.1152,178168.9618,175158.4226,169530.1854,174033.3313,328461223.0763,328432179.2896,328462160.6335,328460178.9018,172591.8017,328459856.4331,1083.5432,2042.8515,2023.5489,-3692.2902,-3824.9594,1849.4091,-2794.3369,4489.2948,-5060.2839,4116.4980,-3489.0501,0.0000,3815.5545,-3403.3469,1198.6762,3073.6458,-4337.9300,4702.8605,1746.1330,-4584.3505,156118.8742,152550.3584,156236.2974,153172.2496,159547.3464,154211.7011,144734.4552,154174.9833,-33802737.7666,-33818314.6246,-33801513.4820,-33789045.2854,153772.8962,-33793344.9858,
2400.000,-6494.6703,-5818.8999,-3067.5627,-2643.2754,-2819.9633,-4747.9694,-6622.3703,-1284.5742,-2513.8871,-4084.7892,-3039.2359,0.0000,5592.6434,2360.7479,-5992.9911,-2315.2282,5915.3406,5550.0410,-1247.9250,-3666.6054,334554.1845,312065.5522,332593.5214,329905.6370,321504.0174,324448.3433,325202.0908,328089.1322,-55632778.6182,-55642783.6688,-55602200.5114,-55621644.7534,326994.4352,-55614774.1764,-2180.4216,-504.7824,-5034.4859,3681.5481,-4433.2191,3917.1017,1644.0427,-4898.3496,-3313.8310,-1384.1581,5926.8633,0.0000,-2818.5722,6135.2243,765.6664,6459.9060,278.2375,-2190.2241,6807.0013,4323.6516,196425.2142,167995.3033,178977.1817,181491.2457,185093.8876,181954.8073,176499.7071,180903.0420,327327534.9401,327298014.7026,327329035.9278,327325818.4932,179523.6575,327326179.1867,-736.0454,3597.6726,3582.4102,-4764.4575,-4514.5091,3153.4973,-1096.3799,4719.0542,-5487.4696,5009.1450,-1910.2621,0.0000,2723.6763,-2163.5350,2894.0163,1059.5137,-3516.2074,3504.1739,234.8371,-3974.7345,156127.9270,152553.7368,156269.3231,153037.6092,159585.9441,154538.1943,144734.0790,153750.9187,-33796777.0291,-33812331.0492,-33794920.4563,-33783318.9192,153803.4205,-33787217.6055,
