sl_100_5400_20300708 Coordinates.csv
2030/07/08 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:45 2024,
Start: 2030/07/08 07:47:00.00, Stop: 2030/07/08 09:17:00.00,
TIME_UNITS,STARLINK-11137 [DTC] - X-Coordinate,STARLINK-30115 - X-Coordinate,STARLINK-2179 - X-Coordinate,STARLINK-1007 - X-Coordinate,STARLINK-32131 - X-Coordinate,STARLINK-31967 - X-Coordinate,STARLINK-5908 - X-Coordinate,STARLINK-1627 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-2427 - X-Coordinate,STARLINK-3812 - X-Coordinate,STARLINK-4173 - X-Coordinate,STARLINK-4342 - X-Coordinate,STARLINK-30577 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-3262 - X-Coordinate,STARLINK-30456 - X-Coordinate,STARLINK-4742 - X-Coordinate,STARLINK-4699 - X-Coordinate,STARLINK-30210 - X-Coordinate,STARLINK-30705 - X-Coordinate,STARLINK-30505 - X-Coordinate,STARLINK-2000 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-3185 - X-Coordinate,STARLINK-31360 - X-Coordinate,STARLINK-3845 - X-Coordinate,STARLINK-5422 - X-Coordinate,STARLINK-30588 - X-Coordinate,STARLINK-6310 - X-Coordinate,STARLINK-1814 - X-Coordinate,STARLINK-4021 - X-Coordinate,STARLINK-31862 - X-Coordinate,STARLINK-3873 - X-Coordinate,STARLINK-1715 - X-Coordinate,STARLINK-30239 - X-Coordinate,STARLINK-1639 - X-Coordinate,STARLINK-6230 - X-Coordinate,STARLINK-5453 - X-Coordinate,STARLINK-3647 - X-Coordinate,STARLINK-11175 [DTC] - X-Coordinate,STARLINK-5944 - X-Coordinate,STARLINK-6068 - X-Coordinate,STARLINK-1482 - X-Coordinate,STARLINK-5516 - X-Coordinate,STARLINK-4077 - X-Coordinate,STARLINK-31231 - X-Coordinate,STARLINK-3832 - X-Coordinate,STARLINK-32005 - X-Coordinate,STARLINK-1352 - X-Coordinate,STARLINK-31398 - X-Coordinate,STARLINK-4424 - X-Coordinate,STARLINK-31366 - X-Coordinate,STARLINK-4105 - X-Coordinate,STARLINK-3937 - X-Coordinate,STARLINK-30409 - X-Coordinate,STARLINK-4564 - X-Coordinate,STARLINK-5381 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-6361 - X-Coordinate,STARLINK-3093 - X-Coordinate,STARLINK-30980 - X-Coordinate,STARLINK-30080 - X-Coordinate,STARLINK-31208 - X-Coordinate,STARLINK-4165 - X-Coordinate,STARLINK-31120 - X-Coordinate,STARLINK-30767 - X-Coordinate,STARLINK-30489 - X-Coordinate,STARLINK-32254 - X-Coordinate,STARLINK-30261 - X-Coordinate,STARLINK-31557 - X-Coordinate,STARLINK-4680 - X-Coordinate,STARLINK-31988 - X-Coordinate,STARLINK-2196 - X-Coordinate,STARLINK-5993 - X-Coordinate,STARLINK-5204 - X-Coordinate,STARLINK-6171 - X-Coordinate,STARLINK-1279 - X-Coordinate,STARLINK-1680 - X-Coordinate,STARLINK-11144 [DTC] - X-Coordinate,STARLINK-30781 - X-Coordinate,STARLINK-3585 - X-Coordinate,STARLINK-2483 - X-Coordinate,STARLINK-11104 [DTC] - X-Coordinate,STARLINK-31388 - X-Coordinate,STARLINK-30547 - X-Coordinate,STARLINK-31069 - X-Coordinate,STARLINK-31748 - X-Coordinate,STARLINK-6320 - X-Coordinate,STARLINK-5805 - X-Coordinate,STARLINK-5916 - X-Coordinate,STARLINK-30885 - X-Coordinate,STARLINK-31543 - X-Coordinate,STARLINK-5158 - X-Coordinate,STARLINK-31016 - X-Coordinate,STARLINK-31273 - X-Coordinate,STARLINK-31953 - X-Coordinate,STARLINK-4116 - X-Coordinate,STARLINK-30251 - X-Coordinate,STARLINK-30898 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11137 [DTC] - Y-Coordinate,STARLINK-30115 - Y-Coordinate,STARLINK-2179 - Y-Coordinate,STARLINK-1007 - Y-Coordinate,STARLINK-32131 - Y-Coordinate,STARLINK-31967 - Y-Coordinate,STARLINK-5908 - Y-Coordinate,STARLINK-1627 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-2427 - Y-Coordinate,STARLINK-3812 - Y-Coordinate,STARLINK-4173 - Y-Coordinate,STARLINK-4342 - Y-Coordinate,STARLINK-30577 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-3262 - Y-Coordinate,STARLINK-30456 - Y-Coordinate,STARLINK-4742 - Y-Coordinate,STARLINK-4699 - Y-Coordinate,STARLINK-30210 - Y-Coordinate,STARLINK-30705 - Y-Coordinate,STARLINK-30505 - Y-Coordinate,STARLINK-2000 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-3185 - Y-Coordinate,STARLINK-31360 - Y-Coordinate,STARLINK-3845 - Y-Coordinate,STARLINK-5422 - Y-Coordinate,STARLINK-30588 - Y-Coordinate,STARLINK-6310 - Y-Coordinate,STARLINK-1814 - Y-Coordinate,STARLINK-4021 - Y-Coordinate,STARLINK-31862 - Y-Coordinate,STARLINK-3873 - Y-Coordinate,STARLINK-1715 - Y-Coordinate,STARLINK-30239 - Y-Coordinate,STARLINK-1639 - Y-Coordinate,STARLINK-6230 - Y-Coordinate,STARLINK-5453 - Y-Coordinate,STARLINK-3647 - Y-Coordinate,STARLINK-11175 [DTC] - Y-Coordinate,STARLINK-5944 - Y-Coordinate,STARLINK-6068 - Y-Coordinate,STARLINK-1482 - Y-Coordinate,STARLINK-5516 - Y-Coordinate,STARLINK-4077 - Y-Coordinate,STARLINK-31231 - Y-Coordinate,STARLINK-3832 - Y-Coordinate,STARLINK-32005 - Y-Coordinate,STARLINK-1352 - Y-Coordinate,STARLINK-31398 - Y-Coordinate,STARLINK-4424 - Y-Coordinate,STARLINK-31366 - Y-Coordinate,STARLINK-4105 - Y-Coordinate,STARLINK-3937 - Y-Coordinate,STARLINK-30409 - Y-Coordinate,STARLINK-4564 - Y-Coordinate,STARLINK-5381 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-6361 - Y-Coordinate,STARLINK-3093 - Y-Coordinate,STARLINK-30980 - Y-Coordinate,STARLINK-30080 - Y-Coordinate,STARLINK-31208 - Y-Coordinate,STARLINK-4165 - Y-Coordinate,STARLINK-31120 - Y-Coordinate,STARLINK-30767 - Y-Coordinate,STARLINK-30489 - Y-Coordinate,STARLINK-32254 - Y-Coordinate,STARLINK-30261 - Y-Coordinate,STARLINK-31557 - Y-Coordinate,STARLINK-4680 - Y-Coordinate,STARLINK-31988 - Y-Coordinate,STARLINK-2196 - Y-Coordinate,STARLINK-5993 - Y-Coordinate,STARLINK-5204 - Y-Coordinate,STARLINK-6171 - Y-Coordinate,STARLINK-1279 - Y-Coordinate,STARLINK-1680 - Y-Coordinate,STARLINK-11144 [DTC] - Y-Coordinate,STARLINK-30781 - Y-Coordinate,STARLINK-3585 - Y-Coordinate,STARLINK-2483 - Y-Coordinate,STARLINK-11104 [DTC] - Y-Coordinate,STARLINK-31388 - Y-Coordinate,STARLINK-30547 - Y-Coordinate,STARLINK-31069 - Y-Coordinate,STARLINK-31748 - Y-Coordinate,STARLINK-6320 - Y-Coordinate,STARLINK-5805 - Y-Coordinate,STARLINK-5916 - Y-Coordinate,STARLINK-30885 - Y-Coordinate,STARLINK-31543 - Y-Coordinate,STARLINK-5158 - Y-Coordinate,STARLINK-31016 - Y-Coordinate,STARLINK-31273 - Y-Coordinate,STARLINK-31953 - Y-Coordinate,STARLINK-4116 - Y-Coordinate,STARLINK-30251 - Y-Coordinate,STARLINK-30898 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11137 [DTC] - Z-Coordinate,STARLINK-30115 - Z-Coordinate,STARLINK-2179 - Z-Coordinate,STARLINK-1007 - Z-Coordinate,STARLINK-32131 - Z-Coordinate,STARLINK-31967 - Z-Coordinate,STARLINK-5908 - Z-Coordinate,STARLINK-1627 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-2427 - Z-Coordinate,STARLINK-3812 - Z-Coordinate,STARLINK-4173 - Z-Coordinate,STARLINK-4342 - Z-Coordinate,STARLINK-30577 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-3262 - Z-Coordinate,STARLINK-30456 - Z-Coordinate,STARLINK-4742 - Z-Coordinate,STARLINK-4699 - Z-Coordinate,STARLINK-30210 - Z-Coordinate,STARLINK-30705 - Z-Coordinate,STARLINK-30505 - Z-Coordinate,STARLINK-2000 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-3185 - Z-Coordinate,STARLINK-31360 - Z-Coordinate,STARLINK-3845 - Z-Coordinate,STARLINK-5422 - Z-Coordinate,STARLINK-30588 - Z-Coordinate,STARLINK-6310 - Z-Coordinate,STARLINK-1814 - Z-Coordinate,STARLINK-4021 - Z-Coordinate,STARLINK-31862 - Z-Coordinate,STARLINK-3873 - Z-Coordinate,STARLINK-1715 - Z-Coordinate,STARLINK-30239 - Z-Coordinate,STARLINK-1639 - Z-Coordinate,STARLINK-6230 - Z-Coordinate,STARLINK-5453 - Z-Coordinate,STARLINK-3647 - Z-Coordinate,STARLINK-11175 [DTC] - Z-Coordinate,STARLINK-5944 - Z-Coordinate,STARLINK-6068 - Z-Coordinate,STARLINK-1482 - Z-Coordinate,STARLINK-5516 - Z-Coordinate,STARLINK-4077 - Z-Coordinate,STARLINK-31231 - Z-Coordinate,STARLINK-3832 - Z-Coordinate,STARLINK-32005 - Z-Coordinate,STARLINK-1352 - Z-Coordinate,STARLINK-31398 - Z-Coordinate,STARLINK-4424 - Z-Coordinate,STARLINK-31366 - Z-Coordinate,STARLINK-4105 - Z-Coordinate,STARLINK-3937 - Z-Coordinate,STARLINK-30409 - Z-Coordinate,STARLINK-4564 - Z-Coordinate,STARLINK-5381 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-6361 - Z-Coordinate,STARLINK-3093 - Z-Coordinate,STARLINK-30980 - Z-Coordinate,STARLINK-30080 - Z-Coordinate,STARLINK-31208 - Z-Coordinate,STARLINK-4165 - Z-Coordinate,STARLINK-31120 - Z-Coordinate,STARLINK-30767 - Z-Coordinate,STARLINK-30489 - Z-Coordinate,STARLINK-32254 - Z-Coordinate,STARLINK-30261 - Z-Coordinate,STARLINK-31557 - Z-Coordinate,STARLINK-4680 - Z-Coordinate,STARLINK-31988 - Z-Coordinate,STARLINK-2196 - Z-Coordinate,STARLINK-5993 - Z-Coordinate,STARLINK-5204 - Z-Coordinate,STARLINK-6171 - Z-Coordinate,STARLINK-1279 - Z-Coordinate,STARLINK-1680 - Z-Coordinate,STARLINK-11144 [DTC] - Z-Coordinate,STARLINK-30781 - Z-Coordinate,STARLINK-3585 - Z-Coordinate,STARLINK-2483 - Z-Coordinate,STARLINK-11104 [DTC] - Z-Coordinate,STARLINK-31388 - Z-Coordinate,STARLINK-30547 - Z-Coordinate,STARLINK-31069 - Z-Coordinate,STARLINK-31748 - Z-Coordinate,STARLINK-6320 - Z-Coordinate,STARLINK-5805 - Z-Coordinate,STARLINK-5916 - Z-Coordinate,STARLINK-30885 - Z-Coordinate,STARLINK-31543 - Z-Coordinate,STARLINK-5158 - Z-Coordinate,STARLINK-31016 - Z-Coordinate,STARLINK-31273 - Z-Coordinate,STARLINK-31953 - Z-Coordinate,STARLINK-4116 - Z-Coordinate,STARLINK-30251 - Z-Coordinate,STARLINK-30898 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3891.9555,0.0000,4185.4719,0.0000,-4127.4675,-72.8951,6566.9849,5781.4286,3413.3445,-5013.8977,-5842.2255,3340.9699,-6263.6987,4088.9877,4330.4523,-1105.0599,4029.8670,3623.2813,-4323.8323,-600.3512,397.5967,-3171.1354,-1708.5016,5115.5552,5924.7045,0.0000,4182.6122,-4509.5513,-4468.6099,5889.7035,4152.8335,-4866.8966,869.3420,4586.0126,-3225.5155,-340.0367,6341.5112,3141.4253,4824.6774,5186.2282,0.0000,-1948.6700,3141.5699,1231.0544,4170.9354,3442.5363,-6728.5632,-2384.1848,-4842.6669,-5094.1464,-6313.1730,2289.9095,-1436.6019,6512.3624,401.0558,-6588.1597,-6428.9920,2883.4103,6673.9303,1773.1508,63.8031,3103.8217,3238.5422,-3976.8703,-4231.6545,2146.8754,1706.2613,172.6157,4055.7634,-1672.7733,0.0000,0.0000,-3246.1815,-2019.0605,128.3168,5773.0065,5569.1870,3067.8986,6856.4975,406.7458,-4673.0099,1422.8100,-3536.8885,-4526.0580,-6603.4684,2340.4205,-3587.0898,-6170.9353,5703.2165,-5680.5281,-651.7722,-5276.6144,2606.0932,-5804.7569,5499.9962,373.3245,2161.5647,3393.5368,1845.8896,-4119.9147,307197.4372,333285.7419,310721.6402,310367.4242,315981.1448,316232.8724,318382.5656,316748.2854,-214437664.7578,-214387842.6370,-214423180.7675,-214420972.1715,315080.0637,-214420698.9311,4451.9016,0.0000,-5429.0608,0.0000,4332.2785,-4351.6145,-1053.2950,2706.0019,-2719.9797,-745.9591,2537.5020,2632.7751,-2764.4593,3860.7843,-348.4741,-6338.8080,1265.6383,-2014.5189,-4791.6698,-5640.0493,-6781.6310,4951.9636,6393.7256,-416.0388,713.9664,0.0000,-896.1917,3626.3135,2339.0676,2927.4837,1455.7637,852.4473,-5947.2211,-2314.5231,2981.9813,-6051.3099,33.1391,-4318.4417,228.4667,-2892.7412,0.0000,5142.7078,5214.7638,6715.1006,4367.0994,3628.6328,-607.3307,3776.6390,-1095.7505,744.8377,2302.9420,-2710.3590,-6512.9762,-179.0248,-4079.4720,-1658.0908,2513.2421,-6205.4448,143.6773,4771.0763,-3103.5060,4202.2018,-4451.6625,-5154.4198,-2114.5915,6429.6269,4855.4884,6783.9154,4766.2692,6478.0613,0.0000,0.0000,3125.5191,6339.5220,4981.1854,-3657.3803,572.5507,5314.6897,369.3834,6547.5236,-1948.1485,-5630.8386,5359.1169,-1034.1842,1434.2500,-6340.7167,3590.2762,-1764.9384,-2881.1920,-827.9208,6890.5411,-2384.4048,-4820.6681,717.5000,-4073.4332,-5656.6814,-4691.2759,-3382.0847,5694.1189,76.3273,196881.7713,185934.9061,196915.1436,192230.1631,185665.7398,188768.4450,195150.9313,193840.7864,273274031.9733,273288940.4622,273275896.6847,273290347.8229,193343.2496,273282590.0485,-3061.3669,0.0000,848.4848,0.0000,-3101.5405,5279.9979,-1972.8146,-2458.9008,-5297.9876,4661.8180,-2622.0643,-5448.1989,1039.0413,4037.7127,-5128.1752,2501.3601,5322.1370,-5529.6781,2471.5283,3931.3595,-250.4851,3629.0928,-2210.0105,-4637.9494,-3482.9587,0.0000,5388.4902,3720.3329,4698.2022,2120.3817,5164.3124,-4795.2433,3089.7602,4159.3018,-5189.0046,3287.8402,2505.3819,-4412.3801,4911.5246,-3488.8415,0.0000,4193.8780,3424.8777,333.9666,3383.5560,-4758.9408,1012.7993,5267.5790,4712.5701,-4549.2631,-1134.7692,5937.1150,1230.8616,-2307.4016,-5430.0270,-1246.1812,-814.2045,-954.2949,1347.2576,-4696.7306,6209.2478,4548.4034,4159.7227,1966.9644,5020.3583,-1396.5577,4584.4064,1330.4193,-2339.3961,1678.0248,0.0000,0.0000,5086.2334,-1386.2812,-4887.4975,-1113.5162,4064.3238,-3168.3933,729.9652,-1415.3327,-4710.0955,-3751.5175,2244.2491,4880.7999,987.2623,1402.8774,-4715.0180,-1990.7421,2625.6360,-3882.4258,-623.3279,3769.6863,4041.5287,3636.0711,-289.4132,-3820.7050,4334.7650,4954.9690,3469.9156,-5461.8534,-62205.3267,-68069.1466,-62352.1182,-64638.2962,-59236.3311,-65898.7930,-73542.7075,-64437.1555,154960898.0829,154985391.8151,154986830.9007,154958452.0780,-64796.4579,154968401.4583,
300.000,-2095.6966,0.0000,2877.1311,0.0000,-2352.8976,-2101.6488,6715.2413,6598.0861,2462.9464,-5897.8112,-4426.0895,4801.6030,-5437.9703,5608.3182,4603.4408,-2242.2779,4032.4612,2348.0420,-4673.9456,-2486.1495,-837.9142,-1840.9665,-243.6308,4468.1809,5004.8805,0.0000,3103.7445,-2688.0269,-3310.3378,5918.3005,4018.1180,-3487.7854,-989.4100,2768.4693,-2186.2292,-2079.7218,5390.0749,1103.7473,5519.0570,3513.9360,0.0000,157.8948,4127.3578,2344.9839,5643.4257,5133.4858,-6299.6741,-960.4763,-5846.2176,-5487.6624,-5229.9900,3886.1169,-2919.7276,6731.7624,-1782.4769,-6378.8490,-5481.9276,1281.4366,5998.8701,3727.6782,-1636.6822,4415.9588,1193.9896,-4780.0761,-5573.4669,3310.4262,3506.3379,1691.1249,5229.4974,-187.9254,0.0000,0.0000,-2274.5221,-843.4700,1090.4677,4593.9134,6067.2651,4481.8793,6388.9574,1621.8958,-5342.7971,-300.4421,-1939.5662,-3937.4241,-6162.4620,936.4565,-1984.9433,-6696.3169,4218.8953,-6264.8905,852.4462,-5246.1437,502.4445,-4506.5179,4560.3862,-1073.4031,380.1424,1354.3880,3612.6064,-3739.9582,302724.7164,329227.9616,306645.7409,306352.0663,311842.4266,312020.7041,314211.7947,312476.4184,-220352336.6929,-220302365.0393,-220337255.1229,-220336223.4473,310905.6503,-220335318.4957,4570.3182,0.0000,-5726.9978,0.0000,4529.1652,-3544.8524,-1730.9335,1650.9961,-4532.0463,847.5717,3375.4689,1136.8207,-2876.0884,2703.6816,-2373.4706,-5185.0052,-932.4905,-3763.8358,-3217.8861,-5759.8370,-6432.4520,6191.1881,5892.7127,-2472.9795,-852.2217,0.0000,-2793.5284,4079.8420,4141.8569,1162.9262,-725.7007,2423.8055,-5313.3614,-3268.7160,4732.6735,-6258.9467,-1309.3280,-4948.7773,-1536.2587,-3620.7935,0.0000,5102.0416,5445.5907,6061.4251,3394.8296,2902.3156,965.9124,5204.7912,457.1509,2492.5153,3543.0490,-3522.6288,-6114.9597,-1458.5968,-3916.9372,-28.8538,3438.6948,-6352.6536,-1118.3018,3959.0216,-1725.0637,2498.3821,-4957.4067,-3581.9759,-727.7656,6062.1626,3659.6075,6704.1758,4117.8434,6895.2032,0.0000,0.0000,4868.9951,6727.7530,6086.5515,-4355.1039,-1279.5839,5024.5412,-872.1684,5737.8025,77.1770,-4902.0506,5325.0354,1040.2622,2891.9876,-6113.9023,4990.8413,-259.0827,-3978.5459,946.6940,6832.9988,-344.4733,-5021.9523,2045.5853,-4876.3184,-6339.4020,-5709.7827,-3959.8708,5457.4237,2224.0781,203229.2784,192864.4407,203602.1986,198971.2524,192215.1054,195481.6985,201678.1734,200188.9568,268527963.0286,268543671.7836,268529685.2479,268544348.8976,199924.7461,268536597.3422,-4366.9557,0.0000,2570.6117,0.0000,-4402.8760,5461.4692,133.4767,-717.0363,-4528.7898,3457.3933,-4058.6048,-4840.3148,3172.8601,3031.3241,-4283.1047,3964.5290,5388.5113,-5299.6171,3941.4028,2879.6301,-2039.2837,2460.1746,-3729.2540,-4666.0940,-4687.8336,0.0000,5467.4557,4840.5807,4405.2654,3369.0107,5418.3309,-5419.6573,4054.6235,5031.7210,-4363.2805,2017.3095,3961.8182,-4720.2194,3828.0776,-4689.0755,0.0000,4665.3993,1461.5216,2109.6971,2138.4828,-3589.5606,2454.1855,4438.3357,3535.4371,-3295.9301,-2561.0436,4512.0578,-323.6770,-553.3097,-5269.5418,-2651.7769,-2540.1278,-2398.3796,3018.0938,-4288.7878,6521.4035,4715.2585,4647.1473,3247.6646,4001.2670,411.0998,4670.6203,-205.7265,-560.8256,159.3576,0.0000,0.0000,4161.1122,435.0705,-3236.5148,-2808.7411,3071.8776,-1531.8244,2464.3474,-3082.8009,-4389.0054,-4867.3956,3757.3889,5364.2157,-568.3161,3060.0593,-4374.6485,-481.4389,3750.9542,-2805.4704,920.0806,4481.1875,4569.0892,4786.7451,1522.6765,-2319.9474,3569.5619,5475.1457,2250.0139,-5280.0645,-62272.0743,-68193.1929,-62440.4288,-64908.8678,-59323.5671,-65714.4442,-73701.1821,-64130.4588,154960705.8665,154984827.6002,154986548.1403,154958224.8246,-64901.8498,154968000.3961,
600.000,-43.8473,0.0000,1260.3143,0.0000,-305.8733,-3940.8223,6175.9283,6733.5428,1312.9082,-6210.5052,-2561.3806,5815.4227,-4034.6804,6585.4514,4423.1686,-3199.9440,3675.5276,890.7353,-4599.0986,-4110.9742,-2009.0601,-354.3850,1280.5774,3428.8314,3616.6649,0.0000,1766.0258,-586.6326,-1865.2241,5391.8955,3523.5173,-1796.0475,-2774.1098,648.2802,-967.1662,-3598.9938,3893.6617,-1033.1937,5689.8024,1486.7187,0.0000,2259.2854,4685.9462,3240.9668,6563.0679,6309.6046,-5237.7118,514.5667,-6271.6936,-5352.5101,-3608.9964,5093.5383,-4102.8078,6280.6908,-3780.9577,-5556.2052,-3990.6364,-465.0050,4704.3132,5328.4333,-3227.4366,5337.7899,-966.5821,-5122.2721,-6376.4986,4149.0701,4987.3783,3046.3649,5817.0491,1313.8188,0.0000,0.0000,-1112.1357,425.8484,1903.6824,2946.7395,5995.0107,5436.8405,5286.5825,2696.3812,-5529.3466,-2033.3314,-111.1458,-2983.0124,-5093.7189,-591.3258,-222.9923,-6505.9290,2321.7892,-6257.6651,2283.4477,-4743.5202,-1658.9164,-2775.2023,3142.1105,-2385.2374,-1413.2064,-812.8676,5014.8785,-3036.9652,298125.8075,325025.2280,302433.8894,302209.8566,307567.6247,307660.6567,309905.8823,307954.5749,-226161989.8635,-226111890.0510,-226146304.5886,-226146456.4211,306593.8110,-226144922.2365,4226.4289,0.0000,-5473.0106,0.0000,4287.2208,-2432.1372,-2233.2360,433.9571,-5894.7962,2323.1692,3920.1172,-426.5840,-2631.9490,1312.9488,-4120.1305,-3519.1433,-3033.4763,-5170.3545,-1305.0091,-5336.4479,-5411.3026,6827.9716,4843.3260,-4302.7976,-2377.6833,0.0000,-4440.9419,4176.1916,5554.6697,-737.3452,-2838.9659,3800.3027,-4150.3484,-3910.4767,6000.5271,-5862.0917,-2559.2025,-5144.3865,-3115.9116,-4038.3152,0.0000,4608.2373,5144.5357,4778.8654,2112.6536,1926.6596,2464.4068,6138.0828,1928.3940,3962.3880,4446.2740,-3897.5974,-5081.2044,-2586.5284,-3406.9852,1626.1050,4055.0020,-5891.2316,-2297.9422,2803.3547,-236.8705,577.7561,-5021.6879,-1631.3591,690.4788,5089.8730,2140.5407,5969.3013,3016.2486,6633.5918,0.0000,0.0000,6110.9976,6409.5206,6596.9463,-4650.3795,-2985.6926,4245.4514,-2054.1748,4306.9007,2075.4818,-3724.9876,4767.0194,3028.3475,4061.2270,-5292.6374,5934.1728,1269.6768,-4722.6361,2607.8798,6117.3107,1744.0648,-4754.2621,3218.5566,-5192.7689,-6379.4817,-6148.3675,-4202.6606,4706.8825,4150.3754,209473.5707,199705.8120,210198.2360,205633.1208,198676.1461,202120.3198,208115.4611,206419.5685,263653907.3807,263670425.5817,263655513.6986,263670326.5877,206416.1248,263662620.3880,-5146.9052,0.0000,4014.3569,0.0000,-5192.9274,5037.0153,2225.4653,1104.7672,-3261.3183,1876.1580,-5053.1068,-3710.9636,4965.6477,1699.4908,-2936.1868,4998.1752,4844.6115,-4498.7726,4985.6511,1515.7837,-3596.8452,1025.5402,-4857.3731,-4192.6016,-5387.1739,0.0000,4949.6882,5431.5679,3633.6715,4253.5423,5056.1951,-5454.0082,4551.7100,5286.6361,-3043.5774,527.4494,4972.9892,-4522.7690,2327.8177,-5378.8073,0.0000,4634.8911,-654.7293,3649.6308,663.6266,-2031.5290,3620.8880,3129.7243,1966.0316,-1680.3518,-3699.0844,2602.1247,-1841.2530,1260.6047,-4514.5433,-3770.5807,-3996.4265,-3583.2617,4348.0692,-3421.1355,6141.5916,4377.1676,4631.0061,4160.2802,2548.3383,2174.4446,4249.2331,-1719.7098,1285.1056,-1376.6451,0.0000,0.0000,2764.3425,2206.9200,-1246.1985,-4202.4741,1748.9645,270.7182,3931.5686,-4387.2471,-3595.3564,-5459.4870,4845.0833,5223.9992,-2060.2988,4385.3255,-3565.7432,1084.4476,4470.6564,-1427.8779,2365.5223,4708.8742,4581.5495,5415.7111,3165.5943,-560.2060,2390.1365,5400.7717,787.9957,-4512.3325,-62340.2647,-68317.0103,-62533.3809,-65179.3481,-59413.5740,-65526.5112,-73855.1707,-63884.7253,154960516.6609,154984261.8843,154986256.0059,154958016.5203,-65007.1969,154967599.0464,
