sl_5_86400_20300707 Coordinates.csv
2030/07/07 07:47:00.0000 UTC

Generated: Tue Oct  8 21:12:00 2024,
Start: 2030/07/07 07:47:00.00, Stop: 2030/07/08 07:47:00.00,
TIME_UNITS,STARLINK-6301 - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-5993 - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-11191 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6301 - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-5993 - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-11191 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6301 - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-5993 - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-11191 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2563.7047,-2610.0095,2548.5957,2939.7990,1395.1748,261665.9997,288369.6436,270857.1596,270424.3191,275925.2500,276230.2101,278489.9361,274086.3567,-213262157.7420,-213220184.8934,-213243132.3320,-213248121.3906,275157.4200,-213243506.9322,-4595.6880,3706.6303,6359.4154,-6043.6217,-4124.9771,260754.9617,249598.3566,263093.7720,258419.0876,251760.7231,254855.8921,261202.0003,258464.2145,274225789.8817,274228741.5102,274223780.3229,274229282.9820,259451.5888,274231715.3063,4472.9962,5126.4427,-1326.2820,1702.8645,5113.9898,-29567.2403,-36898.9542,-30445.6630,-32728.1478,-27328.4456,-33995.1728,-41635.2901,-31867.6275,155066056.3117,155039119.7038,155091024.6733,155077050.6408,-32889.2954,155071922.9295,
3600.000,284.1064,-2042.8283,-2345.9485,-817.4308,2039.6300,186777.3454,215121.5734,198136.8853,199522.6048,202422.3832,200890.2536,204674.1217,202076.5641,-277009893.2556,-276970714.8410,-276983574.8536,-276985575.4533,201159.3294,-276990943.7113,6613.5858,-4479.8686,-5581.9455,6600.9740,6238.4121,316379.3217,313375.6223,324703.3689,321357.1522,311931.4036,318337.2907,321025.5165,321158.0043,209638218.3776,209647250.9670,209637325.5728,209641228.2997,319895.2474,209645261.1159,-1999.0206,-4767.4098,-3471.9043,1954.0294,-1469.9834,-30872.9447,-38280.3965,-31928.6128,-35719.8145,-28670.2222,-32165.7656,-43364.2470,-35177.2453,155065138.3295,155034989.9417,155087305.6025,155073121.5269,-34268.6722,155068087.0882,
7200.000,-2556.9686,5165.5132,2166.0863,-2094.3585,-3673.9875,101054.0689,128183.8828,112773.4814,117558.5030,116274.8559,112141.8394,118430.4260,113622.6970,-321854339.8964,-321819442.3908,-321822047.7168,-321825194.6737,114443.4821,-321835629.9987,-6179.4945,4384.9565,1934.3361,-4892.9659,-4409.0179,351325.5672,356417.8166,365504.9626,361786.2390,351857.4666,362713.7013,360503.9426,358323.6202,130744387.5449,130757749.0776,130748065.9198,130754568.4198,359817.2436,130752590.8781,-1757.8258,1001.1876,6336.2479,-4453.6522,-3508.3531,-32237.3101,-39594.9236,-34035.3447,-35300.0935,-30386.5287,-35535.0387,-44476.0697,-35094.3905,155064369.7345,155031132.7288,155082549.8019,155064425.3484,-35644.7009,155064209.6660,
10800.000,4242.0613,-5437.4368,-3098.1640,5065.9146,4033.5274,9959.3009,33239.2055,20245.6647,25801.4423,22888.2491,17704.7010,25182.4247,21063.8368,-344735365.3525,-344705456.7033,-344699782.5150,-344709370.5346,20570.1267,-344717384.6625,3238.5520,-2318.1680,2468.0817,2076.5473,-623.7183,363779.7026,375909.1736,382822.6696,377736.5056,369043.1219,380627.3290,377243.9582,378381.1980,42928431.8776,42943972.0279,42939089.9410,42945666.9625,376705.1799,42937567.3769,4383.9613,3453.7084,-5746.9334,4246.3185,5334.0787,-33649.2254,-40826.1315,-36569.8966,-34363.6392,-32465.3205,-40463.6945,-44969.4329,-37424.4026,155063549.1994,155027591.7740,155076942.3532,155055328.6198,-37017.2461,155060290.6703,
14400.000,-5388.6983,3764.6306,4378.5783,-6747.5232,-3581.3325,-80821.7062,-63507.5730,-73450.4028,-68073.1871,-71917.0362,-77267.1170,-69289.2541,-74705.4098,-344091773.0254,-344066664.7317,-344056289.7297,-344073294.0705,-74454.0151,-344074834.2216,809.0908,-1679.4157,-5056.2811,597.3768,5152.7486,353304.9952,370547.8258,375525.0275,370071.1919,362457.8331,373299.0570,370226.6789,367737.6178,-47816724.3280,-47801228.4478,-47798144.8476,-47797085.5631,369522.9135,-47807097.0404,-4259.8458,-5475.4754,1981.6135,-1495.7758,-2423.0529,-35100.8072,-41948.2992,-39220.7183,-34202.9709,-34912.0784,-44414.6009,-44808.8597,-38372.7165,155062476.0688,155024419.6471,155070645.9052,155047552.1367,-38386.1725,155056330.1085,
18000.000,5387.9236,-1729.0457,-4133.1237,6001.3292,1521.6790,-165716.9292,-155743.9092,-162232.5206,-157398.6306,-162318.1891,-166945.7120,-159232.2134,-164698.6084,-319967799.1221,-319946428.3905,-319935800.4289,-319956815.8086,-164560.5271,-319951956.2926,-4085.4471,5566.8095,4844.2143,-2712.4854,-5981.5767,320845.0093,340617.5362,344133.4515,339284.0215,332626.2816,342228.7417,339810.1991,340544.8178,-135298379.4247,-135284857.0290,-135272493.7310,-135282013.3279,338773.7099,-135288797.3695,1429.8637,3589.8382,2845.5710,-2182.2527,-2672.8275,-36586.2070,-42916.7525,-41644.1295,-34639.9509,-37744.6367,-47500.7430,-43920.3488,-39609.2071,155060963.3537,155021680.0150,155063802.9993,155041739.9392,-39751.3447,155052327.9878,
21600.000,-3544.1364,-43.4957,1289.4177,-2963.9640,2317.7302,-239591.3613,-237505.5262,-240382.1885,-236319.4129,-242954.7741,-245771.6818,-239416.4886,-243618.6990,-274010035.6900,-273990643.8706,-273984260.6321,-274002826.8194,-244007.1677,-273995070.3941,5474.7982,-6799.2963,-3068.1818,4335.0622,3316.5737,268645.6394,287935.9098,290779.5413,287265.5045,281736.6621,289790.1017,287557.3985,284772.5768,-213546675.7177,-213536417.1147,-213515452.0483,-213537665.5927,286464.8420,-213537631.9273,2283.3669,825.6637,-6135.4180,4518.9401,5360.9549,-38100.9282,-43640.4843,-43556.3894,-35551.9021,-40952.2444,-49858.6800,-42217.5825,-41637.7713,155058849.8422,155019450.1622,155056540.8577,155038281.0048,-41112.6273,155048284.3159,
25200.000,-72.5389,2080.0997,3037.3291,-951.2912,-5866.7659,-298040.1452,-303814.6152,-302947.9082,-299785.4011,-309199.5775,-308889.2877,-306186.1319,-308429.0639,-209355003.2148,-209335460.7074,-209337070.4382,-209345802.7763,-307744.0148,-209340481.9659,-5188.2413,4556.9739,1704.2815,-5481.8193,147.6761,200102.8609,215673.0512,219017.7901,217273.2698,214334.3883,219486.4460,215713.0899,217464.5310,-277221984.1944,-277215383.8260,-277188316.4994,-277220685.7929,215976.1303,-277213798.6112,-4573.6746,-4677.3720,6038.2187,-4147.6535,-3288.4299,-39641.4070,-43875.5177,-44809.7021,-36871.7512,-43921.1392,-51565.3363,-40366.5710,-41795.7718,155056010.5404,155017823.2004,155048976.6388,155037498.7216,-42469.8848,155044199.0999,
28800.000,4056.1597,-4438.8958,-6267.5715,4039.6421,5996.1610,-337634.6319,-352558.8012,-346053.4128,-343782.4467,-353716.6354,-352438.4151,-354621.5891,-350924.8119,-130415059.3774,-130393301.0728,-130405217.3714,-130399204.7008,-351734.5223,-130400447.4821,3945.8376,-487.0149,-1548.3472,5494.3562,-2499.1314,119546.7395,129710.7609,133533.9354,133706.5823,134948.3470,135825.4796,129526.6841,130553.1121,-321979254.2934,-321975704.6798,-321946402.8134,-321980628.4589,131841.0644,-321971990.0321,3961.1292,5185.5094,-2650.7771,1252.8946,-1740.5841,-41204.7389,-43111.7818,-45431.7891,-38565.2937,-43477.5229,-52654.0588,-43714.3157,-44826.8392,155052364.7677,155016908.0576,155041222.6376,155039317.6447,-43822.9819,155040072.3475,
