sl_100_86400_20300217 Coordinates.csv
2030/02/17 07:47:00.0000 UTC

Generated: Tue Oct  8 21:52:33 2024,
Start: 2030/02/17 07:47:00.00, Stop: 2030/02/18 07:47:00.00,
TIME_UNITS,STARLINK-4017 - X-Coordinate,STARLINK-3861 - X-Coordinate,STARLINK-5242 - X-Coordinate,STARLINK-31700 - X-Coordinate,STARLINK-5757 - X-Coordinate,STARLINK-1270 - X-Coordinate,STARLINK-30174 - X-Coordinate,STARLINK-4737 - X-Coordinate,STARLINK-30982 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-5779 - X-Coordinate,STARLINK-5057 - X-Coordinate,STARLINK-2504 - X-Coordinate,STARLINK-6064 - X-Coordinate,STARLINK-30258 - X-Coordinate,STARLINK-3873 - X-Coordinate,STARLINK-3699 - X-Coordinate,STARLINK-2641 - X-Coordinate,STARLINK-2114 - X-Coordinate,STARLINK-5259 - X-Coordinate,STARLINK-1401 - X-Coordinate,STARLINK-3174 - X-Coordinate,STARLINK-2685 - X-Coordinate,STARLINK-31957 - X-Coordinate,STARLINK-30347 - X-Coordinate,STARLINK-1534 - X-Coordinate,STARLINK-5112 - X-Coordinate,STARLINK-2443 - X-Coordinate,STARLINK-3265 - X-Coordinate,STARLINK-3565 - X-Coordinate,STARLINK-2048 - X-Coordinate,STARLINK-4667 - X-Coordinate,STARLINK-31582 - X-Coordinate,STARLINK-4666 - X-Coordinate,STARLINK-4534 - X-Coordinate,STARLINK-4384 - X-Coordinate,STARLINK-5615 - X-Coordinate,STARLINK-5163 - X-Coordinate,STARLINK-4037 - X-Coordinate,STARLINK-11162 [DTC] - X-Coordinate,STARLINK-1266 - X-Coordinate,STARLINK-3779 - X-Coordinate,STARLINK-30294 - X-Coordinate,STARLINK-31316 - X-Coordinate,STARLINK-6118 - X-Coordinate,STARLINK-5816 - X-Coordinate,STARLINK-3839 - X-Coordinate,STARLINK-4644 - X-Coordinate,STARLINK-5092 - X-Coordinate,STARLINK-30942 - X-Coordinate,STARLINK-6249 - X-Coordinate,STARLINK-5144 - X-Coordinate,STARLINK-30158 - X-Coordinate,STARLINK-5980 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-31535 - X-Coordinate,STARLINK-1999 - X-Coordinate,STARLINK-5471 - X-Coordinate,STARLINK-5062 - X-Coordinate,STARLINK-6363 - X-Coordinate,STARLINK-11126 [DTC] - X-Coordinate,STARLINK-31914 - X-Coordinate,STARLINK-30103 - X-Coordinate,STARLINK-30105 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-2129 - X-Coordinate,STARLINK-11208 [DTC] - X-Coordinate,STARLINK-3714 - X-Coordinate,STARLINK-11200 [DTC] - X-Coordinate,STARLINK-31327 - X-Coordinate,STARLINK-1568 - X-Coordinate,STARLINK-4092 - X-Coordinate,STARLINK-30533 - X-Coordinate,STARLINK-5245 - X-Coordinate,STARLINK-6068 - X-Coordinate,STARLINK-4048 - X-Coordinate,STARLINK-4473 - X-Coordinate,STARLINK-2150 - X-Coordinate,STARLINK-4314 - X-Coordinate,STARLINK-2558 - X-Coordinate,STARLINK-2321 - X-Coordinate,STARLINK-3626 - X-Coordinate,STARLINK-31737 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-3460 - X-Coordinate,STARLINK-4038 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-5996 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-30904 - X-Coordinate,STARLINK-4109 - X-Coordinate,STARLINK-6183 - X-Coordinate,STARLINK-3520 - X-Coordinate,STARLINK-30075 - X-Coordinate,STARLINK-30480 - X-Coordinate,STARLINK-31396 - X-Coordinate,STARLINK-3996 - X-Coordinate,STARLINK-3927 - X-Coordinate,STARLINK-5453 - X-Coordinate,STARLINK-31670 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4017 - Y-Coordinate,STARLINK-3861 - Y-Coordinate,STARLINK-5242 - Y-Coordinate,STARLINK-31700 - Y-Coordinate,STARLINK-5757 - Y-Coordinate,STARLINK-1270 - Y-Coordinate,STARLINK-30174 - Y-Coordinate,STARLINK-4737 - Y-Coordinate,STARLINK-30982 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-5779 - Y-Coordinate,STARLINK-5057 - Y-Coordinate,STARLINK-2504 - Y-Coordinate,STARLINK-6064 - Y-Coordinate,STARLINK-30258 - Y-Coordinate,STARLINK-3873 - Y-Coordinate,STARLINK-3699 - Y-Coordinate,STARLINK-2641 - Y-Coordinate,STARLINK-2114 - Y-Coordinate,STARLINK-5259 - Y-Coordinate,STARLINK-1401 - Y-Coordinate,STARLINK-3174 - Y-Coordinate,STARLINK-2685 - Y-Coordinate,STARLINK-31957 - Y-Coordinate,STARLINK-30347 - Y-Coordinate,STARLINK-1534 - Y-Coordinate,STARLINK-5112 - Y-Coordinate,STARLINK-2443 - Y-Coordinate,STARLINK-3265 - Y-Coordinate,STARLINK-3565 - Y-Coordinate,STARLINK-2048 - Y-Coordinate,STARLINK-4667 - Y-Coordinate,STARLINK-31582 - Y-Coordinate,STARLINK-4666 - Y-Coordinate,STARLINK-4534 - Y-Coordinate,STARLINK-4384 - Y-Coordinate,STARLINK-5615 - Y-Coordinate,STARLINK-5163 - Y-Coordinate,STARLINK-4037 - Y-Coordinate,STARLINK-11162 [DTC] - Y-Coordinate,STARLINK-1266 - Y-Coordinate,STARLINK-3779 - Y-Coordinate,STARLINK-30294 - Y-Coordinate,STARLINK-31316 - Y-Coordinate,STARLINK-6118 - Y-Coordinate,STARLINK-5816 - Y-Coordinate,STARLINK-3839 - Y-Coordinate,STARLINK-4644 - Y-Coordinate,STARLINK-5092 - Y-Coordinate,STARLINK-30942 - Y-Coordinate,STARLINK-6249 - Y-Coordinate,STARLINK-5144 - Y-Coordinate,STARLINK-30158 - Y-Coordinate,STARLINK-5980 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-31535 - Y-Coordinate,STARLINK-1999 - Y-Coordinate,STARLINK-5471 - Y-Coordinate,STARLINK-5062 - Y-Coordinate,STARLINK-6363 - Y-Coordinate,STARLINK-11126 [DTC] - Y-Coordinate,STARLINK-31914 - Y-Coordinate,STARLINK-30103 - Y-Coordinate,STARLINK-30105 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-2129 - Y-Coordinate,STARLINK-11208 [DTC] - Y-Coordinate,STARLINK-3714 - Y-Coordinate,STARLINK-11200 [DTC] - Y-Coordinate,STARLINK-31327 - Y-Coordinate,STARLINK-1568 - Y-Coordinate,STARLINK-4092 - Y-Coordinate,STARLINK-30533 - Y-Coordinate,STARLINK-5245 - Y-Coordinate,STARLINK-6068 - Y-Coordinate,STARLINK-4048 - Y-Coordinate,STARLINK-4473 - Y-Coordinate,STARLINK-2150 - Y-Coordinate,STARLINK-4314 - Y-Coordinate,STARLINK-2558 - Y-Coordinate,STARLINK-2321 - Y-Coordinate,STARLINK-3626 - Y-Coordinate,STARLINK-31737 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-3460 - Y-Coordinate,STARLINK-4038 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-5996 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-30904 - Y-Coordinate,STARLINK-4109 - Y-Coordinate,STARLINK-6183 - Y-Coordinate,STARLINK-3520 - Y-Coordinate,STARLINK-30075 - Y-Coordinate,STARLINK-30480 - Y-Coordinate,STARLINK-31396 - Y-Coordinate,STARLINK-3996 - Y-Coordinate,STARLINK-3927 - Y-Coordinate,STARLINK-5453 - Y-Coordinate,STARLINK-31670 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4017 - Z-Coordinate,STARLINK-3861 - Z-Coordinate,STARLINK-5242 - Z-Coordinate,STARLINK-31700 - Z-Coordinate,STARLINK-5757 - Z-Coordinate,STARLINK-1270 - Z-Coordinate,STARLINK-30174 - Z-Coordinate,STARLINK-4737 - Z-Coordinate,STARLINK-30982 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-5779 - Z-Coordinate,STARLINK-5057 - Z-Coordinate,STARLINK-2504 - Z-Coordinate,STARLINK-6064 - Z-Coordinate,STARLINK-30258 - Z-Coordinate,STARLINK-3873 - Z-Coordinate,STARLINK-3699 - Z-Coordinate,STARLINK-2641 - Z-Coordinate,STARLINK-2114 - Z-Coordinate,STARLINK-5259 - Z-Coordinate,STARLINK-1401 - Z-Coordinate,STARLINK-3174 - Z-Coordinate,STARLINK-2685 - Z-Coordinate,STARLINK-31957 - Z-Coordinate,STARLINK-30347 - Z-Coordinate,STARLINK-1534 - Z-Coordinate,STARLINK-5112 - Z-Coordinate,STARLINK-2443 - Z-Coordinate,STARLINK-3265 - Z-Coordinate,STARLINK-3565 - Z-Coordinate,STARLINK-2048 - Z-Coordinate,STARLINK-4667 - Z-Coordinate,STARLINK-31582 - Z-Coordinate,STARLINK-4666 - Z-Coordinate,STARLINK-4534 - Z-Coordinate,STARLINK-4384 - Z-Coordinate,STARLINK-5615 - Z-Coordinate,STARLINK-5163 - Z-Coordinate,STARLINK-4037 - Z-Coordinate,STARLINK-11162 [DTC] - Z-Coordinate,STARLINK-1266 - Z-Coordinate,STARLINK-3779 - Z-Coordinate,STARLINK-30294 - Z-Coordinate,STARLINK-31316 - Z-Coordinate,STARLINK-6118 - Z-Coordinate,STARLINK-5816 - Z-Coordinate,STARLINK-3839 - Z-Coordinate,STARLINK-4644 - Z-Coordinate,STARLINK-5092 - Z-Coordinate,STARLINK-30942 - Z-Coordinate,STARLINK-6249 - Z-Coordinate,STARLINK-5144 - Z-Coordinate,STARLINK-30158 - Z-Coordinate,STARLINK-5980 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-31535 - Z-Coordinate,STARLINK-1999 - Z-Coordinate,STARLINK-5471 - Z-Coordinate,STARLINK-5062 - Z-Coordinate,STARLINK-6363 - Z-Coordinate,STARLINK-11126 [DTC] - Z-Coordinate,STARLINK-31914 - Z-Coordinate,STARLINK-30103 - Z-Coordinate,STARLINK-30105 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-2129 - Z-Coordinate,STARLINK-11208 [DTC] - Z-Coordinate,STARLINK-3714 - Z-Coordinate,STARLINK-11200 [DTC] - Z-Coordinate,STARLINK-31327 - Z-Coordinate,STARLINK-1568 - Z-Coordinate,STARLINK-4092 - Z-Coordinate,STARLINK-30533 - Z-Coordinate,STARLINK-5245 - Z-Coordinate,STARLINK-6068 - Z-Coordinate,STARLINK-4048 - Z-Coordinate,STARLINK-4473 - Z-Coordinate,STARLINK-2150 - Z-Coordinate,STARLINK-4314 - Z-Coordinate,STARLINK-2558 - Z-Coordinate,STARLINK-2321 - Z-Coordinate,STARLINK-3626 - Z-Coordinate,STARLINK-31737 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-3460 - Z-Coordinate,STARLINK-4038 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-5996 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-30904 - Z-Coordinate,STARLINK-4109 - Z-Coordinate,STARLINK-6183 - Z-Coordinate,STARLINK-3520 - Z-Coordinate,STARLINK-30075 - Z-Coordinate,STARLINK-30480 - Z-Coordinate,STARLINK-31396 - Z-Coordinate,STARLINK-3996 - Z-Coordinate,STARLINK-3927 - Z-Coordinate,STARLINK-5453 - Z-Coordinate,STARLINK-31670 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-612.0871,3537.2958,6238.8454,5035.2937,6389.2418,3352.6551,4111.3188,-3186.2210,3948.5060,-3551.1035,-2508.3988,1885.5105,-4922.9425,3506.2563,3155.1941,1105.3993,1540.7011,-3355.8878,966.0760,5120.4200,0.0000,-5771.0118,287.9593,-4023.5649,-2932.5955,4712.7284,896.9945,-4.4870,-65.3460,3943.9247,2170.3860,-4412.4114,5980.5242,-4177.7573,5479.2727,1613.0566,-1307.5984,-3388.7326,-3607.3267,0.0000,-6822.3530,2638.5279,-5578.9388,4304.4087,-5334.7411,-2121.5993,1967.9398,5260.0953,-1877.5441,-2276.7705,5171.9519,5526.6131,-4645.5441,-153.8327,4622.8299,-3533.1384,4231.6171,-3472.7067,-3044.2389,-1489.8513,0.0000,1134.2323,-2588.9069,0.0000,2358.0427,-3636.3913,0.0000,-4508.9128,-919.6164,-5424.7948,-4551.0802,-2576.5294,3511.8378,-3910.5589,2361.3285,-3749.6740,-768.2537,2016.9793,5705.6701,-1784.6654,-135.4377,-6721.5540,4886.4552,5787.4309,-1470.5596,-2966.2220,4540.5552,5828.8911,6608.8003,3184.4648,3928.1822,3550.0341,6241.0711,-3330.7066,6726.5560,-3322.6159,-4360.2895,-5554.7686,4293.0415,-5715.0689,217503.2439,207424.7018,224808.3960,222084.3520,213545.0314,215267.8956,218096.4698,217938.5247,-7342971.3303,-7362342.8131,-7336068.5517,-7333187.8868,219238.0402,-7329161.3874,-4300.5500,-3725.1190,-2093.4723,3155.2926,9.8369,2594.1946,3114.2445,-4127.5237,5699.4733,-5025.8612,4725.2050,4384.7710,-2890.5351,-3863.4290,-6094.1944,5968.1511,6701.6845,-5396.3981,-3826.5474,-644.9228,0.0000,1936.3249,-6853.5960,-5338.6494,-6213.1959,1974.0103,-6007.6828,-4468.6830,-6307.1647,-5271.6427,4882.4900,2309.5929,415.7062,527.8364,-3797.5685,-2066.5772,2376.0113,3658.6449,-3014.0265,0.0000,-647.4488,-4989.8083,350.1002,-4908.5609,4163.6085,-5849.0607,6575.8300,4027.0609,6273.8415,5421.1422,-4174.1604,-3983.9015,-2197.4337,968.5366,-2670.2622,-4271.2277,3114.9255,-2498.3566,200.6021,-5277.4499,0.0000,6468.3337,-4746.4621,0.0000,-5373.1972,2722.8114,0.0000,-5202.9331,-6170.9380,2883.8898,-3098.2073,-5556.5332,-2858.1348,-1346.7643,-5366.3195,5734.8493,1799.2525,-4992.2059,3211.9633,-4322.7855,-5916.6681,988.9043,4600.3722,287.8231,3986.5005,-2911.9206,5156.8122,3344.1306,1947.5224,-6030.1893,-2746.6518,-5923.6890,84.3405,5986.2981,-556.5860,4818.8443,682.7610,-2646.2844,3080.2844,701.2141,-292376.9685,-311680.8999,-299539.4317,-296433.7808,-295671.9390,-297823.2890,-304194.2368,-301489.8236,335979779.9705,335963067.4307,335984715.8865,335997272.5205,-300684.8883,335994564.2213,5351.0172,4581.7031,-1940.8327,-2899.7544,2684.0960,5440.2888,-4633.9535,-4505.1980,-339.6847,3155.5397,-4391.2486,4942.5161,-3622.4400,-4600.0396,-981.4307,-2737.2839,652.1663,2426.2136,5241.2342,4073.2136,0.0000,3251.2207,821.1966,-1278.3271,936.3603,4402.2862,-3284.3771,-4871.1397,-2768.0971,-2018.5866,4068.6312,4797.5412,-3219.0097,-5537.0177,1796.2925,-6420.5512,-6379.5976,4717.0633,5017.9823,0.0000,-638.3656,3988.6158,4079.7099,-2079.8608,1369.3730,3075.5131,-629.2206,-1966.9779,-2199.3237,-3669.5504,-1957.3648,1050.4178,-4643.6971,6856.2284,-4283.3463,-3968.8447,4471.3654,-5390.9258,6217.3874,-4246.7781,0.0000,-1795.4304,-4364.6639,0.0000,3493.3198,-5183.8812,0.0000,55.3889,2497.9000,3046.9924,-3937.0628,-2920.2796,4917.1845,-5526.9499,3789.0199,524.4150,-6632.8999,-4324.3988,-2284.3977,5087.4911,3110.1928,996.2626,1116.1391,3700.4813,-5509.4026,5498.7512,-1151.0271,1572.8428,199.8621,-928.0493,-4972.1617,563.7129,2922.8723,1048.6766,1291.0186,-3516.4469,5271.5810,-3054.5350,4423.9090,3609.4539,77862.4228,78509.4054,80931.5203,79203.3871,84247.9398,77005.7955,69909.4512,79585.2013,-23067681.0326,-23086926.0340,-23087596.7301,-23064963.7638,78610.2830,-23070525.6725,
3600.000,4577.6624,-2564.8145,-2951.9142,-6034.2651,-4207.6334,-5195.0414,-5697.1312,5862.3730,-4974.1313,5206.6097,-1649.9330,-5094.8566,6565.4002,491.5640,-837.4555,-3652.7533,-2885.2033,4014.2318,4250.4092,-558.0823,0.0000,2177.3665,1649.0110,5491.8753,4371.5799,-6744.1179,806.9427,3971.9954,1799.6265,-580.7063,-4961.4011,581.1351,-3585.8112,3075.7471,-2243.2808,-5946.4499,-292.4058,-1180.7017,6511.2961,0.0000,5012.5867,1394.6136,5935.3694,-430.8272,2158.6217,2076.2463,-3204.4387,-4570.5777,1573.8954,-1692.6771,-1863.1407,-3809.8796,6329.4588,3859.0152,-231.7609,6364.8426,-4104.9163,4957.5488,5598.9515,4620.5373,0.0000,-3608.0421,5141.2259,0.0000,2067.2475,-346.7342,0.0000,4769.7083,3381.5183,1659.3024,6572.6315,4470.8805,-1947.1493,5216.4087,-2675.2007,1063.1720,5309.1193,-311.4569,-1635.6167,5036.1784,2509.9251,4192.5224,-5852.9927,-6357.4834,-1727.4394,5541.1333,-3357.9195,-5379.3371,-5438.4508,-16.3162,-3309.2195,-720.6258,-6541.1096,1062.6638,-4442.0665,961.1618,2049.0653,4021.2311,-4052.1423,2714.1500,283591.6655,277756.7528,293226.6331,290023.4176,281410.3104,286095.1701,285932.0676,288630.7312,-94125683.2152,-94136299.0589,-94112436.1030,-94120011.5231,287613.4394,-94112619.8133,2305.5116,6344.3192,3418.6400,-765.4167,2941.4129,1338.2649,629.1862,3556.2039,-3235.7583,4421.4990,-5180.5574,-4379.8146,1098.1078,2325.1361,6353.8528,-1587.8212,-4418.8080,1331.9835,4502.0383,4471.4132,0.0000,-3578.3265,4927.7220,2933.6419,3633.0140,288.3412,6772.7742,5260.2007,6420.3835,4514.1329,-4486.8514,-4396.8529,3480.5453,-4458.3112,4132.6219,2292.4398,-5980.4693,-4296.2759,1492.1215,0.0000,-1415.6349,3912.8354,-3388.6919,5108.3494,-5009.4961,2194.6661,-4889.6446,-811.1695,-6017.3922,-4806.4371,4963.7021,4714.6115,-1083.6278,2769.6558,4233.8065,2374.0153,1261.2276,-1756.6904,-2783.1498,2622.9627,0.0000,-5301.7824,1607.5771,0.0000,4618.5455,-4872.2104,0.0000,2861.6279,2270.4747,-4740.7831,1437.0134,4718.9288,6347.2974,-2593.9278,6396.6895,-5108.4579,-2938.4060,6883.3739,-2575.3259,4322.5816,5859.3858,-2665.8921,-1937.8671,2611.9114,-5853.4012,-507.1658,-3035.9274,10.4848,251.8363,5559.4725,5843.2393,5771.0738,1616.3681,-6344.7375,3095.7739,-6756.7551,-4595.8528,-1099.8724,1326.2620,-4313.5894,-232067.8341,-250279.8602,-236840.8615,-235510.1586,-231346.4464,-234664.2147,-239347.5389,-235486.6690,322640499.3086,322618233.3483,322647913.3987,322650948.0882,-236259.1894,322656204.6154,-4624.5278,-816.5986,5153.3404,-2591.7274,-4664.5365,-4349.9683,3887.8439,631.9179,3593.0689,1098.2151,4269.4263,-1483.2345,-1174.7357,6520.5498,-2646.9922,5322.4870,-4461.8739,-5335.3050,-2201.3909,-4800.7074,0.0000,-5493.5824,-4557.7613,-2753.1302,-3978.4638,-2.0594,-1056.4289,441.4347,-1719.7948,5156.6889,647.6329,-5319.2740,4605.1004,4348.0187,-5061.9981,2723.0039,3466.4406,-5235.2180,-1670.8145,0.0000,4489.8584,-5534.8802,-1121.4183,4536.0199,-4240.8263,-6258.8736,-3653.5139,5108.8639,-3002.2618,4685.4398,4448.7876,3279.2599,2579.6858,-5056.6297,5358.6658,549.1456,-5411.2420,4422.5003,-3015.8728,4446.1453,0.0000,-2288.6404,4377.3101,0.0000,-4598.3047,4849.8559,0.0000,4050.6256,-5355.3239,-4680.2796,-714.7098,-1941.1661,-843.3271,3685.3636,858.5144,-4476.4855,3307.6737,408.0125,6212.0627,-1952.6491,2022.3187,-4745.2858,2869.2626,-312.5227,3320.8793,-4088.3527,5283.9525,-4332.0923,-4230.8842,4045.7966,1583.0841,-3772.8310,1466.6299,2571.6333,-4244.5722,-181.4635,-4701.5932,5447.1168,-5426.2441,-4507.1354,76304.0593,76853.8952,79729.8677,75977.7125,83085.8803,79115.5286,68157.0598,76060.1938,-22994869.6653,-23013147.5579,-23012150.7756,-22993926.4038,77304.4208,-22994602.3796,
7200.000,-6813.5742,600.1158,-1556.4930,2460.7980,1228.5516,5711.4357,5921.5368,-5651.4040,5048.3520,-4823.9812,4864.5763,5604.6007,-4233.2708,-4793.4922,-2346.8472,5215.6123,4267.5258,-4154.9596,-5316.6763,-3235.2943,0.0000,1823.2049,-4111.6614,-4775.4754,-5167.7622,4509.7570,-2440.1565,-4524.0818,-3186.3151,-3747.5151,4612.5119,2614.7649,417.5121,-2021.3037,-2215.4470,6430.5014,533.2477,4796.7417,-6277.3196,0.0000,-1391.3384,-5235.8073,-4168.9640,-3928.4231,2081.6319,-3121.6416,4044.3878,3258.3565,553.0962,5222.7332,-2270.0290,-166.1084,-5947.5595,-3603.8461,-3623.0918,-5947.6238,3759.2925,-5244.4839,-5867.1808,-6650.2363,0.0000,4850.7617,-6578.5529,0.0000,-5748.1516,3236.0216,0.0000,-3912.7712,-5275.9838,2434.4281,-4623.7309,-4255.4311,-724.8870,-5057.8444,1455.6102,3003.2669,-6544.8229,-1389.4416,-2061.4113,-5787.7618,-3833.2517,70.1296,4429.0553,4208.0381,3457.7786,-6340.8282,2213.7782,3709.5392,2426.1149,-3848.5313,1653.8871,-2980.6038,3752.2741,2170.5399,642.0628,1900.9839,-120.3788,-2039.6698,3596.5376,717.4191,335298.2402,330711.2075,343092.0769,337110.6942,331088.4478,340969.2918,335326.6671,336880.7475,-174498228.3281,-174499280.3145,-174480728.5284,-174488639.7703,337687.5645,-174486240.4935,-605.8620,-5899.5643,-4660.6841,-3105.9805,-5658.5899,-3851.3467,-3515.0614,-1492.5247,-695.6276,-1624.0181,4688.0085,2629.3651,1739.8223,-1818.2101,-4566.2639,-3184.7777,293.0709,3481.2156,-1920.1291,-5727.8141,0.0000,5158.6468,-1320.4181,1396.3355,341.8430,-2390.5981,-4427.5565,-1836.1553,-3433.4834,-3083.4386,917.1813,5883.4069,-6346.8056,6622.0962,-4113.9663,34.8833,6734.2032,4416.8306,247.5707,0.0000,4093.2040,-2715.6714,4911.9466,-4162.8610,4906.5227,2356.2195,807.9325,-3436.2967,2878.9521,3556.2316,-5003.7725,-4167.7342,3377.4628,-5921.8190,-5198.9135,547.3713,-5023.7279,4424.3968,3095.3932,65.5845,0.0000,1295.5773,1297.0698,0.0000,-2880.0371,5934.6246,0.0000,1414.9255,2382.1538,5647.6069,1316.6580,-761.4943,-5285.6126,4663.9771,-4567.2465,3073.6760,844.2555,-5622.7983,-1560.6110,-2913.0217,-1519.9508,4465.7993,-2277.0486,-4329.7802,5983.9499,2720.8608,-1277.7982,-3926.0443,-3415.2692,-3559.7322,-6085.5046,-4160.2962,-3041.3884,4672.6995,-5323.3101,5386.9621,6811.0108,5110.1410,-5123.7985,6497.5661,-157842.9355,-173300.3492,-158977.0348,-160074.6022,-152170.4883,-157240.2051,-159740.6722,-157618.4162,287276162.4578,287250824.9239,287289016.7506,287282646.0776,-156743.8157,287292360.2976,887.7834,-3513.2100,-4792.0976,5279.4507,3805.6459,452.0379,-786.8222,3634.2679,-4716.8735,-4691.0311,-1494.8364,-3002.0901,4963.2573,-4703.1452,4648.5114,-2643.5915,5415.2900,4104.9225,-3352.1591,160.0291,0.0000,4201.1742,5384.3009,4633.6447,4604.0577,-4422.7519,4689.6989,4441.0321,5036.5971,-4889.4151,-4807.0927,2529.5259,-2414.9253,-655.4099,5074.7244,2582.7451,1521.3494,2154.8209,-2819.0972,0.0000,-5358.5224,3601.2639,-2545.6514,-3763.4451,4382.0254,5725.4067,5510.8885,-5037.2902,6238.2499,-2847.1277,-4222.1823,-5495.3773,1064.1688,201.0684,-2585.8923,3272.9057,2874.0221,-498.2826,-2033.9366,-1963.3391,0.0000,4587.0633,-1816.6877,0.0000,2307.5670,-1340.8260,0.0000,-5491.7912,3409.7708,3033.9578,4750.5189,5216.7143,-4044.4934,516.7029,-5088.8877,5352.1932,2064.0663,3747.8875,-6436.4110,-2425.4081,-5272.5368,5206.0069,-4640.8458,-3304.3093,770.0051,18.9432,-6486.6028,4290.1742,5462.4275,-4462.8933,2798.6909,4663.6738,-4926.8411,-4640.3426,4293.1013,3728.2505,968.5023,-4115.2499,2884.0271,1867.8296,75166.2564,75196.6818,77870.9241,75865.6769,81524.3174,76644.3960,67017.8113,77344.4083,-22922026.2368,-22939263.7163,-22935358.4184,-22923877.0531,75991.2815,-22918664.3357,
