sl_100_86400_20300412 Coordinates.csv
2030/04/12 07:47:00.0000 UTC

Generated: Tue Oct  8 21:54:35 2024,
Start: 2030/04/12 07:47:00.00, Stop: 2030/04/13 07:47:00.00,
TIME_UNITS,STARLINK-31526 - X-Coordinate,STARLINK-4581 - X-Coordinate,STARLINK-30513 - X-Coordinate,STARLINK-5270 - X-Coordinate,STARLINK-5287 - X-Coordinate,STARLINK-31010 - X-Coordinate,STARLINK-1217 - X-Coordinate,STARLINK-5323 - X-Coordinate,STARLINK-31303 - X-Coordinate,STARLINK-5974 - X-Coordinate,STARLINK-5791 - X-Coordinate,STARLINK-31759 - X-Coordinate,STARLINK-1890 - X-Coordinate,STARLINK-6312 - X-Coordinate,STARLINK-31055 - X-Coordinate,STARLINK-31099 - X-Coordinate,STARLINK-30350 - X-Coordinate,STARLINK-2370 - X-Coordinate,STARLINK-2745 - X-Coordinate,STARLINK-6304 - X-Coordinate,STARLINK-5434 - X-Coordinate,STARLINK-31016 - X-Coordinate,STARLINK-31853 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-4278 - X-Coordinate,STARLINK-31691 - X-Coordinate,STARLINK-5647 - X-Coordinate,STARLINK-6313 - X-Coordinate,STARLINK-1286 - X-Coordinate,STARLINK-4467 - X-Coordinate,STARLINK-2095 - X-Coordinate,STARLINK-2578 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-5849 - X-Coordinate,STARLINK-5128 - X-Coordinate,STARLINK-3914 - X-Coordinate,STARLINK-3106 - X-Coordinate,STARLINK-11103 [DTC] - X-Coordinate,STARLINK-31286 - X-Coordinate,STARLINK-5491 - X-Coordinate,STARLINK-5037 - X-Coordinate,STARLINK-2543 - X-Coordinate,STARLINK-5479 - X-Coordinate,STARLINK-5659 - X-Coordinate,STARLINK-3629 - X-Coordinate,STARLINK-5845 - X-Coordinate,STARLINK-31617 - X-Coordinate,STARLINK-11234 [DTC] - X-Coordinate,STARLINK-5154 - X-Coordinate,STARLINK-5237 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-1417 - X-Coordinate,STARLINK-5428 - X-Coordinate,STARLINK-1769 - X-Coordinate,STARLINK-31990 - X-Coordinate,STARLINK-4635 - X-Coordinate,STARLINK-31920 - X-Coordinate,STARLINK-5372 - X-Coordinate,STARLINK-31664 - X-Coordinate,STARLINK-5107 - X-Coordinate,STARLINK-2556 - X-Coordinate,STARLINK-30263 - X-Coordinate,STARLINK-5705 - X-Coordinate,STARLINK-30122 - X-Coordinate,STARLINK-3004 - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-30442 - X-Coordinate,STARLINK-5955 - X-Coordinate,STARLINK-3728 - X-Coordinate,STARLINK-5016 - X-Coordinate,STARLINK-5307 - X-Coordinate,STARLINK-2651 - X-Coordinate,STARLINK-31667 - X-Coordinate,STARLINK-5099 - X-Coordinate,STARLINK-5698 - X-Coordinate,STARLINK-1347 - X-Coordinate,STARLINK-3665 - X-Coordinate,STARLINK-1538 - X-Coordinate,STARLINK-2257 - X-Coordinate,STARLINK-5084 - X-Coordinate,STARLINK-6365 - X-Coordinate,STARLINK-5870 - X-Coordinate,STARLINK-30518 - X-Coordinate,STARLINK-30428 - X-Coordinate,STARLINK-30178 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-31986 - X-Coordinate,STARLINK-5564 - X-Coordinate,STARLINK-11135 [DTC] - X-Coordinate,STARLINK-4047 - X-Coordinate,STARLINK-3965 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-2159 - X-Coordinate,STARLINK-2089 - X-Coordinate,STARLINK-1806 - X-Coordinate,STARLINK-4629 - X-Coordinate,STARLINK-30498 - X-Coordinate,STARLINK-4652 - X-Coordinate,STARLINK-30253 - X-Coordinate,STARLINK-5538 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31526 - Y-Coordinate,STARLINK-4581 - Y-Coordinate,STARLINK-30513 - Y-Coordinate,STARLINK-5270 - Y-Coordinate,STARLINK-5287 - Y-Coordinate,STARLINK-31010 - Y-Coordinate,STARLINK-1217 - Y-Coordinate,STARLINK-5323 - Y-Coordinate,STARLINK-31303 - Y-Coordinate,STARLINK-5974 - Y-Coordinate,STARLINK-5791 - Y-Coordinate,STARLINK-31759 - Y-Coordinate,STARLINK-1890 - Y-Coordinate,STARLINK-6312 - Y-Coordinate,STARLINK-31055 - Y-Coordinate,STARLINK-31099 - Y-Coordinate,STARLINK-30350 - Y-Coordinate,STARLINK-2370 - Y-Coordinate,STARLINK-2745 - Y-Coordinate,STARLINK-6304 - Y-Coordinate,STARLINK-5434 - Y-Coordinate,STARLINK-31016 - Y-Coordinate,STARLINK-31853 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-4278 - Y-Coordinate,STARLINK-31691 - Y-Coordinate,STARLINK-5647 - Y-Coordinate,STARLINK-6313 - Y-Coordinate,STARLINK-1286 - Y-Coordinate,STARLINK-4467 - Y-Coordinate,STARLINK-2095 - Y-Coordinate,STARLINK-2578 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-5849 - Y-Coordinate,STARLINK-5128 - Y-Coordinate,STARLINK-3914 - Y-Coordinate,STARLINK-3106 - Y-Coordinate,STARLINK-11103 [DTC] - Y-Coordinate,STARLINK-31286 - Y-Coordinate,STARLINK-5491 - Y-Coordinate,STARLINK-5037 - Y-Coordinate,STARLINK-2543 - Y-Coordinate,STARLINK-5479 - Y-Coordinate,STARLINK-5659 - Y-Coordinate,STARLINK-3629 - Y-Coordinate,STARLINK-5845 - Y-Coordinate,STARLINK-31617 - Y-Coordinate,STARLINK-11234 [DTC] - Y-Coordinate,STARLINK-5154 - Y-Coordinate,STARLINK-5237 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-1417 - Y-Coordinate,STARLINK-5428 - Y-Coordinate,STARLINK-1769 - Y-Coordinate,STARLINK-31990 - Y-Coordinate,STARLINK-4635 - Y-Coordinate,STARLINK-31920 - Y-Coordinate,STARLINK-5372 - Y-Coordinate,STARLINK-31664 - Y-Coordinate,STARLINK-5107 - Y-Coordinate,STARLINK-2556 - Y-Coordinate,STARLINK-30263 - Y-Coordinate,STARLINK-5705 - Y-Coordinate,STARLINK-30122 - Y-Coordinate,STARLINK-3004 - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-30442 - Y-Coordinate,STARLINK-5955 - Y-Coordinate,STARLINK-3728 - Y-Coordinate,STARLINK-5016 - Y-Coordinate,STARLINK-5307 - Y-Coordinate,STARLINK-2651 - Y-Coordinate,STARLINK-31667 - Y-Coordinate,STARLINK-5099 - Y-Coordinate,STARLINK-5698 - Y-Coordinate,STARLINK-1347 - Y-Coordinate,STARLINK-3665 - Y-Coordinate,STARLINK-1538 - Y-Coordinate,STARLINK-2257 - Y-Coordinate,STARLINK-5084 - Y-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-5870 - Y-Coordinate,STARLINK-30518 - Y-Coordinate,STARLINK-30428 - Y-Coordinate,STARLINK-30178 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-31986 - Y-Coordinate,STARLINK-5564 - Y-Coordinate,STARLINK-11135 [DTC] - Y-Coordinate,STARLINK-4047 - Y-Coordinate,STARLINK-3965 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-2159 - Y-Coordinate,STARLINK-2089 - Y-Coordinate,STARLINK-1806 - Y-Coordinate,STARLINK-4629 - Y-Coordinate,STARLINK-30498 - Y-Coordinate,STARLINK-4652 - Y-Coordinate,STARLINK-30253 - Y-Coordinate,STARLINK-5538 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31526 - Z-Coordinate,STARLINK-4581 - Z-Coordinate,STARLINK-30513 - Z-Coordinate,STARLINK-5270 - Z-Coordinate,STARLINK-5287 - Z-Coordinate,STARLINK-31010 - Z-Coordinate,STARLINK-1217 - Z-Coordinate,STARLINK-5323 - Z-Coordinate,STARLINK-31303 - Z-Coordinate,STARLINK-5974 - Z-Coordinate,STARLINK-5791 - Z-Coordinate,STARLINK-31759 - Z-Coordinate,STARLINK-1890 - Z-Coordinate,STARLINK-6312 - Z-Coordinate,STARLINK-31055 - Z-Coordinate,STARLINK-31099 - Z-Coordinate,STARLINK-30350 - Z-Coordinate,STARLINK-2370 - Z-Coordinate,STARLINK-2745 - Z-Coordinate,STARLINK-6304 - Z-Coordinate,STARLINK-5434 - Z-Coordinate,STARLINK-31016 - Z-Coordinate,STARLINK-31853 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-4278 - Z-Coordinate,STARLINK-31691 - Z-Coordinate,STARLINK-5647 - Z-Coordinate,STARLINK-6313 - Z-Coordinate,STARLINK-1286 - Z-Coordinate,STARLINK-4467 - Z-Coordinate,STARLINK-2095 - Z-Coordinate,STARLINK-2578 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-5849 - Z-Coordinate,STARLINK-5128 - Z-Coordinate,STARLINK-3914 - Z-Coordinate,STARLINK-3106 - Z-Coordinate,STARLINK-11103 [DTC] - Z-Coordinate,STARLINK-31286 - Z-Coordinate,STARLINK-5491 - Z-Coordinate,STARLINK-5037 - Z-Coordinate,STARLINK-2543 - Z-Coordinate,STARLINK-5479 - Z-Coordinate,STARLINK-5659 - Z-Coordinate,STARLINK-3629 - Z-Coordinate,STARLINK-5845 - Z-Coordinate,STARLINK-31617 - Z-Coordinate,STARLINK-11234 [DTC] - Z-Coordinate,STARLINK-5154 - Z-Coordinate,STARLINK-5237 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-1417 - Z-Coordinate,STARLINK-5428 - Z-Coordinate,STARLINK-1769 - Z-Coordinate,STARLINK-31990 - Z-Coordinate,STARLINK-4635 - Z-Coordinate,STARLINK-31920 - Z-Coordinate,STARLINK-5372 - Z-Coordinate,STARLINK-31664 - Z-Coordinate,STARLINK-5107 - Z-Coordinate,STARLINK-2556 - Z-Coordinate,STARLINK-30263 - Z-Coordinate,STARLINK-5705 - Z-Coordinate,STARLINK-30122 - Z-Coordinate,STARLINK-3004 - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-30442 - Z-Coordinate,STARLINK-5955 - Z-Coordinate,STARLINK-3728 - Z-Coordinate,STARLINK-5016 - Z-Coordinate,STARLINK-5307 - Z-Coordinate,STARLINK-2651 - Z-Coordinate,STARLINK-31667 - Z-Coordinate,STARLINK-5099 - Z-Coordinate,STARLINK-5698 - Z-Coordinate,STARLINK-1347 - Z-Coordinate,STARLINK-3665 - Z-Coordinate,STARLINK-1538 - Z-Coordinate,STARLINK-2257 - Z-Coordinate,STARLINK-5084 - Z-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-5870 - Z-Coordinate,STARLINK-30518 - Z-Coordinate,STARLINK-30428 - Z-Coordinate,STARLINK-30178 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-31986 - Z-Coordinate,STARLINK-5564 - Z-Coordinate,STARLINK-11135 [DTC] - Z-Coordinate,STARLINK-4047 - Z-Coordinate,STARLINK-3965 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-2159 - Z-Coordinate,STARLINK-2089 - Z-Coordinate,STARLINK-1806 - Z-Coordinate,STARLINK-4629 - Z-Coordinate,STARLINK-30498 - Z-Coordinate,STARLINK-4652 - Z-Coordinate,STARLINK-30253 - Z-Coordinate,STARLINK-5538 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6085.0496,-1266.2999,5793.3319,-3454.3454,0.0000,-1158.9972,225.2790,-2881.2675,0.0000,0.0000,3942.9696,693.1136,3646.7529,-6795.5715,-3588.4149,-2260.5208,-1382.1784,1233.6836,-1361.0201,3617.8764,-6146.9138,5659.7045,-4901.6445,2098.3949,2365.5609,4919.1055,2296.1226,6606.6812,-3276.8630,3188.9024,-5126.7082,-4581.2230,-3035.3447,428.7753,4494.5107,3342.0506,844.8407,-2352.2205,-5133.7338,-3716.4016,-716.9655,-161.1260,4210.6358,-4860.0560,2645.3893,-6378.8842,5226.4329,955.6604,3811.8150,3005.9333,-5387.5151,-514.6119,326.6054,-997.2612,4880.3247,2767.3311,0.0000,3452.4369,-4668.2744,1248.2981,-3644.5294,-5020.3505,376.5553,-4824.7128,-1209.0712,1940.3202,4570.3888,-5605.5077,-6612.1818,1877.0741,-3419.2234,4276.6364,6219.4346,-2196.2201,4336.3019,-1949.9765,3869.2227,-4019.1465,3734.0299,-1916.1411,-2564.6180,685.8039,2711.6055,-1999.3575,749.0956,-6239.6726,-3199.5140,-1051.5946,4968.6448,-6315.5959,-4173.0529,-1571.5152,4076.8814,405.3198,3893.6846,-2480.7175,-5247.1664,-352.5388,-2022.9268,4616.9065,370248.1592,368315.2166,373478.3312,369124.0169,363247.4327,366134.5253,372829.2506,371297.2421,-100031568.8947,-100044662.0657,-100050921.2655,-100039859.0500,370734.9547,-100041046.2218,-1839.0311,4007.3768,-1189.9926,5037.6306,0.0000,-5267.9021,-6793.4272,5520.9589,0.0000,0.0000,-5658.0709,4996.1880,1776.4243,1223.1665,2446.9899,-3616.6466,5080.8689,-3994.9081,-3903.5717,-3124.4166,-2470.1023,-1606.6099,-3990.3044,-4729.5077,5584.4506,-3339.6140,-6462.3658,-646.3414,-4450.7297,-4386.2426,3276.1380,2292.4715,-3198.5772,4981.7794,-26.2775,-4131.2428,2791.1458,-5474.9328,-2432.1236,-3498.6353,-6622.4164,-6359.7102,-490.4340,-1579.9059,-6322.1487,1818.8528,-2510.0714,-3864.4227,1855.6803,-3659.3144,1216.4712,4650.7315,-5589.6904,-4000.2192,3135.1033,-4776.5068,0.0000,5856.5507,-4938.1696,6655.0469,-4479.5287,819.3307,-6847.1365,-1970.7002,-2198.1991,3938.7913,-2223.3885,-3064.7745,-403.5300,-6105.0130,5793.5561,-4015.9361,-2172.5298,-6177.4490,4705.6927,4085.0075,-5706.4829,-764.5636,-1800.8434,4723.8245,-4435.4328,5247.5093,-3105.4544,-5702.9787,-6794.9087,-2972.8124,-5939.0029,6388.8729,4525.4544,-2710.3567,-1924.1430,6596.2865,1806.8505,4417.7220,-1749.8784,-3607.1125,696.6224,-5024.6040,-5807.6500,3390.1684,77173.1374,43123.3479,67376.8276,67172.1792,60902.4478,60943.2507,59352.4260,63151.7310,339788445.7435,339764421.7158,339751359.9247,339761255.3482,62421.2865,339771762.6753,2426.9850,-5471.2949,3309.9054,3290.5668,0.0000,-4414.1802,-1041.0030,3030.5502,0.0000,0.0000,591.4989,4649.2545,-5386.4365,-451.5060,5275.1768,5436.3147,4507.3452,5214.2251,5490.3511,5032.9685,2037.4865,-3512.0523,2494.5921,-4353.2214,-3296.3762,-3314.3183,867.2750,-1936.3157,-3828.5896,4244.4839,3295.9958,-4583.1868,5094.1118,-4774.7875,5271.2952,4401.6642,-6323.2359,3077.2316,-3782.6113,-4663.6460,1820.3936,2782.3700,5494.4246,-4648.8619,585.2695,1887.3284,3595.0023,5299.2644,5394.8239,4993.3625,-4301.5337,4902.6750,3979.3052,5186.2809,-3460.7643,-4170.7563,0.0000,1340.8035,-470.5015,-1395.5242,-3637.0318,4696.8316,-840.3227,-4569.2225,-6466.8597,-5287.6272,4704.3423,-2692.7595,1945.0056,-2647.3748,1720.1944,-3168.1839,-1676.6815,-2302.7114,-2654.5363,-5153.1285,-438.9280,-5421.8212,-5468.2949,4703.1681,4665.7277,-4480.0233,-5458.2828,-3346.8129,-1128.8485,468.0185,-1397.3601,2417.0939,-528.4535,594.2460,5148.6533,1191.2147,4919.5227,-5280.2728,5386.1206,-5348.1971,-4418.5422,-4738.6956,3149.7078,3905.2433,103908.0040,98654.1832,102860.9638,100909.1763,106096.1041,99071.5737,91764.1853,98920.9350,77611895.1225,77573672.5203,77616628.3717,77600029.8836,100484.9218,77604878.2801,
3600.000,-2340.5424,-3079.1606,-5266.8985,3686.0489,0.0000,4434.2065,1844.1840,2928.8987,0.0000,0.0000,-1532.5329,-4738.3478,-5463.7591,5270.0487,-272.8302,5247.6309,-2688.5412,4061.4565,5317.5204,773.0583,5227.6770,-1836.8321,4978.7962,2832.4648,-3737.7757,-3323.7108,108.9639,-4228.3116,4132.7577,-5792.0297,4671.5174,4469.1663,6455.9235,-1203.3378,-5618.0192,1006.8635,-4124.1607,4476.4603,4667.1577,5844.5183,2208.9188,2426.0971,-6558.0457,6070.3081,-582.6126,5350.4180,-4162.3193,4233.2610,-4655.9421,-1510.5567,5342.6577,-4077.2633,1759.0981,5583.3152,-6454.6632,1379.6601,0.0000,-4988.9815,5564.2175,-3424.1668,4106.6436,4350.8550,2179.2869,5214.0872,-335.4433,-5048.9295,-2829.8074,1363.6600,4232.5666,420.1418,1371.3234,939.6642,-2836.5147,3363.4557,-6094.5468,-647.5092,-1781.1363,4807.9460,-1303.8985,-1539.2449,5539.3369,-4349.0029,394.6933,4412.7019,1888.9619,2964.4780,3882.9500,-1257.5898,-5048.5538,5266.2821,4067.0565,-222.5144,-3506.7833,-3949.5070,-3036.8215,5919.5307,5148.4376,3770.9165,4501.3605,-179.8765,337747.4591,345248.1339,347406.5756,344324.8525,335587.1076,341342.2742,344757.0648,342834.3106,-184624307.5875,-184636055.2436,-184635975.1505,-184626207.2058,343301.2806,-184632984.2384,3517.3966,-4471.2669,4228.1242,-5641.7482,0.0000,3092.5022,4632.8264,-5949.2180,0.0000,0.0000,6058.0618,-3592.3262,2597.4102,-3237.8162,-5167.4053,520.3769,-4850.4462,3771.8517,2506.3414,2331.5414,-822.9572,3670.5983,-349.0581,3345.4628,-1846.1056,5911.9852,6329.3248,3164.8721,-654.5241,3586.4781,-5027.6064,-5166.9639,1294.8175,-6806.6549,3237.2026,4125.7670,-4510.4574,4575.7377,-2159.9113,-32.4002,6016.1382,3687.9242,1787.2640,-2014.1698,5765.1189,-3919.3623,5408.3055,4313.3005,2591.0055,6521.0351,-4167.8322,-2556.6192,6641.0133,964.5747,-1382.8424,3936.4960,0.0000,-4213.7008,2061.5052,-4251.6272,-48.7609,-4529.5482,5219.6075,-2116.9308,6315.7665,-545.3277,5579.7820,2289.8763,-1904.7304,6819.8215,-3769.8398,3926.9570,4277.5585,3123.1630,-3137.9576,-6551.1370,5532.7905,-3678.8555,5519.9597,-6089.0391,1742.9809,-3383.3861,6049.0544,2457.2495,5264.0986,3405.6214,2906.5901,-6675.5962,-1698.5093,271.5401,-2515.0470,-6096.2335,3806.9774,-5123.4683,5507.8890,2429.5333,-4224.4637,2259.3071,5232.5245,-1500.3152,168179.7355,133742.7419,157260.1236,155523.8612,151366.5169,153252.7467,150100.6166,152694.6671,302282379.0389,302262104.6691,302242104.9092,302259764.7266,153372.5601,302266413.9026,-5342.0016,4242.7356,606.1505,1647.5111,0.0000,4390.1292,4722.2839,1992.4306,0.0000,0.0000,2970.2818,-3430.1358,2960.8836,-3106.3913,-4477.9110,-4481.0376,-4171.1219,-3754.6249,-3584.0186,-6507.5726,-4483.2879,5474.2763,-4620.7567,5136.0940,5487.4052,-553.6201,2771.4896,4451.4270,5247.2260,1037.2125,903.9660,717.4468,-1465.8365,31.6765,-2461.1464,-5450.7950,3319.1366,2005.7955,4472.3656,3678.5285,2563.6202,-5371.9861,-1439.5456,2594.3218,3696.0630,1889.9657,37.4423,-2746.5078,-4339.8968,-1629.0940,1760.5267,-4787.6524,206.8564,-3454.5734,-1422.9882,5505.4845,0.0000,2313.7432,-3351.6163,4230.8983,5435.8892,-2933.2756,3956.6855,4032.2671,2823.8191,4616.9746,-2988.2396,6385.3976,-5120.6177,-1048.4158,-5680.1185,5291.7987,4445.3747,5203.4932,-992.9952,1901.9183,-3741.9987,3060.7683,3845.2407,-2960.8102,-3795.7960,4196.4165,3151.6740,4699.4542,4079.6598,-5257.3780,4885.2127,1280.0929,-4135.1004,-4455.3251,-4990.8494,3183.5734,-4176.0857,2367.9272,-2797.6325,2597.4369,1764.0511,5324.2379,385.7151,-6781.4454,102812.7810,97232.0082,101767.8426,97977.1124,105081.0887,101305.4762,90237.4386,100934.7144,77685804.5717,77646816.6051,77685033.0730,77667535.6901,99367.3258,77676465.9035,
7200.000,-2266.7584,5531.8159,1781.8323,-1558.5959,0.0000,-6652.5489,-4395.8552,-823.3890,0.0000,0.0000,-2037.8130,6701.6553,4513.2442,-1694.6993,2951.4968,-6669.1743,5621.4424,-6207.8449,-6767.7384,-4907.5303,-3278.0988,-2158.1928,-3741.8333,-6360.2816,5028.1295,-92.8376,-3136.7768,717.5545,-4042.9836,3857.2864,-1976.7904,-2356.9806,-5720.6256,1281.6390,4867.9952,-4833.2891,4663.7696,-4149.6480,-3163.4567,-6295.2113,-3508.0273,-5012.0532,5749.6974,-5301.7999,-2740.3957,-1944.3174,1033.8936,-5649.8236,4446.9958,-216.7147,-3942.6879,6717.7620,-3071.7111,-6155.5997,4115.6609,-5207.6144,0.0000,5167.2714,-4434.0789,5307.4122,-4118.3464,-2733.4621,-4808.7112,-4610.0003,2676.4578,6544.6450,760.1199,2316.6231,-744.4355,-2798.2396,2600.8546,-5591.7499,-1767.2779,-4670.7770,5637.1493,2311.7613,-1887.0313,-3682.5955,-593.7184,3901.0441,-6865.4930,6673.5967,-2360.7137,-6093.9904,-4713.9978,1148.2796,-4264.0609,3423.5802,3013.4474,-2699.8018,-3627.0362,2861.2567,1743.2544,5185.0945,1560.1123,-6601.1709,-3293.6654,-6414.5722,-5285.8767,-2601.4129,283479.2669,300250.7754,299167.5617,296235.5111,286265.6983,296430.5359,294944.5428,294528.9977,-256615791.4714,-256628357.3472,-256619101.0498,-256615969.3638,293938.0863,-256624151.0664,-4908.2938,4106.6044,-5144.5269,3722.7215,0.0000,-843.2883,-821.7163,3634.0782,0.0000,0.0000,-4653.4523,1494.8435,-4579.4582,4768.6552,6155.2516,1695.0422,3844.8420,-2165.6150,-1002.3427,-2598.7710,4431.2118,-5441.2123,4744.9803,-1614.4669,-2259.7527,-5515.9670,-4013.3705,-5468.4720,4986.8030,-442.1321,4810.8415,5340.7825,956.8968,4902.2666,-4578.3302,-3906.2720,4924.1609,-159.4179,5766.5433,2826.6363,-2635.8547,-354.5255,-1734.9302,4281.2189,-3080.8529,4897.5896,-5673.3455,-2246.4854,-5227.9622,-6276.3081,5525.8460,477.5522,-4423.4513,1641.2293,-1678.1159,-3014.5294,0.0000,675.8927,2356.7245,485.2429,4412.5824,6336.1471,-1946.9547,5067.1150,-5889.6401,-1926.9621,-6866.9894,1875.2061,4679.3699,-4834.4902,1355.3658,-2844.3310,-5403.9231,927.4654,168.9260,5873.3608,-3678.8544,5435.5579,-6816.9021,5714.6080,755.2330,1280.6683,-6253.3891,1113.3094,-2272.2417,39.3889,1617.7925,4311.2541,-3050.3909,3299.5617,5644.2886,3059.8742,-6366.2006,4035.9095,-6486.1832,-968.0348,5698.5945,151.3766,-2496.3288,-3142.4829,247557.4391,215712.3851,237239.3857,231909.1903,232010.7463,236977.5141,230784.1460,235091.4578,244145344.3271,244128681.5838,244105205.0477,244130721.1889,234554.7337,244130335.3564,4128.1964,-271.9317,-4049.4315,-5655.6913,0.0000,-1898.7144,-5227.4295,-5849.0697,0.0000,0.0000,-4706.8040,-180.9461,2010.2435,4708.9378,415.8073,707.6726,1309.8434,-1251.3163,-750.1800,4170.9887,4197.0512,-3563.3051,3106.4063,-1627.5364,-4152.8855,3973.5404,-4679.7278,-4173.3118,-1990.7318,-5706.1286,-4577.1343,3611.0625,-3448.7299,4685.2970,-1860.0395,3006.3986,1540.6093,-5275.0527,-1816.2955,-375.8131,-5339.5325,4788.4141,-3503.5074,1106.7968,-5510.1817,-4457.9516,-3656.5056,-2664.6238,286.6237,-2837.7207,1702.0353,814.6689,-4277.9270,-1854.0153,5072.4973,-3411.1853,0.0000,-4573.4615,4595.7011,-4406.5486,-3184.6127,-639.0348,-4566.4347,-1039.6691,2477.4782,-804.2374,-562.9625,-6262.6317,5016.8151,4061.6638,6287.0706,-2255.6640,-3729.1864,-5060.4497,4011.5096,2663.3813,5525.6537,1714.5071,447.2220,-562.9305,619.3294,-1371.7672,1431.9968,-3056.7826,-4544.1792,6822.3045,-5166.9172,-4187.7202,5191.4827,5415.2849,1643.9411,-5470.6265,-793.3273,2070.3294,-1694.6892,1780.5099,2034.0037,-2574.3713,-3696.5517,5602.4905,101656.7455,95818.2973,100022.4820,98296.1720,103670.3944,98685.7442,89319.6478,96601.0904,77759088.2402,77720543.5472,77753144.1141,77737230.7358,98240.8230,77748032.5385,
