sl_100_86400_20300329 Coordinates.csv
2030/03/29 07:47:00.0000 UTC

Generated: Tue Oct  8 21:53:35 2024,
Start: 2030/03/29 07:47:00.00, Stop: 2030/03/30 07:47:00.00,
TIME_UNITS,STARLINK-4521 - X-Coordinate,STARLINK-4689 - X-Coordinate,STARLINK-3312 - X-Coordinate,STARLINK-4133 - X-Coordinate,STARLINK-6148 - X-Coordinate,STARLINK-30287 - X-Coordinate,STARLINK-30346 - X-Coordinate,STARLINK-31487 - X-Coordinate,STARLINK-1397 - X-Coordinate,STARLINK-31973 - X-Coordinate,STARLINK-31033 - X-Coordinate,STARLINK-31168 - X-Coordinate,STARLINK-5765 - X-Coordinate,STARLINK-11237 [DTC] - X-Coordinate,STARLINK-3679 - X-Coordinate,STARLINK-4416 - X-Coordinate,STARLINK-5997 - X-Coordinate,STARLINK-6369 - X-Coordinate,STARLINK-30580 - X-Coordinate,STARLINK-32186 - X-Coordinate,STARLINK-30794 - X-Coordinate,STARLINK-6264 - X-Coordinate,STARLINK-31613 - X-Coordinate,STARLINK-30351 - X-Coordinate,STARLINK-3754 - X-Coordinate,STARLINK-3520 - X-Coordinate,STARLINK-3744 - X-Coordinate,STARLINK-3557 - X-Coordinate,STARLINK-31265 - X-Coordinate,STARLINK-5733 - X-Coordinate,STARLINK-31226 - X-Coordinate,STARLINK-31419 - X-Coordinate,STARLINK-3654 - X-Coordinate,STARLINK-31625 - X-Coordinate,STARLINK-4402 - X-Coordinate,STARLINK-5788 - X-Coordinate,STARLINK-4077 - X-Coordinate,STARLINK-31891 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-4407 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-1953 - X-Coordinate,STARLINK-11263 [DTC] - X-Coordinate,STARLINK-3912 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-4218 - X-Coordinate,STARLINK-3698 - X-Coordinate,STARLINK-30540 - X-Coordinate,STARLINK-5685 - X-Coordinate,STARLINK-5237 - X-Coordinate,STARLINK-4619 - X-Coordinate,STARLINK-4492 - X-Coordinate,STARLINK-4382 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-3659 - X-Coordinate,STARLINK-5692 - X-Coordinate,STARLINK-1267 - X-Coordinate,STARLINK-3988 - X-Coordinate,STARLINK-5240 - X-Coordinate,STARLINK-4789 - X-Coordinate,STARLINK-30876 - X-Coordinate,STARLINK-30114 - X-Coordinate,STARLINK-30499 - X-Coordinate,STARLINK-6087 - X-Coordinate,STARLINK-30898 - X-Coordinate,STARLINK-30541 - X-Coordinate,STARLINK-31340 - X-Coordinate,STARLINK-31108 - X-Coordinate,STARLINK-2756 - X-Coordinate,STARLINK-31305 - X-Coordinate,STARLINK-1468 - X-Coordinate,STARLINK-5568 - X-Coordinate,STARLINK-2018 - X-Coordinate,STARLINK-3616 - X-Coordinate,STARLINK-30506 - X-Coordinate,STARLINK-4126 - X-Coordinate,STARLINK-1032 - X-Coordinate,STARLINK-5195 - X-Coordinate,STARLINK-4262 - X-Coordinate,STARLINK-5012 - X-Coordinate,STARLINK-5879 - X-Coordinate,STARLINK-30945 - X-Coordinate,STARLINK-5129 - X-Coordinate,STARLINK-30070 - X-Coordinate,STARLINK-31691 - X-Coordinate,STARLINK-3961 - X-Coordinate,STARLINK-3591 - X-Coordinate,STARLINK-2567 - X-Coordinate,STARLINK-30515 - X-Coordinate,STARLINK-1134 - X-Coordinate,STARLINK-11129 [DTC] - X-Coordinate,STARLINK-3733 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-11104 [DTC] - X-Coordinate,STARLINK-31606 - X-Coordinate,STARLINK-5373 - X-Coordinate,STARLINK-4588 - X-Coordinate,STARLINK-2469 - X-Coordinate,STARLINK-2639 - X-Coordinate,STARLINK-5188 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4521 - Y-Coordinate,STARLINK-4689 - Y-Coordinate,STARLINK-3312 - Y-Coordinate,STARLINK-4133 - Y-Coordinate,STARLINK-6148 - Y-Coordinate,STARLINK-30287 - Y-Coordinate,STARLINK-30346 - Y-Coordinate,STARLINK-31487 - Y-Coordinate,STARLINK-1397 - Y-Coordinate,STARLINK-31973 - Y-Coordinate,STARLINK-31033 - Y-Coordinate,STARLINK-31168 - Y-Coordinate,STARLINK-5765 - Y-Coordinate,STARLINK-11237 [DTC] - Y-Coordinate,STARLINK-3679 - Y-Coordinate,STARLINK-4416 - Y-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-6369 - Y-Coordinate,STARLINK-30580 - Y-Coordinate,STARLINK-32186 - Y-Coordinate,STARLINK-30794 - Y-Coordinate,STARLINK-6264 - Y-Coordinate,STARLINK-31613 - Y-Coordinate,STARLINK-30351 - Y-Coordinate,STARLINK-3754 - Y-Coordinate,STARLINK-3520 - Y-Coordinate,STARLINK-3744 - Y-Coordinate,STARLINK-3557 - Y-Coordinate,STARLINK-31265 - Y-Coordinate,STARLINK-5733 - Y-Coordinate,STARLINK-31226 - Y-Coordinate,STARLINK-31419 - Y-Coordinate,STARLINK-3654 - Y-Coordinate,STARLINK-31625 - Y-Coordinate,STARLINK-4402 - Y-Coordinate,STARLINK-5788 - Y-Coordinate,STARLINK-4077 - Y-Coordinate,STARLINK-31891 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-4407 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-1953 - Y-Coordinate,STARLINK-11263 [DTC] - Y-Coordinate,STARLINK-3912 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-4218 - Y-Coordinate,STARLINK-3698 - Y-Coordinate,STARLINK-30540 - Y-Coordinate,STARLINK-5685 - Y-Coordinate,STARLINK-5237 - Y-Coordinate,STARLINK-4619 - Y-Coordinate,STARLINK-4492 - Y-Coordinate,STARLINK-4382 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-3659 - Y-Coordinate,STARLINK-5692 - Y-Coordinate,STARLINK-1267 - Y-Coordinate,STARLINK-3988 - Y-Coordinate,STARLINK-5240 - Y-Coordinate,STARLINK-4789 - Y-Coordinate,STARLINK-30876 - Y-Coordinate,STARLINK-30114 - Y-Coordinate,STARLINK-30499 - Y-Coordinate,STARLINK-6087 - Y-Coordinate,STARLINK-30898 - Y-Coordinate,STARLINK-30541 - Y-Coordinate,STARLINK-31340 - Y-Coordinate,STARLINK-31108 - Y-Coordinate,STARLINK-2756 - Y-Coordinate,STARLINK-31305 - Y-Coordinate,STARLINK-1468 - Y-Coordinate,STARLINK-5568 - Y-Coordinate,STARLINK-2018 - Y-Coordinate,STARLINK-3616 - Y-Coordinate,STARLINK-30506 - Y-Coordinate,STARLINK-4126 - Y-Coordinate,STARLINK-1032 - Y-Coordinate,STARLINK-5195 - Y-Coordinate,STARLINK-4262 - Y-Coordinate,STARLINK-5012 - Y-Coordinate,STARLINK-5879 - Y-Coordinate,STARLINK-30945 - Y-Coordinate,STARLINK-5129 - Y-Coordinate,STARLINK-30070 - Y-Coordinate,STARLINK-31691 - Y-Coordinate,STARLINK-3961 - Y-Coordinate,STARLINK-3591 - Y-Coordinate,STARLINK-2567 - Y-Coordinate,STARLINK-30515 - Y-Coordinate,STARLINK-1134 - Y-Coordinate,STARLINK-11129 [DTC] - Y-Coordinate,STARLINK-3733 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-11104 [DTC] - Y-Coordinate,STARLINK-31606 - Y-Coordinate,STARLINK-5373 - Y-Coordinate,STARLINK-4588 - Y-Coordinate,STARLINK-2469 - Y-Coordinate,STARLINK-2639 - Y-Coordinate,STARLINK-5188 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4521 - Z-Coordinate,STARLINK-4689 - Z-Coordinate,STARLINK-3312 - Z-Coordinate,STARLINK-4133 - Z-Coordinate,STARLINK-6148 - Z-Coordinate,STARLINK-30287 - Z-Coordinate,STARLINK-30346 - Z-Coordinate,STARLINK-31487 - Z-Coordinate,STARLINK-1397 - Z-Coordinate,STARLINK-31973 - Z-Coordinate,STARLINK-31033 - Z-Coordinate,STARLINK-31168 - Z-Coordinate,STARLINK-5765 - Z-Coordinate,STARLINK-11237 [DTC] - Z-Coordinate,STARLINK-3679 - Z-Coordinate,STARLINK-4416 - Z-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-6369 - Z-Coordinate,STARLINK-30580 - Z-Coordinate,STARLINK-32186 - Z-Coordinate,STARLINK-30794 - Z-Coordinate,STARLINK-6264 - Z-Coordinate,STARLINK-31613 - Z-Coordinate,STARLINK-30351 - Z-Coordinate,STARLINK-3754 - Z-Coordinate,STARLINK-3520 - Z-Coordinate,STARLINK-3744 - Z-Coordinate,STARLINK-3557 - Z-Coordinate,STARLINK-31265 - Z-Coordinate,STARLINK-5733 - Z-Coordinate,STARLINK-31226 - Z-Coordinate,STARLINK-31419 - Z-Coordinate,STARLINK-3654 - Z-Coordinate,STARLINK-31625 - Z-Coordinate,STARLINK-4402 - Z-Coordinate,STARLINK-5788 - Z-Coordinate,STARLINK-4077 - Z-Coordinate,STARLINK-31891 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-4407 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-1953 - Z-Coordinate,STARLINK-11263 [DTC] - Z-Coordinate,STARLINK-3912 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-4218 - Z-Coordinate,STARLINK-3698 - Z-Coordinate,STARLINK-30540 - Z-Coordinate,STARLINK-5685 - Z-Coordinate,STARLINK-5237 - Z-Coordinate,STARLINK-4619 - Z-Coordinate,STARLINK-4492 - Z-Coordinate,STARLINK-4382 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-3659 - Z-Coordinate,STARLINK-5692 - Z-Coordinate,STARLINK-1267 - Z-Coordinate,STARLINK-3988 - Z-Coordinate,STARLINK-5240 - Z-Coordinate,STARLINK-4789 - Z-Coordinate,STARLINK-30876 - Z-Coordinate,STARLINK-30114 - Z-Coordinate,STARLINK-30499 - Z-Coordinate,STARLINK-6087 - Z-Coordinate,STARLINK-30898 - Z-Coordinate,STARLINK-30541 - Z-Coordinate,STARLINK-31340 - Z-Coordinate,STARLINK-31108 - Z-Coordinate,STARLINK-2756 - Z-Coordinate,STARLINK-31305 - Z-Coordinate,STARLINK-1468 - Z-Coordinate,STARLINK-5568 - Z-Coordinate,STARLINK-2018 - Z-Coordinate,STARLINK-3616 - Z-Coordinate,STARLINK-30506 - Z-Coordinate,STARLINK-4126 - Z-Coordinate,STARLINK-1032 - Z-Coordinate,STARLINK-5195 - Z-Coordinate,STARLINK-4262 - Z-Coordinate,STARLINK-5012 - Z-Coordinate,STARLINK-5879 - Z-Coordinate,STARLINK-30945 - Z-Coordinate,STARLINK-5129 - Z-Coordinate,STARLINK-30070 - Z-Coordinate,STARLINK-31691 - Z-Coordinate,STARLINK-3961 - Z-Coordinate,STARLINK-3591 - Z-Coordinate,STARLINK-2567 - Z-Coordinate,STARLINK-30515 - Z-Coordinate,STARLINK-1134 - Z-Coordinate,STARLINK-11129 [DTC] - Z-Coordinate,STARLINK-3733 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-11104 [DTC] - Z-Coordinate,STARLINK-31606 - Z-Coordinate,STARLINK-5373 - Z-Coordinate,STARLINK-4588 - Z-Coordinate,STARLINK-2469 - Z-Coordinate,STARLINK-2639 - Z-Coordinate,STARLINK-5188 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3458.9364,3143.1910,4030.2500,-4396.8452,-5518.0833,3589.4787,2832.9653,-6801.9239,5598.7667,-5108.8890,-6267.9928,-3361.1124,5107.9127,-4401.0959,-3177.3345,4276.5058,4442.8080,-3627.9572,5463.1237,1211.3300,5305.5028,4783.3947,4432.4288,4823.4514,5647.5905,1777.5730,3386.9553,-4730.4637,-4315.7179,4995.4936,-2397.5976,4118.9837,5416.8591,2826.7402,-922.1296,-3767.6192,3717.6889,3225.0817,-4321.0805,5818.0089,-289.9419,-3696.3642,-3502.5734,-3109.2962,3841.7208,-3973.0080,-1613.6251,-4943.1040,113.5035,-6210.1647,1302.8672,3606.4181,-2235.2947,-231.3947,-5678.2226,-5013.2254,-4147.3664,-2706.8476,4325.7772,-1114.3263,-2986.0003,-6202.6824,4695.3426,3714.8457,3805.8776,-5101.0025,-6075.6150,1967.4877,760.6410,3363.2891,0.0000,1178.1294,3881.8372,-1751.3336,1510.0107,-4210.0062,4117.8872,5206.8111,4051.9756,-1595.9969,2323.8034,0.0000,4223.2243,-3080.2501,-6383.8247,3710.7249,6676.1505,-855.6495,6263.4653,4018.8805,-3177.8786,-2922.8136,1982.9064,-4293.0925,-6146.8739,1286.3635,-439.5567,-4543.8166,5993.6142,2965.2875,-373374.3315,-372646.7024,-363249.9944,-367476.3490,-374647.2292,-371859.3606,-365701.5649,-367221.5570,-76355338.1136,-76353177.8526,-76355766.2786,-76351977.8368,-367023.1915,-76355309.7778,-4544.7699,4836.4741,3396.5219,-261.6116,-1036.7216,4258.7939,5031.7190,28.0091,-3574.3311,2355.2277,-2908.1861,5366.0806,-687.2052,-1884.1085,-3597.2540,-3424.3227,3137.6322,-3961.5872,3828.1788,-4994.8321,-4140.7242,-4926.8712,5109.9898,-4953.4582,-2587.9006,-3732.2928,-5529.0801,-3182.6417,-3326.8738,-1609.9163,-5576.7816,-4504.8103,-3019.9154,-5904.0877,-6685.5045,-3397.7646,2878.0206,5073.1182,-482.1586,-2892.7981,4060.9746,-3178.6678,-2960.7186,-2958.2535,1615.2677,-5227.4166,5646.6231,2236.5108,-6016.0462,1802.2617,-4385.0420,-2119.5913,2219.8389,-5036.9294,3725.9985,-1199.5831,-136.7220,-3100.5498,4088.5479,4249.3211,-5932.0535,-677.0760,1680.2032,-5859.9113,-1773.4018,1183.9876,-1816.5808,-4636.9332,-4077.3317,-4136.1977,0.0000,4929.3640,-1353.6640,-3794.8863,6334.6235,-970.1470,684.3566,2618.0740,784.6518,6655.3364,-5797.3500,0.0000,180.2093,-5947.2323,840.1204,-2736.6618,-1419.3465,-6692.2215,2687.5739,-554.2466,-5097.9864,3710.0466,-5895.0034,-3525.6749,1281.2188,-5602.9072,-6575.3908,4537.6276,3364.3637,-3375.6714,97832.1459,82913.2376,86791.2895,87584.1381,82851.8954,82227.8531,79097.8192,84297.9371,344276165.4285,344310410.5289,344282150.8872,344304452.0710,82561.6928,344296250.4790,-3881.0507,3779.4932,4454.1764,-5327.5630,-4021.1172,4096.0905,3788.3459,-574.1114,1742.3682,-3894.6566,-147.0209,-2582.0812,4588.5885,4711.6958,4971.9734,-4255.1249,4298.4200,-4343.5066,-1530.9692,4494.9759,-1503.4132,-801.9586,-802.5075,166.2555,2994.4970,5510.1767,2214.1999,3859.1536,4088.8516,-4514.2172,-2758.1340,-3046.7140,-3033.1120,1814.8095,1499.0841,-4627.3837,5044.3790,3170.0021,5169.7354,-2473.7930,5608.7852,-4737.0204,-4949.2570,5364.2653,-5406.2404,2114.6436,3609.6436,4295.2492,3436.9176,-2381.0186,5152.5203,-5484.5542,6171.7063,-4702.3192,1195.9303,-4469.8164,5450.2506,-5487.3205,-3438.3498,-5342.9104,-1975.6045,-3031.3410,4639.4099,-244.4099,-5401.4381,4505.4044,2094.2819,-4655.0671,5429.7663,4124.4899,0.0000,-4716.9149,5340.5938,5479.0164,2368.8857,5373.6709,5504.9777,-3687.6876,-5508.2819,108.8689,2935.6859,0.0000,5451.9560,-1641.4136,2191.7327,5114.2476,-944.4392,739.2192,-993.3333,-5305.9229,-2894.0920,5026.8176,-3061.0812,3811.6888,2723.0160,-3912.5039,-2066.4217,2421.9099,-91.8808,5167.1204,-81216.5633,-84476.3680,-79994.0159,-81891.5677,-76747.7040,-83827.5135,-91077.3009,-82104.3701,52525877.3501,52529973.3109,52505835.5840,52523177.7959,-82360.9915,52522139.6353,
3600.000,5601.2220,-4065.3239,-6451.6001,5619.0913,4255.4071,-6267.8662,-5564.3475,5413.8408,-2219.3935,1418.7697,5498.9826,1005.4728,-3467.5542,6669.1180,4562.5209,-6584.7765,144.8982,5408.5434,-5808.2413,3137.0104,-2032.2950,-1830.9276,-4947.6097,-2309.0567,-5232.5448,2183.6605,170.0855,6589.2284,6720.9374,-2528.2700,5199.4698,266.2551,-4871.7715,-117.1988,-1123.9418,6386.0609,-6541.9144,-5754.9856,2828.5443,-6343.6419,-2836.0052,4253.0959,4421.0772,6287.8646,-4654.0607,4178.8958,-13.6305,1872.8494,3219.6649,2922.7821,3135.4442,-783.9059,6284.5948,2915.9078,4079.0587,6058.9083,3630.4400,5750.1774,-6071.3899,-1974.2701,4841.1887,6698.9986,-5725.4132,-2573.3114,-888.8691,4641.7941,4152.8852,2266.6243,3784.8200,-544.9332,0.0000,-4904.2984,-2714.7134,5519.5875,-3676.9663,5898.6265,-5056.7633,-6765.1510,-4885.3620,-695.5735,-74.4678,0.0000,-5048.7085,4526.2772,3370.9767,-2830.9604,-5291.5848,2610.9005,-6308.1300,-3436.1181,3998.9868,1388.8855,274.3689,6365.3422,5545.5899,1314.1952,2452.9281,3233.7623,-5372.2047,-1149.9445,-386635.2048,-378541.1536,-371556.6253,-374939.6092,-384373.2662,-378414.8421,-375767.2142,-375838.3960,-162930522.2805,-162931612.4950,-162926882.0030,-162935315.8243,-376415.2599,-162931634.6279,4026.1348,-761.6070,-2375.3730,-3117.6884,-3002.1083,-2705.3627,-4062.7120,-2598.1883,4070.7043,-4983.9789,691.2575,-6620.9244,4537.2385,-717.5796,-567.6134,1972.8073,-1142.0365,102.5620,-1905.2245,3046.4792,4984.0571,5380.8932,-2800.4498,5617.0703,4279.1405,5245.7370,4389.7747,1981.9049,803.6795,4958.2709,3800.8326,4981.1982,4700.3147,6396.0858,3454.6245,408.7474,-1288.8930,-3545.5372,-4393.7877,568.8116,-595.7485,-1791.2204,-2196.7043,859.2065,2995.8732,1798.9925,-6867.5247,-5026.1806,3928.6131,-3305.7155,3654.4142,5429.5991,-1937.1003,6163.1087,-4573.4099,-2576.4419,-4290.3604,-91.0030,-3067.1111,-6095.5446,4639.7235,-1717.4068,2504.0213,4653.4874,5381.7017,-4679.0126,-2600.6709,5534.0451,4145.1785,6688.8602,0.0000,-3516.8104,5648.2628,2586.0897,-5737.9739,-2328.8365,3167.6536,-1207.0910,3327.3179,-5296.7505,6869.1252,0.0000,3574.6484,2825.3028,-3744.4210,5983.1237,2805.7309,4948.6083,-161.1202,5257.5165,53.9998,-6532.8739,6906.8578,2007.9726,-3850.2435,6767.4768,3869.6226,-5672.5026,-943.0390,6467.6924,-280.1064,-10153.4642,-9194.4019,-10159.5696,-12201.4149,-11749.7085,-15576.5011,-13801.0407,312755332.0088,312786352.7996,312766721.6575,312778525.6633,-12075.9989,312775720.9330,-272.0901,-5527.8817,-653.3940,2533.7669,4521.1212,-1138.8121,-558.4844,-3248.3628,-5074.8966,4458.7993,4119.9051,-1377.8771,-3891.0509,-466.5489,-5174.7395,-900.2324,-6843.1749,4281.4482,-3079.4362,-5256.9856,4299.0067,3926.0953,-3755.6855,3301.5668,1374.0836,-3911.4932,-5266.1087,320.9787,-826.9821,4101.4051,-1721.7785,4641.8223,-1353.1666,2282.6784,-5887.9647,2472.1588,-1786.1819,739.0862,-4297.8654,-2790.0203,-6313.6716,4975.7268,4584.7261,-2653.9950,3978.6656,-5192.8562,626.2741,-4386.9475,-4725.1004,5280.6936,-4942.1690,4167.8380,-2225.7589,1004.1196,3155.3495,1767.6957,-3936.1079,3724.3927,-983.2068,2592.5865,-1738.5897,-500.5272,-2732.4706,-4473.1525,4113.2033,-2097.1988,-4546.6706,3341.9573,-3915.2904,-693.9363,0.0000,3376.6735,-2507.8955,-3234.6311,1270.2161,-2728.2631,-3503.8868,-569.4752,3512.5870,-4285.0304,692.1446,0.0000,-3073.6490,4356.3211,-4578.5407,-1927.4476,-3411.1704,3832.9162,-2764.4933,2252.2262,5322.5246,-1752.1675,-478.2258,957.4130,1151.0686,863.0045,5155.9074,2113.0078,4172.1624,-1961.5220,-80387.6961,-81871.8870,-78777.9122,-82563.8261,-75463.1001,-79284.3455,-90326.4942,-81254.2265,52599999.7096,52612949.0251,52581963.5259,52605030.4499,-81190.2029,52599340.1456,
7200.000,-5207.7028,4778.2995,5886.8910,-4874.9969,-2430.3686,6425.4857,6005.3026,-1527.0539,-2415.1794,2173.2332,-3095.2082,2165.3307,1413.7809,-4492.8903,-5347.0521,4205.0539,-2881.7728,-5950.9131,3744.7846,-6396.9144,-2268.4229,-2270.9966,3745.1468,-1590.5236,2170.7823,-4426.3968,-4437.3912,-5369.4885,-5778.2043,52.0638,-4833.6413,-4520.5603,1857.2071,-3273.0727,181.3501,-6379.3509,6367.0903,5438.9723,-1028.7428,2433.3598,5938.6851,-3983.6706,-4014.0076,-6563.0964,4126.0050,-4036.2029,1850.5914,1075.3074,-6033.9975,1315.0155,-6145.6154,-1226.8182,-6199.7276,-3941.1816,-151.1378,-4424.1853,-2500.3241,-6466.5854,4986.6725,3514.6189,-5199.1772,-4643.6088,4486.0575,-934.0506,-1273.3206,-2814.7434,-556.2043,-4980.6671,-6011.2531,-2410.5528,0.0000,6726.4922,653.4613,-6706.9291,4774.8972,-5412.6861,4646.4375,5194.1014,4335.4574,3811.5782,-2411.3217,0.0000,4354.8962,-5258.3836,746.6592,1185.6032,1362.3709,-4137.5211,4029.2731,1137.8094,-3771.7436,263.0685,-2523.9567,-4473.8150,-2214.0040,-3207.8826,-4800.8988,186.5469,3069.9416,-647.8987,-374262.3054,-358622.0807,-356079.9841,-360146.2225,-369811.8698,-358806.7593,-361682.5788,-362580.4754,-238388312.0075,-238390508.0874,-238383880.5906,-238392911.6163,-361766.7149,-238390587.6301,-1609.9830,-3326.5324,443.6141,4532.5502,6103.3607,354.3922,1570.3321,4769.7355,-4140.6386,6234.7417,2803.7927,4835.7255,-6724.4367,2697.9106,3833.5371,540.3559,-3435.4133,3172.8594,-1752.1236,-1063.7434,-4896.1551,-4650.1843,-1698.4588,-4807.0731,-4376.3894,-5282.8327,-2482.4006,272.3419,1912.1989,-6824.8491,896.2173,-4306.3213,-4541.8596,-3794.9710,2052.8428,2113.4120,-363.4344,-7.9420,6679.6200,1143.6339,-1523.9633,5344.8989,5413.3874,857.5745,-5418.1973,2679.9645,4912.4570,6607.8131,-1328.6664,4851.4206,-2743.0385,-6782.5349,-467.0703,-4562.5081,4193.8267,4671.5383,6377.1743,2183.2238,294.9863,5683.6881,-1350.2415,3563.0513,-4978.3378,-2189.1473,-6717.1541,6097.3272,6117.9288,-4699.1553,-3235.4870,-5338.9522,0.0000,1625.3358,-6239.2751,-1160.5465,2832.2307,3935.7074,-5076.2823,-918.4835,-5276.2720,1853.9188,-5170.7485,0.0000,-5203.8055,1412.9764,5843.2246,-6296.2435,-3910.5376,-375.0638,-3054.4674,-5874.0404,4878.8568,6363.8969,-5277.3562,1129.3230,4925.4175,-5552.7751,-74.5174,4467.2293,-2881.5483,-6289.8191,-98853.2312,-105427.1222,-104703.9606,-109227.8392,-106810.0795,-104411.2738,-110029.3614,-104609.1691,259884851.5561,259911122.8001,259903012.7473,259897948.4690,-106156.5522,259905004.5734,4225.8172,3697.0325,-3589.2338,1844.2896,-2125.6109,-2548.2560,-3044.9836,4628.3563,4911.2244,-1800.0821,-5510.5435,4309.7693,690.8885,-4216.3554,2133.1174,5478.0711,5282.1913,-1488.7786,5441.9681,2146.3909,-4296.8655,-4589.0357,5420.1952,-4717.1887,-4876.6996,-255.6888,4588.4287,-4312.3818,-3079.2836,-1148.6854,4490.8805,-2751.8824,4844.5726,-4594.1251,6594.1653,1384.9555,-2645.5317,-4086.9375,-185.4557,6400.4008,3244.7921,-1315.1105,-291.3463,-1872.9332,406.3216,4905.5354,-4478.9181,1762.3646,3136.4136,-4714.3806,1502.9850,-151.2979,-3087.1791,3329.6199,-5477.3797,2251.1161,-357.7207,635.8058,4709.3427,1764.4914,4363.4789,3708.8861,-1261.7147,6510.0725,146.2707,-1651.2538,2617.2800,314.0051,-455.8337,-3351.6193,0.0000,49.0594,-2492.7035,-1128.5103,-4157.7835,-1696.1190,-712.7580,4430.3966,821.9332,5365.7535,-3895.2085,0.0000,-1290.5873,-4234.3173,3396.4204,-2547.2778,5497.4193,-5372.5102,4666.0363,2950.0399,-2536.7849,-2670.1424,3704.9558,-4921.2781,-4213.0622,2673.7032,-4965.5960,-5216.4287,-5437.5883,-2652.0913,-79564.5839,-78819.2089,-78200.8078,-80005.0433,-74558.8941,-79510.4150,-88949.5673,-80318.5626,52674067.2125,52694486.8567,52659262.3606,52680190.8402,-80011.9256,52676528.5140,
