sl_20_5400_20301115 Coordinates.csv
2030/11/15 07:47:00.0000 UTC

Generated: Tue Oct  8 21:49:55 2024,
Start: 2030/11/15 07:47:00.00, Stop: 2030/11/15 09:17:00.00,
TIME_UNITS,STARLINK-2417 - X-Coordinate,STARLINK-3563 - X-Coordinate,STARLINK-31614 - X-Coordinate,STARLINK-4051 - X-Coordinate,STARLINK-3583 - X-Coordinate,STARLINK-4429 - X-Coordinate,STARLINK-11130 [DTC] - X-Coordinate,STARLINK-2422 - X-Coordinate,STARLINK-30421 - X-Coordinate,STARLINK-3741 - X-Coordinate,STARLINK-5036 - X-Coordinate,STARLINK-30478 - X-Coordinate,STARLINK-3625 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-30863 - X-Coordinate,STARLINK-31494 - X-Coordinate,STARLINK-30135 - X-Coordinate,STARLINK-3306 - X-Coordinate,STARLINK-3122 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2417 - Y-Coordinate,STARLINK-3563 - Y-Coordinate,STARLINK-31614 - Y-Coordinate,STARLINK-4051 - Y-Coordinate,STARLINK-3583 - Y-Coordinate,STARLINK-4429 - Y-Coordinate,STARLINK-11130 [DTC] - Y-Coordinate,STARLINK-2422 - Y-Coordinate,STARLINK-30421 - Y-Coordinate,STARLINK-3741 - Y-Coordinate,STARLINK-5036 - Y-Coordinate,STARLINK-30478 - Y-Coordinate,STARLINK-3625 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-30863 - Y-Coordinate,STARLINK-31494 - Y-Coordinate,STARLINK-30135 - Y-Coordinate,STARLINK-3306 - Y-Coordinate,STARLINK-3122 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2417 - Z-Coordinate,STARLINK-3563 - Z-Coordinate,STARLINK-31614 - Z-Coordinate,STARLINK-4051 - Z-Coordinate,STARLINK-3583 - Z-Coordinate,STARLINK-4429 - Z-Coordinate,STARLINK-11130 [DTC] - Z-Coordinate,STARLINK-2422 - Z-Coordinate,STARLINK-30421 - Z-Coordinate,STARLINK-3741 - Z-Coordinate,STARLINK-5036 - Z-Coordinate,STARLINK-30478 - Z-Coordinate,STARLINK-3625 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-30863 - Z-Coordinate,STARLINK-31494 - Z-Coordinate,STARLINK-30135 - Z-Coordinate,STARLINK-3306 - Z-Coordinate,STARLINK-3122 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,4599.5754,5214.8098,6348.2412,2096.9784,3339.6395,805.8301,-3556.7246,4070.0819,-6348.4633,-4604.2607,-256.2486,-777.2600,-1806.3192,2401.6111,1069.7410,-4885.0344,5124.1671,-2588.1743,-1324.0986,3147.0771,-101361.4637,-116841.0222,-121100.0861,-118333.3148,-113229.2348,-117154.0476,-122065.6188,-119993.8971,-296236355.1944,-296267714.5470,-296237899.8686,-296230494.8391,-118818.3504,-296235819.2578,3705.0942,-4052.0216,898.8395,3653.0862,5967.3507,-6601.6909,4796.4574,-482.1037,1954.5294,807.2543,5549.6928,6848.1492,-6361.9660,6127.5043,-5379.0712,-1004.8109,-311.1010,-4287.3083,-4779.7215,-3841.1823,-370576.5779,-354668.9256,-369258.5382,-366479.8951,-358131.5203,-362688.2006,-362026.2713,-363369.0137,-26218401.0223,-26210815.8553,-26243875.4962,-26239669.7587,-364057.9583,-26236570.4796,3280.9867,2030.3298,2285.8749,-5472.3759,540.5835,-1976.1387,-3078.0736,5401.9848,-1545.3262,-4956.9472,4067.4236,-336.1245,-1886.9951,-1367.7062,4018.2196,-4631.0687,-4643.7964,-4807.6911,-4894.2993,4580.4660,130825.5347,124653.4712,130468.6355,126743.3051,133578.9092,129965.0680,119106.3942,129260.3724,14489814.2560,14475080.5041,14484510.2269,14503059.9821,128128.3945,14499139.7138,
3000.000,5869.5758,4593.6680,5781.3452,3996.3195,4289.3902,1296.2020,-1770.0329,3812.0772,-5267.7298,-3276.3035,1242.2458,738.0691,-3047.4366,3827.6362,-753.9491,-5174.6933,4524.0451,-4397.3296,-2765.1128,1066.6343,-93473.0532,-109235.9330,-113518.4688,-111040.4955,-105531.8862,-109613.8297,-114332.4629,-111884.3961,-295588647.2038,-295620426.3613,-295589692.0563,-295582744.9611,-111102.3869,-295588108.0257,2912.0967,-5157.0764,-824.7976,2740.6235,5200.2184,-6808.6654,4773.2785,-2622.4886,2936.4154,2488.1719,6241.2720,6752.0369,-6162.9907,5520.6082,-6043.8736,1123.0454,-2381.5673,-3936.6782,-3275.1298,-4080.3714,-372576.2298,-357261.3965,-371657.1757,-368773.3823,-360524.8297,-365532.0044,-364418.9723,-365714.8212,-32682139.2688,-32675226.1036,-32707894.1889,-32702524.5355,-366499.1353,-32700221.2536,1658.0134,253.1148,3494.2387,-4919.9913,-1279.2974,250.0035,-4384.4016,4958.1036,-3187.0390,-5431.2647,2634.4171,1206.2926,-95.5709,187.8639,3024.8186,-4275.3411,-4667.0203,-3654.5003,-5493.8474,5275.8887,130748.5639,124634.5549,130368.0084,126632.8263,133505.2959,130090.4523,119040.1177,129461.6571,14485329.7060,14470613.6005,14480443.6600,14499216.8580,128068.8249,14494823.4767,
3300.000,6507.6102,3516.2561,4639.7755,5511.6486,4813.9604,1641.6637,234.2735,3210.2454,-3636.6894,-1651.7791,2589.2707,2192.4511,-3978.6406,4846.3725,-2476.8852,-4974.4482,3527.7626,-5764.2345,-3989.6160,-1133.6679,-85546.6642,-101573.9231,-105885.1721,-103705.8141,-97786.4217,-102038.0869,-106551.3521,-103667.4994,-294799921.9829,-294832105.6680,-294800454.6365,-294794067.3115,-103336.2940,-294799383.3677,1826.9038,-5745.4879,-2493.2606,1608.9024,3894.8562,-6273.8762,4277.0198,-4484.8979,3650.2527,3956.1513,6318.6714,5992.0676,-5339.5943,4322.8595,-6106.1918,3122.9847,-4233.2247,-3239.1470,-1487.0546,-3945.9745,-374407.5945,-359694.6752,-373890.7898,-370871.7991,-362755.4144,-368241.4705,-366647.4301,-367939.2303,-39130100.9985,-39123867.2840,-39156111.6356,-39149581.7661,-368776.7977,-39148095.9295,-156.3768,-1551.4914,4307.7371,-3836.1535,-2957.9121,2449.3503,-5176.5803,3949.3256,-4470.9994,-5295.6056,913.9145,2617.5855,1706.3195,1721.3376,1688.7311,-3436.9509,-4189.5493,-2112.0733,-5516.0224,5363.0518,130671.3458,124617.0704,130262.9335,126554.7628,133429.0727,130169.9725,118977.9881,129554.6294,14480849.5736,14466147.6930,14476389.8366,14495330.5222,128009.1850,14490507.3644,
3600.000,6451.6210,2075.0337,3045.9056,6486.9174,4877.4247,1774.3621,2242.0458,2316.0245,-1624.9137,100.8213,3666.1174,3456.2695,-4523.9406,5361.9451,-3931.8742,-4296.0641,2227.6668,-6557.4506,-4878.4028,-3217.8606,-77585.8945,-93858.3164,-98203.5376,-96323.5105,-89996.2637,-94428.9364,-98725.7845,-95380.0147,-293870559.6682,-293903132.4603,-293870569.0315,-293864841.7251,-95523.5365,-293870025.3984,545.0468,-5772.6028,-3941.8946,358.8649,2175.6928,-5061.6013,3370.9846,-5872.2158,4037.5353,5056.6078,5764.2911,4644.7266,-3966.0867,2653.9336,-5550.8754,4791.5211,-5683.8011,-2245.7502,409.9510,-3453.4720,-376069.9941,-361967.6567,-375958.3440,-372771.8239,-364822.3256,-370808.2803,-368710.7085,-370042.5700,-45559210.0558,-45553662.9084,-45585450.8898,-45577777.0128,-370889.9167,-45577118.5153,-1952.7575,-3188.5238,4634.6814,-2337.3491,-4310.3424,4386.4651,-5362.4845,2490.3467,-5253.9350,-4565.0674,-906.3368,3744.3493,3320.8030,3052.4653,161.2982,-2210.1159,-3262.3241,-344.3691,-4958.5156,4831.9149,130593.8820,124601.0807,130153.4974,126513.9758,133350.2535,130193.8849,118919.9966,129529.2310,14476373.9330,14461682.7895,14472348.7701,14491397.2177,127949.4748,14486191.3769,
3900.000,5715.0205,400.6207,1165.8276,6819.0362,4488.1313,1653.6629,4035.4923,1206.5719,558.3803,1804.6644,4383.0066,4415.9514,-4645.1688,5331.0961,-4981.3430,-3196.8489,741.3781,-6703.4190,-5339.0975,-4961.7475,-69594.3532,-86092.4599,-90476.9307,-88885.8059,-82164.8544,-86786.7118,-90859.2739,-87059.4904,-292801007.4922,-292833953.8336,-292800483.8168,-292795513.4273,-87667.6002,-292800481.3213,-816.5708,-5249.4910,-5024.4737,-901.1457,211.4341,-3311.1202,2156.1181,-6638.2162,4067.8179,5667.8275,4624.8719,2844.7606,-2174.6577,685.7662,-4425.9193,5960.2804,-6588.6655,-1034.7394,2234.5756,-2649.0847,-377562.8276,-364079.3154,-377858.8719,-374472.9537,-366724.6880,-373220.8209,-370607.9472,-372023.3123,-51966399.3638,-51961545.5647,-51992844.1403,-51984054.8495,-372837.5367,-51984222.0968,-3524.1702,-4481.6449,4438.2967,-585.3185,-5188.2070,5854.1627,-4920.5601,747.3676,-5448.8506,-3321.1345,-2627.7870,4464.2126,4570.6671,4024.8311,-1384.4237,-733.1660,-1984.4928,1460.0878,-3879.5025,3743.4463,130516.1739,124586.6533,130039.7948,126513.4852,133268.8512,130154.5772,118866.1358,129384.7230,14471902.8563,14457218.8979,14468320.4541,14487414.1480,127889.6943,14481875.5141,
4200.000,4383.9410,-1350.2254,-808.1032,6469.4442,3695.7195,1273.3106,5416.4093,-21.3541,2686.1276,3292.1288,4686.2067,4983.9565,-4343.8213,4766.2408,-5530.3571,-1775.5337,-798.4689,-6193.6807,-5315.8979,-6177.1805,-61575.6583,-78279.7219,-82708.7397,-81384.5376,-74295.6544,-79109.9934,-82955.3482,-78741.7118,-291591779.5683,-291625083.7704,-291590714.5046,-291586592.9703,-79771.9906,-291591265.2139,-2130.1639,-4239.8592,-5627.8697,-2064.4193,-1801.8048,-1219.9830,759.8253,-6703.5685,3740.4503,5714.6657,3007.5484,771.2958,-142.2687,-1375.4751,-2838.5067,6513.3552,-6855.5720,294.0214,3815.8688,-1605.7428,-378885.5716,-366028.7066,-379591.4780,-375978.1489,-368461.7004,-375465.2985,-372338.3613,-373878.3207,-58348612.3878,-58344458.3790,-58375234.1788,-58365369.9472,-374618.7761,-58366350.3003,-4690.2463,-5292.1219,3740.7325,1230.1853,-5495.5687,6695.8973,-3902.1457,-1080.8475,-5034.1674,-1703.0927,-4063.1118,4699.0912,5318.9707,4524.3255,-2773.5288,826.8366,-493.1221,3108.5325,-2391.9157,2222.8898,130438.2228,124573.8607,129921.9283,126553.4220,133184.8777,130048.5401,118816.3997,129129.1836,14467436.4137,14452756.0260,14464304.8616,14483379.5213,127829.8436,14477559.7761,
4500.000,2606.4180,-3009.3234,-2676.9285,5469.0437,2584.6138,663.9767,6227.9756,-1259.4482,4536.7067,4421.2836,4561.2254,5106.5322,-3659.0661,3732.7480,-5534.8641,-163.8632,-2255.7956,-5085.1147,-4796.5783,-6732.8813,-53533.4356,-70423.4910,-74902.3741,-73813.3439,-66392.1407,-71396.2674,-75017.5478,-70458.6237,-290243456.6436,-290277102.8934,-290241843.2930,-290238656.2075,-71840.2309,-290242957.7807,-3268.8114,-2851.9045,-5683.9534,-3034.6540,-3660.0188,978.9682,-677.0027,-6064.3815,3084.2738,5178.2543,1069.3376,-1370.2626,1927.2048,-3311.2108,-944.5847,6399.2178,-6454.5743,1627.0108,5009.2854,-416.9681,-380037.7797,-367814.9682,-381155.3379,-377293.4953,-370032.6367,-377527.8565,-373901.2422,-375603.0884,-64702804.5929,-64699356.4746,-64729575.8626,-64718688.2100,-376232.8275,-64720458.7508,-5317.7288,-5533.3308,2620.6232,2912.1281,-5198.9138,6822.1541,-2425.8848,-2785.9799,-4055.9375,107.0909,-5056.7147,4423.5214,5483.8907,4492.4108,-3849.2552,2293.0671,1051.3517,4424.9096,-652.0562,445.6253,130360.0303,124562.7809,129800.0085,126630.6502,133098.3441,129877.5112,118770.7841,128778.4264,14462974.6733,14448294.1820,14460301.9431,14479292.5312,127769.9227,14473244.1630,
4800.000,575.3703,-4413.0165,-4255.1655,3915.5695,1265.0012,-109.0915,6373.0098,-2397.1187,5916.7939,5089.6397,4032.0945,4768.7157,-2662.5640,2341.1549,-5004.4591,1485.4740,-3502.9848,-3493.2378,-3815.6789,-6569.2697,-45471.3166,-62527.1742,-67061.2635,-66169.4376,-58457.8055,-63643.0194,-67049.4239,-62236.7344,-288756685.8202,-288790658.1860,-288754518.7844,-288752344.2786,-63875.8611,-288756206.0738,-4118.3010,-1226.4388,-5177.5503,-3733.6248,-5171.6830,3043.7994,-2013.7999,-4792.0499,2155.4075,4100.1355,-998.5242,-3368.6738,3823.5610,-4913.6688,1066.7585,5635.6277,-5421.7431,2846.5978,5710.1636,811.0638,-381019.0829,-369437.3223,-382549.6995,-378426.8699,-371436.8453,-379396.8590,-375295.9571,-377191.9308,-71025944.8976,-71023208.4246,-71052837.5721,-71040987.9800,-377678.9581,-71043516.5238,-5335.1538,-5179.5523,1204.3906,4277.9561,-4330.5727,6219.5287,-664.5069,-4174.2875,-2623.0462,1905.1490,-5501.3114,3667.3543,5047.4042,3932.8254,-4490.6154,3499.2433,2482.4753,5268.8634,1156.6394,-1383.1152,130281.5976,124553.4981,129674.1534,126739.3621,133009.2605,129648.0936,118729.2863,128354.5451,14458517.7014,14443833.3738,14456311.6262,14475153.2856,127709.9316,14468928.6747,
5100.000,-1492.3615,-5418.0510,-5389.3940,1963.6460,-137.8231,-953.0821,5826.3601,-3330.9947,6681.7977,5243.5289,3157.3212,3996.2189,-1450.9030,735.3400,-3999.8024,3013.3296,-4431.9662,-1579.6339,-2453.0777,-5705.1451,-37392.9375,-54594.1958,-59188.8563,-58454.1776,-50496.1543,-55848.7646,-59054.5371,-54095.9846,-287132180.2443,-287166462.6828,-287129455.6715,-287128363.5780,-55882.4358,-287131723.1831,-4588.1587,477.3237,-4149.3788,-4107.0119,-6177.3397,4750.1155,-3123.8718,-3024.5894,1033.1095,2579.7653,-2989.5232,-5027.7700,5351.6252,-6008.2275,2992.2592,4306.9408,-3856.0150,3841.2520,5863.1339,1968.6856,-381829.1896,-370895.0776,-383773.8830,-379386.2351,-372673.7503,-381064.3263,-376521.9496,-378638.1179,-77315017.1186,-77312997.6975,-77342002.6606,-77329261.3192,-378956.5099,-77332507.5917,-4740.5108,-4268.5361,-347.9509,5179.6481,-2985.4270,4952.0647,1175.0593,-5088.6816,-895.6345,3487.8903,-5349.0231,2512.6064,4057.1825,2911.1586,-4625.6889,4308.6918,3645.9469,5550.5913,2843.1074,-3052.3484,130202.9261,124546.1034,129544.4885,126872.3619,132917.6360,129370.0493,118691.9052,127884.2478,14454065.5618,14439373.6097,14452333.8138,14470962.6959,127649.8704,14464613.3112,
5400.000,-3378.8099,-5916.1732,-5973.3653,-191.1226,-1494.9823,-1758.6376,4639.3300,-3973.7926,6751.6662,4881.9645,2023.3137,2853.9145,-136.3851,-922.2140,-2625.4291,4269.4296,-4963.3761,464.8050,-827.7551,-4235.1937,-29301.9367,-46627.9961,-51288.6184,-50672.4396,-42510.7043,-48013.6060,-51036.4553,-46049.0242,-285370718.7640,-285405295.1268,-285367434.3906,-285367485.6843,-47863.5227,-285370287.8939,-4621.1317,2097.0845,-2693.2732,-4127.9874,-6566.7062,5915.6431,-3906.3189,-950.9736,-186.2915,765.3473,-4702.2470,-6185.9353,6351.4939,-6472.7106,4634.8139,2554.3642,-1909.4588,4515.5488,5466.3195,2952.2111,-382467.8856,-372187.6311,-384827.2815,-380178.3205,-373742.8510,-382526.1195,-377578.7398,-379933.9573,-83567021.4110,-83565724.0967,-83594070.8980,-83580515.3653,-380064.9005,-83584432.2619,-3601.4685,-2897.7223,-1861.0096,5519.6838,-1311.0492,3154.8066,2876.1817,-5426.1139,932.4660,4676.5699,-4616.2204,1084.7028,2621.5824,1547.3264,-4239.3515,4629.8306,4416.4155,5240.1441,4229.1922,-4370.0851,130124.0172,124540.6953,129411.1463,127022.4022,132823.4790,129054.1929,118658.6411,127397.0926,14449618.3164,14434914.8977,14448368.3835,14466722.3434,127589.7391,14460298.0725,
