sl_100_86400_20301128 Coordinates.csv
2030/11/28 07:47:00.0000 UTC

Generated: Tue Oct  8 21:53:20 2024,
Start: 2030/11/28 07:47:00.00, Stop: 2030/11/29 07:47:00.00,
TIME_UNITS,STARLINK-4274 - X-Coordinate,STARLINK-5217 - X-Coordinate,STARLINK-30905 - X-Coordinate,STARLINK-30545 - X-Coordinate,STARLINK-30704 - X-Coordinate,STARLINK-5300 - X-Coordinate,STARLINK-31646 - X-Coordinate,STARLINK-5203 - X-Coordinate,STARLINK-31618 - X-Coordinate,STARLINK-6087 - X-Coordinate,STARLINK-4291 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-6340 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-32170 - X-Coordinate,STARLINK-31139 - X-Coordinate,STARLINK-2388 - X-Coordinate,STARLINK-5566 - X-Coordinate,STARLINK-5221 - X-Coordinate,STARLINK-5519 - X-Coordinate,STARLINK-3871 - X-Coordinate,STARLINK-4382 - X-Coordinate,STARLINK-3539 - X-Coordinate,STARLINK-31512 - X-Coordinate,STARLINK-4447 - X-Coordinate,STARLINK-30859 - X-Coordinate,STARLINK-3576 - X-Coordinate,STARLINK-5546 - X-Coordinate,STARLINK-2051 - X-Coordinate,STARLINK-4785 - X-Coordinate,STARLINK-30961 - X-Coordinate,STARLINK-5558 - X-Coordinate,STARLINK-1066 - X-Coordinate,STARLINK-30921 - X-Coordinate,STARLINK-1046 - X-Coordinate,STARLINK-4058 - X-Coordinate,STARLINK-2733 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-30224 - X-Coordinate,STARLINK-5432 - X-Coordinate,STARLINK-31678 - X-Coordinate,STARLINK-31331 - X-Coordinate,STARLINK-3981 - X-Coordinate,STARLINK-32008 - X-Coordinate,STARLINK-4487 - X-Coordinate,STARLINK-31336 - X-Coordinate,STARLINK-31326 - X-Coordinate,STARLINK-6294 - X-Coordinate,STARLINK-6091 - X-Coordinate,STARLINK-4770 - X-Coordinate,STARLINK-2404 - X-Coordinate,STARLINK-3292 - X-Coordinate,STARLINK-5458 - X-Coordinate,STARLINK-30453 - X-Coordinate,STARLINK-4278 - X-Coordinate,STARLINK-1328 - X-Coordinate,STARLINK-2179 - X-Coordinate,STARLINK-30332 - X-Coordinate,STARLINK-5537 - X-Coordinate,STARLINK-30372 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-30117 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-2403 - X-Coordinate,STARLINK-31027 - X-Coordinate,STARLINK-2608 - X-Coordinate,STARLINK-30404 - X-Coordinate,STARLINK-3158 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-5724 - X-Coordinate,STARLINK-3131 - X-Coordinate,STARLINK-4722 - X-Coordinate,STARLINK-31235 - X-Coordinate,STARLINK-30902 - X-Coordinate,STARLINK-5447 - X-Coordinate,STARLINK-31075 - X-Coordinate,STARLINK-2393 - X-Coordinate,STARLINK-31523 - X-Coordinate,STARLINK-30352 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-30249 - X-Coordinate,STARLINK-4600 - X-Coordinate,STARLINK-4360 - X-Coordinate,STARLINK-1932 - X-Coordinate,STARLINK-4568 - X-Coordinate,STARLINK-11079 [DTC] - X-Coordinate,STARLINK-30783 - X-Coordinate,STARLINK-30784 - X-Coordinate,STARLINK-3623 - X-Coordinate,STARLINK-31140 - X-Coordinate,STARLINK-2579 - X-Coordinate,STARLINK-4375 - X-Coordinate,STARLINK-30475 - X-Coordinate,STARLINK-31608 - X-Coordinate,STARLINK-1596 - X-Coordinate,STARLINK-31366 - X-Coordinate,STARLINK-3332 - X-Coordinate,STARLINK-2474 - X-Coordinate,STARLINK-6155 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4274 - Y-Coordinate,STARLINK-5217 - Y-Coordinate,STARLINK-30905 - Y-Coordinate,STARLINK-30545 - Y-Coordinate,STARLINK-30704 - Y-Coordinate,STARLINK-5300 - Y-Coordinate,STARLINK-31646 - Y-Coordinate,STARLINK-5203 - Y-Coordinate,STARLINK-31618 - Y-Coordinate,STARLINK-6087 - Y-Coordinate,STARLINK-4291 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-6340 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-32170 - Y-Coordinate,STARLINK-31139 - Y-Coordinate,STARLINK-2388 - Y-Coordinate,STARLINK-5566 - Y-Coordinate,STARLINK-5221 - Y-Coordinate,STARLINK-5519 - Y-Coordinate,STARLINK-3871 - Y-Coordinate,STARLINK-4382 - Y-Coordinate,STARLINK-3539 - Y-Coordinate,STARLINK-31512 - Y-Coordinate,STARLINK-4447 - Y-Coordinate,STARLINK-30859 - Y-Coordinate,STARLINK-3576 - Y-Coordinate,STARLINK-5546 - Y-Coordinate,STARLINK-2051 - Y-Coordinate,STARLINK-4785 - Y-Coordinate,STARLINK-30961 - Y-Coordinate,STARLINK-5558 - Y-Coordinate,STARLINK-1066 - Y-Coordinate,STARLINK-30921 - Y-Coordinate,STARLINK-1046 - Y-Coordinate,STARLINK-4058 - Y-Coordinate,STARLINK-2733 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-30224 - Y-Coordinate,STARLINK-5432 - Y-Coordinate,STARLINK-31678 - Y-Coordinate,STARLINK-31331 - Y-Coordinate,STARLINK-3981 - Y-Coordinate,STARLINK-32008 - Y-Coordinate,STARLINK-4487 - Y-Coordinate,STARLINK-31336 - Y-Coordinate,STARLINK-31326 - Y-Coordinate,STARLINK-6294 - Y-Coordinate,STARLINK-6091 - Y-Coordinate,STARLINK-4770 - Y-Coordinate,STARLINK-2404 - Y-Coordinate,STARLINK-3292 - Y-Coordinate,STARLINK-5458 - Y-Coordinate,STARLINK-30453 - Y-Coordinate,STARLINK-4278 - Y-Coordinate,STARLINK-1328 - Y-Coordinate,STARLINK-2179 - Y-Coordinate,STARLINK-30332 - Y-Coordinate,STARLINK-5537 - Y-Coordinate,STARLINK-30372 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-30117 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-2403 - Y-Coordinate,STARLINK-31027 - Y-Coordinate,STARLINK-2608 - Y-Coordinate,STARLINK-30404 - Y-Coordinate,STARLINK-3158 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-5724 - Y-Coordinate,STARLINK-3131 - Y-Coordinate,STARLINK-4722 - Y-Coordinate,STARLINK-31235 - Y-Coordinate,STARLINK-30902 - Y-Coordinate,STARLINK-5447 - Y-Coordinate,STARLINK-31075 - Y-Coordinate,STARLINK-2393 - Y-Coordinate,STARLINK-31523 - Y-Coordinate,STARLINK-30352 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-30249 - Y-Coordinate,STARLINK-4600 - Y-Coordinate,STARLINK-4360 - Y-Coordinate,STARLINK-1932 - Y-Coordinate,STARLINK-4568 - Y-Coordinate,STARLINK-11079 [DTC] - Y-Coordinate,STARLINK-30783 - Y-Coordinate,STARLINK-30784 - Y-Coordinate,STARLINK-3623 - Y-Coordinate,STARLINK-31140 - Y-Coordinate,STARLINK-2579 - Y-Coordinate,STARLINK-4375 - Y-Coordinate,STARLINK-30475 - Y-Coordinate,STARLINK-31608 - Y-Coordinate,STARLINK-1596 - Y-Coordinate,STARLINK-31366 - Y-Coordinate,STARLINK-3332 - Y-Coordinate,STARLINK-2474 - Y-Coordinate,STARLINK-6155 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4274 - Z-Coordinate,STARLINK-5217 - Z-Coordinate,STARLINK-30905 - Z-Coordinate,STARLINK-30545 - Z-Coordinate,STARLINK-30704 - Z-Coordinate,STARLINK-5300 - Z-Coordinate,STARLINK-31646 - Z-Coordinate,STARLINK-5203 - Z-Coordinate,STARLINK-31618 - Z-Coordinate,STARLINK-6087 - Z-Coordinate,STARLINK-4291 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-6340 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-32170 - Z-Coordinate,STARLINK-31139 - Z-Coordinate,STARLINK-2388 - Z-Coordinate,STARLINK-5566 - Z-Coordinate,STARLINK-5221 - Z-Coordinate,STARLINK-5519 - Z-Coordinate,STARLINK-3871 - Z-Coordinate,STARLINK-4382 - Z-Coordinate,STARLINK-3539 - Z-Coordinate,STARLINK-31512 - Z-Coordinate,STARLINK-4447 - Z-Coordinate,STARLINK-30859 - Z-Coordinate,STARLINK-3576 - Z-Coordinate,STARLINK-5546 - Z-Coordinate,STARLINK-2051 - Z-Coordinate,STARLINK-4785 - Z-Coordinate,STARLINK-30961 - Z-Coordinate,STARLINK-5558 - Z-Coordinate,STARLINK-1066 - Z-Coordinate,STARLINK-30921 - Z-Coordinate,STARLINK-1046 - Z-Coordinate,STARLINK-4058 - Z-Coordinate,STARLINK-2733 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-30224 - Z-Coordinate,STARLINK-5432 - Z-Coordinate,STARLINK-31678 - Z-Coordinate,STARLINK-31331 - Z-Coordinate,STARLINK-3981 - Z-Coordinate,STARLINK-32008 - Z-Coordinate,STARLINK-4487 - Z-Coordinate,STARLINK-31336 - Z-Coordinate,STARLINK-31326 - Z-Coordinate,STARLINK-6294 - Z-Coordinate,STARLINK-6091 - Z-Coordinate,STARLINK-4770 - Z-Coordinate,STARLINK-2404 - Z-Coordinate,STARLINK-3292 - Z-Coordinate,STARLINK-5458 - Z-Coordinate,STARLINK-30453 - Z-Coordinate,STARLINK-4278 - Z-Coordinate,STARLINK-1328 - Z-Coordinate,STARLINK-2179 - Z-Coordinate,STARLINK-30332 - Z-Coordinate,STARLINK-5537 - Z-Coordinate,STARLINK-30372 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-30117 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-2403 - Z-Coordinate,STARLINK-31027 - Z-Coordinate,STARLINK-2608 - Z-Coordinate,STARLINK-30404 - Z-Coordinate,STARLINK-3158 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-5724 - Z-Coordinate,STARLINK-3131 - Z-Coordinate,STARLINK-4722 - Z-Coordinate,STARLINK-31235 - Z-Coordinate,STARLINK-30902 - Z-Coordinate,STARLINK-5447 - Z-Coordinate,STARLINK-31075 - Z-Coordinate,STARLINK-2393 - Z-Coordinate,STARLINK-31523 - Z-Coordinate,STARLINK-30352 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-30249 - Z-Coordinate,STARLINK-4600 - Z-Coordinate,STARLINK-4360 - Z-Coordinate,STARLINK-1932 - Z-Coordinate,STARLINK-4568 - Z-Coordinate,STARLINK-11079 [DTC] - Z-Coordinate,STARLINK-30783 - Z-Coordinate,STARLINK-30784 - Z-Coordinate,STARLINK-3623 - Z-Coordinate,STARLINK-31140 - Z-Coordinate,STARLINK-2579 - Z-Coordinate,STARLINK-4375 - Z-Coordinate,STARLINK-30475 - Z-Coordinate,STARLINK-31608 - Z-Coordinate,STARLINK-1596 - Z-Coordinate,STARLINK-31366 - Z-Coordinate,STARLINK-3332 - Z-Coordinate,STARLINK-2474 - Z-Coordinate,STARLINK-6155 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,2938.1516,-4831.1536,-4451.8127,-5277.0539,-3332.7203,2023.1426,-4738.4212,2064.5772,-4747.5529,-2199.5961,5725.9334,296.7691,6533.6290,822.6031,6498.8543,6078.3550,2846.8741,3575.8644,2165.6694,6531.1229,5189.4180,5583.6219,-3582.6663,3282.8578,-1463.3779,-5799.7606,6530.7204,4431.5617,5973.1778,6086.9729,3708.0615,5362.0300,-6255.0576,3007.6261,3435.1207,-2133.7517,-4681.9146,-6429.5863,-1822.5311,5003.2016,-5961.1011,3739.7620,-538.8349,4735.7242,-5625.4123,6570.2536,-6168.6430,4256.0637,-5275.0367,-1882.2381,3566.4383,-6706.7661,-4483.5755,5064.5689,1228.8464,1411.7671,-393.1159,801.9510,-2248.5372,-1758.0869,2067.2635,59.9597,4652.0404,822.5021,-2283.1136,-5914.5073,2636.7688,-885.8540,-437.2346,900.7163,673.4454,1066.3370,-2460.5901,5279.8087,3723.9578,-3839.4774,5338.2230,2072.5757,-4523.2754,-3949.5171,1540.0002,-2626.1206,-6212.5122,-387.1883,6361.8040,58.2718,4728.4519,3197.6902,-1595.9014,3508.8178,1182.0917,3803.9497,-4515.7199,3734.8632,6109.2527,-1403.1666,2651.3806,4198.4064,-3646.2313,-6738.0677,96544.3453,84036.4989,94187.8058,98023.6761,98351.4473,95886.7617,90265.1642,94648.5520,-281374624.2173,-281351718.3643,-281375037.5085,-281369266.2538,94043.4916,-281360940.3826,5961.1658,-4816.4792,2427.1850,3494.4673,5359.5240,-3359.5181,4093.2716,5028.1926,4309.6604,1142.7978,-626.7335,-5963.5401,631.2122,4035.8569,-1625.4135,-648.6158,-6160.3847,-5833.9065,4143.5697,1577.8895,-884.4775,-2763.2576,2140.0449,3871.8410,-5550.3292,-615.9140,2258.3376,4066.7427,3062.5751,2276.3909,4217.1236,508.2102,-2790.2502,-4825.8535,-5930.4875,4698.5976,-1738.7024,-1973.2391,-4984.4103,2753.1313,2899.0167,4477.4519,-6520.7966,-33.9070,427.0815,1578.4461,-641.0708,4047.4196,-3255.1410,-5284.4251,-3861.7526,542.0554,675.4845,2606.7951,-6787.0889,3993.2344,4244.8745,-5463.5468,-6249.9116,-6166.4104,6503.6095,-5303.7627,3496.5015,6122.7254,-3441.8729,-3138.1523,3264.2800,4602.2883,-5480.5103,3867.4296,6465.6371,-3986.8197,4358.0312,-1934.4875,-3832.3000,1764.1109,360.8554,-6497.9841,-744.5333,-5691.0042,-4069.6488,4553.8689,2979.0640,-3557.3679,-526.4207,4205.9873,-4399.0899,4711.3250,6488.8985,-4242.5936,3964.3682,2212.7679,1979.0902,-3526.3463,2581.1303,-4061.2107,4198.1546,-1022.8346,-1976.7213,544.4424,324227.7161,347900.9105,325215.1749,328683.3233,337428.2860,334913.2148,331658.2080,331623.1304,1580023.3011,1587480.5233,1610968.7019,1588702.7227,330821.9858,1589158.2942,1808.5149,1102.7969,-4720.4631,2842.0563,2262.3590,-5725.2391,-2728.0456,-4263.9217,2334.1996,-6490.4615,3384.0976,-3500.7224,-2180.7933,-5313.2888,-1234.9376,2856.9324,942.4464,949.5876,-5054.1108,1663.0237,-4450.7011,3043.8520,5463.1684,-4533.3130,-3877.5121,-3677.9155,-264.9207,3442.3359,-738.6935,1564.5828,-4065.7105,4406.9576,1092.4166,-3711.5094,-1076.1901,-4559.2586,-4745.1756,-868.0032,4333.8372,-3890.5210,1547.9591,3544.9317,-2181.7639,-4886.4860,3921.5831,1041.3795,-2897.3032,-3688.7833,3099.5194,3908.9340,4454.9727,1528.9315,5165.0955,-3817.2599,-16.2569,5434.9145,-5440.5391,4090.0120,-1743.3418,-1605.3733,1565.4712,-4448.9913,3562.4139,-2258.3725,5501.3918,-1195.5754,-5371.6955,-5091.2071,4122.4435,5278.1244,-2344.6574,5515.0550,-4652.0443,3834.2636,4386.3266,5407.6264,-4365.7841,-80.8582,-5050.7727,-148.9527,-5354.1678,-4462.1511,-528.5436,5883.6139,1869.0053,-5481.1447,1909.5755,-3945.3225,1447.9345,-4146.6658,5512.6728,5282.1011,-4885.4791,-4547.8616,1533.4951,-5492.0369,-4622.5302,5375.2837,-5494.8756,-1420.9399,-113662.4087,-119216.0039,-113398.7736,-116160.3156,-110453.4926,-116491.4384,-124673.8712,-114395.4250,-652466.1931,-686319.5851,-662786.4918,-674368.6930,-115903.1544,-664577.5572,
3600.000,-4159.7038,4660.4931,2359.8006,4137.5066,1156.3148,-2244.6893,621.9410,-4023.8189,2738.5013,1961.8484,-1561.9113,3180.6929,-4641.1724,-5292.2343,-4963.8372,-5548.3400,-771.6595,-490.6058,-4707.6658,-5191.1925,-1867.6683,-2329.6615,1956.1677,-6397.2029,-833.3793,6522.7364,-5491.0000,-5105.5592,-5458.6725,-5678.8680,-6311.7296,-6953.8241,5143.3182,-1369.9407,-1708.8376,327.7411,6789.3056,4680.8681,5110.6725,-6860.0597,4063.6071,-5727.5976,2576.5016,-2087.0387,2398.7294,-5877.3584,6504.2758,-6486.3728,5049.8016,4251.7732,-2610.7540,5936.7609,1931.7544,-4803.5347,739.2578,-5223.6245,-3292.9029,2316.6013,4335.9123,4461.7102,-3728.4790,3866.3800,-4972.1439,-3587.9016,5777.5936,4683.7759,-5433.1608,-3325.8735,3713.8062,-5778.1953,-3326.4488,3020.1096,586.3288,-4464.5376,131.2878,2853.8283,-5989.2168,387.5530,2928.4846,5075.5568,2916.4238,-297.8673,3788.6420,-1017.9808,-5057.4446,-4284.3942,-502.5744,-5060.1862,-316.6109,-2461.9813,-5139.4573,-4550.0927,191.4831,123.0705,-4501.8564,4874.0351,-6035.4986,-1918.7885,5351.7895,4544.2299,15787.6512,-4699.5290,7219.2928,8352.2728,12827.4810,9822.2223,5161.3182,8238.7935,-272122959.9740,-272095920.8720,-272128297.6428,-272111404.9716,8785.4758,-272108360.8175,-4810.7625,1962.3979,-5698.5888,-5529.9801,-5960.3717,6321.8035,-4136.0203,-1185.5567,-6024.3434,-5274.4364,3756.9321,3947.8755,2378.8614,-3462.0570,3172.3320,3616.1145,5838.6845,5594.9117,-332.2289,1456.2879,3838.8741,-282.2043,-5802.6672,-1196.1316,6720.3332,-2206.4897,-107.4778,-4437.2485,-449.8219,217.1438,-2645.6985,-329.9983,299.6695,6579.6901,5947.0899,-6837.9696,-380.9350,-926.9662,1942.4632,-396.8606,-4858.2678,-3595.2229,3699.2683,4243.2924,-3373.8267,415.8566,-1226.7262,-2406.9309,-559.3984,5341.9438,6351.7941,-2048.8970,-4475.8938,1837.0743,5509.7990,-3327.8030,-5272.5968,6398.2444,4867.9565,3855.4240,-4182.4560,3900.5549,1029.8999,-1651.9675,1185.9464,-104.3684,587.0949,-3297.1225,5690.1429,-1770.1675,-3947.7078,4922.0109,-6769.2538,5134.4098,5441.8890,-5571.4506,3002.3103,5276.9032,-3922.2828,3369.8294,4210.8573,-6619.1620,-3767.3858,-1935.9460,2720.6678,-3316.9844,4202.5758,-1056.3575,-6070.2798,6435.0198,-2823.2453,2249.8474,906.0964,5718.3681,670.7087,1922.4076,-1105.4557,4788.8390,-1988.0998,-2985.6565,338049.3610,358581.1228,338713.7471,342241.7674,351395.0269,344484.1654,345658.5245,343314.1630,-71372412.8366,-71364423.3009,-71347428.1739,-71369662.8797,344235.9754,-71363513.8697,2639.9017,-4716.6141,3139.2069,689.4884,2842.0480,1753.9494,5387.3239,5475.6961,1660.0403,4055.9498,-5309.4535,4698.8581,4531.6031,2260.6001,-3424.3528,1303.1229,3492.1580,-4029.5071,4999.9408,-4348.2056,5399.5901,-6535.7632,-3145.3033,1971.6230,-1426.0993,286.5699,4191.9606,1509.1407,-3955.1332,3513.3368,1082.0742,165.7840,-4653.5344,-954.5651,-3145.0324,712.5175,1073.8204,4807.5383,-4145.3751,690.2794,2487.8849,965.6166,5208.0350,4880.5689,-5493.9253,3464.1120,-1736.7612,437.9601,-4722.0559,433.5809,-639.2728,2852.2567,-4858.6786,4520.8207,4072.6739,-3042.8405,3003.8469,-1004.1107,-2159.6416,-2989.2683,-4202.4111,4200.6852,-4570.4458,5246.5812,-3559.6123,4917.4914,4059.4278,5081.4773,-1069.5559,-2691.9766,4581.2674,-3773.1225,686.8317,-319.1995,-4276.1044,-2834.8449,1651.5882,4292.9191,4734.3850,-3305.5302,4608.7045,1887.6527,4371.8458,-6547.1179,3351.3967,4274.5116,-5245.0622,4598.7182,3127.7716,65.8910,-3640.1384,-4654.7455,6863.3617,3771.1824,-5068.4215,4584.0512,2876.3142,-4592.3288,3830.9162,4249.4935,-112457.2180,-118764.7691,-113013.8299,-116627.1972,-109819.3749,-112950.1228,-124221.8993,-116614.2231,-698760.8444,-727241.3123,-711825.5460,-718949.0581,-115200.4124,-709943.5805,
7200.000,4191.3806,-3714.5346,-172.8531,-1313.4223,2688.2040,1914.9207,4034.3453,5637.7160,986.4363,-2145.0777,-2640.4595,-6082.4408,1705.6851,5956.0720,521.6212,1668.5171,-2644.0747,-3378.7630,6170.3183,2615.3188,-1134.9426,-3153.7915,-352.5839,6282.3900,2014.4961,-4544.9894,2761.3415,3515.8731,2326.8769,1751.4634,6432.8821,5154.7563,-2851.8383,-1357.2420,-1456.8005,1389.7966,-5719.7745,-1145.8972,-6695.9272,5949.0037,215.3196,4848.8933,-4892.8941,-259.0799,842.2100,2505.8528,-3442.6528,6216.5932,-4094.6775,-4524.0349,604.9846,-2445.8554,184.4946,3593.8851,-3518.3646,6457.6592,4916.4746,-4214.8727,-5012.2626,-4665.1335,5200.2997,-6466.5753,4127.9354,5069.6654,-6820.1657,-2058.3850,6073.0902,6314.7884,-5185.1970,5940.7952,5674.3938,-5143.4855,1356.8499,1438.6354,-3370.3116,-1329.2290,4493.0794,-3826.1058,-1256.6644,-5035.8312,-5685.9251,2602.7956,516.6111,-798.0610,-129.0369,6519.0911,-4511.4961,6018.3575,3037.9711,291.4212,6711.5222,4472.7426,4967.2529,-3192.8939,1603.9900,-6868.6269,6431.3333,73.6017,-5422.8657,-964.3360,-66564.2311,-93382.5089,-80316.6310,-81124.2612,-73706.2244,-77252.1182,-81033.2688,-76586.3995,-244287736.0265,-244257217.4035,-244295141.0140,-244267582.7337,-77243.7927,-244272182.2271,1057.2239,2325.7866,6912.5667,5643.4409,2997.4569,-5826.1610,3710.5101,-2372.3121,5100.9600,6558.8099,-5737.8115,-1423.2745,-5343.9675,1335.7385,-4048.1970,-4874.3361,-3164.2523,-3963.5688,-2582.9866,-4718.1271,-6187.0287,828.0989,6750.5431,-1518.5670,-3166.9262,4008.2261,-3143.2642,2109.9680,-3501.9032,-3707.9899,355.7250,-90.4596,3267.1936,-4555.8140,-4019.8122,5702.5356,1960.3434,4568.7536,1057.4453,-1914.3760,4998.2690,516.1684,158.1500,-6707.9279,5951.6832,-3250.8921,2989.5641,-18.0798,4381.4708,-2501.8313,-5842.6776,3513.4629,6758.1143,-5469.7110,-2224.7315,2024.6084,4666.4771,-4672.6989,-1112.9628,1646.0832,739.9866,-2063.3877,-4984.5182,-3454.2548,581.6727,4329.2359,-3070.6811,2073.8129,-3607.2076,-804.4671,486.6087,-4572.0174,5530.0035,-5691.9277,-5855.5515,6523.4727,-4792.2185,-1950.8455,6647.9737,534.0365,-3801.2445,6085.8097,4202.4153,6180.6965,-4088.1388,2250.5474,-3015.4257,-2418.9982,2795.5896,-5570.7868,1484.4804,-5153.6647,-759.3528,-6057.3226,-4654.1016,-314.9955,-1785.1797,-6851.3644,4215.6617,5259.2679,332450.5589,346870.4736,330845.4751,336745.2318,343520.8833,331997.6721,338014.9288,337148.8590,-139422306.7826,-139411709.6800,-139404530.5783,-139419361.8983,336006.9869,-139413106.7233,-5368.6694,5335.8615,363.3880,-3826.5654,-5369.1418,3223.8111,-4077.1005,-3208.5823,-4433.5438,733.4555,2182.5675,-2980.2466,-4048.6594,2798.3554,5443.4065,-4368.4737,-5477.7393,4530.6066,-1621.1173,4330.8869,-2816.8839,6114.3864,-1300.0247,2109.1844,5806.4447,3274.0712,-5509.0007,-5599.8259,5273.5787,-5285.6521,2545.2604,-4691.6346,5405.3239,4835.9458,5452.0799,3586.6923,3282.6221,-4881.3466,1029.7352,2932.5327,-4623.7141,-4789.0419,-4859.7110,-1098.8508,3330.1251,-5474.2185,5092.7543,3061.8055,3471.8971,-4487.3170,-3621.6486,-5417.3023,1269.8550,-2041.1129,-5502.8249,-1348.2254,1317.8198,-2780.8951,4548.0269,4371.8831,4627.8566,-1351.6306,2168.1816,-2373.0832,-764.4152,-4827.5321,324.9022,-1918.1679,-2726.6590,-2797.6037,-3915.9055,-448.9514,3762.3915,-3458.9418,1483.8777,-1702.8893,2109.7178,-5303.4529,-820.3666,4719.2665,-884.8658,1911.3409,-5464.0199,2949.4832,-5253.1764,-360.7687,3982.9738,-2430.1570,-5457.6958,4035.1165,-607.7171,897.9132,-4787.1799,-355.3617,4695.5407,-1123.7644,1185.4364,847.4626,379.4476,-4376.6009,-111435.6155,-118272.7325,-113202.3939,-113663.7820,-109534.8839,-114935.8019,-123150.4258,-113228.4961,-745756.7306,-767160.7713,-760778.9379,-760111.0896,-114485.1794,-755286.6206,
