sl_100_86400_20300803 Coordinates.csv
2030/08/03 07:47:00.0000 UTC

Generated: Tue Oct  8 21:52:47 2024,
Start: 2030/08/03 07:47:00.00, Stop: 2030/08/04 07:47:00.00,
TIME_UNITS,STARLINK-32269 - X-Coordinate,STARLINK-1280 - X-Coordinate,STARLINK-30892 - X-Coordinate,STARLINK-1062 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-11161 [DTC] - X-Coordinate,STARLINK-4012 - X-Coordinate,STARLINK-2430 - X-Coordinate,STARLINK-2317 - X-Coordinate,STARLINK-2164 - X-Coordinate,STARLINK-5448 - X-Coordinate,STARLINK-3924 - X-Coordinate,STARLINK-1231 - X-Coordinate,STARLINK-30546 - X-Coordinate,STARLINK-3099 - X-Coordinate,STARLINK-1237 - X-Coordinate,STARLINK-11174 [DTC] - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-4642 - X-Coordinate,STARLINK-6183 - X-Coordinate,STARLINK-2175 - X-Coordinate,STARLINK-3071 - X-Coordinate,STARLINK-5753 - X-Coordinate,STARLINK-31578 - X-Coordinate,STARLINK-30222 - X-Coordinate,STARLINK-4154 - X-Coordinate,STARLINK-30423 - X-Coordinate,STARLINK-31620 - X-Coordinate,STARLINK-5172 - X-Coordinate,STARLINK-5481 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-30956 - X-Coordinate,STARLINK-31414 - X-Coordinate,STARLINK-2462 - X-Coordinate,STARLINK-3290 - X-Coordinate,STARLINK-3584 - X-Coordinate,STARLINK-3709 - X-Coordinate,STARLINK-30441 - X-Coordinate,STARLINK-4266 - X-Coordinate,STARLINK-31020 - X-Coordinate,STARLINK-31498 - X-Coordinate,STARLINK-5868 - X-Coordinate,STARLINK-5124 - X-Coordinate,STARLINK-3595 - X-Coordinate,STARLINK-5516 - X-Coordinate,STARLINK-1457 - X-Coordinate,STARLINK-2428 - X-Coordinate,STARLINK-1998 - X-Coordinate,STARLINK-5490 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-31567 - X-Coordinate,STARLINK-31637 - X-Coordinate,STARLINK-30606 - X-Coordinate,STARLINK-4556 - X-Coordinate,STARLINK-11078 [DTC] - X-Coordinate,STARLINK-30753 - X-Coordinate,STARLINK-1342 - X-Coordinate,STARLINK-30309 - X-Coordinate,STARLINK-4712 - X-Coordinate,STARLINK-31011 - X-Coordinate,STARLINK-5085 - X-Coordinate,STARLINK-6086 - X-Coordinate,STARLINK-3055 - X-Coordinate,STARLINK-2320 - X-Coordinate,STARLINK-31106 - X-Coordinate,STARLINK-31434 - X-Coordinate,STARLINK-31085 - X-Coordinate,STARLINK-5786 - X-Coordinate,STARLINK-30917 - X-Coordinate,STARLINK-5485 - X-Coordinate,STARLINK-1331 - X-Coordinate,STARLINK-3101 - X-Coordinate,STARLINK-4791 - X-Coordinate,STARLINK-5603 - X-Coordinate,STARLINK-4278 - X-Coordinate,STARLINK-4022 - X-Coordinate,STARLINK-31599 - X-Coordinate,STARLINK-1648 - X-Coordinate,STARLINK-3634 - X-Coordinate,STARLINK-31152 - X-Coordinate,STARLINK-1966 - X-Coordinate,STARLINK-6130 - X-Coordinate,STARLINK-2294 - X-Coordinate,STARLINK-4458 - X-Coordinate,STARLINK-30240 - X-Coordinate,STARLINK-1888 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-5834 - X-Coordinate,STARLINK-32004 - X-Coordinate,STARLINK-31258 - X-Coordinate,STARLINK-3364 - X-Coordinate,STARLINK-4441 - X-Coordinate,STARLINK-3653 - X-Coordinate,STARLINK-31433 - X-Coordinate,STARLINK-32089 - X-Coordinate,STARLINK-4435 - X-Coordinate,STARLINK-4319 - X-Coordinate,STARLINK-4204 - X-Coordinate,STARLINK-3057 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-32269 - Y-Coordinate,STARLINK-1280 - Y-Coordinate,STARLINK-30892 - Y-Coordinate,STARLINK-1062 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-11161 [DTC] - Y-Coordinate,STARLINK-4012 - Y-Coordinate,STARLINK-2430 - Y-Coordinate,STARLINK-2317 - Y-Coordinate,STARLINK-2164 - Y-Coordinate,STARLINK-5448 - Y-Coordinate,STARLINK-3924 - Y-Coordinate,STARLINK-1231 - Y-Coordinate,STARLINK-30546 - Y-Coordinate,STARLINK-3099 - Y-Coordinate,STARLINK-1237 - Y-Coordinate,STARLINK-11174 [DTC] - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-4642 - Y-Coordinate,STARLINK-6183 - Y-Coordinate,STARLINK-2175 - Y-Coordinate,STARLINK-3071 - Y-Coordinate,STARLINK-5753 - Y-Coordinate,STARLINK-31578 - Y-Coordinate,STARLINK-30222 - Y-Coordinate,STARLINK-4154 - Y-Coordinate,STARLINK-30423 - Y-Coordinate,STARLINK-31620 - Y-Coordinate,STARLINK-5172 - Y-Coordinate,STARLINK-5481 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-30956 - Y-Coordinate,STARLINK-31414 - Y-Coordinate,STARLINK-2462 - Y-Coordinate,STARLINK-3290 - Y-Coordinate,STARLINK-3584 - Y-Coordinate,STARLINK-3709 - Y-Coordinate,STARLINK-30441 - Y-Coordinate,STARLINK-4266 - Y-Coordinate,STARLINK-31020 - Y-Coordinate,STARLINK-31498 - Y-Coordinate,STARLINK-5868 - Y-Coordinate,STARLINK-5124 - Y-Coordinate,STARLINK-3595 - Y-Coordinate,STARLINK-5516 - Y-Coordinate,STARLINK-1457 - Y-Coordinate,STARLINK-2428 - Y-Coordinate,STARLINK-1998 - Y-Coordinate,STARLINK-5490 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-31567 - Y-Coordinate,STARLINK-31637 - Y-Coordinate,STARLINK-30606 - Y-Coordinate,STARLINK-4556 - Y-Coordinate,STARLINK-11078 [DTC] - Y-Coordinate,STARLINK-30753 - Y-Coordinate,STARLINK-1342 - Y-Coordinate,STARLINK-30309 - Y-Coordinate,STARLINK-4712 - Y-Coordinate,STARLINK-31011 - Y-Coordinate,STARLINK-5085 - Y-Coordinate,STARLINK-6086 - Y-Coordinate,STARLINK-3055 - Y-Coordinate,STARLINK-2320 - Y-Coordinate,STARLINK-31106 - Y-Coordinate,STARLINK-31434 - Y-Coordinate,STARLINK-31085 - Y-Coordinate,STARLINK-5786 - Y-Coordinate,STARLINK-30917 - Y-Coordinate,STARLINK-5485 - Y-Coordinate,STARLINK-1331 - Y-Coordinate,STARLINK-3101 - Y-Coordinate,STARLINK-4791 - Y-Coordinate,STARLINK-5603 - Y-Coordinate,STARLINK-4278 - Y-Coordinate,STARLINK-4022 - Y-Coordinate,STARLINK-31599 - Y-Coordinate,STARLINK-1648 - Y-Coordinate,STARLINK-3634 - Y-Coordinate,STARLINK-31152 - Y-Coordinate,STARLINK-1966 - Y-Coordinate,STARLINK-6130 - Y-Coordinate,STARLINK-2294 - Y-Coordinate,STARLINK-4458 - Y-Coordinate,STARLINK-30240 - Y-Coordinate,STARLINK-1888 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-5834 - Y-Coordinate,STARLINK-32004 - Y-Coordinate,STARLINK-31258 - Y-Coordinate,STARLINK-3364 - Y-Coordinate,STARLINK-4441 - Y-Coordinate,STARLINK-3653 - Y-Coordinate,STARLINK-31433 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,STARLINK-4435 - Y-Coordinate,STARLINK-4319 - Y-Coordinate,STARLINK-4204 - Y-Coordinate,STARLINK-3057 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-32269 - Z-Coordinate,STARLINK-1280 - Z-Coordinate,STARLINK-30892 - Z-Coordinate,STARLINK-1062 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-11161 [DTC] - Z-Coordinate,STARLINK-4012 - Z-Coordinate,STARLINK-2430 - Z-Coordinate,STARLINK-2317 - Z-Coordinate,STARLINK-2164 - Z-Coordinate,STARLINK-5448 - Z-Coordinate,STARLINK-3924 - Z-Coordinate,STARLINK-1231 - Z-Coordinate,STARLINK-30546 - Z-Coordinate,STARLINK-3099 - Z-Coordinate,STARLINK-1237 - Z-Coordinate,STARLINK-11174 [DTC] - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-4642 - Z-Coordinate,STARLINK-6183 - Z-Coordinate,STARLINK-2175 - Z-Coordinate,STARLINK-3071 - Z-Coordinate,STARLINK-5753 - Z-Coordinate,STARLINK-31578 - Z-Coordinate,STARLINK-30222 - Z-Coordinate,STARLINK-4154 - Z-Coordinate,STARLINK-30423 - Z-Coordinate,STARLINK-31620 - Z-Coordinate,STARLINK-5172 - Z-Coordinate,STARLINK-5481 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-30956 - Z-Coordinate,STARLINK-31414 - Z-Coordinate,STARLINK-2462 - Z-Coordinate,STARLINK-3290 - Z-Coordinate,STARLINK-3584 - Z-Coordinate,STARLINK-3709 - Z-Coordinate,STARLINK-30441 - Z-Coordinate,STARLINK-4266 - Z-Coordinate,STARLINK-31020 - Z-Coordinate,STARLINK-31498 - Z-Coordinate,STARLINK-5868 - Z-Coordinate,STARLINK-5124 - Z-Coordinate,STARLINK-3595 - Z-Coordinate,STARLINK-5516 - Z-Coordinate,STARLINK-1457 - Z-Coordinate,STARLINK-2428 - Z-Coordinate,STARLINK-1998 - Z-Coordinate,STARLINK-5490 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-31567 - Z-Coordinate,STARLINK-31637 - Z-Coordinate,STARLINK-30606 - Z-Coordinate,STARLINK-4556 - Z-Coordinate,STARLINK-11078 [DTC] - Z-Coordinate,STARLINK-30753 - Z-Coordinate,STARLINK-1342 - Z-Coordinate,STARLINK-30309 - Z-Coordinate,STARLINK-4712 - Z-Coordinate,STARLINK-31011 - Z-Coordinate,STARLINK-5085 - Z-Coordinate,STARLINK-6086 - Z-Coordinate,STARLINK-3055 - Z-Coordinate,STARLINK-2320 - Z-Coordinate,STARLINK-31106 - Z-Coordinate,STARLINK-31434 - Z-Coordinate,STARLINK-31085 - Z-Coordinate,STARLINK-5786 - Z-Coordinate,STARLINK-30917 - Z-Coordinate,STARLINK-5485 - Z-Coordinate,STARLINK-1331 - Z-Coordinate,STARLINK-3101 - Z-Coordinate,STARLINK-4791 - Z-Coordinate,STARLINK-5603 - Z-Coordinate,STARLINK-4278 - Z-Coordinate,STARLINK-4022 - Z-Coordinate,STARLINK-31599 - Z-Coordinate,STARLINK-1648 - Z-Coordinate,STARLINK-3634 - Z-Coordinate,STARLINK-31152 - Z-Coordinate,STARLINK-1966 - Z-Coordinate,STARLINK-6130 - Z-Coordinate,STARLINK-2294 - Z-Coordinate,STARLINK-4458 - Z-Coordinate,STARLINK-30240 - Z-Coordinate,STARLINK-1888 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-5834 - Z-Coordinate,STARLINK-32004 - Z-Coordinate,STARLINK-31258 - Z-Coordinate,STARLINK-3364 - Z-Coordinate,STARLINK-4441 - Z-Coordinate,STARLINK-3653 - Z-Coordinate,STARLINK-31433 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,STARLINK-4435 - Z-Coordinate,STARLINK-4319 - Z-Coordinate,STARLINK-4204 - Z-Coordinate,STARLINK-3057 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6512.2432,4060.8786,1101.0572,-1869.7116,-3588.1255,4025.6116,-144.4644,4615.7159,-3227.7571,4209.3410,1148.2617,6555.6539,-5176.7044,6697.9918,-4114.7486,4418.9150,-5850.2435,5198.3282,28.6319,5115.8700,-4183.8099,-30.8309,585.9199,-6741.9350,1475.4823,-2943.1757,-2788.4357,3026.9721,-5455.2551,5438.7352,5032.4823,2621.0411,4343.8022,-71.9373,6203.5487,379.0989,2736.2314,3513.7096,-3722.6832,-4173.2363,-3886.4184,4462.2658,-4288.9833,-513.0099,-4992.1868,-1764.5934,-5142.1130,-6789.9600,-4855.8442,3606.0821,1709.0970,4441.0233,1672.8423,-4156.6611,-444.1692,5906.2108,5647.4579,-20.7007,-2536.8693,-3215.3308,-4169.3286,2462.8291,4189.7093,4971.9914,-3551.0754,4770.6316,3068.2161,3650.9252,-5101.3918,4711.5944,6511.5910,3715.4902,-1588.9594,-6550.3884,-2268.5822,-6877.2669,-2862.3822,5337.2861,363.6097,-3377.0829,-5033.5533,2832.1685,-5094.3458,-4713.7373,4235.7486,-5319.4099,907.6432,-105.8164,3329.4462,-4688.9531,4229.4075,5818.7515,4020.6561,-1308.6844,-4786.7682,2669.7873,-810.8242,3215.3615,2162.8444,2448.4061,98909.6383,125909.0083,107652.7449,109327.2156,117201.3883,116075.4253,115303.2330,114117.4227,-245612600.6831,-245608549.5970,-245579505.8124,-245599093.9679,113074.2461,-245605355.3258,-440.3443,3883.8395,5533.1814,5020.4744,-2607.4088,-1006.3507,-4733.9730,1829.3363,-2839.5573,4536.8780,4091.5469,-1338.7598,-2653.9726,315.0591,-4458.5626,1966.9309,3262.7006,-4133.6138,6802.7925,-1483.6512,-2858.8909,4128.1220,6877.9991,-919.4409,-6014.3149,6239.9852,-3107.8203,-5165.5184,970.8618,4001.8292,-4682.6496,-4071.7604,-3149.4798,-5677.6049,-2983.0237,-5372.6367,-6014.9724,-5217.9103,-3946.5428,-1024.5017,-5319.0728,3943.7172,-1976.0256,6877.9497,-469.3572,-4855.9028,761.7565,-717.1990,-4819.0264,-3829.3488,-5502.4864,-4819.3063,4463.8469,1377.2192,6552.3614,-283.6746,2899.0474,-4293.5999,-4429.0890,-3482.2330,-3248.0858,-6171.1649,-3451.3160,4880.8796,4944.8014,-1299.1260,2631.9115,5034.4112,-4041.3224,-5073.7950,-805.1821,5813.4404,-1784.4650,867.1542,-985.9078,389.0961,-3519.8373,-1644.9320,6155.8721,3702.7012,365.4090,3740.1120,212.0118,234.3453,-3211.8949,-2143.5414,-5988.4852,5341.8575,5777.7732,404.1710,-2154.5786,3624.6789,5372.3753,-3939.9276,4359.1737,-4742.3024,-2334.3354,2650.4819,5688.5815,-200.7944,351945.7874,357945.7252,363983.7299,359493.2620,355903.2505,358881.1135,365527.2714,362595.3975,245399771.3564,245378636.1111,245387796.0844,245382219.4775,362472.1307,245385123.1444,-2007.7110,-3899.4796,-4021.5625,-4374.1571,5268.4447,5296.8774,-4596.8119,4754.3861,-5438.0610,-2665.9148,5408.6907,1482.4220,3657.4234,-1491.6673,3483.1996,4928.8353,-1502.1696,-1189.7463,-6.0631,4401.3957,4717.3648,5463.5917,-860.9417,-1287.8977,2885.7179,641.3217,-5501.9304,3409.3521,3870.5386,1321.6965,941.5013,4887.4692,-4446.7002,-3732.4629,-539.0739,-4326.5168,-2037.0109,-2766.0517,-4302.5927,5384.5152,2151.9744,3336.5080,5082.7255,304.6429,4724.9383,4606.7975,4481.4894,-890.9115,1055.1300,4486.6192,-3522.6247,1881.0256,-4950.0325,-5247.4719,-2070.9658,-3249.1910,2809.7199,-4992.8280,4652.9119,5031.9153,4461.5662,2037.8258,-4279.6563,-117.4880,-2519.8676,4584.3771,-5370.0535,-2838.3470,-2267.1697,262.6331,-2243.9190,-292.2789,-6468.4948,-1572.2791,-6514.1997,-358.7891,-5152.7604,3889.1454,2941.5013,-4720.4333,4654.2712,-5000.9599,-4704.7812,-4984.2829,4448.4716,-3870.5892,3247.9996,4122.5317,-1909.2303,-4905.0316,4909.7523,589.6769,1288.1602,5459.4766,-2085.6329,-4097.4376,-6492.7375,-5554.1773,-3271.1387,6506.3561,-21201.8812,-28387.3408,-21968.1735,-24347.7923,-18885.4481,-25437.0432,-33180.4460,-23016.0511,144247434.0867,144211048.8365,144237696.4100,144240285.1306,-24428.1471,144235173.7746,
3600.000,-5865.6710,-4088.2149,-4124.7728,118.8260,6460.9541,-1439.2318,3770.7215,-3614.1508,5146.2710,-4070.2162,-4994.1588,-3634.8624,3872.4461,-6005.5753,6191.1618,-3852.0239,2618.4598,-1449.6607,-2718.8488,-1582.7990,6009.8122,-4200.5462,-686.9983,5217.2285,2470.6564,113.2356,5513.3015,-1733.3194,5085.5634,-4764.6423,-2152.2625,1913.5717,-1065.2133,3379.0217,-3747.0360,3125.8691,-1191.2732,-2098.2718,5359.9238,5879.3202,4865.8340,-5005.9483,1747.0775,-1366.2729,6499.7429,5220.8237,5929.1708,5859.9057,4701.4093,189.9731,2592.1596,-2123.9335,-4570.0866,1067.1273,-1993.0775,-6000.1299,-6845.1417,5206.3252,5587.7361,6209.1251,5470.1906,-612.9636,-407.5136,-4000.7196,-1614.2229,-3099.7668,-6055.4350,-5837.9963,5140.1139,-2034.3115,-6074.7511,-4248.5688,4875.8152,5367.4930,3359.7404,5386.9195,4837.7862,-1902.3915,-2277.2768,-1142.1300,4598.7732,-6078.3862,4251.4984,5763.1227,-6673.1715,6871.4894,859.1548,-3769.5586,-4603.4569,1726.0236,-144.1383,-5127.5554,-1292.4953,5301.2742,2552.6354,2055.9670,-1409.0190,1426.6673,-3647.9669,-1483.5312,7981.5392,30457.9767,13798.2947,16531.8041,23263.4421,18897.0772,21236.9936,17615.1662,-300788789.5443,-300786714.7240,-300758737.0356,-300772257.9696,18562.2011,-300782323.1817,2226.5782,687.0514,-5473.3242,-6892.0825,488.6014,5386.8491,5406.6747,2619.1971,-979.0400,55.2095,-1888.9665,2983.2602,-1410.0892,1422.9543,3254.4843,2415.7263,-3937.7123,4288.1848,-5034.9532,3934.7009,-624.2798,-4275.8176,-5682.2604,-1819.0266,4350.5293,-5783.5049,-208.7621,6613.0038,-4454.2590,-950.2707,5267.5177,4160.2499,5329.3797,5891.7621,3786.7109,2824.4632,6389.5713,6298.3040,113.2812,-2318.7643,1989.9729,479.8355,-1771.7046,-5260.0232,-2024.2426,3834.2704,-3419.9987,-1065.9272,2044.6274,5543.1940,3149.2988,6111.6406,-835.8791,-5018.2363,-4062.8666,2565.7755,-924.1264,1571.6390,1669.5270,2460.2876,-695.9116,3743.8870,5339.2497,-3537.0505,-3615.8072,5515.5346,1051.3884,-3385.6465,313.6659,5572.2976,3018.3020,-3420.3410,-1474.7642,-2647.5957,-3288.7946,-1981.8550,-710.4981,4847.6805,-6223.5446,-4278.8539,-4339.0680,-2776.4712,-4097.8479,-3404.8531,1797.5502,-365.8649,6723.7162,-2020.9668,-2695.8619,-4441.5338,4689.7157,-975.3928,-5151.4026,3032.7698,-5969.5635,4907.9241,6128.7771,114.7820,-2048.3861,4507.3554,364293.7526,377015.5882,382130.0898,379722.5374,372433.3219,377593.2125,381617.9572,378882.4982,173409110.3636,173384542.3035,173404515.9976,173397920.8398,379020.4428,173393974.0716,-2699.5862,5425.1110,985.5907,519.0076,-2358.3410,-3783.6890,-260.6933,-5240.7338,4522.6150,5356.8135,-4355.3719,-4993.1187,-5508.6104,-3020.8033,-364.2516,-5210.3512,4963.0073,4993.4893,3668.6159,-5466.4738,-3397.2595,-3334.0341,-3952.5301,4164.4829,-4660.9205,-3820.3835,4142.0516,895.8417,-235.9575,-4879.8004,-3975.1891,-5151.7256,4351.7466,50.5773,4380.0750,5461.5050,-2364.3694,-1777.7509,4367.6823,-2763.5981,-4523.0061,-4626.8290,-6484.6158,-4264.4955,-1098.4243,-2461.1718,-582.9113,-3461.6404,-4661.1028,-4141.7209,5370.2532,2145.3909,5047.4420,4501.1179,5178.2997,-1707.3680,717.4833,3697.1552,-3716.8294,-1810.7418,-4190.0799,-5826.5859,4356.8234,-4477.7872,5252.8978,-2356.3097,2703.4406,-1079.8508,4567.3525,-3585.0675,-1434.1512,4223.0170,4634.9004,-3214.8331,5129.2419,-3831.7955,4805.4308,-4395.2904,1667.3084,5257.3382,-2698.0488,1512.1889,3628.3605,1494.9756,566.7305,684.5637,1148.6810,-5230.4223,4424.4032,4834.6103,-4975.5381,-4490.8837,4298.2124,-3141.8828,-2028.1211,4239.1836,2930.7811,6776.2791,5485.5531,-5100.7617,-22735.9581,-29601.4333,-23510.8438,-27286.0706,-20266.8429,-23683.2806,-34910.1855,-27385.2010,144218312.9127,144185921.0507,144205069.2674,144206658.7026,-25826.9548,144206210.8719,
7200.000,2019.5017,3725.9123,5360.3446,1498.2830,-6458.7551,-837.8391,-4261.8745,2488.8200,-5915.5339,3140.1939,6875.8127,-772.5968,-2307.6094,2480.0194,-6252.1811,3137.9314,2039.3916,-3692.3277,5028.7185,-1656.8061,-6123.0717,5936.9459,1778.4777,-2292.6494,-5894.5093,3425.2648,-6477.3944,-653.3840,-1888.7127,3116.6804,-1856.0384,-5348.2585,-1847.3098,-4865.0924,-591.9188,-6145.4924,-1515.0541,-820.4363,-5898.5038,-5397.4165,-5147.6717,4398.6099,-318.8364,3828.3418,-5109.4121,-6539.2255,-3881.1672,-2427.2035,-3775.6320,-3308.1198,-6191.2937,-1725.9442,6334.3040,1299.4252,4854.6831,2125.9826,5570.5113,-6256.4701,-6840.0545,-6370.4761,-5588.1240,-2995.0369,-2895.0687,2388.1174,6114.5425,300.2835,5417.0937,5393.5204,-4207.9871,-1863.7469,3252.3440,4117.1839,-6407.4285,-1006.2933,-4442.8595,-1598.9235,-5661.1812,-1609.1802,3540.6898,4747.9684,-2807.4056,6083.1384,-2749.8468,-4232.1399,4440.1236,-5735.0904,-2596.2630,6375.1779,5291.5548,797.5723,-3010.1495,3053.7842,-906.5423,-6540.9652,1413.6244,-5550.1456,3683.0953,-3353.8449,5092.7284,1517.9816,-82765.2782,-66758.5818,-80935.6048,-75031.2762,-71804.6984,-80427.8411,-73725.9620,-76195.0654,-335435176.7146,-335433085.9687,-335410687.5534,-335422445.9529,-77018.4255,-335429101.5498,-3670.1057,-4877.0983,3495.2747,5679.7100,1165.2609,-6599.4434,-1450.6646,-6025.3854,3499.3954,-4895.3884,64.3827,-4648.7654,5367.3979,-3378.4363,-1073.0759,-5754.2573,4235.8496,-3377.1983,942.5298,-5955.9693,3242.9156,3228.4967,1838.2353,4755.6618,-1700.5881,3818.0336,2382.3683,-5063.4360,5401.5094,-3311.8721,-4832.5532,-3855.4624,-6472.1755,-3007.1662,-4219.2435,-403.1506,-4217.2888,-4540.8348,3181.1377,3953.6561,2097.5539,-4595.5726,5628.8224,1715.6827,3285.9222,-1942.4551,4262.2409,3360.0762,2168.7796,-5955.7546,-412.3563,-4765.9336,-2044.7702,6691.8734,518.2574,-3758.6843,-1588.6326,1133.9440,903.4953,-871.9628,3868.1284,-816.1260,-6046.4346,-290.1965,1063.9929,-6469.5933,-3174.9356,-102.8776,3854.6309,-4729.4753,-4423.7805,-886.5463,2539.7107,3937.9282,5294.0541,3807.2177,3707.7978,-6440.4088,2898.2374,4423.0636,6172.2512,885.0852,6356.1995,4475.3085,658.0688,2531.0935,-4195.6797,-1173.3284,-1341.6509,6677.3365,-5976.2686,-3020.2496,90.5566,-1586.0504,4855.6439,-3779.2460,-5405.0785,-4566.7948,-1990.1834,-6748.4158,353787.9928,371093.3746,375811.6711,374508.4825,365020.8948,372935.8583,373770.3488,371361.4882,89583951.2810,89555160.9545,89584763.9322,89577534.6021,371342.0493,89567953.5623,5382.4717,-3015.7703,2640.9903,3633.4785,-2118.9442,-1059.1601,4811.5684,2196.4753,-867.5970,-3404.5850,391.3826,4969.5126,3618.3205,5430.6009,-2959.8599,2190.9344,-5005.2169,-4528.8909,-4487.3491,3092.6122,-15.3883,-1165.3996,6458.2904,-4484.8452,3007.9298,4650.2857,-147.3637,-4636.0831,-3612.9795,5156.4563,4612.2148,1988.1473,-1804.4995,3654.0229,-5437.6138,-3126.3018,5255.6135,5080.3752,-1735.2821,-1680.4133,4133.6896,2483.2836,4042.0545,5474.9875,-3269.0773,-1209.1755,-3743.4366,5487.4219,5373.1019,1199.8091,-2665.3168,-4567.1662,-1702.6165,-460.5321,-4857.3902,5172.0749,-3835.6311,1690.0952,417.1943,-2561.7348,1307.5547,6210.0149,-1678.6608,6529.3767,-2210.8160,-1905.5896,2379.4420,4185.2312,-3866.0098,4699.8061,4224.1155,-5477.1447,195.2738,5430.3783,-880.3723,5516.2495,-1139.3131,1515.6342,-5084.4548,-2293.2844,-1122.2644,3019.3919,-373.8044,3010.3770,-5298.8124,2913.4268,-4796.4387,1886.2687,-4281.6757,-974.9690,1385.9625,5368.1528,-6774.2958,-1366.3058,4536.0103,-1132.8487,2315.7324,-4008.0800,-4223.1870,782.5013,-24299.0812,-30692.2285,-25671.6449,-26788.0970,-22020.6711,-27219.0459,-36024.8347,-25664.0832,144188373.0543,144161703.4962,144172444.6392,144172570.2981,-27223.1813,144177213.0391,
