sl_100_5400_20300108 Coordinates.csv
2030/01/08 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:42 2024,
Start: 2030/01/08 07:47:00.00, Stop: 2030/01/08 09:17:00.00,
TIME_UNITS,STARLINK-4324 - X-Coordinate,STARLINK-1720 - X-Coordinate,STARLINK-3948 - X-Coordinate,STARLINK-6192 - X-Coordinate,STARLINK-31827 - X-Coordinate,STARLINK-31819 - X-Coordinate,STARLINK-5694 - X-Coordinate,STARLINK-2447 - X-Coordinate,STARLINK-30280 - X-Coordinate,STARLINK-31444 - X-Coordinate,STARLINK-32270 - X-Coordinate,STARLINK-31167 - X-Coordinate,STARLINK-5514 - X-Coordinate,STARLINK-3966 - X-Coordinate,STARLINK-1470 - X-Coordinate,STARLINK-31072 - X-Coordinate,STARLINK-6228 - X-Coordinate,STARLINK-5664 - X-Coordinate,STARLINK-6190 - X-Coordinate,STARLINK-30099 - X-Coordinate,STARLINK-6223 - X-Coordinate,STARLINK-5544 - X-Coordinate,STARLINK-4165 - X-Coordinate,STARLINK-6137 - X-Coordinate,STARLINK-30428 - X-Coordinate,STARLINK-4610 - X-Coordinate,STARLINK-5780 - X-Coordinate,STARLINK-5043 - X-Coordinate,STARLINK-3450 - X-Coordinate,STARLINK-2052 - X-Coordinate,STARLINK-32088 - X-Coordinate,STARLINK-30574 - X-Coordinate,STARLINK-31310 - X-Coordinate,STARLINK-5012 - X-Coordinate,STARLINK-31232 - X-Coordinate,STARLINK-11141 [DTC] - X-Coordinate,STARLINK-32244 - X-Coordinate,STARLINK-5769 - X-Coordinate,STARLINK-3326 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-31066 - X-Coordinate,STARLINK-1603 - X-Coordinate,STARLINK-30976 - X-Coordinate,STARLINK-3622 - X-Coordinate,STARLINK-2222 - X-Coordinate,STARLINK-2501 - X-Coordinate,STARLINK-1304 - X-Coordinate,STARLINK-11224 [DTC] - X-Coordinate,STARLINK-3729 - X-Coordinate,STARLINK-1997 - X-Coordinate,STARLINK-3052 - X-Coordinate,STARLINK-3838 - X-Coordinate,STARLINK-30385 - X-Coordinate,STARLINK-2279 - X-Coordinate,STARLINK-3178 - X-Coordinate,STARLINK-6128 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-6059 - X-Coordinate,STARLINK-3923 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-30465 - X-Coordinate,STARLINK-31280 - X-Coordinate,STARLINK-32128 - X-Coordinate,STARLINK-31715 - X-Coordinate,STARLINK-4715 - X-Coordinate,STARLINK-2525 - X-Coordinate,STARLINK-31114 - X-Coordinate,STARLINK-31545 - X-Coordinate,STARLINK-32024 - X-Coordinate,STARLINK-31558 - X-Coordinate,STARLINK-31315 - X-Coordinate,STARLINK-5950 - X-Coordinate,STARLINK-31214 - X-Coordinate,STARLINK-31510 - X-Coordinate,STARLINK-6232 - X-Coordinate,STARLINK-2268 - X-Coordinate,STARLINK-30422 - X-Coordinate,STARLINK-30714 - X-Coordinate,STARLINK-5957 - X-Coordinate,STARLINK-4705 - X-Coordinate,STARLINK-3964 - X-Coordinate,STARLINK-31288 - X-Coordinate,STARLINK-3989 - X-Coordinate,STARLINK-6043 - X-Coordinate,STARLINK-5020 - X-Coordinate,STARLINK-4469 - X-Coordinate,STARLINK-31580 - X-Coordinate,STARLINK-1716 - X-Coordinate,STARLINK-2494 - X-Coordinate,STARLINK-30912 - X-Coordinate,STARLINK-3500 - X-Coordinate,STARLINK-30954 - X-Coordinate,STARLINK-11132 [DTC] - X-Coordinate,STARLINK-5840 - X-Coordinate,STARLINK-3825 - X-Coordinate,STARLINK-3543 - X-Coordinate,STARLINK-30069 - X-Coordinate,STARLINK-31815 - X-Coordinate,STARLINK-11143 [DTC] - X-Coordinate,STARLINK-2380 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4324 - Y-Coordinate,STARLINK-1720 - Y-Coordinate,STARLINK-3948 - Y-Coordinate,STARLINK-6192 - Y-Coordinate,STARLINK-31827 - Y-Coordinate,STARLINK-31819 - Y-Coordinate,STARLINK-5694 - Y-Coordinate,STARLINK-2447 - Y-Coordinate,STARLINK-30280 - Y-Coordinate,STARLINK-31444 - Y-Coordinate,STARLINK-32270 - Y-Coordinate,STARLINK-31167 - Y-Coordinate,STARLINK-5514 - Y-Coordinate,STARLINK-3966 - Y-Coordinate,STARLINK-1470 - Y-Coordinate,STARLINK-31072 - Y-Coordinate,STARLINK-6228 - Y-Coordinate,STARLINK-5664 - Y-Coordinate,STARLINK-6190 - Y-Coordinate,STARLINK-30099 - Y-Coordinate,STARLINK-6223 - Y-Coordinate,STARLINK-5544 - Y-Coordinate,STARLINK-4165 - Y-Coordinate,STARLINK-6137 - Y-Coordinate,STARLINK-30428 - Y-Coordinate,STARLINK-4610 - Y-Coordinate,STARLINK-5780 - Y-Coordinate,STARLINK-5043 - Y-Coordinate,STARLINK-3450 - Y-Coordinate,STARLINK-2052 - Y-Coordinate,STARLINK-32088 - Y-Coordinate,STARLINK-30574 - Y-Coordinate,STARLINK-31310 - Y-Coordinate,STARLINK-5012 - Y-Coordinate,STARLINK-31232 - Y-Coordinate,STARLINK-11141 [DTC] - Y-Coordinate,STARLINK-32244 - Y-Coordinate,STARLINK-5769 - Y-Coordinate,STARLINK-3326 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-31066 - Y-Coordinate,STARLINK-1603 - Y-Coordinate,STARLINK-30976 - Y-Coordinate,STARLINK-3622 - Y-Coordinate,STARLINK-2222 - Y-Coordinate,STARLINK-2501 - Y-Coordinate,STARLINK-1304 - Y-Coordinate,STARLINK-11224 [DTC] - Y-Coordinate,STARLINK-3729 - Y-Coordinate,STARLINK-1997 - Y-Coordinate,STARLINK-3052 - Y-Coordinate,STARLINK-3838 - Y-Coordinate,STARLINK-30385 - Y-Coordinate,STARLINK-2279 - Y-Coordinate,STARLINK-3178 - Y-Coordinate,STARLINK-6128 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-6059 - Y-Coordinate,STARLINK-3923 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-30465 - Y-Coordinate,STARLINK-31280 - Y-Coordinate,STARLINK-32128 - Y-Coordinate,STARLINK-31715 - Y-Coordinate,STARLINK-4715 - Y-Coordinate,STARLINK-2525 - Y-Coordinate,STARLINK-31114 - Y-Coordinate,STARLINK-31545 - Y-Coordinate,STARLINK-32024 - Y-Coordinate,STARLINK-31558 - Y-Coordinate,STARLINK-31315 - Y-Coordinate,STARLINK-5950 - Y-Coordinate,STARLINK-31214 - Y-Coordinate,STARLINK-31510 - Y-Coordinate,STARLINK-6232 - Y-Coordinate,STARLINK-2268 - Y-Coordinate,STARLINK-30422 - Y-Coordinate,STARLINK-30714 - Y-Coordinate,STARLINK-5957 - Y-Coordinate,STARLINK-4705 - Y-Coordinate,STARLINK-3964 - Y-Coordinate,STARLINK-31288 - Y-Coordinate,STARLINK-3989 - Y-Coordinate,STARLINK-6043 - Y-Coordinate,STARLINK-5020 - Y-Coordinate,STARLINK-4469 - Y-Coordinate,STARLINK-31580 - Y-Coordinate,STARLINK-1716 - Y-Coordinate,STARLINK-2494 - Y-Coordinate,STARLINK-30912 - Y-Coordinate,STARLINK-3500 - Y-Coordinate,STARLINK-30954 - Y-Coordinate,STARLINK-11132 [DTC] - Y-Coordinate,STARLINK-5840 - Y-Coordinate,STARLINK-3825 - Y-Coordinate,STARLINK-3543 - Y-Coordinate,STARLINK-30069 - Y-Coordinate,STARLINK-31815 - Y-Coordinate,STARLINK-11143 [DTC] - Y-Coordinate,STARLINK-2380 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4324 - Z-Coordinate,STARLINK-1720 - Z-Coordinate,STARLINK-3948 - Z-Coordinate,STARLINK-6192 - Z-Coordinate,STARLINK-31827 - Z-Coordinate,STARLINK-31819 - Z-Coordinate,STARLINK-5694 - Z-Coordinate,STARLINK-2447 - Z-Coordinate,STARLINK-30280 - Z-Coordinate,STARLINK-31444 - Z-Coordinate,STARLINK-32270 - Z-Coordinate,STARLINK-31167 - Z-Coordinate,STARLINK-5514 - Z-Coordinate,STARLINK-3966 - Z-Coordinate,STARLINK-1470 - Z-Coordinate,STARLINK-31072 - Z-Coordinate,STARLINK-6228 - Z-Coordinate,STARLINK-5664 - Z-Coordinate,STARLINK-6190 - Z-Coordinate,STARLINK-30099 - Z-Coordinate,STARLINK-6223 - Z-Coordinate,STARLINK-5544 - Z-Coordinate,STARLINK-4165 - Z-Coordinate,STARLINK-6137 - Z-Coordinate,STARLINK-30428 - Z-Coordinate,STARLINK-4610 - Z-Coordinate,STARLINK-5780 - Z-Coordinate,STARLINK-5043 - Z-Coordinate,STARLINK-3450 - Z-Coordinate,STARLINK-2052 - Z-Coordinate,STARLINK-32088 - Z-Coordinate,STARLINK-30574 - Z-Coordinate,STARLINK-31310 - Z-Coordinate,STARLINK-5012 - Z-Coordinate,STARLINK-31232 - Z-Coordinate,STARLINK-11141 [DTC] - Z-Coordinate,STARLINK-32244 - Z-Coordinate,STARLINK-5769 - Z-Coordinate,STARLINK-3326 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-31066 - Z-Coordinate,STARLINK-1603 - Z-Coordinate,STARLINK-30976 - Z-Coordinate,STARLINK-3622 - Z-Coordinate,STARLINK-2222 - Z-Coordinate,STARLINK-2501 - Z-Coordinate,STARLINK-1304 - Z-Coordinate,STARLINK-11224 [DTC] - Z-Coordinate,STARLINK-3729 - Z-Coordinate,STARLINK-1997 - Z-Coordinate,STARLINK-3052 - Z-Coordinate,STARLINK-3838 - Z-Coordinate,STARLINK-30385 - Z-Coordinate,STARLINK-2279 - Z-Coordinate,STARLINK-3178 - Z-Coordinate,STARLINK-6128 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-6059 - Z-Coordinate,STARLINK-3923 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-30465 - Z-Coordinate,STARLINK-31280 - Z-Coordinate,STARLINK-32128 - Z-Coordinate,STARLINK-31715 - Z-Coordinate,STARLINK-4715 - Z-Coordinate,STARLINK-2525 - Z-Coordinate,STARLINK-31114 - Z-Coordinate,STARLINK-31545 - Z-Coordinate,STARLINK-32024 - Z-Coordinate,STARLINK-31558 - Z-Coordinate,STARLINK-31315 - Z-Coordinate,STARLINK-5950 - Z-Coordinate,STARLINK-31214 - Z-Coordinate,STARLINK-31510 - Z-Coordinate,STARLINK-6232 - Z-Coordinate,STARLINK-2268 - Z-Coordinate,STARLINK-30422 - Z-Coordinate,STARLINK-30714 - Z-Coordinate,STARLINK-5957 - Z-Coordinate,STARLINK-4705 - Z-Coordinate,STARLINK-3964 - Z-Coordinate,STARLINK-31288 - Z-Coordinate,STARLINK-3989 - Z-Coordinate,STARLINK-6043 - Z-Coordinate,STARLINK-5020 - Z-Coordinate,STARLINK-4469 - Z-Coordinate,STARLINK-31580 - Z-Coordinate,STARLINK-1716 - Z-Coordinate,STARLINK-2494 - Z-Coordinate,STARLINK-30912 - Z-Coordinate,STARLINK-3500 - Z-Coordinate,STARLINK-30954 - Z-Coordinate,STARLINK-11132 [DTC] - Z-Coordinate,STARLINK-5840 - Z-Coordinate,STARLINK-3825 - Z-Coordinate,STARLINK-3543 - Z-Coordinate,STARLINK-30069 - Z-Coordinate,STARLINK-31815 - Z-Coordinate,STARLINK-11143 [DTC] - Z-Coordinate,STARLINK-2380 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4547.5204,4738.2905,1628.6285,6195.8884,-488.7387,6320.0981,6805.1600,3235.1416,-2273.0450,0.0000,4642.7289,144.3029,-5066.1692,1311.0197,-3027.4778,0.0000,6009.0076,4998.9403,6187.1680,-971.9220,1266.0267,-1827.5256,-2430.9636,-3732.3657,-5293.8077,-1668.2260,3641.6932,-1929.2067,2907.3361,-1982.6382,1702.2946,-5721.2503,5628.1914,-1286.9787,4406.2299,-2266.2691,-2220.6214,-3826.6428,-192.0383,-1592.2358,2381.5871,0.0000,-4879.2103,-4125.1604,5229.0256,-4666.1515,6772.4932,4014.3742,-3795.9711,-2739.4671,3483.7151,-5517.3625,5840.3382,-2468.1954,-6613.1587,-4481.3658,-5821.2234,5546.8660,2736.1344,1832.5678,-6621.9601,3829.7835,-4441.1861,1290.4177,-6074.1582,670.7118,5871.8416,-2925.2403,6569.0824,-4948.7591,-3787.3467,3956.0220,-5210.0688,2520.3223,-732.6695,3262.3955,941.3254,2521.0014,-5653.2829,-5953.8545,1471.1271,-2493.1253,-2181.7059,-3988.1358,0.0000,-2813.0732,5996.0571,-1896.7100,-4436.9958,4347.7277,-3668.5569,1575.7262,2555.6856,-5033.8025,5883.5809,-312.7092,6880.4228,6483.6633,2502.9185,-3522.2502,179372.9074,151382.3656,175586.1094,175370.9236,169172.7675,169187.0262,167347.6983,170508.1779,45233600.4988,45265273.0028,45244804.8254,45244316.6141,170417.9734,45253888.2752,3663.2192,-2256.7010,-6583.7379,544.2071,-5853.1022,2362.5351,-879.9947,-3235.0763,-6074.4365,0.0000,647.7592,-6275.2837,-527.1214,-4656.9255,4914.7540,0.0000,632.5007,-3113.1494,-2953.3481,5939.8042,4921.7287,-2051.8266,3637.2997,-5796.3962,1594.3019,-4430.0166,-5773.4180,-6179.1025,-5812.6286,4060.7710,6177.5707,2748.2199,-481.1347,-4362.4699,616.5034,-3392.9131,-6130.4539,5148.6491,5548.5442,4966.8439,6185.2043,0.0000,3418.3719,203.2135,-4436.1324,-4090.5589,574.3988,-2836.5474,-5420.5248,5216.4497,5051.7552,-4016.9766,-2367.9526,4039.7660,1919.4919,2565.4964,1065.0832,2697.8344,6095.7577,1783.1016,422.0189,-1320.1683,-2715.3965,-6683.3779,360.4110,-6484.9175,2967.2458,4029.1556,-253.7992,3169.3806,-1767.6723,-3186.1263,863.8696,-6116.4858,-5199.9962,3143.7816,6845.3763,-6232.8712,-2043.1238,2018.3074,5441.0172,-4081.5918,-5068.4269,-5357.3009,0.0000,3154.2419,792.4895,4797.3150,-3768.7500,-2524.5027,-1897.6300,6435.5424,-6199.9627,-649.3812,3563.8682,-5745.6402,555.8411,205.5365,6078.2523,-2515.6459,346050.7395,355299.1941,347219.1949,351166.1742,357079.3636,354410.3329,347615.1248,348910.0803,300128702.7273,300129571.2347,300126002.0502,300130844.1641,349632.1919,300130131.3570,-3769.7984,4478.8266,-1310.3486,3044.8873,3468.3725,274.6809,-837.2326,-4977.9836,2405.3692,0.0000,-4971.4580,2775.3854,-4702.3228,-4900.1013,-3761.9002,0.0000,-3327.7463,-3639.0930,1117.7411,-3259.8322,-4732.8880,-6375.0132,-5349.2304,-642.0058,4130.5370,5011.1654,-972.4862,2407.9109,2276.8896,5230.3144,2269.1986,-2823.1238,3905.3684,5110.6012,-5182.5935,-5412.5351,-2044.3551,2581.2486,-4116.6981,-4386.4839,-1995.3397,0.0000,-3519.8610,5519.8511,-653.6831,2358.6731,783.6245,4594.5132,1797.0860,-3022.5723,-3268.1771,-1063.0555,2790.3364,4546.0705,-329.1080,4575.4517,3494.6778,-3169.5183,-1565.3856,-6463.3179,1943.4509,5376.3556,-4465.7423,563.2304,-3222.9016,2220.2243,-1222.5537,4636.1702,-2015.4398,3428.3149,5378.0781,4705.5210,4240.1999,-1593.8810,4516.9807,4778.3046,-390.1872,1172.0492,-3458.0855,-2849.9229,3983.5681,4876.4034,4265.1931,-1818.0084,0.0000,-5483.9155,-3089.2356,-4544.7677,-3705.0786,4685.0621,5511.3821,1973.4504,-568.3602,-4720.5805,417.9941,3784.2527,594.6120,-2168.2143,1446.1728,-5261.0177,-15454.4559,-20860.1463,-15964.4649,-17522.4955,-12595.6307,-19993.3394,-26928.6812,-19881.8694,-85436179.3491,-85425438.4273,-85455652.5381,-85440749.5870,-18244.1345,-85438114.7340,
300.000,3089.4935,2988.1659,272.0610,5481.5148,-1955.4286,6578.0361,6098.9077,2279.5209,-3833.1786,0.0000,3900.8671,-1551.8417,-5203.0332,-733.2719,-2076.9067,0.0000,6494.5682,3298.8439,5291.0062,687.6380,3259.2074,-2488.5466,-963.6201,-4883.7658,-3965.2893,-3594.0125,2299.7139,-2903.7073,1342.4931,174.3609,3290.7480,-4240.8001,4617.3417,-3270.9290,5135.3668,-4042.3154,-3475.1237,-2017.5005,1317.9972,-226.5363,3591.0733,0.0000,-4129.9918,-3869.3398,4052.4413,-5745.1316,6733.6500,2066.0072,-4374.2198,-1703.8605,4446.5673,-5740.3874,4423.2751,-1265.9046,-5865.6353,-3521.9724,-4464.7080,6423.5917,3573.3629,3710.3399,-5792.6840,2809.7592,-4344.1166,1.7143,-4923.1747,-574.2029,6400.3437,-1077.4645,6700.7011,-3223.0538,-4175.7948,2358.9365,-5114.0705,1090.3198,-2773.2647,4978.5624,2366.3769,1372.1286,-5430.5482,-4567.4957,2661.7136,-3518.3235,-3861.3914,-4625.1367,0.0000,-4260.3838,6618.2136,-580.5889,-4546.9627,3057.2869,-4575.6265,2934.5562,1346.8529,-5020.3236,6303.5799,-1754.4229,6535.2520,6662.3000,3666.8357,-4996.3075,172222.7456,143863.4753,168084.1228,167813.2784,161714.0288,161774.2898,159923.4426,162606.9590,38672032.5959,38703380.8545,38683763.0626,38682694.9674,162990.9135,38692336.2317,3064.4131,-3284.4479,-6226.7030,-1229.3304,-6260.1005,842.8694,-2311.0485,-4958.1058,-5679.5906,0.0000,-1358.6941,-5459.4882,1584.4413,-4136.7989,6171.2369,0.0000,-1056.7644,-4189.5576,-3233.0129,6514.6272,4137.2611,53.2446,5062.9458,-4821.5359,3222.3245,-4327.3965,-6472.7707,-4908.5254,-5589.7073,4152.4903,5896.4379,3885.7765,-2293.0419,-4319.8540,-1263.1849,-2163.5865,-5876.1292,5467.1166,6224.5317,6077.1518,4932.3430,0.0000,5045.2530,2346.6569,-5030.2834,-3278.7456,-647.8842,-3635.4776,-4038.8559,6255.0532,5187.5871,-2669.9756,-3598.9858,5501.3846,2953.7130,4407.0030,2296.5347,2334.8773,4907.7080,814.9530,1948.6489,-3269.9331,-681.6730,-6420.4965,1703.2605,-6850.1896,1844.9401,5140.8818,-1518.3497,4201.6718,393.8117,-4630.6221,2873.3916,-6714.7346,-5063.1125,2181.8397,6224.5845,-6655.3934,-77.7575,2980.2920,3927.6038,-2219.5588,-5041.7461,-5138.4652,0.0000,3856.7757,-513.0887,6008.4829,-1904.1949,-4249.6119,54.7253,5345.4824,-6469.0817,1497.1272,2416.7740,-4525.8922,-977.2646,-1378.4715,5633.3754,-1077.2335,349859.1173,358489.1771,350649.7851,354578.0196,360659.1875,357859.4264,351223.5844,352426.7671,301048040.6107,301049136.5494,301045103.1285,301049700.2793,353182.2615,301049567.5444,-5420.7857,5278.6781,-2981.7458,4046.9071,1883.5355,-1281.1928,-2294.6895,-3990.9187,963.3767,0.0000,-5443.0224,3854.9526,-4297.4793,-5456.0886,-2249.4569,0.0000,-2067.2107,-4415.2766,3124.8484,-1981.4983,-4525.7823,-6481.1466,-4602.7317,904.2737,4637.8067,3987.9008,576.1547,3891.3883,3787.4809,5522.0217,799.6894,-3896.2168,4534.5112,4179.6872,-4322.0435,-4992.1644,-260.0882,3719.0540,-2696.7463,-3073.9661,-3271.0116,0.0000,-2314.4474,5201.7680,-2397.1904,586.6391,-1038.2632,5270.1402,3397.2504,-1343.6346,-1279.3512,-2765.5230,3868.0608,3352.3223,-2102.8910,3973.3156,4690.2036,-1166.1614,-3203.0281,-5821.3648,3229.1738,5170.4842,-5263.4985,2323.1093,-4503.8565,460.2304,618.2992,4324.7739,-234.0145,4269.4340,5366.8815,4576.3272,3388.1061,-59.4368,3830.4400,3719.7901,-1890.0605,-653.0514,-4312.9424,-4232.2698,5010.1282,5416.4207,2889.7928,297.1447,0.0000,-3858.4121,-1428.2066,-3289.2445,-4829.9103,4452.0105,5148.4439,3253.0136,1267.4963,-4538.3002,-1394.6406,4883.0846,2075.9834,-688.8984,-384.0324,-4503.9947,-15302.6604,-20761.2411,-15806.7361,-17576.5362,-12446.2177,-19590.7957,-26873.7610,-19715.1209,-85432218.8456,-85420777.3325,-85451466.6544,-85437037.2568,-18125.1104,-85433895.5733,
600.000,1341.4411,955.6438,-1142.6816,4258.6752,-3200.2601,6148.4866,4797.1720,1127.2677,-5012.5040,0.0000,2812.8901,-3125.2733,-4876.3693,-2728.9296,-942.7091,0.0000,6350.1684,1286.3760,3841.1901,2260.2341,4950.4144,-2978.9137,554.9530,-5566.3320,-2275.4055,-5145.1348,725.5821,-3632.4705,-389.3539,2316.3567,4533.7969,-2355.2964,3177.2991,-4904.6093,5373.4963,-5417.6394,-4367.7345,4.7298,2670.2157,1129.4348,4482.7865,0.0000,-2999.3674,-3285.3324,2452.4279,-6174.1978,6002.7662,-94.0639,-4541.7527,-490.7818,4945.5399,-5412.2467,2574.9311,43.7433,-4523.6926,-2254.7283,-2671.7290,6638.0752,4082.6455,5240.8828,-4405.9010,1542.9537,-3862.5903,-1313.0709,-3295.4050,-1756.0006,6226.1302,853.3594,6153.1877,-1172.0639,-4191.3763,564.7963,-4517.2919,-451.3245,-4534.7791,6127.6896,3579.1461,73.8242,-4718.8091,-2726.8290,3640.5755,-4239.7889,-5149.3911,-4788.5515,0.0000,-5273.7673,6546.9587,758.7828,-4254.3608,1500.6274,-5072.9317,4037.8485,-22.0765,-4564.5868,6097.5179,-3069.0534,5558.7654,6168.6218,4437.8666,-5976.4261,164987.6338,136278.2925,160506.1163,160173.6893,154180.0961,154295.8604,152422.7705,154660.9302,32091893.5335,32122905.2936,32104160.5229,32102554.8165,155489.8728,32112209.2486,2073.3099,-4041.6476,-5261.9014,-2914.2644,-6028.4461,-777.4817,-3538.3947,-6160.2641,-4737.0651,0.0000,-3254.8971,-4117.3864,3531.9176,-3257.9083,6804.7110,0.0000,-2624.4256,-4900.8533,-3222.1151,6440.4074,2996.6602,2127.5102,6011.5383,-3371.5810,4569.8337,-3834.0528,-6535.5334,-3147.6641,-4832.8841,3894.3113,5012.6551,4687.0199,-3908.1944,-3879.8696,-2981.5114,-757.9179,-5015.6550,5283.9889,6295.2049,6567.3068,3199.1822,0.0000,6173.6224,4255.6507,-5140.5245,-2104.1896,-1815.4248,-4103.0499,-2229.8059,6581.5975,4808.0275,-1033.9064,-4512.3937,6333.4881,3714.5935,5822.8204,3346.7302,1747.5440,3211.9729,-164.2106,3314.9389,-4891.5832,1439.3307,-5500.2695,2922.6146,-6526.1144,512.3652,5758.4557,-2626.3283,4844.7793,2502.4745,-5656.3913,4571.1203,-6622.1547,-4470.7938,1013.6231,4996.6026,-6390.0989,1916.3297,3692.6058,2039.3861,-149.8500,-4553.8602,-4387.4360,0.0000,4094.0605,-1748.5058,6623.1965,169.0812,-5574.2004,1970.4277,3736.2120,-6042.1978,3494.9447,1012.8931,-2876.6267,-2435.0954,-2816.5537,4576.7227,427.8197,353521.3776,361519.7753,353922.8794,357822.0881,364079.5157,361137.7417,354674.4091,355821.8169,301823942.7371,301825251.8126,301820791.7383,301825119.0412,356574.5479,301825568.6263,-6498.0113,5506.7363,-4330.8972,4614.6631,87.2439,-2688.8209,-3504.5398,-2544.4583,-582.4105,0.0000,-5308.3347,4509.4650,-3433.2370,-5418.2142,-491.6642,0.0000,-581.9599,-4717.7684,4799.1921,-482.7724,-3837.5465,-5899.8723,-3359.7644,2353.2360,4642.8085,2531.4730,2062.0051,4953.7386,4884.5993,5219.2223,-760.5848,-4555.3545,4665.0921,2784.5472,-2978.7345,-4001.8999,1553.2564,4455.8450,-985.4517,-1415.3566,-4195.2821,0.0000,-859.8012,4319.3822,-3879.3808,-1256.6897,-2744.6398,5330.9541,4621.6440,499.8437,845.3615,-4168.9923,4524.7171,1738.7936,-3647.9711,2940.4935,5371.2624,962.0068,-4487.7579,-4563.5576,4166.4202,4362.6585,-5481.3054,3822.7594,-5294.0245,-1350.0160,2385.5671,3524.7971,1573.0904,4627.8356,4752.2640,3956.5803,2147.8894,1481.7178,2733.5596,2199.8146,-3186.6681,-2404.9433,-4707.4348,-5156.6155,5494.3003,5352.2668,1210.7150,2380.2544,0.0000,-1818.5700,395.5090,-1672.9753,-5432.0027,3730.7528,4225.3552,4181.4036,2954.9276,-3870.8764,-3055.4110,5449.7837,3334.4751,867.2703,-2169.3805,-3240.2645,-15152.0254,-20662.1808,-15653.4110,-17632.4371,-12299.7402,-19183.2325,-26814.2928,-19429.1959,-85428258.8511,-85416126.0044,-85447272.1254,-85433313.0874,-18006.0761,-85429676.1635,
