sl_100_5400_20300204 Coordinates.csv
2030/02/04 07:47:00.0000 UTC

Generated: Tue Oct  8 21:50:29 2024,
Start: 2030/02/04 07:47:00.00, Stop: 2030/02/04 09:17:00.00,
TIME_UNITS,STARLINK-6278 - X-Coordinate,STARLINK-31959 - X-Coordinate,STARLINK-6062 - X-Coordinate,STARLINK-30904 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-31473 - X-Coordinate,STARLINK-5542 - X-Coordinate,STARLINK-1451 - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-6309 - X-Coordinate,STARLINK-2689 - X-Coordinate,STARLINK-3555 - X-Coordinate,STARLINK-30805 - X-Coordinate,STARLINK-4729 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-30205 - X-Coordinate,STARLINK-2039 - X-Coordinate,STARLINK-1390 - X-Coordinate,STARLINK-3622 - X-Coordinate,STARLINK-5186 - X-Coordinate,STARLINK-5907 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-30079 - X-Coordinate,STARLINK-30182 - X-Coordinate,STARLINK-32233 - X-Coordinate,STARLINK-3858 - X-Coordinate,STARLINK-6273 - X-Coordinate,STARLINK-3260 - X-Coordinate,STARLINK-31402 - X-Coordinate,STARLINK-31249 - X-Coordinate,STARLINK-1131 - X-Coordinate,STARLINK-2468 - X-Coordinate,STARLINK-31057 - X-Coordinate,STARLINK-6170 - X-Coordinate,STARLINK-30948 - X-Coordinate,STARLINK-4699 - X-Coordinate,STARLINK-32278 - X-Coordinate,STARLINK-31056 - X-Coordinate,STARLINK-6324 - X-Coordinate,STARLINK-4493 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-4760 - X-Coordinate,STARLINK-30606 - X-Coordinate,STARLINK-31002 - X-Coordinate,STARLINK-4678 - X-Coordinate,STARLINK-6282 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-3624 - X-Coordinate,STARLINK-32090 - X-Coordinate,STARLINK-5713 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-6177 - X-Coordinate,STARLINK-5949 - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-3997 - X-Coordinate,STARLINK-31972 - X-Coordinate,STARLINK-3661 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-1420 - X-Coordinate,STARLINK-30174 - X-Coordinate,STARLINK-31355 - X-Coordinate,STARLINK-2250 - X-Coordinate,STARLINK-5346 - X-Coordinate,STARLINK-1300 - X-Coordinate,STARLINK-30352 - X-Coordinate,STARLINK-31371 - X-Coordinate,STARLINK-5455 - X-Coordinate,STARLINK-31374 - X-Coordinate,STARLINK-11087 [DTC] - X-Coordinate,STARLINK-30765 - X-Coordinate,STARLINK-5358 - X-Coordinate,STARLINK-5972 - X-Coordinate,STARLINK-4084 - X-Coordinate,STARLINK-5828 - X-Coordinate,STARLINK-3226 - X-Coordinate,STARLINK-2067 - X-Coordinate,STARLINK-5024 - X-Coordinate,STARLINK-2006 - X-Coordinate,STARLINK-4355 - X-Coordinate,STARLINK-5335 - X-Coordinate,STARLINK-5443 - X-Coordinate,STARLINK-1876 - X-Coordinate,STARLINK-4551 - X-Coordinate,STARLINK-3286 - X-Coordinate,STARLINK-11160 [DTC] - X-Coordinate,STARLINK-31293 - X-Coordinate,STARLINK-30954 - X-Coordinate,STARLINK-6050 - X-Coordinate,STARLINK-30300 - X-Coordinate,STARLINK-5321 - X-Coordinate,STARLINK-2078 - X-Coordinate,STARLINK-30090 - X-Coordinate,STARLINK-31078 - X-Coordinate,STARLINK-31260 - X-Coordinate,STARLINK-30910 - X-Coordinate,STARLINK-1134 - X-Coordinate,STARLINK-5238 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-31902 - X-Coordinate,STARLINK-30039 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6278 - Y-Coordinate,STARLINK-31959 - Y-Coordinate,STARLINK-6062 - Y-Coordinate,STARLINK-30904 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-31473 - Y-Coordinate,STARLINK-5542 - Y-Coordinate,STARLINK-1451 - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-6309 - Y-Coordinate,STARLINK-2689 - Y-Coordinate,STARLINK-3555 - Y-Coordinate,STARLINK-30805 - Y-Coordinate,STARLINK-4729 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-30205 - Y-Coordinate,STARLINK-2039 - Y-Coordinate,STARLINK-1390 - Y-Coordinate,STARLINK-3622 - Y-Coordinate,STARLINK-5186 - Y-Coordinate,STARLINK-5907 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-30079 - Y-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-32233 - Y-Coordinate,STARLINK-3858 - Y-Coordinate,STARLINK-6273 - Y-Coordinate,STARLINK-3260 - Y-Coordinate,STARLINK-31402 - Y-Coordinate,STARLINK-31249 - Y-Coordinate,STARLINK-1131 - Y-Coordinate,STARLINK-2468 - Y-Coordinate,STARLINK-31057 - Y-Coordinate,STARLINK-6170 - Y-Coordinate,STARLINK-30948 - Y-Coordinate,STARLINK-4699 - Y-Coordinate,STARLINK-32278 - Y-Coordinate,STARLINK-31056 - Y-Coordinate,STARLINK-6324 - Y-Coordinate,STARLINK-4493 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-4760 - Y-Coordinate,STARLINK-30606 - Y-Coordinate,STARLINK-31002 - Y-Coordinate,STARLINK-4678 - Y-Coordinate,STARLINK-6282 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-3624 - Y-Coordinate,STARLINK-32090 - Y-Coordinate,STARLINK-5713 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-6177 - Y-Coordinate,STARLINK-5949 - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-3997 - Y-Coordinate,STARLINK-31972 - Y-Coordinate,STARLINK-3661 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-1420 - Y-Coordinate,STARLINK-30174 - Y-Coordinate,STARLINK-31355 - Y-Coordinate,STARLINK-2250 - Y-Coordinate,STARLINK-5346 - Y-Coordinate,STARLINK-1300 - Y-Coordinate,STARLINK-30352 - Y-Coordinate,STARLINK-31371 - Y-Coordinate,STARLINK-5455 - Y-Coordinate,STARLINK-31374 - Y-Coordinate,STARLINK-11087 [DTC] - Y-Coordinate,STARLINK-30765 - Y-Coordinate,STARLINK-5358 - Y-Coordinate,STARLINK-5972 - Y-Coordinate,STARLINK-4084 - Y-Coordinate,STARLINK-5828 - Y-Coordinate,STARLINK-3226 - Y-Coordinate,STARLINK-2067 - Y-Coordinate,STARLINK-5024 - Y-Coordinate,STARLINK-2006 - Y-Coordinate,STARLINK-4355 - Y-Coordinate,STARLINK-5335 - Y-Coordinate,STARLINK-5443 - Y-Coordinate,STARLINK-1876 - Y-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-3286 - Y-Coordinate,STARLINK-11160 [DTC] - Y-Coordinate,STARLINK-31293 - Y-Coordinate,STARLINK-30954 - Y-Coordinate,STARLINK-6050 - Y-Coordinate,STARLINK-30300 - Y-Coordinate,STARLINK-5321 - Y-Coordinate,STARLINK-2078 - Y-Coordinate,STARLINK-30090 - Y-Coordinate,STARLINK-31078 - Y-Coordinate,STARLINK-31260 - Y-Coordinate,STARLINK-30910 - Y-Coordinate,STARLINK-1134 - Y-Coordinate,STARLINK-5238 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-31902 - Y-Coordinate,STARLINK-30039 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6278 - Z-Coordinate,STARLINK-31959 - Z-Coordinate,STARLINK-6062 - Z-Coordinate,STARLINK-30904 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-31473 - Z-Coordinate,STARLINK-5542 - Z-Coordinate,STARLINK-1451 - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-6309 - Z-Coordinate,STARLINK-2689 - Z-Coordinate,STARLINK-3555 - Z-Coordinate,STARLINK-30805 - Z-Coordinate,STARLINK-4729 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-30205 - Z-Coordinate,STARLINK-2039 - Z-Coordinate,STARLINK-1390 - Z-Coordinate,STARLINK-3622 - Z-Coordinate,STARLINK-5186 - Z-Coordinate,STARLINK-5907 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-30079 - Z-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-32233 - Z-Coordinate,STARLINK-3858 - Z-Coordinate,STARLINK-6273 - Z-Coordinate,STARLINK-3260 - Z-Coordinate,STARLINK-31402 - Z-Coordinate,STARLINK-31249 - Z-Coordinate,STARLINK-1131 - Z-Coordinate,STARLINK-2468 - Z-Coordinate,STARLINK-31057 - Z-Coordinate,STARLINK-6170 - Z-Coordinate,STARLINK-30948 - Z-Coordinate,STARLINK-4699 - Z-Coordinate,STARLINK-32278 - Z-Coordinate,STARLINK-31056 - Z-Coordinate,STARLINK-6324 - Z-Coordinate,STARLINK-4493 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-4760 - Z-Coordinate,STARLINK-30606 - Z-Coordinate,STARLINK-31002 - Z-Coordinate,STARLINK-4678 - Z-Coordinate,STARLINK-6282 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-3624 - Z-Coordinate,STARLINK-32090 - Z-Coordinate,STARLINK-5713 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-6177 - Z-Coordinate,STARLINK-5949 - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-3997 - Z-Coordinate,STARLINK-31972 - Z-Coordinate,STARLINK-3661 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-1420 - Z-Coordinate,STARLINK-30174 - Z-Coordinate,STARLINK-31355 - Z-Coordinate,STARLINK-2250 - Z-Coordinate,STARLINK-5346 - Z-Coordinate,STARLINK-1300 - Z-Coordinate,STARLINK-30352 - Z-Coordinate,STARLINK-31371 - Z-Coordinate,STARLINK-5455 - Z-Coordinate,STARLINK-31374 - Z-Coordinate,STARLINK-11087 [DTC] - Z-Coordinate,STARLINK-30765 - Z-Coordinate,STARLINK-5358 - Z-Coordinate,STARLINK-5972 - Z-Coordinate,STARLINK-4084 - Z-Coordinate,STARLINK-5828 - Z-Coordinate,STARLINK-3226 - Z-Coordinate,STARLINK-2067 - Z-Coordinate,STARLINK-5024 - Z-Coordinate,STARLINK-2006 - Z-Coordinate,STARLINK-4355 - Z-Coordinate,STARLINK-5335 - Z-Coordinate,STARLINK-5443 - Z-Coordinate,STARLINK-1876 - Z-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-3286 - Z-Coordinate,STARLINK-11160 [DTC] - Z-Coordinate,STARLINK-31293 - Z-Coordinate,STARLINK-30954 - Z-Coordinate,STARLINK-6050 - Z-Coordinate,STARLINK-30300 - Z-Coordinate,STARLINK-5321 - Z-Coordinate,STARLINK-2078 - Z-Coordinate,STARLINK-30090 - Z-Coordinate,STARLINK-31078 - Z-Coordinate,STARLINK-31260 - Z-Coordinate,STARLINK-30910 - Z-Coordinate,STARLINK-1134 - Z-Coordinate,STARLINK-5238 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-31902 - Z-Coordinate,STARLINK-30039 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5867.2661,0.0000,5539.7188,-6084.2452,5878.3605,4300.6816,6706.1714,-6149.5010,-3358.5016,-4625.4668,3838.1065,-3153.5544,5224.8521,1781.1539,6352.9466,-4959.2232,5171.8637,4006.1374,2600.8405,-4739.5796,-5262.1494,-659.2503,-2950.4336,5730.9742,4516.7353,-5459.1649,6014.2408,2280.2479,0.0000,-2537.8989,1765.9337,-2068.0676,6387.9104,-893.5850,6143.3593,113.1619,-4438.8757,-3324.9697,-2448.5640,2383.4368,-164.8698,-5553.9133,-649.1225,1652.7423,-3032.0595,-3996.3766,-837.7425,3908.4262,280.8933,656.8187,4604.6729,-3930.3721,-4864.1587,-6809.8718,-5444.4968,-877.1612,-3491.2940,3718.7689,2554.2413,-3279.9429,-978.9483,4115.6313,-3722.0106,-2367.2657,-5127.8145,-2098.4747,-2259.7935,0.0000,-4797.2002,2220.9164,4455.4078,4695.5915,286.9297,-1327.8389,2739.0119,4427.6836,-170.0086,-2205.2812,-531.7071,-5704.4588,-3442.1269,2522.5848,5109.6676,1981.3641,0.0000,-3628.1428,-2645.9985,3397.8393,5115.8444,4951.0196,6573.5812,2559.4295,4976.1244,1400.8690,791.8718,-3203.8207,2581.8060,-896.4511,4973.5015,-1519.2399,-21844.5913,-54939.9090,-30130.8009,-32095.6593,-40266.4387,-39058.7306,-37692.3465,-34313.6646,12516323.7532,12497702.4348,12525322.3558,12511364.0530,-35821.6391,12517715.7560,678.3631,0.0000,-735.3290,-922.0155,1608.7786,-2402.6335,-1702.3927,1874.4543,-6042.6815,3146.1437,5443.6837,3124.8032,-435.3733,4447.5465,-1312.7676,4109.4769,-3467.6070,-2518.8060,-3408.7116,-4981.4033,-2603.3978,-5881.8289,-5851.9368,-3615.5428,-3539.3502,3098.2967,-2046.3411,-4676.6059,0.0000,5713.2854,-4661.3312,5299.4262,-2013.8794,-6381.1246,2490.3776,-5835.2774,240.1696,-4431.9851,4625.8887,-4756.7650,4299.2096,3904.6122,-6214.4328,-4918.4322,5491.1762,-3258.2405,-5376.6864,3132.8772,5007.1605,5212.4919,-2095.7074,3309.6326,1567.9303,-759.6705,1053.3036,5493.9207,4749.2701,1822.4289,5783.8834,-5343.6224,6690.8973,-1619.5743,5807.6757,3525.9286,-954.9718,4596.0647,3337.6665,0.0000,1013.0727,6422.6135,-2963.5515,1311.5672,6689.9276,4901.6801,3066.3662,1204.8672,-4661.7001,-3497.5202,767.9115,1416.8269,-3953.2344,4427.5673,-2188.9332,5642.3352,0.0000,5176.2329,-5902.9557,-5932.3985,3843.3307,-1492.9351,-1377.9469,-6248.2598,4017.1004,4582.3781,-6682.0693,-2646.2063,-3246.8458,5824.5632,4471.4428,6493.3500,390774.3288,381807.2129,383232.3381,386800.1242,389397.5513,386948.4906,380087.6804,384081.7807,326567740.6933,326533891.1241,326557730.8198,326544253.1998,383261.2948,326551175.9962,3583.9758,0.0000,4096.3681,-3086.6869,3108.8221,4551.9293,565.8920,1910.7607,586.4200,-4077.0410,-1752.6504,-5256.7927,4514.4246,4971.9012,-2153.9356,-2472.0290,-3025.8931,-4589.7001,5398.7192,518.6759,3673.1197,3524.5476,-2164.7756,1549.6173,-3482.2437,2799.6578,2730.8673,-4563.6166,0.0000,-2757.3147,4434.8998,-3812.0618,-1446.8157,2509.3090,2014.1933,-3711.9065,-5176.5159,-4009.9517,-4543.1320,4377.5795,-5422.1946,1026.3740,-2775.1506,-4621.3945,-2917.0687,-4610.5443,-4256.6159,4718.2454,-4626.7006,-4452.0775,-4706.3633,4618.0495,4675.0491,962.7110,-4100.5445,3899.4745,-3590.7793,5512.5830,-2725.4797,-2959.7285,-457.6204,5038.9741,-482.0845,5441.4764,-4567.6891,-4591.9336,5643.1001,0.0000,-4656.9247,1138.1460,4395.6026,-4916.4913,1628.0059,4710.1753,-5493.6461,4987.5608,-4940.3354,-5431.3235,-6870.3187,-3641.7672,4478.4807,-4441.0221,4057.5786,3485.2597,0.0000,-2598.6549,2437.4795,-1227.8180,2631.1643,4682.2091,-577.2641,1518.5203,-2352.7365,-4842.9330,1214.3222,5230.6902,5512.6893,-3579.7555,1284.5751,-1902.8594,-28979.7922,-35660.7677,-30148.8417,-31824.2820,-26822.6694,-34114.4905,-41156.2708,-32865.0352,-45916144.1466,-45883423.1884,-45890498.0127,-45911913.0804,-32460.2482,-45904267.5432,
300.000,6394.1945,0.0000,5589.4151,-5478.2480,6604.2409,2917.8086,6136.8375,-4953.6231,-3647.3260,-3810.4410,4422.4094,-2075.9489,5201.3146,3115.8429,6306.6573,-4075.4577,4772.8020,2086.0247,1138.1389,-5464.8566,-5285.6486,-1983.2134,-4032.7939,4354.9619,4039.0043,-5134.7323,5706.6785,264.0229,0.0000,-1472.3155,-274.6847,-231.3462,5331.5122,-2516.3114,6824.7496,-1392.4025,-3463.3125,-4915.5568,-700.7936,394.7261,1939.1416,-4347.3350,-1897.5945,-490.4026,-2060.8192,-5354.7925,-2672.9761,4144.3550,2404.0594,2691.8358,2873.4835,-2615.9367,-3812.6514,-6435.9377,-5764.3240,1145.6915,-1650.8207,4619.2398,3906.0131,-4836.1991,256.4519,3850.0527,-2338.2993,-737.8940,-5613.8341,-50.1843,-1986.6265,0.0000,-5054.0813,3625.1666,2757.0288,5784.5815,1521.9732,810.2910,4252.7213,5451.1626,-2041.0074,-4033.1954,-2495.6543,-5588.0935,-5103.7463,3443.7736,3429.9734,2978.2722,0.0000,-1973.0358,-3799.6900,2865.0526,6264.4433,3166.2026,5818.5020,1144.1500,5372.4391,3300.7914,-515.1377,-4737.2567,695.1038,720.4539,5540.3529,171.9496,-30080.6140,-62970.7601,-38245.8947,-40249.8791,-48406.8603,-47093.6257,-45814.8731,-42469.4863,5384679.8229,5366121.5301,5393083.0159,5380175.2716,-43919.6835,5386014.5993,-1051.8347,0.0000,-2657.7115,907.7540,37.9041,-4103.9611,-3097.5839,2868.5312,-5271.7320,4882.8988,4078.5282,4835.3116,-2482.4236,2801.7925,-2603.8570,5467.1514,-4823.3985,-3473.8104,-4884.6111,-4003.8383,-584.4010,-4613.2847,-4449.4534,-4569.2683,-5014.8079,4438.2550,-3671.4600,-4401.8877,0.0000,6587.5841,-4198.5432,4789.9314,-2988.1017,-6351.0449,1081.1890,-4740.1502,2182.5903,-4004.3140,5699.0208,-4464.4017,3752.6399,4552.6375,-5074.5189,-5084.2623,6485.2906,-1681.5326,-4322.3865,1066.4537,4804.2554,5128.7981,-3223.1439,4933.6264,3450.7031,805.5609,2676.2300,4951.1359,4718.9575,-125.3873,5575.9105,-4697.9339,6630.4898,-3620.6720,6418.2985,4851.0277,1045.4766,4290.9351,5073.1553,0.0000,2852.8070,5847.5871,-4254.3483,2194.7544,6720.9833,5145.2299,1524.7517,-477.8554,-5172.0263,-2382.0922,-318.4630,3231.3266,-3369.9455,2580.8043,-3173.3779,4124.4919,0.0000,5150.2727,-4503.1108,-6260.4562,2674.0911,-1946.7401,-2475.2454,-6827.3195,2239.0764,4636.4242,-6167.0998,-1191.1092,-4325.5633,4945.6308,2903.3839,6152.6034,390367.0826,380640.3391,382274.2356,385795.8340,388592.4080,386045.0570,379322.6678,383029.6427,326765935.9914,326731436.1036,326756090.5008,326742087.9597,382443.8401,326749316.2869,2400.1519,0.0000,3117.9957,-4070.4741,1793.2417,4431.1749,-977.3776,3490.3043,2645.4197,-3089.7976,-3355.5477,-4432.8500,3829.5307,5486.1667,-378.6882,-1037.6647,-1367.0939,-5200.2956,4731.6859,-1296.3110,4434.1392,4712.3746,-3404.0539,2906.3771,-1891.8128,1099.3454,1339.7458,-5334.7443,0.0000,-1048.3964,5176.2161,-4889.1688,-3101.1639,1081.9449,526.8617,-4842.1029,-5459.0819,-2562.2993,-3881.0204,5230.6653,-5483.7405,2735.8720,-4171.4622,-4711.0867,-1236.8151,-4042.3939,-4680.2122,5387.0119,-4207.0293,-3723.7864,-5395.1116,4068.8207,4639.9137,2404.6750,-2676.5092,4507.5471,-4759.9008,5117.9393,-1020.1159,-1612.6849,1369.2768,4128.0914,1062.5892,4855.8499,-3931.6913,-5310.4499,4293.8960,0.0000,-3468.6528,-407.2367,4716.3911,-3108.1367,-175.7523,4565.7593,-5164.8527,4001.4306,-3904.6025,-4965.2466,-6460.5884,-2476.4488,3186.9006,-5213.0067,5050.0387,4689.8455,0.0000,-4037.6174,3612.1664,898.2096,1223.3695,5900.2436,-2341.6058,-7.8166,-3545.2583,-3743.3183,2901.5037,4558.7412,5329.6545,-4751.6170,2688.8259,-3197.1875,-28862.3597,-35558.2954,-29995.4572,-31878.7129,-26676.3318,-33712.0312,-41100.9562,-33170.1364,-45910238.0813,-45877707.7049,-45884338.9010,-45906402.6038,-32342.4623,-45898431.9658,
600.000,6307.8637,0.0000,5122.7504,-4357.4540,6668.5920,1258.8957,4972.3855,-3214.5861,-3594.7340,-2654.1934,4596.9713,-837.5796,4706.4681,4193.6859,5610.4646,-2799.1039,3912.4190,-55.5604,-392.7180,-5651.7946,-4836.1570,-3157.8461,-4752.2631,2552.1277,3138.2463,-4299.0399,4851.0175,-1800.6779,0.0000,-266.4088,-2311.8966,1662.8926,3725.5857,-3884.2820,6843.0765,-2806.9894,-2183.8527,-5988.9406,1086.0102,-1658.0502,3867.4765,-2683.5818,-2997.2892,-2584.3180,-898.1773,-6212.7590,-4276.4118,4023.9629,4278.3516,4449.1830,878.4265,-1081.9036,-2431.1352,-5440.6398,-5526.3496,3073.4880,377.6105,5106.4204,4854.6685,-5915.9818,1480.6209,3212.5360,-716.8591,922.5341,-5588.8343,2025.4882,-1567.5615,0.0000,-4805.8886,4674.8136,813.4959,6222.3335,2605.7924,2861.5339,5371.5267,5927.9498,-3670.6476,-5466.3524,-4147.0923,-4945.0789,-6246.7499,4058.2338,1415.6707,3732.6818,0.0000,-87.4951,-4616.9911,2029.3941,6799.7751,1069.2178,4434.6239,-382.6214,5251.5139,4838.6816,-1801.2991,-5776.1063,-1227.4574,2308.3719,5561.1880,1872.5107,-38310.7760,-70975.8210,-46344.3917,-48388.4060,-56529.0857,-55096.3163,-53921.0820,-50709.3811,-1749651.4462,-1768125.6753,-1741852.2048,-1753676.2634,-51999.2087,-1748371.3908,-2659.4939,0.0000,-4306.5253,2676.9934,-1519.8709,-5391.5948,-4202.7402,3590.5358,-3946.1781,6141.4732,2288.3612,6071.7333,-4275.7548,908.2292,-3621.9734,6281.6315,-5691.3206,-4091.5690,-5899.5225,-2613.8204,1506.1613,-2900.2583,-2607.6243,-5110.4120,-5930.2565,5319.6871,-4928.8347,-3747.7115,0.0000,6779.2233,-3326.6809,3835.3482,-3692.0634,-5706.1120,-427.8626,-3202.9491,3931.9275,-3191.5590,6243.8549,-3778.1569,2894.8900,4764.9897,-3424.7462,-4807.2218,6831.3743,26.3630,-2880.1401,-1113.0450,4154.2435,4572.4407,-4087.3021,6090.9833,5019.6628,2314.5618,4008.3239,3936.7286,4266.3685,-2029.3178,4812.5245,-3610.2759,5868.6471,-5217.7242,6406.1705,5727.1640,2924.8195,3600.1730,6286.4231,0.0000,4365.7828,4693.1726,-5171.9697,2877.2427,6075.5014,4933.1728,-125.8572,-2073.5369,-5175.9621,-1073.5818,-1450.2331,4716.1153,-2484.3767,472.8998,-3894.5604,2204.9659,0.0000,4631.5303,-2663.7136,-5955.5174,1255.7366,-2282.9277,-3333.6796,-6741.2202,216.8030,4246.9551,-5025.1913,348.5483,-5022.6016,3603.9441,1022.4922,5233.2888,389785.3729,379304.6732,381144.4496,384607.6001,387614.0334,384962.4801,378385.5167,381755.5131,326808398.8616,326773244.6553,326798689.1479,326784222.0241,381455.2484,326791721.2615,956.9269,0.0000,1805.6751,-4610.2086,278.0821,3788.4108,-2416.4568,4657.9655,4421.5500,-1770.4228,-4592.6771,-3124.5523,2732.9120,5407.7359,1438.8688,509.5137,438.7649,-5168.9223,3551.1211,-2970.3816,4719.6330,5386.8025,-4274.5538,3954.3145,-77.3390,-721.6766,-195.8637,-5533.8211,0.0000,777.8280,5299.1788,-5424.9720,-4412.2286,-462.1267,-1016.9926,-5451.8932,-5131.1172,-829.0234,-2803.6105,5514.7342,-4957.5344,4143.7478,-5103.3023,-4301.0203,576.8060,-3039.2050,-4598.7837,5467.8069,-3316.0170,-2589.2842,-5502.6380,3080.3218,4107.7937,3587.5527,-961.4924,4604.0801,-5414.1578,4168.1850,796.8010,-92.9479,3039.1303,2730.8030,2492.4737,3745.1487,-2875.4376,-5435.9867,2486.7189,0.0000,-1880.7474,-1908.2501,4531.6244,-966.0355,-1960.3938,3932.3112,-4267.7591,2558.2856,-2425.7987,-3944.1690,-5362.8406,-1043.9214,1549.0399,-5385.6884,5491.1207,5390.6393,0.0000,-5026.4842,4396.9870,2928.4272,-316.1655,6500.0454,-3833.9186,-1533.3318,-4338.8867,-2222.0561,4264.8209,3344.2401,4569.6659,-5407.9944,3789.3979,-4149.9586,-28745.2611,-35455.6094,-29846.5219,-31934.7596,-26532.9013,-33304.7072,-41041.0991,-33409.8534,-45904326.5181,-45871994.1241,-45878190.3774,-45900875.2379,-32224.6570,-45892596.2289,
