sl_100_86400_20300705 Coordinates.csv
2030/07/05 07:47:00.0000 UTC

Generated: Tue Oct  8 21:54:15 2024,
Start: 2030/07/05 07:47:00.00, Stop: 2030/07/06 07:47:00.00,
TIME_UNITS,STARLINK-5269 - X-Coordinate,STARLINK-6205 - X-Coordinate,STARLINK-31924 - X-Coordinate,STARLINK-5456 - X-Coordinate,STARLINK-31195 - X-Coordinate,STARLINK-6296 - X-Coordinate,STARLINK-2427 - X-Coordinate,STARLINK-5027 - X-Coordinate,STARLINK-11151 [DTC] - X-Coordinate,STARLINK-4346 - X-Coordinate,STARLINK-1420 - X-Coordinate,STARLINK-31412 - X-Coordinate,STARLINK-31569 - X-Coordinate,STARLINK-2193 - X-Coordinate,STARLINK-5875 - X-Coordinate,STARLINK-5136 - X-Coordinate,STARLINK-2421 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-3691 - X-Coordinate,STARLINK-5348 - X-Coordinate,STARLINK-6148 - X-Coordinate,STARLINK-4011 - X-Coordinate,STARLINK-4691 - X-Coordinate,STARLINK-6345 - X-Coordinate,STARLINK-1176 - X-Coordinate,STARLINK-1480 - X-Coordinate,STARLINK-3046 - X-Coordinate,STARLINK-5256 - X-Coordinate,STARLINK-1877 - X-Coordinate,STARLINK-31973 - X-Coordinate,STARLINK-5779 - X-Coordinate,STARLINK-31774 - X-Coordinate,STARLINK-31730 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-31099 - X-Coordinate,STARLINK-31267 - X-Coordinate,STARLINK-30157 - X-Coordinate,STARLINK-2562 - X-Coordinate,STARLINK-4725 - X-Coordinate,STARLINK-31115 - X-Coordinate,STARLINK-3219 - X-Coordinate,STARLINK-5847 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-31842 - X-Coordinate,STARLINK-1378 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-2096 - X-Coordinate,STARLINK-31374 - X-Coordinate,STARLINK-5906 - X-Coordinate,STARLINK-3623 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-3106 - X-Coordinate,STARLINK-32212 - X-Coordinate,STARLINK-31553 - X-Coordinate,STARLINK-1342 - X-Coordinate,STARLINK-30485 - X-Coordinate,STARLINK-3821 - X-Coordinate,STARLINK-31514 - X-Coordinate,STARLINK-30891 - X-Coordinate,STARLINK-5099 - X-Coordinate,STARLINK-5123 - X-Coordinate,STARLINK-31485 - X-Coordinate,STARLINK-5283 - X-Coordinate,STARLINK-5699 - X-Coordinate,STARLINK-31704 - X-Coordinate,STARLINK-5552 - X-Coordinate,STARLINK-31484 - X-Coordinate,STARLINK-30851 - X-Coordinate,STARLINK-4525 - X-Coordinate,STARLINK-31713 - X-Coordinate,STARLINK-31879 - X-Coordinate,STARLINK-3640 - X-Coordinate,STARLINK-4454 - X-Coordinate,STARLINK-2231 - X-Coordinate,STARLINK-5660 - X-Coordinate,STARLINK-1055 - X-Coordinate,STARLINK-4508 - X-Coordinate,STARLINK-1318 - X-Coordinate,STARLINK-1056 - X-Coordinate,STARLINK-4723 - X-Coordinate,STARLINK-6081 - X-Coordinate,STARLINK-4165 - X-Coordinate,STARLINK-5820 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-32163 - X-Coordinate,STARLINK-6230 - X-Coordinate,STARLINK-6121 - X-Coordinate,STARLINK-31268 - X-Coordinate,STARLINK-6079 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-4437 - X-Coordinate,STARLINK-30556 - X-Coordinate,STARLINK-30603 - X-Coordinate,STARLINK-1727 - X-Coordinate,STARLINK-3136 - X-Coordinate,STARLINK-32164 - X-Coordinate,STARLINK-4417 - X-Coordinate,STARLINK-5329 - X-Coordinate,STARLINK-31935 - X-Coordinate,STARLINK-4352 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5269 - Y-Coordinate,STARLINK-6205 - Y-Coordinate,STARLINK-31924 - Y-Coordinate,STARLINK-5456 - Y-Coordinate,STARLINK-31195 - Y-Coordinate,STARLINK-6296 - Y-Coordinate,STARLINK-2427 - Y-Coordinate,STARLINK-5027 - Y-Coordinate,STARLINK-11151 [DTC] - Y-Coordinate,STARLINK-4346 - Y-Coordinate,STARLINK-1420 - Y-Coordinate,STARLINK-31412 - Y-Coordinate,STARLINK-31569 - Y-Coordinate,STARLINK-2193 - Y-Coordinate,STARLINK-5875 - Y-Coordinate,STARLINK-5136 - Y-Coordinate,STARLINK-2421 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-3691 - Y-Coordinate,STARLINK-5348 - Y-Coordinate,STARLINK-6148 - Y-Coordinate,STARLINK-4011 - Y-Coordinate,STARLINK-4691 - Y-Coordinate,STARLINK-6345 - Y-Coordinate,STARLINK-1176 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,STARLINK-3046 - Y-Coordinate,STARLINK-5256 - Y-Coordinate,STARLINK-1877 - Y-Coordinate,STARLINK-31973 - Y-Coordinate,STARLINK-5779 - Y-Coordinate,STARLINK-31774 - Y-Coordinate,STARLINK-31730 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-31099 - Y-Coordinate,STARLINK-31267 - Y-Coordinate,STARLINK-30157 - Y-Coordinate,STARLINK-2562 - Y-Coordinate,STARLINK-4725 - Y-Coordinate,STARLINK-31115 - Y-Coordinate,STARLINK-3219 - Y-Coordinate,STARLINK-5847 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-31842 - Y-Coordinate,STARLINK-1378 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-2096 - Y-Coordinate,STARLINK-31374 - Y-Coordinate,STARLINK-5906 - Y-Coordinate,STARLINK-3623 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-3106 - Y-Coordinate,STARLINK-32212 - Y-Coordinate,STARLINK-31553 - Y-Coordinate,STARLINK-1342 - Y-Coordinate,STARLINK-30485 - Y-Coordinate,STARLINK-3821 - Y-Coordinate,STARLINK-31514 - Y-Coordinate,STARLINK-30891 - Y-Coordinate,STARLINK-5099 - Y-Coordinate,STARLINK-5123 - Y-Coordinate,STARLINK-31485 - Y-Coordinate,STARLINK-5283 - Y-Coordinate,STARLINK-5699 - Y-Coordinate,STARLINK-31704 - Y-Coordinate,STARLINK-5552 - Y-Coordinate,STARLINK-31484 - Y-Coordinate,STARLINK-30851 - Y-Coordinate,STARLINK-4525 - Y-Coordinate,STARLINK-31713 - Y-Coordinate,STARLINK-31879 - Y-Coordinate,STARLINK-3640 - Y-Coordinate,STARLINK-4454 - Y-Coordinate,STARLINK-2231 - Y-Coordinate,STARLINK-5660 - Y-Coordinate,STARLINK-1055 - Y-Coordinate,STARLINK-4508 - Y-Coordinate,STARLINK-1318 - Y-Coordinate,STARLINK-1056 - Y-Coordinate,STARLINK-4723 - Y-Coordinate,STARLINK-6081 - Y-Coordinate,STARLINK-4165 - Y-Coordinate,STARLINK-5820 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-32163 - Y-Coordinate,STARLINK-6230 - Y-Coordinate,STARLINK-6121 - Y-Coordinate,STARLINK-31268 - Y-Coordinate,STARLINK-6079 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-4437 - Y-Coordinate,STARLINK-30556 - Y-Coordinate,STARLINK-30603 - Y-Coordinate,STARLINK-1727 - Y-Coordinate,STARLINK-3136 - Y-Coordinate,STARLINK-32164 - Y-Coordinate,STARLINK-4417 - Y-Coordinate,STARLINK-5329 - Y-Coordinate,STARLINK-31935 - Y-Coordinate,STARLINK-4352 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5269 - Z-Coordinate,STARLINK-6205 - Z-Coordinate,STARLINK-31924 - Z-Coordinate,STARLINK-5456 - Z-Coordinate,STARLINK-31195 - Z-Coordinate,STARLINK-6296 - Z-Coordinate,STARLINK-2427 - Z-Coordinate,STARLINK-5027 - Z-Coordinate,STARLINK-11151 [DTC] - Z-Coordinate,STARLINK-4346 - Z-Coordinate,STARLINK-1420 - Z-Coordinate,STARLINK-31412 - Z-Coordinate,STARLINK-31569 - Z-Coordinate,STARLINK-2193 - Z-Coordinate,STARLINK-5875 - Z-Coordinate,STARLINK-5136 - Z-Coordinate,STARLINK-2421 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-3691 - Z-Coordinate,STARLINK-5348 - Z-Coordinate,STARLINK-6148 - Z-Coordinate,STARLINK-4011 - Z-Coordinate,STARLINK-4691 - Z-Coordinate,STARLINK-6345 - Z-Coordinate,STARLINK-1176 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,STARLINK-3046 - Z-Coordinate,STARLINK-5256 - Z-Coordinate,STARLINK-1877 - Z-Coordinate,STARLINK-31973 - Z-Coordinate,STARLINK-5779 - Z-Coordinate,STARLINK-31774 - Z-Coordinate,STARLINK-31730 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-31099 - Z-Coordinate,STARLINK-31267 - Z-Coordinate,STARLINK-30157 - Z-Coordinate,STARLINK-2562 - Z-Coordinate,STARLINK-4725 - Z-Coordinate,STARLINK-31115 - Z-Coordinate,STARLINK-3219 - Z-Coordinate,STARLINK-5847 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-31842 - Z-Coordinate,STARLINK-1378 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-2096 - Z-Coordinate,STARLINK-31374 - Z-Coordinate,STARLINK-5906 - Z-Coordinate,STARLINK-3623 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-3106 - Z-Coordinate,STARLINK-32212 - Z-Coordinate,STARLINK-31553 - Z-Coordinate,STARLINK-1342 - Z-Coordinate,STARLINK-30485 - Z-Coordinate,STARLINK-3821 - Z-Coordinate,STARLINK-31514 - Z-Coordinate,STARLINK-30891 - Z-Coordinate,STARLINK-5099 - Z-Coordinate,STARLINK-5123 - Z-Coordinate,STARLINK-31485 - Z-Coordinate,STARLINK-5283 - Z-Coordinate,STARLINK-5699 - Z-Coordinate,STARLINK-31704 - Z-Coordinate,STARLINK-5552 - Z-Coordinate,STARLINK-31484 - Z-Coordinate,STARLINK-30851 - Z-Coordinate,STARLINK-4525 - Z-Coordinate,STARLINK-31713 - Z-Coordinate,STARLINK-31879 - Z-Coordinate,STARLINK-3640 - Z-Coordinate,STARLINK-4454 - Z-Coordinate,STARLINK-2231 - Z-Coordinate,STARLINK-5660 - Z-Coordinate,STARLINK-1055 - Z-Coordinate,STARLINK-4508 - Z-Coordinate,STARLINK-1318 - Z-Coordinate,STARLINK-1056 - Z-Coordinate,STARLINK-4723 - Z-Coordinate,STARLINK-6081 - Z-Coordinate,STARLINK-4165 - Z-Coordinate,STARLINK-5820 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-32163 - Z-Coordinate,STARLINK-6230 - Z-Coordinate,STARLINK-6121 - Z-Coordinate,STARLINK-31268 - Z-Coordinate,STARLINK-6079 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-4437 - Z-Coordinate,STARLINK-30556 - Z-Coordinate,STARLINK-30603 - Z-Coordinate,STARLINK-1727 - Z-Coordinate,STARLINK-3136 - Z-Coordinate,STARLINK-32164 - Z-Coordinate,STARLINK-4417 - Z-Coordinate,STARLINK-5329 - Z-Coordinate,STARLINK-31935 - Z-Coordinate,STARLINK-4352 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,1186.1233,2656.0641,4984.5004,-625.1300,4901.2764,699.3547,4268.1438,-4918.6595,4101.1295,3962.7044,3882.8833,-4492.4383,-5258.5394,-5917.5586,1423.0721,6916.6825,4537.4924,2416.4991,3555.0700,3296.5442,3939.8989,4042.4928,-1480.0932,-5249.0265,404.9372,-4644.4588,1453.7909,-4301.4375,4655.2896,5308.6369,4895.6108,251.3207,-6034.5909,-1913.4487,-1752.6648,4852.5714,3853.4708,-2068.8279,4400.2570,-6593.9372,208.6773,131.2922,-3498.3790,977.7801,-2246.9563,-4412.5382,-6138.2739,0.0000,-121.7458,5789.4395,-3696.3263,-5100.9554,-456.5802,0.0000,1956.0027,2334.3074,-3275.6296,-3251.7569,-6200.4962,-4414.0181,-5304.4654,-3412.9749,-3246.4647,-111.4031,0.0000,1072.3811,-1762.9280,-5744.5790,4348.6048,-6008.0671,4572.6580,-3414.1899,598.5312,2512.9978,-1310.4796,0.0000,-5022.0003,3107.9056,-4439.9854,4619.8362,4220.5060,5696.9318,6702.3742,-6367.1634,6176.3615,6566.8179,1219.0307,0.0000,6479.7788,-203.5615,-1271.2566,2086.0347,366.0760,4601.6818,-3365.8849,-6034.3627,-4620.9682,5846.3783,6175.6136,-3706.5211,140995.7939,168016.4039,154729.7179,154140.5445,159411.7560,159822.2013,162299.5313,160566.6026,-210914739.8475,-210875356.6610,-210888543.4351,-210893746.1336,158910.3708,-210894428.7839,3978.1884,-6062.3575,-2900.6312,-6799.5764,4711.4533,-4319.7058,1037.9807,-3923.3316,-2882.9422,626.1149,-4000.9759,2737.7918,-2605.9551,323.8172,-5018.7594,254.2967,4931.5041,3587.9049,-5897.7986,-4729.0889,-4878.8553,5383.3891,-6652.1346,2222.4183,6895.8954,271.9770,-3058.5519,4968.7911,-3231.1882,1228.9332,3275.5392,5248.1760,2456.4411,6414.8517,4136.5987,-4790.6612,4123.8721,5209.0242,4007.0736,-1084.5252,-4302.0437,-6808.3153,5948.4676,-5646.1054,-4840.3036,-5195.5921,489.2706,0.0000,5418.5636,2710.2694,3780.5664,3472.4624,6520.6686,0.0000,-4242.9711,6239.0380,-2937.2847,-5621.8185,2301.3082,3224.1098,-4438.3263,4056.0842,-3999.1116,-6907.0682,0.0000,1458.1994,5944.1910,-2345.2642,412.1984,3054.2691,3252.0230,-2441.3924,-4339.5929,-5933.9567,-6723.4411,0.0000,4363.0470,-6044.8233,354.6201,-1160.1920,3374.8827,-1614.7007,610.6727,2728.5547,-676.6508,907.1518,6654.5417,0.0000,-129.1791,-5441.4413,-484.6720,5442.5506,6923.5211,2694.0125,-2811.5664,1570.8501,3880.1132,-2532.2546,-2457.2626,-2635.3388,348744.0778,355190.5940,355910.7482,351260.7043,344420.2833,347498.0089,353766.1814,352400.4533,276109972.9074,276106062.4886,276100007.6988,276117849.5932,352131.1750,276110135.1839,5490.4936,2053.2705,-3614.2739,-1251.2370,-678.4013,5382.4395,-5316.1851,2877.0253,4528.0724,5622.9929,-4033.5152,4351.1949,-3423.2264,-3462.7727,-4554.1415,283.0303,-1569.7104,-5026.4802,-493.8663,3823.5987,2871.3621,1510.4673,-1138.9594,3932.7164,14.3502,5077.9710,6052.5335,2099.9280,-3864.9419,-4146.3629,3615.9673,-4349.7388,1755.9543,-1188.8938,-5263.5801,316.5361,4018.1447,3953.3674,-3513.0220,1780.3057,5365.9677,-1235.5457,47.1346,3691.7243,4391.4956,1077.7045,-3053.0210,0.0000,-4405.1754,2566.7417,4416.3212,3209.2896,-2108.8411,0.0000,4639.6168,1879.0459,5287.9802,-2149.4851,1843.4618,4279.9072,-484.4708,-4328.3353,-4624.1513,55.4564,0.0000,6676.2578,-2898.2801,-3029.3142,5301.4630,739.4417,3760.6223,-5463.4945,5367.6510,-1538.8187,973.1324,0.0000,1684.2189,822.4954,5265.2157,-4952.7544,-4370.2911,-3556.8502,-1789.4595,-487.8429,-2194.0687,1988.0263,-1545.2145,0.0000,-2520.2291,4187.0594,-6734.6715,3608.0735,-187.7534,-4067.0801,5328.3711,-2843.6292,3395.5718,2685.7798,-1374.0334,5222.7138,37722.5400,35798.3906,37091.7600,34816.4640,40211.0987,33535.9851,25903.6877,35225.6260,155204810.0257,155173883.1100,155226080.4407,155196850.9177,34649.2110,155207004.3219,
3600.000,-5126.4291,-543.9031,-3588.6391,1000.4938,-5730.5597,2486.0458,-6045.4698,5089.4411,-3291.7667,-5692.1424,499.6867,2839.1106,6776.2112,2697.3394,2721.2819,-5532.2413,-5296.3074,-6295.2676,-1074.6316,779.5345,-24.6840,-4899.0301,2825.9619,6202.6919,-1993.4475,5680.5254,3060.5520,910.1333,-4084.9761,-6456.0798,-6794.1586,-4473.4937,2260.8209,-943.6218,-840.9259,-1650.2643,-6369.0525,-2076.4703,-4150.1346,6533.3200,3399.5045,2415.4083,1187.5311,3295.2152,4800.7712,5582.7581,6293.4701,0.0000,-1665.8185,-6516.8559,-705.5159,5518.3849,-2064.5133,0.0000,3871.5933,-4277.3778,6373.9571,5264.6312,4883.5023,425.6074,5363.6526,828.9781,4752.0544,2436.9721,0.0000,3405.0890,-1743.6919,4821.2127,-3173.6947,3747.7539,-6734.6476,6141.1920,-697.4626,279.5553,3394.1275,0.0000,1607.3035,-951.9686,5239.4209,-5085.5574,-6610.3317,-5845.7696,-6208.2955,4288.5481,-4803.0339,-6572.3478,-3253.7660,0.0000,-6448.4188,4101.8211,1721.0350,-4233.9470,-2517.9703,-6628.8311,4876.3812,2444.5725,6313.7820,-2589.6781,-2781.6142,-1082.9202,49082.2455,75861.7348,62540.5330,63810.3974,66391.5599,65087.1834,68954.2194,63902.7314,-275228445.8725,-275191950.4062,-275195316.6132,-275214449.2082,65405.4343,-275208081.8059,-2197.3415,6718.4404,5777.9610,4216.6039,-1974.9576,989.6201,2171.7721,124.1462,5903.8078,-3786.6810,4135.8021,-6040.5144,-128.6087,-3119.6032,4912.3101,2110.1787,-3308.2960,-1867.3474,5238.2930,5080.9067,5067.0360,-3921.8619,5434.8965,-2931.4436,-5246.9186,-3434.1703,1732.6067,-4463.8896,5488.2199,2029.6437,-1262.1800,-3240.8634,-4502.7147,-6100.8886,-6442.7316,5410.1715,-2541.7230,-3606.2956,0.2545,-1179.3610,5363.0785,4977.9045,-5419.9689,3919.7126,4941.2802,3087.6624,-2355.6867,0.0000,-1790.5344,-1221.2998,-4202.4112,-3892.3427,-3965.9401,0.0000,3140.2513,-5129.1233,1032.9136,3954.6805,-4378.5256,-4175.5448,2464.5356,-6639.6677,5029.3989,5442.3036,0.0000,1750.0701,-3784.5984,-1499.8008,3994.2308,-4121.0860,-584.2995,-443.9012,-1035.8112,5473.8401,4496.0903,0.0000,-4347.3714,5737.2513,-3804.5519,4384.7646,-1178.0688,3607.4340,-463.4208,-2306.7876,3046.6730,1336.3934,-5749.9990,0.0000,2367.4715,3406.4845,5542.4335,-5340.4621,-5583.4540,-654.7532,-1333.8441,-3411.9146,-2110.2864,4408.3871,4389.0234,271.2038,371936.2798,385811.9695,385611.3173,382221.3350,372707.7639,379151.0415,381716.6404,380250.7863,212066869.1814,212068136.6144,212059946.6523,212074052.1407,380708.5959,212068217.8415,-4051.3798,1610.5907,-108.8683,5414.4973,-3157.3239,-6409.0194,2492.4150,-4696.9289,-257.3866,-1077.3433,5463.8393,-1483.3765,-440.0330,5473.5081,4034.8908,-3602.9649,-2900.5506,891.9730,4356.2239,-4643.1010,-4689.9749,2866.4428,-3196.1052,965.9308,4015.4547,-1864.0629,-5988.4422,-5187.6501,-462.9703,983.6615,-298.7214,3985.1172,-4497.2193,-2850.3831,2362.6966,-3826.1193,-1037.0997,-5463.1329,5514.2673,1935.4615,-2676.0380,4144.4857,-4106.9390,-4514.7848,-601.4297,2626.1639,-1441.2797,0.0000,6531.0457,1875.9971,-5423.7205,1673.2597,5202.1417,0.0000,-4317.5392,1816.3854,-2400.7048,-1847.3036,2029.0139,-5539.4920,-3638.4618,1396.1019,-122.5254,-3494.4482,0.0000,-5779.9576,5415.5825,4696.1732,-4615.0850,3858.6573,-25.2934,3074.2195,-6826.4942,-3724.7849,-4025.0219,0.0000,-5067.3651,3603.6267,-2398.3273,1431.3330,1767.5249,-700.5920,-3121.7340,4941.9960,-3328.5721,1708.3853,-2126.4834,0.0000,-1069.5973,-4345.6060,3654.9080,792.2411,-3262.0073,-757.1102,-4712.5923,5407.7670,1899.7844,-4665.7851,4354.4683,-6844.9806,36165.1030,34081.2749,35606.3128,31814.1161,38865.3772,35363.9966,24167.8162,32343.9016,155206103.5190,155172157.0227,155223144.0647,155198092.8199,33264.3604,155205172.6709,
7200.000,6862.8930,-2192.7357,334.1903,-2705.1237,4476.7345,-5802.1574,5462.6847,-4473.4567,497.1654,3105.6731,-4566.9372,-197.0205,-4708.5132,788.8238,-5599.9200,2335.8506,4220.3593,5056.5231,-2781.5184,-4441.4234,-4035.5168,4273.4909,-3848.7941,-3750.8454,3902.5142,-4445.1642,-6331.3164,3437.8305,1345.2239,4692.8543,6002.2553,6752.2887,2593.9799,4043.7424,2380.2025,-2818.6871,6429.6298,5806.6960,3722.3004,-3968.5080,-4881.6904,-4989.7873,2533.9982,-6384.9033,-5117.0290,-5054.1859,-3269.7033,0.0000,4506.4677,4410.5379,4538.3379,-2903.3851,4962.5252,0.0000,-6474.7550,5018.7492,-6527.1646,-5161.7780,-1175.6144,3313.2510,-3978.5217,1737.6252,-3730.5197,-4645.0020,0.0000,-4145.0792,5422.9989,-3099.9811,1888.6525,1121.1837,5077.0835,-6374.0378,-2119.9106,-4044.4700,-5148.3557,0.0000,3012.3939,-2633.9890,-4212.1023,3394.1130,6618.3216,3236.5457,2937.2545,179.7839,-827.6971,4056.0015,4580.7997,0.0000,4036.7976,-6631.0836,554.7569,4453.6445,4519.8398,4108.9098,-5413.1011,1788.3666,-3305.6638,-1299.6985,-1962.7383,3452.8069,-45308.8791,-21420.6508,-33751.5820,-29092.2134,-30714.3626,-34465.0344,-28263.1481,-31004.1986,-320760659.3154,-320728290.5752,-320722603.7597,-320749621.3246,-32267.9453,-320740771.4634,606.9160,-4966.5720,-5673.9657,83.3296,-2229.2918,1121.2334,-3723.4778,3865.4081,-5237.4926,4554.1394,-4002.0801,6361.3548,2896.7230,5729.9713,-3936.6918,-4516.6940,-441.7923,-1006.2180,-3214.5063,-4640.3323,-4391.8501,180.3924,-1684.7133,2420.9120,1475.2086,4589.9332,-1570.9232,3399.7805,-5039.2074,-4063.9622,-1200.7372,718.8330,5230.3926,2885.6873,6179.3511,-4319.4633,228.7869,1809.7100,-4197.4255,3502.7438,-4512.7055,-1701.5687,3299.4579,-1418.6902,-2967.6667,695.0605,3487.3368,0.0000,-1460.6112,-1402.6132,4316.2131,2891.7266,352.6438,0.0000,-980.6063,1831.1057,640.1915,-125.4447,5039.3557,4977.3965,1219.9641,6107.2293,-3340.4839,-2018.3711,0.0000,-5383.0143,1038.5810,5180.6322,-6563.3926,4000.1080,-2431.1069,2235.9134,5107.3471,-1271.8780,-744.0548,0.0000,3703.4680,-3169.3184,5081.0389,-5128.1457,-974.8041,-4123.9444,-929.5579,2423.7791,-4027.7268,-3528.9117,2610.9268,0.0000,-3982.8221,-957.0340,-6575.4709,2355.4847,2294.4610,-2078.5419,4150.3222,5145.1037,-491.4886,-5684.0890,-5231.9335,4166.3893,371506.4925,392647.6680,390627.1800,386750.8534,376872.4856,387859.7598,385436.3350,385541.9591,133552537.0092,133557098.1007,133551626.9356,133554451.0309,384889.2523,133554963.5762,-74.5024,-4317.5088,3728.5231,-6393.7884,4644.3493,3637.3162,1941.2460,3591.5373,-4254.5584,-4182.6098,-3235.3595,-2496.2469,3935.2633,-3695.0988,-1025.7568,4694.5232,5409.2077,4155.0805,-5443.0547,2573.3961,3461.8969,-5420.6213,5473.9442,-5301.3594,-5508.9275,-2593.8946,2369.8165,4915.0453,4441.7294,2870.4535,-3227.6864,-616.9423,3378.6856,4629.3318,1992.5300,4459.3941,-2596.1293,3173.6614,-4037.6182,-4459.5895,-1806.9048,-4487.3580,5496.3732,1924.1265,-3589.7837,-4654.5793,4925.8254,0.0000,-5133.0947,-5110.9437,2873.7046,-5627.1585,-4740.2632,0.0000,-756.6259,-4411.2739,-2103.7250,4471.7055,-4521.3613,3527.2498,5535.4058,2532.7705,4769.7129,4688.4606,0.0000,1336.6181,-4047.0124,-3351.2288,787.0281,-5364.6384,-3748.6731,1333.3756,4173.9002,5079.2449,4553.7650,0.0000,4922.2262,-5471.6933,-2032.1582,3050.3919,1857.8144,4485.1286,6235.6412,-6506.3712,5136.2846,-4368.3739,4498.8898,0.0000,4008.5391,1533.3721,1896.7491,-4662.3718,4723.4041,4861.3373,1081.8577,-4163.0236,-6071.1593,3713.0446,-3855.3443,4325.1653,34576.8204,32326.4463,33490.3637,32214.4539,37138.7184,31994.2527,23042.9668,32922.9465,155207294.8157,155170759.1690,155219399.7146,155201976.1519,31876.6455,155203299.1070,
