sl_20_86400_20261230 Coordinates.csv
2026/12/30 07:47:00.0000 UTC

Generated: Tue Oct  8 17:00:10 2024,
Start: 2026/12/30 07:47:00.00, Stop: 2026/12/31 07:47:00.00,
TIME_UNITS,STARLINK-5965 - X-Coordinate,STARLINK-11246 [DTC] - X-Coordinate,STARLINK-30075 - X-Coordinate,STARLINK-5367 - X-Coordinate,STARLINK-2387 - X-Coordinate,STARLINK-3528 - X-Coordinate,STARLINK-32090 - X-Coordinate,STARLINK-30873 - X-Coordinate,STARLINK-30926 - X-Coordinate,STARLINK-30701 - X-Coordinate,STARLINK-4697 - X-Coordinate,STARLINK-1458 - X-Coordinate,STARLINK-4356 - X-Coordinate,STARLINK-6340 - X-Coordinate,STARLINK-1200 - X-Coordinate,STARLINK-3257 - X-Coordinate,STARLINK-11098 [DTC] - X-Coordinate,STARLINK-4748 - X-Coordinate,STARLINK-30552 - X-Coordinate,STARLINK-3286 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5965 - Y-Coordinate,STARLINK-11246 [DTC] - Y-Coordinate,STARLINK-30075 - Y-Coordinate,STARLINK-5367 - Y-Coordinate,STARLINK-2387 - Y-Coordinate,STARLINK-3528 - Y-Coordinate,STARLINK-32090 - Y-Coordinate,STARLINK-30873 - Y-Coordinate,STARLINK-30926 - Y-Coordinate,STARLINK-30701 - Y-Coordinate,STARLINK-4697 - Y-Coordinate,STARLINK-1458 - Y-Coordinate,STARLINK-4356 - Y-Coordinate,STARLINK-6340 - Y-Coordinate,STARLINK-1200 - Y-Coordinate,STARLINK-3257 - Y-Coordinate,STARLINK-11098 [DTC] - Y-Coordinate,STARLINK-4748 - Y-Coordinate,STARLINK-30552 - Y-Coordinate,STARLINK-3286 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5965 - Z-Coordinate,STARLINK-11246 [DTC] - Z-Coordinate,STARLINK-30075 - Z-Coordinate,STARLINK-5367 - Z-Coordinate,STARLINK-2387 - Z-Coordinate,STARLINK-3528 - Z-Coordinate,STARLINK-32090 - Z-Coordinate,STARLINK-30873 - Z-Coordinate,STARLINK-30926 - Z-Coordinate,STARLINK-30701 - Z-Coordinate,STARLINK-4697 - Z-Coordinate,STARLINK-1458 - Z-Coordinate,STARLINK-4356 - Z-Coordinate,STARLINK-6340 - Z-Coordinate,STARLINK-1200 - Z-Coordinate,STARLINK-3257 - Z-Coordinate,STARLINK-11098 [DTC] - Z-Coordinate,STARLINK-4748 - Z-Coordinate,STARLINK-30552 - Z-Coordinate,STARLINK-3286 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
32400.000,4961.6303,319.4287,5053.0829,5427.4063,-5232.1485,4162.7240,1713.1972,4675.1551,799.8429,3043.2961,-4705.4848,-1530.2507,1019.2926,-1747.1171,5866.4514,263.2097,5169.9206,-6892.6749,-842.0555,-2957.2712,358366.1948,380571.9063,368604.5222,362566.9363,370935.0482,369085.8056,371694.4493,369526.9504,134290709.3699,134317377.4032,134307025.7382,134303831.2531,369141.0116,134307028.5929,-1853.8804,5654.1699,1747.2867,-1360.0935,-2483.3562,-325.0794,-5289.0548,4953.1482,-6343.2422,5221.6042,3330.5484,-4120.0349,-225.9530,6633.2319,2503.4936,-4157.3766,3481.9856,184.0744,-6754.7255,4165.2674,-82967.0192,-101936.1383,-103620.3755,-100037.7930,-100278.0943,-100663.7258,-96513.4418,-98149.5424,19803208.1181,19786004.9147,19784505.2300,19796924.3090,-97955.6337,19806744.7268,-4482.0984,3628.9490,-4422.3427,4025.3139,-3802.0405,5501.5216,3944.9704,1288.3080,2668.4913,3222.8523,3799.5065,5328.3757,-6858.5250,969.1055,2605.3682,-5534.8851,-2464.9195,166.7424,1311.3058,4659.6458,-40714.0997,-42379.9594,-46310.5106,-37071.1795,-45158.1099,-53387.7756,-42830.7113,-42271.1095,26171225.0836,26151428.8585,26192908.3108,26191715.3428,-43997.0807,26182996.0619,
36000.000,-4151.0941,-2779.8262,-4912.7773,-2587.4964,6830.0616,-4285.0424,1341.4369,-5214.6168,2399.3008,-3982.7572,643.9672,5106.4695,1727.7762,-1053.1898,-4270.6350,3898.6015,-5981.3867,5144.6026,3087.8855,-1370.9309,367349.3796,395494.3774,379748.6219,375649.3604,383281.7717,381299.9678,386105.6449,381257.9411,124508969.3481,124538826.8566,124533926.0057,124529620.5378,381957.7779,124526203.7128,5167.0869,-5998.7668,2353.9834,4536.3377,1107.5998,4248.4013,6665.0441,-1894.8924,4540.4611,-1103.1777,-4092.3175,3854.9889,-4311.8013,-5558.7053,855.1285,4004.4477,-1332.2688,-1891.9990,4601.6448,-4127.7118,8826.5823,-4321.4555,-7389.2072,-4205.4371,-7190.7116,-5498.6153,357.7426,-2297.7570,53947659.5313,53935568.4958,53927867.0000,53939639.4478,-2064.2688,53950875.5134,2034.2515,1251.6217,4281.6940,-4512.2311,-288.2207,-3382.1407,-548.8741,-4165.6974,-4661.9562,-5472.7870,-5536.6180,-2631.0368,5136.1261,-4007.5255,-5349.4558,4077.2114,-2715.6534,-4194.5639,-4175.8510,-5390.1331,-42609.9068,-44132.0163,-47787.9440,-39086.8610,-44282.4167,-54355.2159,-48291.5616,-47328.0819,26161385.2098,26140010.5899,26178403.5931,26176936.9442,-45668.0998,26171873.9993,
39600.000,2287.7288,3844.7231,4028.4602,-398.3106,-5460.7353,3443.8801,-3604.3139,4792.3516,-5464.4048,4603.4172,3435.7809,-6164.5638,-4896.0678,4240.9668,2046.9893,-6070.4886,3108.0166,-1340.0819,-5158.2749,5004.3179,353400.0827,385359.8489,366584.2465,364267.0165,371487.1801,369446.3628,374105.5839,370931.2063,106210931.4333,106241984.0581,106244421.8724,106237757.7355,370261.1720,106229177.7953,-6339.5709,2252.4184,-5422.6343,-6571.3348,807.6865,-5932.4029,-4779.6692,-2175.3672,-1905.6523,-3315.2180,4670.6170,-2609.1441,4898.6522,2994.0407,-4724.2283,-3325.3106,-2548.8468,3958.2110,-1073.1930,3896.1038,99798.4430,94328.7253,89252.7092,91954.1407,87716.7125,89653.0109,96730.5042,94550.8892,84374470.5484,84367762.5343,84357415.7032,84370699.4152,93981.8462,84377896.2733,1622.9598,-5049.6622,-1569.6694,2051.7078,4169.8484,-886.2154,-3275.9462,4505.1124,3807.1938,3834.3083,3750.9616,-1744.9448,-365.3546,4580.0269,4573.5841,-129.6968,5351.4117,5477.5702,4499.3641,2765.5402,-44532.3271,-45917.5794,-48693.0417,-41610.7078,-43787.9181,-54642.7749,-52902.7884,-45799.3260,26152246.2093,26128949.0994,26163690.5783,26160889.7894,-47334.8961,26160773.5332,
43200.000,802.3425,-4118.5232,-1972.8271,2696.5790,2278.4619,-865.6540,4984.5699,-3735.8452,6879.1772,-4014.4364,-5467.7487,4764.6586,4737.3535,-6507.6151,-234.5154,5578.9498,532.2968,-2223.8704,6235.9410,-6149.9982,317503.2895,350669.9776,330014.8254,329211.3351,336194.7155,334288.2274,337911.5880,334254.6469,80655292.5062,80685590.3648,80695576.1470,80682047.7708,334796.9392,80674372.3004,5371.2892,3022.1958,6306.4598,6108.2516,-3524.7012,5107.5857,509.3119,5439.2460,-547.4152,5533.1900,-4206.4540,-212.4510,-1969.9215,-259.2845,6839.9298,1201.7348,5950.5562,-5674.7897,-2172.9221,-2769.8551,184382.5663,187610.0976,180166.2014,182357.0486,177279.1552,178996.5027,186498.0484,182932.6379,109003728.2811,109001943.0575,108992783.4138,109008165.0013,184014.1130,109007872.9777,-4319.2077,4373.5131,-2113.1184,1724.5232,-5513.6901,4569.4649,4620.3383,-2135.5412,-656.1291,488.4219,381.2557,4996.7160,-4667.0307,-2371.5528,-833.4095,-3925.9890,-3039.8026,-3235.6281,-2121.2834,1541.4768,-46480.6588,-47724.9178,-49229.7932,-44720.5253,-43862.4751,-54174.2610,-56600.5592,-50363.0119,26143681.0538,26118296.1262,26148902.7339,26145005.4057,-48997.3259,26149694.6643,
46800.000,-4289.9179,3174.7448,-1240.1064,-4355.8283,805.0263,-2991.5568,-5167.6904,1774.5878,-5706.2866,1224.8369,5128.3240,-2419.1874,-444.3305,6497.5744,-1458.4672,-3448.2614,-2861.7618,4070.0171,-5293.5565,4871.7778,261950.6812,293528.5706,272380.3692,272972.0403,279506.6375,277866.2082,280375.8494,278031.0540,49596570.4147,49624484.8742,49640639.7446,49614842.1083,277838.4676,49616076.2045,-3214.6980,-5932.8372,-5121.4744,-3052.4584,5947.1061,-3103.8972,3685.5679,-6524.3977,2653.1915,-5031.7640,1735.6136,3944.1318,-837.6765,-2028.8729,-5772.0201,2299.4361,-5678.6721,5455.4217,4203.3353,16.7536,257452.8154,269453.2297,259598.6326,261410.3386,255396.1018,257342.4774,264020.7725,263565.3476,126153914.3659,126155891.8072,126151358.9441,126163598.4906,262249.1491,126159132.5916,4390.2757,138.9781,4497.4533,-4397.9804,3444.9694,-5411.8458,-2501.0745,-1547.8823,-2914.7936,-4494.3959,-4301.4612,-5145.6250,6857.7972,-1307.0142,-3482.4122,5535.3604,-2117.5260,-1132.5098,-1560.8646,-4923.7144,-48454.4385,-49546.5238,-49699.7347,-48549.2965,-44450.5167,-52833.4443,-59524.7877,-49498.7660,26135526.9504,26108114.6706,26134160.8747,26132926.1071,-50655.2464,26138637.3933,
50400.000,6631.6016,-73.4654,4693.3788,5352.8075,-2641.9349,6184.1019,3388.3276,1182.0500,2427.2348,3011.5239,-3544.7958,396.3651,-4800.2791,-3969.6151,3501.2315,1256.3795,3902.0379,-4308.8887,2197.1344,-2575.4841,190183.6572,217511.0388,197311.9057,200209.3119,204968.9234,203050.2345,205419.4456,203324.1085,15164618.8152,15189111.9089,15208789.6953,15175842.5792,203040.8632,15184020.8228,891.6865,4962.9470,2938.7751,-1109.8035,-6359.3806,1210.0631,-5725.0632,5323.1221,-4475.1572,3114.9907,2257.1855,-6590.5583,635.8393,3849.5748,2230.5829,-5682.1685,1278.0763,-2544.9960,-4987.0520,3706.4440,314619.3029,334515.0532,322500.7169,324468.1210,316893.5175,321001.7363,324502.1584,322104.3789,134656685.4736,134660714.3324,134663282.5285,134662427.1214,323660.7965,134663084.1171,-1827.1219,-4551.5260,-4179.3364,4197.8146,714.8285,2839.7716,-1516.6704,4273.2244,4694.7054,5299.0029,5475.2613,2048.3763,-4969.2338,4165.7265,5492.4558,-3755.5871,5285.4895,4736.7240,4277.9793,5237.6913,-50453.3765,-51377.2023,-50421.0998,-53107.1467,-45511.6839,-50812.9962,-61760.7567,-53226.4621,26127595.8844,26098481.8717,26119579.4812,26127411.3972,-52308.5157,26127601.7206,
54000.000,-6549.1625,-4198.0634,-6779.4538,-5179.4455,3560.5512,-6741.8571,359.9431,-4485.7096,1348.7060,-6312.6739,1966.6071,1159.8467,6684.9905,109.7015,-5442.1856,416.3177,-4104.9826,3992.2997,1898.0742,607.8168,106570.7298,127436.1339,109539.2705,117521.9035,117316.2887,113752.5126,117914.7346,114441.4667,-20281442.4905,-20260610.4866,-20240821.6734,-20267700.6765,115206.0793,-20262657.7905,1332.2471,-1817.2758,-619.3571,4372.8695,3923.3299,340.0197,5211.9555,-2896.1184,5747.5451,-1213.9233,-5797.1208,6413.1184,1831.6669,-5276.0182,1565.5219,6901.9092,3919.4141,-1912.9465,4993.9773,-6487.8411,352475.2493,378527.6170,364817.3476,366107.4234,357738.1487,366851.5061,364259.7766,365756.3276,133936429.8982,133940517.3745,133951285.0759,133937105.9392,364303.4551,133943840.0870,-1861.1957,4927.8092,1316.6768,-1285.9960,-4465.4889,1486.7370,4377.0166,-4429.5735,-3638.3622,-2385.0815,-3211.3940,2302.8973,61.0039,-4496.3412,-3937.6406,-366.4379,-3567.0564,-5295.5233,-4426.8085,-2339.1063,-52477.2394,-53213.1243,-51643.4956,-55117.3265,-47031.3337,-52791.5329,-63347.5342,-53323.3023,26119686.7952,26089492.0185,26105272.3027,26122741.7622,-53956.9929,26116587.6469,
57600.000,4041.4789,6579.8382,6338.4031,3114.3901,-4256.5905,4344.7675,-4547.1615,6661.4302,-4089.3559,6452.2102,-457.6658,-2926.2777,-3907.5858,3314.5459,5729.5294,-1991.2495,2620.6657,-3448.7891,-5161.6808,956.4330,16132.5590,29055.1194,14640.3976,25095.2902,22142.3508,17534.2108,23411.7681,21242.0857,-54314859.5539,-54297043.3893,-54280702.1425,-54294747.8974,19974.2153,-54297055.1000,-3503.3484,-1028.7244,-1570.8068,-5635.4743,281.9187,-2215.4782,-3197.9804,339.9997,-5586.5313,-573.1313,6806.9527,-3444.6675,-3046.8868,5722.1153,-3827.6662,-5094.2626,-5986.3976,5467.5659,-4228.5073,6549.1331,368780.3731,398579.2202,383753.8063,382911.7994,375266.4875,385703.3532,380922.9104,380299.1235,124049192.2400,124051433.6070,124069919.4787,124050059.7659,381565.9074,124057213.5165,4404.2533,-979.7454,2322.0196,-2481.6248,5443.5734,-4908.2144,-3956.4110,1888.6392,352.1243,-2243.2784,-1112.9680,-5240.2633,4841.8344,2063.5584,-219.5973,4234.1636,-1486.3547,2399.6549,1883.0665,-2036.8322,-54525.5868,-55051.3089,-53480.9708,-54214.0823,-49019.7196,-58224.8498,-64287.3358,-55968.3633,26111598.5979,26081258.3376,26091357.6465,26115323.8004,-55600.5379,26105595.1726,
61200.000,-426.1730,-4704.4062,-3594.0007,612.5339,4727.2071,-561.7597,6768.0946,-6439.8912,5180.7417,-3417.2432,-1566.1481,4870.7966,-704.9425,-5103.1234,-3316.1771,3961.2279,1119.8247,2042.9528,6278.7092,-2690.0789,-75771.0125,-71321.3699,-81283.1082,-70279.1882,-74485.7627,-79304.2722,-72206.4730,-78099.3232,-84607365.3285,-84591123.6765,-84581266.6231,-84582639.7221,-76539.1356,-84590658.6015,5425.3084,2889.1096,3780.9282,5079.8048,-4003.7348,4477.7552,656.8821,1848.3680,3371.3770,2747.0326,-4803.8714,-501.5548,602.5916,-4398.1334,4332.7020,1372.5266,4142.2917,-6266.0938,2336.7691,-3783.8341,362569.8739,393308.3800,377997.2538,375592.0539,368353.6720,378171.7032,373543.3008,375156.0677,105678344.5417,105677346.3401,105701514.3359,105684140.5181,374339.2858,105686449.7289,-4304.2202,-3856.2320,-4575.1186,4616.9600,-3100.6050,5229.1570,543.9038,1775.7017,3127.6252,5256.8771,4703.2810,4872.8150,-6875.4398,1610.7840,4202.9144,-5514.6723,5136.8239,2024.7678,1778.7220,5122.8451,-56597.0836,-56889.3170,-55881.4135,-53691.4654,-51515.4138,-62807.4989,-64546.4003,-57207.2522,26103143.2057,26073909.4513,26077963.6577,26105046.0116,-57239.0117,26094624.2983,
64800.000,-2712.0006,-271.3313,-42.8118,-4539.5311,-3949.7335,-2491.4592,-5627.8411,3785.0710,-5057.0966,-643.8401,4197.5050,-5871.7777,3024.0642,5301.3888,-1041.2778,-5647.2283,-5292.9517,868.3572,-5314.4065,4720.9037,-163780.4559,-167234.4346,-172003.3134,-161407.1565,-166455.1622,-170633.2626,-163116.1973,-166356.0018,-109088423.8105,-109071826.4830,-109070312.9144,-109063484.4210,-168136.1363,-109072656.2903,-6180.7946,-4168.5826,-5625.0486,-3580.6134,5566.0916,-6029.6142,2036.8709,-3819.0134,464.0513,-5061.7972,1280.4090,3342.8833,4026.4552,1140.4292,-4079.7552,2142.9533,-783.9412,4497.6370,822.9846,-94.6435,334179.3116,362997.1655,347854.9444,344514.8713,337509.8203,346192.2142,342601.5408,342747.0036,80087342.4072,80082625.4588,80109144.3159,80099814.0269,343088.3639,80095015.6827,1587.4538,5267.7832,4046.3274,-3768.2651,-1179.6307,-2296.3050,3263.1098,-4384.6655,-4724.0123,-4581.9491,-5343.5288,-1480.2916,4754.6458,-4320.3020,-5464.2220,3375.0954,-4038.5014,-5163.5995,-4385.0296,-5066.6318,-58687.4280,-58725.0556,-58640.4798,-53737.0739,-54596.2273,-66475.8850,-64048.5327,-58649.0273,26094157.7110,26067569.6092,26065233.6761,26092359.8039,-58872.2761,26083675.0244,
68400.000,4481.6356,4577.5341,2987.8134,6700.4085,1211.1518,3903.1582,1957.8309,-1.0553,4197.6505,3437.7381,-6161.6883,4529.2524,-1724.5300,-4508.3455,4970.8067,5602.5784,6386.2131,-4464.0589,3219.8010,-5924.2737,-242907.1880,-252499.0607,-251607.6519,-242089.2901,-248075.7253,-250717.4986,-244028.8992,-250594.1847,-126086714.8239,-126067885.5711,-126074813.3516,-126066070.0198,-248935.2277,-126071493.7775,4866.9149,4488.3090,6162.6641,1573.8605,-4925.9079,5308.8671,-4617.6647,5413.4037,-4310.2572,5891.8394,1756.1273,-4371.7087,-6714.5606,2911.7323,3598.4515,-3980.9021,-1852.0987,-1794.8825,-4352.1339,3059.0934,285166.6396,309557.2016,295268.8838,291518.9640,284958.9567,292351.3818,289870.6796,289620.9055,49032836.4776,49025107.2061,49049852.8702,49050130.7144,289821.5864,49039708.4698,2068.2844,-2055.8721,-1088.7236,453.2647,4702.6996,-2106.1086,-4627.0226,4323.7568,3434.5511,644.6569,2581.8530,-2870.9281,185.2890,4373.6801,3130.9802,820.8816,-832.0193,4933.0016,4324.4242,1853.5851,-60781.5966,-60556.6436,-61456.3205,-54295.3212,-58395.1378,-69369.9204,-62677.5102,-61074.4037,26084514.9358,26062298.7784,26053331.2124,26077753.2906,-60500.1940,26072747.3514,
72000.000,-5070.9250,-5513.5140,-4602.0722,-6066.5003,2820.7389,-4143.0252,2021.2999,-3193.6104,-2642.3596,-4279.9711,5791.3597,-832.0500,-712.1846,3137.0570,-6342.4235,-2965.2953,-2957.3861,6716.9045,-958.9183,4892.3753,-309023.5542,-321609.5658,-314932.2447,-306990.1449,-314544.9276,-314600.6201,-311091.2967,-312247.6363,-134444201.7772,-134422038.1815,-134435326.9978,-134430100.8313,-313749.2601,-134429003.4275,-1497.8293,-2445.7130,-4522.9386,940.3965,3365.5070,-1981.8482,6015.4643,-5926.9875,6407.5636,-3839.8188,-3313.8701,4233.1098,4694.4104,-5920.3786,-2403.6431,4312.8180,3460.1727,-371.2243,6663.3411,-4216.8920,218020.3393,236408.7979,223685.9201,219918.6810,215127.6979,220336.9403,217982.3998,218619.0643,14644113.8965,14635227.5698,14654079.5793,14661173.4585,217961.7782,14650058.3982,-4493.6568,-2993.7129,-2548.9448,3137.1560,-5360.1064,5158.6644,2496.2343,-1663.7809,-75.5740,3720.1200,1785.8545,5393.7783,-5056.0374,-1772.3025,1222.6659,-4537.9073,4907.7737,-1530.3287,-1668.1802,2476.9420,-62810.7702,-62382.3108,-64010.4388,-55325.8520,-62922.0480,-71574.8818,-60626.3092,-61333.3819,26074131.6676,26057961.8766,26042442.6978,26061888.6198,-62122.6292,26061841.2797,
75600.000,4874.3774,3545.3878,5068.6812,3274.6007,-6091.4805,4117.8758,-4472.6953,4894.4055,75.7772,4079.6053,-2630.0132,-3486.5069,799.4387,-988.0757,4940.8404,-1318.8032,-2404.4164,-5959.9306,-1267.4708,-1393.5660,-359499.9832,-370101.5980,-357927.6031,-351862.4728,-360232.7667,-358386.7436,-360961.5041,-359439.1967,-133595006.0127,-133569808.9876,-133585217.1840,-133584979.9695,-358418.8907,-133579313.0489,-2590.4430,-1922.6092,954.0979,-3843.1502,-1874.3241,-2428.7768,-4923.6024,4479.1905,-6072.1907,-581.0224,3922.3360,-3857.9453,569.8778,6582.9977,-274.1075,-4069.8096,-4402.9264,1931.5491,-6515.3768,4232.4523,133892.8593,148260.7673,137794.6581,134264.0948,134435.0171,134835.0417,130660.9504,131186.6915,-20722862.0445,-20730466.9893,-20720452.3864,-20712616.3555,132125.8722,-20717695.0905,4188.9780,5378.6885,4624.9828,-4705.5124,2698.4969,-5001.1013,1499.7486,-2024.8662,-3350.1554,-5481.8777,-5051.3511,-4565.2284,6852.9074,-1933.5113,-4805.7326,5433.1679,-4446.8466,-2894.5407,-2018.6111,-5303.0539,-64144.6071,-64200.3131,-66053.0109,-56814.0295,-64899.0842,-73129.8340,-62574.8960,-64848.9003,26062974.0491,26054065.0345,26032772.7380,26046217.0444,-63739.4464,26050956.8097,
79200.000,-3925.5365,-896.8776,-4823.7499,83.7370,6723.5637,-3752.2902,5096.3288,-5179.0161,3190.0280,-3530.5530,-1795.7554,6106.9389,2090.2921,-1961.7201,-2252.8520,5015.8318,5559.6925,2475.9855,3503.0534,-2963.9792,-382374.2944,-394846.7280,-377913.1839,-373789.4830,-381447.5584,-379451.6214,-384206.7363,-379431.4518,-123603720.4980,-123577214.9309,-123589267.2142,-123589316.3360,-380079.7899,-123587157.8913,5551.0248,5939.1290,3079.0347,6105.0421,409.5747,5556.8480,1185.7046,-1101.6163,3936.3289,4818.1047,-4292.8365,3129.2699,-4780.6951,-4938.6909,3881.5879,3713.4352,3736.3195,-3467.0688,3974.6891,-3965.1892,33842.7375,50805.1108,43170.4704,40022.9230,42943.4715,41268.5532,35369.9054,38946.6373,-54646817.9264,-54651185.6282,-54650405.4953,-54646178.8551,37827.8580,-54642041.8157,-1371.8447,-3042.6605,-3921.6250,3201.3790,1594.3384,1684.4848,-4380.8263,4466.9469,4721.0094,3348.9735,5098.8500,851.4199,-4573.2984,4436.8620,5221.7390,-3002.3753,-164.7666,5414.2728,4463.8632,4827.9370,-64217.5015,-66008.8527,-67469.8011,-58770.1137,-63963.2833,-74036.9909,-67975.6734,-64084.7705,26051059.7702,26049793.2201,26024518.9413,26034420.3436,-65350.5114,26040093.9416,
82800.000,1796.9285,-1335.0712,3730.0328,-2693.7701,-4544.8497,2206.1215,-4381.0227,4642.6424,-5995.3085,2250.4348,5069.2644,-5899.3669,-4968.7119,5025.8540,-79.8329,-6288.7273,-4843.0628,1642.5362,-5486.0981,5845.8230,-376050.5675,-394260.0547,-373707.5218,-371369.5099,-378625.9781,-376569.3291,-381166.8244,-377469.3552,-105160568.6793,-105135103.7362,-105139037.4335,-105136649.1809,-377346.4721,-105143002.2095,-6295.7307,-6288.5722,-5786.8163,-6339.4027,1730.0914,-5984.0611,3414.7138,-2956.5610,-1283.3522,-6374.0590,4275.9508,-1274.7226,4809.1228,2184.2253,-6518.1926,-2588.1540,-423.3826,5013.2483,-398.0265,3435.6371,-66061.9225,-49653.5627,-54117.1734,-56796.9011,-52621.2588,-54539.4974,-61657.4683,-59824.0017,-84806899.9692,-84807465.1816,-84813038.8661,-84807234.1716,-58875.9056,-84801992.6739,-2295.6616,-2001.2141,828.5923,366.6108,-4936.0972,2660.9073,3951.9403,-4222.8668,-3239.7570,1125.1307,-1946.8239,3365.4147,-489.9304,-4246.4901,-2249.6488,-1307.7130,4601.9495,-4449.8137,-4228.5967,-1393.7902,-64887.3782,-67805.9918,-68312.7413,-61232.6832,-63407.5762,-74262.5891,-72524.7727,-68465.6425,26038456.9229,26044415.1900,26017800.2800,26029161.9323,-66955.6907,26029252.6759,
86400.000,1454.0406,3360.8632,-1440.4485,4304.8706,1105.1885,981.3577,2621.1079,-3416.5725,6839.3748,530.7027,-5800.8439,3696.9643,4262.4696,-6757.0468,1731.3670,4995.7880,2006.7331,-4274.8405,6238.6429,-6019.9896,-344608.1005,-368406.9448,-345649.9723,-344829.5610,-351856.1545,-349936.0179,-353493.9378,-350577.2178,-79533763.0901,-79511307.1551,-79505164.8193,-79507036.0469,-350400.9417,-79515334.7621,5013.2127,2506.1519,6198.1978,3910.2639,-4403.5111,4259.7678,-6271.8969,5866.6267,-1111.3681,4836.6476,-2839.4974,-1988.2944,-1615.3290,505.1656,6293.7794,10.0956,-4244.0497,-5383.0349,-2672.4535,-1765.9191,-159332.4768,-146609.6258,-147889.7829,-150071.3091,-145053.2835,-146753.9907,-154286.4330,-150968.3725,-109141432.7064,-109139108.6501,-109145651.1617,-109134558.0393,-151776.1627,-109135873.7801,4555.7581,5255.7015,2744.8105,-3715.5716,5217.7429,-5363.5794,-562.2340,1405.7457,-230.1261,-4831.8734,-2467.1322,-5501.7668,5216.0655,1444.3472,-2224.0287,4782.7558,-4785.7976,575.1382,1419.6810,-2933.5146,-65871.0280,-69589.5472,-68785.9773,-64279.5551,-63419.2985,-73730.4300,-76158.8365,-66958.4043,26025279.5914,26037636.1746,26012507.9849,26024657.6193,-68554.8521,26018433.0129,
