sl_100_5400_20260612 Coordinates.csv
2026/06/12 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:50 2024,
Start: 2026/06/12 07:47:00.00, Stop: 2026/06/12 09:17:00.00,
TIME_UNITS,STARLINK-1038 - X-Coordinate,STARLINK-3607 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-31654 - X-Coordinate,STARLINK-1152 - X-Coordinate,STARLINK-31365 - X-Coordinate,STARLINK-4410 - X-Coordinate,STARLINK-1909 - X-Coordinate,STARLINK-6028 - X-Coordinate,STARLINK-4109 - X-Coordinate,STARLINK-5513 - X-Coordinate,STARLINK-1493 - X-Coordinate,STARLINK-5439 - X-Coordinate,STARLINK-6063 - X-Coordinate,STARLINK-3456 - X-Coordinate,STARLINK-4316 - X-Coordinate,STARLINK-4004 - X-Coordinate,STARLINK-30520 - X-Coordinate,STARLINK-30273 - X-Coordinate,STARLINK-4065 - X-Coordinate,STARLINK-31086 - X-Coordinate,STARLINK-1057 - X-Coordinate,STARLINK-30865 - X-Coordinate,STARLINK-6145 - X-Coordinate,STARLINK-11168 [DTC] - X-Coordinate,STARLINK-2644 - X-Coordinate,STARLINK-5760 - X-Coordinate,STARLINK-3698 - X-Coordinate,STARLINK-6128 - X-Coordinate,STARLINK-1750 - X-Coordinate,STARLINK-11125 [DTC] - X-Coordinate,STARLINK-30423 - X-Coordinate,STARLINK-31846 - X-Coordinate,STARLINK-3983 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-2293 - X-Coordinate,STARLINK-32206 - X-Coordinate,STARLINK-4026 - X-Coordinate,STARLINK-30334 - X-Coordinate,STARLINK-3766 - X-Coordinate,STARLINK-2223 - X-Coordinate,STARLINK-31960 - X-Coordinate,STARLINK-1908 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-3952 - X-Coordinate,STARLINK-5679 - X-Coordinate,STARLINK-32231 - X-Coordinate,STARLINK-2642 - X-Coordinate,STARLINK-5902 - X-Coordinate,STARLINK-4768 - X-Coordinate,STARLINK-5326 - X-Coordinate,STARLINK-5369 - X-Coordinate,STARLINK-31606 - X-Coordinate,STARLINK-1830 - X-Coordinate,STARLINK-4646 - X-Coordinate,STARLINK-2219 - X-Coordinate,STARLINK-30997 - X-Coordinate,STARLINK-6139 - X-Coordinate,STARLINK-5162 - X-Coordinate,STARLINK-5023 - X-Coordinate,STARLINK-4709 - X-Coordinate,STARLINK-30902 - X-Coordinate,STARLINK-5492 - X-Coordinate,STARLINK-4182 - X-Coordinate,STARLINK-2621 - X-Coordinate,STARLINK-31838 - X-Coordinate,STARLINK-5910 - X-Coordinate,STARLINK-31411 - X-Coordinate,STARLINK-4059 - X-Coordinate,STARLINK-31429 - X-Coordinate,STARLINK-4717 - X-Coordinate,STARLINK-31913 - X-Coordinate,STARLINK-30375 - X-Coordinate,STARLINK-5897 - X-Coordinate,STARLINK-31668 - X-Coordinate,STARLINK-4480 - X-Coordinate,STARLINK-30825 - X-Coordinate,STARLINK-31728 - X-Coordinate,STARLINK-3629 - X-Coordinate,STARLINK-3525 - X-Coordinate,STARLINK-5799 - X-Coordinate,STARLINK-1777 - X-Coordinate,STARLINK-1628 - X-Coordinate,STARLINK-31493 - X-Coordinate,STARLINK-4791 - X-Coordinate,STARLINK-1027 - X-Coordinate,STARLINK-1727 - X-Coordinate,STARLINK-6178 - X-Coordinate,STARLINK-5331 - X-Coordinate,STARLINK-3732 - X-Coordinate,STARLINK-30799 - X-Coordinate,STARLINK-32315 - X-Coordinate,STARLINK-1791 - X-Coordinate,STARLINK-30496 - X-Coordinate,STARLINK-1464 - X-Coordinate,STARLINK-31019 - X-Coordinate,STARLINK-2265 - X-Coordinate,STARLINK-5041 - X-Coordinate,STARLINK-5873 - X-Coordinate,STARLINK-31830 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1038 - Y-Coordinate,STARLINK-3607 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-31654 - Y-Coordinate,STARLINK-1152 - Y-Coordinate,STARLINK-31365 - Y-Coordinate,STARLINK-4410 - Y-Coordinate,STARLINK-1909 - Y-Coordinate,STARLINK-6028 - Y-Coordinate,STARLINK-4109 - Y-Coordinate,STARLINK-5513 - Y-Coordinate,STARLINK-1493 - Y-Coordinate,STARLINK-5439 - Y-Coordinate,STARLINK-6063 - Y-Coordinate,STARLINK-3456 - Y-Coordinate,STARLINK-4316 - Y-Coordinate,STARLINK-4004 - Y-Coordinate,STARLINK-30520 - Y-Coordinate,STARLINK-30273 - Y-Coordinate,STARLINK-4065 - Y-Coordinate,STARLINK-31086 - Y-Coordinate,STARLINK-1057 - Y-Coordinate,STARLINK-30865 - Y-Coordinate,STARLINK-6145 - Y-Coordinate,STARLINK-11168 [DTC] - Y-Coordinate,STARLINK-2644 - Y-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-3698 - Y-Coordinate,STARLINK-6128 - Y-Coordinate,STARLINK-1750 - Y-Coordinate,STARLINK-11125 [DTC] - Y-Coordinate,STARLINK-30423 - Y-Coordinate,STARLINK-31846 - Y-Coordinate,STARLINK-3983 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-2293 - Y-Coordinate,STARLINK-32206 - Y-Coordinate,STARLINK-4026 - Y-Coordinate,STARLINK-30334 - Y-Coordinate,STARLINK-3766 - Y-Coordinate,STARLINK-2223 - Y-Coordinate,STARLINK-31960 - Y-Coordinate,STARLINK-1908 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-3952 - Y-Coordinate,STARLINK-5679 - Y-Coordinate,STARLINK-32231 - Y-Coordinate,STARLINK-2642 - Y-Coordinate,STARLINK-5902 - Y-Coordinate,STARLINK-4768 - Y-Coordinate,STARLINK-5326 - Y-Coordinate,STARLINK-5369 - Y-Coordinate,STARLINK-31606 - Y-Coordinate,STARLINK-1830 - Y-Coordinate,STARLINK-4646 - Y-Coordinate,STARLINK-2219 - Y-Coordinate,STARLINK-30997 - Y-Coordinate,STARLINK-6139 - Y-Coordinate,STARLINK-5162 - Y-Coordinate,STARLINK-5023 - Y-Coordinate,STARLINK-4709 - Y-Coordinate,STARLINK-30902 - Y-Coordinate,STARLINK-5492 - Y-Coordinate,STARLINK-4182 - Y-Coordinate,STARLINK-2621 - Y-Coordinate,STARLINK-31838 - Y-Coordinate,STARLINK-5910 - Y-Coordinate,STARLINK-31411 - Y-Coordinate,STARLINK-4059 - Y-Coordinate,STARLINK-31429 - Y-Coordinate,STARLINK-4717 - Y-Coordinate,STARLINK-31913 - Y-Coordinate,STARLINK-30375 - Y-Coordinate,STARLINK-5897 - Y-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-4480 - Y-Coordinate,STARLINK-30825 - Y-Coordinate,STARLINK-31728 - Y-Coordinate,STARLINK-3629 - Y-Coordinate,STARLINK-3525 - Y-Coordinate,STARLINK-5799 - Y-Coordinate,STARLINK-1777 - Y-Coordinate,STARLINK-1628 - Y-Coordinate,STARLINK-31493 - Y-Coordinate,STARLINK-4791 - Y-Coordinate,STARLINK-1027 - Y-Coordinate,STARLINK-1727 - Y-Coordinate,STARLINK-6178 - Y-Coordinate,STARLINK-5331 - Y-Coordinate,STARLINK-3732 - Y-Coordinate,STARLINK-30799 - Y-Coordinate,STARLINK-32315 - Y-Coordinate,STARLINK-1791 - Y-Coordinate,STARLINK-30496 - Y-Coordinate,STARLINK-1464 - Y-Coordinate,STARLINK-31019 - Y-Coordinate,STARLINK-2265 - Y-Coordinate,STARLINK-5041 - Y-Coordinate,STARLINK-5873 - Y-Coordinate,STARLINK-31830 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1038 - Z-Coordinate,STARLINK-3607 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-31654 - Z-Coordinate,STARLINK-1152 - Z-Coordinate,STARLINK-31365 - Z-Coordinate,STARLINK-4410 - Z-Coordinate,STARLINK-1909 - Z-Coordinate,STARLINK-6028 - Z-Coordinate,STARLINK-4109 - Z-Coordinate,STARLINK-5513 - Z-Coordinate,STARLINK-1493 - Z-Coordinate,STARLINK-5439 - Z-Coordinate,STARLINK-6063 - Z-Coordinate,STARLINK-3456 - Z-Coordinate,STARLINK-4316 - Z-Coordinate,STARLINK-4004 - Z-Coordinate,STARLINK-30520 - Z-Coordinate,STARLINK-30273 - Z-Coordinate,STARLINK-4065 - Z-Coordinate,STARLINK-31086 - Z-Coordinate,STARLINK-1057 - Z-Coordinate,STARLINK-30865 - Z-Coordinate,STARLINK-6145 - Z-Coordinate,STARLINK-11168 [DTC] - Z-Coordinate,STARLINK-2644 - Z-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-3698 - Z-Coordinate,STARLINK-6128 - Z-Coordinate,STARLINK-1750 - Z-Coordinate,STARLINK-11125 [DTC] - Z-Coordinate,STARLINK-30423 - Z-Coordinate,STARLINK-31846 - Z-Coordinate,STARLINK-3983 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-2293 - Z-Coordinate,STARLINK-32206 - Z-Coordinate,STARLINK-4026 - Z-Coordinate,STARLINK-30334 - Z-Coordinate,STARLINK-3766 - Z-Coordinate,STARLINK-2223 - Z-Coordinate,STARLINK-31960 - Z-Coordinate,STARLINK-1908 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-3952 - Z-Coordinate,STARLINK-5679 - Z-Coordinate,STARLINK-32231 - Z-Coordinate,STARLINK-2642 - Z-Coordinate,STARLINK-5902 - Z-Coordinate,STARLINK-4768 - Z-Coordinate,STARLINK-5326 - Z-Coordinate,STARLINK-5369 - Z-Coordinate,STARLINK-31606 - Z-Coordinate,STARLINK-1830 - Z-Coordinate,STARLINK-4646 - Z-Coordinate,STARLINK-2219 - Z-Coordinate,STARLINK-30997 - Z-Coordinate,STARLINK-6139 - Z-Coordinate,STARLINK-5162 - Z-Coordinate,STARLINK-5023 - Z-Coordinate,STARLINK-4709 - Z-Coordinate,STARLINK-30902 - Z-Coordinate,STARLINK-5492 - Z-Coordinate,STARLINK-4182 - Z-Coordinate,STARLINK-2621 - Z-Coordinate,STARLINK-31838 - Z-Coordinate,STARLINK-5910 - Z-Coordinate,STARLINK-31411 - Z-Coordinate,STARLINK-4059 - Z-Coordinate,STARLINK-31429 - Z-Coordinate,STARLINK-4717 - Z-Coordinate,STARLINK-31913 - Z-Coordinate,STARLINK-30375 - Z-Coordinate,STARLINK-5897 - Z-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-4480 - Z-Coordinate,STARLINK-30825 - Z-Coordinate,STARLINK-31728 - Z-Coordinate,STARLINK-3629 - Z-Coordinate,STARLINK-3525 - Z-Coordinate,STARLINK-5799 - Z-Coordinate,STARLINK-1777 - Z-Coordinate,STARLINK-1628 - Z-Coordinate,STARLINK-31493 - Z-Coordinate,STARLINK-4791 - Z-Coordinate,STARLINK-1027 - Z-Coordinate,STARLINK-1727 - Z-Coordinate,STARLINK-6178 - Z-Coordinate,STARLINK-5331 - Z-Coordinate,STARLINK-3732 - Z-Coordinate,STARLINK-30799 - Z-Coordinate,STARLINK-32315 - Z-Coordinate,STARLINK-1791 - Z-Coordinate,STARLINK-30496 - Z-Coordinate,STARLINK-1464 - Z-Coordinate,STARLINK-31019 - Z-Coordinate,STARLINK-2265 - Z-Coordinate,STARLINK-5041 - Z-Coordinate,STARLINK-5873 - Z-Coordinate,STARLINK-31830 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1547.9089,3543.2469,6108.4405,5203.5365,-2458.6061,-3418.2379,5121.3557,2064.9069,-2375.0397,2287.4453,-6432.5067,-3831.7820,960.0267,3442.4014,-5875.0534,524.5079,-1843.5944,-2323.1392,2706.1070,1321.9726,-4164.7188,-4685.5383,-6251.2127,-5195.4982,3212.2615,-2547.8541,-5312.9705,-6094.7169,782.6141,-4253.0437,-1113.6910,-1772.5789,-3135.5335,-6242.9691,5460.9361,6593.3115,-1034.1406,3875.3401,-3434.6444,-6889.5382,520.8461,-4278.7710,-3514.4885,-1732.6807,4053.0320,4540.5592,1516.8568,-3919.9147,55.5992,4051.7665,-594.8344,2124.2250,-3975.2087,-2764.0664,6635.9364,5332.4635,4386.6986,4508.3948,-350.7477,-3781.2157,-4632.1475,2591.7697,-5352.5570,-4040.1147,4412.4398,-2353.5286,-939.7524,-813.5825,2135.5831,0.0000,-4150.0775,-5302.5384,4301.0237,-1801.4632,4024.9174,-3549.0125,-267.2762,-5015.7221,-4594.2299,-5823.0811,-4569.9512,5750.0138,-4834.1253,5774.0741,6594.7362,4116.4210,-3260.0865,5799.7588,-1668.3200,5768.5272,554.9472,-2392.9269,-5289.1633,383.1384,-4188.5405,4323.2247,6046.6985,3085.7649,3812.0894,424.7672,-332472.6687,-301736.9963,-325803.8021,-326458.1915,-321279.4424,-322911.0689,-316861.5310,-321704.0121,-271925927.5391,-271908697.5368,-271949420.6420,-271932868.0469,-320719.1052,-271942578.8669,4049.8225,2266.4828,3177.4174,1720.1948,3384.5695,4069.8998,-3223.7112,6098.2811,1806.2892,-4479.4614,2577.3433,-5037.8082,-5078.6164,-587.5402,1875.2544,-6229.1093,6587.0096,6524.9583,5416.6324,-4522.5304,4915.7964,-748.9961,-2102.1844,-2493.3864,2536.9113,5639.6721,-2931.6068,-2485.7488,-6790.0935,1669.7450,6643.9708,4119.9564,5989.5817,1931.9712,-4270.7412,1890.9983,-6253.2723,-3750.4973,-5975.8311,-28.0500,-5620.4824,-5355.0321,4129.4382,4688.6622,-5261.2333,-2832.8790,-6503.0883,-3115.0768,6253.1186,4118.6278,4514.8198,-4738.2226,3057.8885,-6079.7112,1391.0882,-205.6531,2738.0844,3761.2892,-6896.8835,-2138.4107,3822.3497,-6348.7268,-3125.9591,1021.9967,-2924.8218,-3297.9851,6524.7736,5316.7458,-4527.4339,0.0000,-3109.5112,-4179.4323,-3277.7662,4694.5593,-2946.4364,4567.5109,-6217.9696,-1308.2976,1913.9092,1979.5731,4958.7836,3472.5782,1875.3880,-283.3413,-854.0229,4697.1865,4200.4628,1561.8100,-3656.1557,-913.9721,5730.3241,5942.3328,-579.6557,-5094.4425,1196.1776,-1530.8255,2831.2319,-5885.9041,-3726.2649,-6215.7061,131210.8113,112764.4421,115550.7955,118952.2394,112103.6213,114515.7928,120398.0297,117730.3947,146924973.8247,146915890.4369,146937949.9423,146928151.7891,118912.7146,146936740.8933,-5398.6561,-5487.2947,469.6794,4043.7767,-5503.9534,4369.2898,-3401.9653,-2529.4721,-6280.4564,4732.6132,284.8186,-2712.1418,-4594.8512,5998.8947,3105.5543,2998.0951,1008.0812,274.9297,3175.7208,-5064.9292,-2251.3235,-5039.7138,-2116.4860,-3859.0343,5349.6866,-3081.6451,3341.9588,-2121.0809,1118.7997,5166.7302,-62.7715,-5197.8704,910.7267,-2259.9565,223.5942,522.7615,-2572.7307,4304.6810,-793.9019,-339.9927,3972.6625,214.7563,-4171.6850,-4641.7654,-1910.9898,4399.4867,-997.7290,-4762.1641,-2997.4386,-3809.5671,5239.5011,-4600.7287,-4645.1607,1782.3978,-1358.8334,4386.4633,-4628.5154,3677.6970,76.5055,5348.3525,-3436.0530,1012.5874,-3090.6349,-5520.0115,-4434.0871,5403.4724,-2157.6750,-4202.4298,4763.9448,0.0000,4612.6476,944.5969,-4333.4448,4788.1231,4636.9524,3765.4857,2851.6751,-4432.3081,4779.6300,3106.0728,1612.0398,438.7349,-4305.9374,-3643.9364,-1823.8429,2940.1439,4368.4907,3458.4203,5652.1982,-3699.5581,3863.6585,-2269.4283,-4329.4995,4706.3015,-5378.9979,-5094.4329,-1780.7124,1858.6239,4439.6268,-2854.1189,127292.9200,123619.3159,122521.6118,128138.3729,128121.3153,117584.1498,115994.9097,124208.8570,92907021.7230,92884513.6721,92923249.7769,92907808.3717,123278.2057,92908306.2275,
300.000,254.8227,4275.1732,6465.4860,6086.1990,-508.2324,-2599.3546,6016.9122,3018.0576,-2224.6356,1050.0334,-5626.4226,-4311.4186,-555.1368,4449.3873,-5888.9591,852.4312,-508.6175,-827.1669,3490.1587,-294.6868,-2417.0572,-4001.9523,-6864.7967,-6280.8197,4617.2725,-1490.8392,-6418.9669,-6761.7362,-726.9099,-4016.9831,144.5330,392.2068,-2007.2691,-5014.0968,4237.7274,6461.0587,-2377.8357,1916.8362,-4652.4873,-6634.9291,-926.4664,-5267.5803,-1538.2349,323.7630,2554.5238,2881.5772,170.1361,-4168.5737,1742.0123,5502.8544,275.2504,271.9743,-2396.6268,-3946.9382,6895.2563,5913.0092,5060.4688,5003.7590,-1527.8630,-5085.9594,-2876.2271,980.4410,-5466.2779,-3533.4116,4050.3908,-4023.7584,743.7024,1267.2809,845.7451,0.0000,-5668.6225,-6138.8197,2512.7865,-312.0441,2631.8914,-1669.0622,-1590.8113,-4917.6570,-4513.0759,-5810.2632,-3456.0002,5970.7635,-3142.5829,4802.9576,6565.0002,4476.3076,-2378.6144,6562.2471,-3296.3176,4426.8175,2413.9509,-1290.1485,-4325.7333,-1726.9582,-2951.9731,2784.5197,6681.5044,1591.6109,2070.0842,-881.9793,-335204.7632,-303987.5376,-328251.7094,-328789.3718,-323638.6813,-325265.2527,-319310.2774,-323749.9889,-275066599.1953,-275049117.8865,-275089957.7852,-275073302.2255,-323094.3016,-275083292.2261,5059.6805,217.8389,2012.4581,-12.2657,4338.6066,5600.7519,-3208.5372,4784.4628,3813.0983,-5832.1918,3859.3978,-3441.1737,-6025.0595,-2194.6148,3303.7522,-4897.1757,6335.1776,6766.8682,3823.0498,-5586.9662,5358.6032,1262.4821,-652.0105,-980.9532,915.8134,6595.9341,-1568.6762,-1398.5887,-6876.3678,3642.3985,6501.1768,4099.6287,6456.7806,2905.8135,-5207.6865,591.9927,-6357.0763,-4114.4752,-5089.8244,1170.4656,-6362.4075,-4189.8398,4292.8051,5296.7168,-5391.5117,-4173.4735,-6179.2638,-1051.3531,5378.9389,3505.6063,5862.5188,-5660.1150,4542.1942,-5677.2110,201.6314,-1840.7245,694.6382,1803.7389,-6469.0996,-547.8028,4234.1205,-6408.5854,-1211.9420,3091.7773,-4634.1407,-1892.1219,6001.4002,4855.7724,-5842.1354,0.0000,-2169.0024,-2905.7408,-4419.7631,3548.8388,-4584.9209,4590.5054,-5140.8458,852.5813,3762.1491,3410.8513,6011.8725,2172.6879,3019.9630,-2074.9797,-2102.6874,3023.8580,5698.0572,-43.7795,-4325.7126,-2202.3176,5877.0853,6652.3787,1183.9162,-5186.7052,2980.5414,-3036.4032,1755.8390,-5759.6085,-3298.4423,-6694.7980,124163.9148,106341.0652,108868.5463,112210.3012,105302.4256,107685.0333,113608.9443,111062.8847,140952328.2140,140943951.4097,140964637.2704,140955912.6977,112138.6645,140964004.6139,-4719.9645,-5429.6649,-1343.2719,3061.1222,-5358.5665,3038.7489,-1297.4568,-3983.3216,-5370.7298,3550.1925,-1252.5426,-4123.3109,-3347.9789,4858.4746,1454.3925,4829.3259,2715.8478,-1262.3666,4463.5132,-4068.0694,-3468.8915,-5505.5348,-639.2072,-2772.2173,4820.0197,-1431.1038,2085.4430,-351.1942,-423.3673,4264.6429,1752.8443,-5493.3222,-916.9416,-3774.6005,1734.4545,2278.4984,-841.2687,5194.8158,751.2139,1469.3645,2516.9576,-1328.0248,-5100.8382,-4285.7587,-3490.5198,4718.6321,-2718.9328,-5410.5306,-4016.4333,-2304.0562,3713.4531,-4002.2005,-4511.4627,-6.7673,452.1039,3064.4708,-4698.6018,4437.1421,1865.4234,4617.8386,-4656.9345,2447.7300,-4078.4066,-5078.7678,-3129.9412,5084.1334,-3399.1547,-4626.8142,3596.2448,0.0000,3369.9742,-612.8098,-4709.2582,5957.6851,4294.6060,4873.3131,4228.4032,-4648.1199,3621.8566,1453.9184,92.4434,2216.3370,-5141.7763,-4396.3749,-30.7233,4294.2886,3042.5376,2234.7328,4308.5119,-4833.5192,2779.4826,-500.2360,-5191.2971,4285.9830,-5505.9488,-5478.8682,9.0709,3446.6060,5738.8570,-1160.9113,127394.2391,123703.3972,122717.3365,128097.7879,128343.4935,117885.6087,115948.0133,124674.3822,92910377.8747,92887984.9800,92927100.8282,92911053.2817,123378.0554,92911922.2134,
600.000,1996.2804,4640.1299,6181.7898,6362.8520,1462.9369,-1552.4143,6266.2004,3716.7857,-1919.7435,-253.3574,-4271.1042,-4402.1204,-1982.1176,5051.3198,-5324.6198,1019.9811,905.4847,760.4871,3966.3767,-1844.7750,-408.5837,-2978.4111,-6810.4488,-6767.0250,5561.2985,-301.3108,-6903.9590,-6754.0372,-2169.8078,-3426.4820,1407.5341,2522.8403,-660.9495,-3286.1945,2594.4655,5683.7643,-3467.7795,-239.6358,-5425.8592,-5713.5544,-2255.2795,-5738.6220,608.8532,2328.4632,776.8584,966.9292,-1224.5757,-4064.0254,3292.9376,6399.4533,1070.0340,-1580.0574,-608.4921,-4736.5853,6467.3689,5925.9750,5289.8345,5056.4660,-2573.3697,-5911.4180,-823.4681,-745.9469,-5085.0496,-2733.5059,3317.2608,-5297.9149,2383.5884,3237.3989,-489.5977,0.0000,-6632.4817,-6351.4188,499.2470,1267.1637,1006.4103,398.3102,-2797.2558,-4364.7329,-4018.6126,-5223.5194,-2008.0575,5560.7486,-1133.3464,3374.4585,5874.9391,4434.8322,-1291.9463,6696.7272,-4554.7097,2664.6408,4022.2161,-57.3971,-2964.7104,-3660.8524,-1473.6622,1000.9430,6648.8722,-91.7225,84.5068,-2085.4992,-337786.4376,-306102.3480,-330553.2632,-330975.4616,-325853.5989,-327472.6550,-321616.1762,-325611.2363,-278076115.0836,-278058398.8451,-278099308.1182,-278082612.5258,-325326.4463,-278092846.2587,5608.4453,-1830.0523,632.2959,-1717.9815,4914.8774,6563.4791,-2828.3111,2995.7425,5429.1077,-6614.5068,4778.9949,-1484.4672,-6390.9761,-3534.8778,4389.0446,-3034.5661,5464.0248,6356.6162,1833.9535,-6123.7121,5287.4603,3176.9866,855.4872,601.2011,-759.6109,6893.5390,-73.5152,-175.8676,-6294.0900,5240.8733,5659.7983,3726.2150,6257.9159,3633.6329,-5653.9563,-791.3917,-5809.8750,-4125.9415,-3706.8383,2268.2171,-6480.5526,-2596.6902,4073.1797,5403.7085,-5015.7484,-5148.5821,-5205.2996,1121.7108,4005.2321,2569.1652,6627.4569,-6063.4251,5597.6328,-4709.0909,-1013.1301,-3265.2692,-1402.4797,-333.6930,-5393.4401,1055.3276,4277.6758,-5859.3986,836.9297,4860.0582,-5869.0857,-333.9551,4914.4713,3943.9727,-6588.3603,0.0000,-1053.3645,-1330.2420,-5175.6374,2095.9800,-5776.6043,4206.1749,-3552.1313,2932.7514,5218.1582,4486.1435,6482.0782,616.4029,3897.7254,-3689.3574,-3139.5677,1032.1774,6620.3013,-1625.0841,-4600.5238,-3323.2277,5475.7141,6662.0215,2868.9163,-4820.2882,4507.0715,-4282.0234,504.8695,-5081.9374,-2603.2664,-6491.2541,117059.1195,99873.3159,102140.6365,105423.0751,98456.4421,100810.7881,106769.0566,104442.8489,134912591.9891,134904923.8958,134924240.6258,134916603.6914,105317.4012,134924176.2814,-3535.3160,-4788.0783,-3010.5712,1733.4842,-4636.6383,1375.5623,945.4519,-5008.8082,-3892.7144,1984.0669,-2656.0125,-5085.0847,-1740.3044,3201.7665,-354.2599,6144.3940,4130.3021,-2664.5054,5253.9656,-2633.5419,-4297.9198,-5381.4033,906.7421,-1389.0518,3730.0656,374.0333,605.3036,1456.5898,-1920.1028,2900.1185,3363.8565,-5185.5607,-2641.6670,-4882.8100,3059.7113,3784.3435,983.9956,5522.3111,2215.9790,3118.8193,788.5761,-2724.0869,-5463.8504,-3449.1529,-4693.4624,4532.6354,-4125.6224,-5476.0928,-4606.5898,-550.5278,1792.4592,-2976.7274,-3875.2064,-1795.2295,2214.1713,1411.3514,-4268.4561,4721.3007,3452.0929,3385.2587,-5377.7177,3620.5373,-4629.1787,-4091.5807,-1486.9460,4178.4681,-4277.7650,-4533.6298,2040.5790,0.0000,1768.3146,-2101.2939,-4581.5146,6494.5508,3468.5958,5453.3878,5135.6167,-4342.7260,2071.6672,-356.6763,-1437.0639,3734.8777,-5381.5037,-4658.5933,1765.7133,5183.2521,1384.1001,771.7764,2505.5648,-5447.2833,1398.1361,1325.8183,-5481.5025,3410.3525,-5042.7718,-5258.8987,1797.8438,4660.4595,6426.7984,661.0349,127495.1367,123787.3679,122914.2266,128051.9643,128561.9690,118192.9633,115906.4264,125043.6775,92913734.4790,92891456.9723,92930938.8228,92914299.5109,123477.8125,92915537.9534,
