sl_100_5400_20260608 Coordinates.csv
2026/06/08 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:54 2024,
Start: 2026/06/08 07:47:00.00, Stop: 2026/06/08 09:17:00.00,
TIME_UNITS,STARLINK-5845 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-4189 - X-Coordinate,STARLINK-5012 - X-Coordinate,STARLINK-5168 - X-Coordinate,STARLINK-31293 - X-Coordinate,STARLINK-32152 - X-Coordinate,STARLINK-31326 - X-Coordinate,STARLINK-30579 - X-Coordinate,STARLINK-30981 - X-Coordinate,STARLINK-5084 - X-Coordinate,STARLINK-5581 - X-Coordinate,STARLINK-30996 - X-Coordinate,STARLINK-3327 - X-Coordinate,STARLINK-5760 - X-Coordinate,STARLINK-5990 - X-Coordinate,STARLINK-32083 - X-Coordinate,STARLINK-30935 - X-Coordinate,STARLINK-3952 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-2389 - X-Coordinate,STARLINK-1398 - X-Coordinate,STARLINK-6133 - X-Coordinate,STARLINK-32256 - X-Coordinate,STARLINK-5696 - X-Coordinate,STARLINK-31658 - X-Coordinate,STARLINK-30928 - X-Coordinate,STARLINK-31626 - X-Coordinate,STARLINK-3447 - X-Coordinate,STARLINK-4506 - X-Coordinate,STARLINK-5300 - X-Coordinate,STARLINK-30543 - X-Coordinate,STARLINK-5963 - X-Coordinate,STARLINK-3534 - X-Coordinate,STARLINK-1587 - X-Coordinate,STARLINK-1032 - X-Coordinate,STARLINK-32181 - X-Coordinate,STARLINK-4358 - X-Coordinate,STARLINK-31026 - X-Coordinate,STARLINK-30549 - X-Coordinate,STARLINK-1629 - X-Coordinate,STARLINK-5816 - X-Coordinate,STARLINK-5159 - X-Coordinate,STARLINK-5489 - X-Coordinate,STARLINK-4398 - X-Coordinate,STARLINK-30247 - X-Coordinate,STARLINK-2401 - X-Coordinate,STARLINK-5398 - X-Coordinate,STARLINK-30925 - X-Coordinate,STARLINK-1373 - X-Coordinate,STARLINK-31234 - X-Coordinate,STARLINK-4312 - X-Coordinate,STARLINK-5643 - X-Coordinate,STARLINK-11101 [DTC] - X-Coordinate,STARLINK-6241 - X-Coordinate,STARLINK-5814 - X-Coordinate,STARLINK-32236 - X-Coordinate,STARLINK-30283 - X-Coordinate,STARLINK-5407 - X-Coordinate,STARLINK-2314 - X-Coordinate,STARLINK-31928 - X-Coordinate,STARLINK-30296 - X-Coordinate,STARLINK-2273 - X-Coordinate,STARLINK-3854 - X-Coordinate,STARLINK-32114 - X-Coordinate,STARLINK-1585 - X-Coordinate,STARLINK-3252 - X-Coordinate,STARLINK-2613 - X-Coordinate,STARLINK-5761 - X-Coordinate,STARLINK-1183 - X-Coordinate,STARLINK-5528 - X-Coordinate,STARLINK-2711 - X-Coordinate,STARLINK-30598 - X-Coordinate,STARLINK-6168 - X-Coordinate,STARLINK-4706 - X-Coordinate,STARLINK-3863 - X-Coordinate,STARLINK-2096 - X-Coordinate,STARLINK-30829 - X-Coordinate,STARLINK-3738 - X-Coordinate,STARLINK-2565 - X-Coordinate,STARLINK-31475 - X-Coordinate,STARLINK-30972 - X-Coordinate,STARLINK-31000 - X-Coordinate,STARLINK-31703 - X-Coordinate,STARLINK-30846 - X-Coordinate,STARLINK-1376 - X-Coordinate,STARLINK-30616 - X-Coordinate,STARLINK-5062 - X-Coordinate,STARLINK-4543 - X-Coordinate,STARLINK-31332 - X-Coordinate,STARLINK-3398 - X-Coordinate,STARLINK-31929 - X-Coordinate,STARLINK-5135 - X-Coordinate,STARLINK-31573 - X-Coordinate,STARLINK-2140 - X-Coordinate,STARLINK-5274 - X-Coordinate,STARLINK-31458 - X-Coordinate,STARLINK-3557 - X-Coordinate,STARLINK-31551 - X-Coordinate,STARLINK-30795 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5845 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-4189 - Y-Coordinate,STARLINK-5012 - Y-Coordinate,STARLINK-5168 - Y-Coordinate,STARLINK-31293 - Y-Coordinate,STARLINK-32152 - Y-Coordinate,STARLINK-31326 - Y-Coordinate,STARLINK-30579 - Y-Coordinate,STARLINK-30981 - Y-Coordinate,STARLINK-5084 - Y-Coordinate,STARLINK-5581 - Y-Coordinate,STARLINK-30996 - Y-Coordinate,STARLINK-3327 - Y-Coordinate,STARLINK-5760 - Y-Coordinate,STARLINK-5990 - Y-Coordinate,STARLINK-32083 - Y-Coordinate,STARLINK-30935 - Y-Coordinate,STARLINK-3952 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-2389 - Y-Coordinate,STARLINK-1398 - Y-Coordinate,STARLINK-6133 - Y-Coordinate,STARLINK-32256 - Y-Coordinate,STARLINK-5696 - Y-Coordinate,STARLINK-31658 - Y-Coordinate,STARLINK-30928 - Y-Coordinate,STARLINK-31626 - Y-Coordinate,STARLINK-3447 - Y-Coordinate,STARLINK-4506 - Y-Coordinate,STARLINK-5300 - Y-Coordinate,STARLINK-30543 - Y-Coordinate,STARLINK-5963 - Y-Coordinate,STARLINK-3534 - Y-Coordinate,STARLINK-1587 - Y-Coordinate,STARLINK-1032 - Y-Coordinate,STARLINK-32181 - Y-Coordinate,STARLINK-4358 - Y-Coordinate,STARLINK-31026 - Y-Coordinate,STARLINK-30549 - Y-Coordinate,STARLINK-1629 - Y-Coordinate,STARLINK-5816 - Y-Coordinate,STARLINK-5159 - Y-Coordinate,STARLINK-5489 - Y-Coordinate,STARLINK-4398 - Y-Coordinate,STARLINK-30247 - Y-Coordinate,STARLINK-2401 - Y-Coordinate,STARLINK-5398 - Y-Coordinate,STARLINK-30925 - Y-Coordinate,STARLINK-1373 - Y-Coordinate,STARLINK-31234 - Y-Coordinate,STARLINK-4312 - Y-Coordinate,STARLINK-5643 - Y-Coordinate,STARLINK-11101 [DTC] - Y-Coordinate,STARLINK-6241 - Y-Coordinate,STARLINK-5814 - Y-Coordinate,STARLINK-32236 - Y-Coordinate,STARLINK-30283 - Y-Coordinate,STARLINK-5407 - Y-Coordinate,STARLINK-2314 - Y-Coordinate,STARLINK-31928 - Y-Coordinate,STARLINK-30296 - Y-Coordinate,STARLINK-2273 - Y-Coordinate,STARLINK-3854 - Y-Coordinate,STARLINK-32114 - Y-Coordinate,STARLINK-1585 - Y-Coordinate,STARLINK-3252 - Y-Coordinate,STARLINK-2613 - Y-Coordinate,STARLINK-5761 - Y-Coordinate,STARLINK-1183 - Y-Coordinate,STARLINK-5528 - Y-Coordinate,STARLINK-2711 - Y-Coordinate,STARLINK-30598 - Y-Coordinate,STARLINK-6168 - Y-Coordinate,STARLINK-4706 - Y-Coordinate,STARLINK-3863 - Y-Coordinate,STARLINK-2096 - Y-Coordinate,STARLINK-30829 - Y-Coordinate,STARLINK-3738 - Y-Coordinate,STARLINK-2565 - Y-Coordinate,STARLINK-31475 - Y-Coordinate,STARLINK-30972 - Y-Coordinate,STARLINK-31000 - Y-Coordinate,STARLINK-31703 - Y-Coordinate,STARLINK-30846 - Y-Coordinate,STARLINK-1376 - Y-Coordinate,STARLINK-30616 - Y-Coordinate,STARLINK-5062 - Y-Coordinate,STARLINK-4543 - Y-Coordinate,STARLINK-31332 - Y-Coordinate,STARLINK-3398 - Y-Coordinate,STARLINK-31929 - Y-Coordinate,STARLINK-5135 - Y-Coordinate,STARLINK-31573 - Y-Coordinate,STARLINK-2140 - Y-Coordinate,STARLINK-5274 - Y-Coordinate,STARLINK-31458 - Y-Coordinate,STARLINK-3557 - Y-Coordinate,STARLINK-31551 - Y-Coordinate,STARLINK-30795 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5845 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-4189 - Z-Coordinate,STARLINK-5012 - Z-Coordinate,STARLINK-5168 - Z-Coordinate,STARLINK-31293 - Z-Coordinate,STARLINK-32152 - Z-Coordinate,STARLINK-31326 - Z-Coordinate,STARLINK-30579 - Z-Coordinate,STARLINK-30981 - Z-Coordinate,STARLINK-5084 - Z-Coordinate,STARLINK-5581 - Z-Coordinate,STARLINK-30996 - Z-Coordinate,STARLINK-3327 - Z-Coordinate,STARLINK-5760 - Z-Coordinate,STARLINK-5990 - Z-Coordinate,STARLINK-32083 - Z-Coordinate,STARLINK-30935 - Z-Coordinate,STARLINK-3952 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-2389 - Z-Coordinate,STARLINK-1398 - Z-Coordinate,STARLINK-6133 - Z-Coordinate,STARLINK-32256 - Z-Coordinate,STARLINK-5696 - Z-Coordinate,STARLINK-31658 - Z-Coordinate,STARLINK-30928 - Z-Coordinate,STARLINK-31626 - Z-Coordinate,STARLINK-3447 - Z-Coordinate,STARLINK-4506 - Z-Coordinate,STARLINK-5300 - Z-Coordinate,STARLINK-30543 - Z-Coordinate,STARLINK-5963 - Z-Coordinate,STARLINK-3534 - Z-Coordinate,STARLINK-1587 - Z-Coordinate,STARLINK-1032 - Z-Coordinate,STARLINK-32181 - Z-Coordinate,STARLINK-4358 - Z-Coordinate,STARLINK-31026 - Z-Coordinate,STARLINK-30549 - Z-Coordinate,STARLINK-1629 - Z-Coordinate,STARLINK-5816 - Z-Coordinate,STARLINK-5159 - Z-Coordinate,STARLINK-5489 - Z-Coordinate,STARLINK-4398 - Z-Coordinate,STARLINK-30247 - Z-Coordinate,STARLINK-2401 - Z-Coordinate,STARLINK-5398 - Z-Coordinate,STARLINK-30925 - Z-Coordinate,STARLINK-1373 - Z-Coordinate,STARLINK-31234 - Z-Coordinate,STARLINK-4312 - Z-Coordinate,STARLINK-5643 - Z-Coordinate,STARLINK-11101 [DTC] - Z-Coordinate,STARLINK-6241 - Z-Coordinate,STARLINK-5814 - Z-Coordinate,STARLINK-32236 - Z-Coordinate,STARLINK-30283 - Z-Coordinate,STARLINK-5407 - Z-Coordinate,STARLINK-2314 - Z-Coordinate,STARLINK-31928 - Z-Coordinate,STARLINK-30296 - Z-Coordinate,STARLINK-2273 - Z-Coordinate,STARLINK-3854 - Z-Coordinate,STARLINK-32114 - Z-Coordinate,STARLINK-1585 - Z-Coordinate,STARLINK-3252 - Z-Coordinate,STARLINK-2613 - Z-Coordinate,STARLINK-5761 - Z-Coordinate,STARLINK-1183 - Z-Coordinate,STARLINK-5528 - Z-Coordinate,STARLINK-2711 - Z-Coordinate,STARLINK-30598 - Z-Coordinate,STARLINK-6168 - Z-Coordinate,STARLINK-4706 - Z-Coordinate,STARLINK-3863 - Z-Coordinate,STARLINK-2096 - Z-Coordinate,STARLINK-30829 - Z-Coordinate,STARLINK-3738 - Z-Coordinate,STARLINK-2565 - Z-Coordinate,STARLINK-31475 - Z-Coordinate,STARLINK-30972 - Z-Coordinate,STARLINK-31000 - Z-Coordinate,STARLINK-31703 - Z-Coordinate,STARLINK-30846 - Z-Coordinate,STARLINK-1376 - Z-Coordinate,STARLINK-30616 - Z-Coordinate,STARLINK-5062 - Z-Coordinate,STARLINK-4543 - Z-Coordinate,STARLINK-31332 - Z-Coordinate,STARLINK-3398 - Z-Coordinate,STARLINK-31929 - Z-Coordinate,STARLINK-5135 - Z-Coordinate,STARLINK-31573 - Z-Coordinate,STARLINK-2140 - Z-Coordinate,STARLINK-5274 - Z-Coordinate,STARLINK-31458 - Z-Coordinate,STARLINK-3557 - Z-Coordinate,STARLINK-31551 - Z-Coordinate,STARLINK-30795 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4050.2590,-152.4615,4324.7678,3400.7274,4168.6941,2010.6274,-4408.7146,-2830.5571,-3578.0408,3891.3977,-355.9511,5493.9183,-1824.0409,3240.5867,1598.0213,2247.2676,-5319.2138,2732.8212,-1955.6628,4833.2647,-6063.2439,-6272.9285,1764.0276,-4842.0510,-6183.2002,0.0000,-144.4144,5501.3962,1957.8132,-6593.9648,-1280.1650,4973.2800,999.9846,-5746.0549,-6724.4053,-5288.9251,5532.4050,-2996.1119,2473.7902,-4508.1775,-2686.1648,6210.5039,-5650.3387,-6094.2787,-940.9362,-3750.1910,3193.0064,4247.3290,-1689.9416,6173.9627,6433.8711,-1975.8761,3956.3943,3435.7756,6218.8799,-819.0542,2791.2222,-2321.1300,3708.8982,5631.9445,-4936.8752,-713.3711,4957.6250,-5785.3150,795.3225,-3795.1151,4093.0937,131.8020,-4784.3165,565.6399,4776.1146,-6118.3484,-4504.7511,4389.0594,-2753.2678,6654.2050,5440.1501,-3001.8755,3597.9413,6802.7254,-4543.1066,-3825.2321,-86.0709,0.0000,-6163.0338,-883.6236,1739.2284,408.9012,-5686.6761,4098.4986,-4376.0849,788.0931,6131.2866,-5937.0598,5884.7702,-1940.4044,-3626.6336,3084.8388,-5664.9016,-668.8333,-359314.6468,-330951.5041,-350225.1114,-350658.4449,-345958.3474,-347426.4149,-340983.4600,-343450.1312,-271677117.7702,-271656019.6866,-271683679.7738,-271682829.5932,-344937.0232,-271683344.1175,3051.2132,-5842.6455,-1330.4934,2378.5627,1776.7187,-5815.7385,-152.7551,-3309.3993,5407.1184,4885.6917,-5376.9747,-4207.8951,-4670.7882,5686.0474,-5682.8064,2167.7932,2652.0571,-6362.5725,6399.4633,2502.3961,-2305.6590,-1945.8302,6680.5310,-2025.4371,-1877.4943,0.0000,6811.2243,1245.4145,-6629.0036,-1086.9355,6792.9008,371.1528,-4921.9162,-1357.4807,70.5155,270.6827,3295.9619,2486.1767,6052.0584,2668.3647,5588.5867,880.8274,-3961.7146,-2406.5511,-586.9314,-5760.3168,-3496.2335,-3100.2740,6641.3889,-2222.4476,-1270.4552,-2178.0900,818.2174,2338.5869,-568.7852,2237.2656,4152.5574,-6164.5093,5229.3358,582.1628,-659.1464,4842.7751,-3354.1786,-1123.4504,-4052.6787,-1899.5122,-769.5800,-6015.6170,-2854.1678,-4110.6378,-1730.5976,2986.9772,-4824.8596,-3769.3226,5127.4183,1254.4462,3077.0061,2831.3754,-3874.5074,-399.9669,-3073.5185,-2406.9124,6858.7911,0.0000,2612.9219,-4060.0036,4486.3519,-3518.8179,3884.7310,5069.9258,-2046.4248,5539.8967,2284.9120,884.4468,3584.6516,-2313.3047,3577.9537,5696.9082,2195.5168,5066.6794,-166242.1361,-170955.1492,-174286.6540,-170825.6451,-178009.4893,-175491.4432,-170040.8405,-170392.9433,153142164.0382,153138968.9137,153148834.9852,153165139.5194,-171256.9975,153159763.6327,4708.7054,-3515.3681,-5228.5118,-5518.7187,-5223.4986,2996.9908,5196.9288,5280.0154,-2453.2069,-3015.8717,-4376.4781,914.6307,4614.2641,2222.2030,3625.6752,-6234.6086,3407.3387,-260.4053,1716.6019,-4255.3890,2371.4262,2160.3826,-559.4850,4347.9445,2499.6528,0.0000,-1317.5219,3822.6573,54.7847,-1797.2385,710.2109,-4646.5334,4786.6135,-3602.6124,-1265.3761,-4464.4227,-2248.7991,5729.7613,2288.3220,4397.0859,-2960.6920,-3003.7834,-484.6806,-2293.8990,-6818.5784,-989.6311,4999.1240,-4522.1312,-882.4901,2149.8702,-1982.7323,6270.3582,-5648.8710,-5298.9085,3008.3080,6522.7004,-4692.0035,1875.8013,2634.3440,3914.4641,4641.2859,-4797.7141,3287.5194,3609.0077,-5484.2298,5450.2265,5502.3284,-3418.9093,4117.1664,5512.3665,-4726.8567,931.6343,2125.6302,3810.8941,-3746.8730,-1371.2559,2941.9757,-5469.2423,-4444.4572,949.9160,-4063.4196,5223.5873,1007.6144,0.0000,-1785.2537,-5520.5924,4841.6121,-5982.2160,-597.8250,-1999.4448,4886.3006,3879.8561,2206.2536,3214.3307,-685.3411,6239.2280,-4515.9746,-2409.8268,3100.8620,4673.3774,-26848.2374,-27115.2927,-29455.9148,-23819.4663,-23850.5676,-34392.5075,-35966.9163,-28092.1864,88572798.4589,88553411.7148,88598054.2200,88575607.4531,-28690.1591,88581097.1001,
300.000,-2519.9452,-1941.0147,2906.5034,4370.3276,4126.1535,357.9713,-3632.0045,-3878.1009,-1782.3841,4682.6269,-2347.8995,4161.0352,-3784.5714,3925.0682,-381.1281,2387.7679,-3684.4790,1252.5923,-530.7011,6119.8888,-6774.6720,-5826.7335,3153.1005,-6064.4447,-6835.5813,0.0000,1396.5261,4713.8343,708.0254,-6917.6363,-647.0262,4926.6099,319.1479,-6604.6087,-6039.9196,-4070.6367,5426.3036,-4624.3115,4001.0088,-2664.1920,-996.2637,5121.5048,-5958.4423,-6818.6608,-890.8800,-4944.7244,1127.4012,2539.0443,-94.8205,5948.6578,6219.3571,-35.3498,5452.2280,4803.7450,6338.2083,1305.0650,4575.6375,-3546.3381,5157.8712,4650.6244,-4988.1931,941.2276,3248.7026,-6597.7913,-1319.9558,-4894.1229,3739.8402,-1259.6691,-6017.1566,-1595.2541,3789.5323,-5051.5995,-5150.2453,3448.1446,-908.1020,6208.0176,6456.3257,-1276.5138,1603.7044,6636.0087,-5860.7403,-5264.1055,1419.7967,0.0000,-5608.6161,-2947.9407,3062.4291,-828.0868,-4853.5440,5384.1327,-5690.7224,2550.4702,5756.7094,-4794.1487,6368.0315,-3937.1862,-2213.8280,3797.9183,-5312.6181,1422.6511,-355649.1338,-327126.0690,-346579.9717,-346900.5631,-342232.2876,-343697.5013,-337345.8198,-339760.2727,-274953826.5198,-274932465.6479,-274959900.8985,-274960299.4962,-341225.0266,-274960049.5088,4564.4219,-4905.5950,-2952.1237,437.8621,-376.3007,-5281.4432,1884.5603,-1394.5869,5634.6243,3155.8161,-5474.9047,-5080.9550,-3832.8905,4279.5301,-5328.7956,-8.7265,3453.9675,-6692.9428,6027.7498,1403.3166,-1201.5240,-455.5223,6092.4844,-775.4093,-395.3473,0.0000,6234.1236,-505.0145,-6621.4770,113.8995,6775.5355,-1784.0103,-6198.2127,-93.4387,1305.4394,1876.4475,1710.1405,2992.9748,5595.3679,3518.8391,5260.4188,-15.9366,-2709.8733,-989.8195,-2800.8969,-4842.0829,-4020.2076,-4395.6811,6503.7689,-3488.8995,-2829.3996,-1110.8494,-93.2668,725.5824,-2259.1479,2777.3513,3721.4572,-5861.0903,4467.0986,-1067.2894,1502.8419,5716.4555,-3931.7802,176.3751,-4423.6409,-107.4962,-2871.4221,-6553.0323,-1370.7538,-4202.5306,-3634.7347,3829.2304,-3187.3423,-5366.7834,4839.6229,-85.6160,2110.2732,4163.4328,-4166.2754,-1606.1116,-1645.2235,-1016.4501,6766.5459,0.0000,4055.2354,-3439.1504,2828.9925,-4936.3575,4766.4344,4151.6493,-682.1507,4422.1428,767.7262,2491.6652,2470.2425,-2103.3111,5117.2874,4267.4454,3892.7024,5314.8970,-173925.3968,-177998.5474,-181452.5062,-178058.8077,-185299.8220,-182811.7342,-177312.8185,-177459.0632,147173628.5888,147171034.2698,147179851.3034,147196763.1107,-178519.1548,147191137.9503,4550.0928,-4323.3698,-5536.5594,-5328.0916,-5536.9901,4335.3472,5451.3974,5463.5232,-3625.5873,-4029.1153,-3563.9767,2358.2619,4175.0620,3743.4669,4408.2250,-6550.8164,4626.3253,1276.4543,3327.8511,-2880.3664,627.6445,3689.2574,984.8230,3016.6545,1071.7305,0.0000,-2711.3309,4891.9498,1844.3307,-5.6712,-1412.5289,-4359.3669,3108.7480,-2047.7909,-2943.2473,-5281.5348,-3764.5562,4204.7881,831.5902,5222.6931,-4308.5493,-4706.6023,-2243.9518,-838.7999,-6251.0498,553.1923,5473.7987,-4726.2456,-2335.0431,385.4853,-484.8571,6834.4461,-4298.6711,-4663.0225,1671.7823,6230.5705,-3501.2760,81.9159,1227.6950,4958.5118,4383.5565,-3662.1807,4537.9753,2056.0814,-5081.8038,4874.4692,5039.6417,-1830.2745,3149.6385,5234.6470,-4536.5146,2647.6861,3373.2927,2706.1061,-4865.7480,-3034.3527,1269.6496,-5289.4848,-5271.5021,-867.5591,-3087.4703,4357.3900,-536.1364,0.0000,-277.3216,-5217.7738,5403.2869,-4823.5652,1216.6334,-499.6988,3793.2910,4504.4247,3730.6065,4141.3793,1125.1690,5305.9864,-3905.5731,-3893.7299,1782.8706,4206.5323,-26737.6888,-26979.8526,-29217.9991,-23817.4402,-23585.6694,-34048.8676,-35971.5924,-28409.6271,88576502.0564,88557194.2247,88601863.3965,88579905.6996,-28547.8575,88584991.8878,
600.000,-777.9980,-3564.7304,1243.5094,4956.4630,3736.8101,-1368.7141,-2536.0727,-4584.9752,203.8774,5060.1450,-4098.0216,2422.3670,-5366.7909,4259.6167,-2345.7434,2375.1526,-1673.0391,-360.8150,980.3333,6799.5964,-6808.7736,-4823.1234,4245.1602,-6665.1834,-6825.5970,0.0000,2827.8380,3476.0160,-632.4387,-6553.1551,70.1567,4420.3026,-353.3218,-6810.6685,-4740.4924,-2487.1434,4789.6637,-5775.0237,5133.6524,-556.6373,827.4191,3535.0784,-5690.6111,-6884.1648,-655.3447,-5665.9612,-1044.7085,610.0685,1530.2691,5131.1677,5380.9214,1857.8119,6410.6404,5687.4424,5852.5663,3272.6246,5884.5849,-4407.0776,6100.8906,3236.0140,-4572.0898,2466.3440,1196.5452,-6758.7736,-3283.5313,-5546.5242,3070.4693,-2506.9363,-6676.7861,-3588.5299,2478.0594,-3462.0963,-5327.3645,2198.6830,1055.8819,5154.9824,6825.6619,538.9433,-557.3650,5797.3273,-6591.5358,-6200.7217,2793.1668,0.0000,-4510.4083,-4730.0509,4123.9125,-1926.1148,-3527.6340,6116.8552,-6445.7252,4085.4397,4831.7283,-3179.5895,6225.2991,-5529.2829,-609.1664,4176.4897,-4433.2184,3362.2776,-351817.3865,-323152.8317,-342778.5291,-342987.6177,-338351.8834,-339811.6994,-333555.7285,-336031.3071,-278099435.5798,-278077826.4823,-278105003.3618,-278106672.9674,-337360.1182,-278105651.4414,5662.3833,-3496.7912,-4326.0367,-1515.7262,-2498.6158,-4238.3316,3752.8675,635.3741,5346.6577,1117.0722,-5075.5353,-5491.4197,-2644.4818,2436.2342,-4494.1242,-2181.5303,3955.8002,-6377.5934,5072.5171,196.5713,15.4479,1115.3317,4910.0012,521.3263,1114.8484,0.0000,5061.5795,-2243.3636,-5959.5603,1303.4145,6072.8447,-3752.1230,-6848.0795,1157.2790,2439.7068,3344.2081,-82.4895,3120.9459,4600.6356,4067.2469,4436.1664,-969.6048,-1169.1440,514.5243,-4708.9489,-3452.8764,-4202.0521,-5305.0897,5738.6717,-4402.8868,-4099.3508,158.1136,-941.1563,-922.0195,-3717.3413,3114.6569,2949.9954,-4957.2562,3282.0964,-2653.4934,3504.5306,6031.5947,-4155.0762,1435.9894,-4401.1178,1657.6956,-4687.0909,-6447.3435,217.1318,-3933.5856,-5204.5996,4311.3802,-1229.2630,-6440.9435,4119.7217,-1449.3461,947.1942,5115.9771,-4102.6820,-2659.6836,-78.6699,430.9897,6018.0373,0.0000,5101.1363,-2534.3319,909.7462,-5885.6075,5183.5220,2813.1576,711.1425,2881.3696,-860.4859,3880.0399,1099.3705,-1749.0691,6149.0089,2404.9910,5182.7196,5085.5913,-181528.3305,-184956.4820,-188536.5850,-185209.7545,-192507.3723,-190048.1382,-184507.9193,-184525.6640,141135028.9411,141133038.3562,141140825.4378,141158242.7076,-185700.8693,141152448.7612,3902.7810,-4646.5167,-5249.4407,-4562.1084,-5255.4297,5192.0544,5094.2906,5041.3425,-4410.3693,-4612.4455,-2371.8231,3554.2566,3266.4208,4860.3754,4718.4886,-6181.0532,5333.0067,2676.2967,4578.9975,-1193.8565,-1184.0841,4820.0443,2423.5228,1346.1156,-471.1137,0.0000,-3815.9143,5411.0170,3434.4318,1786.4774,-3385.2552,-3582.3091,1099.5408,-272.1231,-4294.0327,-5533.6584,-4858.1292,2229.9337,-714.3845,5467.6618,-5183.9199,-5911.7061,-3761.6904,705.8094,-5010.2347,2036.9929,5352.2786,-4426.2493,-3535.3066,-1420.6755,1066.8276,6668.4382,-2491.3332,-3484.1926,156.2723,5278.0952,-1924.0112,-1721.0877,-310.4449,5461.3842,3631.6358,-2121.5234,5281.0720,281.1380,-4120.9901,3772.7555,4031.6887,-44.5745,1844.5576,4390.3361,-3862.8648,4072.5652,4260.1462,1311.2817,-5462.7954,-4369.7114,-540.0040,-4525.1463,-5529.9370,-2590.1106,-1765.5328,3020.8118,-2022.5247,0.0000,1260.3753,-4352.5307,5360.9832,-3153.9451,2899.5170,1056.2943,2284.1801,4621.1586,4850.8896,4601.2097,2814.6100,3806.8223,-2854.4042,-4957.9514,264.6784,3288.8112,-26627.3475,-26844.6364,-28978.7894,-23820.5415,-23324.3662,-33699.2262,-35970.8450,-28737.1354,88580209.2546,88560977.7529,88605664.5612,88584248.4833,-28405.5377,88588886.4375,
