sl_100_5400_20260124 Coordinates.csv
2026/01/24 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:50 2024,
Start: 2026/01/24 07:47:00.00, Stop: 2026/01/24 09:17:00.00,
TIME_UNITS,STARLINK-2615 - X-Coordinate,STARLINK-30370 - X-Coordinate,STARLINK-3709 - X-Coordinate,STARLINK-2187 - X-Coordinate,STARLINK-30842 - X-Coordinate,STARLINK-5462 - X-Coordinate,STARLINK-4212 - X-Coordinate,STARLINK-31260 - X-Coordinate,STARLINK-3911 - X-Coordinate,STARLINK-5278 - X-Coordinate,STARLINK-6051 - X-Coordinate,STARLINK-1354 - X-Coordinate,STARLINK-1526 - X-Coordinate,STARLINK-31794 - X-Coordinate,STARLINK-31439 - X-Coordinate,STARLINK-2763 - X-Coordinate,STARLINK-1865 - X-Coordinate,STARLINK-2472 - X-Coordinate,STARLINK-2295 - X-Coordinate,STARLINK-32017 - X-Coordinate,STARLINK-31117 - X-Coordinate,STARLINK-4251 - X-Coordinate,STARLINK-5573 - X-Coordinate,STARLINK-1294 - X-Coordinate,STARLINK-6089 - X-Coordinate,STARLINK-4209 - X-Coordinate,STARLINK-31912 - X-Coordinate,STARLINK-31607 - X-Coordinate,STARLINK-4043 - X-Coordinate,STARLINK-5539 - X-Coordinate,STARLINK-30905 - X-Coordinate,STARLINK-31066 - X-Coordinate,STARLINK-5626 - X-Coordinate,STARLINK-5951 - X-Coordinate,STARLINK-2087 - X-Coordinate,STARLINK-5455 - X-Coordinate,STARLINK-5502 - X-Coordinate,STARLINK-1152 - X-Coordinate,STARLINK-30158 - X-Coordinate,STARLINK-32033 - X-Coordinate,STARLINK-31464 - X-Coordinate,STARLINK-5627 - X-Coordinate,STARLINK-2725 - X-Coordinate,STARLINK-30575 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-30195 - X-Coordinate,STARLINK-1661 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-5456 - X-Coordinate,STARLINK-5827 - X-Coordinate,STARLINK-4186 - X-Coordinate,STARLINK-32223 - X-Coordinate,STARLINK-1464 - X-Coordinate,STARLINK-5866 - X-Coordinate,STARLINK-2534 - X-Coordinate,STARLINK-2273 - X-Coordinate,STARLINK-5463 - X-Coordinate,STARLINK-2637 - X-Coordinate,STARLINK-4408 - X-Coordinate,STARLINK-5807 - X-Coordinate,STARLINK-6094 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-4094 - X-Coordinate,STARLINK-5364 - X-Coordinate,STARLINK-3835 - X-Coordinate,STARLINK-3310 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-5167 - X-Coordinate,STARLINK-6090 - X-Coordinate,STARLINK-30272 - X-Coordinate,STARLINK-11255 [DTC] - X-Coordinate,STARLINK-3162 - X-Coordinate,STARLINK-4743 - X-Coordinate,STARLINK-31207 - X-Coordinate,STARLINK-31519 - X-Coordinate,STARLINK-3940 - X-Coordinate,STARLINK-30866 - X-Coordinate,STARLINK-30788 - X-Coordinate,STARLINK-1862 - X-Coordinate,STARLINK-3333 - X-Coordinate,STARLINK-30791 - X-Coordinate,STARLINK-2352 - X-Coordinate,STARLINK-30913 - X-Coordinate,STARLINK-1525 - X-Coordinate,STARLINK-1595 - X-Coordinate,STARLINK-31539 - X-Coordinate,STARLINK-2094 - X-Coordinate,STARLINK-3090 - X-Coordinate,STARLINK-30828 - X-Coordinate,STARLINK-31963 - X-Coordinate,STARLINK-4092 - X-Coordinate,STARLINK-1538 - X-Coordinate,STARLINK-4508 - X-Coordinate,STARLINK-31099 - X-Coordinate,STARLINK-5362 - X-Coordinate,STARLINK-32156 - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-3145 - X-Coordinate,STARLINK-4172 - X-Coordinate,STARLINK-5453 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2615 - Y-Coordinate,STARLINK-30370 - Y-Coordinate,STARLINK-3709 - Y-Coordinate,STARLINK-2187 - Y-Coordinate,STARLINK-30842 - Y-Coordinate,STARLINK-5462 - Y-Coordinate,STARLINK-4212 - Y-Coordinate,STARLINK-31260 - Y-Coordinate,STARLINK-3911 - Y-Coordinate,STARLINK-5278 - Y-Coordinate,STARLINK-6051 - Y-Coordinate,STARLINK-1354 - Y-Coordinate,STARLINK-1526 - Y-Coordinate,STARLINK-31794 - Y-Coordinate,STARLINK-31439 - Y-Coordinate,STARLINK-2763 - Y-Coordinate,STARLINK-1865 - Y-Coordinate,STARLINK-2472 - Y-Coordinate,STARLINK-2295 - Y-Coordinate,STARLINK-32017 - Y-Coordinate,STARLINK-31117 - Y-Coordinate,STARLINK-4251 - Y-Coordinate,STARLINK-5573 - Y-Coordinate,STARLINK-1294 - Y-Coordinate,STARLINK-6089 - Y-Coordinate,STARLINK-4209 - Y-Coordinate,STARLINK-31912 - Y-Coordinate,STARLINK-31607 - Y-Coordinate,STARLINK-4043 - Y-Coordinate,STARLINK-5539 - Y-Coordinate,STARLINK-30905 - Y-Coordinate,STARLINK-31066 - Y-Coordinate,STARLINK-5626 - Y-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-2087 - Y-Coordinate,STARLINK-5455 - Y-Coordinate,STARLINK-5502 - Y-Coordinate,STARLINK-1152 - Y-Coordinate,STARLINK-30158 - Y-Coordinate,STARLINK-32033 - Y-Coordinate,STARLINK-31464 - Y-Coordinate,STARLINK-5627 - Y-Coordinate,STARLINK-2725 - Y-Coordinate,STARLINK-30575 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-30195 - Y-Coordinate,STARLINK-1661 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-5456 - Y-Coordinate,STARLINK-5827 - Y-Coordinate,STARLINK-4186 - Y-Coordinate,STARLINK-32223 - Y-Coordinate,STARLINK-1464 - Y-Coordinate,STARLINK-5866 - Y-Coordinate,STARLINK-2534 - Y-Coordinate,STARLINK-2273 - Y-Coordinate,STARLINK-5463 - Y-Coordinate,STARLINK-2637 - Y-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-5807 - Y-Coordinate,STARLINK-6094 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-4094 - Y-Coordinate,STARLINK-5364 - Y-Coordinate,STARLINK-3835 - Y-Coordinate,STARLINK-3310 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-5167 - Y-Coordinate,STARLINK-6090 - Y-Coordinate,STARLINK-30272 - Y-Coordinate,STARLINK-11255 [DTC] - Y-Coordinate,STARLINK-3162 - Y-Coordinate,STARLINK-4743 - Y-Coordinate,STARLINK-31207 - Y-Coordinate,STARLINK-31519 - Y-Coordinate,STARLINK-3940 - Y-Coordinate,STARLINK-30866 - Y-Coordinate,STARLINK-30788 - Y-Coordinate,STARLINK-1862 - Y-Coordinate,STARLINK-3333 - Y-Coordinate,STARLINK-30791 - Y-Coordinate,STARLINK-2352 - Y-Coordinate,STARLINK-30913 - Y-Coordinate,STARLINK-1525 - Y-Coordinate,STARLINK-1595 - Y-Coordinate,STARLINK-31539 - Y-Coordinate,STARLINK-2094 - Y-Coordinate,STARLINK-3090 - Y-Coordinate,STARLINK-30828 - Y-Coordinate,STARLINK-31963 - Y-Coordinate,STARLINK-4092 - Y-Coordinate,STARLINK-1538 - Y-Coordinate,STARLINK-4508 - Y-Coordinate,STARLINK-31099 - Y-Coordinate,STARLINK-5362 - Y-Coordinate,STARLINK-32156 - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-3145 - Y-Coordinate,STARLINK-4172 - Y-Coordinate,STARLINK-5453 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2615 - Z-Coordinate,STARLINK-30370 - Z-Coordinate,STARLINK-3709 - Z-Coordinate,STARLINK-2187 - Z-Coordinate,STARLINK-30842 - Z-Coordinate,STARLINK-5462 - Z-Coordinate,STARLINK-4212 - Z-Coordinate,STARLINK-31260 - Z-Coordinate,STARLINK-3911 - Z-Coordinate,STARLINK-5278 - Z-Coordinate,STARLINK-6051 - Z-Coordinate,STARLINK-1354 - Z-Coordinate,STARLINK-1526 - Z-Coordinate,STARLINK-31794 - Z-Coordinate,STARLINK-31439 - Z-Coordinate,STARLINK-2763 - Z-Coordinate,STARLINK-1865 - Z-Coordinate,STARLINK-2472 - Z-Coordinate,STARLINK-2295 - Z-Coordinate,STARLINK-32017 - Z-Coordinate,STARLINK-31117 - Z-Coordinate,STARLINK-4251 - Z-Coordinate,STARLINK-5573 - Z-Coordinate,STARLINK-1294 - Z-Coordinate,STARLINK-6089 - Z-Coordinate,STARLINK-4209 - Z-Coordinate,STARLINK-31912 - Z-Coordinate,STARLINK-31607 - Z-Coordinate,STARLINK-4043 - Z-Coordinate,STARLINK-5539 - Z-Coordinate,STARLINK-30905 - Z-Coordinate,STARLINK-31066 - Z-Coordinate,STARLINK-5626 - Z-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-2087 - Z-Coordinate,STARLINK-5455 - Z-Coordinate,STARLINK-5502 - Z-Coordinate,STARLINK-1152 - Z-Coordinate,STARLINK-30158 - Z-Coordinate,STARLINK-32033 - Z-Coordinate,STARLINK-31464 - Z-Coordinate,STARLINK-5627 - Z-Coordinate,STARLINK-2725 - Z-Coordinate,STARLINK-30575 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-30195 - Z-Coordinate,STARLINK-1661 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-5456 - Z-Coordinate,STARLINK-5827 - Z-Coordinate,STARLINK-4186 - Z-Coordinate,STARLINK-32223 - Z-Coordinate,STARLINK-1464 - Z-Coordinate,STARLINK-5866 - Z-Coordinate,STARLINK-2534 - Z-Coordinate,STARLINK-2273 - Z-Coordinate,STARLINK-5463 - Z-Coordinate,STARLINK-2637 - Z-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-5807 - Z-Coordinate,STARLINK-6094 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-4094 - Z-Coordinate,STARLINK-5364 - Z-Coordinate,STARLINK-3835 - Z-Coordinate,STARLINK-3310 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-5167 - Z-Coordinate,STARLINK-6090 - Z-Coordinate,STARLINK-30272 - Z-Coordinate,STARLINK-11255 [DTC] - Z-Coordinate,STARLINK-3162 - Z-Coordinate,STARLINK-4743 - Z-Coordinate,STARLINK-31207 - Z-Coordinate,STARLINK-31519 - Z-Coordinate,STARLINK-3940 - Z-Coordinate,STARLINK-30866 - Z-Coordinate,STARLINK-30788 - Z-Coordinate,STARLINK-1862 - Z-Coordinate,STARLINK-3333 - Z-Coordinate,STARLINK-30791 - Z-Coordinate,STARLINK-2352 - Z-Coordinate,STARLINK-30913 - Z-Coordinate,STARLINK-1525 - Z-Coordinate,STARLINK-1595 - Z-Coordinate,STARLINK-31539 - Z-Coordinate,STARLINK-2094 - Z-Coordinate,STARLINK-3090 - Z-Coordinate,STARLINK-30828 - Z-Coordinate,STARLINK-31963 - Z-Coordinate,STARLINK-4092 - Z-Coordinate,STARLINK-1538 - Z-Coordinate,STARLINK-4508 - Z-Coordinate,STARLINK-31099 - Z-Coordinate,STARLINK-5362 - Z-Coordinate,STARLINK-32156 - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-3145 - Z-Coordinate,STARLINK-4172 - Z-Coordinate,STARLINK-5453 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,327.8587,-1504.1752,-5703.4877,900.7655,-3192.3040,-4876.1697,6407.5360,320.7561,-4072.0448,5582.1845,-639.0514,375.7466,3677.4250,4995.5087,-3797.8437,-3667.2603,-267.2361,-5208.7368,4065.5595,-5636.0788,3654.3454,3928.5227,-3305.2458,-1282.9039,-2234.2116,-5560.4186,-535.8986,-150.9795,5787.5310,2825.3837,6616.1497,-5791.5610,-3968.3957,3909.1399,-4078.7801,-4510.8379,-753.1983,5561.3190,3464.9254,-2103.9752,-1506.1042,-5433.8578,-2466.3712,1755.6107,-4145.4556,5489.8253,5925.2415,-6289.7628,-883.0877,1271.7254,760.3569,3149.4032,-1593.6842,-4444.0531,5638.9779,4438.6352,4673.5148,-5425.9769,5996.0925,2409.0097,-1394.0481,-3163.4107,5301.5484,3019.3019,-6897.1173,-5581.0273,111.5848,3416.3319,5781.3610,-3099.1722,1101.2018,-3810.5713,4817.7174,6059.7663,-5371.4365,-3581.3057,-4918.9161,3943.5830,5607.6649,-2012.5220,-1879.4993,6371.0473,-5055.4011,-3122.2823,1682.7072,-3984.4532,6635.1364,-1755.2903,4932.4675,5194.7819,4387.8440,2344.3894,-4528.2600,-1013.2587,1609.3988,-413.1822,-5527.0374,-362.7933,5845.9486,-6844.0003,233983.1362,215492.8083,231465.3707,235095.6264,226674.8853,229772.2479,229187.0282,230387.4213,-152524488.4221,-152542321.5229,-152562669.9973,-152555097.4502,231016.4413,-152544731.3844,5795.8316,4886.1615,3888.2125,-5922.4764,4023.4968,4472.2401,-853.1297,6817.8829,5050.0636,829.9259,-2291.7426,-4979.0360,1963.4841,-3561.6231,-3339.9078,5511.3327,6883.9659,-975.6786,2699.3256,3516.9347,-4064.9782,1634.2670,-6052.1669,-3924.0707,-5427.4353,1139.7429,-4959.0012,-4098.5897,-1693.4406,6273.5915,-878.2850,2727.8423,-3564.1641,-5559.6058,1263.2451,923.3906,-2938.9076,1307.9589,4528.3876,6464.2854,5436.5169,-522.6825,-3354.1409,-5568.1361,105.1009,-870.6905,1598.0460,2729.3688,-2282.5404,6807.4912,4694.7306,2586.5053,-4232.0404,4883.4364,-2572.4223,-5208.8292,-1108.2805,-1247.4709,-3350.1085,-6166.0397,4899.0663,3401.0481,3980.9397,6057.1002,114.5141,-3658.7249,5171.9029,6007.1540,-1507.1993,-3052.5937,6442.7415,3241.6539,-924.8665,566.0680,-4176.1578,4768.3691,1218.9319,-3442.9079,-1101.2060,-6470.6799,4887.0649,594.7019,-824.3146,5964.7969,-5794.4257,3023.1363,-597.8961,2006.7907,-981.0028,-598.5951,-2290.1253,3465.0658,3981.1057,-4036.2231,5405.9409,-4634.6630,-4140.7812,-4164.5100,3109.8768,-633.9829,301114.9851,294384.6730,301338.7822,299229.5218,300552.9956,299952.2422,291484.8087,293597.7942,296623652.9280,296626949.8571,296621448.8549,296626835.4251,295311.0803,296622625.6402,3748.4634,-4678.9494,301.3026,-3313.9416,4647.7882,2127.6174,-2467.5150,-354.0797,-2352.3409,-3999.6834,-6532.1943,-4791.6187,5482.1824,2988.1002,-4580.8897,1821.4831,-341.5436,-4450.8112,-4887.0208,1580.4022,-4264.4991,5476.6788,-869.9898,-5481.5573,3675.8406,3939.8128,-4639.4654,5439.0089,-3394.5145,-1027.9381,-1890.4441,2651.9242,-4460.7544,1376.6235,5402.6619,-5210.8686,-6255.7872,-3899.7200,-3952.1776,-401.8543,-3837.7769,4264.2352,-5531.8349,-3748.6275,-5536.9523,-4138.9657,-3162.3089,879.1187,-6507.2246,-289.4758,5011.2357,-5422.4419,5226.5801,2106.1038,3066.5473,468.0711,5015.3517,4090.3207,-995.8756,2103.2824,-4713.8410,-5123.3274,1956.5596,1500.1204,-445.7777,-1816.9846,4321.2851,-144.2128,3504.5800,5129.5249,1601.5508,-4778.7197,-4902.8044,3138.1744,513.6447,-3483.3481,4721.3051,4407.1096,-3728.9000,1371.4398,-4536.8748,-2628.4126,4515.5009,1598.5517,3126.7215,4627.5519,1866.9686,-6426.7185,4660.7600,4276.5161,-4808.2769,5481.4725,3361.8278,-5544.6795,4022.1718,-4953.4038,344.5592,5496.3472,1976.5377,-756.0137,42735.4049,41896.4396,41981.6324,48315.4426,47683.0469,37043.4869,36033.3004,43091.3752,-127891632.0293,-127919090.4241,-127911282.8784,-127888497.1861,43074.4953,-127894190.8817,
300.000,1761.1806,516.4462,-4676.3948,-682.5035,-1250.2392,-3699.6439,5314.7852,1509.0788,-3243.5229,4676.3744,-2716.7416,-1477.6347,4349.6672,3283.2148,-4839.8480,-2163.6329,955.1292,-4398.5132,4194.7899,-4330.0107,1694.9092,5064.9095,-3566.9161,-3291.8925,-4018.6367,-4129.3160,-2649.4960,-2299.0479,4343.5998,3375.5124,5701.6986,-5298.0192,-5298.0684,2648.5511,-3698.1459,-5492.1220,-2073.0969,6477.6656,4447.9994,-807.3019,541.8201,-4865.6707,-4097.4847,-252.3629,-3978.6330,5480.6762,5273.0447,-5281.7176,-2660.8202,2686.6222,2661.6397,4458.8006,-3581.7781,-2761.7541,5473.4431,3207.8021,5587.9999,-4658.7608,6164.2246,1911.8503,669.4254,-2155.5895,5404.3031,4383.6410,-6646.5671,-5611.7025,1766.3538,4269.2209,4479.1061,-4811.9486,2223.9264,-1833.7503,5091.1808,6506.5402,-5933.7430,-2767.8122,-4214.1703,1974.8995,5881.8841,-3181.1233,-18.2765,6821.9697,-4203.5327,-1670.2519,21.1822,-2401.7756,6667.7861,389.3864,4397.2944,5175.3421,2600.7202,3882.4369,-2767.7443,-3065.5072,3499.3083,-2315.9711,-6042.0755,-2484.3699,5710.5377,-6806.3531,227268.6248,209299.8796,225275.6092,228780.3946,220331.2635,223407.4738,222925.4181,224269.4592,-158962375.9887,-158979920.1072,-159000214.4623,-158993384.7578,224705.9683,-158982580.2025,4584.1005,5474.9739,4639.8076,-5062.4683,4961.4954,4313.6997,-2031.3060,6318.0078,6058.9897,-864.5202,-1628.8183,-4033.3898,-108.2420,-4448.6313,-1432.5449,5547.6917,6499.0970,868.9732,600.7871,4184.3867,-4285.0734,2768.6113,-5213.1837,-3135.6361,-5047.5511,2411.1205,-4564.3069,-3683.2980,-2759.0227,5981.2400,-2338.2513,4291.6932,-3608.6544,-6408.8940,3317.8854,2170.5454,-1190.5752,-6.7865,2717.5203,6403.4439,5108.8814,1514.0607,-1948.4774,-5293.8031,2247.0572,-2802.7229,-30.1779,3620.1182,-983.4939,6264.1457,4981.1786,861.8029,-3984.0888,5394.6386,-3986.8564,-5635.0475,-2325.9580,543.1828,-2928.9461,-6679.7013,5380.1437,5078.5783,2469.6421,5372.6487,1307.1325,-2173.0098,5781.4158,5085.2380,-3012.3855,-1938.0318,5461.3685,3878.5731,-2779.5471,-1109.9897,-2698.0852,6033.0488,3238.2948,-3945.1721,-2660.3491,-6125.5400,5745.8956,-674.8158,1049.1857,5887.7195,-5157.5593,4512.2774,-1853.3901,2523.7037,-3049.8508,-2627.8389,-3370.1130,1922.7614,4333.8870,-3411.3077,5169.7232,-5038.2449,-3032.4611,-4058.1754,1597.0213,575.0367,305841.3704,298932.1180,306139.7055,303974.8357,305357.2822,304784.7315,296337.4993,298386.9136,293224413.4417,293227738.3838,293221600.9529,293227067.2368,300106.6706,293223294.9286,4858.5017,-4217.0065,2075.3198,-4559.1772,4669.4180,3997.0219,-3939.1644,-2131.1628,-601.3132,-5024.0498,-6188.8121,-5426.4868,5338.9840,3996.9123,-4592.2959,3413.0236,-2110.2931,-5272.5038,-5454.0702,3215.4741,-5180.5829,3848.7626,-2902.8960,-5140.3675,2522.0595,4984.6772,-4307.0157,5249.1477,-4628.1716,1097.1223,-3187.0382,1248.0991,-2693.1182,-155.3541,4769.7395,-3671.2027,-6529.0523,-2423.0646,-4578.8653,-2177.7414,-4490.5195,4691.2087,-5229.6180,-4478.2119,-5193.6331,-3181.9047,-4457.6463,2597.4273,-6347.5563,1248.2667,3982.4845,-5038.6497,4368.6679,3358.1195,1414.3378,2230.5299,3408.0265,5069.7621,1247.7051,5.4925,-4331.9851,-4168.6189,3527.2491,-26.0682,1365.2205,-3412.1675,2987.6372,-1928.6773,4338.4660,4282.9378,3238.1870,-5428.1609,-3800.9146,1829.6049,2011.1149,-1902.2593,4442.1712,5228.7762,-2207.7759,-438.9927,-3869.9269,-913.8109,5275.7922,3223.6301,4421.7798,4505.4324,83.7244,-6472.6203,4287.3682,3458.5071,-5431.5400,5364.6575,4602.5594,-5198.5500,3007.6801,-3928.7540,-1462.9124,5005.6799,3543.6995,1060.5293,42836.9260,42027.7595,42213.3565,48325.2960,47957.3528,37378.2984,36019.5313,42773.8555,-127887813.4780,-127915277.8590,-127907897.3463,-127885209.3916,43216.8886,-127890627.5928,
600.000,3068.2309,2467.2167,-3169.6891,-2239.0107,793.3470,-2117.3429,3702.8479,2566.2767,-2095.6664,3344.7905,-4540.1844,-3222.7341,4641.8609,1235.1047,-5429.8518,-413.0767,2105.5638,-3199.4421,3967.8938,-2562.7039,-442.5048,5620.6831,-3501.3001,-4981.4021,-5401.7896,-2307.1557,-4493.3542,-4215.6327,2478.3118,3596.2447,4242.4071,-4299.8032,-6074.8923,1130.2047,-3000.1648,-5944.2794,-3253.6736,6757.3812,5045.0763,596.9541,2554.3319,-3866.3612,-5357.2369,-2255.9964,-3476.1655,4966.7271,4126.6598,-3738.4765,-4216.9198,3852.4729,4275.1311,5340.3777,-5204.9998,-797.1344,4774.9459,1631.0498,5959.6985,-3470.1325,5653.0953,1220.2178,2651.5065,-979.8354,4999.5205,5323.2622,-5731.8372,-5112.7959,3203.7099,4716.1743,2760.3381,-6018.6171,3144.1177,317.7475,4899.2558,6306.5494,-5904.9352,-1698.5143,-3142.8369,-197.0705,5562.0072,-4037.4076,1818.8705,6595.7837,-2965.7558,-23.9175,-1681.7082,-606.6005,6038.3906,2474.4395,3463.9220,4644.9221,575.3938,5073.1936,-716.6851,-4826.1995,5037.6071,-3950.8476,-5965.4878,-4351.8090,5032.4762,-6090.2729,220454.8854,203012.6612,218985.3795,222365.7577,213889.0923,216942.3832,216562.2570,218080.5072,-165324556.4897,-165341813.0525,-165362030.0530,-165355926.5841,218295.9994,-165344718.5344,2941.0435,5568.9566,4947.9710,-3713.8440,5459.1551,3760.5737,-3051.8986,5166.8528,6457.0652,-2515.7214,-880.3370,-2736.9249,-2147.1595,-4922.5691,598.3900,5048.1180,5465.1688,2665.0681,-1564.2760,4453.5652,-4140.7622,3646.6637,-3829.0054,-2085.5404,-4199.2083,3495.2619,-3745.8576,-2945.7014,-3602.8919,5075.6424,-3602.3243,5431.4638,-3319.0528,-6638.2252,5037.3008,3157.8651,627.8786,-1294.5914,653.5787,5684.1258,4301.8046,3424.0821,-398.7611,-4546.9775,4163.8919,-4447.9763,-1694.5678,4178.1392,345.7588,5110.0177,4810.7145,-912.4060,-3388.7992,5411.6136,-4993.4121,-5503.6920,-3269.8635,2318.4118,-2204.4486,-6513.3962,5380.5458,6260.6872,686.8564,4167.3564,2384.8490,-444.6936,5791.3491,3646.6524,-4263.0104,-662.4597,3890.1246,4192.4212,-4337.5376,-2658.2784,-930.6116,6689.6146,4952.0431,-4103.1035,-3923.8078,-5168.3812,6074.2648,-1867.0789,2852.0181,5248.7532,-4013.1808,5571.3193,-2923.7944,2869.1069,-4816.4258,-4367.7714,-4171.5413,233.1626,4304.0805,-2508.2285,4458.4408,-4951.6193,-1608.9585,-3603.9859,-105.0746,1738.8315,310407.7855,303349.5258,310802.4169,308583.0240,310023.7531,309477.4768,301058.4994,303172.7210,289685467.0842,289688833.6794,289682061.2619,289687570.1421,304767.3893,289684259.0867,5444.2306,-3303.8767,3624.6406,-5299.1020,4191.0844,5441.9438,-4987.4856,-3670.4221,1215.0389,-5508.6345,-5191.4124,-5479.4093,4614.8938,4557.6124,-4089.5428,4628.4740,-3649.9083,-5528.6926,-5432.7085,4490.3643,-5543.8891,1810.2850,-4627.7671,-4233.6639,1097.7003,5491.5558,-3489.6759,4469.1879,-5364.9766,3105.7813,-4143.4476,-289.4897,-639.8156,-1670.7373,3617.4273,-1742.5212,-6112.9203,-685.2142,-4717.5151,-3707.9738,-4640.3297,4615.7701,-4367.0421,-4730.5298,-4292.3643,-1883.9852,-5271.0271,4035.0095,-5517.3442,2652.1052,2523.9768,-4081.0284,3039.9886,4250.3156,-390.3443,3746.2765,1438.3266,5501.9282,3357.9256,-2092.9093,-3488.6214,-2764.9984,4717.0111,-1549.4879,3028.5558,-4640.0845,1306.8466,-3505.0217,4707.2935,2936.0113,4496.0447,-5494.9807,-2293.0508,317.9372,3282.6310,-115.0745,3687.2072,5470.0223,-438.8416,-2202.1011,-2788.3507,899.3459,5446.7531,4501.5464,5215.2425,3876.6236,-1708.5648,-5836.5178,3440.6566,2241.2285,-5467.3249,4666.2461,5344.9764,-4297.5040,1670.9254,-2458.4991,-3112.6799,3974.5407,4727.8234,2762.4619,42939.0925,42159.1905,42446.9613,48329.9707,48227.9932,37718.9643,36011.2519,42488.0491,-127883995.9167,-127911459.0656,-127904507.1367,-127881931.5953,43359.2520,-127887064.0216,
