sl_100_5400_20260911 Coordinates.csv
2026/09/11 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:50 2024,
Start: 2026/09/11 07:47:00.00, Stop: 2026/09/11 09:17:00.00,
TIME_UNITS,STARLINK-4747 - X-Coordinate,STARLINK-4421 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-31434 - X-Coordinate,STARLINK-1412 - X-Coordinate,STARLINK-3689 - X-Coordinate,STARLINK-30211 - X-Coordinate,STARLINK-2046 - X-Coordinate,STARLINK-4309 - X-Coordinate,STARLINK-2280 - X-Coordinate,STARLINK-31467 - X-Coordinate,STARLINK-5000 - X-Coordinate,STARLINK-5952 - X-Coordinate,STARLINK-30838 - X-Coordinate,STARLINK-5689 - X-Coordinate,STARLINK-4216 - X-Coordinate,STARLINK-5599 - X-Coordinate,STARLINK-30223 - X-Coordinate,STARLINK-2757 - X-Coordinate,STARLINK-31973 - X-Coordinate,STARLINK-3095 - X-Coordinate,STARLINK-31547 - X-Coordinate,STARLINK-4028 - X-Coordinate,STARLINK-30443 - X-Coordinate,STARLINK-31808 - X-Coordinate,STARLINK-5249 - X-Coordinate,STARLINK-4557 - X-Coordinate,STARLINK-5862 - X-Coordinate,STARLINK-4471 - X-Coordinate,STARLINK-31253 - X-Coordinate,STARLINK-6320 - X-Coordinate,STARLINK-4400 - X-Coordinate,STARLINK-3541 - X-Coordinate,STARLINK-5279 - X-Coordinate,STARLINK-3965 - X-Coordinate,STARLINK-1373 - X-Coordinate,STARLINK-5961 - X-Coordinate,STARLINK-5968 - X-Coordinate,STARLINK-5733 - X-Coordinate,STARLINK-5122 - X-Coordinate,STARLINK-30267 - X-Coordinate,STARLINK-2006 - X-Coordinate,STARLINK-3663 - X-Coordinate,STARLINK-3166 - X-Coordinate,STARLINK-4199 - X-Coordinate,STARLINK-1295 - X-Coordinate,STARLINK-6257 - X-Coordinate,STARLINK-31156 - X-Coordinate,STARLINK-3048 - X-Coordinate,STARLINK-1942 - X-Coordinate,STARLINK-32156 - X-Coordinate,STARLINK-4635 - X-Coordinate,STARLINK-4586 - X-Coordinate,STARLINK-2538 - X-Coordinate,STARLINK-6150 - X-Coordinate,STARLINK-5313 - X-Coordinate,STARLINK-31781 - X-Coordinate,STARLINK-4056 - X-Coordinate,STARLINK-4609 - X-Coordinate,STARLINK-31737 - X-Coordinate,STARLINK-2192 - X-Coordinate,STARLINK-5617 - X-Coordinate,STARLINK-5214 - X-Coordinate,STARLINK-1156 - X-Coordinate,STARLINK-11204 [DTC] - X-Coordinate,STARLINK-1235 - X-Coordinate,STARLINK-11139 [DTC] - X-Coordinate,STARLINK-3621 - X-Coordinate,STARLINK-3667 - X-Coordinate,STARLINK-1641 - X-Coordinate,STARLINK-4732 - X-Coordinate,STARLINK-3194 - X-Coordinate,STARLINK-2042 - X-Coordinate,STARLINK-31539 - X-Coordinate,STARLINK-2723 - X-Coordinate,STARLINK-31942 - X-Coordinate,STARLINK-31061 - X-Coordinate,STARLINK-31465 - X-Coordinate,STARLINK-5168 - X-Coordinate,STARLINK-4535 - X-Coordinate,STARLINK-3589 - X-Coordinate,STARLINK-5047 - X-Coordinate,STARLINK-1499 - X-Coordinate,STARLINK-2082 - X-Coordinate,STARLINK-31859 - X-Coordinate,STARLINK-3513 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-4727 - X-Coordinate,STARLINK-32029 - X-Coordinate,STARLINK-4388 - X-Coordinate,STARLINK-1587 - X-Coordinate,STARLINK-31106 - X-Coordinate,STARLINK-1933 - X-Coordinate,STARLINK-31114 - X-Coordinate,STARLINK-1291 - X-Coordinate,STARLINK-4083 - X-Coordinate,STARLINK-31293 - X-Coordinate,STARLINK-6195 - X-Coordinate,STARLINK-5839 - X-Coordinate,STARLINK-2342 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4747 - Y-Coordinate,STARLINK-4421 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-31434 - Y-Coordinate,STARLINK-1412 - Y-Coordinate,STARLINK-3689 - Y-Coordinate,STARLINK-30211 - Y-Coordinate,STARLINK-2046 - Y-Coordinate,STARLINK-4309 - Y-Coordinate,STARLINK-2280 - Y-Coordinate,STARLINK-31467 - Y-Coordinate,STARLINK-5000 - Y-Coordinate,STARLINK-5952 - Y-Coordinate,STARLINK-30838 - Y-Coordinate,STARLINK-5689 - Y-Coordinate,STARLINK-4216 - Y-Coordinate,STARLINK-5599 - Y-Coordinate,STARLINK-30223 - Y-Coordinate,STARLINK-2757 - Y-Coordinate,STARLINK-31973 - Y-Coordinate,STARLINK-3095 - Y-Coordinate,STARLINK-31547 - Y-Coordinate,STARLINK-4028 - Y-Coordinate,STARLINK-30443 - Y-Coordinate,STARLINK-31808 - Y-Coordinate,STARLINK-5249 - Y-Coordinate,STARLINK-4557 - Y-Coordinate,STARLINK-5862 - Y-Coordinate,STARLINK-4471 - Y-Coordinate,STARLINK-31253 - Y-Coordinate,STARLINK-6320 - Y-Coordinate,STARLINK-4400 - Y-Coordinate,STARLINK-3541 - Y-Coordinate,STARLINK-5279 - Y-Coordinate,STARLINK-3965 - Y-Coordinate,STARLINK-1373 - Y-Coordinate,STARLINK-5961 - Y-Coordinate,STARLINK-5968 - Y-Coordinate,STARLINK-5733 - Y-Coordinate,STARLINK-5122 - Y-Coordinate,STARLINK-30267 - Y-Coordinate,STARLINK-2006 - Y-Coordinate,STARLINK-3663 - Y-Coordinate,STARLINK-3166 - Y-Coordinate,STARLINK-4199 - Y-Coordinate,STARLINK-1295 - Y-Coordinate,STARLINK-6257 - Y-Coordinate,STARLINK-31156 - Y-Coordinate,STARLINK-3048 - Y-Coordinate,STARLINK-1942 - Y-Coordinate,STARLINK-32156 - Y-Coordinate,STARLINK-4635 - Y-Coordinate,STARLINK-4586 - Y-Coordinate,STARLINK-2538 - Y-Coordinate,STARLINK-6150 - Y-Coordinate,STARLINK-5313 - Y-Coordinate,STARLINK-31781 - Y-Coordinate,STARLINK-4056 - Y-Coordinate,STARLINK-4609 - Y-Coordinate,STARLINK-31737 - Y-Coordinate,STARLINK-2192 - Y-Coordinate,STARLINK-5617 - Y-Coordinate,STARLINK-5214 - Y-Coordinate,STARLINK-1156 - Y-Coordinate,STARLINK-11204 [DTC] - Y-Coordinate,STARLINK-1235 - Y-Coordinate,STARLINK-11139 [DTC] - Y-Coordinate,STARLINK-3621 - Y-Coordinate,STARLINK-3667 - Y-Coordinate,STARLINK-1641 - Y-Coordinate,STARLINK-4732 - Y-Coordinate,STARLINK-3194 - Y-Coordinate,STARLINK-2042 - Y-Coordinate,STARLINK-31539 - Y-Coordinate,STARLINK-2723 - Y-Coordinate,STARLINK-31942 - Y-Coordinate,STARLINK-31061 - Y-Coordinate,STARLINK-31465 - Y-Coordinate,STARLINK-5168 - Y-Coordinate,STARLINK-4535 - Y-Coordinate,STARLINK-3589 - Y-Coordinate,STARLINK-5047 - Y-Coordinate,STARLINK-1499 - Y-Coordinate,STARLINK-2082 - Y-Coordinate,STARLINK-31859 - Y-Coordinate,STARLINK-3513 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-4727 - Y-Coordinate,STARLINK-32029 - Y-Coordinate,STARLINK-4388 - Y-Coordinate,STARLINK-1587 - Y-Coordinate,STARLINK-31106 - Y-Coordinate,STARLINK-1933 - Y-Coordinate,STARLINK-31114 - Y-Coordinate,STARLINK-1291 - Y-Coordinate,STARLINK-4083 - Y-Coordinate,STARLINK-31293 - Y-Coordinate,STARLINK-6195 - Y-Coordinate,STARLINK-5839 - Y-Coordinate,STARLINK-2342 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4747 - Z-Coordinate,STARLINK-4421 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-31434 - Z-Coordinate,STARLINK-1412 - Z-Coordinate,STARLINK-3689 - Z-Coordinate,STARLINK-30211 - Z-Coordinate,STARLINK-2046 - Z-Coordinate,STARLINK-4309 - Z-Coordinate,STARLINK-2280 - Z-Coordinate,STARLINK-31467 - Z-Coordinate,STARLINK-5000 - Z-Coordinate,STARLINK-5952 - Z-Coordinate,STARLINK-30838 - Z-Coordinate,STARLINK-5689 - Z-Coordinate,STARLINK-4216 - Z-Coordinate,STARLINK-5599 - Z-Coordinate,STARLINK-30223 - Z-Coordinate,STARLINK-2757 - Z-Coordinate,STARLINK-31973 - Z-Coordinate,STARLINK-3095 - Z-Coordinate,STARLINK-31547 - Z-Coordinate,STARLINK-4028 - Z-Coordinate,STARLINK-30443 - Z-Coordinate,STARLINK-31808 - Z-Coordinate,STARLINK-5249 - Z-Coordinate,STARLINK-4557 - Z-Coordinate,STARLINK-5862 - Z-Coordinate,STARLINK-4471 - Z-Coordinate,STARLINK-31253 - Z-Coordinate,STARLINK-6320 - Z-Coordinate,STARLINK-4400 - Z-Coordinate,STARLINK-3541 - Z-Coordinate,STARLINK-5279 - Z-Coordinate,STARLINK-3965 - Z-Coordinate,STARLINK-1373 - Z-Coordinate,STARLINK-5961 - Z-Coordinate,STARLINK-5968 - Z-Coordinate,STARLINK-5733 - Z-Coordinate,STARLINK-5122 - Z-Coordinate,STARLINK-30267 - Z-Coordinate,STARLINK-2006 - Z-Coordinate,STARLINK-3663 - Z-Coordinate,STARLINK-3166 - Z-Coordinate,STARLINK-4199 - Z-Coordinate,STARLINK-1295 - Z-Coordinate,STARLINK-6257 - Z-Coordinate,STARLINK-31156 - Z-Coordinate,STARLINK-3048 - Z-Coordinate,STARLINK-1942 - Z-Coordinate,STARLINK-32156 - Z-Coordinate,STARLINK-4635 - Z-Coordinate,STARLINK-4586 - Z-Coordinate,STARLINK-2538 - Z-Coordinate,STARLINK-6150 - Z-Coordinate,STARLINK-5313 - Z-Coordinate,STARLINK-31781 - Z-Coordinate,STARLINK-4056 - Z-Coordinate,STARLINK-4609 - Z-Coordinate,STARLINK-31737 - Z-Coordinate,STARLINK-2192 - Z-Coordinate,STARLINK-5617 - Z-Coordinate,STARLINK-5214 - Z-Coordinate,STARLINK-1156 - Z-Coordinate,STARLINK-11204 [DTC] - Z-Coordinate,STARLINK-1235 - Z-Coordinate,STARLINK-11139 [DTC] - Z-Coordinate,STARLINK-3621 - Z-Coordinate,STARLINK-3667 - Z-Coordinate,STARLINK-1641 - Z-Coordinate,STARLINK-4732 - Z-Coordinate,STARLINK-3194 - Z-Coordinate,STARLINK-2042 - Z-Coordinate,STARLINK-31539 - Z-Coordinate,STARLINK-2723 - Z-Coordinate,STARLINK-31942 - Z-Coordinate,STARLINK-31061 - Z-Coordinate,STARLINK-31465 - Z-Coordinate,STARLINK-5168 - Z-Coordinate,STARLINK-4535 - Z-Coordinate,STARLINK-3589 - Z-Coordinate,STARLINK-5047 - Z-Coordinate,STARLINK-1499 - Z-Coordinate,STARLINK-2082 - Z-Coordinate,STARLINK-31859 - Z-Coordinate,STARLINK-3513 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-4727 - Z-Coordinate,STARLINK-32029 - Z-Coordinate,STARLINK-4388 - Z-Coordinate,STARLINK-1587 - Z-Coordinate,STARLINK-31106 - Z-Coordinate,STARLINK-1933 - Z-Coordinate,STARLINK-31114 - Z-Coordinate,STARLINK-1291 - Z-Coordinate,STARLINK-4083 - Z-Coordinate,STARLINK-31293 - Z-Coordinate,STARLINK-6195 - Z-Coordinate,STARLINK-5839 - Z-Coordinate,STARLINK-2342 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-240.5766,907.7626,-4985.3670,5071.4882,51.2362,4402.7966,-4936.5970,1773.2907,1253.6811,6323.4259,2888.5485,3783.7551,-1492.1045,-1283.8400,-767.8854,2402.8254,1350.4360,-6089.3876,4082.8416,-4973.0247,921.9524,5455.7838,3049.6142,4987.1269,5093.2072,-3800.7620,-5216.2548,368.4688,6302.5323,-1915.9407,-6662.2905,923.0709,2312.7922,6078.3861,3833.9382,-2235.1636,-4073.7769,5157.9533,3557.8160,5795.6769,-3010.0902,1782.1794,3957.7497,3682.5668,-4083.6551,1101.9946,1615.5663,5516.6982,-705.0125,-1388.8170,-47.2422,-3888.2950,-4312.7952,-5160.7497,5869.6425,-2644.3005,0.0000,6163.6238,6818.7287,-6636.3316,-3701.5324,5476.8808,-3552.9909,1023.5719,-4864.6002,0.0000,-5520.7941,2653.9746,2914.8888,6101.0529,2092.1987,2855.8964,-4681.5198,-5161.2200,-5644.1077,-2278.4430,5171.2341,-6394.0170,-2935.9870,-3292.9576,-5686.7388,4953.9967,0.0000,5259.4979,-5383.2866,2043.7101,5071.4454,2734.6617,1757.6627,5828.4989,-5596.9205,-6785.2397,5545.9973,6681.8411,4167.4256,3817.7263,-5273.3751,-99.0983,-3816.7666,3144.0005,-169654.2002,-157040.7616,-163754.0281,-166696.8156,-159725.2146,-162064.2337,-167945.6087,-165150.7804,-246565281.6327,-246555604.6647,-246549981.4398,-246541437.5945,-166538.6203,-246549294.1082,-6646.2900,-1189.5878,3570.3794,-3776.0424,4328.2636,5127.6312,3339.3357,4835.6459,1830.5261,-1402.7796,4833.5715,1676.9675,-4909.5291,-5262.9883,-6568.8430,-5112.2204,-2585.5382,1348.0812,-947.2871,4247.0818,4881.1312,3663.7193,5784.1515,996.8231,-4191.5197,1771.1699,824.1258,-3559.1984,-2936.7146,-6336.4899,1332.8200,-184.7533,4865.6857,2851.7182,-3253.6030,-3662.0141,-3353.0454,2734.1877,3763.8731,2468.8930,-5893.3162,-4443.0030,-964.7027,1940.3612,2408.8618,-6043.9327,-6520.7265,3158.4884,-3090.7169,5269.7897,-6504.4814,-3360.4086,-1850.8197,16.4346,-1041.9949,1043.3355,0.0000,241.0868,-487.7403,1410.2340,1864.1788,-1400.0684,-3771.2764,4035.2941,-4191.7955,0.0000,-147.0651,-3577.2463,4989.6897,-2507.8067,3661.0701,-5326.3857,3825.2281,-2431.1288,-3779.2470,4448.2631,-689.1892,2217.7128,-6255.3562,5637.1334,745.9354,-3741.3291,0.0000,-3202.3995,-2545.7664,5126.6861,2224.3075,3219.7271,3759.5335,-2949.2260,2223.5239,-702.7773,-3909.1620,1561.0819,-462.8229,3892.0528,2707.8410,5426.7518,-3449.8131,-4200.8367,324051.6067,344174.8684,332954.8894,332623.0507,337682.0080,336228.1869,342218.1801,337356.1202,19431530.7961,19412578.9455,19434899.6241,19436415.0821,338404.6911,19427295.2848,-1904.5731,6754.8289,2978.5874,2497.6244,-5387.2378,-1437.5909,-3533.5126,-4611.4398,-6582.4854,-2224.9977,3815.3095,5532.0448,-4671.3742,4329.3600,-2080.1872,3962.7262,-6314.2912,2823.4587,-5511.3684,-1977.5002,4854.9893,1846.3623,-2269.6035,-4706.8275,1789.0230,-5499.2729,4429.4369,-5886.2573,111.2726,-1720.7093,1352.4472,6857.0876,-4336.4219,1615.5264,-4753.5472,5400.1905,-4502.0942,3731.9260,4595.5770,2833.3363,1678.3204,4954.9696,5412.1408,5510.4408,-5037.0193,2896.8895,-1750.3178,-2766.6647,-6183.6034,4082.9001,-1885.8578,-4636.4191,4841.4239,4592.7187,-3537.8195,-6340.1287,0.0000,-3135.6024,1043.6600,655.0244,5459.9641,4035.9822,4558.6588,5363.5495,1561.2810,0.0000,-3873.8336,5280.2279,-3792.2198,1678.2178,5475.4281,-3343.1219,-3344.5031,3725.3606,1261.6015,4593.9686,4538.7799,-1115.8350,32.0931,2251.5871,-3875.6811,3106.7766,0.0000,3128.3292,-3300.0166,4139.8728,-4133.9129,5465.7366,5384.3325,-2322.5175,3193.4206,478.3950,564.4931,460.7516,-5486.2844,-4260.9935,-3432.9960,4307.0148,-4646.6040,-4425.4416,13855.5078,10612.7541,11750.3309,16875.7076,17256.1832,6809.5597,4842.2158,12818.6894,103218528.3254,103199918.9812,103186900.0843,103205770.9167,12274.5311,103206534.9909,
300.000,-1475.5754,887.6683,-4538.5162,3501.2492,2100.2296,5352.3625,-3207.5991,3569.5424,-679.7962,5171.2807,4649.7765,4482.3986,-3377.8837,-3255.3742,-2336.3219,519.9279,-824.5693,-4883.4215,3628.8206,-3370.7203,1599.7369,5732.5750,3780.2436,5065.0121,4144.6771,-2492.5792,-5605.3778,-1220.4350,6182.9984,-3137.8587,-6329.1137,824.1229,4022.2074,5930.4058,3209.0303,-3684.7074,-5488.4381,6294.2209,5119.0551,5402.7599,-3782.0499,310.9788,3112.3531,4696.3154,-2268.7880,-448.7883,-60.4494,6534.4809,-1978.0019,453.3980,-1326.3708,-5473.9952,-4077.3823,-5800.3255,5877.5624,-833.5855,0.0000,5170.0300,6664.1709,-6128.6980,-2742.0081,6150.2311,-5207.3445,3115.5255,-5103.1601,0.0000,-4395.3027,1331.0370,4469.8079,5713.5643,3673.6582,1866.0643,-2941.9407,-6235.0428,-5779.1458,-350.2768,4309.6732,-5392.8218,-3876.6589,-2319.5780,-4362.4437,3516.9085,0.0000,3634.3667,-5333.5961,3084.9243,6260.1967,4446.7038,3740.9262,5046.9425,-4066.9456,-6489.3022,4680.3599,6499.0107,4001.4686,5381.8871,-5085.5781,1899.7691,-4869.2687,1118.5192,-176363.0543,-164368.4974,-170979.0724,-173853.5260,-166824.1942,-169138.4011,-175052.5570,-172338.8117,-246928255.4176,-246918426.5871,-246913510.7145,-246905008.8679,-173664.1697,-246912324.2864,-5792.6678,1096.1541,4920.4801,-4272.9939,4604.9252,4350.7519,4329.7059,4860.4236,661.3617,-2484.3674,4151.4956,-367.3766,-3871.0459,-5036.1182,-6498.2500,-4727.2363,-2273.2983,2808.9152,-3025.6386,4971.8227,3112.2777,1944.0845,4396.5151,-1152.9173,-5429.6940,3507.8123,2527.8222,-2113.5776,-2393.3375,-6074.8650,2815.7324,2077.6651,4764.7677,1403.3226,-4976.8837,-2033.5050,-1890.0965,1292.2970,2398.7064,829.6448,-4625.5195,-5669.2170,-2989.6565,62.7273,3511.6013,-5271.9753,-6225.9668,1853.6841,-1319.6255,4551.9849,-5662.5742,-2515.2423,282.3351,1693.3208,-2833.8602,2296.6297,0.0000,-1188.7635,-1686.8636,2846.4879,3780.9100,-2392.6451,-3107.6069,3670.1776,-2700.7510,0.0000,1444.4067,-5105.0485,4750.7138,-3701.0314,2162.5343,-6418.2684,4248.3987,-907.8355,-2384.2012,5364.9469,-2661.6178,3172.4237,-5444.5219,6488.5867,2100.2383,-3590.1275,0.0000,-3849.5030,-561.3079,3467.6401,1060.4184,1996.3464,2992.6698,-2066.2775,3148.0896,845.1878,-4784.8819,277.9631,-2579.3659,3250.2012,4202.0959,4719.8888,-1570.7372,-4289.3162,320487.3901,340616.8083,329316.8643,329092.3308,334116.5777,332672.9615,338565.9107,334024.3258,14043588.4598,14024389.5578,14046629.9926,14048643.1074,334824.9000,14039298.0099,-3484.8207,6772.6209,1301.9503,3958.1413,-4704.9527,367.7892,-4356.3246,-3378.8495,-6881.7435,-3742.5604,2726.0217,5245.5103,-4664.0810,3486.2097,-599.4219,4996.9191,-6521.8447,3887.0872,-5061.1419,-3256.4474,5997.9222,3152.2346,-3782.0447,-4586.2222,272.4644,-5413.3911,3119.3003,-6441.9752,-2106.3462,83.6784,-181.3270,6551.8669,-2988.6506,3242.8287,-3577.9283,5463.7161,-3795.2000,2597.6058,4000.2825,4219.3885,3297.8185,3906.1566,5221.7450,5064.2115,-5511.2285,4255.6491,-3072.9801,-1382.2066,-6529.4992,5041.9392,-3472.4752,-3406.2843,5361.6811,3353.5173,-2337.5332,-6504.7962,0.0000,-4444.0918,-772.6020,-902.8735,5018.4178,2173.7187,3299.3251,4789.2384,3210.0366,0.0000,-4909.8612,4462.3068,-2282.1010,-129.3860,5439.8441,-1733.8536,-4587.0610,2598.3664,2935.0008,4146.0015,4707.1330,-2814.3950,-1762.5532,492.3961,-4947.9878,4785.4703,0.0000,4432.3229,-4194.6976,5102.3457,-2725.2027,4896.7199,4824.4063,-4282.8334,4471.0704,1977.7388,-1258.4329,2224.5056,-5001.2574,-2886.9737,-1840.8908,4702.7409,-4677.7321,-5241.5943,13675.7959,10466.0269,11702.3671,16583.4915,17225.2938,6870.3575,4554.6759,13097.9620,103216270.1794,103198163.1340,103184632.7201,103203064.4100,12127.6595,103204221.4587,
600.000,-2602.7500,675.7832,-3632.2859,1549.4856,3921.0888,5769.8282,-1172.7602,4992.0262,-2487.3835,3492.7019,5926.8905,4789.3646,-4959.0518,-4901.5783,-3672.8821,-1445.0642,-2930.0381,-3197.4507,2873.1095,-1415.7665,2192.9831,5451.1484,4178.2176,4696.3778,2778.4329,-987.4832,-5457.6559,-2744.5522,5383.9525,-4037.0782,-5380.6163,543.6517,5314.9957,5211.4831,2305.8007,-4812.5955,-6388.2740,6826.2160,6199.2410,4503.9421,-4199.1618,-1152.1529,1995.8549,5288.2050,-253.8763,-1994.2408,-1755.8099,6917.6249,-3122.6246,2285.6901,-2504.3498,-6516.7573,-3465.8127,-5886.9687,5332.3020,1013.3784,0.0000,3685.9446,5845.0336,-4992.3060,-1557.8014,6211.5703,-6336.5690,4879.3535,-4788.4405,0.0000,-2831.6596,-78.3052,5565.2841,4728.4537,4931.5474,709.1542,-897.5074,-6679.7162,-5359.8616,1588.7337,3068.5971,-3835.7013,-4448.9697,-1119.8412,-2629.4175,1694.5748,0.0000,1639.9318,-4775.0858,3874.0352,6829.4851,5739.2154,5343.0001,3687.7113,-2117.3669,-5540.2435,3317.4817,5665.0472,3493.0639,6404.9862,-4392.7124,3736.8421,-5490.2958,-1033.4393,-182996.8740,-171618.6573,-178128.5499,-180935.3858,-173848.4471,-176139.8486,-182079.0992,-179556.5658,-247173499.9751,-247163506.5961,-247159295.5716,-247150870.1170,-180712.7966,-247157622.3576,-4371.8803,3260.1861,5750.4407,-4365.6657,4473.1278,3135.8596,4942.3061,4434.8358,-659.1385,-3354.5242,3069.2069,-2350.3835,-2498.9208,-4354.3690,-5799.5448,-3917.7921,-1816.6406,4023.2701,-4808.4194,5222.8195,1043.3603,7.8943,2564.6820,-3186.5217,-6116.1522,4931.5310,3953.2564,-508.2234,-1618.1850,-5186.2325,4026.7440,4111.0929,4219.3197,-215.0311,-6201.8092,-242.5955,-277.3679,-250.5652,835.9102,-926.9775,-2868.8025,-6347.0352,-4718.2282,-1786.4868,4323.6831,-3972.7202,-5346.4428,382.3055,537.1689,3405.2880,-4229.8948,-1459.0550,2401.5337,3172.7274,-4335.9697,3388.6793,0.0000,-2546.0752,-2726.7008,4000.3948,5330.1436,-3116.4396,-2170.5666,2975.5799,-876.8386,0.0000,2928.6637,-6145.6521,4059.8532,-4508.8387,494.8766,-6866.4242,4299.2392,683.7546,-726.6872,5760.2876,-4395.5829,3835.3143,-4082.6185,6690.0051,3297.8259,-3130.6400,0.0000,-4162.4110,1499.3599,1475.4379,-178.7946,624.8825,1967.9782,-1011.0056,3797.3474,2326.6955,-5172.7953,-1057.7014,-4433.8599,2317.4554,5252.2398,3595.4189,438.3340,-4001.0788,316786.4261,336900.7248,325532.2265,325413.9812,330402.3388,328971.2608,334763.6075,330594.5635,8649058.3628,8629623.3575,8651748.9468,8654239.9300,331095.0268,8644710.4562,-4690.2396,6064.8894,-521.1583,4969.7394,-3515.3297,2133.3072,-4712.9347,-1781.7312,-6452.9215,-4845.4660,1328.1894,4393.5820,-4159.9200,2270.7901,945.5648,5489.7079,-6041.5661,4519.1165,-4068.5386,-4171.6471,6504.6000,4104.7655,-4888.3956,-3975.0127,-1274.5452,-4745.5905,1469.9827,-6298.4535,-4100.8386,1878.6953,-1695.6728,5545.8858,-1318.6589,4518.8201,-2017.4125,4935.2623,-2682.9928,1185.0202,2976.0346,5149.1767,4547.6779,2432.3362,4434.7144,4071.3666,-5393.6327,5130.8299,-4068.3637,150.3348,-6184.7785,5433.0352,-4661.2227,-1809.9454,5260.8230,1752.2053,-886.8716,-5981.2927,0.0000,-5275.2850,-2505.6024,-2359.1305,4023.0599,80.2757,1682.6233,3671.2370,4462.5485,0.0000,-5377.4729,3162.9503,-525.3893,-1922.3992,4818.4877,63.2449,-5334.7990,1178.7908,4290.7710,3226.5571,4368.8817,-4202.3001,-3366.8266,-1320.1255,-5489.7398,5954.6505,0.0000,5257.0225,-4616.3870,5511.8828,-1021.9614,3799.5511,3718.6549,-5785.8635,5246.1804,3256.3201,-2939.3184,3744.0957,-3975.8828,-1202.1548,-44.4519,4595.2563,-4209.1564,-5481.7496,13495.8598,10319.8315,11655.2051,16286.1357,17190.8101,6937.2019,4272.4560,13307.5201,103214006.4534,103196411.7340,103182373.4348,103200360.4028,11980.7799,103201907.7947,
