sl_100_5400_20261117 Coordinates.csv
2026/11/17 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:36 2024,
Start: 2026/11/17 07:47:00.00, Stop: 2026/11/17 09:17:00.00,
TIME_UNITS,STARLINK-6160 - X-Coordinate,STARLINK-11142 [DTC] - X-Coordinate,STARLINK-30124 - X-Coordinate,STARLINK-11247 [DTC] - X-Coordinate,STARLINK-1476 - X-Coordinate,STARLINK-6109 - X-Coordinate,STARLINK-3243 - X-Coordinate,STARLINK-5374 - X-Coordinate,STARLINK-2062 - X-Coordinate,STARLINK-1244 - X-Coordinate,STARLINK-31059 - X-Coordinate,STARLINK-4549 - X-Coordinate,STARLINK-6187 - X-Coordinate,STARLINK-30797 - X-Coordinate,STARLINK-4760 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-4604 - X-Coordinate,STARLINK-4767 - X-Coordinate,STARLINK-4116 - X-Coordinate,STARLINK-31958 - X-Coordinate,STARLINK-4213 - X-Coordinate,STARLINK-5920 - X-Coordinate,STARLINK-1601 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,STARLINK-3512 - X-Coordinate,STARLINK-5094 - X-Coordinate,STARLINK-30559 - X-Coordinate,STARLINK-30052 - X-Coordinate,STARLINK-6094 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-6219 - X-Coordinate,STARLINK-3260 - X-Coordinate,STARLINK-30530 - X-Coordinate,STARLINK-5483 - X-Coordinate,STARLINK-2052 - X-Coordinate,STARLINK-32096 - X-Coordinate,STARLINK-30186 - X-Coordinate,STARLINK-30396 - X-Coordinate,STARLINK-31406 - X-Coordinate,STARLINK-6103 - X-Coordinate,STARLINK-31074 - X-Coordinate,STARLINK-4030 - X-Coordinate,STARLINK-2403 - X-Coordinate,STARLINK-4481 - X-Coordinate,STARLINK-3316 - X-Coordinate,STARLINK-11090 [DTC] - X-Coordinate,STARLINK-5239 - X-Coordinate,STARLINK-2182 - X-Coordinate,STARLINK-4263 - X-Coordinate,STARLINK-1896 - X-Coordinate,STARLINK-1485 - X-Coordinate,STARLINK-31793 - X-Coordinate,STARLINK-1785 - X-Coordinate,STARLINK-1201 - X-Coordinate,STARLINK-4685 - X-Coordinate,STARLINK-2557 - X-Coordinate,STARLINK-30138 - X-Coordinate,STARLINK-2588 - X-Coordinate,STARLINK-4190 - X-Coordinate,STARLINK-2032 - X-Coordinate,STARLINK-5235 - X-Coordinate,STARLINK-1502 - X-Coordinate,STARLINK-32154 - X-Coordinate,STARLINK-5885 - X-Coordinate,STARLINK-5467 - X-Coordinate,STARLINK-31570 - X-Coordinate,STARLINK-2068 - X-Coordinate,STARLINK-31654 - X-Coordinate,STARLINK-4047 - X-Coordinate,STARLINK-32075 - X-Coordinate,STARLINK-2689 - X-Coordinate,STARLINK-6105 - X-Coordinate,STARLINK-30887 - X-Coordinate,STARLINK-3176 - X-Coordinate,STARLINK-31715 - X-Coordinate,STARLINK-3575 - X-Coordinate,STARLINK-31540 - X-Coordinate,STARLINK-1524 - X-Coordinate,STARLINK-2459 - X-Coordinate,STARLINK-4621 - X-Coordinate,STARLINK-4184 - X-Coordinate,STARLINK-32102 - X-Coordinate,STARLINK-4206 - X-Coordinate,STARLINK-11245 [DTC] - X-Coordinate,STARLINK-30852 - X-Coordinate,STARLINK-3366 - X-Coordinate,STARLINK-3245 - X-Coordinate,STARLINK-5702 - X-Coordinate,STARLINK-3744 - X-Coordinate,STARLINK-31903 - X-Coordinate,STARLINK-31949 - X-Coordinate,STARLINK-30331 - X-Coordinate,STARLINK-6048 - X-Coordinate,STARLINK-4590 - X-Coordinate,STARLINK-5800 - X-Coordinate,STARLINK-31771 - X-Coordinate,STARLINK-5625 - X-Coordinate,STARLINK-5416 - X-Coordinate,STARLINK-31835 - X-Coordinate,STARLINK-4677 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-11142 [DTC] - Y-Coordinate,STARLINK-30124 - Y-Coordinate,STARLINK-11247 [DTC] - Y-Coordinate,STARLINK-1476 - Y-Coordinate,STARLINK-6109 - Y-Coordinate,STARLINK-3243 - Y-Coordinate,STARLINK-5374 - Y-Coordinate,STARLINK-2062 - Y-Coordinate,STARLINK-1244 - Y-Coordinate,STARLINK-31059 - Y-Coordinate,STARLINK-4549 - Y-Coordinate,STARLINK-6187 - Y-Coordinate,STARLINK-30797 - Y-Coordinate,STARLINK-4760 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-4604 - Y-Coordinate,STARLINK-4767 - Y-Coordinate,STARLINK-4116 - Y-Coordinate,STARLINK-31958 - Y-Coordinate,STARLINK-4213 - Y-Coordinate,STARLINK-5920 - Y-Coordinate,STARLINK-1601 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,STARLINK-3512 - Y-Coordinate,STARLINK-5094 - Y-Coordinate,STARLINK-30559 - Y-Coordinate,STARLINK-30052 - Y-Coordinate,STARLINK-6094 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-6219 - Y-Coordinate,STARLINK-3260 - Y-Coordinate,STARLINK-30530 - Y-Coordinate,STARLINK-5483 - Y-Coordinate,STARLINK-2052 - Y-Coordinate,STARLINK-32096 - Y-Coordinate,STARLINK-30186 - Y-Coordinate,STARLINK-30396 - Y-Coordinate,STARLINK-31406 - Y-Coordinate,STARLINK-6103 - Y-Coordinate,STARLINK-31074 - Y-Coordinate,STARLINK-4030 - Y-Coordinate,STARLINK-2403 - Y-Coordinate,STARLINK-4481 - Y-Coordinate,STARLINK-3316 - Y-Coordinate,STARLINK-11090 [DTC] - Y-Coordinate,STARLINK-5239 - Y-Coordinate,STARLINK-2182 - Y-Coordinate,STARLINK-4263 - Y-Coordinate,STARLINK-1896 - Y-Coordinate,STARLINK-1485 - Y-Coordinate,STARLINK-31793 - Y-Coordinate,STARLINK-1785 - Y-Coordinate,STARLINK-1201 - Y-Coordinate,STARLINK-4685 - Y-Coordinate,STARLINK-2557 - Y-Coordinate,STARLINK-30138 - Y-Coordinate,STARLINK-2588 - Y-Coordinate,STARLINK-4190 - Y-Coordinate,STARLINK-2032 - Y-Coordinate,STARLINK-5235 - Y-Coordinate,STARLINK-1502 - Y-Coordinate,STARLINK-32154 - Y-Coordinate,STARLINK-5885 - Y-Coordinate,STARLINK-5467 - Y-Coordinate,STARLINK-31570 - Y-Coordinate,STARLINK-2068 - Y-Coordinate,STARLINK-31654 - Y-Coordinate,STARLINK-4047 - Y-Coordinate,STARLINK-32075 - Y-Coordinate,STARLINK-2689 - Y-Coordinate,STARLINK-6105 - Y-Coordinate,STARLINK-30887 - Y-Coordinate,STARLINK-3176 - Y-Coordinate,STARLINK-31715 - Y-Coordinate,STARLINK-3575 - Y-Coordinate,STARLINK-31540 - Y-Coordinate,STARLINK-1524 - Y-Coordinate,STARLINK-2459 - Y-Coordinate,STARLINK-4621 - Y-Coordinate,STARLINK-4184 - Y-Coordinate,STARLINK-32102 - Y-Coordinate,STARLINK-4206 - Y-Coordinate,STARLINK-11245 [DTC] - Y-Coordinate,STARLINK-30852 - Y-Coordinate,STARLINK-3366 - Y-Coordinate,STARLINK-3245 - Y-Coordinate,STARLINK-5702 - Y-Coordinate,STARLINK-3744 - Y-Coordinate,STARLINK-31903 - Y-Coordinate,STARLINK-31949 - Y-Coordinate,STARLINK-30331 - Y-Coordinate,STARLINK-6048 - Y-Coordinate,STARLINK-4590 - Y-Coordinate,STARLINK-5800 - Y-Coordinate,STARLINK-31771 - Y-Coordinate,STARLINK-5625 - Y-Coordinate,STARLINK-5416 - Y-Coordinate,STARLINK-31835 - Y-Coordinate,STARLINK-4677 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-11142 [DTC] - Z-Coordinate,STARLINK-30124 - Z-Coordinate,STARLINK-11247 [DTC] - Z-Coordinate,STARLINK-1476 - Z-Coordinate,STARLINK-6109 - Z-Coordinate,STARLINK-3243 - Z-Coordinate,STARLINK-5374 - Z-Coordinate,STARLINK-2062 - Z-Coordinate,STARLINK-1244 - Z-Coordinate,STARLINK-31059 - Z-Coordinate,STARLINK-4549 - Z-Coordinate,STARLINK-6187 - Z-Coordinate,STARLINK-30797 - Z-Coordinate,STARLINK-4760 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-4604 - Z-Coordinate,STARLINK-4767 - Z-Coordinate,STARLINK-4116 - Z-Coordinate,STARLINK-31958 - Z-Coordinate,STARLINK-4213 - Z-Coordinate,STARLINK-5920 - Z-Coordinate,STARLINK-1601 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,STARLINK-3512 - Z-Coordinate,STARLINK-5094 - Z-Coordinate,STARLINK-30559 - Z-Coordinate,STARLINK-30052 - Z-Coordinate,STARLINK-6094 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-6219 - Z-Coordinate,STARLINK-3260 - Z-Coordinate,STARLINK-30530 - Z-Coordinate,STARLINK-5483 - Z-Coordinate,STARLINK-2052 - Z-Coordinate,STARLINK-32096 - Z-Coordinate,STARLINK-30186 - Z-Coordinate,STARLINK-30396 - Z-Coordinate,STARLINK-31406 - Z-Coordinate,STARLINK-6103 - Z-Coordinate,STARLINK-31074 - Z-Coordinate,STARLINK-4030 - Z-Coordinate,STARLINK-2403 - Z-Coordinate,STARLINK-4481 - Z-Coordinate,STARLINK-3316 - Z-Coordinate,STARLINK-11090 [DTC] - Z-Coordinate,STARLINK-5239 - Z-Coordinate,STARLINK-2182 - Z-Coordinate,STARLINK-4263 - Z-Coordinate,STARLINK-1896 - Z-Coordinate,STARLINK-1485 - Z-Coordinate,STARLINK-31793 - Z-Coordinate,STARLINK-1785 - Z-Coordinate,STARLINK-1201 - Z-Coordinate,STARLINK-4685 - Z-Coordinate,STARLINK-2557 - Z-Coordinate,STARLINK-30138 - Z-Coordinate,STARLINK-2588 - Z-Coordinate,STARLINK-4190 - Z-Coordinate,STARLINK-2032 - Z-Coordinate,STARLINK-5235 - Z-Coordinate,STARLINK-1502 - Z-Coordinate,STARLINK-32154 - Z-Coordinate,STARLINK-5885 - Z-Coordinate,STARLINK-5467 - Z-Coordinate,STARLINK-31570 - Z-Coordinate,STARLINK-2068 - Z-Coordinate,STARLINK-31654 - Z-Coordinate,STARLINK-4047 - Z-Coordinate,STARLINK-32075 - Z-Coordinate,STARLINK-2689 - Z-Coordinate,STARLINK-6105 - Z-Coordinate,STARLINK-30887 - Z-Coordinate,STARLINK-3176 - Z-Coordinate,STARLINK-31715 - Z-Coordinate,STARLINK-3575 - Z-Coordinate,STARLINK-31540 - Z-Coordinate,STARLINK-1524 - Z-Coordinate,STARLINK-2459 - Z-Coordinate,STARLINK-4621 - Z-Coordinate,STARLINK-4184 - Z-Coordinate,STARLINK-32102 - Z-Coordinate,STARLINK-4206 - Z-Coordinate,STARLINK-11245 [DTC] - Z-Coordinate,STARLINK-30852 - Z-Coordinate,STARLINK-3366 - Z-Coordinate,STARLINK-3245 - Z-Coordinate,STARLINK-5702 - Z-Coordinate,STARLINK-3744 - Z-Coordinate,STARLINK-31903 - Z-Coordinate,STARLINK-31949 - Z-Coordinate,STARLINK-30331 - Z-Coordinate,STARLINK-6048 - Z-Coordinate,STARLINK-4590 - Z-Coordinate,STARLINK-5800 - Z-Coordinate,STARLINK-31771 - Z-Coordinate,STARLINK-5625 - Z-Coordinate,STARLINK-5416 - Z-Coordinate,STARLINK-31835 - Z-Coordinate,STARLINK-4677 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-3112.5052,4178.3222,-3762.2731,-2657.6431,-1422.9089,6.6861,-1649.8962,-970.1993,-6406.5175,6471.6876,6562.4535,-4765.3687,-5043.2678,5284.8734,2824.6952,-1497.5478,-6194.6841,2846.2245,3219.3458,-2533.8636,-5248.3455,4174.4857,5272.9398,-157.1709,-3022.4648,-241.9397,-4232.0857,-4465.5851,-3699.1534,4800.8792,-5711.8721,-6652.5288,-3510.1280,-1620.6407,390.0828,-70.4148,-5457.3906,-6104.0432,4370.6305,743.1205,1256.0739,4145.2275,-5506.0316,-5507.5010,0.0000,4403.9819,423.2747,-6658.6907,215.6646,6460.7645,-5087.9666,-4625.2325,59.0946,6216.8115,-3370.4835,-6809.2375,2997.4918,-4577.0848,1217.3726,-6821.5462,-5019.8502,-6307.4291,-2956.4987,4436.9703,-1735.2371,-249.9987,4836.6366,5908.0785,-5786.7097,-3518.6991,-1699.7303,4163.6091,-778.8373,-5059.5717,193.7794,1955.7858,-2632.7581,5328.9864,-3685.3183,-5690.9432,6159.3466,2731.4427,6123.4335,-2272.0548,1472.2510,5191.4675,3308.2829,4174.5239,6523.4664,3630.5966,-219.1855,-152.8526,-1708.0112,1398.3257,4343.4810,-5539.8014,-801.3831,-6335.7753,-4313.5981,-6441.1536,354657.8753,333043.9332,348475.9240,347569.4791,345840.7197,346136.0132,338339.9708,342733.6387,-171628821.5604,-171641874.1645,-171612957.4332,-171621533.9365,342344.6059,-171618716.6593,-5387.4531,126.8221,3410.3392,3535.4203,-4238.4515,5051.4131,-4701.8337,-5075.5620,-1990.1362,79.1693,-1893.6012,4947.6989,-4236.8554,757.0479,-6249.9274,5874.8213,-1530.2950,3315.5876,-2921.0306,-5953.7704,-158.2216,1703.5373,-614.0602,4209.3373,5614.7646,-4254.7314,-4245.2537,2801.0802,-3479.6780,3175.2054,914.0390,-1269.3790,3689.1577,-5905.1863,4154.4113,5064.9364,4192.9314,2928.2428,4276.2055,-6007.3773,-5169.9927,-154.4038,1872.1708,2822.5223,0.0000,4946.5065,5137.8096,908.8185,4381.5554,-315.1923,-1598.6287,1337.2994,4105.7941,3017.2065,-3072.3587,1021.3331,-4105.4724,3559.2014,-4934.2884,-1059.3592,-4613.8907,-2663.6736,4641.1132,3462.8003,-2326.3100,5604.1309,4906.3215,-1052.3621,-163.5992,2105.9418,4101.4408,2984.3719,-6050.7486,4248.7743,-5305.8110,-3761.3404,-5608.7421,-4300.7478,5761.8209,2698.7047,2923.5374,-5331.7285,3148.8825,4412.2266,5488.6989,-4511.1466,3003.8837,2883.7875,-1534.5396,-5784.4875,-6710.3441,-6053.7363,5140.5299,-4128.9347,-3051.9285,-3884.3595,-5095.3968,-1700.9694,-3996.3668,2254.1649,169307.8624,195159.5370,179114.7845,176692.1076,185144.4471,182530.3129,179521.5775,179910.1402,-75868775.2811,-75853435.8356,-75894557.0441,-75874602.8619,179238.1531,-75886469.0370,-3070.2009,-5257.2685,-4689.6412,-5049.1981,-5298.5620,4631.4515,-4807.5628,-4618.2897,-1558.1551,2405.7676,-500.5400,765.3444,-2192.8184,-4307.8849,-765.0728,-2930.5560,-2676.5393,5353.4727,-5377.3417,-2143.8878,-4496.4718,-5262.8938,-3948.8593,5235.2264,-2688.0103,-5447.3078,-3467.1051,4487.2511,-4729.0935,3637.9949,3801.8275,1405.4458,4703.7098,-3291.5478,-5528.9003,-4580.2336,-698.2474,1445.0689,-3068.0270,-3385.6413,-4369.0930,-5519.9667,3639.6545,3067.7977,0.0000,1270.5945,-4620.9787,1662.6875,-5325.2143,1821.3079,4362.4980,-4862.6436,5411.8618,333.4274,-5200.3502,-306.2915,-4719.4079,-3665.6959,4663.0012,-307.1833,-1144.0488,-1011.4591,3812.7052,4054.7687,-6321.5909,3854.4906,-485.6969,3222.9471,3768.1622,-5466.9183,5289.0221,4653.3471,-3110.5288,-2030.4107,-4301.4532,5453.0205,-2800.7787,657.4917,-434.2550,2894.2674,1113.6446,3279.8371,-555.1314,4441.8358,-3971.7741,527.9145,5271.7290,-4727.1187,-1639.5031,-239.6463,1217.0514,-3371.5482,4348.1690,-5373.6789,-4467.8548,820.6427,4618.2297,-2244.8843,-3510.4475,1107.4327,-94310.8522,-97274.9836,-96580.1939,-91828.2684,-91150.7512,-101521.0217,-103770.2252,-94594.2054,48794333.4126,48772395.7441,48807926.2361,48798484.5597,-96232.6363,48795817.5114,
300.000,-4156.3486,4515.6630,-2066.2208,-1389.5606,-3430.1088,2126.9998,-2964.8550,-2926.1385,-6076.9074,5567.7404,5921.1145,-3801.4070,-5485.1020,4374.3480,1498.9881,117.3662,-6842.1911,3909.5934,2108.7242,-3711.0723,-4160.6634,5705.8166,3906.8065,1899.0540,-2037.3350,-2326.7249,-5593.3151,-2835.6158,-4964.3349,5077.9641,-4566.5250,-6199.0397,-1722.3176,-2015.7322,2514.6385,2053.7443,-4154.6030,-5430.0053,5638.1046,-1109.9237,-872.6823,4024.4108,-3958.7921,-5281.6676,0.0000,4876.3609,2141.7290,-5740.8394,2204.8601,6531.3946,-4487.6990,-3098.0842,2215.0489,6354.4844,-5034.4835,-6210.8204,1096.1942,-4121.8905,-734.3754,-6589.1914,-5382.4178,-6703.4925,-1007.9450,2897.1679,-2412.0518,1604.5051,5368.3288,5897.9418,-4695.3986,-2298.5020,-21.7222,5388.7142,-2033.7069,-4395.0418,-1386.6526,197.2399,-3797.3168,4161.6950,-2414.5400,-4730.8874,6115.7108,753.5659,6492.0351,-1047.2818,3078.5490,4249.4401,4961.0045,5177.4339,6322.5054,2144.0029,-1738.0990,-1887.5377,-378.6158,-771.9669,3336.3895,-6278.5853,-2866.9168,-6884.5433,-4490.6600,-5446.5125,350996.8967,328927.0674,344617.4970,343648.7017,341979.2483,342269.9595,334553.9007,338440.0339,-169926393.5286,-169939970.6534,-169910242.0137,-169919563.9586,338484.6854,-169916214.2469,-3786.9481,-1949.1852,4739.9891,5101.5312,-4011.1950,5004.0069,-3089.0160,-4175.7402,-576.5735,-1246.4095,-3273.4322,5678.1773,-2526.1420,-1027.7632,-6256.5201,5198.4529,-346.1638,1420.9412,-4651.4076,-4608.4407,1549.1005,1195.9626,-2081.9190,4600.3654,6539.6822,-4367.3984,-3619.6529,4195.7511,-1750.2078,1148.2152,2604.6494,74.5452,4889.8896,-4471.7350,3884.8560,4610.8041,5089.3141,4296.2388,3607.5030,-5353.0595,-4964.1190,-2292.4384,2919.7418,4225.1802,0.0000,3594.8478,5646.5649,2049.2963,3512.3688,-1590.2015,318.5643,2803.5248,3707.9776,1745.3848,-1990.8922,2151.6361,-5104.6809,5051.2553,-4263.2359,195.8529,-3285.8730,-1516.8844,4488.2306,2838.0861,-235.6705,6003.3599,3724.6096,-2810.3815,1365.7422,3892.3990,5244.1340,1280.0918,-4821.0525,5326.8329,-6004.1946,-4904.8832,-4106.7911,-4920.7390,6026.3785,1758.9810,1549.5032,-5342.2966,1991.0066,5765.6970,4190.9158,-5281.0956,1849.2753,990.8179,-2752.7859,-6247.3869,-6048.6639,-5132.3324,3975.2757,-4098.3573,-4806.4712,-2552.5126,-4824.8176,-211.9276,-2164.2216,3200.4417,176908.8756,202158.7177,186218.4022,183903.4400,192391.8347,189802.1615,186730.5630,186905.9116,-79598617.2659,-79583829.4545,-79623789.1445,-79604557.7916,186456.1821,-79616244.6128,-4065.9912,-4573.6456,-4587.0118,-4134.7989,-4494.8834,4172.9588,-5441.6927,-4693.9752,-3191.5558,3885.4475,1051.6326,-1051.4650,-3426.5482,-5184.0163,-2500.3940,-4280.3040,-963.7279,5517.6975,-4661.4173,-3386.3271,-5299.1775,-3745.9788,-4917.5959,4516.3466,-976.6749,-4831.6663,-1885.0747,4719.2523,-4521.8944,4387.0233,4501.0625,3062.9239,4602.1192,-4928.8802,-5153.8594,-4599.5204,-2170.2782,-84.9884,-1406.9345,-4269.2431,-4689.7315,-5121.0696,4780.0284,1410.5252,0.0000,2956.4305,-3384.2287,3277.9793,-5514.0636,11.6800,5216.9377,-5419.2301,5244.0038,2100.3415,-4304.7308,-2078.0149,-4566.4956,-2129.3105,5370.5582,-2076.8619,-2836.1895,800.8932,4861.4648,5625.3260,-6520.8095,2781.3846,-2241.9822,1935.4597,4876.0896,-5124.8927,4494.6628,4150.9723,-4418.5623,-253.0421,-2950.2137,4860.4489,-3867.4879,2401.2143,-2200.2708,4747.1374,2809.5125,4185.5079,1259.0696,3169.8388,-4586.1132,-1286.9152,4443.5210,-4505.5591,162.9340,-1759.0085,2630.8755,-4259.5309,5679.8520,-5521.6394,-3728.5341,-737.8199,4055.6365,-782.7833,-4696.5620,2803.7306,-94220.3047,-97169.1080,-96359.5305,-91856.7953,-90919.0817,-101188.4761,-103785.9645,-94365.4028,48791496.0862,48769669.9915,48805706.1209,48795503.3574,-96112.2231,48793239.4840,
600.000,-4838.1841,4412.3449,-197.8506,-15.8956,-5090.8149,4025.9561,-4041.1588,-4618.7479,-5152.9899,4121.2516,4679.4699,-2449.4616,-5427.4837,3062.1750,-1.2977,1759.9636,-6809.6841,4640.1143,838.6930,-4543.0728,-2700.6299,6654.2225,2126.2998,3727.0256,-860.4174,-4166.3557,-6392.2836,-956.4707,-5783.0840,4877.8457,-3003.4263,-5141.1779,205.2427,-2271.7238,4390.8217,3979.1352,-2436.2033,-4226.9679,6318.2842,-2884.7085,-2925.7158,3560.3157,-2018.6660,-4540.2846,0.0000,4853.4346,3621.0411,-4256.3592,4001.5884,5892.8163,-3486.6659,-1288.7005,4146.3118,5871.6956,-6211.1249,-4986.0265,-887.4359,-3267.9706,-2644.6455,-5704.8046,-5234.2271,-6436.0468,1075.5836,1086.2652,-2927.8067,3274.5881,5383.3557,5297.7975,-3165.3437,-894.0396,1619.3140,6115.7687,-3129.1323,-3293.9598,-2795.6993,-1542.2099,-4609.7756,2558.0541,-876.6442,-3224.2498,5478.7956,-1318.5765,6217.4919,257.3878,4423.5050,2871.2206,6136.1702,5715.8764,5485.9780,426.1383,-3105.4589,-3472.5040,1049.5544,-2868.8556,2042.5886,-6379.3259,-4648.2772,-6766.1986,-4259.2789,-3902.8451,347171.4395,324663.7682,340603.1119,339572.2893,337963.5781,338246.6596,330616.7639,334008.4721,-168142917.4996,-168157005.0095,-168126508.3869,-168136534.7089,334472.5509,-168132666.5343,-1823.2584,-3792.7789,5640.3414,6129.2342,-3438.6085,4495.1640,-1200.0093,-2912.4412,926.9059,-2489.3986,-4333.0732,5850.3447,-556.6789,-2748.8541,-5651.1412,3992.0210,861.5367,-586.4526,-5936.5996,-2792.4150,3146.6442,615.5078,-3365.7337,4541.0909,6812.1049,-4099.4802,-2654.9805,5220.1850,118.7897,-1005.6940,4076.7812,1443.5684,5653.1206,-2582.5568,3289.9771,3733.6879,5507.5157,5246.6544,2581.9629,-4210.9223,-4312.2242,-4197.2961,3723.9888,5195.0522,0.0000,1837.7305,5622.9109,3023.5671,2348.5692,-2692.3263,2236.4059,4033.9780,2982.3163,279.1306,-758.8863,3089.1977,-5648.1950,6017.3514,-3217.7930,1454.5204,-1610.5702,-210.6323,3895.2526,1839.7151,1853.5459,5806.2529,2154.5728,-4267.1026,2805.9434,5305.5946,5896.8521,-517.9796,-3112.2608,5871.3588,-6101.5127,-5599.2962,-2186.2482,-5065.6437,5689.7374,686.3670,-5.9868,-4848.2914,620.9879,6484.9129,2513.2702,-5532.0130,558.6044,-973.4373,-3696.3990,-6087.3231,-4775.3705,-3738.6277,2451.1998,-3724.5164,-6102.0971,-953.5335,-4124.4340,1290.2165,-92.8283,3859.0193,184431.7179,209070.0908,193239.2462,191030.7858,199554.7744,196988.1158,193859.6523,193766.6143,-83290297.9503,-83276070.6014,-83314844.6500,-83296389.8966,193591.1149,-83307856.1576,-4628.3294,-3353.2616,-3990.0499,-2733.9762,-3210.9714,3253.1734,-5493.0890,-4267.8349,-4476.9640,4944.4085,2486.8984,-2754.7543,-4295.4461,-5489.3508,-3964.6062,-5131.6240,852.9192,5087.5529,-3443.7266,-4248.0484,-5531.6153,-1828.0467,-5285.1356,3268.4065,839.8667,-3696.3944,-100.4702,4444.9479,-3832.9896,4641.3785,4716.9761,4390.1807,4008.8508,-6044.6902,-4227.2556,-4104.9436,-3408.6112,-1605.9326,410.9810,-4697.3371,-4499.0352,-4168.9530,5393.5067,-399.3529,0.0000,4298.4221,-1783.9695,4540.8853,-5106.2136,-1799.3501,5504.0375,-5374.8034,4482.0112,3640.8087,-2945.9635,-3623.5191,-3926.5073,-357.5915,5496.0135,-3622.1833,-4222.4896,2526.9510,5334.1606,6596.4693,-6032.5523,1394.1277,-3755.7081,429.7828,5457.2880,-4211.9477,3214.7671,3202.8288,-5237.0734,1551.6683,-1269.3011,3743.3570,-4496.3333,3881.7150,-3722.7270,6092.2530,4201.2921,4623.2425,2936.8624,1516.1952,-4710.7146,-2961.9663,3136.3562,-3803.0232,1947.6295,-3081.9193,3749.1966,-4692.1079,6408.4634,-5077.2138,-2591.4414,-2213.2349,3057.9879,763.1638,-5362.6279,4197.2449,-94129.9112,-97063.1020,-96138.3406,-91890.3783,-90690.9268,-100849.7775,-103796.3730,-94266.8908,48788659.6439,48766945.2332,48803473.8016,48792517.6420,-95991.7543,48790661.5523,
