sl_100_5400_20260330 Coordinates.csv
2026/03/30 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:04 2024,
Start: 2026/03/30 07:47:00.00, Stop: 2026/03/30 09:17:00.00,
TIME_UNITS,STARLINK-6186 - X-Coordinate,STARLINK-1998 - X-Coordinate,STARLINK-6187 - X-Coordinate,STARLINK-2440 - X-Coordinate,STARLINK-3971 - X-Coordinate,STARLINK-2417 - X-Coordinate,STARLINK-3250 - X-Coordinate,STARLINK-2033 - X-Coordinate,STARLINK-31816 - X-Coordinate,STARLINK-30137 - X-Coordinate,STARLINK-4335 - X-Coordinate,STARLINK-30183 - X-Coordinate,STARLINK-5756 - X-Coordinate,STARLINK-4503 - X-Coordinate,STARLINK-4259 - X-Coordinate,STARLINK-3115 - X-Coordinate,STARLINK-5317 - X-Coordinate,STARLINK-5732 - X-Coordinate,STARLINK-6353 - X-Coordinate,STARLINK-30213 - X-Coordinate,STARLINK-5848 - X-Coordinate,STARLINK-3973 - X-Coordinate,STARLINK-1931 - X-Coordinate,STARLINK-1644 - X-Coordinate,STARLINK-3503 - X-Coordinate,STARLINK-1560 - X-Coordinate,STARLINK-4681 - X-Coordinate,STARLINK-5142 - X-Coordinate,STARLINK-32021 - X-Coordinate,STARLINK-2398 - X-Coordinate,STARLINK-4551 - X-Coordinate,STARLINK-1154 - X-Coordinate,STARLINK-31508 - X-Coordinate,STARLINK-3805 - X-Coordinate,STARLINK-2563 - X-Coordinate,STARLINK-6169 - X-Coordinate,STARLINK-4563 - X-Coordinate,STARLINK-30701 - X-Coordinate,STARLINK-32268 - X-Coordinate,STARLINK-2426 - X-Coordinate,STARLINK-4600 - X-Coordinate,STARLINK-2066 - X-Coordinate,STARLINK-31327 - X-Coordinate,STARLINK-5585 - X-Coordinate,STARLINK-1763 - X-Coordinate,STARLINK-5892 - X-Coordinate,STARLINK-2077 - X-Coordinate,STARLINK-30483 - X-Coordinate,STARLINK-30194 - X-Coordinate,STARLINK-2583 - X-Coordinate,STARLINK-2745 - X-Coordinate,STARLINK-1480 - X-Coordinate,STARLINK-2273 - X-Coordinate,STARLINK-4176 - X-Coordinate,STARLINK-1577 - X-Coordinate,STARLINK-3811 - X-Coordinate,STARLINK-5281 - X-Coordinate,STARLINK-31198 - X-Coordinate,STARLINK-30082 - X-Coordinate,STARLINK-3635 - X-Coordinate,STARLINK-1347 - X-Coordinate,STARLINK-2630 - X-Coordinate,STARLINK-4660 - X-Coordinate,STARLINK-3587 - X-Coordinate,STARLINK-4284 - X-Coordinate,STARLINK-11121 [DTC] - X-Coordinate,STARLINK-31005 - X-Coordinate,STARLINK-30524 - X-Coordinate,STARLINK-2537 - X-Coordinate,STARLINK-2326 - X-Coordinate,STARLINK-5194 - X-Coordinate,STARLINK-1771 - X-Coordinate,STARLINK-5973 - X-Coordinate,STARLINK-4338 - X-Coordinate,STARLINK-11088 [DTC] - X-Coordinate,STARLINK-31761 - X-Coordinate,STARLINK-5150 - X-Coordinate,STARLINK-31095 - X-Coordinate,STARLINK-4426 - X-Coordinate,STARLINK-4780 - X-Coordinate,STARLINK-3125 - X-Coordinate,STARLINK-6331 - X-Coordinate,STARLINK-1746 - X-Coordinate,STARLINK-5400 - X-Coordinate,STARLINK-31488 - X-Coordinate,STARLINK-5067 - X-Coordinate,STARLINK-5329 - X-Coordinate,STARLINK-4554 - X-Coordinate,STARLINK-4007 - X-Coordinate,STARLINK-1553 - X-Coordinate,STARLINK-31898 - X-Coordinate,STARLINK-1805 - X-Coordinate,STARLINK-1137 - X-Coordinate,STARLINK-6214 - X-Coordinate,STARLINK-2634 - X-Coordinate,STARLINK-5793 - X-Coordinate,STARLINK-4391 - X-Coordinate,STARLINK-31714 - X-Coordinate,STARLINK-30182 - X-Coordinate,STARLINK-31098 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-6186 - Y-Coordinate,STARLINK-1998 - Y-Coordinate,STARLINK-6187 - Y-Coordinate,STARLINK-2440 - Y-Coordinate,STARLINK-3971 - Y-Coordinate,STARLINK-2417 - Y-Coordinate,STARLINK-3250 - Y-Coordinate,STARLINK-2033 - Y-Coordinate,STARLINK-31816 - Y-Coordinate,STARLINK-30137 - Y-Coordinate,STARLINK-4335 - Y-Coordinate,STARLINK-30183 - Y-Coordinate,STARLINK-5756 - Y-Coordinate,STARLINK-4503 - Y-Coordinate,STARLINK-4259 - Y-Coordinate,STARLINK-3115 - Y-Coordinate,STARLINK-5317 - Y-Coordinate,STARLINK-5732 - Y-Coordinate,STARLINK-6353 - Y-Coordinate,STARLINK-30213 - Y-Coordinate,STARLINK-5848 - Y-Coordinate,STARLINK-3973 - Y-Coordinate,STARLINK-1931 - Y-Coordinate,STARLINK-1644 - Y-Coordinate,STARLINK-3503 - Y-Coordinate,STARLINK-1560 - Y-Coordinate,STARLINK-4681 - Y-Coordinate,STARLINK-5142 - Y-Coordinate,STARLINK-32021 - Y-Coordinate,STARLINK-2398 - Y-Coordinate,STARLINK-4551 - Y-Coordinate,STARLINK-1154 - Y-Coordinate,STARLINK-31508 - Y-Coordinate,STARLINK-3805 - Y-Coordinate,STARLINK-2563 - Y-Coordinate,STARLINK-6169 - Y-Coordinate,STARLINK-4563 - Y-Coordinate,STARLINK-30701 - Y-Coordinate,STARLINK-32268 - Y-Coordinate,STARLINK-2426 - Y-Coordinate,STARLINK-4600 - Y-Coordinate,STARLINK-2066 - Y-Coordinate,STARLINK-31327 - Y-Coordinate,STARLINK-5585 - Y-Coordinate,STARLINK-1763 - Y-Coordinate,STARLINK-5892 - Y-Coordinate,STARLINK-2077 - Y-Coordinate,STARLINK-30483 - Y-Coordinate,STARLINK-30194 - Y-Coordinate,STARLINK-2583 - Y-Coordinate,STARLINK-2745 - Y-Coordinate,STARLINK-1480 - Y-Coordinate,STARLINK-2273 - Y-Coordinate,STARLINK-4176 - Y-Coordinate,STARLINK-1577 - Y-Coordinate,STARLINK-3811 - Y-Coordinate,STARLINK-5281 - Y-Coordinate,STARLINK-31198 - Y-Coordinate,STARLINK-30082 - Y-Coordinate,STARLINK-3635 - Y-Coordinate,STARLINK-1347 - Y-Coordinate,STARLINK-2630 - Y-Coordinate,STARLINK-4660 - Y-Coordinate,STARLINK-3587 - Y-Coordinate,STARLINK-4284 - Y-Coordinate,STARLINK-11121 [DTC] - Y-Coordinate,STARLINK-31005 - Y-Coordinate,STARLINK-30524 - Y-Coordinate,STARLINK-2537 - Y-Coordinate,STARLINK-2326 - Y-Coordinate,STARLINK-5194 - Y-Coordinate,STARLINK-1771 - Y-Coordinate,STARLINK-5973 - Y-Coordinate,STARLINK-4338 - Y-Coordinate,STARLINK-11088 [DTC] - Y-Coordinate,STARLINK-31761 - Y-Coordinate,STARLINK-5150 - Y-Coordinate,STARLINK-31095 - Y-Coordinate,STARLINK-4426 - Y-Coordinate,STARLINK-4780 - Y-Coordinate,STARLINK-3125 - Y-Coordinate,STARLINK-6331 - Y-Coordinate,STARLINK-1746 - Y-Coordinate,STARLINK-5400 - Y-Coordinate,STARLINK-31488 - Y-Coordinate,STARLINK-5067 - Y-Coordinate,STARLINK-5329 - Y-Coordinate,STARLINK-4554 - Y-Coordinate,STARLINK-4007 - Y-Coordinate,STARLINK-1553 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-1805 - Y-Coordinate,STARLINK-1137 - Y-Coordinate,STARLINK-6214 - Y-Coordinate,STARLINK-2634 - Y-Coordinate,STARLINK-5793 - Y-Coordinate,STARLINK-4391 - Y-Coordinate,STARLINK-31714 - Y-Coordinate,STARLINK-30182 - Y-Coordinate,STARLINK-31098 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-6186 - Z-Coordinate,STARLINK-1998 - Z-Coordinate,STARLINK-6187 - Z-Coordinate,STARLINK-2440 - Z-Coordinate,STARLINK-3971 - Z-Coordinate,STARLINK-2417 - Z-Coordinate,STARLINK-3250 - Z-Coordinate,STARLINK-2033 - Z-Coordinate,STARLINK-31816 - Z-Coordinate,STARLINK-30137 - Z-Coordinate,STARLINK-4335 - Z-Coordinate,STARLINK-30183 - Z-Coordinate,STARLINK-5756 - Z-Coordinate,STARLINK-4503 - Z-Coordinate,STARLINK-4259 - Z-Coordinate,STARLINK-3115 - Z-Coordinate,STARLINK-5317 - Z-Coordinate,STARLINK-5732 - Z-Coordinate,STARLINK-6353 - Z-Coordinate,STARLINK-30213 - Z-Coordinate,STARLINK-5848 - Z-Coordinate,STARLINK-3973 - Z-Coordinate,STARLINK-1931 - Z-Coordinate,STARLINK-1644 - Z-Coordinate,STARLINK-3503 - Z-Coordinate,STARLINK-1560 - Z-Coordinate,STARLINK-4681 - Z-Coordinate,STARLINK-5142 - Z-Coordinate,STARLINK-32021 - Z-Coordinate,STARLINK-2398 - Z-Coordinate,STARLINK-4551 - Z-Coordinate,STARLINK-1154 - Z-Coordinate,STARLINK-31508 - Z-Coordinate,STARLINK-3805 - Z-Coordinate,STARLINK-2563 - Z-Coordinate,STARLINK-6169 - Z-Coordinate,STARLINK-4563 - Z-Coordinate,STARLINK-30701 - Z-Coordinate,STARLINK-32268 - Z-Coordinate,STARLINK-2426 - Z-Coordinate,STARLINK-4600 - Z-Coordinate,STARLINK-2066 - Z-Coordinate,STARLINK-31327 - Z-Coordinate,STARLINK-5585 - Z-Coordinate,STARLINK-1763 - Z-Coordinate,STARLINK-5892 - Z-Coordinate,STARLINK-2077 - Z-Coordinate,STARLINK-30483 - Z-Coordinate,STARLINK-30194 - Z-Coordinate,STARLINK-2583 - Z-Coordinate,STARLINK-2745 - Z-Coordinate,STARLINK-1480 - Z-Coordinate,STARLINK-2273 - Z-Coordinate,STARLINK-4176 - Z-Coordinate,STARLINK-1577 - Z-Coordinate,STARLINK-3811 - Z-Coordinate,STARLINK-5281 - Z-Coordinate,STARLINK-31198 - Z-Coordinate,STARLINK-30082 - Z-Coordinate,STARLINK-3635 - Z-Coordinate,STARLINK-1347 - Z-Coordinate,STARLINK-2630 - Z-Coordinate,STARLINK-4660 - Z-Coordinate,STARLINK-3587 - Z-Coordinate,STARLINK-4284 - Z-Coordinate,STARLINK-11121 [DTC] - Z-Coordinate,STARLINK-31005 - Z-Coordinate,STARLINK-30524 - Z-Coordinate,STARLINK-2537 - Z-Coordinate,STARLINK-2326 - Z-Coordinate,STARLINK-5194 - Z-Coordinate,STARLINK-1771 - Z-Coordinate,STARLINK-5973 - Z-Coordinate,STARLINK-4338 - Z-Coordinate,STARLINK-11088 [DTC] - Z-Coordinate,STARLINK-31761 - Z-Coordinate,STARLINK-5150 - Z-Coordinate,STARLINK-31095 - Z-Coordinate,STARLINK-4426 - Z-Coordinate,STARLINK-4780 - Z-Coordinate,STARLINK-3125 - Z-Coordinate,STARLINK-6331 - Z-Coordinate,STARLINK-1746 - Z-Coordinate,STARLINK-5400 - Z-Coordinate,STARLINK-31488 - Z-Coordinate,STARLINK-5067 - Z-Coordinate,STARLINK-5329 - Z-Coordinate,STARLINK-4554 - Z-Coordinate,STARLINK-4007 - Z-Coordinate,STARLINK-1553 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-1805 - Z-Coordinate,STARLINK-1137 - Z-Coordinate,STARLINK-6214 - Z-Coordinate,STARLINK-2634 - Z-Coordinate,STARLINK-5793 - Z-Coordinate,STARLINK-4391 - Z-Coordinate,STARLINK-31714 - Z-Coordinate,STARLINK-30182 - Z-Coordinate,STARLINK-31098 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6750.2872,3353.2880,-4547.7010,-552.4374,-5758.3769,-30.1734,-3944.8070,-6859.4741,2480.1002,-5134.5838,2681.0779,1876.6185,2511.1041,3849.7056,3616.4773,288.0344,-67.0823,5468.5637,555.4985,-5883.2331,-1286.2565,-5903.4921,-5089.4083,-3654.3521,6205.3823,-4187.5634,4528.6551,4503.6862,-4866.1143,-5383.8868,-3098.3433,6614.1653,-2489.7703,5779.1745,-1241.1603,1066.5173,-2033.1515,107.0533,2778.3423,5300.3057,-3677.7173,-441.2908,-5271.5934,-6838.8291,-2898.8206,2167.8122,-5503.9716,5320.9611,1693.2553,-2606.0695,-3050.1442,2837.0566,-1908.1584,5726.0472,971.9511,-2618.5226,-4419.5776,-1580.2000,-90.6406,-6782.3663,-5226.1615,1315.5000,6347.8246,-5096.5446,-5747.3563,1955.1551,6906.4923,2217.5616,5695.7555,1321.1730,408.9054,-4295.6553,-5421.2823,-1027.6290,-3239.3784,0.0000,3932.8756,6477.9698,-845.6668,-1363.6608,-348.2552,-1416.9441,2921.7772,-3047.4807,-6270.8587,3973.0549,-4720.0625,-2986.6558,-2138.1846,3514.3344,-6377.1830,997.7856,5241.2117,-2478.6275,-5547.8842,263.9200,5325.9104,6269.4774,5359.4379,-1222.2387,322361.6220,308123.6303,309189.3331,312497.5447,307534.4374,309402.9372,316773.1844,314547.7107,-227453058.2524,-227469898.6857,-227450396.9408,-227454584.1747,314179.9648,-227459636.7718,321.2878,-3781.3366,3379.0319,4087.3770,2373.3959,-5785.8641,1263.6105,296.4936,-6263.0823,-1148.3770,-472.7898,-5248.1224,-5221.7303,-4894.1274,2005.9538,-4133.3703,-3157.9653,-216.7688,-6130.7208,-523.1987,-6014.9464,1344.1072,3624.5538,2091.8158,2968.8035,604.4872,-4464.5310,-2765.0019,672.9267,-563.2608,4118.6569,1989.7736,-4875.9502,98.4113,-4268.0325,4992.4542,-3638.0589,4243.6077,-5984.8815,-3394.6418,-2943.1634,-4136.5392,4264.4063,1139.7156,6070.9084,-3016.2211,-1237.1596,1990.1048,-4785.7128,-5845.1110,6170.8010,3410.3617,-3756.9195,1575.1369,4400.9950,3221.6689,-5305.1162,4939.9257,5912.9515,277.7894,4261.9890,6731.1635,-2603.1988,-4587.5905,3247.2976,-4360.7675,-125.8810,6269.2745,-3696.5636,-5198.9460,-4926.4496,-4674.9276,-2703.5115,-1703.1788,-3156.5475,0.0000,3575.8885,-1049.6968,4332.1189,6730.8212,4133.4375,5094.3673,6125.7462,6234.7740,703.7967,-2379.3626,2620.1711,-3098.8390,5760.8850,5120.9897,2417.3686,-4593.6228,-3731.7401,-1091.6871,-1565.9174,-5156.0550,-2154.1917,-2677.0193,2588.4172,-4961.2046,-207652.7050,-216319.0379,-208989.3774,-207002.0732,-213971.7927,-211569.4803,-215736.9806,-213358.0687,256444408.4296,256418759.9778,256473552.0728,256466164.5161,-212444.8952,256462059.1190,1556.4587,-4740.2827,-4012.9094,5344.5578,3014.2514,3753.1586,-5533.3739,-835.7904,1107.1512,-4539.3142,6370.4512,4106.0445,-3808.3220,-3000.3159,5527.3265,5528.2017,-6189.9786,-4265.5765,-3207.9120,3611.6035,3248.9538,3325.9295,2677.4791,-5486.9872,-728.5725,-5480.0603,2716.3176,4446.4494,4696.8104,4240.3777,4594.8048,455.7587,4062.3730,3788.5298,5206.9257,4682.4344,-5515.8688,5370.8561,1711.5268,2788.5185,5055.9075,-5518.5433,-1078.2537,-66.3224,-1258.1106,-5887.1425,-4010.9319,3828.7532,4716.7762,2586.1031,-663.7278,-5313.0501,5388.4787,3531.5806,5147.3914,-5527.2016,-281.1231,-4491.7841,3588.5578,1268.9122,1499.3457,194.4469,831.8426,799.9501,-2057.7752,4727.4040,571.8366,-1933.4066,-1061.8020,4275.1287,-4834.8207,-2742.0016,-3385.4218,6637.9789,4940.3543,0.0000,-4459.7318,2014.9007,-5358.6223,-813.7332,-5535.4795,-4492.4507,1267.0666,-84.5468,-2626.9668,5169.9995,-4354.8829,5425.5754,-3169.3126,-2906.5212,-85.1527,5041.6494,2507.2958,-6326.2143,-3815.5257,-4632.4697,3889.1620,650.9282,-3579.1621,4675.7564,64230.0287,60154.9388,60604.1687,66608.7935,66263.9299,55667.3716,54386.8425,63072.3114,-25228085.6252,-25254005.1597,-25235125.4833,-25239714.2322,61543.3547,-25235994.9120,
300.000,6831.2302,1313.5606,-2751.3390,1642.2024,-5640.8138,-1499.1522,-3171.4890,-6679.7436,1029.4627,-5718.8557,751.9635,-211.8320,1010.7328,2134.2950,4501.8841,-1875.7725,-1677.6357,4631.5514,-1242.2763,-5169.0333,-1759.9404,-6077.7938,-4604.0929,-2202.9521,6249.8912,-4022.2605,2890.3067,2657.9210,-5253.6263,-6179.9733,-1053.7329,6746.2203,-3854.1483,4669.7794,-2927.9047,3051.8486,-3903.9158,2188.6209,1296.8775,3727.1613,-5280.3501,-2564.1750,-4238.3079,-6249.8690,-1489.8496,1843.9582,-6427.2771,5168.9567,-414.9389,-3930.0453,-1894.0984,4624.1290,-3535.2208,5042.2545,2705.2798,-926.9482,-5163.4523,578.3510,1682.1574,-6065.9714,-3880.2772,2442.3240,5371.1980,-5497.1596,-5296.7810,-163.4478,6671.7806,3459.3053,4508.5587,-547.1431,-1284.8286,-5508.4735,-6472.5624,906.1691,-3881.0454,0.0000,5426.0058,6326.4337,-988.7943,-68.0451,1813.5539,721.6597,3749.9111,-1569.7459,-6457.0092,2001.3674,-3120.5244,-4662.6908,-1019.9931,4070.8478,-5534.8697,-1062.7597,3707.1307,-2223.5381,-4870.1503,-1811.9353,4055.5413,5311.6458,6419.4405,-2635.8569,326778.7805,312747.0574,313697.9272,316992.2401,311964.1489,313801.3971,321192.0137,319380.1822,-232997382.6324,-233013345.7097,-232995224.2627,-232999278.8727,318631.4662,-233004025.6767,-1205.9712,-4126.2538,4405.6083,3873.9970,3777.0116,-6350.6724,3270.7576,1496.8879,-6735.5283,809.0490,651.7304,-5134.0828,-6304.2973,-4934.7132,35.5142,-4021.4194,-1686.8459,-2152.9571,-5419.3518,1355.1159,-4613.8455,2805.4038,4911.5381,3710.5763,1651.1608,2705.5578,-4730.0476,-3581.7055,2492.8199,942.6678,4243.2065,775.6004,-3261.2069,-1421.7421,-2896.4530,4151.2569,-2618.5207,4450.6322,-5804.3512,-3999.9369,-1855.0559,-3812.4285,5378.6116,2552.5126,6001.3061,-4826.1945,105.3179,-70.7844,-5208.4115,-5610.7784,6549.2382,2445.5753,-2290.1245,-120.9554,3099.9295,4534.4495,-4329.5147,4991.5509,6265.6102,1479.3767,4772.9791,6208.2423,-3512.4269,-3317.7629,4433.5991,-4110.9739,-1615.6522,5062.7625,-4391.9291,-4482.3589,-5696.7114,-4047.2486,-1292.5625,-505.5969,-1074.9674,0.0000,2214.6871,-2617.5460,2339.8233,6432.0608,4060.3370,5024.3498,4993.1870,6602.2334,2047.8167,-2457.3556,4015.9912,-1876.8331,6664.2235,3499.5899,3707.1774,-4032.1754,-4265.0166,1110.2709,195.4862,-5309.2619,-1153.6245,-3589.8464,1137.0672,-3465.5855,-200601.2063,-209501.5540,-202210.1333,-200356.4228,-207321.5223,-204929.1523,-208994.3804,-206858.1672,251417312.9605,251391625.1636,251446780.1344,251439782.4298,-205770.0135,251435028.7727,33.7844,-5409.3337,-4607.5796,5279.6216,1349.3985,2239.3802,-5197.8796,977.1872,-445.8870,-3862.8418,6855.2442,4637.5190,-2701.4303,-4344.5550,5233.8995,5295.8024,-6530.2037,-4697.4685,-4157.3764,4399.4368,4894.8688,1714.2264,958.5068,-5404.8934,-2465.8624,-4942.4478,4131.1084,5271.6182,3522.3873,2869.4055,5342.7460,-1350.3153,4580.4027,4889.9464,5468.3930,4630.4211,-5068.8937,4721.0046,3326.3142,4180.1986,4055.7352,-5162.0751,471.5340,-1587.6059,-2936.7131,-4664.6274,-2564.9590,4493.7349,4552.1292,865.6469,1147.8497,-4531.9961,5389.7511,4720.0938,5465.8972,-5134.4633,1524.7523,-4671.9546,2405.6346,2945.4812,3139.9724,-1609.9105,2559.3385,2531.2703,-282.7378,5314.4189,-972.5769,-3221.8049,-2763.0462,5161.5762,-3701.6468,-1041.4434,-2140.2821,6850.9725,5351.1151,0.0000,-3713.5305,521.7681,-6461.0828,-2542.8018,-5298.1662,-4730.7922,2940.2453,1443.8157,-901.2614,6172.1876,-4716.7630,4765.7129,-1528.8112,-4267.5219,1455.4789,5488.1212,3965.1882,-6418.0206,-4903.0019,-4079.0859,5506.0768,2400.9622,-2391.1835,5384.9808,64138.9043,60036.2466,60561.1971,66336.8491,66255.7020,55728.3984,54099.4100,62666.3780,-25221746.7691,-25247636.5496,-25228040.5461,-25232601.2587,61407.6743,-25229453.9431,
600.000,6250.9959,-858.0574,-701.0022,3665.6528,-4973.3163,-2795.3498,-2140.0609,-5833.4753,-530.0920,-5783.5118,-1302.6188,-2292.6776,-562.8309,182.3501,4989.8427,-3851.0962,-3178.8386,3385.3935,-2950.7674,-3983.7363,-2120.1646,-5656.8778,-3644.9192,-580.1375,5687.7764,-3514.6482,944.8540,556.3477,-5123.1349,-6366.9860,1106.4552,6213.0520,-4866.1483,3124.6874,-4358.1171,4757.4079,-5406.4090,4029.1128,-350.2146,1768.4292,-6368.0864,-4433.8316,-2777.5812,-5053.6509,99.6710,1395.3760,-6721.8588,4538.9198,-2470.6656,-4853.2885,-537.3154,5964.5834,-4840.8044,3892.7439,4203.3496,815.2204,-5404.8741,2681.2797,3272.7069,-4746.9554,-2130.0433,3338.2756,3850.5758,-5368.8648,-4320.1422,-2282.4174,5789.4560,4396.1719,2851.1612,-2395.8981,-2819.0731,-6166.7316,-6901.4483,2688.6829,-4160.4170,0.0000,6407.7691,5545.0342,-935.1501,1261.7723,3792.5357,2796.5956,4234.9909,72.2978,-5980.1058,-181.8907,-1243.9716,-5899.3261,182.5735,4260.1902,-4122.4882,-3040.9063,1789.4477,-1822.1376,-3749.1858,-3699.4163,2310.9348,3799.9612,6865.7358,-3841.5235,331038.0095,317226.6438,318067.2265,321347.3500,316254.9253,318062.3486,325465.3869,324022.7760,-238430632.3951,-238445721.1333,-238428996.9922,-238432971.4908,322941.1507,-238437342.9365,-2616.1097,-4125.4250,5051.1303,3308.8872,4794.1150,-6290.8734,4967.5704,2559.2616,-6524.0288,2666.9120,1620.0430,-4564.1190,-6784.0884,-4527.3235,-1908.6726,-3569.5292,-106.7192,-3907.0175,-4211.8666,3130.5388,-2746.0086,3970.8264,5676.7471,5000.6226,145.5688,4533.2219,-4567.7379,-4100.7068,4026.4705,2324.5353,4004.4683,-530.1977,-1334.7134,-2847.7214,-1274.4981,2949.4656,-1392.8747,4253.7179,-5043.2630,-4248.6747,-627.1398,-3167.7280,5957.8939,3733.2245,5335.0676,-6147.2051,1409.8550,-2141.0087,-5168.9950,-4821.5110,6280.2630,1288.5177,-634.9987,-1844.2156,1527.9498,5437.4992,-2910.2336,4590.3979,6021.9156,2566.3308,4838.8325,5049.0712,-4099.1617,-1696.4871,5175.4554,-3476.1830,-2958.0647,3364.6235,-4670.7916,-3356.4600,-5927.8193,-3026.5925,223.0361,826.8145,1112.6822,0.0000,673.0408,-3919.2390,99.0585,5502.3340,3644.6447,4514.9978,3351.7309,6337.3989,3170.7619,-2366.8329,5062.6000,-518.9878,6903.5116,1510.8990,4632.0356,-3124.4783,-4415.3086,3206.5682,1975.3885,-4986.4699,-96.9196,-4160.4565,-401.5736,-1658.8409,-193458.0246,-202580.4522,-195340.0842,-193618.5744,-200578.3972,-198198.2013,-202159.0950,-200171.2796,246270383.2573,246244675.6496,246300143.4931,246293506.2371,-199001.8051,246288161.7713,-1492.5262,-5500.3022,-4712.2753,4605.5001,-460.6920,482.3412,-4302.6275,2684.6719,-1948.9714,-2776.1655,6608.6472,4671.3101,-1305.4558,-5220.5315,4374.9106,4492.5151,-6180.0506,-4629.0166,-4664.3428,4714.9977,6022.6760,-82.8504,-869.2136,-4742.0035,-3937.6454,-3874.9090,5100.6879,5527.5566,1948.7579,1184.1450,5513.4241,-3011.2356,4584.0509,5463.9923,5124.2651,4082.6653,-4076.2385,3548.0638,4566.6330,5115.3538,2618.1508,-4249.3779,1969.2694,-2939.0764,-4289.0730,-2949.8554,-843.1051,4661.1356,3900.5855,-948.6750,2835.4562,-3264.4120,4792.6817,5399.0996,5177.9140,-4188.9031,3165.6375,-4337.5202,963.6970,4302.9270,4440.8534,-3236.6307,4010.1257,3988.0263,1522.8171,5279.6861,-2412.8612,-4164.6660,-4161.0553,5479.1467,-2169.5276,771.5162,-666.6116,6333.6615,5129.3154,0.0000,-2571.1655,-1028.8969,-6878.1996,-3997.8708,-4491.6420,-4465.1461,4294.6534,2817.8956,925.1731,6518.1998,-4575.6540,3595.5254,276.7748,-5157.5963,2832.3391,5338.9311,4993.8441,-5811.2303,-5462.6250,-3090.3482,6536.2233,3884.1519,-948.5026,5517.7253,64046.5445,59919.2061,60519.7974,66059.7146,66243.8099,55795.3191,53817.4016,62169.5090,-25215411.3864,-25241267.2930,-25220957.2950,-25225458.6435,61271.9542,-25222912.9627,
