sl_100_5400_20261213 Coordinates.csv
2026/12/13 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:27 2024,
Start: 2026/12/13 07:47:00.00, Stop: 2026/12/13 09:17:00.00,
TIME_UNITS,STARLINK-2587 - X-Coordinate,STARLINK-6339 - X-Coordinate,STARLINK-31020 - X-Coordinate,STARLINK-2480 - X-Coordinate,STARLINK-1942 - X-Coordinate,STARLINK-1280 - X-Coordinate,STARLINK-2044 - X-Coordinate,STARLINK-3450 - X-Coordinate,STARLINK-4183 - X-Coordinate,STARLINK-31824 - X-Coordinate,STARLINK-31772 - X-Coordinate,STARLINK-11256 [DTC] - X-Coordinate,STARLINK-4576 - X-Coordinate,STARLINK-3998 - X-Coordinate,STARLINK-1899 - X-Coordinate,STARLINK-5650 - X-Coordinate,STARLINK-1031 - X-Coordinate,STARLINK-2388 - X-Coordinate,STARLINK-3772 - X-Coordinate,STARLINK-5715 - X-Coordinate,STARLINK-30861 - X-Coordinate,STARLINK-6257 - X-Coordinate,STARLINK-5821 - X-Coordinate,STARLINK-3075 - X-Coordinate,STARLINK-5356 - X-Coordinate,STARLINK-1681 - X-Coordinate,STARLINK-4119 - X-Coordinate,STARLINK-2096 - X-Coordinate,STARLINK-5195 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-32008 - X-Coordinate,STARLINK-1318 - X-Coordinate,STARLINK-1337 - X-Coordinate,STARLINK-31143 - X-Coordinate,STARLINK-32020 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-30228 - X-Coordinate,STARLINK-5400 - X-Coordinate,STARLINK-30754 - X-Coordinate,STARLINK-1468 - X-Coordinate,STARLINK-1007 - X-Coordinate,STARLINK-30513 - X-Coordinate,STARLINK-5077 - X-Coordinate,STARLINK-30427 - X-Coordinate,STARLINK-2566 - X-Coordinate,STARLINK-1854 - X-Coordinate,STARLINK-1910 - X-Coordinate,STARLINK-5261 - X-Coordinate,STARLINK-5476 - X-Coordinate,STARLINK-30265 - X-Coordinate,STARLINK-31834 - X-Coordinate,STARLINK-6234 - X-Coordinate,STARLINK-1785 - X-Coordinate,STARLINK-2034 - X-Coordinate,STARLINK-30499 - X-Coordinate,STARLINK-5282 - X-Coordinate,STARLINK-4150 - X-Coordinate,STARLINK-31666 - X-Coordinate,STARLINK-2701 - X-Coordinate,STARLINK-3319 - X-Coordinate,STARLINK-32088 - X-Coordinate,STARLINK-5654 - X-Coordinate,STARLINK-30248 - X-Coordinate,STARLINK-31629 - X-Coordinate,STARLINK-30477 - X-Coordinate,STARLINK-1676 - X-Coordinate,STARLINK-6218 - X-Coordinate,STARLINK-32089 - X-Coordinate,STARLINK-1807 - X-Coordinate,STARLINK-30530 - X-Coordinate,STARLINK-4601 - X-Coordinate,STARLINK-32134 - X-Coordinate,STARLINK-1920 - X-Coordinate,STARLINK-2081 - X-Coordinate,STARLINK-31145 - X-Coordinate,STARLINK-31742 - X-Coordinate,STARLINK-4195 - X-Coordinate,STARLINK-32145 - X-Coordinate,STARLINK-2407 - X-Coordinate,STARLINK-4442 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-4523 - X-Coordinate,STARLINK-30875 - X-Coordinate,STARLINK-1517 - X-Coordinate,STARLINK-31477 - X-Coordinate,STARLINK-31238 - X-Coordinate,STARLINK-5638 - X-Coordinate,STARLINK-6163 - X-Coordinate,STARLINK-31180 - X-Coordinate,STARLINK-30819 - X-Coordinate,STARLINK-1352 - X-Coordinate,STARLINK-6169 - X-Coordinate,STARLINK-4709 - X-Coordinate,STARLINK-5687 - X-Coordinate,STARLINK-5302 - X-Coordinate,STARLINK-3143 - X-Coordinate,STARLINK-30509 - X-Coordinate,STARLINK-3650 - X-Coordinate,STARLINK-3734 - X-Coordinate,STARLINK-31536 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2587 - Y-Coordinate,STARLINK-6339 - Y-Coordinate,STARLINK-31020 - Y-Coordinate,STARLINK-2480 - Y-Coordinate,STARLINK-1942 - Y-Coordinate,STARLINK-1280 - Y-Coordinate,STARLINK-2044 - Y-Coordinate,STARLINK-3450 - Y-Coordinate,STARLINK-4183 - Y-Coordinate,STARLINK-31824 - Y-Coordinate,STARLINK-31772 - Y-Coordinate,STARLINK-11256 [DTC] - Y-Coordinate,STARLINK-4576 - Y-Coordinate,STARLINK-3998 - Y-Coordinate,STARLINK-1899 - Y-Coordinate,STARLINK-5650 - Y-Coordinate,STARLINK-1031 - Y-Coordinate,STARLINK-2388 - Y-Coordinate,STARLINK-3772 - Y-Coordinate,STARLINK-5715 - Y-Coordinate,STARLINK-30861 - Y-Coordinate,STARLINK-6257 - Y-Coordinate,STARLINK-5821 - Y-Coordinate,STARLINK-3075 - Y-Coordinate,STARLINK-5356 - Y-Coordinate,STARLINK-1681 - Y-Coordinate,STARLINK-4119 - Y-Coordinate,STARLINK-2096 - Y-Coordinate,STARLINK-5195 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-32008 - Y-Coordinate,STARLINK-1318 - Y-Coordinate,STARLINK-1337 - Y-Coordinate,STARLINK-31143 - Y-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-30228 - Y-Coordinate,STARLINK-5400 - Y-Coordinate,STARLINK-30754 - Y-Coordinate,STARLINK-1468 - Y-Coordinate,STARLINK-1007 - Y-Coordinate,STARLINK-30513 - Y-Coordinate,STARLINK-5077 - Y-Coordinate,STARLINK-30427 - Y-Coordinate,STARLINK-2566 - Y-Coordinate,STARLINK-1854 - Y-Coordinate,STARLINK-1910 - Y-Coordinate,STARLINK-5261 - Y-Coordinate,STARLINK-5476 - Y-Coordinate,STARLINK-30265 - Y-Coordinate,STARLINK-31834 - Y-Coordinate,STARLINK-6234 - Y-Coordinate,STARLINK-1785 - Y-Coordinate,STARLINK-2034 - Y-Coordinate,STARLINK-30499 - Y-Coordinate,STARLINK-5282 - Y-Coordinate,STARLINK-4150 - Y-Coordinate,STARLINK-31666 - Y-Coordinate,STARLINK-2701 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,STARLINK-32088 - Y-Coordinate,STARLINK-5654 - Y-Coordinate,STARLINK-30248 - Y-Coordinate,STARLINK-31629 - Y-Coordinate,STARLINK-30477 - Y-Coordinate,STARLINK-1676 - Y-Coordinate,STARLINK-6218 - Y-Coordinate,STARLINK-32089 - Y-Coordinate,STARLINK-1807 - Y-Coordinate,STARLINK-30530 - Y-Coordinate,STARLINK-4601 - Y-Coordinate,STARLINK-32134 - Y-Coordinate,STARLINK-1920 - Y-Coordinate,STARLINK-2081 - Y-Coordinate,STARLINK-31145 - Y-Coordinate,STARLINK-31742 - Y-Coordinate,STARLINK-4195 - Y-Coordinate,STARLINK-32145 - Y-Coordinate,STARLINK-2407 - Y-Coordinate,STARLINK-4442 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-4523 - Y-Coordinate,STARLINK-30875 - Y-Coordinate,STARLINK-1517 - Y-Coordinate,STARLINK-31477 - Y-Coordinate,STARLINK-31238 - Y-Coordinate,STARLINK-5638 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,STARLINK-31180 - Y-Coordinate,STARLINK-30819 - Y-Coordinate,STARLINK-1352 - Y-Coordinate,STARLINK-6169 - Y-Coordinate,STARLINK-4709 - Y-Coordinate,STARLINK-5687 - Y-Coordinate,STARLINK-5302 - Y-Coordinate,STARLINK-3143 - Y-Coordinate,STARLINK-30509 - Y-Coordinate,STARLINK-3650 - Y-Coordinate,STARLINK-3734 - Y-Coordinate,STARLINK-31536 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2587 - Z-Coordinate,STARLINK-6339 - Z-Coordinate,STARLINK-31020 - Z-Coordinate,STARLINK-2480 - Z-Coordinate,STARLINK-1942 - Z-Coordinate,STARLINK-1280 - Z-Coordinate,STARLINK-2044 - Z-Coordinate,STARLINK-3450 - Z-Coordinate,STARLINK-4183 - Z-Coordinate,STARLINK-31824 - Z-Coordinate,STARLINK-31772 - Z-Coordinate,STARLINK-11256 [DTC] - Z-Coordinate,STARLINK-4576 - Z-Coordinate,STARLINK-3998 - Z-Coordinate,STARLINK-1899 - Z-Coordinate,STARLINK-5650 - Z-Coordinate,STARLINK-1031 - Z-Coordinate,STARLINK-2388 - Z-Coordinate,STARLINK-3772 - Z-Coordinate,STARLINK-5715 - Z-Coordinate,STARLINK-30861 - Z-Coordinate,STARLINK-6257 - Z-Coordinate,STARLINK-5821 - Z-Coordinate,STARLINK-3075 - Z-Coordinate,STARLINK-5356 - Z-Coordinate,STARLINK-1681 - Z-Coordinate,STARLINK-4119 - Z-Coordinate,STARLINK-2096 - Z-Coordinate,STARLINK-5195 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-32008 - Z-Coordinate,STARLINK-1318 - Z-Coordinate,STARLINK-1337 - Z-Coordinate,STARLINK-31143 - Z-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-30228 - Z-Coordinate,STARLINK-5400 - Z-Coordinate,STARLINK-30754 - Z-Coordinate,STARLINK-1468 - Z-Coordinate,STARLINK-1007 - Z-Coordinate,STARLINK-30513 - Z-Coordinate,STARLINK-5077 - Z-Coordinate,STARLINK-30427 - Z-Coordinate,STARLINK-2566 - Z-Coordinate,STARLINK-1854 - Z-Coordinate,STARLINK-1910 - Z-Coordinate,STARLINK-5261 - Z-Coordinate,STARLINK-5476 - Z-Coordinate,STARLINK-30265 - Z-Coordinate,STARLINK-31834 - Z-Coordinate,STARLINK-6234 - Z-Coordinate,STARLINK-1785 - Z-Coordinate,STARLINK-2034 - Z-Coordinate,STARLINK-30499 - Z-Coordinate,STARLINK-5282 - Z-Coordinate,STARLINK-4150 - Z-Coordinate,STARLINK-31666 - Z-Coordinate,STARLINK-2701 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,STARLINK-32088 - Z-Coordinate,STARLINK-5654 - Z-Coordinate,STARLINK-30248 - Z-Coordinate,STARLINK-31629 - Z-Coordinate,STARLINK-30477 - Z-Coordinate,STARLINK-1676 - Z-Coordinate,STARLINK-6218 - Z-Coordinate,STARLINK-32089 - Z-Coordinate,STARLINK-1807 - Z-Coordinate,STARLINK-30530 - Z-Coordinate,STARLINK-4601 - Z-Coordinate,STARLINK-32134 - Z-Coordinate,STARLINK-1920 - Z-Coordinate,STARLINK-2081 - Z-Coordinate,STARLINK-31145 - Z-Coordinate,STARLINK-31742 - Z-Coordinate,STARLINK-4195 - Z-Coordinate,STARLINK-32145 - Z-Coordinate,STARLINK-2407 - Z-Coordinate,STARLINK-4442 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-4523 - Z-Coordinate,STARLINK-30875 - Z-Coordinate,STARLINK-1517 - Z-Coordinate,STARLINK-31477 - Z-Coordinate,STARLINK-31238 - Z-Coordinate,STARLINK-5638 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,STARLINK-31180 - Z-Coordinate,STARLINK-30819 - Z-Coordinate,STARLINK-1352 - Z-Coordinate,STARLINK-6169 - Z-Coordinate,STARLINK-4709 - Z-Coordinate,STARLINK-5687 - Z-Coordinate,STARLINK-5302 - Z-Coordinate,STARLINK-3143 - Z-Coordinate,STARLINK-30509 - Z-Coordinate,STARLINK-3650 - Z-Coordinate,STARLINK-3734 - Z-Coordinate,STARLINK-31536 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3204.6301,4154.7334,-4346.0735,-2357.5990,2239.0644,4478.5033,6470.3423,3943.4279,3132.2161,-5898.3992,6493.8474,-3994.7062,4864.9705,-3411.3373,0.0000,-3754.3260,-2041.4520,3208.7425,-4257.1851,2271.3872,948.4486,-5713.6827,-5414.4127,-5775.2344,-3807.9470,-404.6703,3518.3089,-5630.6930,-3168.3815,-5432.7909,4969.3730,-3421.6682,-5335.6689,-4189.4001,6524.3407,-4715.2888,4587.1058,1493.9420,-2055.5292,0.0000,0.0000,-5161.6612,6464.1206,511.3250,3872.1280,-1991.9184,5913.6725,6505.4322,-477.1599,-2608.3741,-5410.4454,5723.6710,-2486.9201,5105.3716,5736.3433,-820.0219,6530.2171,0.0000,2131.4589,-6333.8050,-2250.4311,3379.5436,5158.7065,3444.9489,6240.3640,-1814.1014,718.8340,5171.6115,-299.1554,6222.4437,1985.5498,-780.1166,-4639.6004,-6031.3891,2416.9286,-2828.3131,-169.5146,-1287.2358,-6103.1929,-510.6819,-1205.7328,1169.7202,-1315.6899,4944.0185,-6681.2515,6422.3290,57.8494,-1208.4271,4640.4781,5575.8608,-3651.6206,-3077.0081,2567.3494,2723.7991,-3131.4561,4862.7837,2664.7101,-6166.3217,-409.8703,2956.2070,138998.1241,139332.0411,146710.0294,146873.1920,141685.7766,143031.3594,137331.6130,140355.3019,-120081148.7359,-120135801.0744,-120112616.5098,-120091393.7977,141051.9827,-120098718.4988,-4044.5411,3391.7492,-3562.1968,4036.7878,3697.8546,-947.1777,-230.2384,-1372.9744,-6028.8641,1802.4954,-589.2519,4326.0720,-4781.4658,3418.5682,0.0000,5416.0348,4171.1227,3269.8154,626.0193,5314.5080,-5100.9123,3040.5814,3035.1181,1020.5632,5742.9933,-6798.4654,-5353.8363,308.6929,2784.9248,-1135.4172,-466.2999,2723.9175,4090.4338,5428.1566,-1000.9125,-1603.3291,-3854.2622,-5605.3308,-4674.3142,0.0000,0.0000,3931.2435,133.1963,-5041.4869,-5510.0263,-4079.6908,313.1711,-1868.6938,6697.2900,4581.6365,3972.2325,3878.5166,-3241.5894,-4619.7203,1831.2958,-4386.5637,2090.7112,0.0000,-5585.1829,-1062.3417,4806.5383,-4588.0208,-2754.5813,5897.0222,-2851.5609,-5168.8996,5933.9634,-3633.8177,-4271.0150,-834.5660,-5222.1659,6219.9491,3390.0692,1206.9058,3791.1136,4593.3738,-4144.5424,-4094.6213,-2419.0930,5785.8569,-2791.1759,6245.2125,-6292.3291,2984.4458,1352.1412,-1198.1423,-6208.0174,-5136.5523,-2170.9791,907.7070,4549.0359,4207.8821,-5771.5167,-5320.1080,-6152.2869,601.9283,4771.3889,1312.1326,6048.5281,-5319.7025,354786.0866,361387.8054,356609.3337,354176.7589,361075.3829,358866.4560,352777.1269,353757.3173,-100650826.0264,-100640556.7138,-100634273.7154,-100659696.5107,354234.8894,-100655322.1141,-4488.3383,4410.1136,4056.3594,-5070.0946,-5243.3636,5151.8188,1362.3934,-5506.9244,1289.0861,-2934.1498,1981.1881,2920.4790,-1127.3624,4947.9196,0.0000,2107.8136,-5132.0785,-5170.5484,-5407.4236,3812.5003,-4603.3178,-2510.8964,-3095.9080,3662.6447,659.8732,954.7816,2609.8804,-3994.7828,5462.5443,-3948.2550,-4651.6506,-5343.8561,-1573.9805,954.7945,-1660.3373,-4754.9568,3438.5539,3803.2873,4680.5382,0.0000,0.0000,-2068.5951,-1801.8643,-4707.8049,-1487.9126,4855.9192,-3043.9579,-1574.1281,-1746.5629,-4504.0281,-1294.5369,506.0250,5418.1591,706.9185,-3270.1024,-5276.2617,854.2730,0.0000,-3282.8022,-2532.8905,4264.1622,-3949.4125,3719.8580,-546.8988,-873.2508,4186.5738,3502.4413,-2558.5294,5389.0169,2950.1070,4057.7315,2622.8112,-3270.3530,-3144.9342,5277.6004,4155.3049,-5531.8491,5300.4831,-1348.6890,-3791.6003,6234.9032,2625.9356,2533.7415,-3813.7470,-250.8397,-1783.7398,3096.0776,-4492.1273,-4644.0930,-4012.4281,-3703.2694,-4575.6325,-2819.3124,3239.7129,-632.0381,4852.0991,4240.8214,2712.5686,3308.7838,3075.6944,-135845.2585,-137145.0168,-135847.6751,-131241.6895,-130451.8210,-140788.9780,-143146.3381,-134007.3581,32671159.9591,32693910.7683,32684562.5273,32682761.1241,-135569.1067,32680565.7659,
300.000,2299.4054,3536.0716,-5780.8929,-1018.4486,3597.6041,3178.5004,5685.8482,2855.2341,2052.0770,-4566.7188,5531.3274,-3257.1809,3560.7395,-2565.6394,0.0000,-2016.6642,98.2123,4928.7562,-4247.7356,3635.8081,-1197.4193,-4236.2110,-3823.4202,-6075.2697,-2456.2118,-1611.1375,2614.9595,-6151.7093,-1372.5754,-4999.8333,3692.9786,-2439.0794,-4636.9988,-2867.5222,6421.0899,-5869.9443,3703.9709,-512.4893,-3827.3960,0.0000,0.0000,-4287.7731,6679.2699,-1617.0612,2440.5241,-3936.4220,6427.9910,6453.2110,1056.0604,-517.1236,-4676.5627,6376.6523,-4042.7715,4180.9430,6548.7743,-2834.9573,6362.4501,0.0000,401.2641,-5620.9948,-111.1506,1365.2431,3529.5832,4381.2431,5135.9068,-3496.3198,2502.4809,3536.3509,-2337.4789,5148.3097,117.4469,488.5459,-2856.1646,-6204.7758,3640.1871,-1303.4575,-2304.3908,-3043.1130,-5902.3169,-824.3065,-3171.8833,2303.8482,-2750.6468,6199.1563,-5987.7030,6182.5361,-698.6495,-3219.9985,3761.8232,6184.8715,-2869.0992,-1068.6137,1514.9816,744.5198,-4373.7751,4019.1065,4009.2722,-4916.7459,1078.4756,1010.1342,131288.7502,131884.7192,139240.1109,139303.0389,134155.4930,135485.0379,129885.0351,132695.6795,-117849114.1453,-117904312.8426,-117881263.2311,-117859123.4580,133535.4271,-117866766.7120,-5580.7047,1717.9283,-2298.0906,5454.4727,1980.5181,-2664.0171,-1477.3522,-3254.5897,-6585.0550,3179.4033,-1794.4729,5580.9668,-5213.2545,5119.1387,0.0000,5700.3877,4171.1957,2285.6345,2697.6416,3793.7140,-4951.7620,4098.6141,4102.5212,2535.3673,6412.4098,-6631.8529,-6344.6694,1850.8927,4021.2510,914.9862,-2113.3585,4524.4680,5108.7790,5706.5970,-2246.0693,-158.6452,-5398.2598,-5247.7767,-3445.7898,0.0000,0.0000,5257.6025,-520.5938,-5115.6085,-5641.2852,-3751.2721,-1058.1005,-2511.9778,6851.6393,5047.2782,4954.7907,2518.0500,-1704.6627,-5406.8919,273.6422,-4459.6235,763.2900,0.0000,-5079.2512,396.6542,4988.8420,-5026.7725,-3958.2545,5108.2240,-4007.7509,-5246.2148,6041.7012,-4508.8517,-3491.0187,-2392.9664,-4699.6980,6720.9580,3913.3910,2634.8986,2012.9511,5848.7673,-3786.4501,-2784.4673,-980.7351,4230.6094,-3173.5938,5043.9745,-5156.1205,2023.1641,2749.4737,-2748.1402,-4977.3928,-4834.1471,-4073.6607,-892.3949,5895.4466,4972.3889,-6653.6314,-5325.3853,-5298.3073,-1321.1598,3140.8201,2423.6722,5066.1254,-5385.7281,357117.2125,364110.8964,359435.6782,357074.9873,364031.6817,361841.0213,355732.5239,356285.9966,-103248995.6485,-103239477.9998,-103232770.6084,-103257379.2089,357165.4324,-103253521.0982,-3213.7217,5720.2218,3057.8686,-4094.1203,-5414.3703,5503.6816,3038.1729,-5386.4697,-523.1825,-3961.9726,3548.4261,1215.6231,-2821.4583,3878.6875,0.0000,3359.4827,-5522.0896,-4265.7344,-4735.8035,4506.9327,-4707.0143,-3668.7028,-4082.8262,2122.4474,-886.5153,-862.9982,889.4942,-2544.2583,5439.1339,-4534.6620,-5334.0368,-4610.2237,226.9062,2666.7358,151.4141,-3594.7341,2209.8605,4505.6951,4632.5810,0.0000,0.0000,-575.7597,344.7297,-4365.2183,-3131.1408,3827.4207,-1370.7339,545.5199,-236.5242,-4726.5117,526.9187,-1037.2638,5177.5713,-1104.0815,-1994.4029,-4451.9953,2579.4276,0.0000,-4534.5779,-3989.7876,4630.2129,-4576.0668,4460.6030,1272.9662,-2326.4068,2796.4782,2291.9403,-3697.4994,5451.8399,3983.5065,5055.4926,893.4044,-4499.9122,-1504.4080,5546.3603,3235.8256,-5306.1357,5431.3130,-3022.9990,-5435.5834,5292.6337,4060.6045,3683.7246,-2314.3262,-1770.7382,-260.2364,4776.9020,-3779.1323,-4131.0536,-2992.8588,-2176.3708,-4716.4273,-1124.8085,4154.1785,913.2183,5444.5427,4680.0857,4126.4533,4565.9853,4054.0795,-135609.1787,-137028.8867,-135651.5612,-131296.5195,-130246.9653,-140479.6739,-143185.3379,-134189.9482,32669666.5504,32692064.4252,32682593.8172,32681662.2277,-135473.6741,32678901.6879,
600.000,1194.4088,2622.1820,-6660.8080,380.0154,4630.6070,1605.9393,4259.7759,1537.5217,762.1836,-2782.3670,3999.4116,-2154.7114,1883.2697,-1508.9649,0.0000,-64.2174,2235.0876,6166.9863,-3867.8854,4687.0955,-3232.4609,-2349.2368,-1866.1613,-5785.2694,-857.8772,-2664.2333,1461.3774,-6075.2182,524.1554,-4096.0315,2074.5781,-1263.8525,-3472.0967,-1239.5812,5644.8640,-6451.0082,2479.0243,-2490.5353,-5252.5287,0.0000,0.0000,-2978.6666,6138.8419,-3579.3987,739.6167,-5431.2268,6229.1920,5741.2166,2484.8471,1618.2440,-3455.2022,6416.7274,-5212.3628,2832.8744,6708.1950,-4551.5479,5571.4482,0.0000,-1406.4714,-4368.0110,2042.7686,-784.3308,1570.7082,4880.4809,3524.3526,-4808.7644,4027.4856,1535.6849,-4163.3311,3592.1801,-1795.3761,1695.5881,-739.2378,-5767.2879,4559.3106,325.3082,-4215.6301,-4523.0357,-5074.9233,-972.6925,-4791.6220,3250.6599,-3950.9867,6837.3544,-4681.5857,5298.5403,-1445.7838,-4911.8798,2555.5252,6211.9293,-1824.2781,1029.0451,324.4069,-1329.5584,-5199.1629,2824.6701,5003.2562,-3173.2323,2504.5532,-1057.3161,123629.9566,124386.6731,131705.7410,131669.1572,126563.0955,127874.5398,122377.1315,125057.4770,-115560885.5996,-115616613.8875,-115593705.2058,-115570718.3177,125957.9656,-115578620.0696,-6543.1875,-170.7387,-840.3765,6343.7657,92.8841,-4156.4230,-2592.6701,-4840.6946,-6487.8595,4271.7770,-2853.4885,6181.2945,-5152.0311,6313.9453,0.0000,5455.9267,3820.7390,1121.0166,4488.8127,1921.5668,-4369.6552,4796.9338,4812.8742,3778.5303,6461.6047,-5792.6574,-6701.8333,3184.6119,4906.6694,2892.3686,-3588.9728,5886.4175,5617.3960,5439.9928,-3257.7684,1265.2082,-6408.7538,-4421.3637,-1920.8214,0.0000,0.0000,6041.4090,-1120.4474,-4732.6648,-5232.7278,-3048.0163,-2295.6616,-2906.3079,6343.0796,5070.4076,5429.8332,904.9987,-34.9181,-5666.3592,-1292.8469,-4136.4990,-667.1246,0.0000,-4085.1814,1856.0858,4706.3760,-5023.5534,-4819.9708,3787.4570,-4794.5355,-4822.8582,5578.6406,-4960.6126,-2417.6881,-3755.1964,-3755.4508,6517.9333,4045.4847,3785.2625,68.4366,6517.8699,-3112.3806,-1235.3787,595.2134,2217.7700,-3299.0100,3338.8994,-3524.2211,887.0307,3883.8823,-4009.0123,-3252.1173,-4098.8125,-5586.1837,-2583.5468,6648.3824,5300.1452,-6871.9520,-4819.4234,-3925.4981,-3146.5939,1226.0036,3335.4151,3603.5864,-4936.8645,359284.0367,366673.2149,362101.2645,359811.3928,366826.4748,364651.2511,358531.7804,358720.0461,-105797687.1543,-105788938.8295,-105781813.9285,-105805556.2998,359936.4905,-105802245.6892,-1581.0466,6422.4379,1732.0899,-2673.5683,-4972.6084,5257.8925,4341.0948,-4685.8262,-2279.0615,-4547.2142,4715.8963,-641.5888,-4211.3557,2391.8325,0.0000,4249.4140,-5320.0513,-2900.1384,-3553.4676,4717.8176,-4308.6955,-4435.9131,-4634.1059,353.4493,-2337.5977,-2586.2115,-926.7179,-818.7373,4827.7369,-4610.6236,-5419.6979,-3378.1950,2003.1479,4091.8323,1945.9830,-2042.1667,742.2369,4727.3509,4088.5837,0.0000,0.0000,982.1349,2450.5745,-3552.9801,-4434.4042,2336.7080,467.7625,2607.0314,1298.7936,-4444.4883,2289.4255,-2469.5235,4348.4886,-2796.3862,-497.5365,-3147.4102,4025.5296,0.0000,-5278.0389,-5015.0110,4474.1608,-4714.0371,4724.2018,2951.4532,-3528.9150,1102.4805,835.7397,-4421.2938,4920.4323,4591.5706,5506.7847,-937.4966,-5177.9633,298.9908,5223.4990,1951.3358,-4509.5952,4953.8164,-4340.3427,-6500.7367,3787.0083,5049.9718,4435.6299,-565.7838,-3091.7838,1293.1477,5947.9053,-2661.5391,-3173.0555,-1652.5198,-414.0577,-4354.2330,691.0056,4597.4563,2360.5628,5446.6458,4616.0672,5085.5460,5329.5867,4575.7430,-135367.6483,-136910.9222,-135455.0350,-131356.3784,-130045.5980,-140164.1818,-143219.0091,-134474.1152,32668177.4607,32690217.5499,32680624.4003,32680548.8968,-135378.1681,32677237.7532,
