sl_100_5400_20260305 Coordinates.csv
2026/03/05 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:08 2024,
Start: 2026/03/05 07:47:00.00, Stop: 2026/03/05 09:17:00.00,
TIME_UNITS,STARLINK-4712 - X-Coordinate,STARLINK-5579 - X-Coordinate,STARLINK-31156 - X-Coordinate,STARLINK-30874 - X-Coordinate,STARLINK-5165 - X-Coordinate,STARLINK-3977 - X-Coordinate,STARLINK-1573 - X-Coordinate,STARLINK-31074 - X-Coordinate,STARLINK-31777 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-5582 - X-Coordinate,STARLINK-31348 - X-Coordinate,STARLINK-31665 - X-Coordinate,STARLINK-2288 - X-Coordinate,STARLINK-31325 - X-Coordinate,STARLINK-4008 - X-Coordinate,STARLINK-3109 - X-Coordinate,STARLINK-5651 - X-Coordinate,STARLINK-30100 - X-Coordinate,STARLINK-1210 - X-Coordinate,STARLINK-3866 - X-Coordinate,STARLINK-4685 - X-Coordinate,STARLINK-4197 - X-Coordinate,STARLINK-2317 - X-Coordinate,STARLINK-2578 - X-Coordinate,STARLINK-6270 - X-Coordinate,STARLINK-3059 - X-Coordinate,STARLINK-1066 - X-Coordinate,STARLINK-4663 - X-Coordinate,STARLINK-1918 - X-Coordinate,STARLINK-31986 - X-Coordinate,STARLINK-3814 - X-Coordinate,STARLINK-11097 [DTC] - X-Coordinate,STARLINK-2092 - X-Coordinate,STARLINK-1199 - X-Coordinate,STARLINK-30282 - X-Coordinate,STARLINK-30579 - X-Coordinate,STARLINK-1190 - X-Coordinate,STARLINK-1028 - X-Coordinate,STARLINK-6236 - X-Coordinate,STARLINK-30577 - X-Coordinate,STARLINK-5351 - X-Coordinate,STARLINK-6267 - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-5211 - X-Coordinate,STARLINK-4048 - X-Coordinate,STARLINK-30567 - X-Coordinate,STARLINK-30993 - X-Coordinate,STARLINK-30892 - X-Coordinate,STARLINK-1978 - X-Coordinate,STARLINK-2304 - X-Coordinate,STARLINK-32205 - X-Coordinate,STARLINK-2546 - X-Coordinate,STARLINK-4602 - X-Coordinate,STARLINK-31513 - X-Coordinate,STARLINK-5490 - X-Coordinate,STARLINK-1234 - X-Coordinate,STARLINK-6104 - X-Coordinate,STARLINK-31475 - X-Coordinate,STARLINK-31033 - X-Coordinate,STARLINK-31065 - X-Coordinate,STARLINK-1351 - X-Coordinate,STARLINK-11088 [DTC] - X-Coordinate,STARLINK-3999 - X-Coordinate,STARLINK-5473 - X-Coordinate,STARLINK-5342 - X-Coordinate,STARLINK-2174 - X-Coordinate,STARLINK-5968 - X-Coordinate,STARLINK-4525 - X-Coordinate,STARLINK-6126 - X-Coordinate,STARLINK-3127 - X-Coordinate,STARLINK-2531 - X-Coordinate,STARLINK-6298 - X-Coordinate,STARLINK-4440 - X-Coordinate,STARLINK-5442 - X-Coordinate,STARLINK-31762 - X-Coordinate,STARLINK-31965 - X-Coordinate,STARLINK-1104 - X-Coordinate,STARLINK-31544 - X-Coordinate,STARLINK-31953 - X-Coordinate,STARLINK-31269 - X-Coordinate,STARLINK-3805 - X-Coordinate,STARLINK-3285 - X-Coordinate,STARLINK-30421 - X-Coordinate,STARLINK-31163 - X-Coordinate,STARLINK-5518 - X-Coordinate,STARLINK-5015 - X-Coordinate,STARLINK-4263 - X-Coordinate,STARLINK-2499 - X-Coordinate,STARLINK-1631 - X-Coordinate,STARLINK-6237 - X-Coordinate,STARLINK-30285 - X-Coordinate,STARLINK-3650 - X-Coordinate,STARLINK-11196 [DTC] - X-Coordinate,STARLINK-1923 - X-Coordinate,STARLINK-4496 - X-Coordinate,STARLINK-2179 - X-Coordinate,STARLINK-2068 - X-Coordinate,STARLINK-1309 - X-Coordinate,STARLINK-31245 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4712 - Y-Coordinate,STARLINK-5579 - Y-Coordinate,STARLINK-31156 - Y-Coordinate,STARLINK-30874 - Y-Coordinate,STARLINK-5165 - Y-Coordinate,STARLINK-3977 - Y-Coordinate,STARLINK-1573 - Y-Coordinate,STARLINK-31074 - Y-Coordinate,STARLINK-31777 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-5582 - Y-Coordinate,STARLINK-31348 - Y-Coordinate,STARLINK-31665 - Y-Coordinate,STARLINK-2288 - Y-Coordinate,STARLINK-31325 - Y-Coordinate,STARLINK-4008 - Y-Coordinate,STARLINK-3109 - Y-Coordinate,STARLINK-5651 - Y-Coordinate,STARLINK-30100 - Y-Coordinate,STARLINK-1210 - Y-Coordinate,STARLINK-3866 - Y-Coordinate,STARLINK-4685 - Y-Coordinate,STARLINK-4197 - Y-Coordinate,STARLINK-2317 - Y-Coordinate,STARLINK-2578 - Y-Coordinate,STARLINK-6270 - Y-Coordinate,STARLINK-3059 - Y-Coordinate,STARLINK-1066 - Y-Coordinate,STARLINK-4663 - Y-Coordinate,STARLINK-1918 - Y-Coordinate,STARLINK-31986 - Y-Coordinate,STARLINK-3814 - Y-Coordinate,STARLINK-11097 [DTC] - Y-Coordinate,STARLINK-2092 - Y-Coordinate,STARLINK-1199 - Y-Coordinate,STARLINK-30282 - Y-Coordinate,STARLINK-30579 - Y-Coordinate,STARLINK-1190 - Y-Coordinate,STARLINK-1028 - Y-Coordinate,STARLINK-6236 - Y-Coordinate,STARLINK-30577 - Y-Coordinate,STARLINK-5351 - Y-Coordinate,STARLINK-6267 - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-5211 - Y-Coordinate,STARLINK-4048 - Y-Coordinate,STARLINK-30567 - Y-Coordinate,STARLINK-30993 - Y-Coordinate,STARLINK-30892 - Y-Coordinate,STARLINK-1978 - Y-Coordinate,STARLINK-2304 - Y-Coordinate,STARLINK-32205 - Y-Coordinate,STARLINK-2546 - Y-Coordinate,STARLINK-4602 - Y-Coordinate,STARLINK-31513 - Y-Coordinate,STARLINK-5490 - Y-Coordinate,STARLINK-1234 - Y-Coordinate,STARLINK-6104 - Y-Coordinate,STARLINK-31475 - Y-Coordinate,STARLINK-31033 - Y-Coordinate,STARLINK-31065 - Y-Coordinate,STARLINK-1351 - Y-Coordinate,STARLINK-11088 [DTC] - Y-Coordinate,STARLINK-3999 - Y-Coordinate,STARLINK-5473 - Y-Coordinate,STARLINK-5342 - Y-Coordinate,STARLINK-2174 - Y-Coordinate,STARLINK-5968 - Y-Coordinate,STARLINK-4525 - Y-Coordinate,STARLINK-6126 - Y-Coordinate,STARLINK-3127 - Y-Coordinate,STARLINK-2531 - Y-Coordinate,STARLINK-6298 - Y-Coordinate,STARLINK-4440 - Y-Coordinate,STARLINK-5442 - Y-Coordinate,STARLINK-31762 - Y-Coordinate,STARLINK-31965 - Y-Coordinate,STARLINK-1104 - Y-Coordinate,STARLINK-31544 - Y-Coordinate,STARLINK-31953 - Y-Coordinate,STARLINK-31269 - Y-Coordinate,STARLINK-3805 - Y-Coordinate,STARLINK-3285 - Y-Coordinate,STARLINK-30421 - Y-Coordinate,STARLINK-31163 - Y-Coordinate,STARLINK-5518 - Y-Coordinate,STARLINK-5015 - Y-Coordinate,STARLINK-4263 - Y-Coordinate,STARLINK-2499 - Y-Coordinate,STARLINK-1631 - Y-Coordinate,STARLINK-6237 - Y-Coordinate,STARLINK-30285 - Y-Coordinate,STARLINK-3650 - Y-Coordinate,STARLINK-11196 [DTC] - Y-Coordinate,STARLINK-1923 - Y-Coordinate,STARLINK-4496 - Y-Coordinate,STARLINK-2179 - Y-Coordinate,STARLINK-2068 - Y-Coordinate,STARLINK-1309 - Y-Coordinate,STARLINK-31245 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4712 - Z-Coordinate,STARLINK-5579 - Z-Coordinate,STARLINK-31156 - Z-Coordinate,STARLINK-30874 - Z-Coordinate,STARLINK-5165 - Z-Coordinate,STARLINK-3977 - Z-Coordinate,STARLINK-1573 - Z-Coordinate,STARLINK-31074 - Z-Coordinate,STARLINK-31777 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-5582 - Z-Coordinate,STARLINK-31348 - Z-Coordinate,STARLINK-31665 - Z-Coordinate,STARLINK-2288 - Z-Coordinate,STARLINK-31325 - Z-Coordinate,STARLINK-4008 - Z-Coordinate,STARLINK-3109 - Z-Coordinate,STARLINK-5651 - Z-Coordinate,STARLINK-30100 - Z-Coordinate,STARLINK-1210 - Z-Coordinate,STARLINK-3866 - Z-Coordinate,STARLINK-4685 - Z-Coordinate,STARLINK-4197 - Z-Coordinate,STARLINK-2317 - Z-Coordinate,STARLINK-2578 - Z-Coordinate,STARLINK-6270 - Z-Coordinate,STARLINK-3059 - Z-Coordinate,STARLINK-1066 - Z-Coordinate,STARLINK-4663 - Z-Coordinate,STARLINK-1918 - Z-Coordinate,STARLINK-31986 - Z-Coordinate,STARLINK-3814 - Z-Coordinate,STARLINK-11097 [DTC] - Z-Coordinate,STARLINK-2092 - Z-Coordinate,STARLINK-1199 - Z-Coordinate,STARLINK-30282 - Z-Coordinate,STARLINK-30579 - Z-Coordinate,STARLINK-1190 - Z-Coordinate,STARLINK-1028 - Z-Coordinate,STARLINK-6236 - Z-Coordinate,STARLINK-30577 - Z-Coordinate,STARLINK-5351 - Z-Coordinate,STARLINK-6267 - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-5211 - Z-Coordinate,STARLINK-4048 - Z-Coordinate,STARLINK-30567 - Z-Coordinate,STARLINK-30993 - Z-Coordinate,STARLINK-30892 - Z-Coordinate,STARLINK-1978 - Z-Coordinate,STARLINK-2304 - Z-Coordinate,STARLINK-32205 - Z-Coordinate,STARLINK-2546 - Z-Coordinate,STARLINK-4602 - Z-Coordinate,STARLINK-31513 - Z-Coordinate,STARLINK-5490 - Z-Coordinate,STARLINK-1234 - Z-Coordinate,STARLINK-6104 - Z-Coordinate,STARLINK-31475 - Z-Coordinate,STARLINK-31033 - Z-Coordinate,STARLINK-31065 - Z-Coordinate,STARLINK-1351 - Z-Coordinate,STARLINK-11088 [DTC] - Z-Coordinate,STARLINK-3999 - Z-Coordinate,STARLINK-5473 - Z-Coordinate,STARLINK-5342 - Z-Coordinate,STARLINK-2174 - Z-Coordinate,STARLINK-5968 - Z-Coordinate,STARLINK-4525 - Z-Coordinate,STARLINK-6126 - Z-Coordinate,STARLINK-3127 - Z-Coordinate,STARLINK-2531 - Z-Coordinate,STARLINK-6298 - Z-Coordinate,STARLINK-4440 - Z-Coordinate,STARLINK-5442 - Z-Coordinate,STARLINK-31762 - Z-Coordinate,STARLINK-31965 - Z-Coordinate,STARLINK-1104 - Z-Coordinate,STARLINK-31544 - Z-Coordinate,STARLINK-31953 - Z-Coordinate,STARLINK-31269 - Z-Coordinate,STARLINK-3805 - Z-Coordinate,STARLINK-3285 - Z-Coordinate,STARLINK-30421 - Z-Coordinate,STARLINK-31163 - Z-Coordinate,STARLINK-5518 - Z-Coordinate,STARLINK-5015 - Z-Coordinate,STARLINK-4263 - Z-Coordinate,STARLINK-2499 - Z-Coordinate,STARLINK-1631 - Z-Coordinate,STARLINK-6237 - Z-Coordinate,STARLINK-30285 - Z-Coordinate,STARLINK-3650 - Z-Coordinate,STARLINK-11196 [DTC] - Z-Coordinate,STARLINK-1923 - Z-Coordinate,STARLINK-4496 - Z-Coordinate,STARLINK-2179 - Z-Coordinate,STARLINK-2068 - Z-Coordinate,STARLINK-1309 - Z-Coordinate,STARLINK-31245 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6364.7851,-5339.5018,-2553.6021,-195.3366,385.7143,4330.1674,-5063.1507,5214.7085,2837.3090,581.9641,-1822.5195,-2892.3192,-3393.1981,-3410.8761,-2673.5390,-595.9791,6327.1533,1923.6677,2501.8921,-2536.9622,-2758.5384,6382.2716,960.5769,6726.1384,-1032.5221,-4789.5724,6356.8703,3501.8980,-2344.9325,3492.8625,-5718.7740,-3185.9743,-5101.1588,-3268.2276,-4814.2208,2510.8342,-4816.5252,-6591.4265,-4153.7866,5074.6878,-3853.1068,-4870.4953,3725.8281,6800.1760,2789.1630,-5304.7030,620.9928,-4228.9827,-4751.5674,-2080.3194,-5947.7129,1402.2831,1315.0501,-2805.7293,4276.7860,-5129.2562,-2700.8251,3906.5932,5364.4415,1937.2180,856.5357,2715.8239,-1699.1990,5158.1730,-2354.6304,4482.9460,-4891.1969,-6673.8365,159.0140,3556.9809,4750.5183,-2735.1920,109.8214,-2748.3080,-4225.7500,-5218.9806,-5999.4637,2869.1693,5185.1359,-3563.6938,-4144.2028,919.5273,-3159.1084,-1111.0704,8.1345,5611.3733,306.5906,-4114.7014,-2269.6550,-6762.1307,-6479.3315,6808.1256,4916.6870,-1705.3059,0.0000,6245.4728,2615.0139,2523.9169,1837.3621,2032.9103,37399.2258,21567.1282,27176.2969,31135.3854,23739.2575,26467.2376,31405.1977,30413.7345,-197535436.4873,-197575927.8663,-197564492.4679,-197553886.0271,30415.4993,-197549628.9178,-596.0995,-3418.9801,4409.0778,-6872.0079,6149.2526,-3061.3780,3158.9862,-2250.3230,-5079.9478,4134.4156,6704.8337,4281.3102,4317.4454,5134.7654,5572.9081,-4157.8222,-1487.8439,-5860.5281,4628.0295,5977.5435,-5603.2779,2429.8548,-5113.4309,-76.1337,6558.5605,-2483.0055,-2531.4257,-5725.3803,3731.3352,2267.6687,-2751.6155,-6079.5323,-2170.5319,-5202.5739,-4233.7423,-5116.4854,1615.8800,-1358.3570,-195.6752,234.3896,-5696.7786,-2792.6237,5539.0052,-931.2220,-5859.7023,-2976.9293,-5851.1393,3581.8459,2260.5451,5283.9140,1300.0108,5778.8502,-4003.9329,-4824.0823,3215.1130,-3873.7584,4493.7397,3392.7272,308.7572,3761.5453,-4941.8370,-3165.7475,-3979.0427,-4371.6377,-378.7209,-2475.7585,-646.5429,-1474.1319,-4813.8328,3938.3246,5015.2064,3619.1943,-6316.1204,2774.7689,1567.5078,-1398.2102,-1732.8607,3746.6323,-35.0790,-4201.9145,-533.1494,6707.0755,3265.5663,6330.2669,-6851.5163,-2587.8705,-5148.8408,-3098.6677,6305.1829,-884.4895,1485.3685,130.9673,4291.9621,-3751.0852,0.0000,-933.3077,6007.9844,-4166.2534,3907.9004,-3646.7612,-373504.6481,-405588.4460,-382459.2710,-381945.5187,-386224.3392,-384785.5656,-391673.7124,-386481.6212,279233223.3621,279180085.0504,279205834.8403,279222774.9903,-387581.7496,279218620.3229,-2654.0249,-2867.1317,4691.6287,-619.3876,3133.3199,-4443.2588,-3393.9578,-3927.8498,3536.9253,-5433.9058,-242.5790,-4460.9669,-4061.4463,2967.8838,-2989.0458,-5495.1502,-2461.1587,-3166.4022,-4528.2436,1704.8325,2962.4862,1076.9654,4543.2035,-1535.5740,-1936.2924,4347.4045,1197.8827,-1726.3902,5325.1841,5498.3580,2592.6878,-803.3520,3818.0411,3122.2031,-2603.4448,-3923.6411,-4720.1994,-1368.0217,5500.0310,-4722.4175,889.3590,3973.4320,-1888.4145,-1070.5743,-2352.6070,-3277.9254,3644.4029,-4168.6614,-4520.0966,-3969.8054,3249.4773,2952.1727,5473.0053,-4097.2118,4229.1643,-2604.1350,-4514.0157,-4618.8525,-4210.0156,5473.5537,4673.2365,5516.4411,-5131.0258,-1444.0055,6517.0663,-4677.8906,4838.7901,-1181.6346,4945.6010,-4468.6497,250.5115,5205.7215,-2865.4470,-5668.7939,-5246.1337,-4174.3688,2742.4667,5032.2185,4420.2430,3989.1420,-5521.7892,1402.9814,5206.3854,-2338.5521,-507.5429,-3191.1357,-4630.7096,4588.0762,1460.3028,-167.8518,1983.0036,528.9795,2199.4777,5327.3512,0.0000,-2811.5261,2223.0977,-4909.8050,-5394.3452,-5397.3327,-31946.6485,-33814.7866,-35051.5961,-28920.0869,-29373.4757,-39988.3545,-41165.8766,-35446.6219,-70992485.4045,-70991243.0500,-71009892.7964,-70986096.7091,-34053.1679,-70994130.6198,
300.000,-6823.7696,-6158.1957,-692.1749,-1687.1567,1708.8569,2441.2879,-3368.9037,4769.6291,1426.3661,2695.1737,-1152.4526,-1262.9787,-2064.6611,-1679.9981,-758.5122,-2631.7530,5134.0255,17.0124,4363.6425,-1040.8464,-4141.8468,6755.7427,-542.9285,5985.3667,179.2018,-5066.0303,6140.1979,2030.3030,-215.5723,4380.5350,-6582.9527,-4187.1515,-4633.1241,-4664.6802,-4977.8746,450.8662,-4007.3149,-6849.7133,-3940.6126,4874.5214,-5019.0528,-5090.0534,4627.7356,6050.1684,1221.5924,-5060.6108,-1123.3185,-2370.1958,-4013.2673,-903.2151,-4599.2599,2525.2411,-853.0578,-4436.1513,5665.1919,-5463.3064,-1622.7304,4883.2287,4712.6707,3878.1021,-1297.0644,1066.3973,-3237.1947,4393.6140,-2812.6470,3087.2151,-4065.2810,-6431.9622,-1714.0526,4625.9664,5427.7265,-1477.4491,-1535.9706,-4309.0425,-2727.9758,-4976.8189,-6684.6652,3764.3518,4522.8959,-5214.3460,-4432.4680,2131.2801,-1127.6433,341.3704,-1492.7406,5890.2175,-1466.9371,-5638.6292,-849.1915,-6610.0666,-6224.8434,6620.3029,5101.9296,-3707.5522,0.0000,6423.1935,3874.4734,1307.5909,3430.9214,-84.3077,45188.3921,30108.4237,35474.7180,39367.7453,31913.7536,34608.5024,39609.8797,38352.7172,-203583833.8326,-203623451.9067,-203612251.2929,-203602804.1996,38620.4385,-203597940.8055,668.9424,-3128.0292,5412.6632,-6626.7708,5010.9309,-3754.1973,3805.0455,-4083.0056,-6234.3819,3967.6930,6594.6494,5545.5088,5733.1314,5037.1953,5527.0754,-3393.0422,-1923.3604,-5570.2667,3789.1368,5738.1593,-5384.6010,1279.0688,-6058.5413,-1317.1027,6910.4546,-375.3015,-3118.0315,-5728.5183,4145.6820,283.8717,-1715.0769,-5400.9907,-283.3195,-4856.1350,-2604.6399,-5185.1657,3583.0186,-156.9861,1966.3691,-1903.1512,-4742.4618,-721.5861,4071.4645,-1471.5885,-5600.0574,-1220.2136,-6365.1099,4550.7545,4163.3615,6393.0186,2455.0122,4392.3253,-4211.1694,-4594.3537,1784.9913,-2070.5005,5893.0680,1474.9970,-1721.5064,2947.8278,-5060.4497,-4530.1771,-2406.7835,-5323.9257,1744.6780,-4115.6004,1278.5946,137.3643,-3832.9013,2087.3856,3991.2636,5171.4706,-6595.0239,3433.2293,3118.9196,714.5004,-206.1922,1811.1500,-2096.8985,-3197.0886,1576.8665,6566.3464,3983.6590,5653.2068,-6622.4032,-3497.4980,-4131.0905,-2156.0398,6051.4645,356.4293,3025.2523,-1081.3748,2737.5213,-3018.3441,0.0000,-2294.2556,5716.1251,-5611.1164,2427.6953,-4213.5864,-372665.8137,-405023.8157,-381655.4224,-381259.9037,-385508.8212,-384064.3898,-390869.4388,-385465.2259,274854797.6848,274801001.0218,274827094.3502,274843862.4899,-386852.6183,274840143.3863,-938.7761,-831.6337,4267.0249,928.8963,4440.9684,-5274.2935,-4616.6676,-2873.2698,2342.5781,-4893.9062,1865.9162,-3774.2876,-3083.9512,4310.7273,-4003.0874,-5422.5613,-4273.7192,-4129.0340,-3844.3043,3321.2943,1289.0493,-739.3799,3276.2598,-3171.7177,-156.9248,4711.0125,-928.4109,-3331.7348,5526.0688,5320.1840,865.6300,1013.9805,4872.6178,1477.5382,-4040.7338,-4559.7655,-4380.6205,444.5845,5305.6579,-4552.2125,-655.5943,4567.8993,-3185.2237,-3083.7050,-3848.2699,-4545.1874,2480.0129,-4665.2182,-3830.5877,-2512.3064,4518.5002,4286.9375,5408.5493,-2671.1771,3354.1053,-3737.4270,-3239.8560,-4699.1887,-4629.1153,4913.5255,4439.5576,5116.2483,-5364.2493,364.5098,6099.6886,-4651.6269,5438.5386,-2594.7817,5478.3927,-4730.0820,-1553.8988,4332.4309,-1499.5362,-4123.9476,-5538.1536,-4620.2562,1348.5289,5489.0002,4643.5115,2979.6560,-5081.0821,-406.6418,5531.5322,-3835.5534,1042.6186,-1192.5911,-5369.9431,3341.2429,3109.3004,1639.9682,493.3383,-1293.0055,3725.3347,4745.7428,0.0000,-1115.7461,466.6972,-3825.8053,-5484.9390,-5366.5205,-32120.3971,-33973.2772,-35103.2471,-29198.0269,-29387.3728,-39936.3662,-41462.3666,-35259.0664,-70986204.2229,-70985422.0002,-71004075.0519,-70979970.4498,-34196.2326,-70988108.2766,
600.000,-6606.6995,-6348.0528,1209.7555,-3022.0397,2909.3020,315.5953,-1327.7936,3882.8138,-107.7963,4527.4174,-341.3958,463.3435,-556.1255,251.1776,1252.7499,-4426.3078,3416.4010,-1915.2763,5807.6017,600.5971,-5102.2288,6458.4778,-1959.6236,4652.0287,1371.3554,-4897.1803,5293.8497,331.1568,1926.3447,4883.7122,-6772.6549,-4779.9326,-3712.3717,-5582.1658,-4687.7473,-1664.3213,-2851.9404,-6410.9756,-3393.4205,4247.4588,-5703.7835,-4848.9578,5112.1602,4682.8752,-500.3150,-4354.7308,-2738.4829,-293.9498,-2924.0393,335.2609,-2802.0298,3414.6889,-2928.5523,-5612.4262,6487.9229,-5301.6041,-419.7263,5429.1926,3622.9906,5446.1424,-3313.3425,-646.1131,-4471.1243,3187.6429,-3062.4336,1428.1625,-2886.5095,-5578.4021,-3453.3387,5290.3472,5576.8235,-118.1961,-3020.1950,-5421.5985,-1001.3634,-4273.5100,-6690.9750,4342.9582,3441.3082,-6329.4970,-4337.7913,3135.1267,1000.3922,1798.0413,-2854.8182,5579.8462,-3137.4757,-6600.1727,688.7554,-5773.7137,-5370.6857,5747.6291,4808.7235,-5319.4633,0.0000,5965.6398,4744.8409,2.7766,4726.5093,-2175.5568,52958.2049,38635.9100,43757.1829,47584.3930,40073.4924,42735.1805,47793.7337,46285.6474,-209535221.9610,-209573950.0031,-209562991.3994,-209554676.0759,46808.1344,-209549241.6799,1857.1276,-2529.8685,5922.7914,-5728.7611,3391.0149,-4134.6420,4117.4502,-5505.6547,-6754.5215,3451.7675,5820.7644,6266.3923,6573.8395,4463.2771,4963.3962,-2350.1097,-2220.1124,-4773.0386,2621.7233,4896.5619,-4639.9702,-7.1621,-6417.3504,-2461.6177,6573.9832,1769.9362,-3398.5305,-5192.0591,4210.3094,-1700.0166,-513.1046,-4176.8508,1667.1225,-4035.1024,-694.7594,-4792.0336,5213.2105,1065.5087,3933.2769,-3857.1397,-3324.8710,1428.3258,2202.6790,-1903.0008,-4810.3566,688.0215,-6273.1409,5123.5017,5664.7818,6874.0445,3414.6139,2519.6503,-4060.2097,-3935.6187,204.2734,-51.3953,6712.2410,-565.6519,-3598.6909,1896.4866,-4715.2382,-5484.5629,-614.3850,-5747.9392,3668.4671,-5386.3171,3110.7649,1758.2930,-2519.5944,53.4492,2557.4702,6225.9774,-6241.8558,3660.6935,4408.1933,2768.6231,1328.3616,-286.8639,-3962.6076,-1893.4893,3514.8660,5770.3301,4366.4917,4415.0078,-5731.5219,-4039.0737,-2750.8111,-1035.5105,5197.9670,1579.1630,4268.3770,-2196.7684,883.9737,-2016.0198,0.0000,-3414.9920,4859.7395,-6511.0621,750.9989,-4404.4319,-371666.2980,-404278.3691,-380681.1369,-380402.4149,-384621.2241,-383173.7546,-389890.4167,-384395.8235,270345376.0958,270290942.0125,270317382.6460,270333919.9143,-385949.7593,270330673.9302,877.5291,1291.9773,3385.3240,2376.3023,5269.5680,-5539.1223,-5331.9118,-1507.5428,883.8832,-3812.9940,3776.0626,-2664.9978,-1761.4602,5174.0901,-4576.8358,-4767.4466,-5633.2912,-4650.5532,-2750.8195,4546.8725,-523.5443,-2475.9635,1655.2773,-4463.8777,1639.3605,4570.4805,-2955.9972,-4580.4659,5132.0887,4565.6274,-957.2286,2721.5625,5358.9534,-328.0459,-5043.8369,-4706.0444,-3573.3201,2208.1514,4535.9456,-3896.3492,-2130.4454,4662.6506,-4142.0851,-4769.1853,-4927.3932,-5322.3123,1049.0474,-4663.9114,-2732.1809,-785.3982,5297.8093,5100.8456,4760.7572,-958.0550,2102.5743,-4471.6003,-1616.9440,-4278.2497,-4530.5492,3825.7744,3715.5533,4166.0906,-4967.3899,2133.6117,5034.1936,-4129.1753,5452.1951,-3730.7345,5419.0488,-4487.3739,-3190.5996,2990.9449,26.7484,-2128.6822,-5235.2882,-4549.8628,-196.9196,5351.3652,4344.4554,1633.0208,-4096.0903,-2172.4094,5260.6469,-4905.7863,2477.9259,932.5098,-5536.0111,1731.9277,4414.5234,3263.3831,-1049.0574,-2970.3411,4844.5977,3612.2044,0.0000,700.6143,-1339.9648,-2329.8564,-4984.6539,-4735.4708,-32294.3577,-34131.7586,-35153.1497,-29481.0954,-29404.8788,-39878.4426,-41753.3499,-34987.3291,-70979923.7707,-70979600.9198,-70998253.2844,-70973873.7375,-34339.2758,-70982085.8017,
