sl_100_86400_20260704 Coordinates.csv
2026/07/04 07:47:00.0000 UTC

Generated: Tue Oct  8 16:23:45 2024,
Start: 2026/07/04 07:47:00.00, Stop: 2026/07/05 07:47:00.00,
TIME_UNITS,STARLINK-5583 - X-Coordinate,STARLINK-11254 [DTC] - X-Coordinate,STARLINK-31992 - X-Coordinate,STARLINK-30569 - X-Coordinate,STARLINK-3768 - X-Coordinate,STARLINK-6154 - X-Coordinate,STARLINK-5067 - X-Coordinate,STARLINK-31224 - X-Coordinate,STARLINK-31085 - X-Coordinate,STARLINK-4154 - X-Coordinate,STARLINK-32102 - X-Coordinate,STARLINK-2763 - X-Coordinate,STARLINK-4339 - X-Coordinate,STARLINK-32101 - X-Coordinate,STARLINK-3862 - X-Coordinate,STARLINK-6152 - X-Coordinate,STARLINK-4755 - X-Coordinate,STARLINK-2346 - X-Coordinate,STARLINK-4042 - X-Coordinate,STARLINK-31703 - X-Coordinate,STARLINK-2101 - X-Coordinate,STARLINK-6177 - X-Coordinate,STARLINK-5651 - X-Coordinate,STARLINK-11264 [DTC] - X-Coordinate,STARLINK-5181 - X-Coordinate,STARLINK-6127 - X-Coordinate,STARLINK-31037 - X-Coordinate,STARLINK-5727 - X-Coordinate,STARLINK-11115 [DTC] - X-Coordinate,STARLINK-2588 - X-Coordinate,STARLINK-5417 - X-Coordinate,STARLINK-4510 - X-Coordinate,STARLINK-5997 - X-Coordinate,STARLINK-2538 - X-Coordinate,STARLINK-1282 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-3696 - X-Coordinate,STARLINK-2429 - X-Coordinate,STARLINK-30911 - X-Coordinate,STARLINK-3544 - X-Coordinate,STARLINK-31776 - X-Coordinate,STARLINK-4206 - X-Coordinate,STARLINK-4275 - X-Coordinate,STARLINK-4327 - X-Coordinate,STARLINK-30875 - X-Coordinate,STARLINK-4283 - X-Coordinate,STARLINK-3319 - X-Coordinate,STARLINK-31164 - X-Coordinate,STARLINK-5484 - X-Coordinate,STARLINK-31162 - X-Coordinate,STARLINK-3699 - X-Coordinate,STARLINK-6033 - X-Coordinate,STARLINK-3593 - X-Coordinate,STARLINK-5949 - X-Coordinate,STARLINK-2594 - X-Coordinate,STARLINK-30924 - X-Coordinate,STARLINK-30469 - X-Coordinate,STARLINK-31916 - X-Coordinate,STARLINK-2494 - X-Coordinate,STARLINK-1349 - X-Coordinate,STARLINK-3865 - X-Coordinate,STARLINK-31615 - X-Coordinate,STARLINK-2623 - X-Coordinate,STARLINK-3892 - X-Coordinate,STARLINK-1454 - X-Coordinate,STARLINK-30178 - X-Coordinate,STARLINK-6178 - X-Coordinate,STARLINK-2163 - X-Coordinate,STARLINK-3877 - X-Coordinate,STARLINK-31887 - X-Coordinate,STARLINK-5865 - X-Coordinate,STARLINK-4417 - X-Coordinate,STARLINK-11270 [DTC] - X-Coordinate,STARLINK-5594 - X-Coordinate,STARLINK-4146 - X-Coordinate,STARLINK-31674 - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-3158 - X-Coordinate,STARLINK-30326 - X-Coordinate,STARLINK-5536 - X-Coordinate,STARLINK-3043 - X-Coordinate,STARLINK-31174 - X-Coordinate,STARLINK-11249 [DTC] - X-Coordinate,STARLINK-1934 - X-Coordinate,STARLINK-5770 - X-Coordinate,STARLINK-1170 - X-Coordinate,STARLINK-30777 - X-Coordinate,STARLINK-4788 - X-Coordinate,STARLINK-2395 - X-Coordinate,STARLINK-1916 - X-Coordinate,STARLINK-2124 - X-Coordinate,STARLINK-30804 - X-Coordinate,STARLINK-31092 - X-Coordinate,STARLINK-5309 - X-Coordinate,STARLINK-31778 - X-Coordinate,STARLINK-30835 - X-Coordinate,STARLINK-4197 - X-Coordinate,STARLINK-31017 - X-Coordinate,STARLINK-4508 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5583 - Y-Coordinate,STARLINK-11254 [DTC] - Y-Coordinate,STARLINK-31992 - Y-Coordinate,STARLINK-30569 - Y-Coordinate,STARLINK-3768 - Y-Coordinate,STARLINK-6154 - Y-Coordinate,STARLINK-5067 - Y-Coordinate,STARLINK-31224 - Y-Coordinate,STARLINK-31085 - Y-Coordinate,STARLINK-4154 - Y-Coordinate,STARLINK-32102 - Y-Coordinate,STARLINK-2763 - Y-Coordinate,STARLINK-4339 - Y-Coordinate,STARLINK-32101 - Y-Coordinate,STARLINK-3862 - Y-Coordinate,STARLINK-6152 - Y-Coordinate,STARLINK-4755 - Y-Coordinate,STARLINK-2346 - Y-Coordinate,STARLINK-4042 - Y-Coordinate,STARLINK-31703 - Y-Coordinate,STARLINK-2101 - Y-Coordinate,STARLINK-6177 - Y-Coordinate,STARLINK-5651 - Y-Coordinate,STARLINK-11264 [DTC] - Y-Coordinate,STARLINK-5181 - Y-Coordinate,STARLINK-6127 - Y-Coordinate,STARLINK-31037 - Y-Coordinate,STARLINK-5727 - Y-Coordinate,STARLINK-11115 [DTC] - Y-Coordinate,STARLINK-2588 - Y-Coordinate,STARLINK-5417 - Y-Coordinate,STARLINK-4510 - Y-Coordinate,STARLINK-5997 - Y-Coordinate,STARLINK-2538 - Y-Coordinate,STARLINK-1282 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-3696 - Y-Coordinate,STARLINK-2429 - Y-Coordinate,STARLINK-30911 - Y-Coordinate,STARLINK-3544 - Y-Coordinate,STARLINK-31776 - Y-Coordinate,STARLINK-4206 - Y-Coordinate,STARLINK-4275 - Y-Coordinate,STARLINK-4327 - Y-Coordinate,STARLINK-30875 - Y-Coordinate,STARLINK-4283 - Y-Coordinate,STARLINK-3319 - Y-Coordinate,STARLINK-31164 - Y-Coordinate,STARLINK-5484 - Y-Coordinate,STARLINK-31162 - Y-Coordinate,STARLINK-3699 - Y-Coordinate,STARLINK-6033 - Y-Coordinate,STARLINK-3593 - Y-Coordinate,STARLINK-5949 - Y-Coordinate,STARLINK-2594 - Y-Coordinate,STARLINK-30924 - Y-Coordinate,STARLINK-30469 - Y-Coordinate,STARLINK-31916 - Y-Coordinate,STARLINK-2494 - Y-Coordinate,STARLINK-1349 - Y-Coordinate,STARLINK-3865 - Y-Coordinate,STARLINK-31615 - Y-Coordinate,STARLINK-2623 - Y-Coordinate,STARLINK-3892 - Y-Coordinate,STARLINK-1454 - Y-Coordinate,STARLINK-30178 - Y-Coordinate,STARLINK-6178 - Y-Coordinate,STARLINK-2163 - Y-Coordinate,STARLINK-3877 - Y-Coordinate,STARLINK-31887 - Y-Coordinate,STARLINK-5865 - Y-Coordinate,STARLINK-4417 - Y-Coordinate,STARLINK-11270 [DTC] - Y-Coordinate,STARLINK-5594 - Y-Coordinate,STARLINK-4146 - Y-Coordinate,STARLINK-31674 - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-3158 - Y-Coordinate,STARLINK-30326 - Y-Coordinate,STARLINK-5536 - Y-Coordinate,STARLINK-3043 - Y-Coordinate,STARLINK-31174 - Y-Coordinate,STARLINK-11249 [DTC] - Y-Coordinate,STARLINK-1934 - Y-Coordinate,STARLINK-5770 - Y-Coordinate,STARLINK-1170 - Y-Coordinate,STARLINK-30777 - Y-Coordinate,STARLINK-4788 - Y-Coordinate,STARLINK-2395 - Y-Coordinate,STARLINK-1916 - Y-Coordinate,STARLINK-2124 - Y-Coordinate,STARLINK-30804 - Y-Coordinate,STARLINK-31092 - Y-Coordinate,STARLINK-5309 - Y-Coordinate,STARLINK-31778 - Y-Coordinate,STARLINK-30835 - Y-Coordinate,STARLINK-4197 - Y-Coordinate,STARLINK-31017 - Y-Coordinate,STARLINK-4508 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5583 - Z-Coordinate,STARLINK-11254 [DTC] - Z-Coordinate,STARLINK-31992 - Z-Coordinate,STARLINK-30569 - Z-Coordinate,STARLINK-3768 - Z-Coordinate,STARLINK-6154 - Z-Coordinate,STARLINK-5067 - Z-Coordinate,STARLINK-31224 - Z-Coordinate,STARLINK-31085 - Z-Coordinate,STARLINK-4154 - Z-Coordinate,STARLINK-32102 - Z-Coordinate,STARLINK-2763 - Z-Coordinate,STARLINK-4339 - Z-Coordinate,STARLINK-32101 - Z-Coordinate,STARLINK-3862 - Z-Coordinate,STARLINK-6152 - Z-Coordinate,STARLINK-4755 - Z-Coordinate,STARLINK-2346 - Z-Coordinate,STARLINK-4042 - Z-Coordinate,STARLINK-31703 - Z-Coordinate,STARLINK-2101 - Z-Coordinate,STARLINK-6177 - Z-Coordinate,STARLINK-5651 - Z-Coordinate,STARLINK-11264 [DTC] - Z-Coordinate,STARLINK-5181 - Z-Coordinate,STARLINK-6127 - Z-Coordinate,STARLINK-31037 - Z-Coordinate,STARLINK-5727 - Z-Coordinate,STARLINK-11115 [DTC] - Z-Coordinate,STARLINK-2588 - Z-Coordinate,STARLINK-5417 - Z-Coordinate,STARLINK-4510 - Z-Coordinate,STARLINK-5997 - Z-Coordinate,STARLINK-2538 - Z-Coordinate,STARLINK-1282 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-3696 - Z-Coordinate,STARLINK-2429 - Z-Coordinate,STARLINK-30911 - Z-Coordinate,STARLINK-3544 - Z-Coordinate,STARLINK-31776 - Z-Coordinate,STARLINK-4206 - Z-Coordinate,STARLINK-4275 - Z-Coordinate,STARLINK-4327 - Z-Coordinate,STARLINK-30875 - Z-Coordinate,STARLINK-4283 - Z-Coordinate,STARLINK-3319 - Z-Coordinate,STARLINK-31164 - Z-Coordinate,STARLINK-5484 - Z-Coordinate,STARLINK-31162 - Z-Coordinate,STARLINK-3699 - Z-Coordinate,STARLINK-6033 - Z-Coordinate,STARLINK-3593 - Z-Coordinate,STARLINK-5949 - Z-Coordinate,STARLINK-2594 - Z-Coordinate,STARLINK-30924 - Z-Coordinate,STARLINK-30469 - Z-Coordinate,STARLINK-31916 - Z-Coordinate,STARLINK-2494 - Z-Coordinate,STARLINK-1349 - Z-Coordinate,STARLINK-3865 - Z-Coordinate,STARLINK-31615 - Z-Coordinate,STARLINK-2623 - Z-Coordinate,STARLINK-3892 - Z-Coordinate,STARLINK-1454 - Z-Coordinate,STARLINK-30178 - Z-Coordinate,STARLINK-6178 - Z-Coordinate,STARLINK-2163 - Z-Coordinate,STARLINK-3877 - Z-Coordinate,STARLINK-31887 - Z-Coordinate,STARLINK-5865 - Z-Coordinate,STARLINK-4417 - Z-Coordinate,STARLINK-11270 [DTC] - Z-Coordinate,STARLINK-5594 - Z-Coordinate,STARLINK-4146 - Z-Coordinate,STARLINK-31674 - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-3158 - Z-Coordinate,STARLINK-30326 - Z-Coordinate,STARLINK-5536 - Z-Coordinate,STARLINK-3043 - Z-Coordinate,STARLINK-31174 - Z-Coordinate,STARLINK-11249 [DTC] - Z-Coordinate,STARLINK-1934 - Z-Coordinate,STARLINK-5770 - Z-Coordinate,STARLINK-1170 - Z-Coordinate,STARLINK-30777 - Z-Coordinate,STARLINK-4788 - Z-Coordinate,STARLINK-2395 - Z-Coordinate,STARLINK-1916 - Z-Coordinate,STARLINK-2124 - Z-Coordinate,STARLINK-30804 - Z-Coordinate,STARLINK-31092 - Z-Coordinate,STARLINK-5309 - Z-Coordinate,STARLINK-31778 - Z-Coordinate,STARLINK-30835 - Z-Coordinate,STARLINK-4197 - Z-Coordinate,STARLINK-31017 - Z-Coordinate,STARLINK-4508 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3098.9778,-5984.8727,2567.5398,4906.3365,-4508.9896,6035.2736,-4015.3041,-5253.8385,5752.3784,3944.7960,-6129.8393,-1144.4781,-3139.3127,-2328.8120,6049.6698,5884.6932,-4762.5328,5180.8414,-4578.6613,0.0000,2354.4989,5607.3126,6716.8919,-6396.1735,5194.2954,3276.9901,-3615.3667,-365.3133,4115.9108,1319.4791,-6582.3019,2781.8987,5825.9167,-528.2033,3808.0131,-376.9464,6340.0585,5680.5513,-5356.1300,4582.2601,5916.7125,513.3879,-951.9640,5679.2805,4634.6529,4495.7019,4960.4721,-4282.8242,-2984.0905,-6245.4617,2837.5620,3002.4960,-6349.0033,4447.4789,4930.0677,-2932.1167,3425.1413,6784.9951,-6851.9165,1886.0876,1894.0542,-4839.9713,665.6330,4914.1507,-303.2416,2587.4861,-5147.1022,-2698.3192,-6775.4815,5154.8785,-3286.9629,652.1235,-5218.0421,2390.2551,5202.8669,4111.9625,2953.7626,4104.5776,4287.7620,6014.4060,-5649.8135,1884.2849,-1773.2851,-5718.5296,3452.3959,-5073.2298,-5005.2577,-3444.8134,4034.9983,5100.5613,-1978.1882,-118.5300,1149.9127,-1209.7562,-6054.8332,-1713.3080,4470.1522,-4292.9391,5620.5825,-571.7483,-154031.4167,-135280.6993,-158756.6478,-160511.6971,-153175.1685,-155535.6916,-152114.6517,-154641.3416,-270353498.1117,-270288701.8927,-270311567.3741,-270327654.1423,-155144.8777,-270333322.0684,-4563.1777,744.5106,3710.1653,1357.5829,1637.2659,2577.8108,3992.3779,-824.6976,1969.3299,4956.1237,1189.7629,5339.8492,-2825.0901,5090.4370,-3176.5716,1462.4755,1729.3111,-280.2162,105.9313,0.0000,3769.2471,2457.5484,1339.6653,-822.5840,542.4574,-4037.5822,1590.5801,5978.8123,-5073.8284,-5614.6240,1003.6570,-5289.4937,3754.9621,-5528.2110,-1727.8355,-5920.1232,-2328.1290,-1161.2090,-3577.5375,5156.0994,-2477.8865,-4153.0301,6202.9381,3688.9216,2304.7846,518.3666,4599.1802,3664.4954,5545.7474,1754.5378,3701.4687,956.6968,-2248.4585,-3462.9929,2140.3412,4978.3696,5163.0428,-465.5717,-302.4677,3889.5511,-5089.8724,-4496.9315,-5292.3579,-4293.4170,4659.1804,6288.0803,3918.1158,-4232.7714,-342.5126,935.2977,3942.2011,698.3730,4041.6008,1689.4977,4398.0597,-3274.1005,-6073.6703,862.6915,2548.3637,906.7191,-3867.3911,-2105.0365,-4898.0784,2205.7367,3240.3981,-164.2598,-1232.7733,-5779.7017,-3394.2805,902.2972,-5575.9591,-4225.6074,4229.3295,-6398.2813,2745.6856,4955.1050,2422.1503,-3436.2883,2132.0495,-4315.9326,-351207.9073,-353257.9564,-359513.7980,-356663.4307,-361138.6331,-359511.0381,-351808.9639,-353069.0128,114120029.3140,114118164.6939,114109666.0513,114112377.1536,-354595.0442,114121015.5349,-4234.8541,2960.0461,-5121.0492,4685.0750,4966.6471,-2238.7597,-4034.0913,-4349.6061,-3296.3775,2761.9160,-2781.4326,-4124.5420,5497.1013,3497.5448,-1087.0846,-3350.3960,-4651.8617,4490.2597,5164.0512,0.0000,-5303.1549,3237.5448,-1061.1208,1768.8903,4515.7952,-4587.0593,-5258.1031,3483.5148,-1661.3209,3727.8242,-1838.4886,-3454.9037,396.6448,4115.9527,-5515.2468,-3373.8055,1518.5398,3761.7033,-2342.9485,49.1775,-2293.1945,5489.0000,-2884.3292,-1514.7893,-4594.9593,-5224.1992,1373.9284,4041.3495,-2955.6183,-2194.6063,-5117.0704,-6193.2024,-1553.0338,4032.5747,4301.4986,3678.4894,3042.9294,583.7810,895.7887,-5401.8818,4274.0626,-1554.8258,4337.2849,2252.1838,-5096.2152,1354.1966,2494.5446,-4756.5208,1304.3573,-4365.9584,-4670.7583,6863.0084,1405.7145,-6312.5617,1168.4257,-4346.1025,1623.8030,-5495.6559,4784.3772,3315.1073,-1096.6955,-6359.6458,4437.7452,2790.5789,4994.4305,-4728.0950,-4538.1560,-1609.7207,4467.6228,4551.6192,-3414.9185,5436.0291,5244.5885,-2126.9709,-2023.2011,4351.5260,-4715.7159,4178.8530,-3221.1506,5349.5082,-76271.2199,-76548.6839,-77619.6548,-72122.3984,-72037.7434,-82556.5055,-84239.8933,-77695.8986,110729381.2936,110739499.1448,110723650.1602,110740551.1731,-76919.6153,110732436.6521,
3600.000,-3628.3198,5658.8706,-6057.9850,-5885.7924,4752.4769,-5166.7913,219.0148,6158.6761,-6899.2633,-5335.2846,5529.8057,-2873.5228,-1370.0941,-111.4734,-4530.7590,-4538.8692,5007.2829,-6211.0631,2558.5588,0.0000,-5777.8793,-4887.0413,-5446.0737,5590.1637,-2892.1936,-681.9720,580.0547,-3069.2054,-1848.4317,495.6180,3827.5350,-1424.7696,-2590.9622,3396.8335,-2422.0541,3923.3818,-3519.9475,-6118.0676,4341.9029,-4789.8594,-2260.7759,3761.4293,-1947.3800,-1968.7685,-6440.5362,-6009.0558,-5479.0751,2818.6663,419.2704,3064.8065,-5991.6212,-4619.3264,4822.2938,-3091.7498,-3683.1605,527.6596,-5639.2484,-4642.1584,4922.1662,-5100.7898,2115.9342,5988.2126,1540.1293,-1431.7509,-3760.9609,-4334.9488,3769.1770,5587.6951,4633.8613,-6067.9392,-277.2270,4479.4226,1340.0204,-2744.1564,-5551.0669,-1973.7762,-2550.7874,-4250.7751,-6728.2180,-4345.5942,5549.3942,-1450.5763,5365.2881,4809.0007,-4527.8285,4919.5769,6761.0810,5094.6481,-3470.5297,-6728.3144,3799.2577,3986.3334,-4914.3113,3764.4991,5677.0773,-2945.8374,-6147.4988,6462.1741,-6762.8168,4531.3503,-64575.5772,-41810.0599,-65647.1555,-65883.7600,-58749.0253,-60848.0285,-58608.4563,-60963.3911,-290656798.6082,-290591444.5814,-290614009.8797,-290624883.4392,-61015.7207,-290636483.6463,5911.4785,-2960.9905,-2626.8636,2278.0339,-4745.4239,803.9567,-2493.2132,-2619.4855,397.1985,-4103.8482,-3845.9016,-3065.0012,-124.9135,-6327.5172,4130.2158,2242.2559,-4631.8095,2873.5299,-4064.2936,0.0000,-2856.1310,1359.0538,1394.3957,-1495.4445,3169.7542,6478.4471,-6067.6114,-4050.7940,5577.9106,6830.6974,-2712.3993,6697.0919,-3841.5396,2446.9933,5450.4151,3140.8669,3403.9625,3207.5436,-86.9039,-2777.8827,4488.6743,3969.1751,-3809.1111,-3191.5512,851.0515,2577.8648,-2959.3387,-6247.3641,-3124.2805,-4071.1306,-2822.2907,-4684.6476,-414.5249,6116.7084,2103.9434,-6831.6023,-3948.5627,3058.3387,-1628.9479,-975.1345,3631.7659,1886.9315,6696.4018,4269.4880,-2867.1881,-4898.8431,-5710.7929,3885.9285,-1732.1748,2743.1096,-5792.2831,-1730.5683,-4237.1893,2917.6940,-2685.3196,6371.8019,5546.2523,3416.3899,-976.2325,2618.1182,853.7551,5861.1291,3879.4141,-4165.9216,1173.4955,-3689.2620,-1008.9665,4170.2783,5941.8773,1306.1248,1546.0349,4735.0711,-4237.7841,3460.8495,-2707.9011,-4688.6526,1002.6140,2444.8494,573.1349,2355.8087,-376994.8788,-376610.0801,-386365.2388,-383662.3330,-388985.0843,-387366.4212,-380270.3914,-383767.2564,40207005.0539,40217865.4932,40205538.7517,40204199.6391,-382360.7384,40209168.4478,-514.0659,2087.5458,1710.3384,-2854.3891,-1642.3741,4540.5632,6470.5948,1520.7228,-212.2405,1578.1593,-1151.0182,5389.1465,-6805.3427,1884.3156,-3207.2410,4715.1363,848.8103,-584.2154,-4971.7049,0.0000,2499.3870,-4726.9846,4041.3644,3345.7796,-5419.6250,2359.2577,2449.8056,-4722.2084,-3307.8086,555.3209,5060.2052,-850.7706,-5174.1599,-5509.7295,3496.7276,4604.3956,-4898.9279,338.5122,5290.1238,-4117.0477,4587.6451,-4228.9834,5411.1137,5821.0619,2370.3440,2219.1810,2975.7496,-1094.0264,6185.8999,4562.5282,1998.7369,2218.1739,4925.0924,-1063.6670,-5432.4589,-194.1631,548.7449,-3969.9082,-4583.4344,4557.9811,-5496.4488,-2570.1843,-378.6260,-5239.1140,5027.2026,2290.1785,1120.4238,1196.9117,-4827.1411,1449.7040,3797.7813,-5014.6636,-5087.0653,5676.4918,3120.5328,1396.8088,3300.9805,4233.5313,-1290.5835,-4728.4256,4055.9941,3447.0544,-1761.1312,2210.2701,-5060.9885,3196.1344,624.7971,-2128.2316,-716.6491,-819.1996,5449.7142,-3040.2761,-2172.9274,4545.4253,-2965.8390,-3984.8261,3031.6919,-236.6294,-639.4206,-4651.9606,-73581.6829,-75174.5327,-74861.9070,-72622.8377,-69255.9386,-78142.2227,-84075.4180,-74213.9354,110756420.2680,110761044.7068,110744333.4067,110761326.3430,-75354.7215,110756369.0753,
7200.000,2198.9915,-1359.5313,6104.6987,5141.9341,-3255.0814,3360.1252,4246.0940,-4579.3335,5297.0758,4709.9816,-2143.6813,6210.9553,3118.2454,3167.1632,691.9609,2565.8023,-3022.9174,4239.0811,-814.4235,0.0000,6504.4352,3454.5322,2716.7452,-1011.1080,735.5591,-1567.4076,2038.1884,5994.6114,-2432.4046,-2266.5765,173.5476,-817.5558,-1028.3367,-5964.6332,1046.2687,-6389.0748,-704.8586,3779.9530,-2650.2816,3907.4560,-2201.6825,-6090.8197,5172.8718,-1565.3688,6031.2594,5230.8914,4202.5205,-553.7747,3631.9072,1094.8137,6377.3289,2470.4370,-2196.3554,808.5986,2325.1517,2091.3077,5677.1775,545.3731,-1367.8050,6761.5432,-5704.5673,-4424.7574,-2911.5956,-2999.4913,6551.6813,5017.8758,-744.1636,-5794.0074,-1057.8842,4208.0891,3058.9221,-6932.4165,3782.8774,3649.8200,4137.9702,-740.4340,-85.3069,3747.1781,6185.0827,2060.3484,-4256.6595,1497.2159,-6316.8307,-428.3801,4924.1184,-3695.5965,-5193.6922,-5192.7310,1539.1424,5328.5834,-5244.5675,-5556.5817,5804.0069,-5721.2285,-2155.7794,5999.7931,6000.9111,-5709.5977,4528.1688,-6802.0387,29225.1861,54568.1602,31823.4656,33685.5676,39625.4082,37411.5675,39308.2163,36676.1414,-291124247.0796,-291062124.9734,-291084287.3650,-291091354.5250,37110.5691,-291104330.3450,-4370.6485,3925.7675,673.9787,-4578.1181,5447.5122,-4474.0640,1915.3967,4545.5104,-2635.5096,1071.7997,4921.8843,733.2555,4684.5608,2458.4946,-4157.0432,-5589.0621,5077.2782,-3897.1977,6667.5688,0.0000,1444.5790,-5002.5984,-4451.6234,3940.2839,-6236.9175,-6625.1472,5412.1480,1598.7121,-3237.9393,-4693.1534,4683.0885,-5086.7324,23.6885,567.1447,-6804.5311,201.2998,-4456.6866,-3939.4448,4432.9062,-1433.5676,-5493.0425,-3249.2736,844.7344,-984.7129,-3117.4740,-3951.0670,-648.7126,6443.4282,862.5502,5678.2306,1314.7042,5741.5327,3981.7334,-6395.1410,-5763.8185,5546.9438,1003.9140,-5198.5628,4100.7809,-1161.6450,-2139.8783,2255.6637,-4900.6540,-3870.3673,1278.7959,1452.1228,5565.0082,-2141.0531,4332.0861,-4713.5964,6191.1614,-215.0019,3429.9458,-5639.1728,-885.1252,-6257.3111,-2886.1602,-5798.6882,-658.3425,-5759.5458,3021.1717,-6640.0856,-1494.5610,4131.2573,-4478.3359,5859.7084,2532.8169,-648.1273,-5762.7043,-2694.2740,2661.6857,-3845.3871,2635.4085,551.0265,2273.1688,3183.7118,-3432.6099,-400.4406,-3149.3811,-684.0802,-381635.8844,-375680.5675,-388272.3959,-385330.0242,-392039.4220,-388868.6311,-384418.0667,-384376.4763,-36434668.6007,-36411227.2251,-36427895.0813,-36429935.5974,-385559.1036,-36431389.2968,4928.2453,-5290.7007,2960.3660,-755.3201,-2743.0553,-4096.1463,-5157.5381,2340.9880,3567.3236,-4951.2799,4219.6346,-2777.9424,4049.8524,-5254.2953,5476.3726,-3188.0983,3505.6235,-3745.6146,1606.3097,0.0000,1847.2706,3318.8613,-4567.3148,-5315.5665,2871.5591,1288.4324,3113.5335,3089.5709,5376.0730,-4484.3055,-5078.1978,4581.3585,6853.1113,3447.9488,680.0650,-2391.5523,5242.4801,-4249.3734,-4505.5080,5490.7161,-3376.9216,267.4526,-4500.9653,-6689.7835,1318.3174,2173.6807,-5444.2964,-2525.8492,-5868.7843,-3670.9758,2337.5847,3013.1296,-5209.4724,-2566.9969,2960.6178,-3446.8125,-3808.8518,4381.1607,5391.0347,-879.8697,3262.9859,4615.5815,-3857.8351,4859.3623,-1787.7426,-4565.3752,-4077.5814,3094.9174,5267.5920,2552.9462,-653.0601,156.1674,4403.1179,-1799.2224,-5472.1431,2597.8005,-6322.3832,-311.9500,-3032.5966,3253.0222,-4566.2147,1413.4270,-2192.3590,-5312.3423,1767.2670,255.9333,3698.1341,4513.7190,-3506.7839,-3465.5957,-3475.7710,-1367.2907,-2492.0982,-3730.5309,6192.5173,591.7648,481.6394,-3879.6561,3998.1470,955.7851,-71292.8358,-73795.5019,-72229.9233,-73977.6990,-66953.9906,-72901.9030,-83208.4740,-75032.1127,110783418.3357,110782526.0694,110765370.9452,110780964.2221,-73783.5188,110780263.9074,
