sl_100_5400_20260217 Coordinates.csv
2026/02/17 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:41 2024,
Start: 2026/02/17 07:47:00.00, Stop: 2026/02/17 09:17:00.00,
TIME_UNITS,STARLINK-30194 - X-Coordinate,STARLINK-31375 - X-Coordinate,STARLINK-31641 - X-Coordinate,STARLINK-6130 - X-Coordinate,STARLINK-5468 - X-Coordinate,STARLINK-5969 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-31775 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-1055 - X-Coordinate,STARLINK-4728 - X-Coordinate,STARLINK-32084 - X-Coordinate,STARLINK-31660 - X-Coordinate,STARLINK-4752 - X-Coordinate,STARLINK-4486 - X-Coordinate,STARLINK-31116 - X-Coordinate,STARLINK-4720 - X-Coordinate,STARLINK-6288 - X-Coordinate,STARLINK-31483 - X-Coordinate,STARLINK-6055 - X-Coordinate,STARLINK-5473 - X-Coordinate,STARLINK-3914 - X-Coordinate,STARLINK-30237 - X-Coordinate,STARLINK-30903 - X-Coordinate,STARLINK-31306 - X-Coordinate,STARLINK-30976 - X-Coordinate,STARLINK-5527 - X-Coordinate,STARLINK-31736 - X-Coordinate,STARLINK-5498 - X-Coordinate,STARLINK-2067 - X-Coordinate,STARLINK-6235 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-1895 - X-Coordinate,STARLINK-5976 - X-Coordinate,STARLINK-5526 - X-Coordinate,STARLINK-4401 - X-Coordinate,STARLINK-5108 - X-Coordinate,STARLINK-2033 - X-Coordinate,STARLINK-1509 - X-Coordinate,STARLINK-2422 - X-Coordinate,STARLINK-2728 - X-Coordinate,STARLINK-5707 - X-Coordinate,STARLINK-32026 - X-Coordinate,STARLINK-11104 [DTC] - X-Coordinate,STARLINK-3852 - X-Coordinate,STARLINK-30151 - X-Coordinate,STARLINK-1973 - X-Coordinate,STARLINK-4209 - X-Coordinate,STARLINK-30393 - X-Coordinate,STARLINK-31541 - X-Coordinate,STARLINK-31293 - X-Coordinate,STARLINK-4204 - X-Coordinate,STARLINK-6097 - X-Coordinate,STARLINK-2021 - X-Coordinate,STARLINK-5950 - X-Coordinate,STARLINK-1790 - X-Coordinate,STARLINK-2162 - X-Coordinate,STARLINK-5246 - X-Coordinate,STARLINK-31295 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-5702 - X-Coordinate,STARLINK-32108 - X-Coordinate,STARLINK-5472 - X-Coordinate,STARLINK-2593 - X-Coordinate,STARLINK-30501 - X-Coordinate,STARLINK-6032 - X-Coordinate,STARLINK-30327 - X-Coordinate,STARLINK-2723 - X-Coordinate,STARLINK-5815 - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-4310 - X-Coordinate,STARLINK-31350 - X-Coordinate,STARLINK-31166 - X-Coordinate,STARLINK-3669 - X-Coordinate,STARLINK-2225 - X-Coordinate,STARLINK-1308 - X-Coordinate,STARLINK-4014 - X-Coordinate,STARLINK-3972 - X-Coordinate,STARLINK-3842 - X-Coordinate,STARLINK-3329 - X-Coordinate,STARLINK-31237 - X-Coordinate,STARLINK-30528 - X-Coordinate,STARLINK-3749 - X-Coordinate,STARLINK-32046 - X-Coordinate,STARLINK-2546 - X-Coordinate,STARLINK-5933 - X-Coordinate,STARLINK-1922 - X-Coordinate,STARLINK-31979 - X-Coordinate,STARLINK-3287 - X-Coordinate,STARLINK-30467 - X-Coordinate,STARLINK-3190 - X-Coordinate,STARLINK-3727 - X-Coordinate,STARLINK-4673 - X-Coordinate,STARLINK-5628 - X-Coordinate,STARLINK-11264 [DTC] - X-Coordinate,STARLINK-4745 - X-Coordinate,STARLINK-4017 - X-Coordinate,STARLINK-31319 - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-31890 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30194 - Y-Coordinate,STARLINK-31375 - Y-Coordinate,STARLINK-31641 - Y-Coordinate,STARLINK-6130 - Y-Coordinate,STARLINK-5468 - Y-Coordinate,STARLINK-5969 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-31775 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-1055 - Y-Coordinate,STARLINK-4728 - Y-Coordinate,STARLINK-32084 - Y-Coordinate,STARLINK-31660 - Y-Coordinate,STARLINK-4752 - Y-Coordinate,STARLINK-4486 - Y-Coordinate,STARLINK-31116 - Y-Coordinate,STARLINK-4720 - Y-Coordinate,STARLINK-6288 - Y-Coordinate,STARLINK-31483 - Y-Coordinate,STARLINK-6055 - Y-Coordinate,STARLINK-5473 - Y-Coordinate,STARLINK-3914 - Y-Coordinate,STARLINK-30237 - Y-Coordinate,STARLINK-30903 - Y-Coordinate,STARLINK-31306 - Y-Coordinate,STARLINK-30976 - Y-Coordinate,STARLINK-5527 - Y-Coordinate,STARLINK-31736 - Y-Coordinate,STARLINK-5498 - Y-Coordinate,STARLINK-2067 - Y-Coordinate,STARLINK-6235 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-1895 - Y-Coordinate,STARLINK-5976 - Y-Coordinate,STARLINK-5526 - Y-Coordinate,STARLINK-4401 - Y-Coordinate,STARLINK-5108 - Y-Coordinate,STARLINK-2033 - Y-Coordinate,STARLINK-1509 - Y-Coordinate,STARLINK-2422 - Y-Coordinate,STARLINK-2728 - Y-Coordinate,STARLINK-5707 - Y-Coordinate,STARLINK-32026 - Y-Coordinate,STARLINK-11104 [DTC] - Y-Coordinate,STARLINK-3852 - Y-Coordinate,STARLINK-30151 - Y-Coordinate,STARLINK-1973 - Y-Coordinate,STARLINK-4209 - Y-Coordinate,STARLINK-30393 - Y-Coordinate,STARLINK-31541 - Y-Coordinate,STARLINK-31293 - Y-Coordinate,STARLINK-4204 - Y-Coordinate,STARLINK-6097 - Y-Coordinate,STARLINK-2021 - Y-Coordinate,STARLINK-5950 - Y-Coordinate,STARLINK-1790 - Y-Coordinate,STARLINK-2162 - Y-Coordinate,STARLINK-5246 - Y-Coordinate,STARLINK-31295 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-5702 - Y-Coordinate,STARLINK-32108 - Y-Coordinate,STARLINK-5472 - Y-Coordinate,STARLINK-2593 - Y-Coordinate,STARLINK-30501 - Y-Coordinate,STARLINK-6032 - Y-Coordinate,STARLINK-30327 - Y-Coordinate,STARLINK-2723 - Y-Coordinate,STARLINK-5815 - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-4310 - Y-Coordinate,STARLINK-31350 - Y-Coordinate,STARLINK-31166 - Y-Coordinate,STARLINK-3669 - Y-Coordinate,STARLINK-2225 - Y-Coordinate,STARLINK-1308 - Y-Coordinate,STARLINK-4014 - Y-Coordinate,STARLINK-3972 - Y-Coordinate,STARLINK-3842 - Y-Coordinate,STARLINK-3329 - Y-Coordinate,STARLINK-31237 - Y-Coordinate,STARLINK-30528 - Y-Coordinate,STARLINK-3749 - Y-Coordinate,STARLINK-32046 - Y-Coordinate,STARLINK-2546 - Y-Coordinate,STARLINK-5933 - Y-Coordinate,STARLINK-1922 - Y-Coordinate,STARLINK-31979 - Y-Coordinate,STARLINK-3287 - Y-Coordinate,STARLINK-30467 - Y-Coordinate,STARLINK-3190 - Y-Coordinate,STARLINK-3727 - Y-Coordinate,STARLINK-4673 - Y-Coordinate,STARLINK-5628 - Y-Coordinate,STARLINK-11264 [DTC] - Y-Coordinate,STARLINK-4745 - Y-Coordinate,STARLINK-4017 - Y-Coordinate,STARLINK-31319 - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-31890 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30194 - Z-Coordinate,STARLINK-31375 - Z-Coordinate,STARLINK-31641 - Z-Coordinate,STARLINK-6130 - Z-Coordinate,STARLINK-5468 - Z-Coordinate,STARLINK-5969 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-31775 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-1055 - Z-Coordinate,STARLINK-4728 - Z-Coordinate,STARLINK-32084 - Z-Coordinate,STARLINK-31660 - Z-Coordinate,STARLINK-4752 - Z-Coordinate,STARLINK-4486 - Z-Coordinate,STARLINK-31116 - Z-Coordinate,STARLINK-4720 - Z-Coordinate,STARLINK-6288 - Z-Coordinate,STARLINK-31483 - Z-Coordinate,STARLINK-6055 - Z-Coordinate,STARLINK-5473 - Z-Coordinate,STARLINK-3914 - Z-Coordinate,STARLINK-30237 - Z-Coordinate,STARLINK-30903 - Z-Coordinate,STARLINK-31306 - Z-Coordinate,STARLINK-30976 - Z-Coordinate,STARLINK-5527 - Z-Coordinate,STARLINK-31736 - Z-Coordinate,STARLINK-5498 - Z-Coordinate,STARLINK-2067 - Z-Coordinate,STARLINK-6235 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-1895 - Z-Coordinate,STARLINK-5976 - Z-Coordinate,STARLINK-5526 - Z-Coordinate,STARLINK-4401 - Z-Coordinate,STARLINK-5108 - Z-Coordinate,STARLINK-2033 - Z-Coordinate,STARLINK-1509 - Z-Coordinate,STARLINK-2422 - Z-Coordinate,STARLINK-2728 - Z-Coordinate,STARLINK-5707 - Z-Coordinate,STARLINK-32026 - Z-Coordinate,STARLINK-11104 [DTC] - Z-Coordinate,STARLINK-3852 - Z-Coordinate,STARLINK-30151 - Z-Coordinate,STARLINK-1973 - Z-Coordinate,STARLINK-4209 - Z-Coordinate,STARLINK-30393 - Z-Coordinate,STARLINK-31541 - Z-Coordinate,STARLINK-31293 - Z-Coordinate,STARLINK-4204 - Z-Coordinate,STARLINK-6097 - Z-Coordinate,STARLINK-2021 - Z-Coordinate,STARLINK-5950 - Z-Coordinate,STARLINK-1790 - Z-Coordinate,STARLINK-2162 - Z-Coordinate,STARLINK-5246 - Z-Coordinate,STARLINK-31295 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-5702 - Z-Coordinate,STARLINK-32108 - Z-Coordinate,STARLINK-5472 - Z-Coordinate,STARLINK-2593 - Z-Coordinate,STARLINK-30501 - Z-Coordinate,STARLINK-6032 - Z-Coordinate,STARLINK-30327 - Z-Coordinate,STARLINK-2723 - Z-Coordinate,STARLINK-5815 - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-4310 - Z-Coordinate,STARLINK-31350 - Z-Coordinate,STARLINK-31166 - Z-Coordinate,STARLINK-3669 - Z-Coordinate,STARLINK-2225 - Z-Coordinate,STARLINK-1308 - Z-Coordinate,STARLINK-4014 - Z-Coordinate,STARLINK-3972 - Z-Coordinate,STARLINK-3842 - Z-Coordinate,STARLINK-3329 - Z-Coordinate,STARLINK-31237 - Z-Coordinate,STARLINK-30528 - Z-Coordinate,STARLINK-3749 - Z-Coordinate,STARLINK-32046 - Z-Coordinate,STARLINK-2546 - Z-Coordinate,STARLINK-5933 - Z-Coordinate,STARLINK-1922 - Z-Coordinate,STARLINK-31979 - Z-Coordinate,STARLINK-3287 - Z-Coordinate,STARLINK-30467 - Z-Coordinate,STARLINK-3190 - Z-Coordinate,STARLINK-3727 - Z-Coordinate,STARLINK-4673 - Z-Coordinate,STARLINK-5628 - Z-Coordinate,STARLINK-11264 [DTC] - Z-Coordinate,STARLINK-4745 - Z-Coordinate,STARLINK-4017 - Z-Coordinate,STARLINK-31319 - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-31890 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3116.9732,0.0000,-4854.3443,-5603.5822,1034.4838,1269.9951,-783.0970,-4387.8767,2956.6298,0.0000,3654.6952,3582.2658,-4930.2344,1275.4481,3649.1762,3032.7543,-289.5378,-5758.0812,4338.2845,1985.6184,3620.6208,4240.6516,-2462.4112,-5074.5108,-3312.9893,-4587.1453,-3066.8080,3524.3249,6826.4603,326.7221,-5326.9216,-814.2166,4300.2448,5830.6086,1612.7211,74.5753,1106.7903,2453.2157,0.0000,-4657.0810,2626.2198,4586.6198,5364.8878,5664.9111,-6342.8953,18.7950,3233.7717,1409.5433,-4129.5620,-1427.5149,-1095.9731,3731.4211,5485.6502,4800.4809,-5073.0321,-653.3695,5852.8419,6837.2323,2101.7321,-1765.1947,1995.2312,5609.3276,2297.8033,842.0292,-1603.7100,5067.5675,5755.3866,-3112.4465,-4198.0910,5145.8103,2094.0672,-5574.0374,-6628.6341,-3445.5187,-932.3223,-980.4579,404.4107,1801.4591,1928.2236,-5199.9800,4244.1124,-6422.8683,853.4445,4540.7787,-1649.3173,1773.9313,3244.2735,-4078.9351,-4372.6826,-3295.2310,-6154.0197,4041.3102,1024.3874,-5159.9018,4135.7648,-583.7127,5772.7070,-4474.4083,1947.3305,-4070.7396,-141178.4932,-169105.5934,-159501.4017,-155458.7501,-163721.3769,-160685.7367,-157798.8140,-158064.0811,-178341310.8831,-178365948.5913,-178319159.0912,-178343599.0101,-157651.8551,-178330878.4415,-6169.0240,0.0000,2290.0892,-1542.4164,-5575.7767,-6817.5393,6262.4971,2305.7909,-2974.0112,0.0000,-2476.5290,2003.7414,-3497.0045,-6766.6139,1989.6700,5416.5073,-6877.2983,3828.6079,-5244.4442,4578.1555,5424.7620,-5455.1525,-6428.9169,3596.3363,-4606.9752,4797.9639,5347.8467,5212.9549,533.3517,-5184.6916,-3486.5776,-5380.0462,164.9167,3441.5619,2386.8248,6810.9520,-5127.5286,3530.7434,0.0000,2878.2442,3530.9613,4254.9872,-3369.1138,-2237.4516,2744.7641,-5935.3537,-5890.2526,3932.3324,-5557.3976,5395.4319,-5342.9281,2447.3532,1533.6640,-3587.7604,-572.9802,-5576.2285,-3495.9020,957.6792,5141.9887,-4271.4031,-5138.0351,-3376.6511,-5761.2407,-4301.6512,4807.7729,-2179.8821,596.7777,4169.6992,1369.1492,-757.8554,2292.2602,1343.1731,1755.7101,4882.5824,-6763.8752,-4391.0947,4685.0659,4633.3750,-6351.6012,2378.4448,-3363.0642,-2378.8094,-6641.6447,4318.2787,6645.8470,-5001.0347,5779.7396,4593.0647,2698.2734,-5254.4131,-2322.2151,963.4499,5421.1889,-3297.8705,4059.7803,5734.1375,3794.7757,4713.2096,-5855.7689,3016.6286,346832.7503,323451.3025,345076.2488,344542.4951,342395.9740,343065.2739,335091.5999,338545.4286,288365215.2721,288356816.0844,288386483.9632,288378587.6196,339311.1683,288381895.6995,574.0433,0.0000,-4230.4175,-3790.5388,3947.4693,-98.7209,-2589.6810,4702.9133,5484.0258,0.0000,5311.7946,-5476.0262,3136.3044,-664.3019,-5527.3769,-2914.5724,-652.2587,529.5427,491.3585,-4844.7033,2387.3349,-323.5349,-810.1759,-3028.5713,3858.8996,1987.1620,3194.1551,-2629.2951,-1192.7583,4535.2735,2746.6369,4274.4942,5269.9559,-1547.9587,-6326.2448,1249.5212,-4508.7018,-5423.3280,0.0000,-4215.1469,5324.4506,-2996.1103,-2636.6552,2879.3683,160.3855,-3589.1714,-1640.3710,-5515.5838,328.6820,3903.1230,4132.8913,-5289.2929,3940.6891,3438.9742,4685.6945,-4046.5401,-1178.1274,-31.6455,-4038.4218,-5149.6717,4196.6339,-1914.2760,3041.9163,5286.5810,-4721.8765,4187.9376,-3819.2142,4545.6023,5361.3755,-4590.5908,-6210.6150,-3819.0810,183.0937,-3488.7215,946.5405,-5248.4292,5058.5171,4792.9555,1913.0692,3881.5807,4196.6785,916.3482,-1737.1934,2678.0067,949.5448,-4495.8638,1624.8263,3010.2705,-4635.6495,3082.5074,2136.8240,-5527.0947,4153.3586,3280.3568,-3361.8511,-3811.8126,253.1390,-2101.1158,-3193.6780,-4612.8651,-87518.8984,-90835.9925,-92576.8193,-86365.5723,-86887.3007,-97513.6553,-98625.8408,-89964.5989,-97098167.3887,-97123691.3317,-97095732.2722,-97100888.8317,-91541.3955,-97103672.6658,
300.000,1690.6711,0.0000,-4752.9502,-5261.9141,-683.2781,-251.9484,479.4280,-4142.4971,1114.5199,0.0000,2874.1833,4473.7556,-5213.0081,-4.7010,4395.2056,4400.8816,-1473.3248,-4552.0611,2881.1762,2254.2421,4386.0766,3136.1869,-3687.2215,-3385.1915,-4869.9761,-3526.7833,-2768.1748,5003.5809,6173.6451,-1440.0886,-5533.6353,-2240.3160,4723.0702,5704.7020,2405.2931,-377.5814,-771.4888,3807.9645,0.0000,-4370.3259,4463.7927,5108.7939,4952.5116,5540.9879,-5511.0092,-1752.4795,2191.2079,3285.0244,-5169.9671,312.1851,-2749.0584,5177.3913,5179.1175,3058.7072,-4908.1187,-2068.8624,4674.7146,6667.0014,3975.1379,-3716.2917,-108.6735,4865.2402,630.8045,-1056.9258,493.9866,4567.3278,5091.8906,-1075.7226,-2264.3265,4938.3237,181.7571,-4113.3581,-5870.8181,-1629.2292,-2063.2157,-2989.3564,2300.6763,3653.4063,478.3050,-3528.7304,3239.2751,-6821.0430,-357.0366,4753.0053,-452.1757,391.8613,3972.4204,-3348.5236,-4043.0567,-4872.5537,-5799.0012,4502.9192,2365.6051,-6338.4958,4360.3810,817.1342,6198.2006,-2782.8851,837.9073,-2802.7769,-148494.6724,-175969.7322,-166534.3296,-162586.0890,-170897.0839,-167892.0218,-164920.6163,-165063.5880,-184593868.8581,-184617895.6222,-184572165.6045,-184596132.3474,-164794.2990,-184583463.1277,-6657.5916,0.0000,3995.0531,462.2592,-4727.9162,-6779.8984,6749.5359,4139.5023,-4137.8821,0.0000,-4355.0385,26.9611,-1559.4668,-6486.9427,-45.8074,5112.0342,-6317.5833,4825.2914,-5854.3596,2711.7521,5379.0610,-5981.7509,-5415.0425,4485.5413,-4217.8614,5945.5471,6256.8314,4469.5916,-159.9723,-4161.7507,-1638.6120,-4003.4213,-1861.3886,3896.4808,334.9770,6845.1796,-4370.0827,1830.4618,0.0000,4539.4099,2636.0220,2429.4646,-4658.8823,-3649.9591,3689.4455,-6264.7513,-6557.0369,2837.4107,-4457.8907,6178.9592,-5645.9645,1041.1672,-507.2802,-4088.8747,1576.2172,-4260.1726,-4223.9348,-274.6374,4701.4186,-4039.8001,-5113.3606,-4761.3614,-5306.7572,-5065.3318,5247.0192,-4062.5149,-1332.2698,4279.7969,1938.9724,-2812.5456,1218.2608,2548.2721,3108.0647,4822.8157,-6012.9156,-4405.9746,5092.6032,4594.2622,-5938.6280,3285.4391,-5061.8827,-921.7669,-6906.7419,2652.4962,6845.7574,-3850.0716,4493.5727,5814.9957,4465.0534,-4598.5086,-816.4266,-1125.1449,3992.6971,-2018.7318,2220.3282,6461.3255,2643.6917,5260.3751,-4902.3685,4705.7232,343874.0093,319826.5108,341734.5292,341102.6564,338999.7681,339684.5436,331772.6369,334733.8315,284404547.3031,284395579.0183,284426261.2903,284417444.4725,335920.0203,284421320.1114,-970.0078,0.0000,-2854.3504,-4500.3841,4989.4164,1430.9484,-858.3086,3523.4710,5412.4291,0.0000,4526.9616,-5178.8082,4092.1822,-2407.8097,-5339.4969,-1230.7439,-2397.2214,2016.1408,1990.9719,-5995.7760,307.7242,1482.9839,-2269.2995,-4035.6495,2368.8327,496.9944,1194.8377,-1214.4555,-3192.1674,5304.9852,3840.1181,5177.6224,4531.6956,690.5058,-6513.8918,-996.2784,-5306.7227,-5481.7495,0.0000,-2832.9346,4566.8636,-4015.8103,-914.8355,1180.9632,1943.3870,-2405.0228,155.8491,-5388.2495,-1210.2884,2851.3704,2724.1344,-4471.9902,4569.1765,4651.7764,4630.6115,-5047.5110,-2861.8325,1763.6103,-3041.5388,-4212.7447,4671.2234,-406.5919,4374.1299,4516.7515,-4495.3099,3259.4177,-4513.5356,5314.2597,6271.0753,-3978.6240,-6833.9888,-4904.7201,1703.9226,-4688.3082,2659.2331,-4409.0441,4061.2687,3640.6709,3491.5118,4948.6412,3292.4954,-631.0408,58.0584,4096.5348,-863.9541,-5779.7159,3250.3706,1340.3323,-3405.9320,1762.1039,3674.4019,-5125.2734,5111.3072,2007.2943,-4577.3638,-2306.9526,-1551.4501,-3353.5232,-4853.8271,-4115.4625,-87394.8748,-90720.4640,-92356.2548,-86369.5220,-86626.9887,-97189.6085,-98650.2752,-90071.1800,-97093146.6763,-97118599.6499,-97090010.0378,-97095977.1475,-91411.3434,-97098416.8040,
600.000,92.1926,0.0000,-4189.5409,-4450.7894,-2374.3807,-1763.0681,1682.3835,-3508.6920,-804.1378,0.0000,1858.3681,4958.3553,-5000.3955,-1310.5668,4760.5352,5309.7479,-2537.6082,-2895.8942,1116.5587,2374.3053,4701.8068,1705.8429,-4576.0756,-1364.5097,-5919.5773,-2128.4359,-2202.4194,5965.7356,4901.2198,-3104.7157,-5237.3768,-3495.7315,4700.3472,4964.1254,3035.4211,-774.6179,-2609.0810,4834.7671,0.0000,-3676.8385,5866.7150,5175.0106,4042.5189,4828.7150,-4121.3221,-3336.1811,928.6834,4863.2528,-5718.2647,1996.1349,-4097.6080,6133.8665,4410.0468,1003.1072,-4312.6033,-3330.2390,3020.3550,5832.0316,5442.8796,-5288.5513,-2211.9860,3627.3962,-1134.6216,-2817.5034,2530.1311,3654.3803,3970.5605,1079.4466,-114.5055,4291.4536,-1698.0792,-2256.6344,-4520.8111,372.8643,-3016.9331,-4686.2052,3942.5434,5124.0021,-1053.6277,-1513.2652,1941.4487,-6552.9175,-1532.6917,4513.1443,799.6027,-1089.1791,4324.5629,-2288.0517,-3348.9740,-5968.7478,-4891.4871,4571.9708,3523.6341,-6907.4623,4159.2736,2112.2573,6015.8356,-795.3000,-411.6681,-1290.0200,-155750.0859,-182755.5556,-173493.9562,-169639.5435,-177997.8960,-175024.0684,-171972.6790,-171954.0334,-190758498.0804,-190781904.3146,-190737269.7638,-190760702.1085,-171863.8357,-190748122.8114,-6505.4666,0.0000,5271.3321,2443.2852,-3447.9340,-6087.8725,6536.7417,5533.7051,-4940.0721,0.0000,-5805.8979,-1922.6460,551.2441,-5570.2851,-2052.0528,4295.4633,-5130.5537,5371.6459,-5881.5986,569.5622,4788.3848,-5922.7237,-3871.7914,4976.8931,-3423.9245,6513.8759,6522.8575,3280.0056,-878.5976,-2765.5915,385.3498,-2258.3816,-3670.2645,3919.7448,-1720.8813,6131.0778,-3227.8029,-12.6074,0.0000,5734.5776,1529.4705,359.4079,-5466.2691,-4658.3223,4286.7155,-6002.4095,-6571.3875,1515.6642,-2918.9989,6345.5348,-5391.4299,-423.4737,-2517.7777,-4234.6563,3574.6107,-2548.8250,-4562.6062,-1499.3462,3820.0369,-3454.1036,-4636.9741,-5657.3423,-4357.7869,-5356.6292,5218.6753,-5543.4974,-3159.1075,4023.1683,2393.9423,-4587.9162,-66.8723,3550.7361,4165.1152,4332.3782,-4656.8456,-4030.4626,5031.2495,4134.5875,-4952.7497,3921.2042,-6254.3661,631.3981,-6484.0058,689.4831,6365.3931,-2357.9932,2730.2282,6433.0282,5777.2642,-3511.0308,804.4124,-3081.8861,2190.3653,-564.6283,120.6603,6553.6170,1214.5418,5304.0719,-3484.4064,5937.3013,340760.2878,316056.8832,338238.9490,337510.3146,335450.9126,336148.6319,328305.3025,330866.0061,280308336.1168,280298814.7273,280330472.2728,280320764.6425,332378.5003,280325200.4978,-2410.3731,0.0000,-1159.5085,-4730.7984,5492.9103,2807.4290,969.5394,1950.8938,4756.0762,0.0000,3253.3875,-4307.2030,4586.5111,-3892.1399,-4577.7159,589.2657,-3883.7534,3286.9131,3266.9262,-6514.0015,-1804.6710,3129.4482,-3485.5514,-4608.7333,617.5906,-1046.4745,-931.7695,337.0461,-4852.9539,5499.2820,4522.9149,5524.5517,3281.9763,2855.2921,-6013.3978,-3135.1902,-5534.7647,-4952.3893,0.0000,-1144.4725,3316.4007,-4607.1273,908.0414,-655.0649,3516.3313,-963.7672,1935.2223,-4682.6268,-2619.6665,1478.1615,1012.6020,-3174.3463,4707.9925,5362.3277,4080.2095,-5507.0354,-4237.6437,3367.4740,-1709.8971,-2823.0459,4645.5877,1146.8094,5233.5951,3250.9081,-3787.3077,1981.4294,-4725.8392,5509.6911,6515.6921,-2942.1959,-6733.4437,-5456.9137,3036.2798,-5384.5530,4082.1493,-3094.5808,2625.3273,2094.7948,4692.1627,5481.9629,2023.7047,-2110.2478,1847.0187,5053.8498,-2584.2306,-6453.2710,4511.1874,-478.8612,-1809.9230,252.5971,4815.8220,-4172.0781,5516.8658,520.7516,-5251.8817,-552.6728,-3188.6422,-4231.1022,-5999.4181,-3161.6912,-87271.0702,-90604.9184,-92133.8337,-86378.5630,-86370.2536,-96859.6035,-98669.1530,-90276.8471,-97088128.1449,-97113507.0398,-97084297.3467,-97091069.1046,-91281.2337,-97093160.7403,
