sl_100_86400_20260617 Coordinates.csv
2026/06/17 07:47:00.0000 UTC

Generated: Tue Oct  8 16:22:44 2024,
Start: 2026/06/17 07:47:00.00, Stop: 2026/06/18 07:47:00.00,
TIME_UNITS,STARLINK-5574 - X-Coordinate,STARLINK-30843 - X-Coordinate,STARLINK-5180 - X-Coordinate,STARLINK-1887 - X-Coordinate,STARLINK-1962 - X-Coordinate,STARLINK-2564 - X-Coordinate,STARLINK-31335 - X-Coordinate,STARLINK-30083 - X-Coordinate,STARLINK-6315 - X-Coordinate,STARLINK-1759 - X-Coordinate,STARLINK-5258 - X-Coordinate,STARLINK-30311 - X-Coordinate,STARLINK-30445 - X-Coordinate,STARLINK-3775 - X-Coordinate,STARLINK-4440 - X-Coordinate,STARLINK-31266 - X-Coordinate,STARLINK-5508 - X-Coordinate,STARLINK-6219 - X-Coordinate,STARLINK-5469 - X-Coordinate,STARLINK-5035 - X-Coordinate,STARLINK-31228 - X-Coordinate,STARLINK-5451 - X-Coordinate,STARLINK-30476 - X-Coordinate,STARLINK-4710 - X-Coordinate,STARLINK-4133 - X-Coordinate,STARLINK-5158 - X-Coordinate,STARLINK-30349 - X-Coordinate,STARLINK-3782 - X-Coordinate,STARLINK-1580 - X-Coordinate,STARLINK-2682 - X-Coordinate,STARLINK-2687 - X-Coordinate,STARLINK-5040 - X-Coordinate,STARLINK-1360 - X-Coordinate,STARLINK-1246 - X-Coordinate,STARLINK-2017 - X-Coordinate,STARLINK-3372 - X-Coordinate,STARLINK-30456 - X-Coordinate,STARLINK-31385 - X-Coordinate,STARLINK-31259 - X-Coordinate,STARLINK-1817 - X-Coordinate,STARLINK-3058 - X-Coordinate,STARLINK-30525 - X-Coordinate,STARLINK-31675 - X-Coordinate,STARLINK-2561 - X-Coordinate,STARLINK-4800 - X-Coordinate,STARLINK-2644 - X-Coordinate,STARLINK-30368 - X-Coordinate,STARLINK-3167 - X-Coordinate,STARLINK-31818 - X-Coordinate,STARLINK-3511 - X-Coordinate,STARLINK-1477 - X-Coordinate,STARLINK-3219 - X-Coordinate,STARLINK-3005 - X-Coordinate,STARLINK-1463 - X-Coordinate,STARLINK-5426 - X-Coordinate,STARLINK-5587 - X-Coordinate,STARLINK-1708 - X-Coordinate,STARLINK-1513 - X-Coordinate,STARLINK-3944 - X-Coordinate,STARLINK-31819 - X-Coordinate,STARLINK-1392 - X-Coordinate,STARLINK-31697 - X-Coordinate,STARLINK-1610 - X-Coordinate,STARLINK-1899 - X-Coordinate,STARLINK-4106 - X-Coordinate,STARLINK-11244 [DTC] - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-31795 - X-Coordinate,STARLINK-6110 - X-Coordinate,STARLINK-30222 - X-Coordinate,STARLINK-5705 - X-Coordinate,STARLINK-2699 - X-Coordinate,STARLINK-32018 - X-Coordinate,STARLINK-30924 - X-Coordinate,STARLINK-5143 - X-Coordinate,STARLINK-30242 - X-Coordinate,STARLINK-4319 - X-Coordinate,STARLINK-5097 - X-Coordinate,STARLINK-3996 - X-Coordinate,STARLINK-5882 - X-Coordinate,STARLINK-5044 - X-Coordinate,STARLINK-3605 - X-Coordinate,STARLINK-6322 - X-Coordinate,STARLINK-5215 - X-Coordinate,STARLINK-3153 - X-Coordinate,STARLINK-5242 - X-Coordinate,STARLINK-6235 - X-Coordinate,STARLINK-1835 - X-Coordinate,STARLINK-4783 - X-Coordinate,STARLINK-4671 - X-Coordinate,STARLINK-31626 - X-Coordinate,STARLINK-5850 - X-Coordinate,STARLINK-2266 - X-Coordinate,STARLINK-5536 - X-Coordinate,STARLINK-3332 - X-Coordinate,STARLINK-2110 - X-Coordinate,STARLINK-5906 - X-Coordinate,STARLINK-30884 - X-Coordinate,STARLINK-5423 - X-Coordinate,STARLINK-2095 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5574 - Y-Coordinate,STARLINK-30843 - Y-Coordinate,STARLINK-5180 - Y-Coordinate,STARLINK-1887 - Y-Coordinate,STARLINK-1962 - Y-Coordinate,STARLINK-2564 - Y-Coordinate,STARLINK-31335 - Y-Coordinate,STARLINK-30083 - Y-Coordinate,STARLINK-6315 - Y-Coordinate,STARLINK-1759 - Y-Coordinate,STARLINK-5258 - Y-Coordinate,STARLINK-30311 - Y-Coordinate,STARLINK-30445 - Y-Coordinate,STARLINK-3775 - Y-Coordinate,STARLINK-4440 - Y-Coordinate,STARLINK-31266 - Y-Coordinate,STARLINK-5508 - Y-Coordinate,STARLINK-6219 - Y-Coordinate,STARLINK-5469 - Y-Coordinate,STARLINK-5035 - Y-Coordinate,STARLINK-31228 - Y-Coordinate,STARLINK-5451 - Y-Coordinate,STARLINK-30476 - Y-Coordinate,STARLINK-4710 - Y-Coordinate,STARLINK-4133 - Y-Coordinate,STARLINK-5158 - Y-Coordinate,STARLINK-30349 - Y-Coordinate,STARLINK-3782 - Y-Coordinate,STARLINK-1580 - Y-Coordinate,STARLINK-2682 - Y-Coordinate,STARLINK-2687 - Y-Coordinate,STARLINK-5040 - Y-Coordinate,STARLINK-1360 - Y-Coordinate,STARLINK-1246 - Y-Coordinate,STARLINK-2017 - Y-Coordinate,STARLINK-3372 - Y-Coordinate,STARLINK-30456 - Y-Coordinate,STARLINK-31385 - Y-Coordinate,STARLINK-31259 - Y-Coordinate,STARLINK-1817 - Y-Coordinate,STARLINK-3058 - Y-Coordinate,STARLINK-30525 - Y-Coordinate,STARLINK-31675 - Y-Coordinate,STARLINK-2561 - Y-Coordinate,STARLINK-4800 - Y-Coordinate,STARLINK-2644 - Y-Coordinate,STARLINK-30368 - Y-Coordinate,STARLINK-3167 - Y-Coordinate,STARLINK-31818 - Y-Coordinate,STARLINK-3511 - Y-Coordinate,STARLINK-1477 - Y-Coordinate,STARLINK-3219 - Y-Coordinate,STARLINK-3005 - Y-Coordinate,STARLINK-1463 - Y-Coordinate,STARLINK-5426 - Y-Coordinate,STARLINK-5587 - Y-Coordinate,STARLINK-1708 - Y-Coordinate,STARLINK-1513 - Y-Coordinate,STARLINK-3944 - Y-Coordinate,STARLINK-31819 - Y-Coordinate,STARLINK-1392 - Y-Coordinate,STARLINK-31697 - Y-Coordinate,STARLINK-1610 - Y-Coordinate,STARLINK-1899 - Y-Coordinate,STARLINK-4106 - Y-Coordinate,STARLINK-11244 [DTC] - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-31795 - Y-Coordinate,STARLINK-6110 - Y-Coordinate,STARLINK-30222 - Y-Coordinate,STARLINK-5705 - Y-Coordinate,STARLINK-2699 - Y-Coordinate,STARLINK-32018 - Y-Coordinate,STARLINK-30924 - Y-Coordinate,STARLINK-5143 - Y-Coordinate,STARLINK-30242 - Y-Coordinate,STARLINK-4319 - Y-Coordinate,STARLINK-5097 - Y-Coordinate,STARLINK-3996 - Y-Coordinate,STARLINK-5882 - Y-Coordinate,STARLINK-5044 - Y-Coordinate,STARLINK-3605 - Y-Coordinate,STARLINK-6322 - Y-Coordinate,STARLINK-5215 - Y-Coordinate,STARLINK-3153 - Y-Coordinate,STARLINK-5242 - Y-Coordinate,STARLINK-6235 - Y-Coordinate,STARLINK-1835 - Y-Coordinate,STARLINK-4783 - Y-Coordinate,STARLINK-4671 - Y-Coordinate,STARLINK-31626 - Y-Coordinate,STARLINK-5850 - Y-Coordinate,STARLINK-2266 - Y-Coordinate,STARLINK-5536 - Y-Coordinate,STARLINK-3332 - Y-Coordinate,STARLINK-2110 - Y-Coordinate,STARLINK-5906 - Y-Coordinate,STARLINK-30884 - Y-Coordinate,STARLINK-5423 - Y-Coordinate,STARLINK-2095 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5574 - Z-Coordinate,STARLINK-30843 - Z-Coordinate,STARLINK-5180 - Z-Coordinate,STARLINK-1887 - Z-Coordinate,STARLINK-1962 - Z-Coordinate,STARLINK-2564 - Z-Coordinate,STARLINK-31335 - Z-Coordinate,STARLINK-30083 - Z-Coordinate,STARLINK-6315 - Z-Coordinate,STARLINK-1759 - Z-Coordinate,STARLINK-5258 - Z-Coordinate,STARLINK-30311 - Z-Coordinate,STARLINK-30445 - Z-Coordinate,STARLINK-3775 - Z-Coordinate,STARLINK-4440 - Z-Coordinate,STARLINK-31266 - Z-Coordinate,STARLINK-5508 - Z-Coordinate,STARLINK-6219 - Z-Coordinate,STARLINK-5469 - Z-Coordinate,STARLINK-5035 - Z-Coordinate,STARLINK-31228 - Z-Coordinate,STARLINK-5451 - Z-Coordinate,STARLINK-30476 - Z-Coordinate,STARLINK-4710 - Z-Coordinate,STARLINK-4133 - Z-Coordinate,STARLINK-5158 - Z-Coordinate,STARLINK-30349 - Z-Coordinate,STARLINK-3782 - Z-Coordinate,STARLINK-1580 - Z-Coordinate,STARLINK-2682 - Z-Coordinate,STARLINK-2687 - Z-Coordinate,STARLINK-5040 - Z-Coordinate,STARLINK-1360 - Z-Coordinate,STARLINK-1246 - Z-Coordinate,STARLINK-2017 - Z-Coordinate,STARLINK-3372 - Z-Coordinate,STARLINK-30456 - Z-Coordinate,STARLINK-31385 - Z-Coordinate,STARLINK-31259 - Z-Coordinate,STARLINK-1817 - Z-Coordinate,STARLINK-3058 - Z-Coordinate,STARLINK-30525 - Z-Coordinate,STARLINK-31675 - Z-Coordinate,STARLINK-2561 - Z-Coordinate,STARLINK-4800 - Z-Coordinate,STARLINK-2644 - Z-Coordinate,STARLINK-30368 - Z-Coordinate,STARLINK-3167 - Z-Coordinate,STARLINK-31818 - Z-Coordinate,STARLINK-3511 - Z-Coordinate,STARLINK-1477 - Z-Coordinate,STARLINK-3219 - Z-Coordinate,STARLINK-3005 - Z-Coordinate,STARLINK-1463 - Z-Coordinate,STARLINK-5426 - Z-Coordinate,STARLINK-5587 - Z-Coordinate,STARLINK-1708 - Z-Coordinate,STARLINK-1513 - Z-Coordinate,STARLINK-3944 - Z-Coordinate,STARLINK-31819 - Z-Coordinate,STARLINK-1392 - Z-Coordinate,STARLINK-31697 - Z-Coordinate,STARLINK-1610 - Z-Coordinate,STARLINK-1899 - Z-Coordinate,STARLINK-4106 - Z-Coordinate,STARLINK-11244 [DTC] - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-31795 - Z-Coordinate,STARLINK-6110 - Z-Coordinate,STARLINK-30222 - Z-Coordinate,STARLINK-5705 - Z-Coordinate,STARLINK-2699 - Z-Coordinate,STARLINK-32018 - Z-Coordinate,STARLINK-30924 - Z-Coordinate,STARLINK-5143 - Z-Coordinate,STARLINK-30242 - Z-Coordinate,STARLINK-4319 - Z-Coordinate,STARLINK-5097 - Z-Coordinate,STARLINK-3996 - Z-Coordinate,STARLINK-5882 - Z-Coordinate,STARLINK-5044 - Z-Coordinate,STARLINK-3605 - Z-Coordinate,STARLINK-6322 - Z-Coordinate,STARLINK-5215 - Z-Coordinate,STARLINK-3153 - Z-Coordinate,STARLINK-5242 - Z-Coordinate,STARLINK-6235 - Z-Coordinate,STARLINK-1835 - Z-Coordinate,STARLINK-4783 - Z-Coordinate,STARLINK-4671 - Z-Coordinate,STARLINK-31626 - Z-Coordinate,STARLINK-5850 - Z-Coordinate,STARLINK-2266 - Z-Coordinate,STARLINK-5536 - Z-Coordinate,STARLINK-3332 - Z-Coordinate,STARLINK-2110 - Z-Coordinate,STARLINK-5906 - Z-Coordinate,STARLINK-30884 - Z-Coordinate,STARLINK-5423 - Z-Coordinate,STARLINK-2095 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-1021.7743,-4483.3704,-569.1875,-2317.7257,1870.3297,6157.5143,-5560.1486,-6522.8190,6030.3949,-4228.8128,4315.7554,5289.0372,-3951.7370,-6773.0254,-4890.0739,3815.9543,2381.3213,-5873.7849,-2205.5432,971.2483,4334.5193,-3711.3368,-4877.1885,6283.9721,-3768.4422,2879.8927,-4964.4962,5138.3425,6771.1765,4263.9733,-3691.0355,544.2424,-3157.2143,663.5239,-3702.4095,-5386.4187,-4523.7921,4679.2812,-4995.4006,-5663.9704,1547.5408,-1980.7721,-1517.1816,-4727.9923,-1051.9522,2572.6352,-5404.1452,5994.4286,3014.1224,-5686.1942,2891.7224,1751.8984,-880.3138,4220.9892,-3447.8367,-6525.7628,-148.7608,2435.1668,-6688.7854,-5125.5347,-1897.7465,-2093.7741,-5436.4390,0.0000,-3671.5144,-1392.7660,-362.6545,-4766.3263,4985.0163,5961.6034,-3621.7740,3874.7508,-3092.5956,-5611.4254,-524.5322,5771.9106,5442.5943,-3002.0555,5372.3930,-4536.2721,-4445.7888,-5748.1226,-1267.1035,3944.9019,-2440.0918,-3590.3697,-2526.0177,-3287.4815,2028.0369,6014.0192,-335.6524,1753.8583,-6516.8097,-1460.6483,4512.3594,3065.0246,-2573.0868,-5027.8805,-2982.9970,4796.8848,31083.3970,63376.1945,39688.6785,38769.1561,44506.1041,42684.0913,48207.9888,45657.4599,-271974254.0805,-271995200.4247,-272001740.0191,-271995947.8027,44493.5277,-271992945.5520,-6471.5840,4236.0351,6880.8787,4118.9731,-6249.9872,3116.0535,-3877.7272,-979.8286,3266.5382,640.5640,559.3357,-2495.0810,4933.8918,-1272.6316,4098.4663,3817.7726,474.7973,2419.7311,-2788.7274,4137.7852,225.7834,-4872.0776,1492.9780,2628.0124,3983.6250,2990.0947,-1440.4935,3760.9576,5.2513,619.6222,-1964.6693,-4328.1332,2778.9915,-5706.4269,4623.1719,-2683.7828,2133.0455,3842.1386,1476.7844,-1989.4245,1945.8296,-4786.7635,-5391.4646,-429.0331,-4207.2210,-6299.8780,2307.7663,3349.3490,4535.3229,-2101.1495,5951.7709,3777.5236,852.4395,-2068.3032,-2288.3940,-2132.1850,5136.4882,5025.3766,1506.5102,3022.9354,-5964.2428,6357.7564,-39.4801,0.0000,5819.5657,-5002.9019,-4729.2937,4347.0265,2025.7762,-267.0116,-5450.2749,-4890.1446,-5433.4951,3936.0896,-4614.0569,2669.5269,2948.7777,-5877.6721,4112.3795,1402.6748,-1728.7078,20.5078,6036.7701,-1305.8499,-6361.1694,-2046.2975,6459.3858,-5252.2119,3736.8655,-2550.7226,6802.5732,6357.5454,-2078.9710,6637.3545,293.0654,4872.7787,2047.8748,-4758.2442,1676.0849,4893.1965,330287.3987,322805.5534,325543.1969,328852.9845,322462.2980,324726.2775,331102.1145,329980.1839,139262147.6689,139263494.8903,139271492.3255,139265245.7808,329296.6156,139259565.0050,-2265.0909,-3168.7736,-709.8314,-5058.9157,-2325.9111,-555.9783,-782.5362,2110.2041,-936.6838,5428.6874,-5377.6810,-3733.9272,-2856.4641,-518.6033,-2525.1986,4211.1348,-6518.8669,2759.0940,5960.8093,-5455.9863,5268.8479,3197.8967,-4687.7893,1179.0100,-4221.4620,-5530.4021,4609.7479,2668.1898,-1254.1008,5395.8612,-5505.2959,5346.7706,5435.2640,-3869.6998,3541.5887,3402.3879,4658.1989,-3204.9268,-4466.4405,-3472.4370,6477.4583,4598.1383,-3887.6303,5026.1314,5376.9830,-1202.5517,3709.0122,-673.5239,-4092.1215,3275.3389,2022.1197,5504.8155,-6829.4946,5162.4631,5529.9491,968.2225,4624.2980,4079.3980,-881.4204,3290.6546,-2947.4568,-1281.7924,-4238.2343,0.0000,-722.0890,4228.0703,-5090.1709,-2200.4131,-4372.2209,3524.0678,-2281.3024,-2974.2867,2829.0866,-72.1263,5114.4367,-2792.2291,3131.6171,-2078.2662,-1408.7845,5075.5029,4994.8146,3816.8239,3168.7359,-5525.7992,1187.9867,5519.0038,-28.7754,-2273.2913,-5461.8808,-1127.8992,304.2404,-2162.7024,-322.5565,-1370.2180,5221.1006,-3802.4835,6125.2134,-123.9182,6035.9056,990.4510,145800.6899,144382.5733,143805.0322,149396.1217,149398.9035,138866.9585,137258.0107,145780.7212,97865716.7376,97877689.3758,97856188.0108,97854338.4941,144549.5785,97857884.7960,
3600.000,3434.5395,2986.9959,209.9226,-2062.1039,-340.7242,-5330.4315,4874.7411,4838.2294,-6304.9052,4420.7346,-5693.7145,-4571.9170,2192.8044,5822.6646,5794.0964,-5354.0561,-2872.7682,5084.5698,2771.0384,-4829.4933,-5462.7496,4089.5865,3748.8197,-5021.2465,2941.7278,-5645.7262,5060.7201,-6198.0237,-4486.0117,-5611.9176,5198.8508,3766.7028,976.3726,1181.4779,2684.7324,6729.6765,4429.9302,-6201.0669,4172.3394,3928.0239,-5525.8745,5196.1061,4775.4587,6254.1985,4700.2182,25.6028,2236.6255,-5736.7489,-5302.6151,6788.1405,-3736.3660,-5334.4742,-227.5028,-1005.3960,5691.7271,6411.5962,-3432.1846,-4018.1101,5317.5797,3722.1941,3597.4274,-687.5821,2606.1747,0.0000,1733.4574,4391.5386,2356.9066,706.5357,-6654.3767,-6297.2952,4762.9290,-149.9288,3931.6479,2897.6486,4203.5621,-5045.8953,-4269.5578,3765.9080,-5750.5821,234.7330,6684.4864,6608.2801,-2255.7117,-2879.4100,3564.6746,5480.4697,-18.1323,3963.1408,-5637.7219,-1860.1247,-1799.2830,-3812.8731,5250.3279,-1382.4362,-5886.4531,-4066.3534,-1930.8825,5578.4794,4497.3606,-5238.5410,-50279.0566,-19206.3377,-44377.3466,-43872.7212,-38553.1203,-40136.6688,-35922.8933,-39790.1079,-298731397.9737,-298748755.4868,-298762967.9342,-298758164.2922,-38831.3207,-298750866.6803,3932.7766,-6246.5674,-5588.0319,-4180.8602,6609.7238,-764.5687,839.9857,-2064.8710,-892.5643,-4388.5083,2823.6349,5188.0470,-6539.5057,-556.6374,-1871.3240,422.9200,3939.1656,-4633.4109,-1833.4326,-2192.9440,3448.2576,1008.0181,-5090.0614,-20.2344,-6251.4102,156.9992,-2624.4948,-2528.1313,2012.3144,2845.0024,-1995.1572,3425.5112,-6097.1620,6817.6821,-6328.2470,1388.6156,-5156.3340,-2571.7411,-5124.7380,-1477.0277,-1016.5311,2292.2356,2040.4827,-2343.9017,4258.4095,5015.7563,-4601.1690,-1323.7870,-397.0928,597.0457,-2771.6623,-1504.7733,4401.7017,4541.7073,-1126.1515,-161.2809,-2679.3840,-1156.8220,-2822.7795,-5668.0644,5739.7391,-6207.2449,-3306.9562,0.0000,-5708.1357,5038.5187,726.8409,-4994.9378,832.2822,2897.6056,2118.8850,4271.1442,1544.2776,-5117.7171,2166.8200,897.7727,-5051.5222,2669.7044,-2426.3452,-2449.8880,-475.0559,-1982.4101,-4552.7188,5192.3411,5056.5042,-1686.6266,-6044.7409,151.8553,-2569.4564,3812.8889,-4837.0914,-3631.2160,-346.6897,-5337.8157,2837.2745,-798.4969,-2989.8269,2144.6323,-4637.4927,-3176.9513,327286.0875,328473.3923,327997.0410,330744.5597,323601.6113,325758.2409,331926.2458,329428.5300,64059728.1306,64059282.4581,64063252.2541,64056356.3412,330598.7826,64056340.6031,4549.4768,-324.8534,-4123.0094,5104.2228,-2033.7543,4344.2278,4691.2407,-4512.3620,-2715.9888,-3018.7433,2710.3377,519.2024,-718.7080,-3683.0139,-3172.0652,-4261.0151,4945.7283,830.6859,-6109.9811,4422.2298,-2235.3171,-5486.6159,2816.9868,-4757.0131,278.3545,3972.6766,-3948.5874,1702.7371,4812.4956,-2871.5857,4080.1774,-4675.3616,-3044.2381,-197.2850,666.5142,805.5116,-784.6594,-1357.3518,1828.2878,5506.9889,-4091.9651,-3980.7727,4401.3292,-1824.4201,-2766.8736,4743.5773,-4710.7876,-3599.6267,4241.8698,1053.4265,-5128.3279,-4133.9383,5341.2087,-5220.4914,-3769.5172,2629.9142,-5380.9859,-5519.4615,-3397.7247,557.3594,-1391.8608,-2730.2796,5443.6890,0.0000,-3505.2441,489.7828,6488.6595,4569.1947,1739.1470,-214.9815,4555.5021,5419.9226,-5415.1438,-3527.4021,-5050.9678,4676.3149,2098.9806,5143.4571,-2965.8081,-6514.4084,-1713.5689,311.7200,-4728.3696,3523.6092,3088.4446,-3850.1691,3394.2903,5262.6308,3065.2574,5080.6618,-4460.4843,4511.6732,4375.0988,4193.5479,-2270.9413,5503.1218,-5987.8973,3487.4003,-2556.9041,3221.9475,144452.7332,143287.7790,144094.2592,146438.6669,149725.8699,140798.2436,134939.4571,142734.2438,97902130.7036,97919264.2209,97901716.0581,97900824.9090,143645.2433,97896946.6231,
7200.000,-5590.1438,-301.0407,1608.9903,5316.6925,-1902.9074,3124.9952,-2803.7561,-2095.7239,4514.4055,-3481.2585,5125.6667,2255.7316,541.3862,-2678.8510,-1653.7740,5452.0635,3588.4792,-2210.0524,-3978.7204,6860.3222,4193.5955,-4298.9357,-1910.4339,2539.9036,-908.9629,6552.2976,-4201.5083,4742.7089,663.6841,5074.2958,-5395.0322,-6400.3883,767.8383,-2544.1165,-239.9622,-5165.6638,-2195.1109,4730.5307,-1935.5035,-1966.8240,6846.3108,-6866.3699,-6480.9688,-5315.6386,-5936.0331,-3656.5480,1059.7304,3532.9564,5882.6354,-4788.6189,4477.4935,6903.3567,3087.1765,-1540.6595,-6129.5646,-4159.7627,6319.9304,5366.8809,-1509.4199,-258.4782,-4063.6989,3812.3737,110.7269,0.0000,1731.6642,-4482.2392,-5035.1681,3843.1640,5966.3152,4267.4786,-5269.7448,-4092.1218,-4511.4204,1470.1869,-6671.9737,3577.7542,725.2229,-4449.7859,4143.2475,3401.8050,-6062.5196,-4420.2375,5519.3455,1615.6366,-4048.0484,-5716.3309,3270.3972,-3309.6491,6698.5455,-3781.8514,4304.6705,5547.7513,-2085.2062,4541.6940,5070.0277,4859.4014,4827.6423,-4759.4221,-4437.8302,4209.6633,-127928.1215,-100766.3408,-125851.4939,-123285.2354,-119460.2425,-120697.2188,-117599.2749,-119404.7081,-305097957.1530,-305111339.0132,-305128852.0990,-305119763.8999,-120020.5770,-305117762.3245,-450.3035,5909.3674,1859.0206,3955.6057,-4253.0297,-2862.3203,3547.8681,5141.9742,-2386.0457,5837.8751,-4339.8954,-5832.6711,5742.4618,3152.2015,-694.3673,-3950.2870,-5927.0009,5265.2024,5026.7553,594.5302,-4803.9110,3273.3439,6609.4745,-3597.2958,5694.0674,-2199.6180,5442.4498,-313.5503,-4472.3192,-4454.2969,4316.7308,-2389.2721,6691.2292,-4944.4411,5258.1323,784.0645,5335.7246,-383.9870,6239.9059,5134.2884,963.2875,159.6316,1403.0890,3639.2285,-3169.1720,-2510.2484,6199.3822,-2142.8127,-3235.5273,1533.4861,-1545.6032,-261.3542,-6171.8014,-6359.6840,3177.7081,3028.5683,438.8152,-2575.4087,3885.1852,5509.0766,-2806.2437,3207.8912,6161.1136,0.0000,3782.2748,-1438.8111,2376.8210,4433.8238,-2941.0759,-4404.6221,1953.2846,-3345.3609,2949.1963,4840.7435,-128.7722,-4585.1536,3164.3203,1678.4104,-992.2789,4368.5000,1984.2310,3157.5894,2409.5643,-6682.9569,-1282.1077,3855.7574,3885.0235,5102.1759,1218.1869,-3928.2852,703.2234,-45.4282,3765.8068,2713.8535,-4193.5786,-3267.6825,4389.3869,1770.3299,4750.8113,-505.6502,304872.5440,313319.4815,309923.5134,312299.8575,304185.3535,307801.5859,311592.8295,312652.2101,-15498807.2914,-15498965.6236,-15502756.5799,-15509267.6898,311111.8997,-15503312.1341,-4077.7257,3602.9270,6480.5915,-2005.1163,5111.3849,-5480.5295,-5114.2325,4133.1820,4662.8044,-1294.1855,1635.7504,2992.1301,3841.3073,5524.1592,6606.0641,1269.0640,-542.2730,-3929.9905,2681.6864,-624.8712,-2461.3603,4301.1192,776.5851,5318.5694,3810.6724,70.8560,872.0199,-5018.0436,-5198.4512,-1486.1045,-91.1691,1010.3298,-1414.4586,4115.7406,-4475.8421,-4540.1344,-3680.9462,4928.1972,2075.1795,-4225.8257,-721.5854,931.4036,-1577.9294,-2533.8021,-1601.8809,-5303.7121,2953.3454,5513.5369,-1139.2610,-4723.7029,5035.5482,123.2979,-687.2606,2441.4136,-379.1514,-4653.1446,2771.0482,3519.6888,5502.4499,-3991.3710,4831.3304,4636.6462,-3089.2480,0.0000,5516.0073,-4776.4519,-4166.4394,-3473.0338,1938.9021,-3242.1641,-4057.5145,-4456.8736,4243.3758,4615.4807,1800.9038,-3798.3537,-6143.0698,-5030.5603,5428.1251,4207.8758,-2671.3547,-4268.6992,3435.7234,686.6742,-5466.9196,-315.8921,-4728.8627,-2564.5077,1219.1795,-3770.2392,5231.8751,-4173.1319,-5331.8742,-4483.8822,-2130.5569,-3649.8146,2424.9913,-4711.2145,-2461.9242,-5480.5852,143059.5661,142180.2941,144247.4966,142595.4989,149550.7664,143543.8214,133302.6933,143474.9640,97938172.5524,97959729.4812,97946406.3538,97944368.6893,142725.2536,97935972.0651,
