sl_100_5400_20260126 Coordinates.csv
2026/01/26 07:47:00.0000 UTC

Generated: Tue Oct  8 15:36:08 2024,
Start: 2026/01/26 07:47:00.00, Stop: 2026/01/26 09:17:00.00,
TIME_UNITS,STARLINK-5753 - X-Coordinate,STARLINK-31899 - X-Coordinate,STARLINK-3674 - X-Coordinate,STARLINK-30824 - X-Coordinate,STARLINK-4429 - X-Coordinate,STARLINK-1602 - X-Coordinate,STARLINK-31709 - X-Coordinate,STARLINK-3203 - X-Coordinate,STARLINK-30114 - X-Coordinate,STARLINK-1172 - X-Coordinate,STARLINK-5261 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-31083 - X-Coordinate,STARLINK-3201 - X-Coordinate,STARLINK-11164 [DTC] - X-Coordinate,STARLINK-4512 - X-Coordinate,STARLINK-31327 - X-Coordinate,STARLINK-6341 - X-Coordinate,STARLINK-5708 - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-31170 - X-Coordinate,STARLINK-30962 - X-Coordinate,STARLINK-31678 - X-Coordinate,STARLINK-1465 - X-Coordinate,STARLINK-5235 - X-Coordinate,STARLINK-6043 - X-Coordinate,STARLINK-31640 - X-Coordinate,STARLINK-1545 - X-Coordinate,STARLINK-31049 - X-Coordinate,STARLINK-3260 - X-Coordinate,STARLINK-31018 - X-Coordinate,STARLINK-3637 - X-Coordinate,STARLINK-30452 - X-Coordinate,STARLINK-3395 - X-Coordinate,STARLINK-5651 - X-Coordinate,STARLINK-31655 - X-Coordinate,STARLINK-6311 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-31491 - X-Coordinate,STARLINK-31684 - X-Coordinate,STARLINK-31600 - X-Coordinate,STARLINK-30617 - X-Coordinate,STARLINK-3894 - X-Coordinate,STARLINK-30822 - X-Coordinate,STARLINK-6307 - X-Coordinate,STARLINK-3643 - X-Coordinate,STARLINK-2286 - X-Coordinate,STARLINK-30340 - X-Coordinate,STARLINK-3873 - X-Coordinate,STARLINK-1210 - X-Coordinate,STARLINK-11146 [DTC] - X-Coordinate,STARLINK-1980 - X-Coordinate,STARLINK-11227 [DTC] - X-Coordinate,STARLINK-32130 - X-Coordinate,STARLINK-1829 - X-Coordinate,STARLINK-6313 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-3769 - X-Coordinate,STARLINK-11223 [DTC] - X-Coordinate,STARLINK-31331 - X-Coordinate,STARLINK-31896 - X-Coordinate,STARLINK-3864 - X-Coordinate,STARLINK-3573 - X-Coordinate,STARLINK-3804 - X-Coordinate,STARLINK-1981 - X-Coordinate,STARLINK-31533 - X-Coordinate,STARLINK-3722 - X-Coordinate,STARLINK-2100 - X-Coordinate,STARLINK-31942 - X-Coordinate,STARLINK-1020 - X-Coordinate,STARLINK-5730 - X-Coordinate,STARLINK-30975 - X-Coordinate,STARLINK-31481 - X-Coordinate,STARLINK-3982 - X-Coordinate,STARLINK-5079 - X-Coordinate,STARLINK-5166 - X-Coordinate,STARLINK-31019 - X-Coordinate,STARLINK-3099 - X-Coordinate,STARLINK-3860 - X-Coordinate,STARLINK-31614 - X-Coordinate,STARLINK-32025 - X-Coordinate,STARLINK-2497 - X-Coordinate,STARLINK-1578 - X-Coordinate,STARLINK-5092 - X-Coordinate,STARLINK-2647 - X-Coordinate,STARLINK-30611 - X-Coordinate,STARLINK-5325 - X-Coordinate,STARLINK-5841 - X-Coordinate,STARLINK-31576 - X-Coordinate,STARLINK-1657 - X-Coordinate,STARLINK-3985 - X-Coordinate,STARLINK-31515 - X-Coordinate,STARLINK-31584 - X-Coordinate,STARLINK-31467 - X-Coordinate,STARLINK-31388 - X-Coordinate,STARLINK-31166 - X-Coordinate,STARLINK-6100 - X-Coordinate,STARLINK-31165 - X-Coordinate,STARLINK-1798 - X-Coordinate,STARLINK-4385 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5753 - Y-Coordinate,STARLINK-31899 - Y-Coordinate,STARLINK-3674 - Y-Coordinate,STARLINK-30824 - Y-Coordinate,STARLINK-4429 - Y-Coordinate,STARLINK-1602 - Y-Coordinate,STARLINK-31709 - Y-Coordinate,STARLINK-3203 - Y-Coordinate,STARLINK-30114 - Y-Coordinate,STARLINK-1172 - Y-Coordinate,STARLINK-5261 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-31083 - Y-Coordinate,STARLINK-3201 - Y-Coordinate,STARLINK-11164 [DTC] - Y-Coordinate,STARLINK-4512 - Y-Coordinate,STARLINK-31327 - Y-Coordinate,STARLINK-6341 - Y-Coordinate,STARLINK-5708 - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-31170 - Y-Coordinate,STARLINK-30962 - Y-Coordinate,STARLINK-31678 - Y-Coordinate,STARLINK-1465 - Y-Coordinate,STARLINK-5235 - Y-Coordinate,STARLINK-6043 - Y-Coordinate,STARLINK-31640 - Y-Coordinate,STARLINK-1545 - Y-Coordinate,STARLINK-31049 - Y-Coordinate,STARLINK-3260 - Y-Coordinate,STARLINK-31018 - Y-Coordinate,STARLINK-3637 - Y-Coordinate,STARLINK-30452 - Y-Coordinate,STARLINK-3395 - Y-Coordinate,STARLINK-5651 - Y-Coordinate,STARLINK-31655 - Y-Coordinate,STARLINK-6311 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-31491 - Y-Coordinate,STARLINK-31684 - Y-Coordinate,STARLINK-31600 - Y-Coordinate,STARLINK-30617 - Y-Coordinate,STARLINK-3894 - Y-Coordinate,STARLINK-30822 - Y-Coordinate,STARLINK-6307 - Y-Coordinate,STARLINK-3643 - Y-Coordinate,STARLINK-2286 - Y-Coordinate,STARLINK-30340 - Y-Coordinate,STARLINK-3873 - Y-Coordinate,STARLINK-1210 - Y-Coordinate,STARLINK-11146 [DTC] - Y-Coordinate,STARLINK-1980 - Y-Coordinate,STARLINK-11227 [DTC] - Y-Coordinate,STARLINK-32130 - Y-Coordinate,STARLINK-1829 - Y-Coordinate,STARLINK-6313 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-3769 - Y-Coordinate,STARLINK-11223 [DTC] - Y-Coordinate,STARLINK-31331 - Y-Coordinate,STARLINK-31896 - Y-Coordinate,STARLINK-3864 - Y-Coordinate,STARLINK-3573 - Y-Coordinate,STARLINK-3804 - Y-Coordinate,STARLINK-1981 - Y-Coordinate,STARLINK-31533 - Y-Coordinate,STARLINK-3722 - Y-Coordinate,STARLINK-2100 - Y-Coordinate,STARLINK-31942 - Y-Coordinate,STARLINK-1020 - Y-Coordinate,STARLINK-5730 - Y-Coordinate,STARLINK-30975 - Y-Coordinate,STARLINK-31481 - Y-Coordinate,STARLINK-3982 - Y-Coordinate,STARLINK-5079 - Y-Coordinate,STARLINK-5166 - Y-Coordinate,STARLINK-31019 - Y-Coordinate,STARLINK-3099 - Y-Coordinate,STARLINK-3860 - Y-Coordinate,STARLINK-31614 - Y-Coordinate,STARLINK-32025 - Y-Coordinate,STARLINK-2497 - Y-Coordinate,STARLINK-1578 - Y-Coordinate,STARLINK-5092 - Y-Coordinate,STARLINK-2647 - Y-Coordinate,STARLINK-30611 - Y-Coordinate,STARLINK-5325 - Y-Coordinate,STARLINK-5841 - Y-Coordinate,STARLINK-31576 - Y-Coordinate,STARLINK-1657 - Y-Coordinate,STARLINK-3985 - Y-Coordinate,STARLINK-31515 - Y-Coordinate,STARLINK-31584 - Y-Coordinate,STARLINK-31467 - Y-Coordinate,STARLINK-31388 - Y-Coordinate,STARLINK-31166 - Y-Coordinate,STARLINK-6100 - Y-Coordinate,STARLINK-31165 - Y-Coordinate,STARLINK-1798 - Y-Coordinate,STARLINK-4385 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5753 - Z-Coordinate,STARLINK-31899 - Z-Coordinate,STARLINK-3674 - Z-Coordinate,STARLINK-30824 - Z-Coordinate,STARLINK-4429 - Z-Coordinate,STARLINK-1602 - Z-Coordinate,STARLINK-31709 - Z-Coordinate,STARLINK-3203 - Z-Coordinate,STARLINK-30114 - Z-Coordinate,STARLINK-1172 - Z-Coordinate,STARLINK-5261 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-31083 - Z-Coordinate,STARLINK-3201 - Z-Coordinate,STARLINK-11164 [DTC] - Z-Coordinate,STARLINK-4512 - Z-Coordinate,STARLINK-31327 - Z-Coordinate,STARLINK-6341 - Z-Coordinate,STARLINK-5708 - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-31170 - Z-Coordinate,STARLINK-30962 - Z-Coordinate,STARLINK-31678 - Z-Coordinate,STARLINK-1465 - Z-Coordinate,STARLINK-5235 - Z-Coordinate,STARLINK-6043 - Z-Coordinate,STARLINK-31640 - Z-Coordinate,STARLINK-1545 - Z-Coordinate,STARLINK-31049 - Z-Coordinate,STARLINK-3260 - Z-Coordinate,STARLINK-31018 - Z-Coordinate,STARLINK-3637 - Z-Coordinate,STARLINK-30452 - Z-Coordinate,STARLINK-3395 - Z-Coordinate,STARLINK-5651 - Z-Coordinate,STARLINK-31655 - Z-Coordinate,STARLINK-6311 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-31491 - Z-Coordinate,STARLINK-31684 - Z-Coordinate,STARLINK-31600 - Z-Coordinate,STARLINK-30617 - Z-Coordinate,STARLINK-3894 - Z-Coordinate,STARLINK-30822 - Z-Coordinate,STARLINK-6307 - Z-Coordinate,STARLINK-3643 - Z-Coordinate,STARLINK-2286 - Z-Coordinate,STARLINK-30340 - Z-Coordinate,STARLINK-3873 - Z-Coordinate,STARLINK-1210 - Z-Coordinate,STARLINK-11146 [DTC] - Z-Coordinate,STARLINK-1980 - Z-Coordinate,STARLINK-11227 [DTC] - Z-Coordinate,STARLINK-32130 - Z-Coordinate,STARLINK-1829 - Z-Coordinate,STARLINK-6313 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-3769 - Z-Coordinate,STARLINK-11223 [DTC] - Z-Coordinate,STARLINK-31331 - Z-Coordinate,STARLINK-31896 - Z-Coordinate,STARLINK-3864 - Z-Coordinate,STARLINK-3573 - Z-Coordinate,STARLINK-3804 - Z-Coordinate,STARLINK-1981 - Z-Coordinate,STARLINK-31533 - Z-Coordinate,STARLINK-3722 - Z-Coordinate,STARLINK-2100 - Z-Coordinate,STARLINK-31942 - Z-Coordinate,STARLINK-1020 - Z-Coordinate,STARLINK-5730 - Z-Coordinate,STARLINK-30975 - Z-Coordinate,STARLINK-31481 - Z-Coordinate,STARLINK-3982 - Z-Coordinate,STARLINK-5079 - Z-Coordinate,STARLINK-5166 - Z-Coordinate,STARLINK-31019 - Z-Coordinate,STARLINK-3099 - Z-Coordinate,STARLINK-3860 - Z-Coordinate,STARLINK-31614 - Z-Coordinate,STARLINK-32025 - Z-Coordinate,STARLINK-2497 - Z-Coordinate,STARLINK-1578 - Z-Coordinate,STARLINK-5092 - Z-Coordinate,STARLINK-2647 - Z-Coordinate,STARLINK-30611 - Z-Coordinate,STARLINK-5325 - Z-Coordinate,STARLINK-5841 - Z-Coordinate,STARLINK-31576 - Z-Coordinate,STARLINK-1657 - Z-Coordinate,STARLINK-3985 - Z-Coordinate,STARLINK-31515 - Z-Coordinate,STARLINK-31584 - Z-Coordinate,STARLINK-31467 - Z-Coordinate,STARLINK-31388 - Z-Coordinate,STARLINK-31166 - Z-Coordinate,STARLINK-6100 - Z-Coordinate,STARLINK-31165 - Z-Coordinate,STARLINK-1798 - Z-Coordinate,STARLINK-4385 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5459.9957,-4074.6934,3322.7090,-5203.7853,-37.6224,-2376.6363,-5497.2631,-2563.9201,3798.4445,-3930.8095,-1220.6647,2199.5026,750.1469,292.2053,4301.4157,4536.3718,4309.6247,4311.0427,-146.5390,-348.9515,-6342.0427,5168.4245,-659.3881,6521.5800,-3663.2697,1098.0955,-3545.8239,4359.0941,-2671.9095,6524.2688,3061.6181,83.2216,-5976.0447,-5135.3604,-4935.9946,-1801.7796,2649.4235,4592.1084,776.3078,5562.4255,1641.8465,-762.7235,424.7930,-4844.9760,-5993.3624,2343.7337,615.6991,-4196.3713,2892.7065,-1858.0035,-1347.2982,-5842.4150,4269.1762,-1261.1310,6148.4299,-202.3684,-4772.8385,-5825.0950,-3847.0798,-1290.3763,5764.1263,-2742.1711,4604.6099,5112.3165,5260.0794,2840.8241,4760.8323,-1343.6066,-3072.6034,-1933.6439,-672.1107,-3307.6017,4079.3093,-5739.3099,4990.7316,-4198.9284,-3816.6579,-504.3166,3997.5827,5097.1047,3116.6679,2793.7823,4006.5251,-851.6083,5273.8670,3233.2693,-3346.2642,785.9817,3094.2777,-2509.0490,-6400.6512,276.2635,5243.4033,-2236.3780,4836.5572,-6310.5298,3258.9025,-5786.3392,-3920.4094,-3478.0233,324964.7231,293961.8589,310818.3463,314505.1923,306043.5727,309157.8121,308863.7938,311233.9967,-154491151.6124,-154513304.7614,-154531859.3894,-154519896.2916,310560.3700,-154510371.3867,3560.3323,-2874.7650,5102.2010,1330.4799,-6545.9430,-3384.4088,2385.2778,6076.1170,4801.7058,-3029.7431,6108.5904,6175.2984,6547.8147,6738.0022,-3389.2326,-1837.8382,-2753.4077,1306.6219,5901.7044,-5237.6861,1686.0251,2284.7361,-6139.4130,1363.9647,2011.1359,2242.7773,-5658.7057,-5306.6167,4339.6207,1419.8505,-6047.9588,-6747.6705,-2062.1309,-308.6150,1135.5800,4435.0789,-5388.3030,3368.8633,4177.0991,1036.4254,-4712.3912,-6608.7468,4167.8540,-3704.3660,2764.3049,5163.0464,-6516.3866,-3955.6557,-3451.0405,-6143.3700,5352.6600,-3065.9181,200.0812,-4225.0094,-1611.9093,-5107.0113,1046.7616,2558.4876,5128.1306,6721.1788,-2378.8911,-3712.9691,3291.6321,-1241.5961,4347.5106,-4269.7690,-4684.0740,3958.7105,5909.6140,-4912.5881,-5477.0510,5223.2174,5230.8156,765.8297,3956.4399,-581.7179,4107.2099,4243.4896,3655.0450,-2283.4716,2759.0094,-3468.0007,-4631.4094,4147.2458,-3701.2665,-3156.3697,4432.2440,4279.4004,3382.3262,-5609.5259,2585.2236,-4993.6955,-597.1205,-6222.2656,-2437.7367,-2678.4312,4015.5822,3251.2628,-1932.0646,2626.6987,173701.2267,156474.2064,173020.6620,171036.1573,172074.3474,171577.6369,163095.5815,167426.3854,296090313.2704,296086736.5057,296083589.2149,296078578.5012,166981.0317,296083515.4603,2356.0011,4647.4400,3275.3737,-4398.0482,-2318.9998,5419.1136,-3271.4336,-2064.6182,3249.6540,4737.7762,-3081.3575,2199.2976,1886.3659,1505.5637,3916.0013,4876.1378,4570.3638,-5295.6922,3625.0268,4350.6600,-2073.5672,4002.2749,-2898.9273,-1879.9551,5498.2507,6471.3743,1346.6936,-784.0313,4572.9933,1803.5055,-950.9352,-1348.4196,2842.5670,4513.4918,4720.8659,-4909.2282,3450.1393,-3953.7177,5361.4788,-3802.3587,4646.9721,-1189.5749,5490.7273,-3219.3759,-2143.7545,3952.6671,2049.3500,3837.6881,-5214.0432,2051.8272,-3926.1530,2035.0630,5053.3641,5189.0855,2679.6916,4671.8884,-4783.8131,-2707.5140,-1779.6395,256.5230,-2761.2476,-5152.3290,-3974.1490,4473.2833,-1125.7265,-4497.9900,-1788.2335,5497.8346,-1396.4528,4464.6480,-4192.0693,3117.7367,-1534.6510,3779.1357,-2706.6413,5449.5637,3930.7023,-5445.8744,4286.7997,3905.9293,-5404.8324,5254.4414,-3162.9932,5492.9195,2431.4660,5128.9056,4171.6443,5405.6691,5046.3020,-3175.5345,-260.5503,-4647.8603,-4338.8865,-1643.1039,-4155.4403,246.4604,-4599.5888,-1923.5800,5216.5788,5394.6677,119297.3155,117757.1134,115994.6079,122319.2566,121694.2032,111056.4018,110038.6461,115476.4427,-125796632.8928,-125823284.5728,-125809224.8027,-125801587.8698,117083.3647,-125795302.2448,
300.000,6470.5056,-5136.4465,4744.9618,-4027.7923,427.2574,-4158.9008,-3930.0559,-1482.2078,4616.5261,-5494.6182,-252.7731,3473.1028,2237.4599,1501.0929,2404.0314,4447.0364,3230.5026,5792.4082,1627.8313,-1932.5692,-5204.0626,6214.0524,-2354.7791,6918.0165,-2259.6518,3191.1824,-4824.5891,3336.8147,-609.4557,6019.6993,1453.7120,-1137.6145,-5718.9214,-5884.2906,-4239.6232,-350.3391,668.0325,5947.2116,2715.4655,5053.3419,-448.8258,-1923.4135,2541.4263,-5203.1677,-4641.9917,3957.0135,-748.8239,-4845.1152,816.7028,-2853.9596,-13.9860,-5692.0858,4792.5384,-2943.0001,4863.9844,-2298.1540,-3327.1482,-5620.7881,-2899.1934,-54.3468,5348.3917,-4579.8155,4567.9427,5360.3861,5559.5695,1170.1688,3320.7553,666.9393,-1691.5065,-3689.3694,-2617.6934,-1391.4619,4896.2284,-6120.1899,6078.4075,-3923.8106,-1895.6840,1522.0044,5536.2652,3538.8424,4146.7790,1522.5070,2253.3885,1.8788,4766.9237,2243.7917,-3262.8576,2090.2732,3865.1469,-3944.6266,-5571.1747,-1868.9163,5224.9554,-3477.6117,3244.9368,-6632.4749,4543.6041,-4383.2834,-5171.3508,-5002.1718,321086.9841,290513.7479,307315.9197,310879.2463,302387.3241,305479.4263,305287.8128,307654.1044,-160916849.9783,-160938711.6705,-160957328.2821,-160945050.4656,306937.5311,-160936051.0520,2318.4036,-995.4850,4750.3944,3103.0411,-6928.9693,-2198.0611,3263.4206,6741.5940,3036.6410,-2032.7811,5051.6337,5965.3855,5641.3728,5962.1363,-3899.7739,-3713.6486,-4545.0141,656.2311,6272.8613,-3970.4401,3031.6035,697.6693,-6214.3629,172.6370,3675.5556,1840.9228,-4807.5741,-5962.6375,4278.6481,21.6203,-6245.2533,-6768.6773,-203.5903,1313.7509,3161.9767,5671.9006,-5380.6048,2058.8822,3159.1955,-969.6015,-5235.1217,-5802.1146,4054.8019,-1790.3038,3891.5537,5096.0549,-5786.7564,-2014.5403,-4045.6561,-4922.8071,6312.0858,-1538.8400,-1793.8704,-2835.6309,-2664.1733,-4596.7011,2575.5956,3898.1072,5986.1640,6671.7446,-4001.8073,-3012.9652,1375.5761,-2980.2663,3003.2876,-5504.4576,-5031.4885,4669.0772,6588.8694,-4915.5088,-5523.2687,5404.8825,3740.7380,2290.7697,3149.8068,1580.9887,4314.9098,4728.6331,2924.4628,-3674.9052,824.5900,-5044.5661,-4751.5180,5616.1982,-4925.0888,-4889.1731,5671.2319,5314.1056,1366.1268,-5467.3601,3543.4012,-4960.8318,-2617.4418,-5040.7900,-3844.6852,-1185.9343,2286.7020,4269.0812,-312.9032,3024.6989,180526.2254,162629.2476,179505.4723,177461.3684,178557.5992,178088.2641,169630.0783,174349.7997,292648301.0375,292644652.5121,292640888.3112,292636107.3910,173456.7241,292641405.1142,908.2636,4370.0513,1659.2370,-4726.6987,-112.1455,4934.8302,-4530.8388,-289.6113,4182.1112,3575.2338,-4767.1976,440.3251,3183.4835,3149.0258,4930.9011,3767.3939,3995.3391,-3788.5595,2453.6128,5192.3843,-3332.6902,2979.0744,-1535.1880,-97.6258,5392.6850,5877.8658,-199.8627,1029.1477,5308.8547,3400.2006,-2399.4507,467.1407,3908.2108,3243.0771,4469.3486,-3836.5661,4305.7930,-2907.0107,5425.6457,-4472.1802,4346.7661,-2886.0526,4981.1281,-4158.1717,-3388.2224,2485.8164,3600.3891,4520.4738,-5516.5162,3603.9939,-2455.8826,3587.7429,4199.6847,5445.6993,4097.8648,4641.1463,-5390.9949,-998.0430,44.9559,-1554.6181,-1370.2008,-4218.1696,-5008.2373,3178.5291,-2816.2647,-3855.1872,-3388.3678,5046.5553,148.8456,3172.1223,-3264.1627,4095.2878,-2898.9480,2266.8678,-997.6552,5456.1814,4964.4924,-4820.6801,2923.3582,4517.7596,-5354.0497,4437.9479,-4457.1230,4071.7585,692.0042,4219.4615,2337.5240,3945.5837,5446.0538,-1541.0239,-2037.7323,-4302.8593,-3538.6434,-2987.9275,-4614.4474,-1297.1446,-4693.4527,-3213.6875,4415.0749,3737.1905,119376.4223,117851.9321,116193.4597,122295.9950,121935.3496,111358.3204,109991.9718,115818.4543,-125792648.3463,-125819391.1204,-125805735.4599,-125798102.7209,117192.7319,-125791578.0268,
600.000,6851.8946,-5709.0572,5684.4058,-2498.0196,847.1611,-5533.5044,-1958.7687,-255.5594,5027.7790,-6504.4247,798.6839,4396.8075,3530.6593,2595.6419,242.7016,3954.7319,1866.1545,6692.7274,3225.6820,-3364.4704,-3554.3160,6667.9804,-3797.5932,6627.1759,-679.5261,4966.9723,-5610.9318,1971.9287,1531.0212,4932.4682,-319.4859,-2248.6786,-4936.1918,-6051.6439,-3174.0090,1097.5990,-1395.4748,6731.3270,4405.6471,4066.7964,-2477.3802,-2912.5912,4398.2035,-5088.4525,-2840.9992,5159.8516,-2075.7068,-5067.5732,-1328.9552,-3584.8697,1293.3693,-5000.1192,4814.7136,-4362.1209,3096.1663,-4180.4627,-1576.4866,-4863.3233,-1625.1569,1204.7665,4396.8614,-5964.2128,4130.9214,5101.9444,5330.3236,-588.5758,1530.2369,2583.9757,-135.0353,-5060.2495,-4293.8228,675.7823,5238.1205,-5907.2540,6557.3904,-3319.1755,233.3866,3374.0661,6518.5132,1639.0081,4801.8003,144.9848,252.8839,803.0963,3785.7964,1071.1548,-2876.1947,3139.3261,4296.4005,-4975.4126,-4178.0964,-3818.0478,4709.0942,-4392.8328,1346.8392,-6294.9986,5423.9328,-2546.2907,-5913.6163,-6005.6091,317064.4381,286937.7351,303677.6770,307118.5146,298597.1671,301665.4410,301574.7136,303866.6140,-167265910.6750,-167287479.3874,-167306135.3749,-167293533.8538,303179.7407,-167285089.2771,860.3316,959.0782,3941.4670,4607.0223,-6558.7725,-835.8704,3856.7861,6732.8816,975.7957,-869.6965,3507.1388,5164.5511,4175.4520,4596.3918,-4047.6239,-5204.1489,-5892.1551,-11.1107,6050.0996,-2326.5889,4109.2223,-930.9143,-5664.0659,-1034.8169,5011.3528,1329.1752,-3463.0381,-6030.3563,3838.8546,-1413.7617,-5827.3587,-6103.8739,1699.3545,2771.1719,4890.2595,6349.7785,-4888.2262,576.9339,1872.3899,-2900.2406,-5264.5074,-4377.7391,3594.0930,311.4208,4675.8385,4544.6691,-4480.8915,121.8614,-4296.0194,-3170.6730,6609.9485,172.2617,-3557.5042,-1197.1157,-3495.8967,-3684.1806,3890.1552,4840.4794,6172.1670,5941.6639,-5207.3954,-2061.5694,-697.7388,-4399.1342,1339.3670,-6200.8545,-4911.1785,4965.0006,6591.1154,-4460.9390,-5061.0959,5097.4957,1856.6292,3566.8337,2040.3411,3593.3578,4136.1508,4794.8773,1935.2378,-4731.6836,-1164.5956,-6133.7513,-4441.0596,6526.3054,-5647.5770,-6128.4403,6321.5475,5838.1590,-775.9602,-4793.4192,4169.7432,-4466.6370,-4358.9933,-3342.5270,-4901.0282,437.0357,361.4534,4900.0867,1297.6914,3046.9786,187263.8891,168708.9511,185908.3271,183805.7406,184959.3620,184515.4057,176089.0982,181126.8828,289066857.3096,289063150.6209,289058766.1722,289054237.5383,179853.8344,289059863.9920,-636.7660,3601.7905,-135.8596,-4552.5426,2106.6319,3896.9221,-5283.9035,1516.7092,4667.0781,2018.7727,-5947.8268,-1366.1671,4128.1372,4451.9629,5371.0515,2252.0590,2979.5898,-1879.8155,1019.2028,5451.3450,-4227.6652,1636.2611,1.1228,1695.1821,4705.1694,4658.8270,-1723.8972,2730.9849,5456.5465,4630.2299,-3581.3944,2231.4702,4555.5201,1612.5393,3738.6468,-2340.0614,4699.5573,-1549.2234,4887.4771,-4639.8000,3558.7692,-4249.6917,3933.9277,-4645.7100,-4271.5191,750.7690,4753.5578,4718.9326,-5219.4765,4736.5435,-703.8815,4751.6895,2831.3967,5089.3628,5071.0160,4112.9657,-5399.1452,819.2187,1864.0698,-3193.3073,174.9917,-2830.2056,-5503.9613,1540.0921,-4203.5715,-2779.8996,-4623.4312,4050.6805,1677.2662,1537.8548,-1986.5666,4633.1969,-3936.0709,510.2606,818.8156,4873.4847,5447.9173,-3678.3520,1244.0491,4621.6894,-4704.0409,3138.3814,-5267.0066,2216.2068,-1123.0167,2840.0674,254.8160,2065.2343,5234.9113,259.6909,-3594.6274,-3476.7218,-2343.0885,-3996.2157,-4557.4670,-2697.4997,-4283.5208,-4156.8492,3115.5967,1681.0716,119455.2091,117946.6292,116394.1306,122267.5009,122172.7783,111666.0421,109950.7320,116265.5313,-125788663.0395,-125815492.5740,-125802242.5743,-125794603.8348,117302.0156,-125787853.5324,
