sl_100_86400_20260919 Coordinates.csv
2026/09/19 07:47:00.0000 UTC

Generated: Tue Oct  8 16:24:27 2024,
Start: 2026/09/19 07:47:00.00, Stop: 2026/09/20 07:47:00.00,
TIME_UNITS,STARLINK-5674 - X-Coordinate,STARLINK-30509 - X-Coordinate,STARLINK-30538 - X-Coordinate,STARLINK-1955 - X-Coordinate,STARLINK-4648 - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-5930 - X-Coordinate,STARLINK-6290 - X-Coordinate,STARLINK-3175 - X-Coordinate,STARLINK-31980 - X-Coordinate,STARLINK-2607 - X-Coordinate,STARLINK-31911 - X-Coordinate,STARLINK-6089 - X-Coordinate,STARLINK-4799 - X-Coordinate,STARLINK-5679 - X-Coordinate,STARLINK-2510 - X-Coordinate,STARLINK-32099 - X-Coordinate,STARLINK-4686 - X-Coordinate,STARLINK-6030 - X-Coordinate,STARLINK-1832 - X-Coordinate,STARLINK-2603 - X-Coordinate,STARLINK-4209 - X-Coordinate,STARLINK-6207 - X-Coordinate,STARLINK-5966 - X-Coordinate,STARLINK-3132 - X-Coordinate,STARLINK-31107 - X-Coordinate,STARLINK-1133 - X-Coordinate,STARLINK-30798 - X-Coordinate,STARLINK-30984 - X-Coordinate,STARLINK-5545 - X-Coordinate,STARLINK-1737 - X-Coordinate,STARLINK-1364 - X-Coordinate,STARLINK-31701 - X-Coordinate,STARLINK-31141 - X-Coordinate,STARLINK-4315 - X-Coordinate,STARLINK-11115 [DTC] - X-Coordinate,STARLINK-2422 - X-Coordinate,STARLINK-5905 - X-Coordinate,STARLINK-5801 - X-Coordinate,STARLINK-31253 - X-Coordinate,STARLINK-1727 - X-Coordinate,STARLINK-30088 - X-Coordinate,STARLINK-4547 - X-Coordinate,STARLINK-2263 - X-Coordinate,STARLINK-30872 - X-Coordinate,STARLINK-4545 - X-Coordinate,STARLINK-31118 - X-Coordinate,STARLINK-31139 - X-Coordinate,STARLINK-1686 - X-Coordinate,STARLINK-2143 - X-Coordinate,STARLINK-31888 - X-Coordinate,STARLINK-30457 - X-Coordinate,STARLINK-3128 - X-Coordinate,STARLINK-6148 - X-Coordinate,STARLINK-31940 - X-Coordinate,STARLINK-31375 - X-Coordinate,STARLINK-30357 - X-Coordinate,STARLINK-30978 - X-Coordinate,STARLINK-4458 - X-Coordinate,STARLINK-4266 - X-Coordinate,STARLINK-6120 - X-Coordinate,STARLINK-3628 - X-Coordinate,STARLINK-32086 - X-Coordinate,STARLINK-1644 - X-Coordinate,STARLINK-31468 - X-Coordinate,STARLINK-3183 - X-Coordinate,STARLINK-30819 - X-Coordinate,STARLINK-2285 - X-Coordinate,STARLINK-3107 - X-Coordinate,STARLINK-2083 - X-Coordinate,STARLINK-3879 - X-Coordinate,STARLINK-6105 - X-Coordinate,STARLINK-2214 - X-Coordinate,STARLINK-4277 - X-Coordinate,STARLINK-4395 - X-Coordinate,STARLINK-1366 - X-Coordinate,STARLINK-5962 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-2181 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-2748 - X-Coordinate,STARLINK-31085 - X-Coordinate,STARLINK-31181 - X-Coordinate,STARLINK-5815 - X-Coordinate,STARLINK-4167 - X-Coordinate,STARLINK-5388 - X-Coordinate,STARLINK-30278 - X-Coordinate,STARLINK-1136 - X-Coordinate,STARLINK-1151 - X-Coordinate,STARLINK-5945 - X-Coordinate,STARLINK-4206 - X-Coordinate,STARLINK-5025 - X-Coordinate,STARLINK-30764 - X-Coordinate,STARLINK-2192 - X-Coordinate,STARLINK-30940 - X-Coordinate,STARLINK-30187 - X-Coordinate,STARLINK-31245 - X-Coordinate,STARLINK-1763 - X-Coordinate,STARLINK-31077 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5674 - Y-Coordinate,STARLINK-30509 - Y-Coordinate,STARLINK-30538 - Y-Coordinate,STARLINK-1955 - Y-Coordinate,STARLINK-4648 - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-5930 - Y-Coordinate,STARLINK-6290 - Y-Coordinate,STARLINK-3175 - Y-Coordinate,STARLINK-31980 - Y-Coordinate,STARLINK-2607 - Y-Coordinate,STARLINK-31911 - Y-Coordinate,STARLINK-6089 - Y-Coordinate,STARLINK-4799 - Y-Coordinate,STARLINK-5679 - Y-Coordinate,STARLINK-2510 - Y-Coordinate,STARLINK-32099 - Y-Coordinate,STARLINK-4686 - Y-Coordinate,STARLINK-6030 - Y-Coordinate,STARLINK-1832 - Y-Coordinate,STARLINK-2603 - Y-Coordinate,STARLINK-4209 - Y-Coordinate,STARLINK-6207 - Y-Coordinate,STARLINK-5966 - Y-Coordinate,STARLINK-3132 - Y-Coordinate,STARLINK-31107 - Y-Coordinate,STARLINK-1133 - Y-Coordinate,STARLINK-30798 - Y-Coordinate,STARLINK-30984 - Y-Coordinate,STARLINK-5545 - Y-Coordinate,STARLINK-1737 - Y-Coordinate,STARLINK-1364 - Y-Coordinate,STARLINK-31701 - Y-Coordinate,STARLINK-31141 - Y-Coordinate,STARLINK-4315 - Y-Coordinate,STARLINK-11115 [DTC] - Y-Coordinate,STARLINK-2422 - Y-Coordinate,STARLINK-5905 - Y-Coordinate,STARLINK-5801 - Y-Coordinate,STARLINK-31253 - Y-Coordinate,STARLINK-1727 - Y-Coordinate,STARLINK-30088 - Y-Coordinate,STARLINK-4547 - Y-Coordinate,STARLINK-2263 - Y-Coordinate,STARLINK-30872 - Y-Coordinate,STARLINK-4545 - Y-Coordinate,STARLINK-31118 - Y-Coordinate,STARLINK-31139 - Y-Coordinate,STARLINK-1686 - Y-Coordinate,STARLINK-2143 - Y-Coordinate,STARLINK-31888 - Y-Coordinate,STARLINK-30457 - Y-Coordinate,STARLINK-3128 - Y-Coordinate,STARLINK-6148 - Y-Coordinate,STARLINK-31940 - Y-Coordinate,STARLINK-31375 - Y-Coordinate,STARLINK-30357 - Y-Coordinate,STARLINK-30978 - Y-Coordinate,STARLINK-4458 - Y-Coordinate,STARLINK-4266 - Y-Coordinate,STARLINK-6120 - Y-Coordinate,STARLINK-3628 - Y-Coordinate,STARLINK-32086 - Y-Coordinate,STARLINK-1644 - Y-Coordinate,STARLINK-31468 - Y-Coordinate,STARLINK-3183 - Y-Coordinate,STARLINK-30819 - Y-Coordinate,STARLINK-2285 - Y-Coordinate,STARLINK-3107 - Y-Coordinate,STARLINK-2083 - Y-Coordinate,STARLINK-3879 - Y-Coordinate,STARLINK-6105 - Y-Coordinate,STARLINK-2214 - Y-Coordinate,STARLINK-4277 - Y-Coordinate,STARLINK-4395 - Y-Coordinate,STARLINK-1366 - Y-Coordinate,STARLINK-5962 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-2181 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-2748 - Y-Coordinate,STARLINK-31085 - Y-Coordinate,STARLINK-31181 - Y-Coordinate,STARLINK-5815 - Y-Coordinate,STARLINK-4167 - Y-Coordinate,STARLINK-5388 - Y-Coordinate,STARLINK-30278 - Y-Coordinate,STARLINK-1136 - Y-Coordinate,STARLINK-1151 - Y-Coordinate,STARLINK-5945 - Y-Coordinate,STARLINK-4206 - Y-Coordinate,STARLINK-5025 - Y-Coordinate,STARLINK-30764 - Y-Coordinate,STARLINK-2192 - Y-Coordinate,STARLINK-30940 - Y-Coordinate,STARLINK-30187 - Y-Coordinate,STARLINK-31245 - Y-Coordinate,STARLINK-1763 - Y-Coordinate,STARLINK-31077 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5674 - Z-Coordinate,STARLINK-30509 - Z-Coordinate,STARLINK-30538 - Z-Coordinate,STARLINK-1955 - Z-Coordinate,STARLINK-4648 - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-5930 - Z-Coordinate,STARLINK-6290 - Z-Coordinate,STARLINK-3175 - Z-Coordinate,STARLINK-31980 - Z-Coordinate,STARLINK-2607 - Z-Coordinate,STARLINK-31911 - Z-Coordinate,STARLINK-6089 - Z-Coordinate,STARLINK-4799 - Z-Coordinate,STARLINK-5679 - Z-Coordinate,STARLINK-2510 - Z-Coordinate,STARLINK-32099 - Z-Coordinate,STARLINK-4686 - Z-Coordinate,STARLINK-6030 - Z-Coordinate,STARLINK-1832 - Z-Coordinate,STARLINK-2603 - Z-Coordinate,STARLINK-4209 - Z-Coordinate,STARLINK-6207 - Z-Coordinate,STARLINK-5966 - Z-Coordinate,STARLINK-3132 - Z-Coordinate,STARLINK-31107 - Z-Coordinate,STARLINK-1133 - Z-Coordinate,STARLINK-30798 - Z-Coordinate,STARLINK-30984 - Z-Coordinate,STARLINK-5545 - Z-Coordinate,STARLINK-1737 - Z-Coordinate,STARLINK-1364 - Z-Coordinate,STARLINK-31701 - Z-Coordinate,STARLINK-31141 - Z-Coordinate,STARLINK-4315 - Z-Coordinate,STARLINK-11115 [DTC] - Z-Coordinate,STARLINK-2422 - Z-Coordinate,STARLINK-5905 - Z-Coordinate,STARLINK-5801 - Z-Coordinate,STARLINK-31253 - Z-Coordinate,STARLINK-1727 - Z-Coordinate,STARLINK-30088 - Z-Coordinate,STARLINK-4547 - Z-Coordinate,STARLINK-2263 - Z-Coordinate,STARLINK-30872 - Z-Coordinate,STARLINK-4545 - Z-Coordinate,STARLINK-31118 - Z-Coordinate,STARLINK-31139 - Z-Coordinate,STARLINK-1686 - Z-Coordinate,STARLINK-2143 - Z-Coordinate,STARLINK-31888 - Z-Coordinate,STARLINK-30457 - Z-Coordinate,STARLINK-3128 - Z-Coordinate,STARLINK-6148 - Z-Coordinate,STARLINK-31940 - Z-Coordinate,STARLINK-31375 - Z-Coordinate,STARLINK-30357 - Z-Coordinate,STARLINK-30978 - Z-Coordinate,STARLINK-4458 - Z-Coordinate,STARLINK-4266 - Z-Coordinate,STARLINK-6120 - Z-Coordinate,STARLINK-3628 - Z-Coordinate,STARLINK-32086 - Z-Coordinate,STARLINK-1644 - Z-Coordinate,STARLINK-31468 - Z-Coordinate,STARLINK-3183 - Z-Coordinate,STARLINK-30819 - Z-Coordinate,STARLINK-2285 - Z-Coordinate,STARLINK-3107 - Z-Coordinate,STARLINK-2083 - Z-Coordinate,STARLINK-3879 - Z-Coordinate,STARLINK-6105 - Z-Coordinate,STARLINK-2214 - Z-Coordinate,STARLINK-4277 - Z-Coordinate,STARLINK-4395 - Z-Coordinate,STARLINK-1366 - Z-Coordinate,STARLINK-5962 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-2181 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-2748 - Z-Coordinate,STARLINK-31085 - Z-Coordinate,STARLINK-31181 - Z-Coordinate,STARLINK-5815 - Z-Coordinate,STARLINK-4167 - Z-Coordinate,STARLINK-5388 - Z-Coordinate,STARLINK-30278 - Z-Coordinate,STARLINK-1136 - Z-Coordinate,STARLINK-1151 - Z-Coordinate,STARLINK-5945 - Z-Coordinate,STARLINK-4206 - Z-Coordinate,STARLINK-5025 - Z-Coordinate,STARLINK-30764 - Z-Coordinate,STARLINK-2192 - Z-Coordinate,STARLINK-30940 - Z-Coordinate,STARLINK-30187 - Z-Coordinate,STARLINK-31245 - Z-Coordinate,STARLINK-1763 - Z-Coordinate,STARLINK-31077 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5792.8536,5274.5492,-2441.3373,-3212.9570,-6586.6062,4895.7793,3231.3986,4130.3830,-5271.6247,-1154.5801,1376.0137,-5813.7840,-5493.1117,5879.6507,374.5057,-5332.8501,-6039.6457,-4377.2555,4317.0306,-3207.0296,2660.2369,-4688.4760,4588.5814,-6170.8815,-5241.1368,5809.8161,6775.0198,2115.9262,-6190.4620,-3791.6257,-2315.4291,-5472.2109,0.0000,-5292.5947,5869.7770,2686.4792,8.2921,4461.3472,-5701.1940,4066.4004,1756.5307,2729.7191,641.0865,557.1600,-4285.8147,-1739.4013,0.0000,-477.9420,-4786.9015,5613.0060,-190.6461,1462.6387,3234.5087,6643.4201,-3953.0308,0.0000,-4782.0575,6530.3063,-5747.7425,167.1619,-3918.9614,2504.9502,5690.1384,3714.3934,-3970.5033,1921.5311,5612.6251,-6340.4020,3938.1950,-4747.9669,-4730.4616,-1494.7110,4175.2359,-5600.2505,-275.9905,-5215.6688,-6046.6275,3724.6085,-1450.0432,88.9437,5298.5383,5093.3305,964.4925,5518.2536,-72.9394,6189.4474,-2805.0227,4835.8443,-5518.7362,-211.0787,4812.7060,2948.5137,-4079.5340,-2532.4891,-4548.5187,1839.7762,4207.6001,-4758.9065,4595.8133,-3023.8847,331235.3182,331342.4690,331409.3403,328574.7759,334791.0278,332688.7823,326038.2581,327594.2868,-241587725.6880,-241574452.9818,-241564273.9164,-241582805.8730,327945.2478,-241578678.0152,-1348.5108,-885.7456,4460.9849,2738.5597,-13.2347,-1064.8894,-1224.4847,-3385.3489,-1890.7982,4631.2214,3864.2473,-2245.5749,704.3758,-3157.2637,5929.8215,1496.7080,111.5823,-3686.7795,2727.2462,4616.4031,3416.1137,-3330.8735,4569.4635,-3144.0710,-1496.3003,3148.2606,1352.6046,-5531.5338,-2992.0735,3421.4783,-3515.7047,-3880.9132,0.0000,-2644.8476,3517.9076,4994.2908,4693.5968,-2692.5453,903.4595,-4252.9986,5619.1850,-6231.6034,5025.8976,-4020.5216,-3293.6979,4645.0516,0.0000,-6388.1846,4202.6162,2726.1493,4975.1032,-5310.4415,6061.0278,1673.1751,4334.4103,0.0000,-1678.1196,-254.1382,3324.1922,-6542.8069,-3263.4651,3693.8954,-3727.1819,-4613.3980,-5425.6318,-4331.8585,-3719.4075,1971.4914,-1962.7291,-2915.0056,-4800.2439,6553.5082,2008.7356,-2944.9949,-900.0584,-4453.4802,301.7637,1864.9670,6028.6562,6349.0454,4056.0488,-4282.9076,6087.4876,4191.7299,-4218.1965,-2852.0853,-3260.7794,-1938.7210,-4049.2103,-5909.3290,1007.4998,-5369.0683,-2403.6519,6351.5552,2965.6503,5929.5819,-386.1845,-3890.7735,-2194.0197,-4006.2737,135643.2611,161235.0471,136782.3738,136075.6492,142040.6950,140297.7967,145411.9624,142551.7875,7825637.0357,7843980.8052,7862103.9192,7837221.1924,141829.8440,7843930.9918,-3569.1595,-4404.2688,4704.3549,-5464.2789,2151.7661,-4633.9427,6019.3259,4410.8017,-4019.8822,-4918.9593,5448.5208,2761.7715,-4167.8210,-1821.8332,-3579.2756,-4077.6733,3132.5670,-3898.8853,4682.2710,3978.2324,5346.7602,-3843.4069,2473.7242,170.6982,4239.2595,-1843.5898,-28.4149,-3554.3608,-962.0973,4706.6462,5444.5320,1622.2649,0.0000,-3425.7325,1144.2767,-3648.8855,5040.6417,-4574.4191,3830.1898,-3489.2146,3551.9225,1257.8956,-4703.9180,-5375.2502,3929.4656,-4818.8877,0.0000,-2404.2733,-2603.8382,-3001.1404,4619.8865,4162.4434,804.8123,-1023.5272,-3481.8456,0.0000,-4720.4592,-2336.8185,-2041.7072,2211.5425,-4709.9153,5256.2650,-312.7100,-3564.0372,1265.7629,-5028.8606,1619.8331,1727.3652,5375.9754,-4032.3228,1500.3830,1670.8892,-5104.8536,2765.0694,-6881.3392,230.7173,3373.3103,-5534.9303,2962.1208,-2829.4441,-1710.7217,1853.8670,3021.2195,-534.7228,5469.3147,1239.6743,5293.2410,-4567.9560,-672.2059,-3631.9760,4841.7105,-3193.8137,4936.4627,-582.8232,-4228.3809,-3111.9965,-5355.2370,-2914.4358,-4568.1022,-4524.8527,-189315.0876,-188517.5859,-189472.6139,-184393.9065,-183971.0781,-194411.3290,-196415.8681,-187347.7467,97553211.1964,97524314.0909,97541006.6688,97553023.5444,-188970.4321,97552288.5069,
3600.000,-5624.0920,-5154.1082,-1286.1152,1108.3729,4095.3276,-1274.1370,-5185.7008,-564.5464,6885.7019,-1511.4422,-5473.1042,3888.0240,5622.1210,-2766.4622,-3584.6416,1600.6011,6051.5935,6341.5684,-5770.8335,-1047.7937,-5178.2201,4069.4131,-6166.4236,5948.1444,3450.0146,-5177.9012,-5572.2702,1913.2989,6384.4896,4827.8151,5421.7805,5909.5174,0.0000,6827.3253,-3451.7159,-5066.1366,-3042.2495,-1427.3424,3168.1510,-2945.5333,-3689.3320,356.3777,-3344.5551,4111.0143,6680.1794,-2558.1761,0.0000,3058.5101,3642.8503,-4224.8662,-4148.9000,2686.6612,-4097.5219,-6375.0761,1848.8138,0.0000,5786.0557,-4304.0167,6065.7761,1390.8829,5908.6162,-4946.4680,-2917.4577,-2680.6318,4806.7562,2519.5471,-4001.4240,3181.8313,-5675.5731,6701.7356,5375.7209,-1504.1263,-6619.2892,6530.3983,-4783.4302,5182.9128,3731.8140,-5470.7178,-226.4589,-214.1107,-5838.9212,-3331.8524,-3605.2827,-4121.9087,3862.4780,-4657.2016,5177.7734,-1165.7316,5508.2429,2913.6169,-3215.6040,750.0976,4064.9706,-18.3286,831.8980,-4138.8425,-2454.7007,6097.9702,-2891.4978,6026.5249,285914.6646,281125.4809,284366.9675,282112.6811,289121.8696,286991.0048,280764.3915,283017.2289,-235342328.5193,-235330996.9626,-235327489.0467,-235331444.1381,282119.3562,-235334452.8599,4045.3514,4254.7725,-5793.8567,-6044.1364,-2133.8016,4282.2532,3891.5372,5422.1839,202.4254,-6550.0624,-2088.8858,-1489.6714,-3838.8647,3830.0425,-3603.7822,-3855.7627,-3021.2414,2767.5980,993.1311,-4034.2619,281.8977,-741.8146,-2959.1941,455.5910,-2389.0868,518.9332,595.0773,4696.3974,700.7915,-5000.1788,430.1174,2274.9282,0.0000,93.3821,-4518.0273,-4279.5244,-5927.7408,5446.2266,-4049.7247,6080.2252,-1882.9210,5515.4557,-5949.9457,4538.3236,307.0136,-3640.9544,0.0000,5916.8792,-5514.4314,729.2168,-4738.1548,4555.3533,-4406.9519,664.3953,-6560.2624,0.0000,-2096.3343,2943.3833,-915.1304,6411.7055,-161.5762,26.2542,5086.6091,6332.8739,3608.3793,3895.2598,5263.1093,-3353.6289,3824.3578,1519.1202,3253.9459,-5185.8208,326.8407,1589.9314,1726.3679,2072.3484,-3443.6905,1819.8603,-6707.1340,-6599.2853,-2393.8585,5750.1478,-5800.7505,-2604.0326,4781.5998,4524.5559,-866.3539,4145.8511,1906.9072,6283.4626,3128.9332,4129.0181,-2349.4348,-5174.8794,-5282.5152,-2948.2776,4811.4462,2359.3564,5802.1568,3036.7128,218257.9474,239320.4904,213726.0854,214395.3884,219866.1943,218402.5995,222238.5926,218734.8548,-55018546.2217,-55003161.8569,-54980433.4815,-55006729.9696,219400.3047,-55000122.2431,247.1266,1800.3571,-3594.8970,3129.2428,-5177.1779,5145.5283,-2505.2023,-4290.4047,-128.3022,1304.9678,-3514.9449,-5405.3386,1271.2224,5039.3031,4703.8649,5451.1571,761.7300,-179.6388,-3722.3386,-5499.9756,-4540.1096,5528.1263,1141.5596,-3529.3626,-5498.0044,4459.5217,4032.6168,4675.0016,-2639.8799,-174.9772,-4239.0196,2743.8375,0.0000,-292.5131,3974.7909,-1220.6440,-1785.1226,4029.3754,-4657.5761,-1052.0807,-5500.0821,-4170.5377,1063.7086,2786.9555,-117.0195,5276.6803,0.0000,-1563.5487,-1913.6708,5422.9592,-2567.5399,-4453.0027,3402.3940,-2630.4411,-261.1704,0.0000,3158.7796,4565.7989,-3253.6038,2164.3146,3622.0966,-4822.4062,-3467.9863,-668.6334,3265.1754,5104.3901,2060.0843,-5077.8625,-1241.4967,-160.1720,2855.0404,-4347.8333,1871.7621,1590.7597,4716.3935,3982.8117,-4730.4830,3820.7550,1489.4230,-2165.9438,-2763.9902,1885.9756,708.9068,4947.7970,-3177.4201,2408.0802,-4372.3853,5411.9656,-3655.2478,352.2561,-5259.2469,5471.7681,-4989.3399,4497.1035,4320.2274,4718.3352,4150.5953,-1872.2881,2166.0062,165.9451,-189499.1392,-188516.6048,-188082.2102,-186312.2276,-182622.4103,-191302.9273,-197562.9300,-190168.7400,97525266.8188,97495732.3163,97507048.7405,97528252.6998,-188775.4322,97521277.8874,
7200.000,3376.9009,3444.3234,3991.7596,537.6531,-611.7002,-1802.8208,5116.3632,-2546.5647,-5247.0507,2987.5483,6741.8766,-1284.9952,-3840.7552,-1613.3687,6194.5785,1963.0227,-2897.1951,-5523.7207,5794.1618,5041.6972,6227.6487,-3318.1740,5606.0347,-4060.4971,-1639.7546,3275.1766,2416.1392,-5459.2190,-4558.9234,-3462.4823,-6659.5161,-4206.9625,0.0000,-5080.4021,-284.1043,4468.1861,4252.7182,-1285.2916,-359.0344,0.4374,5396.7562,-3977.6331,4245.9695,-5620.3321,-4683.3572,5918.3200,0.0000,-4587.5039,-343.2836,2457.3139,6060.4121,-5864.2264,4154.8710,3875.5629,1221.9276,0.0000,-5207.5950,1156.9966,-1973.1258,-3013.9418,-6326.3690,6205.0946,-1677.5502,280.2588,-4070.4844,-5762.0583,540.9235,1305.2111,4822.9696,-5384.2940,-4276.2388,4721.7384,6094.7144,-4712.5234,6931.9182,-3599.4746,-916.1427,5701.8450,2283.1863,962.1298,4164.9516,-117.4838,4837.3278,2039.5617,-5491.7962,1103.8670,-5805.6746,-2070.7213,-3657.7162,-4410.3742,1700.7238,-4776.3183,-3520.8180,3663.2977,2502.3018,5959.2225,716.9491,-4282.2076,427.9501,-5188.6352,216646.8747,212911.9636,219116.8506,217156.0521,225277.3507,221348.8428,217855.3919,217152.2663,-213032640.1233,-213021343.9186,-213026011.3641,-213018673.4165,218334.4410,-213025833.1747,-5132.6237,-5697.4555,5662.6924,6773.1134,4704.5199,-6324.5738,-3982.7421,-6256.9394,1592.3669,5256.0720,303.7475,5392.2919,5244.6054,-4356.9825,880.1909,5789.4938,4616.1386,-607.5222,-3776.9118,3236.2008,-2855.5310,4761.4929,-29.1639,3044.7475,5861.4978,-4545.4872,-3406.0117,-3163.6702,2393.3044,4026.7904,1755.6946,1038.0804,0.0000,2560.1982,1421.8977,528.8417,4732.9697,-6730.3427,6394.9424,-4859.7092,-2038.5874,-3463.6199,4389.7535,-2954.5259,2868.3176,2622.8156,0.0000,-2550.8405,4576.6051,-4641.1204,2688.3775,-3117.0136,469.4788,-3358.7057,5530.3094,0.0000,4546.4416,-5501.6751,-965.3751,-3417.1622,2824.3165,-2741.6333,-4758.1852,-5272.2638,623.6976,-3275.3497,-5247.1623,4631.8119,-3445.0419,640.7590,345.5593,2594.4277,-1918.1538,958.2283,307.4007,2101.9046,6070.7020,-3918.5512,4186.1204,3582.3459,-1026.6598,-5292.2703,2839.8439,-1313.8583,-4051.1372,-5065.7870,3587.5623,-5913.7638,1919.4358,-4344.6235,-6280.1033,-2574.5139,5686.7459,2347.7413,6227.8257,-505.2039,-6778.4345,1017.8368,-6580.2992,-227.0708,284738.3467,302378.0288,277215.3044,280053.2233,283802.4013,282559.7280,285511.8447,283457.4286,-114091875.3555,-114080018.6840,-114055868.9721,-114073843.2289,283064.8544,-114073851.7884,3202.2069,1894.0947,292.9153,1197.9740,5043.6783,-1821.7300,-2499.7301,1550.3637,4161.3103,3213.5648,-1046.6045,3962.4841,2383.9615,-5128.5324,-2993.7346,-3152.1534,-4086.7562,4114.9140,494.7898,3397.4644,709.3133,-3763.6895,-4090.1005,4705.0814,3264.7314,-3960.7436,-5511.8541,-2808.9022,4644.1959,-4487.3606,220.4112,-5381.3643,0.0000,3777.5674,-6794.1591,5010.3762,-2664.2309,-1042.6638,2644.1289,4800.2203,3739.8023,4469.6000,3220.7055,2226.8788,-3822.6185,-2426.7873,0.0000,4376.4308,5113.3340,-4515.5047,-1517.4771,1899.4417,-5517.6372,4644.2859,3786.9432,0.0000,343.9487,-4072.8390,6573.1798,-5203.2906,-377.3728,1273.0563,4563.3610,4445.5953,-5471.5506,-1945.3184,-4496.6495,4882.3803,-3640.3920,4214.1210,-5418.6053,4345.9036,2566.9685,-4967.1236,198.6014,-5457.5618,3215.5683,226.4415,-4959.4763,5868.1963,5376.4974,-4447.6638,-3968.2352,-6516.8601,-1132.0501,-4602.4249,189.2750,-2957.2689,5487.6929,3116.5007,2312.4526,-4277.2614,1452.9776,-5312.0540,-1511.7693,-3531.5292,166.7202,5173.3080,1800.1940,4306.0240,-188598.5671,-188502.6655,-186862.5434,-189031.0781,-181741.7015,-187410.5630,-198004.3180,-187267.5769,97497049.3105,97467947.4232,97473566.4509,97499938.3419,-188565.3874,97490252.4692,
