sl_100_5400_20261223 Coordinates.csv
2026/12/23 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:44 2024,
Start: 2026/12/23 07:47:00.00, Stop: 2026/12/23 09:17:00.00,
TIME_UNITS,STARLINK-1566 - X-Coordinate,STARLINK-6040 - X-Coordinate,STARLINK-30893 - X-Coordinate,STARLINK-31296 - X-Coordinate,STARLINK-1877 - X-Coordinate,STARLINK-6323 - X-Coordinate,STARLINK-30868 - X-Coordinate,STARLINK-4403 - X-Coordinate,STARLINK-2437 - X-Coordinate,STARLINK-31413 - X-Coordinate,STARLINK-2315 - X-Coordinate,STARLINK-6265 - X-Coordinate,STARLINK-5720 - X-Coordinate,STARLINK-31260 - X-Coordinate,STARLINK-31354 - X-Coordinate,STARLINK-5951 - X-Coordinate,STARLINK-3766 - X-Coordinate,STARLINK-1559 - X-Coordinate,STARLINK-32166 - X-Coordinate,STARLINK-5367 - X-Coordinate,STARLINK-5376 - X-Coordinate,STARLINK-3951 - X-Coordinate,STARLINK-6331 - X-Coordinate,STARLINK-30555 - X-Coordinate,STARLINK-32031 - X-Coordinate,STARLINK-3863 - X-Coordinate,STARLINK-2749 - X-Coordinate,STARLINK-4791 - X-Coordinate,STARLINK-30126 - X-Coordinate,STARLINK-4141 - X-Coordinate,STARLINK-6224 - X-Coordinate,STARLINK-31825 - X-Coordinate,STARLINK-30336 - X-Coordinate,STARLINK-3264 - X-Coordinate,STARLINK-5327 - X-Coordinate,STARLINK-30478 - X-Coordinate,STARLINK-6340 - X-Coordinate,STARLINK-4346 - X-Coordinate,STARLINK-11092 [DTC] - X-Coordinate,STARLINK-3936 - X-Coordinate,STARLINK-6101 - X-Coordinate,STARLINK-4202 - X-Coordinate,STARLINK-4167 - X-Coordinate,STARLINK-4734 - X-Coordinate,STARLINK-5925 - X-Coordinate,STARLINK-1355 - X-Coordinate,STARLINK-6064 - X-Coordinate,STARLINK-30592 - X-Coordinate,STARLINK-4809 - X-Coordinate,STARLINK-30493 - X-Coordinate,STARLINK-1028 - X-Coordinate,STARLINK-5959 - X-Coordinate,STARLINK-3055 - X-Coordinate,STARLINK-30264 - X-Coordinate,STARLINK-5036 - X-Coordinate,STARLINK-6376 - X-Coordinate,STARLINK-3231 - X-Coordinate,STARLINK-5087 - X-Coordinate,STARLINK-1960 - X-Coordinate,STARLINK-6156 - X-Coordinate,STARLINK-11273 [DTC] - X-Coordinate,STARLINK-3503 - X-Coordinate,STARLINK-4510 - X-Coordinate,STARLINK-5431 - X-Coordinate,STARLINK-3648 - X-Coordinate,STARLINK-30360 - X-Coordinate,STARLINK-31678 - X-Coordinate,STARLINK-1887 - X-Coordinate,STARLINK-3299 - X-Coordinate,STARLINK-3811 - X-Coordinate,STARLINK-5998 - X-Coordinate,STARLINK-5070 - X-Coordinate,STARLINK-6048 - X-Coordinate,STARLINK-1657 - X-Coordinate,STARLINK-5220 - X-Coordinate,STARLINK-3825 - X-Coordinate,STARLINK-6155 - X-Coordinate,STARLINK-1366 - X-Coordinate,STARLINK-31733 - X-Coordinate,STARLINK-6241 - X-Coordinate,STARLINK-6131 - X-Coordinate,STARLINK-1864 - X-Coordinate,STARLINK-30850 - X-Coordinate,STARLINK-5388 - X-Coordinate,STARLINK-5676 - X-Coordinate,STARLINK-3878 - X-Coordinate,STARLINK-1446 - X-Coordinate,STARLINK-5275 - X-Coordinate,STARLINK-1269 - X-Coordinate,STARLINK-31355 - X-Coordinate,STARLINK-1035 - X-Coordinate,STARLINK-1923 - X-Coordinate,STARLINK-1700 - X-Coordinate,STARLINK-3547 - X-Coordinate,STARLINK-30713 - X-Coordinate,STARLINK-30110 - X-Coordinate,STARLINK-1076 - X-Coordinate,STARLINK-6159 - X-Coordinate,STARLINK-32028 - X-Coordinate,STARLINK-31376 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1566 - Y-Coordinate,STARLINK-6040 - Y-Coordinate,STARLINK-30893 - Y-Coordinate,STARLINK-31296 - Y-Coordinate,STARLINK-1877 - Y-Coordinate,STARLINK-6323 - Y-Coordinate,STARLINK-30868 - Y-Coordinate,STARLINK-4403 - Y-Coordinate,STARLINK-2437 - Y-Coordinate,STARLINK-31413 - Y-Coordinate,STARLINK-2315 - Y-Coordinate,STARLINK-6265 - Y-Coordinate,STARLINK-5720 - Y-Coordinate,STARLINK-31260 - Y-Coordinate,STARLINK-31354 - Y-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-3766 - Y-Coordinate,STARLINK-1559 - Y-Coordinate,STARLINK-32166 - Y-Coordinate,STARLINK-5367 - Y-Coordinate,STARLINK-5376 - Y-Coordinate,STARLINK-3951 - Y-Coordinate,STARLINK-6331 - Y-Coordinate,STARLINK-30555 - Y-Coordinate,STARLINK-32031 - Y-Coordinate,STARLINK-3863 - Y-Coordinate,STARLINK-2749 - Y-Coordinate,STARLINK-4791 - Y-Coordinate,STARLINK-30126 - Y-Coordinate,STARLINK-4141 - Y-Coordinate,STARLINK-6224 - Y-Coordinate,STARLINK-31825 - Y-Coordinate,STARLINK-30336 - Y-Coordinate,STARLINK-3264 - Y-Coordinate,STARLINK-5327 - Y-Coordinate,STARLINK-30478 - Y-Coordinate,STARLINK-6340 - Y-Coordinate,STARLINK-4346 - Y-Coordinate,STARLINK-11092 [DTC] - Y-Coordinate,STARLINK-3936 - Y-Coordinate,STARLINK-6101 - Y-Coordinate,STARLINK-4202 - Y-Coordinate,STARLINK-4167 - Y-Coordinate,STARLINK-4734 - Y-Coordinate,STARLINK-5925 - Y-Coordinate,STARLINK-1355 - Y-Coordinate,STARLINK-6064 - Y-Coordinate,STARLINK-30592 - Y-Coordinate,STARLINK-4809 - Y-Coordinate,STARLINK-30493 - Y-Coordinate,STARLINK-1028 - Y-Coordinate,STARLINK-5959 - Y-Coordinate,STARLINK-3055 - Y-Coordinate,STARLINK-30264 - Y-Coordinate,STARLINK-5036 - Y-Coordinate,STARLINK-6376 - Y-Coordinate,STARLINK-3231 - Y-Coordinate,STARLINK-5087 - Y-Coordinate,STARLINK-1960 - Y-Coordinate,STARLINK-6156 - Y-Coordinate,STARLINK-11273 [DTC] - Y-Coordinate,STARLINK-3503 - Y-Coordinate,STARLINK-4510 - Y-Coordinate,STARLINK-5431 - Y-Coordinate,STARLINK-3648 - Y-Coordinate,STARLINK-30360 - Y-Coordinate,STARLINK-31678 - Y-Coordinate,STARLINK-1887 - Y-Coordinate,STARLINK-3299 - Y-Coordinate,STARLINK-3811 - Y-Coordinate,STARLINK-5998 - Y-Coordinate,STARLINK-5070 - Y-Coordinate,STARLINK-6048 - Y-Coordinate,STARLINK-1657 - Y-Coordinate,STARLINK-5220 - Y-Coordinate,STARLINK-3825 - Y-Coordinate,STARLINK-6155 - Y-Coordinate,STARLINK-1366 - Y-Coordinate,STARLINK-31733 - Y-Coordinate,STARLINK-6241 - Y-Coordinate,STARLINK-6131 - Y-Coordinate,STARLINK-1864 - Y-Coordinate,STARLINK-30850 - Y-Coordinate,STARLINK-5388 - Y-Coordinate,STARLINK-5676 - Y-Coordinate,STARLINK-3878 - Y-Coordinate,STARLINK-1446 - Y-Coordinate,STARLINK-5275 - Y-Coordinate,STARLINK-1269 - Y-Coordinate,STARLINK-31355 - Y-Coordinate,STARLINK-1035 - Y-Coordinate,STARLINK-1923 - Y-Coordinate,STARLINK-1700 - Y-Coordinate,STARLINK-3547 - Y-Coordinate,STARLINK-30713 - Y-Coordinate,STARLINK-30110 - Y-Coordinate,STARLINK-1076 - Y-Coordinate,STARLINK-6159 - Y-Coordinate,STARLINK-32028 - Y-Coordinate,STARLINK-31376 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1566 - Z-Coordinate,STARLINK-6040 - Z-Coordinate,STARLINK-30893 - Z-Coordinate,STARLINK-31296 - Z-Coordinate,STARLINK-1877 - Z-Coordinate,STARLINK-6323 - Z-Coordinate,STARLINK-30868 - Z-Coordinate,STARLINK-4403 - Z-Coordinate,STARLINK-2437 - Z-Coordinate,STARLINK-31413 - Z-Coordinate,STARLINK-2315 - Z-Coordinate,STARLINK-6265 - Z-Coordinate,STARLINK-5720 - Z-Coordinate,STARLINK-31260 - Z-Coordinate,STARLINK-31354 - Z-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-3766 - Z-Coordinate,STARLINK-1559 - Z-Coordinate,STARLINK-32166 - Z-Coordinate,STARLINK-5367 - Z-Coordinate,STARLINK-5376 - Z-Coordinate,STARLINK-3951 - Z-Coordinate,STARLINK-6331 - Z-Coordinate,STARLINK-30555 - Z-Coordinate,STARLINK-32031 - Z-Coordinate,STARLINK-3863 - Z-Coordinate,STARLINK-2749 - Z-Coordinate,STARLINK-4791 - Z-Coordinate,STARLINK-30126 - Z-Coordinate,STARLINK-4141 - Z-Coordinate,STARLINK-6224 - Z-Coordinate,STARLINK-31825 - Z-Coordinate,STARLINK-30336 - Z-Coordinate,STARLINK-3264 - Z-Coordinate,STARLINK-5327 - Z-Coordinate,STARLINK-30478 - Z-Coordinate,STARLINK-6340 - Z-Coordinate,STARLINK-4346 - Z-Coordinate,STARLINK-11092 [DTC] - Z-Coordinate,STARLINK-3936 - Z-Coordinate,STARLINK-6101 - Z-Coordinate,STARLINK-4202 - Z-Coordinate,STARLINK-4167 - Z-Coordinate,STARLINK-4734 - Z-Coordinate,STARLINK-5925 - Z-Coordinate,STARLINK-1355 - Z-Coordinate,STARLINK-6064 - Z-Coordinate,STARLINK-30592 - Z-Coordinate,STARLINK-4809 - Z-Coordinate,STARLINK-30493 - Z-Coordinate,STARLINK-1028 - Z-Coordinate,STARLINK-5959 - Z-Coordinate,STARLINK-3055 - Z-Coordinate,STARLINK-30264 - Z-Coordinate,STARLINK-5036 - Z-Coordinate,STARLINK-6376 - Z-Coordinate,STARLINK-3231 - Z-Coordinate,STARLINK-5087 - Z-Coordinate,STARLINK-1960 - Z-Coordinate,STARLINK-6156 - Z-Coordinate,STARLINK-11273 [DTC] - Z-Coordinate,STARLINK-3503 - Z-Coordinate,STARLINK-4510 - Z-Coordinate,STARLINK-5431 - Z-Coordinate,STARLINK-3648 - Z-Coordinate,STARLINK-30360 - Z-Coordinate,STARLINK-31678 - Z-Coordinate,STARLINK-1887 - Z-Coordinate,STARLINK-3299 - Z-Coordinate,STARLINK-3811 - Z-Coordinate,STARLINK-5998 - Z-Coordinate,STARLINK-5070 - Z-Coordinate,STARLINK-6048 - Z-Coordinate,STARLINK-1657 - Z-Coordinate,STARLINK-5220 - Z-Coordinate,STARLINK-3825 - Z-Coordinate,STARLINK-6155 - Z-Coordinate,STARLINK-1366 - Z-Coordinate,STARLINK-31733 - Z-Coordinate,STARLINK-6241 - Z-Coordinate,STARLINK-6131 - Z-Coordinate,STARLINK-1864 - Z-Coordinate,STARLINK-30850 - Z-Coordinate,STARLINK-5388 - Z-Coordinate,STARLINK-5676 - Z-Coordinate,STARLINK-3878 - Z-Coordinate,STARLINK-1446 - Z-Coordinate,STARLINK-5275 - Z-Coordinate,STARLINK-1269 - Z-Coordinate,STARLINK-31355 - Z-Coordinate,STARLINK-1035 - Z-Coordinate,STARLINK-1923 - Z-Coordinate,STARLINK-1700 - Z-Coordinate,STARLINK-3547 - Z-Coordinate,STARLINK-30713 - Z-Coordinate,STARLINK-30110 - Z-Coordinate,STARLINK-1076 - Z-Coordinate,STARLINK-6159 - Z-Coordinate,STARLINK-32028 - Z-Coordinate,STARLINK-31376 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,6729.2640,4233.0798,-5787.3927,-6335.3889,-5860.2305,1307.8431,-651.6464,5774.6262,-2619.3728,-6625.3338,-2738.6780,-3372.0775,-6213.8709,-6350.6613,6544.7673,-3887.0513,2703.0297,1049.3002,3471.6461,-1067.9162,-4726.0364,-3206.3192,-1723.8153,4551.3672,-1087.3400,-3070.6802,-2346.5900,48.3325,757.7538,3041.8097,4319.5644,-3067.9953,601.3393,1525.0870,-4136.1371,-3402.6600,4612.2725,5322.7392,2857.6722,-1133.4505,1149.3950,5187.2483,2969.3299,6052.9390,-3341.4462,-6828.7926,3019.5550,5276.8411,4918.6644,-5363.6423,3057.7137,-254.6359,-3791.1645,-3353.1427,-4953.7721,4906.9179,-608.9592,-4055.1844,-4568.7415,-6776.7299,-5339.7158,-2732.2570,-4501.9300,8.0471,4307.1520,1879.7846,5654.1747,-1392.4940,2979.9281,-3920.4197,-795.3164,-5871.2012,1977.7754,3383.6627,6119.1545,6657.4009,2613.0964,-6194.2916,2741.3166,-5494.6363,-5124.6282,-5557.1937,5400.1193,1307.7139,-6232.7903,-4187.0823,3883.7657,5336.7619,-4332.4945,1062.8058,-5316.6738,0.0000,-2389.6754,3069.9179,1104.7278,6229.8653,-6421.9509,-5771.1634,5281.5294,-2158.7697,202716.6180,189331.0481,203899.8693,204443.9419,198154.9556,199843.2593,195288.6199,199435.5093,-97888291.4034,-97897313.9905,-97873939.4461,-97885403.5116,198696.3916,-97876696.8425,-423.5144,5486.5325,-2413.4699,-1895.2453,3525.6209,4896.4811,-4680.5149,-2624.9382,5841.6900,-930.6114,-4778.5189,-3888.9739,-2017.3413,-1641.0284,-613.4176,-4310.3539,3535.4705,4034.1675,2922.9127,5098.3380,2609.7641,-2671.0830,-6380.7573,5150.1849,3967.5717,-4918.6348,6035.9190,-4391.1688,6802.5249,5612.1712,-4387.0376,-6071.7773,-5473.3867,-3948.1166,1221.1553,-5658.8526,-4527.2793,3570.3907,-2855.9940,6716.6141,-5119.8245,-503.6849,3544.6559,-2684.9969,4952.3193,392.5795,2310.8636,-2616.9757,-4109.5164,1710.1927,-4620.1038,-5726.3398,5340.6433,-5194.6273,2234.4659,1346.5831,6865.4930,-5427.4150,-19.0810,728.7799,1703.1294,-6255.5187,-1275.6066,-4499.1427,4992.4031,-5774.3921,-258.6817,5746.5131,-4231.9286,1410.7511,-6176.0273,-3716.7571,6637.3700,-2564.5763,1722.9642,492.6959,-5280.0245,-2721.9743,-6004.4128,4025.9121,-12.2939,-1834.2384,657.1817,-5068.7865,1270.9680,-5101.5481,2940.2772,-3588.1907,1798.5604,-4148.4468,-4214.0244,0.0000,4673.8563,-3244.7056,6403.2970,673.9763,2334.0995,-902.6659,3460.5188,5130.8870,-243198.6616,-251505.8899,-243832.7162,-246146.7950,-240232.1702,-242179.5574,-249160.5202,-245666.7361,-106323968.8946,-106337040.7107,-106333292.1876,-106336570.7159,-247086.8168,-106338899.3237,-1370.6190,-584.1770,2814.9631,1679.4283,940.0899,-4670.8184,4933.9586,2807.5207,-2642.0939,-1392.1190,4169.2866,4630.2403,-2314.8688,1892.6180,-1945.7748,-3800.4042,5248.4545,5482.8772,-5120.2009,4513.4796,-4334.7772,-5516.2495,2083.0947,-738.7401,-5450.2143,-3752.6630,-2443.5679,5290.3467,1064.9548,2646.8926,3185.0213,-695.3907,4206.3105,5463.4664,-5460.3423,-2089.8637,-2503.9947,-2648.5740,5386.3945,1096.6448,4469.5561,-4550.3031,5133.1972,1924.6363,-3561.8553,-1004.5039,5808.0122,3490.9584,2510.1397,-3904.4120,4082.3059,-3935.9915,-2358.3678,2929.8462,4257.5956,-4708.6595,550.6877,1479.0570,5172.1198,1164.8140,3627.7883,-1108.0423,-5067.5863,-5249.7168,2054.9100,3338.0655,-3804.1617,-3600.8128,4569.4104,-5511.1026,-3096.2113,89.0429,588.1302,-5449.6698,-2700.5461,-1786.8798,3635.3621,1067.4403,1697.7392,-1315.9830,4648.6001,-3297.0882,-4292.3984,4528.3710,2750.1219,-1994.6206,-4754.7517,2612.8533,5064.7914,5296.8830,-1359.2092,0.0000,-4510.0889,-5281.4732,-2158.9973,-2915.1850,-661.9797,3726.1904,-2723.6475,-3938.3109,165042.1530,167273.9198,165379.9328,169931.3371,170758.0602,160435.9762,158040.3502,164749.0867,28482524.2571,28513884.7965,28507580.7444,28486704.8975,165632.3745,28490272.0966,
300.000,5961.9418,4613.4146,-6651.7904,-6784.8132,-5152.8274,3335.8621,-2361.5792,4823.5825,-1564.2450,-6205.4971,-4399.1655,-4633.5476,-6853.6721,-6812.9776,6588.7325,-4680.4673,4539.8521,3122.0806,4021.4090,913.6021,-3124.1236,-4276.0213,-3059.3935,5350.5378,989.1225,-4609.2815,-1249.2483,-1985.6179,2244.7324,3751.9746,2477.0494,-4070.9054,-1287.9662,-639.3405,-2213.7312,-4805.1860,3623.0000,4089.3575,1164.9551,176.7904,-800.4012,3896.5686,4763.2498,4787.3459,-3145.8168,-6675.4345,2543.2172,5118.3772,3343.6292,-5476.5323,2115.6907,-1073.1456,-3469.3309,-4906.1041,-4891.8260,5134.0967,633.2598,-5271.6733,-3670.9560,-6537.8803,-5426.5981,-3817.5715,-5548.9035,-1940.6594,5384.6989,-58.9116,5887.1367,295.2403,1996.4088,-3225.5945,-1569.0178,-5878.6579,2521.2170,2266.2268,5542.3981,5968.8206,1156.8792,-6116.7890,1018.8681,-4099.5338,-4667.1137,-4957.4220,4896.5422,-639.2096,-5078.0496,-5266.5245,4109.5738,4020.6415,-2701.9774,-839.5582,-5551.3234,0.0000,-1219.9750,1945.5562,2233.0293,5559.9329,-5519.0165,-6374.4531,5195.5592,-67.1506,207387.0401,194321.4804,209060.2558,209494.1001,203235.0546,204904.1647,200451.1971,204472.9482,-95537301.2761,-95546718.8943,-95523428.8467,-95534216.0575,203794.4258,-95525729.0361,-1620.2450,4967.7031,-1333.7363,-729.4803,4513.1623,4278.2396,-3401.2170,-1712.5757,6680.7277,691.3551,-4550.7538,-2139.6153,-555.9388,-461.6320,-1879.7491,-2435.7499,2694.8550,3520.1906,833.8304,5649.5057,4004.0230,-781.2267,-5242.7513,4239.0547,4520.5702,-4632.2781,6769.2967,-3620.0630,6537.4194,4125.8686,-4975.0180,-5374.3144,-5963.7303,-4197.4235,1876.1094,-4948.6045,-5808.4267,3268.3076,-4246.5907,6302.7694,-5725.9544,-2074.4250,2742.2778,-3513.1465,5987.0291,1597.0389,248.9932,-4130.3835,-4516.8995,3323.1619,-5986.7584,-6553.7548,6025.7457,-4504.4620,3929.6558,-792.2651,6485.8795,-4507.7812,1938.7062,2224.7041,3293.0595,-5720.3087,362.7684,-4968.0621,4319.3853,-5480.7150,-2123.9745,5014.9820,-5721.0335,3424.4097,-6685.1152,-2988.0935,6296.6707,-4341.7946,170.4637,-819.5955,-6365.3875,-1341.3457,-6016.2458,4898.4022,2096.7068,-100.0210,-1398.0616,-5713.4392,2730.3013,-4441.9618,842.5425,-3556.5673,3179.1724,-4977.0780,-2821.1434,0.0000,5994.7794,-4917.1485,5317.8977,-1094.8818,3300.9281,829.7943,1793.1904,5093.5377,-238939.1366,-247472.5219,-239726.8364,-241986.7773,-236007.7991,-237940.5935,-244922.3484,-241245.2967,-108435306.8973,-108448651.9734,-108444146.9826,-108448485.4299,-242885.5042,-108450148.5164,-3031.6439,1535.6434,1118.7540,-128.8552,-874.3285,-4250.6911,5432.8934,4677.7999,-929.7468,-2778.9822,2773.1166,4678.4931,-861.2081,97.3426,-156.9793,-4504.8741,4416.3107,5031.1522,-5472.8398,3843.0047,-4705.7580,-5380.0625,3340.1642,1076.6470,-5021.3794,-2232.5933,-708.2818,5497.5490,-478.2938,4077.7944,4140.6310,1128.9733,3287.7644,5453.5174,-6324.7108,-609.4432,-1076.4550,-4550.5904,5094.2775,2795.3691,3754.9436,-5327.3829,4189.1090,3501.5697,-1615.1905,808.9246,6452.9874,1911.8902,3971.3314,-2426.0937,2659.9055,-2053.6682,-278.3948,1574.1165,2884.5925,-4590.5117,2304.6303,-47.8682,5512.2137,-377.0861,2076.8288,708.1024,-4079.5636,-4398.3419,279.3064,4238.0448,-2707.5886,-4764.1444,3314.1863,-5059.1458,-1085.3462,2181.8786,-1532.1119,-4871.4934,-4119.3118,-3387.1640,2467.9708,2769.6536,3032.1154,-2709.8736,4657.8184,-4532.1041,-4699.7296,3856.6674,3842.6740,-212.3980,-5360.6572,4395.5771,5499.2164,4575.5552,-3019.2664,0.0000,-3233.6308,-4457.9842,-3692.6833,-3957.3487,-2406.6654,2589.8873,-4134.5865,-4533.2113,165015.4882,167279.0172,165485.4613,169785.1906,170871.3124,160655.0460,157911.0217,165192.2205,28481079.0585,28512574.5953,28506406.1443,28485092.2835,165636.8880,28489028.2833,
600.000,4596.6132,4541.0367,-6840.9646,-6530.6015,-3924.2797,5038.9668,-3872.7410,3318.5046,-364.3210,-5167.4157,-5606.8778,-5482.1579,-6828.4609,-6569.8278,5958.4049,-5065.5329,5926.2059,4886.4912,4221.2533,2783.8468,-1242.9104,-4973.1470,-4130.2579,5624.4462,2940.6829,-5674.2400,-35.6611,-3844.4380,3518.0273,4133.9516,387.4114,-4665.0252,-3031.0011,-2732.2783,-85.9552,-5736.2356,2291.5295,2444.9471,-610.6316,1499.6926,-2648.9556,2255.7408,6086.8729,3034.0376,-2650.4168,-5854.8072,1890.1186,4452.2948,1414.4771,-5048.7393,990.6330,-1756.6291,-2799.1193,-5956.6571,-4369.2586,4908.3577,1838.2251,-5978.0032,-2461.0067,-5659.3376,-4929.7562,-4529.3797,-6067.7613,-3671.0141,5922.2682,-2015.0954,5539.2875,1993.6563,851.1544,-2266.1291,-2169.6754,-5303.7834,2827.9605,974.6754,4440.1212,4696.8785,-388.6733,-5428.7943,-830.0871,-2298.1337,-3799.6917,-3857.5019,3960.2795,-2501.2653,-3442.0796,-5814.5558,3969.4483,2270.7332,-836.1345,-2622.2332,-5260.5612,0.0000,35.0615,676.2055,3174.7788,4370.1355,-4047.8557,-6373.1098,4622.4505,2044.0142,211958.2729,199229.5408,214128.5937,214453.0861,208225.5477,209873.9482,205524.0044,209366.3848,-93140781.9704,-93150589.4613,-93127409.7080,-93137439.9048,208803.7023,-93129235.6005,-2687.7071,3931.5057,-131.6450,513.3576,5057.2977,3279.6180,-1815.8405,-672.4071,6855.7948,2268.5858,-3897.4295,-208.5971,951.1997,764.3588,-2951.9123,-329.0636,1632.6660,2709.8269,-1330.7131,5674.9462,5048.1564,1153.2959,-3599.4579,2896.1945,4660.3450,-3904.6445,6829.1364,-2541.0373,5635.9824,2220.9456,-5120.5034,-4115.6356,-5899.4754,-4091.0901,2423.3866,-3761.1424,-6521.7184,2557.0586,-5222.1936,5266.3710,-5796.9991,-3488.1635,1714.3134,-4027.9003,6405.7636,2651.3336,-1863.8456,-5206.4796,-4510.7488,4576.8192,-6748.8967,-6722.7483,6098.6296,-3373.3904,5215.2154,-2847.0066,5464.1934,-3151.3754,3734.3845,3506.7445,4500.5885,-4610.8541,1927.7200,-4985.9144,3217.3819,-4689.5461,-3754.5903,3823.5329,-6642.0914,5107.3778,-6519.0688,-1931.1639,5310.8690,-5706.3316,-1437.1127,-2086.9775,-6837.3791,203.9481,-5433.1095,5321.5491,4010.9954,1683.0579,-3336.3269,-5832.2697,3960.3347,-3337.2451,-1347.5880,-3215.5339,4295.1379,-5330.2011,-1125.6304,0.0000,6728.2877,-6116.5661,3692.1034,-2787.1849,3958.6333,2460.7909,-83.5116,4580.5154,-234602.8425,-243339.1677,-235517.7286,-237724.5063,-231680.5368,-233601.9479,-240575.8903,-236839.2741,-110494681.8668,-110508317.2353,-110503061.3359,-110508434.2196,-238579.1168,-110509436.1221,-4361.1748,3492.2912,-700.2766,-1922.7113,-2594.0212,-3368.3251,5326.1986,6048.7970,882.5202,-3855.5451,1077.3067,4225.0889,684.7913,-1708.8711,1649.1845,-4729.1204,3102.1524,4032.0473,-5218.4290,2754.7048,-4572.1709,-4665.8227,4239.2973,2775.5986,-4031.8233,-470.7570,1103.2566,5103.6454,-1970.2357,5068.3213,4653.2758,2827.2215,2017.2164,4856.4016,-6522.6275,936.4680,466.5033,-5967.3135,4209.3107,4190.3421,2632.1238,-5532.5150,2793.0788,4697.6800,502.8493,2534.8809,6412.9247,120.5878,4998.5472,-678.6734,946.8278,46.7127,1831.0209,43.1996,1199.3578,-3981.9457,3809.6803,-1569.6921,5256.1290,-1878.3263,277.3893,2447.7468,-2648.7348,-3073.1096,-1526.5552,4684.2871,-1306.6640,-5416.6679,1700.4419,-4061.4539,1040.7479,4042.4537,-3489.8043,-3767.5710,-5093.0699,-4621.9006,1035.4636,4164.3557,4024.9308,-3814.4941,4166.6169,-5236.0537,-4604.4023,2770.8996,4523.6978,1592.9411,-5362.7564,5709.7431,5339.4150,3339.4622,-4354.6026,0.0000,-1609.3537,-3154.9002,-4816.9466,-4572.6595,-3886.3102,1176.1030,-5093.0819,-4619.4498,164990.4672,167283.3843,165591.1476,169633.8133,170980.8788,160880.1100,157786.8101,165667.0500,28479637.6018,28511261.6594,28505221.1629,28483497.5032,165641.2710,28487784.6175,
