sl_20_5400_20261025 Coordinates.csv
2026/10/25 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:24 2024,
Start: 2026/10/25 07:47:00.00, Stop: 2026/10/25 09:17:00.00,
TIME_UNITS,STARLINK-5650 - X-Coordinate,STARLINK-6171 - X-Coordinate,STARLINK-31503 - X-Coordinate,STARLINK-1063 - X-Coordinate,STARLINK-31821 - X-Coordinate,STARLINK-3260 - X-Coordinate,STARLINK-11249 [DTC] - X-Coordinate,STARLINK-4417 - X-Coordinate,STARLINK-5914 - X-Coordinate,STARLINK-1374 - X-Coordinate,STARLINK-31375 - X-Coordinate,STARLINK-5396 - X-Coordinate,STARLINK-2517 - X-Coordinate,STARLINK-2417 - X-Coordinate,STARLINK-3809 - X-Coordinate,STARLINK-11271 [DTC] - X-Coordinate,STARLINK-5749 - X-Coordinate,STARLINK-31754 - X-Coordinate,STARLINK-2286 - X-Coordinate,STARLINK-5384 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5650 - Y-Coordinate,STARLINK-6171 - Y-Coordinate,STARLINK-31503 - Y-Coordinate,STARLINK-1063 - Y-Coordinate,STARLINK-31821 - Y-Coordinate,STARLINK-3260 - Y-Coordinate,STARLINK-11249 [DTC] - Y-Coordinate,STARLINK-4417 - Y-Coordinate,STARLINK-5914 - Y-Coordinate,STARLINK-1374 - Y-Coordinate,STARLINK-31375 - Y-Coordinate,STARLINK-5396 - Y-Coordinate,STARLINK-2517 - Y-Coordinate,STARLINK-2417 - Y-Coordinate,STARLINK-3809 - Y-Coordinate,STARLINK-11271 [DTC] - Y-Coordinate,STARLINK-5749 - Y-Coordinate,STARLINK-31754 - Y-Coordinate,STARLINK-2286 - Y-Coordinate,STARLINK-5384 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5650 - Z-Coordinate,STARLINK-6171 - Z-Coordinate,STARLINK-31503 - Z-Coordinate,STARLINK-1063 - Z-Coordinate,STARLINK-31821 - Z-Coordinate,STARLINK-3260 - Z-Coordinate,STARLINK-11249 [DTC] - Z-Coordinate,STARLINK-4417 - Z-Coordinate,STARLINK-5914 - Z-Coordinate,STARLINK-1374 - Z-Coordinate,STARLINK-31375 - Z-Coordinate,STARLINK-5396 - Z-Coordinate,STARLINK-2517 - Z-Coordinate,STARLINK-2417 - Z-Coordinate,STARLINK-3809 - Z-Coordinate,STARLINK-11271 [DTC] - Z-Coordinate,STARLINK-5749 - Z-Coordinate,STARLINK-31754 - Z-Coordinate,STARLINK-2286 - Z-Coordinate,STARLINK-5384 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-6733.6329,-4586.2375,-6671.8525,3996.4964,4309.2960,4141.5081,4099.7143,3400.5499,-1122.1675,-6815.5495,0.0000,1557.5335,-1396.9801,3441.9888,1332.8510,4812.3147,-6402.0225,5438.7510,6258.7699,-6443.8353,292524.5595,295034.1018,298971.2553,296957.8322,299263.6433,298452.7785,290812.5648,292189.3288,-194026406.1950,-194043346.6926,-194026981.0952,-194013960.8161,293773.1145,-194021032.3556,-1169.6540,-4249.1895,1144.0870,3993.9535,-4190.7234,-131.1963,-253.6975,-196.6225,6826.3267,-1185.0026,0.0000,-5634.8992,-5811.9045,2634.5350,-6696.4119,-201.3983,-2.6882,-2307.2621,2088.1798,-2500.1814,-227444.7073,-204371.5432,-218084.3909,-219015.5502,-210490.8861,-212882.1960,-213290.4693,-215151.9764,-84882671.6508,-84822907.5225,-84850778.8073,-84863191.9297,-214849.7308,-84865162.3575,1089.9581,-3001.8183,847.0463,3978.0645,3189.5779,5530.4375,-5347.8686,6035.1256,614.2665,-353.4474,0.0000,3658.2692,-3426.3132,5345.4995,-1095.3411,-4675.9260,-2658.3803,-3375.8917,1652.7319,-508.0842,80616.4651,75532.0821,77725.8340,80180.3164,83167.5572,74001.2894,68674.8724,77966.3773,67479420.6671,67467754.9684,67452348.2833,67480318.0760,77230.4713,67470369.3100,
3000.000,-6431.2939,-5107.3715,-5887.0067,4280.7371,3315.1987,3823.3877,4089.8531,1371.8034,-484.9219,-6771.5055,0.0000,-88.7745,-2887.2259,4942.1774,136.1317,5360.8232,-6620.6088,5034.8222,5924.5097,-6570.4130,297318.8445,299339.2510,303331.7051,301288.4195,303685.7476,302835.9358,295320.8762,296527.3662,-192123388.7265,-192141271.9403,-192124358.4265,-192111081.7951,298202.8224,-192118051.9031,424.9436,-2421.9706,2554.3934,2090.8049,-5635.0891,-2273.2006,-2390.6977,556.6638,6764.4558,39.9934,0.0000,-6428.5532,-5978.5418,1215.6667,-6874.1927,-2000.7143,1621.8451,-4049.7281,638.7005,-943.0024,-221331.1969,-198260.4299,-211910.4424,-212721.9815,-204201.7140,-206585.5201,-207035.2235,-209071.7818,-89098830.8311,-89039610.1483,-89067490.7600,-89078784.5304,-208583.0942,-89081401.7705,2516.1782,-4019.2115,2309.5473,5002.7325,1893.5813,5288.7457,-4798.5437,6768.1367,-1507.6976,1449.1083,0.0000,2500.1356,-1837.6973,4633.9015,720.6889,-3508.6687,-1255.1109,-2130.5678,3274.8326,-1997.1512,80769.5589,75664.4361,77953.8665,80112.4255,83378.9645,74398.8550,68712.5501,77628.7479,67476608.3943,67464565.7171,67449224.0901,67477400.2661,77360.2382,67467381.9792,
3300.000,-5510.6880,-5172.3673,-4501.5126,4194.4324,1999.1928,3185.0970,3696.6436,-831.8935,221.3017,-6058.7286,0.0000,-1704.3843,-4070.1463,5970.5607,-1082.3787,5355.7182,-6201.8678,4131.6210,4989.1392,-6068.5600,301985.6145,303517.7221,307555.1728,305478.7560,307972.7545,307076.2103,299696.1534,300871.5457,-190128767.2736,-190147579.1011,-190130108.3431,-190116633.6889,302498.8404,-190123463.7907,2000.8698,-350.7824,3727.0469,-32.0356,-6497.0530,-4192.9135,-4261.1156,1158.3867,6017.0854,1277.2770,0.0000,-6600.0198,-5555.7701,-279.5925,-6367.3658,-3554.0809,3078.0873,-5365.3327,-910.4368,722.7384,-215114.0471,-192062.3640,-205643.6327,-206334.5231,-197822.0350,-200203.3107,-200685.4266,-202862.6570,-93272351.5690,-93213696.2788,-93241577.9296,-93251748.9811,-202225.2375,-93255003.8207,3671.4939,-4607.5459,3512.4681,5487.6758,383.4349,4477.2904,-3692.8165,6779.2601,-3469.2704,3095.9390,0.0000,1070.3976,-48.5901,3416.6832,2458.8476,-1928.3413,282.6655,-644.0395,4525.8978,-3272.3090,80921.9482,75797.3787,78180.7147,80038.4171,83586.9573,74802.8893,68755.0018,77269.7666,67473791.9744,67461376.5895,67446105.1602,67474462.6391,77489.9511,67464394.6732,
3600.000,-4066.4663,-4781.0313,-2657.4064,3751.9296,481.7951,2280.7622,2948.6019,-2969.0084,950.1243,-4751.5940,0.0000,-3142.7533,-4842.2156,6415.5845,-2220.7510,4782.1800,-5179.6574,2808.6901,3559.2932,-4993.8894,306522.5508,307567.7925,311639.8145,309526.4115,312122.8751,311171.1533,303936.3390,305215.0624,-188043496.4645,-188063222.2520,-188045184.9393,-188031570.0580,306659.2925,-188038222.6038,3414.6821,1764.7224,4554.4392,-2163.0162,-6691.4650,-5697.4881,-5664.8180,1542.4115,4666.4868,2422.4765,0.0000,-6126.3168,-4573.0139,-1712.2811,-5228.8811,-4703.5888,4237.9187,-6125.5547,-2408.9303,2346.2232,-208795.9571,-185780.0958,-199286.8280,-199855.5365,-191354.7187,-193739.2906,-194243.8904,-196509.3231,-97401243.9575,-97343175.5912,-97371049.5087,-97380097.6680,-195779.0131,-97383978.4412,4431.6394,-4704.3546,4320.7147,5380.7231,-1170.0796,3183.1893,-2158.1880,6067.1696,-5062.4673,4410.1268,0.0000,-475.6235,1745.7989,1826.4205,3931.3329,-120.5835,1790.1016,915.4685,5264.4610,-4197.3811,81073.6465,75930.9404,78406.1937,79958.2199,83791.5531,75213.3359,68802.1885,76928.4041,67470971.3301,67458187.5924,67442991.5895,67471505.6242,77619.6099,67461407.3920,
3900.000,-2243.1976,-3972.3031,-543.8135,2996.2331,-1096.1285,1185.5617,1907.7000,-4802.6022,1648.1790,-2983.6109,0.0000,-4276.2716,-5142.0546,6223.2311,-3182.0052,3686.5002,-3647.5507,1188.9129,1790.4885,-3456.0284,310927.3948,311487.7996,315583.8522,313428.9597,316134.3784,315118.3151,308039.4390,309539.1228,-185868574.1455,-185889198.7012,-185870585.5606,-185856887.5745,310682.3637,-185863326.1528,4535.1480,3719.5353,4960.3350,-4088.4687,-6202.8656,-6635.4779,-6452.7850,1676.0070,2856.0733,3376.6079,0.0000,-5048.3918,-3117.3506,-2953.7132,-3575.4340,-5337.6375,5002.0053,-6260.0414,-3706.6026,3777.8845,-202379.6784,-179416.4177,-192842.9333,-193287.3342,-184802.6723,-187197.3093,-187713.4741,-190001.5778,-101483539.4472,-101426079.1064,-101453936.0258,-101461864.2206,-189247.3120,-101466356.9213,4714.9753,-4299.3334,4643.6290,4693.3000,-2591.4517,1545.7339,-372.4449,4707.2756,-6119.3409,5250.6864,0.0000,-1970.0357,3349.3791,36.6751,4979.1813,1701.3818,3105.4328,2371.1212,5407.1763,-4673.8596,81224.6665,76065.1544,78630.1209,79871.7869,83992.7681,75630.0861,68854.0733,76642.5237,67468146.3860,67454998.7325,67439883.4751,67468529.6469,77749.2145,67458420.1356,
4200.000,-220.5704,-2820.3838,1622.7330,1994.8741,-2586.3971,-10.0780,665.1924,-6126.7826,2258.3535,-933.2564,0.0000,-5007.4668,-4954.9326,5403.8986,-3882.0457,2173.2374,-1750.1828,-572.7573,-130.1429,-1607.0773,315197.9488,315276.1416,319385.5747,317183.9739,320005.5914,318915.2355,312003.5228,313814.6280,-183605040.9030,-183626548.5115,-183607350.3269,-183593625.5525,314566.3004,-183599814.9951,5255.2970,5322.9447,4906.5758,-5614.0776,-5086.3589,-6912.6488,-6543.6348,1562.5904,774.3372,4054.3279,0.0000,-3467.5634,-1325.8496,-3897.0312,-1574.9732,-5402.0230,5308.1384,-5763.1733,-4668.3468,4882.9298,-195868.0134,-172974.1635,-186314.8919,-186632.1615,-178168.8391,-180581.3524,-181097.0838,-183335.9796,-105517291.7852,-105460460.1273,-105488290.2845,-105495104.4510,-182633.0623,-105500192.8453,4491.1162,-3435.3966,4445.0036,3499.2765,-3720.4982,-258.4949,1456.6676,2844.2067,-6529.1690,5527.5875,0.0000,-3250.8472,4586.9779,-1757.0997,5489.4531,3322.2158,4087.5537,3557.7857,4937.9540,-4651.0976,81375.0207,76200.0560,78852.3167,79779.1061,84190.6173,76052.9621,68910.6214,76445.3233,67465317.0689,67451810.0167,67436780.9150,67465535.1283,77878.7649,67455432.9040,
4500.000,1804.4464,-1428.2082,3620.5550,834.1592,-3847.2933,-1207.5819,-665.7587,-6790.4741,2724.0009,1194.3708,0.0000,-5276.9928,-4312.3344,4032.3516,-4256.6848,395.3401,330.6978,-2304.1993,-2003.7154,373.4860,319332.0773,318931.2784,323043.3388,320789.0227,323734.9005,322559.4313,315826.7246,318005.0451,-181253979.5658,-181276354.0023,-181256561.6356,-181242865.4572,318309.4115,-181248771.9377,5502.5609,6417.0910,4396.5140,-6584.7649,-3460.8799,-6501.9239,-5932.6269,1239.6644,-1365.0989,4391.2932,0.0000,-1535.6579,627.6256,-4466.2335,570.7982,-4904.2267,5135.8935,-4693.5592,-5188.1621,5553.7533,-189263.8140,-166456.2080,-179705.6829,-179892.1733,-171456.1978,-173895.5542,-174397.6699,-176516.7276,-109500577.9424,-109444395.1674,-109472188.2924,-109477897.2824,-175939.2280,-109483563.0206,3784.1017,-2204.3498,3747.0467,1927.2875,-4430.4028,-2034.8791,3115.8491,676.8589,-6249.2888,5211.1588,0.0000,-4179.6286,5323.6293,-3359.2931,5407.1970,4550.4039,4631.2276,4340.9596,3909.7043,-4131.4662,81524.7208,76335.6837,79072.6045,79680.2148,84385.1144,76481.6938,68971.8003,76362.2798,67462483.3073,67448621.4518,67433684.0086,67462522.4844,78008.2608,67452445.6973,
4800.000,3636.8161,81.3535,5245.5584,-387.9066,-4756.7134,-2308.0565,-1960.1032,-6715.4842,2993.9690,3188.1439,0.0000,-5067.7945,-3287.0262,2240.5953,-4267.3334,-1461.5986,2393.8882,-3833.0083,-3640.1831,2296.0337,323327.7081,322451.7324,326555.5693,324241.6673,327320.7524,326048.3831,319507.2444,322070.0320,-178816514.6872,-178839739.2321,-178819343.6441,-178805730.3929,321910.0693,-178811321.5189,5246.1864,6892.7875,3474.9911,-6900.9977,-1496.0062,-5446.0603,-4691.6877,772.1585,-3345.1767,4350.1749,0.0000,559.9236,2549.5632,-4621.7346,2646.9281,-3910.5477,4507.3933,-3166.7802,-5201.0431,5720.3248,-182569.9802,-159865.4668,-173018.3204,-173069.4057,-164667.7604,-167144.2092,-167618.2264,-169555.6187,-113431499.0306,-113375984.8678,-113403730.1790,-113408345.6666,-169168.8078,-113414568.3940,2669.8752,-737.4466,2627.9801,147.0484,-4641.6769,-3592.1561,4411.5807,-1562.9246,-5309.1028,4335.1664,0.0000,-4656.3213,5479.1422,-4595.7711,4741.1859,5241.1044,4678.2681,4631.9980,2438.5821,-3170.1343,81673.7783,76472.0787,79290.8113,79575.2194,84576.2721,76915.8884,69037.5797,76409.0087,67459645.0318,67445433.0445,67430592.8563,67459492.1259,78137.7022,67449458.5153,
5100.000,5102.3305,1576.0240,6332.3145,-1569.5849,-5223.5903,-3220.1047,-3092.4967,-5906.1096,3028.1749,4851.9048,0.0000,-4405.3996,-1984.5716,204.6433,-3905.0250,-3198.9518,4238.2841,-5003.6164,-4877.7963,3978.7487,327182.8330,325836.0896,329920.7598,327539.4606,330761.6548,329379.5193,323043.3483,325969.2690,-176293812.0066,-176317869.4609,-176296861.7336,-176283384.5714,325366.7096,-176288629.4705,4501.1769,6700.9212,2224.7664,-6529.5271,605.9179,-3852.7190,-2960.4976,242.0615,-4967.0676,3924.8991,0.0000,2614.4842,4246.0486,-4362.0913,4446.7869,-2536.9326,3484.4027,-1342.5471,-4691.3952,5357.6940,-175789.4587,-153204.8959,-166255.8512,-166165.7432,-157806.5717,-160331.7867,-160761.7887,-162471.1310,-117308181.2070,-117253354.9029,-117281041.1017,-117284577.4901,-162324.8335,-117291334.9578,1268.2617,808.4340,1213.4458,-1649.0977,-4330.7113,-4763.2679,5192.9608,-3635.7834,-3807.2099,2993.3683,0.0000,-4629.6974,5036.5815,-5332.7314,3563.0405,5313.0532,4223.6369,4397.9915,691.1144,-1869.4746,81822.2041,76609.2858,79506.7682,79464.3227,84764.1016,77354.9895,69107.9310,76590.2615,67456802.1751,67442244.8016,67427507.5595,67456444.4584,78267.0891,67446471.3582,
5400.000,6064.4152,2925.5542,6771.3181,-2613.5963,-5196.7895,-3866.9200,-3949.2360,-4448.7170,2803.2085,6024.0266,0.0000,-3354.6839,-532.3969,-1873.0867,-3192.3808,-4626.3235,5682.5304,-5693.0697,-5599.4156,5264.8417,330895.5089,329082.9999,333137.4737,330679.9512,334056.1771,332550.2003,326433.3699,329665.9783,-173687077.8927,-173711950.5933,-173690321.9515,-173677032.7600,328677.8330,-173681902.1608,3328.1356,5857.9528,759.4672,-5507.0284,2630.4417,-1882.7859,-930.1337,-264.0843,-6070.1529,3142.6086,0.0000,4425.8507,5542.3317,-3722.1555,5792.8211,-935.1073,2162.2255,592.1450,-3696.6589,4489.7435,-168925.2414,-146477.4920,-159421.3538,-159182.8779,-150875.7073,-153462.9432,-153831.4325,-155286.8282,-121128776.5677,-121074656.8736,-121102272.1406,-121104746.4676,-155410.3689,-121112014.6428,-269.8725,2267.6428,-337.5373,-3267.3365,-3532.2793,-5423.1478,5369.1652,-5321.0981,-1901.7454,1329.7418,0.0000,-4102.6147,4044.0489,-5490.7503,1999.7776,4757.8292,3315.9719,3665.3916,-1134.6782,-368.4608,81970.0087,76747.3537,79720.3102,79347.8604,84948.6130,77798.2218,69182.8278,76900.0588,67453954.6720,67439056.7298,67424428.2208,67453379.8817,78396.4212,67443484.2259,
