sl_100_5400_20260618 Coordinates.csv
2026/06/18 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:55 2024,
Start: 2026/06/18 07:47:00.00, Stop: 2026/06/18 09:17:00.00,
TIME_UNITS,STARLINK-2066 - X-Coordinate,STARLINK-4599 - X-Coordinate,STARLINK-5323 - X-Coordinate,STARLINK-2192 - X-Coordinate,STARLINK-6222 - X-Coordinate,STARLINK-30367 - X-Coordinate,STARLINK-30596 - X-Coordinate,STARLINK-3918 - X-Coordinate,STARLINK-5041 - X-Coordinate,STARLINK-3729 - X-Coordinate,STARLINK-5372 - X-Coordinate,STARLINK-32286 - X-Coordinate,STARLINK-4788 - X-Coordinate,STARLINK-2674 - X-Coordinate,STARLINK-5514 - X-Coordinate,STARLINK-5882 - X-Coordinate,STARLINK-3131 - X-Coordinate,STARLINK-3872 - X-Coordinate,STARLINK-5433 - X-Coordinate,STARLINK-11253 [DTC] - X-Coordinate,STARLINK-5943 - X-Coordinate,STARLINK-3930 - X-Coordinate,STARLINK-5905 - X-Coordinate,STARLINK-3148 - X-Coordinate,STARLINK-31459 - X-Coordinate,STARLINK-4335 - X-Coordinate,STARLINK-2488 - X-Coordinate,STARLINK-6135 - X-Coordinate,STARLINK-5826 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-5939 - X-Coordinate,STARLINK-4459 - X-Coordinate,STARLINK-30759 - X-Coordinate,STARLINK-1368 - X-Coordinate,STARLINK-4336 - X-Coordinate,STARLINK-31091 - X-Coordinate,STARLINK-4548 - X-Coordinate,STARLINK-2555 - X-Coordinate,STARLINK-31365 - X-Coordinate,STARLINK-5058 - X-Coordinate,STARLINK-30359 - X-Coordinate,STARLINK-31935 - X-Coordinate,STARLINK-30444 - X-Coordinate,STARLINK-4678 - X-Coordinate,STARLINK-1240 - X-Coordinate,STARLINK-30568 - X-Coordinate,STARLINK-5155 - X-Coordinate,STARLINK-31427 - X-Coordinate,STARLINK-30573 - X-Coordinate,STARLINK-2110 - X-Coordinate,STARLINK-2067 - X-Coordinate,STARLINK-32194 - X-Coordinate,STARLINK-31564 - X-Coordinate,STARLINK-1579 - X-Coordinate,STARLINK-3875 - X-Coordinate,STARLINK-2141 - X-Coordinate,STARLINK-3799 - X-Coordinate,STARLINK-4132 - X-Coordinate,STARLINK-5825 - X-Coordinate,STARLINK-1863 - X-Coordinate,STARLINK-4135 - X-Coordinate,STARLINK-1541 - X-Coordinate,STARLINK-30104 - X-Coordinate,STARLINK-3916 - X-Coordinate,STARLINK-31378 - X-Coordinate,STARLINK-4153 - X-Coordinate,STARLINK-5123 - X-Coordinate,STARLINK-1664 - X-Coordinate,STARLINK-5147 - X-Coordinate,STARLINK-5530 - X-Coordinate,STARLINK-11250 [DTC] - X-Coordinate,STARLINK-2749 - X-Coordinate,STARLINK-6077 - X-Coordinate,STARLINK-11224 [DTC] - X-Coordinate,STARLINK-3739 - X-Coordinate,STARLINK-31772 - X-Coordinate,STARLINK-5371 - X-Coordinate,STARLINK-30455 - X-Coordinate,STARLINK-3359 - X-Coordinate,STARLINK-3880 - X-Coordinate,STARLINK-30117 - X-Coordinate,STARLINK-31693 - X-Coordinate,STARLINK-32173 - X-Coordinate,STARLINK-31454 - X-Coordinate,STARLINK-1971 - X-Coordinate,STARLINK-5025 - X-Coordinate,STARLINK-30860 - X-Coordinate,STARLINK-5070 - X-Coordinate,STARLINK-2686 - X-Coordinate,STARLINK-31096 - X-Coordinate,STARLINK-32096 - X-Coordinate,STARLINK-5048 - X-Coordinate,STARLINK-4373 - X-Coordinate,STARLINK-30875 - X-Coordinate,STARLINK-1762 - X-Coordinate,STARLINK-2337 - X-Coordinate,STARLINK-1581 - X-Coordinate,STARLINK-4176 - X-Coordinate,STARLINK-30363 - X-Coordinate,STARLINK-30765 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-2066 - Y-Coordinate,STARLINK-4599 - Y-Coordinate,STARLINK-5323 - Y-Coordinate,STARLINK-2192 - Y-Coordinate,STARLINK-6222 - Y-Coordinate,STARLINK-30367 - Y-Coordinate,STARLINK-30596 - Y-Coordinate,STARLINK-3918 - Y-Coordinate,STARLINK-5041 - Y-Coordinate,STARLINK-3729 - Y-Coordinate,STARLINK-5372 - Y-Coordinate,STARLINK-32286 - Y-Coordinate,STARLINK-4788 - Y-Coordinate,STARLINK-2674 - Y-Coordinate,STARLINK-5514 - Y-Coordinate,STARLINK-5882 - Y-Coordinate,STARLINK-3131 - Y-Coordinate,STARLINK-3872 - Y-Coordinate,STARLINK-5433 - Y-Coordinate,STARLINK-11253 [DTC] - Y-Coordinate,STARLINK-5943 - Y-Coordinate,STARLINK-3930 - Y-Coordinate,STARLINK-5905 - Y-Coordinate,STARLINK-3148 - Y-Coordinate,STARLINK-31459 - Y-Coordinate,STARLINK-4335 - Y-Coordinate,STARLINK-2488 - Y-Coordinate,STARLINK-6135 - Y-Coordinate,STARLINK-5826 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-5939 - Y-Coordinate,STARLINK-4459 - Y-Coordinate,STARLINK-30759 - Y-Coordinate,STARLINK-1368 - Y-Coordinate,STARLINK-4336 - Y-Coordinate,STARLINK-31091 - Y-Coordinate,STARLINK-4548 - Y-Coordinate,STARLINK-2555 - Y-Coordinate,STARLINK-31365 - Y-Coordinate,STARLINK-5058 - Y-Coordinate,STARLINK-30359 - Y-Coordinate,STARLINK-31935 - Y-Coordinate,STARLINK-30444 - Y-Coordinate,STARLINK-4678 - Y-Coordinate,STARLINK-1240 - Y-Coordinate,STARLINK-30568 - Y-Coordinate,STARLINK-5155 - Y-Coordinate,STARLINK-31427 - Y-Coordinate,STARLINK-30573 - Y-Coordinate,STARLINK-2110 - Y-Coordinate,STARLINK-2067 - Y-Coordinate,STARLINK-32194 - Y-Coordinate,STARLINK-31564 - Y-Coordinate,STARLINK-1579 - Y-Coordinate,STARLINK-3875 - Y-Coordinate,STARLINK-2141 - Y-Coordinate,STARLINK-3799 - Y-Coordinate,STARLINK-4132 - Y-Coordinate,STARLINK-5825 - Y-Coordinate,STARLINK-1863 - Y-Coordinate,STARLINK-4135 - Y-Coordinate,STARLINK-1541 - Y-Coordinate,STARLINK-30104 - Y-Coordinate,STARLINK-3916 - Y-Coordinate,STARLINK-31378 - Y-Coordinate,STARLINK-4153 - Y-Coordinate,STARLINK-5123 - Y-Coordinate,STARLINK-1664 - Y-Coordinate,STARLINK-5147 - Y-Coordinate,STARLINK-5530 - Y-Coordinate,STARLINK-11250 [DTC] - Y-Coordinate,STARLINK-2749 - Y-Coordinate,STARLINK-6077 - Y-Coordinate,STARLINK-11224 [DTC] - Y-Coordinate,STARLINK-3739 - Y-Coordinate,STARLINK-31772 - Y-Coordinate,STARLINK-5371 - Y-Coordinate,STARLINK-30455 - Y-Coordinate,STARLINK-3359 - Y-Coordinate,STARLINK-3880 - Y-Coordinate,STARLINK-30117 - Y-Coordinate,STARLINK-31693 - Y-Coordinate,STARLINK-32173 - Y-Coordinate,STARLINK-31454 - Y-Coordinate,STARLINK-1971 - Y-Coordinate,STARLINK-5025 - Y-Coordinate,STARLINK-30860 - Y-Coordinate,STARLINK-5070 - Y-Coordinate,STARLINK-2686 - Y-Coordinate,STARLINK-31096 - Y-Coordinate,STARLINK-32096 - Y-Coordinate,STARLINK-5048 - Y-Coordinate,STARLINK-4373 - Y-Coordinate,STARLINK-30875 - Y-Coordinate,STARLINK-1762 - Y-Coordinate,STARLINK-2337 - Y-Coordinate,STARLINK-1581 - Y-Coordinate,STARLINK-4176 - Y-Coordinate,STARLINK-30363 - Y-Coordinate,STARLINK-30765 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-2066 - Z-Coordinate,STARLINK-4599 - Z-Coordinate,STARLINK-5323 - Z-Coordinate,STARLINK-2192 - Z-Coordinate,STARLINK-6222 - Z-Coordinate,STARLINK-30367 - Z-Coordinate,STARLINK-30596 - Z-Coordinate,STARLINK-3918 - Z-Coordinate,STARLINK-5041 - Z-Coordinate,STARLINK-3729 - Z-Coordinate,STARLINK-5372 - Z-Coordinate,STARLINK-32286 - Z-Coordinate,STARLINK-4788 - Z-Coordinate,STARLINK-2674 - Z-Coordinate,STARLINK-5514 - Z-Coordinate,STARLINK-5882 - Z-Coordinate,STARLINK-3131 - Z-Coordinate,STARLINK-3872 - Z-Coordinate,STARLINK-5433 - Z-Coordinate,STARLINK-11253 [DTC] - Z-Coordinate,STARLINK-5943 - Z-Coordinate,STARLINK-3930 - Z-Coordinate,STARLINK-5905 - Z-Coordinate,STARLINK-3148 - Z-Coordinate,STARLINK-31459 - Z-Coordinate,STARLINK-4335 - Z-Coordinate,STARLINK-2488 - Z-Coordinate,STARLINK-6135 - Z-Coordinate,STARLINK-5826 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-5939 - Z-Coordinate,STARLINK-4459 - Z-Coordinate,STARLINK-30759 - Z-Coordinate,STARLINK-1368 - Z-Coordinate,STARLINK-4336 - Z-Coordinate,STARLINK-31091 - Z-Coordinate,STARLINK-4548 - Z-Coordinate,STARLINK-2555 - Z-Coordinate,STARLINK-31365 - Z-Coordinate,STARLINK-5058 - Z-Coordinate,STARLINK-30359 - Z-Coordinate,STARLINK-31935 - Z-Coordinate,STARLINK-30444 - Z-Coordinate,STARLINK-4678 - Z-Coordinate,STARLINK-1240 - Z-Coordinate,STARLINK-30568 - Z-Coordinate,STARLINK-5155 - Z-Coordinate,STARLINK-31427 - Z-Coordinate,STARLINK-30573 - Z-Coordinate,STARLINK-2110 - Z-Coordinate,STARLINK-2067 - Z-Coordinate,STARLINK-32194 - Z-Coordinate,STARLINK-31564 - Z-Coordinate,STARLINK-1579 - Z-Coordinate,STARLINK-3875 - Z-Coordinate,STARLINK-2141 - Z-Coordinate,STARLINK-3799 - Z-Coordinate,STARLINK-4132 - Z-Coordinate,STARLINK-5825 - Z-Coordinate,STARLINK-1863 - Z-Coordinate,STARLINK-4135 - Z-Coordinate,STARLINK-1541 - Z-Coordinate,STARLINK-30104 - Z-Coordinate,STARLINK-3916 - Z-Coordinate,STARLINK-31378 - Z-Coordinate,STARLINK-4153 - Z-Coordinate,STARLINK-5123 - Z-Coordinate,STARLINK-1664 - Z-Coordinate,STARLINK-5147 - Z-Coordinate,STARLINK-5530 - Z-Coordinate,STARLINK-11250 [DTC] - Z-Coordinate,STARLINK-2749 - Z-Coordinate,STARLINK-6077 - Z-Coordinate,STARLINK-11224 [DTC] - Z-Coordinate,STARLINK-3739 - Z-Coordinate,STARLINK-31772 - Z-Coordinate,STARLINK-5371 - Z-Coordinate,STARLINK-30455 - Z-Coordinate,STARLINK-3359 - Z-Coordinate,STARLINK-3880 - Z-Coordinate,STARLINK-30117 - Z-Coordinate,STARLINK-31693 - Z-Coordinate,STARLINK-32173 - Z-Coordinate,STARLINK-31454 - Z-Coordinate,STARLINK-1971 - Z-Coordinate,STARLINK-5025 - Z-Coordinate,STARLINK-30860 - Z-Coordinate,STARLINK-5070 - Z-Coordinate,STARLINK-2686 - Z-Coordinate,STARLINK-31096 - Z-Coordinate,STARLINK-32096 - Z-Coordinate,STARLINK-5048 - Z-Coordinate,STARLINK-4373 - Z-Coordinate,STARLINK-30875 - Z-Coordinate,STARLINK-1762 - Z-Coordinate,STARLINK-2337 - Z-Coordinate,STARLINK-1581 - Z-Coordinate,STARLINK-4176 - Z-Coordinate,STARLINK-30363 - Z-Coordinate,STARLINK-30765 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3536.1698,1025.8962,-2745.3637,-3319.7232,-5363.6077,-2342.5143,-1619.6492,-4700.5535,6683.3682,-4775.1915,-3457.2396,0.0000,-2310.6496,2663.7528,6759.3100,-5780.7354,-4277.8438,358.4383,4098.2737,3511.9815,-3610.5018,-6617.2736,-2318.1985,-5402.0740,6067.6182,4567.9967,-6198.0003,-3763.7097,-2954.1251,-3920.8952,-2024.7254,6033.8898,928.6699,6352.0147,-2405.8692,-5184.9216,-4375.8419,-4024.7986,357.2700,-3813.9062,-3579.7492,4827.4053,2275.3522,-2102.0829,3100.4169,2947.6115,-4438.0745,2988.7935,-6161.1773,4107.3592,-597.4159,-2589.9729,430.0029,-550.6932,1633.7828,937.1607,3412.3161,-3718.0884,706.2952,4125.8476,-3909.5420,-1877.4810,-296.0647,4140.8360,3250.3657,4248.0854,-2942.1035,1288.2577,2662.7335,-5160.9902,4310.6579,-5132.6106,3166.5962,-5217.0188,3742.4198,3449.3587,-5450.9873,3949.4019,41.2982,1556.3314,2078.7152,3875.5814,983.2061,-4886.8351,3301.2623,-4129.7376,-5224.0420,-2379.6016,5206.7768,3878.7510,135.1885,3359.4758,3462.4929,-5982.0589,1716.5419,-4247.2703,-428.9748,4389.2188,-5172.2316,-4602.0726,111816.7982,146710.0049,123077.5194,122106.3026,127949.6956,126091.5754,131505.9256,126736.7836,-271952001.7046,-271927812.8846,-271976910.0704,-271958726.9434,127822.9971,-271969364.8846,-2656.9021,-4958.8697,146.2990,-2520.7049,912.4889,-5148.9448,-3826.9299,-2751.5905,-913.4928,-630.1115,4567.1427,0.0000,3630.5077,3389.4596,1488.8093,475.1131,60.3952,5785.9196,635.7092,5143.4863,-3817.8593,1256.6363,5253.1557,-597.6456,-3041.9879,-1741.6415,1927.1023,-4013.3634,-5764.1017,-5023.9075,-4756.6639,-3284.5915,6809.1597,2699.8542,-2473.6138,1200.7107,1757.9038,-582.3014,5303.9800,3605.7059,3658.8029,3942.1553,5512.5866,3600.9143,5311.6396,-4422.6193,-47.4682,-5604.5694,655.2576,-1499.8084,-6868.0573,-6198.7122,-5154.3843,4933.9856,6707.1597,-6739.9306,-5784.4948,4963.6195,6035.0539,1850.3959,-1717.0172,3713.8519,-5121.7646,3775.2222,-5617.7058,5397.9111,3619.5393,-4169.7225,5565.9377,-2221.6224,710.9922,-477.3704,-5986.5416,-4191.7409,-3068.3430,-2345.8258,-335.2879,1150.7848,-4268.8913,6205.9685,-6466.0326,4045.1113,5690.1060,-1149.7605,-5830.7725,3800.4756,185.7296,40.3395,-3656.5200,-3276.1139,-5564.1645,-3835.1079,-927.2974,693.7128,-6321.9314,-1665.0691,-4289.4754,407.6346,-3226.1110,-2973.6821,327012.4151,321096.7579,319215.7886,322505.1592,316211.1746,318443.2138,324911.7616,321700.6857,137744000.5686,137720188.2561,137750590.1510,137731670.8501,323044.4874,137738466.9350,-5307.2596,4713.1840,-6384.2396,-5468.7098,4314.6304,-4017.6973,-5453.1665,4235.7613,-1473.6191,4934.8825,3901.0662,0.0000,-5420.3036,-5410.1511,421.6695,3832.7156,-5434.8425,3736.7589,-5533.8173,-2504.1046,4536.0185,1560.6914,-3885.3743,-4279.8754,-662.1843,4911.9477,-2416.4618,-4223.3409,2518.6526,-2684.6717,4606.2531,1003.1849,-841.5332,-120.3964,6011.7792,-4158.4158,5012.6274,5402.5847,-4377.2480,-4534.4632,4662.9770,2740.1065,3528.3781,-5524.5842,-3146.6348,4437.6131,5286.0262,2485.2672,-3052.1067,-5338.1754,-144.6273,1105.6624,-4427.4874,4741.9212,169.6246,-1108.4524,1631.0966,-3064.6245,3374.3691,4961.8234,-5449.2188,5486.2607,-4660.5785,-4042.5322,2339.8786,743.3081,-5121.5927,-5329.4979,3107.3463,4002.7259,-5091.9773,-4624.5334,-1511.5387,-685.8585,-4941.9861,5385.8526,-4266.1970,-5484.7744,5440.5705,2600.1678,-1393.4479,3862.3201,-3627.3310,4650.1455,-1742.1850,-4029.6124,-4559.0648,6518.9097,2633.8784,-4721.0585,3937.1770,4640.1767,5933.2277,3397.5415,2143.0568,-5016.8475,-5371.7485,5314.2562,3263.8687,4224.8299,121117.3326,119625.6638,118048.7338,123634.4658,123641.7158,113110.6480,111497.5023,119260.3125,98794550.4415,98768854.8855,98779625.7502,98783932.2952,118790.7479,98785315.7543,
300.000,2654.6299,-513.9729,-1516.3813,-4644.7100,-6191.8063,-4176.8531,-3421.9116,-4514.4065,6557.0178,-3979.5784,-2180.1551,0.0000,-211.1207,3899.0825,6661.6499,-4306.1745,-3628.5494,1848.1049,4335.7920,4777.2193,-5191.4666,-5663.3352,-267.3280,-6210.1464,5212.4172,3034.2301,-6083.3145,-5363.2431,-3084.8696,-4376.0543,-3962.3397,6204.8406,2353.6428,6477.6197,-515.7314,-3975.9059,-2739.4912,-4171.1855,1926.7927,-2513.8445,-1760.7061,6058.1703,3593.3139,-71.8289,3779.4415,884.7487,-4888.2327,1145.1786,-5117.7747,3748.2039,-1768.5680,-3696.3936,-1685.3542,1112.7930,2725.4600,-366.1182,2395.7735,-2899.4124,1507.5419,4030.5323,-4200.2421,199.5995,-2388.5563,4339.7782,1665.1080,5100.2303,-1833.8468,-884.2552,3462.3362,-6300.4090,3769.3460,-5927.3428,1815.7557,-5842.1758,1774.7493,2404.0294,-4814.7247,4424.3113,-2055.5761,2610.8448,427.4662,4188.8720,2511.3505,-4198.5156,2276.5176,-2234.3008,-5272.2330,-2395.0325,4728.8126,2283.8112,-1746.2220,1319.6406,1637.5379,-4902.1462,241.4761,-4056.5918,-2499.2699,4975.7168,-5348.2089,-5017.8299,104985.7223,139989.1483,116199.0872,115349.5368,121170.6490,119320.8422,124636.7130,120189.1705,-274891733.9418,-274867330.7364,-274917207.7166,-274898378.7578,121025.3854,-274909176.9878,-4490.3423,-5935.6205,1976.9580,-850.9145,1899.6286,-4657.6111,-2593.5320,-782.2282,-2130.9769,1329.6237,5939.0489,0.0000,4192.8173,1600.5256,-63.7530,1175.8332,2136.3605,6267.5323,-1497.5411,4652.9915,-2519.2221,2341.6539,5228.0246,893.7984,-4302.4003,-633.1780,3237.3890,-2892.7508,-4481.4516,-3436.9820,-4006.1119,-2865.5524,6093.6047,1445.9048,-1431.4362,2972.0996,3125.7022,1593.1534,4046.6068,5185.4865,4818.1660,2805.3238,4017.0353,4365.7443,3699.0144,-4987.3899,1927.6507,-5648.6528,2262.0659,-3519.3111,-6454.4439,-5673.9651,-4689.8868,5753.2561,6133.2484,-6290.0508,-6482.7559,6119.6786,6641.9749,-324.4254,437.8773,4364.5844,-5002.3370,1852.7174,-5484.6513,4538.5816,5226.0713,-4069.9120,4019.0682,-1843.6123,-1416.3758,1134.0266,-6695.9692,-3125.6648,-3822.7880,-4188.2447,1678.6676,-957.0271,-3680.9376,4951.1981,-6340.0562,2139.9366,5988.8274,812.5161,-6536.3398,4164.9557,2239.6060,2216.9078,-4923.8715,-4713.0181,-5919.7858,-4128.4350,192.5078,2347.4470,-5822.8341,489.8065,-4380.6620,-1542.2736,-1282.0101,-904.2946,329238.9310,324105.1039,321966.4535,325207.7331,318851.9517,321055.3753,327555.2292,324400.2444,131773010.3466,131750080.7317,131779386.3763,131761200.7106,325710.6229,131767438.9501,-4529.8369,3519.3074,-6488.4342,-4998.3642,2513.2129,-2999.1975,-5345.6911,5156.6785,334.9263,5470.8277,2832.5762,0.0000,-5502.6730,-5485.7891,1917.8523,5326.8717,-5487.6737,2213.6388,-5175.2477,-751.0718,3860.1664,3195.7750,-4546.1587,-2912.5337,895.5303,6195.3926,-678.8977,-3312.4930,4319.6741,-4107.7233,4025.4822,-1239.4825,-2297.7535,-1903.5728,6761.0270,-4580.2899,5484.0666,5079.0386,-5228.2875,-3859.8048,4650.7374,1345.1374,4353.0114,-5370.7435,-4446.6498,4719.7244,4477.3553,3643.3573,-4050.2151,-4602.2812,1653.3654,-722.6089,-4639.0943,3580.3569,-1632.2779,-2802.5633,-169.9817,-1407.0662,1401.0941,5357.6946,-5486.1362,5322.4079,-4160.4482,-5048.2577,3835.9944,-1073.6808,-4160.5925,-5487.0421,4421.7759,2132.2880,-5366.4979,-3395.9680,13.5601,1152.6826,-5485.2396,4806.2867,-4693.6059,-5149.3491,5481.2480,4041.3317,-2776.0422,4914.4108,-2077.5317,5340.6295,48.0364,-5040.6287,-3910.9936,6126.1384,917.4664,-4542.9045,2900.0046,5358.9817,6731.0717,4271.8988,3675.6080,-5411.8783,-4690.7798,4533.3617,4188.7813,4675.8822,120986.0650,119507.8656,118041.7911,123390.6269,123660.5237,113209.5496,111248.0282,119595.6224,98797559.2273,98771860.6702,98783323.7930,98786748.6823,118687.6385,98788499.4116,
600.000,1559.2154,-1968.6282,-205.0198,-5539.1221,-6404.2572,-5599.0671,-4908.0551,-3930.9611,5772.7014,-2838.9291,-718.8269,0.0000,1894.0231,4799.6890,5923.7617,-2408.2018,-2678.8521,3130.8091,4200.1411,5514.8441,-6284.9357,-4145.4035,1823.1691,-6416.5511,3820.0539,1130.3154,-5369.3566,-6448.2351,-2956.7417,-4440.7047,-5518.4276,5694.7974,3571.8372,5964.4963,1378.2648,-2382.6164,-860.5280,-3932.9594,3350.9441,-1005.7267,204.4499,6665.1425,4602.9044,1940.8144,4132.2008,-1257.2195,-4894.8998,-836.2546,-3591.4151,3066.4896,-2780.7612,-4424.1259,-3641.9273,2631.0734,3562.7289,-1663.2125,1138.6237,-1807.3708,2137.9631,3560.1130,-4137.3001,2234.9639,-4242.2708,4162.6359,-116.8542,5452.4949,-589.7872,-2973.2321,3966.8552,-6781.1991,2877.9411,-6157.6782,289.0476,-5841.2282,-356.1495,1161.7403,-3752.3047,4504.1674,-3965.4182,3450.4171,-1287.8551,4120.8100,3759.0733,-3132.2368,1025.1115,-107.7310,-4846.3565,-2248.1072,3782.5228,500.1959,-3429.8974,-857.3680,-407.4427,-3365.7390,-1293.8970,-3500.4934,-4303.7635,5109.5475,-5039.9598,-4990.5078,98112.0560,133205.4282,109268.0967,108538.9267,114336.9209,112497.7323,117711.9797,113644.4677,-277700395.5386,-277675798.4627,-277726420.3409,-277706999.0659,114172.0744,-277717917.1792,-5885.6779,-6343.9401,3655.6448,862.7196,2663.3364,-3743.7474,-1148.0888,1288.1412,-3138.7114,3188.5291,6739.4566,0.0000,4400.7297,-312.3107,-1627.8186,1826.6741,4019.4300,6133.7464,-3468.6197,3660.8805,-1012.7732,3229.7170,4739.0370,2267.3828,-5130.8638,467.2343,4220.1591,-1524.0179,-2726.2032,-1493.9923,-2905.3285,-2150.8767,4785.8029,27.8140,-154.9681,4464.1813,4231.8402,3588.8556,2416.7090,6276.8919,5547.3907,1394.0182,2145.2968,4754.2159,1712.4959,-5113.0710,3685.6540,-5146.1531,3682.3998,-5182.9981,-5390.4996,-4552.7311,-3789.5395,6013.6137,4942.0330,-5217.8819,-6535.3150,6662.0492,6580.1082,-2473.8144,2541.1963,4633.4069,-4437.9340,-267.6817,-4833.8819,3218.2917,6328.0350,-3623.9132,2069.3737,-1302.4372,-3409.6521,2602.0764,-6757.5349,-1709.2191,-4259.2456,-5612.9932,3551.5709,-2947.8118,-2787.7248,3205.7414,-5614.4152,0.0728,5679.0939,2723.6483,-6592.9783,4171.5486,4064.2757,4162.5741,-5688.4643,-5723.9069,-5692.6295,-4068.9036,1207.2703,3807.2197,-4759.8354,2605.6241,-4082.9024,-3310.8720,802.1978,1253.1142,331322.6069,326972.9760,324575.9784,327769.4333,321352.2471,323528.6436,330052.1014,327066.8737,125739319.0365,125717273.1912,125745449.7942,125728041.0460,328233.7484,125733706.2630,-3263.4985,1946.9433,-5906.7074,-3981.2639,444.4546,-1660.5197,-4648.7754,5518.9487,2107.1005,5413.4792,1460.8413,0.0000,-4995.0865,-4972.4451,3208.6589,6256.7915,-4951.0746,450.0830,-4260.2121,1090.5535,2773.3490,4485.8622,-4721.4146,-1231.4900,2352.4004,6817.1880,1131.6162,-2047.7883,5661.9514,-5088.6724,3012.9738,-3350.2290,-3507.1714,-3480.4870,6789.7425,-4473.6760,5357.3458,4172.1444,-5509.5357,-2773.0564,4139.9252,-201.7606,4711.5802,-4641.0885,-5266.8331,4495.7314,3184.3164,4392.1329,-4610.6958,-3367.9313,3271.2871,-2469.2874,-4327.8698,2024.9582,-3257.4921,-4192.0149,-1952.7289,402.2100,-720.9212,5125.0426,-4935.3603,4579.1148,-3215.3285,-5509.8394,4915.6300,-2774.6332,-2753.8827,-5048.0223,5258.3381,30.5324,-5009.9643,-1802.9562,1537.1923,2856.0528,-5439.4390,3686.3193,-4619.1827,-4245.8616,4932.7282,5045.1456,-3861.7838,5411.4841,-294.0435,5438.4752,1833.0604,-5508.2472,-2845.4070,5082.8452,-899.1373,-3879.4927,1536.9059,5495.9659,6811.5255,4685.9044,4807.8746,-5190.6017,-3499.0380,3262.5383,4662.2849,4624.3813,120854.4887,119389.9286,118035.9917,123141.5556,123675.6377,113314.3584,111003.8646,119862.7174,98800563.6631,98774866.7719,98787027.1522,98789568.1936,118584.4427,98791682.8155,
