sl_100_5400_20260310 Coordinates.csv
2026/03/10 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:59 2024,
Start: 2026/03/10 07:47:00.00, Stop: 2026/03/10 09:17:00.00,
TIME_UNITS,STARLINK-30781 - X-Coordinate,STARLINK-1980 - X-Coordinate,STARLINK-3574 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-2485 - X-Coordinate,STARLINK-3769 - X-Coordinate,STARLINK-30972 - X-Coordinate,STARLINK-31416 - X-Coordinate,STARLINK-31197 - X-Coordinate,STARLINK-5526 - X-Coordinate,STARLINK-5734 - X-Coordinate,STARLINK-2593 - X-Coordinate,STARLINK-5267 - X-Coordinate,STARLINK-1735 - X-Coordinate,STARLINK-11210 [DTC] - X-Coordinate,STARLINK-3160 - X-Coordinate,STARLINK-5945 - X-Coordinate,STARLINK-32080 - X-Coordinate,STARLINK-3615 - X-Coordinate,STARLINK-31126 - X-Coordinate,STARLINK-6365 - X-Coordinate,STARLINK-4646 - X-Coordinate,STARLINK-3133 - X-Coordinate,STARLINK-1142 - X-Coordinate,STARLINK-30283 - X-Coordinate,STARLINK-11126 [DTC] - X-Coordinate,STARLINK-1737 - X-Coordinate,STARLINK-31173 - X-Coordinate,STARLINK-30370 - X-Coordinate,STARLINK-4526 - X-Coordinate,STARLINK-4433 - X-Coordinate,STARLINK-31502 - X-Coordinate,STARLINK-31546 - X-Coordinate,STARLINK-4379 - X-Coordinate,STARLINK-4072 - X-Coordinate,STARLINK-4707 - X-Coordinate,STARLINK-2092 - X-Coordinate,STARLINK-4446 - X-Coordinate,STARLINK-30194 - X-Coordinate,STARLINK-5241 - X-Coordinate,STARLINK-1275 - X-Coordinate,STARLINK-3230 - X-Coordinate,STARLINK-5591 - X-Coordinate,STARLINK-6264 - X-Coordinate,STARLINK-5383 - X-Coordinate,STARLINK-3317 - X-Coordinate,STARLINK-3096 - X-Coordinate,STARLINK-3130 - X-Coordinate,STARLINK-4335 - X-Coordinate,STARLINK-5333 - X-Coordinate,STARLINK-3949 - X-Coordinate,STARLINK-2227 - X-Coordinate,STARLINK-1305 - X-Coordinate,STARLINK-30906 - X-Coordinate,STARLINK-5031 - X-Coordinate,STARLINK-31328 - X-Coordinate,STARLINK-3568 - X-Coordinate,STARLINK-3629 - X-Coordinate,STARLINK-5167 - X-Coordinate,STARLINK-1574 - X-Coordinate,STARLINK-31642 - X-Coordinate,STARLINK-1741 - X-Coordinate,STARLINK-6360 - X-Coordinate,STARLINK-32142 - X-Coordinate,STARLINK-31721 - X-Coordinate,STARLINK-30124 - X-Coordinate,STARLINK-1190 - X-Coordinate,STARLINK-3734 - X-Coordinate,STARLINK-2518 - X-Coordinate,STARLINK-1895 - X-Coordinate,STARLINK-4515 - X-Coordinate,STARLINK-4012 - X-Coordinate,STARLINK-3312 - X-Coordinate,STARLINK-6098 - X-Coordinate,STARLINK-31276 - X-Coordinate,STARLINK-31694 - X-Coordinate,STARLINK-4277 - X-Coordinate,STARLINK-30411 - X-Coordinate,STARLINK-31903 - X-Coordinate,STARLINK-30212 - X-Coordinate,STARLINK-2681 - X-Coordinate,STARLINK-6259 - X-Coordinate,STARLINK-31504 - X-Coordinate,STARLINK-5053 - X-Coordinate,STARLINK-6351 - X-Coordinate,STARLINK-3159 - X-Coordinate,STARLINK-31568 - X-Coordinate,STARLINK-4285 - X-Coordinate,STARLINK-30365 - X-Coordinate,STARLINK-2065 - X-Coordinate,STARLINK-5447 - X-Coordinate,STARLINK-2750 - X-Coordinate,STARLINK-31608 - X-Coordinate,STARLINK-31420 - X-Coordinate,STARLINK-2722 - X-Coordinate,STARLINK-3868 - X-Coordinate,STARLINK-3004 - X-Coordinate,STARLINK-3243 - X-Coordinate,STARLINK-1598 - X-Coordinate,STARLINK-31242 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-30781 - Y-Coordinate,STARLINK-1980 - Y-Coordinate,STARLINK-3574 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-2485 - Y-Coordinate,STARLINK-3769 - Y-Coordinate,STARLINK-30972 - Y-Coordinate,STARLINK-31416 - Y-Coordinate,STARLINK-31197 - Y-Coordinate,STARLINK-5526 - Y-Coordinate,STARLINK-5734 - Y-Coordinate,STARLINK-2593 - Y-Coordinate,STARLINK-5267 - Y-Coordinate,STARLINK-1735 - Y-Coordinate,STARLINK-11210 [DTC] - Y-Coordinate,STARLINK-3160 - Y-Coordinate,STARLINK-5945 - Y-Coordinate,STARLINK-32080 - Y-Coordinate,STARLINK-3615 - Y-Coordinate,STARLINK-31126 - Y-Coordinate,STARLINK-6365 - Y-Coordinate,STARLINK-4646 - Y-Coordinate,STARLINK-3133 - Y-Coordinate,STARLINK-1142 - Y-Coordinate,STARLINK-30283 - Y-Coordinate,STARLINK-11126 [DTC] - Y-Coordinate,STARLINK-1737 - Y-Coordinate,STARLINK-31173 - Y-Coordinate,STARLINK-30370 - Y-Coordinate,STARLINK-4526 - Y-Coordinate,STARLINK-4433 - Y-Coordinate,STARLINK-31502 - Y-Coordinate,STARLINK-31546 - Y-Coordinate,STARLINK-4379 - Y-Coordinate,STARLINK-4072 - Y-Coordinate,STARLINK-4707 - Y-Coordinate,STARLINK-2092 - Y-Coordinate,STARLINK-4446 - Y-Coordinate,STARLINK-30194 - Y-Coordinate,STARLINK-5241 - Y-Coordinate,STARLINK-1275 - Y-Coordinate,STARLINK-3230 - Y-Coordinate,STARLINK-5591 - Y-Coordinate,STARLINK-6264 - Y-Coordinate,STARLINK-5383 - Y-Coordinate,STARLINK-3317 - Y-Coordinate,STARLINK-3096 - Y-Coordinate,STARLINK-3130 - Y-Coordinate,STARLINK-4335 - Y-Coordinate,STARLINK-5333 - Y-Coordinate,STARLINK-3949 - Y-Coordinate,STARLINK-2227 - Y-Coordinate,STARLINK-1305 - Y-Coordinate,STARLINK-30906 - Y-Coordinate,STARLINK-5031 - Y-Coordinate,STARLINK-31328 - Y-Coordinate,STARLINK-3568 - Y-Coordinate,STARLINK-3629 - Y-Coordinate,STARLINK-5167 - Y-Coordinate,STARLINK-1574 - Y-Coordinate,STARLINK-31642 - Y-Coordinate,STARLINK-1741 - Y-Coordinate,STARLINK-6360 - Y-Coordinate,STARLINK-32142 - Y-Coordinate,STARLINK-31721 - Y-Coordinate,STARLINK-30124 - Y-Coordinate,STARLINK-1190 - Y-Coordinate,STARLINK-3734 - Y-Coordinate,STARLINK-2518 - Y-Coordinate,STARLINK-1895 - Y-Coordinate,STARLINK-4515 - Y-Coordinate,STARLINK-4012 - Y-Coordinate,STARLINK-3312 - Y-Coordinate,STARLINK-6098 - Y-Coordinate,STARLINK-31276 - Y-Coordinate,STARLINK-31694 - Y-Coordinate,STARLINK-4277 - Y-Coordinate,STARLINK-30411 - Y-Coordinate,STARLINK-31903 - Y-Coordinate,STARLINK-30212 - Y-Coordinate,STARLINK-2681 - Y-Coordinate,STARLINK-6259 - Y-Coordinate,STARLINK-31504 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,STARLINK-6351 - Y-Coordinate,STARLINK-3159 - Y-Coordinate,STARLINK-31568 - Y-Coordinate,STARLINK-4285 - Y-Coordinate,STARLINK-30365 - Y-Coordinate,STARLINK-2065 - Y-Coordinate,STARLINK-5447 - Y-Coordinate,STARLINK-2750 - Y-Coordinate,STARLINK-31608 - Y-Coordinate,STARLINK-31420 - Y-Coordinate,STARLINK-2722 - Y-Coordinate,STARLINK-3868 - Y-Coordinate,STARLINK-3004 - Y-Coordinate,STARLINK-3243 - Y-Coordinate,STARLINK-1598 - Y-Coordinate,STARLINK-31242 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-30781 - Z-Coordinate,STARLINK-1980 - Z-Coordinate,STARLINK-3574 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-2485 - Z-Coordinate,STARLINK-3769 - Z-Coordinate,STARLINK-30972 - Z-Coordinate,STARLINK-31416 - Z-Coordinate,STARLINK-31197 - Z-Coordinate,STARLINK-5526 - Z-Coordinate,STARLINK-5734 - Z-Coordinate,STARLINK-2593 - Z-Coordinate,STARLINK-5267 - Z-Coordinate,STARLINK-1735 - Z-Coordinate,STARLINK-11210 [DTC] - Z-Coordinate,STARLINK-3160 - Z-Coordinate,STARLINK-5945 - Z-Coordinate,STARLINK-32080 - Z-Coordinate,STARLINK-3615 - Z-Coordinate,STARLINK-31126 - Z-Coordinate,STARLINK-6365 - Z-Coordinate,STARLINK-4646 - Z-Coordinate,STARLINK-3133 - Z-Coordinate,STARLINK-1142 - Z-Coordinate,STARLINK-30283 - Z-Coordinate,STARLINK-11126 [DTC] - Z-Coordinate,STARLINK-1737 - Z-Coordinate,STARLINK-31173 - Z-Coordinate,STARLINK-30370 - Z-Coordinate,STARLINK-4526 - Z-Coordinate,STARLINK-4433 - Z-Coordinate,STARLINK-31502 - Z-Coordinate,STARLINK-31546 - Z-Coordinate,STARLINK-4379 - Z-Coordinate,STARLINK-4072 - Z-Coordinate,STARLINK-4707 - Z-Coordinate,STARLINK-2092 - Z-Coordinate,STARLINK-4446 - Z-Coordinate,STARLINK-30194 - Z-Coordinate,STARLINK-5241 - Z-Coordinate,STARLINK-1275 - Z-Coordinate,STARLINK-3230 - Z-Coordinate,STARLINK-5591 - Z-Coordinate,STARLINK-6264 - Z-Coordinate,STARLINK-5383 - Z-Coordinate,STARLINK-3317 - Z-Coordinate,STARLINK-3096 - Z-Coordinate,STARLINK-3130 - Z-Coordinate,STARLINK-4335 - Z-Coordinate,STARLINK-5333 - Z-Coordinate,STARLINK-3949 - Z-Coordinate,STARLINK-2227 - Z-Coordinate,STARLINK-1305 - Z-Coordinate,STARLINK-30906 - Z-Coordinate,STARLINK-5031 - Z-Coordinate,STARLINK-31328 - Z-Coordinate,STARLINK-3568 - Z-Coordinate,STARLINK-3629 - Z-Coordinate,STARLINK-5167 - Z-Coordinate,STARLINK-1574 - Z-Coordinate,STARLINK-31642 - Z-Coordinate,STARLINK-1741 - Z-Coordinate,STARLINK-6360 - Z-Coordinate,STARLINK-32142 - Z-Coordinate,STARLINK-31721 - Z-Coordinate,STARLINK-30124 - Z-Coordinate,STARLINK-1190 - Z-Coordinate,STARLINK-3734 - Z-Coordinate,STARLINK-2518 - Z-Coordinate,STARLINK-1895 - Z-Coordinate,STARLINK-4515 - Z-Coordinate,STARLINK-4012 - Z-Coordinate,STARLINK-3312 - Z-Coordinate,STARLINK-6098 - Z-Coordinate,STARLINK-31276 - Z-Coordinate,STARLINK-31694 - Z-Coordinate,STARLINK-4277 - Z-Coordinate,STARLINK-30411 - Z-Coordinate,STARLINK-31903 - Z-Coordinate,STARLINK-30212 - Z-Coordinate,STARLINK-2681 - Z-Coordinate,STARLINK-6259 - Z-Coordinate,STARLINK-31504 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,STARLINK-6351 - Z-Coordinate,STARLINK-3159 - Z-Coordinate,STARLINK-31568 - Z-Coordinate,STARLINK-4285 - Z-Coordinate,STARLINK-30365 - Z-Coordinate,STARLINK-2065 - Z-Coordinate,STARLINK-5447 - Z-Coordinate,STARLINK-2750 - Z-Coordinate,STARLINK-31608 - Z-Coordinate,STARLINK-31420 - Z-Coordinate,STARLINK-2722 - Z-Coordinate,STARLINK-3868 - Z-Coordinate,STARLINK-3004 - Z-Coordinate,STARLINK-3243 - Z-Coordinate,STARLINK-1598 - Z-Coordinate,STARLINK-31242 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-6472.5120,-760.0653,-3092.1715,2574.6757,-5130.3268,3736.5563,-6690.4839,78.8221,5923.2722,-6240.0415,3911.8931,6394.3327,1056.7857,3341.0162,-3718.6311,-1992.1759,-925.9072,4879.7798,5540.7313,-6470.3637,815.1085,-4455.7901,602.3493,3888.0467,844.6271,0.0000,-6101.8247,-3034.5216,-5357.8828,-4239.1171,-794.9587,3374.6119,-106.4972,3381.1692,4216.9447,-3862.2534,3321.5064,409.8719,-1101.2197,148.1373,-5740.6507,-3617.0351,-3254.8107,5559.4972,-1247.6118,1843.9901,-3783.6453,-242.7607,-777.7073,-5130.0848,4656.4166,-3762.8877,-972.0349,3662.9725,-2087.0544,2075.7921,4135.1824,-2154.2892,-5312.3449,3802.4441,-1473.6249,-4434.1191,780.8775,-3764.1972,6190.1477,6523.2024,875.5811,-2637.9992,3556.3923,-5016.6539,-1797.5469,-3893.3612,-845.4755,5104.3739,-993.1980,2804.8921,-5587.9764,5614.5681,-4840.7762,2926.5165,-2717.9452,6421.6898,2917.4890,5540.0428,2295.2008,-2348.0956,-4805.8986,406.7034,-3231.3938,-2431.6790,-811.1923,-613.5340,-2444.9645,-606.8425,-4251.5691,4455.7728,309.2992,-6300.3253,4488.9122,5834.3635,-266306.0585,-287584.5166,-282236.2973,-278355.1677,-285357.4650,-282776.8673,-277257.2072,-279455.5810,-203680907.7063,-203690726.2355,-203702311.2373,-203690951.3559,-278591.4176,-203681333.3464,-474.6419,6855.1667,-3383.6520,-5564.5748,4056.2072,-2934.7506,-1447.3614,-6680.9111,3072.0248,774.3356,-5707.2132,-1740.6800,-4962.5962,-5197.2699,1578.4794,4801.3292,6158.5179,1175.1907,-4130.0941,-927.8795,6875.6229,1858.8959,-5339.2266,-3511.5442,6716.2239,0.0000,1848.8834,5271.7033,-1252.8348,2682.7611,4337.7547,-5330.4987,-6273.7573,-1164.7511,1900.8428,2095.4486,-2550.0180,5547.4239,6057.7624,-5937.5209,720.6337,-2004.2198,-6138.9961,-570.9929,-4953.3264,-4005.3641,243.8527,6764.1881,-631.7212,-978.7025,2575.2202,2663.5614,-4651.2878,5791.0186,-3579.5175,3649.2455,183.6654,5681.1861,1877.6689,3743.1158,4039.4407,5119.0140,6884.6689,-3248.9730,1476.4978,680.3168,4769.6055,3223.9263,4643.7460,-4042.3941,4369.2292,2843.1416,4729.6747,4690.8049,-4956.4497,-3139.1064,-3918.9262,2721.1361,1704.9247,5462.4323,-4075.9657,-790.6040,-5930.5322,-3737.6698,-6324.7142,4460.9909,-1548.2230,4197.6134,-4174.7234,4776.8415,-6856.2971,-5203.6943,3911.9509,-4041.3314,424.8503,4860.5949,6878.9345,1842.2190,-100.6037,2863.7814,-222828.5943,-246790.1619,-224388.6100,-223552.5077,-228453.9812,-226793.1880,-233221.9574,-228531.4018,275551837.4444,275525313.6947,275518395.9748,275523370.7718,-229233.6025,275532858.0372,2426.7437,330.1370,-5172.7870,-2822.3407,-2168.2992,5009.6504,997.5921,-1338.1837,-1594.9817,-2958.1769,443.8422,1812.1340,4742.5484,3071.4842,5376.8417,4550.5541,-3057.3962,4605.5565,-63.9335,-2071.5612,-412.0829,4940.2063,-4364.8948,-4345.0556,-1059.6137,0.0000,2633.7523,-3173.1740,4196.2233,-4747.4931,-5352.2692,-2601.3867,-2689.1036,5892.9440,-5141.1535,5330.6224,5469.2062,4131.5333,3188.3449,-3541.5189,-3380.2443,5522.1795,-313.9907,-4104.2957,4685.0311,-5309.8554,5821.3507,1390.7372,-6871.0646,4547.9488,4242.8961,-5159.4812,5008.5215,-1123.8414,-5535.8652,5395.0334,5530.5467,3282.4659,-4008.1785,-4377.7464,-5308.5861,-1385.5243,-255.1608,-4695.7540,2441.0198,-2209.1932,4849.9420,-5522.0441,3208.6518,2180.7588,-5054.8450,4943.1092,-4977.8311,26.7184,-4643.5192,-5314.9940,1079.6960,-3027.0007,4496.5652,3098.3732,4867.6496,2482.9334,-1671.6922,-1773.3884,1665.9510,4719.4054,-4597.0214,-5480.4782,4489.4398,-4355.0765,-250.6765,4489.3796,5017.7597,5450.4552,5432.3073,2059.4432,861.3167,2186.3588,-5001.4166,-2176.1475,-178907.5166,-182818.7196,-183559.4078,-177456.0059,-177881.9729,-188495.3749,-189696.3477,-181192.6150,-62200738.7140,-62224204.0736,-62199057.8131,-62193307.6237,-182574.5334,-62193190.1047,
300.000,-6769.7943,485.8989,-3903.1465,887.9459,-3644.5598,1785.0643,-6363.1810,-1455.9716,6041.0465,-4965.1987,2548.0531,6191.6994,-223.6624,1606.5443,-2782.2535,-714.1703,692.0765,4975.5393,4537.0222,-5946.5202,2266.7203,-2784.8140,-908.4113,3269.7728,1986.1523,0.0000,-6043.9924,-1088.4892,-6072.0674,-2368.6932,-960.9743,2102.6867,-1763.5864,1633.3025,5480.1670,-2215.9468,2093.0472,-29.0860,518.4149,-1332.7901,-6069.3124,-4451.0420,-3678.2472,5664.1125,-3200.2601,203.2360,-2071.3922,975.2414,1251.8037,-5637.6424,4425.8336,-1891.8457,-2600.6511,4889.4778,-3836.8968,3997.8695,4022.7591,-449.6571,-5385.5934,5388.2407,712.7995,-3046.1889,2229.8097,-4081.6023,6744.2781,5924.5606,2746.6827,-754.5739,4033.6896,-5141.1924,318.8738,-1966.9156,1152.3801,5859.8006,-2999.5664,806.1965,-6232.9724,5579.9925,-3594.2415,4024.9251,-3637.7640,5420.5504,1535.3700,4190.5615,861.6782,-1132.0423,-5025.4962,2512.0332,-4456.8823,-1294.1251,-1953.9308,-2322.2763,-1141.7441,-2723.2142,-4270.2838,5513.2413,-143.2252,-5100.7285,3493.8303,5846.5324,-261490.2014,-282335.5605,-277238.4121,-273413.5373,-280475.7618,-277928.5169,-272353.5886,-274402.5860,-209647391.9224,-209656835.0732,-209668314.7161,-209656966.7348,-273680.7098,-209647775.5791,1107.5955,6558.4132,-1395.2708,-5207.6419,4531.8313,-3776.2105,-129.6103,-6651.8609,1379.1281,1353.6588,-6355.7298,-2981.5544,-3603.5007,-5071.7621,3545.0168,6036.7812,6681.4969,-998.9679,-4874.5485,759.9149,6455.4779,3150.8275,-6158.5411,-5149.6716,5947.0299,0.0000,3199.9449,5374.7787,563.8064,3580.9350,2345.8815,-6382.3868,-5397.0793,81.2880,397.8472,3510.5461,-4284.2318,6592.2356,6652.0200,-4867.5909,2213.9220,-4.8317,-5620.0100,-2490.1708,-4040.8225,-5206.8128,1488.5380,6829.7675,-1641.1051,1013.6958,579.0748,3711.6988,-3283.4680,4910.7196,-2313.6905,2779.7567,-1975.5182,5175.5393,3502.0277,3045.5863,4068.5074,5409.5790,6437.1887,-1185.8829,-58.0671,-989.8880,5046.4714,4302.0632,2875.5220,-2461.8628,4164.1155,3712.3694,4040.4788,3360.7875,-4142.9798,-4055.6846,-2894.8709,817.0363,3481.8590,3887.4907,-2186.5290,-2307.2107,-6639.3009,-4343.3345,-6877.8665,5827.6116,613.1423,4147.9992,-2416.1992,6073.4797,-6310.0848,-5652.3739,5378.7032,-3543.0456,2515.2594,4155.8008,6802.0563,2832.6809,-2038.4080,1079.5143,-228241.1045,-252739.9335,-230115.5528,-229402.4333,-234278.8037,-232615.7256,-238956.0573,-234774.3912,271040267.7666,271013744.5563,271006243.2550,271011353.4975,-235042.3918,271021205.9675,988.5240,2098.6280,-5530.8374,-4202.3904,-3696.8671,5496.4533,2704.9040,208.8981,-2947.1951,-4671.5929,-1097.8480,19.8024,5929.8125,4390.6407,4993.5126,3286.3855,-1731.0115,4543.9340,-1853.2438,-3330.8539,1128.9325,5478.8021,-3027.1028,-3017.1610,-2765.4840,0.0000,918.3437,-4123.5911,3273.8901,-5410.8462,-6455.3689,-1182.2104,-3791.9040,6694.3675,-4199.3260,5521.0356,4972.1249,2142.6164,1892.8067,-4728.3117,-1774.4248,5271.2866,1796.9507,-3128.2667,4634.2291,-4525.9450,6460.0482,-419.7003,-6629.8430,3894.3477,5134.8278,-5524.5170,5487.0215,416.6300,-5267.0535,4799.6881,5257.2277,4547.0611,-2556.3134,-3052.5350,-5441.3551,-3042.6080,1281.2641,-5357.9776,996.7463,-3438.8067,3748.0465,-5363.8342,4465.4624,3706.7451,-5516.8009,5478.2313,-5496.6724,1550.3259,-4577.4868,-5373.1671,-737.0879,-4036.4080,4637.9927,4083.2002,5446.6769,3647.1280,-143.9741,-3375.7931,149.9037,3530.9211,-4582.4148,-4930.0050,4724.5571,-3021.3055,-2028.4478,3208.1244,4030.9268,5142.8705,4818.4266,284.1583,-1380.6964,3714.4704,-5367.9451,-3411.9519,-178932.8738,-182878.0896,-183511.8668,-177635.2353,-177797.1364,-188343.9728,-189893.3550,-181009.9465,-62194334.5568,-62217947.2744,-62193162.3895,-62187471.6843,-182618.5081,-62186994.1758,
600.000,-6412.9980,1706.7988,-4386.5365,-927.8986,-1776.4294,-328.0322,-5413.1359,-2843.7285,5574.4017,-3191.3445,928.4312,5360.5528,-1547.0804,-316.6697,-1601.2565,599.2831,2227.6757,4607.9416,3068.8858,-4843.0718,3509.4988,-866.3304,-2299.3052,2344.1859,2956.1609,0.0000,-5386.0612,983.1769,-6215.8520,-277.3176,-932.8011,627.9857,-3274.7184,-342.9148,6223.1859,-387.7211,705.4884,-494.8957,2070.9253,-2728.1869,-5743.1736,-4893.3750,-3749.3691,5245.4177,-4860.8599,-1417.4318,-193.9926,2100.6239,3188.0182,-5629.6736,3788.3761,141.7013,-4016.3231,5646.8996,-5236.2593,5521.2178,3569.6300,1335.9073,-4944.8165,6430.1072,2826.8346,-1333.4159,3474.7607,-4041.6737,6611.0708,4765.1742,4315.1568,1170.3597,4116.0762,-4762.7697,2417.9973,139.2733,3065.1310,6057.0759,-4721.8645,-1251.7433,-6260.2078,5039.2131,-2018.5566,4772.1898,-4254.6462,3904.9970,-2.4139,2410.3867,-653.9017,158.2369,-4780.5279,4358.9369,-5290.6859,-61.0914,-2924.6245,-3773.1538,236.5003,-4564.1550,-3917.9087,6018.2588,-561.0432,-3393.8330,2173.9344,5297.3503,-256566.5518,-276963.2014,-272117.9279,-268349.1793,-275470.4185,-272956.0808,-267332.5802,-269153.8016,-215513976.6259,-215523048.0916,-215534398.9547,-215523053.6644,-268648.9632,-215514314.7348,2573.2215,5609.3763,713.9490,-4329.0076,4590.9184,-4301.4823,1229.9741,-5941.1344,-472.5755,1857.2291,-6394.1058,-3919.4565,-1921.4655,-4480.0405,5146.6999,6681.4513,6564.1451,-3067.3917,-5150.1791,2399.9913,5408.1184,4183.7117,-6383.9777,-6243.3581,4569.7042,0.0000,4221.4726,4977.4060,2301.4823,4182.2142,103.0753,-6782.3414,-3989.9597,1237.1015,-1103.7423,4625.7461,-5612.8121,6916.0927,6609.1770,-3340.5132,3446.5095,1967.1323,-4519.4035,-4151.6593,-2778.5413,-5919.8518,2655.1740,6213.4462,-2390.9805,2887.2473,-1500.9745,4449.7777,-1629.9337,3553.5589,-869.7068,1678.4553,-3935.4798,4190.3787,4759.1345,2077.5577,3741.3353,5188.5057,5363.7269,1002.0009,-1576.9398,-2592.9443,4845.6693,5004.6023,777.7387,-598.8492,3607.5364,4271.6005,3006.1710,1693.8921,-2958.3894,-4601.8774,-1574.7595,-1186.3268,4933.2481,1939.3016,-96.2848,-3633.4676,-6668.8651,-4552.6670,-6763.9933,6623.3253,2707.0113,3741.7425,-446.1573,6769.1019,-5132.5849,-5561.6462,6304.0355,-2735.8552,4343.8613,3038.6981,5985.6376,3583.8638,-3790.2600,-835.1432,-233550.6363,-258577.1408,-235740.5100,-235148.9379,-239999.8871,-238337.1119,-244584.3101,-240925.0183,266399522.0185,266373012.4115,266364931.4940,266370191.5695,-240746.0204,266380379.2395,-555.6870,3639.5539,-5293.5091,-5096.3672,-4823.0334,5389.4677,4120.5829,1732.3840,-3974.2540,-5889.8826,-2522.0802,-1774.7310,6487.5372,5233.6339,4027.0844,1667.2915,-219.6024,3970.8838,-3442.4017,-4222.2156,2549.1043,5426.2891,-1363.9879,-1348.2588,-4165.0387,0.0000,-896.8316,-4619.5020,1999.6467,-5490.5425,-6871.6263,369.7262,-4470.4626,6770.2752,-2805.4187,5116.1180,3934.1415,-75.7806,394.8259,-5406.4283,41.6160,4449.6956,3717.1242,-1817.6440,4088.1698,-3252.1171,6414.3845,-2184.8000,-5685.9505,2823.3074,5447.2995,-5296.7731,5372.6491,1912.6375,-4431.8364,3670.2454,4416.9361,5319.8901,-828.6667,-1396.3104,-4967.6717,-4371.5316,2680.4026,-5424.9385,-559.7592,-4298.8442,2232.6688,-4629.4455,5187.9748,4812.9522,-5386.8065,5421.5942,-5425.5273,2907.7588,-4007.7926,-4818.8940,-2474.2340,-4614.8118,4259.9817,4630.5552,5437.6770,4420.6559,1399.9455,-4614.4408,-1382.2168,1960.6787,-4055.7976,-3849.2001,4454.4690,-1360.5477,-3586.9545,1579.0884,2591.3034,4257.2651,3685.4743,-1521.8889,-3475.5117,4842.6536,-5107.2537,-4270.3654,-178958.6704,-182937.3435,-183462.5239,-177819.5125,-177715.8315,-188186.5544,-190084.7800,-180951.3947,-62187926.9712,-62211687.0768,-62187265.5272,-62181634.8852,-182662.3818,-62180798.1378,
