sl_5_86400_20260303 Coordinates.csv
2026/03/03 07:47:00.0000 UTC

Generated: Tue Oct  8 16:59:27 2024,
Start: 2026/03/03 07:47:00.00, Stop: 2026/03/04 07:47:00.00,
TIME_UNITS,STARLINK-11229 [DTC] - X-Coordinate,STARLINK-1066 - X-Coordinate,STARLINK-1171 - X-Coordinate,STARLINK-5142 - X-Coordinate,STARLINK-31323 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-11229 [DTC] - Y-Coordinate,STARLINK-1066 - Y-Coordinate,STARLINK-1171 - Y-Coordinate,STARLINK-5142 - Y-Coordinate,STARLINK-31323 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-11229 [DTC] - Z-Coordinate,STARLINK-1066 - Z-Coordinate,STARLINK-1171 - Z-Coordinate,STARLINK-5142 - Z-Coordinate,STARLINK-31323 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-278.5703,4856.0412,4612.0878,-4711.3495,-4823.3997,162562.3263,153447.7835,161046.9427,165029.5000,157493.7289,160274.4358,164973.2837,164864.7031,-195084161.8325,-195129895.4706,-195112244.9313,-195099063.9422,164121.1839,-195101433.7697,4058.5504,-4238.3293,-3023.5021,-4933.8070,4388.0710,-335689.9075,-347495.6124,-336209.8389,-335824.6135,-339850.1168,-338502.1512,-345556.5334,-343064.2450,280587130.6262,280539614.7580,280566345.6657,280572345.9739,-341431.9493,280577634.0185,-5269.9811,2533.6550,-4050.1436,-1126.0512,-2059.8278,48607.2468,47604.4362,48050.5586,54193.2760,53728.9703,43113.5005,41945.3298,48694.2033,-74435279.6439,-74440791.7027,-74459058.0223,-74448320.2455,49054.3921,-74440653.2087,
3600.000,-4973.8571,-3890.9785,-159.3397,5227.0343,3265.9354,242126.7840,236612.6205,242993.9966,246160.4866,237984.3442,240499.8057,245486.1199,243722.0172,-261098232.0147,-261132478.4938,-261118322.8879,-261108541.1151,244839.1604,-261114394.3482,-2944.1745,5455.0123,4177.2086,3209.7195,-5407.4891,-289210.7723,-295928.1309,-283712.9801,-284676.3424,-288224.2947,-286997.0502,-292771.9255,-288374.1299,220490924.7951,220436977.2421,220469893.3479,220484172.2837,-289569.3044,220481318.6953,3286.5926,1760.2077,5403.4893,-3191.0658,-2618.9754,46649.0789,45885.9429,47534.5711,50523.5820,53359.6060,44173.5372,38763.5660,48021.1268,-74361322.5401,-74371875.2883,-74389009.8845,-74373249.0120,47367.4957,-74369315.1864,
7200.000,6300.2405,865.6456,-3906.7275,-4179.9706,562.3389,313111.9905,303978.5168,309570.2048,311918.0044,303174.6617,306688.9283,309993.4254,311402.6851,-309296980.3141,-309318490.5462,-309310103.9272,-309312210.9889,310011.1109,-309312176.9021,789.8659,-4718.2502,-4833.8540,502.9902,4188.8767,-220465.6447,-224516.4714,-213032.3154,-215838.7374,-217982.9887,-217404.5871,-221486.7091,-219790.3741,145346971.1861,145290148.9262,145329394.9058,145344619.2179,-219020.8286,145337775.8996,1976.8211,-5003.9798,-2861.5404,5473.3045,5364.5811,46234.7775,44247.8381,46969.4154,45939.7251,52495.4837,46103.1208,36282.8151,44779.2268,-74287862.8987,-74302925.8792,-74318053.8772,-74294343.8252,45676.2068,-74297957.0055,
10800.000,-3064.4565,3222.3846,5455.7904,2843.5891,-4850.3568,360935.8489,351098.2479,356521.7793,356615.8820,348760.7317,356979.7244,354454.2425,354097.8989,-336390620.3064,-336399316.7903,-336399431.5484,-336411025.3672,355418.8854,-336405233.3249,2664.3389,3272.3942,3722.8365,-4582.9015,-2334.9358,-131206.3683,-137609.2459,-128600.3834,-135772.5499,-133492.3812,-134024.0474,-136434.7786,-134081.5231,60282414.1717,60226411.0026,60271147.9357,60274617.4648,-134276.3281,60274010.2477,-5275.6266,5179.1200,-1780.1859,-4329.1452,-4219.0807,45705.6406,42779.2646,46053.4551,42192.4929,51152.0816,46070.9691,34452.5742,45139.0846,-74215036.8403,-74233931.8886,-74246011.0353,-74218666.9873,43980.6902,-74226578.6913,
14400.000,-1398.6474,-6269.2401,-4532.3865,-1534.7524,6812.5439,382513.1344,375651.9029,380781.5899,377321.9754,371721.1661,382675.3335,376166.7855,379320.4894,-340529466.6008,-340526380.5276,-340537729.8984,-340548720.8482,378104.8023,-340544016.1502,-5626.5792,-1954.7675,-271.7928,6724.5284,572.0350,-33247.1543,-40132.3749,-35719.2382,-45493.6412,-40095.9255,-40665.5508,-43117.5482,-40521.3100,-28898379.0604,-28950124.0917,-28902084.7928,-28913549.6759,-40748.0033,-28905850.4512,3254.9741,-2218.3877,5105.4779,436.4920,-23.9752,44752.3457,41839.7504,44577.9359,42723.4014,49320.7199,40721.3141,33261.0513,40947.9376,-74142938.1494,-74164882.0821,-74172694.6229,-74147474.4535,42281.1104,-74155180.2694,
18000.000,3847.6355,6583.5850,2685.3753,-308.5126,-5158.3158,377725.0995,379073.1107,380672.6006,375057.5892,370519.8996,381381.5827,373900.2826,375829.0661,-321430234.3865,-321417316.0495,-321441917.5919,-321444078.3799,376564.8608,-321445241.9537,5036.1576,440.6214,-4128.3992,-5821.5609,1480.3393,66186.8044,58426.7152,59725.7413,49542.6780,56253.3481,56168.3019,52551.4498,55023.6835,-116109912.7849,-116154540.4487,-116106924.2505,-116128748.4290,55575.4134,-116116586.7359,2014.0828,-2118.7802,-4751.0995,3707.0134,4227.0165,43574.7917,41486.2807,42482.9746,43408.3006,46964.7791,35768.6696,32732.0944,42098.1216,-74071612.2023,-74095765.3738,-74097946.7330,-74078884.6661,40577.6322,-74083761.7651,
21600.000,-4043.5309,-4253.4801,-901.8494,3060.2286,1245.9554,347599.2101,356727.1462,356058.6537,349295.3744,345237.5479,354969.5611,347935.7668,351259.3579,-280395430.4393,-280375274.6338,-280413488.4366,-280403520.1568,350848.8721,-280411281.9960,-286.6647,1848.1278,6713.9643,2794.3564,-4052.4283,160408.4551,151827.1768,151607.7763,141878.3047,149396.8597,149382.2863,144652.8239,149207.7689,-195400862.9946,-195436315.3842,-195394205.3786,-195418200.0726,148512.4931,-195407115.3465,-5281.0235,5139.6378,930.7082,-5536.7176,-5367.3306,42250.9558,40274.0769,39873.6523,43545.4474,44008.6229,31760.9142,32930.1370,37252.3327,-74001053.0302,-74026570.6338,-74021728.6299,-74011492.9719,38870.4201,-74012323.2039,
25200.000,3035.0226,939.3171,-1032.6042,-5713.7400,2326.5775,294613.9215,310519.3774,308409.6318,301245.0599,297662.2787,305760.4836,300007.5248,302710.5251,-220224508.1395,-220200044.3446,-220249615.2612,-220230014.9135,302560.8114,-220241352.7574,-4960.9990,-4656.5081,-5754.5082,387.1588,5886.1000,243284.6758,236735.6304,233955.0453,225225.7822,233386.7049,232746.8318,227735.8037,231545.7595,-261360231.3379,-261385354.9272,-261354380.0931,-261372091.9821,232086.2916,-261366580.0664,3222.8801,-5049.1491,3541.0701,3861.5862,2576.6473,40819.5622,38748.5287,36991.8970,43151.9940,40314.8686,28555.4595,33966.4967,38857.7625,-73931203.7074,-73957286.4987,-73944285.5040,-73944263.8465,37159.6386,-73940864.6114,
28800.000,-890.2608,1655.0796,3539.7312,6478.4631,-4001.5842,222607.3968,243784.7911,240745.6892,233750.4033,231569.5147,237225.0507,233157.5291,234363.8095,-145022851.7126,-144997046.1921,-145052715.0277,-145031149.8662,234759.1151,-145040562.2636,6262.6821,6462.5181,2100.6440,-2401.8207,-5137.9499,309553.3985,307666.6078,301374.2816,294068.4551,302802.6248,300901.9606,297580.8111,301263.6780,-309486625.2493,-309501162.6002,-309485893.6814,-309492096.0855,300909.3185,-309493594.6020,2051.5662,1863.2884,-5466.7400,225.5980,2073.0198,39303.0880,37089.0403,34151.6911,42264.7774,35708.0157,26051.9858,35873.3072,33729.0449,-73861960.0397,-73887901.1775,-73866308.5858,-73876129.7540,35445.4523,-73869386.0128,
