sl_100_5400_20260613 Coordinates.csv
2026/06/13 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:34 2024,
Start: 2026/06/13 07:47:00.00, Stop: 2026/06/13 09:17:00.00,
TIME_UNITS,STARLINK-31304 - X-Coordinate,STARLINK-3195 - X-Coordinate,STARLINK-4338 - X-Coordinate,STARLINK-4714 - X-Coordinate,STARLINK-2141 - X-Coordinate,STARLINK-5626 - X-Coordinate,STARLINK-4370 - X-Coordinate,STARLINK-31243 - X-Coordinate,STARLINK-2211 - X-Coordinate,STARLINK-1460 - X-Coordinate,STARLINK-2134 - X-Coordinate,STARLINK-1256 - X-Coordinate,STARLINK-6357 - X-Coordinate,STARLINK-6247 - X-Coordinate,STARLINK-4565 - X-Coordinate,STARLINK-4637 - X-Coordinate,STARLINK-31122 - X-Coordinate,STARLINK-5843 - X-Coordinate,STARLINK-3360 - X-Coordinate,STARLINK-3446 - X-Coordinate,STARLINK-4058 - X-Coordinate,STARLINK-30528 - X-Coordinate,STARLINK-31526 - X-Coordinate,STARLINK-31448 - X-Coordinate,STARLINK-1651 - X-Coordinate,STARLINK-1878 - X-Coordinate,STARLINK-31758 - X-Coordinate,STARLINK-31460 - X-Coordinate,STARLINK-4064 - X-Coordinate,STARLINK-4343 - X-Coordinate,STARLINK-3312 - X-Coordinate,STARLINK-31423 - X-Coordinate,STARLINK-31935 - X-Coordinate,STARLINK-30321 - X-Coordinate,STARLINK-30235 - X-Coordinate,STARLINK-11270 [DTC] - X-Coordinate,STARLINK-6113 - X-Coordinate,STARLINK-4191 - X-Coordinate,STARLINK-11228 [DTC] - X-Coordinate,STARLINK-30887 - X-Coordinate,STARLINK-32128 - X-Coordinate,STARLINK-3331 - X-Coordinate,STARLINK-5218 - X-Coordinate,STARLINK-31669 - X-Coordinate,STARLINK-1443 - X-Coordinate,STARLINK-3704 - X-Coordinate,STARLINK-3850 - X-Coordinate,STARLINK-2704 - X-Coordinate,STARLINK-3349 - X-Coordinate,STARLINK-1060 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-5880 - X-Coordinate,STARLINK-6253 - X-Coordinate,STARLINK-5882 - X-Coordinate,STARLINK-31377 - X-Coordinate,STARLINK-32029 - X-Coordinate,STARLINK-3783 - X-Coordinate,STARLINK-5838 - X-Coordinate,STARLINK-3069 - X-Coordinate,STARLINK-30450 - X-Coordinate,STARLINK-6206 - X-Coordinate,STARLINK-4715 - X-Coordinate,STARLINK-2518 - X-Coordinate,STARLINK-1300 - X-Coordinate,STARLINK-3190 - X-Coordinate,STARLINK-3890 - X-Coordinate,STARLINK-31876 - X-Coordinate,STARLINK-5023 - X-Coordinate,STARLINK-6321 - X-Coordinate,STARLINK-31765 - X-Coordinate,STARLINK-4466 - X-Coordinate,STARLINK-5484 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-2699 - X-Coordinate,STARLINK-31898 - X-Coordinate,STARLINK-30571 - X-Coordinate,STARLINK-6356 - X-Coordinate,STARLINK-1609 - X-Coordinate,STARLINK-2485 - X-Coordinate,STARLINK-3832 - X-Coordinate,STARLINK-3700 - X-Coordinate,STARLINK-30144 - X-Coordinate,STARLINK-2321 - X-Coordinate,STARLINK-2093 - X-Coordinate,STARLINK-31954 - X-Coordinate,STARLINK-32154 - X-Coordinate,STARLINK-3639 - X-Coordinate,STARLINK-4520 - X-Coordinate,STARLINK-3145 - X-Coordinate,STARLINK-30798 - X-Coordinate,STARLINK-30968 - X-Coordinate,STARLINK-30796 - X-Coordinate,STARLINK-31430 - X-Coordinate,STARLINK-5934 - X-Coordinate,STARLINK-31866 - X-Coordinate,STARLINK-4619 - X-Coordinate,STARLINK-31459 - X-Coordinate,STARLINK-1996 - X-Coordinate,STARLINK-30709 - X-Coordinate,STARLINK-11115 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-31304 - Y-Coordinate,STARLINK-3195 - Y-Coordinate,STARLINK-4338 - Y-Coordinate,STARLINK-4714 - Y-Coordinate,STARLINK-2141 - Y-Coordinate,STARLINK-5626 - Y-Coordinate,STARLINK-4370 - Y-Coordinate,STARLINK-31243 - Y-Coordinate,STARLINK-2211 - Y-Coordinate,STARLINK-1460 - Y-Coordinate,STARLINK-2134 - Y-Coordinate,STARLINK-1256 - Y-Coordinate,STARLINK-6357 - Y-Coordinate,STARLINK-6247 - Y-Coordinate,STARLINK-4565 - Y-Coordinate,STARLINK-4637 - Y-Coordinate,STARLINK-31122 - Y-Coordinate,STARLINK-5843 - Y-Coordinate,STARLINK-3360 - Y-Coordinate,STARLINK-3446 - Y-Coordinate,STARLINK-4058 - Y-Coordinate,STARLINK-30528 - Y-Coordinate,STARLINK-31526 - Y-Coordinate,STARLINK-31448 - Y-Coordinate,STARLINK-1651 - Y-Coordinate,STARLINK-1878 - Y-Coordinate,STARLINK-31758 - Y-Coordinate,STARLINK-31460 - Y-Coordinate,STARLINK-4064 - Y-Coordinate,STARLINK-4343 - Y-Coordinate,STARLINK-3312 - Y-Coordinate,STARLINK-31423 - Y-Coordinate,STARLINK-31935 - Y-Coordinate,STARLINK-30321 - Y-Coordinate,STARLINK-30235 - Y-Coordinate,STARLINK-11270 [DTC] - Y-Coordinate,STARLINK-6113 - Y-Coordinate,STARLINK-4191 - Y-Coordinate,STARLINK-11228 [DTC] - Y-Coordinate,STARLINK-30887 - Y-Coordinate,STARLINK-32128 - Y-Coordinate,STARLINK-3331 - Y-Coordinate,STARLINK-5218 - Y-Coordinate,STARLINK-31669 - Y-Coordinate,STARLINK-1443 - Y-Coordinate,STARLINK-3704 - Y-Coordinate,STARLINK-3850 - Y-Coordinate,STARLINK-2704 - Y-Coordinate,STARLINK-3349 - Y-Coordinate,STARLINK-1060 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-5880 - Y-Coordinate,STARLINK-6253 - Y-Coordinate,STARLINK-5882 - Y-Coordinate,STARLINK-31377 - Y-Coordinate,STARLINK-32029 - Y-Coordinate,STARLINK-3783 - Y-Coordinate,STARLINK-5838 - Y-Coordinate,STARLINK-3069 - Y-Coordinate,STARLINK-30450 - Y-Coordinate,STARLINK-6206 - Y-Coordinate,STARLINK-4715 - Y-Coordinate,STARLINK-2518 - Y-Coordinate,STARLINK-1300 - Y-Coordinate,STARLINK-3190 - Y-Coordinate,STARLINK-3890 - Y-Coordinate,STARLINK-31876 - Y-Coordinate,STARLINK-5023 - Y-Coordinate,STARLINK-6321 - Y-Coordinate,STARLINK-31765 - Y-Coordinate,STARLINK-4466 - Y-Coordinate,STARLINK-5484 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-2699 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-30571 - Y-Coordinate,STARLINK-6356 - Y-Coordinate,STARLINK-1609 - Y-Coordinate,STARLINK-2485 - Y-Coordinate,STARLINK-3832 - Y-Coordinate,STARLINK-3700 - Y-Coordinate,STARLINK-30144 - Y-Coordinate,STARLINK-2321 - Y-Coordinate,STARLINK-2093 - Y-Coordinate,STARLINK-31954 - Y-Coordinate,STARLINK-32154 - Y-Coordinate,STARLINK-3639 - Y-Coordinate,STARLINK-4520 - Y-Coordinate,STARLINK-3145 - Y-Coordinate,STARLINK-30798 - Y-Coordinate,STARLINK-30968 - Y-Coordinate,STARLINK-30796 - Y-Coordinate,STARLINK-31430 - Y-Coordinate,STARLINK-5934 - Y-Coordinate,STARLINK-31866 - Y-Coordinate,STARLINK-4619 - Y-Coordinate,STARLINK-31459 - Y-Coordinate,STARLINK-1996 - Y-Coordinate,STARLINK-30709 - Y-Coordinate,STARLINK-11115 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-31304 - Z-Coordinate,STARLINK-3195 - Z-Coordinate,STARLINK-4338 - Z-Coordinate,STARLINK-4714 - Z-Coordinate,STARLINK-2141 - Z-Coordinate,STARLINK-5626 - Z-Coordinate,STARLINK-4370 - Z-Coordinate,STARLINK-31243 - Z-Coordinate,STARLINK-2211 - Z-Coordinate,STARLINK-1460 - Z-Coordinate,STARLINK-2134 - Z-Coordinate,STARLINK-1256 - Z-Coordinate,STARLINK-6357 - Z-Coordinate,STARLINK-6247 - Z-Coordinate,STARLINK-4565 - Z-Coordinate,STARLINK-4637 - Z-Coordinate,STARLINK-31122 - Z-Coordinate,STARLINK-5843 - Z-Coordinate,STARLINK-3360 - Z-Coordinate,STARLINK-3446 - Z-Coordinate,STARLINK-4058 - Z-Coordinate,STARLINK-30528 - Z-Coordinate,STARLINK-31526 - Z-Coordinate,STARLINK-31448 - Z-Coordinate,STARLINK-1651 - Z-Coordinate,STARLINK-1878 - Z-Coordinate,STARLINK-31758 - Z-Coordinate,STARLINK-31460 - Z-Coordinate,STARLINK-4064 - Z-Coordinate,STARLINK-4343 - Z-Coordinate,STARLINK-3312 - Z-Coordinate,STARLINK-31423 - Z-Coordinate,STARLINK-31935 - Z-Coordinate,STARLINK-30321 - Z-Coordinate,STARLINK-30235 - Z-Coordinate,STARLINK-11270 [DTC] - Z-Coordinate,STARLINK-6113 - Z-Coordinate,STARLINK-4191 - Z-Coordinate,STARLINK-11228 [DTC] - Z-Coordinate,STARLINK-30887 - Z-Coordinate,STARLINK-32128 - Z-Coordinate,STARLINK-3331 - Z-Coordinate,STARLINK-5218 - Z-Coordinate,STARLINK-31669 - Z-Coordinate,STARLINK-1443 - Z-Coordinate,STARLINK-3704 - Z-Coordinate,STARLINK-3850 - Z-Coordinate,STARLINK-2704 - Z-Coordinate,STARLINK-3349 - Z-Coordinate,STARLINK-1060 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-5880 - Z-Coordinate,STARLINK-6253 - Z-Coordinate,STARLINK-5882 - Z-Coordinate,STARLINK-31377 - Z-Coordinate,STARLINK-32029 - Z-Coordinate,STARLINK-3783 - Z-Coordinate,STARLINK-5838 - Z-Coordinate,STARLINK-3069 - Z-Coordinate,STARLINK-30450 - Z-Coordinate,STARLINK-6206 - Z-Coordinate,STARLINK-4715 - Z-Coordinate,STARLINK-2518 - Z-Coordinate,STARLINK-1300 - Z-Coordinate,STARLINK-3190 - Z-Coordinate,STARLINK-3890 - Z-Coordinate,STARLINK-31876 - Z-Coordinate,STARLINK-5023 - Z-Coordinate,STARLINK-6321 - Z-Coordinate,STARLINK-31765 - Z-Coordinate,STARLINK-4466 - Z-Coordinate,STARLINK-5484 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-2699 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-30571 - Z-Coordinate,STARLINK-6356 - Z-Coordinate,STARLINK-1609 - Z-Coordinate,STARLINK-2485 - Z-Coordinate,STARLINK-3832 - Z-Coordinate,STARLINK-3700 - Z-Coordinate,STARLINK-30144 - Z-Coordinate,STARLINK-2321 - Z-Coordinate,STARLINK-2093 - Z-Coordinate,STARLINK-31954 - Z-Coordinate,STARLINK-32154 - Z-Coordinate,STARLINK-3639 - Z-Coordinate,STARLINK-4520 - Z-Coordinate,STARLINK-3145 - Z-Coordinate,STARLINK-30798 - Z-Coordinate,STARLINK-30968 - Z-Coordinate,STARLINK-30796 - Z-Coordinate,STARLINK-31430 - Z-Coordinate,STARLINK-5934 - Z-Coordinate,STARLINK-31866 - Z-Coordinate,STARLINK-4619 - Z-Coordinate,STARLINK-31459 - Z-Coordinate,STARLINK-1996 - Z-Coordinate,STARLINK-30709 - Z-Coordinate,STARLINK-11115 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,3945.6473,4210.5169,-940.9313,-468.7778,-4057.3614,2620.2214,5429.8925,2038.5237,1238.0409,-518.5457,415.4461,-36.5778,-3372.4119,4155.1513,5486.0845,-3347.2756,-782.7719,-5057.6587,6295.6446,0.1093,4233.7524,1922.7130,1980.3853,-2145.3246,2690.3528,5972.9084,330.4634,6369.0649,-3531.7722,5868.7792,-5229.0434,-4262.9310,-3499.6127,-3221.6126,6135.6654,5971.1598,2501.3309,-261.3702,-1220.8016,-1063.0526,-472.3485,-896.8651,-4056.0375,1313.3630,-5298.8029,4918.7941,-2874.1628,-2503.7202,-3695.4862,275.4299,3407.9944,2340.4802,4622.7447,2807.2059,-5859.3779,3809.9459,6043.1578,2276.0405,6276.7292,4835.2032,-5132.2198,1652.9023,-2407.1088,4074.5334,-3475.1933,-271.3952,-4972.4751,-6227.9404,5405.3477,4220.3393,5741.4672,-4033.9897,-5984.5550,-1853.8365,-1491.6900,-5814.7437,6063.4178,-573.4219,5867.7773,5373.4197,4003.1437,-4185.4371,-4387.4715,2054.5919,4516.1539,603.1123,-364.7487,-1069.2663,4933.6595,4883.0501,5269.1612,5815.9830,-389.2957,3424.7289,-3674.6571,-3786.4259,5113.3973,3644.1456,2930.4452,-3085.5543,-278002.8880,-252665.0826,-274735.0455,-275443.4147,-270149.5041,-271820.4806,-265873.1106,-269943.3870,-271957888.6890,-271966010.7579,-271984238.4484,-271977246.3500,-269704.0600,-271976084.8635,-5363.4304,1777.1861,-1648.7570,-4632.7932,-3699.7659,-3383.1651,-3262.3542,-4542.9394,6613.3445,4382.5953,-5755.5777,-4717.2997,6019.7721,4406.6963,401.1419,-3994.7592,4310.5740,350.1578,-2375.0233,-5066.6688,948.6629,-4880.5147,-5948.2892,4510.9322,3922.4872,-2897.1161,5314.5001,1138.8173,-2216.1789,3702.9401,4324.4583,4994.1752,4993.8144,4756.1129,-2452.9069,3142.4568,5398.1846,5898.8304,-5170.2059,6261.7434,-6793.2564,-6575.7323,-2556.8026,5238.1167,809.6070,1842.7722,3422.0036,-5000.1139,-1896.3623,-5415.9213,-4056.9014,4500.8631,-2775.1393,1833.0369,-1000.0270,-2904.1740,1900.5123,6244.8877,-710.5644,-2002.3858,320.7227,-3844.7850,-5595.2635,-4101.2487,-2296.3785,-4471.7640,-509.3380,2488.4321,-2062.2676,-2979.1196,-2683.7487,-5660.1879,-3094.4805,5997.7703,-5326.6012,3782.8555,-1643.8900,4299.3443,-3487.8882,3232.6293,3654.3759,3184.7992,1685.2093,5706.4303,185.5276,-5176.0638,-6412.6751,4207.5624,659.3914,-1659.8170,762.8473,-529.3954,-6266.1834,-5726.9553,-5369.9423,3952.2102,361.6979,-2137.7655,3017.8767,3807.9262,198475.0888,185580.9058,183194.0981,186578.6723,179818.2262,182202.2097,188187.2139,187072.1095,145382739.8741,145390953.3833,145396258.6939,145384081.4255,186636.3897,145392004.4993,-1477.4984,5150.1931,6666.7103,5095.8410,-4173.6920,5463.6398,-2851.3541,4682.8985,-1574.9832,5308.5339,-3818.5728,-5052.4783,-788.4001,-3389.2382,-4190.6069,4528.4597,5352.8884,4717.6910,-1556.4588,4692.9137,5367.6618,4480.6551,-2693.1230,-4655.7034,-4790.9256,-1967.1618,-4271.3258,-2265.1484,-5525.9427,191.9274,-1342.9700,1831.5167,3027.3800,-3714.3771,2093.9645,88.4420,3547.3399,3592.4724,-4157.9956,-2554.6575,-610.2913,-1931.6488,5022.5118,4122.7904,4361.0085,-4501.2206,-5290.9511,-3809.3521,-5532.7041,4310.6710,4430.2477,-4726.4621,-4362.6263,6087.6789,3372.3043,4830.1258,2736.0947,-1972.0045,-2921.7401,4520.8252,4640.3762,5485.7387,2464.3437,3794.9618,-5528.2316,-5267.8435,-4648.5341,1604.3069,3810.8525,4436.8355,-2823.2522,-9.5650,1718.8327,2880.1632,3980.5366,238.4200,2898.0670,5366.5406,849.2619,-2927.7075,-4292.1020,4507.6157,-5033.8549,3271.6781,-5164.8910,4263.0304,2547.1989,5319.5336,4787.4271,-4602.3946,-4453.7699,-3736.7911,2664.7796,1879.7854,2033.0629,4211.2399,-4502.4164,-5484.9890,-5089.2636,4615.1174,151633.4912,149151.2982,147132.9632,152744.7057,152731.3619,142195.3245,140602.2729,146194.8216,93940194.6864,93963677.6815,93952282.1108,93948571.6368,147887.2118,93939526.4606,
300.000,2694.6215,5430.8883,993.6053,-2389.3260,-4283.6949,666.4078,6155.1850,-29.2121,2461.5905,1422.7880,-1011.7829,-1917.4187,-2774.7797,4833.3878,4454.4691,-5029.3205,1134.4556,-4743.7236,5919.9776,-1741.4034,3983.2405,86.1202,835.8786,-109.7215,4524.2473,5576.4277,2328.6967,5713.5428,-4362.9822,5367.5384,-4458.2424,-3113.6381,-1578.2935,-2326.3286,5663.0947,6194.1247,4240.8401,1141.0275,-2915.2674,413.0393,-1664.8303,-2042.9872,-3226.2882,3035.2071,-3918.2864,4448.3289,-1651.2518,-4113.3660,-4413.4359,-1274.6950,1401.2627,4139.0262,3804.1022,4652.4752,-6596.6986,1846.1069,6783.6740,3506.5642,5020.6965,3482.5650,-5029.5552,-485.2609,-3269.1293,3439.2579,-4647.2095,-2254.5033,-5028.7526,-5843.4696,5060.3286,2506.9727,4801.2567,-4333.1852,-5523.6151,-251.1744,-3121.5662,-4766.9017,5877.9425,1407.2090,5143.3497,6405.2620,4250.7463,-3075.8913,-2787.7904,3523.2350,3696.9700,-1187.6162,-1630.7701,1100.2532,4085.7375,3715.0801,4899.2948,4786.9071,-1729.7922,1711.3191,-5038.5007,-3101.1781,5358.1031,2683.3833,4662.5779,-991.4677,-282193.2041,-256378.7900,-278616.1918,-279206.9260,-273940.1209,-275605.4967,-269753.4282,-274120.8928,-275064802.8147,-275072575.1020,-275091138.5846,-275083624.7725,-273511.0895,-275083050.1859,-6263.1453,216.8466,-448.0161,-4993.6802,-1746.7515,-2791.1362,-3141.8670,-4251.3736,6450.9660,5006.9506,-6438.8798,-3718.8494,6221.6300,2562.6295,-1267.1510,-3435.5562,5031.2800,2461.2287,-3544.5937,-3952.9585,-1213.1518,-5776.0064,-6700.1044,5223.9318,3395.1797,-4096.7648,5427.1100,-303.7119,-212.5163,3909.7545,5265.5533,6058.1199,5259.9515,6049.2495,-3952.6040,1884.5000,4948.8316,6508.0164,-5419.0227,5538.3528,-6517.5271,-5596.3488,-807.0914,3983.9470,2260.3247,-127.6924,5023.7712,-4849.0405,146.9174,-6134.3574,-4244.2914,3350.4382,-4591.5597,1266.9401,304.1926,-3718.5497,755.4767,5020.6316,-1300.8561,-3673.9987,2408.8857,-4265.7411,-4132.3625,-5547.3758,-513.7381,-4804.3645,1637.1584,3660.3169,-3883.8331,-4308.1397,-1761.9105,-5013.3213,-2113.9468,5435.8582,-3999.4231,4877.6437,-3312.6062,4885.6149,-4466.8069,2299.6084,1684.8358,4899.0748,3097.8128,5689.6292,-1813.9050,-4203.6462,-5389.6189,3986.1869,-1245.4526,-3472.1495,-1339.5556,-2274.6165,-6531.8596,-5916.6909,-4563.5796,5489.7123,-1702.3300,-4016.7488,1864.6041,4056.0188,192613.9904,180171.9541,177581.5217,180908.3284,174088.1510,176442.6977,182467.6839,181015.6734,139409742.8805,139417924.9455,139422589.7760,139410673.9553,180933.1826,139418921.5755,62.2291,4229.5775,6844.6337,4126.1081,-5116.2408,6317.6890,-686.0127,5350.8868,224.9553,4536.2979,-2320.8116,-5502.9418,1337.0227,-4272.1453,-5136.3043,3255.7721,4611.0467,4404.8899,248.7365,5386.5349,5503.7505,3773.3556,-974.8995,-4395.7620,-3684.3271,-190.9255,-3422.3443,-3777.4251,-5370.5921,-2030.8218,468.1181,316.6892,4021.0362,-2186.2331,615.0940,1893.8422,2350.8494,2035.9260,-2762.7767,-4004.1332,1212.6891,-3507.6003,6093.6372,4589.6085,5221.6392,-5296.7443,-4471.9291,-2309.7650,-5326.1920,2959.6616,5262.9265,-4440.6804,-3542.1287,5008.5256,1767.7724,5387.9491,1029.6711,-3252.3863,-4642.3956,4710.9259,4109.1108,5401.3116,3921.6254,2291.4342,-5104.2140,-4433.1989,-4315.3316,-199.8162,2706.1964,4639.1546,-4691.6488,2088.7745,3650.7100,4249.8782,4548.4398,-1296.6399,1538.4083,4666.5736,-968.4674,-1249.1860,-5186.8369,3811.7657,-5483.3613,1653.7696,-5491.1767,5121.1029,4000.3022,5480.6192,5425.0669,-4682.4372,-4731.6145,-4470.9467,943.1453,3177.9132,537.4355,2822.4716,-3864.8362,-4959.8819,-4286.6028,5279.5215,151718.3181,149209.0050,147298.7774,152674.1079,152923.5030,142466.8814,140525.4672,146307.5967,93943478.3038,93967268.5163,93956159.2045,93952058.3689,147957.0921,93943071.3972,
600.000,1167.7343,6131.3260,2767.6704,-4047.3850,-4138.5794,-1388.1821,6216.1269,-2114.7836,3441.6990,3193.9873,-2314.6183,-3644.0638,-1878.3819,5086.7449,3018.4511,-6202.1606,2909.0230,-4012.0810,4950.2714,-3352.5663,3397.1821,-1732.4074,-384.2237,1917.5729,5868.4055,4627.5557,4074.2629,4494.1934,-4817.4325,4299.1212,-3239.3728,-1649.2569,519.3377,-1216.4948,4645.3835,5762.3169,5558.4044,2408.4421,-4274.7667,1887.2700,-2699.3990,-3025.3183,-2135.7812,4478.2236,-2177.8265,3590.0263,-312.2684,-5270.2031,-4749.4222,-2670.5958,-755.5419,5555.1734,2651.7126,6034.7870,-6658.5000,-296.2605,6844.7476,4429.0188,3262.7024,1823.7766,-4477.8452,-2560.8513,-3799.7007,2487.0197,-5402.5761,-3991.4337,-4616.2253,-4871.2449,4247.9225,562.4566,3310.1471,-4214.4816,-4529.0302,1414.2811,-4469.2295,-3251.9293,5129.6988,3220.5455,3892.5032,6797.3515,4134.3339,-1703.8585,-943.0664,4623.7700,2558.3911,-2892.4538,-2778.0545,3166.9580,2881.1069,2222.0956,4101.2399,3322.4697,-2880.4026,-187.7971,-5884.6290,-2138.0181,5092.2518,1510.8994,5877.6333,1214.6904,-286258.8057,-259978.1834,-282373.5037,-282847.8710,-277608.9522,-279266.2906,-273513.3287,-278113.2445,-278040561.7809,-278047980.9122,-278066850.6260,-278058830.4339,-277197.5619,-278058857.0281,-6523.3951,-1324.9179,881.2498,-4896.3595,392.5055,-1992.2843,-2671.6701,-3580.6197,5643.2558,5174.8930,-6493.2626,-2401.9767,5797.1893,467.9438,-2854.1812,-2569.6905,5295.7556,4333.2217,-4361.8684,-2488.6570,-3263.0000,-6129.4623,-6755.8418,5445.8777,2547.3569,-4888.0022,5017.7864,-1753.9807,1785.6081,3668.5548,5685.7721,6502.0449,5024.2521,6716.6930,-5064.5553,404.5433,4039.2923,6477.9986,-5109.6619,4269.2869,-5567.3323,-4064.1744,1069.7395,2350.0921,3537.2739,-2113.6488,6146.9104,-4204.2302,2151.4488,-6264.4628,-4067.5461,1915.0424,-5963.9943,638.2847,1557.1975,-4205.8138,-453.4336,3310.3873,-1820.7832,-5018.8858,4255.0503,-4320.4587,-2186.7550,-6434.6351,1281.4076,-4704.7293,3609.4473,4466.6355,-5317.3285,-5235.1443,-706.9562,-3840.8570,-878.7706,4361.5658,-2290.7003,5511.8572,-4647.5612,5029.6270,-5003.0186,1151.7485,-461.8582,6146.3387,4251.1229,5113.6353,-3658.2068,-2821.2983,-3840.9349,3422.8250,-3061.6580,-4971.2142,-3325.9815,-3833.2091,-6123.1608,-5556.3468,-3295.5190,6473.6458,-3577.1800,-5514.8034,547.4419,3928.9627,186662.7951,174689.1628,171893.0638,175162.4582,168283.0323,170609.4927,176667.0736,174860.3813,133370392.9604,133378558.9358,133382567.6881,133370951.1279,175152.4870,133379483.7997,1594.9258,2848.0171,6293.4622,2710.0011,-5504.3791,6500.4269,1552.3806,5423.1646,2000.5147,3273.5769,-573.1510,-5361.3218,3319.8218,-4700.1670,-5529.7774,1630.8403,3373.6272,3620.0124,2026.9325,5498.4346,5044.7548,2656.8892,852.8417,-3644.4587,-2151.6378,1605.8274,-2189.9770,-4872.2834,-4639.6970,-4037.2714,2228.6573,-1233.8026,4560.7444,-414.4955,-929.6623,3479.2457,902.2343,259.6184,-1046.8049,-5009.4374,2900.1749,-4705.3463,6517.9133,4535.7071,5519.1736,-5523.4489,-3173.6850,-544.4240,-4547.8732,1291.5086,5527.1792,-3680.6520,-2343.2659,3399.1723,-34.1286,5337.4808,-788.4869,-4185.0582,-5873.1313,4394.0896,3137.5935,4732.3683,4888.7521,541.0033,-4132.8165,-3121.3219,-3499.1973,-1982.2443,1311.4893,4318.8208,-6060.6526,3964.9318,5195.1683,5159.9293,4604.8444,-2693.4180,13.1072,3461.4047,-2680.1476,563.8689,-5523.6296,2707.4864,-5336.3605,-144.2627,-5213.9846,5382.6119,5021.1025,5039.9305,5476.9061,-4258.0081,-4506.0110,-4727.6595,-884.4690,4135.7738,-1018.6884,1128.4470,-2793.8776,-3903.1313,-2955.5066,5328.9964,151802.5417,149266.4884,147465.7305,152598.2495,153111.9202,142744.3131,140453.9479,146552.6138,93946761.4896,93970854.0260,93960023.3050,93955525.8440,148026.8578,93946616.0862,
