sl_100_5400_20260107 Coordinates.csv
2026/01/07 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:54 2024,
Start: 2026/01/07 07:47:00.00, Stop: 2026/01/07 09:17:00.00,
TIME_UNITS,STARLINK-5951 - X-Coordinate,STARLINK-5773 - X-Coordinate,STARLINK-31986 - X-Coordinate,STARLINK-4005 - X-Coordinate,STARLINK-4712 - X-Coordinate,STARLINK-30960 - X-Coordinate,STARLINK-11113 [DTC] - X-Coordinate,STARLINK-31436 - X-Coordinate,STARLINK-4164 - X-Coordinate,STARLINK-5397 - X-Coordinate,STARLINK-31755 - X-Coordinate,STARLINK-31898 - X-Coordinate,STARLINK-2240 - X-Coordinate,STARLINK-30279 - X-Coordinate,STARLINK-30920 - X-Coordinate,STARLINK-31576 - X-Coordinate,STARLINK-1372 - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-3045 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-5250 - X-Coordinate,STARLINK-3978 - X-Coordinate,STARLINK-3602 - X-Coordinate,STARLINK-5982 - X-Coordinate,STARLINK-5036 - X-Coordinate,STARLINK-1672 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-31646 - X-Coordinate,STARLINK-31429 - X-Coordinate,STARLINK-1361 - X-Coordinate,STARLINK-2032 - X-Coordinate,STARLINK-2672 - X-Coordinate,STARLINK-6238 - X-Coordinate,STARLINK-1925 - X-Coordinate,STARLINK-6260 - X-Coordinate,STARLINK-5496 - X-Coordinate,STARLINK-6160 - X-Coordinate,STARLINK-32220 - X-Coordinate,STARLINK-6274 - X-Coordinate,STARLINK-5999 - X-Coordinate,STARLINK-30868 - X-Coordinate,STARLINK-5546 - X-Coordinate,STARLINK-30500 - X-Coordinate,STARLINK-30276 - X-Coordinate,STARLINK-30281 - X-Coordinate,STARLINK-6127 - X-Coordinate,STARLINK-4204 - X-Coordinate,STARLINK-1552 - X-Coordinate,STARLINK-1526 - X-Coordinate,STARLINK-30254 - X-Coordinate,STARLINK-4185 - X-Coordinate,STARLINK-6295 - X-Coordinate,STARLINK-32001 - X-Coordinate,STARLINK-30075 - X-Coordinate,STARLINK-2103 - X-Coordinate,STARLINK-31122 - X-Coordinate,STARLINK-1852 - X-Coordinate,STARLINK-2473 - X-Coordinate,STARLINK-5818 - X-Coordinate,STARLINK-5167 - X-Coordinate,STARLINK-2459 - X-Coordinate,STARLINK-4437 - X-Coordinate,STARLINK-31256 - X-Coordinate,STARLINK-5657 - X-Coordinate,STARLINK-3391 - X-Coordinate,STARLINK-3520 - X-Coordinate,STARLINK-31185 - X-Coordinate,STARLINK-31558 - X-Coordinate,STARLINK-31379 - X-Coordinate,STARLINK-31867 - X-Coordinate,STARLINK-5288 - X-Coordinate,STARLINK-3843 - X-Coordinate,STARLINK-3716 - X-Coordinate,STARLINK-6270 - X-Coordinate,STARLINK-3241 - X-Coordinate,STARLINK-5177 - X-Coordinate,STARLINK-30223 - X-Coordinate,STARLINK-2618 - X-Coordinate,STARLINK-2092 - X-Coordinate,STARLINK-3940 - X-Coordinate,STARLINK-1029 - X-Coordinate,STARLINK-30712 - X-Coordinate,STARLINK-4088 - X-Coordinate,STARLINK-6206 - X-Coordinate,STARLINK-3884 - X-Coordinate,STARLINK-4130 - X-Coordinate,STARLINK-4212 - X-Coordinate,STARLINK-5937 - X-Coordinate,STARLINK-31494 - X-Coordinate,STARLINK-3320 - X-Coordinate,STARLINK-31251 - X-Coordinate,STARLINK-3079 - X-Coordinate,STARLINK-1891 - X-Coordinate,STARLINK-1965 - X-Coordinate,STARLINK-4761 - X-Coordinate,STARLINK-6043 - X-Coordinate,STARLINK-4384 - X-Coordinate,STARLINK-31924 - X-Coordinate,STARLINK-1247 - X-Coordinate,STARLINK-11096 [DTC] - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5951 - Y-Coordinate,STARLINK-5773 - Y-Coordinate,STARLINK-31986 - Y-Coordinate,STARLINK-4005 - Y-Coordinate,STARLINK-4712 - Y-Coordinate,STARLINK-30960 - Y-Coordinate,STARLINK-11113 [DTC] - Y-Coordinate,STARLINK-31436 - Y-Coordinate,STARLINK-4164 - Y-Coordinate,STARLINK-5397 - Y-Coordinate,STARLINK-31755 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-2240 - Y-Coordinate,STARLINK-30279 - Y-Coordinate,STARLINK-30920 - Y-Coordinate,STARLINK-31576 - Y-Coordinate,STARLINK-1372 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-3045 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-5250 - Y-Coordinate,STARLINK-3978 - Y-Coordinate,STARLINK-3602 - Y-Coordinate,STARLINK-5982 - Y-Coordinate,STARLINK-5036 - Y-Coordinate,STARLINK-1672 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-31646 - Y-Coordinate,STARLINK-31429 - Y-Coordinate,STARLINK-1361 - Y-Coordinate,STARLINK-2032 - Y-Coordinate,STARLINK-2672 - Y-Coordinate,STARLINK-6238 - Y-Coordinate,STARLINK-1925 - Y-Coordinate,STARLINK-6260 - Y-Coordinate,STARLINK-5496 - Y-Coordinate,STARLINK-6160 - Y-Coordinate,STARLINK-32220 - Y-Coordinate,STARLINK-6274 - Y-Coordinate,STARLINK-5999 - Y-Coordinate,STARLINK-30868 - Y-Coordinate,STARLINK-5546 - Y-Coordinate,STARLINK-30500 - Y-Coordinate,STARLINK-30276 - Y-Coordinate,STARLINK-30281 - Y-Coordinate,STARLINK-6127 - Y-Coordinate,STARLINK-4204 - Y-Coordinate,STARLINK-1552 - Y-Coordinate,STARLINK-1526 - Y-Coordinate,STARLINK-30254 - Y-Coordinate,STARLINK-4185 - Y-Coordinate,STARLINK-6295 - Y-Coordinate,STARLINK-32001 - Y-Coordinate,STARLINK-30075 - Y-Coordinate,STARLINK-2103 - Y-Coordinate,STARLINK-31122 - Y-Coordinate,STARLINK-1852 - Y-Coordinate,STARLINK-2473 - Y-Coordinate,STARLINK-5818 - Y-Coordinate,STARLINK-5167 - Y-Coordinate,STARLINK-2459 - Y-Coordinate,STARLINK-4437 - Y-Coordinate,STARLINK-31256 - Y-Coordinate,STARLINK-5657 - Y-Coordinate,STARLINK-3391 - Y-Coordinate,STARLINK-3520 - Y-Coordinate,STARLINK-31185 - Y-Coordinate,STARLINK-31558 - Y-Coordinate,STARLINK-31379 - Y-Coordinate,STARLINK-31867 - Y-Coordinate,STARLINK-5288 - Y-Coordinate,STARLINK-3843 - Y-Coordinate,STARLINK-3716 - Y-Coordinate,STARLINK-6270 - Y-Coordinate,STARLINK-3241 - Y-Coordinate,STARLINK-5177 - Y-Coordinate,STARLINK-30223 - Y-Coordinate,STARLINK-2618 - Y-Coordinate,STARLINK-2092 - Y-Coordinate,STARLINK-3940 - Y-Coordinate,STARLINK-1029 - Y-Coordinate,STARLINK-30712 - Y-Coordinate,STARLINK-4088 - Y-Coordinate,STARLINK-6206 - Y-Coordinate,STARLINK-3884 - Y-Coordinate,STARLINK-4130 - Y-Coordinate,STARLINK-4212 - Y-Coordinate,STARLINK-5937 - Y-Coordinate,STARLINK-31494 - Y-Coordinate,STARLINK-3320 - Y-Coordinate,STARLINK-31251 - Y-Coordinate,STARLINK-3079 - Y-Coordinate,STARLINK-1891 - Y-Coordinate,STARLINK-1965 - Y-Coordinate,STARLINK-4761 - Y-Coordinate,STARLINK-6043 - Y-Coordinate,STARLINK-4384 - Y-Coordinate,STARLINK-31924 - Y-Coordinate,STARLINK-1247 - Y-Coordinate,STARLINK-11096 [DTC] - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5951 - Z-Coordinate,STARLINK-5773 - Z-Coordinate,STARLINK-31986 - Z-Coordinate,STARLINK-4005 - Z-Coordinate,STARLINK-4712 - Z-Coordinate,STARLINK-30960 - Z-Coordinate,STARLINK-11113 [DTC] - Z-Coordinate,STARLINK-31436 - Z-Coordinate,STARLINK-4164 - Z-Coordinate,STARLINK-5397 - Z-Coordinate,STARLINK-31755 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-2240 - Z-Coordinate,STARLINK-30279 - Z-Coordinate,STARLINK-30920 - Z-Coordinate,STARLINK-31576 - Z-Coordinate,STARLINK-1372 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-3045 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-5250 - Z-Coordinate,STARLINK-3978 - Z-Coordinate,STARLINK-3602 - Z-Coordinate,STARLINK-5982 - Z-Coordinate,STARLINK-5036 - Z-Coordinate,STARLINK-1672 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-31646 - Z-Coordinate,STARLINK-31429 - Z-Coordinate,STARLINK-1361 - Z-Coordinate,STARLINK-2032 - Z-Coordinate,STARLINK-2672 - Z-Coordinate,STARLINK-6238 - Z-Coordinate,STARLINK-1925 - Z-Coordinate,STARLINK-6260 - Z-Coordinate,STARLINK-5496 - Z-Coordinate,STARLINK-6160 - Z-Coordinate,STARLINK-32220 - Z-Coordinate,STARLINK-6274 - Z-Coordinate,STARLINK-5999 - Z-Coordinate,STARLINK-30868 - Z-Coordinate,STARLINK-5546 - Z-Coordinate,STARLINK-30500 - Z-Coordinate,STARLINK-30276 - Z-Coordinate,STARLINK-30281 - Z-Coordinate,STARLINK-6127 - Z-Coordinate,STARLINK-4204 - Z-Coordinate,STARLINK-1552 - Z-Coordinate,STARLINK-1526 - Z-Coordinate,STARLINK-30254 - Z-Coordinate,STARLINK-4185 - Z-Coordinate,STARLINK-6295 - Z-Coordinate,STARLINK-32001 - Z-Coordinate,STARLINK-30075 - Z-Coordinate,STARLINK-2103 - Z-Coordinate,STARLINK-31122 - Z-Coordinate,STARLINK-1852 - Z-Coordinate,STARLINK-2473 - Z-Coordinate,STARLINK-5818 - Z-Coordinate,STARLINK-5167 - Z-Coordinate,STARLINK-2459 - Z-Coordinate,STARLINK-4437 - Z-Coordinate,STARLINK-31256 - Z-Coordinate,STARLINK-5657 - Z-Coordinate,STARLINK-3391 - Z-Coordinate,STARLINK-3520 - Z-Coordinate,STARLINK-31185 - Z-Coordinate,STARLINK-31558 - Z-Coordinate,STARLINK-31379 - Z-Coordinate,STARLINK-31867 - Z-Coordinate,STARLINK-5288 - Z-Coordinate,STARLINK-3843 - Z-Coordinate,STARLINK-3716 - Z-Coordinate,STARLINK-6270 - Z-Coordinate,STARLINK-3241 - Z-Coordinate,STARLINK-5177 - Z-Coordinate,STARLINK-30223 - Z-Coordinate,STARLINK-2618 - Z-Coordinate,STARLINK-2092 - Z-Coordinate,STARLINK-3940 - Z-Coordinate,STARLINK-1029 - Z-Coordinate,STARLINK-30712 - Z-Coordinate,STARLINK-4088 - Z-Coordinate,STARLINK-6206 - Z-Coordinate,STARLINK-3884 - Z-Coordinate,STARLINK-4130 - Z-Coordinate,STARLINK-4212 - Z-Coordinate,STARLINK-5937 - Z-Coordinate,STARLINK-31494 - Z-Coordinate,STARLINK-3320 - Z-Coordinate,STARLINK-31251 - Z-Coordinate,STARLINK-3079 - Z-Coordinate,STARLINK-1891 - Z-Coordinate,STARLINK-1965 - Z-Coordinate,STARLINK-4761 - Z-Coordinate,STARLINK-6043 - Z-Coordinate,STARLINK-4384 - Z-Coordinate,STARLINK-31924 - Z-Coordinate,STARLINK-1247 - Z-Coordinate,STARLINK-11096 [DTC] - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4185.3986,-3153.7567,4575.6611,-1833.1417,3693.7801,-2293.6862,-5949.1406,5709.1410,600.5429,-5920.9433,4909.1625,5886.9050,6756.5922,2822.4105,1916.0484,-5116.0974,2121.7469,5229.7007,-6188.0858,3957.2281,5630.8832,-3994.9858,-5061.5792,1864.2037,-5428.1463,4288.2902,26.9991,-1326.8289,0.0000,-4790.3567,3898.1378,-283.3743,5126.7009,-2375.9282,3913.4319,5842.3642,-1473.8720,2792.0851,2889.7313,6900.6284,-3434.0732,5155.4059,3464.1528,4825.6724,-4980.4292,-4907.6286,2646.0857,-5545.1234,-3180.8325,5019.8125,66.5045,-6380.9530,-877.9945,-5244.6087,605.9793,-434.5477,3290.1526,-845.7546,-4616.6839,5852.0923,-4949.7483,-535.3010,-5914.2131,-500.2761,5080.4265,-4256.3259,555.0343,-6657.2380,4253.1191,6265.9665,2257.2066,796.7815,-2518.6283,-4467.9956,-344.8001,-6528.6852,-5610.4894,-5599.9192,-523.4828,-4212.1595,2139.9690,-1993.1205,5003.9502,-4067.8025,3225.0324,2294.8835,-4130.7769,-5794.1599,5378.6919,1188.6145,-1683.1967,3992.6692,726.7189,-1533.0381,5987.9071,1228.9461,-487.3978,5795.7140,-4229.1771,-5069.1332,-151575.2737,-177450.1374,-165416.5473,-162459.1694,-170129.2894,-167308.9857,-170354.3006,-168224.1118,-137103299.9010,-137124494.2468,-137074743.5581,-137078870.6549,-167484.2366,-137083187.3091,3936.9863,5760.5730,-630.0944,-3782.0784,5141.7327,-5442.4320,-2797.4346,3582.3701,5028.0830,2049.5872,4609.0834,357.3861,-87.5407,4211.5581,3858.9064,-2405.0502,-3564.4884,4159.5026,1749.9886,5509.9631,-1428.8297,1390.1996,-643.5931,5575.2018,-2411.3482,-4853.6779,-4110.5554,6165.8281,0.0000,480.8821,-1718.3632,4838.0002,690.9416,-4069.8843,4990.9511,-3252.9643,-6367.2557,3931.4642,-2752.2757,-319.7681,5717.7470,4419.9090,-4640.9589,2879.1652,-1678.5972,3883.7809,-6297.9161,-2092.1770,-4297.5696,1497.8799,-5016.1933,-2527.9592,-6797.5811,3740.9647,5928.6419,6393.9065,5734.8641,4227.1006,-2019.6633,-3680.0687,3176.3956,-5001.3263,571.3140,-6013.7889,-1560.7976,3635.3041,6699.2261,-1297.9928,-1689.7734,2246.8844,6286.4732,6296.9014,-5852.1455,2758.2328,4305.7010,1059.0897,2170.8053,-1786.2125,6522.0314,-3624.4562,-3553.3956,-5707.9281,-4656.5241,4413.6818,-3765.2784,-6382.9269,1824.3504,2507.5339,-4046.0927,-5616.7385,6616.0431,-3948.8169,5587.7945,-4048.0739,2545.0262,3438.9727,-789.7286,767.0852,-1070.5695,6.6471,-336445.8414,-332820.1001,-332305.7623,-335405.9902,-331708.8789,-333190.6301,-341118.2582,-338086.6703,300977293.3886,300983557.2802,300979524.5080,300974680.5320,-337977.7232,300979534.5921,-3889.1547,-2260.0590,5056.0805,5478.8428,2782.7686,3638.2602,1447.5597,1245.4297,-4713.4729,2973.9004,1048.5945,-3434.1120,-1504.5849,4709.3948,5300.6854,3811.7006,5510.3431,-1857.2455,2620.1280,1318.1426,3741.4749,5449.9578,-4665.8578,-3710.7746,-3543.8057,2350.6250,-5452.7695,-2677.5237,0.0000,-4977.4103,5437.9571,-4801.8963,-4623.7021,-5000.3607,-2813.6173,1843.1935,-2327.7495,4842.3350,-5690.3534,605.9780,1511.5358,1468.7986,3809.0602,-4063.4197,4519.1482,2972.7958,1075.8006,-3527.9703,4347.3197,-4441.4507,4749.5054,972.4576,100.1184,-2576.1492,3505.1665,-2634.3070,1428.3419,-5388.1570,-4793.3846,-15.4696,-3591.6699,-4771.5557,3400.7954,-3450.5107,-4431.3883,4047.1637,1372.9079,690.9981,5006.6025,1457.3791,1917.0321,-2752.3855,2642.7566,4520.8862,-5400.9240,-2017.9207,-3358.7504,-3675.9170,-2195.4323,4086.5485,5510.5249,-3237.9528,-1227.6725,-3476.9059,4803.5527,1318.1257,-5244.6159,-2869.0229,-1100.9465,3842.2173,390.5493,-4037.5503,3772.1932,-5383.1118,2331.0137,5899.5147,-6882.3206,-3515.2872,-5376.2476,-4435.7913,59466.0874,55772.7431,56068.0976,62487.0345,61777.7610,51129.0146,50190.2859,58816.8728,-141782230.7415,-141806952.9043,-141771684.3629,-141789641.7094,57200.6166,-141785030.9599,
300.000,-2287.8649,-1379.4508,3351.2169,-3790.0033,4981.2105,-4064.4335,-5815.8738,5798.7850,2199.5688,-5629.3400,5535.9894,6306.4575,6787.7946,4510.8212,3436.1658,-6283.6498,197.4672,5648.8652,-6447.2630,4562.1111,5828.7045,-2774.3145,-5914.7093,2188.7451,-6491.4678,2701.4425,-2123.9813,196.1015,0.0000,-3589.1756,3247.5090,1462.1503,4894.6016,-4260.3236,4705.2600,4461.4096,-3056.7176,4609.1803,2982.0489,6363.0869,-1981.0077,4979.6151,1466.5461,6055.4096,-5773.3596,-3182.4185,1509.0455,-5026.8621,-4853.2389,5763.4208,-1708.6995,-6431.2437,-2030.7596,-3629.7929,1940.8332,841.1538,4382.8347,1317.4026,-3544.5211,4922.1647,-3216.8171,-122.3293,-6057.3717,-2188.9329,3502.4450,-2368.9459,2076.7982,-6760.5831,4060.4152,6718.2444,2942.9375,2004.8073,-3852.4933,-3521.7498,1767.2999,-6506.4787,-4150.4398,-4988.0767,725.7927,-5683.0664,217.7054,-2977.2170,4162.8285,-2167.2058,2311.2107,906.3281,-3778.4893,-4350.0876,4383.1456,-527.3560,-453.3008,3364.9346,2285.9025,-3225.7030,6729.7471,2013.9171,1549.9033,6344.4677,-5047.5218,-5710.3443,-144530.6065,-170199.0688,-158131.4932,-155310.7938,-162992.0383,-160182.9628,-163123.6183,-161277.8992,-143639480.9748,-143660585.4757,-143611234.4000,-143614413.5829,-160317.3788,-143619345.4450,4713.2818,5851.7055,-2398.6003,-2984.4379,4676.7849,-5051.4859,-1339.7600,2178.5319,3721.7813,3711.9780,3095.7492,-1388.6594,-1315.8800,2912.0818,2284.8723,-1304.9554,-4539.9111,2493.0091,2523.5319,4240.6765,-2980.0068,3197.6292,950.5776,4010.7591,-1332.4333,-5038.1753,-4094.6597,5488.5933,0.0000,2219.0856,-3710.5687,5553.5521,-1448.3262,-3628.2300,3299.4464,-4274.8551,-6164.7734,3393.2926,-4516.1568,-1796.3105,5731.1030,3413.1468,-5056.5807,1415.7083,205.4332,4676.7827,-6710.3552,-335.2259,-3858.4579,-401.6938,-3937.6203,-920.7116,-6323.8681,4599.1071,4683.8698,6814.3384,5139.9476,3986.9571,-483.2238,-4508.1183,3814.8892,-6284.1536,2351.1199,-4994.5082,-2804.0287,4071.4607,6539.0402,221.4661,-3655.5606,1096.1932,6294.3033,5153.1780,-5649.2599,4571.7611,3793.5031,2323.5378,3497.8523,-38.0554,6847.6290,-2871.4687,-4534.0404,-4224.1272,-5525.5453,4972.0874,-5381.5753,-6161.4528,3792.4940,3708.0119,-5203.0244,-4814.4420,6674.2733,-5456.1074,5972.1265,-2683.1340,1474.4754,1453.3306,-1753.3421,-961.4165,815.9561,1685.3135,-339534.0711,-336510.4449,-335837.4602,-338956.8993,-335195.0571,-336642.6884,-344582.8357,-342003.9057,297914129.8008,297919607.3815,297916950.8049,297911969.4887,-341481.9986,297916467.4382,-4549.2557,-3478.5890,5467.9191,4942.4737,1084.1437,2471.1777,3108.3706,2927.1468,-5401.1083,1630.3012,2486.0437,-2205.6896,296.8400,4366.2246,5442.9439,2309.4085,5189.4801,-3160.1429,559.5128,2987.8698,2219.9293,5447.5840,-3450.0674,-5239.7566,-1975.7602,3841.8284,-5035.2158,-4098.5799,0.0000,-5490.8986,4839.6391,-3681.8742,-4699.1652,-3986.1335,-3888.7297,3148.4280,-876.2357,3737.4352,-4360.7495,2085.7004,3156.6932,3434.4768,4507.4511,-3066.9792,3832.4453,3998.2981,-740.0791,-4711.8442,3012.9081,-3712.3695,5411.6425,2412.7229,-1703.1402,-3716.9802,4697.6876,-918.5217,-395.1660,-5475.7729,-5964.3498,-1807.2076,-4753.7367,-2923.8644,2162.6831,-4311.2772,-5268.5294,5049.6360,-167.2966,-867.0648,4023.0397,-361.6199,-189.8417,-4159.3334,924.4867,3836.9730,-5505.6646,-239.7969,-4244.6487,-4815.6826,-434.1293,2659.1508,5193.9767,-4510.3812,582.8826,-4324.4309,3657.8020,2987.9786,-4384.9896,-3927.3471,453.4088,4923.6213,-1426.6969,-2593.7276,2263.1659,-5487.1888,579.8438,6477.6041,-6538.1009,-2312.5489,-4667.5982,-3149.0435,59300.6036,55634.7450,56021.0408,62220.0441,61775.3728,51184.8514,49897.4857,58482.8821,-141780401.9944,-141805023.6844,-141769295.0950,-141787030.0907,57065.1522,-141782946.8832,
600.000,-173.1993,548.3440,1831.2953,-5380.6593,5765.7577,-5431.5453,-5074.8939,5317.0102,3628.4884,-4804.8979,5616.3190,6095.9901,6144.0418,5780.3035,4648.8707,-6800.4117,-1714.2122,5547.3509,-6052.5968,4742.2410,5462.3896,-1328.2861,-6201.2450,2360.6947,-6908.8805,819.9583,-4048.0643,1738.9046,0.0000,-2078.6785,2328.2507,3025.3710,4235.2388,-5706.4991,5079.9819,2643.1948,-4336.7217,5946.1325,2827.1213,5210.3075,-296.6899,4330.1978,-678.3589,6708.4799,-6034.7628,-1144.1924,213.8892,-4045.8067,-6028.1367,5959.1914,-3355.6699,-5869.9080,-2995.3032,-1659.0757,3132.2287,2023.4575,5012.4869,3356.8855,-2170.1502,3491.5537,-1157.3860,344.7323,-5604.8443,-3701.7667,1600.7526,-238.9287,3392.2005,-6174.6861,3483.7967,6471.7808,3331.7180,3059.8500,-4791.8672,-2270.9601,3720.1006,-5836.3968,-2293.2165,-3924.7994,1897.4797,-6580.0396,-1693.8929,-3709.5571,2906.9836,-51.8448,1208.0935,-602.3771,-3100.8893,-2490.1656,2936.6052,-2231.5616,839.2360,2430.7761,3582.4657,-4637.4173,6799.7005,2675.8636,3460.2894,6258.2485,-5408.3459,-5759.1604,-137424.7753,-162868.1577,-150774.9040,-148089.5487,-155781.3362,-152985.8122,-155820.5420,-154168.0469,-150107260.2571,-150128258.2959,-150079352.3336,-150081612.6222,-153077.1331,-150087105.4993,5078.6340,5405.8270,-3963.4624,-1944.4025,3756.5514,-4193.5814,292.6253,526.3148,2084.8920,5004.7993,1251.2000,-2975.2994,-2416.8751,1366.6998,517.6159,-96.0701,-5110.8174,568.9589,3033.1353,2533.1870,-4215.2790,4719.6927,2417.9329,2035.5646,-143.1943,-4753.1926,-3713.8662,4275.3769,0.0000,3780.7564,-5339.6376,5722.7847,-3453.8218,-2863.8418,1284.0594,-4912.9838,-5370.2275,2548.3870,-5805.7250,-3118.8692,5178.2600,2027.8054,-5025.9702,-156.8580,2044.5711,5054.5122,-6457.5110,1490.6700,-3064.6719,-2236.7861,-2512.1232,795.6973,-5201.4661,5048.5686,2993.1105,6561.9584,3995.0163,3410.4573,1157.4604,-4904.7603,4124.6265,-6879.7625,3878.3988,-3519.5068,-3824.6199,4158.8477,5723.9003,1726.7711,-5223.0010,-172.6726,5661.2487,3508.7950,-4886.6329,5947.4147,2965.4017,3353.8132,4519.4923,1750.8364,6487.2471,-1860.8052,-5110.7857,-2315.2678,-5855.1273,5091.6795,-6463.7324,-5341.5214,5378.5226,4587.5657,-5831.6298,-3570.7030,6048.7276,-6413.1984,5741.5943,-1098.7688,263.5239,-654.0695,-2446.0439,-2572.4571,2589.7226,3153.6670,-342475.2003,-340044.1755,-339220.0835,-342357.9511,-338532.3855,-339947.1114,-347891.7403,-345737.2938,294709044.6168,294713741.6289,294712441.1472,294707397.5429,-344834.2837,294711479.6723,-4724.5999,-4327.1796,5274.4916,3872.4309,-731.3559,1040.2392,4405.8120,4284.4436,-5508.8386,112.4491,3643.1723,-729.7589,2066.2699,3554.0571,4978.3052,547.5963,4306.4028,-4125.4806,-1560.7131,4334.5258,458.6433,4855.5730,-1862.1872,-6214.1744,-194.6011,4914.2878,-4055.4555,-5066.2512,0.0000,-5416.6435,3719.2931,-2148.9038,-4273.8641,-2534.2821,-4549.2031,4117.1317,668.9611,2215.8352,-2568.7142,3342.1370,4449.7765,5034.8753,4723.9238,-1742.5790,2735.9876,4595.4009,-2476.2028,-5384.9533,1350.6395,-2574.9960,5490.0474,3594.4602,-3317.9831,-4461.3569,5383.9806,895.8448,-2173.2248,-4971.0282,-6505.4815,-3403.9885,-5399.1757,-763.3071,684.4103,-4715.0275,-5540.3369,5506.7525,-1689.0552,-2327.6103,2579.5052,-2139.9201,-2276.5660,-5119.1778,-894.2346,2742.3744,-5018.7170,1564.1997,-4668.6528,-5441.3598,1374.3106,943.1573,4314.7618,-5285.5125,2331.2394,-4710.6663,2116.2814,4334.6422,-3054.3248,-4566.2682,1956.7014,5473.3768,-3084.9453,-870.2389,495.7127,-4999.4857,-1233.9745,6367.1362,-5501.0055,-849.9938,-3458.3657,-1495.2227,59134.8453,55497.1654,55975.9354,61947.8693,61769.3111,51246.5238,49610.1836,58040.5324,-141778574.0821,-141803093.3227,-141766918.6307,-141784385.3871,56929.6514,-141780862.4906,
