sl_20_5400_20260612 Coordinates.csv
2026/06/12 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:24 2024,
Start: 2026/06/12 07:47:00.00, Stop: 2026/06/12 09:17:00.00,
TIME_UNITS,STARLINK-5026 - X-Coordinate,STARLINK-5383 - X-Coordinate,STARLINK-3772 - X-Coordinate,STARLINK-1276 - X-Coordinate,STARLINK-6238 - X-Coordinate,STARLINK-4711 - X-Coordinate,STARLINK-3362 - X-Coordinate,STARLINK-2356 - X-Coordinate,STARLINK-2090 - X-Coordinate,STARLINK-3125 - X-Coordinate,STARLINK-3569 - X-Coordinate,STARLINK-11248 [DTC] - X-Coordinate,STARLINK-1808 - X-Coordinate,STARLINK-31354 - X-Coordinate,STARLINK-5790 - X-Coordinate,STARLINK-3282 - X-Coordinate,STARLINK-3674 - X-Coordinate,STARLINK-5888 - X-Coordinate,STARLINK-30366 - X-Coordinate,STARLINK-30548 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5026 - Y-Coordinate,STARLINK-5383 - Y-Coordinate,STARLINK-3772 - Y-Coordinate,STARLINK-1276 - Y-Coordinate,STARLINK-6238 - Y-Coordinate,STARLINK-4711 - Y-Coordinate,STARLINK-3362 - Y-Coordinate,STARLINK-2356 - Y-Coordinate,STARLINK-2090 - Y-Coordinate,STARLINK-3125 - Y-Coordinate,STARLINK-3569 - Y-Coordinate,STARLINK-11248 [DTC] - Y-Coordinate,STARLINK-1808 - Y-Coordinate,STARLINK-31354 - Y-Coordinate,STARLINK-5790 - Y-Coordinate,STARLINK-3282 - Y-Coordinate,STARLINK-3674 - Y-Coordinate,STARLINK-5888 - Y-Coordinate,STARLINK-30366 - Y-Coordinate,STARLINK-30548 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5026 - Z-Coordinate,STARLINK-5383 - Z-Coordinate,STARLINK-3772 - Z-Coordinate,STARLINK-1276 - Z-Coordinate,STARLINK-6238 - Z-Coordinate,STARLINK-4711 - Z-Coordinate,STARLINK-3362 - Z-Coordinate,STARLINK-2356 - Z-Coordinate,STARLINK-2090 - Z-Coordinate,STARLINK-3125 - Z-Coordinate,STARLINK-3569 - Z-Coordinate,STARLINK-11248 [DTC] - Z-Coordinate,STARLINK-1808 - Z-Coordinate,STARLINK-31354 - Z-Coordinate,STARLINK-5790 - Z-Coordinate,STARLINK-3282 - Z-Coordinate,STARLINK-3674 - Z-Coordinate,STARLINK-5888 - Z-Coordinate,STARLINK-30366 - Z-Coordinate,STARLINK-30548 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-2101.7714,-5781.3124,-2021.2916,-4169.4226,5645.8663,870.3890,5783.3215,1683.2649,6254.2035,5459.1437,-4760.9038,-3447.9201,4738.6752,4864.3705,5905.4208,6316.4441,4584.4608,-3383.5127,4460.0801,-4515.4300,-332472.6687,-301736.9963,-325803.8021,-326458.1915,-321279.4424,-322911.0689,-316861.5310,-321704.0121,-271925927.5391,-271908697.5368,-271949420.6420,-271932868.0469,-320719.1052,-271942578.8669,5387.0075,-3777.1350,-3768.3249,2172.5220,-2760.6408,4478.8983,167.2738,-4052.4887,2339.3143,3708.0890,2119.5634,-4888.7541,-651.8721,-4493.9809,-1086.2292,-461.2371,763.9656,-1168.1469,5001.8497,-5005.0802,131210.8113,112764.4421,115550.7955,118952.2394,112103.6213,114515.7928,120398.0297,117730.3947,146924973.8247,146915890.4369,146937949.9423,146928151.7891,118912.7146,146936740.8933,-3834.0642,664.3377,-5433.3267,-5088.8029,-2934.7963,-5205.1821,-3806.1090,5303.6958,-1718.2943,2054.4910,4513.1131,-3040.7358,4994.8482,1758.5642,-3477.5546,2774.1721,-5129.2955,5934.4645,-1356.2840,-1566.7154,127292.9200,123619.3159,122521.6118,128138.3729,128121.3153,117584.1498,115994.9097,124208.8570,92907021.7230,92884513.6721,92923249.7769,92907808.3717,123278.2057,92908306.2275,
300.000,-64.6569,-6199.9262,-3962.2220,-3797.4343,4138.8248,2850.5169,6405.0876,-491.0592,5975.2175,5476.4579,-4685.9717,-4832.0230,3479.5031,3423.8621,5901.9157,5229.2392,3970.7954,-4713.0096,5191.7105,-4950.4881,-335204.7632,-303987.5376,-328251.7094,-328789.3718,-323638.6813,-325265.2527,-319310.2774,-323749.9889,-275066599.1953,-275049117.8865,-275089957.7852,-275073302.2255,-323094.3016,-275083292.2261,5261.8647,-2257.6414,-3015.2832,4080.8036,-3898.9479,4604.0232,-1277.9609,-4124.7127,888.6249,2175.3678,3889.2841,-4449.8280,-2358.5968,-4886.8092,-2864.2372,-1731.3607,-1285.1855,-2358.5053,3501.0666,-3628.8135,124163.9148,106341.0652,108868.5463,112210.3012,105302.4256,107685.0333,113608.9443,111062.8847,140952328.2140,140943951.4097,140964637.2704,140955912.6977,112138.6645,140964004.6139,-4522.6576,2137.9127,-4797.4713,-4113.5334,-3973.3942,-4311.1802,-2299.7389,5488.3350,-3326.4576,3607.4490,3235.6188,-1365.6910,5490.2678,3363.8951,-2258.8275,4174.8414,-5522.4800,4504.4474,-2748.5334,-3199.9338,127394.2391,123703.3972,122717.3365,128097.7879,128343.4935,117885.6087,115948.0133,124674.3822,92910377.8747,92887984.9800,92927100.8282,92911053.2817,123378.0554,92911922.2134,
600.000,1995.0273,-6031.8770,-5517.8978,-3096.0772,2235.5593,4530.1709,6403.4286,-2616.7760,5117.5653,4978.6987,-4173.8303,-5678.9077,1919.3674,1613.3447,5343.8659,3634.8200,3021.9804,-5494.9268,5422.4112,-4925.7200,-337786.4376,-306102.3480,-330553.2632,-330975.4616,-325853.5989,-327472.6550,-321616.1762,-325611.2363,-278076115.0836,-278058398.8451,-278099308.1182,-278082612.5258,-325326.4463,-278092846.2587,4669.5645,-503.9224,-2016.4506,5578.4671,-4698.7220,4318.3317,-2573.2339,-3844.6072,-682.8773,398.7642,5252.0725,-3537.8258,-3875.1934,-4812.7318,-4350.7028,-2874.7520,-3231.7655,-3344.8656,1633.7893,-1874.1841,117059.1195,99873.3159,102140.6365,105423.0751,98456.4421,100810.7881,106769.0566,104442.8489,134912591.9891,134904923.8958,134924240.6258,134916603.6914,105317.4012,134924176.2814,-4729.3258,3382.9051,-3645.2221,-2697.7034,-4587.9935,-2954.3198,-546.3361,5074.8497,-4573.2198,4770.7311,1606.4896,470.5613,5395.4221,4596.3128,-798.8715,5125.3043,-5323.8420,2593.2955,-3834.5107,-4489.3022,127495.1367,123787.3679,122914.2266,128051.9643,128561.9690,118192.9633,115906.4264,125043.6775,92913734.4790,92891456.9723,92930938.8228,92914299.5109,123477.8125,92915537.9534,
900.000,3878.5384,-5301.8421,-6529.9857,-2118.2114,121.6195,5747.1435,5768.5807,-4478.5985,3776.8394,4026.4387,-3259.0700,-5907.4374,213.1603,-387.7321,4274.1480,1696.2783,1830.1963,-5657.7869,5139.4333,-4457.5883,-340216.4438,-308080.5630,-332707.4995,-333015.3117,-327923.3822,-329532.4055,-323778.0363,-327318.2898,-280953042.9182,-280935108.0988,-280976039.8646,-280959368.2630,-327414.6060,-280969808.6207,3669.6410,1322.9516,-857.9553,6518.4713,-5088.9266,3634.8219,-3607.4741,-3235.4799,-2228.9697,-1452.3385,6079.1676,-2233.9506,-5049.4371,-4292.4483,-5410.8129,-3787.7095,-4881.1659,-3996.8855,-415.2632,90.9496,109899.6713,93364.0418,95370.0984,98593.6483,91568.5961,93896.5352,99881.4207,97858.7314,128808644.7504,128801687.1322,128819641.1626,128813102.5557,98451.9449,128820135.6508,-4432.2595,4266.2682,-2100.0290,-992.4821,-4713.4361,-1279.7688,1265.8099,4108.0772,-5323.9593,5418.8804,-197.2594,2251.1604,4720.4045,5319.4585,746.4761,5523.2785,-4554.5610,404.9805,-4493.7483,-5297.0999,127595.6157,123871.2289,123112.0971,128000.7938,128776.7694,118506.2954,115870.0816,125298.2893,92917091.6529,92894929.6582,92934763.8325,92917547.7746,123577.4771,92919153.4476,
1200.000,5402.2976,-4086.9440,-6893.8275,-941.2944,-1997.8726,6386.8351,4554.6232,-5887.9327,2093.6311,2721.2213,-2015.5881,-5504.9929,-1474.5961,-2377.3575,2785.3534,-390.8111,505.4305,-5201.2746,4378.0612,-3601.6341,-342493.6048,-309921.3778,-334713.5236,-334907.8120,-329847.2766,-331443.7107,-325794.7415,-328900.9818,-283696013.6254,-283677876.5381,-283718784.5270,-283702201.8908,-329357.9114,-283712810.1863,2356.0323,3051.9898,362.4046,6810.0508,-5033.1100,2603.1343,-4296.4208,-2347.3892,-3601.4550,-3197.1479,6297.6927,-663.8779,-5758.4274,-3387.3343,-5952.0049,-4383.3376,-6065.4750,-4218.4398,-2441.3293,2075.4152,102688.8431,86816.1070,88559.9818,91725.1299,84641.8363,86945.7990,92949.1179,91292.4044,122643396.6554,122637150.9158,122653750.5461,122648317.5218,91545.3342,122654793.0366,-3662.9693,4693.7012,-328.1058,819.3420,-4336.4710,532.5939,2941.6476,2693.1418,-5497.9530,5482.0732,-1979.6136,3765.5688,3537.5266,5453.4521,2211.9456,5325.9525,-3296.5920,-1826.6399,-4653.3337,-5537.4148,127695.6789,123954.9810,123310.7610,127944.1641,128987.9215,118825.6869,115838.9150,125428.2284,92920449.5133,92898403.0474,92938575.9442,92920798.8195,123677.0489,92922768.6959,
1500.000,6415.6786,-2508.2968,-6569.9334,338.1212,-3917.9377,6393.5280,2875.0694,-6702.4028,238.5583,1194.4813,-550.9329,-4527.2964,-2985.5978,-4151.4420,1011.9690,-2418.2773,-834.2961,-4194.5389,3217.0197,-2445.6802,-344616.8153,-311624.0471,-336570.5098,-336651.8886,-331624.5861,-333205.8549,-327665.2503,-330386.2261,-286303721.9942,-286285398.9099,-286326237.5356,-286309809.6453,-331155.5572,-286320545.6994,848.4732,4518.3063,1542.9509,6428.0414,-4532.6955,1306.8502,-4589.2194,-1253.5138,-4664.0565,-4661.1493,5897.0056,1014.3563,-5921.7581,-2191.9950,-5932.0682,-4599.7082,-6660.7263,-3961.1048,-4239.9202,3883.2148,95429.9333,80232.3910,81713.3520,84820.6494,77679.1326,79962.1526,85975.2543,84720.7896,116419787.0313,116414254.2157,116429509.5625,116425185.8792,84600.6249,116431087.9250,-2503.0841,4619.5992,1479.2618,2543.0288,-3497.0740,2287.5033,4300.7129,984.2634,-5076.5738,4953.4393,-3547.2660,4834.9074,1973.8174,4983.4631,3440.7129,4554.4521,-1684.3816,-3863.4829,-4295.6447,-5184.7865,127795.3287,124038.6249,123510.0295,127881.9591,129195.4507,119151.2184,115812.8654,125432.2404,92923808.1764,92901877.1494,92942375.2581,92924053.4274,123776.5279,92926383.6984,
1800.000,6816.1010,-718.7559,-5588.7424,1611.9385,-5453.4023,5775.4092,891.9717,-6840.8153,-1604.8590,-405.7388,1002.9889,-3090.4066,-4182.7182,-5524.7545,-881.8524,-4186.1705,-2073.1039,-2766.0588,1770.3418,-1100.8268,-346585.0418,-313187.8857,-338277.7022,-338246.5002,-333254.6747,-334818.2014,-329388.5960,-331796.1953,-288774927.2978,-288756434.4384,-288797158.8651,-288780952.1599,-332806.8024,-288791774.3953,-718.0723,5578.8137,2586.2515,5415.2121,-3627.4199,-142.8050,-4471.5432,-44.6137,-5305.6894,-5693.6028,4928.1892,2626.4316,-5511.0435,-824.3247,-5362.0968,-4406.3986,-6600.4187,-3231.8521,-5627.1889,5332.5773,88126.2641,73615.7876,74833.2887,77883.3554,70683.4747,72949.2198,78962.9596,78117.7246,110140782.9738,110135963.7721,110149886.7163,110146672.5731,77620.8882,110151987.5726,-1075.9850,4051.8161,3126.5610,3993.1589,-2284.3943,3795.6582,5196.8033,-832.0508,-4105.1334,3889.8040,-4730.8403,5333.1594,197.5468,3961.3028,4301.3563,3291.6828,109.0874,-5489.2554,-3460.1958,-4276.7057,127894.5679,124122.1614,123709.7124,127814.0591,129399.3816,119482.9679,115791.8744,125317.6222,92927167.7583,92905351.9740,92946161.8872,92927312.4182,123875.9141,92929998.4550,
2100.000,6559.8665,1111.8941,-4047.7908,2769.4325,-6456.8587,4602.6888,-1200.1103,-6291.6153,-3258.0502,-1929.0909,2501.7979,-1356.4138,-4962.6099,-6350.4603,-2717.6321,-5522.6889,-3107.0567,-1086.8122,176.4639,308.9404,-348397.3236,-314612.2688,-339834.4148,-339690.6348,-334736.9660,-336280.1933,-330963.8864,-333146.9123,-291108453.8841,-291089807.4155,-291130373.6214,-291114455.0467,-334310.9710,-291125320.5905,-2205.2171,6126.2535,3406.8364,3877.2586,-2392.7224,-1616.3597,-3965.1797,1178.1355,-5452.1109,-6183.3228,3497.1002,3999.8850,-4554.4091,585.9855,-4304.1762,-3808.7439,-5883.5350,-2093.9076,-6458.6525,6274.1016,80781.1803,66969.2035,67922.8840,70916.4135,63657.8700,65910.6782,71915.3849,71455.9905,103809377.9328,103805272.6821,103817876.8132,103815768.7896,70609.2095,103820485.5915,466.0939,3050.8683,4435.5612,5013.8745,-827.5899,4894.4634,5533.6608,-2557.6749,-2688.3043,2405.7947,-5403.0482,5201.7512,-1600.0144,2499.9341,4701.9226,1673.6639,1890.7758,-6532.4244,-2239.4841,-2909.8750,127993.3989,124205.5915,123909.6189,127740.3417,129599.7374,119821.0093,115775.8866,125099.6598,92930528.3742,92908827.5307,92949935.9557,92930576.6538,123975.2073,92933612.9658,
2400.000,5667.3354,2813.0282,-2101.6049,3706.6681,-6833.1818,2999.2360,-3193.4260,-5113.6485,-4564.5858,-3237.0630,3801.8749,485.0937,-5264.5543,-6536.3216,-4319.4400,-6301.2955,-3852.6752,650.5496,-1414.6577,1657.8208,-350052.7729,-315896.6318,-341240.0319,-340983.3043,-336070.9445,-337591.3547,-332390.3039,-334447.2588,-293303191.7342,-293284407.7605,-293324772.5976,-293309209.4477,-335667.4520,-293320074.2421,-3483.2403,6100.3010,3937.7813,1971.2517,-934.0069,-2977.6247,-3124.5146,2311.3297,-5074.8200,-6071.1202,1752.2705,4982.4756,-3135.0534,1909.5936,-2864.3520,-2849.0976,-4575.7144,-660.9154,-6644.5489,6606.4460,73398.0474,60295.5569,60985.2408,63923.0044,56605.3423,58850.2624,64835.7015,64709.4419,97428590.2854,97425198.9729,97436499.5321,97435490.5280,63568.6873,97439600.5224,1958.3024,1723.6284,5264.8033,5495.6540,717.7377,5465.6304,5275.0987,-4004.8785,-979.3409,661.6905,-5491.8997,4456.1820,-3225.5640,761.2430,4599.6311,-125.0160,3468.6270,-6883.6267,-769.1003,-1230.4042,128091.8241,124288.9158,124109.5572,127660.6825,129796.5404,120165.4101,115764.8491,124800.7291,92933890.1391,92912303.8295,92953697.5979,92933847.0413,124074.4075,92937227.2307,
