sl_100_5400_20260216 Coordinates.csv
2026/02/16 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:45 2024,
Start: 2026/02/16 07:47:00.00, Stop: 2026/02/16 09:17:00.00,
TIME_UNITS,STARLINK-4646 - X-Coordinate,STARLINK-1080 - X-Coordinate,STARLINK-1764 - X-Coordinate,STARLINK-31919 - X-Coordinate,STARLINK-3925 - X-Coordinate,STARLINK-5446 - X-Coordinate,STARLINK-3573 - X-Coordinate,STARLINK-30190 - X-Coordinate,STARLINK-3759 - X-Coordinate,STARLINK-31691 - X-Coordinate,STARLINK-2108 - X-Coordinate,STARLINK-2273 - X-Coordinate,STARLINK-30789 - X-Coordinate,STARLINK-30443 - X-Coordinate,STARLINK-30274 - X-Coordinate,STARLINK-2175 - X-Coordinate,STARLINK-30584 - X-Coordinate,STARLINK-5349 - X-Coordinate,STARLINK-5789 - X-Coordinate,STARLINK-6221 - X-Coordinate,STARLINK-2586 - X-Coordinate,STARLINK-4751 - X-Coordinate,STARLINK-30934 - X-Coordinate,STARLINK-3645 - X-Coordinate,STARLINK-3638 - X-Coordinate,STARLINK-30973 - X-Coordinate,STARLINK-30602 - X-Coordinate,STARLINK-5361 - X-Coordinate,STARLINK-31699 - X-Coordinate,STARLINK-2604 - X-Coordinate,STARLINK-1304 - X-Coordinate,STARLINK-3552 - X-Coordinate,STARLINK-2145 - X-Coordinate,STARLINK-3313 - X-Coordinate,STARLINK-3391 - X-Coordinate,STARLINK-30259 - X-Coordinate,STARLINK-3956 - X-Coordinate,STARLINK-5009 - X-Coordinate,STARLINK-31395 - X-Coordinate,STARLINK-4348 - X-Coordinate,STARLINK-5983 - X-Coordinate,STARLINK-4093 - X-Coordinate,STARLINK-31054 - X-Coordinate,STARLINK-4384 - X-Coordinate,STARLINK-5059 - X-Coordinate,STARLINK-3807 - X-Coordinate,STARLINK-4217 - X-Coordinate,STARLINK-31423 - X-Coordinate,STARLINK-5099 - X-Coordinate,STARLINK-30387 - X-Coordinate,STARLINK-6143 - X-Coordinate,STARLINK-30716 - X-Coordinate,STARLINK-30591 - X-Coordinate,STARLINK-4488 - X-Coordinate,STARLINK-3907 - X-Coordinate,STARLINK-3318 - X-Coordinate,STARLINK-5624 - X-Coordinate,STARLINK-5448 - X-Coordinate,STARLINK-4085 - X-Coordinate,STARLINK-31523 - X-Coordinate,STARLINK-31305 - X-Coordinate,STARLINK-11244 [DTC] - X-Coordinate,STARLINK-6307 - X-Coordinate,STARLINK-3616 - X-Coordinate,STARLINK-4303 - X-Coordinate,STARLINK-3815 - X-Coordinate,STARLINK-5696 - X-Coordinate,STARLINK-5989 - X-Coordinate,STARLINK-2220 - X-Coordinate,STARLINK-31168 - X-Coordinate,STARLINK-3202 - X-Coordinate,STARLINK-3846 - X-Coordinate,STARLINK-4128 - X-Coordinate,STARLINK-31129 - X-Coordinate,STARLINK-31885 - X-Coordinate,STARLINK-2748 - X-Coordinate,STARLINK-6128 - X-Coordinate,STARLINK-5825 - X-Coordinate,STARLINK-2054 - X-Coordinate,STARLINK-31769 - X-Coordinate,STARLINK-5678 - X-Coordinate,STARLINK-2187 - X-Coordinate,STARLINK-5827 - X-Coordinate,STARLINK-4422 - X-Coordinate,STARLINK-31477 - X-Coordinate,STARLINK-4525 - X-Coordinate,STARLINK-1498 - X-Coordinate,STARLINK-31911 - X-Coordinate,STARLINK-2095 - X-Coordinate,STARLINK-2068 - X-Coordinate,STARLINK-2057 - X-Coordinate,STARLINK-5290 - X-Coordinate,STARLINK-31240 - X-Coordinate,STARLINK-5528 - X-Coordinate,STARLINK-11266 [DTC] - X-Coordinate,STARLINK-3366 - X-Coordinate,STARLINK-11107 [DTC] - X-Coordinate,STARLINK-3983 - X-Coordinate,STARLINK-2343 - X-Coordinate,STARLINK-30205 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4646 - Y-Coordinate,STARLINK-1080 - Y-Coordinate,STARLINK-1764 - Y-Coordinate,STARLINK-31919 - Y-Coordinate,STARLINK-3925 - Y-Coordinate,STARLINK-5446 - Y-Coordinate,STARLINK-3573 - Y-Coordinate,STARLINK-30190 - Y-Coordinate,STARLINK-3759 - Y-Coordinate,STARLINK-31691 - Y-Coordinate,STARLINK-2108 - Y-Coordinate,STARLINK-2273 - Y-Coordinate,STARLINK-30789 - Y-Coordinate,STARLINK-30443 - Y-Coordinate,STARLINK-30274 - Y-Coordinate,STARLINK-2175 - Y-Coordinate,STARLINK-30584 - Y-Coordinate,STARLINK-5349 - Y-Coordinate,STARLINK-5789 - Y-Coordinate,STARLINK-6221 - Y-Coordinate,STARLINK-2586 - Y-Coordinate,STARLINK-4751 - Y-Coordinate,STARLINK-30934 - Y-Coordinate,STARLINK-3645 - Y-Coordinate,STARLINK-3638 - Y-Coordinate,STARLINK-30973 - Y-Coordinate,STARLINK-30602 - Y-Coordinate,STARLINK-5361 - Y-Coordinate,STARLINK-31699 - Y-Coordinate,STARLINK-2604 - Y-Coordinate,STARLINK-1304 - Y-Coordinate,STARLINK-3552 - Y-Coordinate,STARLINK-2145 - Y-Coordinate,STARLINK-3313 - Y-Coordinate,STARLINK-3391 - Y-Coordinate,STARLINK-30259 - Y-Coordinate,STARLINK-3956 - Y-Coordinate,STARLINK-5009 - Y-Coordinate,STARLINK-31395 - Y-Coordinate,STARLINK-4348 - Y-Coordinate,STARLINK-5983 - Y-Coordinate,STARLINK-4093 - Y-Coordinate,STARLINK-31054 - Y-Coordinate,STARLINK-4384 - Y-Coordinate,STARLINK-5059 - Y-Coordinate,STARLINK-3807 - Y-Coordinate,STARLINK-4217 - Y-Coordinate,STARLINK-31423 - Y-Coordinate,STARLINK-5099 - Y-Coordinate,STARLINK-30387 - Y-Coordinate,STARLINK-6143 - Y-Coordinate,STARLINK-30716 - Y-Coordinate,STARLINK-30591 - Y-Coordinate,STARLINK-4488 - Y-Coordinate,STARLINK-3907 - Y-Coordinate,STARLINK-3318 - Y-Coordinate,STARLINK-5624 - Y-Coordinate,STARLINK-5448 - Y-Coordinate,STARLINK-4085 - Y-Coordinate,STARLINK-31523 - Y-Coordinate,STARLINK-31305 - Y-Coordinate,STARLINK-11244 [DTC] - Y-Coordinate,STARLINK-6307 - Y-Coordinate,STARLINK-3616 - Y-Coordinate,STARLINK-4303 - Y-Coordinate,STARLINK-3815 - Y-Coordinate,STARLINK-5696 - Y-Coordinate,STARLINK-5989 - Y-Coordinate,STARLINK-2220 - Y-Coordinate,STARLINK-31168 - Y-Coordinate,STARLINK-3202 - Y-Coordinate,STARLINK-3846 - Y-Coordinate,STARLINK-4128 - Y-Coordinate,STARLINK-31129 - Y-Coordinate,STARLINK-31885 - Y-Coordinate,STARLINK-2748 - Y-Coordinate,STARLINK-6128 - Y-Coordinate,STARLINK-5825 - Y-Coordinate,STARLINK-2054 - Y-Coordinate,STARLINK-31769 - Y-Coordinate,STARLINK-5678 - Y-Coordinate,STARLINK-2187 - Y-Coordinate,STARLINK-5827 - Y-Coordinate,STARLINK-4422 - Y-Coordinate,STARLINK-31477 - Y-Coordinate,STARLINK-4525 - Y-Coordinate,STARLINK-1498 - Y-Coordinate,STARLINK-31911 - Y-Coordinate,STARLINK-2095 - Y-Coordinate,STARLINK-2068 - Y-Coordinate,STARLINK-2057 - Y-Coordinate,STARLINK-5290 - Y-Coordinate,STARLINK-31240 - Y-Coordinate,STARLINK-5528 - Y-Coordinate,STARLINK-11266 [DTC] - Y-Coordinate,STARLINK-3366 - Y-Coordinate,STARLINK-11107 [DTC] - Y-Coordinate,STARLINK-3983 - Y-Coordinate,STARLINK-2343 - Y-Coordinate,STARLINK-30205 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4646 - Z-Coordinate,STARLINK-1080 - Z-Coordinate,STARLINK-1764 - Z-Coordinate,STARLINK-31919 - Z-Coordinate,STARLINK-3925 - Z-Coordinate,STARLINK-5446 - Z-Coordinate,STARLINK-3573 - Z-Coordinate,STARLINK-30190 - Z-Coordinate,STARLINK-3759 - Z-Coordinate,STARLINK-31691 - Z-Coordinate,STARLINK-2108 - Z-Coordinate,STARLINK-2273 - Z-Coordinate,STARLINK-30789 - Z-Coordinate,STARLINK-30443 - Z-Coordinate,STARLINK-30274 - Z-Coordinate,STARLINK-2175 - Z-Coordinate,STARLINK-30584 - Z-Coordinate,STARLINK-5349 - Z-Coordinate,STARLINK-5789 - Z-Coordinate,STARLINK-6221 - Z-Coordinate,STARLINK-2586 - Z-Coordinate,STARLINK-4751 - Z-Coordinate,STARLINK-30934 - Z-Coordinate,STARLINK-3645 - Z-Coordinate,STARLINK-3638 - Z-Coordinate,STARLINK-30973 - Z-Coordinate,STARLINK-30602 - Z-Coordinate,STARLINK-5361 - Z-Coordinate,STARLINK-31699 - Z-Coordinate,STARLINK-2604 - Z-Coordinate,STARLINK-1304 - Z-Coordinate,STARLINK-3552 - Z-Coordinate,STARLINK-2145 - Z-Coordinate,STARLINK-3313 - Z-Coordinate,STARLINK-3391 - Z-Coordinate,STARLINK-30259 - Z-Coordinate,STARLINK-3956 - Z-Coordinate,STARLINK-5009 - Z-Coordinate,STARLINK-31395 - Z-Coordinate,STARLINK-4348 - Z-Coordinate,STARLINK-5983 - Z-Coordinate,STARLINK-4093 - Z-Coordinate,STARLINK-31054 - Z-Coordinate,STARLINK-4384 - Z-Coordinate,STARLINK-5059 - Z-Coordinate,STARLINK-3807 - Z-Coordinate,STARLINK-4217 - Z-Coordinate,STARLINK-31423 - Z-Coordinate,STARLINK-5099 - Z-Coordinate,STARLINK-30387 - Z-Coordinate,STARLINK-6143 - Z-Coordinate,STARLINK-30716 - Z-Coordinate,STARLINK-30591 - Z-Coordinate,STARLINK-4488 - Z-Coordinate,STARLINK-3907 - Z-Coordinate,STARLINK-3318 - Z-Coordinate,STARLINK-5624 - Z-Coordinate,STARLINK-5448 - Z-Coordinate,STARLINK-4085 - Z-Coordinate,STARLINK-31523 - Z-Coordinate,STARLINK-31305 - Z-Coordinate,STARLINK-11244 [DTC] - Z-Coordinate,STARLINK-6307 - Z-Coordinate,STARLINK-3616 - Z-Coordinate,STARLINK-4303 - Z-Coordinate,STARLINK-3815 - Z-Coordinate,STARLINK-5696 - Z-Coordinate,STARLINK-5989 - Z-Coordinate,STARLINK-2220 - Z-Coordinate,STARLINK-31168 - Z-Coordinate,STARLINK-3202 - Z-Coordinate,STARLINK-3846 - Z-Coordinate,STARLINK-4128 - Z-Coordinate,STARLINK-31129 - Z-Coordinate,STARLINK-31885 - Z-Coordinate,STARLINK-2748 - Z-Coordinate,STARLINK-6128 - Z-Coordinate,STARLINK-5825 - Z-Coordinate,STARLINK-2054 - Z-Coordinate,STARLINK-31769 - Z-Coordinate,STARLINK-5678 - Z-Coordinate,STARLINK-2187 - Z-Coordinate,STARLINK-5827 - Z-Coordinate,STARLINK-4422 - Z-Coordinate,STARLINK-31477 - Z-Coordinate,STARLINK-4525 - Z-Coordinate,STARLINK-1498 - Z-Coordinate,STARLINK-31911 - Z-Coordinate,STARLINK-2095 - Z-Coordinate,STARLINK-2068 - Z-Coordinate,STARLINK-2057 - Z-Coordinate,STARLINK-5290 - Z-Coordinate,STARLINK-31240 - Z-Coordinate,STARLINK-5528 - Z-Coordinate,STARLINK-11266 [DTC] - Z-Coordinate,STARLINK-3366 - Z-Coordinate,STARLINK-11107 [DTC] - Z-Coordinate,STARLINK-3983 - Z-Coordinate,STARLINK-2343 - Z-Coordinate,STARLINK-30205 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-4016.1063,1996.3800,1013.4745,4626.4730,-2679.9415,1956.9259,5188.8431,1301.1936,-1203.5794,-3071.0390,0.0000,-2480.6203,2889.1597,-2506.9214,-3757.1421,2717.4606,-1575.4640,-1517.6319,5006.8107,-2043.3022,-2217.9398,-4196.0414,-6830.9674,1624.0507,6900.8248,4183.5394,5111.8601,-1875.6832,1882.5736,6083.9459,-3751.9732,724.1726,-3893.1376,-2531.7078,2317.7856,2201.1368,921.1493,4053.4012,-4945.1376,-813.8837,1980.2801,-2118.5501,3563.3793,902.7512,1626.5443,1505.5980,-592.0554,5728.4573,-1943.9589,-5775.0572,-5097.2709,-5606.2208,3492.8811,3479.1840,-453.8439,-3602.7131,-4038.4063,6137.3877,-6212.4272,6434.2801,2180.1565,3561.9735,4964.4617,-5274.9602,-2189.3702,3648.2234,6620.5899,3896.4489,3311.6748,-4476.8040,1070.3943,-2041.3649,-2967.8869,3664.6991,-2226.0502,-3228.2604,1753.2737,102.7042,4208.4540,5944.4532,-2106.2929,3170.0161,1837.0181,2952.9399,-1424.3344,-4979.7722,0.0000,-256.8468,-1779.6211,-5532.9776,-2464.1347,-5268.2460,-5479.3082,1788.9226,2239.4980,4100.6247,2569.0703,1343.3026,271.2796,-1373.9817,-202587.0658,-233291.3426,-220256.7687,-216217.6589,-224515.7215,-221468.6508,-218722.1201,-217979.4857,-177183402.6986,-177173062.0244,-177161186.5936,-177173056.9078,-218501.0061,-177170306.1300,-2205.6180,-4389.9901,-4167.6804,3303.3280,-3224.2094,-4453.2124,-2582.5340,-5505.3513,5596.2771,-5295.0667,0.0000,4859.8183,2953.0062,-5230.9851,4433.4558,-5294.3027,-6694.9392,5201.1532,912.5765,-5748.2644,3503.1826,-5415.0193,273.7408,-5560.4529,370.3647,-487.5865,-722.0178,-6664.2292,-4617.4186,3156.7409,3066.8847,-4137.3879,2065.1586,-5385.5603,6358.4473,4594.9111,-4802.7547,-1623.3989,-643.7213,581.6110,5340.9697,3786.7625,5012.3512,566.1627,-3928.8910,-5094.3728,-6741.1199,-137.9755,-3939.4406,-1048.5781,-3538.1244,876.6511,5875.1059,2893.2479,-5312.9106,3469.2604,5651.4083,-2625.4324,376.4095,2339.6188,6115.0129,-2381.0551,-4804.1728,2603.7782,6508.1513,5574.6489,-1871.9569,5134.7536,-2553.3105,4509.6092,4560.1807,6275.4389,4637.6832,-4112.1995,-4450.7143,-3853.8490,-5383.7835,2388.2085,796.1777,-2913.0949,4738.9036,-3048.0952,6065.6495,-6126.9939,6233.2325,-4717.7489,0.0000,6205.1887,6551.0830,-1050.7607,-3650.7863,-1147.4142,2455.7727,6645.1354,4425.2277,-875.8361,3912.2676,-6073.5136,6654.7662,-6745.9668,305757.5994,283384.0975,302119.1137,301517.2107,299513.9287,300131.4979,292108.1220,295261.2538,288819135.5752,288827925.6184,288839456.6859,288827095.6057,296325.1447,288834374.0439,-5182.7246,4893.0647,5418.8153,3756.5633,5493.4031,4888.5053,3757.2731,4044.4353,3865.5924,-3009.1967,0.0000,-4157.3823,5454.8592,3780.4052,3577.9677,-3522.2701,-909.8779,4186.5947,-4714.3125,3344.5369,-5495.3175,916.2077,-168.0129,3753.9764,69.1320,5493.0267,-4641.1693,250.3745,4643.1299,-273.3537,4915.8595,5478.8518,5307.5408,-3525.8592,-1431.7216,-4704.5490,-4890.8875,5355.0399,4641.9543,-6871.9042,-3962.0684,5371.1204,-3006.8749,6848.3470,5434.7719,-4446.6560,-1433.8420,-3703.9308,-5359.9550,-3692.5333,-3102.4740,3833.2491,-1170.7616,-5225.5870,4387.8830,4763.6329,140.5020,-1781.5128,-3024.3335,-317.4883,2040.8374,5148.9231,610.5567,-3637.8995,-695.3191,-1457.3714,851.1520,-2614.3444,-5484.2883,2573.6178,5071.7542,-2052.1942,4171.0203,-4086.3501,4627.6801,4716.6767,3985.4836,6519.9580,-5445.0237,-1651.1802,-4602.7798,-5240.7959,2796.1818,-1273.9591,2366.5232,830.7261,0.0000,-2827.6991,1358.8195,-4016.5376,5334.0317,4320.4632,3306.7149,851.4045,4595.2917,5477.1758,-4868.8764,3008.1170,-1847.8369,-773.6715,-122636.7501,-126575.7941,-127346.1613,-121130.3817,-121655.5556,-132282.9157,-133391.4275,-127692.4334,-98605201.3999,-98585226.9464,-98597696.8876,-98616596.5225,-126308.7129,-98608895.9275,
300.000,-4147.8307,603.8472,-1161.7494,5000.5471,-4022.3767,-135.9527,3507.5356,-739.0716,118.2517,-4117.8004,0.0000,-1372.7420,4159.0818,-4288.5641,-1894.9762,919.1478,-3004.9387,598.2497,5055.2255,-2330.5405,-251.2775,-5085.1560,-6388.1244,-129.9975,6600.5468,3465.3129,4328.4267,-3235.0113,-211.4086,6390.7865,-1782.0286,-1331.6206,-2257.5017,-3374.9936,3474.0441,3955.9429,-703.8644,2605.0894,-4939.7055,-2635.2548,3454.6033,23.9678,4453.6185,-1140.2081,-206.3615,-404.0193,-1810.0027,4805.6412,-3432.2726,-6416.7951,-5360.9267,-5959.1614,4503.1915,4059.4475,-1995.0825,-1586.0560,-3355.6862,5760.8253,-6555.6508,6440.9906,3707.2825,1745.8768,3782.4589,-3622.7659,-877.3237,4297.2933,5709.6039,4706.2776,1684.8134,-2717.7323,3011.8781,-907.0579,-1008.8442,2427.1273,-4073.8583,-3870.8589,72.9721,2271.4904,4816.7037,5281.0206,15.7299,2082.1439,3480.3986,1559.2146,349.9999,-5407.4472,0.0000,1064.1714,-603.9110,-6412.2463,-3724.6242,-6235.6058,-5048.0433,3199.0659,4067.9597,3186.4071,4429.8502,123.2007,1522.7403,-2749.2555,-209057.1073,-239248.1727,-226366.0988,-222423.0522,-230768.7324,-227751.9662,-224919.8630,-224152.2976,-183446076.1159,-183435953.6695,-183424414.6057,-183435058.4686,-224720.6678,-183433017.3625,-62.7908,-5684.9905,-4059.7395,1272.6679,-1509.8150,-4212.7081,-3416.5253,-5139.4075,6487.2650,-3672.3924,0.0000,6127.6020,1174.5088,-4740.1632,4529.3747,-4979.9063,-6219.2200,5005.9734,-1236.4469,-4272.7274,4419.7130,-4596.1742,1464.4007,-4891.2627,-844.1566,-2541.4588,-2726.1221,-5991.0928,-5173.2659,1956.5806,3826.5236,-4630.6671,3494.1025,-3769.3447,5967.7585,3350.0650,-5743.5962,-3243.6582,1523.7989,-700.6709,3899.4100,4166.1150,3306.6193,1568.9639,-4937.3806,-4468.7567,-6663.8728,-1969.7397,-2365.3804,659.0935,-1639.6790,2439.2157,4597.7686,818.3258,-4026.9959,3979.5272,5759.4205,-3810.8668,1742.7520,1056.9564,5683.1217,-3635.7083,-5739.3803,3427.9606,6398.7631,4285.3506,-3181.3009,5089.9664,-3997.6314,5082.5076,4682.5259,6843.8147,4520.6031,-5605.9767,-3343.7638,-1878.1352,-6263.1598,2438.1015,-1199.3882,-4315.2743,5093.4730,-4770.9001,5821.2219,-6064.2289,5804.7597,-3453.5808,0.0000,6644.2473,6884.2959,323.9229,-1884.5615,265.0890,4166.8809,6114.6231,4217.2769,-2854.9957,3394.1039,-6779.1811,6740.1313,-5953.9039,301497.9161,278471.3899,297506.9774,296808.5039,294849.6409,295483.2586,287520.0951,291045.5567,284883723.3954,284892262.3733,284904394.3391,284891890.3608,291665.3343,284899052.6802,-5536.4257,3812.9397,5470.3007,4448.5278,5412.3479,5456.6820,4868.8678,4624.1871,2375.0384,-4011.0248,0.0000,-2759.0330,5305.4352,2664.4094,4737.2372,-4710.3928,634.7721,4631.9238,-4587.4295,4967.5699,-5272.0464,-901.3232,-1957.9182,4866.0347,1857.9511,5426.1723,-4693.6368,-1286.3672,4430.0883,1534.4311,5460.1350,4945.0521,5502.5971,-4718.0083,376.5714,-4606.6983,-3787.6038,5515.8931,4438.6647,-6387.0035,-4584.0305,5505.5857,-4012.5767,6653.7143,4817.6660,-5279.1359,374.5108,-4425.3472,-5536.9174,-2543.3578,-4087.5366,2336.2458,-2585.6598,-5535.2974,5240.6921,5416.2982,-1964.8814,12.3952,-1360.5695,-2095.2090,545.0196,5347.7414,-934.0114,-4793.3460,-2437.5193,-3113.5703,2305.4507,-554.4438,-5361.6303,3709.9272,4084.8477,-276.4324,5121.9076,-3116.4982,4290.8214,5384.2284,2954.6528,6092.7965,-4832.6860,-122.3625,-4705.0562,-4439.1422,1417.2798,-2949.3154,3555.3063,2558.2236,0.0000,-1128.1217,-447.0243,-2572.7133,5515.3280,2968.3409,2041.5322,-694.0397,3377.7051,5410.7748,-3803.5515,1341.5592,-62.4323,-2237.0701,-122540.9449,-126480.5747,-127145.2222,-121153.8360,-121414.7220,-131978.4806,-133435.4647,-127806.2204,-98600254.6443,-98579939.0601,-98592116.2268,-98611484.0791,-126198.2055,-98603698.8511,
600.000,-3931.3388,-810.0339,-3224.8971,4907.6472,-5011.9348,-2232.6394,1480.1055,-2727.5261,1402.3858,-4785.0009,0.0000,-156.1622,5050.4528,-5643.9815,182.9294,-1001.0233,-4149.2514,2666.8688,4659.8197,-2447.1841,1711.0258,-5474.8484,-5287.4453,-1909.1812,5642.8893,2462.9857,3170.1311,-4292.0136,-2268.1067,6052.7058,353.0470,-3231.8673,-435.0933,-3936.9253,4288.1025,5352.2442,-2224.3133,942.7660,-4473.7757,-4123.1531,4634.3377,2155.0341,4935.0389,-3100.8102,-1982.8187,-2306.7113,-2851.8632,3424.6627,-4629.7239,-6449.6640,-5143.7005,-5717.8796,5101.2946,4298.3093,-3386.5618,585.6174,-2310.9126,4808.1607,-6252.9955,5798.4380,4849.5124,-227.7547,2227.6831,-1613.6112,547.7694,4533.5978,4242.1479,5033.2460,-67.9243,-674.7872,4633.8119,314.8027,1072.1966,976.4291,-5518.0959,-4186.5112,-1589.6222,4202.5150,4997.2287,4079.5211,2130.3475,829.4869,4775.8514,-16.5565,2116.4917,-5317.3361,0.0000,2262.2314,636.6174,-6664.0706,-4668.4714,-6594.7602,-4127.5692,4305.5751,5449.3528,2010.3788,5811.7136,-1094.0034,2621.5869,-3879.1481,-215438.6974,-245100.8353,-232375.7537,-228528.1672,-236920.4548,-233934.6991,-231021.3977,-230287.6501,-189621370.4094,-189611455.3017,-189600282.8475,-189609685.3726,-230840.9906,-189608353.0716,2088.5940,-6421.7427,-3610.3083,-894.0756,315.0598,-3610.2493,-3965.0753,-4321.1380,6738.6784,-1678.0802,0.0000,6773.8852,-686.0699,-3812.5812,4207.6975,-4214.8870,-5139.2036,4351.2435,-3262.1506,-2357.2085,4943.9123,-3312.2880,2526.7721,-3773.5269,-1995.5044,-4362.4212,-4484.7565,-4732.5934,-5242.1403,540.7736,4265.1042,-4713.5052,4622.9920,-1781.4971,4980.5912,1819.1559,-6138.9801,-4584.8123,3531.3923,-1981.5860,2103.4031,4192.1859,1266.4678,2318.1179,-5494.1717,-3452.0568,-5921.8393,-3632.8074,-599.2717,2281.9413,431.4399,3730.5428,2867.5098,-1326.1121,-2373.1122,4154.8653,5297.1831,-4615.4570,2921.6678,-355.8782,4671.1442,-4546.5475,-6125.0340,3966.3486,5660.3724,2537.4721,-4204.1991,4533.6217,-5085.6956,5180.3064,4379.9420,6728.2218,4007.1235,-6543.3312,-1932.3864,279.1279,-6548.0914,2320.9548,-3050.1904,-5276.3033,5000.8191,-6018.3140,5020.9215,-5418.8649,4805.2820,-1825.6860,0.0000,6397.1370,6535.6121,1639.1473,34.4332,1620.1278,5449.6768,4989.5210,3597.3192,-4572.8157,2557.3029,-6810.5944,6152.8870,-4582.6428,297100.5343,273434.1817,292760.7858,291967.0905,290052.4783,290699.6270,282803.5638,286745.1057,280812542.0386,280820819.4927,280833535.4304,280820964.2809,286874.9615,280827960.8104,-5295.7883,2314.3547,4932.6005,4639.9533,4748.2471,5433.1944,5454.3936,4714.2294,627.6833,-4562.9653,0.0000,-1055.9184,4567.5277,1262.3508,5365.9643,-5391.8428,2111.5111,4563.8196,-3971.4962,6065.1676,-4474.2905,-2621.5419,-3529.6539,5451.3185,3445.7609,4777.6537,-4246.8503,-2685.1476,3718.8607,3172.4566,5414.0354,3876.8211,5101.8499,-5403.0783,2144.1987,-4017.2329,-2276.4563,5082.2754,3736.0930,-5225.1824,-4717.6711,5045.4969,-4573.0472,5750.0071,3679.1649,-5547.1683,2142.4198,-4651.0683,-5122.6455,-1122.1075,-4636.6950,580.0315,-3724.1867,-5249.4606,5527.2109,5484.3331,-3861.4337,1804.9318,449.7721,-3641.0028,-1012.4664,4914.6393,-2378.7325,-5433.5588,-3915.5244,-4420.2056,3512.7369,1564.2599,-4657.9826,4435.9078,2656.1883,1529.2126,5519.6865,-1802.2993,3467.5658,5467.1840,1606.6939,5019.5353,-3703.1929,1420.1889,-4305.0848,-3144.2007,-113.6734,-4307.5827,4344.1903,4008.9106,0.0000,698.1422,-2204.8570,-851.6629,5104.2436,1295.6609,550.4610,-2165.2553,1771.2626,4758.3764,-2298.6808,-469.9963,1729.6978,-3460.6266,-122445.3032,-126385.2616,-126942.4028,-121182.3616,-121177.4464,-131668.0688,-133473.9247,-127801.9299,-98595309.2400,-98574656.9111,-98586547.6157,-98606347.4481,-126087.6209,-98598501.5685,
