sl_100_86400_20260203 Coordinates.csv
2026/02/03 07:47:00.0000 UTC

Generated: Tue Oct  8 16:24:31 2024,
Start: 2026/02/03 07:47:00.00, Stop: 2026/02/04 07:47:00.00,
TIME_UNITS,STARLINK-5369 - X-Coordinate,STARLINK-4323 - X-Coordinate,STARLINK-4541 - X-Coordinate,STARLINK-31668 - X-Coordinate,STARLINK-30957 - X-Coordinate,STARLINK-2746 - X-Coordinate,STARLINK-1019 - X-Coordinate,STARLINK-1319 - X-Coordinate,STARLINK-4040 - X-Coordinate,STARLINK-30974 - X-Coordinate,STARLINK-6195 - X-Coordinate,STARLINK-31746 - X-Coordinate,STARLINK-31764 - X-Coordinate,STARLINK-4181 - X-Coordinate,STARLINK-3197 - X-Coordinate,STARLINK-1422 - X-Coordinate,STARLINK-31923 - X-Coordinate,STARLINK-1115 - X-Coordinate,STARLINK-1807 - X-Coordinate,STARLINK-5286 - X-Coordinate,STARLINK-4136 - X-Coordinate,STARLINK-3502 - X-Coordinate,STARLINK-4534 - X-Coordinate,STARLINK-30700 - X-Coordinate,STARLINK-31836 - X-Coordinate,STARLINK-11263 [DTC] - X-Coordinate,STARLINK-2104 - X-Coordinate,STARLINK-5589 - X-Coordinate,STARLINK-5187 - X-Coordinate,STARLINK-32145 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-3646 - X-Coordinate,STARLINK-30168 - X-Coordinate,STARLINK-5294 - X-Coordinate,STARLINK-30990 - X-Coordinate,STARLINK-4154 - X-Coordinate,STARLINK-1098 - X-Coordinate,STARLINK-31244 - X-Coordinate,STARLINK-32138 - X-Coordinate,STARLINK-30544 - X-Coordinate,STARLINK-5761 - X-Coordinate,STARLINK-5399 - X-Coordinate,STARLINK-3635 - X-Coordinate,STARLINK-31217 - X-Coordinate,STARLINK-1605 - X-Coordinate,STARLINK-30421 - X-Coordinate,STARLINK-31297 - X-Coordinate,STARLINK-30195 - X-Coordinate,STARLINK-31458 - X-Coordinate,STARLINK-30897 - X-Coordinate,STARLINK-5836 - X-Coordinate,STARLINK-3336 - X-Coordinate,STARLINK-31487 - X-Coordinate,STARLINK-32183 - X-Coordinate,STARLINK-5262 - X-Coordinate,STARLINK-31982 - X-Coordinate,STARLINK-30313 - X-Coordinate,STARLINK-4562 - X-Coordinate,STARLINK-31088 - X-Coordinate,STARLINK-32029 - X-Coordinate,STARLINK-1205 - X-Coordinate,STARLINK-3100 - X-Coordinate,STARLINK-1395 - X-Coordinate,STARLINK-4586 - X-Coordinate,STARLINK-1789 - X-Coordinate,STARLINK-31108 - X-Coordinate,STARLINK-32026 - X-Coordinate,STARLINK-31633 - X-Coordinate,STARLINK-1821 - X-Coordinate,STARLINK-30993 - X-Coordinate,STARLINK-31921 - X-Coordinate,STARLINK-5624 - X-Coordinate,STARLINK-4489 - X-Coordinate,STARLINK-4691 - X-Coordinate,STARLINK-3811 - X-Coordinate,STARLINK-3508 - X-Coordinate,STARLINK-1485 - X-Coordinate,STARLINK-31524 - X-Coordinate,STARLINK-31003 - X-Coordinate,STARLINK-3341 - X-Coordinate,STARLINK-1568 - X-Coordinate,STARLINK-5586 - X-Coordinate,STARLINK-2755 - X-Coordinate,STARLINK-11206 [DTC] - X-Coordinate,STARLINK-30371 - X-Coordinate,STARLINK-3734 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-5050 - X-Coordinate,STARLINK-31515 - X-Coordinate,STARLINK-6114 - X-Coordinate,STARLINK-6163 - X-Coordinate,STARLINK-11099 [DTC] - X-Coordinate,STARLINK-2674 - X-Coordinate,STARLINK-3324 - X-Coordinate,STARLINK-6205 - X-Coordinate,STARLINK-3388 - X-Coordinate,STARLINK-5436 - X-Coordinate,STARLINK-32285 - X-Coordinate,STARLINK-30600 - X-Coordinate,STARLINK-5749 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5369 - Y-Coordinate,STARLINK-4323 - Y-Coordinate,STARLINK-4541 - Y-Coordinate,STARLINK-31668 - Y-Coordinate,STARLINK-30957 - Y-Coordinate,STARLINK-2746 - Y-Coordinate,STARLINK-1019 - Y-Coordinate,STARLINK-1319 - Y-Coordinate,STARLINK-4040 - Y-Coordinate,STARLINK-30974 - Y-Coordinate,STARLINK-6195 - Y-Coordinate,STARLINK-31746 - Y-Coordinate,STARLINK-31764 - Y-Coordinate,STARLINK-4181 - Y-Coordinate,STARLINK-3197 - Y-Coordinate,STARLINK-1422 - Y-Coordinate,STARLINK-31923 - Y-Coordinate,STARLINK-1115 - Y-Coordinate,STARLINK-1807 - Y-Coordinate,STARLINK-5286 - Y-Coordinate,STARLINK-4136 - Y-Coordinate,STARLINK-3502 - Y-Coordinate,STARLINK-4534 - Y-Coordinate,STARLINK-30700 - Y-Coordinate,STARLINK-31836 - Y-Coordinate,STARLINK-11263 [DTC] - Y-Coordinate,STARLINK-2104 - Y-Coordinate,STARLINK-5589 - Y-Coordinate,STARLINK-5187 - Y-Coordinate,STARLINK-32145 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-3646 - Y-Coordinate,STARLINK-30168 - Y-Coordinate,STARLINK-5294 - Y-Coordinate,STARLINK-30990 - Y-Coordinate,STARLINK-4154 - Y-Coordinate,STARLINK-1098 - Y-Coordinate,STARLINK-31244 - Y-Coordinate,STARLINK-32138 - Y-Coordinate,STARLINK-30544 - Y-Coordinate,STARLINK-5761 - Y-Coordinate,STARLINK-5399 - Y-Coordinate,STARLINK-3635 - Y-Coordinate,STARLINK-31217 - Y-Coordinate,STARLINK-1605 - Y-Coordinate,STARLINK-30421 - Y-Coordinate,STARLINK-31297 - Y-Coordinate,STARLINK-30195 - Y-Coordinate,STARLINK-31458 - Y-Coordinate,STARLINK-30897 - Y-Coordinate,STARLINK-5836 - Y-Coordinate,STARLINK-3336 - Y-Coordinate,STARLINK-31487 - Y-Coordinate,STARLINK-32183 - Y-Coordinate,STARLINK-5262 - Y-Coordinate,STARLINK-31982 - Y-Coordinate,STARLINK-30313 - Y-Coordinate,STARLINK-4562 - Y-Coordinate,STARLINK-31088 - Y-Coordinate,STARLINK-32029 - Y-Coordinate,STARLINK-1205 - Y-Coordinate,STARLINK-3100 - Y-Coordinate,STARLINK-1395 - Y-Coordinate,STARLINK-4586 - Y-Coordinate,STARLINK-1789 - Y-Coordinate,STARLINK-31108 - Y-Coordinate,STARLINK-32026 - Y-Coordinate,STARLINK-31633 - Y-Coordinate,STARLINK-1821 - Y-Coordinate,STARLINK-30993 - Y-Coordinate,STARLINK-31921 - Y-Coordinate,STARLINK-5624 - Y-Coordinate,STARLINK-4489 - Y-Coordinate,STARLINK-4691 - Y-Coordinate,STARLINK-3811 - Y-Coordinate,STARLINK-3508 - Y-Coordinate,STARLINK-1485 - Y-Coordinate,STARLINK-31524 - Y-Coordinate,STARLINK-31003 - Y-Coordinate,STARLINK-3341 - Y-Coordinate,STARLINK-1568 - Y-Coordinate,STARLINK-5586 - Y-Coordinate,STARLINK-2755 - Y-Coordinate,STARLINK-11206 [DTC] - Y-Coordinate,STARLINK-30371 - Y-Coordinate,STARLINK-3734 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-5050 - Y-Coordinate,STARLINK-31515 - Y-Coordinate,STARLINK-6114 - Y-Coordinate,STARLINK-6163 - Y-Coordinate,STARLINK-11099 [DTC] - Y-Coordinate,STARLINK-2674 - Y-Coordinate,STARLINK-3324 - Y-Coordinate,STARLINK-6205 - Y-Coordinate,STARLINK-3388 - Y-Coordinate,STARLINK-5436 - Y-Coordinate,STARLINK-32285 - Y-Coordinate,STARLINK-30600 - Y-Coordinate,STARLINK-5749 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5369 - Z-Coordinate,STARLINK-4323 - Z-Coordinate,STARLINK-4541 - Z-Coordinate,STARLINK-31668 - Z-Coordinate,STARLINK-30957 - Z-Coordinate,STARLINK-2746 - Z-Coordinate,STARLINK-1019 - Z-Coordinate,STARLINK-1319 - Z-Coordinate,STARLINK-4040 - Z-Coordinate,STARLINK-30974 - Z-Coordinate,STARLINK-6195 - Z-Coordinate,STARLINK-31746 - Z-Coordinate,STARLINK-31764 - Z-Coordinate,STARLINK-4181 - Z-Coordinate,STARLINK-3197 - Z-Coordinate,STARLINK-1422 - Z-Coordinate,STARLINK-31923 - Z-Coordinate,STARLINK-1115 - Z-Coordinate,STARLINK-1807 - Z-Coordinate,STARLINK-5286 - Z-Coordinate,STARLINK-4136 - Z-Coordinate,STARLINK-3502 - Z-Coordinate,STARLINK-4534 - Z-Coordinate,STARLINK-30700 - Z-Coordinate,STARLINK-31836 - Z-Coordinate,STARLINK-11263 [DTC] - Z-Coordinate,STARLINK-2104 - Z-Coordinate,STARLINK-5589 - Z-Coordinate,STARLINK-5187 - Z-Coordinate,STARLINK-32145 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-3646 - Z-Coordinate,STARLINK-30168 - Z-Coordinate,STARLINK-5294 - Z-Coordinate,STARLINK-30990 - Z-Coordinate,STARLINK-4154 - Z-Coordinate,STARLINK-1098 - Z-Coordinate,STARLINK-31244 - Z-Coordinate,STARLINK-32138 - Z-Coordinate,STARLINK-30544 - Z-Coordinate,STARLINK-5761 - Z-Coordinate,STARLINK-5399 - Z-Coordinate,STARLINK-3635 - Z-Coordinate,STARLINK-31217 - Z-Coordinate,STARLINK-1605 - Z-Coordinate,STARLINK-30421 - Z-Coordinate,STARLINK-31297 - Z-Coordinate,STARLINK-30195 - Z-Coordinate,STARLINK-31458 - Z-Coordinate,STARLINK-30897 - Z-Coordinate,STARLINK-5836 - Z-Coordinate,STARLINK-3336 - Z-Coordinate,STARLINK-31487 - Z-Coordinate,STARLINK-32183 - Z-Coordinate,STARLINK-5262 - Z-Coordinate,STARLINK-31982 - Z-Coordinate,STARLINK-30313 - Z-Coordinate,STARLINK-4562 - Z-Coordinate,STARLINK-31088 - Z-Coordinate,STARLINK-32029 - Z-Coordinate,STARLINK-1205 - Z-Coordinate,STARLINK-3100 - Z-Coordinate,STARLINK-1395 - Z-Coordinate,STARLINK-4586 - Z-Coordinate,STARLINK-1789 - Z-Coordinate,STARLINK-31108 - Z-Coordinate,STARLINK-32026 - Z-Coordinate,STARLINK-31633 - Z-Coordinate,STARLINK-1821 - Z-Coordinate,STARLINK-30993 - Z-Coordinate,STARLINK-31921 - Z-Coordinate,STARLINK-5624 - Z-Coordinate,STARLINK-4489 - Z-Coordinate,STARLINK-4691 - Z-Coordinate,STARLINK-3811 - Z-Coordinate,STARLINK-3508 - Z-Coordinate,STARLINK-1485 - Z-Coordinate,STARLINK-31524 - Z-Coordinate,STARLINK-31003 - Z-Coordinate,STARLINK-3341 - Z-Coordinate,STARLINK-1568 - Z-Coordinate,STARLINK-5586 - Z-Coordinate,STARLINK-2755 - Z-Coordinate,STARLINK-11206 [DTC] - Z-Coordinate,STARLINK-30371 - Z-Coordinate,STARLINK-3734 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-5050 - Z-Coordinate,STARLINK-31515 - Z-Coordinate,STARLINK-6114 - Z-Coordinate,STARLINK-6163 - Z-Coordinate,STARLINK-11099 [DTC] - Z-Coordinate,STARLINK-2674 - Z-Coordinate,STARLINK-3324 - Z-Coordinate,STARLINK-6205 - Z-Coordinate,STARLINK-3388 - Z-Coordinate,STARLINK-5436 - Z-Coordinate,STARLINK-32285 - Z-Coordinate,STARLINK-30600 - Z-Coordinate,STARLINK-5749 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4498.4259,2728.4121,-6669.7915,2101.2266,6707.8384,-5782.2576,3928.5163,-1436.9193,4458.6505,0.0000,-6819.5104,1418.5147,-5000.8301,-530.1713,-4958.1822,-5008.9837,6424.7921,4019.4645,5092.3077,2837.1010,-1593.9770,482.4450,3768.2611,2499.7620,6529.5304,-1364.5088,770.8179,5424.7991,978.4283,392.9477,-4131.9206,2509.4510,-4667.0187,-1416.3747,-1084.4757,-3610.0647,4602.3079,-6793.2968,-4257.2301,-3422.5390,4331.2669,-3502.8168,4019.0517,830.1848,6430.8842,2634.4875,-3054.5752,-5807.5036,5337.6607,-4911.3545,-4023.1980,4534.4478,-1188.6112,2321.5721,921.5726,-1385.3736,4100.0518,-3012.2944,1959.3371,3652.7966,473.8886,965.1437,-5808.0313,3783.8344,-3081.0988,6412.1144,1045.6165,1852.3285,901.6397,-5663.4699,-4427.4199,2606.4161,4622.0041,6197.0235,-3848.5360,-3172.8294,-2706.9836,-6439.0248,3975.1048,-2006.9566,-3067.3983,-2701.6888,3860.6264,-6407.7840,-1302.4592,-1805.1815,4958.5384,-5040.8157,-4899.4559,-4786.5587,-2970.5913,-3911.9788,-2002.5654,-4461.3205,-5451.6956,5128.4821,-2699.4464,-6724.5728,-3029.8328,-3527.6069,41429.5398,31163.3508,35295.7693,39169.5528,30640.8656,33779.4663,34642.4724,35778.9843,-162723637.8229,-162742305.9661,-162745864.8933,-162715096.6741,35798.8322,-162721115.4265,2351.5004,701.9717,1806.7129,-6049.6220,912.0798,-2636.9439,2107.5897,6391.1297,-299.0122,0.0000,-680.6599,5997.3609,4636.1884,6786.6747,-258.5812,-4489.2491,1319.4146,5441.8467,4632.3717,-272.9347,6147.3187,4266.7623,-4679.6723,6229.7627,-1827.8077,4974.8911,6461.0421,3265.7935,5401.3523,4189.3143,-2400.6351,-6438.6516,-5125.2978,-6638.8598,5022.3777,5081.4341,-689.2748,903.2318,135.0098,-5542.0489,4682.3966,-5655.1119,-1172.0744,-6268.5775,2327.7997,-6037.9384,6053.8495,2647.7956,-1512.8087,-2023.1275,3093.5574,-2202.4867,-5737.3935,3484.1250,-6742.9768,3897.6569,2135.0061,2492.2858,6632.8457,2938.0675,6442.8761,-2465.2222,-3384.7509,-2503.4975,2805.9836,1980.6937,-4623.3297,6569.9077,4516.3425,-2951.6390,2975.6667,4052.9166,4873.1654,2422.3458,4261.9884,4305.3442,-5277.4298,810.2256,-5427.5720,6617.3937,-4200.1553,5780.4237,3144.2063,1677.6092,6452.7921,-4547.1871,-2150.4290,671.5993,-4249.7193,-2459.2701,-4145.3234,5311.8764,-5358.4243,1295.6838,3791.1874,-3639.1529,3768.1764,318.7564,5873.6506,-5955.3432,-360518.7031,-365473.9834,-362518.1634,-363995.6339,-364100.8362,-364177.3734,-372618.1692,-367009.2063,293747217.9773,293725760.0423,293734176.8834,293734281.8477,-368545.6846,293730935.0433,4714.6731,6332.0191,189.6906,-2345.1835,-1516.8973,2254.4728,5287.2367,2200.1168,5266.4944,0.0000,-1078.5055,2940.1504,99.7314,1182.4550,-4827.8907,1547.1327,-1877.7065,-894.1984,545.2078,-6339.4236,-2739.7625,-5414.1287,-3430.1228,-1387.2793,781.1779,4329.5298,2348.7468,-2813.9844,-4211.4654,-5381.4727,-4890.9540,444.6064,162.9600,1295.2679,4647.1950,-3003.2791,-5122.2586,-112.2536,5328.6231,-2391.7691,-2725.4995,1876.6462,-5501.2275,2531.9779,682.0507,-1836.0260,1064.1730,-2696.6444,-3949.8589,4419.3546,-4727.7398,4722.4502,3487.9641,-5283.5037,1214.1579,5437.2927,5021.9963,-5736.8762,469.7057,-4949.0524,2491.0850,6416.7980,1655.8806,5087.9479,-5522.9231,1684.8099,-4963.3088,-191.2778,-5177.4464,-2704.2786,-4257.0434,-5010.0043,1621.8586,1880.1270,-3851.7756,4375.1852,-3546.2053,1697.9204,-1677.8684,189.3957,-4541.7762,-2708.2872,4803.7269,-711.5093,-2157.8810,-4892.5906,-4226.9234,-4497.7095,2117.0956,-4378.9610,4683.1798,1350.4475,3878.8139,-5132.2298,1995.5464,2846.3812,5120.0129,1099.8920,-1828.9582,370.1305,73192.2035,71642.6882,71773.8332,78058.3203,77469.0422,66835.9525,65784.7588,73702.3804,-116515051.9264,-116534370.7796,-116499199.3236,-116499875.4671,72843.8770,-116502973.6755,
3600.000,-5838.5452,-4640.5137,4609.3891,539.3321,-5149.5839,3953.0317,-4452.5920,-1317.0067,-5355.1504,0.0000,6261.9978,-4107.0854,1904.7683,-1068.3508,6379.3881,4622.1493,-6167.7016,-4743.9995,-4920.7906,-5102.8882,43.9019,-4530.1496,139.3062,-3574.8513,-4736.1958,-3391.7617,-2302.4801,-6761.5143,-3618.8829,-4796.4308,3991.3531,-268.7924,5405.6695,2861.9558,-2943.1478,2431.1411,-5347.0832,4850.5464,2679.7299,5308.7707,-5007.0823,4002.8501,-2171.2066,2845.6206,-5146.8777,614.1184,-264.2351,2567.1205,-4725.3583,5033.4419,1318.4405,-4576.7361,4199.4921,-5498.1406,1282.0388,-2448.7149,-4007.1178,6587.1956,-3754.3710,-6597.6151,-2019.0759,1221.0770,4809.6960,-2857.3878,448.6599,-5254.7982,1679.9148,-3931.5691,-4187.5596,6812.3376,446.6381,-2406.1310,-5348.3864,-4673.5044,2962.9301,2062.8210,3907.5210,5021.4549,-723.7973,-96.0523,5765.9782,-907.7240,-4297.1929,3850.6480,-964.5860,4828.8810,-1604.6523,1460.9697,5077.6418,5157.9219,6007.4474,1495.4523,3823.3691,4789.1287,2221.9676,-1384.7462,950.0423,5490.9394,1218.5098,4751.7238,128336.1726,126855.3000,128118.8550,130655.0628,121761.0772,124598.1800,126339.1225,127721.2381,-233240903.3740,-233255397.2450,-233264297.9939,-233241286.6876,127234.5808,-233238952.2054,1345.6280,-4471.8739,-3023.9378,6584.9920,1842.3208,-1314.3609,2208.6564,-4359.7682,3661.2204,0.0000,-1549.6797,-5374.0057,-5404.2985,-6072.0289,-2315.8760,1371.2813,615.8161,-3283.7667,-2028.8894,3287.4268,-6715.6873,-2589.2126,4166.1686,-3128.8750,3230.1498,-2818.3475,-6218.0735,-1271.7055,-2086.8454,-2556.1528,-2403.9414,5419.5725,2561.5897,4050.5437,-4961.2002,-6334.9838,3900.8523,-3196.7967,-4598.6644,4281.7688,-1079.8252,2441.3170,5033.1275,4117.5248,207.0119,4462.7362,-5466.1709,-4426.6262,4876.3428,-2163.9374,-5919.9316,5053.1369,5372.0869,569.5680,4839.2105,-5618.8279,2682.7014,-1728.6846,-4497.3250,-1136.6336,-6374.8903,5733.2609,462.4633,5971.2872,-5872.0792,1152.4211,6491.4427,-4345.7654,-5070.3559,903.3081,-5413.3844,389.4652,-3419.7397,438.7853,-6236.3906,-6578.8414,1428.1016,-3580.1970,5355.8976,-5528.8871,3711.5822,-5037.6678,1174.2250,-3439.3928,-6680.5793,4727.3396,5119.9903,-4178.0855,218.4866,-1626.2100,1983.4103,-5524.1295,1648.0857,-4568.7443,-4823.1526,4060.2494,-6550.5312,-2083.1456,-6152.6582,3493.8404,-340876.7933,-345708.3353,-342205.5325,-344539.4622,-343947.3787,-343976.5656,-351446.0928,-349650.0727,241599743.5251,241574524.0860,241578040.7864,241587830.5483,-348283.2466,241582702.5643,-3498.9022,-2583.5271,-4175.3614,-1695.6255,4255.7785,-5311.1821,-4826.8133,-5205.7031,-2405.2266,0.0000,-2554.7031,939.8132,-3704.6547,3114.8357,1342.7894,-4946.3155,-2848.1991,-3644.6475,-4405.2812,3369.6355,-1644.3885,4515.3416,5507.3067,4931.6757,3698.4775,-5101.2249,1979.1555,-802.0547,5499.1420,4123.2568,4990.7719,-4308.2395,-3511.6564,-4819.8049,-3856.9880,-1339.5096,1993.8889,3629.4550,-4284.1006,-1265.3603,4663.2297,-5086.9309,4193.6575,-4629.2804,-4555.9930,5134.2984,-4152.1526,4657.9012,489.8628,-4227.3251,3346.0453,-1165.0314,209.3225,3846.8543,-4774.6427,-3042.1297,-4846.1993,1313.0940,-3712.1271,1251.4619,1806.1771,-3739.9408,-4965.3207,-1668.8152,3611.9081,-4360.5435,1434.5428,-3506.7967,2158.3729,-915.6097,4119.1221,6499.0629,2726.3590,-5085.3602,-285.5146,-566.9844,5504.2701,2636.1544,4331.2472,-4162.0872,756.9871,4660.0525,-5307.9132,-4213.4691,-1553.7391,1451.3404,4263.5773,5132.4080,-4559.3395,4328.9003,-2838.7367,3542.0838,-5529.0228,1999.8111,-4467.8037,-5416.4982,-2009.8977,3466.3326,-2770.6744,-3649.2989,71084.0822,70760.8765,71338.5781,74497.3202,77211.6522,67961.8613,62670.6967,70133.9297,-116462057.8327,-116482528.2400,-116450928.9401,-116443302.2528,71246.2314,-116450959.2216,
7200.000,5665.3567,2661.7700,-518.6195,-3359.4290,2318.4202,-1095.7283,4416.7531,4634.2143,4410.5328,0.0000,-3477.1270,5052.0045,2594.1703,3145.6183,-5197.3977,-3511.0735,2755.6700,3932.9943,3681.5271,5611.2254,1991.2323,6773.2981,-4303.7245,4422.2956,257.8066,6567.9147,3444.8077,5545.2762,5949.8010,6767.0947,-3358.0890,-3076.0884,-4894.3677,-4447.8136,5638.1269,159.6670,4194.8494,-830.8127,-1028.2295,-5424.3153,5008.0086,-4245.7523,624.8446,-5957.0646,2253.6116,-4603.9714,4148.7027,1292.2547,1820.8492,-4230.9317,1076.4334,2844.7100,-5204.0426,5864.4464,-4145.0660,4315.5608,3319.2904,-5721.9411,5054.6538,5849.3587,3259.4202,-1633.9959,-2954.6727,879.9860,1348.8166,2879.0506,-3118.8014,5054.1153,5248.3547,-5430.2624,2992.0071,3244.0790,4340.7357,2230.7196,-690.2348,-174.9402,-4992.4020,-325.9759,-3251.1599,3192.2957,-5687.5259,4642.6655,4425.7728,1714.4790,3230.2638,-5422.4001,-1588.7610,1661.0877,-3994.0441,-4681.7696,-6885.8400,2816.7501,-5453.5880,-3524.8149,1851.2015,-2989.8180,639.0432,-1365.2442,1953.3687,-5069.7670,208428.6888,214231.4589,212994.2286,213973.0105,205193.0026,208550.6321,209661.5858,210014.7180,-287851243.7718,-287861002.7344,-287872123.4201,-287858289.4253,210790.3661,-287849383.2385,-3995.5268,5797.3898,4138.2962,-3928.3975,-4796.7797,5460.2137,-5149.7469,1447.1449,-4941.3367,0.0000,3811.5267,2011.3302,4408.2725,2825.7344,3486.5803,2950.5779,-3095.1410,-1191.4377,-2135.7556,-3794.8583,4369.5676,1119.3482,-3469.2238,-1513.1035,-4105.9268,480.9157,3159.3356,-1383.4360,-1066.9353,897.1212,5773.2606,-2856.6638,1345.4844,60.0244,3971.4437,4954.8446,-4965.4479,5023.9249,6750.0882,-1224.1885,-2939.7457,1972.2970,-6876.3355,-860.1480,-3727.1454,-1829.4699,3307.7949,5666.6077,-5645.1214,5295.2197,6847.7328,-5460.4261,-2307.9547,-3175.2957,-1515.9825,5065.5059,-5870.0386,-696.9421,710.5867,-863.5409,3484.6891,-6657.4850,3477.9080,-6058.9399,6759.7775,-4575.7692,-5275.9788,-27.5638,3963.5652,1685.5638,6064.3760,-4461.0097,-113.4240,-4107.9121,5427.6799,5890.8562,2635.9099,4904.5967,-4293.1550,2679.2401,-1745.2620,3494.3003,-4680.8878,4115.8654,4367.0710,-3179.6418,-6541.1835,6361.5404,4211.9723,4835.3575,239.9346,2971.1291,2073.7741,5465.2088,5167.8211,-4283.0288,6458.5717,3861.3658,3740.7656,482.8865,-301761.6574,-307017.8024,-300073.7180,-303661.0533,-301625.4112,-302641.0124,-307867.8244,-304786.8089,172968708.5787,172941571.1645,172938465.3175,172950385.6359,-305673.6462,172950665.4303,148.8741,-2734.5528,5501.0110,4438.6066,-4447.6756,3797.4855,1369.5859,4909.8920,-1993.1543,0.0000,4625.2850,-4139.1502,4503.7931,-5472.6363,2945.7228,5148.8962,5406.9817,5438.1622,5427.6484,1543.6526,4963.0769,-760.3720,-4162.6105,-5018.5784,-5452.4965,1428.8747,-5110.3055,3902.7621,-3366.0545,170.8130,-1460.3221,5496.1819,4712.8954,5279.3285,717.6520,4811.0815,2355.2182,-4592.3865,49.0346,4134.9141,-3796.1311,5076.4905,-248.7019,3190.5521,5306.2729,-4718.2496,4346.7448,-3774.1431,3332.5415,1366.4788,51.3429,-3153.5278,-3766.5861,974.1666,5310.8896,-1583.1815,1088.7456,3855.6867,4680.1358,3377.0021,-5028.2706,-1140.7305,5197.0290,-3021.4255,541.2004,4311.4629,3073.8397,4581.9934,2160.2580,3955.5913,-898.0313,-4233.4428,-5383.8222,5086.1197,4211.6280,-3626.4848,-3987.9329,-4573.2636,-4371.5528,5509.7246,3487.1850,-3781.6977,2531.4315,4939.2258,4285.3832,2871.8905,-1323.2768,-1683.4450,3583.4321,-1676.9556,-755.4835,-5351.8274,3703.5878,2350.7153,4228.9350,4505.9183,-2391.4688,-5461.6030,5392.3154,4693.3040,69013.8504,70514.2609,70871.7774,70011.9214,76456.2131,69963.4682,60257.4139,70954.7380,-116408308.6295,-116430288.8159,-116402624.1704,-116391448.5129,69641.7890,-116398908.4283,
