sl_100_86400_20261009 Coordinates.csv
2026/10/09 07:47:00.0000 UTC

Generated: Tue Oct  8 16:24:42 2024,
Start: 2026/10/09 07:47:00.00, Stop: 2026/10/10 07:47:00.00,
TIME_UNITS,STARLINK-5475 - X-Coordinate,STARLINK-2291 - X-Coordinate,STARLINK-4681 - X-Coordinate,STARLINK-3946 - X-Coordinate,STARLINK-31457 - X-Coordinate,STARLINK-32032 - X-Coordinate,STARLINK-30186 - X-Coordinate,STARLINK-2365 - X-Coordinate,STARLINK-32197 - X-Coordinate,STARLINK-1883 - X-Coordinate,STARLINK-31650 - X-Coordinate,STARLINK-5876 - X-Coordinate,STARLINK-31720 - X-Coordinate,STARLINK-1752 - X-Coordinate,STARLINK-6078 - X-Coordinate,STARLINK-2460 - X-Coordinate,STARLINK-1362 - X-Coordinate,STARLINK-2320 - X-Coordinate,STARLINK-1912 - X-Coordinate,STARLINK-3857 - X-Coordinate,STARLINK-31569 - X-Coordinate,STARLINK-30488 - X-Coordinate,STARLINK-5324 - X-Coordinate,STARLINK-31809 - X-Coordinate,STARLINK-31205 - X-Coordinate,STARLINK-11138 [DTC] - X-Coordinate,STARLINK-5572 - X-Coordinate,STARLINK-31124 - X-Coordinate,STARLINK-31242 - X-Coordinate,STARLINK-4019 - X-Coordinate,STARLINK-3898 - X-Coordinate,STARLINK-1595 - X-Coordinate,STARLINK-2296 - X-Coordinate,STARLINK-31199 - X-Coordinate,STARLINK-5322 - X-Coordinate,STARLINK-1813 - X-Coordinate,STARLINK-5034 - X-Coordinate,STARLINK-11124 [DTC] - X-Coordinate,STARLINK-1928 - X-Coordinate,STARLINK-31969 - X-Coordinate,STARLINK-3643 - X-Coordinate,STARLINK-3829 - X-Coordinate,STARLINK-5027 - X-Coordinate,STARLINK-30779 - X-Coordinate,STARLINK-1800 - X-Coordinate,STARLINK-1666 - X-Coordinate,STARLINK-4342 - X-Coordinate,STARLINK-30755 - X-Coordinate,STARLINK-31927 - X-Coordinate,STARLINK-2580 - X-Coordinate,STARLINK-6186 - X-Coordinate,STARLINK-5122 - X-Coordinate,STARLINK-3624 - X-Coordinate,STARLINK-5799 - X-Coordinate,STARLINK-3889 - X-Coordinate,STARLINK-31040 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-3287 - X-Coordinate,STARLINK-32022 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-31447 - X-Coordinate,STARLINK-2509 - X-Coordinate,STARLINK-1884 - X-Coordinate,STARLINK-1132 - X-Coordinate,STARLINK-4566 - X-Coordinate,STARLINK-31947 - X-Coordinate,STARLINK-4354 - X-Coordinate,STARLINK-4674 - X-Coordinate,STARLINK-3751 - X-Coordinate,STARLINK-30370 - X-Coordinate,STARLINK-3609 - X-Coordinate,STARLINK-5123 - X-Coordinate,STARLINK-31281 - X-Coordinate,STARLINK-31562 - X-Coordinate,STARLINK-4580 - X-Coordinate,STARLINK-2099 - X-Coordinate,STARLINK-2407 - X-Coordinate,STARLINK-2487 - X-Coordinate,STARLINK-2513 - X-Coordinate,STARLINK-2748 - X-Coordinate,STARLINK-3834 - X-Coordinate,STARLINK-5878 - X-Coordinate,STARLINK-31163 - X-Coordinate,STARLINK-2590 - X-Coordinate,STARLINK-1146 - X-Coordinate,STARLINK-1828 - X-Coordinate,STARLINK-5181 - X-Coordinate,STARLINK-5787 - X-Coordinate,STARLINK-11289 [DTC] - X-Coordinate,STARLINK-32177 - X-Coordinate,STARLINK-30425 - X-Coordinate,STARLINK-31659 - X-Coordinate,STARLINK-32082 - X-Coordinate,STARLINK-4363 - X-Coordinate,STARLINK-3134 - X-Coordinate,STARLINK-2189 - X-Coordinate,STARLINK-4715 - X-Coordinate,STARLINK-2463 - X-Coordinate,STARLINK-3718 - X-Coordinate,STARLINK-31814 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5475 - Y-Coordinate,STARLINK-2291 - Y-Coordinate,STARLINK-4681 - Y-Coordinate,STARLINK-3946 - Y-Coordinate,STARLINK-31457 - Y-Coordinate,STARLINK-32032 - Y-Coordinate,STARLINK-30186 - Y-Coordinate,STARLINK-2365 - Y-Coordinate,STARLINK-32197 - Y-Coordinate,STARLINK-1883 - Y-Coordinate,STARLINK-31650 - Y-Coordinate,STARLINK-5876 - Y-Coordinate,STARLINK-31720 - Y-Coordinate,STARLINK-1752 - Y-Coordinate,STARLINK-6078 - Y-Coordinate,STARLINK-2460 - Y-Coordinate,STARLINK-1362 - Y-Coordinate,STARLINK-2320 - Y-Coordinate,STARLINK-1912 - Y-Coordinate,STARLINK-3857 - Y-Coordinate,STARLINK-31569 - Y-Coordinate,STARLINK-30488 - Y-Coordinate,STARLINK-5324 - Y-Coordinate,STARLINK-31809 - Y-Coordinate,STARLINK-31205 - Y-Coordinate,STARLINK-11138 [DTC] - Y-Coordinate,STARLINK-5572 - Y-Coordinate,STARLINK-31124 - Y-Coordinate,STARLINK-31242 - Y-Coordinate,STARLINK-4019 - Y-Coordinate,STARLINK-3898 - Y-Coordinate,STARLINK-1595 - Y-Coordinate,STARLINK-2296 - Y-Coordinate,STARLINK-31199 - Y-Coordinate,STARLINK-5322 - Y-Coordinate,STARLINK-1813 - Y-Coordinate,STARLINK-5034 - Y-Coordinate,STARLINK-11124 [DTC] - Y-Coordinate,STARLINK-1928 - Y-Coordinate,STARLINK-31969 - Y-Coordinate,STARLINK-3643 - Y-Coordinate,STARLINK-3829 - Y-Coordinate,STARLINK-5027 - Y-Coordinate,STARLINK-30779 - Y-Coordinate,STARLINK-1800 - Y-Coordinate,STARLINK-1666 - Y-Coordinate,STARLINK-4342 - Y-Coordinate,STARLINK-30755 - Y-Coordinate,STARLINK-31927 - Y-Coordinate,STARLINK-2580 - Y-Coordinate,STARLINK-6186 - Y-Coordinate,STARLINK-5122 - Y-Coordinate,STARLINK-3624 - Y-Coordinate,STARLINK-5799 - Y-Coordinate,STARLINK-3889 - Y-Coordinate,STARLINK-31040 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-3287 - Y-Coordinate,STARLINK-32022 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-31447 - Y-Coordinate,STARLINK-2509 - Y-Coordinate,STARLINK-1884 - Y-Coordinate,STARLINK-1132 - Y-Coordinate,STARLINK-4566 - Y-Coordinate,STARLINK-31947 - Y-Coordinate,STARLINK-4354 - Y-Coordinate,STARLINK-4674 - Y-Coordinate,STARLINK-3751 - Y-Coordinate,STARLINK-30370 - Y-Coordinate,STARLINK-3609 - Y-Coordinate,STARLINK-5123 - Y-Coordinate,STARLINK-31281 - Y-Coordinate,STARLINK-31562 - Y-Coordinate,STARLINK-4580 - Y-Coordinate,STARLINK-2099 - Y-Coordinate,STARLINK-2407 - Y-Coordinate,STARLINK-2487 - Y-Coordinate,STARLINK-2513 - Y-Coordinate,STARLINK-2748 - Y-Coordinate,STARLINK-3834 - Y-Coordinate,STARLINK-5878 - Y-Coordinate,STARLINK-31163 - Y-Coordinate,STARLINK-2590 - Y-Coordinate,STARLINK-1146 - Y-Coordinate,STARLINK-1828 - Y-Coordinate,STARLINK-5181 - Y-Coordinate,STARLINK-5787 - Y-Coordinate,STARLINK-11289 [DTC] - Y-Coordinate,STARLINK-32177 - Y-Coordinate,STARLINK-30425 - Y-Coordinate,STARLINK-31659 - Y-Coordinate,STARLINK-32082 - Y-Coordinate,STARLINK-4363 - Y-Coordinate,STARLINK-3134 - Y-Coordinate,STARLINK-2189 - Y-Coordinate,STARLINK-4715 - Y-Coordinate,STARLINK-2463 - Y-Coordinate,STARLINK-3718 - Y-Coordinate,STARLINK-31814 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5475 - Z-Coordinate,STARLINK-2291 - Z-Coordinate,STARLINK-4681 - Z-Coordinate,STARLINK-3946 - Z-Coordinate,STARLINK-31457 - Z-Coordinate,STARLINK-32032 - Z-Coordinate,STARLINK-30186 - Z-Coordinate,STARLINK-2365 - Z-Coordinate,STARLINK-32197 - Z-Coordinate,STARLINK-1883 - Z-Coordinate,STARLINK-31650 - Z-Coordinate,STARLINK-5876 - Z-Coordinate,STARLINK-31720 - Z-Coordinate,STARLINK-1752 - Z-Coordinate,STARLINK-6078 - Z-Coordinate,STARLINK-2460 - Z-Coordinate,STARLINK-1362 - Z-Coordinate,STARLINK-2320 - Z-Coordinate,STARLINK-1912 - Z-Coordinate,STARLINK-3857 - Z-Coordinate,STARLINK-31569 - Z-Coordinate,STARLINK-30488 - Z-Coordinate,STARLINK-5324 - Z-Coordinate,STARLINK-31809 - Z-Coordinate,STARLINK-31205 - Z-Coordinate,STARLINK-11138 [DTC] - Z-Coordinate,STARLINK-5572 - Z-Coordinate,STARLINK-31124 - Z-Coordinate,STARLINK-31242 - Z-Coordinate,STARLINK-4019 - Z-Coordinate,STARLINK-3898 - Z-Coordinate,STARLINK-1595 - Z-Coordinate,STARLINK-2296 - Z-Coordinate,STARLINK-31199 - Z-Coordinate,STARLINK-5322 - Z-Coordinate,STARLINK-1813 - Z-Coordinate,STARLINK-5034 - Z-Coordinate,STARLINK-11124 [DTC] - Z-Coordinate,STARLINK-1928 - Z-Coordinate,STARLINK-31969 - Z-Coordinate,STARLINK-3643 - Z-Coordinate,STARLINK-3829 - Z-Coordinate,STARLINK-5027 - Z-Coordinate,STARLINK-30779 - Z-Coordinate,STARLINK-1800 - Z-Coordinate,STARLINK-1666 - Z-Coordinate,STARLINK-4342 - Z-Coordinate,STARLINK-30755 - Z-Coordinate,STARLINK-31927 - Z-Coordinate,STARLINK-2580 - Z-Coordinate,STARLINK-6186 - Z-Coordinate,STARLINK-5122 - Z-Coordinate,STARLINK-3624 - Z-Coordinate,STARLINK-5799 - Z-Coordinate,STARLINK-3889 - Z-Coordinate,STARLINK-31040 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-3287 - Z-Coordinate,STARLINK-32022 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-31447 - Z-Coordinate,STARLINK-2509 - Z-Coordinate,STARLINK-1884 - Z-Coordinate,STARLINK-1132 - Z-Coordinate,STARLINK-4566 - Z-Coordinate,STARLINK-31947 - Z-Coordinate,STARLINK-4354 - Z-Coordinate,STARLINK-4674 - Z-Coordinate,STARLINK-3751 - Z-Coordinate,STARLINK-30370 - Z-Coordinate,STARLINK-3609 - Z-Coordinate,STARLINK-5123 - Z-Coordinate,STARLINK-31281 - Z-Coordinate,STARLINK-31562 - Z-Coordinate,STARLINK-4580 - Z-Coordinate,STARLINK-2099 - Z-Coordinate,STARLINK-2407 - Z-Coordinate,STARLINK-2487 - Z-Coordinate,STARLINK-2513 - Z-Coordinate,STARLINK-2748 - Z-Coordinate,STARLINK-3834 - Z-Coordinate,STARLINK-5878 - Z-Coordinate,STARLINK-31163 - Z-Coordinate,STARLINK-2590 - Z-Coordinate,STARLINK-1146 - Z-Coordinate,STARLINK-1828 - Z-Coordinate,STARLINK-5181 - Z-Coordinate,STARLINK-5787 - Z-Coordinate,STARLINK-11289 [DTC] - Z-Coordinate,STARLINK-32177 - Z-Coordinate,STARLINK-30425 - Z-Coordinate,STARLINK-31659 - Z-Coordinate,STARLINK-32082 - Z-Coordinate,STARLINK-4363 - Z-Coordinate,STARLINK-3134 - Z-Coordinate,STARLINK-2189 - Z-Coordinate,STARLINK-4715 - Z-Coordinate,STARLINK-2463 - Z-Coordinate,STARLINK-3718 - Z-Coordinate,STARLINK-31814 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,5129.7705,-5784.3083,3658.9252,2862.0501,-1294.1184,-4023.3394,2555.1398,-637.9903,-4186.1443,-6094.1838,965.9438,4801.2049,6346.5373,-1119.1668,2960.0547,4704.4221,3175.2271,5991.1336,783.1320,-5913.2035,2698.7462,5044.1544,6777.1409,1628.3467,1193.7380,-895.6470,1047.4022,-3478.6667,1168.3875,-3844.4248,5587.4811,-6335.4725,587.8763,-2226.8567,2365.8762,5570.8336,2149.6207,4502.3934,-2514.5125,-4827.6697,-6532.3198,2182.5684,3989.2781,-6760.1161,3280.2889,-3255.0699,1368.1313,3090.9300,975.3281,6549.6450,-6394.2638,5731.3339,918.0317,6292.3647,-5909.5381,-2448.9389,-2954.0250,1508.7123,3114.5276,-3128.0053,4994.7100,-1738.0479,-6556.4356,-1201.2870,-3185.9195,-330.1845,-5480.7888,4449.2813,-2433.6466,-5016.9060,2743.4195,4973.1552,-4357.4022,5639.8529,-1633.5913,-6913.0489,153.4052,-3399.0501,4382.5150,-4076.0560,-271.5005,-709.0912,-3759.5697,-1454.6116,-968.7199,4001.6682,2435.0635,-5040.1670,249.5133,4199.0249,6731.1175,3498.8593,6367.9074,3629.6524,1899.0932,-296.7166,-1355.0739,-1205.9748,-5463.3983,-4167.6796,-269950.0612,-270326.0891,-269980.9677,-272339.4822,-268471.0998,-269871.5210,-277853.5997,-276588.0353,-225158075.6913,-225157356.3974,-225160809.2919,-225151680.7456,-274862.5680,-225159811.9455,-1133.6659,3378.9274,-5714.0586,-3042.8236,6695.2882,798.9819,-5387.1591,4627.2910,-4985.1612,2748.1133,5043.6552,3731.7656,570.6471,-4196.4159,6221.9651,-415.3249,2642.7295,-2835.2243,-6846.1704,-1059.6886,6247.8446,2303.1534,-820.9778,-6121.7013,6489.3158,6221.4472,-6636.3416,-5671.6703,-4942.8081,-1918.4674,-3117.7212,728.3421,-4814.2003,-5211.5191,-782.3597,-1077.3871,6323.9326,1668.2356,6326.7293,1788.2829,-1110.5292,4002.6358,4363.9286,-1088.9947,-3837.5428,2816.7294,-237.2959,-4746.8282,-5821.6387,-708.8519,820.3786,3280.0771,5349.2781,1058.5731,2598.4288,5864.3158,4271.9048,-5845.2698,2672.9385,-662.8665,661.5702,6079.3046,-731.5384,-5116.0832,2598.8702,5607.7758,3261.0984,193.9034,6067.9290,780.5024,-3131.5217,-4387.4906,5254.0129,-3258.8370,4903.1386,-131.5349,-4155.0086,-5983.0290,-5024.3631,5328.7964,4147.5034,2587.5337,-4780.0009,6024.0842,-4031.0011,2686.2296,-3355.4723,-2900.0332,6611.8547,3883.3043,-986.9996,2487.9256,85.4199,-1063.8224,3682.6105,-4230.6833,-4739.4957,-6077.8197,2902.2495,-2772.1550,254361.0608,280890.7866,262245.9561,260728.8051,268432.2870,266117.8929,268668.2424,266319.9824,-21791204.7770,-21770857.0858,-21821833.9016,-21804078.2115,265946.7151,-21811555.5669,-4556.9662,1600.6741,1345.3255,5500.1607,-153.2333,5470.4468,3499.1045,-5039.8558,2048.9641,714.1098,4479.9741,-3443.7591,2419.4950,-5388.1149,798.2619,5010.9214,5452.7793,-1800.4035,-342.1215,-3387.1359,276.4597,4148.3663,-1323.0614,2561.7951,-1863.9535,-2146.4339,1721.6884,1369.4999,-4595.1909,5402.9899,2596.6903,1896.6118,4795.5296,-3859.4511,6476.0733,-3970.3353,1746.2164,4661.0107,300.5730,-4437.2349,-1996.8057,-5198.5072,3611.2228,-237.9041,4592.6781,5397.5740,6785.3950,-4005.1220,-3413.9363,-2059.2188,2554.0106,2028.6425,4262.7005,-2725.6230,-2469.3963,2752.6098,-4591.5617,3363.2218,-5453.9598,-6155.1233,-4612.6409,2707.5816,172.9506,4486.7022,-5594.9915,3870.3537,2737.2253,-5317.3086,-2268.1496,4693.0867,-5509.9176,1982.5540,623.9568,-2033.3813,4573.7108,149.9246,5286.2611,-494.3057,1785.0145,1542.6435,-5531.0818,6411.1734,3186.8877,-2605.1059,5480.4229,-4878.2735,-5530.9105,3765.1254,527.6141,-3830.2118,-285.4428,5291.3916,-2475.5437,5809.5113,-5536.6848,5444.7890,4826.8327,3027.5053,-3094.3029,4611.0551,-14604.1597,-16989.1836,-15967.8867,-10996.9679,-10494.3967,-20909.6158,-22993.5374,-15432.5078,81340453.9231,81317957.0897,81352493.0352,81348775.0551,-15516.8446,81340913.6455,
3600.000,-6679.1263,4435.2538,-818.3987,-324.3397,-1604.5781,2956.1499,-326.1497,-3703.4497,5262.5785,3616.7247,-4840.1049,-3496.1146,-6289.2233,4794.4312,-4504.9499,-2163.7031,-6023.6838,-4742.6769,1056.8377,6792.2456,-4486.5126,-4947.6062,-5889.6028,2213.9830,-3534.1006,-1590.0210,1140.2230,5201.4370,2731.1099,4630.9619,-4876.8683,4990.4063,3756.5872,5284.3022,-2894.4511,-6116.7332,-3456.4898,-3085.5494,96.0892,1719.9236,6475.1281,-5550.6756,-5068.7646,5196.1056,1498.2168,-381.7299,-4271.2519,-934.2951,1983.8512,-3761.0832,6129.9238,-6245.1121,-3270.9413,-6770.1276,2529.5435,1083.9845,164.7810,1836.2829,-5996.5064,1045.7047,-4530.0891,-1502.7948,4235.3982,3920.6745,6626.5297,-2885.4126,6385.6871,-5667.9092,922.5076,3748.8105,62.2751,-1719.4869,1133.5848,-3863.3295,-2527.9499,5311.5304,4161.9656,4042.9110,-2896.8705,907.4677,-3721.3535,-1687.6857,4973.4249,-2332.2476,5049.2366,-6681.5528,804.0109,6865.9737,-2767.1262,-4108.8479,-4713.8601,-4822.9288,-3397.6620,1314.5192,-5509.9436,4438.3732,4263.4650,2967.8527,5009.1886,6297.7097,-325331.0767,-331471.7580,-329001.3123,-331260.7525,-326463.5008,-328010.3167,-335134.7858,-331125.8866,-211785958.7536,-211793953.4268,-211782452.6216,-211783334.3835,-332919.0298,-211786537.0763,1913.6838,-4453.8331,4886.7193,6034.1276,-5600.6228,-5056.8263,6909.6657,-2984.6946,3454.1447,-3989.6712,-4444.7573,-5830.3768,2103.5443,4122.8169,-4491.5386,4159.6472,489.1202,4136.8715,5637.7201,-671.2758,-3768.7102,1806.6033,878.5346,4512.8415,-5497.4239,-5592.2685,6563.3574,3444.7593,5838.3500,-2370.1829,4559.2852,-2879.4100,2681.6750,4338.8545,4840.4498,3236.2782,-5365.6246,3615.9344,-5465.7832,-5397.7875,-471.1892,-3502.4432,-521.7786,-1083.2256,4190.5287,-5208.8035,-3677.3197,6798.9109,6508.7494,2626.2669,-3074.1860,-1796.9703,-6075.5371,1229.0570,-3638.4071,-6672.0677,-6504.4234,3758.4090,619.9528,-3588.1491,3810.8592,-4024.9249,-2107.8141,1750.4801,-1755.9887,-6175.9230,-1064.3072,3064.6259,-6518.5264,-4605.0662,6008.0704,4340.4058,-5497.2207,5251.8980,-3504.3963,-1605.8403,4822.4333,3483.3154,5702.7451,-4682.9329,-4607.3405,-5634.0724,768.0818,-3323.0379,2592.3849,-872.8250,5826.8263,767.8724,-3550.1072,421.0785,2681.8436,2113.2734,2562.5725,-1236.4313,-1669.4510,3006.8144,1375.9623,6088.6066,-4601.0503,-881.4991,180611.1341,202658.0266,183729.5235,183691.9052,191179.0048,189114.2095,190616.2771,188583.9666,-79373174.1623,-79355117.4146,-79398740.5706,-79381232.5170,188401.0997,-79393285.3835,-84.0431,2814.9461,-4833.7774,-3369.9047,-3550.4840,-3545.9837,-122.1091,4943.9207,2634.8429,4017.3321,-1843.9360,-1613.0709,1586.4401,2791.4681,2762.1541,-5058.3356,-3228.9982,-2750.7852,-3836.9838,-967.2666,3465.8100,-4509.3126,-3586.7502,-4638.8541,-2076.9783,-3213.4334,1932.4448,2682.9545,2297.5281,-4556.6487,1773.9954,3323.0264,-5036.7001,465.3253,-4065.3749,-61.6502,2631.4463,-4724.9631,4061.2436,3738.5462,-2393.2783,2149.5695,-4704.5266,4324.5319,-5188.1673,-4532.9129,-4052.4259,982.2551,-374.9878,5145.7305,1047.3050,2346.6432,-353.7190,-873.0725,5291.5047,1521.2615,2374.2110,-5511.5590,3187.5805,5829.6387,3389.2957,-5380.2965,4591.5666,-5426.8301,1058.7934,-439.3506,2503.3095,2541.7278,-2126.8618,-3559.6214,3384.6372,-5118.3053,-3943.4618,-2013.2615,-5395.1874,-4131.4218,-2188.7860,4363.7382,2594.6553,-4970.3494,3556.6498,-3726.7102,-4685.2063,5345.2699,-3894.6915,1241.1531,3611.1671,-584.2582,-4884.5131,5495.8201,-4120.8090,-4341.0269,5334.4162,-6705.7923,3812.1433,-4365.3029,-5261.7354,1317.9295,-1240.9648,-2451.1840,-16794.3027,-18838.9635,-16508.3769,-14858.7540,-11094.4719,-19716.9361,-26059.3202,-16962.5934,81301629.7602,81280476.7923,81320428.0910,81309305.9318,-17254.6633,81305177.2801,
7200.000,4863.8353,-603.8833,-3179.5043,-1424.0166,4588.7868,-1471.6728,-2023.3241,6559.8354,-4176.0825,1603.4908,6111.4184,443.7425,3070.3419,-6025.0875,5054.7145,-3.6407,6248.4173,827.8924,-3500.1639,-4489.2109,4989.7431,4108.7518,2139.2310,-5702.8821,4784.7196,3975.4003,-3412.0174,-4878.6250,-4906.7643,-4612.3568,1656.4480,217.0663,-6623.3044,-5820.0884,3299.3924,3982.9088,3997.8857,1148.6766,3488.1868,1327.3901,-3697.5224,6199.3370,5385.1080,-1574.0978,-5218.5113,2880.6421,3153.7443,-1301.5583,-4024.1606,-143.2384,-3474.7662,4334.8931,4069.5567,4693.1370,1765.3076,1210.1806,2098.5939,-5329.5115,6118.9229,-366.0350,2798.5512,5089.5251,1009.4302,-6114.1260,-5577.4808,4610.8769,-2721.7713,5014.8946,1571.7232,-1919.5314,-1875.3523,-2627.0899,3127.4389,-127.4984,5965.5380,-1724.4524,-5344.4224,-4161.4436,-498.6748,3390.2415,5591.2727,2152.8202,-5219.8333,5839.0376,-6782.8754,5953.2150,-2753.6642,-6076.9638,4812.6776,3771.5750,169.4335,4747.0833,-442.7811,-5916.6425,6904.7868,-6666.3795,-6337.1016,-3774.1019,-2115.4502,-5605.5689,-361464.6898,-370623.7871,-367058.9117,-369780.5121,-363320.9023,-366694.7367,-370892.7035,-371183.0789,-183955137.8208,-183970579.4541,-183949015.2857,-183958137.2342,-369632.6322,-183954816.7449,-1741.4187,4239.9508,-3112.2065,-6707.2739,2142.4154,6617.8714,-5707.5279,1411.0479,497.5645,3958.7426,2091.7774,3918.6137,-4201.5091,-3032.2039,853.7421,-6658.1547,-2475.9183,-4173.1470,-2221.7534,2359.6852,-804.4466,-5164.6693,-1711.8270,-1798.4546,1866.7617,752.4390,-4098.8474,977.0713,-4481.6811,5080.9116,-4423.2884,4076.4875,-630.8991,-1594.0203,-6067.1126,-3968.6802,1746.2838,-6589.2030,2352.3903,6662.0022,2529.8429,2071.9448,-3230.5464,3965.6224,-3952.1749,6231.5029,6074.8292,-6285.1093,-3910.7422,-4822.4262,4449.9511,-1132.4561,4084.7817,-3255.2823,4665.0475,4756.1058,6477.9404,-1353.5081,-2645.1165,6624.4445,-6217.7756,1320.6311,4812.0375,1294.0525,-678.2478,3774.7747,-972.3653,-4451.3468,4313.5008,6645.4708,-6581.0575,-3891.5431,4149.4283,-5093.5184,2104.1120,3807.5144,-2947.9195,898.8939,-4354.7481,3174.3376,4018.8364,6522.0352,3342.7483,-217.8009,-1102.0075,-965.0513,-6309.0258,1528.2388,-1797.1367,-4591.0234,-4207.7536,-4897.0015,-5307.6452,305.3712,65.7737,-1742.5088,1453.6128,-3162.7734,4530.1672,3526.4565,95467.0789,111519.3834,93440.7986,95561.9541,101754.2990,99256.1662,100890.1287,98082.1067,-131516146.8089,-131502318.3959,-131534043.1527,-131524204.3726,98738.4263,-131535543.8737,4642.9266,-5402.5058,5286.8018,-899.9844,4557.8740,-947.3700,-3349.5471,-1474.2411,-5381.5195,-5198.3130,-2199.0819,5755.6651,-4413.5364,1526.2133,-4679.2189,1771.3321,-1320.0859,5379.5550,5502.9592,4657.9176,-4573.5188,2106.4812,6378.6720,3301.0079,4529.6356,5255.0589,-4441.5893,-4632.4748,1635.3556,807.9256,-5048.3953,-5261.5652,1521.5036,3239.1317,-749.3424,4027.7049,-5360.2032,365.8083,-5366.5896,-94.1369,5260.5170,2233.7322,2926.4025,-5365.1074,1945.3660,784.2227,-1140.3050,2618.2673,3858.5071,-4940.3108,-4035.3055,-5268.0158,-3809.9978,3927.5164,-4788.4439,-4898.2257,1278.6402,4181.5063,1445.2569,-2026.2370,341.0199,4428.1895,-4407.4139,2950.6379,4061.6431,-3340.3746,-6319.9712,1749.2630,5163.7310,194.5230,894.7370,5077.2961,4462.2973,4526.0201,2764.7780,5498.6854,-2849.3079,-5433.9620,-5340.1902,5072.4319,625.4400,-1116.9761,2956.3177,-3325.6358,-331.0942,3247.6519,579.5677,-2969.1245,4194.5619,-3481.3890,5340.6794,112.0730,-4281.4509,3605.7484,296.0261,495.6854,2317.0706,-4839.5086,4764.7284,-1603.0627,-19004.2531,-20653.1109,-17247.3171,-19521.8752,-12174.6918,-17768.4464,-28434.2816,-19509.0552,81263030.8301,81243132.4119,81286569.2122,81268858.2312,-18990.9290,81269436.4026,
