sl_20_5400_20260820 Coordinates.csv
2026/08/20 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:24 2024,
Start: 2026/08/20 07:47:00.00, Stop: 2026/08/20 09:17:00.00,
TIME_UNITS,STARLINK-4408 - X-Coordinate,STARLINK-2513 - X-Coordinate,STARLINK-11116 [DTC] - X-Coordinate,STARLINK-3780 - X-Coordinate,STARLINK-1376 - X-Coordinate,STARLINK-4111 - X-Coordinate,STARLINK-3330 - X-Coordinate,STARLINK-4503 - X-Coordinate,STARLINK-5558 - X-Coordinate,STARLINK-4139 - X-Coordinate,STARLINK-3265 - X-Coordinate,STARLINK-6285 - X-Coordinate,STARLINK-31224 - X-Coordinate,STARLINK-4291 - X-Coordinate,STARLINK-31872 - X-Coordinate,STARLINK-11159 [DTC] - X-Coordinate,STARLINK-30609 - X-Coordinate,STARLINK-3116 - X-Coordinate,STARLINK-5726 - X-Coordinate,STARLINK-3250 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-4408 - Y-Coordinate,STARLINK-2513 - Y-Coordinate,STARLINK-11116 [DTC] - Y-Coordinate,STARLINK-3780 - Y-Coordinate,STARLINK-1376 - Y-Coordinate,STARLINK-4111 - Y-Coordinate,STARLINK-3330 - Y-Coordinate,STARLINK-4503 - Y-Coordinate,STARLINK-5558 - Y-Coordinate,STARLINK-4139 - Y-Coordinate,STARLINK-3265 - Y-Coordinate,STARLINK-6285 - Y-Coordinate,STARLINK-31224 - Y-Coordinate,STARLINK-4291 - Y-Coordinate,STARLINK-31872 - Y-Coordinate,STARLINK-11159 [DTC] - Y-Coordinate,STARLINK-30609 - Y-Coordinate,STARLINK-3116 - Y-Coordinate,STARLINK-5726 - Y-Coordinate,STARLINK-3250 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-4408 - Z-Coordinate,STARLINK-2513 - Z-Coordinate,STARLINK-11116 [DTC] - Z-Coordinate,STARLINK-3780 - Z-Coordinate,STARLINK-1376 - Z-Coordinate,STARLINK-4111 - Z-Coordinate,STARLINK-3330 - Z-Coordinate,STARLINK-4503 - Z-Coordinate,STARLINK-5558 - Z-Coordinate,STARLINK-4139 - Z-Coordinate,STARLINK-3265 - Z-Coordinate,STARLINK-6285 - Z-Coordinate,STARLINK-31224 - Z-Coordinate,STARLINK-4291 - Z-Coordinate,STARLINK-31872 - Z-Coordinate,STARLINK-11159 [DTC] - Z-Coordinate,STARLINK-30609 - Z-Coordinate,STARLINK-3116 - Z-Coordinate,STARLINK-5726 - Z-Coordinate,STARLINK-3250 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,-3167.8128,-4804.6698,416.8951,-5919.1659,585.1327,3327.3493,3386.7476,-1704.9123,-163.6045,-1158.5132,5018.7699,-4543.6264,4915.7844,4594.6598,4076.5653,418.8084,6171.9360,3011.5609,-3227.3512,4285.3149,268534.2283,286971.4872,277828.5541,275726.0704,284413.3195,281846.6719,278256.8248,279020.3770,-261757946.4908,-261744703.8808,-261742458.3819,-261771790.6077,278129.2119,-261765322.1573,123.8763,-4732.0721,-6242.9297,-2547.7952,-4647.5435,-5675.1008,-6020.4427,-5699.6633,-3700.6860,-5400.3853,656.2113,3383.1387,-1387.6225,5099.9051,3962.6803,-5040.6734,-1698.4798,5952.9428,-4944.9449,1991.3992,233208.7747,236172.4641,228062.2027,229512.0441,231119.6888,230716.6636,237574.4290,232718.6544,-1083676.1585,-1037575.2845,-1061104.0700,-1071359.4037,234188.8961,-1068612.3449,-6176.7109,-1494.5506,-2465.2571,-2510.6930,-5075.1870,-2125.6784,-206.4099,-3513.2771,-5891.1714,4125.5986,4691.0459,3972.8021,4577.1286,435.5206,3807.6131,4272.0698,2654.8797,-1934.4725,-3639.6797,5027.1986,-169223.0926,-173529.4574,-171615.3797,-168764.5617,-166051.0909,-175374.0389,-180423.7709,-172454.5266,114711579.7174,114739235.5517,114729839.8817,114721068.7257,-171935.2408,114723244.2633,
3000.000,-1115.9430,-5698.8503,-988.4516,-6708.5730,-1200.1846,1787.0123,2148.3683,-3211.3768,-1478.4415,-2460.6579,4140.2844,-3681.9819,4392.9733,5331.3169,5595.0084,-1379.2264,4934.9628,3694.6119,-4265.1740,5586.9138,263394.8942,281757.1313,272698.1062,270690.8967,279413.8394,276845.6583,273260.4004,274189.9351,-261670011.3905,-261657291.0731,-261654575.2253,-261683746.9143,273112.8993,-261677364.3115,-631.9541,-3887.3101,-5366.1381,-1483.5259,-5426.7051,-5583.4731,-6262.2956,-5800.6648,-2032.0145,-3939.0682,-1216.1721,5070.5993,-3415.5612,4124.3329,2861.1302,-4002.3240,-3067.5845,5877.7124,-3225.1226,564.3951,238652.2326,241982.4803,233876.3686,235407.5022,236938.5288,236568.6861,243298.3048,238542.3060,-6798187.4037,-6751415.1408,-6774885.8151,-6786482.0149,239990.3822,-6783046.5807,-6823.3109,309.1980,-3932.6773,-777.7305,-4098.7800,-3666.0341,-1986.8205,-1938.4787,-6489.2940,5092.7694,5384.2779,2937.0303,4011.2889,-1379.2432,2710.0068,5088.5096,3773.7743,172.5450,-4418.8350,4012.0602,-169242.4837,-173582.9192,-171577.3432,-169020.5555,-166026.4849,-175172.3670,-180581.2846,-172048.1611,114710404.9470,114737804.8775,114728284.3457,114720419.2343,-171996.7026,114721983.8330,
3300.000,1082.9832,-6025.0810,-2329.7114,-6828.3180,-2833.5853,39.8412,676.6720,-4380.5847,-2715.1034,-3569.5215,2896.9932,-2490.0205,3470.1416,5539.9593,6549.2967,-3063.9605,3227.2470,4003.0409,-4933.1741,6350.1834,258149.8009,276420.5766,267446.6701,265534.3801,274292.0811,271715.4278,268146.4021,269155.3947,-261457340.4083,-261445163.2899,-261441982.9965,-261470884.4273,267975.6435,-261464674.1765,-1228.2709,-2650.7991,-3925.9714,-280.1159,-5697.9363,-4966.1494,-5891.6727,-5336.7674,-206.6227,-2105.6575,-3004.3113,6261.3591,-5100.9288,2720.6546,1497.6244,-2553.4492,-4174.8410,5202.0744,-1201.0039,-878.1412,243983.1392,247676.1384,239586.8386,241201.9904,242650.9271,242319.2201,248915.4165,244372.0519,-12509368.9496,-12461934.8833,-12485338.4246,-12498237.2085,245684.4512,-12494149.8009,-6746.6998,2079.4044,-4940.1517,1039.1618,-2679.2173,-4811.3011,-3552.6583,-153.9318,-6403.8921,5506.8679,5494.9171,1585.3488,3002.9557,-3042.9394,1310.9729,5282.0372,4488.4636,2261.1459,-4726.6843,2562.2597,-169262.9275,-173635.3274,-171540.0086,-169282.6015,-166005.1646,-174964.0392,-180733.8385,-171637.7774,114709235.2154,114736373.0996,114726727.0612,114719784.3332,-172058.0679,114720723.2060,
3600.000,3189.0676,-5762.7915,-3472.5826,-6268.9351,-4162.2313,-1748.5656,-896.1148,-5110.3139,-3746.9788,-4377.8548,1414.9639,-1070.7746,2229.6035,5214.7163,6842.6541,-4444.8592,1216.8991,3929.2074,-5169.8129,6490.6205,252801.2570,270964.2002,262076.5459,260259.0040,269050.3694,266457.3189,262917.0965,263908.0367,-261120037.0029,-261108423.7832,-261104785.0907,-261133311.7855,262719.7440,-261127355.2648,-1601.0815,-1130.2208,-2084.7474,962.9608,-5421.0133,-3895.4163,-4956.6267,-4340.1133,1590.7231,-87.1868,-4529.3205,6840.3625,-6274.6538,1018.8152,-4.0566,-861.1685,-4919.5549,3980.8660,930.4770,-2206.3878,249199.5835,253250.7851,245191.0674,246893.6395,248254.2722,247965.8920,254423.4324,250190.0897,-18214498.3832,-18166412.7455,-18189740.4891,-18203894.4098,251268.5832,-18199199.7488,-5954.8397,3624.1193,-5370.7502,2743.7664,-969.4769,-5438.7913,-4735.3778,1647.2655,-5643.8340,5323.1646,5011.1095,63.1220,1663.2778,-4373.8194,-233.9093,4829.0437,4722.5688,4108.7122,-4530.5947,834.7724,-169284.3855,-173686.6237,-171503.5637,-169550.7939,-165987.1122,-174749.0800,-180881.4736,-171258.0864,114708070.4816,114734940.2357,114725168.1119,114719157.8513,-172119.3367,114719462.3821,
3900.000,4969.5894,-4949.7894,-4297.9286,-5089.8758,-5066.2141,-3404.5839,-2424.1382,-5343.1840,-4460.5093,-4802.1648,-161.5534,452.0739,782.3475,4401.3460,6446.0682,-5360.3058,-899.6983,3502.5889,-4950.0647,5985.7076,247351.6097,265390.4173,256590.0874,254867.3503,263691.0809,261072.6264,257574.7947,258446.7798,-260658264.0451,-260647235.1968,-260643144.2786,-260671198.2587,257347.5527,-260665570.4939,-1720.0266,535.5805,-44.9691,2140.7595,-4608.8618,-2484.0875,-3559.3197,-2897.2169,3183.2005,1913.7053,-5634.5332,6753.2605,-6819.6257,-818.4822,-1507.5712,885.6116,-5231.5568,2327.5410,2963.0239,-3305.1927,254299.6918,258703.8125,250686.5542,252480.7102,253746.0054,253506.3930,259820.0640,255971.7656,-23910856.2214,-23862129.8857,-23885373.5239,-23900727.2229,256740.3078,-23895477.0997,-4530.7343,4775.9547,-5174.6843,4151.9288,845.4055,-5481.4675,-5408.1586,3269.8605,-4288.4589,4561.5917,3985.0726,-1465.9099,140.0729,-5227.0833,-1752.8034,3784.7403,4451.0918,5518.5904,-3851.3402,-983.1861,-169306.8212,-173736.7441,-171468.1946,-169825.2097,-165972.3115,-174527.5559,-181024.2282,-170940.7557,114706910.7021,114733506.3030,114723607.5800,114718533.8893,-172180.5088,114718201.3616,
4200.000,6224.5781,-3676.8334,-4713.8109,-3412.8412,-5469.6119,-4763.1486,-3761.2594,-5070.8401,-4767.7750,-4791.4113,-1684.0952,1944.8531,-741.6852,3190.6485,5401.1772,-5696.7324,-2917.1564,2784.0814,-4288.1259,4878.2922,241803.2437,259701.6781,250989.7013,249362.1104,258216.6432,255562.5875,252121.8515,252778.3825,-260072243.7388,-260061819.4875,-260057282.6277,-260084773.3619,251861.4732,-260079542.1079,-1590.7602,2189.4149,1972.8305,3151.4864,-3328.2825,-873.4706,-1844.3869,-1141.5545,4419.2075,3699.1424,-6201.7926,6011.5829,-6682.7402,-2611.4400,-2876.3473,2497.1858,-5077.7320,403.1496,4700.7493,-4083.9339,259281.6296,264032.6586,256070.8429,257961.6052,259123.6222,258938.4846,265103.0675,261687.6528,-29595727.2069,-29546371.6824,-29569523.2647,-29586014.8065,262097.2047,-29580266.7567,-2624.4870,5410.3482,-4374.6767,5111.7425,2568.4635,-4934.7097,-5499.0538,4538.0130,-2479.8949,3304.6412,2527.6352,-2837.4706,-1398.6029,-5510.2351,-3077.0300,2276.6885,3703.0128,6341.1805,-2761.0074,-2694.7380,-169330.2006,-173785.6184,-171434.0851,-170105.9006,-165960.7471,-174299.5889,-181162.1384,-170712.5209,114705755.8311,114732071.3186,114722045.5470,114717906.9713,-172241.5843,114716940.1442,
4500.000,6809.8047,-2077.0586,-4665.6756,-1408.6343,-5346.8037,-5683.9757,-4774.7175,-4332.9395,-4617.5310,-4333.3080,-3013.9258,3275.5339,-2205.1750,1708.0467,3815.4891,-5403.2346,-4641.0493,1857.5186,-3237.0706,3272.8770,236158.5806,253900.4632,245277.8462,243746.0985,252629.5335,249928.3648,246560.6647,246917.1505,-259362257.5144,-259352457.8191,-259347481.3961,-259374326.4425,246263.9590,-259369551.5703,-1252.6914,3670.6661,3753.5376,3905.0229,-1694.8410,780.5959,16.1671,759.0496,5187.0447,5095.7057,-6164.5063,4691.0258,-5880.1338,-4180.5675,-3985.8658,3803.7047,-4465.6347,-1599.8251,5977.0440,-4483.5949,264143.6031,269234.8078,261341.5241,263334.8830,264384.6728,264260.0052,270270.2446,267305.7394,-35266401.6030,-35216429.0287,-35239480.9605,-35257043.1718,267336.9051,-35250859.1452,-438.3066,5458.8631,-3063.4917,5519.9131,4012.5589,-3856.8040,-4998.2739,5314.5506,-408.7856,1688.6610,796.4800,-3904.5661,-2783.2526,-5192.6111,-4059.9901,489.5350,2558.2814,6489.4931,-1375.6332,-4115.0082,-169354.4914,-173833.1694,-171401.4163,-170392.8810,-165952.4051,-174065.3751,-181295.2383,-170593.7076,114704605.8205,114730635.2992,114720482.0934,114717272.1517,-172302.5631,114715678.7301,
4800.000,6654.3015,-311.7486,-4143.7105,720.6814,-4723.3474,-6066.1470,-5358.1063,-3211.4263,-4003.1094,-3457.3322,-4034.7120,4325.1833,-3475.6858,100.6534,1850.7261,-4499.4617,-5906.8240,819.7592,-1885.2041,1325.2842,230420.0779,247989.2800,239457.0322,238022.2694,246932.2781,244171.0280,240893.6741,240884.2053,-258528645.8938,-258519490.4265,-258514080.8974,-258540206.2626,240557.5133,-258535939.4288,-772.2614,4830.8639,5110.2269,4330.6726,137.6808,2322.5213,1840.0046,2618.7403,5425.4357,5971.6031,-5515.8247,2923.2304,-4494.9801,-5364.3355,-4734.6622,4673.3113,-3443.7596,-3476.8853,6670.8317,-4480.4358,268883.8607,274307.7913,266496.2359,268599.2732,269526.7632,269468.8772,275319.4435,272793.6058,-40920176.4854,-40869599.6230,-40892544.6641,-40911106.4182,272457.0927,-40904551.5041,1794.6704,4916.3356,-1393.7457,5332.6285,5021.0318,-2363.1215,-3959.2007,5515.6862,1705.6356,-110.8097,-1020.9281,-4553.1870,-3861.7928,-4308.4971,-4593.2978,-1357.6444,1139.4204,5947.9149,156.8985,-5091.1713,-169379.6630,-173879.3116,-171370.3665,-170686.1135,-165947.2726,-173825.2092,-181423.5596,-170597.1319,114703460.6200,114729198.2615,114718917.2989,114716625.0772,-172363.4453,114714417.1193,
5100.000,5769.6406,1445.9892,-3186.2257,2762.3097,-3671.6023,-5859.6232,-5442.6662,-1821.1348,-2965.7373,-2233.7134,-4662.6363,4998.2295,-4437.3726,-1477.0174,-294.0743,-3075.1594,-6595.8221,-229.4626,-349.1112,-772.8995,224590.2282,241970.6575,233529.8193,232193.7413,241127.4506,238291.5334,235123.3609,234706.3468,-257571808.3267,-257563316.4536,-257557480.3383,-257582820.5903,234744.6869,-257579105.1523,-232.5591,5548.5844,5904.0925,4383.6375,1992.0392,3611.4524,3452.0536,4251.8993,5128.4804,6249.4216,-4310.6364,882.2445,-2668.3135,-6035.7209,-5053.1326,5025.5039,-2098.1803,-5032.3700,6718.4611,-4086.2163,273500.6939,279249.1875,271532.6650,273753.6922,274547.5558,274563.1157,280248.5602,278120.5186,-46554357.0307,-46503189.2568,-46526020.5196,-46545507.9218,277455.5043,-46538649.1740,3835.6711,3841.3812,439.3724,4570.0745,5484.7199,-614.2610,-2493.0705,5119.8003,3639.1363,-1898.2762,-2727.9340,-4714.2231,-4516.1855,-2953.6896,-4618.3997,-3038.6634,-401.5459,4773.7380,1672.6148,-5518.5853,-169405.6866,-173923.9505,-171341.1107,-170985.4871,-165945.3380,-173579.5173,-181547.1322,-170727.3536,114702320.1770,114727760.2217,114717351.2420,114715962.0087,-172424.2307,114713155.3117,
5400.000,4249.2747,3028.1907,-1878.0451,4514.0218,-2302.0066,-5072.1436,-5005.7308,-297.9229,-1592.4567,-768.1600,-4852.8647,5230.8041,-5001.1009,-2877.6330,-2402.7429,-1281.0700,-6646.6625,-1197.0167,1236.1719,-2813.2406,218671.5579,235847.1399,227498.8171,226263.8247,235217.6716,232290.7020,229252.2467,228414.5265,-256492202.9996,-256484393.7614,-256478137.6269,-256502635.8081,228828.0781,-256499506.9390,279.2224,5742.3828,6059.1805,4049.7953,3684.8272,4534.2175,4701.2903,5491.6780,4344.3337,5912.9046,-2660.8881,-1232.7194,-584.2336,-6116.1743,-4909.6108,4838.0103,-545.5925,-6099.9865,6119.7817,-3345.4239,277992.4390,284056.6227,276448.5481,278797.2598,279444.7704,279540.8377,285055.5391,283259.3869,-52166257.8008,-52114513.0991,-52137224.0457,-52157561.4942,282329.9315,-52150466.8817,5466.5290,2350.2450,2220.8949,3314.3227,5353.5529,1200.9994,-757.5682,4169.6547,5186.8413,-3479.8868,-4140.3105,-4370.5380,-4675.0399,-1275.6391,-4132.6859,-4348.3868,-1899.5226,3091.4094,3009.1801,-5351.5183,-169432.5349,-173966.9809,-171313.8204,-171290.7883,-165946.5908,-173328.9011,-181665.9838,-170980.2816,114701184.4366,114726321.1958,114715784.0006,114715279.8119,-172484.9194,114711893.3074,
