sl_20_5400_20261124 Coordinates.csv
2026/11/24 07:47:00.0000 UTC

Generated: Tue Oct  8 14:47:26 2024,
Start: 2026/11/24 07:47:00.00, Stop: 2026/11/24 09:17:00.00,
TIME_UNITS,STARLINK-1266 - X-Coordinate,STARLINK-11250 [DTC] - X-Coordinate,STARLINK-31098 - X-Coordinate,STARLINK-1226 - X-Coordinate,STARLINK-31594 - X-Coordinate,STARLINK-2499 - X-Coordinate,STARLINK-5350 - X-Coordinate,STARLINK-3825 - X-Coordinate,STARLINK-11123 [DTC] - X-Coordinate,STARLINK-5089 - X-Coordinate,STARLINK-2500 - X-Coordinate,STARLINK-4286 - X-Coordinate,STARLINK-31047 - X-Coordinate,STARLINK-32020 - X-Coordinate,STARLINK-31055 - X-Coordinate,STARLINK-5761 - X-Coordinate,STARLINK-30972 - X-Coordinate,STARLINK-1580 - X-Coordinate,STARLINK-30538 - X-Coordinate,STARLINK-4094 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-1266 - Y-Coordinate,STARLINK-11250 [DTC] - Y-Coordinate,STARLINK-31098 - Y-Coordinate,STARLINK-1226 - Y-Coordinate,STARLINK-31594 - Y-Coordinate,STARLINK-2499 - Y-Coordinate,STARLINK-5350 - Y-Coordinate,STARLINK-3825 - Y-Coordinate,STARLINK-11123 [DTC] - Y-Coordinate,STARLINK-5089 - Y-Coordinate,STARLINK-2500 - Y-Coordinate,STARLINK-4286 - Y-Coordinate,STARLINK-31047 - Y-Coordinate,STARLINK-32020 - Y-Coordinate,STARLINK-31055 - Y-Coordinate,STARLINK-5761 - Y-Coordinate,STARLINK-30972 - Y-Coordinate,STARLINK-1580 - Y-Coordinate,STARLINK-30538 - Y-Coordinate,STARLINK-4094 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-1266 - Z-Coordinate,STARLINK-11250 [DTC] - Z-Coordinate,STARLINK-31098 - Z-Coordinate,STARLINK-1226 - Z-Coordinate,STARLINK-31594 - Z-Coordinate,STARLINK-2499 - Z-Coordinate,STARLINK-5350 - Z-Coordinate,STARLINK-3825 - Z-Coordinate,STARLINK-11123 [DTC] - Z-Coordinate,STARLINK-5089 - Z-Coordinate,STARLINK-2500 - Z-Coordinate,STARLINK-4286 - Z-Coordinate,STARLINK-31047 - Z-Coordinate,STARLINK-32020 - Z-Coordinate,STARLINK-31055 - Z-Coordinate,STARLINK-5761 - Z-Coordinate,STARLINK-30972 - Z-Coordinate,STARLINK-1580 - Z-Coordinate,STARLINK-30538 - Z-Coordinate,STARLINK-4094 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
2700.000,4376.0645,5386.3345,6133.0551,760.5605,-5023.1830,3063.3483,2083.8931,3905.4319,-4359.6164,5518.8531,-3669.2014,5306.7592,-2675.4135,-1546.9667,-4172.4743,-6066.1161,-6657.0227,5705.9664,1665.7625,3611.3652,235589.8361,220061.6156,244055.7468,242764.2202,240623.1451,241032.3753,234630.2225,238052.4794,-139386666.2607,-139362704.0843,-139365134.1928,-139366866.7843,237957.3302,-139368265.5001,1605.8994,-1207.2542,1505.1423,-6848.5109,405.1016,3466.6586,4657.3078,-1732.3083,-1311.6240,691.3850,-4538.6349,-609.1054,3197.7651,4668.5449,-2078.5269,-2298.4857,48.5360,-1664.6513,-6692.1032,2139.6627,-229400.8676,-218150.1004,-226881.9916,-228497.6866,-219932.3125,-222395.4829,-226507.5147,-225725.9292,-113212665.7287,-113217980.4342,-113224152.5070,-113202454.6997,-226425.8286,-113211733.2514,-5105.2448,3789.2507,2852.0895,-606.9512,4607.6733,4984.5000,4680.6949,5419.9961,4956.7285,-4145.8488,3714.2609,4308.9445,-5526.1025,4692.6594,-5023.9918,2433.4610,1848.8608,3441.3529,-744.3198,-5496.1847,151559.9481,151140.1706,151349.3220,153623.5428,156733.1581,147641.5985,142189.7017,152440.0470,43790842.7425,43798469.6440,43772486.6804,43791694.0528,150774.5979,43782015.3381,
3000.000,5529.9457,5631.7292,6825.3526,-496.6540,-4418.9350,4838.9617,3992.1489,2485.5509,-5432.5479,4966.9268,-4122.3194,3969.7742,-1027.9831,-87.3437,-4133.0106,-6803.4287,-5846.9390,4239.4447,172.1296,4295.3757,240422.8647,224540.8665,248688.6243,247313.6777,245258.3346,245627.9524,239355.9321,242368.2498,-136876675.6793,-136852868.9964,-136854523.4945,-136857348.8047,242609.8541,-136858188.9742,26.3596,-2817.3158,311.5978,-6487.6567,2493.6921,2638.6161,3756.5548,-3385.9818,346.2239,-1326.2457,-2727.3537,-2102.5937,4555.6575,5819.8193,62.7628,-866.0062,1307.4014,-2750.5577,-6885.9653,75.2167,-224791.1047,-213423.5851,-221946.3278,-223472.4946,-214865.9798,-217345.8870,-221427.2941,-221035.6858,-116228268.3475,-116233270.6087,-116239801.1999,-116217773.7746,-221375.6300,-116227311.1494,-4147.7273,2281.3532,1165.5453,-2351.7230,4569.5567,3986.6235,4230.9790,5475.9699,3960.6179,-4658.4665,4837.8379,5186.5808,-5109.6521,3515.9175,-5466.5553,996.0910,3436.9918,4648.6611,801.1211,-5419.5544,151735.7872,151186.1407,151509.3819,153487.0737,156875.3131,147974.0287,142161.9226,152587.9547,43788289.7271,43796458.5635,43770571.7952,43789176.4040,150837.1215,43779646.4594,
3300.000,6160.1173,5276.7615,6843.7893,-1730.5671,-3410.3837,6112.3577,5521.7784,864.6408,-5946.9421,3975.2144,-4220.6014,2260.7048,678.4543,1344.6566,-3734.1835,-6880.5970,-4462.0261,2352.7714,-1345.8754,4610.9657,245179.9136,228919.6198,253210.7116,251748.6727,249785.5060,250111.2146,243973.3677,246611.6100,-134301450.4768,-134277812.9680,-134278678.1804,-134282608.3509,247155.2394,-134282878.5036,-1516.9159,-4097.7945,-899.5661,-5487.3998,4340.8110,1580.9433,2530.9814,-4742.5956,1929.2062,-3237.2896,-636.8675,-3432.9470,5501.8427,6379.6121,2206.7661,640.8793,2473.9083,-3609.6498,-6413.7778,-1975.3622,-220057.9082,-208605.7052,-216915.3388,-218352.7539,-209705.4697,-212210.6760,-216248.4400,-216289.2938,-119188242.0161,-119192938.2010,-119199787.7091,-119177495.1593,-216229.9800,-119187256.3258,-2743.1083,502.8281,-645.9312,-3843.2537,4020.8140,2537.9655,3327.5439,4939.8325,2502.5134,-4674.5347,5441.1958,5493.4580,-4145.3496,1940.9256,-5305.6332,-548.0992,4653.4755,5345.1203,2260.7969,-4760.4406,151905.9795,151231.9757,151668.0467,153344.4729,157014.0030,148312.8426,142138.8409,152604.1319,43785732.9139,43794437.5454,43768665.7720,43786643.9771,150899.5298,43777277.6910,
3600.000,6193.3262,4346.2352,6185.4132,-2835.1933,-2094.6547,6748.2382,6521.4605,-799.3434,-5836.1878,2640.0328,-3961.4586,356.3650,2282.3469,2615.2757,-3014.8571,-6290.2719,-2645.0034,240.3488,-2754.9630,4518.9243,249854.4999,233196.0219,257620.0924,256066.4965,254202.7867,254480.1360,248480.3998,250804.8399,-131662223.1017,-131638768.0443,-131638832.4872,-131643875.8665,251591.5314,-131643566.6987,-2882.9556,-4923.6682,-2029.0602,-3952.3027,5756.9088,387.4120,1091.1215,-5661.6113,3279.7293,-4856.6162,1525.1247,-4467.2721,5933.8103,6280.7052,4133.1569,2090.8218,3444.9881,-4162.5238,-5323.6973,-3809.9512,-215203.9878,-203698.5763,-211791.2918,-213140.5693,-204453.0280,-206993.1956,-210973.2808,-211457.0686,-122091175.8839,-122095573.0681,-122102700.9876,-122080208.6583,-210991.1507,-122090157.9625,-1042.3145,-1335.3575,-2388.2452,-4921.5518,3022.6561,802.2071,2067.1387,3869.3545,752.3710,-4192.3960,5459.7517,5195.9587,-2735.9954,146.0406,-4558.7560,-2033.5830,5367.0795,5454.5285,3478.4127,-3589.1841,152070.9243,151277.6763,151825.1330,153195.6812,157149.2453,148657.9668,142120.4181,152490.0237,43783172.3879,43792406.6401,43766768.3124,43784097.0986,150961.8230,43774909.0330,
3900.000,5614.6746,2928.8133,4915.4681,-3712.9694,-595.6836,6678.9116,6891.1517,-2348.9501,-5100.2588,1086.2849,-3371.0036,-1550.5027,3635.9871,3610.4946,-2039.6160,-5090.7851,-580.5271,-1881.9952,-3930.0145,4014.9833,254440.9833,237368.2637,261914.9034,260264.3920,258508.3487,258732.7278,252874.9531,254964.9770,-128960256.5078,-128936996.7537,-128936251.1811,-128942412.2730,255916.8231,-128941516.6740,-3951.2876,-5221.5390,-2985.1970,-2039.1018,6595.3859,-837.2606,-435.0396,-6042.3772,4268.7039,-6024.8059,3542.9398,-5096.7706,5796.7571,5525.0259,5642.6244,3357.7305,4131.4832,-4354.1148,-3724.1715,-5249.8366,-210232.2470,-198704.3515,-206576.4924,-207838.0339,-199110.9416,-201696.9434,-205604.1917,-206506.9097,-124935686.3942,-124939792.3322,-124947157.3768,-124924531.2625,-205661.4540,-124934632.5420,771.1608,-3015.3980,-3875.0845,-5471.3986,1686.5769,-1024.3063,584.9320,2380.0814,-1085.5771,-3263.1716,4891.5690,4326.6913,-1032.4417,-1665.4124,-3307.7564,-3301.4413,5500.9849,4964.9832,4323.6413,-2031.2183,152231.0069,151323.2436,151980.4603,153040.6680,157281.0563,149009.2705,142106.6183,152257.3041,43780608.2358,43790365.9101,43764879.0920,43781536.0954,151024.0008,43772540.4854,
4200.000,4470.8496,1168.4295,3160.4112,-4282.9230,947.3042,5911.8405,6592.4975,-3642.1491,-3807.2823,-543.9261,-2501.4010,-3270.7188,4619.1819,4246.0784,-893.4715,-3399.9569,1523.8637,-3799.1080,-4765.0405,3132.1087,258934.3853,241434.5808,266093.3352,264339.5408,262700.4101,262867.0342,257155.0080,259101.9834,-126196843.5510,-126173791.5051,-126172228.9478,-126179508.3684,260129.2568,-126178021.4441,-4632.6181,-4975.5978,-3690.8813,59.6980,6768.2016,-1986.2830,-1913.3190,-5835.5747,4807.9101,-6623.8737,5214.4523,-5248.3063,5090.8898,4184.4266,6577.5744,4331.5251,4466.0956,-4159.1328,-1772.7767,-6157.3688,-205145.6912,-193625.2207,-201273.2828,-202447.2141,-193681.5370,-196325.5839,-200143.5934,-201407.3377,-127720417.9436,-127724241.0400,-127731801.2698,-127709107.8078,-200243.2408,-127719324.5072,2501.1620,-4338.9026,-4948.0140,-5434.1947,161.9548,-2735.1038,-960.0352,633.0892,-2797.0470,-1985.5769,3797.5355,2981.0510,782.2646,-3288.5772,-1690.3233,-4216.4607,5040.8010,3930.1044,4706.0927,-254.0770,152386.5866,151368.6786,152133.8513,152879.4425,157409.4509,149366.5464,142097.4074,151927.5270,43778040.5461,43788315.4297,43762997.7608,43778961.2944,151086.0632,43770172.0481,
4500.000,2866.7136,-750.7694,1094.6958,-4487.8023,2392.6565,4528.6121,5652.9670,-4565.4587,-2087.1241,-2103.9976,-1426.5110,-4637.5397,5150.0631,4474.1246,324.9461,-1383.0247,3458.6542,-5318.4034,-5182.5481,1939.4235,263330.2529,245393.2546,270153.6326,268289.0490,266777.2356,266881.1287,261318.6010,263217.5090,-123373306.3700,-123350473.9716,-123348089.7678,-123356484.2125,264227.0244,-123354403.3042,-4876.1513,-4226.8336,-4089.2147,2135.1582,6255.4820,-2959.7734,-3215.0695,-5049.8038,4857.4154,-6589.5373,6371.5160,-4893.1856,3873.2767,2393.5041,6839.1613,4927.3034,4409.9360,-3585.4281,339.6236,-6449.6133,-199947.3766,-188463.4090,-195884.0407,-196970.1300,-188167.1793,-190882.9652,-194593.9514,-196130.8303,-130444043.5286,-130447592.8081,-130455305.7599,-130432611.6212,-194738.8998,-130442906.9077,3960.4681,-5150.3307,-5493.1550,-4813.8509,-1380.7878,-4137.3224,-2402.1337,-1182.4641,-4183.1302,-495.7458,2295.0470,1307.0185,2512.6478,-4540.5443,114.6771,-4681.3955,4036.0455,2463.3494,4584.8739,1550.4900,152537.9921,151413.9821,152285.1320,152712.0697,157534.4428,149729.4853,142092.7537,151530.7713,43775469.4089,43786255.2833,43761123.9424,43776373.0240,151148.0102,43767803.7213,
4800.000,955.4775,-2623.8988,-1076.9073,-4299.7779,3609.2447,2675.5830,4163.1291,-5043.8822,-117.8344,-3455.8634,-236.0187,-5523.1091,5191.7869,4285.6314,1511.3947,763.7731,5033.2703,-6289.5355,-5140.6232,537.4268,267624.5559,249242.6128,274094.0953,272109.9308,270737.1375,270773.1086,265363.8252,267304.4991,-120490995.7546,-120468394.4594,-120465186.2782,-120474688.4979,268208.3685,-120472013.1982,-4672.7825,-3066.2196,-4147.4620,3982.4305,5107.8043,-3672.9559,-4228.2361,-3752.1557,4427.3738,-5918.5870,6897.3270,-4051.9385,2253.6066,335.4997,6398.4952,5092.2716,3957.1546,-2674.7749,2407.6934,-6106.2708,-194640.3837,-183221.1764,-190411.1781,-191408.7317,-182570.2714,-185373.1384,-188957.7740,-190657.0462,-133105265.3772,-133108550.4553,-133116373.2759,-133093745.1528,-189150.8566,-133104082.0311,4991.3722,-5354.7695,-5452.8201,-3676.4194,-2769.5109,-5073.5312,-3587.1252,-2870.1324,-5083.4780,1047.1162,545.6172,-511.0221,3972.2201,-5280.8567,1906.9029,-4646.9817,2595.0089,725.8007,3972.8773,3187.4514,152685.5213,151459.1550,152434.1322,152538.6932,157656.0445,150097.6425,142092.6275,151103.2715,43772894.9160,43784185.5644,43759257.2344,43773771.6146,151209.8418,43765435.5048,
5100.000,-1076.3375,-4246.9761,-3139.5308,-3724.2428,4488.1483,547.7304,2267.4593,-5046.5597,1893.1425,-4482.1819,971.6653,-5850.6498,4754.4171,3709.2895,2564.6143,2832.2228,6095.1396,-6619.7446,-4637.2119,-950.2433,271813.6102,252981.0303,277913.0787,275799.0931,274578.4767,274541.0887,269288.8318,271347.7914,-117551290.4992,-117528931.2635,-117524899.1190,-117535497.9070,272071.5828,-117532230.0718,-4054.0716,-1623.3375,-3859.3582,5420.8468,3440.8330,-4062.8909,-4866.6636,-2062.4485,3574.5327,-4670.2342,6738.7423,-2794.1230,384.1612,-1776.7750,5300.2671,4810.0974,3137.0519,-1500.6144,4231.6501,-5170.7962,-189227.8034,-177900.8166,-184857.1402,-185764.8676,-176893.2525,-179800.3769,-183237.6111,-184975.4494,-135702815.5681,-135705846.6212,-135713736.2022,-135691240.5940,-183481.5727,-135701582.0226,5482.7373,-4928.4175,-4831.2681,-2143.4719,-3849.7577,-5439.0458,-4388.6910,-4247.7838,-5394.4163,2477.8270,-1262.5269,-2272.8271,5003.8789,-5426.7664,3487.1006,-4116.9058,873.3260,-1091.5391,2935.4603,4479.9487,152829.4427,151504.1984,152580.6859,152359.5647,157774.2674,150470.3924,142097.0010,150684.2221,43770317.1605,43782106.3749,43757397.2086,43771157.3999,151271.5578,43763067.3988,
5400.000,-3027.3640,-5438.7238,-4889.2120,-2801.1107,4951.9336,-1632.0838,149.9093,-4587.6985,3730.7154,-5096.4453,2097.2210,-5600.9162,3892.0531,2807.1700,3394.6708,4622.0962,6544.9245,-6282.9610,-3711.1679,-2387.6805,275894.0190,256606.9298,281608.9941,279353.3201,278299.6636,278183.1939,273091.8302,275325.6826,-114555596.7434,-114533490.0096,-114528636.2672,-114540316.4561,275815.0130,-114536460.2131,-3087.5236,-52.0158,-3245.7914,6311.8521,1423.1151,-4093.4139,-5076.9059,-141.8010,2394.4966,-2961.0053,5911.8944,-1232.8171,-1554.8146,-3722.7983,3658.0835,4102.5164,2013.0942,-162.6213,5636.7297,-3744.6932,-183712.7315,-172504.6559,-179224.4039,-180040.2457,-171138.5971,-174169.1970,-177436.0533,-179086.8997,-138235456.6345,-138238244.3699,-138246157.4856,-138223860.4806,-177733.5442,-138234169.4881,5381.7351,-3921.1396,-3694.2842,-379.5638,-4501.8469,-5193.0890,-4721.6769,-5167.3164,-5080.2659,3643.1291,-2935.0033,-3784.7425,5496.8210,-4961.9644,4679.6801,-3147.4175,-942.8182,-2789.0497,1583.6020,5288.5899,152969.9979,151549.1131,152724.6316,152175.0856,157889.1215,150846.8674,142105.8485,150312.1395,43767736.2374,43780017.8242,43755543.4113,43768530.7172,151333.1582,43760699.4032,
