sl_100_86400_20260629 Coordinates.csv
2026/06/29 07:47:00.0000 UTC

Generated: Tue Oct  8 16:24:15 2024,
Start: 2026/06/29 07:47:00.00, Stop: 2026/06/30 07:47:00.00,
TIME_UNITS,STARLINK-3104 - X-Coordinate,STARLINK-1959 - X-Coordinate,STARLINK-2092 - X-Coordinate,STARLINK-31700 - X-Coordinate,STARLINK-5141 - X-Coordinate,STARLINK-5629 - X-Coordinate,STARLINK-30493 - X-Coordinate,STARLINK-31893 - X-Coordinate,STARLINK-1298 - X-Coordinate,STARLINK-1305 - X-Coordinate,STARLINK-30996 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-30247 - X-Coordinate,STARLINK-5199 - X-Coordinate,STARLINK-30068 - X-Coordinate,STARLINK-4569 - X-Coordinate,STARLINK-5601 - X-Coordinate,STARLINK-31526 - X-Coordinate,STARLINK-30233 - X-Coordinate,STARLINK-1373 - X-Coordinate,STARLINK-30962 - X-Coordinate,STARLINK-6320 - X-Coordinate,STARLINK-5161 - X-Coordinate,STARLINK-30941 - X-Coordinate,STARLINK-1103 - X-Coordinate,STARLINK-6299 - X-Coordinate,STARLINK-31040 - X-Coordinate,STARLINK-31263 - X-Coordinate,STARLINK-3369 - X-Coordinate,STARLINK-2692 - X-Coordinate,STARLINK-32127 - X-Coordinate,STARLINK-4056 - X-Coordinate,STARLINK-1117 - X-Coordinate,STARLINK-4766 - X-Coordinate,STARLINK-2214 - X-Coordinate,STARLINK-2175 - X-Coordinate,STARLINK-30893 - X-Coordinate,STARLINK-2404 - X-Coordinate,STARLINK-6305 - X-Coordinate,STARLINK-30243 - X-Coordinate,STARLINK-6158 - X-Coordinate,STARLINK-3569 - X-Coordinate,STARLINK-4477 - X-Coordinate,STARLINK-1960 - X-Coordinate,STARLINK-1936 - X-Coordinate,STARLINK-30043 - X-Coordinate,STARLINK-1185 - X-Coordinate,STARLINK-1608 - X-Coordinate,STARLINK-5476 - X-Coordinate,STARLINK-5193 - X-Coordinate,STARLINK-4269 - X-Coordinate,STARLINK-2557 - X-Coordinate,STARLINK-31387 - X-Coordinate,STARLINK-3784 - X-Coordinate,STARLINK-2423 - X-Coordinate,STARLINK-1618 - X-Coordinate,STARLINK-5812 - X-Coordinate,STARLINK-5218 - X-Coordinate,STARLINK-32345 - X-Coordinate,STARLINK-30397 - X-Coordinate,STARLINK-31685 - X-Coordinate,STARLINK-3114 - X-Coordinate,STARLINK-5512 - X-Coordinate,STARLINK-4286 - X-Coordinate,STARLINK-11088 [DTC] - X-Coordinate,STARLINK-3297 - X-Coordinate,STARLINK-30433 - X-Coordinate,STARLINK-31004 - X-Coordinate,STARLINK-4193 - X-Coordinate,STARLINK-4391 - X-Coordinate,STARLINK-3803 - X-Coordinate,STARLINK-11108 [DTC] - X-Coordinate,STARLINK-6372 - X-Coordinate,STARLINK-4620 - X-Coordinate,STARLINK-2086 - X-Coordinate,STARLINK-30159 - X-Coordinate,STARLINK-3155 - X-Coordinate,STARLINK-4514 - X-Coordinate,STARLINK-5183 - X-Coordinate,STARLINK-31747 - X-Coordinate,STARLINK-5350 - X-Coordinate,STARLINK-30216 - X-Coordinate,STARLINK-30082 - X-Coordinate,STARLINK-1504 - X-Coordinate,STARLINK-3146 - X-Coordinate,STARLINK-30074 - X-Coordinate,STARLINK-2127 - X-Coordinate,STARLINK-5823 - X-Coordinate,STARLINK-2035 - X-Coordinate,STARLINK-31603 - X-Coordinate,STARLINK-3574 - X-Coordinate,STARLINK-3975 - X-Coordinate,STARLINK-30836 - X-Coordinate,STARLINK-3562 - X-Coordinate,STARLINK-31242 - X-Coordinate,STARLINK-2363 - X-Coordinate,STARLINK-1325 - X-Coordinate,STARLINK-2537 - X-Coordinate,STARLINK-3990 - X-Coordinate,STARLINK-5917 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3104 - Y-Coordinate,STARLINK-1959 - Y-Coordinate,STARLINK-2092 - Y-Coordinate,STARLINK-31700 - Y-Coordinate,STARLINK-5141 - Y-Coordinate,STARLINK-5629 - Y-Coordinate,STARLINK-30493 - Y-Coordinate,STARLINK-31893 - Y-Coordinate,STARLINK-1298 - Y-Coordinate,STARLINK-1305 - Y-Coordinate,STARLINK-30996 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-30247 - Y-Coordinate,STARLINK-5199 - Y-Coordinate,STARLINK-30068 - Y-Coordinate,STARLINK-4569 - Y-Coordinate,STARLINK-5601 - Y-Coordinate,STARLINK-31526 - Y-Coordinate,STARLINK-30233 - Y-Coordinate,STARLINK-1373 - Y-Coordinate,STARLINK-30962 - Y-Coordinate,STARLINK-6320 - Y-Coordinate,STARLINK-5161 - Y-Coordinate,STARLINK-30941 - Y-Coordinate,STARLINK-1103 - Y-Coordinate,STARLINK-6299 - Y-Coordinate,STARLINK-31040 - Y-Coordinate,STARLINK-31263 - Y-Coordinate,STARLINK-3369 - Y-Coordinate,STARLINK-2692 - Y-Coordinate,STARLINK-32127 - Y-Coordinate,STARLINK-4056 - Y-Coordinate,STARLINK-1117 - Y-Coordinate,STARLINK-4766 - Y-Coordinate,STARLINK-2214 - Y-Coordinate,STARLINK-2175 - Y-Coordinate,STARLINK-30893 - Y-Coordinate,STARLINK-2404 - Y-Coordinate,STARLINK-6305 - Y-Coordinate,STARLINK-30243 - Y-Coordinate,STARLINK-6158 - Y-Coordinate,STARLINK-3569 - Y-Coordinate,STARLINK-4477 - Y-Coordinate,STARLINK-1960 - Y-Coordinate,STARLINK-1936 - Y-Coordinate,STARLINK-30043 - Y-Coordinate,STARLINK-1185 - Y-Coordinate,STARLINK-1608 - Y-Coordinate,STARLINK-5476 - Y-Coordinate,STARLINK-5193 - Y-Coordinate,STARLINK-4269 - Y-Coordinate,STARLINK-2557 - Y-Coordinate,STARLINK-31387 - Y-Coordinate,STARLINK-3784 - Y-Coordinate,STARLINK-2423 - Y-Coordinate,STARLINK-1618 - Y-Coordinate,STARLINK-5812 - Y-Coordinate,STARLINK-5218 - Y-Coordinate,STARLINK-32345 - Y-Coordinate,STARLINK-30397 - Y-Coordinate,STARLINK-31685 - Y-Coordinate,STARLINK-3114 - Y-Coordinate,STARLINK-5512 - Y-Coordinate,STARLINK-4286 - Y-Coordinate,STARLINK-11088 [DTC] - Y-Coordinate,STARLINK-3297 - Y-Coordinate,STARLINK-30433 - Y-Coordinate,STARLINK-31004 - Y-Coordinate,STARLINK-4193 - Y-Coordinate,STARLINK-4391 - Y-Coordinate,STARLINK-3803 - Y-Coordinate,STARLINK-11108 [DTC] - Y-Coordinate,STARLINK-6372 - Y-Coordinate,STARLINK-4620 - Y-Coordinate,STARLINK-2086 - Y-Coordinate,STARLINK-30159 - Y-Coordinate,STARLINK-3155 - Y-Coordinate,STARLINK-4514 - Y-Coordinate,STARLINK-5183 - Y-Coordinate,STARLINK-31747 - Y-Coordinate,STARLINK-5350 - Y-Coordinate,STARLINK-30216 - Y-Coordinate,STARLINK-30082 - Y-Coordinate,STARLINK-1504 - Y-Coordinate,STARLINK-3146 - Y-Coordinate,STARLINK-30074 - Y-Coordinate,STARLINK-2127 - Y-Coordinate,STARLINK-5823 - Y-Coordinate,STARLINK-2035 - Y-Coordinate,STARLINK-31603 - Y-Coordinate,STARLINK-3574 - Y-Coordinate,STARLINK-3975 - Y-Coordinate,STARLINK-30836 - Y-Coordinate,STARLINK-3562 - Y-Coordinate,STARLINK-31242 - Y-Coordinate,STARLINK-2363 - Y-Coordinate,STARLINK-1325 - Y-Coordinate,STARLINK-2537 - Y-Coordinate,STARLINK-3990 - Y-Coordinate,STARLINK-5917 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3104 - Z-Coordinate,STARLINK-1959 - Z-Coordinate,STARLINK-2092 - Z-Coordinate,STARLINK-31700 - Z-Coordinate,STARLINK-5141 - Z-Coordinate,STARLINK-5629 - Z-Coordinate,STARLINK-30493 - Z-Coordinate,STARLINK-31893 - Z-Coordinate,STARLINK-1298 - Z-Coordinate,STARLINK-1305 - Z-Coordinate,STARLINK-30996 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-30247 - Z-Coordinate,STARLINK-5199 - Z-Coordinate,STARLINK-30068 - Z-Coordinate,STARLINK-4569 - Z-Coordinate,STARLINK-5601 - Z-Coordinate,STARLINK-31526 - Z-Coordinate,STARLINK-30233 - Z-Coordinate,STARLINK-1373 - Z-Coordinate,STARLINK-30962 - Z-Coordinate,STARLINK-6320 - Z-Coordinate,STARLINK-5161 - Z-Coordinate,STARLINK-30941 - Z-Coordinate,STARLINK-1103 - Z-Coordinate,STARLINK-6299 - Z-Coordinate,STARLINK-31040 - Z-Coordinate,STARLINK-31263 - Z-Coordinate,STARLINK-3369 - Z-Coordinate,STARLINK-2692 - Z-Coordinate,STARLINK-32127 - Z-Coordinate,STARLINK-4056 - Z-Coordinate,STARLINK-1117 - Z-Coordinate,STARLINK-4766 - Z-Coordinate,STARLINK-2214 - Z-Coordinate,STARLINK-2175 - Z-Coordinate,STARLINK-30893 - Z-Coordinate,STARLINK-2404 - Z-Coordinate,STARLINK-6305 - Z-Coordinate,STARLINK-30243 - Z-Coordinate,STARLINK-6158 - Z-Coordinate,STARLINK-3569 - Z-Coordinate,STARLINK-4477 - Z-Coordinate,STARLINK-1960 - Z-Coordinate,STARLINK-1936 - Z-Coordinate,STARLINK-30043 - Z-Coordinate,STARLINK-1185 - Z-Coordinate,STARLINK-1608 - Z-Coordinate,STARLINK-5476 - Z-Coordinate,STARLINK-5193 - Z-Coordinate,STARLINK-4269 - Z-Coordinate,STARLINK-2557 - Z-Coordinate,STARLINK-31387 - Z-Coordinate,STARLINK-3784 - Z-Coordinate,STARLINK-2423 - Z-Coordinate,STARLINK-1618 - Z-Coordinate,STARLINK-5812 - Z-Coordinate,STARLINK-5218 - Z-Coordinate,STARLINK-32345 - Z-Coordinate,STARLINK-30397 - Z-Coordinate,STARLINK-31685 - Z-Coordinate,STARLINK-3114 - Z-Coordinate,STARLINK-5512 - Z-Coordinate,STARLINK-4286 - Z-Coordinate,STARLINK-11088 [DTC] - Z-Coordinate,STARLINK-3297 - Z-Coordinate,STARLINK-30433 - Z-Coordinate,STARLINK-31004 - Z-Coordinate,STARLINK-4193 - Z-Coordinate,STARLINK-4391 - Z-Coordinate,STARLINK-3803 - Z-Coordinate,STARLINK-11108 [DTC] - Z-Coordinate,STARLINK-6372 - Z-Coordinate,STARLINK-4620 - Z-Coordinate,STARLINK-2086 - Z-Coordinate,STARLINK-30159 - Z-Coordinate,STARLINK-3155 - Z-Coordinate,STARLINK-4514 - Z-Coordinate,STARLINK-5183 - Z-Coordinate,STARLINK-31747 - Z-Coordinate,STARLINK-5350 - Z-Coordinate,STARLINK-30216 - Z-Coordinate,STARLINK-30082 - Z-Coordinate,STARLINK-1504 - Z-Coordinate,STARLINK-3146 - Z-Coordinate,STARLINK-30074 - Z-Coordinate,STARLINK-2127 - Z-Coordinate,STARLINK-5823 - Z-Coordinate,STARLINK-2035 - Z-Coordinate,STARLINK-31603 - Z-Coordinate,STARLINK-3574 - Z-Coordinate,STARLINK-3975 - Z-Coordinate,STARLINK-30836 - Z-Coordinate,STARLINK-3562 - Z-Coordinate,STARLINK-31242 - Z-Coordinate,STARLINK-2363 - Z-Coordinate,STARLINK-1325 - Z-Coordinate,STARLINK-2537 - Z-Coordinate,STARLINK-3990 - Z-Coordinate,STARLINK-5917 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,-5012.3126,-6870.2862,5626.6843,6192.8205,5432.3765,3101.2361,1705.6091,-4883.3884,-621.9895,4810.3635,5530.6112,-6794.7273,-6919.6476,-4797.7213,578.1744,2174.8525,-2617.5901,-2427.5812,2911.3476,-4156.1337,-3754.6714,4541.4170,-6893.0542,2647.6418,-120.0346,-4979.8572,3412.6143,6513.0828,-4291.5450,495.9794,-3904.2979,-3079.9108,836.2470,-2461.5306,5174.9378,-5122.4208,-3456.5582,3719.6989,3985.4690,-2675.4929,-4701.5158,5945.2539,1909.0707,-2413.3144,2896.8022,-2829.0213,-5148.7183,-1309.2948,-1711.9174,-6136.7319,-3699.5754,4365.9256,5918.6918,-3555.5694,-3518.7156,1310.1283,-224.6059,2920.8889,1518.8291,-4099.0023,6600.4077,-595.4189,2769.5451,1481.7623,3293.8021,3559.3074,6525.4135,6312.6503,6513.9168,-3924.7348,2319.4471,3131.4051,4324.9567,1936.8181,-5040.2532,4184.3774,2459.5042,4009.4173,2079.7471,6252.5457,4894.5732,2923.8064,-4284.4083,6325.7225,-2931.7294,2064.5171,1003.9832,973.0232,3810.6564,3399.3743,-5572.9295,3876.3599,5172.3801,4589.6361,-5178.2442,-771.8058,779.1139,-5035.7041,-3877.7458,-2777.8690,182229.9411,218950.4825,196099.6870,194576.2950,201495.0288,199277.8389,203366.1966,200727.5488,-271088808.8429,-271081415.3041,-271057864.8598,-271080456.4785,200100.5773,-271073822.3412,-3300.3097,269.2137,-1161.4108,-2705.2393,534.9383,5933.2696,4943.3837,-2290.0820,4676.0081,-1769.9511,-36.7914,1240.8676,-530.8354,2695.2074,-5123.0216,-196.2802,-6393.4896,3798.2050,6288.5986,-2235.4420,-5729.5486,5139.9164,347.1376,-4339.4771,4603.9602,1599.4649,-2875.8232,-811.4271,-2672.4207,4682.9887,-1403.4104,-3110.2418,6605.0989,3802.7896,3355.5990,-1389.9120,5085.8381,-2778.6621,3356.8808,-5057.5185,2495.9415,3500.2066,-6138.7141,4421.6157,-3461.5948,-5679.5607,551.2593,-5977.9393,-6636.5633,-1322.0803,-3473.3902,-4304.9565,-2387.4469,2510.2916,-2443.2347,4195.4260,6874.3269,-1371.3726,6359.0598,4059.5122,1319.9081,5713.5451,-5551.0850,6082.6281,2713.2542,2706.0640,-1709.9971,-2285.9530,-1978.4767,2776.1416,3630.1201,5413.4938,5221.3586,-2025.1077,-2875.2863,-3502.7279,4544.3658,1189.9301,4799.7218,842.5346,-3026.6641,5261.2850,4256.1188,375.9304,5939.6659,6362.5511,4097.7449,-6113.2538,1776.9076,2725.3793,2703.9230,-1463.4351,-1362.6995,-3546.5630,-2979.3990,6372.4205,-4632.3200,2790.1228,-2462.7520,-3833.6106,-293216.1470,-296131.1444,-302399.2136,-299386.2529,-304480.8114,-302653.1951,-295281.2813,-297694.8230,121363724.7326,121349531.8546,121345904.5444,121354805.8957,-297793.2666,121351384.5874,-3509.8601,-738.7939,-3805.0207,633.4052,4262.1233,-1812.5045,4414.1144,4173.4320,5054.4037,-4633.5432,3979.1671,-788.9867,204.1280,-4190.1103,-4644.4430,-6584.8471,760.2665,-5123.2134,-26.9612,5036.6948,-1050.5210,985.5531,404.0116,4705.6655,-5123.6172,4539.1986,5291.9303,-1907.1222,-4708.7904,5047.4578,-5413.1203,-5359.7101,-1600.1053,-5232.5255,-3084.3694,-4428.6276,-3115.2107,-5133.2032,-4560.9830,3899.3669,4432.1358,-182.8184,2544.1069,-4738.5300,5259.5759,-2804.2785,-4549.1755,-2956.2224,-1078.2571,-2878.9683,4661.7397,-3167.6845,2378.7744,5347.6976,-5440.8410,4963.5345,1051.6822,-6162.3909,1956.8817,3832.3492,-850.7397,3851.4549,3099.6818,-2856.8597,5152.5057,5267.1497,-1597.8846,1737.2393,1161.1084,5000.3021,5403.6290,2504.1337,1442.8507,6333.1870,3692.5782,-4293.0844,4584.6435,-5508.8540,-4524.4037,2605.7914,-3869.1414,3434.7546,-3383.6389,-2526.1478,1983.5652,1810.7200,-5479.7360,3157.4247,-5463.2158,-5234.9902,-3058.2087,5530.4656,-4388.8743,3753.4557,3339.6543,2513.2909,4916.6384,3719.9105,-5172.7702,-5093.5538,-186372.7111,-188944.2726,-190513.5394,-184990.4365,-184925.5885,-195449.7558,-197113.4348,-188085.0800,107594583.7573,107566188.4721,107570685.6536,107588055.6218,-189801.3550,107588219.3128,
3600.000,5782.4395,4874.6067,-6013.5353,-3956.8278,-6266.5173,-2989.8719,-4459.6194,6708.8777,-2129.8668,-1149.7292,-5876.3366,4505.9756,5903.4502,801.3652,3000.2811,3044.2274,2221.3781,-2404.2203,-4385.9796,4124.4667,4814.1973,-5614.2507,5513.5160,622.8500,-3057.1381,2619.0854,-2142.6207,-3447.5856,4025.2186,-3591.5094,4551.2893,6236.6003,-2495.5077,385.7999,-4196.5056,6858.3756,2185.4879,207.6795,-5608.3081,5454.8649,3535.8892,-5513.1105,1128.4083,-1946.1317,1202.8092,5000.2265,6066.9275,3495.8952,3604.7639,3919.5883,4276.0588,-3410.6536,-4606.8553,2304.9128,5030.2464,-5261.3663,34.4588,-4509.1392,-3239.3980,2501.1080,-4982.9664,-2640.7043,-731.9260,-3307.0012,-4812.2042,-4681.6546,-3976.3798,-3559.6583,-3859.2993,6776.7128,-5807.9590,-3976.6110,-5615.3512,-6167.6430,6689.5422,-533.8533,-5182.0232,-5520.0726,-4751.9983,-6442.2458,-3845.7276,-5375.2178,2694.9774,-3425.0452,-97.4895,-3953.4941,-4903.1974,749.4909,-5919.4140,-4798.0369,1894.6290,-2544.4613,-4735.7361,-521.8364,4844.8280,-1956.8926,3832.1629,4680.3201,4378.5752,4601.6091,250062.0748,286747.3157,263308.9458,263288.7050,269937.0455,267978.8544,270836.1313,267636.6591,-293238827.4970,-293234996.1428,-293210959.0189,-293229853.0182,268253.4901,-293224309.3301,3595.0781,-1986.0581,3331.5741,3875.0648,2547.4522,-5375.2454,-5185.1946,-743.6611,-6310.7078,4205.3165,3406.3553,-1309.4407,-1721.5762,-4096.8270,5687.9090,-1597.6665,4158.5085,-4345.0382,-4135.7605,-2212.5146,2907.9248,-3089.9605,-1871.0576,6223.1305,-5862.3559,-4942.5125,6092.7669,2836.2436,-1737.4364,-5612.9263,-3239.9425,1356.0758,-5627.1335,-6521.0445,433.3999,-567.2786,-6405.3075,4745.0601,450.1713,4196.4545,-5644.6376,-1283.1347,4268.3408,-3961.5291,4737.6214,4743.3766,-3178.1668,2147.4693,4327.5772,-1714.9735,-956.9565,5876.4780,4738.9438,-5953.0112,-1566.3884,-137.0779,-5853.6264,4470.3540,-3019.9785,-6426.5467,1981.1406,-3200.7325,6888.0816,-2649.5542,2419.2928,1543.7399,3695.1759,4055.6451,3194.5214,-1499.8742,-2437.1952,-976.1698,-3404.9764,1847.6493,1517.8521,5311.8742,-4489.4231,2451.0808,-4959.7407,1824.4846,5720.5164,-4379.3139,-6373.9124,2477.7349,-4645.1763,-3621.4092,-2339.8703,2919.8272,1592.1607,1952.7482,-3783.8530,5276.1333,4726.0156,4110.6342,-1371.8869,-3932.0538,2852.3218,-4975.8661,-1919.1619,5162.6844,-239345.1642,-232432.0930,-241934.1653,-239196.5971,-245115.1280,-243325.0152,-236446.3495,-238861.3922,47011368.7280,46996516.7918,47001029.3215,46996255.7205,-238321.5793,47000015.6436,-1414.1884,4476.2275,-423.7161,3916.0128,-1512.5061,-3216.2725,-376.4703,-1027.1957,-1883.8871,5347.1959,-609.5375,5113.7396,3213.6467,5502.1549,2593.2665,6009.9178,-5117.3249,4667.0971,3408.1462,-5084.7223,4037.5435,2628.1535,3722.9781,-2995.2080,1913.8211,-4097.8191,-2520.5460,5164.8342,5325.4703,-1837.6022,3897.7029,2654.2789,-2999.7052,2263.8875,5443.3572,600.2568,-1298.1693,5021.6165,4022.9102,-800.8254,-1925.5149,-3950.9271,-5327.5730,5311.3480,-4926.9331,-781.5400,732.3113,5406.4559,4039.9365,5409.7999,-5330.9120,-1197.2582,1651.5207,-2632.9654,4480.3676,-4049.2594,3747.6408,2828.2621,-5204.9518,-692.4710,4146.1916,-5543.6798,372.2223,5410.2083,-3988.0058,-4856.1073,4299.9300,-4364.4491,-4758.3242,-223.7691,-2869.2771,-5359.5587,2213.2401,-2587.6043,562.3216,4425.7824,-908.5255,3352.4536,759.0059,1345.6442,732.3302,-81.1738,-66.5033,5340.8853,-5126.8843,-4399.4757,4264.8112,-6272.6581,3138.3396,4404.2485,5448.4431,-3687.7409,1743.8269,-5537.8519,-4647.5440,-5320.3862,-4855.4946,616.8790,4986.1142,708.8903,-186430.0335,-188962.2527,-189161.4588,-186892.4313,-183544.1925,-192444.1251,-198356.8290,-191198.4989,107625463.3236,107598867.0238,107597537.8713,107623136.9350,-189640.8134,107616647.9464,
7200.000,-3911.5851,-1121.9345,3505.9631,-890.3561,4928.0816,2378.5826,4837.0569,-5312.0043,3471.3806,-2015.6275,3381.5526,-171.0298,-2957.5057,2958.6830,-5036.6905,-6679.3268,-2458.0766,5480.7845,5068.8112,-3763.0546,-5076.4188,5110.8219,-1863.4172,-3057.6534,4305.4004,-207.8653,686.3515,-859.1043,-3582.5441,4681.6387,-3877.3376,-6703.6236,3802.3489,1163.3278,2863.2547,-5529.3404,453.1200,-3163.8542,5908.9327,-6050.8309,-1486.0071,3389.9287,-4698.5855,5469.1545,-4143.4403,-5419.8323,-4254.3165,-5322.8418,-5177.7746,-1149.6023,-4468.8200,605.9655,726.2735,-786.3501,-5492.7122,5923.4567,1438.1852,4633.0098,4834.8941,-97.9142,1367.3805,5759.2987,-1695.1698,5135.7568,4165.9266,5058.2041,207.6375,-307.7906,-396.9844,-5009.2909,6682.2677,4089.7372,5241.4359,6347.5247,-5186.6198,-2685.4903,5439.3072,5339.0554,5122.2983,3471.8772,1520.1471,5795.3180,-54.4469,-312.9637,3975.7908,5424.6102,6852.4856,-3865.8088,5850.5233,4793.0725,2326.6632,1188.8329,2841.0312,-3584.3203,-3510.5190,5037.5620,-6649.5687,-1811.7958,-4415.2352,-3908.8942,302707.6086,336425.0177,313887.5217,315975.3303,321324.0670,319392.3399,321669.3643,319825.0276,-295376031.0124,-295374958.1769,-295354192.0713,-295360253.3404,319381.0075,-295362349.0973,-1696.8613,4139.0815,-4022.0323,-4070.3223,-4363.1698,1677.9760,2815.0132,3156.6507,5450.8811,-6043.3629,-4960.5507,2485.5894,4133.7476,5259.6808,-4659.6361,144.5817,310.0759,3995.2002,253.0651,5475.1747,1183.8727,-543.6597,3703.3360,-6198.7617,4729.4955,6831.7726,-6655.1092,-4933.5905,5321.3469,4392.3876,5579.0487,174.7371,1692.5807,6487.1302,-4599.8091,2063.5517,4882.3371,-5884.3894,-3463.3106,-1884.8799,6537.6174,-2373.7623,-1734.8519,3368.5067,-5318.7283,-1904.2798,4092.3782,2180.9599,-585.2030,5112.8324,4605.2071,-4945.9400,-5123.4608,6618.2573,4143.8147,-2815.1711,2240.2961,-4730.6181,-1532.6922,6302.0407,-5218.7372,585.8920,-5663.1574,-1437.1766,-5165.8219,-4504.4344,-5357.2311,-5385.8172,-4397.0268,-879.8582,1016.7541,-4008.7951,-64.3921,528.3454,758.1122,-6103.4856,2633.8183,-4299.0654,3085.7349,-4000.3742,-6137.6856,1838.4267,5989.2865,-5399.9242,2549.9093,-220.6383,832.0165,505.7883,-3424.3988,-4830.9315,4806.1010,-6798.0742,-5984.0338,-4503.4452,5261.2242,703.2124,-1010.8619,4810.1828,5047.9686,-4069.3071,-170051.6669,-153690.8286,-165961.3277,-163169.1246,-170358.0038,-167026.6459,-162738.7944,-162728.5351,-30532708.3380,-30549994.6132,-30538034.1283,-30550076.3044,-163687.2107,-30543469.1018,5478.2027,-5429.0305,4347.5926,-5362.9055,-2177.3687,6284.9306,-3952.7040,-2903.3914,-2478.8877,-2674.9244,-3239.4290,-6491.4410,-4733.1255,-3381.1698,1005.2400,-1863.0173,6486.5090,-725.7559,-4722.8396,1884.6244,-4568.8304,-4652.9652,-5538.9636,-549.1941,2544.2444,1147.6410,-1810.0711,-4653.5941,-2564.9656,-2559.4552,546.3125,1688.5650,5425.8549,2094.6375,-4268.5718,3584.6032,4832.4033,-1804.7790,-1004.3443,-2806.2511,-1769.7180,5512.1649,4759.1922,-2562.9476,1622.6320,3876.0459,3544.0022,-3621.4025,-4582.7461,-4501.4260,2516.8714,4762.3044,-4438.1248,-1798.2137,-769.3798,-1026.7597,-6432.6234,2105.2666,4563.7611,-2888.5377,-4118.6387,3783.5411,-3637.0384,-4351.8320,-918.2427,1386.6504,-4396.9015,4353.2369,5301.5605,-4735.1716,-1477.1243,3546.3737,-4542.1170,-2755.3729,-4464.7843,-1926.8667,-3363.2978,892.3293,3460.0129,-4315.5269,2832.0770,-3340.0489,3456.9495,-4157.7459,5041.7584,4302.2914,-383.5671,5750.1242,1230.4743,-204.2611,-4385.5462,-475.9421,1978.4749,3818.9448,2618.1715,4647.4212,1034.9788,-4546.4434,-1695.1005,4047.3113,-186504.9070,-188971.4558,-187923.1491,-189642.6047,-182634.5953,-188601.6129,-198889.0156,-187973.6333,107655734.6498,107632557.1584,107625189.3260,107654185.0832,-189465.5768,107645039.2427,
