sl_100_5400_20260920 Coordinates.csv
2026/09/20 07:47:00.0000 UTC

Generated: Tue Oct  8 15:35:54 2024,
Start: 2026/09/20 07:47:00.00, Stop: 2026/09/20 09:17:00.00,
TIME_UNITS,STARLINK-5741 - X-Coordinate,STARLINK-6380 - X-Coordinate,STARLINK-5240 - X-Coordinate,STARLINK-5668 - X-Coordinate,STARLINK-31887 - X-Coordinate,STARLINK-5388 - X-Coordinate,STARLINK-5344 - X-Coordinate,STARLINK-30262 - X-Coordinate,STARLINK-31188 - X-Coordinate,STARLINK-1392 - X-Coordinate,STARLINK-3619 - X-Coordinate,STARLINK-3203 - X-Coordinate,STARLINK-31047 - X-Coordinate,STARLINK-2321 - X-Coordinate,STARLINK-4319 - X-Coordinate,STARLINK-3720 - X-Coordinate,STARLINK-1727 - X-Coordinate,STARLINK-6257 - X-Coordinate,STARLINK-2275 - X-Coordinate,STARLINK-5558 - X-Coordinate,STARLINK-4528 - X-Coordinate,STARLINK-5167 - X-Coordinate,STARLINK-30173 - X-Coordinate,STARLINK-2401 - X-Coordinate,STARLINK-1131 - X-Coordinate,STARLINK-1803 - X-Coordinate,STARLINK-31340 - X-Coordinate,STARLINK-1465 - X-Coordinate,STARLINK-31252 - X-Coordinate,STARLINK-5009 - X-Coordinate,STARLINK-3050 - X-Coordinate,STARLINK-6339 - X-Coordinate,STARLINK-5895 - X-Coordinate,STARLINK-30277 - X-Coordinate,STARLINK-5787 - X-Coordinate,STARLINK-1474 - X-Coordinate,STARLINK-2580 - X-Coordinate,STARLINK-30141 - X-Coordinate,STARLINK-1399 - X-Coordinate,STARLINK-30126 - X-Coordinate,STARLINK-3555 - X-Coordinate,STARLINK-2159 - X-Coordinate,STARLINK-1976 - X-Coordinate,STARLINK-31436 - X-Coordinate,STARLINK-31956 - X-Coordinate,STARLINK-11134 [DTC] - X-Coordinate,STARLINK-4104 - X-Coordinate,STARLINK-2486 - X-Coordinate,STARLINK-5580 - X-Coordinate,STARLINK-6070 - X-Coordinate,STARLINK-5695 - X-Coordinate,STARLINK-1648 - X-Coordinate,STARLINK-30616 - X-Coordinate,STARLINK-4719 - X-Coordinate,STARLINK-5186 - X-Coordinate,STARLINK-1500 - X-Coordinate,STARLINK-5423 - X-Coordinate,STARLINK-5730 - X-Coordinate,STARLINK-2389 - X-Coordinate,STARLINK-32345 - X-Coordinate,STARLINK-5347 - X-Coordinate,STARLINK-1670 - X-Coordinate,STARLINK-4619 - X-Coordinate,STARLINK-1475 - X-Coordinate,STARLINK-2152 - X-Coordinate,STARLINK-4117 - X-Coordinate,STARLINK-5143 - X-Coordinate,STARLINK-30246 - X-Coordinate,STARLINK-30155 - X-Coordinate,STARLINK-4114 - X-Coordinate,STARLINK-5510 - X-Coordinate,STARLINK-5030 - X-Coordinate,STARLINK-30880 - X-Coordinate,STARLINK-32229 - X-Coordinate,STARLINK-30324 - X-Coordinate,STARLINK-2163 - X-Coordinate,STARLINK-1146 - X-Coordinate,STARLINK-3764 - X-Coordinate,STARLINK-31266 - X-Coordinate,STARLINK-30550 - X-Coordinate,STARLINK-2672 - X-Coordinate,STARLINK-3559 - X-Coordinate,STARLINK-1542 - X-Coordinate,STARLINK-31826 - X-Coordinate,STARLINK-1235 - X-Coordinate,STARLINK-3290 - X-Coordinate,STARLINK-31609 - X-Coordinate,STARLINK-6154 - X-Coordinate,STARLINK-5497 - X-Coordinate,STARLINK-2454 - X-Coordinate,STARLINK-4119 - X-Coordinate,STARLINK-3920 - X-Coordinate,STARLINK-31278 - X-Coordinate,STARLINK-4307 - X-Coordinate,STARLINK-2722 - X-Coordinate,STARLINK-3986 - X-Coordinate,STARLINK-6212 - X-Coordinate,STARLINK-5148 - X-Coordinate,STARLINK-4656 - X-Coordinate,STARLINK-3624 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-5741 - Y-Coordinate,STARLINK-6380 - Y-Coordinate,STARLINK-5240 - Y-Coordinate,STARLINK-5668 - Y-Coordinate,STARLINK-31887 - Y-Coordinate,STARLINK-5388 - Y-Coordinate,STARLINK-5344 - Y-Coordinate,STARLINK-30262 - Y-Coordinate,STARLINK-31188 - Y-Coordinate,STARLINK-1392 - Y-Coordinate,STARLINK-3619 - Y-Coordinate,STARLINK-3203 - Y-Coordinate,STARLINK-31047 - Y-Coordinate,STARLINK-2321 - Y-Coordinate,STARLINK-4319 - Y-Coordinate,STARLINK-3720 - Y-Coordinate,STARLINK-1727 - Y-Coordinate,STARLINK-6257 - Y-Coordinate,STARLINK-2275 - Y-Coordinate,STARLINK-5558 - Y-Coordinate,STARLINK-4528 - Y-Coordinate,STARLINK-5167 - Y-Coordinate,STARLINK-30173 - Y-Coordinate,STARLINK-2401 - Y-Coordinate,STARLINK-1131 - Y-Coordinate,STARLINK-1803 - Y-Coordinate,STARLINK-31340 - Y-Coordinate,STARLINK-1465 - Y-Coordinate,STARLINK-31252 - Y-Coordinate,STARLINK-5009 - Y-Coordinate,STARLINK-3050 - Y-Coordinate,STARLINK-6339 - Y-Coordinate,STARLINK-5895 - Y-Coordinate,STARLINK-30277 - Y-Coordinate,STARLINK-5787 - Y-Coordinate,STARLINK-1474 - Y-Coordinate,STARLINK-2580 - Y-Coordinate,STARLINK-30141 - Y-Coordinate,STARLINK-1399 - Y-Coordinate,STARLINK-30126 - Y-Coordinate,STARLINK-3555 - Y-Coordinate,STARLINK-2159 - Y-Coordinate,STARLINK-1976 - Y-Coordinate,STARLINK-31436 - Y-Coordinate,STARLINK-31956 - Y-Coordinate,STARLINK-11134 [DTC] - Y-Coordinate,STARLINK-4104 - Y-Coordinate,STARLINK-2486 - Y-Coordinate,STARLINK-5580 - Y-Coordinate,STARLINK-6070 - Y-Coordinate,STARLINK-5695 - Y-Coordinate,STARLINK-1648 - Y-Coordinate,STARLINK-30616 - Y-Coordinate,STARLINK-4719 - Y-Coordinate,STARLINK-5186 - Y-Coordinate,STARLINK-1500 - Y-Coordinate,STARLINK-5423 - Y-Coordinate,STARLINK-5730 - Y-Coordinate,STARLINK-2389 - Y-Coordinate,STARLINK-32345 - Y-Coordinate,STARLINK-5347 - Y-Coordinate,STARLINK-1670 - Y-Coordinate,STARLINK-4619 - Y-Coordinate,STARLINK-1475 - Y-Coordinate,STARLINK-2152 - Y-Coordinate,STARLINK-4117 - Y-Coordinate,STARLINK-5143 - Y-Coordinate,STARLINK-30246 - Y-Coordinate,STARLINK-30155 - Y-Coordinate,STARLINK-4114 - Y-Coordinate,STARLINK-5510 - Y-Coordinate,STARLINK-5030 - Y-Coordinate,STARLINK-30880 - Y-Coordinate,STARLINK-32229 - Y-Coordinate,STARLINK-30324 - Y-Coordinate,STARLINK-2163 - Y-Coordinate,STARLINK-1146 - Y-Coordinate,STARLINK-3764 - Y-Coordinate,STARLINK-31266 - Y-Coordinate,STARLINK-30550 - Y-Coordinate,STARLINK-2672 - Y-Coordinate,STARLINK-3559 - Y-Coordinate,STARLINK-1542 - Y-Coordinate,STARLINK-31826 - Y-Coordinate,STARLINK-1235 - Y-Coordinate,STARLINK-3290 - Y-Coordinate,STARLINK-31609 - Y-Coordinate,STARLINK-6154 - Y-Coordinate,STARLINK-5497 - Y-Coordinate,STARLINK-2454 - Y-Coordinate,STARLINK-4119 - Y-Coordinate,STARLINK-3920 - Y-Coordinate,STARLINK-31278 - Y-Coordinate,STARLINK-4307 - Y-Coordinate,STARLINK-2722 - Y-Coordinate,STARLINK-3986 - Y-Coordinate,STARLINK-6212 - Y-Coordinate,STARLINK-5148 - Y-Coordinate,STARLINK-4656 - Y-Coordinate,STARLINK-3624 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-5741 - Z-Coordinate,STARLINK-6380 - Z-Coordinate,STARLINK-5240 - Z-Coordinate,STARLINK-5668 - Z-Coordinate,STARLINK-31887 - Z-Coordinate,STARLINK-5388 - Z-Coordinate,STARLINK-5344 - Z-Coordinate,STARLINK-30262 - Z-Coordinate,STARLINK-31188 - Z-Coordinate,STARLINK-1392 - Z-Coordinate,STARLINK-3619 - Z-Coordinate,STARLINK-3203 - Z-Coordinate,STARLINK-31047 - Z-Coordinate,STARLINK-2321 - Z-Coordinate,STARLINK-4319 - Z-Coordinate,STARLINK-3720 - Z-Coordinate,STARLINK-1727 - Z-Coordinate,STARLINK-6257 - Z-Coordinate,STARLINK-2275 - Z-Coordinate,STARLINK-5558 - Z-Coordinate,STARLINK-4528 - Z-Coordinate,STARLINK-5167 - Z-Coordinate,STARLINK-30173 - Z-Coordinate,STARLINK-2401 - Z-Coordinate,STARLINK-1131 - Z-Coordinate,STARLINK-1803 - Z-Coordinate,STARLINK-31340 - Z-Coordinate,STARLINK-1465 - Z-Coordinate,STARLINK-31252 - Z-Coordinate,STARLINK-5009 - Z-Coordinate,STARLINK-3050 - Z-Coordinate,STARLINK-6339 - Z-Coordinate,STARLINK-5895 - Z-Coordinate,STARLINK-30277 - Z-Coordinate,STARLINK-5787 - Z-Coordinate,STARLINK-1474 - Z-Coordinate,STARLINK-2580 - Z-Coordinate,STARLINK-30141 - Z-Coordinate,STARLINK-1399 - Z-Coordinate,STARLINK-30126 - Z-Coordinate,STARLINK-3555 - Z-Coordinate,STARLINK-2159 - Z-Coordinate,STARLINK-1976 - Z-Coordinate,STARLINK-31436 - Z-Coordinate,STARLINK-31956 - Z-Coordinate,STARLINK-11134 [DTC] - Z-Coordinate,STARLINK-4104 - Z-Coordinate,STARLINK-2486 - Z-Coordinate,STARLINK-5580 - Z-Coordinate,STARLINK-6070 - Z-Coordinate,STARLINK-5695 - Z-Coordinate,STARLINK-1648 - Z-Coordinate,STARLINK-30616 - Z-Coordinate,STARLINK-4719 - Z-Coordinate,STARLINK-5186 - Z-Coordinate,STARLINK-1500 - Z-Coordinate,STARLINK-5423 - Z-Coordinate,STARLINK-5730 - Z-Coordinate,STARLINK-2389 - Z-Coordinate,STARLINK-32345 - Z-Coordinate,STARLINK-5347 - Z-Coordinate,STARLINK-1670 - Z-Coordinate,STARLINK-4619 - Z-Coordinate,STARLINK-1475 - Z-Coordinate,STARLINK-2152 - Z-Coordinate,STARLINK-4117 - Z-Coordinate,STARLINK-5143 - Z-Coordinate,STARLINK-30246 - Z-Coordinate,STARLINK-30155 - Z-Coordinate,STARLINK-4114 - Z-Coordinate,STARLINK-5510 - Z-Coordinate,STARLINK-5030 - Z-Coordinate,STARLINK-30880 - Z-Coordinate,STARLINK-32229 - Z-Coordinate,STARLINK-30324 - Z-Coordinate,STARLINK-2163 - Z-Coordinate,STARLINK-1146 - Z-Coordinate,STARLINK-3764 - Z-Coordinate,STARLINK-31266 - Z-Coordinate,STARLINK-30550 - Z-Coordinate,STARLINK-2672 - Z-Coordinate,STARLINK-3559 - Z-Coordinate,STARLINK-1542 - Z-Coordinate,STARLINK-31826 - Z-Coordinate,STARLINK-1235 - Z-Coordinate,STARLINK-3290 - Z-Coordinate,STARLINK-31609 - Z-Coordinate,STARLINK-6154 - Z-Coordinate,STARLINK-5497 - Z-Coordinate,STARLINK-2454 - Z-Coordinate,STARLINK-4119 - Z-Coordinate,STARLINK-3920 - Z-Coordinate,STARLINK-31278 - Z-Coordinate,STARLINK-4307 - Z-Coordinate,STARLINK-2722 - Z-Coordinate,STARLINK-3986 - Z-Coordinate,STARLINK-6212 - Z-Coordinate,STARLINK-5148 - Z-Coordinate,STARLINK-4656 - Z-Coordinate,STARLINK-3624 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,630.3580,-5732.9523,3258.7130,413.3881,5118.1027,5500.1722,3737.5532,-6200.1540,-5616.6264,-6167.9972,2262.5175,-4885.1568,2340.7780,-4431.8478,4693.4373,-5587.1985,4352.4679,-4498.9391,587.3731,-4392.4141,6339.4829,-708.9606,-4606.8787,3923.8091,6525.5630,3974.6000,-2300.2415,-5499.3050,0.0000,4891.0908,4725.0876,3986.2125,-3068.5656,-6728.0341,-3264.3880,2134.8522,-3670.2278,-6829.1445,-1580.1642,406.1641,1617.6131,4137.0495,-3968.4363,-2178.8386,4861.5635,-149.2853,1327.0734,6254.7754,1863.6402,2768.5580,2077.8683,3983.0245,-2959.2444,5408.3078,-2720.6604,5744.6028,-2337.0376,-3275.8903,3666.7764,4358.9503,5693.9229,-4246.6855,2570.4795,3549.7397,4374.4774,5115.7561,611.5996,6576.8006,-5688.3909,-1192.0051,-1523.4868,-6221.2961,6738.1625,-4269.6062,-1909.3400,-3549.6945,-4289.4370,-6011.4877,4773.8537,3853.0786,4557.8856,-3571.6888,4841.8543,-3705.2856,0.0000,4071.2553,-4843.0870,-4377.8171,1772.1879,-3040.0399,-5830.6072,-1562.7676,4091.2967,-2593.2386,-4055.2668,-5968.9921,-151.6401,1276.5334,-3078.5889,-4964.2318,354811.5295,352506.9053,357590.9777,354773.9677,360885.5467,358815.0782,352075.6139,355546.0859,-240907314.7071,-240888053.8550,-240885528.6950,-240896039.5273,354044.3547,-240900991.8254,6316.6572,225.9718,-5096.5193,-5128.1455,352.4282,-4133.4701,3539.8812,-2654.9604,2539.3195,-2100.4277,4258.0891,-875.8127,-3431.9742,1109.6512,2231.5284,-609.0722,-2417.0045,-3792.1960,4105.3062,-1191.5745,-1013.0937,6342.6784,2730.2912,5362.6773,584.8393,5297.8278,5141.2399,-4134.0572,0.0000,-4554.4663,-4091.9279,-3112.5753,3231.2407,905.9980,3879.7998,-3584.5066,-4169.0581,-363.0609,-5348.8561,5114.5168,-6469.4275,139.0536,1246.5998,-5431.2451,4251.3067,-6386.5306,5228.1214,-2180.7223,2238.3864,-2627.1766,5045.2600,-5108.9247,4085.7682,-3830.8303,5441.4616,2443.3524,-3659.7073,6095.7239,-2285.6243,-2918.2076,-2178.3674,-173.8622,4441.7859,-2657.9231,3712.2509,-1006.3779,-6031.8016,2167.4628,1732.1380,5162.5611,2123.2493,373.2149,-1604.1580,1157.7869,-4905.8098,2812.2474,-5344.2204,2863.6304,-3033.1989,2960.5266,4330.1431,-3866.8379,4119.8142,3480.4658,0.0000,-4098.4375,644.1446,-4166.9068,4161.2466,6191.6563,1848.5889,-3873.5200,-2931.0788,-604.8651,-1854.0947,-173.9291,-5450.2315,6066.4068,3472.6349,2356.4626,56837.2802,85465.8382,64559.1311,63806.3869,69878.9510,68101.4614,73096.9015,68551.5961,6360641.3855,6423409.8978,6398791.1121,6390093.3193,69549.2206,6380040.8600,-2781.0134,-3870.7642,3317.1663,4620.2500,4478.7135,-823.1373,-4651.7355,-998.9845,2905.2445,-2316.1982,4932.5254,4786.4501,5523.7242,5126.5109,4589.8251,-4003.0642,4738.8218,-3687.1661,-5499.9436,5254.4566,-2563.5943,2635.8098,-4408.0159,1793.8026,-2083.0079,1966.8502,-3796.9319,711.2983,0.0000,-1787.9870,-3056.2233,4759.1395,5330.1628,-1023.1198,4716.6033,-5535.2838,-4102.9238,1153.6050,4083.0712,-4662.8592,1781.0411,-5489.8524,-5511.4836,3560.4046,2140.0157,2141.6770,-4326.8472,1972.6584,6311.2753,5798.4011,-4274.7331,-2390.9530,-4608.3240,-2028.5251,-3286.0668,-2977.3589,5414.7578,-44.8223,-5395.8317,-4340.7434,3297.3544,-5452.8697,4618.6248,5134.6349,-3858.6830,-4541.3171,-3331.7457,385.1421,3548.7839,-4372.0414,6433.2813,3046.0211,364.3008,5191.8358,-4522.5454,5208.5395,620.8337,-1862.2383,3855.9371,4776.8681,2311.1916,-4486.4737,-2654.1771,-4603.4820,0.0000,-3806.4418,4788.9020,3382.2161,5270.6065,321.0103,-3243.2205,5474.1782,-4637.0007,-6414.0830,5275.2162,3413.4819,4269.1478,3048.3985,5118.9482,-4193.2829,-179214.1364,-178809.3336,-180678.6275,-175605.4893,-175178.1098,-185617.3111,-187626.1132,-180380.7987,96802961.0079,96809855.0861,96794761.3864,96801786.7540,-180179.0780,96803991.6035,
300.000,2202.5311,-4806.8436,2356.2259,-1719.1976,5373.8008,4185.9322,4835.6229,-6685.1705,-4117.2535,-5740.1527,3393.6776,-5817.1364,534.5511,-3061.5816,5520.4089,-4613.5843,4059.8269,-5902.8737,2679.8737,-3084.1756,6448.1728,722.4179,-2983.5705,5005.3393,5789.2993,5080.9085,-224.7899,-5806.0618,0.0000,3462.1956,3321.1006,4295.2256,-1106.5356,-5967.2191,-1534.8350,244.9190,-4095.5280,-6328.9765,-3224.6879,2495.4631,445.4376,4118.4157,-3054.5456,-3715.1891,5334.4947,-1439.5171,2618.5135,5052.8437,3872.4007,2822.9404,3614.7786,3136.7881,-889.7548,3993.0315,-1703.3744,5343.2698,-2421.6166,-1798.1460,2009.5182,2468.9530,4249.8200,-4517.9496,3492.0877,1650.2845,4493.2926,5434.5546,-908.7246,6807.2369,-5483.2631,675.4561,-380.3161,-6772.3084,5986.1929,-4186.3272,-3860.2382,-2716.2080,-4917.4346,-4746.6755,3036.3624,5428.0548,4793.2246,-4024.9554,5950.2013,-3017.2211,0.0000,3441.0101,-5228.7979,-5801.3875,3216.6363,-1846.7709,-4391.4724,-3567.0709,2534.6143,-4120.8772,-4145.4261,-4910.0732,-2111.2127,2686.0354,-1009.5661,-4869.6627,353647.9049,350699.8111,355972.3331,353207.2663,359381.0387,357332.7266,350577.2173,354098.4382,-240986589.0276,-240968316.2176,-240965478.5173,-240976021.5597,352515.9116,-240980357.0822,5315.3821,2056.8068,-6259.2897,-4796.3788,-1708.1679,-5030.9245,1688.2287,-1209.5232,3733.3560,-577.2600,2472.1015,726.9772,-4589.0946,2775.7256,3218.9055,1054.2540,-4244.3697,-2632.9076,3538.4068,306.2909,-2341.8115,5528.8180,4109.5082,4727.5971,-776.0547,4681.2874,5117.1189,-2847.4674,0.0000,-4941.5037,-3853.3990,-4513.3114,2805.1823,2341.1586,5128.2648,-4597.0556,-2267.2576,1186.1899,-5508.0966,4949.1426,-6890.3772,-2012.7634,3211.1155,-5400.1487,2522.6283,-5455.4035,3715.0848,-3113.8712,1938.9198,-4440.4547,3595.5442,-6115.4461,4195.5153,-4387.6400,6489.2392,778.2586,-1631.6951,6497.7144,-3692.8565,-3656.3962,-3494.2291,1906.4009,2606.7679,-3731.9006,1820.3181,-2748.5048,-5102.0293,673.7905,3517.9368,4411.4897,3885.8727,1108.6865,-2960.8770,3182.1064,-4308.3322,4630.9928,-4186.3086,3659.7492,-4162.9629,1933.0897,2711.5052,-1897.5272,3339.2303,5153.3893,0.0000,-5541.9487,2479.0132,-3125.9291,4880.1089,6488.4928,2865.8293,-3174.0002,-4440.1129,-1856.8752,310.0903,1298.2502,-5659.3804,6214.2529,4026.8501,4028.1587,64444.5878,92981.3941,71938.7060,71301.7874,77348.2526,75585.2804,80479.8593,76140.6642,1098818.7535,1161986.5048,1137309.7963,1128325.4926,77000.4962,1118259.7138,-3865.2117,-4535.4854,1703.4926,4674.6665,3821.3914,-2281.1521,-4680.4437,557.8163,3939.9444,-3815.2344,5471.5201,3633.5170,5141.4113,5483.2009,2698.4001,-5022.3862,3573.8901,-2535.4633,-5267.4007,6220.1433,-836.4763,4068.9401,-4724.6343,1.8257,-3628.1119,189.0979,-4461.8169,2446.2474,0.0000,-3387.9992,-4747.9812,3071.9517,6256.9798,-2461.2895,4394.0457,-5181.9095,-5077.4986,2570.2804,2659.4565,-4164.1949,-13.2582,-5124.2858,-5295.0704,1996.4547,3382.7418,3679.0367,-5211.9727,3536.3461,5438.3858,4530.4682,-4696.3405,-648.6100,-5319.9341,-3586.7152,-1666.3790,-4323.6314,6294.7120,-1568.5321,-5487.3947,-5185.6149,4212.4487,-4873.3188,5353.4722,5419.8724,-4930.7052,-3271.9808,-4584.0907,-1155.0390,2352.9904,-5222.5415,5742.9821,1027.9989,1864.7654,4346.4993,-3833.7441,4339.9152,2367.6257,-3449.9352,4504.9451,3640.2037,3808.8585,-5295.6353,-940.0464,-3371.8834,0.0000,-2300.0482,3652.5324,2136.9731,3755.0020,-1483.0881,-4521.7760,4962.7235,-4548.8440,-5272.4795,5515.6146,4635.4414,3389.4521,1388.2880,5522.1717,-2797.3514,-179205.2499,-178775.4818,-180534.4372,-175706.1655,-175017.5061,-185363.7800,-187720.8225,-179862.7506,96800609.0823,96807043.0321,96791869.9078,96798793.5476,-180133.8018,96801378.8160,
600.000,3595.5182,-3444.7322,1236.8696,-3691.7889,5114.1923,2455.2854,5506.0985,-6488.2497,-2202.2294,-4767.2498,4242.7333,-6189.6282,-1287.1873,-1425.2544,5725.4677,-3215.5067,3395.5447,-6737.8401,4514.1327,-1518.1323,5917.3331,2123.3957,-1096.8116,5581.5280,4481.7095,5678.8339,1887.6975,-5553.5834,0.0000,1670.3696,1550.9526,4201.3808,995.0990,-4611.7937,313.6614,-1635.5051,-4169.9883,-5222.0461,-4528.3135,4336.7121,-771.3938,3741.8842,-1892.5132,-4855.5463,5289.3072,-2616.5738,3704.1273,3343.6753,5490.0614,2648.3885,4838.6142,1983.2389,1281.5125,2169.3263,-535.0892,4446.4768,-2343.1841,-132.1487,192.1523,327.5769,2405.0647,-4392.6468,4124.5685,-395.9695,4219.1294,5240.9336,-2383.2885,6382.0480,-4764.0981,2510.9957,733.6509,-6634.3258,4651.4756,-3718.1984,-5436.9179,-1660.4829,-5070.5433,-3001.6504,1005.4014,6445.0161,4542.5937,-4139.1207,6454.4339,-2059.7736,0.0000,2493.4241,-5111.4680,-6658.5930,4300.2376,-453.8458,-2524.1150,-5221.9782,755.3993,-5162.2401,-3885.5581,-3380.0659,-3848.1794,3814.0649,1150.6749,-4316.7830,352320.6824,348732.5738,354195.0382,351481.3291,357717.4026,355688.8227,348925.4400,352372.4778,-240950948.3178,-240933675.0576,-240930523.6987,-240941099.2535,350830.6789,-240944808.8830,3814.3048,3718.4768,-6791.6751,-4041.7646,-3577.7080,-5459.7284,-303.3555,364.9296,4584.6411,1038.3305,463.4561,2222.8210,-5334.8746,4204.9634,3887.3548,2656.1982,-5630.6128,-1244.0034,2675.1903,1834.8800,-3428.2799,4182.4260,5130.3326,3615.3474,-2097.2675,3599.3707,4607.7912,-1256.9265,0.0000,-4871.2085,-3280.1412,-5432.6714,2172.8676,3566.5393,5909.2005,-5204.5592,-133.2349,2644.5502,-5141.8235,4344.4922,-6621.6572,-3954.4974,4876.6498,-4833.0072,519.6704,-3946.9826,1857.3314,-3776.6160,1515.0756,-5787.4500,1824.7170,-6506.8942,3933.9636,-4549.3314,6888.7884,-998.4262,568.3679,6274.2506,-4781.5051,-4073.1027,-4510.6846,3779.5840,525.9553,-4470.5652,-269.5610,-4193.4144,-3693.2905,-895.7069,4949.0070,3260.9971,5288.4209,1717.5141,-4048.5547,4864.2896,-3332.0123,5993.4644,-2589.9007,4130.1733,-4916.3479,746.4059,773.6155,261.8605,2231.7554,6296.8667,0.0000,-6426.7557,4034.3268,-1801.7992,5139.3199,6144.2222,3650.2978,-2211.3074,-5532.5504,-2969.2681,2444.7660,2685.9874,-5346.6337,5750.4023,4242.5755,5281.8985,72030.9439,100457.1542,79288.0089,78765.8347,84784.9714,83038.4745,87829.9304,83759.1262,-4163424.1458,-4099880.9655,-4124616.1323,-4133915.6329,84418.2709,-4143945.2004,-4535.9522,-4713.3482,-95.0695,4225.9331,2733.5429,-3494.7879,-4210.4151,2051.7585,4531.0628,-4903.5555,5417.7198,2086.0528,4205.4900,5237.9535,518.6924,-5498.1376,2017.2147,-1113.5858,-4461.8782,6527.7713,981.0422,5061.5125,-4537.4014,-1790.3810,-4775.7231,-1609.1286,-4620.2920,3917.2232,0.0000,-4623.6530,-5938.2923,1058.0794,6520.8036,-3628.3664,3600.5513,-4275.1379,-5503.8410,3711.9053,948.9811,-3220.4708,-1806.1523,-4198.1101,-4506.8286,211.1591,4242.5397,4787.8123,-5536.6817,4717.9621,3990.0617,2780.8187,-4616.1440,1164.0544,-5439.0216,-4761.3453,133.2384,-5204.8758,6505.8046,-2923.5164,-4988.4969,-5445.5573,4676.7069,-3769.0791,5509.7198,5088.5838,-5472.2241,-1649.7508,-5343.8525,-2571.7771,904.6552,-5500.3531,4443.3434,-1099.8456,3165.6434,3014.0692,-2736.3048,3001.7328,3854.9699,-4665.9758,4653.9961,2094.0624,4855.5632,-5535.8298,876.7139,-1767.8217,0.0000,-545.7996,2110.1854,662.4517,1840.4089,-3126.6517,-5315.5204,3910.8645,-3955.6619,-3571.1156,5161.0188,5350.1118,2146.2284,-421.9328,5330.1857,-1099.3276,-179196.4658,-178741.6722,-180389.3837,-175811.8692,-174860.3902,-185104.0919,-187810.1105,-179364.2148,96798257.4054,96804230.6500,96788980.4207,96795807.2210,-180088.4252,96798765.9291,
