sl_100_86400_20260212 Coordinates.csv
2026/02/12 07:47:00.0000 UTC

Generated: Tue Oct  8 16:24:11 2024,
Start: 2026/02/12 07:47:00.00, Stop: 2026/02/13 07:47:00.00,
TIME_UNITS,STARLINK-3294 - X-Coordinate,STARLINK-4642 - X-Coordinate,STARLINK-3306 - X-Coordinate,STARLINK-3271 - X-Coordinate,STARLINK-6179 - X-Coordinate,STARLINK-5212 - X-Coordinate,STARLINK-31084 - X-Coordinate,STARLINK-3618 - X-Coordinate,STARLINK-5184 - X-Coordinate,STARLINK-3161 - X-Coordinate,STARLINK-31698 - X-Coordinate,STARLINK-31368 - X-Coordinate,STARLINK-4756 - X-Coordinate,STARLINK-30530 - X-Coordinate,STARLINK-31251 - X-Coordinate,STARLINK-31968 - X-Coordinate,STARLINK-30439 - X-Coordinate,STARLINK-1835 - X-Coordinate,STARLINK-3842 - X-Coordinate,STARLINK-11140 [DTC] - X-Coordinate,STARLINK-5007 - X-Coordinate,STARLINK-31952 - X-Coordinate,STARLINK-31289 - X-Coordinate,STARLINK-5718 - X-Coordinate,STARLINK-1137 - X-Coordinate,STARLINK-2755 - X-Coordinate,STARLINK-4606 - X-Coordinate,STARLINK-30842 - X-Coordinate,STARLINK-4487 - X-Coordinate,STARLINK-2663 - X-Coordinate,STARLINK-2559 - X-Coordinate,STARLINK-3955 - X-Coordinate,STARLINK-6263 - X-Coordinate,STARLINK-3204 - X-Coordinate,STARLINK-32032 - X-Coordinate,STARLINK-4156 - X-Coordinate,STARLINK-32275 - X-Coordinate,STARLINK-5326 - X-Coordinate,STARLINK-6037 - X-Coordinate,STARLINK-31985 - X-Coordinate,STARLINK-30316 - X-Coordinate,STARLINK-5314 - X-Coordinate,STARLINK-30178 - X-Coordinate,STARLINK-1635 - X-Coordinate,STARLINK-4572 - X-Coordinate,STARLINK-5828 - X-Coordinate,STARLINK-2627 - X-Coordinate,STARLINK-31393 - X-Coordinate,STARLINK-2416 - X-Coordinate,STARLINK-3642 - X-Coordinate,STARLINK-31367 - X-Coordinate,STARLINK-31931 - X-Coordinate,STARLINK-30843 - X-Coordinate,STARLINK-30499 - X-Coordinate,STARLINK-11232 [DTC] - X-Coordinate,STARLINK-31883 - X-Coordinate,STARLINK-32011 - X-Coordinate,STARLINK-30164 - X-Coordinate,STARLINK-4538 - X-Coordinate,STARLINK-1647 - X-Coordinate,STARLINK-4594 - X-Coordinate,STARLINK-5503 - X-Coordinate,STARLINK-2505 - X-Coordinate,STARLINK-31369 - X-Coordinate,STARLINK-4289 - X-Coordinate,STARLINK-30554 - X-Coordinate,STARLINK-2493 - X-Coordinate,STARLINK-5699 - X-Coordinate,STARLINK-31373 - X-Coordinate,STARLINK-30957 - X-Coordinate,STARLINK-1683 - X-Coordinate,STARLINK-4780 - X-Coordinate,STARLINK-31167 - X-Coordinate,STARLINK-5053 - X-Coordinate,STARLINK-3766 - X-Coordinate,STARLINK-5019 - X-Coordinate,STARLINK-4170 - X-Coordinate,STARLINK-3445 - X-Coordinate,STARLINK-4668 - X-Coordinate,STARLINK-30992 - X-Coordinate,STARLINK-30041 - X-Coordinate,STARLINK-3135 - X-Coordinate,STARLINK-1944 - X-Coordinate,STARLINK-31512 - X-Coordinate,STARLINK-4290 - X-Coordinate,STARLINK-1291 - X-Coordinate,STARLINK-3941 - X-Coordinate,STARLINK-31635 - X-Coordinate,STARLINK-11177 [DTC] - X-Coordinate,STARLINK-2741 - X-Coordinate,STARLINK-4182 - X-Coordinate,STARLINK-31898 - X-Coordinate,STARLINK-2521 - X-Coordinate,STARLINK-4777 - X-Coordinate,STARLINK-5456 - X-Coordinate,STARLINK-5508 - X-Coordinate,STARLINK-4774 - X-Coordinate,STARLINK-32016 - X-Coordinate,STARLINK-31709 - X-Coordinate,STARLINK-31492 - X-Coordinate,MoonARTEMIS1 - X-Coordinate,MoonARTEMIS2 - X-Coordinate,MoonIOAGEO - X-Coordinate,MoonIOAGNO - X-Coordinate,MoonIOAGNO 0001 - X-Coordinate,MoonIOAGSO - X-Coordinate,MoonIOAGSO 0001 - X-Coordinate,MoonLRO - X-Coordinate,MarsSat1 - X-Coordinate,MarsSat2 - X-Coordinate,MarsSat3 - X-Coordinate,MarsSat4 - X-Coordinate,Moon - X-Coordinate,Mars - X-Coordinate,STARLINK-3294 - Y-Coordinate,STARLINK-4642 - Y-Coordinate,STARLINK-3306 - Y-Coordinate,STARLINK-3271 - Y-Coordinate,STARLINK-6179 - Y-Coordinate,STARLINK-5212 - Y-Coordinate,STARLINK-31084 - Y-Coordinate,STARLINK-3618 - Y-Coordinate,STARLINK-5184 - Y-Coordinate,STARLINK-3161 - Y-Coordinate,STARLINK-31698 - Y-Coordinate,STARLINK-31368 - Y-Coordinate,STARLINK-4756 - Y-Coordinate,STARLINK-30530 - Y-Coordinate,STARLINK-31251 - Y-Coordinate,STARLINK-31968 - Y-Coordinate,STARLINK-30439 - Y-Coordinate,STARLINK-1835 - Y-Coordinate,STARLINK-3842 - Y-Coordinate,STARLINK-11140 [DTC] - Y-Coordinate,STARLINK-5007 - Y-Coordinate,STARLINK-31952 - Y-Coordinate,STARLINK-31289 - Y-Coordinate,STARLINK-5718 - Y-Coordinate,STARLINK-1137 - Y-Coordinate,STARLINK-2755 - Y-Coordinate,STARLINK-4606 - Y-Coordinate,STARLINK-30842 - Y-Coordinate,STARLINK-4487 - Y-Coordinate,STARLINK-2663 - Y-Coordinate,STARLINK-2559 - Y-Coordinate,STARLINK-3955 - Y-Coordinate,STARLINK-6263 - Y-Coordinate,STARLINK-3204 - Y-Coordinate,STARLINK-32032 - Y-Coordinate,STARLINK-4156 - Y-Coordinate,STARLINK-32275 - Y-Coordinate,STARLINK-5326 - Y-Coordinate,STARLINK-6037 - Y-Coordinate,STARLINK-31985 - Y-Coordinate,STARLINK-30316 - Y-Coordinate,STARLINK-5314 - Y-Coordinate,STARLINK-30178 - Y-Coordinate,STARLINK-1635 - Y-Coordinate,STARLINK-4572 - Y-Coordinate,STARLINK-5828 - Y-Coordinate,STARLINK-2627 - Y-Coordinate,STARLINK-31393 - Y-Coordinate,STARLINK-2416 - Y-Coordinate,STARLINK-3642 - Y-Coordinate,STARLINK-31367 - Y-Coordinate,STARLINK-31931 - Y-Coordinate,STARLINK-30843 - Y-Coordinate,STARLINK-30499 - Y-Coordinate,STARLINK-11232 [DTC] - Y-Coordinate,STARLINK-31883 - Y-Coordinate,STARLINK-32011 - Y-Coordinate,STARLINK-30164 - Y-Coordinate,STARLINK-4538 - Y-Coordinate,STARLINK-1647 - Y-Coordinate,STARLINK-4594 - Y-Coordinate,STARLINK-5503 - Y-Coordinate,STARLINK-2505 - Y-Coordinate,STARLINK-31369 - Y-Coordinate,STARLINK-4289 - Y-Coordinate,STARLINK-30554 - Y-Coordinate,STARLINK-2493 - Y-Coordinate,STARLINK-5699 - Y-Coordinate,STARLINK-31373 - Y-Coordinate,STARLINK-30957 - Y-Coordinate,STARLINK-1683 - Y-Coordinate,STARLINK-4780 - Y-Coordinate,STARLINK-31167 - Y-Coordinate,STARLINK-5053 - Y-Coordinate,STARLINK-3766 - Y-Coordinate,STARLINK-5019 - Y-Coordinate,STARLINK-4170 - Y-Coordinate,STARLINK-3445 - Y-Coordinate,STARLINK-4668 - Y-Coordinate,STARLINK-30992 - Y-Coordinate,STARLINK-30041 - Y-Coordinate,STARLINK-3135 - Y-Coordinate,STARLINK-1944 - Y-Coordinate,STARLINK-31512 - Y-Coordinate,STARLINK-4290 - Y-Coordinate,STARLINK-1291 - Y-Coordinate,STARLINK-3941 - Y-Coordinate,STARLINK-31635 - Y-Coordinate,STARLINK-11177 [DTC] - Y-Coordinate,STARLINK-2741 - Y-Coordinate,STARLINK-4182 - Y-Coordinate,STARLINK-31898 - Y-Coordinate,STARLINK-2521 - Y-Coordinate,STARLINK-4777 - Y-Coordinate,STARLINK-5456 - Y-Coordinate,STARLINK-5508 - Y-Coordinate,STARLINK-4774 - Y-Coordinate,STARLINK-32016 - Y-Coordinate,STARLINK-31709 - Y-Coordinate,STARLINK-31492 - Y-Coordinate,MoonARTEMIS1 - Y-Coordinate,MoonARTEMIS2 - Y-Coordinate,MoonIOAGEO - Y-Coordinate,MoonIOAGNO - Y-Coordinate,MoonIOAGNO 0001 - Y-Coordinate,MoonIOAGSO - Y-Coordinate,MoonIOAGSO 0001 - Y-Coordinate,MoonLRO - Y-Coordinate,MarsSat1 - Y-Coordinate,MarsSat2 - Y-Coordinate,MarsSat3 - Y-Coordinate,MarsSat4 - Y-Coordinate,Moon - Y-Coordinate,Mars - Y-Coordinate,STARLINK-3294 - Z-Coordinate,STARLINK-4642 - Z-Coordinate,STARLINK-3306 - Z-Coordinate,STARLINK-3271 - Z-Coordinate,STARLINK-6179 - Z-Coordinate,STARLINK-5212 - Z-Coordinate,STARLINK-31084 - Z-Coordinate,STARLINK-3618 - Z-Coordinate,STARLINK-5184 - Z-Coordinate,STARLINK-3161 - Z-Coordinate,STARLINK-31698 - Z-Coordinate,STARLINK-31368 - Z-Coordinate,STARLINK-4756 - Z-Coordinate,STARLINK-30530 - Z-Coordinate,STARLINK-31251 - Z-Coordinate,STARLINK-31968 - Z-Coordinate,STARLINK-30439 - Z-Coordinate,STARLINK-1835 - Z-Coordinate,STARLINK-3842 - Z-Coordinate,STARLINK-11140 [DTC] - Z-Coordinate,STARLINK-5007 - Z-Coordinate,STARLINK-31952 - Z-Coordinate,STARLINK-31289 - Z-Coordinate,STARLINK-5718 - Z-Coordinate,STARLINK-1137 - Z-Coordinate,STARLINK-2755 - Z-Coordinate,STARLINK-4606 - Z-Coordinate,STARLINK-30842 - Z-Coordinate,STARLINK-4487 - Z-Coordinate,STARLINK-2663 - Z-Coordinate,STARLINK-2559 - Z-Coordinate,STARLINK-3955 - Z-Coordinate,STARLINK-6263 - Z-Coordinate,STARLINK-3204 - Z-Coordinate,STARLINK-32032 - Z-Coordinate,STARLINK-4156 - Z-Coordinate,STARLINK-32275 - Z-Coordinate,STARLINK-5326 - Z-Coordinate,STARLINK-6037 - Z-Coordinate,STARLINK-31985 - Z-Coordinate,STARLINK-30316 - Z-Coordinate,STARLINK-5314 - Z-Coordinate,STARLINK-30178 - Z-Coordinate,STARLINK-1635 - Z-Coordinate,STARLINK-4572 - Z-Coordinate,STARLINK-5828 - Z-Coordinate,STARLINK-2627 - Z-Coordinate,STARLINK-31393 - Z-Coordinate,STARLINK-2416 - Z-Coordinate,STARLINK-3642 - Z-Coordinate,STARLINK-31367 - Z-Coordinate,STARLINK-31931 - Z-Coordinate,STARLINK-30843 - Z-Coordinate,STARLINK-30499 - Z-Coordinate,STARLINK-11232 [DTC] - Z-Coordinate,STARLINK-31883 - Z-Coordinate,STARLINK-32011 - Z-Coordinate,STARLINK-30164 - Z-Coordinate,STARLINK-4538 - Z-Coordinate,STARLINK-1647 - Z-Coordinate,STARLINK-4594 - Z-Coordinate,STARLINK-5503 - Z-Coordinate,STARLINK-2505 - Z-Coordinate,STARLINK-31369 - Z-Coordinate,STARLINK-4289 - Z-Coordinate,STARLINK-30554 - Z-Coordinate,STARLINK-2493 - Z-Coordinate,STARLINK-5699 - Z-Coordinate,STARLINK-31373 - Z-Coordinate,STARLINK-30957 - Z-Coordinate,STARLINK-1683 - Z-Coordinate,STARLINK-4780 - Z-Coordinate,STARLINK-31167 - Z-Coordinate,STARLINK-5053 - Z-Coordinate,STARLINK-3766 - Z-Coordinate,STARLINK-5019 - Z-Coordinate,STARLINK-4170 - Z-Coordinate,STARLINK-3445 - Z-Coordinate,STARLINK-4668 - Z-Coordinate,STARLINK-30992 - Z-Coordinate,STARLINK-30041 - Z-Coordinate,STARLINK-3135 - Z-Coordinate,STARLINK-1944 - Z-Coordinate,STARLINK-31512 - Z-Coordinate,STARLINK-4290 - Z-Coordinate,STARLINK-1291 - Z-Coordinate,STARLINK-3941 - Z-Coordinate,STARLINK-31635 - Z-Coordinate,STARLINK-11177 [DTC] - Z-Coordinate,STARLINK-2741 - Z-Coordinate,STARLINK-4182 - Z-Coordinate,STARLINK-31898 - Z-Coordinate,STARLINK-2521 - Z-Coordinate,STARLINK-4777 - Z-Coordinate,STARLINK-5456 - Z-Coordinate,STARLINK-5508 - Z-Coordinate,STARLINK-4774 - Z-Coordinate,STARLINK-32016 - Z-Coordinate,STARLINK-31709 - Z-Coordinate,STARLINK-31492 - Z-Coordinate,MoonARTEMIS1 - Z-Coordinate,MoonARTEMIS2 - Z-Coordinate,MoonIOAGEO - Z-Coordinate,MoonIOAGNO - Z-Coordinate,MoonIOAGNO 0001 - Z-Coordinate,MoonIOAGSO - Z-Coordinate,MoonIOAGSO 0001 - Z-Coordinate,MoonLRO - Z-Coordinate,MarsSat1 - Z-Coordinate,MarsSat2 - Z-Coordinate,MarsSat3 - Z-Coordinate,MarsSat4 - Z-Coordinate,Moon - Z-Coordinate,Mars - Z-Coordinate,
SECONDS,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,km,
0.000,4103.5378,2671.3987,-675.3486,1675.5508,5688.8963,-4539.5147,1324.6929,5260.2633,6884.8064,3031.1738,4232.9262,5269.3500,6352.1452,2202.8442,1955.0835,6811.1067,-5751.0949,4127.8490,-2129.0365,-3854.5832,5206.0075,657.8970,-399.4209,-2838.4767,4063.5953,-5236.7796,-4326.1121,-1852.3482,3129.3857,-6119.3080,-1947.3690,3410.1061,4192.3562,-2056.3244,3976.2836,-4102.5552,-4254.1897,5575.3729,-4022.5848,4090.0418,-3002.9844,4248.0693,4914.6536,5044.2636,-6118.7908,1848.7717,-3990.0467,-5039.7578,-4267.1350,2434.0375,-5227.3130,-5324.5035,-5794.7046,-930.6196,4629.5837,-4096.2208,5560.3119,-4664.1163,-3949.0843,1909.4257,-3753.6843,4493.1888,4049.1888,-5310.1488,-2638.5853,-4428.5992,-5859.0182,3583.4670,1933.9950,-63.1224,794.6963,-5204.6327,-1255.2292,-6381.2056,5101.9746,3364.2124,-2696.4270,-3527.8333,-4204.9916,-5298.9810,3662.7182,1474.6585,2014.1884,5370.9162,-5099.5663,5262.7323,4830.2735,4468.1229,5305.3714,-731.3194,-3432.8473,-934.6425,1465.0388,-3381.1044,5946.0352,-2612.1765,922.6238,473.6314,-526.2592,3781.0542,-352967.9965,-363837.5966,-354998.0900,-350986.9033,-359402.5786,-356315.5591,-354143.8111,-353683.9453,-172611890.4584,-172605658.9907,-172597222.1540,-172589320.6496,-353625.8574,-172592624.9903,-4414.8996,6323.5359,6643.0492,-5216.4189,2771.9014,-2661.8324,6643.1755,-2325.4820,-651.2550,3971.6119,-1384.0448,4351.9026,1423.6561,6284.2406,-6018.2037,295.6796,1518.9399,75.6264,6040.1120,1696.4124,2796.4487,6380.3759,-5582.2630,5995.8823,1684.1694,423.3658,2453.8475,-4772.6970,-3411.3780,3081.8851,-6551.4262,4293.5217,-3405.9968,-4198.0742,-3993.0708,633.5916,-5178.5596,-404.0902,-5581.6121,2681.9154,5772.6086,232.8895,-1990.9341,2821.5148,3264.9120,5538.3523,1315.7743,-4064.5125,-1257.4470,-6470.6364,2591.8974,-4172.1104,1816.1221,6457.8850,-183.0145,328.6826,-2210.2816,4360.1177,-5507.9120,-3713.8599,4745.4880,-3563.6384,-677.2621,-2330.8861,-5609.1491,4470.8039,-1935.6249,-4972.9393,-3727.5792,-6848.3466,4364.9130,-4439.7365,5116.5433,362.1437,3541.0963,-495.5932,-3232.1061,3493.7439,-4774.4556,-3937.8398,5641.0653,-6733.8763,6398.9792,2577.3892,-2237.8662,3188.9951,858.6073,-3145.7992,-687.9005,5889.4710,-2554.9402,5004.3203,5722.9259,-5203.5047,3594.4389,-2671.9764,4999.4376,-6766.8701,-6547.8606,4560.9106,31471.3978,10275.7658,31163.7006,30286.8173,28867.4081,29273.5765,21074.7654,27022.3688,290518548.6894,290510977.6959,290529408.2020,290529264.5589,25268.6637,290524049.4018,-3398.0543,855.4606,-1841.2868,4195.2034,-2841.1908,4470.5945,790.1070,-3855.8555,-141.2695,4772.3191,5152.7721,260.0225,2303.6092,1938.2979,-2596.7091,125.4789,-3543.4536,5286.0792,2582.5755,-5092.2932,3617.1956,-2289.2349,-3882.0026,-2014.3977,5319.4283,-4517.6974,-4809.7863,4666.5578,-5136.6997,802.2920,-1111.7446,4194.0581,4338.0778,-5100.6351,3867.5316,5517.1415,1263.6988,-4131.1877,-1000.2980,-4786.1644,2083.9864,-5498.0466,4459.9322,3689.6680,176.1978,3733.6270,5489.4966,-2137.4088,-5274.7845,-26.7903,3500.8982,-952.7685,-3349.5639,2097.3295,-4894.8382,5458.7644,-2865.4382,2682.6073,-1366.6764,5441.8827,-3358.4280,-3936.1251,5433.4739,-3593.6988,2947.3991,-2916.5367,-3148.0255,3227.0597,5383.2025,-1108.5807,5263.2509,994.0437,4395.5476,-2640.0616,-3014.1369,-6064.7820,-5494.7744,-4810.6778,-1847.1573,-2139.9745,1684.4238,521.1060,-892.0213,-3320.2345,4080.9728,3129.3483,4867.0254,4069.2841,3821.2372,3517.5126,-5435.4074,4530.0298,3499.6640,3033.6583,16.1157,-5866.0579,4697.8303,1025.1973,-1856.2358,3363.2543,-191888.1249,-190355.9624,-192541.0097,-186306.0265,-186847.1262,-197477.6974,-198570.4505,-191352.3622,-104459305.3707,-104431073.0069,-104438111.8937,-104450026.6549,-191494.7807,-104455309.8142,
3600.000,-189.7637,-3575.4556,-882.8888,45.6597,-5030.1057,6761.3938,-3583.6964,-5279.8725,-5264.1002,-4422.7908,-4136.1649,-5002.7408,-4268.7065,-4147.7880,1475.0406,-5165.6068,2792.6912,-2815.0006,641.2784,2589.2592,-4958.2216,-3298.2132,3763.3827,-477.2125,-4279.7162,6249.7178,4131.4832,5215.3735,-1674.1218,3449.2599,3180.7796,-5763.3161,-2558.2796,5312.7838,577.5372,3054.6994,4997.0373,-1715.2653,3538.3884,-4045.5976,-507.7162,-682.0872,-2184.5012,-3891.9242,4754.1865,-4596.5844,3222.4344,6318.8849,3848.1137,-318.9979,4066.5391,5384.8757,2757.4922,-2417.0940,-1708.6637,3247.9736,-4280.6191,3131.8796,4783.8048,2354.4176,2715.7157,-3187.6390,-2790.4196,3631.0065,3807.4008,3497.3610,6816.3745,297.8496,1353.5850,2217.7490,-4362.9138,5483.7714,-2149.6416,3541.0024,-4229.6039,-5827.4768,5986.2685,-798.5768,5155.1157,6454.7721,-5229.7739,330.5105,-3507.5082,-6801.0618,3761.2033,-6527.5663,-3151.4296,-324.0286,-5224.3080,-1029.6002,6251.9058,-2989.6260,-3514.7953,4993.7797,-4629.5414,5569.9390,-4679.3890,1740.3302,2692.6498,-5661.6734,-351053.3351,-355599.0523,-348616.6480,-345802.3277,-354678.8440,-351891.0973,-349018.1681,-348000.9253,-241964317.3915,-241958033.8662,-241956968.5442,-241951358.6475,-348609.9825,-241946037.0119,4171.0574,-3773.3758,-6390.3758,6904.3038,871.8664,1259.1405,-4913.0735,4465.9149,2154.5596,191.6646,5103.5342,-1585.7254,1385.8216,-5291.5724,3971.1308,2454.5592,-4237.5073,4889.7036,-6641.5478,-5981.9862,1184.9130,-5683.8017,5660.9528,-5273.0042,2708.9298,-2867.7091,-5389.8255,2573.6883,6398.8183,-3851.9788,5275.1602,-3805.4874,6220.2314,3984.4454,4097.3572,-4702.0054,3219.8456,1783.1016,4572.7085,2089.7210,-4367.5763,2651.2802,5045.0259,1388.0521,-425.8355,-5166.9507,-5128.0387,1698.3980,-3199.0523,5611.8575,-5455.1845,684.4759,-4251.4758,-4532.3970,4585.2597,-4733.9776,4379.5616,-6112.0811,3995.7322,5009.5018,-6295.3654,6107.8008,5062.8075,-1890.7183,1762.4296,-5828.7451,454.3668,5064.3467,6130.7697,6068.6908,-4785.7481,2657.1432,-6303.4899,-2571.4693,197.3861,2764.9695,1188.8070,-4373.0679,2242.7903,2032.4539,-4105.1784,5868.0047,-4357.9950,41.2716,-1788.9719,-1935.7967,3202.5593,5292.8443,3676.0776,-6790.1572,66.8870,-5787.4477,-5841.5089,4604.7611,-2427.1889,3567.2147,-3640.7005,4620.1923,3559.6983,-3581.2303,-62091.3212,-81359.6313,-57767.1489,-59684.1800,-60463.4445,-60069.4949,-67165.1117,-65571.9698,235920056.6188,235907014.4226,235928161.2540,235929739.9730,-63908.4475,235926133.5985,5503.8716,-4570.1204,-2519.3815,-247.4485,4684.2500,-704.5143,3079.9887,-242.1190,-3939.3530,-5318.7207,-1832.0491,-4389.3730,-5256.4305,1710.9522,5358.8931,-3723.1498,4696.1250,-3647.1306,1789.2008,1054.8205,-4704.1869,-1790.6863,363.8927,4465.0305,-4706.7295,809.0088,1287.1176,-3782.1826,1990.2086,-4571.5790,-3163.0233,-253.2558,-1696.4977,1914.2857,-5449.5079,-4050.5040,3339.7338,6485.4131,-3858.0078,5094.9845,-5236.6722,6378.3904,-4232.8304,-5483.0079,-5037.9647,-546.1284,-3356.5565,-1922.5228,4734.9843,-4028.2915,235.3092,4134.0369,4721.5345,-4545.3943,4621.6241,-3724.7638,-2548.9370,921.3152,-2991.5324,-4071.8050,-909.1829,908.3334,-3621.9126,5445.5980,-5442.3339,-1365.9580,-1125.2239,-4727.2599,-2708.0037,-2527.1379,-2365.9524,3260.6313,-1673.3147,5342.1778,5439.5475,2573.6975,3244.8467,5279.0210,-3505.7187,-1531.2424,1971.7584,3634.4860,-3811.0274,-501.5979,-5518.4665,1168.9310,-5265.3109,-4293.7624,1568.4664,706.6790,2939.4276,-2028.5066,858.0104,1276.0570,4573.8575,2126.2085,-3591.6748,-4768.2054,5154.3455,1254.6000,-192245.9651,-190538.0712,-191404.8370,-188303.3593,-185540.8547,-194773.1919,-200105.1453,-191979.3782,-104402696.9475,-104372387.1333,-104379149.5118,-104387806.4567,-191520.9576,-104395894.1091,
7200.000,-4018.0669,4267.2907,2781.2153,-1698.7117,3619.6843,-5919.7242,4949.6552,2944.4159,1494.9917,5319.3153,2272.6082,3270.7824,1350.8507,4967.0013,-5229.8347,1285.8086,458.7159,856.0690,1688.3435,444.3534,4020.7946,4727.2186,-5103.9983,4209.0005,3954.8812,-4677.4592,-2456.8447,-6900.4798,99.8442,960.1589,-3947.9655,5483.2041,364.9288,-5941.7714,-4792.4542,-1856.0256,-3944.3228,-2009.8601,-2482.4964,3530.4586,4672.4495,-1630.2999,-465.8967,2444.0837,316.0359,5532.0726,-2027.2657,-4720.5550,-3122.0737,-2916.0815,-763.1116,-3863.7710,637.0418,5547.8344,-850.8178,-1871.7347,-818.4355,-182.3674,-4250.9502,-4797.9823,-253.5307,970.0142,1162.0897,-1613.8763,-4767.4319,-775.3697,-4861.1716,-4156.5179,-3187.0802,-4159.0100,5508.9580,-4085.6554,4239.4689,63.1067,3019.0984,5852.4582,-6832.1739,4288.8441,-2958.1439,-5385.3774,5267.9458,-3025.4077,4114.7590,4838.5571,-2323.5646,4989.8765,1597.3129,-3340.6464,325.1615,2562.1952,-6585.5967,5064.0241,4102.9225,-4681.8274,2122.3811,-5401.8074,6686.2678,-4427.5846,-4966.7045,4688.0520,-319546.2128,-324576.3130,-320106.1911,-318646.8688,-327623.9572,-324143.1631,-322270.5559,-322477.9147,-294813782.9023,-294804999.7076,-294811337.9547,-294806178.3172,-321476.9238,-294796583.3633,-3760.3329,-492.5199,3468.3554,-5454.4486,-4609.6093,521.6251,695.7507,-4673.3015,-3862.3487,-3626.3054,-5740.5870,-2787.6315,-4725.0396,2136.9093,-1189.8729,-4956.9926,6248.2978,-6532.2750,4404.1424,5144.6627,-4826.2360,1980.8998,-2925.4874,3549.4454,-5557.5661,3829.9828,5712.4368,-306.2972,-6481.0899,4227.0214,-1564.0734,1638.7645,-6633.0805,-2545.6052,-3793.4917,6658.0001,1100.9166,-4283.6517,-739.8973,-5598.4701,2049.3128,-5735.7543,-6766.9419,-5401.2378,-913.4298,2930.0066,6558.2058,1950.0985,6044.6257,-2950.5902,5596.4412,3682.1045,6097.0292,1385.2459,-6674.7348,6538.4501,-3887.8589,5671.6810,-261.3353,-4911.3431,5169.5134,-6358.8352,-6652.7765,5792.3328,2631.4532,4939.4415,1532.9692,-4425.2451,-5717.0464,-3063.7012,3564.3448,981.5286,4925.4850,5065.9884,-4397.0985,-2885.9525,392.0896,4847.4036,2890.6475,944.7195,727.0169,-2841.3557,-522.6959,-2754.7587,5517.7922,-546.4791,-6299.7381,-5809.8597,-4011.7544,4566.4618,1583.5008,4103.1578,2958.2635,-1668.0728,-1077.8614,-3343.9702,1792.6020,-810.2138,703.6611,286.4953,-151432.3218,-168039.2848,-143119.1985,-146517.6764,-145829.7873,-146344.1358,-151316.9463,-147719.9577,165222767.6445,165203924.1561,165224851.2796,165225573.7149,-148975.3310,165228889.3858,-4196.9490,5412.0340,5297.5479,-3888.2066,-3713.9404,-3534.2745,-4646.1318,4159.5469,5528.1530,2514.3587,-2896.0123,5310.6049,4843.3558,-4353.2776,-4247.7760,4494.5257,-2947.9326,-1306.7257,-5054.4437,4107.9097,2923.2914,4471.6369,3416.9953,-4217.4343,1092.4848,3370.0886,3015.9000,589.7287,2388.1507,5356.0030,5457.1362,-3877.2982,-1991.9342,2447.0611,3059.7534,7.9074,-5460.1270,-5095.6299,6440.1597,-1734.1036,4538.4721,-3577.5907,1431.4381,3445.5107,6858.6584,-2991.0509,-882.0487,4504.7108,-1139.2346,5518.6629,-3808.5011,-4265.2876,-3245.0200,3773.6972,-333.6165,-730.1213,5299.5227,-3981.8360,5433.2827,-122.7065,4578.3817,2630.4480,-945.8474,-3224.2580,4174.2559,4793.0211,4676.6278,3333.0079,-1972.0203,4619.2911,-2111.4924,-5497.1632,-2222.5616,-4710.3885,-4385.9643,2387.3302,1004.7189,-2428.1601,5163.6863,4261.0231,-4458.3433,-5535.7875,5335.1358,3923.9282,3437.8868,-4751.0295,2356.9449,1260.5345,-5209.9304,-4504.5457,1379.7296,-2020.3204,-4655.8471,-4808.6821,-6532.8157,2817.8689,269.9384,5168.0284,-4632.7705,-4944.8113,-191130.1284,-190714.2486,-190284.4409,-191199.4846,-184710.7100,-191174.4604,-200917.6632,-190810.3417,-104345615.9730,-104314048.1451,-104321303.0479,-104329624.7650,-191531.7910,-104336446.4193,
